timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769480594.1373923,SENT,0ea9b8bb-54e3-4f7e-bea8-218d13931f3f,af8c94a3-938b-4681-bf72-b14c825be3bd,c1,c4,3374,?,p1,
1769480594.1374779,CREATED,4665702f-be99-44eb-823d-016b0b572090,d5baea92-297c-41ac-a536-ad074b38b720,c1,c4,27,?,?,surb={'id': '8f76d6bd-4ba5-497b-855c-b0cbf0d6d556', 'route': ['p1', 'e3', 'i1', 'x3', 'p1', 'c1']}
1769480594.151152,RECEIVED,7cdb76b4-082d-4714-b568-10fed620330f,b315e722-956e-40e8-a4f9-decaa2c387c8,c5,c1,27,p1,?,surb={'id': '2a0ae80f-edff-4582-9fff-4be04191ef12', 'route': ['p1', 'e2', 'i4', 'x8', 'p2', 'c5']}
1769480594.155829,RECEIVED,817cfa45-d8be-4618-8e06-8870c1f42264,872a3a94-3e1e-4ebc-bcd7-a4999a2758da,c5,c1,27,p1,?,surb={'id': '94caf323-a657-471f-bba7-37cb53922f25', 'route': ['p1', 'e8', 'i11', 'x3', 'p2', 'c5']}
1769480594.4015212,RECEIVED,4c5a7160-d168-49ea-b76e-65b612173ae6,077c163f-3205-4d03-a26f-2728f2b3c39e,c3,c1,26,p1,?,surb={'id': '4a160205-f286-40d3-b9f1-fa549b6c1a05', 'route': ['p1', 'e3', 'i3', 'x1', 'p3', 'c3']}
1769480594.4768143,RECEIVED,4811da33-25d1-45f8-b87d-0be866d0ffe9,c3e96e04-84e3-4b4f-9daa-0f736c037e12,c3,c1,27,p1,?,surb={'id': 'd234e7db-386f-4622-b89e-e329071607ad', 'route': ['p1', 'e9', 'i5', 'x10', 'p3', 'c3']}
1769480594.5041797,RECEIVED,90aa2e3d-f3fc-40d0-b30a-fc810e44ce9f,0ed323af-4b8d-43a5-ac16-e24b6b4c7e06,c2,c1,27,p1,?,surb={'id': '439393bf-ff25-4f71-bb8c-4e2797230843', 'route': ['p1', 'e6', 'i1', 'x7', 'p2', 'c2']}
1769480594.5173755,RECEIVED,e806663c-046e-4373-91fa-2e5e51dea184,9a06493e-53aa-40ee-a519-cbc6b7b6079c,c4,c1,27,p1,?,surb={'id': 'cffa35c7-5c17-4822-a8aa-64c0662b3101', 'route': ['p1', 'e3', 'i2', 'x12', 'p1', 'c4']}
1769480594.5369904,RECEIVED,76200d34-1343-4024-bd6b-19f47b7b08c7,a373ca51-b6a7-46e9-8d83-396ad9818172,c2,c1,27,p1,?,surb={'id': '1f1a9125-48d5-4ed7-ba11-5f8b06a8babf', 'route': ['p1', 'e10', 'i10', 'x9', 'p2', 'c2']}
1769480594.601241,RECEIVED,6798cf6f-9430-4008-a031-295620a8fa4d,9cbce2a4-78c1-4806-af9d-3ab0c72a822b,c5,c1,27,p1,?,surb={'id': '00ca93d8-f39c-44c3-b650-67bd42babcf9', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769480594.6136029,RECEIVED,546fdd1b-95ad-4026-a400-ae7560ab1ad2,ebf26d4e-cbe6-4779-99d3-cdbb9789c268,c5,c1,27,p1,?,surb={'id': 'c073f4db-83d5-470a-a402-b8459b080b0c', 'route': ['p1', 'e4', 'i9', 'x3', 'p2', 'c5']}
1769480594.8694582,RECEIVED,aa8fbcbc-48cb-44b5-a569-8eeec83a9d15,c5356d4e-c926-4bf8-a1cb-eac9de5f9f23,c2,c1,27,p1,?,surb={'id': 'b5aa7901-9d5f-4a13-b8d4-f7ab0ddba159', 'route': ['p1', 'e6', 'i9', 'x6', 'p2', 'c2']}
1769480594.884085,RECEIVED,d15330cc-7465-46e2-af9b-91b093bcfb1c,a1c71cba-9755-45e8-854b-7517f491082f,c2,c1,27,p1,?,surb={'id': '4507599a-1dcd-40e8-bc46-218557c2523d', 'route': ['p1', 'e2', 'i9', 'x10', 'p2', 'c2']}
1769480594.9629614,RECEIVED,4cfb21a7-fdd7-47be-b783-670d0c31d99e,61788442-6ce7-49df-8d5d-370f33b2ef95,c2,c1,27,p1,?,surb={'id': 'f2f5af74-4d74-48f4-b422-c3eab4e154bb', 'route': ['p1', 'e9', 'i8', 'x6', 'p2', 'c2']}
1769480594.9900749,RECEIVED,8cc35a7f-6aec-415b-8ce7-642b1bb37fdf,c4edeeea-c6fa-41c7-92f5-a7c07d784206,c5,c1,27,p1,?,surb={'id': 'db43244d-f518-46fc-a6d1-25f5e742cd9b', 'route': ['p1', 'e12', 'i1', 'x4', 'p2', 'c5']}
1769480595.1371155,SENT,59f46d4d-d5b8-458d-b31e-d265a353d0df,1979483a-4c14-459f-8536-b1b9d9713813,c1,c4,3359,?,p1,
1769480595.1372635,CREATED,fb53c230-61aa-42f4-8b68-2302c26d5a47,a94955a8-9a3e-42fc-bad9-c05f7de8b5a8,c1,c4,27,?,?,surb={'id': '3fa09cc5-6271-4e94-9f7f-7aa7cf45aa27', 'route': ['p1', 'e8', 'i3', 'x6', 'p1', 'c1']}
1769480595.1771514,RECEIVED,0927add3-2668-4f58-92dd-17fb7bb7a73f,d90583d0-b123-4f58-9e12-0292151537f5,c4,c1,27,p1,?,surb={'id': '2f54a077-a1b8-4178-9714-09887d2eee9f', 'route': ['p1', 'e8', 'i7', 'x3', 'p1', 'c4']}
1769480595.196928,SENT,87fb52c5-8b77-4487-9b5d-81a156b651cf,dfaf745b-8896-4083-926f-2789dd68b90c,c1,c4,3383,?,p1,
1769480595.197102,CREATED,5daba749-b9e1-49a2-a63a-691ac8cdfa7b,2167fd26-8d94-4d45-a673-fe91dc8da3c4,c1,c4,26,?,?,surb={'id': '25fa61c2-0bde-4f2b-9b33-ae0143897afa', 'route': ['p1', 'e8', 'i12', 'x3', 'p1', 'c1']}
1769480595.2091978,SENT,47e7916e-594a-42bc-a7d1-183b053e0b68,cfae911e-9ae3-449c-9d78-1ec0d11bbf65,c1,c4,3392,?,p1,
1769480595.209342,CREATED,a71e91b8-6d75-4cd7-b368-f0472e8ce96c,c9b10920-059c-4aaa-8e21-64f224ebca7f,c1,c4,27,?,?,surb={'id': '8232e6fd-075d-45aa-882d-5af30d669a1b', 'route': ['p1', 'e7', 'i9', 'x12', 'p1', 'c1']}
1769480595.375018,RECEIVED,e4564358-7a35-4c19-bfc4-20c166d3681a,57b4ee2d-fb08-484e-9d5a-228850e4b07a,c4,c1,26,p1,?,surb={'id': 'a89a6f55-a959-4ee4-9564-49bc02a4330d', 'route': ['p1', 'e1', 'i12', 'x11', 'p1', 'c4']}
1769480595.3932004,RECEIVED,09bddcb8-0885-4b73-8634-b7643f5e3a23,d618c4bd-d989-42c1-ae3e-019b648d1673,c4,c1,26,p1,?,surb={'id': '6827e6d1-4641-490a-a184-412eabf767ea', 'route': ['p1', 'e2', 'i5', 'x12', 'p1', 'c4']}
1769480595.4779909,RECEIVED,ce8772d8-72aa-476d-b8a4-c346dac8c43d,778eb952-6f17-4e8a-9560-3a2e611beffc,c5,c1,27,p1,?,surb={'id': '57a7cfcd-ecd7-4616-a096-2a06bb16de4b', 'route': ['p1', 'e7', 'i5', 'x6', 'p2', 'c5']}
1769480595.5092669,RECEIVED,5b093e13-a977-4cde-9760-0b69daf95ae6,0822f810-ba8e-42cb-ad2f-93659c233201,c4,c1,27,p1,?,surb={'id': '013875b8-7e2b-4a80-b825-7cec17e3cb8b', 'route': ['p1', 'e10', 'i9', 'x8', 'p1', 'c4']}
1769480595.5229547,RECEIVED,4c440eae-386f-4e25-b680-f242a94a7560,c4f5a8ad-2cfa-4fce-82c1-084f6e085328,c2,c1,27,p1,?,surb={'id': 'd203bc7d-c40b-4fc6-958b-d047f88bdf44', 'route': ['p1', 'e3', 'i11', 'x9', 'p2', 'c2']}
1769480595.763634,RECEIVED,3ca35d8e-5f10-4bd2-bfc5-74ca3385efa8,1ef54cdd-5a9d-4174-9837-b8026a6be4ff,c4,c1,27,p1,?,surb={'id': '0fad0a4d-f91c-4271-a2b2-718d7b98e9b5', 'route': ['p1', 'e7', 'i8', 'x4', 'p1', 'c4']}
1769480595.770872,RECEIVED,1d63211b-edbf-455d-90d6-87529c1b117f,f609e0da-9713-4a43-a384-908222c32c89,c5,c1,27,p1,?,surb={'id': '0461b54f-a023-4dd9-951f-3a8a8d267faa', 'route': ['p1', 'e10', 'i2', 'x5', 'p2', 'c5']}
1769480595.787242,SENT,897053f0-1bf8-4404-89a0-7de246943049,6acc4313-1f8f-451e-9558-156e7eccc41a,c1,c4,3376,?,p1,
1769480595.7881432,CREATED,e26de50e-6cec-4fc7-a234-e9dc51db5629,3e77d430-a74a-4c68-84d5-4487cc76d911,c1,c4,26,?,?,surb={'id': '162b2d52-9dad-444c-affa-b5bc1b75576c', 'route': ['p1', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769480595.792713,RECEIVED,6dc2de91-80e9-4e31-97c6-8dba9109325a,ebc62058-fd2a-4bdd-acbf-16922e56ad0b,c3,c1,27,p1,?,surb={'id': 'e77af454-a84e-4ffa-906d-54f0589856d1', 'route': ['p1', 'e4', 'i9', 'x3', 'p3', 'c3']}
1769480595.8322608,RECEIVED,e6633919-43dd-4588-94d4-9da3f714d060,49f21094-b5d1-4764-b373-f2c07ee8d1df,c5,c1,26,p1,?,surb={'id': 'ce955156-6695-4625-ad58-b0033639be91', 'route': ['p1', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769480595.845857,RECEIVED,9674473a-931d-47a8-abf0-403de2bab914,31ce0a07-1ea5-40f3-aa8f-8d7e94a01449,c3,c1,27,p1,?,surb={'id': '501143ea-70bf-47fa-a077-05a122629008', 'route': ['p1', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769480595.8588486,RECEIVED,a65ba560-b12d-40d8-9a6e-9508d7f6dc87,15b3cef4-92a2-40fd-a0ed-abf21abf304e,c5,c1,27,p1,?,surb={'id': '3ba65dd0-c220-4d99-a2f4-55701aab6b47', 'route': ['p1', 'e7', 'i4', 'x11', 'p2', 'c5']}
1769480595.891115,RECEIVED,0c3ffa28-e56a-4d8a-a183-cda2c306af76,8b38dada-b556-4e66-ac40-2243fb89855e,c3,c1,27,p1,?,surb={'id': '9e549911-707a-4665-8d39-b3d2b75f1795', 'route': ['p1', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769480596.0182269,RECEIVED,6a8b92e0-83c5-4d6e-a2d7-82d10b067e10,19186766-2859-472f-aaa6-eab351bf7484,c5,c1,27,p1,?,surb={'id': '1c284c9e-be59-4199-b12c-d688ebf2a4ec', 'route': ['p1', 'e10', 'i5', 'x11', 'p2', 'c5']}
1769480596.1111665,RECEIVED,e966b508-cd68-446f-a019-16a3cb4372d6,af196731-c87b-4555-a0a8-47117693597e,c3,c1,26,p1,?,surb={'id': '0a113f23-d597-47f7-8554-39d2c43d8cf6', 'route': ['p1', 'e10', 'i10', 'x12', 'p3', 'c3']}
1769480596.1143756,RECEIVED,630fc3f4-85b4-4013-a4a7-245bab42de00,5730e7d6-4ee7-4e17-8345-92d0ecb7e378,c5,c1,26,p1,?,surb={'id': 'da663084-8916-45c6-9cdc-9fa03c461d55', 'route': ['p1', 'e2', 'i1', 'x10', 'p2', 'c5']}
1769480596.1459494,RECEIVED,9a522623-cac4-49e5-8656-db863c78cafb,46899095-bf93-43ad-a9b2-5f11baf6708d,c2,c1,27,p1,?,surb={'id': '07866c6a-beef-4fd5-8495-91ed92441289', 'route': ['p1', 'e8', 'i8', 'x9', 'p2', 'c2']}
1769480596.1565866,RECEIVED,190a9bf6-6bbd-45c5-b7eb-9c27b99d0823,d798db84-8d2c-49d4-bb02-b3b95fdcbfb4,c2,c1,27,p1,?,surb={'id': 'c7d31a80-8784-444b-ad26-939090e30a92', 'route': ['p1', 'e4', 'i4', 'x3', 'p2', 'c2']}
1769480596.1844351,RECEIVED,7e2a49ed-85f3-49c8-936e-904b89670bb7,cd7815dc-90c8-48f2-8571-4ef7691dae86,c2,c1,26,p1,?,surb={'id': '96a8e2f3-1f0d-4bc2-b55a-e1a72c24bb5d', 'route': ['p1', 'e6', 'i7', 'x5', 'p2', 'c2']}
1769480596.1951733,RECEIVED,a64b0203-f1e4-4ebd-a6e2-320daac1847f,76beef3b-50d5-477b-8a24-35be9aa43f8c,c5,c1,27,p1,?,surb={'id': '8eebbd2a-a5d8-4f51-9d15-50391236dc30', 'route': ['p1', 'e12', 'i6', 'x5', 'p2', 'c5']}
1769480596.2802782,RECEIVED,f0c593c9-b39d-4644-8b3e-7a96489f149f,b539f5e8-1f09-4292-8102-fbc971f38e22,c2,c1,27,p1,?,surb={'id': '69b1b997-c2a0-4831-8d46-a2bf5870657b', 'route': ['p1', 'e1', 'i7', 'x11', 'p2', 'c2']}
1769480596.374496,SENT,4c2810d2-d1d1-4e85-959a-18351034217a,0b738b0c-9bf3-4e3a-81d4-0950bc0928f7,c1,c4,3409,?,p1,
1769480596.374639,CREATED,a3896524-57ee-44f8-9110-d808a082b3e4,96806720-1b3b-44d2-a900-ee226fe1e76f,c1,c4,27,?,?,surb={'id': '67c2d673-2c8f-4259-a231-fd5ce81678b7', 'route': ['p1', 'e5', 'i10', 'x5', 'p1', 'c1']}
1769480596.5369663,RECEIVED,8318397b-52a0-4416-acc2-ce7772a5d202,a091fbdf-6ee8-4ba2-bde9-3311e3a3eaac,c4,c1,26,p1,?,surb={'id': 'a6328a29-edde-44ff-a7c4-92b1e57478cd', 'route': ['p1', 'e2', 'i3', 'x3', 'p1', 'c4']}
1769480596.5443525,RECEIVED,3670c459-3a15-4a79-a7b3-099a8b74ebac,72717685-7f17-41a6-aca0-750392e46f73,c4,c1,27,p1,?,surb={'id': '8876616f-a48c-4307-86fc-0693b1667b25', 'route': ['p1', 'e2', 'i11', 'x4', 'p1', 'c4']}
1769480596.673017,RECEIVED,c283c149-db55-4a76-9feb-b3d56d015a2b,5abf9edb-cf78-4adb-a9f1-8594bc32f259,c5,c1,26,p1,?,surb={'id': 'a56b885f-03ee-4ea3-9cdb-db4635e1cb32', 'route': ['p1', 'e3', 'i1', 'x12', 'p2', 'c5']}
1769480596.712561,RECEIVED,a4ba682e-5a5f-4ba0-8c84-fc30c97a198a,d5eca61d-c00b-44e2-9bca-843611ffe13a,c4,c1,27,p1,?,surb={'id': '9e79b344-a39c-4797-ba49-cee138463c3f', 'route': ['p1', 'e4', 'i7', 'x10', 'p1', 'c4']}
1769480596.8465385,SENT,6854478f-d797-4825-9082-3f6cf1cde16f,2d9c3bcb-6404-4667-a627-b447feff3394,c1,c4,3380,?,p1,
1769480596.8466372,CREATED,183bc201-755b-4677-84dc-5729b3ae03bc,d3d3d270-b874-411f-98e1-3a9aef3ecb64,c1,c4,26,?,?,surb={'id': '015e4885-af34-468e-8b7c-ced1ca79b971', 'route': ['p1', 'e6', 'i12', 'x11', 'p1', 'c1']}
1769480596.8553286,RECEIVED,ab7b263e-3364-45b4-9aff-61167b79028a,02a05c71-6408-4ce6-8c4e-1edcf5cbad20,c5,c1,27,p1,?,surb={'id': 'e59af739-2d73-4cf9-98fb-fc87faa88174', 'route': ['p1', 'e5', 'i6', 'x2', 'p2', 'c5']}
1769480596.969738,SENT,54466d36-9738-463e-99b1-5498349579e1,b77d5c9e-6a34-4ed5-9c60-99fc204cb186,c1,c4,3374,?,p1,
1769480596.9698358,CREATED,73b244fa-1d96-4120-865b-38ce3e63a9ef,406513a9-05f0-4766-b0de-cf27c5491424,c1,c4,27,?,?,surb={'id': '845d32a0-f3ca-4380-b913-6dc5a50d9e0c', 'route': ['p1', 'e4', 'i7', 'x4', 'p1', 'c1']}
1769480596.973657,RECEIVED,8c318f57-1754-4666-b10e-c26efab9a0fc,0920369e-b731-4581-98f0-a8c5056438ad,c5,c1,27,p1,?,surb={'id': '70e15565-fb0d-4372-9957-07530ba0cfd0', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c5']}
1769480597.0626402,RECEIVED,1e40c6bb-2077-4e6d-b48d-c9f02ab91c43,1e87576b-590a-4fa6-ac27-8878e0d54ab5,c3,c1,27,p1,?,surb={'id': '10a04a3d-0acf-4e4a-a10d-cf8b9f180c7f', 'route': ['p1', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769480597.1189904,RECEIVED,bffce705-d8d5-4e53-8469-686768fa02e5,432f8961-28de-45f9-a279-e93ade17d789,c4,c1,27,p1,?,surb={'id': 'a3195ff4-6993-4658-a121-b46d92594459', 'route': ['p1', 'e10', 'i5', 'x7', 'p1', 'c4']}
1769480597.482581,RECEIVED,27d06352-5cb2-4585-b3ab-43a7ce122b55,27ce7213-893d-4d88-85a1-3b7759bac752,c4,c1,26,p1,?,surb={'id': '2b0471c4-01bc-476e-8410-cc85fc5d3341', 'route': ['p1', 'e9', 'i6', 'x2', 'p1', 'c4']}
1769480597.508985,RECEIVED,04b1f5de-418e-4074-b31f-c7cac0a077f1,fef552b3-5f31-4896-b111-994b3c7d9459,c3,c1,27,p1,?,surb={'id': '252a4f26-f996-4419-ae6f-04d00ca9248e', 'route': ['p1', 'e6', 'i4', 'x2', 'p3', 'c3']}
1769480597.6656663,RECEIVED,c0289ea7-07a6-4c65-b805-75823cf31648,38f50249-20e7-4a74-8de3-18937ab15cce,c5,c1,27,p1,?,surb={'id': '4bb88919-f72c-43ae-b479-acfd7ee57b46', 'route': ['p1', 'e8', 'i6', 'x10', 'p2', 'c5']}
1769480597.915194,RECEIVED,45d5bbf4-5839-43ac-b2e6-3d2b5fde8e59,a1421d6a-e364-406b-a5f5-cb2ff5255321,c4,c1,26,p1,?,surb={'id': 'afa89358-aade-4410-97a0-35290cf30d93', 'route': ['p1', 'e1', 'i12', 'x1', 'p1', 'c4']}
1769480597.9947894,RECEIVED,36f5c4fb-a417-4611-901b-975c2a2027fb,472d0526-f08f-421c-9c8c-beacb52fc5a6,c5,c1,27,p1,?,surb={'id': 'd4d66dc7-9953-4455-9122-bfe6ed451318', 'route': ['p1', 'e3', 'i12', 'x8', 'p2', 'c5']}
1769480598.0151331,RECEIVED,17abbae7-83d6-41a7-abf0-aa58c037960f,bd14810f-cd8d-4e91-b761-30278a5076ef,c5,c1,27,p1,?,surb={'id': 'd39a2a2d-fee6-43a9-97d2-b84227c4ec7c', 'route': ['p1', 'e9', 'i9', 'x3', 'p2', 'c5']}
1769480598.024441,RECEIVED,95e630a9-978f-4bc3-9f1f-c88db0d1619f,92a0dc62-827a-4176-8a22-c0a9e38703d1,c4,c1,27,p1,?,surb={'id': '2bb719a2-9cb9-4301-acd2-d11c5e52cac4', 'route': ['p1', 'e12', 'i5', 'x12', 'p1', 'c4']}
1769480598.0342205,RECEIVED,13615825-4fd6-4ed7-9b8b-e42b4f8bceb8,3345b92c-9f74-418b-aa62-786f6ded8e26,c5,c1,27,p1,?,surb={'id': '976a03b1-f401-4f62-a4f5-f2cd0049f1d2', 'route': ['p1', 'e5', 'i2', 'x12', 'p2', 'c5']}
1769480598.062422,RECEIVED,08bf8067-99d8-48a0-a30e-0800cd9bf5d5,e604d1bb-6055-4676-9e7f-214870e52699,c3,c1,27,p1,?,surb={'id': '08373cd4-4af7-4cc0-b2a9-c67c31206a2e', 'route': ['p1', 'e9', 'i2', 'x3', 'p3', 'c3']}
1769480598.1066082,SENT,d8db6cea-3c9b-41b3-940a-f744733131fe,17163d18-d391-48b5-809c-ab96c8b6a9f4,c1,c4,3383,?,p1,
1769480598.106737,CREATED,9543da89-86b1-473d-a654-5293b07bafe1,5426f36f-5779-45f8-8af3-4110a1dd48f5,c1,c4,27,?,?,surb={'id': 'a6a6992d-3bb0-4754-9baf-77742db9bf5e', 'route': ['p1', 'e5', 'i3', 'x9', 'p1', 'c1']}
1769480598.2234466,RECEIVED,3dc9e2b1-f1b2-4fb9-99d3-02de0af6a9f5,71ba167f-3dbc-470e-a9c1-6901516e6fe4,c3,c1,27,p1,?,surb={'id': 'd8f3d4bf-7cbe-4ca7-9255-efd985c779ff', 'route': ['p1', 'e1', 'i11', 'x12', 'p3', 'c3']}
1769480598.2450817,RECEIVED,b283fa4d-3fef-4dc9-80b2-49f4677d6750,5bf386e1-db85-4249-896c-3a334d22e83d,c2,c1,26,p1,?,surb={'id': '15650fc3-24e7-4e44-a273-3dca87c37bbc', 'route': ['p1', 'e3', 'i7', 'x5', 'p2', 'c2']}
1769480598.273721,SENT,cf40fa66-dcda-409f-bc3c-40a4d46dbb5b,0bfbed5b-13d1-4d31-9c18-4a4d8e2f3baa,c1,c4,3384,?,p1,
1769480598.2737799,CREATED,0ad059d3-dabb-4d08-943f-972d92d7fc7b,9e5bc00d-87bc-485b-ba24-7baa40432991,c1,c4,27,?,?,surb={'id': '8715a406-7ff1-47e5-b02f-2dce3c1ff614', 'route': ['p1', 'e12', 'i8', 'x3', 'p1', 'c1']}
1769480598.2983713,RECEIVED,9ca1ad80-0233-46b8-8ccf-c29cc6c3250c,462b7149-ae20-4a47-a2c6-62b8c1684f54,c2,c1,27,p1,?,surb={'id': '13a9158b-5e67-48a4-8fda-9e0dd7afe7ea', 'route': ['p1', 'e1', 'i5', 'x1', 'p2', 'c2']}
1769480598.3443224,RECEIVED,351cb4dd-4686-4561-9878-0e8a9caa19f7,5fa78094-36e7-4f91-b576-65fb4f63f8a6,c4,c1,27,p1,?,surb={'id': 'c9024361-a2b0-4de2-a8ca-da5983bf9750', 'route': ['p1', 'e12', 'i7', 'x1', 'p1', 'c4']}
1769480598.4739108,RECEIVED,41972710-844b-4a0c-8d7b-b5e7619f7577,fd669753-6cb2-4fce-87c8-e3625dbc1999,c5,c1,27,p1,?,surb={'id': '1a4e751a-0fd4-406e-82fc-82c570214b7b', 'route': ['p1', 'e10', 'i2', 'x9', 'p2', 'c5']}
1769480598.6030777,SENT,9ac65c33-c614-4a89-a8d8-d4c3de379758,cbf2619b-5943-41c6-896f-e0331c1ce633,c1,c4,3392,?,p1,
1769480598.6032333,CREATED,7d6c16e9-365c-49d1-b031-1f0a66fda060,33c2badb-8a30-43b6-a730-29004bb9737e,c1,c4,27,?,?,surb={'id': 'd2630016-6155-483c-b1c1-722b55b2ef57', 'route': ['p1', 'e5', 'i10', 'x10', 'p1', 'c1']}
1769480598.649229,RECEIVED,3a5a9625-f77c-48b8-b1de-ec11f663b96c,14938153-6f23-44cb-ae81-84074d053af5,c2,c1,27,p1,?,surb={'id': 'e53dfb9d-a035-457f-a454-69395383868c', 'route': ['p1', 'e6', 'i11', 'x8', 'p2', 'c2']}
1769480598.70743,SENT,7d5e0999-5dad-4205-9c8e-e0b4df32531c,dfae9acf-2315-430f-bec4-8acbdf526191,c1,c4,3375,?,p1,
1769480598.707569,CREATED,5cd64319-b453-464c-b7e9-1d52357a287e,49a9b225-58d6-4baf-8ce0-5d7b2556ebe2,c1,c4,27,?,?,surb={'id': '31bda54a-d0cc-4cb4-a42d-86e3287e5231', 'route': ['p1', 'e2', 'i3', 'x7', 'p1', 'c1']}
1769480598.9218829,SENT,8b8cb652-6e33-47d9-82e8-e7fed841c919,0cc4f19e-61dc-4464-b4db-70f730b25542,c1,c4,3391,?,p1,
1769480598.9220173,CREATED,5587e96c-bc89-4b34-9160-f6a9c3d33463,9f11d1a2-4963-4f69-89ce-29197c2ca04a,c1,c4,27,?,?,surb={'id': '6fa1c171-4fac-4dda-9660-b0067a2f63d0', 'route': ['p1', 'e7', 'i9', 'x8', 'p1', 'c1']}
1769480599.0608845,SENT,26a6376e-919a-4117-9954-fc81bc494d4f,09aac431-194e-447d-ad02-57c5eed72908,c1,c4,3388,?,p1,
1769480599.0610259,CREATED,ee0c07e1-c196-48b9-8849-cf7a08e9fc7e,62a889f5-59a1-4df6-b5fb-464500471d9b,c1,c4,27,?,?,surb={'id': '801c0c28-8ef3-4cd6-a6c4-79b6ff7cac86', 'route': ['p1', 'e12', 'i3', 'x3', 'p1', 'c1']}
1769480599.0955439,RECEIVED,78b5dc15-4752-484d-a8d0-dee015d194a4,83d929c5-45d0-4ce9-b1b7-739f463025bf,c3,c1,27,p1,?,surb={'id': '8e78719b-4b06-4822-a1cf-cd8cdad59b5a', 'route': ['p1', 'e7', 'i10', 'x4', 'p3', 'c3']}
1769480599.230207,RECEIVED,fe7c78ef-accb-4c5c-a66a-157bae311e86,3b0b93ee-4b1d-41d5-8e66-380ffd5cda08,c5,c1,26,p1,?,surb={'id': '89749f38-d11c-412b-96d7-ddf0783a6bb3', 'route': ['p1', 'e5', 'i1', 'x6', 'p2', 'c5']}
1769480599.253753,RECEIVED,50d2a5fa-fd2e-4833-896e-c5011a768f58,976bcbbe-826e-4723-a7e3-1e91c257271f,c3,c1,26,p1,?,surb={'id': 'f9d62345-6b0b-4325-a3d0-d7862fe2df24', 'route': ['p1', 'e8', 'i1', 'x5', 'p3', 'c3']}
1769480599.3448772,SENT,fe4a0a07-0e52-4571-b58e-12d66fa4b391,a666fd11-f539-4a5e-b822-34b4d3f82a5a,c1,c4,3405,?,p1,
1769480599.3449833,CREATED,aa74f58d-aa0d-49f8-8b27-53a192c3bc43,4234f3f9-7509-4e9e-874b-6b7afba6e1fc,c1,c4,27,?,?,surb={'id': 'fc7f7287-5acb-44b6-8526-06cb5405a460', 'route': ['p1', 'e6', 'i2', 'x5', 'p1', 'c1']}
1769480599.3506052,RECEIVED,48f05184-1ede-4d18-a339-9ff4dca1aea9,994976c8-6f99-4c3d-a338-6496709413b6,c4,c1,26,p1,?,surb={'id': 'c4ba499c-cf9f-4893-baca-dbfc809b76e8', 'route': ['p1', 'e4', 'i12', 'x1', 'p1', 'c4']}
1769480599.3683465,SENT,62842325-7dc9-469e-9069-aa2bfce0fbed,88fb782d-7785-46fe-8e04-7ae83847eb2a,c1,c4,3355,?,p1,
1769480599.3684573,CREATED,3df84b07-d17c-4b3b-87f2-5c7078626839,6720c96f-38ae-47ce-8884-415db0d0e5af,c1,c4,27,?,?,surb={'id': '3b20bc13-c26e-487d-b57d-5a25ed2b68c5', 'route': ['p1', 'e3', 'i7', 'x7', 'p1', 'c1']}
1769480599.3955994,SENT,ec9482d3-e891-452d-85ff-7c714207276c,2075e15a-bac3-40f0-8ec7-68932035c62d,c1,c4,3384,?,p1,
1769480599.3957098,CREATED,58ffcd5d-d9d7-4ad1-9fe0-9dcf1df4e723,e1904350-579a-4304-9817-5976d63bf923,c1,c4,26,?,?,surb={'id': 'b8d11e67-d91f-4eef-8992-c6c5e24baff2', 'route': ['p1', 'e4', 'i3', 'x10', 'p1', 'c1']}
1769480599.5283952,RECEIVED,2fdc4300-b1ea-4a63-a424-20bfe0633640,7526adc0-723f-4fce-a7e5-c2de0ef02d43,c5,c1,26,p1,?,surb={'id': '3b87e413-75d5-4a3c-9a14-70854ae127d2', 'route': ['p1', 'e2', 'i1', 'x5', 'p2', 'c5']}
1769480599.6269343,SENT,e59cbd25-88c4-4bcc-8d32-cd670387b613,8cfdba61-20cc-45c0-a74a-c89dc084519a,c1,c4,3401,?,p1,
1769480599.6271105,CREATED,c28d5224-3c85-4f3a-a73d-bfff9264e1a5,54a66c7f-dfd5-4469-8e1c-bc66e11cf7f7,c1,c4,27,?,?,surb={'id': '08eb0785-9013-407b-a835-dddd78eb9fb1', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769480599.633212,RECEIVED,6a27453d-825e-43b6-9842-ed0124fb861f,701f8654-5f33-40f5-9d28-286c0bda48b6,c4,c1,26,p1,?,surb={'id': '8d2bffd3-be04-424d-a24d-0a2ee1eba78d', 'route': ['p1', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769480599.7620015,RECEIVED,170b8498-2fd0-4eef-9b0f-2150c438fa43,064e4343-90d6-4f3b-92f9-96f1e0367e5f,c3,c1,26,p1,?,surb={'id': 'd158ecc0-d3f2-48bc-af2b-0d0d37ee2a70', 'route': ['p1', 'e11', 'i8', 'x1', 'p3', 'c3']}
