timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741462.57251,RECEIVED,0f2dfe02-e048-4580-9be3-c96e07b7a7e7,61874223-2678-4a18-ad58-d538cf21246d,c5,c1,27,p1,?,surb={'id': '3f3b142d-771b-4864-930a-be02fd8f8bb8', 'route': ['p1', 'e9', 'i7', 'x4', 'p2', 'c5']}
1769741462.6327212,RECEIVED,f51d68f5-ee09-428e-a08d-c4dae4650be7,7d7370fd-323f-428e-8deb-114de2ed4a3e,c5,c1,27,p1,?,surb={'id': 'd8354648-c241-4879-a3e7-94986306515e', 'route': ['p1', 'e2', 'i6', 'x10', 'p2', 'c5']}
1769741462.8921769,RECEIVED,429a5f91-6a65-4486-b0f1-eeda554d3600,0390727c-3638-4916-89bf-29301a55bfe7,c4,c1,27,p1,?,surb={'id': 'd0c47682-31ca-4e22-9347-aa359988a1f5', 'route': ['p1', 'e12', 'i1', 'x10', 'p1', 'c4']}
1769741462.941944,RECEIVED,6115ba44-ebd9-4752-afe7-73943705823a,017aa243-0076-437f-8aff-8002c6ecf369,c4,c1,27,p1,?,surb={'id': '09f9446a-1b3f-4f7e-b2e2-ff73d6a6474c', 'route': ['p1', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769741462.9471474,RECEIVED,cd998582-3538-4da0-8114-d34d3136ad06,32625291-70c3-4c6d-ba32-d0c91f028425,c5,c1,27,p1,?,surb={'id': 'b4fd75a1-71ee-43d2-9bbd-ae509329350b', 'route': ['p1', 'e1', 'i5', 'x12', 'p2', 'c5']}
1769741462.9608803,SENT,ff224406-6467-442a-a9f1-c039fa2b3136,f8fff698-2824-43ef-8635-94264f4554f5,c1,c2,3363,?,p1,
1769741462.9610305,CREATED,b8242493-1de1-4652-9dbf-cc74d58d238c,cf361942-8d83-434b-bc7a-3b3cd0522942,c1,c2,27,?,?,surb={'id': '56845acc-c865-4f5c-abdb-545213ee7614', 'route': ['p2', 'e9', 'i12', 'x2', 'p1', 'c1']}
1769741462.9688497,RECEIVED,c541cb6a-a2ea-4edf-b99f-0572c3a42500,50b8b0e7-84ea-4810-a344-7015edef12e7,c5,c1,25,p1,?,surb={'id': '6b41048a-6880-48c3-ba5f-72806dafd0cb', 'route': ['p1', 'e9', 'i11', 'x3', 'p2', 'c5']}
1769741463.1051621,RECEIVED,6ad179de-f442-4031-a9e7-a0798dc94fba,d168e919-8204-47bc-b19b-c3faf7574681,c3,c1,27,p1,?,surb={'id': '31794571-e0ef-4640-a580-004850dbcb10', 'route': ['p1', 'e5', 'i10', 'x1', 'p3', 'c3']}
1769741463.1831436,SENT,bae4fb38-6704-4b1f-9627-d688c515c1aa,b88861a0-c191-4cfc-b844-fe906e03b573,c1,c2,3395,?,p1,
1769741463.183245,CREATED,7f8cbc55-e2a3-46cf-91d0-d4266391b84e,09be3513-a79f-4901-a162-d784ee59f93c,c1,c2,27,?,?,surb={'id': '8e1536a0-ec48-46d8-a510-ac66a4309fca', 'route': ['p2', 'e1', 'i7', 'x11', 'p1', 'c1']}
1769741463.256538,RECEIVED,905bf918-4615-4513-b9e1-90dec796fbf3,23d43b37-0841-4432-a59f-ad52f20885c0,c4,c1,26,p1,?,surb={'id': '55d41c62-7a32-4c77-8425-0cc79be5d97f', 'route': ['p1', 'e4', 'i7', 'x6', 'p1', 'c4']}
1769741463.2604005,RECEIVED,3962e066-3cfd-4a51-9f3c-31980c24853c,8eac85c3-e7a6-49b0-aa75-fd29dd0a9ff9,c4,c1,27,p1,?,surb={'id': '0a3e6b29-15ba-41da-9922-ec44125702eb', 'route': ['p1', 'e10', 'i8', 'x6', 'p1', 'c4']}
1769741463.2615178,SENT,eccdd4f5-2a97-44ff-8bd8-2eb6e6c68886,e4f37890-069e-4eea-bf2c-5fe43d69a298,c1,c2,3380,?,p1,
1769741463.2615747,CREATED,565985f9-6626-4298-bcf5-e2456ae1917b,9d732fc7-db96-4992-8853-7ed6543ed9a1,c1,c2,27,?,?,surb={'id': '39284488-bb2f-431a-a12e-718207508ec5', 'route': ['p2', 'e10', 'i7', 'x2', 'p1', 'c1']}
1769741463.271214,RECEIVED,b1f8360e-57c0-43e3-a7c9-0389a370de59,f672f5c7-2b58-4626-8c94-dabfbebcc6b6,c5,c1,27,p1,?,surb={'id': '1505ac70-8af8-44cd-9aa3-346699177677', 'route': ['p1', 'e8', 'i2', 'x3', 'p2', 'c5']}
1769741463.592742,SENT,86eb40b7-a042-4fc4-941e-f2977aa1d71e,40734466-58a3-4fe7-bfc9-bdbf6225589b,c1,c2,3399,?,p1,
1769741463.5928934,CREATED,7f59767f-752a-480e-8803-8f6575c13eee,61ac720d-41c4-43be-b5ea-cd5081f9afa2,c1,c2,27,?,?,surb={'id': 'a671e896-dc18-480c-a68c-032f9f7c260d', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c1']}
1769741463.6573246,RECEIVED,2f02c9a5-a9ce-472f-bf89-21f8409bdb7f,e12bdead-1f11-408e-adaa-97f84f69a24f,c5,c1,27,p1,?,surb={'id': '9f978a09-5884-4698-b663-5be1621f613e', 'route': ['p1', 'e10', 'i4', 'x8', 'p2', 'c5']}
1769741463.8077157,RECEIVED,f83fc53d-5427-4809-b37a-072d65f275b3,fecc855b-633a-4e67-a859-38f84d6e1cdf,c4,c1,27,p1,?,surb={'id': 'dfc5ff4a-31bb-41d2-b5d6-5c5c57dde98a', 'route': ['p1', 'e12', 'i9', 'x11', 'p1', 'c4']}
1769741463.826862,RECEIVED,d9d253d8-d1af-48b4-ada5-983e94f7b9e2,cac4d6f5-46a9-44bd-86ad-2a0cfe83e8ed,c4,c1,26,p1,?,surb={'id': '2451cc63-3e0e-4774-83b9-74e6210886dc', 'route': ['p1', 'e2', 'i9', 'x8', 'p1', 'c4']}
1769741463.8840177,RECEIVED,b104468b-ca52-4fd4-b462-feac3289f2dd,b3fc3533-f12a-45c8-81f2-db92e9571704,c5,c1,27,p1,?,surb={'id': '6dc62dbc-3afb-4484-867c-5041d667e02d', 'route': ['p1', 'e3', 'i9', 'x10', 'p2', 'c5']}
1769741463.955228,RECEIVED,3916b781-7779-40da-bf3d-9eb869e94e6c,1a140109-9a62-46bc-b697-23f153a7075d,c4,c1,27,p1,?,surb={'id': '53a88a09-e9c3-485a-89b3-1ed467751813', 'route': ['p1', 'e7', 'i5', 'x11', 'p1', 'c4']}
1769741463.9732563,RECEIVED,102c1505-340f-4ca2-bc46-1a0c1f944828,010e08b1-b876-446e-99a2-66d87d5993f3,c3,c1,27,p1,?,surb={'id': 'e824dbd0-a9ca-4a2e-9e9c-54d54695977d', 'route': ['p1', 'e11', 'i3', 'x12', 'p3', 'c3']}
1769741463.9996376,SENT,d206774a-972d-4667-bf84-82e31b50a2df,2c71119a-3425-4c2c-bb75-8e423335d307,c1,c2,3404,?,p1,
1769741463.9997396,CREATED,5c7591f4-4151-437b-a41e-1d959271725d,73a1eed8-d6c4-4d84-a53e-75248c0e4eb0,c1,c2,27,?,?,surb={'id': '1de6215b-3d5e-47f9-a697-95abff5c43ef', 'route': ['p2', 'e7', 'i1', 'x10', 'p1', 'c1']}
1769741464.0766463,RECEIVED,1b5c11e8-f51a-41bb-a369-1cffdc81ccda,9d6c2894-8825-42de-935e-5b7ab48adb62,c3,c1,27,p1,?,surb={'id': 'be5fd88a-2ff2-4f3e-8f88-0589e430df06', 'route': ['p1', 'e6', 'i5', 'x10', 'p3', 'c3']}
1769741464.088908,SENT,888cc5f7-fdcb-4b53-96d8-23ae3a981e92,f10149c1-8c23-4491-96f9-5303b3f86c27,c1,c2,3387,?,p1,
1769741464.0890095,CREATED,5d948f25-e10b-4e6f-98b4-db6ce3de42a9,1e545bb2-600e-4eb3-a36c-fc99a18dfc4b,c1,c2,27,?,?,surb={'id': '3beb1cda-e375-46c2-a5ff-7513285b7404', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c1']}
1769741464.1772819,RECEIVED,3d113935-40e7-4e87-a432-5c07aadade82,af155f25-ab73-4a21-99e6-dcdb2fbaea5e,c4,c1,27,p1,?,surb={'id': '2f0971de-3cce-4faf-b370-b27a5aad6822', 'route': ['p1', 'e4', 'i9', 'x6', 'p1', 'c4']}
1769741464.2336752,RECEIVED,3d87861f-659b-4d1b-b040-68621d362f18,43aa0151-4117-432f-9eb5-072cf9de913d,c5,c1,26,p1,?,surb={'id': 'aff0925d-c663-4a94-b7af-5ae308abb7ed', 'route': ['p1', 'e6', 'i12', 'x2', 'p2', 'c5']}
1769741464.3645737,RECEIVED,75ca8cf2-949a-496e-ac9b-c3d994579f44,172ed1a9-8fb7-4fc7-969f-7e43b0693242,c5,c1,27,p1,?,surb={'id': '1a62360c-a3f3-4fef-8e30-f53f44369531', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c5']}
1769741464.4981863,RECEIVED,e15e64bc-7b89-4d84-ac2d-6614f398c5ec,301e8c09-a193-4aa7-a665-4b491893bc53,c3,c1,27,p1,?,surb={'id': '4518dcd5-89fb-4dde-8031-f3c12349f9ca', 'route': ['p1', 'e11', 'i12', 'x4', 'p3', 'c3']}
1769741464.5090897,RECEIVED,fe404aee-f453-4d58-9a34-6a91a4c93923,722cc101-ee3c-4362-8df2-2ea10453bc21,c4,c1,27,p1,?,surb={'id': 'dc184b04-d23b-45fe-a196-81282a557c14', 'route': ['p1', 'e2', 'i2', 'x3', 'p1', 'c4']}
1769741464.6883616,RECEIVED,f4170938-5058-4b40-84fa-c838fb73be0d,da3854e1-673a-47ba-8ba1-f9f217a44a5f,c3,c1,27,p1,?,surb={'id': '5180402a-f720-4844-b68b-1b3c2c0ef7d9', 'route': ['p1', 'e5', 'i6', 'x2', 'p3', 'c3']}
1769741464.8197377,SENT,685c96bc-bf1f-4265-9918-9608199002ad,7d11b78e-6d52-4659-a910-9123a7aec76d,c1,c2,3374,?,p1,
1769741464.8198695,CREATED,a991e7a6-e75f-4330-9e84-5da6e7879001,97b07474-f572-4a99-9159-ad2349ee00a3,c1,c2,27,?,?,surb={'id': 'b9a691c1-a6fe-4e5c-a1b5-79101f222974', 'route': ['p2', 'e8', 'i2', 'x4', 'p1', 'c1']}
1769741464.9475112,RECEIVED,6e44dfb4-c2a4-492b-b8df-7c16928f81af,cdf76645-c092-48dc-bef9-729ec95a2e78,c5,c1,27,p1,?,surb={'id': '8e5f470f-64e0-41e8-a0c8-fda1d6c8da06', 'route': ['p1', 'e4', 'i10', 'x1', 'p2', 'c5']}
1769741465.020466,SENT,69fe67bf-dba9-4058-9069-195a1d2e4e1b,69a3bd11-3e21-4319-b0a5-d6349f8192f2,c1,c2,3379,?,p1,
1769741465.0205994,CREATED,46fa5e22-f33a-465d-a641-e80c8c1ae05f,f6c07467-08f7-4218-909f-f3143d9ee54a,c1,c2,27,?,?,surb={'id': 'b997e766-7b18-4e4c-9a88-4e23f8e6a499', 'route': ['p2', 'e11', 'i5', 'x5', 'p1', 'c1']}
1769741465.0527844,RECEIVED,26859318-590d-4a54-a0c9-72f12d6c3996,302c1ab6-3155-4e1a-a5ed-9ce9abefc35b,c4,c1,27,p1,?,surb={'id': '9f1a2859-fc9b-4daa-b5e6-e5ee945632d4', 'route': ['p1', 'e11', 'i5', 'x12', 'p1', 'c4']}
1769741465.219494,RECEIVED,7537d834-10cf-486f-b1f0-92fb755b8266,d39ca9da-3494-4535-a2d4-53d99096faf0,c3,c1,27,p1,?,surb={'id': 'b031b2a3-c678-420a-ace4-f0f487687cba', 'route': ['p1', 'e6', 'i7', 'x2', 'p3', 'c3']}
1769741465.2707965,RECEIVED,bfeb6077-d040-478b-a29d-56ae22edf16b,ae866770-162d-442d-b18f-da26688b053c,c3,c1,26,p1,?,surb={'id': '87d7cfc2-20d9-4ac1-8922-a6078daf0776', 'route': ['p1', 'e2', 'i3', 'x12', 'p3', 'c3']}
1769741465.3506308,RECEIVED,f928b9d5-82b7-442c-9337-e123a858424a,acea9b81-1762-4f9d-a617-3dc6ba8d9ff1,c5,c1,27,p1,?,surb={'id': 'cc0b32ee-9952-4170-8072-57c1c4982407', 'route': ['p1', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769741465.633868,RECEIVED,1083be0a-2f1f-40bc-b039-d235ef458ef0,0c1e26be-3a4b-47e1-8342-ec93211d9ed1,c3,c1,27,p1,?,surb={'id': 'fb60bf54-e2aa-44eb-88fb-9b8dd6381f83', 'route': ['p1', 'e1', 'i2', 'x7', 'p3', 'c3']}
1769741465.742216,RECEIVED,0059437e-1f86-4eee-9bb7-c0a077d231ea,6d41aa92-8a36-44dc-b5d5-2d4ba641b7e5,c4,c1,27,p1,?,surb={'id': '146dc096-ae63-41c2-a0c5-9d33b34dd192', 'route': ['p1', 'e4', 'i1', 'x9', 'p1', 'c4']}
1769741465.76933,RECEIVED,9409fec6-9a37-4d53-937d-ef29ab448186,4326210d-4477-4f54-93f9-c8308a6b6b5f,c4,c1,27,p1,?,surb={'id': '3f4acf07-54fc-49f1-b7e2-a4d7d33e6137', 'route': ['p1', 'e10', 'i11', 'x8', 'p1', 'c4']}
1769741466.0435066,RECEIVED,ae028343-bcce-434b-a617-e4519cec98e9,83e4c094-926e-4382-ac35-57d0d5b55566,c4,c1,27,p1,?,surb={'id': '03d6be8a-c68c-43d3-8e54-d8f12baa438b', 'route': ['p1', 'e5', 'i1', 'x1', 'p1', 'c4']}
1769741466.0951276,RECEIVED,d22e9ae9-4421-4b33-a381-71da010b61ec,b7dad14e-8d12-49bf-81bb-c20a4a0468f7,c3,c1,27,p1,?,surb={'id': '0ed9d1c3-d3e6-433a-a163-5511f7d931d2', 'route': ['p1', 'e11', 'i2', 'x4', 'p3', 'c3']}
1769741466.2023518,RECEIVED,cfde80c8-fc56-4b2c-9328-a6c5578eb41a,d64e2a8c-4a2f-4f66-ba0e-f991c1018100,c4,c1,27,p1,?,surb={'id': 'c7e91450-94c7-49c6-9a10-cc5961f9a08f', 'route': ['p1', 'e8', 'i8', 'x4', 'p1', 'c4']}
1769741466.2242525,SENT,a4765fd6-4dd2-46cf-bc16-c91c530191be,8fd9e76f-1174-4954-b79a-c1bd67b22666,c1,c2,3392,?,p1,
1769741466.2243912,CREATED,bfd32786-d914-4ef3-bff6-e86620690a74,35d2db01-84fc-4d27-b9f6-49053a391599,c1,c2,27,?,?,surb={'id': '881f475e-5968-46b2-aec9-22881e4d69e1', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769741466.3768232,RECEIVED,44506625-4297-4184-b050-837abd5e5745,090a3f81-6bc9-482e-bf50-84e8e740f503,c4,c1,27,p1,?,surb={'id': 'e52d8970-61ab-4f78-b38f-59dd8aa97eeb', 'route': ['p1', 'e5', 'i1', 'x1', 'p1', 'c4']}
1769741466.4098594,RECEIVED,e2ddfb71-d97f-4547-8126-ca849ef9e07a,0f23a2cc-89ca-4adb-81de-60e2731849b7,c4,c1,26,p1,?,surb={'id': '9527305e-c675-4a5c-9f00-325023739fd4', 'route': ['p1', 'e6', 'i5', 'x1', 'p1', 'c4']}
1769741466.5305424,RECEIVED,90b7db3b-405b-40d2-af96-c55741f1edf8,d004c94a-5802-4c7e-bf3c-7e1944fab581,c3,c1,27,p1,?,surb={'id': '39d5ba93-bfbc-4e81-a6ef-c171454f2f30', 'route': ['p1', 'e8', 'i9', 'x2', 'p3', 'c3']}
1769741466.536744,SENT,215fc9a9-154c-4be6-b5c9-a4088ee60d09,efc98108-2fd1-400b-8a32-79f033ab334e,c1,c2,3378,?,p1,
1769741466.5368435,CREATED,820977ab-3740-4764-8659-ceb9fca48c01,f27b8593-ae0e-441a-a826-932bed9646c6,c1,c2,27,?,?,surb={'id': '5008464e-35b3-4905-afe4-0ebde88814dd', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c1']}
1769741466.6730108,RECEIVED,5a134427-ff49-4ddf-9e17-6c90b971d70f,d6032c1f-6fc4-4430-b1f3-7e1eb647cd53,c5,c1,27,p1,?,surb={'id': 'ffab71a6-11cf-496e-ae17-f9d5adccd13f', 'route': ['p1', 'e4', 'i12', 'x8', 'p2', 'c5']}
1769741466.7769651,RECEIVED,648e5a4f-aa93-4adf-8748-c41fabf3c2ca,47a8d8e5-8096-451c-a223-6675089b21c8,c4,c1,27,p1,?,surb={'id': '5d29bfd3-2445-4486-9142-79090bd8186a', 'route': ['p1', 'e3', 'i7', 'x10', 'p1', 'c4']}
1769741466.8114014,RECEIVED,6a631995-cc1a-41ec-b054-9d92de5b7a97,2687b015-5d4a-4324-b108-596bd13df27f,c5,c1,25,p1,?,surb={'id': '256471da-679a-4fc9-b907-cd6d62689e37', 'route': ['p1', 'e1', 'i7', 'x2', 'p2', 'c5']}
1769741466.8802614,RECEIVED,a1ee4805-e1eb-47c9-a041-b99229e20843,4443265e-ca19-4a2e-879e-fa56c4a9a463,c5,c1,27,p1,?,surb={'id': '49308289-be07-4495-a379-d6f74eddc7c0', 'route': ['p1', 'e9', 'i5', 'x3', 'p2', 'c5']}
1769741466.883699,RECEIVED,d58f4453-a46b-4cc3-9926-51a8556db4b1,38e8fcd6-b6e9-4603-b4d5-deaeb4d5e115,c5,c1,27,p1,?,surb={'id': '9ce396f8-de57-41ec-a0e8-734af0a936f2', 'route': ['p1', 'e2', 'i6', 'x1', 'p2', 'c5']}
1769741467.050069,RECEIVED,f350c106-c30d-4dad-a1f4-24491dd8fcf9,67ce761f-6767-4ca6-8c40-fdd3e71a1210,c3,c1,26,p1,?,surb={'id': 'fc45b223-1af5-44b0-b3f6-7cb3768c4009', 'route': ['p1', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769741467.09853,RECEIVED,f686f831-2e52-478c-9e4a-3e5e0396b1d4,b060cb04-6e2e-4d24-80a0-fb512931982e,c4,c1,26,p1,?,surb={'id': '77f40e5b-9fec-4f61-9f1d-6c322ba7160a', 'route': ['p1', 'e10', 'i7', 'x1', 'p1', 'c4']}
1769741467.1133518,RECEIVED,8f16ea44-841c-4fa2-8ab1-1496ed274900,c90fa0cf-4e17-4fad-9a99-4e1700a6f287,c5,c1,27,p1,?,surb={'id': '9d038f0a-6752-4b87-9fa4-49cef61609ad', 'route': ['p1', 'e12', 'i12', 'x1', 'p2', 'c5']}
1769741467.1663256,SENT,79100c99-6d90-4192-bdf2-fd4bd2fc8698,9c15bc82-bbf4-4316-84f4-0e4076596c52,c1,c2,3393,?,p1,
1769741467.1664586,CREATED,0e381757-fc70-4c5d-b35b-0cb21d6b2f3a,0aff0c49-d534-432e-8d22-ffebf4ddb705,c1,c2,27,?,?,surb={'id': '0c7649c3-8fd8-42e6-9733-85966d87caa0', 'route': ['p2', 'e4', 'i6', 'x4', 'p1', 'c1']}
1769741467.2142448,SENT,172f1b72-518c-42dc-9d36-c4a38c8460f2,4ca066f3-3678-4843-be91-ba2998cf43ab,c1,c2,3400,?,p1,
1769741467.214379,CREATED,db8d5b47-76c9-49fd-81a7-b49655379eec,13ccd996-557a-4973-ba8a-72913a2d0da0,c1,c2,27,?,?,surb={'id': '133ff5ab-7be2-4dd8-b1f5-25b68d485d04', 'route': ['p2', 'e4', 'i9', 'x10', 'p1', 'c1']}
1769741467.3030303,RECEIVED,10b2240c-381d-4e4a-9396-23a8d3f94785,e2d7c7fe-43c0-4645-8c83-db598e17d707,c3,c1,27,p1,?,surb={'id': 'a13090e9-664b-44dc-b9b7-fa1a981fbe55', 'route': ['p1', 'e3', 'i9', 'x7', 'p3', 'c3']}
1769741467.5525858,RECEIVED,cc0e2272-1123-446a-9ffa-300c1258709c,657297d7-c9d5-41ae-9819-ea3857f2abda,c3,c1,27,p1,?,surb={'id': '4287013f-66ff-4170-a26f-51bad952a947', 'route': ['p1', 'e2', 'i6', 'x10', 'p3', 'c3']}
1769741467.6166174,SENT,e086acaf-2a35-4941-b4b1-47bfc0a292ca,081e6f2b-cf72-4f3f-9485-918f80763c24,c1,c2,3362,?,p1,
1769741467.6179435,CREATED,24834f9f-e15a-4918-88ae-bfc23702d784,e6d5b58c-ca04-4db9-8fa4-a604be606b16,c1,c2,27,?,?,surb={'id': '9bef4fca-88a5-4648-b811-e4b395ad67a6', 'route': ['p2', 'e2', 'i7', 'x6', 'p1', 'c1']}
1769741467.6486332,SENT,f1349915-0470-4415-9262-655e34d0102b,932413b2-4b59-4d1b-bafe-eb761c591a60,c1,c2,3359,?,p1,
1769741467.6487648,CREATED,4132b6d1-956f-4e5b-a4d4-bd0079275875,d7b57a1d-7761-4f78-876c-4710ded0a0f2,c1,c2,26,?,?,surb={'id': 'cf31fe1b-829a-4eea-898b-1ae9f42571d1', 'route': ['p2', 'e4', 'i8', 'x8', 'p1', 'c1']}
1769741467.6769953,RECEIVED,50d7eb2c-5e4d-44cd-9adb-2aca443384b1,46ec2ba5-3d02-4697-930e-b14179973790,c5,c1,27,p1,?,surb={'id': 'dbc057b3-55c9-4f99-bb76-d33369e7f033', 'route': ['p1', 'e7', 'i12', 'x10', 'p2', 'c5']}
1769741467.7172692,SENT,7b93451a-9091-4281-820b-0060822860fb,04f2f0e7-621a-4ee4-87fe-be379bb6b982,c1,c2,3391,?,p1,
1769741467.7174132,CREATED,abe59241-f6a0-4e0e-acce-86f8e9e4e985,946778fb-df97-4257-8b36-f6dd931b7156,c1,c2,27,?,?,surb={'id': 'cad7227b-67ce-49a8-be51-a656404200c0', 'route': ['p2', 'e12', 'i10', 'x2', 'p1', 'c1']}
1769741467.7268214,RECEIVED,111e356e-82d5-45ee-a01c-084591da476f,74c1b36f-abc6-420f-8c5c-89bbcb6f3b6e,c5,c1,26,p1,?,surb={'id': 'b94e1d9d-ccda-4d16-8dbb-b0bc6934a008', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c5']}
1769741467.866144,RECEIVED,afcc58fb-73f1-40dd-af9d-c71614655e76,e5f1b8f3-e316-4463-a59e-13c665fd56d8,c3,c1,27,p1,?,surb={'id': 'c62289e7-efbb-47ee-9b7f-fd6ea65e46d2', 'route': ['p1', 'e6', 'i5', 'x1', 'p3', 'c3']}
1769741467.9041188,RECEIVED,ed8848f5-c81d-4d0f-9d36-351167bd9d7d,f276d9e6-ed19-4c25-abb6-05ea9624da5f,c4,c1,27,p1,?,surb={'id': '2cd0d0a1-6c08-40fa-9912-39198113be69', 'route': ['p1', 'e3', 'i8', 'x8', 'p1', 'c4']}
1769741467.9657466,RECEIVED,8c9588c6-7ae5-430a-961a-678d9f9b9e2d,aab70dfb-9f2e-42de-aab7-66c09b8c2903,c3,c1,27,p1,?,surb={'id': '5be7e733-34d0-4438-8543-af27136e57dc', 'route': ['p1', 'e5', 'i9', 'x1', 'p3', 'c3']}
1769741467.9840305,RECEIVED,2988b0fb-967c-4628-9ba6-457c22738169,57cc8298-07eb-4f8c-8cfc-97626fc6c6b3,c5,c1,26,p1,?,surb={'id': '585916cd-2fdb-453c-b77f-e96e3b6464ce', 'route': ['p1', 'e12', 'i5', 'x4', 'p2', 'c5']}
1769741468.0708127,SENT,d055f367-ba7b-4131-81e1-d560f034d71e,334e64fa-68b3-4881-8779-8124cebdb728,c1,c2,3391,?,p1,
1769741468.0709465,CREATED,1e868772-397a-4859-8104-27a30afed27f,d00c960c-3a5f-43ed-87e9-c3ffe0fc2b48,c1,c2,27,?,?,surb={'id': 'e4dfb1b2-fa47-494e-befd-1bcfb0647b8e', 'route': ['p2', 'e4', 'i10', 'x7', 'p1', 'c1']}
1769741468.104488,SENT,deb33f40-da2b-431e-898d-1202f3c20e1b,e210d9ac-0237-4a4a-8a89-5a5b9680bd4d,c1,c2,3396,?,p1,
1769741468.1046207,CREATED,e3a9384b-5294-41f4-adf8-3cb7618735b4,5a613e32-2536-495f-9498-8190e24bf0b9,c1,c2,27,?,?,surb={'id': '35ea23c1-778b-401c-b755-813d43ddad15', 'route': ['p2', 'e4', 'i1', 'x10', 'p1', 'c1']}
1769741468.2005117,RECEIVED,c2c9bcce-a694-45a4-aab8-1133d6952c98,42855da0-9db7-44a5-b186-7529066883eb,c3,c1,27,p1,?,surb={'id': 'f31bf716-56e4-42e7-9c4d-82624d934937', 'route': ['p1', 'e5', 'i5', 'x4', 'p3', 'c3']}
1769741468.3199549,SENT,3b42564c-b551-4b57-a2c4-da053e988217,f0bb796e-9c8f-4784-9ae1-6c1e29a40d92,c1,c2,3376,?,p1,
1769741468.3201182,CREATED,45858891-2194-4649-94d7-aff7be7a6c82,1148957b-1d5c-4b9a-a456-bd2de7f9f5c0,c1,c2,26,?,?,surb={'id': '38d792c2-e4d1-4b62-8009-75008199e724', 'route': ['p2', 'e5', 'i7', 'x7', 'p1', 'c1']}
1769741468.5101876,RECEIVED,df176831-e448-408a-9c7d-2b8d3671f0ea,e495e0d9-a41f-4a72-b42e-f3606ac5d481,c3,c1,26,p1,?,surb={'id': '0060cf1b-fb50-4f67-bf93-550b12f0ee4c', 'route': ['p1', 'e8', 'i6', 'x5', 'p3', 'c3']}
1769741468.5190248,RECEIVED,c6d43925-9974-4aff-bcd4-2cb32fb196b7,28e579d9-fd77-49e7-ab28-44d1a42731fc,c4,c1,27,p1,?,surb={'id': 'bcd1d689-eafb-4616-946b-4e46994147ff', 'route': ['p1', 'e2', 'i1', 'x2', 'p1', 'c4']}
1769741468.532806,RECEIVED,3a416158-9fe9-4aa5-874b-483e40d79c4a,fd9ea8a5-8344-4ea0-b1b6-dfefedaf53c4,c5,c1,27,p1,?,surb={'id': 'c3666e61-be2a-4a90-9ef4-ee49c98534f9', 'route': ['p1', 'e6', 'i2', 'x3', 'p2', 'c5']}
1769741468.606016,RECEIVED,68fc3523-daf9-4c54-96da-80651f4b6f9b,1993deaa-f0a9-4bbc-a1b8-42b4af40bdac,c3,c1,27,p1,?,surb={'id': '4d77fce8-9fba-48d5-ac1f-9ebc0c0eb9d5', 'route': ['p1', 'e11', 'i8', 'x2', 'p3', 'c3']}
1769741468.6893015,RECEIVED,0a686220-b1b3-4a52-9a16-22e132f9b233,20527ace-d7f5-4b9c-a195-34afb2f92299,c5,c1,27,p1,?,surb={'id': '421d991d-1840-4f92-b616-0d7398a82e3e', 'route': ['p1', 'e11', 'i5', 'x1', 'p2', 'c5']}
1769741468.7142656,RECEIVED,2315e66f-d47f-4de6-9a02-0cc2d5b47caa,61b3b676-cc16-451f-95d0-b74e536a535f,c3,c1,27,p1,?,surb={'id': '5f46ae38-b4be-4285-8ea5-59c616181b9b', 'route': ['p1', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769741468.8967106,RECEIVED,6d2e4dc6-8948-4d3c-a9cf-526f9ad1e79b,f52aa1f7-a0a4-4c79-9c57-1d76180c09b0,c5,c1,27,p1,?,surb={'id': 'a68502d4-ef61-4646-9eba-a2de10bc959f', 'route': ['p1', 'e7', 'i2', 'x2', 'p2', 'c5']}
1769741469.0084567,SENT,e481872f-a147-4de9-81ed-813e8661a62a,13a3a627-5683-47ed-90bd-eb4aa793b375,c1,c2,3383,?,p1,
1769741469.0085275,CREATED,bdd117ef-eac9-4fcb-aa22-f060c850deac,0181c32e-9ec5-45ad-bf93-7b436ed751b7,c1,c2,27,?,?,surb={'id': '7e3240cd-9019-42f9-9382-061938ce36e7', 'route': ['p2', 'e5', 'i11', 'x4', 'p1', 'c1']}
1769741469.1224897,RECEIVED,410e915d-4bbc-449e-87d0-d7a530a47ea1,cb20bb69-0a53-46eb-9483-d19474117664,c4,c1,27,p1,?,surb={'id': '46007505-3078-484a-9dac-c8a18c2e2751', 'route': ['p1', 'e10', 'i10', 'x11', 'p1', 'c4']}
1769741469.1713197,SENT,970f7a1b-08e3-4a25-b9bb-7b95df42ace8,1214916b-f287-47aa-bf77-dbc117bca85f,c1,c2,3400,?,p1,
