timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741185.6049151,SENT,c10ff42b-8e94-4dbd-9cb2-3e869fcd0516,54b895fb-b4a5-478c-b943-042c034e33ed,c1,c2,3384,?,p1,
1769741185.605106,CREATED,b7acff11-e6a1-4d30-9d06-fd08f683b922,5a434ef8-20fb-44ef-b53c-da88e1d9f7a2,c1,c2,27,?,?,surb={'id': '83eeefc7-033f-407f-86d4-870a7027b603', 'route': ['p2', 'e7', 'i4', 'x7', 'p1', 'c1']}
1769741185.6187203,RECEIVED,88b5e7a4-8f4e-47bd-832d-120b82d5cbc4,abb2ed24-b161-4ae7-a629-f7495e475c0c,c4,c1,27,p1,?,surb={'id': '36284bd1-1a16-4344-a182-5d4245e24423', 'route': ['p1', 'e10', 'i9', 'x5', 'p1', 'c4']}
1769741185.737816,RECEIVED,d2a10c25-1e4f-4f72-8a25-8c0ea4138f69,1eddc473-3a1a-4f32-a7a3-61aa2b9ebc13,c3,c1,27,p1,?,surb={'id': '769a2b2b-4f66-416d-9a03-f00ca5f6d8b7', 'route': ['p1', 'e3', 'i12', 'x11', 'p3', 'c3']}
1769741185.7585568,RECEIVED,0603563f-c42a-4239-9bcb-0c6d55148acd,a80a29ff-161d-4aa8-afc5-154a99a0ad89,c5,c1,26,p1,?,surb={'id': 'd4070d38-fd2e-4975-b76c-c7930811f4c8', 'route': ['p1', 'e4', 'i12', 'x6', 'p2', 'c5']}
1769741185.7808092,SENT,16040d56-f5e8-4d35-82e1-d79849b706f4,62c728a4-36e2-42e0-a2d4-b2e8961a149b,c1,c2,3376,?,p1,
1769741185.7809818,CREATED,e92fb26c-7ce5-4dda-b26e-1457c68ac783,4cd805b1-8b97-4042-93e9-bfbe92bb9232,c1,c2,26,?,?,surb={'id': '7285e9ae-e928-420a-a655-2cccfa800ffc', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c1']}
1769741185.9552085,SENT,e8c98d74-fa22-4c67-9463-d7bdef8f21c1,0887c291-525b-4305-9972-6c8ad94c8525,c1,c2,3375,?,p1,
1769741185.9553587,CREATED,fbdca7c6-f75b-4e91-ab6f-511ba812d0c2,c4a5c4c3-e740-4c1b-86f4-bf7f718966d1,c1,c2,26,?,?,surb={'id': 'c4c86fa1-265b-4905-99ca-d5d7a09f9dcf', 'route': ['p2', 'e7', 'i7', 'x8', 'p1', 'c1']}
1769741185.9687133,RECEIVED,04425ed1-9fc6-4df4-9f8f-8a3ee54cf6b5,17040686-75ef-4c7d-907e-b1fc0f81d346,c3,c1,27,p1,?,surb={'id': 'b9872254-2d61-4d82-82c4-83ca958426a2', 'route': ['p1', 'e9', 'i8', 'x5', 'p3', 'c3']}
1769741186.1019204,RECEIVED,b81872ea-0023-40e7-969a-d7c03b1d7ccf,d5620ec5-7b3d-4ceb-855c-3675a89e2e8d,c5,c1,27,p1,?,surb={'id': 'bfeb60c1-83f3-4d5e-9f2d-405691415b45', 'route': ['p1', 'e2', 'i11', 'x9', 'p2', 'c5']}
1769741186.1303658,RECEIVED,fb26dda0-810b-4d35-9cac-d510abab8148,59a87bfa-57d2-4a23-a63f-dee9c766a2a1,c5,c1,27,p1,?,surb={'id': 'affd3d61-8bf2-4a50-a4c9-1ada94507199', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c5']}
1769741186.2137918,RECEIVED,b425b8eb-613e-40e9-97c9-46adea4592d3,5bdd944d-1ec0-4833-aa09-a52bd82d2f10,c3,c1,27,p1,?,surb={'id': 'fb393fac-552b-4b98-9f62-ef7c6fceeab3', 'route': ['p1', 'e3', 'i4', 'x4', 'p3', 'c3']}
1769741186.3016865,RECEIVED,cdd93831-651f-430c-8ee5-404918666fd6,9a59cf8c-04b7-4ad3-a25f-8ebdd0aeeb22,c5,c1,27,p1,?,surb={'id': 'f56bb6cb-2114-4a18-a02b-bd5918679fcb', 'route': ['p1', 'e9', 'i7', 'x4', 'p2', 'c5']}
1769741186.3594806,RECEIVED,cf0ce927-5d6d-4c03-a38e-e963a53d977c,3952af88-4d23-4be6-b827-69c8cf8f417a,c5,c1,27,p1,?,surb={'id': '09176feb-0b1a-4a19-9579-44799cd4017e', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c5']}
1769741186.4071937,RECEIVED,ed81fc1d-4109-4356-84b0-1d2190538295,d414f85b-dad0-4663-9b56-eea2f45681fa,c5,c1,26,p1,?,surb={'id': '9b2bf2cc-13c0-416d-b062-c8a60ba8efdc', 'route': ['p1', 'e10', 'i4', 'x9', 'p2', 'c5']}
1769741186.4128606,RECEIVED,e6ca6f03-ade5-4b76-af16-a77bbe7c8e75,a584e159-0a3d-4aa5-84ec-76a959d31aba,c4,c1,26,p1,?,surb={'id': 'bc908484-21e2-4226-884a-675a9190a884', 'route': ['p1', 'e7', 'i4', 'x5', 'p1', 'c4']}
1769741186.4464104,SENT,f2766c16-640e-487d-b426-c8cf03b38f5f,4e4ac9b2-6c9c-40eb-a882-37149823cf4d,c1,c2,3377,?,p1,
1769741186.4465134,CREATED,a5f32feb-cb8b-4642-bd07-752b69f52dd0,4506a58d-ee7b-4566-bd35-f1791f3e9462,c1,c2,26,?,?,surb={'id': '3099ce18-94fb-44a6-a398-b498e23b00c6', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c1']}
1769741186.516601,RECEIVED,295eefcf-eae6-41b6-bd2b-83ba9325d25c,95f67137-d332-4072-b571-6a14cf257eab,c3,c1,27,p1,?,surb={'id': 'e37de6e5-b953-46d7-b36e-b1ebb7402581', 'route': ['p1', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769741186.5295298,RECEIVED,ad566a8f-2509-4a0f-8129-1892e6b2a073,4c015a9f-466f-42f5-8e32-2dbacc52d661,c3,c1,27,p1,?,surb={'id': '3444872a-4c0b-416a-bd79-1cc2927269a8', 'route': ['p1', 'e5', 'i7', 'x7', 'p3', 'c3']}
1769741186.5676131,SENT,9322383e-5ad8-4db1-a9a3-ee147a7d4cf5,0db5603a-1d87-4ab2-ac91-6aa38f75eb9d,c1,c2,3384,?,p1,
1769741186.567761,CREATED,35f78121-9f1d-44da-b08f-2591ad1427c5,ef277171-51f7-4ec6-8dd4-a177985e831f,c1,c2,27,?,?,surb={'id': 'eacffcad-ff94-4a44-a261-0d594d7ee79c', 'route': ['p2', 'e6', 'i3', 'x5', 'p1', 'c1']}
1769741186.704529,SENT,c6cf21bb-f86f-49ab-8151-c24b986776a4,05b11de0-4def-46f0-b369-6046dadac604,c1,c2,3390,?,p1,
1769741186.7046642,CREATED,66eb704f-6042-4da8-9dea-950f34d26bbd,9f37a644-2681-426e-b78a-dc74519e2f9d,c1,c2,27,?,?,surb={'id': '259e854e-d02f-461f-ae65-bc839cec62bc', 'route': ['p2', 'e8', 'i10', 'x12', 'p1', 'c1']}
1769741186.742239,SENT,dc3e03da-f28f-4666-8f96-5b41169c6c4d,d7345d83-8e14-43cb-8b21-5eab1805d6db,c1,c2,3371,?,p1,
1769741186.7423909,CREATED,d879291f-ed16-44ff-8aad-ee36c81f9d55,bcdf7b4b-e989-46fc-85e3-6b8a4408e839,c1,c2,27,?,?,surb={'id': '4420222d-bb1f-44ad-9f56-039d0e4b960e', 'route': ['p2', 'e1', 'i11', 'x7', 'p1', 'c1']}
1769741186.885643,RECEIVED,2adc9f1d-562b-49ec-af01-f1c26cf05af9,bee58665-4f76-4be2-b027-dae708791029,c3,c1,27,p1,?,surb={'id': '178a79af-15f0-4903-be13-23131bfacbd7', 'route': ['p1', 'e5', 'i4', 'x1', 'p3', 'c3']}
1769741187.0445833,RECEIVED,78c6cf4b-e5f2-438e-bd80-aea65cc4d3c5,d38d6b24-cc22-46eb-be2c-b4ca3973e824,c4,c1,25,p1,?,surb={'id': '1f59d831-4c64-41f5-8e76-f6d447a99a6c', 'route': ['p1', 'e3', 'i9', 'x4', 'p1', 'c4']}
1769741187.176288,RECEIVED,1bf69b43-b389-48d3-820e-ee25800d17c0,56b591b6-d92d-4839-a568-a66ca751e550,c5,c1,26,p1,?,surb={'id': '73098a99-3629-4771-99af-fac9ca4c87b3', 'route': ['p1', 'e9', 'i1', 'x2', 'p2', 'c5']}
1769741187.184316,SENT,2e7c758a-9b0d-4b30-a068-9b2e30fd4c90,70d0eb34-8dfc-489f-8a7b-a30310307510,c1,c2,3367,?,p1,
1769741187.1844623,CREATED,38bd0012-44ea-4e2c-b9f0-ce071db088e4,fe6ee244-5253-4288-9d51-aff5454e7040,c1,c2,27,?,?,surb={'id': '588eea71-4247-4ebd-a993-722f89455730', 'route': ['p2', 'e9', 'i1', 'x3', 'p1', 'c1']}
1769741187.214603,RECEIVED,2e8cef09-fc75-49cf-840e-0ee87dd8cbdb,375cd8aa-df9d-4935-ab8a-1141bd7ad430,c5,c1,27,p1,?,surb={'id': 'a7ef2a2e-1307-4bcc-937c-2019d4e4c4d9', 'route': ['p1', 'e10', 'i2', 'x10', 'p2', 'c5']}
1769741187.2215416,RECEIVED,6ec79262-3aca-4b0b-a341-b1166f929213,d1ab1d5f-5064-4ba8-a838-0e654454c777,c4,c1,27,p1,?,surb={'id': 'a9d8d9aa-a274-4e30-9628-c2b959f4059b', 'route': ['p1', 'e12', 'i2', 'x4', 'p1', 'c4']}
1769741187.2853818,RECEIVED,3f034f80-0eed-4471-8456-c44046df077a,e202f49d-ff38-45f0-935b-9c1dd68221e7,c3,c1,26,p1,?,surb={'id': 'b703da31-757f-4828-aae2-319acc3765a0', 'route': ['p1', 'e2', 'i9', 'x8', 'p3', 'c3']}
1769741187.4831862,RECEIVED,b27dbc3d-7546-45db-9e27-080885a5a3fa,512531aa-856c-400f-8aca-c697f856848a,c5,c1,27,p1,?,surb={'id': '7d515f72-8682-4802-88b4-c5ea9edea0ee', 'route': ['p1', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769741187.5837176,RECEIVED,b3695ab9-909e-4647-aa2a-fd5319f9e793,f25f2355-17c4-4170-bb67-102625234c56,c3,c1,27,p1,?,surb={'id': '6eeaf736-f877-49df-9a82-2bb00cd3af91', 'route': ['p1', 'e3', 'i10', 'x6', 'p3', 'c3']}
1769741187.6567,RECEIVED,2e40097a-82db-40de-ae1e-959d1a040ab9,3496d519-280f-4273-9d57-69bf8e0a8a48,c5,c1,27,p1,?,surb={'id': 'a340e1a5-090f-4ca3-a355-fdf1f2848925', 'route': ['p1', 'e9', 'i6', 'x5', 'p2', 'c5']}
1769741187.692529,RECEIVED,4eeab563-ae58-4764-9139-32419e9a818d,ae4c333b-20b7-4368-9c71-ecd704262fe1,c4,c1,27,p1,?,surb={'id': '47c092f1-f706-41e0-b942-06444d2386e6', 'route': ['p1', 'e11', 'i3', 'x12', 'p1', 'c4']}
1769741187.7644942,SENT,49be78fe-5f54-4bc7-b65b-f6a378b84a3e,03ac1ab2-3451-4fb8-ab36-0fc494f59740,c1,c2,3376,?,p1,
1769741187.7646022,CREATED,868c7f36-2504-4648-8fdd-9d5f52fa490b,90daa346-f267-427e-a4c0-aacba42181d7,c1,c2,27,?,?,surb={'id': '94fc09c5-70e4-4c9c-8503-b33d9171bd2d', 'route': ['p2', 'e10', 'i6', 'x4', 'p1', 'c1']}
1769741187.8173854,RECEIVED,c7bb95d0-746a-489a-9d2f-84de005f5fc6,9d093a29-a343-4ae7-baeb-84d726bd4531,c5,c1,27,p1,?,surb={'id': '3db84e25-3043-4b17-8d54-144facbf4a16', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c5']}
1769741188.0228677,RECEIVED,86922c36-f272-42b3-aa1c-cb1f5ea9ebcf,36e2869f-f974-4c25-9493-3a03a73ae864,c4,c1,27,p1,?,surb={'id': '340a3123-98ae-4acc-abb8-ecd7ce470fa7', 'route': ['p1', 'e5', 'i11', 'x9', 'p1', 'c4']}
1769741188.1403913,SENT,8b7679e7-65f9-4650-9676-f653e44d4bb9,82b5771a-a72a-43e6-adeb-52ed02187d80,c1,c2,3379,?,p1,
1769741188.1405373,CREATED,ac19671c-2a17-4d77-b64a-4a079a9720d5,60f48e21-426e-462d-9426-b9525650ecc0,c1,c2,27,?,?,surb={'id': 'af0b22da-0140-420f-90b7-7d6c1111b5ef', 'route': ['p2', 'e7', 'i6', 'x3', 'p1', 'c1']}
1769741188.1808898,RECEIVED,f6bcd200-a3aa-4544-9cb1-42e03322a731,166c9377-c338-464d-8516-281b8ace15ce,c5,c1,27,p1,?,surb={'id': '2192d0d3-69b1-4335-bed4-b64bba5b89b0', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c5']}
1769741188.1855757,SENT,66339930-8b05-410a-939a-b9b4181c5c6b,81e23604-bb37-4e4b-90b0-f7bc60720ba0,c1,c2,3376,?,p1,
1769741188.185718,CREATED,684500dd-c276-48ad-977d-21c349410b0a,414d6462-3596-4a0e-a025-00b217733cbc,c1,c2,26,?,?,surb={'id': '20acfc88-3824-4499-a102-4ba2dd9f44c8', 'route': ['p2', 'e5', 'i9', 'x11', 'p1', 'c1']}
1769741188.3630092,RECEIVED,1051d3d2-4842-4aeb-9072-7c9025df3057,0b5f11d5-d63a-4e9c-918a-b23ece5774e0,c5,c1,27,p1,?,surb={'id': '2f206ed3-393a-437c-8658-5ee1bfd43794', 'route': ['p1', 'e10', 'i9', 'x11', 'p2', 'c5']}
1769741188.3787122,RECEIVED,6501c9e0-3473-4d22-aab1-8476ddae2631,6666ec9b-9027-4847-afa5-c6b672c8d68a,c3,c1,27,p1,?,surb={'id': 'c1acdec9-4a10-4f8e-9537-ae33e06a1baa', 'route': ['p1', 'e10', 'i7', 'x10', 'p3', 'c3']}
1769741188.415556,SENT,514494e8-1e7e-4e21-b677-674b39a26aa3,812200dc-afde-4947-8ee3-a3b7cef30b33,c1,c2,3368,?,p1,
1769741188.4156873,CREATED,d4ad7885-4488-4987-8736-bc5c6130e750,1928d890-e562-4e48-b2e2-6cd47406e807,c1,c2,27,?,?,surb={'id': '852a821d-2091-4f03-813e-9e06819bbad8', 'route': ['p2', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769741188.607066,RECEIVED,8f983c8c-8541-471d-a7ef-519f3e47504d,1dc06b21-8a02-43eb-af25-2324296a00ef,c3,c1,26,p1,?,surb={'id': '56dbf044-d034-48e9-b574-fba4ab873eb4', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769741188.6577144,RECEIVED,11ea3f2e-f0a1-4ec3-9f0e-b0f6f9e0f133,e463e1a0-2663-49f4-ac13-a65583a7bb37,c5,c1,27,p1,?,surb={'id': 'e8bc7cf2-bb3b-4fef-95f2-038b5a949b57', 'route': ['p1', 'e4', 'i8', 'x6', 'p2', 'c5']}
1769741188.848132,RECEIVED,74461405-acef-4ec3-8d65-5b9a99af3fc3,bcdeb472-1bad-4c4c-bb92-cac14291c121,c3,c1,26,p1,?,surb={'id': '87247756-c4d7-42a9-a51a-1d3eeca40256', 'route': ['p1', 'e4', 'i3', 'x1', 'p3', 'c3']}
1769741188.8823345,RECEIVED,10de0b7a-966a-4097-9e85-d018607ffeca,74a20b21-150b-4414-99bd-f2d045bafbeb,c4,c1,27,p1,?,surb={'id': 'aacb437e-287f-49a8-b3d6-5b8c88359f60', 'route': ['p1', 'e3', 'i12', 'x12', 'p1', 'c4']}
1769741189.0272808,SENT,6d3c29c9-a176-405c-9bb9-b106071342e0,991b505a-1ce5-4a4e-a84f-56d58aaf2684,c1,c2,3375,?,p1,
1769741189.0275025,CREATED,cb68b54d-a71d-4109-a71c-54c7466cbc54,a9f42039-81a2-453a-99ee-3e167fbe04fd,c1,c2,25,?,?,surb={'id': '0a87e7ea-d06c-476b-9382-d29e94e6ba82', 'route': ['p2', 'e10', 'i6', 'x11', 'p1', 'c1']}
1769741189.1172051,SENT,a79384b1-1b8d-486b-a73c-a4990aa89824,454b1da7-9442-4a02-86a3-a9b6a804df74,c1,c2,3373,?,p1,
1769741189.1172867,CREATED,4fb1ca5d-1363-47be-8607-2796c6d167c1,d1c74837-9846-46ed-ae43-b79f8f4da438,c1,c2,27,?,?,surb={'id': '68432594-ba96-4971-8aa4-e9b8cdee8d81', 'route': ['p2', 'e8', 'i7', 'x1', 'p1', 'c1']}
1769741189.1256547,RECEIVED,4952ba9e-0581-4d7a-a038-70ee0223a82d,e9a237b6-ab6a-4eb6-b057-d58efde4f116,c3,c1,26,p1,?,surb={'id': 'b292c990-b42c-4b0b-8cef-58ddbe374596', 'route': ['p1', 'e6', 'i8', 'x4', 'p3', 'c3']}
1769741189.1639304,SENT,72c184a8-81e0-4aea-93c9-7a30184e8a04,0813e276-609e-4488-a568-e27e97700e9f,c1,c2,3392,?,p1,
1769741189.1644173,CREATED,868d5a0d-2242-4984-b50d-c7762ef324f3,02fc69b8-11c7-476a-b370-f211bc6b5c4d,c1,c2,27,?,?,surb={'id': '45662511-0f80-4b11-a830-4c909d6859e8', 'route': ['p2', 'e1', 'i11', 'x10', 'p1', 'c1']}
1769741189.256806,SENT,4c03e438-04c7-4f11-a82c-ed10b5ccefc5,f527a5f1-5477-420f-950f-d4434cc67db1,c1,c2,3377,?,p1,
1769741189.2569199,CREATED,c507f425-76c6-45c4-89f3-b09770dba967,ac9bae75-a24b-4c24-9f89-4e615981f754,c1,c2,27,?,?,surb={'id': '13646035-fafe-42e5-a64c-1f8df18df120', 'route': ['p2', 'e1', 'i5', 'x8', 'p1', 'c1']}
1769741189.3484921,RECEIVED,0ba3eb16-65a7-4573-bdbf-d2ef0195d670,1a886e15-289c-4e09-a121-9ed118b4c262,c5,c1,26,p1,?,surb={'id': '13d57651-1a7b-42d9-b075-4f29433cd0d9', 'route': ['p1', 'e4', 'i7', 'x9', 'p2', 'c5']}
1769741189.3687239,RECEIVED,556e2fef-2580-4fb8-874d-6c87124e9196,3a79bded-3c80-4b7c-b487-b201da8e7722,c5,c1,27,p1,?,surb={'id': '1e6dafc0-8fe7-4efc-a099-856431084597', 'route': ['p1', 'e2', 'i8', 'x12', 'p2', 'c5']}
1769741189.4509492,RECEIVED,193ad803-f5fa-4509-a47f-3e71a696f9a7,1cf0121d-2085-4079-8626-27bf936daeb4,c5,c1,27,p1,?,surb={'id': '86830723-4fb4-487b-bcef-78c2c03cb639', 'route': ['p1', 'e7', 'i9', 'x11', 'p2', 'c5']}
1769741189.4867883,SENT,88bc3fed-a2cc-4031-9ab4-ff27e8e0ad4a,3021195a-762f-41a4-a21e-aa3460c7e9dd,c1,c2,3359,?,p1,
1769741189.4868662,CREATED,471f3270-2f23-42a2-8996-bdffc8743ede,1c0bf6e1-4071-44e7-9483-c6be2ed8113f,c1,c2,27,?,?,surb={'id': '8a762c5b-824c-45ff-b4b5-0cb1237a2a75', 'route': ['p2', 'e9', 'i7', 'x10', 'p1', 'c1']}
1769741189.6831987,RECEIVED,066d4c52-61e9-4696-905f-4b47e2f3a8b9,1df71558-257c-4fe9-84df-d8b198161d14,c4,c1,25,p1,?,surb={'id': '793ffbc3-3101-453a-b712-f9e1e37102c8', 'route': ['p1', 'e5', 'i5', 'x7', 'p1', 'c4']}
1769741189.7163525,SENT,0aa6813a-463e-474c-8bba-8bdaacbdfc0a,40b2ce19-0008-4695-a764-bf166b58ea72,c1,c2,3394,?,p1,
1769741189.7164674,CREATED,bd6cbe73-b6af-406c-b163-89672b501797,1d240bd1-8941-4207-90e0-625d52a700bf,c1,c2,27,?,?,surb={'id': '206136b2-7f3e-4c67-810b-1a8c40c3a1b8', 'route': ['p2', 'e10', 'i11', 'x11', 'p1', 'c1']}
1769741189.807077,RECEIVED,d8e57f3b-b413-445c-ad60-dc92620327d6,46eaa8ed-dabf-4b3a-aa0f-765985deba0d,c3,c1,26,p1,?,surb={'id': 'ce79e679-3441-40dc-9ab1-a9d5fc396e54', 'route': ['p1', 'e3', 'i3', 'x11', 'p3', 'c3']}
1769741189.8461077,RECEIVED,b48eda51-fc51-44a1-8a15-e1b794076011,acb1e1db-cf81-4185-bb90-90cbf6f98ab5,c4,c1,27,p1,?,surb={'id': '2cbfb60f-b2d5-4077-9d54-b09082dfec3e', 'route': ['p1', 'e9', 'i1', 'x10', 'p1', 'c4']}
1769741190.0926425,SENT,e4207f82-02b8-4200-8ccc-2f12febb4467,71944429-0d29-4a46-8054-3fa55b548f09,c1,c2,3371,?,p1,
1769741190.0927603,CREATED,da36a19d-e018-44c0-bee5-93463ecc2f54,fabf6c4f-0168-4a79-bd21-c68c6af6e502,c1,c2,27,?,?,surb={'id': 'ba1451e0-ff64-45e6-b427-1a64da1a1218', 'route': ['p2', 'e7', 'i3', 'x4', 'p1', 'c1']}
1769741190.1717775,RECEIVED,dda359bb-3fb4-4353-9480-b290832a4763,53314ba4-a5cb-4bc1-bb3f-530db74c717a,c5,c1,27,p1,?,surb={'id': '8c2606e5-08e8-41d4-9850-40ab8413b12a', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c5']}
1769741190.207493,SENT,06fd3752-9a43-4ffa-8731-1e04bb20c760,c959cd4c-2044-4326-99e5-8811b6340a7e,c1,c2,3388,?,p1,
1769741190.2075796,CREATED,4488d44f-ff64-47c0-85d9-cb14a977f71e,b863d9e1-5bf2-45af-b00e-d01d0e44957a,c1,c2,27,?,?,surb={'id': 'c7d8605f-a944-4f3c-bbca-0576ca6fa000', 'route': ['p2', 'e11', 'i7', 'x11', 'p1', 'c1']}
1769741190.293441,SENT,3661148d-367f-4b42-9fca-da2b65deb654,6eb9ec4a-0f6a-4a06-80f9-f7183df3475c,c1,c2,3392,?,p1,
1769741190.293531,CREATED,fd9a7b78-b97c-4426-9067-8f47c0cad32e,e8b87388-7a86-4505-a875-bd9feb021807,c1,c2,27,?,?,surb={'id': 'eb5737ea-823b-431c-857f-285e8e9c0bc7', 'route': ['p2', 'e12', 'i3', 'x8', 'p1', 'c1']}
1769741190.3863473,RECEIVED,3cfce5c4-2ccb-465b-9106-561d31732ad3,f4c8a4ba-30a9-47c4-99f7-645e0a512f53,c3,c1,27,p1,?,surb={'id': 'db2cc467-a70d-47fd-869b-fc29e137c93e', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769741190.402441,RECEIVED,55df91d5-e37e-4571-bb0d-45e37ffcdcaf,b72fe2b2-f9ff-4e95-8d8d-129619ff3cb2,c3,c1,27,p1,?,surb={'id': 'c46c4ab1-80f4-4d0c-a754-b5195d9e563f', 'route': ['p1', 'e2', 'i4', 'x4', 'p3', 'c3']}
1769741190.6355803,RECEIVED,98e2ad9c-e54d-4bca-aafc-f8ed5b61de3a,0d9164f6-ad14-4e05-a43f-f13f1f7a1992,c4,c1,27,p1,?,surb={'id': 'b11394e0-1bba-45ae-a66b-df15a9257d0f', 'route': ['p1', 'e9', 'i2', 'x2', 'p1', 'c4']}
1769741190.7009594,SENT,a8570f45-8f2c-49fe-aede-02863570283c,98468f47-d13e-435b-8a80-d8593b509b7a,c1,c2,3376,?,p1,
1769741190.701156,CREATED,34036d71-27a8-42f4-95a8-f02dcf3b9f3f,a634e4b8-e1cb-4f18-b134-1a8190109d31,c1,c2,26,?,?,surb={'id': '6e77a6a3-b093-4180-9d93-e16f5ae7a768', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769741190.843628,RECEIVED,c04d842e-1091-45a1-adb2-a30ba9d8d4c5,eceb3605-00e9-452a-b3a7-bd968c37e0a2,c5,c1,26,p1,?,surb={'id': 'c24d1616-041d-49e7-831c-ba18439b0721', 'route': ['p1', 'e7', 'i6', 'x2', 'p2', 'c5']}
1769741190.861444,RECEIVED,7a511054-6de0-4ccf-85e6-96b42d805dd7,b8353537-0ea2-4548-8b49-6f2b46f63ea9,c4,c1,27,p1,?,surb={'id': 'e95aa915-1668-4196-9fdb-b60fcf1e4e1b', 'route': ['p1', 'e4', 'i2', 'x11', 'p1', 'c4']}
1769741190.885029,RECEIVED,aac34a96-4623-43b5-8477-6fd2eda4a3c8,e1b90906-c861-474c-93cf-7a8a1e83a443,c3,c1,27,p1,?,surb={'id': '2c883785-2cba-48e2-b929-fe0d06a23f54', 'route': ['p1', 'e3', 'i12', 'x8', 'p3', 'c3']}
1769741190.9828467,RECEIVED,4f82bd12-1ef6-4830-9dc2-9ee2dddc21dd,0a7c76ea-762d-44ea-8073-31ca96fac011,c4,c1,27,p1,?,surb={'id': 'dd0cc731-8742-42aa-90cb-5cf9741a94dc', 'route': ['p1', 'e8', 'i2', 'x9', 'p1', 'c4']}
1769741191.0283566,RECEIVED,10d89136-9d00-48cb-bc2c-01830cab944e,e651aaab-87e6-4f67-b3aa-cec0abcdbd38,c3,c1,27,p1,?,surb={'id': '40a43900-2196-486a-93c3-ae429b6e34c5', 'route': ['p1', 'e8', 'i4', 'x4', 'p3', 'c3']}
1769741191.0612779,SENT,a5de5aff-870e-4489-8285-abbdc01f6662,d824717a-7621-419e-902d-fb5f472ffd1c,c1,c2,3394,?,p1,
1769741191.0614266,CREATED,201411d6-a417-4dc3-b7fb-51aa134f9e65,0f0b67cf-32f3-4dbc-a8c5-7837ffd51741,c1,c2,27,?,?,surb={'id': '81826c07-47d0-46fd-9db5-6bcdc51359b7', 'route': ['p2', 'e8', 'i6', 'x10', 'p1', 'c1']}
1769741191.110808,SENT,de2e2141-6b25-4c4f-adbf-4fb130cc2a9b,0ad7ef4b-984a-40c0-bebb-e4b6ffd3b437,c1,c2,3379,?,p1,
1769741191.1109471,CREATED,4b9379eb-f578-46fc-b898-bb9019dcdd9c,c7dc29c0-9ed7-4bdc-b46a-931666c9a8d6,c1,c2,27,?,?,surb={'id': 'ffddc8eb-dced-4074-86ae-e822aa4e55dd', 'route': ['p2', 'e12', 'i9', 'x6', 'p1', 'c1']}
1769741191.135895,RECEIVED,58163a35-6ccf-4d0a-884c-23cb337d104f,d8e2d1ff-3efd-4e52-84f6-a963c421ba2b,c4,c1,27,p1,?,surb={'id': '15ff740e-f76b-419c-acbc-453aa2940028', 'route': ['p1', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769741191.1857991,RECEIVED,7ada8cf4-180b-4453-845f-e66d0373c763,68ee788f-5179-43ca-8c41-1561eed94a6b,c3,c1,25,p1,?,surb={'id': '174d9ba7-383f-4126-8956-6f06c8de0f13', 'route': ['p1', 'e7', 'i3', 'x1', 'p3', 'c3']}
1769741191.4897754,RECEIVED,0810bd58-c314-4860-a0eb-b81157ab6b8a,7f7bf9bf-27f3-4185-839f-38d7c26e5b28,c4,c1,26,p1,?,surb={'id': 'd2b604e2-22e3-4720-9640-d1d8ced9c817', 'route': ['p1', 'e7', 'i4', 'x11', 'p1', 'c4']}
1769741191.5391324,SENT,09a22b88-36ad-4556-a82d-7d96a96f0d5e,89eaef7c-8726-40dd-96a4-95d61484fe4c,c1,c2,3382,?,p1,
1769741191.5392888,CREATED,fe87a8cf-6ec1-4658-a95d-f447010336c8,1854bee4-fcc6-4296-a1b5-0fe72e84f42f,c1,c2,26,?,?,surb={'id': '70e983ea-3998-44a7-b556-dda2b78a6ad8', 'route': ['p2', 'e8', 'i1', 'x2', 'p1', 'c1']}
1769741191.5607278,SENT,65fab482-4369-4d00-93d7-cb00f0f53cd7,65a087eb-0c71-4203-90a1-b9b5a5288f41,c1,c2,3384,?,p1,
1769741191.5608795,CREATED,1351ed34-ceb8-4996-8124-78ae5be4fbc9,cf378390-d49b-4c6f-99db-f7e4175c60bf,c1,c2,26,?,?,surb={'id': 'a05356ea-1574-4798-ad0f-42801a3747bb', 'route': ['p2', 'e11', 'i8', 'x6', 'p1', 'c1']}
1769741191.603818,SENT,fbddc961-48a0-41cd-a52c-9f8284b30ee2,2fe98ecf-5642-4602-93e9-ad896817387d,c1,c2,3379,?,p1,
