timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483586.4098296,CREATED,027a2c5c-c24f-4571-b4d4-8699d93a3a57,b3b57751-f9c2-44fd-bc67-687084e9ae5d,c2,c4,27,?,?,surb={'id': '0b84545d-44a9-45e7-afb6-2f635ef26606', 'route': ['p1', 'e8', 'i3', 'x6', 'p2', 'c2']}
1769483586.5538585,RECEIVED,57bdee41-7742-4c54-99f2-26b7cd91f00c,9d39ca70-c12d-4f4d-9a01-9c978c069ba7,c4,c2,27,p2,?,surb={'id': '3d6f50c0-4435-44cb-84f3-2e78a992f774', 'route': ['p2', 'e3', 'i10', 'x9', 'p1', 'c4']}
1769483586.729958,SENT,b5d090cc-5a49-4382-9d4d-f29efb21ce09,02629534-2032-4a6f-a8a9-419a647d130c,c2,c4,3379,?,p2,
1769483586.7304852,CREATED,66006291-a001-4af0-99a8-2663b16c4077,4095a262-52f0-4ea8-bd81-79f551bd9cc2,c2,c4,27,?,?,surb={'id': 'd125403f-68ef-4c05-93ae-c664fee52c09', 'route': ['p1', 'e1', 'i9', 'x12', 'p2', 'c2']}
1769483586.861078,RECEIVED,a454d309-388a-42d3-8b76-8bcba7cbf61b,d135692e-50d2-4850-a94d-05d668046d7d,c1,c2,27,p2,?,surb={'id': '01ab32df-4a8d-48ee-9183-2f55d53f7531', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769483586.8778415,RECEIVED,50dc5e5a-1c96-4def-820e-5cab4115e3f3,8792cf98-e950-4de9-b052-4a2e1f796e83,c1,c2,27,p2,?,surb={'id': '58615627-1975-44d6-bf9e-882126eb5700', 'route': ['p2', 'e2', 'i6', 'x12', 'p1', 'c1']}
1769483586.894294,RECEIVED,54623bd7-9e2e-4300-b855-dc974da058b0,8e2342fe-7f9d-4440-bfbd-3a72ae33b848,c4,c2,27,p2,?,surb={'id': 'f6a023f2-4bfd-4ec8-82f9-1ff340052a94', 'route': ['p2', 'e9', 'i12', 'x5', 'p1', 'c4']}
1769483587.0560312,SENT,7b337175-2200-41a5-be09-1cd3129dce31,784e121a-9340-425b-a7d3-2834b2c4fa88,c2,c4,3393,?,p2,
1769483587.0562372,CREATED,e4962f6a-9cd8-471f-ae7d-80e6862d3348,c8ee6d7b-a003-4ecb-8f60-2368d6c8e6e1,c2,c4,27,?,?,surb={'id': 'be1f1ca4-a7af-4b2f-84f4-403e988f7f95', 'route': ['p1', 'e8', 'i11', 'x7', 'p2', 'c2']}
1769483587.1395085,RECEIVED,9d510eac-fe26-4ef5-9223-2983f676954c,95eb1e9e-67bc-4ba5-ac13-1f0be394ba28,c1,c2,26,p2,?,surb={'id': 'b6f1a1dc-dde8-4f1e-bf00-ac5d61d37dd6', 'route': ['p2', 'e8', 'i7', 'x10', 'p1', 'c1']}
1769483587.1883543,RECEIVED,5f12e0bd-93b7-40f5-a6e0-b2ab5fa1118c,929f4b02-7974-433b-a75f-ff9cd83b8bbd,c4,c2,27,p2,?,surb={'id': '08b85830-ec88-43b6-99ff-34ebf9c4e1d9', 'route': ['p2', 'e10', 'i10', 'x4', 'p1', 'c4']}
1769483587.2040255,RECEIVED,b1444265-dd0c-4b3c-827c-53fda6225c69,27068a4a-d9ff-425a-91bf-169c9495828a,c4,c2,27,p2,?,surb={'id': 'fe8a601e-8c53-40d2-83a2-6718b2c75e83', 'route': ['p2', 'e3', 'i6', 'x12', 'p1', 'c4']}
1769483587.2440295,RECEIVED,3eab89d8-9fa7-459e-99c1-0b5652421bdf,4ce90443-d89e-4cff-a2b2-e21c7b03b781,c4,c2,26,p2,?,surb={'id': '7f55d640-0921-4a25-93be-f652cad79ab0', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769483587.3036785,SENT,425f74c7-b89a-4328-89e5-682981ffec99,e3439af9-4961-4824-91c0-75d7b3262524,c2,c4,3381,?,p2,
1769483587.3046105,CREATED,a36e2a06-9a45-4b2e-94b9-b823c2d49951,c1cad614-b923-42e0-8e73-4bf260d2ee35,c2,c4,27,?,?,surb={'id': 'e5c80a6c-49fd-4807-96d0-404c068c219d', 'route': ['p1', 'e7', 'i9', 'x8', 'p2', 'c2']}
1769483587.3073494,RECEIVED,5bd09d64-d348-4a84-abdc-28e846720099,27998cf7-f4ba-40fd-82b5-be1f3f94aa86,c4,c2,27,p2,?,surb={'id': 'f0577b35-af66-41ca-9637-98d4023b7fef', 'route': ['p2', 'e2', 'i1', 'x4', 'p1', 'c4']}
1769483587.3404393,RECEIVED,df18939a-73a0-4fd7-b76c-c3234e95ed3b,bf1d51af-0ead-427c-bdd7-d3baa17c1b8e,c4,c2,27,p2,?,surb={'id': '08350453-689a-48ab-9ca8-99e4e8fc34e7', 'route': ['p2', 'e10', 'i4', 'x9', 'p1', 'c4']}
1769483587.6856143,RECEIVED,018a4b14-f07a-48e7-a707-5b5c9cddfb1d,2a33eef3-1a5f-485f-882f-6e5fb206258a,c1,c2,26,p2,?,surb={'id': '0304fd09-c60e-453f-bef4-f5d717bcefe7', 'route': ['p2', 'e1', 'i4', 'x10', 'p1', 'c1']}
1769483588.0437524,SENT,32aa2422-b6c4-43ea-a606-876abf057ec6,5ced2486-3410-4cf4-9282-2137f0885234,c2,c4,3364,?,p2,
1769483588.0438142,CREATED,43467cc3-7ba1-488f-b506-d85043b229bb,e275671c-8e94-4d40-b5a8-9c9e7217e8ab,c2,c4,27,?,?,surb={'id': '67111540-09db-45a2-bc91-6cd0ef36a1dd', 'route': ['p1', 'e10', 'i4', 'x4', 'p2', 'c2']}
1769483588.0681374,RECEIVED,ac93c5ac-5fea-49e7-bbc9-f7b6aef43082,844dbbc4-0f89-449e-9fac-19027d00b51d,c4,c2,27,p2,?,surb={'id': '613720fc-bfed-42fb-adae-b87bc6ef2ce3', 'route': ['p2', 'e3', 'i7', 'x2', 'p1', 'c4']}
1769483588.2415242,RECEIVED,817d1a46-1eeb-4d75-9fca-86f83e965f6b,85264fb5-16a1-40df-9935-4b4898821adc,c1,c2,27,p2,?,surb={'id': '0653f770-a9a6-46ca-8e2a-5b9ed1bde0e1', 'route': ['p2', 'e11', 'i3', 'x9', 'p1', 'c1']}
1769483588.3400342,RECEIVED,b4d0de87-0861-4781-8b0b-83d370a36fed,d7e65b66-d108-4225-b009-a187c3ede848,c4,c2,27,p2,?,surb={'id': '9c97e5b1-2db7-47a8-ae6e-62d3a03e2565', 'route': ['p2', 'e3', 'i1', 'x11', 'p1', 'c4']}
1769483588.4650693,RECEIVED,40b82c10-dcc5-43fd-8822-79a1ca92315d,5df0a836-ebd1-404e-b716-2a0418c422bf,c4,c2,27,p2,?,surb={'id': '862ab8fe-5ca1-4e54-96a1-fc6e0b49aebc', 'route': ['p2', 'e8', 'i12', 'x12', 'p1', 'c4']}
1769483588.7511268,RECEIVED,0e712339-eaa7-4f58-9d5a-f91deaa27644,6ab4dada-a80b-423c-a6bb-9783445a421e,c4,c2,26,p2,?,surb={'id': '7d7c5145-9cd6-4f75-8add-f7d96974a50f', 'route': ['p2', 'e8', 'i4', 'x6', 'p1', 'c4']}
1769483588.8393085,RECEIVED,e4232743-05a4-4744-9002-cb58ce311aa2,d743d3a7-1bac-42f2-a4f4-19210c553de0,c1,c2,27,p2,?,surb={'id': 'ea3784a8-d8fc-4efa-9cc2-398896239714', 'route': ['p2', 'e2', 'i9', 'x7', 'p1', 'c1']}
1769483588.8464446,RECEIVED,061f8bdc-5e90-433f-8cea-d00ea40eccc7,6b95ee44-d0bb-48e7-a83e-af9c2374e193,c4,c2,26,p2,?,surb={'id': '77ef91bc-ecca-49a3-9542-c03222f96dbe', 'route': ['p2', 'e3', 'i12', 'x5', 'p1', 'c4']}
1769483589.1883028,SENT,25e79d50-b9c9-45ab-bec9-8ab7f4e9f30c,5c569785-d807-48d1-9a46-11a4573df4da,c2,c4,3375,?,p2,
1769483589.1884208,CREATED,48e1efa8-0acb-4b11-9a0b-7f6cf12e0954,80b5f31d-8354-4196-8a2a-2c53ae4de539,c2,c4,27,?,?,surb={'id': '3ebcdfec-9998-4c35-ba3a-dab42b1050af', 'route': ['p1', 'e6', 'i1', 'x9', 'p2', 'c2']}
1769483589.446157,SENT,31afe49a-efc6-44fe-933c-f31677c39365,bcc896fc-65b2-40c5-832c-c706ecc5373f,c2,c4,3360,?,p2,
1769483589.4462683,CREATED,5c76397b-c4c5-47f8-9e01-c36b03e04304,898d4e2c-0aab-4a27-9287-12546ff56f5f,c2,c4,27,?,?,surb={'id': '83285b04-2f47-4b73-9695-b2dda1dda743', 'route': ['p1', 'e10', 'i8', 'x1', 'p2', 'c2']}
1769483589.4487314,RECEIVED,0c475d37-43c3-47dc-a4bc-01dae16aabeb,e380c444-a057-4701-9bbc-76563e28e8ee,c4,c2,27,p2,?,surb={'id': '6d687558-e09a-4cb1-b7a6-ca2d8ba2eae2', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c4']}
1769483589.4684494,RECEIVED,f8c637a9-7085-41ce-8af0-3d63d0ad2655,712dc7cb-f63e-49d8-90f9-97daafbee615,c4,c2,26,p2,?,surb={'id': '4130e556-e8c7-4588-bd60-b41f5f0bc50c', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c4']}
1769483589.672854,RECEIVED,39a4e5f8-311d-4889-ae82-ef641af4c0fc,05eeafe1-f737-4fce-9bee-66e74212a3b8,c1,c2,27,p2,?,surb={'id': 'd8865d62-0790-4d97-ba94-ab18e58622a6', 'route': ['p2', 'e1', 'i6', 'x6', 'p1', 'c1']}
1769483589.7037156,SENT,886c0a85-829b-4842-a069-6dce70886afa,2df07a1b-96f3-465b-87ea-a39b776c9c9c,c2,c4,3392,?,p2,
1769483589.7038636,CREATED,5053310b-bba2-43b2-9d42-d5c389973ebd,2cf08f18-a3a2-43a2-88e7-d89ff98c1192,c2,c4,27,?,?,surb={'id': 'e1cf5657-4e88-4b19-9b00-42f4932c881b', 'route': ['p1', 'e3', 'i10', 'x1', 'p2', 'c2']}
1769483589.9718103,SENT,8564b939-d54d-4507-b8ad-d60cbc64b7d5,02f112f3-c76d-45f8-b010-78d4e1966978,c2,c4,3363,?,p2,
1769483589.971961,CREATED,02b8ac1b-a258-4a20-bcef-cc76534b7f0f,0e6825aa-6f65-403f-86b1-e2b51b7da949,c2,c4,26,?,?,surb={'id': 'e8715737-ba3d-4cce-8c49-781dad0d21de', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769483590.0686297,SENT,07727ad5-7b1b-4640-ad62-df8d716b04eb,a9515712-3fa3-4c82-b7e2-44d847986286,c2,c4,3391,?,p2,
1769483590.0687797,CREATED,17e698ff-c0d0-4c24-a4c6-308a380a707e,eb8fc351-7453-4679-8175-31db53ea1bc1,c2,c4,27,?,?,surb={'id': '29e3135c-698c-43d5-871c-5030d247bfb7', 'route': ['p1', 'e10', 'i10', 'x10', 'p2', 'c2']}
1769483590.0784922,RECEIVED,a98f683a-da02-48fc-90a4-a5e315457407,16b71924-d1ec-41bc-b440-324a1d03e387,c4,c2,27,p2,?,surb={'id': '43acb1c0-8a0d-4e84-a7d4-9d6227ddd755', 'route': ['p2', 'e11', 'i6', 'x11', 'p1', 'c4']}
1769483590.174264,RECEIVED,0fe2c409-02a7-475f-97a9-877b76721ce5,74f3da59-9776-4d81-922f-2e2bdcc26e3e,c1,c2,27,p2,?,surb={'id': '0508008f-085a-4a70-8780-fb35da68fd2e', 'route': ['p2', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769483590.5732973,RECEIVED,91c2b065-0b0a-4f13-a9c7-d5c0b388f799,a7a9a211-eee7-4bfb-8c33-0ffef26c393e,c4,c2,27,p2,?,surb={'id': '9c5f3ca9-e00a-4f05-847e-0dbad87ed842', 'route': ['p2', 'e3', 'i6', 'x10', 'p1', 'c4']}
1769483590.5881953,SENT,2de7cc8b-89df-4977-ab50-761efdb31c8e,c7cfe7de-9da5-4156-8e6f-a2962465fb30,c2,c4,3359,?,p2,
1769483590.5883472,CREATED,33404c2b-6b91-45b7-94da-a062ad43dd5f,faa92858-2a1f-4aa8-8799-04b29dd3f2be,c2,c4,27,?,?,surb={'id': '61182371-1ce3-402f-ae7d-c6c3a456e4d4', 'route': ['p1', 'e2', 'i10', 'x5', 'p2', 'c2']}
1769483590.8855462,RECEIVED,9375a5d8-9aea-4a10-85ed-690099c8e828,6a144b71-d656-4cf9-9a77-6ec900350094,c1,c2,27,p2,?,surb={'id': '88c56b28-4583-4683-8e48-5a7337aa378f', 'route': ['p2', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769483590.9757144,RECEIVED,b0f73e82-d1e6-4b9c-a73d-c3d0f5a87c86,bd3d2a53-a7ad-4701-842d-25e9d57987ae,c1,c2,27,p2,?,surb={'id': 'b1639168-aee9-42cd-b489-a0d3d8af83db', 'route': ['p2', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769483591.1276066,RECEIVED,ced4ac24-2576-419f-8b78-506153e00fb6,5fe2ad44-0f66-4ab1-ab0c-df0acbd4cc43,c1,c2,27,p2,?,surb={'id': 'c6fca5b1-555a-4dce-88d5-cc24a9275c7b', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c1']}
1769483591.1557438,RECEIVED,67a0e44d-1889-48e7-842e-73e96cabef46,10338cdd-6d74-451d-8c42-ffbb77a4a225,c4,c2,27,p2,?,surb={'id': '27b43a18-cbb3-46c5-9d09-acca159b7718', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769483591.2897944,RECEIVED,6040ea12-9793-4007-844e-f071d5db55e1,8a43b968-7f98-4406-93cd-c4e00b59bc5d,c4,c2,27,p2,?,surb={'id': '4428a2fe-0441-4ba4-be39-f6ff26546041', 'route': ['p2', 'e12', 'i10', 'x3', 'p1', 'c4']}
1769483591.4365861,SENT,4636002b-927f-4f4a-9112-968756508517,ebd5a780-bb0f-479c-8598-8fdb6510a6b8,c2,c4,3388,?,p2,
1769483591.436923,CREATED,c6b069a7-9cb6-43e6-a14a-f9bb60023ea5,cb47bf31-e9e7-4e3a-b265-735bda0dbf82,c2,c4,27,?,?,surb={'id': 'fa80eafc-9409-43f5-92ca-18785a5625eb', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c2']}
1769483591.4411137,RECEIVED,10fbc348-3194-4e8c-b2b7-fca7e87b198d,2deb0182-39df-4828-845d-53ea59d82938,c4,c2,26,p2,?,surb={'id': '3ca7f30b-29ee-42b3-8aa7-320878184965', 'route': ['p2', 'e11', 'i6', 'x11', 'p1', 'c4']}
1769483591.8449514,SENT,baa14af8-a592-4026-a5db-5ced35206779,cf743057-8218-4ead-b06a-b77336fe960d,c2,c4,3379,?,p2,
1769483591.8450851,CREATED,4fe0d498-e614-43bc-9af4-91275f980990,f727a116-58d5-498a-a08c-4812844ba554,c2,c4,25,?,?,surb={'id': 'f9ddee08-3478-48fc-b33f-653426de13b4', 'route': ['p1', 'e6', 'i12', 'x3', 'p2', 'c2']}
1769483591.86522,RECEIVED,fe934aff-7ef5-44a0-b4be-12221f21908e,6d8c20e7-0d87-4ec5-b2e6-7678e7261049,c1,c2,27,p2,?,surb={'id': 'da0273d3-9ac6-4d7e-9243-24ad149018ee', 'route': ['p2', 'e1', 'i4', 'x7', 'p1', 'c1']}
1769483591.8738074,SENT,9479ec6f-7196-432c-b71e-fe210b6f8f62,29f3eaec-bf45-4c6e-b3fa-ebda7e2cc8df,c2,c4,3359,?,p2,
1769483591.8739042,CREATED,e09f4a03-d151-4f1a-8b1b-470206afcccc,2934bc02-2b92-4d6c-b056-81d60c88a495,c2,c4,27,?,?,surb={'id': '6b8bf0a7-d362-4a8d-b579-c2772232d81f', 'route': ['p1', 'e4', 'i8', 'x10', 'p2', 'c2']}
1769483592.1147606,SENT,ee22e138-60e9-44ac-aa2a-854f00ebcbb7,ddb9d714-2271-44e7-8452-e99cab230ec4,c2,c4,3385,?,p2,
1769483592.114852,CREATED,b6f0fd24-4d60-447a-98a1-c8504039be51,ae42cd5d-2766-4c14-8fa2-3d166bc34d9c,c2,c4,26,?,?,surb={'id': '0d10b675-caf0-4eed-b2e6-25b428f6d423', 'route': ['p1', 'e9', 'i6', 'x1', 'p2', 'c2']}
1769483592.2682142,RECEIVED,994c9a47-676e-4478-a140-914f7ee9d2fe,a7974b10-59ab-40e1-876c-daf21fad5abd,c1,c2,26,p2,?,surb={'id': 'd09163e7-d10c-448c-a368-df3fbc473c25', 'route': ['p2', 'e11', 'i12', 'x7', 'p1', 'c1']}
1769483592.2803743,SENT,212cfe85-f28a-4259-a79b-2effd39921e1,ef2feed9-0a77-4c30-9a4f-138ae3ef17a6,c2,c4,3380,?,p2,
1769483592.280467,CREATED,7e307a28-7f9c-4dda-9aff-23695b4185c6,84a4c065-8576-485a-bb30-c87f9015d417,c2,c4,27,?,?,surb={'id': 'bed819d3-3388-4361-b777-3a057117777f', 'route': ['p1', 'e8', 'i7', 'x4', 'p2', 'c2']}
1769483592.7407806,RECEIVED,93b1f46b-eba3-4ce5-8ee6-823c749d6ac7,ea22b50c-1681-4ef9-8857-d57955494919,c4,c2,27,p2,?,surb={'id': 'a96ba692-65b0-4e8f-b025-e40372458e71', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c4']}
1769483592.807028,RECEIVED,060ffe9b-a9c4-4a9c-8ae6-3b7f4ba9eb66,d329e28a-51f9-4924-80cd-3e3dd56b271c,c4,c2,27,p2,?,surb={'id': 'ff33f2ba-3805-4bd8-b390-97b0746d2700', 'route': ['p2', 'e11', 'i9', 'x6', 'p1', 'c4']}
1769483593.1041536,SENT,b4df45f2-d570-4f47-bab7-4a46a0ed9c66,c0581c24-f19d-4178-aca9-c5f3f7bbc408,c2,c4,3398,?,p2,
1769483593.1042268,CREATED,b7e9937d-e3e8-45df-bd40-b97765f88cfe,fdd96a65-5853-4950-a7cb-741f753bcc82,c2,c4,27,?,?,surb={'id': '83af2a36-f002-43c6-8b84-ba001177595f', 'route': ['p1', 'e10', 'i11', 'x4', 'p2', 'c2']}
1769483593.5520904,RECEIVED,ba7b6aed-0dc6-411d-829b-41673bb53028,f23dcc0d-9f55-4f02-93ca-4a6e0e05d6c2,c4,c2,26,p2,?,surb={'id': '806dd3bd-0dc9-47b7-a79b-83e0e50d83bb', 'route': ['p2', 'e4', 'i8', 'x4', 'p1', 'c4']}
1769483593.808394,SENT,bd3ee18c-b7d9-4d26-a260-e2f6b2a2e2f8,79c36a11-dada-471f-b2ec-75fa3c641d4d,c2,c4,3376,?,p2,
1769483593.8085537,CREATED,26ebf805-8dd1-45b4-97d0-d9cf0b191255,6467777b-28bf-4074-a9fe-b57f1be04aae,c2,c4,27,?,?,surb={'id': '8ea2f557-232a-4e6e-8cab-fb012dc09558', 'route': ['p1', 'e6', 'i2', 'x4', 'p2', 'c2']}
1769483593.8815124,RECEIVED,8fb7c923-3ca2-4acf-bf98-b64e092103e0,55066647-29b1-46ba-ae76-9b1adce2c56e,c1,c2,26,p2,?,surb={'id': '5cba75a9-e904-41a7-9476-d573c7ae2b8f', 'route': ['p2', 'e1', 'i6', 'x2', 'p1', 'c1']}
1769483593.899681,RECEIVED,728b3735-bfef-4672-8997-62b73d76c0a2,b9164cce-bb2c-41c5-8599-3b013b101945,c1,c2,27,p2,?,surb={'id': '1463f79f-ecaa-4166-8b8c-a67e7dfd786c', 'route': ['p2', 'e12', 'i3', 'x4', 'p1', 'c1']}
1769483593.9039044,RECEIVED,6a535174-dc74-49fe-8144-f2be52698c40,22af0cca-875a-4561-96e1-36c14fb8fdef,c1,c2,27,p2,?,surb={'id': 'c35b4b3b-08e5-4395-b768-a6d0100bee92', 'route': ['p2', 'e12', 'i12', 'x7', 'p1', 'c1']}
1769483593.9714208,RECEIVED,c3908e61-dfdd-4065-a834-181c2418419d,dbace251-bb63-47e7-86d3-ca30bdb06a98,c4,c2,26,p2,?,surb={'id': '1f6899ae-97df-4033-9c7e-267e9552f0e9', 'route': ['p2', 'e3', 'i8', 'x5', 'p1', 'c4']}
1769483594.122379,RECEIVED,e23aece7-8808-40f2-988b-4a19944b7c2c,5f231085-94c7-4cd9-b187-c8a413b1a641,c1,c2,27,p2,?,surb={'id': '7d9f4df5-0a3a-4384-8890-858f85839e59', 'route': ['p2', 'e4', 'i5', 'x1', 'p1', 'c1']}
1769483594.2584975,RECEIVED,ba231088-7d02-4291-9c1d-d98d86fec3c4,0cf124a8-be9a-4ef0-b3d3-94f020985de7,c1,c2,26,p2,?,surb={'id': '1fd6a968-f094-48b5-8fcb-7aa82a56670d', 'route': ['p2', 'e11', 'i11', 'x1', 'p1', 'c1']}
1769483594.2737908,RECEIVED,de1dcd70-7852-462f-925d-144e33d22ef3,f5cc806c-1770-4075-9f7c-5fb0e9d453ac,c1,c2,27,p2,?,surb={'id': '9eaeebcc-72ac-441c-8976-3e00c6f1c288', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c1']}
1769483594.2841733,RECEIVED,e7dd7891-baae-4274-96f8-334a05431b12,e5910d4e-fea8-4eaa-999c-ffb179e15232,c4,c2,27,p2,?,surb={'id': '9d57aeb3-526a-4ddd-b422-b22d227f7ee9', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c4']}
1769483594.3782144,RECEIVED,c10d1b07-9aed-4092-a56c-b27df39d37ce,caa26250-cd8b-4b60-bf8e-5aa3407fb910,c1,c2,27,p2,?,surb={'id': '164ba6d7-87ee-4ab0-a464-f4a63be6fa71', 'route': ['p2', 'e11', 'i1', 'x3', 'p1', 'c1']}
1769483594.3989968,RECEIVED,db415160-6dad-4221-b204-f47caf5a2b95,e9d1e447-ded3-4b86-b18f-7796964934ff,c4,c2,27,p2,?,surb={'id': '6737255f-f1a5-4f3e-9755-d52fff47e4d7', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c4']}
1769483594.556316,RECEIVED,7aa65506-1236-435c-a187-4d0c9f4f4e14,9acf9bc0-9262-4f57-9fab-9a37bc05ab51,c1,c2,27,p2,?,surb={'id': '3f8c1e75-33d0-44e8-b0d6-9a69e1951eb1', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769483594.572335,RECEIVED,fcb58f61-2b73-4405-b14f-01fc920962b4,e1318560-2ba0-401d-abce-c2d9b102f94c,c4,c2,26,p2,?,surb={'id': '33a5b763-8033-4776-8120-531114a589a9', 'route': ['p2', 'e4', 'i9', 'x2', 'p1', 'c4']}
1769483594.5961943,RECEIVED,f1b9efae-d657-451c-8795-e6173568cd95,a57f49d5-58d9-4d03-b235-c32927ed57f9,c1,c2,27,p2,?,surb={'id': 'f18bed1c-4550-46c1-9b06-992437e6cdf2', 'route': ['p2', 'e7', 'i6', 'x8', 'p1', 'c1']}
1769483594.9554048,RECEIVED,2abe6980-f316-4cd5-887a-9f32ee1fe247,eb5d54bd-03fe-46e5-9c67-f80c5cfb6373,c1,c2,27,p2,?,surb={'id': '3954c952-2dee-4e00-804d-f2aaaa7f08a7', 'route': ['p2', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769483595.0151834,RECEIVED,6951ef9c-cfad-47ba-a701-d9cd3f03a8bf,7d161c8d-8f1f-4514-a361-e54101a8c6da,c4,c2,27,p2,?,surb={'id': '2f51cca8-0497-4e74-ae43-a8bfefcbd22a', 'route': ['p2', 'e6', 'i11', 'x12', 'p1', 'c4']}
1769483595.0192657,RECEIVED,b4e8e78e-74ff-41f9-aaa3-e185de6bd9e1,159c4c98-3b0d-437a-8941-e7c10549b9a5,c4,c2,27,p2,?,surb={'id': '535d57f0-2880-4d30-bd51-c08e20fe7384', 'route': ['p2', 'e4', 'i12', 'x5', 'p1', 'c4']}
1769483595.0738814,RECEIVED,786ee59a-f75d-4c54-b54c-3d0d85db0ff7,bce9b40d-0f1e-470e-ae66-1f48c9c3abf5,c4,c2,26,p2,?,surb={'id': '00583914-b3d9-4c7b-84f7-f24590043c69', 'route': ['p2', 'e6', 'i3', 'x8', 'p1', 'c4']}
1769483595.3070896,RECEIVED,e0ac6784-2dfb-46ba-93e0-5cfb2c550169,6497d492-6128-4d17-8d66-40d93a9e4f60,c4,c2,26,p2,?,surb={'id': 'd44e0949-a91b-4ff3-9519-f5920b065b05', 'route': ['p2', 'e5', 'i2', 'x4', 'p1', 'c4']}
1769483595.323381,SENT,9acc6454-05c4-4c3b-b269-0b521df76c7d,c3454e62-a1c5-4429-8373-174a3d603cae,c2,c4,3371,?,p2,
1769483595.3235376,CREATED,b6e47cdf-8888-4224-a61c-140bdddb577a,0752fac0-fa38-4fe9-b237-d65a57b7a5da,c2,c4,26,?,?,surb={'id': '9c21071f-574e-4f52-a11f-9b725f937471', 'route': ['p1', 'e2', 'i7', 'x2', 'p2', 'c2']}
1769483595.3672729,RECEIVED,5f61e171-b037-4945-b13f-1a7772085b70,dcd28775-48b2-41ed-9223-e63af44c1a25,c1,c2,27,p2,?,surb={'id': 'f06557ea-a829-4126-8a42-9a3b883ba016', 'route': ['p2', 'e4', 'i11', 'x4', 'p1', 'c1']}
1769483595.4072452,RECEIVED,30e69abd-ebe2-4340-9ad0-48a5a24152a7,7d584c5f-e7cc-40d0-a5ba-e4d4f324a645,c1,c2,27,p2,?,surb={'id': '230f5cec-1cd9-4b3d-8b96-340855ef7f2c', 'route': ['p2', 'e9', 'i9', 'x8', 'p1', 'c1']}
1769483595.4515996,RECEIVED,a6821a79-bfc9-4c6f-9070-48db0021519f,748183ef-290c-4992-b821-b5af409e775d,c4,c2,27,p2,?,surb={'id': '596e6040-4b15-4469-80a9-8fd0f54ad464', 'route': ['p2', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769483595.8945374,RECEIVED,2d531b55-5a0f-49f5-93b1-3553e22db688,250ecfb9-89e1-4799-b36b-69c3a37a9b6d,c4,c2,27,p2,?,surb={'id': '27eeb4f9-396c-46e9-bc28-a675d8b47a85', 'route': ['p2', 'e10', 'i5', 'x5', 'p1', 'c4']}
1769483596.1409082,RECEIVED,e5ce5c86-ab5b-41a1-bce1-c990ce078c83,d4f17249-1427-47c6-a990-38933d66ff6f,c1,c2,27,p2,?,surb={'id': 'fc263af3-22c9-4ded-a868-8aec03de1018', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c1']}
1769483596.242642,RECEIVED,a970d90a-782f-4101-8e17-155326619925,98251a9f-2b8c-4a81-a9dc-8c5e8d8d72c4,c4,c2,27,p2,?,surb={'id': 'b6d51f38-eed3-40ed-acda-b0975afdfc49', 'route': ['p2', 'e3', 'i12', 'x11', 'p1', 'c4']}
1769483596.2591498,RECEIVED,4791b04f-e886-4802-965b-627f8f95cd36,3975edac-a24d-46b0-980a-092a6c224989,c1,c2,26,p2,?,surb={'id': 'b52a6ccf-eaf8-430f-a3cf-d46d8999556a', 'route': ['p2', 'e4', 'i5', 'x6', 'p1', 'c1']}
1769483596.2891443,RECEIVED,74959b76-33d6-4712-9e8d-1e44a85fdd28,38bef04e-215c-485c-9044-d0ecfac61f14,c1,c2,27,p2,?,surb={'id': 'fdefdc34-87e4-48d2-a7a0-62d624e317fd', 'route': ['p2', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769483596.3201246,RECEIVED,cabf6284-8918-4e7b-a772-0841595ea93e,ddf74997-f91d-4266-a9f7-f1de3f382749,c4,c2,26,p2,?,surb={'id': '5b7677c6-a426-4361-b1bb-3233e2eb8f80', 'route': ['p2', 'e7', 'i6', 'x10', 'p1', 'c4']}
1769483596.3534803,RECEIVED,2d8639ea-b9b0-470d-bf9b-f7c50124a2e3,1b9a5864-0572-4d46-a93c-a0d98f2cef26,c4,c2,27,p2,?,surb={'id': '9670e03d-1919-4140-8a28-0178c4428d0d', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c4']}
