timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483371.3643007,CREATED,c6addab2-9f55-4f6d-8b37-ed6a15866e51,075a0f50-499c-41ba-a97a-9f9bca87c82c,c2,c4,27,?,?,surb={'id': '78856b2b-a679-47de-b822-d312476b9354', 'route': ['p1', 'e12', 'i3', 'x1', 'p2', 'c2']}
1769483371.5586708,RECEIVED,fd169430-c4ba-493a-9c7f-630e1a5292b6,27f7561e-9bcc-4da8-9984-e7d7bb113118,c4,c2,27,p2,?,surb={'id': 'cafcd5eb-c8d9-4022-898f-c335e310d785', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c4']}
1769483371.5856209,SENT,77ebd5fa-13f0-4997-b8b8-b6e47ec48fc8,1b2a9573-8161-42ff-8a0a-86c73b2c6bd9,c2,DROP,2027,?,p2,
1769483371.5857532,CREATED,d9f19119-fa45-42fe-984c-4fac9d44141b,a2c85b2d-1c4a-4876-8be2-9ff5dd42b81f,c2,DROP,26,?,?,
1769483371.58875,RECEIVED,af5416f8-776a-4c69-a426-da7f1e66b5f3,5c2b9ce5-52c3-4c01-a165-05036c86133c,c1,c2,27,p2,?,surb={'id': '953dde6d-e843-499d-b906-1bcc94129c19', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c1']}
1769483371.6402843,SENT,56b2c874-bd51-40e9-a21f-96a5c6828a8f,f8a83231-f9dc-490d-9277-c225160ca2c3,c2,DROP,2020,?,p2,
1769483371.6404183,CREATED,1ed6ab84-571c-4cdc-b882-e8dc6c9eb49f,551f8502-19b2-4993-85dc-1f1d01d06fa5,c2,DROP,26,?,?,
1769483371.9117606,RECEIVED,5820e8ce-a07b-4c66-a4cf-ceff6d9ad6f6,beaa4996-b0db-4c91-aa23-172146bd81ac,c4,c2,27,p2,?,surb={'id': '4d6cf4fa-39e5-413c-87bf-7db8a3ff711a', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c4']}
1769483372.0196695,RECEIVED,c5c21075-e1b3-45d0-ad86-ce1a9b3186e2,1a3f2fd5-1fad-4e5b-ad02-b113e41eb799,c4,c2,27,p2,?,surb={'id': '43dc4ab9-7326-40d9-9635-29b907645293', 'route': ['p2', 'e12', 'i9', 'x11', 'p1', 'c4']}
1769483372.299529,RECEIVED,d5c0b7d9-98fe-4985-84b8-169f81632ad5,1ae48ca2-b89d-402c-b8fc-1d457a9ba7cc,c1,c2,27,p2,?,surb={'id': '1ab870a6-5856-4540-8b89-22284f6dcb21', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c1']}
1769483372.7239249,RECEIVED,53fcb972-7796-4167-a4c7-f10320f64c98,5fc67ced-a9fe-4850-8494-bd51184b6776,c1,c2,27,p2,?,surb={'id': '3b5893a2-a599-443a-9e85-ef847a0735f8', 'route': ['p2', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769483372.984024,SENT,9bf53567-25ef-4038-a076-849f5e25e2a4,0d406844-0975-4a1d-8846-5903e5bff2ea,c2,c4,3360,?,p2,
1769483372.9842153,CREATED,1835eb2b-c90d-4282-8504-ddaacb63a132,d9ffbc6f-ed23-4eff-ba5a-1adba7c137d4,c2,c4,26,?,?,surb={'id': '08df317a-59da-4876-aed1-2d6da1c88c96', 'route': ['p1', 'e11', 'i8', 'x8', 'p2', 'c2']}
1769483373.3078818,SENT,24424c83-b113-4998-8765-e08456bafe84,9d9332c3-e332-4c6d-b0dc-7306275b0d87,c2,c4,3396,?,p2,
1769483373.3080351,CREATED,bcfb3e82-50c8-4341-97ad-1c36b37f1df2,86b74954-2bf4-4b1a-ba17-3c73ef8ea23f,c2,c4,27,?,?,surb={'id': '74e59dc6-3153-470d-bc59-05315ba1a4a8', 'route': ['p1', 'e1', 'i11', 'x11', 'p2', 'c2']}
1769483373.3093195,RECEIVED,2cc226af-05b8-4eaa-b439-5e8ba58e1905,48ed7b76-d0f4-4726-bd36-6f2e8cd387db,c4,c2,26,p2,?,surb={'id': 'f713c858-d2ba-4e7a-882e-3bc344fcf2a0', 'route': ['p2', 'e11', 'i8', 'x2', 'p1', 'c4']}
1769483373.3818889,SENT,eb5208e8-76f0-493e-bfd4-e668fc8b1e7c,03050b3c-7dd2-4929-86e5-b2ac3206274d,c2,c4,3375,?,p2,
1769483373.382038,CREATED,6643085d-33de-446f-98f6-677677805163,892110ec-62d2-4d75-a2d2-e2d8df94d56c,c2,c4,27,?,?,surb={'id': 'ba7bc520-ed46-44c3-ae10-49e344356bd4', 'route': ['p1', 'e4', 'i3', 'x5', 'p2', 'c2']}
1769483373.4124966,RECEIVED,0d7bf808-daad-41e1-af93-fec98c011b22,50fc21fa-c7d6-40dd-99cf-c88848dde402,c4,c2,27,p2,?,surb={'id': '54b40a5d-fc9f-46a9-8e88-feb5f12bc06a', 'route': ['p2', 'e9', 'i12', 'x8', 'p1', 'c4']}
1769483373.4446282,RECEIVED,319e032c-d46c-47fc-90c2-08c1a8b4f334,b9ee70bd-f8b2-4071-b956-60e1dcb58a78,c1,c2,27,p2,?,surb={'id': 'f376620c-3e54-42d5-a2a4-91ed8a592e12', 'route': ['p2', 'e6', 'i6', 'x10', 'p1', 'c1']}
1769483373.509018,RECEIVED,31d00f6a-201a-4d77-9481-02c751606d60,3ef55b9b-2f13-4f10-9e22-a05adbababc4,c1,c2,27,p2,?,surb={'id': '78d2cfb0-20fa-4ce4-bfa1-40f34d9b7a54', 'route': ['p2', 'e5', 'i1', 'x11', 'p1', 'c1']}
1769483373.5165725,RECEIVED,7cb986de-0723-45ab-b57c-f72ec2a636d7,e1d499ad-e0ba-4a6a-babd-ff3ba4c6fb0e,c4,c2,26,p2,?,surb={'id': 'c6aa249d-bcb2-487e-97af-d963e726d2ca', 'route': ['p2', 'e8', 'i8', 'x1', 'p1', 'c4']}
1769483373.634968,RECEIVED,463ecd58-0199-4fcf-9ac3-6d0f93c9d735,a042c6fe-d069-46fe-a536-694c54c0383f,c4,c2,27,p2,?,surb={'id': 'e0a9b5a8-752c-4e93-ba2a-fdc4ce751577', 'route': ['p2', 'e6', 'i10', 'x12', 'p1', 'c4']}
1769483373.6468973,RECEIVED,29a93a55-36c4-4808-a981-281039a8429d,bd7ec10f-0f82-4d78-b590-f1b0cddb53aa,c4,c2,27,p2,?,surb={'id': 'b6d5364b-0df3-4e8a-985e-e4ee7950a6d1', 'route': ['p2', 'e7', 'i7', 'x11', 'p1', 'c4']}
1769483373.6721058,RECEIVED,bc8396cf-9f69-4c24-b0b7-ffbce3634c6a,18e9ba4c-12e3-4843-ae4f-b621948eba18,c4,c2,27,p2,?,surb={'id': 'e08f781c-2f9f-4ba3-a085-3f7a120f5296', 'route': ['p2', 'e7', 'i10', 'x7', 'p1', 'c4']}
1769483373.7220986,RECEIVED,88ad74be-b751-49c1-ba3f-bf5ec8c2b21a,ddaf7e41-c361-416c-b33b-1553f49b0b7e,c1,c2,27,p2,?,surb={'id': '643fcbb7-2b80-457f-b2f0-1cafc3bb7258', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c1']}
1769483374.0429327,RECEIVED,a4d1b00a-8006-48a1-a5ae-6cf7fdd4af2a,ca3eccf0-d2e9-4731-b4db-5e729f9772e7,c4,c2,26,p2,?,surb={'id': '8452d34e-1300-4725-b740-df56ecba14b4', 'route': ['p2', 'e4', 'i4', 'x12', 'p1', 'c4']}
1769483374.1241672,RECEIVED,72089d18-9ac1-41d8-a9a8-286e7e18b147,6ac6ecea-f0c0-4004-9456-9e549e5051bb,c1,c2,26,p2,?,surb={'id': '9d9d3b59-90b3-428b-a577-010d17eaf9c0', 'route': ['p2', 'e6', 'i8', 'x7', 'p1', 'c1']}
1769483374.1305764,RECEIVED,96dc85ea-c994-497d-81b9-98ff1eead17d,d4c4a4e2-809d-4632-ac21-bb8e341973a8,c4,c2,27,p2,?,surb={'id': '31ec1dc8-d984-4526-8321-49762ee215fe', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c4']}
1769483374.352595,RECEIVED,4f4b95a5-b594-4a66-a284-30e72be42ede,6075a7ac-0c79-41e6-bb88-6c3c736cadc2,c4,c2,27,p2,?,surb={'id': 'c7295576-7b1d-4eb7-9036-f26f6b6f5a5c', 'route': ['p2', 'e5', 'i1', 'x7', 'p1', 'c4']}
1769483374.360804,RECEIVED,0d90ec03-64fe-4acb-815d-62bf55894afe,c1ca0712-6103-4e2d-84dd-08eb6fdd7aa8,c4,c2,26,p2,?,surb={'id': 'b775c1ff-f825-4947-8019-df9531d7753f', 'route': ['p2', 'e9', 'i7', 'x2', 'p1', 'c4']}
1769483374.4737127,RECEIVED,75e8bc4d-50da-4bb0-b5e0-e2cbcb03a8be,c1ec5f37-780c-4144-905e-bc224bb8d0e7,c4,c2,27,p2,?,surb={'id': 'e52fc0fe-6f9b-44ba-a2d8-738a1c51347f', 'route': ['p2', 'e6', 'i1', 'x10', 'p1', 'c4']}
1769483374.6722295,RECEIVED,207ed439-0dc7-40a7-bb72-51bbbf61205c,c47a8099-741c-46ea-8d6a-0cac3fa555ce,c4,c2,27,p2,?,surb={'id': 'f0d91581-a6c2-4eb6-b9d4-0f0a2c646668', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c4']}
1769483374.7488008,SENT,ac73298e-30a7-43c1-b289-8a2bdff738db,e606a956-13ef-426d-a2ed-bfa717afe9ed,c2,c4,3379,?,p2,
1769483374.7489746,CREATED,08fe88c5-f5d1-4af4-b783-bebb815dfbfc,4f7fa0e0-90ac-43b9-8ebb-8b4ed4329e1e,c2,c4,26,?,?,surb={'id': 'dfa10986-850f-4046-9f89-e6809ac4a9e7', 'route': ['p1', 'e2', 'i10', 'x11', 'p2', 'c2']}
1769483374.9982188,SENT,d437a73c-f28e-4631-8de7-35ad5bed947a,5b619d64-2a2e-421c-81a4-0697471dfc55,c2,c4,3375,?,p2,
1769483374.998369,CREATED,a0d8350a-318f-41fb-8438-979d637feacc,42faec92-2461-4fae-9a04-809851f44039,c2,c4,27,?,?,surb={'id': 'f399a2bf-74a1-4909-a0f0-cb7ff1716e74', 'route': ['p1', 'e11', 'i9', 'x2', 'p2', 'c2']}
1769483375.4136295,RECEIVED,d359b303-39df-430e-8935-0d9a86bbfcc7,031a2e2e-70e8-45f8-b998-b611479d87f8,c4,c2,27,p2,?,surb={'id': '0ee8ae9c-d224-4c87-ac4e-f21144babf3b', 'route': ['p2', 'e1', 'i1', 'x5', 'p1', 'c4']}
1769483375.4372067,SENT,1f7516ff-4a38-4192-8b37-425b98d07994,ddfeaf3e-ecd6-4c84-bf5d-c34707124bd1,c2,c4,3383,?,p2,
1769483375.4373605,CREATED,d8240bb3-bbce-4064-8860-cb1f4feb7df4,df617f15-174a-450c-bd5b-f7c415f682d7,c2,c4,27,?,?,surb={'id': '6b45eca2-ba78-4936-b9fd-0b988992f297', 'route': ['p1', 'e9', 'i12', 'x1', 'p2', 'c2']}
1769483375.6526213,RECEIVED,96e1071b-9be6-4775-8219-3e5659894bae,6a5a2d95-5b51-4bfa-ba94-eb57700a0108,c1,c2,27,p2,?,surb={'id': 'a526d6cf-f530-4dec-bcd2-0fefbb453b42', 'route': ['p2', 'e6', 'i12', 'x11', 'p1', 'c1']}
1769483375.92098,RECEIVED,9d762b57-e1b5-4fea-8dd9-e5d9c1ac96ab,3cb9dbd5-b8d6-458a-bd88-902fbae9da6a,c4,c2,27,p2,?,surb={'id': '2fca0bd8-359f-4edf-ba03-f675f5fe19ea', 'route': ['p2', 'e5', 'i2', 'x6', 'p1', 'c4']}
1769483375.9363472,RECEIVED,5313cdd3-1694-4272-aabc-5bd7e3e76dc4,335b57f0-286e-4e1e-80bf-3e0e431ad2ea,c4,c2,27,p2,?,surb={'id': '9bb4056b-a58b-4031-b2bb-79342b89b4f8', 'route': ['p2', 'e10', 'i12', 'x4', 'p1', 'c4']}
1769483376.089987,RECEIVED,12cbcbe0-328e-43d7-94a8-1209ab0c9eab,e21d5092-67c5-49c3-b34f-188575f96661,c1,c2,27,p2,?,surb={'id': '9e29d816-8134-4a3e-b159-6c440e0c5fc2', 'route': ['p2', 'e8', 'i12', 'x2', 'p1', 'c1']}
1769483376.1583717,SENT,98d3b5b3-2e9a-4f4b-ac58-fe6899ec3655,9f5528d3-610f-495c-a4d5-e64523240e8e,c2,c4,3380,?,p2,
1769483376.1585178,CREATED,5601a8fa-925e-4c32-b45f-2d4d13ee5620,5ef6865e-e0c6-4bfa-b3c0-f8280a7e7819,c2,c4,27,?,?,surb={'id': '9e478e27-0faa-4e91-bea9-aefab6737d28', 'route': ['p1', 'e5', 'i2', 'x2', 'p2', 'c2']}
1769483376.3029966,RECEIVED,f543b0a1-9fde-4767-a36d-cc89627e5312,70798ec1-3bd0-4df5-874f-533add90b84a,c4,c2,27,p2,?,surb={'id': '5d249710-fb10-4f84-aed3-8299447d4782', 'route': ['p2', 'e7', 'i8', 'x8', 'p1', 'c4']}
1769483376.327852,RECEIVED,aede1162-c5c0-4f5f-b0a3-fef91d9ae127,640d38c5-0874-4396-82bb-ac0b7bfd94ac,c1,c2,26,p2,?,surb={'id': '84874922-5165-48e5-9b6a-e6a856bb2c90', 'route': ['p2', 'e8', 'i12', 'x9', 'p1', 'c1']}
1769483376.3992662,RECEIVED,38cda299-aefc-428d-8802-0b3e1d3b2271,df1b0e81-2612-4ba2-b988-815b20f451a7,c4,c2,26,p2,?,surb={'id': '64cd808e-1db6-4107-86f1-d6cbc1dea9cd', 'route': ['p2', 'e3', 'i8', 'x1', 'p1', 'c4']}
1769483376.4986515,RECEIVED,bc25e06e-3de2-4b7b-a900-e827272a6b65,69af252f-7094-4f8a-a344-d2aefed73d0c,c1,c2,27,p2,?,surb={'id': '2e0f7403-85db-4f53-8af8-f3e1e69de513', 'route': ['p2', 'e8', 'i11', 'x7', 'p1', 'c1']}
1769483376.6318636,SENT,dc0ba1b7-a2d8-40dd-8981-0f2d95b012a2,5ce5a546-dd60-402c-bd40-652a22427aa3,c2,c4,3400,?,p2,
1769483376.6320355,CREATED,7651b677-ac82-487a-be9e-f527aeabd692,a02f78f2-9ac1-4622-8795-48ef0e9e9c0f,c2,c4,27,?,?,surb={'id': 'ac53cf80-2847-4500-ac74-2ca801282844', 'route': ['p1', 'e11', 'i9', 'x11', 'p2', 'c2']}
1769483376.8514578,RECEIVED,8ce79263-4213-4847-a2ff-108483e83c06,6b82f36d-2de7-4228-b361-2f8be7b5bcfa,c1,c2,27,p2,?,surb={'id': 'b603b2e8-8f18-447c-acbe-616808b407a3', 'route': ['p2', 'e6', 'i11', 'x10', 'p1', 'c1']}
1769483377.073491,RECEIVED,afaaf547-4262-428c-9aa9-50d59419ec1a,d0e82a30-2de5-45ad-8242-09fe6fda8bd0,c4,c2,26,p2,?,surb={'id': 'ca8dd851-d12f-4454-9956-2c803983a185', 'route': ['p2', 'e4', 'i7', 'x2', 'p1', 'c4']}
1769483377.212541,RECEIVED,bb42c309-5cb2-42b5-9933-eefde464409f,551c46ae-0558-4714-9861-a55a4949bf3b,c4,c2,27,p2,?,surb={'id': '1f6dbc6c-0f54-4de6-b14b-caf886353fad', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c4']}
1769483377.331042,RECEIVED,a8d7e685-10e7-4e87-b394-855e1f8cf1aa,22f92e63-1123-4dbf-9b43-34e07c59a4ef,c1,c2,26,p2,?,surb={'id': 'b08e83f9-2542-413b-9377-62aa46ba7dba', 'route': ['p2', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769483377.3434982,SENT,0f13f958-7361-4982-8c7b-608cf3cc86bc,a9878b09-7f9b-4104-bec7-0d276df1626e,c2,c4,3390,?,p2,
1769483377.3436475,CREATED,ad8e6c6d-b36a-4fd4-b8ab-369d8a8a110a,630ae0da-d3f1-46d5-9c31-d927e19cd1b4,c2,c4,27,?,?,surb={'id': '25dfff34-53cf-49f9-ab6c-503471479bee', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769483377.4200795,SENT,aa8ff1c5-21d2-4b1d-ad40-fc859e571ef9,6dd1d935-e307-4f41-a2da-5c639d830389,c2,c4,3400,?,p2,
1769483377.420235,CREATED,ae9ae581-f463-4f2f-be9f-fdb93d2138ac,ceb79bd0-f4ea-4157-bb2f-efb7a089f184,c2,c4,27,?,?,surb={'id': '03fc8725-0c8a-4804-b915-579377faf4f0', 'route': ['p1', 'e9', 'i10', 'x3', 'p2', 'c2']}
1769483377.5853071,RECEIVED,fe2f2b0e-eb97-4c64-bdb0-305d1aaa6744,b1238c72-84bf-49ec-a1c4-923c259ea421,c1,c2,27,p2,?,surb={'id': 'd93caa1a-782f-4ce2-9437-f7ea51690900', 'route': ['p2', 'e4', 'i5', 'x1', 'p1', 'c1']}
1769483377.90017,SENT,16799106-af45-48d5-9fb1-1d52b0be1411,6e33c334-580d-4182-bb4d-c516ffddf8e0,c2,c4,3393,?,p2,
1769483377.90032,CREATED,8cc089cf-9650-42b1-9542-564b6efe9445,dc6b1181-1883-456b-a556-135f3649f3c3,c2,c4,27,?,?,surb={'id': '84cccf6f-0e97-44d0-b193-75464a620ed1', 'route': ['p1', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769483377.9600003,RECEIVED,e3c2895f-42f1-4655-9dd6-d666f00d8486,dc5b2bb0-5637-431c-804b-12abab4615b4,c1,c2,27,p2,?,surb={'id': '58e9aee6-a972-478f-b6a6-825d86331130', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c1']}
1769483378.1219563,RECEIVED,1f9f515e-a4ff-4381-b17b-459e27a53d2f,a73b365a-29ec-49d1-8018-d724db759e9e,c1,c2,27,p2,?,surb={'id': '549eed6d-516d-410f-8fe5-bd2fa83d2789', 'route': ['p2', 'e12', 'i3', 'x2', 'p1', 'c1']}
1769483378.277902,SENT,50e63c51-3229-4777-9684-c45203281a45,0a526336-c0af-4156-b803-8f2eb33c2efe,c2,c4,3380,?,p2,
1769483378.2780783,CREATED,f68bdeec-5bf0-448f-9bb3-0ffb984b04c9,7f170b69-7d04-4ea6-ad25-65ad9151903b,c2,c4,27,?,?,surb={'id': 'd00c57c5-bf8a-4bdf-bafc-e535320b78a2', 'route': ['p1', 'e2', 'i5', 'x1', 'p2', 'c2']}
1769483378.4268334,RECEIVED,4228aa64-8ff2-4234-a0c1-378f13f0fce3,34ff9fee-3b5a-42ef-976d-13020e082e55,c4,c2,26,p2,?,surb={'id': '624532b4-79b3-49ff-9180-35d36742fa72', 'route': ['p2', 'e2', 'i8', 'x7', 'p1', 'c4']}
1769483378.4481473,SENT,904b1dc7-4d2c-482c-8306-6f69b40492ef,643e9618-fe3c-46c4-bac8-6f20f907fe1d,c2,c4,3399,?,p2,
1769483378.4482982,CREATED,841b4a91-291f-49cc-9ff4-2878d476a9eb,e277045a-d1cc-462b-9898-e8e33e761e6b,c2,c4,27,?,?,surb={'id': 'be3d55c4-6b49-4a66-95c8-17dd4a5d734f', 'route': ['p1', 'e10', 'i12', 'x6', 'p2', 'c2']}
1769483378.4679372,RECEIVED,9fca99fd-b683-4044-82a4-650576bbfb97,6f980c77-b96e-4ae9-b715-ab5b295e64cf,c1,c2,25,p2,?,surb={'id': '97898502-73f9-45f1-9c3f-51a7f203b764', 'route': ['p2', 'e1', 'i7', 'x11', 'p1', 'c1']}
1769483378.5418224,SENT,d94a23a6-076f-4272-8652-8b05c74ba962,a61ac1a8-fd92-4b4e-9099-a9009d26ce6e,c2,c4,3364,?,p2,
1769483378.5419548,CREATED,628209f7-ffeb-4d25-b77a-b707231f7599,24abce77-c549-4ee1-8f70-442a526a0f1a,c2,c4,26,?,?,surb={'id': '5f827538-db01-4bb6-b1ab-45ddbd8d7f7d', 'route': ['p1', 'e10', 'i1', 'x2', 'p2', 'c2']}
1769483378.918439,RECEIVED,fb310d10-75d8-479a-af8f-32dd5de5a453,bbe6bfdf-1292-4d0a-914b-33f928e354cc,c1,c2,27,p2,?,surb={'id': 'b4805e1f-028d-450a-bf86-7c334da62b4f', 'route': ['p2', 'e12', 'i4', 'x9', 'p1', 'c1']}
1769483378.9325614,RECEIVED,aaa08b28-c957-4617-8be8-5c3c359498d7,368c716e-a5fb-4d29-8a63-ae5e61a19b94,c1,c2,27,p2,?,surb={'id': 'c7bc282c-3749-4a62-a8d3-3a790dac0b08', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c1']}
1769483379.0462377,RECEIVED,a8eb811e-ea8c-442b-b523-25d6d5faa5b1,5bd9b5f9-47ff-431c-bc5e-38c51bd64eca,c1,c2,27,p2,?,surb={'id': 'f6ca581e-d53c-4ea9-91c3-e814965b7f98', 'route': ['p2', 'e12', 'i6', 'x6', 'p1', 'c1']}
1769483379.1516557,RECEIVED,a6e0adce-c2a4-4d71-892d-fecb7b45a31d,a6644a99-8fc9-4ad8-a909-7f7622e29fa3,c1,c2,27,p2,?,surb={'id': 'db3c3df8-b8d9-4ec0-a6c9-ff4cfc95ac8a', 'route': ['p2', 'e3', 'i12', 'x9', 'p1', 'c1']}
1769483379.2226498,SENT,04f8d67e-ea55-46d9-8d20-d20d63387207,c59a31db-e2a9-479a-92df-e7fb2350169d,c2,c4,3364,?,p2,
1769483379.222824,CREATED,46627029-0bc3-4635-9509-f1dc51ca3d3f,296e3b5a-5a7c-4069-9d6a-475605150043,c2,c4,27,?,?,surb={'id': 'ec149a62-fb22-4eb0-b3c6-6b5655ba597d', 'route': ['p1', 'e10', 'i7', 'x5', 'p2', 'c2']}
1769483379.2409177,RECEIVED,50e9ca74-ade0-4ec1-8d58-1e22131c260f,e4ad3ede-9ea9-4639-a1f6-e36ed9cdaa49,c4,c2,27,p2,?,surb={'id': 'c7724636-f707-4550-b7f0-b7afbd762574', 'route': ['p2', 'e3', 'i8', 'x1', 'p1', 'c4']}
1769483379.2433116,SENT,1eff3c09-1ca1-454c-b888-ee4393318824,70732415-87a4-42de-9a06-d044c3d2ff00,c2,c4,3374,?,p2,
1769483379.2434704,CREATED,95b378ce-cc91-4426-8328-84e83b866a4a,0b88d2fe-81e5-4fa5-b520-da3000e95e47,c2,c4,27,?,?,surb={'id': '6034a07f-7c07-492a-b068-4ecde6051b5d', 'route': ['p1', 'e12', 'i8', 'x2', 'p2', 'c2']}
1769483379.349525,RECEIVED,96e71c7c-8ba4-4c2f-ad2f-9180d33dc39a,7278f315-9059-4534-b693-f05f39f8cf34,c4,c2,26,p2,?,surb={'id': '61cafc20-7c9e-4e90-a6aa-4399e0cdc94f', 'route': ['p2', 'e9', 'i10', 'x5', 'p1', 'c4']}
1769483379.3738155,SENT,463d887e-8337-4267-ae5b-99cfc8682e23,9844709f-2762-43d1-b1e8-80218c02143e,c2,c4,3367,?,p2,
1769483379.3739536,CREATED,d7710486-df7a-4bfe-b587-c045c55d155a,336d128e-3d25-44a9-b415-8e739a63db0c,c2,c4,27,?,?,surb={'id': '78b4e261-b7cd-4c6f-b400-cfec1671a68c', 'route': ['p1', 'e10', 'i5', 'x10', 'p2', 'c2']}
1769483379.5728984,SENT,ee5f9b00-ff40-4c2c-b40f-e3f579c054b8,35a8204f-9698-4443-a30c-ec6b2c488343,c2,c4,3355,?,p2,
1769483379.5730789,CREATED,6e36c4a2-436b-4dda-b086-866280b8ae0d,30a00ed9-4b0c-41a8-8d23-7ba1b04247b8,c2,c4,25,?,?,surb={'id': 'f056131b-f5b5-4cf3-86a4-0a3d9db55494', 'route': ['p1', 'e10', 'i5', 'x1', 'p2', 'c2']}
1769483379.7703822,RECEIVED,e732a0ba-ee93-432a-9631-13b455d6dfef,a5cefdd2-b49d-47ba-90ea-d0829f74b94a,c1,c2,27,p2,?,surb={'id': '735b43e5-74de-42ee-8468-5ae4da83cfee', 'route': ['p2', 'e4', 'i4', 'x6', 'p1', 'c1']}
1769483379.8368747,RECEIVED,33036ac5-78fc-4e9c-a297-00f143815b5d,6ac662cd-d02d-4e74-841f-4071da202480,c4,c2,27,p2,?,surb={'id': '2dbf7e57-5c7e-49bc-9c60-a4727488a58c', 'route': ['p2', 'e5', 'i12', 'x12', 'p1', 'c4']}
1769483379.9093544,SENT,ad7cfc76-98f3-4d61-b7fb-803d8947dba9,3c8628d4-7596-4183-a1ec-dbe24b668117,c2,c4,3376,?,p2,
1769483379.9095056,CREATED,1b994882-0caf-48e0-9d7b-8aa7c33b7903,7ed86a3d-e028-4274-a955-febb75c60bee,c2,c4,26,?,?,surb={'id': '644377d7-cbda-4a92-85a6-6448b2343a97', 'route': ['p1', 'e8', 'i6', 'x11', 'p2', 'c2']}
1769483380.075247,RECEIVED,cef00d04-7f67-48a5-87e8-f8232233cd5c,d0cada2a-c761-4fa6-b731-08b23c247607,c4,c2,26,p2,?,surb={'id': '8631a96f-fdd6-4fcd-a01e-c637cd0999c1', 'route': ['p2', 'e9', 'i4', 'x9', 'p1', 'c4']}
1769483380.1938272,RECEIVED,be4ccf01-eb37-482e-bbb6-e40e61aa4f84,f008ac46-b45e-4e53-9f5c-459f37f995e9,c1,c2,27,p2,?,surb={'id': 'e85739f2-5dc5-4429-8273-60215d8e768a', 'route': ['p2', 'e12', 'i12', 'x6', 'p1', 'c1']}
1769483380.2338166,SENT,fab43902-746c-45bf-9e92-aa1bc78d84cb,0d85f050-bcdd-492d-be38-152413b053d1,c2,c4,3363,?,p2,
1769483380.2339673,CREATED,5958d581-6338-4592-aa94-470506fc26f4,c5fb081d-ddcd-450c-b381-a0a0e3956e4a,c2,c4,26,?,?,surb={'id': 'b3a38d95-fe3b-4f5f-b443-4c26fee60ed9', 'route': ['p1', 'e5', 'i3', 'x11', 'p2', 'c2']}
1769483380.7776325,SENT,c3cf5027-941f-4acc-aa21-1ff8763fdb51,20045a9b-f563-4cee-a820-97357856b2d5,c2,c4,3367,?,p2,
1769483380.777781,CREATED,08cd1d17-2723-4ade-85d0-7a455ec1b9ba,b1e15d7d-998b-453c-bf2a-c3513993e6d8,c2,c4,26,?,?,surb={'id': 'b5fe41f1-d2d5-4db3-a86f-32341c8bcd9a', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769483381.1008353,SENT,ccf5424b-d457-407e-b918-8ca0deec6e60,3a2c7628-2501-4c18-a910-d303eeecd954,c2,c4,3391,?,p2,
1769483381.1009853,CREATED,d59ab4fe-fb1c-4bf4-92f9-56b1acf21467,7ced4451-5e1e-468b-8f84-6c4823fce167,c2,c4,27,?,?,surb={'id': 'd7f1d182-ce15-4942-a811-928a69add34c', 'route': ['p1', 'e5', 'i5', 'x9', 'p2', 'c2']}
1769483381.1103754,RECEIVED,4b280606-b4a9-4ed6-9241-62442931d97c,d67a0fcb-e0f4-4ce1-a3ba-a1cd5f426a31,c4,c2,27,p2,?,surb={'id': '01a4dc37-0d99-4089-b66b-2da10770e9d6', 'route': ['p2', 'e3', 'i12', 'x6', 'p1', 'c4']}
1769483381.153843,RECEIVED,a0ecb53b-037b-44a0-92b7-8b7dc98a2ce3,d6eedfe5-4a81-425e-a5dc-8d0e49f12da6,c4,c2,27,p2,?,surb={'id': 'c70b6113-be63-4bd6-896f-8a8db2fcd671', 'route': ['p2', 'e5', 'i3', 'x4', 'p1', 'c4']}
1769483381.3028595,RECEIVED,e3c5bdb9-b5f1-43c7-a3d4-eea33165abdb,5c3dbc1a-d374-4823-92e6-9c27c3d61c3f,c1,c2,27,p2,?,surb={'id': '6e88c67a-c5e8-460b-92a0-1b3ff95d0a84', 'route': ['p2', 'e4', 'i3', 'x8', 'p1', 'c1']}
1769483381.4112022,RECEIVED,441e129a-92c6-4d09-8150-2df2a6db8252,2ea7be79-688e-4232-98fe-b7afcc6b8caa,c4,c2,27,p2,?,surb={'id': '2897d7f5-3c96-45b4-ae62-584a29bf1342', 'route': ['p2', 'e11', 'i8', 'x5', 'p1', 'c4']}
