timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769483358.8335073,SENT,02541bd0-8541-492f-8fdd-486e4b3bff1f,8b91e9da-ddd6-4cbf-8f68-30caaa9f153f,c5,DROP,2015,?,p2,
1769483358.8336294,CREATED,7f441c34-3908-48e0-b1a0-719f1cd0e8d4,ff151cbf-507e-4754-a7c6-ce1fdc64f9f6,c5,DROP,27,?,?,
1769483359.1962914,SENT,7346b3a9-41a4-4e06-a5fc-62f247c64717,43cfd291-518a-4d9f-892c-10a94dbf12d7,c5,DROP,2028,?,p2,
1769483359.1964257,CREATED,b705e194-8f9a-4dde-8f4e-0bfa08a530b6,936228f0-712e-49f1-951c-598ab6656a03,c5,DROP,27,?,?,
1769483359.2662897,SENT,f9ebebff-73f9-4739-9e12-a117268ce942,05d17276-c1d4-479a-aa60-61eebd5e8ef6,c5,c3,3383,?,p2,
1769483359.2664459,CREATED,0cf7b10f-3c49-4100-a338-a6fe6037e6a5,8ac6612a-afdc-4d8e-bc4e-7cac9c901780,c5,c3,27,?,?,surb={'id': '632b8536-884a-41ea-9253-4edbbc2143f3', 'route': ['p3', 'e3', 'i12', 'x12', 'p2', 'c5']}
1769483361.5667164,CREATED,c209b8af-d407-4c21-a6e3-bbb10eabf812,084cda97-552e-42f8-923f-5b43c345f3ff,c5,c3,27,?,?,surb={'id': '953ff82a-c651-4911-8a95-a308b37b90e1', 'route': ['p3', 'e10', 'i12', 'x2', 'p2', 'c5']}
1769483362.1651344,RECEIVED,dee4da2e-71b4-4d11-b061-3823ff30241a,03e7ee36-e9ed-4134-a491-8e0ebea9217c,c3,c5,27,p2,?,surb={'id': '8a3f1499-e0d0-4a79-bdf8-df7f1b019372', 'route': ['p2', 'e1', 'i9', 'x9', 'p3', 'c3']}
1769483362.5620084,SENT,9bb6afbc-5677-402c-8bc5-43e79f2c36b0,24128be1-1f85-4521-a812-d46eac64ed9d,c5,c3,3400,?,p2,
1769483362.562187,CREATED,489a3148-f953-48fb-892b-3dd637b4a32c,99a8ea12-5153-4120-89aa-229ff4b350d8,c5,c3,26,?,?,surb={'id': 'ee425dd5-3976-47d0-8174-9e2469b3435d', 'route': ['p3', 'e12', 'i11', 'x3', 'p2', 'c5']}
1769483362.9068913,SENT,2aa133a2-2826-4a27-bc0d-38f29fa86d2e,16fcee02-8d7b-4f9a-8073-9967b76c29bb,c5,c3,3359,?,p2,
1769483362.9070373,CREATED,1b38ea3f-a2e6-42a2-8520-2d17dc5a9a3c,0250a451-7064-4be1-8882-52c8677d2f80,c5,c3,26,?,?,surb={'id': '3a4e8259-f598-4784-b3a9-6128076ea0ac', 'route': ['p3', 'e3', 'i8', 'x10', 'p2', 'c5']}
1769483362.946559,SENT,2523c21e-a189-4aa5-9d7d-671f03a89b0d,6ba1d88f-7234-4ee0-8203-6c77af29c15d,c5,c3,3360,?,p2,
1769483362.9467072,CREATED,fbc01641-c81d-47dc-8ada-141965317ee1,ea092392-b79e-426b-802c-509504aefe37,c5,c3,27,?,?,surb={'id': 'fc8e3fc5-115b-4a8d-a86d-97f02f1095bc', 'route': ['p3', 'e4', 'i6', 'x3', 'p2', 'c5']}
1769483363.066965,RECEIVED,95ca9d04-0fae-41c4-9d46-c9a24abcb551,0b74b186-a2d1-4d95-bdc1-7f2a898275f4,c3,c5,27,p2,?,surb={'id': 'ec7be5fa-aaa1-476f-b4f8-ac2f2ddf314f', 'route': ['p2', 'e2', 'i5', 'x3', 'p3', 'c3']}
1769483363.3041065,RECEIVED,429b03be-115d-43b6-8f4b-701451484d1e,29095e23-7104-47b1-aa29-8db924213533,c3,c5,27,p2,?,surb={'id': '0ea58d35-38aa-4d58-916b-9c7c780e7f4d', 'route': ['p2', 'e11', 'i7', 'x11', 'p3', 'c3']}
1769483363.9169233,SENT,12c6e86c-a976-4e5b-ba5f-e169786c9467,17b0224a-8ec3-4d4a-baef-bbd7fbcee498,c5,c3,3383,?,p2,
1769483363.9170964,CREATED,7772b5d1-0db7-496d-8890-76a6ea57cc97,e2918cec-1b13-450b-82db-7329ac6a3c75,c5,c3,27,?,?,surb={'id': '83cadbf5-eda3-415d-b229-8d3b52168841', 'route': ['p3', 'e11', 'i4', 'x6', 'p2', 'c5']}
1769483364.0798156,SENT,02deeaf1-b7ce-4365-9478-762debefdbbe,5a4c6773-13f4-40e1-afc7-6bddb9f6c77f,c5,c3,3379,?,p2,
1769483364.0799627,CREATED,b458c3b2-9104-4aa5-ac33-35098379b8b3,de55737b-e2d2-46d4-bf24-93b24db89361,c5,c3,27,?,?,surb={'id': '1d930a1c-d6a8-4e3e-b3f9-fb718c5b26e9', 'route': ['p3', 'e9', 'i6', 'x10', 'p2', 'c5']}
1769483364.30745,RECEIVED,a1683c33-26ef-46c8-b2c6-82b90d7e80f8,874a301c-8836-468f-b27f-3c154fc7dca3,c3,c5,27,p2,?,surb={'id': '0bd003bc-3c46-4542-9dd6-a1246619d3f3', 'route': ['p2', 'e8', 'i1', 'x6', 'p3', 'c3']}
1769483364.4518332,SENT,770a9433-973b-4220-ac59-6aacb9613941,bb4ef784-67ef-48ac-b8e7-9f8959f3007b,c5,c3,3375,?,p2,
1769483364.452029,CREATED,be06b309-4bc5-4f73-99bd-c2a712f71052,b1528873-3e16-41c2-b06b-d26741f8559c,c5,c3,27,?,?,surb={'id': '8ecbf8dc-d530-4f05-8619-874b2b9d726d', 'route': ['p3', 'e1', 'i1', 'x6', 'p2', 'c5']}
1769483365.3325005,RECEIVED,87b448c5-b10f-4256-a9c0-506032d17cc3,652813ba-1976-46e6-92e5-936d63a458d1,c3,c5,27,p2,?,surb={'id': '7b35cdeb-87ca-420b-ac98-cf8cb71647b8', 'route': ['p2', 'e5', 'i2', 'x4', 'p3', 'c3']}
1769483365.4437006,RECEIVED,2172718d-1423-4da4-80e2-eea5b300786a,0768788a-caf1-4a72-81fb-ae67b6892e3b,c3,c5,27,p2,?,surb={'id': 'b9ddb6a8-98da-4361-8d84-d404cd467997', 'route': ['p2', 'e2', 'i4', 'x3', 'p3', 'c3']}
1769483365.560449,SENT,48ff4a47-5dec-4a34-aa2f-979fc77b4f7d,48994ed5-7170-4808-82ef-d153e935958a,c5,c3,3371,?,p2,
1769483365.560597,CREATED,8d5e42cd-735a-4d45-8aac-050ea8d4ea07,e54102cd-004e-44d0-b86b-c22b2e84cfc9,c5,c3,26,?,?,surb={'id': '042c90e1-bb86-40b7-af49-3d10ea94880c', 'route': ['p3', 'e2', 'i1', 'x6', 'p2', 'c5']}
1769483365.585043,RECEIVED,645f365a-32e4-4248-bd5e-48a0259fe77c,52e83f19-80bd-4b89-9508-1307f3990250,c3,c5,27,p2,?,surb={'id': 'db761cf2-fd19-4795-b24c-0585bb60373c', 'route': ['p2', 'e9', 'i7', 'x8', 'p3', 'c3']}
1769483366.0609796,SENT,46da333a-fac8-4c4c-95bb-fffadad4cd80,68f750db-faae-4774-9f96-2ff317eaafbb,c5,c3,3403,?,p2,
1769483366.06116,CREATED,b840ed0c-5ce1-4fbc-bddd-151d7675fade,f33c142f-5594-4066-8f8d-2afbe99afb9b,c5,c3,26,?,?,surb={'id': 'e1abaed2-91b7-4002-ae4b-c87d809ee32f', 'route': ['p3', 'e11', 'i10', 'x12', 'p2', 'c5']}
1769483366.1355267,SENT,dd969790-d643-4372-82a6-76fc056a8d11,5f92d557-4e02-40c8-bee1-ac27cfe77aca,c5,c3,3376,?,p2,
1769483366.1356876,CREATED,1ed82d29-115e-4e09-b7c8-c1d70fce0400,831e3f59-d940-45f7-9ad0-b2855fd57218,c5,c3,27,?,?,surb={'id': '7e0d13b0-aa42-4a7f-bae7-31c13ee73823', 'route': ['p3', 'e3', 'i5', 'x1', 'p2', 'c5']}
1769483366.1493115,SENT,39e72c8c-40f4-47b3-adcb-41579ed41871,436aafa5-a249-4f9a-9558-3c5d92c1ab14,c5,c3,3400,?,p2,
1769483366.149458,CREATED,dbdcad91-4905-4a8c-b18e-8a2795af7ed2,07906f33-3017-4b90-8d1a-3139e1719b1a,c5,c3,27,?,?,surb={'id': '442fbb4c-872d-4511-b41f-c7b3dcdb6ef6', 'route': ['p3', 'e3', 'i10', 'x10', 'p2', 'c5']}
1769483366.526616,SENT,860cd95b-faeb-412b-9b40-bb388aa9603b,2971aade-9d4c-4cc2-96a5-02e40e45ee36,c5,c3,3395,?,p2,
1769483366.5267646,CREATED,d609f65b-7002-4270-97da-d5d73c568fbd,df018b3c-034a-40ea-805c-6ee15152e8a7,c5,c3,27,?,?,surb={'id': '839b4254-3eb8-44bb-992d-adbed1a72b57', 'route': ['p3', 'e11', 'i7', 'x11', 'p2', 'c5']}
1769483366.6975658,RECEIVED,1c5387a0-390b-4669-95a2-129dfe4ce027,6b971022-04c7-4f07-9bc1-e1189f981584,c3,c5,27,p2,?,surb={'id': '6d2dd51f-aa22-4cd0-a3b0-846bd5727f01', 'route': ['p2', 'e11', 'i2', 'x3', 'p3', 'c3']}
1769483366.7140384,SENT,60a887d0-ad53-4413-b40d-8b77e8492524,fa4532fd-84b5-4e75-8bbd-0f63ec775c8f,c5,c3,3389,?,p2,
1769483366.7142181,CREATED,46a7b746-e12b-430b-8d64-514188fb05a7,082926d3-ac67-4d82-b612-40e26401f11c,c5,c3,27,?,?,surb={'id': '62b56d7a-69c8-4de7-bb49-ffab05ec90a3', 'route': ['p3', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769483366.863418,SENT,926eb63c-8b56-46c5-8cdf-ab5757f3f4e2,47ef078b-c07b-4f62-a730-c66ed73e1a43,c5,c3,3384,?,p2,
1769483366.8635616,CREATED,8482d0be-0983-48bb-bb66-5a838f24b60c,8026c696-ef06-4472-990b-17c14a65192f,c5,c3,27,?,?,surb={'id': '824c2639-3641-4769-902a-4fb020297853', 'route': ['p3', 'e7', 'i3', 'x5', 'p2', 'c5']}
1769483366.939717,RECEIVED,1945268a-d154-4553-ad00-577d554424a8,2df4ed9e-040a-4348-81ed-a7e170ee2bc9,c3,c5,27,p2,?,surb={'id': 'd8b2a004-9813-428c-a7a4-dc618edae7a6', 'route': ['p2', 'e9', 'i11', 'x1', 'p3', 'c3']}
1769483367.6671503,SENT,4fbefe1b-dc9f-44c9-b3b6-f8525ccbc008,4d474efc-e6fa-4b07-9f43-07d091c3a671,c5,c3,3383,?,p2,
1769483367.6672122,CREATED,273600de-a9ed-4561-849e-5fa9f2373f5a,a40ac5fb-2da0-4afc-9dd9-afb8357dd63b,c5,c3,27,?,?,surb={'id': '3e168194-f762-4d58-ba8d-dd63a0519d28', 'route': ['p3', 'e1', 'i2', 'x4', 'p2', 'c5']}
1769483367.8383362,SENT,82670ab1-618b-43ca-9130-e9445b998ca0,affb9f67-7215-45c2-86b8-c44f959aeda2,c5,c3,3356,?,p2,
1769483367.838494,CREATED,8568fec1-6984-42ac-9ef5-8bdfbf3f909e,d291538c-c6f7-4fe0-880f-65bcba295dbc,c5,c3,26,?,?,surb={'id': '6bfcd5e1-b9f5-4514-8c73-b1c50b600447', 'route': ['p3', 'e4', 'i8', 'x5', 'p2', 'c5']}
1769483368.242431,RECEIVED,8832572a-f728-4a04-9dab-f1a65b23e7e2,b89bfb82-84b0-4743-9bcd-16d8fce11c13,c3,c5,27,p2,?,surb={'id': 'df2057c3-740a-456d-979d-639173b3d02b', 'route': ['p2', 'e6', 'i12', 'x2', 'p3', 'c3']}
1769483368.254142,SENT,7a0ed628-3ef3-4999-a284-d75d7ea9cd16,0af23fd5-34a0-4068-8fc4-3de925b81007,c5,c3,3375,?,p2,
1769483368.2543128,CREATED,b6bc30ca-cef6-40a1-b732-bdb5780602eb,1a035fa3-76b7-4015-915b-2651978172e9,c5,c3,27,?,?,surb={'id': 'f7e3eee4-af5a-4de1-bfd2-9117ebc00714', 'route': ['p3', 'e2', 'i11', 'x10', 'p2', 'c5']}
1769483368.4143136,RECEIVED,8ef5fdbd-76fb-481b-bcb1-688e163a9793,fe077533-d129-4cf9-b8b8-631f430a858a,c3,c5,27,p2,?,surb={'id': 'f7411ee2-eb4c-4038-90c3-8fb65e8b303a', 'route': ['p2', 'e11', 'i3', 'x11', 'p3', 'c3']}
1769483368.6627777,SENT,ed7f871b-9ce4-4dfa-8a5c-9a825495bce6,781bccd3-f2c5-41ca-8e1f-ac681c638cf9,c5,c3,3376,?,p2,
1769483368.662923,CREATED,a3d40550-84d9-412d-b1f6-a5900ff8bb15,98bdb8dd-875c-4769-b711-187c4b66dc27,c5,c3,27,?,?,surb={'id': '76feb36d-af47-4c67-913b-90bc868f68c0', 'route': ['p3', 'e6', 'i6', 'x5', 'p2', 'c5']}
1769483368.8823073,RECEIVED,87f19a95-24aa-4723-91a2-eba1ed2d880a,56fa394f-27d1-407a-a8ff-914c8a24aece,c3,c5,27,p2,?,surb={'id': 'efd93d5e-ccf6-4b34-ba6b-4503d4456478', 'route': ['p2', 'e9', 'i12', 'x4', 'p3', 'c3']}
1769483369.712362,SENT,3045576c-3a7b-4a43-bf05-459002f1d9c5,2697df61-db9e-4284-a666-68d7f84641ab,c5,c3,3360,?,p2,
1769483369.7125053,CREATED,ca0fd78e-3a50-4bd9-bdc9-f8af064af0ae,d2f65ce0-5ce3-4225-903f-06bad25d404d,c5,c3,27,?,?,surb={'id': 'c4f8c15f-1cf4-461c-a75e-bff169282b5a', 'route': ['p3', 'e11', 'i2', 'x7', 'p2', 'c5']}
1769483369.736128,RECEIVED,5665109c-e611-4981-8256-8146724d78f0,cba0d27e-5a77-4b9b-a024-818a6c3e4e28,c3,c5,27,p2,?,surb={'id': 'd8cff0bf-d57d-468c-b91c-c671a36f26dd', 'route': ['p2', 'e9', 'i2', 'x5', 'p3', 'c3']}
1769483369.7742279,SENT,30f6e33c-2f9a-4d1e-b3af-c9b1a973faae,21fb15b8-b14d-4e70-bc49-3d10b97ec402,c5,DROP,2015,?,p2,
1769483369.7743587,CREATED,be8835b4-d3ee-4a28-b4f5-4a4c4798d046,5d0cc53c-d954-4b9a-ae5b-5d909f5e9f52,c5,DROP,27,?,?,
1769483369.8904746,SENT,a82b27d8-b059-4adf-8900-8871f41e3e5a,6344ed11-d82a-4dfb-9f5d-dc269624773b,c5,DROP,2015,?,p2,
1769483369.890605,CREATED,bf7adf9f-25fd-4dd1-85e8-306dd6fffb14,79efbf72-c743-4aad-8ab6-1778c4ca725c,c5,DROP,27,?,?,
1769483369.9445457,RECEIVED,0dbc11a3-ed01-4d6f-9d46-8bfc074800ef,6ec42d5d-1ee3-454c-a0a4-ac92ab688fb2,c3,c5,27,p2,?,surb={'id': '79e6b8c9-d710-4839-aa20-44938478edbe', 'route': ['p2', 'e5', 'i12', 'x9', 'p3', 'c3']}
1769483370.0194588,RECEIVED,df2becf1-1933-49c2-a70a-f4e3e1a5d2ec,2493dc89-053a-48c1-ba62-1954d92227f9,c3,c5,27,p2,?,surb={'id': 'c8904e51-5654-4aba-a12e-bb48c5044dc2', 'route': ['p2', 'e11', 'i9', 'x4', 'p3', 'c3']}
1769483370.261849,SENT,306ce925-484a-4a24-8927-9aa19180e9bd,fd3aae47-ddc6-4086-8215-5380a883bd71,c5,c3,3388,?,p2,
1769483370.2620149,CREATED,29da21d6-1c46-40f3-9415-ce5b026ac4e2,9d73c404-e453-40a2-994c-c234aea35f97,c5,c3,27,?,?,surb={'id': '5a3c1cd5-fdd2-4384-b9a8-94a2ee6b2ef3', 'route': ['p3', 'e2', 'i3', 'x11', 'p2', 'c5']}
1769483370.5541275,RECEIVED,f1fc4f76-2a55-4870-8868-42d9e13f4c79,cbefbd24-79f5-415c-b85c-73bff8161d69,c3,c5,27,p2,?,surb={'id': '58f31e25-c85c-4847-89b1-19f161e2c19f', 'route': ['p2', 'e8', 'i6', 'x6', 'p3', 'c3']}
1769483370.8341458,SENT,457797d4-b565-4a6b-aa30-a45559edb5a6,6ec28481-c883-4e36-9d2b-b37c78c42618,c5,DROP,2043,?,p2,
1769483370.8342125,CREATED,92ae1197-e27e-4b7c-a384-b745761fd22d,1ba36bbf-c00f-4a1d-a930-4e09f430bd8b,c5,DROP,27,?,?,
1769483371.3525941,SENT,ac47c4ea-2880-445d-814a-0bf7cde69fcf,d7020933-ebf4-40d3-9d5d-f63e6fd6e318,c5,c3,3376,?,p2,
1769483371.352742,CREATED,2f23d41e-c26c-44c4-a245-e86534d47c46,162a3726-cd23-47bc-b582-919132847e78,c5,c3,27,?,?,surb={'id': 'dab5f3de-be4a-4154-8cb5-e674d70d87f0', 'route': ['p3', 'e1', 'i6', 'x3', 'p2', 'c5']}
1769483371.3736258,SENT,c500ef5c-7451-4b96-9ee6-a8b120474e39,87d3c96c-6197-4f1c-a2d6-5e8de63d21b8,c5,c3,3382,?,p2,
1769483371.3737679,CREATED,f461a189-563f-4123-ae06-29f397cd8ec0,913f1822-cd72-43fc-b459-ff1f6a53519b,c5,c3,27,?,?,surb={'id': '12c57bdc-0b56-4e3b-84ab-8ff69888e5c6', 'route': ['p3', 'e3', 'i5', 'x3', 'p2', 'c5']}
1769483371.5793781,SENT,b44819e9-a5d1-4847-a4b4-7204e5b1fabb,fc58ceb6-895d-4df4-b721-fce970228d96,c5,c3,3359,?,p2,
1769483371.5795264,CREATED,09a1d391-cd7b-461d-999f-7782ba33b93a,82cf786a-2f72-424a-86f1-3a1792427f26,c5,c3,27,?,?,surb={'id': '0c957b8a-5963-4469-9987-77761be79e70', 'route': ['p3', 'e1', 'i5', 'x12', 'p2', 'c5']}
1769483371.6533127,RECEIVED,ae67f193-6429-46b9-88e5-60fdd614296e,49bef94e-0e04-48e0-90c0-5a8dea94b549,c3,c5,26,p2,?,surb={'id': '1701e993-ecb4-43cc-a150-a379cb43e5ec', 'route': ['p2', 'e6', 'i10', 'x8', 'p3', 'c3']}
1769483371.7718878,RECEIVED,cd59a90f-f897-41e7-b687-63032d6e445b,58078767-ac16-49a6-97fe-a7a84ee076f1,c3,c5,26,p2,?,surb={'id': 'dabbe951-0e3c-4e9e-a97d-9783974dae9a', 'route': ['p2', 'e2', 'i2', 'x3', 'p3', 'c3']}
1769483371.9657552,RECEIVED,d0bedcab-7e61-4a40-8acd-67e31900a532,1796616d-a2d9-4cde-adf4-ed292343d7f5,c3,c5,27,p2,?,surb={'id': '4a1dd0da-7ec1-4119-b0c7-74d30e8af016', 'route': ['p2', 'e4', 'i12', 'x7', 'p3', 'c3']}
1769483372.0034423,RECEIVED,01bae6d3-b62b-419e-a4d6-8833a6beec79,1b0f9d4f-97e6-4520-9b28-7cc38ff3f954,c3,c5,27,p2,?,surb={'id': '61efe1df-e934-41be-a464-68cbf8b3749d', 'route': ['p2', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769483372.4024594,SENT,b44bf3bb-18ea-493a-8c24-847a5c1f9d33,b4237756-cd0e-414d-a5fb-e2adb53b14aa,c5,c3,3380,?,p2,
1769483372.4026158,CREATED,f36a4856-b243-4bca-bdc0-3797ee930e31,6a5e9804-c733-41de-8b80-418145bdacc4,c5,c3,27,?,?,surb={'id': '6aa71c97-e285-4dc1-89d5-c59d42472fdd', 'route': ['p3', 'e1', 'i5', 'x5', 'p2', 'c5']}
1769483372.5186133,SENT,59cc78b8-5223-427c-91a7-867b75c4b332,ac0af154-6b48-4310-aaf3-914e10625928,c5,c3,3389,?,p2,
1769483372.5187526,CREATED,06dff606-db3d-45da-8f4c-7be159e00940,3ae1137c-9f5c-4a94-9e9d-7a4cc4b885e6,c5,c3,26,?,?,surb={'id': '884f8c11-b420-424b-b8e1-62fb26c78fa9', 'route': ['p3', 'e8', 'i10', 'x11', 'p2', 'c5']}
1769483373.5641932,SENT,6c601f5f-304c-4ebd-adef-b06e3dfe7712,0ea6403a-291a-405b-9d98-9bd91f22b01b,c5,c3,3375,?,p2,
1769483373.5643418,CREATED,6b442b39-1cd6-45a4-a2bb-f67eafaab082,8b2ad4a3-0633-4436-a5df-02457e041c0a,c5,c3,27,?,?,surb={'id': '23b953a8-44c4-48e1-aab9-e73b64839b7b', 'route': ['p3', 'e5', 'i1', 'x6', 'p2', 'c5']}
1769483374.0389125,SENT,8486b41a-2aea-455c-abc5-bae7998e1f9b,cf81200c-7d8d-4d70-be09-5de8902575ec,c5,c3,3393,?,p2,
1769483374.039091,CREATED,0fd6aaef-aa37-4f23-966e-7a7618c6a20d,25d1f1eb-a0b4-47c1-9bfb-fc325662cf8d,c5,c3,27,?,?,surb={'id': '2494e673-33cd-47a7-837a-41e0cc5e508c', 'route': ['p3', 'e4', 'i5', 'x1', 'p2', 'c5']}
1769483374.1203573,SENT,4ff281fe-2712-46ae-af98-daf65d0a5eb1,cc90b738-7972-42e1-93bb-a1bca6068b16,c5,c3,3379,?,p2,
1769483374.1205072,CREATED,c66df1c6-42a5-4e4d-ab07-3062d20e3d0b,98fc993a-8028-4ce9-809c-3acdb9872ca9,c5,c3,26,?,?,surb={'id': '1519a290-236f-4106-800e-b722072d8156', 'route': ['p3', 'e12', 'i2', 'x12', 'p2', 'c5']}
1769483374.6621025,RECEIVED,90f297cc-4be6-42c9-aebe-f731a3f8a441,b0a83b21-4f74-4ebe-af76-feb1d519128b,c3,c5,27,p2,?,surb={'id': '6fd3e39b-5387-4ce7-83e8-4477fa6668fa', 'route': ['p2', 'e6', 'i5', 'x7', 'p3', 'c3']}
1769483374.7602253,SENT,5599bc24-04e7-4dfa-8b15-4c0cf6058c6f,e468a56d-dd0b-497d-a289-57dc502f3b73,c5,c3,3387,?,p2,
1769483374.762484,CREATED,b966ebbe-873f-4fc6-85dc-33ad3527dff7,307dac52-a94b-4ac2-be4f-3697e956f949,c5,c3,26,?,?,surb={'id': '2b53659e-985e-4652-be5a-c5ab91415057', 'route': ['p3', 'e3', 'i6', 'x7', 'p2', 'c5']}
1769483375.1244462,RECEIVED,80a0d9e5-7de8-41f8-81d5-e10580661cc1,14b01909-e479-4e3a-b417-ace17c78294f,c3,c5,27,p2,?,surb={'id': 'fa81c3db-4e90-4557-b4f3-0e80f50d4bcb', 'route': ['p2', 'e3', 'i10', 'x11', 'p3', 'c3']}
1769483375.5065985,RECEIVED,f07cb39d-9b1e-4982-aa1c-9359cc705dc4,4f8c84c5-cfcb-4dbd-9629-1e7be62f90d7,c3,c5,27,p2,?,surb={'id': '04f7b765-bedd-4a86-a197-2be00caef40f', 'route': ['p2', 'e6', 'i12', 'x7', 'p3', 'c3']}
1769483375.762414,RECEIVED,374d1bae-0a6c-4dcb-8f72-baf731f72532,eadf4ce1-61a3-4d18-a28b-5ded90f1efb3,c3,c5,27,p2,?,surb={'id': 'd6899080-6a26-4a01-90c6-6c46d982f074', 'route': ['p2', 'e6', 'i8', 'x2', 'p3', 'c3']}
1769483375.888079,SENT,50720a11-d93f-4aec-9b72-3af5a97369f7,2fd79e77-5085-499b-99c9-9b33f6654d51,c5,c3,3379,?,p2,
1769483375.888214,CREATED,2b695dac-936f-4ee7-9a2d-b722743d642a,c3b226fa-01d5-4c1b-9a98-078acb88fe48,c5,c3,27,?,?,surb={'id': '56d79228-cd3c-496e-bf08-36d2d470f53c', 'route': ['p3', 'e8', 'i8', 'x4', 'p2', 'c5']}
1769483375.894134,SENT,8c0ce426-718f-4c26-b7b1-1c72a8de9559,59c48ebf-e969-4db8-bb54-5cd8fcb6ca80,c5,c3,3378,?,p2,
1769483375.894285,CREATED,7403c2ea-4e10-414b-9211-eb62ad2e942d,9d2448eb-1a62-4fee-9a3d-61b52228f2ba,c5,c3,27,?,?,surb={'id': 'f04145bd-9d0f-425b-a40f-c2542ebad7b7', 'route': ['p3', 'e7', 'i11', 'x10', 'p2', 'c5']}
1769483375.9178994,RECEIVED,007ae4fc-218d-479c-abb4-f0df5a210bc4,23beaebc-4127-4faf-96fe-962470d3d4a8,c3,c5,27,p2,?,surb={'id': '373cb078-2619-4f07-8588-b0a148402b9b', 'route': ['p2', 'e8', 'i4', 'x3', 'p3', 'c3']}
1769483376.1123157,RECEIVED,b672b750-5159-4c0a-b20b-f853bbceebab,0b7bd053-ab63-4db2-af44-fffb1943a6ec,c3,c5,27,p2,?,surb={'id': '38be1e33-1268-42fa-9523-1a09cccfa751', 'route': ['p2', 'e5', 'i10', 'x8', 'p3', 'c3']}
1769483376.6488688,SENT,6657c4dc-4f93-4eb0-ad2c-e5861260489f,a375e5f9-19ff-4671-8b5f-65dec77035fd,c5,c3,3371,?,p2,
