timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769736814.6317,SENT,8625e0e6-f217-4ae9-9992-1b8edba1dc14,da232bd2-0de0-4b43-a058-92940e91e0af,c5,DROP,2020,?,p2,
1769736814.6318293,CREATED,8c351cc0-4017-41ad-96ba-51c05b61538a,39903828-ebb6-4c5e-acab-ab1e740f4c3d,c5,DROP,27,?,?,
1769736814.9578104,SENT,d2a509c7-0b9f-4c00-9ad5-fc2ac9a210f6,5802dbb6-b695-44cd-9683-283a63f95838,c5,c4,3389,?,p2,
1769736814.9579475,CREATED,d315f306-3bbf-442b-bbda-218cbed43939,f27d711c-3655-4ce5-8eff-a51a8fc9f374,c5,c4,27,?,?,surb={'id': '5b13ac53-3219-442d-9358-f8f97aaeec81', 'route': ['p1', 'e11', 'i4', 'x2', 'p2', 'c5']}
1769736817.1220803,CREATED,e5f4c642-e95e-42b0-83d8-10c9f1f6077b,0a701bff-bed7-41d9-aa88-23a1e0026c44,c5,c4,27,?,?,surb={'id': '3af09ebd-6b12-42dc-8bbc-7480582e4c96', 'route': ['p1', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769736817.1675332,SENT,42ac9192-5f50-4962-8614-622dfbb9531c,6239484e-5b6a-49a3-8cf5-b25d16835a1b,c5,c4,3397,?,p2,
1769736817.1676674,CREATED,7e9edb39-642a-4cbe-ae98-d5c6eb77f3df,0a701bff-bed7-41d9-aa88-23a1e0026c44,c5,c4,27,?,?,surb={'id': '3af09ebd-6b12-42dc-8bbc-7480582e4c96', 'route': ['p1', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769736817.3096702,RECEIVED,e857edc1-1c81-4abf-b575-10e71015bba4,0300ab37-0638-4d53-8697-c628d2e4d315,c2,c5,27,p2,?,surb={'id': '40b681f3-64f0-40af-861e-a5f2adec72d2', 'route': ['p2', 'e1', 'i9', 'x7', 'p2', 'c2']}
1769736817.6142204,SENT,07ed068e-3d1f-4512-af58-f00e14bcd35d,8895f914-5062-4402-902a-6d69e6565e17,c5,c4,3362,?,p2,
1769736817.614467,CREATED,0506a523-0459-429f-8164-ed0d3452767c,e3af18d8-b1bd-46e9-81d4-1609fc73a96e,c5,c4,27,?,?,surb={'id': 'f3921b7c-3555-4bd0-bdbe-934881e4fb7b', 'route': ['p1', 'e12', 'i5', 'x1', 'p2', 'c5']}
1769736817.658493,SENT,ee926d78-568d-4d31-924e-fafb32b1decc,65a73099-aa82-4aa5-83f4-6ed9cc2c6b46,c5,c4,3372,?,p2,
1769736817.6586268,CREATED,d76a8452-5caa-407a-8941-b38f2c9e2475,e3af18d8-b1bd-46e9-81d4-1609fc73a96e,c5,c4,27,?,?,surb={'id': 'f3921b7c-3555-4bd0-bdbe-934881e4fb7b', 'route': ['p1', 'e12', 'i5', 'x1', 'p2', 'c5']}
1769736817.72065,SENT,376aaf25-7715-4a08-b52b-b1107ecdda7c,f2da963b-9f9f-4b2d-b306-8cca36cba95f,c5,c4,3359,?,p2,
1769736817.7207847,CREATED,d64263a9-f39d-4219-8461-4d0236971db4,538e1e93-c2fe-44d9-a49f-995f1f3b03d0,c5,c4,27,?,?,surb={'id': 'f97478c9-b43b-43f5-ae55-e76a3d45fe3f', 'route': ['p1', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769736817.738552,SENT,58ff4f1b-e652-49c0-9569-846e9cb0aa11,16a3fc0c-b96b-4d3c-91ca-d838d6701240,c5,c4,3384,?,p2,
1769736817.738703,CREATED,9a90bf6a-0867-473f-b7e8-8041b20e9910,538e1e93-c2fe-44d9-a49f-995f1f3b03d0,c5,c4,27,?,?,surb={'id': 'f97478c9-b43b-43f5-ae55-e76a3d45fe3f', 'route': ['p1', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769736817.9419718,RECEIVED,b42df077-475a-47de-a324-78a2782e6ea6,e2b30180-61b6-4883-a80d-55a087b051d9,c2,c5,27,p2,?,surb={'id': '6d6ab7a6-617b-402f-a13a-df7ccc7b9c44', 'route': ['p2', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769736817.975452,RECEIVED,76b3ca48-a1dd-4f93-b306-25330578e126,8ea34c65-d707-493d-bd24-49fae5c01775,c2,c5,27,p2,?,surb={'id': 'd610f3f5-5c8d-4762-865e-6382d4105a23', 'route': ['p2', 'e10', 'i3', 'x9', 'p2', 'c2']}
1769736818.0399399,RECEIVED,40ea3d65-9ec0-4dfc-ad39-708a49f68cdd,8ea34c65-d707-493d-bd24-49fae5c01775,c2,c5,27,p2,?,surb={'id': 'd610f3f5-5c8d-4762-865e-6382d4105a23', 'route': ['p2', 'e10', 'i3', 'x9', 'p2', 'c2']}
1769736818.1106882,SENT,0b60884d-3d37-440b-a7e0-dfb59482e8c3,acc7c739-9a03-4015-abc9-86f3b0641af4,c5,c4,3377,?,p2,
1769736818.1108334,CREATED,4528046e-d79d-4c00-aead-d61bf43adbe6,f1f6c8d9-bde2-4d55-8c74-01d1aeb51c68,c5,c4,27,?,?,surb={'id': '26681b45-3e00-4f0e-b580-5dd60590791c', 'route': ['p1', 'e6', 'i9', 'x4', 'p2', 'c5']}
1769736818.1349823,SENT,09cf4826-6289-442c-89ca-a55b79184e0f,693907f3-e9d5-475e-80ab-3318a730037f,c5,c4,3373,?,p2,
1769736818.1351795,CREATED,e4205abf-c525-41a2-ab21-276d8e0472ac,f1f6c8d9-bde2-4d55-8c74-01d1aeb51c68,c5,c4,27,?,?,surb={'id': '26681b45-3e00-4f0e-b580-5dd60590791c', 'route': ['p1', 'e6', 'i9', 'x4', 'p2', 'c5']}
1769736818.151415,RECEIVED,5ecc3585-21db-4e11-9c71-deccd58f15e5,e2b30180-61b6-4883-a80d-55a087b051d9,c2,c5,27,p2,?,surb={'id': '6d6ab7a6-617b-402f-a13a-df7ccc7b9c44', 'route': ['p2', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769736818.2123861,SENT,27f1127f-a7ed-4f86-ae78-dab7c39631d9,51eebee6-268b-430e-945b-87aacdc6a87e,c5,c4,3375,?,p2,
1769736818.2125134,CREATED,544b910b-cdc9-4b9b-bc27-849a3fa996f5,c92b4556-9e6d-4a36-b281-1f8e0c334d9e,c5,c4,26,?,?,surb={'id': '7030a1e2-ea09-4c67-acb7-eb8a7622a5aa', 'route': ['p1', 'e12', 'i5', 'x7', 'p2', 'c5']}
1769736818.4251578,SENT,38362d15-d099-4bcb-b749-dd0bf12b71c7,f61cb366-ac0c-458f-a2b0-6d176e6e27b3,c5,c4,3373,?,p2,
1769736818.4252965,CREATED,e9c4bb32-615f-4a66-b363-7132901867c0,c92b4556-9e6d-4a36-b281-1f8e0c334d9e,c5,c4,26,?,?,surb={'id': '7030a1e2-ea09-4c67-acb7-eb8a7622a5aa', 'route': ['p1', 'e12', 'i5', 'x7', 'p2', 'c5']}
1769736818.6243901,RECEIVED,90168652-9c4b-4b59-a483-3f81611282f3,f945626a-2d1a-4234-80f5-a0374edd515f,c2,c5,27,p2,?,surb={'id': '7dbf7dd4-db1b-431f-beed-389893179995', 'route': ['p2', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769736818.761648,SENT,ae0614ca-4b6f-4fd8-b06b-735d5dffb025,c5b8b953-1b70-44c4-9764-ab92ff8a6cdf,c5,c4,3392,?,p2,
1769736818.7617826,CREATED,b0d2aaf5-a1d2-4d77-9248-e9678919784e,677e133e-be51-4020-8290-5856010cdce4,c5,c4,27,?,?,surb={'id': 'dab10093-6a78-4170-964c-3d4d31419320', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c5']}
1769736818.8548698,SENT,626f04de-5795-4e95-9eef-bde41240a777,e189eb0f-be5b-409b-92fd-dea69bd9f2b2,c5,c4,3383,?,p2,
1769736818.8550014,CREATED,e7d7e7c1-19dd-4de9-9796-16b4edeaaee9,677e133e-be51-4020-8290-5856010cdce4,c5,c4,27,?,?,surb={'id': 'dab10093-6a78-4170-964c-3d4d31419320', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c5']}
1769736818.8859243,SENT,073e8f7d-7b4d-4314-8a27-632aeff729ef,b897863f-78b7-4acf-a16a-c41134a419ae,c5,c4,3392,?,p2,
1769736818.886098,CREATED,7b7ea2c4-43ed-4f70-aa52-fb30d33e36b0,abe88d25-5901-4750-8156-324f037e6f58,c5,c4,27,?,?,surb={'id': '49bcffa1-4d4e-413b-a65b-355c3a24dc66', 'route': ['p1', 'e12', 'i12', 'x3', 'p2', 'c5']}
1769736819.0236547,SENT,ab106aac-6ac2-4738-9241-604298f6c7cb,2fbade4a-b764-4819-b1c1-e76c3dec9198,c5,c4,3379,?,p2,
1769736819.0237865,CREATED,68a8d036-99ed-4fd9-92e3-0d6a90016578,abe88d25-5901-4750-8156-324f037e6f58,c5,c4,27,?,?,surb={'id': '49bcffa1-4d4e-413b-a65b-355c3a24dc66', 'route': ['p1', 'e12', 'i12', 'x3', 'p2', 'c5']}
1769736819.108278,SENT,bd53fb2b-b5e9-47be-9470-27956d7cb73e,f7d4c0b6-7173-4d64-8f21-4092506496b4,c5,c4,3364,?,p2,
1769736819.10841,CREATED,5152eacc-ebc2-4acc-b0f6-484c150c75ee,51ae08bc-a24f-428c-8dba-74a6f03a6854,c5,c4,27,?,?,surb={'id': 'c6995a6d-9edf-4155-9da1-66c5a8531793', 'route': ['p1', 'e8', 'i6', 'x3', 'p2', 'c5']}
1769736819.2747612,SENT,dffd9074-bd37-4499-b812-32629eda7861,94c0e94b-85d6-4168-9916-2002d690fdc5,c5,c4,3359,?,p2,
1769736819.274893,CREATED,bcfebefe-557e-4c99-94a5-290773dd3e7d,51ae08bc-a24f-428c-8dba-74a6f03a6854,c5,c4,27,?,?,surb={'id': 'c6995a6d-9edf-4155-9da1-66c5a8531793', 'route': ['p1', 'e8', 'i6', 'x3', 'p2', 'c5']}
1769736819.320501,SENT,07536681-b5d3-4087-98c6-bf5fad5aa436,fe433eb6-3e1f-42f2-8ac2-b77c56338a02,c5,c4,3378,?,p2,
1769736819.3206294,CREATED,209998e2-f0f0-41df-a6e0-948a6ec734d0,73b3cb0f-a91f-418f-be8f-1802f8bb1235,c5,c4,27,?,?,surb={'id': 'c86e415a-b420-41fd-a548-947207ea50ad', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c5']}
1769736819.594267,RECEIVED,529841cf-f444-4a55-82db-78136c34dde9,15b82cc6-421e-4846-8f71-fe9be345351b,c2,c5,25,p2,?,surb={'id': 'd6a8ab0d-249a-4f97-a5f3-10ba2f000d38', 'route': ['p2', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769736819.6117013,RECEIVED,c3544e7e-8370-403a-be74-2e97703fd8f0,76b80eb3-abaf-403e-a85a-e41a59cd8836,c2,c5,26,p2,?,surb={'id': 'fb692499-ed1f-4113-a8e2-95ff1f6b1bef', 'route': ['p2', 'e7', 'i11', 'x7', 'p2', 'c2']}
1769736819.7016926,RECEIVED,dd8ebc29-a63c-4d26-b5be-10427022bfa1,999d123f-1038-477b-a70a-fc674d88654a,c2,c5,27,p2,?,surb={'id': 'f047ae9b-011f-40b8-8c8e-750053f3c4a3', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769736819.972805,SENT,4e6ea36d-1234-4655-bebf-8d510c98bc0c,555b2294-f2db-4013-83a5-a4373588f9a0,c5,c4,3385,?,p2,
1769736819.9729383,CREATED,b029df61-2446-48cd-b59b-ca99c9bce8f5,73b3cb0f-a91f-418f-be8f-1802f8bb1235,c5,c4,27,?,?,surb={'id': 'c86e415a-b420-41fd-a548-947207ea50ad', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c5']}
1769736820.0248451,RECEIVED,02b0b75f-7c5f-482b-b645-a6ec39b13fad,d2022b82-7eb7-4cc5-8c58-e417f41b3f47,c2,c5,27,p2,?,surb={'id': '422246cf-de8b-4990-a82f-2218a0aea377', 'route': ['p2', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769736820.06629,RECEIVED,3f7ced98-6f35-4b21-be0a-3acf849c313c,999d123f-1038-477b-a70a-fc674d88654a,c2,c5,27,p2,?,surb={'id': 'f047ae9b-011f-40b8-8c8e-750053f3c4a3', 'route': ['p2', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769736820.349862,SENT,bdac1290-a8ce-4591-b651-796b6c4ee3c2,ab7d8510-1996-4194-bf82-46caa70fe879,c5,c4,3385,?,p2,
1769736820.3499918,CREATED,17419baa-723a-4d1d-8096-d91760ac9d74,c067b1db-5f34-4f90-bd9e-33ff8a23c14c,c5,c4,26,?,?,surb={'id': 'a7a1e423-5ce2-44f5-9916-891c664d8444', 'route': ['p1', 'e1', 'i11', 'x12', 'p2', 'c5']}
1769736820.435683,RECEIVED,8402a318-fdcc-4b98-b79d-2878ff913d65,76b80eb3-abaf-403e-a85a-e41a59cd8836,c2,c5,26,p2,?,surb={'id': 'fb692499-ed1f-4113-a8e2-95ff1f6b1bef', 'route': ['p2', 'e7', 'i11', 'x7', 'p2', 'c2']}
1769736820.6586735,RECEIVED,5d7488ff-3b07-4f21-8dc6-15725f19abdb,0300ab37-0638-4d53-8697-c628d2e4d315,c2,c5,27,p2,?,surb={'id': '40b681f3-64f0-40af-861e-a5f2adec72d2', 'route': ['p2', 'e1', 'i9', 'x7', 'p2', 'c2']}
1769736820.6923888,SENT,c4a77acc-97ab-4c86-ac23-a88f581e83b2,54baec19-d06a-4fb6-baa2-8482bea2fba1,c5,c4,3386,?,p2,
1769736820.6925204,CREATED,e1ac0250-eea7-47ed-9c20-2a849be81790,c067b1db-5f34-4f90-bd9e-33ff8a23c14c,c5,c4,26,?,?,surb={'id': 'a7a1e423-5ce2-44f5-9916-891c664d8444', 'route': ['p1', 'e1', 'i11', 'x12', 'p2', 'c5']}
1769736820.715455,SENT,c327bd44-c235-4629-b8a9-c4d5687b67a5,9847df98-4b3c-4388-96f8-2f628cc6c540,c5,c4,3390,?,p2,
1769736820.715619,CREATED,91bdadfc-1ee5-4122-ba0f-6daaf165fc86,42900714-18f1-4257-a83b-e696f75c320f,c5,c4,26,?,?,surb={'id': '9180893c-a46a-4cc1-9a19-479155c9a4f9', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769736820.794827,SENT,e5a9ae8c-6aa1-479f-a48b-9f2443a55c4f,0e1bbd16-e516-43a7-ad3f-954c4dd8f0c3,c5,c4,3371,?,p2,
1769736820.7949598,CREATED,2a5f3a1b-51ff-4471-ba50-87408b4658f7,42900714-18f1-4257-a83b-e696f75c320f,c5,c4,26,?,?,surb={'id': '9180893c-a46a-4cc1-9a19-479155c9a4f9', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769736821.0191746,RECEIVED,3304800c-1566-40de-9d86-e571eb27b154,15b82cc6-421e-4846-8f71-fe9be345351b,c2,c5,25,p2,?,surb={'id': 'd6a8ab0d-249a-4f97-a5f3-10ba2f000d38', 'route': ['p2', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769736821.7019677,RECEIVED,a887fd62-3a0e-4b21-ae5f-ff5eed4b6750,d2022b82-7eb7-4cc5-8c58-e417f41b3f47,c2,c5,27,p2,?,surb={'id': '422246cf-de8b-4990-a82f-2218a0aea377', 'route': ['p2', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769736821.9511883,RECEIVED,d84fd483-f1d9-4f2b-a8c5-b7012c79887a,545cd5c3-a06f-4f1b-b134-cd6cce67a814,c2,c5,27,p2,?,surb={'id': '91f17c4d-a886-4dfb-9eed-cb2138d1ba59', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769736822.0592914,RECEIVED,bf6baa99-7619-401a-9ea9-3c3ac6cf3c84,f945626a-2d1a-4234-80f5-a0374edd515f,c2,c5,27,p2,?,surb={'id': '7dbf7dd4-db1b-431f-beed-389893179995', 'route': ['p2', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769736822.2436247,RECEIVED,0d69b8f0-cbfa-41ef-8936-ef8d93be3f5f,5318290c-f9e9-47aa-bd96-b6cd238d3c89,c2,c5,27,p2,?,surb={'id': '5df617bf-a6be-424d-b9aa-5bb9d86079cf', 'route': ['p2', 'e12', 'i8', 'x4', 'p2', 'c2']}
1769736822.4707437,SENT,7366bf39-5e77-4f9e-b4f4-030665f01e44,a259940e-6e26-450b-91c5-9b2fa6eacadb,c5,c4,3384,?,p2,
1769736822.4708786,CREATED,f84ca1ab-aafb-475c-adfb-f794840c23c0,b6675a22-9e46-454f-9a80-f4f6c23bc332,c5,c4,27,?,?,surb={'id': 'c0d707bf-56e6-481f-b5d8-1c3b1af6b9c0', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769736822.4832778,SENT,7592238f-6c88-41dc-9a7b-d658d42943fb,944f52f8-227a-4437-8e99-8cecef17c4fd,c5,c4,3384,?,p2,
1769736822.4834135,CREATED,e80f43df-a8fb-4022-bd54-c0225bcebffc,b6675a22-9e46-454f-9a80-f4f6c23bc332,c5,c4,27,?,?,surb={'id': 'c0d707bf-56e6-481f-b5d8-1c3b1af6b9c0', 'route': ['p1', 'e6', 'i11', 'x3', 'p2', 'c5']}
1769736822.5489316,SENT,9f12bd7f-4f73-4743-85d2-61c3b9b0d149,c75b90f3-9588-44a1-a158-8fea31e44c7e,c5,c4,3400,?,p2,
1769736822.5490918,CREATED,7080498e-cdad-4f22-b57a-3028226642f5,07ef4ccd-8fcb-42dd-8d46-791f621255d7,c5,c4,27,?,?,surb={'id': '2086b255-25e3-42c3-95be-0c649b6085c9', 'route': ['p1', 'e12', 'i3', 'x7', 'p2', 'c5']}
1769736823.5122797,SENT,ecc7d21f-9d6a-460c-b561-82d1ae6af513,1b85726b-55f0-46d8-a281-aeec9e33c3e0,c5,c4,3365,?,p2,
1769736823.512427,CREATED,3d70eaae-5014-40bf-9db7-1be206b4ebca,07ef4ccd-8fcb-42dd-8d46-791f621255d7,c5,c4,27,?,?,surb={'id': '2086b255-25e3-42c3-95be-0c649b6085c9', 'route': ['p1', 'e12', 'i3', 'x7', 'p2', 'c5']}
1769736823.6301894,SENT,eb375b28-3416-4d3f-8214-3fa1c3842926,1e378f2c-bac9-4334-a54a-b239a835efc8,c5,c4,3371,?,p2,
1769736823.6303222,CREATED,9bbae131-545a-4bcc-b761-1d4852198d11,150fc3c2-c5e5-4649-b183-51b660fb9bdc,c5,c4,26,?,?,surb={'id': 'e688b58e-2a3c-4143-af5a-19be08277aab', 'route': ['p1', 'e2', 'i9', 'x10', 'p2', 'c5']}
1769736823.6852734,RECEIVED,3c60706f-03d7-427c-a999-539af41e3385,fef90002-9ef1-4ac8-9453-87b179400318,c2,c5,27,p2,?,surb={'id': 'a538b700-eead-4ed4-a4f1-444a81e28092', 'route': ['p2', 'e3', 'i1', 'x9', 'p2', 'c2']}
1769736823.6906393,RECEIVED,3effe2df-3a9a-4be8-b0f6-fccf75be6043,545cd5c3-a06f-4f1b-b134-cd6cce67a814,c2,c5,27,p2,?,surb={'id': '91f17c4d-a886-4dfb-9eed-cb2138d1ba59', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769736823.8325396,RECEIVED,a8ecf7d6-b545-4afe-9a29-67079badc518,fef90002-9ef1-4ac8-9453-87b179400318,c2,c5,27,p2,?,surb={'id': 'a538b700-eead-4ed4-a4f1-444a81e28092', 'route': ['p2', 'e3', 'i1', 'x9', 'p2', 'c2']}
1769736824.059475,RECEIVED,d81f35dc-69c3-4860-bbfd-9370ee44cba5,6ab8295c-cecc-4b6a-9d00-56e1f85604a8,c2,c5,27,p2,?,surb={'id': 'c12d4992-67d1-479d-a052-ac9d99fbb506', 'route': ['p2', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769736824.1271188,RECEIVED,a2cc5d94-8024-4182-b02c-2909219ca613,6ab8295c-cecc-4b6a-9d00-56e1f85604a8,c2,c5,27,p2,?,surb={'id': 'c12d4992-67d1-479d-a052-ac9d99fbb506', 'route': ['p2', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769736824.1653225,RECEIVED,67163e0a-0e54-4323-b37f-2bedc9a36991,0cf1a8d6-1b9c-43c4-99b2-60c7ee0836ae,c2,c5,27,p2,?,surb={'id': '7fa6ac3b-7152-4234-862e-79e9befc7ff6', 'route': ['p2', 'e1', 'i12', 'x10', 'p2', 'c2']}
1769736824.2242198,SENT,1dec4946-8d2d-4a1d-b3f0-46fb952be165,b140d664-9e78-4a68-91e6-419e0b05c5ab,c5,c4,3392,?,p2,
1769736824.2243528,CREATED,7894b21d-a1d7-4406-82f7-cb255d831902,150fc3c2-c5e5-4649-b183-51b660fb9bdc,c5,c4,26,?,?,surb={'id': 'e688b58e-2a3c-4143-af5a-19be08277aab', 'route': ['p1', 'e2', 'i9', 'x10', 'p2', 'c5']}
1769736824.2920249,SENT,3b757907-5082-44f3-a3ae-812873ee1d7a,ef2c9128-4450-4e3b-977c-aa1fc60065a9,c5,c4,3384,?,p2,
1769736824.2921808,CREATED,f88b4181-0558-4406-9ef8-b6992b30c8f3,5c70afc6-5478-4134-b359-43ca59db36a7,c5,c4,27,?,?,surb={'id': '35392273-c456-4be2-b68a-0bb54e934d1c', 'route': ['p1', 'e4', 'i12', 'x6', 'p2', 'c5']}
1769736824.3264382,RECEIVED,2127f23e-1cd0-46e3-83a4-2eec182b2fc8,d99d6125-cb28-4106-9896-a5d3a7f44a7a,c2,c5,27,p2,?,surb={'id': '936f5234-19f1-4f36-ba54-fb653cb69a93', 'route': ['p2', 'e1', 'i12', 'x11', 'p2', 'c2']}
1769736824.4114332,SENT,d8e930ad-c032-429b-a150-9e67fa308f10,1c4dc5af-201a-4d76-8338-1a516ef36065,c5,c4,3371,?,p2,
1769736824.4115613,CREATED,d07ce8d6-7bad-4415-8422-4289edf53c88,5c70afc6-5478-4134-b359-43ca59db36a7,c5,c4,27,?,?,surb={'id': '35392273-c456-4be2-b68a-0bb54e934d1c', 'route': ['p1', 'e4', 'i12', 'x6', 'p2', 'c5']}
1769736824.5888329,SENT,dc21f37b-8d0d-4bbf-8232-c687bfa72f12,846f740a-76ae-4683-821d-d21c9a542ae4,c5,c4,3383,?,p2,
1769736824.5889664,CREATED,3b6e245b-1307-45c4-89af-15b5a8ebc9d7,dc1ca702-980b-4d56-aade-65b101552f71,c5,c4,27,?,?,surb={'id': '5f181e59-6a3a-49f1-b68a-c8dd79fee8a3', 'route': ['p1', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769736824.8239422,SENT,766393d2-10c7-4d30-9c86-3b3afe63b8c5,be5fc37c-4a80-4389-8559-87c49a1c86c9,c5,c4,3383,?,p2,
1769736824.8241084,CREATED,b3c8cee4-6280-4a8e-96ea-ff3149c9ac4a,dc1ca702-980b-4d56-aade-65b101552f71,c5,c4,27,?,?,surb={'id': '5f181e59-6a3a-49f1-b68a-c8dd79fee8a3', 'route': ['p1', 'e4', 'i8', 'x12', 'p2', 'c5']}
1769736824.8324518,SENT,2892ce45-b207-4132-804f-21a54779c809,dbcc8cbc-4427-43ab-826b-972eaf80f703,c5,c4,3396,?,p2,
1769736824.8325858,CREATED,077baf00-a7e2-44e4-b45d-c15bb83923a5,93c90139-bb37-4217-be58-11b0480e3d25,c5,c4,27,?,?,surb={'id': '66827c2b-93bb-4d30-868a-6975e61228e9', 'route': ['p1', 'e2', 'i8', 'x7', 'p2', 'c5']}
