timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745715.2206438,RECEIVED,f4193975-1066-4982-b6a3-5aae06b224e4,9f9cfc92-c53b-4258-8466-7fd4d098e87b,c2,c3,27,p3,?,surb={'id': '5f0d8e01-7275-40ce-84ca-edc8f29830c9', 'route': ['p3', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769745715.2738771,RECEIVED,d057bf7f-312b-48f0-97ca-6cbe7bc11f99,0acf0968-1f17-4ae7-8f53-ac4cfab09a81,c2,c3,27,p3,?,surb={'id': '6c7d45f3-f168-4ef6-9ec9-56f2249d774a', 'route': ['p3', 'e2', 'i6', 'x11', 'p2', 'c2']}
1769745715.5080934,RECEIVED,29c60b49-d471-4027-8776-92c3fd040e00,9f3d5381-81d4-47a8-a9e1-3b0bc09c9f19,c1,c3,27,p3,?,surb={'id': '25d886a3-5472-46af-9732-fa675ab000f6', 'route': ['p3', 'e1', 'i7', 'x12', 'p1', 'c1']}
1769745715.6310902,RECEIVED,66f19e8d-9ab5-4e5e-8e41-43258e0177e4,72153f34-39b6-4707-a09f-4ef817f7f152,c2,c3,26,p3,?,surb={'id': 'a8fcf4f2-af2f-4c89-adba-e760e01a7b41', 'route': ['p3', 'e6', 'i4', 'x6', 'p2', 'c2']}
1769745715.7082987,RECEIVED,465e160f-a35e-465f-8489-0c5ae20aec6f,fd13c154-e798-4db6-81f7-180d8f875f76,c1,c3,27,p3,?,surb={'id': '3bdd90fa-7205-45a8-ae95-97a6af20c81d', 'route': ['p3', 'e5', 'i11', 'x2', 'p1', 'c1']}
1769745715.8237042,RECEIVED,dd9212d2-cfb8-412e-8a29-f1d5dd47bf6e,e21afb34-a1ed-411b-8817-f01c79a6a433,c1,c3,27,p3,?,surb={'id': '449bf95e-166b-4d1c-a66e-69486ba9b56c', 'route': ['p3', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769745715.853483,RECEIVED,398889af-fb94-47b9-bf1c-5ec9fd4e7476,94b2e659-93be-405b-9a3f-863582f93e08,c1,c3,27,p3,?,surb={'id': '93330ce3-6c90-4b96-afde-35da1d2ab9ca', 'route': ['p3', 'e5', 'i1', 'x7', 'p1', 'c1']}
1769745715.9307663,SENT,3a53c6ab-92f0-4f54-842c-e7709c9baa31,fcc9309d-bfe1-4335-87e5-8434d2d9d9d2,c3,c2,3396,?,p3,
1769745715.930927,CREATED,63b22210-6687-422e-a71f-5943694846a4,3b103916-6810-4bca-9753-945b88b288cc,c3,c2,27,?,?,surb={'id': '2a390566-8956-4bbb-94ae-a43f0c0cdac4', 'route': ['p2', 'e11', 'i2', 'x5', 'p3', 'c3']}
1769745715.9438171,RECEIVED,8d30b8de-c2cd-45c4-9b25-6af99dc7bace,24ada603-c83e-476d-9687-beb1d0227b20,c2,c3,27,p3,?,surb={'id': 'e6b11007-12fc-4093-916a-7d5ce903d8d3', 'route': ['p3', 'e10', 'i3', 'x10', 'p2', 'c2']}
1769745716.0212886,RECEIVED,d63980e9-f20d-47bc-ae4b-e4bf41db4f5d,fa071e24-0825-410e-b6c9-866723e2abc0,c2,c3,27,p3,?,surb={'id': 'b601f35e-db0f-461e-a80c-6f17aee8aef1', 'route': ['p3', 'e1', 'i9', 'x1', 'p2', 'c2']}
1769745716.0756152,SENT,ff220e0d-12b8-4757-8b69-d4c3e261e75b,30d481bc-2cfd-4841-b62b-656b72ebc1e8,c3,c2,3380,?,p3,
1769745716.0757651,CREATED,a3c14327-0e90-47ee-8d0c-0772cdfb727d,aecf0a15-e24b-4b76-8987-bc907d8facf3,c3,c2,27,?,?,surb={'id': 'd316c6fe-af11-491f-beb7-154b675cd90c', 'route': ['p2', 'e12', 'i4', 'x1', 'p3', 'c3']}
1769745716.6495185,RECEIVED,1e30444c-6094-43f7-ab41-73a32195d366,39de3331-71b2-4542-8810-a51a815a10c5,c1,c3,27,p3,?,surb={'id': 'b32f899b-9af3-436e-a1e7-d10a843b1c2d', 'route': ['p3', 'e2', 'i11', 'x12', 'p1', 'c1']}
1769745716.952849,RECEIVED,391d1ac4-d3aa-439d-836c-b67a53bc4cf3,803f307b-c14e-4611-89af-bda7ee757def,c1,c3,25,p3,?,surb={'id': 'd544fec2-4d92-4a3d-8299-0843cb05f33f', 'route': ['p3', 'e11', 'i1', 'x12', 'p1', 'c1']}
1769745716.9661703,RECEIVED,cd758e6a-e6d8-49f1-be86-f7d2a5263c90,92a7ecc8-3dd9-47cd-8d9b-f662080b88c4,c1,c3,27,p3,?,surb={'id': '21c124bb-bd7e-45c8-a995-313ecce7ea7c', 'route': ['p3', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769745717.0606518,RECEIVED,00632be0-f485-4fdd-98f3-36b9e11504aa,5e477bc6-999f-433c-9d86-b6c932b4c477,c2,c3,27,p3,?,surb={'id': '20718179-962e-4156-8f60-b726911beae1', 'route': ['p3', 'e8', 'i6', 'x6', 'p2', 'c2']}
1769745717.2976286,SENT,f2c656c6-d318-4555-a945-4b0014e126b7,af4b6b92-082c-4851-8650-a38c5721b9e9,c3,c2,3381,?,p3,
1769745717.2977805,CREATED,1bef701b-9589-426c-bf69-9eb0a6c2ed5b,6b1e2539-c688-41e2-8806-7ab8e2ad1054,c3,c2,27,?,?,surb={'id': 'fa0be66a-7899-4480-ae8f-386529ee94e1', 'route': ['p2', 'e3', 'i4', 'x5', 'p3', 'c3']}
1769745717.3418286,SENT,b52738ef-e40e-45a7-89de-f7244daaa27d,0c99104d-4dec-4e8c-8031-9f8621b174d6,c3,c2,3403,?,p3,
1769745717.3419755,CREATED,acb78fb4-97e4-43bf-b752-30a9159fffcb,84544056-5cf8-4066-a1ce-b9379f6e7192,c3,c2,27,?,?,surb={'id': '7c4f723f-09fa-4160-babd-6071185c90d2', 'route': ['p2', 'e10', 'i9', 'x10', 'p3', 'c3']}
1769745717.4753108,RECEIVED,166496dd-c5e6-455f-8385-aee68fc8a299,ff81f1b2-325d-4c12-b849-bc244abcf640,c1,c3,27,p3,?,surb={'id': 'bd8e6610-4a58-4adb-abb2-9eaa832c48bf', 'route': ['p3', 'e2', 'i7', 'x12', 'p1', 'c1']}
1769745717.5286384,RECEIVED,822dae22-cadb-409d-a4be-e24618f98194,422fa6b5-2fe0-4afd-9f84-a7770615d843,c2,c3,27,p3,?,surb={'id': 'f8febadb-6945-48cd-951a-80e88c45519b', 'route': ['p3', 'e3', 'i3', 'x11', 'p2', 'c2']}
1769745717.575502,RECEIVED,1d682326-800e-4148-8600-f0012b706b80,d99f4658-8e57-4d0b-9198-0c8a90db34c5,c2,c3,27,p3,?,surb={'id': 'd4ee9fa6-4817-4e52-8822-f258b375efcd', 'route': ['p3', 'e9', 'i8', 'x7', 'p2', 'c2']}
1769745717.721212,RECEIVED,3ced52dc-b5b9-4a2a-bdb9-3118fd9c08ae,2e08bdbb-30f0-430f-b8b0-f769edb87709,c1,c3,27,p3,?,surb={'id': 'ee1aeaf8-2fd5-475f-bc0c-eb4b80fdadb1', 'route': ['p3', 'e7', 'i3', 'x12', 'p1', 'c1']}
1769745717.7568352,RECEIVED,bf3fffec-013d-466d-892e-d0e3523d05a0,a225559f-4c74-4d43-8cd5-33904fc8e35e,c1,c3,27,p3,?,surb={'id': '86d647a8-29ca-4af1-a825-ae2a59fe9329', 'route': ['p3', 'e10', 'i6', 'x1', 'p1', 'c1']}
1769745717.767998,RECEIVED,24c2365f-0f84-45d4-9f1e-3c52d475dd05,c652d6fc-2354-4c49-bb8c-bf38ef2c28f7,c2,c3,27,p3,?,surb={'id': '7e7c6d2a-3140-45ee-8b24-e44a486a2628', 'route': ['p3', 'e3', 'i11', 'x10', 'p2', 'c2']}
1769745717.7831473,RECEIVED,09b466a4-0655-4e13-9961-d90e70fe43ed,5dde9b12-3824-40c7-bcfd-2c0a3f75c161,c2,c3,26,p3,?,surb={'id': '5c223425-8e72-4ad7-b1ce-e202c38273dc', 'route': ['p3', 'e1', 'i8', 'x3', 'p2', 'c2']}
1769745717.8373358,RECEIVED,07b94cd6-6134-4a86-bb9e-596eb148510b,d8072bb9-003d-41e3-81b5-f51e7eeff71c,c1,c3,26,p3,?,surb={'id': '83e67425-34e3-4d92-b2dd-0636007178aa', 'route': ['p3', 'e9', 'i2', 'x5', 'p1', 'c1']}
1769745718.2606947,RECEIVED,9f659257-5c2c-4c79-b8d4-41f680a4143f,4a53de75-ee13-4d86-8594-02a0d2d9b2a0,c1,c3,26,p3,?,surb={'id': '6981e73f-c233-41ff-bc1c-1ea00cd24d6e', 'route': ['p3', 'e5', 'i3', 'x9', 'p1', 'c1']}
1769745718.3254554,SENT,5258c4d9-2cb8-4091-9637-d9915fd62e79,2283525e-f890-48d6-8510-ad2c2f90a440,c3,c2,3379,?,p3,
1769745718.325571,CREATED,440db6b6-4b98-4e9c-afbb-80d40a0b8ad8,2fef4d76-f4de-4004-b5f3-18c7c2b34deb,c3,c2,27,?,?,surb={'id': '4d5b5757-5644-4a92-bf82-d672ac3318f2', 'route': ['p2', 'e12', 'i11', 'x9', 'p3', 'c3']}
1769745718.3832362,SENT,2f6c7f5a-99d7-45e0-906c-989889f78f37,7954fdc0-2aac-44d1-acca-5c8fd2f65879,c3,c2,3399,?,p3,
1769745718.3833394,CREATED,a0768895-b660-49e1-982f-15ac095b4252,812fa5b3-24d1-41b5-96e6-80b8f30daac8,c3,c2,27,?,?,surb={'id': 'cf160fdb-7840-4713-b0ac-1564b07ad398', 'route': ['p2', 'e12', 'i11', 'x10', 'p3', 'c3']}
1769745718.6229289,RECEIVED,a9f59db6-f3a5-4a2e-a046-b20c0315f86a,5e70cb15-1138-47f0-9921-4b57c8e8488c,c1,c3,27,p3,?,surb={'id': '96112205-46fd-44bd-802f-da74aceb8b2e', 'route': ['p3', 'e7', 'i12', 'x4', 'p1', 'c1']}
1769745718.8090844,SENT,d3f76d62-4a0c-4509-b5bb-1812c97099c2,9b603911-300d-49e6-8ef0-89103dfbbfc5,c3,c2,3388,?,p3,
1769745718.8091905,CREATED,1f440f6c-76b5-417a-9a25-a5491876287e,4157e6aa-d622-4c7e-98d9-7e758a541fd4,c3,c2,27,?,?,surb={'id': '1e070d67-5a43-42fe-a7ee-7267b700f1d4', 'route': ['p2', 'e6', 'i5', 'x8', 'p3', 'c3']}
1769745719.0801897,SENT,a3ef42ea-9aad-4b09-a250-dc1aaeab4e4a,fe9638f4-9465-496a-ac0f-89d64c7e1c9c,c3,c2,3371,?,p3,
1769745719.0802927,CREATED,33bc9604-1279-4603-a650-8c351585f7bb,2e105e07-f523-4efa-9c3c-3ab85ba6d5a6,c3,c2,26,?,?,surb={'id': 'c73f93dd-3e0c-4dac-91f3-4cdd4860e025', 'route': ['p2', 'e3', 'i8', 'x11', 'p3', 'c3']}
1769745719.1805847,RECEIVED,1e61ebb0-f4f9-4016-9ffa-51771eea7112,14bb099f-f886-43ad-a2a0-6b63e0995ce6,c2,c3,27,p3,?,surb={'id': 'ee9da431-c6f3-4134-93c6-175f43c4d2c8', 'route': ['p3', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769745719.3511062,RECEIVED,d05a4a98-bf90-4213-a361-eb9ed859f595,c92ad581-7056-42d3-80b7-08a112cb3474,c2,c3,26,p3,?,surb={'id': 'd7caf056-903c-4436-afe5-eb00820b4f73', 'route': ['p3', 'e11', 'i2', 'x1', 'p2', 'c2']}
1769745719.4761338,RECEIVED,83fd3fe9-6ced-4f6c-9af5-098f879a8094,d5cc5834-df61-4ae0-b614-b97e27afc667,c1,c3,27,p3,?,surb={'id': '0e1ad8e3-c2d1-4388-be09-137e63852806', 'route': ['p3', 'e3', 'i4', 'x5', 'p1', 'c1']}
1769745719.4863994,SENT,a3e36bb8-24a0-4d23-94ba-432906887f81,656cd23f-457d-47da-b2a0-9c98a2acbb14,c3,c2,3393,?,p3,
1769745719.4865012,CREATED,480c642c-b562-4525-a04c-7695541795fe,5d084aee-748a-4359-98c6-913ded061f3b,c3,c2,27,?,?,surb={'id': '0c2010b5-32cd-41e9-8e0b-d60a2a202830', 'route': ['p2', 'e4', 'i11', 'x1', 'p3', 'c3']}
1769745719.581554,SENT,d4dbfee6-265e-4643-8a50-9f88a5637a3a,fa7616a0-bf71-424d-8179-947e420c749d,c3,c2,3374,?,p3,
1769745719.5816574,CREATED,2700a72a-1a0e-4536-8ee8-fbd31098fdf5,7a72f6ed-d792-444e-821e-7603dcdd57e1,c3,c2,26,?,?,surb={'id': 'c1a883b7-f8b0-4fb0-9913-755da78a5821', 'route': ['p2', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769745719.6075625,RECEIVED,1dabb548-2a16-40e4-ae99-017254c9f62f,4342cf51-b4e1-49f4-938c-eea2ba89b4df,c1,c3,27,p3,?,surb={'id': 'fe6efef7-489b-4872-8d25-d2f45d574ef5', 'route': ['p3', 'e11', 'i11', 'x6', 'p1', 'c1']}
1769745719.67655,SENT,35790f2a-b377-4a3e-87b0-70b171193043,cb5e2e96-8c9b-49b1-8684-e852c96a1138,c3,c2,3360,?,p3,
1769745719.6766522,CREATED,cfe89546-addb-4289-9cbc-d1f738eb2f69,f447a4d7-9a08-43c2-be0d-38f717ffe454,c3,c2,27,?,?,surb={'id': 'a70c5eb6-74da-459f-9283-864ba2092984', 'route': ['p2', 'e10', 'i4', 'x1', 'p3', 'c3']}
1769745719.6922815,RECEIVED,e660a750-dcd1-4c25-a6da-cb6f6e9c8c06,735ba12b-e83a-4d52-a34b-6485fff75368,c1,c3,27,p3,?,surb={'id': '01a2df82-c8dc-4bf8-b2fd-4fc626354799', 'route': ['p3', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769745719.735631,RECEIVED,e09f8e92-ab49-4ad0-9615-3fcdea4bc7bb,0f80684f-142d-4d10-8b66-839aa65557be,c2,c3,27,p3,?,surb={'id': 'aeebbc7b-8a8e-49c7-a3a3-715675888a20', 'route': ['p3', 'e9', 'i11', 'x8', 'p2', 'c2']}
1769745720.0754843,RECEIVED,c8f6393b-e1fb-4122-a423-781ac44cd46f,e2d9b3ca-7b52-45e1-bdc1-d641298475f7,c2,c3,27,p3,?,surb={'id': 'ef256ac7-2077-40c7-b421-4d17d9e1cab3', 'route': ['p3', 'e10', 'i1', 'x3', 'p2', 'c2']}
1769745720.2135403,RECEIVED,c3cc8666-eb52-4803-bc6c-7034e8351d31,993c3cd1-eaa5-4925-a415-004ef40ce97a,c1,c3,27,p3,?,surb={'id': 'dcecc7f6-8770-4caf-ba26-bbc19ecf0bcf', 'route': ['p3', 'e2', 'i12', 'x8', 'p1', 'c1']}
1769745720.287179,RECEIVED,ad73b5cf-8023-499c-9f55-a4a2df7b5eba,d1b26c05-9202-4027-a950-b333a0249b7b,c2,c3,27,p3,?,surb={'id': '34557164-7026-488f-9543-7f492724f00b', 'route': ['p3', 'e6', 'i10', 'x3', 'p2', 'c2']}
1769745720.3858874,RECEIVED,751e85ec-8e4a-440b-9b6c-41ec84c3e794,5112b0c2-6399-4f67-a9e9-b2a8aae59b51,c2,c3,26,p3,?,surb={'id': '36ffa8bb-c32b-4769-9814-0b5a2ece7a7b', 'route': ['p3', 'e11', 'i10', 'x9', 'p2', 'c2']}
1769745720.4975224,RECEIVED,f3c15a26-ef15-4664-93f2-901e661750d6,ba373229-b4ce-481f-8849-97399bc6014e,c2,c3,27,p3,?,surb={'id': '0ab4f4d9-0dc3-4d04-b964-e4f4057dcefc', 'route': ['p3', 'e8', 'i11', 'x2', 'p2', 'c2']}
1769745720.7572806,RECEIVED,7e760f1d-6cd5-44f5-a231-cf491a626dcc,0f540ac7-90cb-40d8-b4d7-96354a65fdec,c2,c3,27,p3,?,surb={'id': '77edae08-e5ec-44cd-913c-89ffdb5cb082', 'route': ['p3', 'e9', 'i2', 'x1', 'p2', 'c2']}
1769745720.7677608,RECEIVED,4d6eb0a1-545c-4634-bde8-d6c60f392708,e51ed63d-4950-4059-9b99-7440472a884e,c1,c3,27,p3,?,surb={'id': 'd254e38f-8ef7-4821-bcf5-f8c8787de44d', 'route': ['p3', 'e2', 'i2', 'x11', 'p1', 'c1']}
1769745720.7781382,RECEIVED,67528be7-498e-4434-baa1-6f3c224a6a99,6480d242-0ebb-4162-82f5-e27bacb4d064,c1,c3,27,p3,?,surb={'id': '154d36d3-3ed9-4ccf-82a2-faa8b980cef9', 'route': ['p3', 'e3', 'i11', 'x2', 'p1', 'c1']}
1769745721.0426311,RECEIVED,7f412567-4df3-4e80-982a-52f334d385d0,f6ce810d-4118-4d48-b6b7-f0a7fc8dd15e,c1,c3,26,p3,?,surb={'id': '0e093428-06e3-46f8-a447-cb0e1d5fb6fc', 'route': ['p3', 'e3', 'i3', 'x2', 'p1', 'c1']}
1769745721.2996843,RECEIVED,37194463-8664-4c87-be7a-cb76b2dfe31a,6785c339-42de-47cf-8317-cdd2fbf9cf72,c2,c3,27,p3,?,surb={'id': '6079102d-a86f-4942-9ce7-d13c3ba1ff53', 'route': ['p3', 'e10', 'i11', 'x2', 'p2', 'c2']}
1769745721.3355033,RECEIVED,7b4eb8e5-c32a-4e53-93c2-23c94946affa,560ba4ce-003e-43ef-9609-47385f00bc9e,c2,c3,27,p3,?,surb={'id': 'd2d70858-45a7-43c0-bd65-1c4edd4b570f', 'route': ['p3', 'e2', 'i9', 'x12', 'p2', 'c2']}
1769745721.3584595,RECEIVED,9b7a3749-716d-4dd1-bc39-55b9d8b17a69,97073305-85de-494f-acf7-36fb0fd0060d,c2,c3,27,p3,?,surb={'id': '9867ccc8-c816-4a4e-ba2c-6bfd557abc86', 'route': ['p3', 'e6', 'i5', 'x1', 'p2', 'c2']}
1769745721.3770206,RECEIVED,1a6c5e7f-8872-4e16-8d14-30dbaa1735a0,5b2c0b91-e94f-4db0-a803-c2678513bd0a,c2,c3,27,p3,?,surb={'id': '92f75cb3-c704-4579-9b6d-aea5aff06877', 'route': ['p3', 'e1', 'i2', 'x9', 'p2', 'c2']}
1769745721.3984036,RECEIVED,e7753792-d0d8-46ee-b7e2-df77fe3fd877,1a97360e-eb62-4130-b6da-106e89e55a2e,c2,c3,27,p3,?,surb={'id': 'b25f3745-1cc1-4ba1-8d43-1bc27f9a951a', 'route': ['p3', 'e8', 'i5', 'x4', 'p2', 'c2']}
1769745721.5610259,RECEIVED,9952fd1b-2b86-4392-9f1e-a1370b1ea771,7afa3eca-958a-4419-aad5-d415d8177e67,c2,c3,26,p3,?,surb={'id': 'cdf736d9-081e-486d-9b28-eff44b801ba2', 'route': ['p3', 'e4', 'i6', 'x2', 'p2', 'c2']}
1769745721.6742125,RECEIVED,2f143e64-e7fc-43fd-b093-3fa6febc2193,c86637dd-404f-4868-a7f2-beeba1589463,c2,c3,27,p3,?,surb={'id': 'd3f5154d-7b2c-4310-88c3-50b9c25a735a', 'route': ['p3', 'e1', 'i3', 'x12', 'p2', 'c2']}
1769745721.744229,RECEIVED,8050a4a6-14c2-4d1c-b498-5f545d892acf,33365556-db07-4bd4-9d42-1fc02a354e40,c1,c3,27,p3,?,surb={'id': '650e0952-4aa4-4b0a-b8b5-02b4e07f1a15', 'route': ['p3', 'e3', 'i7', 'x3', 'p1', 'c1']}
1769745721.748816,SENT,fe0a5581-cc39-49f4-828f-a30c626481a4,09960d08-225b-4d71-8e03-226f393931ef,c3,c2,3381,?,p3,
1769745721.7489138,CREATED,0faab176-5d36-4d8e-87d9-8612ad65992a,fef3fe70-3e0f-4d98-bc0d-451101f2f278,c3,c2,27,?,?,surb={'id': '675d22ab-4f8b-44bb-9a1e-51bb0488a1b6', 'route': ['p2', 'e5', 'i8', 'x3', 'p3', 'c3']}
1769745721.976338,RECEIVED,b9b0e153-12cb-4ec4-ac12-6f313a1d3f13,64070014-07b2-4854-8f88-51697fa4adfb,c1,c3,27,p3,?,surb={'id': '9ea6377a-8abd-4c75-a8df-43bd0992de73', 'route': ['p3', 'e6', 'i6', 'x9', 'p1', 'c1']}
1769745721.9965045,RECEIVED,6e185b31-8ae4-4f52-b22e-f8879feac246,fd22f347-1f71-45b1-a79f-6cdac74db883,c2,c3,27,p3,?,surb={'id': '5040ec71-a08d-4693-b9ff-79cd4fac9a92', 'route': ['p3', 'e4', 'i9', 'x4', 'p2', 'c2']}
1769745722.0242925,SENT,739a88ea-15e1-4e1e-b767-fe6f64224532,1b17ad99-7cc3-4b41-a8db-978e9e21fc5e,c3,c2,3384,?,p3,
1769745722.024384,CREATED,7eb8e091-ec58-4fdd-8abc-953e206cc57d,8a0722e1-03c3-409a-bcf0-c458fa807104,c3,c2,27,?,?,surb={'id': 'ef386fdd-5911-4ff8-9e5c-9fd5e9d708df', 'route': ['p2', 'e6', 'i6', 'x1', 'p3', 'c3']}
1769745722.0982718,RECEIVED,9115b96b-17ce-4288-b78b-7609429f7835,d695b9c5-4fdf-44c2-8419-c722f9ea42a9,c1,c3,27,p3,?,surb={'id': '04a6e71e-be7a-4b78-98fb-0f882f777b9a', 'route': ['p3', 'e4', 'i8', 'x9', 'p1', 'c1']}
1769745722.0999908,RECEIVED,1f13b9c6-b856-41de-91a4-59a181da012f,e119829b-7122-4a68-80c8-13c304ee9ffc,c1,c3,26,p3,?,surb={'id': '03b32f5c-ca7b-4350-a9aa-63f1dc46d86b', 'route': ['p3', 'e4', 'i12', 'x7', 'p1', 'c1']}
1769745722.1262338,RECEIVED,9b6c1e2a-718c-40cc-b150-857f8bf73e08,d2714a43-74c6-4261-8c22-ba506add7c5d,c1,c3,27,p3,?,surb={'id': 'eb859851-4c17-4df4-a00b-be9168d44f95', 'route': ['p3', 'e4', 'i8', 'x8', 'p1', 'c1']}
1769745722.1975124,SENT,3e61df8d-0f34-4b06-aea8-fd9d5ae48edc,d3e9d116-cb9b-4380-9291-b85cccc2a694,c3,c2,3385,?,p3,
1769745722.1975865,CREATED,798b4d6c-dafb-487b-af51-cbead13590f2,6802206c-b367-46aa-a698-8356227c77c9,c3,c2,27,?,?,surb={'id': '3362cdb8-0470-43e3-ba4a-5a93266efd09', 'route': ['p2', 'e3', 'i12', 'x4', 'p3', 'c3']}
1769745722.2535882,SENT,857f6fcd-6ee7-4752-85d8-91bcc0c91897,7eef74c2-ca88-43e3-a2be-0cf6713e97d8,c3,c2,3392,?,p3,
1769745722.2536638,CREATED,b24b2457-697a-4e3d-b911-3f2b2e3f4cd6,2451e8bb-82c2-4e19-afdc-27f1dc4e66c0,c3,c2,27,?,?,surb={'id': 'c6209681-0898-4e0d-b279-6f16c66e2426', 'route': ['p2', 'e12', 'i6', 'x6', 'p3', 'c3']}
1769745722.3997622,SENT,34187577-36e2-49a6-9953-63fa7d6268d4,7629ca6c-4762-4e4d-970c-08255e0de175,c3,c2,3376,?,p3,
1769745722.399895,CREATED,61bb1c88-9ef7-4a2b-bea9-d6c99b5b6998,1a3703d5-2de4-4f0d-a84e-515f95ee99b8,c3,c2,27,?,?,surb={'id': 'c3f97423-5372-44be-a28d-e7da008ff2f8', 'route': ['p2', 'e1', 'i5', 'x6', 'p3', 'c3']}
1769745722.4550784,SENT,5b192e79-5c23-4e39-a12f-1d0b0975f5ad,a54aaccf-ed94-4ed9-8451-ae55c2ba34b6,c3,c2,3400,?,p3,
1769745722.455217,CREATED,7f8faa70-5766-4d35-9c08-e9acf6cb7a24,4264facd-c030-44e8-b465-85431ad0434d,c3,c2,27,?,?,surb={'id': '4d65f92d-7252-4d83-847a-90a68be7009d', 'route': ['p2', 'e10', 'i8', 'x2', 'p3', 'c3']}
1769745722.624455,RECEIVED,94c44d8d-ba52-4b87-992c-a08ef9b668f7,213ac18a-21af-437b-8256-bb01d7279019,c1,c3,27,p3,?,surb={'id': 'e3f13709-dc15-4cf5-adc5-1e1bfa48e440', 'route': ['p3', 'e11', 'i9', 'x2', 'p1', 'c1']}
1769745722.6561317,SENT,4f0f3a49-da45-4a4d-b109-4452daae930f,5cc81b31-68b1-4965-89ce-3607a253f9ce,c3,c2,3371,?,p3,
1769745722.656227,CREATED,24fac967-2881-4ae3-8658-7ccdc0cefdb5,244a7c92-46fa-4282-8477-072d5db0e720,c3,c2,27,?,?,surb={'id': '3ebbfe44-57f3-4ade-af4c-93de869305e8', 'route': ['p2', 'e9', 'i6', 'x7', 'p3', 'c3']}
1769745722.7268145,SENT,d2290866-9e87-44c1-9bd5-6439fbd68a0e,0d16e279-e657-4c4a-a6da-c7a796d25db0,c3,c2,3359,?,p3,
1769745722.726909,CREATED,2b192521-a055-4a7b-9958-3bfa2210e588,8dea4d9f-425f-4424-a44b-a5b923d0c916,c3,c2,27,?,?,surb={'id': 'b1fdda4c-911b-40f7-808a-b5cfc244159a', 'route': ['p2', 'e1', 'i1', 'x8', 'p3', 'c3']}
1769745722.7305913,RECEIVED,17002c60-0234-4771-b58f-413a9438ca86,72535ed8-467f-437f-99f9-bd6eeeb324a7,c1,c3,27,p3,?,surb={'id': 'c3a9132c-8ddb-49c5-ac64-311fe554d28b', 'route': ['p3', 'e6', 'i5', 'x8', 'p1', 'c1']}
1769745722.7404733,RECEIVED,09e4011b-112b-4375-b7a3-95fab473a4f5,85882458-865a-41a2-b37b-0e34ed32ec2e,c1,c3,27,p3,?,surb={'id': '15376c2b-d00d-48b7-8d16-5ca0f2d48196', 'route': ['p3', 'e1', 'i8', 'x10', 'p1', 'c1']}
1769745722.960666,RECEIVED,63d9f785-cd8b-40a2-8ddc-f4ee325331a0,317d3a98-13a7-415d-8ad9-99cff2c6d856,c2,c3,26,p3,?,surb={'id': 'd286c19d-63b7-4e24-a6cd-17f63a57f37c', 'route': ['p3', 'e5', 'i9', 'x3', 'p2', 'c2']}
1769745722.9882064,SENT,0c566384-381c-41e5-8b01-31942af9bd9a,5e2bcd28-53eb-4c33-a0a7-f26fa92903ca,c3,c2,3401,?,p3,
1769745722.9883273,CREATED,f8ea6ab3-a7cb-411f-bb60-52032b4acdb2,b92f60fe-f3a8-4738-a66d-c3e1543b7429,c3,c2,27,?,?,surb={'id': '9db9bf6f-c4f3-403d-901a-7542eff1061b', 'route': ['p2', 'e6', 'i2', 'x8', 'p3', 'c3']}
1769745723.1781995,RECEIVED,d3fd993d-d3cf-4969-9dca-ef015bf6d10a,b3d92c5c-6f6c-4ef8-a313-cc98c24272fc,c1,c3,27,p3,?,surb={'id': '31479b3f-0524-4cfb-b10f-df2fea78895f', 'route': ['p3', 'e2', 'i1', 'x10', 'p1', 'c1']}
1769745723.5913858,RECEIVED,ee8bd776-ade7-46d6-9ff7-4e0f0227d346,0bb41025-e253-4be2-ba84-1242b67b5ef3,c1,c3,27,p3,?,surb={'id': '226887af-e796-4c3c-a9a2-3bbbdb94db27', 'route': ['p3', 'e10', 'i4', 'x3', 'p1', 'c1']}
1769745723.8577373,RECEIVED,18e37b86-9bd4-4776-9fec-96cc79ac25cd,bfe16a51-143c-4a4b-ab79-52d9a7b591bd,c1,c3,27,p3,?,surb={'id': 'd454b300-dffa-4b92-902c-00c704d2860c', 'route': ['p3', 'e8', 'i3', 'x4', 'p1', 'c1']}
1769745724.0881743,SENT,d7998f5d-1e3d-47c3-8d70-85d6cf995965,233c7f83-947e-44a3-995e-4f686ea7f2e1,c3,c2,3367,?,p3,
1769745724.0883121,CREATED,22ddc10d-a516-4be3-981c-fa3b2b431ee2,ddd98cb7-92da-4185-ac91-c251a4c3fde1,c3,c2,27,?,?,surb={'id': 'c1e05496-cca4-4807-bfb2-364799c3507a', 'route': ['p2', 'e8', 'i1', 'x5', 'p3', 'c3']}
1769745724.1169994,RECEIVED,1085d3fa-6f89-46fa-ad1a-2d3e28ec44ae,971cde0c-88a6-4c99-a160-20b268ff4f5e,c2,c3,26,p3,?,surb={'id': '5eb50c1f-a3d0-4aac-9737-37ebdf16e0e6', 'route': ['p3', 'e3', 'i11', 'x10', 'p2', 'c2']}
