timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745704.7427905,CREATED,8b546c42-c6b3-477c-99b9-7c7bdc384b71,78c86cec-bf80-4e93-a420-fbbbf1b40659,c3,DROP,27,?,?,
1769745705.0530245,RECEIVED,9d38a5d1-dc18-4cb9-9c0a-f81a5ddeb150,2d3bceff-956a-4e58-90cb-b8064e7245f1,c1,c3,27,p3,?,surb={'id': 'ed521054-ed6a-4b74-81b3-2f5e4e5141b2', 'route': ['p3', 'e10', 'i9', 'x11', 'p1', 'c1']}
1769745705.1219826,RECEIVED,8baf0066-6f50-4184-b9fc-fcacfda4139c,b0c47c00-4e66-4ec4-9749-4c5a6c3dab86,c2,c3,27,p3,?,surb={'id': 'ee680d13-8c79-4f32-a9ce-9be8cd008649', 'route': ['p3', 'e11', 'i8', 'x12', 'p2', 'c2']}
1769745705.125482,RECEIVED,2c3535f0-cdcb-41ab-9c9d-b0b4344dfa73,8819736d-d048-4a4a-819d-9d479bbe06a5,c2,c3,27,p3,?,surb={'id': 'e26c0715-3dac-422c-a56c-8f5794c85bba', 'route': ['p3', 'e8', 'i6', 'x3', 'p2', 'c2']}
1769745705.418349,SENT,bc5ba097-78ef-463e-82a4-ecd24599aed5,38e54527-230c-43c4-8b1b-a3dcaa3e101b,c3,c2,3379,?,p3,
1769745705.418489,CREATED,244bbaf3-575a-4687-9699-ac5ef3a190f9,9d874965-93ab-4b97-9e38-36f7c2c9b081,c3,c2,26,?,?,surb={'id': '471807be-1451-4b20-a757-f16038f76013', 'route': ['p2', 'e7', 'i10', 'x2', 'p3', 'c3']}
1769745705.5024614,SENT,aa0feba3-ad99-469c-9b9b-623ea1b69239,637834d9-3d95-4f6a-bd44-fa9b1b8ea901,c3,DROP,2019,?,p3,
1769745705.5025947,CREATED,8d903aab-700c-4757-8b83-14e4decdef23,d58e98be-cc58-419d-b863-3c940a0c546a,c3,DROP,26,?,?,
1769745705.8131177,RECEIVED,49a01912-2b97-46f3-b8f7-f3c9b6a1ad29,7cc24888-6a92-49e3-be08-2eb53ea964f1,c2,c3,26,p3,?,surb={'id': '34be0b93-d2a2-43e8-b773-412e06e97471', 'route': ['p3', 'e2', 'i12', 'x1', 'p2', 'c2']}
1769745706.024033,RECEIVED,c0ca9fd1-869b-44e3-8307-110b26cc68ae,c9ad1995-75ca-4377-bb5d-f6438b6c2fc4,c1,c3,27,p3,?,surb={'id': 'c9145131-3c08-4a9a-bb51-ffb130d2b48f', 'route': ['p3', 'e6', 'i12', 'x5', 'p1', 'c1']}
1769745706.03203,RECEIVED,36398bae-2135-4d75-88db-a69807300d24,b8374ae0-30e6-4810-94fa-c9f5089b2a3b,c1,c3,26,p3,?,surb={'id': '340cf2f6-8db7-450b-bd1f-35df352b930a', 'route': ['p3', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769745706.1113267,RECEIVED,847d8a05-e382-4224-9520-7f5e55ae654b,fadb4472-9df7-4673-a0f4-8a8eb4720442,c1,c3,27,p3,?,surb={'id': '9eb4aa40-3322-4249-974a-b554c19a5681', 'route': ['p3', 'e6', 'i10', 'x3', 'p1', 'c1']}
1769745706.1176639,RECEIVED,cab3b214-259b-472f-90f1-e96a089967cd,43790438-2e0a-4dfa-af90-debc0db39ba9,c1,c3,27,p3,?,surb={'id': 'c1c6c764-f257-4c0f-85a4-469a881cebe9', 'route': ['p3', 'e3', 'i2', 'x10', 'p1', 'c1']}
1769745706.124568,RECEIVED,d886bbe7-ab35-4bc4-a2fa-4815e639de8c,0c97ca6d-813f-42ca-a8cb-788888539eaa,c1,c3,27,p3,?,surb={'id': '783ab1b2-8faf-4299-9ac7-1b2f4bc93d7b', 'route': ['p3', 'e10', 'i8', 'x1', 'p1', 'c1']}
1769745706.1889586,SENT,103621c1-71a1-4e59-bcec-01e41ec1034b,30d9121f-3770-4772-8305-4054c1c0fa4f,c3,DROP,2015,?,p3,
1769745706.1891203,CREATED,da28a523-25ab-4056-9a2d-8025424bfe54,161aaca4-9258-4bcc-ad2b-a009eb5b3823,c3,DROP,27,?,?,
1769745706.5189216,RECEIVED,11100d74-2131-49f9-95f3-c473fd3e6d29,78b047f5-c406-43a4-bdb7-be3641ee753c,c1,c3,27,p3,?,surb={'id': 'ad5d4113-d35f-4d31-b1e1-4c2336ea05d4', 'route': ['p3', 'e11', 'i11', 'x1', 'p1', 'c1']}
1769745706.547668,RECEIVED,ba107dbb-f076-4ddc-9a3d-6d797621c9db,739dfee9-4b8d-4935-8f45-debae547461a,c1,c3,26,p3,?,surb={'id': 'cb0c8434-12f9-4d90-bba4-6c427abe026a', 'route': ['p3', 'e3', 'i5', 'x1', 'p1', 'c1']}
1769745707.3556883,RECEIVED,57037bc7-523a-48bc-a134-0949ba2ae578,6de34bed-b0c3-4b50-954c-14ab5c7f2c0d,c2,c3,26,p3,?,surb={'id': 'ff4a1689-a072-4097-86a6-8c2ed822902b', 'route': ['p3', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769745707.4823048,RECEIVED,d93f0989-8448-41bb-bd9b-599b1b865f0c,d7330a41-ebd4-47f2-a9f1-d5d2d37816c7,c2,c3,26,p3,?,surb={'id': '168f5522-5e63-4d95-ad9a-408335de6fdd', 'route': ['p3', 'e2', 'i8', 'x6', 'p2', 'c2']}
1769745707.6738238,RECEIVED,911e0b10-1818-4686-98e5-85edcc5b50ec,c0c256fa-a966-4892-9309-f65d467305b6,c1,c3,27,p3,?,surb={'id': '3cfd2210-a46a-4d48-a770-1fb0a1fac362', 'route': ['p3', 'e12', 'i11', 'x11', 'p1', 'c1']}
1769745707.8109634,RECEIVED,c1c30493-e0ec-48a6-80ce-0cb0d23a623f,d1d4ad33-3857-4abe-9782-7d90126b9c7c,c2,c3,26,p3,?,surb={'id': 'fca5d88f-f833-46a1-9465-25e12f530fe8', 'route': ['p3', 'e12', 'i8', 'x9', 'p2', 'c2']}
1769745707.820116,RECEIVED,cdff3617-bca5-42c1-94e5-53d4a7bab617,4b2b0bad-6787-483d-843a-cc0d6c9135b1,c1,c3,27,p3,?,surb={'id': '436b1579-9f96-4c42-9c4d-801d4d3fb959', 'route': ['p3', 'e5', 'i11', 'x9', 'p1', 'c1']}
1769745708.049108,SENT,3dd59224-f361-4852-b956-a0cba8c959ea,7fa80951-bdd8-4953-9e48-049de8bc0ca4,c3,c2,3396,?,p3,
1769745708.0492623,CREATED,72c7a237-d905-45a5-9e56-91ba5ad95402,38a3c4d0-c934-43c8-a293-84ec10fe6c74,c3,c2,27,?,?,surb={'id': 'b2be323a-c537-4860-8d1c-cf87ade4fc68', 'route': ['p2', 'e7', 'i12', 'x8', 'p3', 'c3']}
1769745708.2966216,RECEIVED,bff8f4e6-9f15-48ee-87b6-912868a93d01,fb9032d8-cc16-4f4f-8235-c3f630f3ed3d,c1,c3,27,p3,?,surb={'id': '4913ba6d-8c26-47d9-af95-568e5ee7f7af', 'route': ['p3', 'e8', 'i10', 'x2', 'p1', 'c1']}
1769745708.5271404,SENT,aeea95a6-e3bf-4f2d-b2a7-ff7433a7ce1a,80fc5b0b-d954-4efc-8bdb-a053ef688ef8,c3,c2,3400,?,p3,
1769745708.5282242,CREATED,fe3d9c74-8806-41e4-abb9-a940dcb58e82,c88b74e8-1266-4812-9e44-befdb18b335d,c3,c2,27,?,?,surb={'id': '96b9f34a-558d-4525-8827-fc5b431c824e', 'route': ['p2', 'e9', 'i10', 'x7', 'p3', 'c3']}
1769745708.6732242,SENT,e2103456-d688-4feb-83d1-9d50a3efab96,884ed390-f888-4003-95c7-f02cb9d525c5,c3,c2,3375,?,p3,
1769745708.6733336,CREATED,1836c89e-3f8d-486c-979c-52c10c14453c,ad76f775-3e9f-427e-bd35-a38de223c96f,c3,c2,26,?,?,surb={'id': '377e6a1d-5cff-419a-8bb8-79ada8f0a6f8', 'route': ['p2', 'e10', 'i11', 'x8', 'p3', 'c3']}
1769745708.702676,SENT,5d8569e7-808e-4026-b812-d0191a18a395,d26717fc-8025-4c37-a9bd-f5e543252dbe,c3,c2,3364,?,p3,
1769745708.7027793,CREATED,22a6dfcd-91d6-4e21-9953-74a271a131c2,be12e639-c897-435f-b659-126085ece98f,c3,c2,27,?,?,surb={'id': '57727b87-054e-428b-aed4-d861401c97d4', 'route': ['p2', 'e11', 'i10', 'x7', 'p3', 'c3']}
1769745708.8016548,RECEIVED,cf897619-7e97-4187-80e4-7fb51149660d,6212d724-3f5a-41fb-8bd6-d04d4c0dde7c,c1,c3,26,p3,?,surb={'id': '3aed3f4f-6381-4dc7-9a33-5c4e5c1244c0', 'route': ['p3', 'e8', 'i1', 'x11', 'p1', 'c1']}
1769745708.88533,RECEIVED,e685bf0b-2516-442e-975c-f066b7581443,8612e32b-a095-4829-9f6d-06d4ccdb1b9d,c2,c3,27,p3,?,surb={'id': 'b7d2dbaa-c4de-4001-bf06-f0dd87faed4a', 'route': ['p3', 'e6', 'i9', 'x7', 'p2', 'c2']}
1769745709.2055774,RECEIVED,03310320-bb0b-45c6-8a99-0482f8f6435b,3e141450-5627-41d2-9ffa-cc72d699ddd0,c2,c3,27,p3,?,surb={'id': 'fc58ff3f-3b60-41ad-9c1c-32c178c00ca7', 'route': ['p3', 'e6', 'i10', 'x7', 'p2', 'c2']}
1769745709.218481,RECEIVED,900f0698-b264-441c-a445-f0b065c2f511,a7df0e8b-7e54-44a0-8dcd-3bceb1051cd6,c2,c3,27,p3,?,surb={'id': '923a16b4-b6c4-49eb-b358-68eb41c7127b', 'route': ['p3', 'e6', 'i2', 'x11', 'p2', 'c2']}
1769745709.2526755,RECEIVED,6406e629-9128-4ef0-853b-3da14dd82581,fa88cdb9-e961-4a5e-a0a1-39c489a4957e,c2,c3,27,p3,?,surb={'id': '213c02ce-b609-4262-bd15-380e95572d6c', 'route': ['p3', 'e6', 'i4', 'x10', 'p2', 'c2']}
1769745709.28994,SENT,b003344c-9d6a-4f75-ad1c-a4842af1d09a,fa84913e-22ba-468f-84e9-0b5162df0441,c3,c2,3380,?,p3,
1769745709.2900934,CREATED,9aaa5e40-75bf-4924-a19c-42be5c2f1f6d,48baf2e5-e942-4de9-bb08-9132b1304cf7,c3,c2,26,?,?,surb={'id': 'aea93eaa-e296-49f8-a37f-c6369e35eb7a', 'route': ['p2', 'e2', 'i12', 'x5', 'p3', 'c3']}
1769745709.3034089,SENT,262ae215-7fda-48b1-8317-932c28248660,62f3d92f-4d06-4446-9f1c-52e1ef9cd3cc,c3,c2,3364,?,p3,
1769745709.30353,CREATED,807b8f7d-b043-4a65-8b43-1f758d120836,0437caf1-f606-4b44-9f21-b3815da6c7bc,c3,c2,27,?,?,surb={'id': '7ac709aa-7f20-4eab-b54b-bb931f41a07c', 'route': ['p2', 'e7', 'i11', 'x10', 'p3', 'c3']}
1769745709.3488076,SENT,f12d57c1-77e5-4807-8fc0-c988ef3f42ef,9209621f-901b-42bb-8798-53683421d082,c3,c2,3387,?,p3,
1769745709.349278,CREATED,42f519b5-3772-4d2c-845d-cd191ad8383b,2dfbe0d3-474d-4292-81aa-456d656fef42,c3,c2,27,?,?,surb={'id': 'a098b908-2363-4693-af5c-70c945fac36d', 'route': ['p2', 'e10', 'i12', 'x7', 'p3', 'c3']}
1769745709.5284712,SENT,e81aa5a5-9c0b-4874-9974-0e221d4cb185,6909c55b-05fb-4ffd-83f7-8f7059386a3f,c3,c2,3385,?,p3,
1769745709.5285969,CREATED,37f33c9d-9ff3-4f26-a0f4-b806add56f20,050050b0-eab3-423e-ad44-40433bd3b79d,c3,c2,27,?,?,surb={'id': '34f74d69-1e3d-4fe4-b4c6-f8d78fa20e02', 'route': ['p2', 'e6', 'i1', 'x2', 'p3', 'c3']}
1769745709.5294516,RECEIVED,55feab9b-b8c4-4df1-a5b0-c8ae6c752144,7184757f-3e7e-4564-aa84-208dad2b8f8d,c1,c3,27,p3,?,surb={'id': '32b2a252-ab31-4831-a65e-ffe1cd89e0fc', 'route': ['p3', 'e12', 'i7', 'x5', 'p1', 'c1']}
1769745709.6600132,RECEIVED,3722ebc8-22b8-455e-84d9-04c3e32a1ff5,9a12bf2a-6a26-450b-a95d-5e6595fc9901,c1,c3,26,p3,?,surb={'id': '1eab8cc3-e719-4dcc-bd1e-d35b5d0c84c5', 'route': ['p3', 'e11', 'i2', 'x10', 'p1', 'c1']}
1769745709.7279525,SENT,cb99749c-d8f9-41ee-825b-3637315d6b0e,fc386f86-1c16-4ef4-a691-daa030754d46,c3,DROP,2016,?,p3,
1769745709.7281096,CREATED,3e3858d8-b3c1-4028-9922-731ab2b254c0,7dc7c799-057d-4899-8d40-75ff735e6245,c3,DROP,27,?,?,
1769745710.2976904,SENT,d36268d8-75f5-41ae-a7c3-a87406b990fa,2d17c218-ee2c-4e30-a4d2-d6d0a57bfc66,c3,DROP,2024,?,p3,
1769745710.2978225,CREATED,9d5af58a-be59-4571-b981-84bce2f1112d,6084b634-0974-43f7-a6fe-3e638180734f,c3,DROP,27,?,?,
1769745710.3082814,RECEIVED,512bf750-9c67-49e7-bfae-38dd2edccf0d,cec757c6-025e-4b2b-bddd-ce315ee6434e,c1,c3,27,p3,?,surb={'id': 'c8a96f45-a01c-4567-ae14-5199a59b30c6', 'route': ['p3', 'e5', 'i1', 'x3', 'p1', 'c1']}
1769745710.4559696,RECEIVED,bb5c2690-d875-4c18-b208-0ecc36a96983,d80f6037-03d7-479f-bf1b-4c3d75eef3d9,c1,c3,27,p3,?,surb={'id': '1877efe8-5db0-42db-9881-e83eeb586557', 'route': ['p3', 'e11', 'i12', 'x8', 'p1', 'c1']}
1769745710.5436378,RECEIVED,d86f184a-c274-493e-b11f-11376ab72309,2aba6c28-7b4a-4a72-a928-e2765b8676fa,c2,c3,27,p3,?,surb={'id': 'dce226e9-d810-4f77-b4f5-089e2153f98c', 'route': ['p3', 'e9', 'i2', 'x7', 'p2', 'c2']}
1769745710.558469,RECEIVED,fc57b324-3c90-40cf-bfab-bf273972809e,38116072-28f9-4485-bb0f-4f7c394a31a3,c2,c3,27,p3,?,surb={'id': 'ca3f48e0-68b2-4742-a78f-03f5ded2eece', 'route': ['p3', 'e1', 'i12', 'x2', 'p2', 'c2']}
1769745710.8583653,SENT,33ac5413-c7b4-4852-91a3-1761e456a167,069aa750-8b3d-4c2f-9c21-8f8081c8b4c8,c3,c2,3393,?,p3,
1769745710.8585327,CREATED,562de27a-d4be-4022-a007-b73422e4d4c5,db727114-79b2-48ee-b352-3d90dbb160f4,c3,c2,27,?,?,surb={'id': '68dd17a6-f84b-4eea-ab10-6c5e5b41ce36', 'route': ['p2', 'e2', 'i2', 'x12', 'p3', 'c3']}
1769745710.8949406,SENT,0320a577-a2eb-485d-be7d-5081749a5439,2b360551-9528-43dd-a823-075b14681feb,c3,DROP,2033,?,p3,
1769745710.895105,CREATED,a8af2cd2-4eb0-4ac3-829d-932e09f6bedd,57125f60-443e-4428-91c2-bee74c8f4c43,c3,DROP,27,?,?,
1769745711.1308844,SENT,9dad272c-1214-4ab0-87bd-3c4b748cb611,523f14d1-8c0d-4e39-9763-eebeb14eff59,c3,DROP,2015,?,p3,
1769745711.1309843,CREATED,bfb1fed9-c42d-4e85-ac74-34682ae2751e,7314731f-17a8-40e9-b1e6-c69fa4947fe7,c3,DROP,27,?,?,
1769745711.1484134,RECEIVED,5851a74e-bf2a-4c04-b93c-636df726978d,f613be4e-50e6-4a34-947f-6732ec80494a,c1,c3,26,p3,?,surb={'id': '88ddc580-ef72-43a3-af52-28d4e841424f', 'route': ['p3', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769745711.4017723,RECEIVED,e1dc5d3f-a79c-4751-93bf-05c0163402dd,a7739350-d51d-4a88-a8e0-a916fda9af05,c1,c3,27,p3,?,surb={'id': '8b6d3b62-7039-48a6-b99a-12cf02bfca2c', 'route': ['p3', 'e8', 'i5', 'x9', 'p1', 'c1']}
1769745711.4030948,SENT,288b9cfa-e65f-4f3d-926f-cdd39d2a77d2,5a67214f-971d-4fde-8856-be7cf2e5996c,c3,c2,3375,?,p3,
1769745711.4031966,CREATED,4aafaf9e-d03b-40b1-a3b1-bab09ee25c35,9622328a-2530-47c9-968e-2cd7955b6b15,c3,c2,27,?,?,surb={'id': '6eea314e-3b58-4c94-b951-4d228ce96994', 'route': ['p2', 'e1', 'i3', 'x9', 'p3', 'c3']}
1769745711.4220827,RECEIVED,5679a4ee-4ff9-448d-ac80-017c2b620508,11d2c1b4-47b6-4595-8d1f-a9bc5d9f1b9e,c1,c3,26,p3,?,surb={'id': '56d2071c-a159-4e26-a2b7-2b3d01ea3efd', 'route': ['p3', 'e12', 'i1', 'x3', 'p1', 'c1']}
1769745711.5263326,SENT,6c376b7e-f26c-4cdd-8e72-5bdf3b0d4184,782263ce-6439-457f-b4b2-a1bf4fa9a445,c3,DROP,2040,?,p3,
1769745711.5263796,CREATED,28e2b6e3-14e0-44df-aa55-4cc1a42fc58f,da9da92b-06eb-4286-83e0-ca5952e58b5a,c3,DROP,27,?,?,
1769745711.6258354,RECEIVED,a1400463-f106-49aa-bbfc-f9b46c2ed837,dd0651dd-5062-4bd5-95c0-fcee86aa54fe,c2,c3,26,p3,?,surb={'id': '6c9400a1-69be-4513-b136-a0ae8d46384f', 'route': ['p3', 'e12', 'i8', 'x3', 'p2', 'c2']}
1769745711.6888306,RECEIVED,dcb6b2db-03a8-4c78-ac08-9d3518f8cd0a,80f4c884-781a-4c7c-83b4-bb90bf6a6018,c2,c3,27,p3,?,surb={'id': '8b9182b8-f7e0-4a00-941a-12a4678f2390', 'route': ['p3', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769745711.7971892,RECEIVED,4930fbfb-5c1a-47bc-a7f8-beb0d03163ba,4d706c1e-aeea-4b9c-842d-b4a8138f4842,c2,c3,26,p3,?,surb={'id': '6ebf8b91-e9e6-4540-a1f7-5d6c944d8a6d', 'route': ['p3', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769745711.9333975,RECEIVED,b234ad89-66a8-468f-9b31-0f04ef26e51e,a508cba9-75c8-45e0-b0c0-ea18ec0a63f7,c1,c3,27,p3,?,surb={'id': '5dfb17b8-efda-46f5-b25c-311fd56f85cb', 'route': ['p3', 'e9', 'i2', 'x7', 'p1', 'c1']}
1769745712.0049925,SENT,b77398f0-d8f4-4d5e-b398-64b01b972d9c,6644cacc-30db-4924-b61f-993c3c2a16f6,c3,DROP,2040,?,p3,
1769745712.0050926,CREATED,d27d44cc-b718-4efc-b0b7-3c8f30ccc298,145fa0ea-9f46-4914-89e7-c47f81e6e023,c3,DROP,26,?,?,
1769745712.1941278,RECEIVED,4760541b-a366-49a1-a231-ccd91a4946b9,73e70733-2ed4-4254-93fc-366e01209502,c1,c3,26,p3,?,surb={'id': '90b5fb6a-c906-4c4a-8496-780a4e5f468a', 'route': ['p3', 'e11', 'i6', 'x9', 'p1', 'c1']}
1769745712.2307334,SENT,332dba23-f77d-441e-afde-655686e5118e,2f7c313c-ea8e-4f56-810b-c37e30c31700,c3,c2,3395,?,p3,
1769745712.2308285,CREATED,997e00b2-bfc2-42ce-9a0e-6310abf62f79,c30218bb-b6fb-4c57-ac9c-4b88156bac68,c3,c2,27,?,?,surb={'id': '80c1e4db-fc95-4799-b9b3-22d412851c67', 'route': ['p2', 'e3', 'i11', 'x2', 'p3', 'c3']}
1769745712.2772188,RECEIVED,be78972c-b83e-4c45-b97d-33afe742a05f,3b881e9c-4901-48f9-80fd-e0f70497e698,c1,c3,27,p3,?,surb={'id': '4acff205-be34-4118-89e0-8017264be083', 'route': ['p3', 'e2', 'i12', 'x10', 'p1', 'c1']}
1769745712.398589,SENT,e2c4a031-c8f3-48d1-8fd3-9c8bc702eb47,1ebff511-11e0-4884-973d-5ad37f766639,c3,DROP,2016,?,p3,
1769745712.398706,CREATED,ddc32a75-781e-4c70-93ca-206dd31fa31f,20f9ce18-458b-4409-8c16-aa4661456da1,c3,DROP,26,?,?,
1769745712.4107935,SENT,7d112108-4904-4995-9ef9-5e5996f8b1d3,89b98961-d3c8-4918-bdcc-c41d6163b417,c3,DROP,2018,?,p3,
1769745712.4109125,CREATED,a51e6520-650f-4cee-bd8e-50f858a5abe9,703bfca3-fd6e-4f17-96df-37694d9a1c24,c3,DROP,27,?,?,
1769745712.5073369,RECEIVED,1f5b610d-26bb-455e-ad30-bc7b882bf22d,58666080-c740-45d5-941d-f951ca8c4bee,c1,c3,27,p3,?,surb={'id': '84ad2a94-8d0c-4a37-9a34-b8950879daa4', 'route': ['p3', 'e3', 'i10', 'x6', 'p1', 'c1']}
1769745713.0524108,RECEIVED,50660584-6b28-47ff-b14b-45b893a066f0,a116a668-ba19-46ef-804d-3c853f3c7c04,c2,c3,27,p3,?,surb={'id': 'f6cee986-d0b4-4277-8242-bdcb4aeddf97', 'route': ['p3', 'e8', 'i1', 'x11', 'p2', 'c2']}
1769745713.1144612,SENT,799645fb-1485-444d-8531-6e793099d834,97fbc56b-a1cc-409a-9231-7a5ccdaf2540,c3,c2,3384,?,p3,
1769745713.1145325,CREATED,ecd820b2-70d2-489d-9be4-1c966dd2eb8e,50732587-1b63-4ab5-b587-b005007fc3e7,c3,c2,27,?,?,surb={'id': '86ebf687-fa99-4597-af09-bd205eba6336', 'route': ['p2', 'e7', 'i9', 'x7', 'p3', 'c3']}
1769745713.1977584,RECEIVED,cccab89c-fd89-4160-9ac8-18d0d812ea3f,58b53cf0-52be-4ba6-854e-b213b408ac69,c1,c3,27,p3,?,surb={'id': '3e033256-797e-4749-bef9-bb849a835278', 'route': ['p3', 'e1', 'i10', 'x5', 'p1', 'c1']}
1769745713.2406738,SENT,314a19fa-d4cc-4143-9b54-187a6fc840bb,1896e99e-5de7-4af5-827b-ccf8cd9bd8db,c3,DROP,2015,?,p3,
1769745713.2407389,CREATED,02f6ae27-e487-47cb-b5b4-2d3005270c2c,64c4711a-1a09-44a1-94e4-e53c7303d355,c3,DROP,27,?,?,
1769745713.3392568,RECEIVED,0f7ad6c2-eaca-4d4d-b773-a9e8f339929e,474326fb-3d9b-416c-b30b-1088547aa9a6,c2,c3,27,p3,?,surb={'id': '10119afa-5064-470a-a2aa-ad26801f7754', 'route': ['p3', 'e10', 'i12', 'x6', 'p2', 'c2']}
1769745713.4745488,SENT,84c0bb77-25f1-4974-b571-73aac171925d,401eb4ac-30c0-4156-8496-54bba01c7706,c3,c2,3367,?,p3,
1769745713.4746199,CREATED,04f65b0e-50a8-479f-bec3-8a22dba579dd,4fbfd760-f71a-49c3-a328-982f0ad98259,c3,c2,26,?,?,surb={'id': '84390258-5158-4008-992c-8bd929ab89a6', 'route': ['p2', 'e10', 'i6', 'x1', 'p3', 'c3']}
1769745713.704905,RECEIVED,9bf8f94a-04b2-4e68-8b0d-48d8baf4e26c,01d33266-bc3c-461e-adcc-c1378b11098a,c2,c3,26,p3,?,surb={'id': '6bfc938d-6d17-4afa-b091-2b88fdf93162', 'route': ['p3', 'e2', 'i8', 'x12', 'p2', 'c2']}
1769745713.7184918,RECEIVED,1a07095e-4de1-4efd-8609-a119c3b9675d,912486c4-e862-49b7-a4dd-dd5ad856b41d,c1,c3,27,p3,?,surb={'id': 'b92d77f7-e5f7-4cbd-8a8e-ff63a4cabfd7', 'route': ['p3', 'e11', 'i5', 'x8', 'p1', 'c1']}
1769745713.900949,SENT,e1f5096c-bde5-46c0-90e8-c62932c826e1,68c2d2ce-13fe-40b0-94a8-f8b767b03b75,c3,c2,3380,?,p3,
1769745713.9011238,CREATED,49714dc6-0b64-4378-ac52-39f8fc70c2eb,6766d922-26ef-42c6-93af-d135be76ea2a,c3,c2,27,?,?,surb={'id': 'f49365a4-9ef1-4052-aed1-5509f5be5d6a', 'route': ['p2', 'e2', 'i6', 'x5', 'p3', 'c3']}
1769745714.0780735,RECEIVED,f75f5222-79a9-4dc1-a572-c48c1e14b7d9,3c27e5e3-1d41-4350-84c8-b966f05bcc24,c1,c3,27,p3,?,surb={'id': 'db6a1613-7151-448f-8bb5-471a356f5e80', 'route': ['p3', 'e3', 'i4', 'x3', 'p1', 'c1']}
1769745714.2578957,RECEIVED,a5e0ea37-3a50-49fb-8d19-c560d3105c87,46cf3a64-db8f-40ba-af23-b215da92dd19,c1,c3,27,p3,?,surb={'id': 'f0d7164e-a8d4-43af-9c5e-4ef0500f30c0', 'route': ['p3', 'e11', 'i3', 'x11', 'p1', 'c1']}
1769745714.3297946,RECEIVED,3f6678f9-0d64-4ee2-967c-157b1ece3f6e,3ade2b56-cfa9-456b-a50f-9e5a82467a00,c2,c3,27,p3,?,surb={'id': '8861e61e-8abb-4d38-9b28-f5e2028b5f97', 'route': ['p3', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769745714.3782065,RECEIVED,7b8f9eaf-eb4d-4415-81b7-94eeec3f5186,d2ea593d-60d8-4d01-b541-5694c6a20f88,c2,c3,27,p3,?,surb={'id': '5d85f89b-c02b-4fdd-9d1d-f025615a8115', 'route': ['p3', 'e3', 'i1', 'x3', 'p2', 'c2']}
1769745714.4376602,SENT,ff4ab689-4c39-4efa-9ae5-68d146132d57,6895e393-b671-4217-aaf1-a2b18c0d25be,c3,c2,3374,?,p3,
1769745714.4377637,CREATED,1920d3d6-c6f4-4dda-af9f-760b4e2b1185,ed1f91a7-cd2b-4e5e-8c30-587f2be641b0,c3,c2,26,?,?,surb={'id': 'a511e500-7ec1-4eb2-8ac9-e66e3faff171', 'route': ['p2', 'e6', 'i6', 'x2', 'p3', 'c3']}
1769745714.547278,RECEIVED,92805a7a-858a-47d5-9b06-82717841cd29,75d6fa83-62a8-4301-bb28-9bcece2ee8da,c2,c3,27,p3,?,surb={'id': '38f26fc0-e07c-47b0-acbe-b5d2047f2471', 'route': ['p3', 'e10', 'i4', 'x3', 'p2', 'c2']}
1769745714.5616612,RECEIVED,2408252a-97b7-44ae-aa9c-a5f7367a4a04,25a00139-75cd-489e-ad0f-b7b9c6f1b53a,c2,c3,27,p3,?,surb={'id': '98e25d16-a1b5-49d6-a806-7ddd2bca859f', 'route': ['p3', 'e8', 'i5', 'x5', 'p2', 'c2']}
1769745714.6060276,RECEIVED,389442e8-1b9b-4c4b-9dfc-3132bdf57189,275d6311-ca95-4143-a2e2-612137603013,c2,c3,27,p3,?,surb={'id': 'cb5d81f8-07b0-4ea3-9ed1-5b697cb786de', 'route': ['p3', 'e8', 'i8', 'x5', 'p2', 'c2']}
1769745714.9692338,RECEIVED,471e9691-610a-486b-b74d-95661c4618f3,59e5fce0-dd0f-4706-9e78-8eba104dcff5,c2,c3,27,p3,?,surb={'id': 'a7034b18-01bf-4748-b789-c5d6d116b36d', 'route': ['p3', 'e1', 'i2', 'x9', 'p2', 'c2']}
1769745715.0347786,RECEIVED,47e29045-b45e-4c71-ae5e-0dfd6e59feea,22a4c8d5-5a9f-4195-8e1a-76004f2128c3,c2,c3,27,p3,?,surb={'id': '30c5879b-14bc-42be-8543-97c5153926d5', 'route': ['p3', 'e2', 'i5', 'x3', 'p2', 'c2']}
1769745715.0544696,SENT,724e4d49-05ee-4209-afab-c99649d0a679,780f4523-0e5a-4d06-aa3b-b207da2340db,c3,c2,3355,?,p3,
1769745715.0546198,CREATED,27f70799-9180-415e-9926-e8f2c9285e5b,c9d2fd65-5aff-47db-9783-55349608ea8c,c3,c2,26,?,?,surb={'id': 'f5af9dec-41c7-4581-99f3-511950b57da7', 'route': ['p2', 'e8', 'i6', 'x7', 'p3', 'c3']}
1769745715.1569314,SENT,6c393ef8-affe-454b-8475-33cb27563408,46aa1941-153e-47aa-a0ef-5ca50b4f8ec1,c3,DROP,2017,?,p3,
1769745715.1576757,CREATED,6c68a0d3-55f5-45e1-9968-b9c065819e2b,f3313cb0-4288-4bde-9614-30a6ea963a5e,c3,DROP,27,?,?,
