timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769745809.836613,SENT,830cd19f-8f28-4e48-900b-128808556bc3,219bb4fd-343d-428f-906f-280e967f7fe9,c2,c3,3357,?,p2,
1769745809.8366745,CREATED,70aab9c3-b008-43b3-8ed8-afdf584e6556,ad0f3061-f494-4c33-ae31-2031a9bff992,c2,c3,27,?,?,surb={'id': '77653a2b-fc02-4993-8436-162f43d529d7', 'route': ['p3', 'e9', 'i7', 'x6', 'p2', 'c2']}
1769745809.8529427,SENT,2ce61bfb-05d0-4d1f-a203-d72e9a68c470,f6057ebd-74ed-42f8-951c-530c489d2dc6,c2,c3,3380,?,p2,
1769745809.853017,CREATED,3e515b06-72e1-4406-b9e0-0fcfa28026aa,0ef61dc0-324f-4464-85f3-e92c43203efe,c2,c3,26,?,?,surb={'id': 'd35fa5a7-12ee-446f-8ca2-3ddbb107e425', 'route': ['p3', 'e4', 'i11', 'x8', 'p2', 'c2']}
1769745810.165973,RECEIVED,eafb3033-050d-4d17-bb4e-fcef35f4fca7,84fa86d5-8484-4eb6-be58-66f14867cda9,c3,c2,27,p2,?,surb={'id': '97500bc2-2b81-46e0-bd2e-568fc37e5832', 'route': ['p2', 'e8', 'i6', 'x9', 'p3', 'c3']}
1769745810.2503698,RECEIVED,fa7e2484-9052-4b2d-a3af-d2260ad70e29,d60837be-cbce-46f3-8aca-6803695f52f1,c3,c2,27,p2,?,surb={'id': '0929eff5-c862-49e3-9a4c-c86d56811ce9', 'route': ['p2', 'e2', 'i10', 'x9', 'p3', 'c3']}
1769745810.2868357,RECEIVED,38087bd4-72e9-40d2-a97f-768ce4fdc824,02b33c3f-72dc-46a2-8dcd-a89d2e1a0cc5,c5,c2,27,p2,?,surb={'id': '577a489d-0f84-4c6a-a912-a3b6e48a54bb', 'route': ['p2', 'e8', 'i8', 'x12', 'p2', 'c5']}
1769745810.3564308,RECEIVED,21dd439d-0435-4d85-bc0b-e61b1f8e20f8,30df6d97-9e3a-4f30-ace4-2cd6a806bdf8,c4,c2,27,p2,?,surb={'id': '2c63b6d7-d8d0-40aa-8553-770dca1157e0', 'route': ['p2', 'e3', 'i1', 'x4', 'p1', 'c4']}
1769745810.4872174,RECEIVED,c5f5c2ba-557b-469d-8483-cdee72050524,0aa6b229-db33-40e9-a9ac-423ab6d03066,c4,c2,27,p2,?,surb={'id': '129a0168-47ad-42a1-8872-3b7f991dbcad', 'route': ['p2', 'e2', 'i9', 'x4', 'p1', 'c4']}
1769745810.502357,SENT,52b55f5d-6925-40d1-8777-0055bd5c4633,4916279b-414b-4707-9c04-6aeb6028928e,c2,c3,3386,?,p2,
1769745810.5024574,CREATED,f83ca39d-a5f5-4048-be3b-ce244aef21d5,599d2308-d4cc-4bc7-9d66-0a8ce096a383,c2,c3,26,?,?,surb={'id': '5992ad3e-ec5a-4dc4-96a4-7ebfc276e1af', 'route': ['p3', 'e10', 'i9', 'x10', 'p2', 'c2']}
1769745810.513933,RECEIVED,0e46f2e6-d47f-4953-a52c-ecdad1cd8b24,b2764360-539e-4fee-a106-b97d1fa582e1,c3,c2,27,p2,?,surb={'id': '7c895c66-d568-4885-845f-83922ef53679', 'route': ['p2', 'e3', 'i8', 'x2', 'p3', 'c3']}
1769745810.5167935,RECEIVED,4574bcb1-2429-4f56-b236-16a130f97021,91545d3a-37df-4b20-ae4b-c939a94d195c,c4,c2,26,p2,?,surb={'id': '54c4b877-7754-4f8f-9faa-6e46f4e9d0ad', 'route': ['p2', 'e3', 'i3', 'x8', 'p1', 'c4']}
1769745810.5544796,SENT,f86b4f86-e87b-4dba-9d06-f654b762ccb1,b9d6cf7c-01c9-4e74-a274-afa250c3090c,c2,c3,3359,?,p2,
1769745810.5545597,CREATED,04c2d17c-b9a2-4681-aa0b-39b6a039f8e3,ef675fbc-61e7-4f56-b566-f8601ff8d423,c2,c3,27,?,?,surb={'id': 'd0361954-6b95-4fef-8193-5c621c7196d3', 'route': ['p3', 'e6', 'i7', 'x9', 'p2', 'c2']}
1769745810.640921,RECEIVED,8ddc5057-b0b7-4371-bc0e-f5e0791e006d,b819b057-03db-4411-a954-36cf19c50b1b,c5,c2,27,p2,?,surb={'id': 'd34559ab-6e05-4950-aca2-2b4a0e3ea638', 'route': ['p2', 'e6', 'i1', 'x11', 'p2', 'c5']}
1769745810.8013635,RECEIVED,f411abe8-b544-40d3-87d3-5622d7a7e0a6,2b5dcde5-08c1-4c02-9606-312fd9426066,c3,c2,27,p2,?,surb={'id': 'b4ded8af-4469-4e93-be5e-1c14bf3936e7', 'route': ['p2', 'e10', 'i6', 'x2', 'p3', 'c3']}
1769745810.8094077,RECEIVED,6800d82d-b179-4a57-9c9e-19d4c21c67df,e54cb9b1-5449-4473-8ce0-fb04aecc8ad2,c4,c2,27,p2,?,surb={'id': 'ca436237-807d-4614-a0b4-9321f919cc49', 'route': ['p2', 'e7', 'i8', 'x6', 'p1', 'c4']}
1769745810.8264859,RECEIVED,21fdaaa3-2261-480f-84ab-bee05aa00f17,f082c22e-adc9-4316-baba-5936802be2d6,c5,c2,27,p2,?,surb={'id': '5900d96a-925f-426c-a8c5-cfbc6430c7d0', 'route': ['p2', 'e8', 'i5', 'x10', 'p2', 'c5']}
1769745810.8748245,RECEIVED,b43ec783-0522-4f92-af3b-3089ca9d18fa,6320d988-9a40-4ec2-8b05-3e4778bc0f14,c5,c2,27,p2,?,surb={'id': '4eeff92e-d202-4a09-9da7-8f8b1ea32395', 'route': ['p2', 'e12', 'i5', 'x4', 'p2', 'c5']}
1769745810.9113476,RECEIVED,263b6e9f-01b3-4f73-b9c1-117c4164a602,c6a09de6-bd2f-41d5-9ae0-4ac1fdef1f14,c3,c2,27,p2,?,surb={'id': 'ac3f7509-1b20-468c-b120-322bcbb03843', 'route': ['p2', 'e7', 'i6', 'x9', 'p3', 'c3']}
1769745811.0549796,RECEIVED,ed65bef1-d59f-472b-a9cd-9e586455337d,37b854c6-723c-4455-939d-c88f59e658b2,c5,c2,27,p2,?,surb={'id': 'd91533af-6f32-4bac-8cf6-c81c84dab6ca', 'route': ['p2', 'e4', 'i4', 'x9', 'p2', 'c5']}
1769745811.1581116,RECEIVED,853ea705-795e-437c-86d3-d575e01021a7,7d4ce994-b1a3-45b0-86f3-5d0c219ad2d4,c5,c2,26,p2,?,surb={'id': 'b008e4b1-a55b-448d-bcc1-21a178038ff1', 'route': ['p2', 'e1', 'i12', 'x2', 'p2', 'c5']}
1769745811.1694367,SENT,25927204-61e4-4733-8935-a228ce6284df,105ce5f5-57cc-4132-9f3c-6e8e86d3788b,c2,c3,3389,?,p2,
1769745811.1695948,CREATED,7804d1d6-a5e3-477b-8edc-3910b02f333a,693ad49b-0ea2-4ccd-a323-b0900b039131,c2,c3,27,?,?,surb={'id': 'e8d65d5e-7dfe-401a-995b-61147a2f1908', 'route': ['p3', 'e1', 'i3', 'x4', 'p2', 'c2']}
1769745811.1916354,RECEIVED,7e5d8e51-6f52-46c8-b6a4-c9cce9d36f22,797d3dbe-5b2e-4065-ae6e-4ccb3c9ff69e,c5,c2,27,p2,?,surb={'id': 'e20a699f-a410-496b-a851-f80106863357', 'route': ['p2', 'e12', 'i7', 'x9', 'p2', 'c5']}
1769745811.1990094,SENT,13996645-d721-4084-a7fc-578212c5b0ca,a7f1e179-4e99-4db5-9b7d-250ed08be498,c2,c3,3375,?,p2,
1769745811.1992126,CREATED,d45e7961-cafd-4d8f-86b3-23bef323ef9b,3aa60046-560f-41cd-a906-26a0bfa6b89c,c2,c3,26,?,?,surb={'id': '665394ea-e73d-4dde-b89c-c087df30f227', 'route': ['p3', 'e6', 'i7', 'x12', 'p2', 'c2']}
1769745811.2368305,SENT,d387c98f-99b1-4357-a2f5-b906ca940ab3,55a50ab1-9bd0-43ec-8066-62ec71885fb5,c2,c3,3369,?,p2,
1769745811.2369637,CREATED,bd1a6115-52ee-4db3-ac7e-bdb83ce7e432,431ec6f2-004f-4d20-b531-46b763e7bbb0,c2,c3,27,?,?,surb={'id': '2dbbc72f-96ff-4e97-a6aa-abbe89ad708b', 'route': ['p3', 'e6', 'i8', 'x1', 'p2', 'c2']}
1769745811.3199975,SENT,94218c6c-4c2a-4e28-aedf-8da87cf32503,1f87d450-16eb-47ac-befa-ca29a8e6a2ec,c2,c3,3400,?,p2,
1769745811.3201625,CREATED,9d76630f-41d6-4cb9-b716-649e236752e2,f5c2ec46-b7db-4b1b-850e-d9aed53563df,c2,c3,27,?,?,surb={'id': '2fc519a7-0f9a-4270-a3f4-81ad7ce8699a', 'route': ['p3', 'e3', 'i2', 'x9', 'p2', 'c2']}
1769745811.420629,SENT,b03ea6e8-5efa-480a-941c-d546fb5372f6,204fe822-c753-4bfa-86ca-248579b55f04,c2,c3,3375,?,p2,
1769745811.420762,CREATED,bbf82285-2e1a-4ce2-8e3e-dd24e3857ca4,35d604c1-5820-4fa3-a09b-a05017996555,c2,c3,26,?,?,surb={'id': 'ac54049b-2ad2-43b5-a223-b16f2769ad07', 'route': ['p3', 'e8', 'i8', 'x5', 'p2', 'c2']}
1769745811.4908705,RECEIVED,a9ead7ee-335e-4a77-857e-ec07ea831304,7240881f-aefe-4188-bae1-cd125b1d151c,c5,c2,27,p2,?,surb={'id': 'b70509c5-0c87-474e-aa17-b27dd12dde50', 'route': ['p2', 'e2', 'i5', 'x10', 'p2', 'c5']}
1769745811.530527,SENT,982f2fc1-68e3-4cd3-b5ad-7599f6066db2,b4dfc117-5b51-47ad-a914-fa483eb28011,c2,c3,3379,?,p2,
1769745811.5306509,CREATED,d1923e54-7ad4-482a-89ff-6b88b196be89,704a9767-87ed-4c5d-8449-e442a5bb1bd9,c2,c3,27,?,?,surb={'id': '8a3c48f1-e025-4767-ba51-7c87780192cf', 'route': ['p3', 'e1', 'i6', 'x9', 'p2', 'c2']}
1769745811.608698,RECEIVED,7e4a5c62-ee1a-4db3-8975-c5e39a567712,238a9b6a-bd0a-40c2-bb46-0f3ec790c030,c3,c2,27,p2,?,surb={'id': '99e83281-2e5a-4e02-854c-33b128a5ec7e', 'route': ['p2', 'e6', 'i11', 'x3', 'p3', 'c3']}
1769745811.982263,RECEIVED,5a3d722c-9565-4fbd-bfb1-20f71c2a4f9c,44691052-9237-48f0-9da1-0913bbc7b629,c4,c2,27,p2,?,surb={'id': '5c12d2ac-4c69-4230-b32e-d7826656b359', 'route': ['p2', 'e4', 'i3', 'x12', 'p1', 'c4']}
1769745811.9908943,RECEIVED,31e13e1a-5f2b-4c17-8263-c1789e7bc0fa,1c4a7d4c-2cc2-405a-b05d-09a01f9d9e31,c3,c2,26,p2,?,surb={'id': '41f41221-b447-4feb-abf2-06b797e3a696', 'route': ['p2', 'e5', 'i1', 'x10', 'p3', 'c3']}
1769745812.076892,RECEIVED,58a2770b-d955-4cfd-9c8b-99a22e23677c,510783b9-59e3-40db-b9f8-270d04d6540b,c3,c2,27,p2,?,surb={'id': '81613059-e87b-43c8-a43a-fcdf848a9085', 'route': ['p2', 'e2', 'i5', 'x10', 'p3', 'c3']}
1769745812.089664,RECEIVED,c676a38e-4485-4b60-a822-74b31247fc8b,4118494b-592f-4ae4-bb49-86c2c34b1869,c4,c2,27,p2,?,surb={'id': 'e3378089-ae2a-48d8-8418-0f65c125c9ac', 'route': ['p2', 'e1', 'i9', 'x12', 'p1', 'c4']}
1769745812.1944396,RECEIVED,8aa1a64f-08cc-4956-be17-a99f5ded9c5d,d995ae87-a57d-4b52-b709-54dd0b41d8f8,c5,c2,26,p2,?,surb={'id': '7efcfa3e-8ef4-437f-b06e-4b03b6259bc8', 'route': ['p2', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769745812.248198,RECEIVED,4a732532-a237-48af-bfef-cfb1fffd2998,1dfc54c0-89cd-4be7-8a13-07ff60e35b8a,c4,c2,27,p2,?,surb={'id': '7b72bba5-2004-4500-adc2-95d848a1e0fa', 'route': ['p2', 'e11', 'i5', 'x3', 'p1', 'c4']}
1769745812.3858116,SENT,39e10c2d-81ef-4d1b-a264-3b6056728d24,97998917-4994-43d3-84b5-e7973b79cecd,c2,c3,3368,?,p2,
1769745812.3859787,CREATED,e21deca4-38f9-467f-aa36-56a754164689,4cc0eb02-1071-437c-82fb-41c053d2cae8,c2,c3,27,?,?,surb={'id': 'cad91d15-34e6-44a8-af36-68a7bd32019d', 'route': ['p3', 'e10', 'i8', 'x4', 'p2', 'c2']}
1769745812.3863363,RECEIVED,c3314bf0-cb66-4bac-9728-aa74df3d46ef,5ec2f678-4445-4c69-9668-0a34c87a7428,c3,c2,27,p2,?,surb={'id': '1534ab61-2634-4035-ad70-93f77c26180f', 'route': ['p2', 'e6', 'i11', 'x8', 'p3', 'c3']}
1769745812.6159246,RECEIVED,ee3a985c-b81a-4515-8f85-5d22adb38472,77b546e9-b888-423b-b42f-a43075caf809,c5,c2,26,p2,?,surb={'id': '729ac0ac-3401-42c6-8f71-add008603fdf', 'route': ['p2', 'e10', 'i10', 'x10', 'p2', 'c5']}
1769745812.7460027,RECEIVED,63a3d966-9022-4cd1-9668-550f145da609,c7794acc-e977-4ad2-9cac-e814b74e41b7,c4,c2,27,p2,?,surb={'id': '88abfca3-4859-4578-aee8-1779cb707fea', 'route': ['p2', 'e1', 'i3', 'x1', 'p1', 'c4']}
1769745812.8074663,RECEIVED,acca6dc3-03ba-407e-9bd2-fe87e6885229,e7d62567-3b6d-4461-beda-0b4343bc5627,c3,c2,27,p2,?,surb={'id': 'f9bc13b4-e5b6-4a3b-ae51-9445c51e9b20', 'route': ['p2', 'e7', 'i3', 'x10', 'p3', 'c3']}
1769745812.833438,RECEIVED,861d210d-837a-49f2-9be7-d84013908d45,b4aa717d-c806-46f9-bfa8-c341da5abd1f,c4,c2,27,p2,?,surb={'id': '6a7ddb8d-43e8-4e70-a0fa-d78e0e9e7fe8', 'route': ['p2', 'e10', 'i8', 'x5', 'p1', 'c4']}
1769745812.949028,RECEIVED,19940d2b-d1dc-45c8-948e-29ad76aa19a2,4522b989-7235-4225-a9c2-4065b34e099f,c3,c2,27,p2,?,surb={'id': 'e8d68024-8afa-4cd0-8b60-5b229a85c4c4', 'route': ['p2', 'e1', 'i7', 'x9', 'p3', 'c3']}
1769745812.9642646,RECEIVED,d98b1864-c040-4771-8569-a196ac4a0990,159bd322-8d12-4bf6-9ac3-0787d5c7e719,c3,c2,26,p2,?,surb={'id': '82343867-ca8b-48f4-a07a-e18c7dd2ec2a', 'route': ['p2', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769745812.9693606,RECEIVED,3b553503-c88c-4a04-b44b-402c8eeee568,37a7c654-998c-4a7e-b2ab-7ff1f6d86366,c3,c2,27,p2,?,surb={'id': '89c63987-86d9-4734-ab11-6ce7dbe7c2d5', 'route': ['p2', 'e9', 'i3', 'x8', 'p3', 'c3']}
1769745813.203344,RECEIVED,40bfc633-1802-4f96-82ad-ef80c18eb7f0,72278b54-c6eb-4741-852b-3f796744b376,c3,c2,27,p2,?,surb={'id': '138a310b-b026-49c7-9c7e-f87ead0d9b4d', 'route': ['p2', 'e12', 'i10', 'x5', 'p3', 'c3']}
1769745813.3516967,RECEIVED,1726e1ab-ea72-4c3b-85d7-2278409de910,f2f07d39-55ca-4618-9019-d6dbf979e5ba,c4,c2,27,p2,?,surb={'id': '3f495414-d81b-4d2b-a873-d8ad7169a53b', 'route': ['p2', 'e12', 'i4', 'x2', 'p1', 'c4']}
1769745813.4406412,RECEIVED,e4922520-e631-4ca0-9773-6e5c8c6f472b,353511ca-294a-487e-94b0-5ca41e4c0d9b,c5,c2,26,p2,?,surb={'id': '08435c17-36b6-45a4-9347-27916ad8c584', 'route': ['p2', 'e1', 'i7', 'x8', 'p2', 'c5']}
1769745813.526407,RECEIVED,5e71377c-0b16-41d8-8ac6-2783bab506ac,b672dbe9-eb14-42db-8338-911e887604ac,c5,c2,27,p2,?,surb={'id': 'e883a3e4-c5fb-4ba8-b00e-cca0ac25b27d', 'route': ['p2', 'e1', 'i1', 'x2', 'p2', 'c5']}
1769745813.561161,RECEIVED,baa241fb-b0a4-48ac-ae21-e7a28d0111d1,cca3569a-3886-4719-8cbe-4c0faf4f9f6a,c5,c2,27,p2,?,surb={'id': '41fd83aa-14ec-49e8-a226-9299badf75f5', 'route': ['p2', 'e8', 'i6', 'x6', 'p2', 'c5']}
1769745813.6426246,RECEIVED,763a6b64-33d1-4690-b7f5-84ff0363cef8,ba00684d-84c4-4dc1-ae70-828a3a873f37,c3,c2,27,p2,?,surb={'id': 'c0413f4e-b250-4b74-aea5-c7bc5d7c3642', 'route': ['p2', 'e5', 'i10', 'x11', 'p3', 'c3']}
1769745813.7800062,RECEIVED,0c3e1f02-c77f-46d7-bd33-1dd48c1de8df,799ab55c-b812-4874-bee1-fbdc2bd5f7eb,c4,c2,26,p2,?,surb={'id': '70060e61-f440-4eb5-8f02-809d01b474e7', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c4']}
1769745814.1384895,SENT,16a79a8d-ab32-4820-8c26-8053bb3166a0,3ebd7764-d0eb-4976-a362-ff43dcc65f6f,c2,c3,3388,?,p2,
1769745814.1386073,CREATED,5f311778-031d-451c-8323-8533de91a8a2,17f27a0e-d417-47cc-ac78-e749854026b0,c2,c3,26,?,?,surb={'id': '08360629-68e1-48ff-bffa-ff3996c3e418', 'route': ['p3', 'e4', 'i7', 'x11', 'p2', 'c2']}
1769745814.172503,SENT,5ac860a1-937f-4140-9d5f-fbe72321a0ca,f46fac3f-ac88-4ab3-a601-bb831a272c17,c2,c3,3367,?,p2,
1769745814.1727097,CREATED,99e3ce37-5265-43cc-83c1-c9f50ed0e0d8,c00660dc-00dd-4809-8d27-ab6bedd9f0d2,c2,c3,27,?,?,surb={'id': '52a91886-503d-4662-8454-e9e9bc521cc0', 'route': ['p3', 'e4', 'i3', 'x8', 'p2', 'c2']}
1769745814.194925,RECEIVED,2969d4c8-c4b4-4579-9124-aa641f3b672b,64e04f1f-1e6f-4702-a1a7-9078165826de,c3,c2,27,p2,?,surb={'id': '5cd732f1-28b8-46d2-b51e-34a7efcbbb60', 'route': ['p2', 'e7', 'i6', 'x8', 'p3', 'c3']}
1769745814.238929,RECEIVED,e8e0c19c-2231-490a-8f34-ea0e5e001e0a,6a870134-859f-4131-986e-8706cc093d71,c5,c2,27,p2,?,surb={'id': '95a41ac8-1acd-431a-876a-bd257e876d98', 'route': ['p2', 'e2', 'i5', 'x6', 'p2', 'c5']}
1769745814.2930853,RECEIVED,781ba189-2c12-48b6-8574-f16b70efa746,2ef6cdf1-b9ac-41ce-8151-2d20e51fb654,c4,c2,27,p2,?,surb={'id': '856fcbad-22d5-4e1e-97a9-3bd0ad41c216', 'route': ['p2', 'e12', 'i10', 'x10', 'p1', 'c4']}
1769745814.3222613,SENT,4d6d224c-6212-4ef3-b36e-d90c6b3dab0a,cf85a7d0-680b-4ec1-904d-8426948ea874,c2,c3,3383,?,p2,
1769745814.3223207,CREATED,b71bbd78-24d1-4f2d-b280-9e095140290d,0476bcd9-e97d-4ef0-8dee-391fb71cf71b,c2,c3,27,?,?,surb={'id': 'fcbd8a28-9428-4362-bdb0-8ccb6390cf5f', 'route': ['p3', 'e2', 'i7', 'x8', 'p2', 'c2']}
1769745814.362672,RECEIVED,49712645-5fef-4a6d-91d9-b88bacb42588,33f3c576-3d64-42f9-9359-5a53d4fa392e,c5,c2,27,p2,?,surb={'id': 'f98bfe6c-ba1f-435f-b941-5b2784b8ddf2', 'route': ['p2', 'e6', 'i1', 'x1', 'p2', 'c5']}
1769745814.3737082,RECEIVED,e9fba803-c355-4f22-b410-3ffa83ba58ae,04e77a8d-c828-46ac-a54a-e60b16d4d5d4,c5,c2,27,p2,?,surb={'id': '9228bcad-b6d6-4a93-ae0f-cfc4c1fdad7b', 'route': ['p2', 'e12', 'i2', 'x12', 'p2', 'c5']}
1769745814.3928173,RECEIVED,1a1f8311-505a-4a9f-9461-066ad507b7c2,95eaeaaf-3782-4f8b-a49c-4836d21020b8,c5,c2,26,p2,?,surb={'id': 'aa8f1a6e-3692-4381-8f9f-6fc1d4dec215', 'route': ['p2', 'e4', 'i11', 'x5', 'p2', 'c5']}
1769745814.42333,RECEIVED,cb87e3a7-5a9b-447f-a82a-156519bb1b61,21640780-c565-40d1-94de-5210d65b94d0,c5,c2,26,p2,?,surb={'id': '224bba2d-a253-4f62-b60c-27e871cee9f1', 'route': ['p2', 'e11', 'i12', 'x4', 'p2', 'c5']}
1769745814.4365425,RECEIVED,de441208-08f6-48ac-84e9-915e1d6d0bce,baf4f00d-7714-45c8-bd5a-75cbce0dcbc7,c4,c2,27,p2,?,surb={'id': '70fb8624-e4f3-4a7f-98cc-6e0f5a9adff1', 'route': ['p2', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769745814.4603484,RECEIVED,6925d5c1-939b-4c1b-8a97-e822c469359f,f2d588fd-697d-43b9-b109-9b33ba7d26bf,c3,c2,27,p2,?,surb={'id': '2fb43699-ab0d-45cf-9b58-842227a7b3a1', 'route': ['p2', 'e4', 'i10', 'x9', 'p3', 'c3']}
1769745814.4759676,RECEIVED,890d5fa9-08aa-4507-a073-b49c69405148,e3256aea-759d-4447-ac57-7bbfd0b2a736,c4,c2,27,p2,?,surb={'id': '0a08775e-69f6-4dd7-b6c6-f5f90d109aa1', 'route': ['p2', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769745814.502367,RECEIVED,b67026e0-508b-4046-9a15-40ae02533e03,eaf83829-c27a-43ba-a559-09078238ff29,c5,c2,27,p2,?,surb={'id': '1a6e322c-0fc8-42ef-8ed9-328e6009bf32', 'route': ['p2', 'e12', 'i3', 'x1', 'p2', 'c5']}
1769745815.1538348,RECEIVED,cbfd82aa-f4c9-43ae-b774-a19298a94956,820daae1-a8f3-4cb6-bf8a-6d168a4bc77e,c3,c2,27,p2,?,surb={'id': 'ba0c5b87-6b7d-405a-b7bb-3a7d1b38054d', 'route': ['p2', 'e6', 'i6', 'x3', 'p3', 'c3']}
1769745815.2683816,RECEIVED,27b6665a-2b5a-4132-8caf-4b075a2459d1,b2a48a66-c013-486d-96ff-e6d9f5e886d8,c4,c2,27,p2,?,surb={'id': '8ad7ed75-bf2d-4d0f-b17a-567b01ecd7fb', 'route': ['p2', 'e2', 'i1', 'x7', 'p1', 'c4']}
1769745815.3020687,RECEIVED,e1a4999d-6a51-4474-9d09-11ae2abcea19,c7e1e7e2-921b-4373-bdc2-fec96bf5d5ab,c5,c2,27,p2,?,surb={'id': 'eec5ebce-848f-497a-b087-7cdb1c7f3905', 'route': ['p2', 'e5', 'i11', 'x1', 'p2', 'c5']}
1769745815.338213,RECEIVED,fa4009c8-3019-4251-a750-f26f45a0bd61,b875b4ec-c065-4b94-af3a-bd9f3a228a5e,c3,c2,26,p2,?,surb={'id': 'f11b7ffb-effd-46ce-a08c-3805f10caf2b', 'route': ['p2', 'e3', 'i12', 'x8', 'p3', 'c3']}
1769745815.3972309,RECEIVED,76b41d05-4076-40d9-a958-a6ed23ecb86e,d9d7ec22-a2de-4c4e-abd2-6c97c865c0e2,c5,c2,27,p2,?,surb={'id': '5e5b6581-a65d-4968-8fdf-5571db6c8d31', 'route': ['p2', 'e11', 'i6', 'x1', 'p2', 'c5']}
1769745815.446725,SENT,b6867bdd-2b97-4850-8fd2-b83c13d50309,57dddcda-7fdc-4f75-a8b4-5d403c9b5c2d,c2,c3,3397,?,p2,
1769745815.4467835,CREATED,84a09d0e-6830-4939-8163-e44706d9b742,462c4e3e-9461-4b72-83ae-1cfd598dde32,c2,c3,27,?,?,surb={'id': '206770c4-e7de-4294-86f2-30ed26f724fc', 'route': ['p3', 'e9', 'i3', 'x6', 'p2', 'c2']}
1769745815.5719612,SENT,a3088e77-4e07-4715-b92d-2709e8ef6948,6140ce9c-1e10-4351-a0c3-3fd5a4893ed7,c2,c3,3379,?,p2,
1769745815.5722322,CREATED,87f76b41-426d-4daf-aa35-6ce90c0dcdcd,510b34a3-58b8-43de-a740-e2793bc035ba,c2,c3,26,?,?,surb={'id': '833a24b9-afa2-45c8-a0db-8d0d5dc68430', 'route': ['p3', 'e12', 'i11', 'x2', 'p2', 'c2']}
1769745815.7033243,RECEIVED,4444748d-fa49-42d7-92ad-44dfbb00083e,542da073-d1dd-43d3-9810-3f6fc16452a3,c4,c2,27,p2,?,surb={'id': 'aab3ad4c-5dad-4000-a8f2-3fd13bb5577a', 'route': ['p2', 'e12', 'i1', 'x12', 'p1', 'c4']}
1769745815.809427,RECEIVED,9890e51e-9cfa-4a31-8301-3ed92bd2b493,ab2d189c-f265-473c-88ee-438dc292725b,c3,c2,26,p2,?,surb={'id': '362c7a92-9791-47fb-8714-6cc71612a9cc', 'route': ['p2', 'e1', 'i8', 'x5', 'p3', 'c3']}
1769745815.8315513,RECEIVED,b4f6dae9-0ce8-4c0b-ba25-3e9f111bd913,4f89b711-4c80-47cc-96bb-4e3cefe4bc2e,c5,c2,27,p2,?,surb={'id': '082a1c64-6572-4981-8e4c-2ea24baee4de', 'route': ['p2', 'e12', 'i10', 'x7', 'p2', 'c5']}
1769745816.0443118,RECEIVED,200cf964-fdac-453b-b90a-f89f769e24f6,99fcd1fb-0666-431b-849c-4ddf61e2a955,c4,c2,27,p2,?,surb={'id': '9d9c6a84-802d-461f-af34-054969d764fb', 'route': ['p2', 'e11', 'i4', 'x7', 'p1', 'c4']}
1769745816.1834607,RECEIVED,592de7cf-fcb7-428a-aa96-6b80ca67a5bd,497b888e-5782-4e00-a2c4-7599c5d15fdc,c5,c2,27,p2,?,surb={'id': '84863b9d-d107-4ad4-ad80-2fbe650b4d28', 'route': ['p2', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769745816.218093,RECEIVED,e837847c-fb8a-4e2a-bf3e-f200981ff78e,7b9c562f-0296-4bae-9a24-51a7dada2ee5,c3,c2,26,p2,?,surb={'id': '1324d208-20e0-4333-b0f5-687e6ceb4b5e', 'route': ['p2', 'e6', 'i10', 'x5', 'p3', 'c3']}
1769745816.3244143,RECEIVED,5304aa7f-4329-4cb7-b3dd-589de669804e,88dbdea4-5ace-491f-b3fc-dd73a587645d,c5,c2,27,p2,?,surb={'id': '2be6fea8-6a88-4e4e-9183-bd0242d4be9e', 'route': ['p2', 'e11', 'i7', 'x7', 'p2', 'c5']}
1769745816.435567,RECEIVED,925dd1e1-9d1c-4e50-9ac7-41fd9446b275,65324a84-d173-48af-9d08-6a02138ee944,c3,c2,26,p2,?,surb={'id': '089650d6-aea0-419e-813f-def7127fc0b7', 'route': ['p2', 'e9', 'i8', 'x6', 'p3', 'c3']}
1769745816.4447434,SENT,0138e243-a3d8-4014-8013-a4db8de26d98,2856a604-4656-43e4-b944-c35295f51cfc,c2,c3,3355,?,p2,
1769745816.4448948,CREATED,9e5dee13-5f5a-4f46-bb7c-50ede33e2ec0,6d48c462-bfdb-407e-bcf7-66753160b834,c2,c3,27,?,?,surb={'id': '95c3578c-0605-405d-b12c-fe0c72186d2f', 'route': ['p3', 'e7', 'i3', 'x9', 'p2', 'c2']}
1769745816.5031445,RECEIVED,214c5fdc-b633-45f3-9273-b3cd41c212f7,82764bed-449a-40db-8be1-8240163b85c2,c5,c2,27,p2,?,surb={'id': 'b47c9f22-1ed7-47ca-ae25-206467d47005', 'route': ['p2', 'e2', 'i7', 'x5', 'p2', 'c5']}
1769745816.6052554,RECEIVED,5b8b66fe-e60b-40d9-a78a-87e744cc50f6,29d2363f-3094-43b5-b87e-6a85e9b0cd4f,c4,c2,27,p2,?,surb={'id': 'fe9187be-482d-4b3b-a073-8111e67008c4', 'route': ['p2', 'e4', 'i8', 'x8', 'p1', 'c4']}
