timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769392246.149203,RECEIVED,b6db2b99-aa2f-4638-ae31-2fcb285e6b92,2d292974-e352-49e0-9e31-5d75eaf76fff,c2,c5,26,p2,?,surb={'id': '8c7e9778-cb77-48e4-b56e-597b00dfee69', 'route': ['p2', 'e2', 'i2', 'x9', 'p2', 'c2']}
1769392246.196597,RECEIVED,dbbb982c-0b6e-4758-a938-69931edd4627,1ded2dc2-081a-4697-8ff4-05c87ef6d6bf,c1,c5,26,p2,?,surb={'id': 'acd195b3-b5ff-4334-86e1-4c483a5451fb', 'route': ['p2', 'e3', 'i1', 'x4', 'p1', 'c1']}
1769392246.3141167,SENT,34591d28-4680-4f0c-ac88-ceebdbf04b71,5913a0c2-ed61-4da3-8b88-139075b681fe,c5,c4,3372,?,p2,
1769392246.3142002,CREATED,87335238-692c-44da-a81b-8a3df5e869e0,e7fecbc4-275f-4797-83d4-7617b3017097,c5,c4,27,?,?,surb={'id': 'e3478a68-b0f1-435e-996b-da4dc4400515', 'route': ['p1', 'e8', 'i2', 'x9', 'p2', 'c5']}
1769392246.4062598,RECEIVED,9a487f0c-405e-4ac3-8a9a-9a736e5ee052,c940c3d8-0b23-49c1-a6a8-03830e2b6613,c2,c5,27,p2,?,surb={'id': '5c086a66-341c-4632-ada2-a3d06c0f6262', 'route': ['p2', 'e9', 'i2', 'x4', 'p2', 'c2']}
1769392246.4157882,SENT,34e94b6e-1d62-487b-aed5-e5c3472e08f4,0720c9c4-e1ad-446a-aa5d-218321a3250e,c5,c4,3387,?,p2,
1769392246.4159381,CREATED,747f1e3a-a92b-495f-b9ae-de39cd16cfd0,4d43f1bb-0076-4664-b24c-461e4d735e57,c5,c4,27,?,?,surb={'id': '68705a1d-8849-4e3f-9bfa-95a370d1b3c2', 'route': ['p1', 'e1', 'i3', 'x10', 'p2', 'c5']}
1769392246.816857,RECEIVED,95b4755e-a20a-4329-8029-75280eb2acac,e96f3c29-499b-40e3-9871-4308f6be820a,c2,c5,26,p2,?,surb={'id': 'c5e24caa-d5b5-401d-8bf1-71e30e68ad1a', 'route': ['p2', 'e2', 'i2', 'x10', 'p2', 'c2']}
1769392246.8201387,RECEIVED,388613dd-29be-400e-9340-4edc34a211eb,e9bbc8ef-5e4b-4d12-bf06-7b585445552f,c1,c5,27,p2,?,surb={'id': '30328cbe-dfea-418f-a8e4-fecc268a54c5', 'route': ['p2', 'e12', 'i2', 'x3', 'p1', 'c1']}
1769392246.857618,RECEIVED,7a142e70-6dde-49d6-9926-00fb2fba6934,7eac34c5-643a-4675-bc12-5acd6584c896,c2,c5,27,p2,?,surb={'id': '3e0b2f2b-f4f5-460a-a5b6-b572e735eb8a', 'route': ['p2', 'e2', 'i11', 'x4', 'p2', 'c2']}
1769392246.9846802,SENT,d1e3a6e4-5532-48aa-bf67-f4c31e063506,1d5c89c2-8f3b-4b0d-b299-e93f8b9cd054,c5,c4,3380,?,p2,
1769392246.984812,CREATED,9f51be62-d21d-4162-91e1-c8c8fe6ef71b,f9ccd632-168a-48e1-8e68-c108b6377b7a,c5,c4,26,?,?,surb={'id': 'cfaf321e-d774-4951-a3e9-f812ff5ef211', 'route': ['p1', 'e5', 'i10', 'x4', 'p2', 'c5']}
1769392247.0562751,RECEIVED,f2cdd2cb-8695-4ce2-a2e2-2ab9a47cae64,ed60896f-b7fe-4bc3-bd51-627c682df417,c1,c5,27,p2,?,surb={'id': '825d6ba4-28dc-47ca-bd38-005190fac851', 'route': ['p2', 'e2', 'i4', 'x12', 'p1', 'c1']}
1769392247.168701,SENT,5170de7e-93c7-4f23-aca0-dd04e65cd04b,7a4a0d13-ae8c-4b36-935c-da8898462446,c5,c4,3399,?,p2,
1769392247.1688337,CREATED,3f0dad41-5b52-4994-bae7-0859d99e4867,17b393f5-61ec-4c46-a82a-41515977bc63,c5,c4,27,?,?,surb={'id': '199cb913-35c9-447d-81d8-d2a7f7f5af01', 'route': ['p1', 'e1', 'i4', 'x12', 'p2', 'c5']}
1769392247.3135884,RECEIVED,0f0fa00e-62d0-4f9c-9388-b48ffdb389a9,7f9109b0-89dc-4741-98fd-a1e96a47b6bf,c2,c5,27,p2,?,surb={'id': 'cd7acf1c-2d7f-41bb-b99c-1c48f1cd3188', 'route': ['p2', 'e5', 'i6', 'x10', 'p2', 'c2']}
1769392247.3341305,RECEIVED,b47c732e-13bb-41ef-b03a-b78269cbaacb,25950c09-9fa2-43c3-987a-c3b707feefd8,c2,c5,27,p2,?,surb={'id': '0146e41d-0d44-4c00-841d-63fce46f5d90', 'route': ['p2', 'e3', 'i3', 'x11', 'p2', 'c2']}
1769392247.3719416,RECEIVED,3ec5a1cb-1c6c-4852-b027-be7e604411c7,35eecaaf-bf9f-492e-8b52-0ef0426467ef,c2,c5,26,p2,?,surb={'id': '85f4d9b8-5a73-4612-9e52-e094fac31bcb', 'route': ['p2', 'e10', 'i6', 'x8', 'p2', 'c2']}
1769392247.544324,SENT,2289d0b9-5716-468a-9024-d274061313fd,92dabdc2-1f32-46c4-9c77-40ca478ca3f8,c5,c4,3388,?,p2,
1769392247.5448186,CREATED,cc0825b9-9ba5-4130-8402-1b9b0cc4f5e4,1f7a0faf-f999-4d6d-86f1-08a71f572ac5,c5,c4,27,?,?,surb={'id': 'a2b06ab7-f3b5-4978-a0a9-d74a0aaf2304', 'route': ['p1', 'e4', 'i12', 'x4', 'p2', 'c5']}
1769392247.6269772,RECEIVED,da7e7ecb-a8bf-4e09-80e6-0d5f66426c3b,be59c143-a790-4ef4-83a7-fe0f6eddd1f6,c2,c5,27,p2,?,surb={'id': '79db2460-0bc0-4fac-a104-182139680701', 'route': ['p2', 'e7', 'i10', 'x1', 'p2', 'c2']}
1769392247.8916585,SENT,83e17dc5-5be5-482a-a3f2-b100028aea99,f1be743a-763f-41bd-9cf8-a296ff09ebc4,c5,c4,3383,?,p2,
1769392247.891809,CREATED,2e9a2281-d17c-4add-8d38-92d896bf958e,bcd0254f-f8e6-4c13-873b-b80cb4fe5aad,c5,c4,27,?,?,surb={'id': '34f68a78-b150-4653-a380-ea6e7f79856b', 'route': ['p1', 'e3', 'i8', 'x8', 'p2', 'c5']}
1769392248.1618922,RECEIVED,c7630edb-4175-4f37-93a3-caf558466ed8,11b9e624-da4b-4b96-9794-f5ebd4b0fdd7,c1,c5,27,p2,?,surb={'id': 'c5f5d7e7-cdea-43aa-aa3c-ae4abeccbfe5', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c1']}
1769392248.361532,SENT,76b5be9c-9808-4d85-b111-f2fe7d605b2a,a264b3bb-ecf3-4e33-8c6c-daa35fd1bb07,c5,c4,3364,?,p2,
1769392248.3625083,CREATED,70a2c9af-44b8-4eec-90a6-f8b6ecd3642c,abe87582-738b-445b-9674-fd6d12ec03fe,c5,c4,27,?,?,surb={'id': 'c73b581f-1609-4809-9a20-c2ddb9e391c5', 'route': ['p1', 'e5', 'i5', 'x3', 'p2', 'c5']}
1769392248.3621163,RECEIVED,15f30a71-1f85-489e-b08e-dea5ac7a777c,85e58116-1135-448c-9b0f-5192ad041fbb,c2,c5,27,p2,?,surb={'id': '4fa467b9-14f7-4da0-84b6-34b71a2f93f9', 'route': ['p2', 'e8', 'i7', 'x2', 'p2', 'c2']}
1769392248.3795054,SENT,f71ead8c-40fc-4cd9-94d4-4c3f4623021a,da8d9278-08ed-493c-a456-96e6b339547f,c5,c4,3384,?,p2,
1769392248.3796427,CREATED,c4e5c434-5bde-4a67-836a-921c60300876,d6a4f52a-4faf-4970-85a1-8009425d1b87,c5,c4,27,?,?,surb={'id': 'e7053fa3-4ea2-46d5-a610-fc42b1025611', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c5']}
1769392248.6018457,RECEIVED,52756aee-1bbe-49d6-8a59-301096e56b68,6d65e8c5-d842-4b73-8770-3e1e92d4d799,c1,c5,27,p2,?,surb={'id': '195aaa9b-0c04-4133-9565-e2762d38e912', 'route': ['p2', 'e12', 'i12', 'x9', 'p1', 'c1']}
1769392248.6798856,SENT,fb39b5e1-679c-48d6-a6fe-a771dc36b3f6,bc0767fb-1ab8-4b8e-bfe2-6c5071b9cb94,c5,c4,3381,?,p2,
1769392248.680019,CREATED,ce330b61-addf-46c0-9366-3f7e84e17216,8fa2a22b-bb48-4530-bc4f-11b40b8dcb8d,c5,c4,27,?,?,surb={'id': '78cdba60-b655-421d-865c-a2a445b4625c', 'route': ['p1', 'e8', 'i9', 'x6', 'p2', 'c5']}
1769392248.7037735,RECEIVED,106401c5-2d1d-47a5-ba82-36ab3e31abd6,ccf0bb64-44ea-4a0c-8bef-10516babb4a3,c2,c5,27,p2,?,surb={'id': '157ec657-da14-4a79-9db7-f6bbb04fb429', 'route': ['p2', 'e6', 'i8', 'x10', 'p2', 'c2']}
1769392248.8618312,RECEIVED,5b00be2b-cdbf-417d-8188-995e7e99c252,07079c54-8b2c-4afc-9146-88bcd8ff8dee,c2,c5,27,p2,?,surb={'id': '8fa2e874-46e7-473a-9ba4-e52a5215ae39', 'route': ['p2', 'e10', 'i8', 'x6', 'p2', 'c2']}
1769392248.8866103,RECEIVED,fd952659-9ecc-461c-aae0-e833b7b14bf2,4d24e69e-7f74-4dd4-bcc3-2039e2e70944,c1,c5,27,p2,?,surb={'id': 'da96b355-385d-4d1e-a317-844ba1885240', 'route': ['p2', 'e11', 'i8', 'x1', 'p1', 'c1']}
1769392248.9559712,RECEIVED,2cbd9a64-d55c-4db5-ad97-f4dd3fd48246,d0708117-2de0-4a31-a40e-eb79e88e5f36,c1,c5,27,p2,?,surb={'id': '558fc70d-5552-4c3b-b5ec-80ea4a6a128d', 'route': ['p2', 'e7', 'i6', 'x2', 'p1', 'c1']}
1769392249.0324862,RECEIVED,d2b59293-4c26-41af-a8cf-146134d60a90,01c4ceb3-2f41-4ec7-9ba0-2af29d0e48d1,c2,c5,27,p2,?,surb={'id': '8c459c6d-d696-428d-9c05-b20f80873916', 'route': ['p2', 'e9', 'i9', 'x2', 'p2', 'c2']}
1769392249.1114826,RECEIVED,b7f25157-6772-4b4c-88b5-ca49ee6de908,8face53f-03e2-4078-abcf-24b8d3f0ffaa,c1,c5,27,p2,?,surb={'id': '3f3d9ffb-1306-455a-8212-dce61b6c0a20', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c1']}
1769392249.1238623,RECEIVED,c6219c19-91f5-41c3-b458-3c888a48cdef,2688c01f-946e-4232-9ac0-9397d69b5592,c2,c5,26,p2,?,surb={'id': 'ee56f575-85a8-4c4d-a3eb-4169e5d8e4d3', 'route': ['p2', 'e1', 'i4', 'x12', 'p2', 'c2']}
1769392249.1921217,SENT,d1fa7a1b-4dfb-42b2-9a67-2899322ddcfa,62d68152-2af3-4581-b506-b521f4bdf1d3,c5,c4,3359,?,p2,
1769392249.192275,CREATED,d63a7a36-fede-4442-b17f-b46c4551e403,c05a8501-7b52-4964-9df2-2387e7b4dc3f,c5,c4,27,?,?,surb={'id': 'b1e19555-81c6-4840-8829-7875090f21e7', 'route': ['p1', 'e10', 'i9', 'x6', 'p2', 'c5']}
1769392249.3037276,SENT,d16dedbd-fa97-4997-8ed2-e102e50f4c55,0c78cb2f-265f-493d-bb33-8b236ae2d115,c5,c4,3384,?,p2,
1769392249.3038597,CREATED,f01158be-cf81-45db-a9e2-261b1a9e2e3a,74c4bc28-e0e3-4e27-8b31-703a85335321,c5,c4,27,?,?,surb={'id': '6bbc8bc8-a319-4a0f-8784-2d98f6d99fd7', 'route': ['p1', 'e10', 'i3', 'x5', 'p2', 'c5']}
1769392249.5531304,RECEIVED,f3736e1b-905e-46cc-8e49-13d726dac79c,b3c023f5-c025-4ae2-8874-60a4cbb03f8c,c1,c5,26,p2,?,surb={'id': 'c1364e23-d71f-49c5-8aff-817237f60189', 'route': ['p2', 'e4', 'i6', 'x3', 'p1', 'c1']}
1769392249.65364,SENT,1dfd1e07-bb2b-4795-bb5a-3f6481fc370d,4e0c3233-b19d-4b5b-9e86-c8ac3c4e987b,c5,c4,3387,?,p2,
1769392249.6538036,CREATED,072b8c3d-9555-4260-af30-60c85f2f3f62,d795e86a-45ba-48eb-af50-dec851f677bf,c5,c4,26,?,?,surb={'id': '0b47cdf7-624f-431b-b9cc-b01d98adf619', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c5']}
1769392249.664379,RECEIVED,07b612f8-0ebd-4250-bf0c-c421d2f4bd86,18e4e0a7-908a-42ea-9077-1ecb632885d1,c1,c5,27,p2,?,surb={'id': 'b66a8964-4f67-466d-8076-889897701a9f', 'route': ['p2', 'e11', 'i7', 'x2', 'p1', 'c1']}
1769392249.9317493,RECEIVED,5eb3f9c1-ee0c-4cc7-bf99-88ede370b0e0,624ffc6b-7431-4205-9b70-aa2f046f42fc,c1,c5,27,p2,?,surb={'id': '8819d54a-c7b9-4b8e-9fa2-10c570ba61a1', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c1']}
1769392250.0968542,SENT,1cb2eb6b-ec34-40bc-a1f5-a3f9ae5f7339,892e81f9-f73e-4e14-9451-5de45c121dc4,c5,c4,3375,?,p2,
1769392250.096932,CREATED,74797bee-8d06-4739-9f6b-0b2a73b4a552,f1bd66dc-8fbe-486e-b843-6cd83e6ca473,c5,c4,27,?,?,surb={'id': '32697b3b-28e6-44d5-aaf4-ae9549afa342', 'route': ['p1', 'e5', 'i6', 'x10', 'p2', 'c5']}
1769392250.1247382,RECEIVED,e5d42fec-6949-430d-82c0-6271b4a600c5,0e3deba8-7089-4df0-a729-406f790b5867,c2,c5,26,p2,?,surb={'id': 'a12f7a33-f4e1-4b26-ad01-47bd48834cba', 'route': ['p2', 'e7', 'i1', 'x8', 'p2', 'c2']}
1769392250.5011797,RECEIVED,362e459c-8f15-472d-bd4d-f363390e3634,b8fc035f-7448-428f-ae62-29e0ba2de6ff,c1,c5,26,p2,?,surb={'id': 'ce069153-3da3-4764-9393-352644706de8', 'route': ['p2', 'e10', 'i7', 'x12', 'p1', 'c1']}
1769392250.5669398,SENT,58caf65d-0689-40c3-bfdc-519bde918583,ad2e8c66-4b27-4b08-9462-f57b6b92e6ce,c5,c4,3368,?,p2,
1769392250.5670836,CREATED,4ea18dc6-458e-441d-9fcf-55ec79936c76,5f6b2eb3-3b36-4dc6-b1b1-0b5df8c25ddc,c5,c4,26,?,?,surb={'id': 'ea21041c-4ba2-49df-8c07-a2d93f77024c', 'route': ['p1', 'e4', 'i1', 'x6', 'p2', 'c5']}
1769392250.6138093,SENT,6cb22f8a-b616-4229-938d-8617693dacaa,f27aa5b6-2d58-4744-9562-8bbe76e35792,c5,c4,3392,?,p2,
1769392250.6139274,CREATED,7f9f0ba0-e8a3-43a1-9784-5a7a807eaf10,1e6cc1ae-652e-43b6-89a2-bb38355a7da2,c5,c4,27,?,?,surb={'id': '29400d56-7278-418e-a417-d5531ce46542', 'route': ['p1', 'e12', 'i2', 'x8', 'p2', 'c5']}
1769392250.6631014,SENT,90c58c95-4f2c-4164-9156-188396940432,a20f2fcc-a3f5-4ba1-84fa-eb71239fc33f,c5,c4,3381,?,p2,
1769392250.663243,CREATED,11a2729b-2fff-401d-b577-b5096dd8193e,315680b2-2bdb-4440-8445-74e93d304ffe,c5,c4,26,?,?,surb={'id': '4e91cea8-c077-427c-abef-75f3a97b99d2', 'route': ['p1', 'e8', 'i6', 'x8', 'p2', 'c5']}
1769392250.7992632,RECEIVED,89370fe3-8074-4cc7-80bb-7b53b6ad539e,6d4d3c96-6ca5-4ef3-9fb3-6a386aa68c06,c2,c5,27,p2,?,surb={'id': 'ae94c764-5080-4c83-84f7-02528d821636', 'route': ['p2', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769392251.0988595,SENT,94d85949-32c1-4975-a06e-a8deee524ab0,a396996e-a097-4b54-946b-14a0b3ca38f6,c5,c4,3375,?,p2,
1769392251.0989852,CREATED,402a89b5-bd6d-4ea1-9b0d-1058709543e1,d2d63c33-6b77-4546-9ccb-b25a96297d35,c5,c4,27,?,?,surb={'id': '92d12813-f548-4787-996a-50043cd7b765', 'route': ['p1', 'e6', 'i1', 'x5', 'p2', 'c5']}
1769392251.160402,SENT,9496d502-d9e4-477f-a8e5-242df06ecaa0,722d2c7a-6135-4cc1-b02f-0f1c63877040,c5,c4,3396,?,p2,
1769392251.1605308,CREATED,416f98d5-15d8-4204-ad12-352d4a8b41c2,fa3aaa1a-40f6-45c6-9cd1-517abcbd4e3e,c5,c4,27,?,?,surb={'id': 'd869ddb8-952a-44c0-af55-3ed526b1d4be', 'route': ['p1', 'e11', 'i10', 'x1', 'p2', 'c5']}
1769392252.1072533,RECEIVED,7258565d-0169-4078-9370-f0b3cb5030ed,6aa178ff-4fef-4fce-a516-f768a9547587,c2,c5,27,p2,?,surb={'id': 'b9f67243-2dc8-497b-9db6-86c4f8a62a27', 'route': ['p2', 'e7', 'i3', 'x4', 'p2', 'c2']}
1769392252.5026753,RECEIVED,50ccc04f-9882-47f2-804f-1d5b8082dd9a,b9be38d8-cd02-4d85-ba66-8f6b4c936788,c2,c5,27,p2,?,surb={'id': '07735a17-8adf-4384-9ce8-235d29bfc0cb', 'route': ['p2', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769392252.524594,SENT,1d9ba3c7-6ab6-4a8c-a24f-c0b8373c3c24,7c91dd79-9090-4e6c-b815-9bb44869ccea,c5,c4,3375,?,p2,
1769392252.5247147,CREATED,e7fb08ae-0fb1-471c-b157-7ec46edfd1fc,69ac4e91-408f-4aa4-a8bb-5833ac4e6285,c5,c4,26,?,?,surb={'id': '7f949b24-cfa5-48ce-b82b-2fb8b6f6d614', 'route': ['p1', 'e10', 'i7', 'x7', 'p2', 'c5']}
1769392252.5775836,RECEIVED,e4a16a9d-3bc9-466e-8374-2cc7470edffc,2cc0594e-4ddb-4ad4-a22f-e68318627d77,c1,c5,26,p2,?,surb={'id': '2cb6681a-0c29-4837-999c-532ade3e7d96', 'route': ['p2', 'e7', 'i11', 'x9', 'p1', 'c1']}
1769392252.9776356,SENT,c7f37ab9-ab6b-4ee4-a3a7-e74f00c373b0,0c76c7e1-68b3-4ca3-8a3e-aecf815480e5,c5,c4,3367,?,p2,
1769392252.9777832,CREATED,ec82b9a9-5a28-49f4-9908-dfda6e1b1a1a,c01549e7-5496-41e1-8bf8-9fb558c512cb,c5,c4,27,?,?,surb={'id': '931fa399-df45-4ba9-86c2-033c44f9394e', 'route': ['p1', 'e10', 'i8', 'x7', 'p2', 'c5']}
1769392252.9915223,RECEIVED,0dda31cc-41d6-406d-9096-f34f745ffe95,30e5c256-4d19-40ab-a2fa-7ec6dfe33292,c1,c5,27,p2,?,surb={'id': '602e7b8a-121f-4b37-ab00-14350f8f0b32', 'route': ['p2', 'e4', 'i10', 'x11', 'p1', 'c1']}
1769392253.096887,RECEIVED,e09ab086-5341-4698-a9ba-a2d72c8e534b,8a08fdd4-2e43-4195-abf0-ce75dfff9685,c2,c5,27,p2,?,surb={'id': '77f1617c-550f-4c9a-b767-4f66c12c96a7', 'route': ['p2', 'e4', 'i8', 'x10', 'p2', 'c2']}
1769392253.1493456,RECEIVED,a16c78a6-fa74-4c3c-9dc9-580c3449000c,b1c349c2-175d-4006-ba34-d2630edd84ce,c2,c5,27,p2,?,surb={'id': 'd2e0676c-c4ad-48d4-90a3-f9b531fcc06b', 'route': ['p2', 'e6', 'i2', 'x4', 'p2', 'c2']}
1769392253.1758754,RECEIVED,142b7fb1-74f8-46d9-b2d2-b84dc2f7d24e,3a613e2d-876a-4bae-91de-3a2fef04aeb7,c2,c5,27,p2,?,surb={'id': '030a7b5a-1e85-444a-ae72-70747c7d8fac', 'route': ['p2', 'e9', 'i12', 'x12', 'p2', 'c2']}
1769392253.2351704,SENT,f46033bb-a824-480e-a482-cbe0d1f5c535,28f9b14c-4739-450c-810f-10d63c7ab9f4,c5,c4,3385,?,p2,
1769392253.235323,CREATED,c63b76d7-4a90-471a-8a09-238868551ee9,41c85b73-01df-4c6b-9675-12a92d76cf83,c5,c4,26,?,?,surb={'id': 'd01c4178-bba6-4407-bb1a-1ecf6f4fe6eb', 'route': ['p1', 'e12', 'i3', 'x10', 'p2', 'c5']}
1769392253.5605507,SENT,4980d8ca-83bb-4387-bba8-817a71efaf4e,611c92ef-1a1f-47c9-a52f-b1b596a460a3,c5,c4,3375,?,p2,
1769392253.560699,CREATED,f9436de8-28a7-4e7e-9071-6ef3875a609d,07b6ba81-6bde-42d1-8b6d-bc6d26577d92,c5,c4,26,?,?,surb={'id': '3e73e9fe-b753-4f95-ba10-04ded2b7e81e', 'route': ['p1', 'e9', 'i1', 'x9', 'p2', 'c5']}
1769392253.6458151,SENT,a7e28cca-468a-4f81-9738-16f1c23ca35f,303a960d-2664-490b-9265-ef2f80aec677,c5,c4,3383,?,p2,
1769392253.6459625,CREATED,2e0014da-5d26-4388-890b-80269cb4cf04,79810267-8ea4-42b1-bfaa-74b1fc28aedc,c5,c4,26,?,?,surb={'id': 'ab0d60e4-277d-4907-b46e-f89303b173a7', 'route': ['p1', 'e6', 'i11', 'x1', 'p2', 'c5']}
1769392253.7288294,SENT,f4c2c49f-6a1d-49dc-a4a2-d007b9137c5a,4c07d65d-c624-4f97-b94b-7e6c8295f149,c5,c4,3396,?,p2,
1769392253.7289808,CREATED,78d3cf7a-b59f-4082-8ddf-054b06dd0d23,6a5dca6f-faf5-44e2-a7cb-4a4649013853,c5,c4,27,?,?,surb={'id': 'a65e9e44-33c0-4f40-95fa-7df0cb977335', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c5']}
1769392253.9366598,SENT,3d3589f9-d59e-46bd-8150-cc79ab68a8f3,e5f3dae7-c7d0-40af-b3bb-0155a02b382f,c5,c4,3372,?,p2,
1769392253.9367938,CREATED,d610d4df-c523-4b1c-8930-548cbc1f6c7a,37827f18-59ae-46ba-a67b-167e9e56b38c,c5,c4,25,?,?,surb={'id': 'a76cbefd-37e5-4ee0-af46-6e2bd44b1f72', 'route': ['p1', 'e3', 'i6', 'x8', 'p2', 'c5']}
1769392254.0535455,SENT,e5c84d2e-0563-4416-9b4d-4b2242f82890,e250da20-a9c6-4a62-ba17-18d4a036d597,c5,c4,3400,?,p2,
1769392254.053624,CREATED,51b1c72e-c9fc-48eb-9bc5-d5a0bb5412c3,a2bf7a0f-42c9-4ea9-8db4-5b6214a791e6,c5,c4,27,?,?,surb={'id': 'd5144b28-5217-4ab7-ae87-662230b485b9', 'route': ['p1', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769392254.0981617,RECEIVED,2db4351a-7cd8-438b-a8ab-308b2095ec19,793a5961-d2ba-4595-b3b3-ae9b180cc286,c2,c5,27,p2,?,surb={'id': '74bd86e7-a558-44d4-ba92-d898a5d2cc18', 'route': ['p2', 'e7', 'i2', 'x9', 'p2', 'c2']}
1769392254.1209953,RECEIVED,aae5ca3c-292e-41d8-9b13-f78348be4d42,18a70666-ba8a-46ff-8614-b6cf8d871462,c2,c5,27,p2,?,surb={'id': 'cd40c67f-a928-436c-9d67-162459570223', 'route': ['p2', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769392254.1436312,SENT,5fa739a1-634e-45be-a6dc-7c5df5d06360,0bf30bf9-49a3-4dc5-ba98-94fdb7d6a3dc,c5,c4,3390,?,p2,
1769392254.1437073,CREATED,4c9f7576-43e5-49f0-80db-973fb3a3627a,1e0b2ad6-1d40-4482-a986-ab143f978c22,c5,c4,27,?,?,surb={'id': 'be640fe1-da8b-4320-835b-0cd4f76dcd11', 'route': ['p1', 'e4', 'i5', 'x10', 'p2', 'c5']}
1769392254.2774708,RECEIVED,79ed9839-c228-4659-b6a1-40f6e66cac0c,e558719c-7835-42ff-948a-6ab762eef111,c1,c5,27,p2,?,surb={'id': '42127451-1b6a-4a4b-b054-f17846f443a1', 'route': ['p2', 'e6', 'i2', 'x6', 'p1', 'c1']}
1769392254.3755634,SENT,46fffa91-4cb6-4862-9131-d576df002c5f,90ca9a28-4ba6-4d6a-b884-d9afab13a5c8,c5,c4,3380,?,p2,
1769392254.37564,CREATED,4375ae33-ab2e-44e2-8c50-6ace1ba716ea,ff0f8c25-7ff2-42de-bf7f-8eeb0d270ea1,c5,c4,27,?,?,surb={'id': '3cc2d047-947c-46d6-b018-b92a21bdce49', 'route': ['p1', 'e1', 'i6', 'x3', 'p2', 'c5']}
1769392254.4416866,RECEIVED,b3eb500d-9616-4317-a725-6e11e2df4b88,e7c0bbcd-4f48-4e0e-85d9-97d60ad114cd,c2,c5,27,p2,?,surb={'id': '48d547d2-2052-4bdb-9f2b-529e70229a1e', 'route': ['p2', 'e10', 'i1', 'x8', 'p2', 'c2']}
1769392254.6372557,RECEIVED,7f8812bc-513b-4abc-950c-eee02442e814,de8d889f-c13e-4579-9a11-b819cb0250c3,c1,c5,26,p2,?,surb={'id': '10761935-8533-4281-b878-2f1e672dfe37', 'route': ['p2', 'e8', 'i2', 'x8', 'p1', 'c1']}
1769392254.642372,RECEIVED,97695a73-4ca4-4b54-bfaf-27eb94f8f6c0,09dce02e-e518-4722-88d9-4c848b9729a6,c1,c5,27,p2,?,surb={'id': 'b317f8af-5b68-4c51-9175-8fb00c5858bb', 'route': ['p2', 'e6', 'i6', 'x9', 'p1', 'c1']}
1769392254.7998397,SENT,762f4f0b-c3e4-4aad-8ae5-9eb6bd86e489,eaa8dadc-1213-4eb1-a4d8-59c3c104d120,c5,c4,3389,?,p2,
1769392254.800001,CREATED,92483fc4-ebde-4cd2-a7f2-d1f1a399590b,eefb2585-7ac9-4eac-8b88-1d63f166da6a,c5,c4,27,?,?,surb={'id': '79df3ff2-e0f0-4af2-a1df-95c30ba2ade9', 'route': ['p1', 'e2', 'i11', 'x11', 'p2', 'c5']}
1769392254.8592896,SENT,c490a28e-f77e-4aa3-8435-c72417921ed8,93521980-4c36-46a4-a9c6-c015ee7fe7d3,c5,c4,3383,?,p2,
1769392254.8594437,CREATED,1522d6f3-b088-44ed-923b-f2a0c0a35926,567f4ecb-0209-40ce-a1eb-ae59cd8432a8,c5,c4,27,?,?,surb={'id': 'f494b5bd-909d-44e6-993a-764034c16270', 'route': ['p1', 'e9', 'i11', 'x11', 'p2', 'c5']}
1769392254.957206,SENT,c108e27a-38c2-4e5c-a45e-c4bb2410fea6,005f1121-28ea-48ba-b769-647e30e2b213,c5,c4,3371,?,p2,
1769392254.9573576,CREATED,a2a32a17-3885-4429-b99b-8f2b15d371a8,2796ddc9-18d2-49a0-b126-2f286d805928,c5,c4,25,?,?,surb={'id': 'f43accb9-60bc-4317-9d2d-de3e009b247b', 'route': ['p1', 'e5', 'i7', 'x8', 'p2', 'c5']}
1769392255.3359292,SENT,4f23fdfd-4025-4c7a-ac6b-67efcc5107a9,6e058a15-6f24-4c8c-8004-ae70f0a9a218,c5,c4,3394,?,p2,
1769392255.336133,CREATED,7b738b83-8c21-4608-8444-a596c34575f4,fdc04565-19fa-4ddb-b054-56a85324d0e1,c5,c4,27,?,?,surb={'id': '595293e9-7d16-4a06-9d37-79c0a05c91d6', 'route': ['p1', 'e11', 'i11', 'x11', 'p2', 'c5']}
1769392255.3474116,RECEIVED,bafe2bda-385e-4c9f-8d87-7d091193000a,33d04d9e-a673-4f7c-9c01-06289e39d71a,c2,c5,27,p2,?,surb={'id': '0e051998-f1de-40eb-ada1-8e188949901c', 'route': ['p2', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769392255.5531564,SENT,289a8995-0c61-4e4c-8355-39cba4f8fcd7,9631df63-0a08-4990-bd92-5398d4d471b2,c5,c4,3396,?,p2,
