timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769763199.0472052,RECEIVED,970c63c7-b086-4790-a2f3-8e27b6bb1dd3,5ad2ae5a-4e6b-4db8-baca-f48d0fdbdfc4,c2,c3,27,p3,?,surb={'id': '4a1dc4cf-a90a-4a95-9b18-c88f8fc83402', 'route': ['p3', 'e6', 'i2', 'x2', 'p2', 'c2']}
1769763199.078931,SENT,3bd61661-ee47-4152-ab09-0df0356456c1,6afe1806-63fe-4b17-bf56-d95507b352f7,c3,c2,3360,?,p3,
1769763199.0790033,CREATED,2d5b5b53-127a-4cc4-a1a0-396b4b825a37,56bcf82b-7817-4def-9a9f-d4e385e773ce,c3,c2,27,?,?,surb={'id': 'd3e08381-5754-42ba-aa96-b565c89c947e', 'route': ['p2', 'e6', 'i6', 'x11', 'p3', 'c3']}
1769763199.2464375,SENT,73340dae-79e7-4c0f-b51f-8b83434d583a,144a7da2-5a42-4d70-9bc5-570671d0116c,c3,c2,3378,?,p3,
1769763199.2465246,CREATED,d4f8e725-154e-4254-b90b-9eccba05a922,d4fbcae2-1011-410f-ae40-23a603018147,c3,c2,26,?,?,surb={'id': '508d19fe-a4d0-4a7d-80a8-a72e8922e6f6', 'route': ['p2', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769763199.271424,SENT,d950daab-b7b7-4188-b812-a8d661ec1b6f,627652ad-7075-40d1-a239-994e83d0f9a8,c3,c2,3377,?,p3,
1769763199.2715118,CREATED,806be8cf-d4af-40ef-b138-3826f0fae4d4,d4fbcae2-1011-410f-ae40-23a603018147,c3,c2,26,?,?,surb={'id': '508d19fe-a4d0-4a7d-80a8-a72e8922e6f6', 'route': ['p2', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769763199.3831053,RECEIVED,b2602b3f-489e-4a88-9467-b2d67c982e46,e0ddcc80-bf39-4eb6-88f4-8b075b034460,c2,c3,27,p3,?,surb={'id': '03e166b0-fc28-4dc8-b133-bb498d843e25', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c2']}
1769763199.5805767,SENT,38b72b7d-af77-4855-b03b-0bc5f8af66c2,c4b225d5-774b-4f66-b205-59f1dc2234ca,c3,c2,3376,?,p3,
1769763199.5807145,CREATED,b2196cc6-fff7-415e-9966-c8e086ace145,58a253d0-f765-4253-9009-606e88463151,c3,c2,26,?,?,surb={'id': '189f1887-3107-4195-b0fb-85bad1a18c28', 'route': ['p2', 'e3', 'i9', 'x2', 'p3', 'c3']}
1769763199.6124787,RECEIVED,4f333e00-faa2-48b7-a180-0a429a886073,5cf351a7-9730-4a21-8337-97de2c7be46f,c2,c3,26,p3,?,surb={'id': 'c90ae843-ced3-4fa5-97a5-fb5ec3150af5', 'route': ['p3', 'e7', 'i12', 'x3', 'p2', 'c2']}
1769763199.6463025,SENT,eb11b4af-a4bd-4409-b2f0-683d00b136a4,e492e159-076a-4469-a1d9-513025d220e7,c3,c2,3361,?,p3,
1769763199.6464324,CREATED,78806834-1235-4a62-94b7-cadc62681576,58a253d0-f765-4253-9009-606e88463151,c3,c2,26,?,?,surb={'id': '189f1887-3107-4195-b0fb-85bad1a18c28', 'route': ['p2', 'e3', 'i9', 'x2', 'p3', 'c3']}
1769763199.6951654,SENT,0a472162-f606-49e7-9874-86ae6fdefe9d,5ad5c7f3-e05c-4e8a-9083-744899ce87d2,c3,c2,3373,?,p3,
1769763199.6952841,CREATED,dcbe4711-bbbf-4118-9b06-aec7fdc155c8,0baabf7e-06bd-42b4-9cfb-c4dae98d27ec,c3,c2,26,?,?,surb={'id': '51074d90-a351-4880-aebe-7c27563458fa', 'route': ['p2', 'e2', 'i5', 'x11', 'p3', 'c3']}
1769763199.818115,SENT,0b53759b-e92b-4008-9c92-e625cf579e1f,de10f179-cbe6-4f59-9062-28462d0a3401,c3,c2,3375,?,p3,
1769763199.818189,CREATED,8f3a6db3-1ce4-46f6-b7d7-ec1313ebe706,0baabf7e-06bd-42b4-9cfb-c4dae98d27ec,c3,c2,26,?,?,surb={'id': '51074d90-a351-4880-aebe-7c27563458fa', 'route': ['p2', 'e2', 'i5', 'x11', 'p3', 'c3']}
1769763199.8372362,RECEIVED,904a86f0-7d6d-445f-9e3e-611687363b64,281b26ae-e115-4037-9fce-c9bbf7704fea,c2,c3,27,p3,?,surb={'id': '96b93e31-5047-4c2c-8705-3993c15b1f51', 'route': ['p3', 'e11', 'i4', 'x6', 'p2', 'c2']}
1769763199.939419,RECEIVED,d8907f39-8075-40c3-a078-923b118d607e,4ab86894-2649-46a1-8646-09aab1f4adea,c2,c3,27,p3,?,surb={'id': '04784fd1-7245-48be-9b2c-75458fba0b62', 'route': ['p3', 'e5', 'i7', 'x1', 'p2', 'c2']}
1769763200.0744216,SENT,e65b046c-7361-4c12-be45-db94cd6710cd,42007eaf-a270-4b30-9de4-873de968c160,c3,c2,3399,?,p3,
1769763200.0745075,CREATED,1016322f-0d58-4f30-8483-45c3b3c1490f,0faaa509-8446-41b5-903a-2f4dbe8ff95e,c3,c2,26,?,?,surb={'id': '67dc05d6-2ce6-469e-baea-ebc3e50d5932', 'route': ['p2', 'e2', 'i11', 'x8', 'p3', 'c3']}
1769763200.1280217,SENT,cc5ede69-f117-4f08-bccb-ad973758c723,c208b615-9958-4c9a-b50a-c3cf53f6be8f,c3,c2,3380,?,p3,
1769763200.1281312,CREATED,80346ea2-ba30-4959-9488-afdd68cbadb4,0faaa509-8446-41b5-903a-2f4dbe8ff95e,c3,c2,26,?,?,surb={'id': '67dc05d6-2ce6-469e-baea-ebc3e50d5932', 'route': ['p2', 'e2', 'i11', 'x8', 'p3', 'c3']}
1769763200.2918072,SENT,1ed6ea2c-26df-4412-bca7-472363577e2a,3be1454e-7eb1-4f21-818b-6a6b963bd2a9,c3,c2,3379,?,p3,
1769763200.2918959,CREATED,2d1a6d2e-787f-4fdb-8a25-7d47a14a6f78,dec175c8-73ff-4eec-9c91-f7f6b8953559,c3,c2,26,?,?,surb={'id': '733646b1-f89c-49b0-b1b6-868062d87c9c', 'route': ['p2', 'e10', 'i11', 'x10', 'p3', 'c3']}
1769763200.3444011,RECEIVED,7605fa43-22e4-444d-a2e4-e4d999ab32c9,59aabc63-2bce-4325-95b6-b0bcdf8f6af9,c2,c3,27,p3,?,surb={'id': '853ca876-a3dd-4e17-aa62-812442eb54d6', 'route': ['p3', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769763200.4486554,RECEIVED,a35a507b-608d-4703-933c-02586063b653,2551455c-ee24-41ed-a122-70ca40d9415a,c2,c3,26,p3,?,surb={'id': 'e4b0ab92-5611-4b5d-8eac-90d4d57df636', 'route': ['p3', 'e10', 'i12', 'x12', 'p2', 'c2']}
1769763200.5258207,RECEIVED,c1b5bcec-9be7-4667-b47b-fd36ea49066c,0749b910-4436-4aaa-ba24-a7e8e94cabcd,c2,c3,26,p3,?,surb={'id': '64439798-5c77-483f-8660-8b3fdcc4dad1', 'route': ['p3', 'e11', 'i12', 'x4', 'p2', 'c2']}
1769763200.5784528,RECEIVED,da50a60b-37ae-4ce0-878d-dd397e010332,df2b7cf4-6484-478d-bd30-599d0ec4ff4d,c2,c3,26,p3,?,surb={'id': 'c93cb121-4051-4f6b-a0b5-918a3fa980bc', 'route': ['p3', 'e2', 'i5', 'x10', 'p2', 'c2']}
1769763200.6230154,SENT,467ab595-1cf4-44ac-84fd-7d809ee3f471,cdeadce8-4c7d-4bce-a835-e49f2943fad8,c3,c2,3396,?,p3,
1769763200.6235836,CREATED,15b9ce65-bf7e-4449-bd8a-2d2784e092be,dec175c8-73ff-4eec-9c91-f7f6b8953559,c3,c2,26,?,?,surb={'id': '733646b1-f89c-49b0-b1b6-868062d87c9c', 'route': ['p2', 'e10', 'i11', 'x10', 'p3', 'c3']}
1769763201.0557253,SENT,8c9d9408-9a6c-4542-a8a3-2c328da10edc,fbea6d21-6008-411d-b8de-da897f39681a,c3,c2,3384,?,p3,
1769763201.0558562,CREATED,33afd96b-a6c0-4e9b-a63f-be71c1cffa19,d535e3b8-10fb-457e-95f6-031267583761,c3,c2,26,?,?,surb={'id': '1797c047-851e-4190-adb5-f0f14a2c2e62', 'route': ['p2', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769763201.0741277,RECEIVED,60fb3bc1-fc92-4b00-b22c-42dccbef2fc7,b8259dac-df89-432f-af0c-4a2c453b9dcc,c2,c3,26,p3,?,surb={'id': '6e04b2cf-8a0f-4805-a7cc-4e9efc2a4a69', 'route': ['p3', 'e12', 'i1', 'x12', 'p2', 'c2']}
1769763201.0844314,RECEIVED,d47cf2f2-fa0c-4297-9e02-21fb03d6bc7c,0749b910-4436-4aaa-ba24-a7e8e94cabcd,c2,c3,26,p3,?,surb={'id': '64439798-5c77-483f-8660-8b3fdcc4dad1', 'route': ['p3', 'e11', 'i12', 'x4', 'p2', 'c2']}
1769763201.143429,RECEIVED,bbedb196-2b8c-4040-9042-6494a05b6630,4ab86894-2649-46a1-8646-09aab1f4adea,c2,c3,27,p3,?,surb={'id': '04784fd1-7245-48be-9b2c-75458fba0b62', 'route': ['p3', 'e5', 'i7', 'x1', 'p2', 'c2']}
1769763201.3187523,RECEIVED,49601f33-de19-42ae-820c-34fd7f3ac37d,814c3dcf-9bfa-4858-a2b1-1011d5758602,c2,c3,27,p3,?,surb={'id': 'a8a250cf-7358-4872-bc53-27ca337bc4fb', 'route': ['p3', 'e5', 'i10', 'x4', 'p2', 'c2']}
1769763201.7680874,RECEIVED,8729e133-9e5e-48c4-81d7-f48dd4927b92,5ad2ae5a-4e6b-4db8-baca-f48d0fdbdfc4,c2,c3,27,p3,?,surb={'id': '4a1dc4cf-a90a-4a95-9b18-c88f8fc83402', 'route': ['p3', 'e6', 'i2', 'x2', 'p2', 'c2']}
1769763201.8947122,SENT,69a90a2d-6e53-4822-9e13-5d5132c7f112,0c681a9e-79e1-48ca-84fe-18d235b7b055,c3,c2,3381,?,p3,
1769763201.8948457,CREATED,622e7ded-ea68-4db0-bde9-359cc012e3ba,d535e3b8-10fb-457e-95f6-031267583761,c3,c2,26,?,?,surb={'id': '1797c047-851e-4190-adb5-f0f14a2c2e62', 'route': ['p2', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769763202.1607554,RECEIVED,9dcc0760-9e3e-49e0-9459-0e2439c8ef5d,b8259dac-df89-432f-af0c-4a2c453b9dcc,c2,c3,26,p3,?,surb={'id': '6e04b2cf-8a0f-4805-a7cc-4e9efc2a4a69', 'route': ['p3', 'e12', 'i1', 'x12', 'p2', 'c2']}
1769763202.2123687,RECEIVED,28ffe825-4247-4286-8b19-65d7a165e990,df2b7cf4-6484-478d-bd30-599d0ec4ff4d,c2,c3,26,p3,?,surb={'id': 'c93cb121-4051-4f6b-a0b5-918a3fa980bc', 'route': ['p3', 'e2', 'i5', 'x10', 'p2', 'c2']}
1769763202.294698,SENT,b56b05c7-c54c-437e-b750-e3ff31927716,4ce20505-ccb2-4baf-ab2c-d67194ef1f69,c3,c2,3359,?,p3,
1769763202.294834,CREATED,f8103b76-354c-483f-95e9-f31458be8c3e,3d58089d-5631-4592-84bd-9a2eac82aa4f,c3,c2,27,?,?,surb={'id': '614296fe-043d-492f-af4d-79801a17d22b', 'route': ['p2', 'e5', 'i12', 'x8', 'p3', 'c3']}
1769763202.410093,RECEIVED,02866001-595b-4027-b075-1e3a439fa000,780771c9-2bd0-4864-b4a6-9d72abae5d68,c2,c3,26,p3,?,surb={'id': '74dd263b-452f-4b43-9249-05cbfb6b2975', 'route': ['p3', 'e11', 'i8', 'x6', 'p2', 'c2']}
1769763202.592301,SENT,bbc93e3f-e3ee-4168-98c1-e2f0a5f192ec,1512c450-1d2c-4dd4-bc05-a6fd601e90aa,c3,c2,3380,?,p3,
1769763202.5924888,CREATED,d84f5106-14db-46ec-86e8-e97b634f5bb1,3d58089d-5631-4592-84bd-9a2eac82aa4f,c3,c2,27,?,?,surb={'id': '614296fe-043d-492f-af4d-79801a17d22b', 'route': ['p2', 'e5', 'i12', 'x8', 'p3', 'c3']}
1769763202.7712476,SENT,9e76ea1f-56a0-4e55-a1a1-e24a1cce61be,0e4738bb-86c8-49c4-9572-2e5d5e3eaba5,c3,c2,3384,?,p3,
1769763202.7713854,CREATED,88f7b26e-3040-410f-8f1f-3c762dcef57c,9bc1d3e6-6689-4231-b522-e3ea69da82a4,c3,c2,26,?,?,surb={'id': '0d7396ba-ee7b-449a-9599-d9fb1d8d1391', 'route': ['p2', 'e8', 'i11', 'x8', 'p3', 'c3']}
1769763203.2277186,RECEIVED,a966c5ae-86ef-4bf9-ba45-3e96e4e913e6,a8ac2d95-640b-43b4-acc5-098885df3f5f,c2,c3,27,p3,?,surb={'id': '1039d9d2-6455-4132-9429-d9d03f1380b6', 'route': ['p3', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769763203.22913,SENT,a73d89e1-a86b-4aa5-aa49-7c1115c03034,159a6ae2-4cb9-42b4-a204-cc8a803ce0b3,c3,c2,3383,?,p3,
1769763203.2292454,CREATED,f8fe671f-f812-4456-8fd9-a3ba64e4579a,9bc1d3e6-6689-4231-b522-e3ea69da82a4,c3,c2,26,?,?,surb={'id': '0d7396ba-ee7b-449a-9599-d9fb1d8d1391', 'route': ['p2', 'e8', 'i11', 'x8', 'p3', 'c3']}
1769763203.27173,RECEIVED,1cd64e7c-bd0b-4eff-b256-424722d3f9ec,cd1b747e-b20f-4ec4-b668-a6ba2090501a,c2,c3,27,p3,?,surb={'id': 'efb7c2cc-7757-4256-b306-f376c263a8d4', 'route': ['p3', 'e2', 'i4', 'x7', 'p2', 'c2']}
1769763203.3980727,SENT,3e5e81ac-15f4-4472-b4c3-d9e73390e927,fed58e88-8760-4278-87bd-e60273948f02,c3,c2,3371,?,p3,
1769763203.3981836,CREATED,4ad4559b-4b0b-4e74-b6ee-c89cbae79065,762009c6-9916-4f91-9062-b7fdb182e429,c3,c2,27,?,?,surb={'id': '2227ffa9-2b07-48c6-8d56-df87e4849162', 'route': ['p2', 'e4', 'i11', 'x1', 'p3', 'c3']}
1769763203.5411193,RECEIVED,d22c8c48-f7e6-48ed-b6e6-e4d3233ad6b5,780771c9-2bd0-4864-b4a6-9d72abae5d68,c2,c3,26,p3,?,surb={'id': '74dd263b-452f-4b43-9249-05cbfb6b2975', 'route': ['p3', 'e11', 'i8', 'x6', 'p2', 'c2']}
1769763203.6102462,SENT,7cccaa37-8a5f-4579-813f-7ec7aabe2f51,24a45ef8-c49b-4537-a6ca-d984ac0f29a2,c3,c2,3376,?,p3,
1769763203.6103814,CREATED,5f516366-ffb6-4d68-8c02-c679babb4247,762009c6-9916-4f91-9062-b7fdb182e429,c3,c2,27,?,?,surb={'id': '2227ffa9-2b07-48c6-8d56-df87e4849162', 'route': ['p2', 'e4', 'i11', 'x1', 'p3', 'c3']}
1769763203.8089414,SENT,0ef37a86-0095-4e0f-81ce-4c2464965aa9,32b63377-681e-4864-aa6e-14772886a641,c3,c2,3377,?,p3,
1769763203.8091424,CREATED,5a87ec43-2f0c-4151-ae49-bb95b4014a8a,bb94fc4d-8a0f-4e7a-8d86-577b8fbecf06,c3,c2,27,?,?,surb={'id': '07e3e049-9872-450d-b4fa-a192575d43b7', 'route': ['p2', 'e4', 'i4', 'x7', 'p3', 'c3']}
1769763204.10097,RECEIVED,a3bf8c41-50b5-4fac-be1b-390da1a8cd33,a8ac2d95-640b-43b4-acc5-098885df3f5f,c2,c3,27,p3,?,surb={'id': '1039d9d2-6455-4132-9429-d9d03f1380b6', 'route': ['p3', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769763204.1111817,RECEIVED,bf5b6ada-ff9e-442f-9d1c-122f0fb11a86,cd1b747e-b20f-4ec4-b668-a6ba2090501a,c2,c3,27,p3,?,surb={'id': 'efb7c2cc-7757-4256-b306-f376c263a8d4', 'route': ['p3', 'e2', 'i4', 'x7', 'p2', 'c2']}
1769763204.9186513,SENT,67a61c3e-2751-4c9c-8446-962fa4d38b83,1fc94977-aa51-461a-89be-c01b7e4b6edb,c3,c2,3383,?,p3,
1769763204.9187837,CREATED,434ff4de-4efe-493d-a134-630d041e1c76,bb94fc4d-8a0f-4e7a-8d86-577b8fbecf06,c3,c2,27,?,?,surb={'id': '07e3e049-9872-450d-b4fa-a192575d43b7', 'route': ['p2', 'e4', 'i4', 'x7', 'p3', 'c3']}
1769763205.3578799,SENT,c0b8eabb-820f-4fa8-a1bc-15a3560cdcea,810070c3-1926-4e72-97d5-23f6ed28b118,c3,c2,3376,?,p3,
1769763205.358016,CREATED,e17f4344-7264-4ac3-a675-cc4ebfd30e96,f9c28dd6-452d-49d0-b75d-e26d0eab6858,c3,c2,27,?,?,surb={'id': 'e18f0930-8cad-4ff1-a50c-4e56a62b0537', 'route': ['p2', 'e8', 'i2', 'x9', 'p3', 'c3']}
1769763205.7616646,RECEIVED,e4d9b537-8de3-4c5d-a4b8-5d871760b00c,d5a01e78-afed-42b6-b170-776264677aeb,c2,c3,26,p3,?,surb={'id': '729dd91f-bdec-473e-aeaf-115877c4c39c', 'route': ['p3', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769763206.0717483,SENT,01d52b05-071d-41b1-8e06-4f10a5c35528,4c557687-ad5d-42b4-8829-9b1f2b88c366,c3,c2,3397,?,p3,
1769763206.0736463,CREATED,28747bf8-22ed-4048-9dcd-07141d72d93a,f9c28dd6-452d-49d0-b75d-e26d0eab6858,c3,c2,27,?,?,surb={'id': 'e18f0930-8cad-4ff1-a50c-4e56a62b0537', 'route': ['p2', 'e8', 'i2', 'x9', 'p3', 'c3']}
1769763206.1686537,SENT,3ed6c797-299b-44a6-bdfc-cb2061983c4c,0dd4d245-0e91-4856-8d54-909c581addef,c3,c2,3404,?,p3,
1769763206.1687267,CREATED,97417d77-1184-4405-8897-28130f21488a,ba7bcb44-92ee-45ba-a79c-1ef71d84434c,c3,c2,27,?,?,surb={'id': '3bac28f8-a82d-4cdc-991e-2807f130bfa7', 'route': ['p2', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769763206.6061919,RECEIVED,3891fae7-7991-46c9-b213-3367e1b895b1,e51edc55-d364-4810-92fc-7b84e4fc70e0,c2,c3,27,p3,?,surb={'id': 'a72155b3-edbe-4404-b09e-5831415df526', 'route': ['p3', 'e11', 'i7', 'x1', 'p2', 'c2']}
1769763206.779166,RECEIVED,e1a6ff8e-0226-4f9e-9330-89e1d6619bfc,092a8ea1-7897-4cf1-8146-3d3a22d3bb97,c2,c3,27,p3,?,surb={'id': 'c584eea3-bba1-402c-bf5b-c6c8400f105d', 'route': ['p3', 'e5', 'i2', 'x7', 'p2', 'c2']}
1769763206.8814564,RECEIVED,8f4a6be7-82a4-4270-8948-b5fa74a3bb2e,e51edc55-d364-4810-92fc-7b84e4fc70e0,c2,c3,27,p3,?,surb={'id': 'a72155b3-edbe-4404-b09e-5831415df526', 'route': ['p3', 'e11', 'i7', 'x1', 'p2', 'c2']}
1769763206.8924017,SENT,bbfc4435-0faf-4617-b9d4-4b8a1a772e9c,97eead81-a755-4ffc-afdc-890faff9c926,c3,c2,3379,?,p3,
1769763206.8925362,CREATED,a5f3f788-4386-43ee-9dce-55711ec1ee02,ba7bcb44-92ee-45ba-a79c-1ef71d84434c,c3,c2,27,?,?,surb={'id': '3bac28f8-a82d-4cdc-991e-2807f130bfa7', 'route': ['p2', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769763207.032177,SENT,91ab489d-2647-4b76-ae2d-1defa8ea1d1e,9beaa029-6420-4ae9-8ffc-25ed93a720d4,c3,c2,3375,?,p3,
1769763207.0323157,CREATED,155b8c9b-432f-48d0-9301-f8d3a84831d6,c3e50f7f-374b-4806-90d5-3333fa29716d,c3,c2,27,?,?,surb={'id': 'f56ac9f9-7d97-410c-9be2-d662ea317906', 'route': ['p2', 'e7', 'i6', 'x10', 'p3', 'c3']}
1769763207.0498133,RECEIVED,a6cfe65c-d890-4004-bf31-4c9760a15899,544050ed-ef04-48a9-aadc-9536695e832d,c2,c3,25,p3,?,surb={'id': 'dcb08ef2-d003-44ae-872b-02d05ff52e02', 'route': ['p3', 'e11', 'i12', 'x3', 'p2', 'c2']}
1769763207.391433,SENT,ea5a45d5-9176-447a-a825-2f37c1e447f9,1f121e87-147f-4458-8d20-d9cda960e1ca,c3,c2,3383,?,p3,
1769763207.39153,CREATED,67bbf7ca-9e8b-461f-b76c-36ad14932170,c3e50f7f-374b-4806-90d5-3333fa29716d,c3,c2,27,?,?,surb={'id': 'f56ac9f9-7d97-410c-9be2-d662ea317906', 'route': ['p2', 'e7', 'i6', 'x10', 'p3', 'c3']}
1769763207.4262645,RECEIVED,d08e08c5-3604-4081-ab0f-b75f09f1436d,b402a97a-170e-4665-bd05-2f181e7b975d,c2,c3,27,p3,?,surb={'id': 'a6dd9086-95f2-49a0-8b38-2faa749c66de', 'route': ['p3', 'e9', 'i6', 'x6', 'p2', 'c2']}
1769763207.7763207,RECEIVED,eb1d0fc4-44bd-4b83-a65b-4372c418bfc5,762e9836-1c75-4454-9880-3539708d4fcb,c2,c3,27,p3,?,surb={'id': '4780b279-ca64-4a82-be52-5475cf3d1a67', 'route': ['p3', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769763208.101571,SENT,de0bcf2d-7382-40b7-b5ed-e8dde32b235b,6b1fe3ec-3b2f-47b2-8b00-f2f5e2649f11,c3,c2,3395,?,p3,
1769763208.101706,CREATED,eaefb16d-7d85-4608-90e1-ff8701995a0e,057a7496-fa3e-48dd-8462-2df5c755b09e,c3,c2,27,?,?,surb={'id': '72334048-8d6b-46ab-a34b-862a6e31307d', 'route': ['p2', 'e11', 'i8', 'x9', 'p3', 'c3']}
1769763208.3110974,SENT,87ea8adc-846b-4737-b760-7fb332018366,ea019a46-42ef-4794-b167-16b051d693fe,c3,c2,3386,?,p3,
1769763208.31117,CREATED,8165b4f7-87b6-4672-a785-86fa463b2332,057a7496-fa3e-48dd-8462-2df5c755b09e,c3,c2,27,?,?,surb={'id': '72334048-8d6b-46ab-a34b-862a6e31307d', 'route': ['p2', 'e11', 'i8', 'x9', 'p3', 'c3']}
1769763208.495028,RECEIVED,5f8b0282-442a-4faa-9260-d26ce584bb5d,762e9836-1c75-4454-9880-3539708d4fcb,c2,c3,27,p3,?,surb={'id': '4780b279-ca64-4a82-be52-5475cf3d1a67', 'route': ['p3', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769763209.5401483,RECEIVED,1321cf7c-5d61-41b6-9eb4-f7fbf73d1975,b402a97a-170e-4665-bd05-2f181e7b975d,c2,c3,27,p3,?,surb={'id': 'a6dd9086-95f2-49a0-8b38-2faa749c66de', 'route': ['p3', 'e9', 'i6', 'x6', 'p2', 'c2']}
1769763209.556904,RECEIVED,274dde4b-6ddf-4fb5-97db-3c370a30551c,d0e52027-ad15-460a-ba3b-551e68da5cca,c2,c3,26,p3,?,surb={'id': '45261e12-312e-43f6-b70e-7f8ccfb9da26', 'route': ['p3', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769763209.7341185,SENT,83dd862a-ff54-4c5c-83f1-3733f1017e69,d0666975-117b-4ca9-a39b-654e9ad53f4e,c3,c2,3372,?,p3,
1769763209.7342613,CREATED,a7621c10-c475-4722-a12a-b6e0e3906605,d6687b81-8525-4269-ac40-f638380fe799,c3,c2,26,?,?,surb={'id': 'abfe1595-3e08-4501-a98e-c644c477ea63', 'route': ['p2', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769763209.9742362,SENT,a9091e9b-caea-4e72-8a23-30577bb18863,0ff1476e-8d65-47a0-970c-02298d137979,c3,c2,3383,?,p3,
1769763209.9743705,CREATED,68221c4b-671c-40f6-b645-ede81c8a0f5d,d6687b81-8525-4269-ac40-f638380fe799,c3,c2,26,?,?,surb={'id': 'abfe1595-3e08-4501-a98e-c644c477ea63', 'route': ['p2', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769763210.1875334,SENT,26ff96bf-1dc3-48d0-8d86-327e0b2bdd07,330d9df6-9360-4eae-be9c-98a8aa9afe99,c3,c2,3368,?,p3,
1769763210.1876693,CREATED,052a9e4b-083c-46a8-bbb4-d0678cc9ccba,9f5a5dfb-8e6f-450b-b68b-7eda34339f3d,c3,c2,27,?,?,surb={'id': '89c8c54b-7cb9-484c-b4dc-2f7d0636c99f', 'route': ['p2', 'e6', 'i2', 'x7', 'p3', 'c3']}
1769763210.2209218,RECEIVED,f576c463-7508-4429-ab2a-4646c0a8acd0,ce14d5b9-0d28-47b7-9c99-5362221d13be,c2,c3,27,p3,?,surb={'id': 'da9eacb1-5945-4123-b681-f7e73f996dba', 'route': ['p3', 'e3', 'i1', 'x6', 'p2', 'c2']}
1769763210.2270315,SENT,0a66ab89-a8cc-4106-b208-f4060c8eb125,2c79c367-6d27-48e7-868e-685aad899ee7,c3,c2,3376,?,p3,
1769763210.2272105,CREATED,08abd5c8-7316-4bcd-91ed-6ab79a49c96e,9f5a5dfb-8e6f-450b-b68b-7eda34339f3d,c3,c2,27,?,?,surb={'id': '89c8c54b-7cb9-484c-b4dc-2f7d0636c99f', 'route': ['p2', 'e6', 'i2', 'x7', 'p3', 'c3']}
1769763210.762363,RECEIVED,a169e628-8d4f-4c04-bb6d-cc8a83a41633,86da64d1-fa7a-4430-84c5-c8a4f37036cb,c2,c3,27,p3,?,surb={'id': 'ef7883d2-901f-450b-81e6-1e8fdf960fe7', 'route': ['p3', 'e12', 'i9', 'x1', 'p2', 'c2']}
1769763210.858362,SENT,35281603-8a8e-41ab-af55-3f25c211f01a,0db2a91d-9ca9-4a33-b587-f0a721483755,c3,c2,3361,?,p3,
1769763210.858495,CREATED,91c1d046-39e1-4fd5-a313-cf67e9b0dbb7,ee8fe90f-fef8-4d01-b716-0b551ce2472b,c3,c2,27,?,?,surb={'id': 'a5b6b9bc-52a3-4a45-bcb6-b9e07bbaac65', 'route': ['p2', 'e5', 'i4', 'x8', 'p3', 'c3']}
1769763210.9708014,RECEIVED,3b9b1173-7b96-4e74-9292-244b09705736,20ef87bb-8e18-4237-9a90-f06cb0367f3c,c2,c3,26,p3,?,surb={'id': '68ec9b17-591e-4066-b802-04b9f761e224', 'route': ['p3', 'e9', 'i6', 'x3', 'p2', 'c2']}
1769763211.0177488,RECEIVED,e76ecf86-65d0-4afb-97a0-c3d0449abe97,86da64d1-fa7a-4430-84c5-c8a4f37036cb,c2,c3,27,p3,?,surb={'id': 'ef7883d2-901f-450b-81e6-1e8fdf960fe7', 'route': ['p3', 'e12', 'i9', 'x1', 'p2', 'c2']}
1769763211.4092698,RECEIVED,14673416-c2ce-4c40-9606-af3e55b43281,727755d0-9fa3-418f-ae4e-9172228192ec,c2,c3,27,p3,?,surb={'id': '4ca94a21-4a25-4f2a-8e9e-7cebc78e0b5d', 'route': ['p3', 'e5', 'i1', 'x10', 'p2', 'c2']}
1769763211.5164845,SENT,93a74ef5-38a6-474d-a6a3-5174c23441b1,73fa755f-7508-42c2-a31a-c1f754cdb99e,c3,c2,3372,?,p3,
1769763211.516635,CREATED,0664f772-fc8d-46eb-ae16-a7a332ee35c7,ee8fe90f-fef8-4d01-b716-0b551ce2472b,c3,c2,27,?,?,surb={'id': 'a5b6b9bc-52a3-4a45-bcb6-b9e07bbaac65', 'route': ['p2', 'e5', 'i4', 'x8', 'p3', 'c3']}
1769763211.5584097,RECEIVED,d10b9a8e-5478-4c7f-b7b6-aef62b6fbd25,0396de82-bcc7-4fa9-8072-0795110e967e,c2,c3,27,p3,?,surb={'id': '0f6aa385-d93b-41fb-916d-4d0450db0672', 'route': ['p3', 'e9', 'i7', 'x3', 'p2', 'c2']}
