timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458560.0850444,SENT,0a7e7dad-9f00-4176-b594-8b6ec8dde49d,e7ecba36-fbfe-426f-9fff-c425cd1d2430,c1,c5,3383,?,p1,
1769458560.0852268,CREATED,ed1eb03b-3097-4b1c-a2b1-c15f6a5888a4,4ca1aab0-86b8-4c14-861a-af0c3cafd525,c1,c5,27,?,?,surb={'id': '663a1ab1-03b0-45e2-980a-4e49729b2d92', 'route': ['p2', 'e4', 'i11', 'x3', 'p1', 'c1']}
1769458560.185889,RECEIVED,d8f3a5b0-334b-414b-bbfd-7754011b31d6,65dd79f3-c9b0-4c57-b3ca-998c48bb82a9,c4,c1,27,p1,?,surb={'id': '12bddd0f-e0f9-4f97-bdb5-466e09209726', 'route': ['p1', 'e5', 'i5', 'x7', 'p1', 'c4']}
1769458560.409215,RECEIVED,fa4bec58-5d51-470c-866a-dbe17007ace6,06b0bf71-c22c-48b3-8a2b-02910d3cc344,c4,c1,26,p1,?,surb={'id': '558f238a-e1ae-44f1-8166-bd81b6e257a0', 'route': ['p1', 'e7', 'i3', 'x1', 'p1', 'c4']}
1769458560.4436977,RECEIVED,53c4ff50-0b13-4797-b7d3-55d9328ef7ab,341fe48b-55bd-4014-9649-abd7bba55372,c2,c1,27,p1,?,surb={'id': '7786ffbd-e143-4f7e-8ed4-e4c64e4a0381', 'route': ['p1', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769458560.798964,RECEIVED,96803a5e-9752-4884-b5a4-810de2bc95ac,081c92f9-27cf-458e-858c-7f3622a9d137,c2,c1,26,p1,?,surb={'id': '042ea3db-c59b-4c81-8be3-ad8702fe03cc', 'route': ['p1', 'e11', 'i1', 'x6', 'p2', 'c2']}
1769458560.9884195,RECEIVED,3d35b913-0c73-45d8-94ec-3ab4ee227220,8faa2099-97b6-4724-b1a1-3c538c7a706d,c4,c1,26,p1,?,surb={'id': '0b98c1c5-81da-4398-9ab3-4e0241a0461b', 'route': ['p1', 'e1', 'i7', 'x8', 'p1', 'c4']}
1769458561.0233116,RECEIVED,76d9d2f4-ae40-4b3e-a8c0-ecf21983f602,9cc928a2-7eea-495b-8b12-788b9991cdcc,c2,c1,27,p1,?,surb={'id': '1cb3f0bf-3170-4d08-8d6f-883879aafbe4', 'route': ['p1', 'e5', 'i6', 'x10', 'p2', 'c2']}
1769458561.1942515,RECEIVED,8a65be3b-9b27-43cd-af61-b61403ffd570,d940b911-e1f6-4eb6-a5d6-cdab40c8e7d8,c2,c1,27,p1,?,surb={'id': '70858e17-752b-437d-97e5-cd0ddaa3c593', 'route': ['p1', 'e3', 'i12', 'x2', 'p2', 'c2']}
1769458561.2206135,RECEIVED,ebc64806-3e92-46d6-ba01-612d2c2d4d50,b04db15c-6bd4-4c5c-a439-1195898f2122,c2,c1,26,p1,?,surb={'id': 'f98edef8-9257-436a-9383-2dd66eac30e1', 'route': ['p1', 'e11', 'i4', 'x12', 'p2', 'c2']}
1769458561.388346,SENT,d8ecb140-824c-4eb4-bd73-fac5c7bc2d92,6274dcf2-bea2-4c2d-85ee-cfda01acd98a,c1,c5,3400,?,p1,
1769458561.3884447,CREATED,f15535bb-0323-4970-ab20-843769695f4e,ae5fcfb8-a134-4b2c-8090-7273bb74f346,c1,c5,26,?,?,surb={'id': '1bdd54b8-46e4-4e3e-8c3f-8faf36845832', 'route': ['p2', 'e8', 'i10', 'x12', 'p1', 'c1']}
1769458561.4972126,RECEIVED,7ea9f50b-adac-4066-971a-260569469d36,1c689119-fa31-4577-bfd5-3db02b5c4b32,c2,c1,26,p1,?,surb={'id': 'acb357ea-0c5d-4114-9b3d-7b108d60abfb', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c2']}
1769458561.5041578,RECEIVED,21c9d178-37a6-4159-8d07-13006a0d5eb5,fcc1764c-d3ff-4312-8b0e-2252b5504973,c4,c1,27,p1,?,surb={'id': '1fe4b521-7005-4bd1-b30d-e30fe7e4ff42', 'route': ['p1', 'e3', 'i1', 'x10', 'p1', 'c4']}
1769458561.6293433,RECEIVED,03fcabf3-0590-48e8-8540-0b79471a8f69,2f508d94-2d25-4c30-bd4a-01172da68811,c4,c1,27,p1,?,surb={'id': '9ecd3c67-3e2f-4032-a410-f8927ccf857f', 'route': ['p1', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769458561.6953986,RECEIVED,d2691dfc-e29d-471a-a1fb-2b7cfcd5a284,b1efca9c-cbe9-46a5-bc75-340aca046b68,c2,c1,26,p1,?,surb={'id': 'acc5e38d-0607-49e8-8307-65eb796bdd4c', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769458561.768427,RECEIVED,82ce7faa-6996-41fa-a0bd-65a554c25ddf,56aadd26-c2bb-4c7b-92c9-9549065a3dd5,c2,c1,27,p1,?,surb={'id': 'ef1a3c26-7f8c-4bb6-92e8-b4dd6d6ae512', 'route': ['p1', 'e3', 'i9', 'x9', 'p2', 'c2']}
1769458562.0663738,SENT,0958e1a7-43c5-4f1f-af17-acfda67e868d,45a62c21-0a1e-4e18-a91b-466071622a29,c1,c5,3381,?,p1,
1769458562.066522,CREATED,94d887b3-87e1-4864-8b79-4f890beb2b5a,32f65b4b-8684-4f8f-af89-0586e3e0e6b7,c1,c5,26,?,?,surb={'id': '3d819674-d9b2-4c5f-a6e9-ec1f3e0129e8', 'route': ['p2', 'e6', 'i9', 'x7', 'p1', 'c1']}
1769458562.1278188,RECEIVED,8ce6fa90-47d1-46d6-a809-f927c5f06500,cf11a032-8757-4419-aab3-6ba05c196e34,c2,c1,27,p1,?,surb={'id': '5201f047-d62d-406c-840d-8818f7fc3d95', 'route': ['p1', 'e4', 'i7', 'x10', 'p2', 'c2']}
1769458562.7749324,RECEIVED,8250971a-42fb-4521-be69-b0bd5cc8d281,51111242-ae0c-497c-a325-c9767bcf9df4,c4,c1,26,p1,?,surb={'id': '24f6e97f-1a9e-447e-aee4-4cc5214a68fb', 'route': ['p1', 'e9', 'i12', 'x10', 'p1', 'c4']}
1769458562.981571,SENT,c186a7df-ee10-4514-ac7e-db091ccab993,f1aba7b3-075e-4582-a031-08a30b5adecf,c1,c5,3391,?,p1,
1769458562.981723,CREATED,44bd9e99-9709-4433-af3a-486aeff090d3,ec6b2770-926e-4812-ac2f-984d3c095119,c1,c5,27,?,?,surb={'id': '3466f413-6705-4930-945d-3c0c846cbc99', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c1']}
1769458563.0444875,SENT,ae35f600-1e33-4743-8c01-97a6e8718e40,060075d7-31c2-4476-a1e2-f24d6d602184,c1,c5,3383,?,p1,
1769458563.0446362,CREATED,27860b83-589f-4dc2-8678-900dd944f717,2275464c-c566-4b88-94c3-e7e2460a21c0,c1,c5,27,?,?,surb={'id': 'a1cec27f-2fe8-4164-a33e-4b207b889be7', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769458563.08927,RECEIVED,92837029-c225-4aed-b428-f5e1d916ab80,20dd0eaf-b5ef-47fb-a63c-ede04e91b5e5,c4,c1,27,p1,?,surb={'id': 'f9476609-611f-4959-9888-7400fba31951', 'route': ['p1', 'e3', 'i12', 'x3', 'p1', 'c4']}
1769458563.1109757,RECEIVED,a62a2703-3231-424f-95c5-537db2e17a5f,672fd66b-b80f-4728-b8b8-8b396f68b8aa,c2,c1,26,p1,?,surb={'id': 'c2f1e523-0f9f-47bc-bca9-5551b7861f53', 'route': ['p1', 'e3', 'i3', 'x9', 'p2', 'c2']}
1769458563.1843023,SENT,6bbb4209-b9f9-4e86-90f6-4081f1fbae3d,bbb99e42-c97b-466b-a537-dadf0d1ac8e6,c1,c5,3376,?,p1,
1769458563.184365,CREATED,6dc0448d-cf13-430e-a164-45120ca86536,cab386e5-71c6-4051-ad8c-f548ac1e7492,c1,c5,27,?,?,surb={'id': '6ae5a5fa-f6b0-4214-9144-43619a7c6bcc', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c1']}
1769458563.292854,RECEIVED,d890243a-5e8c-4117-978b-0d739aab522a,8c6d8b2d-ff96-4a9c-b4a3-5bb147cd2eb4,c4,c1,26,p1,?,surb={'id': '271a8212-45dd-4e95-b06d-4ed9cf2c784f', 'route': ['p1', 'e11', 'i9', 'x8', 'p1', 'c4']}
1769458563.3734434,RECEIVED,cce1fe3b-b9fd-4361-a716-f6bb28dcc63a,ca7e8a69-52d4-436f-8700-4b046114040e,c4,c1,27,p1,?,surb={'id': 'db95d033-34ba-472c-94a4-8bece1225f9d', 'route': ['p1', 'e7', 'i10', 'x1', 'p1', 'c4']}
1769458563.401751,RECEIVED,a1a09c73-3c85-40ae-9221-0fb5b29a8f0a,5bf90a58-4bbe-457d-b307-43da7fa9b9f8,c2,c1,27,p1,?,surb={'id': 'ed9b3e8e-54a4-4bb5-8094-89841f54e72c', 'route': ['p1', 'e8', 'i8', 'x2', 'p2', 'c2']}
1769458563.5244586,SENT,f66217bd-743c-4120-9dae-3e4d7f029e4d,a1dccec8-22e2-4c94-af62-858c893657af,c1,c5,3364,?,p1,
1769458563.5245965,CREATED,ecd9750a-c319-4ae2-8238-cdc139857f1c,a3cef943-ac18-42c2-9294-a17f0ec45ec1,c1,c5,27,?,?,surb={'id': '7021ab8e-8b0d-4477-adab-dbb9da4889a9', 'route': ['p2', 'e5', 'i6', 'x1', 'p1', 'c1']}
1769458563.569608,RECEIVED,95dba213-7222-4f46-9644-163618e05182,62c4cf71-45a6-467e-88a8-f305137d98ee,c2,c1,27,p1,?,surb={'id': '39e6713b-cf7b-480f-8760-a7c875900fe4', 'route': ['p1', 'e9', 'i1', 'x10', 'p2', 'c2']}
1769458563.61258,RECEIVED,1eb97d7d-56f2-412d-ad1b-ef8765cf4262,5902479d-d3d8-48df-a142-6d11969bd860,c4,c1,27,p1,?,surb={'id': 'd684759b-fe1f-4274-b5ca-49dd757eec53', 'route': ['p1', 'e12', 'i4', 'x2', 'p1', 'c4']}
1769458563.6697764,SENT,086646f2-1444-42bc-9eae-bedecdd88377,ca5d4c2b-2ecc-4df1-ac68-5264df8012eb,c1,c5,3369,?,p1,
1769458563.6699224,CREATED,3c7b2b6c-fb00-41e9-9824-98538c0716ff,36601048-886b-48f4-8b8a-97f8ac604179,c1,c5,27,?,?,surb={'id': '8957a6cf-0780-4624-8fcd-04b3a9c5177f', 'route': ['p2', 'e1', 'i10', 'x9', 'p1', 'c1']}
1769458563.814428,SENT,43259645-5cad-4f4d-ac45-b2c58c1e897d,1eda6d2b-55e7-4c1d-a36c-e27e10de719b,c1,c5,3392,?,p1,
1769458563.8145044,CREATED,32eda118-7e44-4d43-9e63-4a7c64cc11e9,1ec787cb-e0a9-4791-a210-a4d663a58fcb,c1,c5,27,?,?,surb={'id': 'c41b1a83-f3e5-4374-9f95-e983fcc018ce', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c1']}
1769458563.8817325,RECEIVED,b87a8279-47df-400a-9701-985a5e267a26,c35fd26b-74ff-4fa0-8113-7e427cd9ac87,c2,c1,27,p1,?,surb={'id': 'e48a5865-7d12-43e5-b259-9903b8e0be7e', 'route': ['p1', 'e6', 'i9', 'x9', 'p2', 'c2']}
1769458564.1397502,SENT,eace3a9b-7b44-439c-8e92-c889fd4458a0,6de666ac-2645-4b2c-a325-772cc2661811,c1,c5,3375,?,p1,
1769458564.13985,CREATED,7b37f9ec-9b50-4d28-97b6-97c734abbae8,661f5fa5-1c5e-4fa0-a00e-5bc9b3d426f6,c1,c5,27,?,?,surb={'id': '1eecd0d7-8c3e-4bcb-8668-5b0319c47636', 'route': ['p2', 'e9', 'i4', 'x6', 'p1', 'c1']}
1769458564.6215847,SENT,d7190820-d303-425b-bb0b-135d419d0450,1eab22e2-3475-4802-9d6c-ce0ab5029aa3,c1,c5,3378,?,p1,
1769458564.6216836,CREATED,55fa9897-e93d-49dc-aa60-caa5c5318c61,8c77521a-13f2-4500-a231-b650d40880d9,c1,c5,27,?,?,surb={'id': '642db17f-b70d-4dd8-8eaf-50a32f49bb93', 'route': ['p2', 'e8', 'i5', 'x7', 'p1', 'c1']}
1769458564.7123582,RECEIVED,68193f59-81fc-4bda-8977-6502e826bce6,5da6a7bf-376b-461b-a0ba-68c7da5c2942,c4,c1,27,p1,?,surb={'id': 'df9c0c8f-d4ea-4d24-a7b9-6a00acdba744', 'route': ['p1', 'e4', 'i4', 'x2', 'p1', 'c4']}
1769458564.7481468,RECEIVED,2d5b7c9b-ec3f-4ec7-95f7-53f02adea5d5,b91a4282-01db-414f-877d-41de58e0424f,c4,c1,27,p1,?,surb={'id': 'a05f768a-b0b9-4928-b5a7-24da37d9a440', 'route': ['p1', 'e8', 'i4', 'x6', 'p1', 'c4']}
1769458564.7581382,RECEIVED,94d39ebb-e5a8-4c4d-b7ae-6a10a4668fd4,9cf154f0-cb8b-4695-b9d2-93cd8398a419,c4,c1,27,p1,?,surb={'id': 'ee781d87-d797-4080-a95f-eb2e8800c3a8', 'route': ['p1', 'e12', 'i10', 'x4', 'p1', 'c4']}
1769458564.8896036,RECEIVED,16f17875-d3f9-47b8-8f65-b23a1b2d9a6b,71313b35-d8f7-4afc-8837-fe10e5827e34,c2,c1,26,p1,?,surb={'id': 'ae3b6ddf-b75b-446e-9c31-bb9dc87c4f26', 'route': ['p1', 'e5', 'i3', 'x5', 'p2', 'c2']}
1769458564.9658191,RECEIVED,9dcfe167-5a74-4b86-bbae-872613f0ebe9,60ef422d-2054-4b38-afbc-5dc0bc556716,c2,c1,27,p1,?,surb={'id': 'f20f15cb-3bc7-43ce-a55c-cf9f07ec7931', 'route': ['p1', 'e8', 'i4', 'x2', 'p2', 'c2']}
1769458565.1158404,RECEIVED,a4f0542d-5ce1-42ee-8a17-54dcf3f99011,3effd8ec-a2d6-49a8-8dd6-ccf408a2ffc3,c2,c1,27,p1,?,surb={'id': '826bd72e-030d-4be4-8be9-a3899b3deb6c', 'route': ['p1', 'e4', 'i10', 'x10', 'p2', 'c2']}
1769458565.319405,RECEIVED,9e755467-6aae-46b1-a205-d4911488a978,a7910db2-0954-4194-a364-0dc1bd3dd9c9,c2,c1,26,p1,?,surb={'id': '946acd1d-ffe1-49db-8c7f-1c73af8ba8ba', 'route': ['p1', 'e11', 'i7', 'x1', 'p2', 'c2']}
1769458565.326505,RECEIVED,a115fad2-6c7f-4bf3-8693-7f0db00cffd3,9fb0ecdd-9edf-4609-89db-cdf87c461aa7,c4,c1,27,p1,?,surb={'id': 'e64ae197-9f92-4245-b2c9-ce70633f8f10', 'route': ['p1', 'e2', 'i8', 'x7', 'p1', 'c4']}
1769458565.6172004,SENT,f29bb847-ce85-42b6-abfc-8271742e9463,a7dfe80f-fa43-432e-a1da-2427cd55146c,c1,c5,3367,?,p1,
1769458565.617353,CREATED,6c4baca1-bc85-43b7-8bfb-7c8a2ba9755e,223432bd-fde5-4e99-93f3-b2b003fa71d4,c1,c5,26,?,?,surb={'id': 'cfb749aa-81b5-45e4-9ac4-3e2b8cb397f3', 'route': ['p2', 'e9', 'i1', 'x5', 'p1', 'c1']}
1769458565.7117841,SENT,360bdbd2-687e-4426-9875-3024c5a2df29,4744bff1-d8e2-4a83-8ad1-fb22cd90f8f1,c1,c5,3404,?,p1,
1769458565.7119358,CREATED,93f2993f-8fc6-4671-b918-2f12b907eacf,6e66d222-57dc-47b3-9d4a-4e54bde956b8,c1,c5,27,?,?,surb={'id': 'f3dabb44-39d7-41b7-8728-6bd0bb604d39', 'route': ['p2', 'e11', 'i2', 'x10', 'p1', 'c1']}
1769458565.7324343,SENT,6dd6fdc2-c2cc-4838-9679-be87e981bad2,3bba33bb-d4f4-4299-b29d-aa67c49f9851,c1,c5,3359,?,p1,
1769458565.7325697,CREATED,decc5390-abb8-4c32-aed8-e0a908fcbace,264a344b-8f48-409f-9d59-f53ce1ac7fb6,c1,c5,27,?,?,surb={'id': '2e0825cd-26c5-4ae7-b15e-26e0d5d59768', 'route': ['p2', 'e1', 'i3', 'x12', 'p1', 'c1']}
1769458565.8167636,RECEIVED,4a33f65c-e843-4364-bbed-39cf4255a188,431e0dd9-4a4b-4373-aeac-a670a834ecf0,c2,c1,27,p1,?,surb={'id': 'e9b73248-c4fa-4ca7-9b2e-cd2980f611e5', 'route': ['p1', 'e10', 'i9', 'x8', 'p2', 'c2']}
1769458565.88229,SENT,c5dcf750-46f1-46d0-94c1-194cebfccf1f,40c7e1e9-6070-4dcb-9d99-d4b14e40c44d,c1,c5,3375,?,p1,
1769458565.8824294,CREATED,c51754f4-7379-44f8-95ab-bbfd84e67fb1,8cc2f486-7b0f-48a4-84ee-834e360689aa,c1,c5,27,?,?,surb={'id': '8cd5bf70-c096-4c46-8ebd-8d596e088309', 'route': ['p2', 'e8', 'i6', 'x5', 'p1', 'c1']}
1769458565.991557,RECEIVED,77fb0f05-9186-4949-abe8-a65b5c7fba1f,32ee8af5-cf6d-446a-a201-cab7b71f92d8,c2,c1,27,p1,?,surb={'id': '7fd279a5-4b86-4d4d-8232-af0051564929', 'route': ['p1', 'e3', 'i6', 'x6', 'p2', 'c2']}
1769458566.2598505,RECEIVED,05d51083-a482-405c-9f78-0384ead7373b,5c860849-cef3-46cd-8509-5b821a5040c7,c4,c1,27,p1,?,surb={'id': 'e12e97f3-5a56-4c7e-9c6f-af4f5e70c623', 'route': ['p1', 'e4', 'i11', 'x12', 'p1', 'c4']}
1769458566.273237,RECEIVED,18a33fb7-243a-4f6c-9030-3eb9c6c698e6,b56831ec-dcf3-4542-896c-743dd7e3502b,c4,c1,27,p1,?,surb={'id': 'fdaa4834-3fb4-4cde-9a91-f3368f9f72c0', 'route': ['p1', 'e7', 'i2', 'x2', 'p1', 'c4']}
1769458566.5606804,SENT,a405f462-7711-4293-bd79-ba0e88c45261,19c5ec4b-9cc5-44b6-9e60-aca36f158226,c1,c5,3399,?,p1,
1769458566.5608315,CREATED,cd218bf4-a46d-470c-b2c7-e523bef2681f,783334ae-181d-45f2-8671-16ea8397984c,c1,c5,27,?,?,surb={'id': '0726b2fe-1f3e-451e-9f26-cc974bc8e47a', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c1']}
1769458566.5898511,RECEIVED,d5362587-7cb6-4bc6-ae02-25e2789d66f3,dd5df027-dab3-4e43-8f53-867ea7334dd9,c4,c1,27,p1,?,surb={'id': 'e7ce037b-498a-4a96-a926-fe94cceba507', 'route': ['p1', 'e3', 'i1', 'x10', 'p1', 'c4']}
1769458566.689532,SENT,7d379558-361b-4f25-9cde-7a149b1d1465,f5166a8d-8b5f-46f9-8848-94d8c88b0188,c1,c5,3393,?,p1,
1769458566.6897113,CREATED,c2646fc1-007c-4a72-870d-cdfec8e63b8c,a3e15931-f8cb-443c-afa5-8b8ac6809e2b,c1,c5,27,?,?,surb={'id': '4dfbec86-347f-413e-82a2-f90084943051', 'route': ['p2', 'e9', 'i3', 'x11', 'p1', 'c1']}
1769458566.9287944,RECEIVED,cc940ea1-16b8-48f9-bcf7-091ac0b2dfaa,87dbdf0f-5901-4494-b330-976c2c9b506a,c4,c1,27,p1,?,surb={'id': 'be6e4aa4-dc1e-46fe-a695-f179c582ad40', 'route': ['p1', 'e1', 'i12', 'x2', 'p1', 'c4']}
1769458567.0997937,SENT,a8d08582-41a5-4bd1-9eb3-69f6c2d48192,6dc5ade0-424e-4692-84da-d1daef0e948d,c1,c5,3396,?,p1,
1769458567.0999353,CREATED,85597e12-2d51-4437-bf47-cfba45b27ac5,5c209e4d-f88a-445c-92a1-04de9a319860,c1,c5,27,?,?,surb={'id': '2a8cadf3-c713-4948-92b9-bd62fa6ae775', 'route': ['p2', 'e7', 'i12', 'x7', 'p1', 'c1']}
1769458567.1389484,SENT,83b76d89-faf8-4bdf-8e13-bbb0e4bf5ba6,4611cda3-2928-4a3a-a09f-3bdee4f3bad0,c1,c5,3360,?,p1,
1769458567.139026,CREATED,473ff25a-a5b6-4668-8938-851dfd532b7d,731b82fd-b3b6-4dcf-87c2-7a73b3fe17c3,c1,c5,26,?,?,surb={'id': 'c47dab63-b333-49f5-9f81-4067d28bda09', 'route': ['p2', 'e2', 'i2', 'x9', 'p1', 'c1']}
1769458567.1478755,RECEIVED,d8d3aaeb-c9b0-4996-a8a2-44d6b148b785,cba28c75-d016-42fa-9d36-78e925552e1b,c4,c1,27,p1,?,surb={'id': '9bf99f9c-6c15-42c7-8897-caa1d73a01e3', 'route': ['p1', 'e8', 'i8', 'x12', 'p1', 'c4']}
1769458567.3679569,RECEIVED,f5a0bc8f-873a-4291-b437-f2c044c71f9b,05bb0d60-5f46-4af3-bf4f-49549e7ee29d,c4,c1,27,p1,?,surb={'id': 'fb07b767-36f6-4b23-9944-0ad0e78e7b4e', 'route': ['p1', 'e4', 'i6', 'x1', 'p1', 'c4']}
1769458567.4889474,SENT,0649e8ae-4e70-4a5a-915b-eb4a9fc74617,174d12f0-f04f-4c16-8d91-60dd6213b4f6,c1,c5,3388,?,p1,
1769458567.4891293,CREATED,b46806d2-7b1b-481b-87d1-500f0579cd99,6f8e6d8d-3fb4-435e-9d51-da7c2eec2c95,c1,c5,27,?,?,surb={'id': '6e20ab4b-ebac-4f46-b82d-e921af1eb49e', 'route': ['p2', 'e9', 'i7', 'x5', 'p1', 'c1']}
1769458567.5212579,RECEIVED,70040dff-b8a1-4e37-85a1-e6033b62e262,59140e10-faf3-494f-8db4-855eb8ba0679,c2,c1,27,p1,?,surb={'id': '2e685271-71db-4d79-bf47-5ac5739333a7', 'route': ['p1', 'e6', 'i5', 'x8', 'p2', 'c2']}
1769458567.9001188,RECEIVED,70671439-e722-4bbf-b4d5-c027c43627c4,b2f6eca4-21e2-4d2c-a231-88d64e79578d,c4,c1,27,p1,?,surb={'id': 'f29b2130-0860-4a9e-ab4f-12f645f256c1', 'route': ['p1', 'e3', 'i10', 'x6', 'p1', 'c4']}
1769458567.9033418,SENT,4b796c07-8412-4410-aa4d-73eef595bb0a,7731ed80-6af3-45fc-b384-6adbdea4e1c7,c1,c5,3400,?,p1,
1769458567.9034963,CREATED,517f61a1-87cb-4f05-a214-0985258c9bee,a56316c7-1dfd-4bfd-8b60-d3c71ecf82b5,c1,c5,27,?,?,surb={'id': '9a21721f-fb68-4224-b4d3-7a45b83414fc', 'route': ['p2', 'e3', 'i7', 'x2', 'p1', 'c1']}
1769458568.0067875,RECEIVED,e767e544-17ac-46bb-94b9-926561258f4c,3e4e6f6f-4452-41f9-9381-056df2319611,c4,c1,26,p1,?,surb={'id': '1eaec722-f0ed-41c5-9db1-56863cabca0d', 'route': ['p1', 'e7', 'i8', 'x12', 'p1', 'c4']}
1769458568.3858438,RECEIVED,82e1f1b9-ebea-4972-9f37-51e5fdb486c0,a179088f-6ced-455a-b2b0-07293da44942,c4,c1,26,p1,?,surb={'id': 'a7305955-ba7d-49d4-96d5-f35438943685', 'route': ['p1', 'e7', 'i7', 'x6', 'p1', 'c4']}
1769458568.5009193,SENT,52f2fac7-f9f0-46d1-8a76-dc92123bb88b,2534f2d9-8035-4185-8b54-b39536940450,c1,c5,3395,?,p1,
1769458568.5010197,CREATED,baf6b49f-4fae-44ba-a834-09323852d5c2,bc119a93-9bcb-4523-ae6f-9fdc4432f20f,c1,c5,27,?,?,surb={'id': '988c7fd9-dd30-4022-8165-daa5e7eb2833', 'route': ['p2', 'e9', 'i3', 'x12', 'p1', 'c1']}
1769458568.5039747,RECEIVED,c1ba696f-0fbc-4c32-ae2e-e6417284736f,90364f77-f607-4e98-ad4a-3bd5ff862824,c4,c1,27,p1,?,surb={'id': '08d8a7b5-0b42-4765-9a57-bc3a28a6c888', 'route': ['p1', 'e8', 'i6', 'x4', 'p1', 'c4']}
1769458568.565167,RECEIVED,147b10d7-5dab-46f4-a986-1dbee90d5864,f2954158-0ff4-4d55-a224-5ccd16cad1c5,c2,c1,26,p1,?,surb={'id': 'd71ec2df-04ae-4dd0-8c0b-0eaedb3b39d5', 'route': ['p1', 'e8', 'i2', 'x10', 'p2', 'c2']}
1769458568.8508945,RECEIVED,99cdf6e1-6485-4748-a20f-7ab4b02cb16f,f30f8878-ac09-4044-8519-aaf544de62ea,c4,c1,27,p1,?,surb={'id': 'a613f0bf-edb6-467e-8c96-4bc392b28398', 'route': ['p1', 'e11', 'i2', 'x6', 'p1', 'c4']}
1769458568.8799973,SENT,40ee9830-5a5b-4ec1-ad12-1e6475e33e4e,43cbf6ef-bc7d-447b-a093-c6dc862ed689,c1,c5,3376,?,p1,
1769458568.8800893,CREATED,dfc30454-8661-41e9-a1a5-9cf6334791de,1b99ddd4-6d12-45f1-b9ba-63949ca56db5,c1,c5,27,?,?,surb={'id': '08a822ac-c810-4435-ad9a-365b2c468b87', 'route': ['p2', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769458569.0393438,RECEIVED,8fe112f7-99cd-46a1-a4f1-e17c6c7a3c46,f2ef06c9-1820-4a76-996d-c311ea299b9f,c2,c1,27,p1,?,surb={'id': '70fc4c37-88ef-49e3-80e8-30caf14fb8bb', 'route': ['p1', 'e1', 'i7', 'x5', 'p2', 'c2']}
1769458569.1438851,RECEIVED,dc585d46-1696-449f-804e-08c40c07751e,d151eec8-369f-435b-87d8-5cc7dd22e154,c4,c1,27,p1,?,surb={'id': '56415433-902a-40b8-98fa-c2ed079eba75', 'route': ['p1', 'e10', 'i7', 'x6', 'p1', 'c4']}
1769458569.205709,RECEIVED,466e311b-0120-4d27-b4c8-437f045c6101,727ec03e-06a5-42bb-af72-6700103f9ff4,c2,c1,27,p1,?,surb={'id': '5d14efdc-1273-4c0b-b5a3-95352fc779d6', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769458569.4330056,SENT,45845c1d-a6b5-47b8-9ae1-c26898e3445f,1d2d3bba-10e2-4022-a30c-8c246057ecf8,c1,c5,3379,?,p1,
1769458569.4331858,CREATED,c7d5cbbf-a8f6-45a3-b8a5-c8837b7e7fae,b0c47045-8b3b-4fae-873c-29a9d59cd7fa,c1,c5,27,?,?,surb={'id': 'aa9edf9d-2a2e-43e4-89aa-a1b10135702c', 'route': ['p2', 'e8', 'i6', 'x3', 'p1', 'c1']}
1769458569.511398,RECEIVED,b53df15f-8af0-45ac-a924-fcc3c71a7377,8640a960-0e55-4595-8bd9-4c605eea6bcf,c2,c1,27,p1,?,surb={'id': '653de511-5c67-4439-b247-6f3481c18af4', 'route': ['p1', 'e3', 'i12', 'x4', 'p2', 'c2']}
1769458569.9689796,SENT,2d493ad0-0dad-4371-b796-834d9388907a,deaddcc9-5216-4515-a86b-d8568d4a9559,c1,c5,3383,?,p1,
1769458569.9690404,CREATED,73c6f5f5-94e5-4ff2-a15d-24eebb6821c6,c4b8225a-0ec4-4509-8282-c442b2ef3eda,c1,c5,27,?,?,surb={'id': 'd0728641-9113-4982-916d-4199f821c352', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c1']}
1769458570.083916,RECEIVED,d842aacb-29f6-4c5b-81c5-a5c37666d495,f9a0e947-0cd7-4af5-a6c9-dacfb242ed56,c4,c1,27,p1,?,surb={'id': '0272eb41-1aa5-4381-8225-6787b711bcba', 'route': ['p1', 'e10', 'i9', 'x10', 'p1', 'c4']}
1769458570.1319551,SENT,193ee5b0-b95d-429e-8601-5b968bbcad4c,6462c1fb-6861-4e7a-a696-d34bcc4aea59,c1,c5,3401,?,p1,
1769458570.1321325,CREATED,fe392023-121a-405c-9313-222018e16b52,6ea5f4f8-fb9c-458e-bdc4-189c9ffda248,c1,c5,27,?,?,surb={'id': '3283fa7d-c7a6-4321-aa79-36617e803a11', 'route': ['p2', 'e3', 'i5', 'x4', 'p1', 'c1']}
