timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769759276.4036121,RECEIVED,6b9d4ee8-5bb9-4635-86de-4389805ab624,d21a73b5-f223-48f7-be8a-c92d1ac757f7,c1,c5,27,p2,?,surb={'id': '1d42e776-d45d-4160-9f7b-4c3edcb2ba88', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c1']}
1769759276.643896,SENT,7674b546-0cb8-4cb2-af8b-6caa18f6a243,44e5a413-19d3-4417-966e-34471b040e97,c5,c3,3379,?,p2,
1769759276.6440697,CREATED,6c0918d8-8c0d-480b-a1ab-0e062b5d19dd,f93b9457-27e0-4224-8304-0f93796e4d5c,c5,c3,26,?,?,surb={'id': '5926b4e4-b916-45e3-8fa9-82afaaa8283c', 'route': ['p3', 'e2', 'i3', 'x8', 'p2', 'c5']}
1769759276.7236094,SENT,14c1a96e-5e0a-40b2-9d15-2e806b2d4e80,36f2b1a1-9406-4677-ac85-f488d1be11d0,c5,c3,3377,?,p2,
1769759276.7237623,CREATED,2479c395-8b57-4a08-84b3-63724be97e20,f93b9457-27e0-4224-8304-0f93796e4d5c,c5,c3,26,?,?,surb={'id': '5926b4e4-b916-45e3-8fa9-82afaaa8283c', 'route': ['p3', 'e2', 'i3', 'x8', 'p2', 'c5']}
1769759276.949643,SENT,1ec29a0d-8d15-4320-8219-3db97bf67384,6edcc157-dbb4-4a1f-be59-698ad4dc71ad,c5,c3,3385,?,p2,
1769759276.949792,CREATED,b0e77914-4c01-4346-97c1-862d2e0c6690,9dfce412-5b7d-4f19-8267-f0740452e80b,c5,c3,27,?,?,surb={'id': '22615f10-1787-4370-8dd6-50f99d46a8f6', 'route': ['p3', 'e4', 'i4', 'x11', 'p2', 'c5']}
1769759276.9679785,RECEIVED,fca9f9fe-1494-4476-9544-4d0887601095,6bed618f-68c9-4cfc-9f1d-f9af3b643e7a,c3,c5,27,p2,?,surb={'id': '8aef9e36-3955-4fc9-a69e-ac05e81a88b1', 'route': ['p2', 'e6', 'i4', 'x6', 'p3', 'c3']}
1769759276.9756563,SENT,8c4cd91b-37da-40d8-8eea-11e88cf957cb,0ea7a821-25ec-4398-ad20-6980e2bc0a6f,c5,c3,3389,?,p2,
1769759276.975808,CREATED,7c2f813a-60b7-4ea3-b8b2-874d2df675df,9dfce412-5b7d-4f19-8267-f0740452e80b,c5,c3,27,?,?,surb={'id': '22615f10-1787-4370-8dd6-50f99d46a8f6', 'route': ['p3', 'e4', 'i4', 'x11', 'p2', 'c5']}
1769759277.1500068,RECEIVED,034b9f94-ebf4-44e6-9616-bd28d4b80a7e,80f9a8dc-2675-4fff-bc9f-a0ad7b270fe6,c1,c5,27,p2,?,surb={'id': 'c4e855bc-7f11-4d8b-84e9-2bca6e47bd9a', 'route': ['p2', 'e5', 'i4', 'x2', 'p1', 'c1']}
1769759277.1568322,RECEIVED,cc8e9bf7-fe01-415f-a5cd-2ed256621527,766170fb-1eea-49b1-9ae8-b079df8759cc,c3,c5,26,p2,?,surb={'id': '6f44134c-9891-4b69-8293-ed9fcfaf6db6', 'route': ['p2', 'e9', 'i7', 'x3', 'p3', 'c3']}
1769759277.240886,RECEIVED,471d4394-1ee7-4400-bbce-c9e724acc307,ae8b486d-c871-48da-9e6b-003e59e3010a,c1,c5,27,p2,?,surb={'id': 'a5e8f64c-7b57-4af5-b77c-cc3c90015c2f', 'route': ['p2', 'e5', 'i6', 'x3', 'p1', 'c1']}
1769759277.3665679,RECEIVED,2dd90486-cb95-49ca-8f12-1500d8f32188,4f51ff6b-9dff-4efb-a87f-575fa34076e6,c1,c5,27,p2,?,surb={'id': '1ac95019-dfec-4969-ae82-6f895f445af4', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c1']}
1769759277.4501352,RECEIVED,5c7a6192-dd1b-4ca7-8ba8-704ae06d5c52,d21a73b5-f223-48f7-be8a-c92d1ac757f7,c1,c5,27,p2,?,surb={'id': '1d42e776-d45d-4160-9f7b-4c3edcb2ba88', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c1']}
1769759277.472969,RECEIVED,5f46b87a-4741-45f4-80fa-4b8bfa799ef2,4a2a0521-699b-49db-bba1-d7aa386dc275,c1,c5,27,p2,?,surb={'id': '22e7ef73-325f-4a92-8d4c-43bf3d1800ef', 'route': ['p2', 'e6', 'i6', 'x8', 'p1', 'c1']}
1769759277.815084,SENT,0b037a32-6249-478f-8221-687a5e204286,ec18d48a-7da1-4954-8212-be2b8959132d,c5,c3,3376,?,p2,
1769759277.8152332,CREATED,fab9254b-22ab-43c0-b035-93035c3ec0f8,74ba6bd1-b666-4ca1-bc6b-6dc7a7c89600,c5,c3,27,?,?,surb={'id': '9d54b86e-b425-4184-9099-fa0bfc3c414b', 'route': ['p3', 'e10', 'i8', 'x7', 'p2', 'c5']}
1769759277.9938254,RECEIVED,3c5ad667-2dab-4878-a10c-f7369b11d255,6bed618f-68c9-4cfc-9f1d-f9af3b643e7a,c3,c5,27,p2,?,surb={'id': '8aef9e36-3955-4fc9-a69e-ac05e81a88b1', 'route': ['p2', 'e6', 'i4', 'x6', 'p3', 'c3']}
1769759278.022613,SENT,d84eead4-3c47-46e9-8241-03b46e3cc7df,079bfc21-6fd6-4332-96ab-5d2280a75cb9,c5,c3,3378,?,p2,
1769759278.0227664,CREATED,feac2dfd-034b-4356-86ea-108cbb6087e1,74ba6bd1-b666-4ca1-bc6b-6dc7a7c89600,c5,c3,27,?,?,surb={'id': '9d54b86e-b425-4184-9099-fa0bfc3c414b', 'route': ['p3', 'e10', 'i8', 'x7', 'p2', 'c5']}
1769759278.3446481,SENT,022e38a2-824e-4cae-9056-890edb63bcca,9d48f35f-75a4-4269-b953-9467cfbb432d,c5,c3,3387,?,p2,
1769759278.3447995,CREATED,cc8f402a-cf02-4955-8d73-5b3e49075d2b,66945c9e-46ec-4bfe-96f9-8067a3a3e6d7,c5,c3,26,?,?,surb={'id': 'bc6a24cd-2b15-4c2d-9298-57f9583df0b3', 'route': ['p3', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769759278.400762,RECEIVED,d247121e-e71f-4a9c-82ef-44e3d0792d77,766170fb-1eea-49b1-9ae8-b079df8759cc,c3,c5,26,p2,?,surb={'id': '6f44134c-9891-4b69-8293-ed9fcfaf6db6', 'route': ['p2', 'e9', 'i7', 'x3', 'p3', 'c3']}
1769759278.4435012,RECEIVED,5c2dd875-541d-4f6f-a213-7d403051d179,4a2a0521-699b-49db-bba1-d7aa386dc275,c1,c5,27,p2,?,surb={'id': '22e7ef73-325f-4a92-8d4c-43bf3d1800ef', 'route': ['p2', 'e6', 'i6', 'x8', 'p1', 'c1']}
1769759278.6746986,RECEIVED,917b5131-9985-46bb-9581-338a0fdceec9,c6b33448-0dcd-4326-8bc8-05748e73be53,c1,c5,27,p2,?,surb={'id': 'db6295c6-8ae9-4768-9762-49088bec6953', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c1']}
1769759278.6875079,RECEIVED,2384aab8-627e-4587-bb03-a396c6ccb6e4,69b9ac06-43cf-4946-8228-c60f26892986,c3,c5,26,p2,?,surb={'id': '11fdc929-fdb7-4ffb-8c90-37e51a1b2111', 'route': ['p2', 'e7', 'i6', 'x6', 'p3', 'c3']}
1769759278.6949627,RECEIVED,819ffc73-1ef1-43ad-af0b-4aa0bcf3a2dd,59c33199-c610-495d-a284-f5075e035ef3,c3,c5,27,p2,?,surb={'id': '6fa480a4-c232-4523-bf06-ed90a7720c6d', 'route': ['p2', 'e4', 'i7', 'x8', 'p3', 'c3']}
1769759278.8163004,RECEIVED,e002f4e4-417b-40a3-a946-ec9ba8afe5eb,6b9a7118-4807-466a-88da-9665a8536698,c3,c5,27,p2,?,surb={'id': '6886c37c-aa59-40f6-afcf-6d2cac00c53d', 'route': ['p2', 'e7', 'i6', 'x7', 'p3', 'c3']}
1769759278.9505084,RECEIVED,3d5f37f3-0d77-4556-b56c-471b1fda7997,4f51ff6b-9dff-4efb-a87f-575fa34076e6,c1,c5,27,p2,?,surb={'id': '1ac95019-dfec-4969-ae82-6f895f445af4', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c1']}
1769759279.0211658,SENT,3b08f729-9821-47a6-83d4-b4d75e0c7f65,8dc69143-17ef-4cab-a429-7e345442eb93,c5,c3,3395,?,p2,
1769759279.0212967,CREATED,92395ba5-4214-4772-94e9-a6adf9a3b11a,66945c9e-46ec-4bfe-96f9-8067a3a3e6d7,c5,c3,26,?,?,surb={'id': 'bc6a24cd-2b15-4c2d-9298-57f9583df0b3', 'route': ['p3', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769759279.1545234,SENT,0e3de6bc-3fc5-4f86-98c7-c4f737db366b,d550e553-e8b0-42f9-a052-beaf04bfa738,c5,c3,3384,?,p2,
1769759279.1548142,CREATED,3d9679f6-35b2-4bf6-80ba-5fe8508a637c,44dc30c8-149f-4e3f-aec9-1d0c5a5132e0,c5,c3,27,?,?,surb={'id': '95a28b72-f01a-4851-bd8f-fac64ff32b76', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769759279.3965652,RECEIVED,9fcb5b8e-c586-4855-bd2d-14264bb477ac,5a09e1d3-411f-4f5b-8f56-8b2139dd6c57,c1,c5,27,p2,?,surb={'id': '80ddb132-da9e-47de-baef-8dffd0769d70', 'route': ['p2', 'e7', 'i3', 'x1', 'p1', 'c1']}
1769759279.536379,RECEIVED,72e67119-ed52-4bb6-97bf-64c6643cd1aa,9136e4e0-8b0e-417b-af10-599ec44c6a82,c1,c5,27,p2,?,surb={'id': 'e520c66a-845f-41da-980a-cc84c5626207', 'route': ['p2', 'e8', 'i2', 'x9', 'p1', 'c1']}
1769759279.69616,RECEIVED,b79fac33-3600-428a-8ea3-46d7573c44e7,9136e4e0-8b0e-417b-af10-599ec44c6a82,c1,c5,27,p2,?,surb={'id': 'e520c66a-845f-41da-980a-cc84c5626207', 'route': ['p2', 'e8', 'i2', 'x9', 'p1', 'c1']}
1769759279.7753139,SENT,13efe460-cb17-4aeb-b692-b6f6d2edb7e1,b75e4b2c-38bd-402b-8df9-4f05537725a3,c5,c3,3374,?,p2,
1769759279.7754443,CREATED,70f07478-912e-4849-9851-17ca5c9d416d,44dc30c8-149f-4e3f-aec9-1d0c5a5132e0,c5,c3,27,?,?,surb={'id': '95a28b72-f01a-4851-bd8f-fac64ff32b76', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769759280.0082238,SENT,874f61f6-7cb6-4842-9f96-468ad3703a40,fa69f76e-207f-447c-8dda-a9b10208d2bb,c5,c3,3392,?,p2,
1769759280.0083606,CREATED,83c52a47-0bf3-47e1-ab11-62f1651d8f1e,b9696b6b-487f-4435-bdbe-5c5a646d23fe,c5,c3,27,?,?,surb={'id': '085f7a81-5793-4845-81d1-cdade1645934', 'route': ['p3', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769759280.0682373,RECEIVED,905c31e8-75f2-4f08-b277-479e84d47e50,c14c5782-5573-4970-983e-1eafbfa0c4f1,c1,c5,26,p2,?,surb={'id': '8b2e15b2-62b3-416f-9f6a-7c3a76f083be', 'route': ['p2', 'e11', 'i5', 'x8', 'p1', 'c1']}
1769759280.1352968,SENT,0a297abd-1f46-4e9f-af58-f0363f243188,1aedbe5e-67a3-4ac7-bc71-7b4e427c748c,c5,c3,3395,?,p2,
1769759280.135433,CREATED,ef7c8499-90e6-4bf9-a91e-b9d6c4408115,b9696b6b-487f-4435-bdbe-5c5a646d23fe,c5,c3,27,?,?,surb={'id': '085f7a81-5793-4845-81d1-cdade1645934', 'route': ['p3', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769759280.4086437,SENT,264d00e0-7500-4f81-93e6-8383e9d17167,892f7c02-ca66-4020-af36-df83af421834,c5,c3,3360,?,p2,
1769759280.408737,CREATED,d51cd8c3-ca80-412e-8c80-f1dd177eda57,c1a034c1-4705-461a-9bd3-e4809230868f,c5,c3,26,?,?,surb={'id': 'b01b9343-1a10-46ed-9cff-79d418516a82', 'route': ['p3', 'e7', 'i6', 'x1', 'p2', 'c5']}
1769759280.422013,SENT,056142d0-5268-4e92-8952-c38abd9e6588,73337006-3c13-4172-ba37-a3543f1a49c3,c5,c3,3363,?,p2,
1769759280.422264,CREATED,827b3566-bb8b-448b-8ed1-5afe285d3fe1,c1a034c1-4705-461a-9bd3-e4809230868f,c5,c3,26,?,?,surb={'id': 'b01b9343-1a10-46ed-9cff-79d418516a82', 'route': ['p3', 'e7', 'i6', 'x1', 'p2', 'c5']}
1769759280.7003245,RECEIVED,b4b3aa39-f43a-4bd4-8bcd-f45dcb4535e6,6b9a7118-4807-466a-88da-9665a8536698,c3,c5,27,p2,?,surb={'id': '6886c37c-aa59-40f6-afcf-6d2cac00c53d', 'route': ['p2', 'e7', 'i6', 'x7', 'p3', 'c3']}
1769759280.7022884,SENT,73a51fff-6ca9-4596-b69e-8081857bf3f2,3c6cc71d-9386-4b93-803a-e6188dc6658c,c5,c3,3367,?,p2,
1769759280.7023947,CREATED,bbbb3799-7b01-42f9-a3ab-d4e4f1eb6d9a,6be0552f-ad79-4451-be60-e199654bb652,c5,c3,26,?,?,surb={'id': 'ada26071-812c-454e-93cf-a88e8769372f', 'route': ['p3', 'e1', 'i12', 'x12', 'p2', 'c5']}
1769759280.774705,RECEIVED,7a1f01bc-d0e3-4498-a17c-c842b83fb1bf,59c33199-c610-495d-a284-f5075e035ef3,c3,c5,27,p2,?,surb={'id': '6fa480a4-c232-4523-bf06-ed90a7720c6d', 'route': ['p2', 'e4', 'i7', 'x8', 'p3', 'c3']}
1769759280.8102634,SENT,658ece33-e9f8-474a-9ff0-e0533671b6d1,2de34eb0-9c0b-4847-a5ff-ed9bb0478c7e,c5,c3,3360,?,p2,
1769759280.810357,CREATED,1fac3cb7-261e-4645-8c70-d8c98f300069,6be0552f-ad79-4451-be60-e199654bb652,c5,c3,26,?,?,surb={'id': 'ada26071-812c-454e-93cf-a88e8769372f', 'route': ['p3', 'e1', 'i12', 'x12', 'p2', 'c5']}
1769759280.8431892,SENT,5ac1deea-9049-4b73-a628-36d3680e96e5,fbb5926c-bb48-4885-b11a-bc9337daf8c7,c5,c3,3379,?,p2,
1769759280.8432853,CREATED,75661e6f-4426-4ad3-a3b3-9eaafd02dd5e,f6db0fdc-3f39-4868-8452-f13990c9318c,c5,c3,27,?,?,surb={'id': '4c7ff250-0d5d-4c99-88bc-b35e53a29045', 'route': ['p3', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769759280.844825,RECEIVED,df167515-74d8-47e9-8e04-c982f25fd930,c6b33448-0dcd-4326-8bc8-05748e73be53,c1,c5,27,p2,?,surb={'id': 'db6295c6-8ae9-4768-9762-49088bec6953', 'route': ['p2', 'e9', 'i4', 'x12', 'p1', 'c1']}
1769759281.083373,SENT,dec865e4-6e59-4d3c-b752-be0aa59fc82b,1547269c-4dc2-43c3-bf96-f9761eec59b4,c5,c3,3397,?,p2,
1769759281.0835078,CREATED,047019ff-91ab-4403-b0af-17cb64c97e8c,f6db0fdc-3f39-4868-8452-f13990c9318c,c5,c3,27,?,?,surb={'id': '4c7ff250-0d5d-4c99-88bc-b35e53a29045', 'route': ['p3', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769759281.1077654,RECEIVED,db20d210-8401-46d3-90fc-e15c31286df1,4fd90b8e-a2b8-44fd-83e7-9f48d0e90677,c1,c5,27,p2,?,surb={'id': 'd8a32b69-7a8a-4ab8-bdad-6e17e46200dc', 'route': ['p2', 'e1', 'i7', 'x5', 'p1', 'c1']}
1769759281.7499146,RECEIVED,073457db-6b5d-431f-a079-7f8e66eadfd8,4a8bb8e7-dc43-4461-994b-b072b46b2442,c1,c5,27,p2,?,surb={'id': '63d38d28-6b23-48a6-931b-c0fd0b73add0', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c1']}
1769759281.801894,RECEIVED,8bbcf9e6-f654-48f8-984a-fb4579855c5c,75470ee0-ff7c-4f6b-8044-487352325366,c3,c5,27,p2,?,surb={'id': '2416fbfe-754b-4419-9bb0-0d2de151739d', 'route': ['p2', 'e11', 'i2', 'x11', 'p3', 'c3']}
1769759281.8237345,RECEIVED,694cd7d6-4cfc-40e0-9d29-fff5e1764203,c14c5782-5573-4970-983e-1eafbfa0c4f1,c1,c5,26,p2,?,surb={'id': '8b2e15b2-62b3-416f-9f6a-7c3a76f083be', 'route': ['p2', 'e11', 'i5', 'x8', 'p1', 'c1']}
1769759281.8326206,SENT,406eaaac-bf77-4aba-9200-6357e7d2b693,34a4d03a-9060-4ea4-84b1-8d3c77e3172f,c5,c3,3371,?,p2,
1769759281.8327534,CREATED,3c6834bf-f157-4b68-959a-36b7bb325441,196d6296-54f9-45f8-a0d0-0f81d8bf5afb,c5,c3,27,?,?,surb={'id': '3e4a2177-e1f5-4307-a572-c0d637aae613', 'route': ['p3', 'e1', 'i1', 'x9', 'p2', 'c5']}
1769759282.332521,RECEIVED,3ebcdbb2-8ab8-42d6-9f1b-0bef428c28e7,3ed9b845-d2cf-4fd2-84f8-2fbb2020036b,c3,c5,26,p2,?,surb={'id': '39fd958d-093b-4f3e-84c2-294434352a5b', 'route': ['p2', 'e10', 'i9', 'x5', 'p3', 'c3']}
1769759282.3606184,SENT,e28fb612-98d3-494c-b778-b2846345a4fd,e1f5c916-6034-4674-997b-18bb38fe182a,c5,c3,3364,?,p2,
1769759282.3607714,CREATED,b6db90fb-5175-4854-90c7-c44412686919,196d6296-54f9-45f8-a0d0-0f81d8bf5afb,c5,c3,27,?,?,surb={'id': '3e4a2177-e1f5-4307-a572-c0d637aae613', 'route': ['p3', 'e1', 'i1', 'x9', 'p2', 'c5']}
1769759282.4467645,RECEIVED,1d465fc4-17cb-4129-8db3-1d7f9b6ae52c,4a8bb8e7-dc43-4461-994b-b072b46b2442,c1,c5,27,p2,?,surb={'id': '63d38d28-6b23-48a6-931b-c0fd0b73add0', 'route': ['p2', 'e6', 'i5', 'x6', 'p1', 'c1']}
1769759282.6295967,SENT,c3cf4b22-a458-4917-a971-dc681f733bc0,10a04664-b220-4deb-9026-dd761d283a9d,c5,c3,3388,?,p2,
1769759282.629751,CREATED,06c88bb7-57c1-4cde-af07-5334802cfc27,7a908082-180a-4a30-9b62-ce6b30db9f59,c5,c3,27,?,?,surb={'id': '79bceaa4-ab62-411e-a307-ecd9d54edc65', 'route': ['p3', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769759282.7263434,SENT,5cf4baa8-70d5-499a-a3c8-d42d97c59229,750c3414-445c-49aa-8489-13603233c492,c5,c3,3380,?,p2,
1769759282.7264926,CREATED,d8af7747-bcc8-4a77-a8e0-ad1fff9cfb47,7a908082-180a-4a30-9b62-ce6b30db9f59,c5,c3,27,?,?,surb={'id': '79bceaa4-ab62-411e-a307-ecd9d54edc65', 'route': ['p3', 'e10', 'i8', 'x3', 'p2', 'c5']}
1769759282.8604383,SENT,55378e9e-4663-4fd1-8011-0a949c8f2f7b,c07acda1-2fe2-4f43-a696-1896b5319926,c5,c3,3359,?,p2,
1769759282.8605812,CREATED,16cfaf6e-3088-4d00-b8dc-39b6cce0d2dd,42546478-76bd-4873-9c3e-495e6b241d66,c5,c3,27,?,?,surb={'id': 'ac6e4b9a-935c-46a8-977f-c4ebb7a68cc8', 'route': ['p3', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769759282.890148,RECEIVED,917c4318-2158-4d4b-a3a2-a15ee96c21c9,e4a0503f-6591-439d-9518-593a0dc9dd25,c1,c5,27,p2,?,surb={'id': 'abb52d39-aadc-4c71-8805-49a535284843', 'route': ['p2', 'e11', 'i1', 'x12', 'p1', 'c1']}
1769759283.0180612,SENT,04c62fe9-c0dd-4d58-90b7-f07123a92193,c018f351-6d93-4b33-bdb7-305d25b29f23,c5,c3,3387,?,p2,
1769759283.0181406,CREATED,f8ad94f7-b582-4b1d-a6d5-f303a2c6e5b8,42546478-76bd-4873-9c3e-495e6b241d66,c5,c3,27,?,?,surb={'id': 'ac6e4b9a-935c-46a8-977f-c4ebb7a68cc8', 'route': ['p3', 'e10', 'i5', 'x5', 'p2', 'c5']}
1769759283.282851,RECEIVED,1363fb13-6837-4f3f-b4b8-ca364fce3989,e475f3bb-1d15-4c53-bfc9-f4f37f3f30a7,c3,c5,27,p2,?,surb={'id': '7729d64c-033d-4786-82f3-29e13ec06e29', 'route': ['p2', 'e12', 'i7', 'x12', 'p3', 'c3']}
1769759283.3945732,SENT,c34e39b4-1c6b-4193-ba2d-392618e8d3f9,45011219-4678-414f-b8d4-78db6271750e,c5,c3,3401,?,p2,
1769759283.3947244,CREATED,b9c16066-99ea-4a90-888f-0a6c26c86e3f,b55db972-1a4d-45ae-b668-144dd84c2cd8,c5,c3,27,?,?,surb={'id': '88cc195e-1d26-4ce2-8000-e839e904c1d2', 'route': ['p3', 'e11', 'i6', 'x10', 'p2', 'c5']}
1769759283.4425738,SENT,e25d9b57-8763-46c0-8dbc-fe20976ea11c,cbbf9047-6089-4e62-9196-6dc1d0f7d2b8,c5,c3,3392,?,p2,
1769759283.4427366,CREATED,c4e3ceed-9a7e-41b1-9bbb-88dc637ae2fe,b55db972-1a4d-45ae-b668-144dd84c2cd8,c5,c3,27,?,?,surb={'id': '88cc195e-1d26-4ce2-8000-e839e904c1d2', 'route': ['p3', 'e11', 'i6', 'x10', 'p2', 'c5']}
1769759283.48675,RECEIVED,2591ab16-ebfd-4a76-801f-68b90039791c,3b83578b-7271-4b1e-8dce-0032a3532368,c1,c5,26,p2,?,surb={'id': 'c50a754d-89ff-45cf-9b8f-99a10f79a8e8', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769759283.610272,RECEIVED,4282bfed-7500-4b26-bd5e-1a5fedbc9581,e4a0503f-6591-439d-9518-593a0dc9dd25,c1,c5,27,p2,?,surb={'id': 'abb52d39-aadc-4c71-8805-49a535284843', 'route': ['p2', 'e11', 'i1', 'x12', 'p1', 'c1']}
1769759283.6685386,SENT,4e0b51db-d5d2-4df7-b323-42c571baf8c1,56c4b3f3-813f-4aca-bb27-fe87f3f9dca1,c5,c3,3357,?,p2,
1769759283.6686902,CREATED,da779ea7-6459-4950-824c-fe8bc7b57bf1,cb9643c6-9061-4bf2-b96e-b76d1483c854,c5,c3,27,?,?,surb={'id': '3720eb03-79ca-4991-a154-4f4871475a70', 'route': ['p3', 'e3', 'i4', 'x3', 'p2', 'c5']}
1769759283.796542,SENT,3d6cd8c8-bc17-4b19-affa-dfa74c901da5,f6c76d90-f923-4937-8122-9387ff473053,c5,c3,3380,?,p2,
1769759283.7966905,CREATED,1334f9c4-c686-4955-9b26-61eb3b09fecc,cb9643c6-9061-4bf2-b96e-b76d1483c854,c5,c3,27,?,?,surb={'id': '3720eb03-79ca-4991-a154-4f4871475a70', 'route': ['p3', 'e3', 'i4', 'x3', 'p2', 'c5']}
1769759284.4759765,SENT,b9c68ae5-037d-43d1-a7ab-29753c6d94b3,fc4d70d1-dc23-4d84-bd5b-145fbef6f3fb,c5,c3,3372,?,p2,
1769759284.4761622,CREATED,61652035-ecfc-4b87-b1ac-20ffe47549dd,2d6b1b6c-440b-406b-a815-ee6e89b1ea63,c5,c3,26,?,?,surb={'id': 'ff955967-79bc-4c01-8469-29b10419d814', 'route': ['p3', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769759284.5817924,SENT,0cb36888-5e63-4ed9-91af-97fe129a01d7,79102894-56b9-4c4b-a6ae-bc8be8eb315c,c5,c3,3379,?,p2,
1769759284.581963,CREATED,d017ecab-e060-4667-accb-271418d392e7,2d6b1b6c-440b-406b-a815-ee6e89b1ea63,c5,c3,26,?,?,surb={'id': 'ff955967-79bc-4c01-8469-29b10419d814', 'route': ['p3', 'e8', 'i11', 'x2', 'p2', 'c5']}
1769759284.812838,RECEIVED,d6c31bf0-f2ef-4e75-82fd-347202ed9a76,e5c9d926-8e5b-41ae-9a4b-e9febeab843a,c3,c5,26,p2,?,surb={'id': '622bd478-1f8b-4586-9ddf-2c4093092249', 'route': ['p2', 'e7', 'i2', 'x2', 'p3', 'c3']}
1769759284.8364697,RECEIVED,932d5bc3-a17f-4d9b-9e37-e16a4d93cf5a,92ee4eb1-bfbc-4d61-9541-52657b932b2e,c1,c5,26,p2,?,surb={'id': 'b5a2ce54-75f9-45a8-946b-b6a8ff1a99a6', 'route': ['p2', 'e3', 'i5', 'x7', 'p1', 'c1']}
1769759285.1334841,RECEIVED,ce4abe14-d608-4ecb-8ae0-0992819a60b4,1dd81369-19ca-4f14-8680-9cc41ea018df,c1,c5,27,p2,?,surb={'id': 'cb57fc36-687b-4228-b850-7e6dba35191d', 'route': ['p2', 'e6', 'i8', 'x6', 'p1', 'c1']}
1769759285.1832297,SENT,38e52b96-41ed-46f8-a3bc-f83ad6756586,58080dfc-b4a4-46f7-bde8-ab767c0b38d3,c5,c3,3387,?,p2,
1769759285.183382,CREATED,5b750a1f-fb68-45c6-8e18-4890af129151,4df50da1-b710-40ad-8a4a-6a4df59e7231,c5,c3,26,?,?,surb={'id': 'a03c8093-38f1-48f1-bba5-0dd27e801cae', 'route': ['p3', 'e6', 'i6', 'x1', 'p2', 'c5']}
1769759285.2987726,RECEIVED,f7a5edae-ca20-4c6b-8728-6b9f95f0fe89,3e6b4416-14d2-4179-90f4-93b4f3329570,c1,c5,27,p2,?,surb={'id': '889e7336-c993-469a-8ac7-7e057d5e8cb2', 'route': ['p2', 'e3', 'i5', 'x1', 'p1', 'c1']}
1769759285.3031454,RECEIVED,8cf3bf35-1f82-49c6-9193-54decd33ed47,e5c9d926-8e5b-41ae-9a4b-e9febeab843a,c3,c5,26,p2,?,surb={'id': '622bd478-1f8b-4586-9ddf-2c4093092249', 'route': ['p2', 'e7', 'i2', 'x2', 'p3', 'c3']}
1769759285.347785,RECEIVED,b943481e-9b70-434d-a6f9-57bb280bbf49,d23567ce-b062-4230-b0ce-23780ee4fd0d,c3,c5,27,p2,?,surb={'id': 'aca1bf6b-6612-442f-b73b-014400d02f91', 'route': ['p2', 'e10', 'i9', 'x5', 'p3', 'c3']}
1769759285.3539796,SENT,62cd8852-c443-4ab9-be55-2ee7c39c320f,53b32b54-e192-44a2-b21c-ec0c00ea2e8f,c5,c3,3379,?,p2,
1769759285.3541596,CREATED,f1f8d6bb-a588-45b9-9c5e-176d2c16a424,4df50da1-b710-40ad-8a4a-6a4df59e7231,c5,c3,26,?,?,surb={'id': 'a03c8093-38f1-48f1-bba5-0dd27e801cae', 'route': ['p3', 'e6', 'i6', 'x1', 'p2', 'c5']}
1769759285.7826204,SENT,7079c85f-64a8-44a9-8286-18b87d5cf6dc,a7e4ec96-afae-40b1-a373-cf6961addabd,c5,c3,3379,?,p2,
1769759285.7826715,CREATED,5b65c76e-3d96-453a-ad28-c51f6877d273,807cca9a-2af1-4a72-b542-e69dc4390d9a,c5,c3,27,?,?,surb={'id': '6940aeb8-0cd9-4e02-b569-c43773180cf1', 'route': ['p3', 'e6', 'i7', 'x2', 'p2', 'c5']}
1769759286.0052712,SENT,c0d5815c-2043-4023-871f-2d8c6984aae4,9eb0318e-cb42-4cac-a2e3-f3afd64ea1f5,c5,c3,3376,?,p2,
1769759286.0054212,CREATED,837461f3-7f50-4cda-975c-dabdf2ae7384,807cca9a-2af1-4a72-b542-e69dc4390d9a,c5,c3,27,?,?,surb={'id': '6940aeb8-0cd9-4e02-b569-c43773180cf1', 'route': ['p3', 'e6', 'i7', 'x2', 'p2', 'c5']}
1769759286.1303868,SENT,722751eb-e2c9-4180-9897-cc2b67b1cb41,9d7ff7d6-ad96-49e6-9fcf-49f13643b23c,c5,c3,3371,?,p2,
