timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475340.9563694,SENT,67988f97-88a1-4bb4-be03-0d3716bddcf0,1db99a93-1351-441f-b9f3-e6265efbb0e3,c2,c3,3393,?,p2,
1769475340.9565587,CREATED,3fcf5a6e-ded9-4db0-b9c7-49b92679a1cd,50285213-8073-45b5-b6b2-1c52271f5089,c2,c3,27,?,?,surb={'id': '641c8d27-1ed8-4915-b3f7-e575bbe21e8d', 'route': ['p3', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769475796.0044293,SENT,36f8255b-df27-4fc8-90b4-3aa4092f5be8,16d3f070-0cd0-4187-b30f-e14ee932e304,c2,c3,3396,?,p2,
1769475796.0045218,CREATED,24efbc01-473d-4ab9-8e62-573718c018d3,960c7bdb-919d-44e7-80eb-a6eeafe401eb,c2,c3,27,?,?,surb={'id': '57f1d78a-bb5f-4e64-9037-fb4a00febd82', 'route': ['p3', 'e11', 'i1', 'x4', 'p2', 'c2']}
1769475796.1237595,RECEIVED,801f0333-54c6-4496-9d41-88ac3362274e,8799caa4-abe8-4028-848a-d6235a6a5414,c3,c2,27,p2,?,surb={'id': 'b6a4a00c-4797-4c08-bf1d-b15c4fdebbd7', 'route': ['p2', 'e6', 'i3', 'x10', 'p3', 'c3']}
1769475796.933657,SENT,f2fc4f15-a2ea-458c-8937-cb1b84d1c9c2,c0b568ec-ad7c-48a4-91ce-358d744b8d8b,c2,c3,3392,?,p2,
1769475796.9338026,CREATED,94bef0b5-a974-4e3f-8634-af44aa543d90,960c7bdb-919d-44e7-80eb-a6eeafe401eb,c2,c3,27,?,?,surb={'id': '57f1d78a-bb5f-4e64-9037-fb4a00febd82', 'route': ['p3', 'e11', 'i1', 'x4', 'p2', 'c2']}
1769475797.0890899,SENT,5db08559-c779-43a6-879f-520823f5803b,b39841f5-0475-45af-8258-fc208961e435,c2,c3,3363,?,p2,
1769475797.0892215,CREATED,6d31814b-5447-47e9-9c88-45f53d799c99,ad1b0952-be22-4fe6-b11e-4e7e04cfa5c7,c2,c3,27,?,?,surb={'id': '6b91a4a9-934b-4f98-97e5-437ce03a244f', 'route': ['p3', 'e4', 'i12', 'x5', 'p2', 'c2']}
1769475797.4912555,SENT,ae960c42-2f70-44c3-af1a-ca25abdc7c40,40b9aa77-6e59-4ab2-b67e-81bcaadb25bc,c2,c3,3380,?,p2,
1769475797.4914055,CREATED,a4c99f5a-b9a2-4696-97ac-b21a854ad331,ad1b0952-be22-4fe6-b11e-4e7e04cfa5c7,c2,c3,27,?,?,surb={'id': '6b91a4a9-934b-4f98-97e5-437ce03a244f', 'route': ['p3', 'e4', 'i12', 'x5', 'p2', 'c2']}
1769475797.5131526,SENT,a4b29d41-646e-4329-a7a9-ca204b96486a,7eb148fe-c35c-4ebe-965a-4d66b1d8c2e2,c2,c3,3388,?,p2,
1769475797.513257,CREATED,091a2d6e-6354-4425-9390-1f0584285c7a,642810b9-459e-462e-9584-c908b45ebd62,c2,c3,27,?,?,surb={'id': '954e76f4-4621-404a-b791-92bac49dbf72', 'route': ['p3', 'e8', 'i9', 'x8', 'p2', 'c2']}
1769475797.5997717,RECEIVED,cd2821f3-8147-4a6b-96f8-31c6719f08b1,8799caa4-abe8-4028-848a-d6235a6a5414,c3,c2,27,p2,?,surb={'id': 'b6a4a00c-4797-4c08-bf1d-b15c4fdebbd7', 'route': ['p2', 'e6', 'i3', 'x10', 'p3', 'c3']}
1769475797.7445502,SENT,b38c9676-d033-4e2f-9b64-7706065c07d7,e1776e3c-f85e-4230-bcb8-1a5c200f0964,c2,c3,3379,?,p2,
1769475797.7449567,CREATED,31002e2b-6e44-4fe8-a9d5-1d2b8f847f30,642810b9-459e-462e-9584-c908b45ebd62,c2,c3,27,?,?,surb={'id': '954e76f4-4621-404a-b791-92bac49dbf72', 'route': ['p3', 'e8', 'i9', 'x8', 'p2', 'c2']}
1769475797.918316,RECEIVED,fa51f50b-570d-4717-ac60-155bf22e2cd8,2966df6a-6d90-488b-af9e-116f94980cf7,c3,c2,26,p2,?,surb={'id': 'cc23ba35-6cc6-4642-901a-64678f8b83f6', 'route': ['p2', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769475798.0481765,RECEIVED,d795cf1d-0f4d-4ad0-bb92-73f09e5b6330,3817ca95-3c53-46dc-bb8b-c819c4179618,c3,c2,26,p2,?,surb={'id': '5d686937-d489-437f-a557-58871b00e1e5', 'route': ['p2', 'e10', 'i9', 'x12', 'p3', 'c3']}
1769475798.2443652,RECEIVED,42687d86-aac5-43e1-849c-3ff284b92d45,28093e3c-e2c4-48c6-8d81-ff5581fe0924,c3,c2,26,p2,?,surb={'id': '55feccb3-7e07-4e7d-b131-cffa8ed5a207', 'route': ['p2', 'e7', 'i9', 'x4', 'p3', 'c3']}
1769475798.3733566,SENT,5dcb51aa-fa1b-431b-91bf-eae5d1c3b787,23466b53-70b0-4d9a-8d63-1d4f3282b5c1,c2,c3,3396,?,p2,
1769475798.3735049,CREATED,61efa585-8341-4577-8ac3-b658af2b3ee0,28e8419a-fbee-44d2-8797-a61a8712a737,c2,c3,27,?,?,surb={'id': '37b422bb-f3e3-47d2-8c75-1b45b366c9b9', 'route': ['p3', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769475798.5288708,RECEIVED,f2b701a1-2a66-4e1b-afdb-b503580a1673,8aaf1247-50a3-4475-bff8-92719f15b80e,c3,c2,26,p2,?,surb={'id': '117c0b0f-ad83-45a7-a52c-d18b74371ac3', 'route': ['p2', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769475798.6405866,SENT,cb259865-b4d2-4e37-abbc-e24fa81c3bd4,83ebdc29-e68d-435e-89ba-51a4b22979e9,c2,c3,3385,?,p2,
1769475798.6407375,CREATED,789fdef2-82c7-4360-9748-541dd75a7694,28e8419a-fbee-44d2-8797-a61a8712a737,c2,c3,27,?,?,surb={'id': '37b422bb-f3e3-47d2-8c75-1b45b366c9b9', 'route': ['p3', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769475799.109,RECEIVED,51eb43a4-b32c-4954-b96a-a3c13e948baf,3817ca95-3c53-46dc-bb8b-c819c4179618,c3,c2,26,p2,?,surb={'id': '5d686937-d489-437f-a557-58871b00e1e5', 'route': ['p2', 'e10', 'i9', 'x12', 'p3', 'c3']}
1769475799.235998,RECEIVED,c6a22dac-0d98-4025-8114-23cf82e35837,01e59d91-9658-4785-9837-db536b2d51b4,c3,c2,27,p2,?,surb={'id': '72111a8e-be5b-4072-810e-e9dc47264fb1', 'route': ['p2', 'e7', 'i11', 'x10', 'p3', 'c3']}
1769475799.311268,RECEIVED,e14fdcdf-689b-468f-a8b7-4c3c75a3f553,ba41e7a7-f480-49f9-b635-6d0986d5bc33,c3,c2,26,p2,?,surb={'id': '7f165d67-8796-4922-9ce3-f0d3b092932c', 'route': ['p2', 'e6', 'i8', 'x3', 'p3', 'c3']}
1769475799.3713408,SENT,0887a3e3-651b-4389-ac13-9c894a8cee16,11fafc27-c4ad-4678-a761-8ada65b2da7c,c2,c3,3391,?,p2,
1769475799.3714893,CREATED,d766bbbf-d9c4-47f4-aacf-171ac8a5b6e1,b3b18326-3039-4197-981a-5ff2a29b5671,c2,c3,27,?,?,surb={'id': '27bd2de3-cae2-492e-baad-8a234636cf3c', 'route': ['p3', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769475799.4521465,RECEIVED,b72bde7a-9596-4b21-99e8-3e2897e09d5a,28093e3c-e2c4-48c6-8d81-ff5581fe0924,c3,c2,26,p2,?,surb={'id': '55feccb3-7e07-4e7d-b131-cffa8ed5a207', 'route': ['p2', 'e7', 'i9', 'x4', 'p3', 'c3']}
1769475799.8118126,SENT,792dfcb5-2b9d-4b22-bdf6-2ee1351e6657,0245fedd-2635-471b-a827-d3644c17b3af,c2,c3,3395,?,p2,
1769475799.811958,CREATED,1642b0fd-a59a-4a91-a1b7-68fc6ecf581e,b3b18326-3039-4197-981a-5ff2a29b5671,c2,c3,27,?,?,surb={'id': '27bd2de3-cae2-492e-baad-8a234636cf3c', 'route': ['p3', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769475799.921442,SENT,eff7a3f0-c854-4d25-b007-534fd7636db8,c5872bed-2aee-4141-b8ad-1a5587369abe,c2,c3,3367,?,p2,
1769475799.921583,CREATED,91f0cf7e-6434-4c4c-a566-0ac1e82c1d9b,5f9f7403-63c4-495d-bb55-0eb3b4447af1,c2,c3,26,?,?,surb={'id': 'd8fec0c4-625a-4848-8e5e-52c294b9eaeb', 'route': ['p3', 'e5', 'i5', 'x5', 'p2', 'c2']}
1769475800.025634,RECEIVED,db4aeea3-3246-4fc7-bdeb-3f6537b457cf,388880f4-9cf0-4114-9cae-d2d3384f74da,c3,c2,27,p2,?,surb={'id': 'c2e36bb6-72d7-4c44-bc4c-4da46d5d99a2', 'route': ['p2', 'e4', 'i6', 'x9', 'p3', 'c3']}
1769475800.2366946,SENT,4d0d4e6a-da57-4246-be40-2b16a26f87dd,4572c8b6-7ea9-48d2-a52e-0a9d88d1ac33,c2,c3,3384,?,p2,
1769475800.236861,CREATED,6ba2f9b9-e665-4ea7-868f-68bd1e595032,5f9f7403-63c4-495d-bb55-0eb3b4447af1,c2,c3,26,?,?,surb={'id': 'd8fec0c4-625a-4848-8e5e-52c294b9eaeb', 'route': ['p3', 'e5', 'i5', 'x5', 'p2', 'c2']}
1769475800.9692767,SENT,29c82d74-8592-4918-a126-0225939982da,be7b878e-4aee-4d92-9f4b-7e31f4e6dbd5,c2,c3,3374,?,p2,
1769475800.9694326,CREATED,28bf872f-ce59-46fc-9090-4bf0e6c8f52c,1ffa7b89-d12d-4215-b011-197588b63bf4,c2,c3,26,?,?,surb={'id': 'c3265ab3-1242-4fa4-8338-f225f2194f59', 'route': ['p3', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769475801.1447256,SENT,5c3c3d3c-fb7f-4558-9a08-4b6dccca40d9,b55596f6-e27a-451a-b824-d2c5465d499e,c2,c3,3388,?,p2,
1769475801.1448803,CREATED,6652df63-de33-40e2-ba37-830b4e5f87a7,1ffa7b89-d12d-4215-b011-197588b63bf4,c2,c3,26,?,?,surb={'id': 'c3265ab3-1242-4fa4-8338-f225f2194f59', 'route': ['p3', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769475801.1659384,RECEIVED,00c5fbf6-6c85-47d0-b294-d3c865e0826a,01e59d91-9658-4785-9837-db536b2d51b4,c3,c2,27,p2,?,surb={'id': '72111a8e-be5b-4072-810e-e9dc47264fb1', 'route': ['p2', 'e7', 'i11', 'x10', 'p3', 'c3']}
1769475801.2707236,RECEIVED,80a411e7-c04d-42c3-b4ba-db1033e30e41,8aaf1247-50a3-4475-bff8-92719f15b80e,c3,c2,26,p2,?,surb={'id': '117c0b0f-ad83-45a7-a52c-d18b74371ac3', 'route': ['p2', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769475801.5770104,RECEIVED,3a842a57-2d0f-4dd0-82ce-bc4d5c05cebd,7217fdf8-b277-4fb3-a163-15f001f450df,c3,c2,27,p2,?,surb={'id': 'ec973455-1ce7-4782-9458-487f0d664e97', 'route': ['p2', 'e8', 'i4', 'x9', 'p3', 'c3']}
1769475801.587858,RECEIVED,f126582a-d1a2-4d62-b2a6-5840d546d875,d0132543-7ee7-408a-8cdb-82ab7b54e18f,c3,c2,26,p2,?,surb={'id': 'eaa0ee97-2d84-410b-8098-bd961bb2f429', 'route': ['p2', 'e8', 'i5', 'x5', 'p3', 'c3']}
1769475801.7058973,RECEIVED,9353621f-c677-4839-9438-c8ca0deabb4e,5fbfff17-6bc2-4f25-83b0-71364fce69fd,c3,c2,27,p2,?,surb={'id': '7ec2c486-9408-413d-adfb-cb8bc6b845c7', 'route': ['p2', 'e9', 'i3', 'x11', 'p3', 'c3']}
1769475801.735005,SENT,f38edb36-c933-4d02-bf95-98693fe4fc8d,538ba03d-ea60-42ce-8f12-196543815327,c2,c3,3375,?,p2,
1769475801.735185,CREATED,2627316d-a3b6-4ad5-9047-fbb9229a91d9,bd2371f3-74d9-4d85-a346-0d5b0aa53aa8,c2,c3,27,?,?,surb={'id': '0803dc32-75f1-4900-a99c-414b86c2c53b', 'route': ['p3', 'e12', 'i8', 'x6', 'p2', 'c2']}
1769475801.8595533,SENT,a3b6f6b7-6e9d-49e4-ac03-85802840256c,c49ab9f6-db96-4bf0-a915-616654f28731,c2,c3,3400,?,p2,
1769475801.8597043,CREATED,f19b3b22-8fdb-4aa4-89c4-9b3bb243f153,bd2371f3-74d9-4d85-a346-0d5b0aa53aa8,c2,c3,27,?,?,surb={'id': '0803dc32-75f1-4900-a99c-414b86c2c53b', 'route': ['p3', 'e12', 'i8', 'x6', 'p2', 'c2']}
1769475801.8953245,SENT,7bb3e348-099e-42a1-8cc1-79de9626b3b6,224db372-4d13-4601-8721-eb2a4ccc776a,c2,c3,3395,?,p2,
1769475801.8954742,CREATED,f6dd2914-403a-44c5-ac05-b7c2879486f3,7348c511-9d6e-424e-8cb1-a9d517ab2c4d,c2,c3,27,?,?,surb={'id': '09ac3131-e710-4359-bc09-19a1504fb210', 'route': ['p3', 'e10', 'i10', 'x2', 'p2', 'c2']}
1769475802.132495,RECEIVED,2febcc8a-81bf-484a-8c67-c680beba4d02,d0132543-7ee7-408a-8cdb-82ab7b54e18f,c3,c2,26,p2,?,surb={'id': 'eaa0ee97-2d84-410b-8098-bd961bb2f429', 'route': ['p2', 'e8', 'i5', 'x5', 'p3', 'c3']}
1769475802.5191643,RECEIVED,87bdf784-0d55-4e05-acdf-8e026eac7555,2966df6a-6d90-488b-af9e-116f94980cf7,c3,c2,26,p2,?,surb={'id': 'cc23ba35-6cc6-4642-901a-64678f8b83f6', 'route': ['p2', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769475802.5220108,RECEIVED,0a07172f-0977-4627-b3ba-d79dee0f0487,d60d4cd9-b455-4897-9000-e96775694950,c3,c2,25,p2,?,surb={'id': 'bf8e9553-1a61-46cd-91d1-635f795ba0bd', 'route': ['p2', 'e6', 'i9', 'x3', 'p3', 'c3']}
1769475803.0851433,RECEIVED,3a6aea7f-a3a2-4470-840a-b4b310c2b597,b6cfa27a-c069-43ec-8436-10fdb93e5dd2,c3,c2,26,p2,?,surb={'id': 'f13f861f-b95c-46fc-b933-47ef0397b474', 'route': ['p2', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769475803.2098658,SENT,b41cdc5f-441d-4b73-a4c2-705a057f723a,b405e169-02c4-4128-ba23-a8af5a2fc862,c2,c3,3387,?,p2,
1769475803.210014,CREATED,c4211953-1272-47be-8cf0-8312775d495f,7348c511-9d6e-424e-8cb1-a9d517ab2c4d,c2,c3,27,?,?,surb={'id': '09ac3131-e710-4359-bc09-19a1504fb210', 'route': ['p3', 'e10', 'i10', 'x2', 'p2', 'c2']}
1769475803.384812,SENT,ea8bdf53-f023-4cf8-b639-69d9dd2aeb59,3162f0a9-3510-4f5b-b256-771beda80eb7,c2,c3,3400,?,p2,
1769475803.3849597,CREATED,d0980af8-d36b-4687-9c4e-7c9c6e5e768b,d6ba91f1-12b1-441e-afb8-0154e479ca54,c2,c3,27,?,?,surb={'id': 'fc896619-760c-4389-af76-6538055c8319', 'route': ['p3', 'e9', 'i3', 'x1', 'p2', 'c2']}
1769475803.4944217,RECEIVED,f6516fa6-f208-44bd-91d6-a9b0b256fe41,7328223c-ebc9-4162-ab00-5112da5e29f2,c3,c2,27,p2,?,surb={'id': '5b7900ec-ce77-4bbc-994a-da3aee388714', 'route': ['p2', 'e5', 'i4', 'x12', 'p3', 'c3']}
1769475803.6711133,SENT,79b49af1-99b9-49c9-8c4b-e9cd7dccd08a,3f6e593c-9a63-475b-9cd8-e418750fd575,c2,c3,3368,?,p2,
1769475803.6712744,CREATED,e08fff9a-4f35-4551-8a9f-2c127ed621b1,d6ba91f1-12b1-441e-afb8-0154e479ca54,c2,c3,27,?,?,surb={'id': 'fc896619-760c-4389-af76-6538055c8319', 'route': ['p3', 'e9', 'i3', 'x1', 'p2', 'c2']}
1769475803.692564,RECEIVED,c0efeb80-430b-4b34-9d4a-a2bc932b9ab7,b6cfa27a-c069-43ec-8436-10fdb93e5dd2,c3,c2,26,p2,?,surb={'id': 'f13f861f-b95c-46fc-b933-47ef0397b474', 'route': ['p2', 'e10', 'i4', 'x5', 'p3', 'c3']}
1769475803.6957037,SENT,eaebbaa8-2cc3-4bb7-82a4-db0c657899ad,d58c55f6-6c0e-4680-9f93-7d5f7b06760e,c2,c3,3355,?,p2,
1769475803.695845,CREATED,bdaecac4-c5da-4340-a118-8cf2d177523d,0981acab-987b-4452-abde-1c0549ebda7a,c2,c3,27,?,?,surb={'id': '94efa852-60a5-4162-af00-0c9fb425977a', 'route': ['p3', 'e9', 'i1', 'x10', 'p2', 'c2']}
1769475803.7877877,SENT,b765bba3-2890-4d59-990d-6682a7906b2d,debf2907-e09f-46f2-9a36-9190d73f8e42,c2,c3,3388,?,p2,
1769475803.78794,CREATED,0af267f4-ea5b-4b03-805f-1377b7918faf,0981acab-987b-4452-abde-1c0549ebda7a,c2,c3,27,?,?,surb={'id': '94efa852-60a5-4162-af00-0c9fb425977a', 'route': ['p3', 'e9', 'i1', 'x10', 'p2', 'c2']}
1769475803.8741567,SENT,1b626fe4-9fca-4f8d-9a59-93d1ed06a0f2,9e13f74a-062b-43a3-bf54-268665b9061b,c2,c3,3402,?,p2,
1769475803.874232,CREATED,535c140d-0668-4ce2-b668-0dd58d719c75,df727fc3-88d8-4ad7-8c6f-800ef71d76ae,c2,c3,26,?,?,surb={'id': 'df4337ac-7203-415b-ad42-d1e5f51bbb0e', 'route': ['p3', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769475803.9981115,SENT,ffa4336e-3f20-43eb-8562-4d1f667ec2c7,d030f8a8-d24b-434a-bed6-8f6f94a1b0a6,c2,c3,3384,?,p2,
1769475803.9981878,CREATED,a79b5946-7561-4a21-9279-3e0116045e69,df727fc3-88d8-4ad7-8c6f-800ef71d76ae,c2,c3,26,?,?,surb={'id': 'df4337ac-7203-415b-ad42-d1e5f51bbb0e', 'route': ['p3', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769475804.0798154,SENT,0c718755-0b10-4dc8-8b6e-9b78c0be8a2d,37de0018-8036-4c38-a6f4-0165cb263661,c2,c3,3387,?,p2,
1769475804.07996,CREATED,d98abf0a-7d49-4b8f-b305-07e8a67c87d8,af7916a6-9ebe-454b-8277-1d337a174ea8,c2,c3,27,?,?,surb={'id': '2c08d249-ffce-45b2-bcfe-f184b8263b6b', 'route': ['p3', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769475804.2146614,RECEIVED,d8da7591-7ad3-47d9-8eb9-420ef373416e,352e7369-d61f-4761-806e-22fae69b77f8,c3,c2,27,p2,?,surb={'id': '8d9f949a-559e-4583-982c-18a6eef49ea1', 'route': ['p2', 'e7', 'i3', 'x2', 'p3', 'c3']}
1769475804.4986808,RECEIVED,c7b94bb7-cea5-4e6c-870b-6122cf09c0ee,7328223c-ebc9-4162-ab00-5112da5e29f2,c3,c2,27,p2,?,surb={'id': '5b7900ec-ce77-4bbc-994a-da3aee388714', 'route': ['p2', 'e5', 'i4', 'x12', 'p3', 'c3']}
1769475804.722719,RECEIVED,5c560c85-be13-4c60-aee0-9ba6cb2862d2,10931c2e-dd61-4d29-8f8e-bc720ff113c9,c3,c2,27,p2,?,surb={'id': 'de22862f-76fc-4e0b-bc23-488cda37419b', 'route': ['p2', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769475804.740448,RECEIVED,5d01e4f9-2b31-409d-8391-69ada4e7c942,0b517309-f8bf-4c66-9587-955f4b044333,c3,c2,27,p2,?,surb={'id': '81274a77-9c55-4f13-862a-b9001fe180c5', 'route': ['p2', 'e1', 'i2', 'x5', 'p3', 'c3']}
1769475805.0632803,RECEIVED,1e818cd3-3e60-43c3-a897-e5ed4e1bb0e2,352e7369-d61f-4761-806e-22fae69b77f8,c3,c2,27,p2,?,surb={'id': '8d9f949a-559e-4583-982c-18a6eef49ea1', 'route': ['p2', 'e7', 'i3', 'x2', 'p3', 'c3']}
1769475805.1150906,RECEIVED,d6685da8-2ead-434f-b340-aa93698b929b,10931c2e-dd61-4d29-8f8e-bc720ff113c9,c3,c2,27,p2,?,surb={'id': 'de22862f-76fc-4e0b-bc23-488cda37419b', 'route': ['p2', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769475805.1716232,SENT,00b3875e-bf58-4293-b8c8-dd0717ccd08f,86cdc9c9-12f9-4ea9-a5b2-8697b288f8bd,c2,c3,3383,?,p2,
1769475805.1717224,CREATED,37bd31e9-ff64-4646-a3fd-665cfe8a5919,af7916a6-9ebe-454b-8277-1d337a174ea8,c2,c3,27,?,?,surb={'id': '2c08d249-ffce-45b2-bcfe-f184b8263b6b', 'route': ['p3', 'e4', 'i1', 'x7', 'p2', 'c2']}
1769475805.4052393,SENT,74431c4e-a7bd-45f2-9dd2-e30142b4a580,c30902e9-1836-43fc-8ec5-1485ebd93960,c2,c3,3363,?,p2,
1769475805.4053352,CREATED,973f9c1c-dab5-4abe-99ad-4d42dbee4c45,8a26e70a-5e72-4e35-9faf-e278d8e34d84,c2,c3,26,?,?,surb={'id': 'ba2f9e14-f627-42dd-b3d1-4b88dbca1700', 'route': ['p3', 'e6', 'i6', 'x3', 'p2', 'c2']}
1769475805.7219622,RECEIVED,9cbbdd18-58b7-4318-ab0f-8e7a92652ddb,d31704f4-fe3a-4110-9f93-90dd7bd47ef3,c3,c2,27,p2,?,surb={'id': 'd3d5e6eb-5ae9-4da4-bfa0-9a5a005ac46f', 'route': ['p2', 'e11', 'i12', 'x11', 'p3', 'c3']}
1769475806.1748781,SENT,8fea8948-48e6-47ee-accc-4b7447a2d367,96fced8a-41a6-4b00-95f1-24d51c448bff,c2,c3,3379,?,p2,
1769475806.174979,CREATED,d1ba3e94-87d3-4c28-b273-368acd3be91f,8a26e70a-5e72-4e35-9faf-e278d8e34d84,c2,c3,26,?,?,surb={'id': 'ba2f9e14-f627-42dd-b3d1-4b88dbca1700', 'route': ['p3', 'e6', 'i6', 'x3', 'p2', 'c2']}
1769475806.5236623,SENT,6683f65b-3346-49b9-8b71-1f29b939463e,983dc03b-64dc-4970-87ec-24c3bcab396b,c2,c3,3380,?,p2,
1769475806.523813,CREATED,dcfc173f-ccf9-4b26-9777-e827e948f203,afd6034f-1f4e-4f27-b46e-a8d6f7c4baa6,c2,c3,27,?,?,surb={'id': '0a3788ec-b00f-48fb-9e25-2c2ed1038610', 'route': ['p3', 'e9', 'i3', 'x3', 'p2', 'c2']}
1769475806.823809,SENT,833ca2d6-d673-454f-89e7-d3534550027e,d6c3f440-cfc6-4c9e-a72d-46647b4524d3,c2,c3,3401,?,p2,
1769475806.8240094,CREATED,c3619183-dffe-4587-bfa2-2b806f260f10,afd6034f-1f4e-4f27-b46e-a8d6f7c4baa6,c2,c3,27,?,?,surb={'id': '0a3788ec-b00f-48fb-9e25-2c2ed1038610', 'route': ['p3', 'e9', 'i3', 'x3', 'p2', 'c2']}
1769475806.8250232,RECEIVED,1d9794de-4d9e-4dfb-b1c7-b9c1d23fe579,d31704f4-fe3a-4110-9f93-90dd7bd47ef3,c3,c2,27,p2,?,surb={'id': 'd3d5e6eb-5ae9-4da4-bfa0-9a5a005ac46f', 'route': ['p2', 'e11', 'i12', 'x11', 'p3', 'c3']}
1769475807.042024,SENT,e5ddf932-c0c1-454e-95f0-691b4034b58f,1f238843-cea9-4916-b12b-b97b5d75ba7f,c2,c3,3375,?,p2,
1769475807.0421815,CREATED,d16fcaf1-1145-4f43-97c0-6071379a5265,cbf1a4eb-035e-4428-86d5-e6bc704e799d,c2,c3,27,?,?,surb={'id': 'bf3f9f3d-cb1b-4404-98df-c53f83926dc2', 'route': ['p3', 'e10', 'i9', 'x8', 'p2', 'c2']}
1769475807.0698276,RECEIVED,0a27c26c-bafb-48f5-a16a-b6fb1358f364,0b517309-f8bf-4c66-9587-955f4b044333,c3,c2,27,p2,?,surb={'id': '81274a77-9c55-4f13-862a-b9001fe180c5', 'route': ['p2', 'e1', 'i2', 'x5', 'p3', 'c3']}
1769475807.1776314,RECEIVED,bc4c3466-22b5-474e-b769-309b40b58b69,ee6fc9cb-b65c-4acf-881b-44a65046bc4a,c3,c2,26,p2,?,surb={'id': '0ef55941-9b9e-49aa-9161-8b54e54a476f', 'route': ['p2', 'e2', 'i6', 'x9', 'p3', 'c3']}
1769475807.250879,SENT,9cf69cf5-5cca-46b0-8de6-d5161acba42f,361a9027-a243-421e-a9c4-c22d41d6f63c,c2,c3,3392,?,p2,
1769475807.2510297,CREATED,93603997-aaac-44e1-85eb-342ab39de036,cbf1a4eb-035e-4428-86d5-e6bc704e799d,c2,c3,27,?,?,surb={'id': 'bf3f9f3d-cb1b-4404-98df-c53f83926dc2', 'route': ['p3', 'e10', 'i9', 'x8', 'p2', 'c2']}
1769475807.2595987,SENT,20bcb3ce-6f93-4735-bee8-7cb585c54200,02b86c88-0715-4af1-bc16-3eed3d75137d,c2,c3,3362,?,p2,
1769475807.259745,CREATED,5511dfca-72ef-4407-bd64-1fa27e064134,161c6757-dc6f-4fd0-812e-3c32e93d856d,c2,c3,26,?,?,surb={'id': '4ce757f6-bf80-4f6a-8364-1f983ebb2476', 'route': ['p3', 'e5', 'i10', 'x3', 'p2', 'c2']}
1769475807.3252509,SENT,62f9960f-311b-476d-9e19-29df84e7f96b,38921394-92d9-4a91-9896-9bed1f94aad0,c2,c3,3367,?,p2,
1769475807.325402,CREATED,63bdf1fb-4f13-4111-95bf-9ae5e9bcfc0c,161c6757-dc6f-4fd0-812e-3c32e93d856d,c2,c3,26,?,?,surb={'id': '4ce757f6-bf80-4f6a-8364-1f983ebb2476', 'route': ['p3', 'e5', 'i10', 'x3', 'p2', 'c2']}
1769475807.6371448,SENT,cfffe955-b190-423d-8af6-08f0fa9fc606,d356671a-2b4b-44cc-81f4-17d265e4bc2a,c2,c3,3405,?,p2,
1769475807.6372972,CREATED,c2288b7e-b1a9-4150-948d-029fbd526055,78dd2b6c-e922-4a2a-9644-c25768390226,c2,c3,27,?,?,surb={'id': 'ad541333-98a2-40b2-8f02-31236688e701', 'route': ['p3', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769475807.7545345,RECEIVED,d4eb10e4-85a5-4a94-bb01-10681066f7b7,eafe6f41-b1bb-4a9a-b325-52caef637461,c3,c2,26,p2,?,surb={'id': 'd0975125-019a-4a41-a95f-a2f85f56459a', 'route': ['p2', 'e4', 'i5', 'x5', 'p3', 'c3']}
1769475808.085151,RECEIVED,785c6984-6057-4890-af8d-8096d0c8431c,f2eaf112-aec9-4018-8c46-ede7a3ae9f65,c3,c2,27,p2,?,surb={'id': 'c543366b-bf29-4deb-a7fb-d8cc1e86ea71', 'route': ['p2', 'e11', 'i8', 'x3', 'p3', 'c3']}
1769475808.09577,SENT,6d8d4e74-29b0-43b1-b86d-fd766ddb8e2f,faf7db36-75a6-46b6-835c-cd4cc3a7b7b7,c2,c3,3379,?,p2,
1769475808.0959127,CREATED,6c38f711-1752-4e39-a511-6fc80239d94f,78dd2b6c-e922-4a2a-9644-c25768390226,c2,c3,27,?,?,surb={'id': 'ad541333-98a2-40b2-8f02-31236688e701', 'route': ['p3', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769475808.3925881,SENT,11ec9d96-e739-4b3e-a202-3a1c7db50e2d,0b3814f0-58f0-430c-9114-9741631508f0,c2,c3,3359,?,p2,
