timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475596.453649,SENT,815beff5-9c89-4a9f-b284-7e3e16d33830,b02d9d1d-d8cd-49d3-99c3-63dd2c8952b6,c1,c4,3392,?,p1,
1769475596.4537234,CREATED,0ff89a1b-158c-4eb2-9429-839b1d79afb4,65d49c88-d453-41dc-a62f-44a9cbfb6690,c1,c4,27,?,?,surb={'id': '148da80d-4caf-4726-871d-bc3f04f6d278', 'route': ['p1', 'e1', 'i12', 'x5', 'p1', 'c1']}
1769475596.7300718,SENT,d4192f24-8772-456d-aea7-f2d709240875,5a83910c-fe4b-4f47-8ff9-deebd688450a,c1,c4,3359,?,p1,
1769475596.730181,CREATED,7a05fef0-b893-433d-8b6c-7b2ef68dff19,e96d5050-525b-4c91-9b07-a79d7869c774,c1,c4,27,?,?,surb={'id': '6a590b89-9413-47de-970f-f450a1ef9c2e', 'route': ['p1', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769475596.9658566,SENT,a775c59e-b8fb-4be7-89c5-e1ce443ac484,79db9437-17b0-4e9b-8996-a8a6877e9907,c1,c4,3380,?,p1,
1769475596.9659758,CREATED,21f8c329-70b6-46d8-9247-4cafdf7576ce,e96d5050-525b-4c91-9b07-a79d7869c774,c1,c4,27,?,?,surb={'id': '6a590b89-9413-47de-970f-f450a1ef9c2e', 'route': ['p1', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769475597.2267988,SENT,44ca683a-657e-4b01-83ed-389845fff5a2,94d0d5ec-9200-4681-a99e-34ef17675e55,c1,c4,3359,?,p1,
1769475597.2269242,CREATED,f3fdd05e-4447-499e-bb4f-98f653f121d1,348ae01d-7437-4291-b097-beeb54fb11ed,c1,c4,27,?,?,surb={'id': '5112725c-4895-44b3-ac14-64dfefa9dc94', 'route': ['p1', 'e1', 'i5', 'x7', 'p1', 'c1']}
1769475597.2357683,RECEIVED,8a420101-a2f1-48b2-afc8-6c7e8ddd14fd,de4924ff-7f84-4819-b2a9-09d00315b948,c4,c1,27,p1,?,surb={'id': '069969fa-e5e4-476f-8f58-d2edbeecc4e0', 'route': ['p1', 'e3', 'i5', 'x10', 'p1', 'c4']}
1769475597.2407148,RECEIVED,2ce04e62-319f-484a-a4e9-e270bc596c34,292efa97-3738-4dbe-bd57-ac0b0f0084db,c4,c1,25,p1,?,surb={'id': 'ca43754e-507f-40f1-9e89-79e2b6c3d5b2', 'route': ['p1', 'e7', 'i10', 'x1', 'p1', 'c4']}
1769475597.6267378,RECEIVED,6638a184-ef85-49dc-9e74-080207c53781,32b16652-6be2-477f-a169-637ac1f0030e,c4,c1,27,p1,?,surb={'id': '32df5759-9547-41b4-a479-6214061c3116', 'route': ['p1', 'e9', 'i12', 'x1', 'p1', 'c4']}
1769475597.7508795,SENT,6dd6ccae-9703-4d3f-8e9a-dfde61f62a70,33800e8e-aa3f-4d64-99cf-33b9566f0978,c1,c4,3380,?,p1,
1769475597.7510865,CREATED,d2a4554c-4b38-43d2-b4fb-eb2d581a6fc0,348ae01d-7437-4291-b097-beeb54fb11ed,c1,c4,27,?,?,surb={'id': '5112725c-4895-44b3-ac14-64dfefa9dc94', 'route': ['p1', 'e1', 'i5', 'x7', 'p1', 'c1']}
1769475597.8104446,RECEIVED,d81d42a3-6f23-4f8d-975b-78e0cc8df7f8,13a04157-cce1-4642-8793-85aa423c0435,c4,c1,26,p1,?,surb={'id': '10a2acf1-66b3-4e3b-9fbf-484aad68276c', 'route': ['p1', 'e6', 'i3', 'x11', 'p1', 'c4']}
1769475598.1977813,RECEIVED,f47a8ce6-818c-462a-bbe1-1861292235b6,10e2b616-7419-4399-836f-4c4bc7685bd5,c4,c1,27,p1,?,surb={'id': '067e6b35-2e9f-4dc8-81c2-2f6b68519882', 'route': ['p1', 'e3', 'i9', 'x1', 'p1', 'c4']}
1769475598.2148228,RECEIVED,8c30b95d-f1c3-42bf-92e9-65d588af54d0,de4924ff-7f84-4819-b2a9-09d00315b948,c4,c1,27,p1,?,surb={'id': '069969fa-e5e4-476f-8f58-d2edbeecc4e0', 'route': ['p1', 'e3', 'i5', 'x10', 'p1', 'c4']}
1769475598.3367214,RECEIVED,cc63a04a-9766-4f8b-ad57-05a42d5182b5,32b16652-6be2-477f-a169-637ac1f0030e,c4,c1,27,p1,?,surb={'id': '32df5759-9547-41b4-a479-6214061c3116', 'route': ['p1', 'e9', 'i12', 'x1', 'p1', 'c4']}
1769475598.3498368,SENT,50fdf3aa-dafe-421f-8f6e-8401c2f3879f,38b42b3e-26cc-4683-97a2-fd40f80de2d4,c1,c4,3392,?,p1,
1769475598.3499887,CREATED,914ea322-2768-4617-b0ad-296e351dec75,282c0982-36cb-4b56-b0ca-2a7be6368c76,c1,c4,27,?,?,surb={'id': '4ad9b1ac-85df-41ff-9ceb-c8b6e4f3bd00', 'route': ['p1', 'e7', 'i6', 'x10', 'p1', 'c1']}
1769475598.6620162,SENT,0bcb0f53-b07b-4049-a7e8-3d9abe37013c,f2f3d1fd-01e9-4e33-9987-0390660ef54e,c1,c4,3371,?,p1,
1769475598.6621964,CREATED,55904464-db1f-4173-b74b-9b306b462930,282c0982-36cb-4b56-b0ca-2a7be6368c76,c1,c4,27,?,?,surb={'id': '4ad9b1ac-85df-41ff-9ceb-c8b6e4f3bd00', 'route': ['p1', 'e7', 'i6', 'x10', 'p1', 'c1']}
1769475598.9332418,SENT,17292129-3549-49d9-8592-c3da2b3cd388,d3ad50ad-0489-4a18-91dc-5ba94330e02b,c1,c4,3391,?,p1,
1769475598.9333143,CREATED,9fea491d-d9d4-4e71-aff1-bffddc5555eb,3d4f8eee-c02f-47c1-a570-75a5ab7c7d29,c1,c4,27,?,?,surb={'id': '1138d7af-f3dc-4c0d-8f9e-9dceec26e063', 'route': ['p1', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769475599.27393,RECEIVED,4768d256-931d-4acf-ba42-c966b826767f,d66be32b-590c-425f-9060-a045a3e715d6,c4,c1,27,p1,?,surb={'id': '7ff2dc78-0db5-4f24-82d2-4e0ae3b77173', 'route': ['p1', 'e9', 'i3', 'x10', 'p1', 'c4']}
1769475599.4906101,SENT,9419ce86-5f12-4e55-a14c-526b91abe1d9,ab123a45-e244-427f-936f-dd2b0e95ef27,c1,c4,3385,?,p1,
1769475599.4907012,CREATED,f65d6f39-12a1-4933-a0d8-81449ffa872d,3d4f8eee-c02f-47c1-a570-75a5ab7c7d29,c1,c4,27,?,?,surb={'id': '1138d7af-f3dc-4c0d-8f9e-9dceec26e063', 'route': ['p1', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769475599.4983952,SENT,5ceb6af3-4329-4b2d-9c50-614b12dfa375,5b1482b1-0974-4299-aa49-a50db174df00,c1,c4,3363,?,p1,
1769475599.4984815,CREATED,61f45532-e5db-4deb-8cf0-d7dd0290c2c2,2641419a-e906-4c5c-b525-7faa2275ba39,c1,c4,27,?,?,surb={'id': '621397fb-bd84-4bf2-afa4-9771c6d15519', 'route': ['p1', 'e11', 'i3', 'x5', 'p1', 'c1']}
1769475599.730359,SENT,c4ae9099-9782-4b27-b794-6cb0474b7c8e,86e7d3da-6fbc-414b-8dd0-6bbb981fa3ea,c1,c4,3359,?,p1,
1769475599.7304459,CREATED,16739a7b-4450-4bf1-9817-7e664cc56b30,2641419a-e906-4c5c-b525-7faa2275ba39,c1,c4,27,?,?,surb={'id': '621397fb-bd84-4bf2-afa4-9771c6d15519', 'route': ['p1', 'e11', 'i3', 'x5', 'p1', 'c1']}
1769475599.7508156,RECEIVED,ac1d6ad0-cd03-4687-a09f-af4d1c0532dd,10e2b616-7419-4399-836f-4c4bc7685bd5,c4,c1,27,p1,?,surb={'id': '067e6b35-2e9f-4dc8-81c2-2f6b68519882', 'route': ['p1', 'e3', 'i9', 'x1', 'p1', 'c4']}
1769475599.7633064,RECEIVED,7e8827de-f0da-482f-9fa4-7d675c83c5c0,79686eff-0342-47c8-beb4-b1e8badf79f9,c4,c1,27,p1,?,surb={'id': '6bc51d72-ad15-418c-be45-4b4d0627fb04', 'route': ['p1', 'e12', 'i3', 'x8', 'p1', 'c4']}
1769475599.8295586,SENT,4a618c25-161b-4d5b-a7d9-95c32d39537d,7c56a6f4-2f4c-4557-96e0-c15813909eb4,c1,c4,3375,?,p1,
1769475599.8296466,CREATED,7fae3731-fba2-4381-908c-128a0238ccbc,e74f81d3-cc50-493d-9ed6-bb7931e7edc7,c1,c4,27,?,?,surb={'id': '81106d6d-94a0-4df4-b16d-95dc95542e59', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c1']}
1769475599.9993432,RECEIVED,4c01b520-c9a6-4ba9-b85c-e09aab3d70c3,37dbdb05-59d0-4d78-8e6d-8bc8d988be9a,c4,c1,27,p1,?,surb={'id': 'f3754fc1-2783-4eb7-b8a0-e5c14488155b', 'route': ['p1', 'e2', 'i1', 'x8', 'p1', 'c4']}
1769475600.0121968,RECEIVED,9eaec908-228a-4b55-9eaa-af4c441d765e,d66be32b-590c-425f-9060-a045a3e715d6,c4,c1,27,p1,?,surb={'id': '7ff2dc78-0db5-4f24-82d2-4e0ae3b77173', 'route': ['p1', 'e9', 'i3', 'x10', 'p1', 'c4']}
1769475600.1168,SENT,ef92d7cd-f5a5-4873-b096-d238ba7c86bf,6dd10c0c-10a8-47d5-a055-b8c71e1df8cd,c1,c4,3392,?,p1,
1769475600.1169527,CREATED,8ef04ec2-5d31-4d74-bcff-6600c9a73284,e74f81d3-cc50-493d-9ed6-bb7931e7edc7,c1,c4,27,?,?,surb={'id': '81106d6d-94a0-4df4-b16d-95dc95542e59', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c1']}
1769475600.1644578,SENT,dc8dd028-8d05-4503-948a-62d0311832e5,6f920368-6a03-4cac-8f48-4e2f4cefdae8,c1,c4,3393,?,p1,
1769475600.1646,CREATED,13126a0a-552b-4564-b63e-c76a44a151f4,81fbcf54-67a1-4dbf-8c19-99e58fa5b42b,c1,c4,27,?,?,surb={'id': 'b7f72f48-2fc2-44ef-9fab-1ee65eff5af3', 'route': ['p1', 'e1', 'i7', 'x12', 'p1', 'c1']}
1769475600.2258625,SENT,062cfa89-a764-4c3a-ba62-04c4838c54bf,cfc76976-51a2-4709-9995-c2ce357bf67f,c1,c4,3380,?,p1,
1769475600.2260082,CREATED,d91c6bc3-421f-4952-bebc-f14a1cd40645,81fbcf54-67a1-4dbf-8c19-99e58fa5b42b,c1,c4,27,?,?,surb={'id': 'b7f72f48-2fc2-44ef-9fab-1ee65eff5af3', 'route': ['p1', 'e1', 'i7', 'x12', 'p1', 'c1']}
1769475600.3348775,SENT,f4bf4cdb-2ad3-4a24-bf0e-f272f592cc72,d4afe089-b429-401f-a8a2-38283ac3e33b,c1,c4,3363,?,p1,
1769475600.3350253,CREATED,2de68b2b-8de6-42fa-9641-5f1eda8f3f7b,9d4ea110-464b-452b-be3a-233fc7afd9d8,c1,c4,27,?,?,surb={'id': '4989a424-fefd-4510-96eb-d4364812ba6c', 'route': ['p1', 'e7', 'i9', 'x2', 'p1', 'c1']}
1769475600.3671427,SENT,d694840b-78e8-4397-995a-29665571895a,6ba11645-09bb-4049-b452-6436bd93eb31,c1,c4,3359,?,p1,
1769475600.3673046,CREATED,c8aa0be5-98fc-4749-9d06-7d75b84f2852,9d4ea110-464b-452b-be3a-233fc7afd9d8,c1,c4,27,?,?,surb={'id': '4989a424-fefd-4510-96eb-d4364812ba6c', 'route': ['p1', 'e7', 'i9', 'x2', 'p1', 'c1']}
1769475600.7494771,RECEIVED,2594cb51-609a-42f3-af47-e61021960801,497cdadd-6038-4e49-ada4-1b44e07e9983,c4,c1,27,p1,?,surb={'id': '12c04c76-4b9a-46f6-9c45-fddf384bd43a', 'route': ['p1', 'e6', 'i1', 'x1', 'p1', 'c4']}
1769475600.9015005,RECEIVED,c447fee1-670a-4ce3-bffb-477c410f25b0,812c967b-e0b5-4311-b3b3-b20e181d08f0,c4,c1,27,p1,?,surb={'id': 'de8a28d3-54f8-4d46-ae9b-ee6a34ad4a17', 'route': ['p1', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769475601.138072,SENT,9773af9e-3143-4f7c-8e35-2a617dff59a7,9dcc1d44-161f-4693-87ec-4c0d9e5fed71,c1,c4,3383,?,p1,
1769475601.1381576,CREATED,87b26159-d2b5-42e6-9bf6-acd365aed60c,1e3bb1bd-505a-44f0-a3ad-d2687d9f57e2,c1,c4,27,?,?,surb={'id': '357db7f5-8e22-4eb2-a658-5606a3c60ee8', 'route': ['p1', 'e3', 'i4', 'x5', 'p1', 'c1']}
1769475601.212376,SENT,0b5240d6-58ef-4bac-813f-5bac11a1a416,bc326fa9-f102-4a19-8a7c-29287c775ee5,c1,c4,3383,?,p1,
1769475601.212457,CREATED,9e11fdc1-8b4b-42f8-89d3-402c25bcd612,1e3bb1bd-505a-44f0-a3ad-d2687d9f57e2,c1,c4,27,?,?,surb={'id': '357db7f5-8e22-4eb2-a658-5606a3c60ee8', 'route': ['p1', 'e3', 'i4', 'x5', 'p1', 'c1']}
1769475601.2364814,RECEIVED,f82e740f-c62f-41eb-805c-c64ee5d15b0a,79686eff-0342-47c8-beb4-b1e8badf79f9,c4,c1,27,p1,?,surb={'id': '6bc51d72-ad15-418c-be45-4b4d0627fb04', 'route': ['p1', 'e12', 'i3', 'x8', 'p1', 'c4']}
1769475601.7946055,RECEIVED,2fd41374-b72c-4c1d-99c9-93099c255aea,37dbdb05-59d0-4d78-8e6d-8bc8d988be9a,c4,c1,27,p1,?,surb={'id': 'f3754fc1-2783-4eb7-b8a0-e5c14488155b', 'route': ['p1', 'e2', 'i1', 'x8', 'p1', 'c4']}
1769475601.8449793,SENT,36a30dc9-9382-4711-9859-591cf2c11791,8ea9ec2c-d279-4f31-89da-35ceda5f4ac5,c1,c4,3360,?,p1,
1769475601.845164,CREATED,37c6fbd7-afc9-480b-a0da-af10c632b524,092da645-0d52-4a43-af84-2b0ea1f553fd,c1,c4,26,?,?,surb={'id': '49d80136-9f3d-4e2e-940f-e31280efc82f', 'route': ['p1', 'e7', 'i11', 'x9', 'p1', 'c1']}
1769475601.8928304,SENT,399ab13f-f0d1-4621-95cb-a847da0a136c,48960e8c-4b5e-4a0d-a60b-b0e3a56d2195,c1,c4,3376,?,p1,
1769475601.892906,CREATED,fe269a76-db04-45b9-858d-945accede971,092da645-0d52-4a43-af84-2b0ea1f553fd,c1,c4,26,?,?,surb={'id': '49d80136-9f3d-4e2e-940f-e31280efc82f', 'route': ['p1', 'e7', 'i11', 'x9', 'p1', 'c1']}
1769475601.9132266,SENT,54288f98-b906-4f3f-bc10-abcbe10af5fd,bce62c99-068e-4886-a11a-91d5c5b0037c,c1,c4,3376,?,p1,
1769475601.9133053,CREATED,077bf5c3-df7e-4cb5-bf13-366f42454efb,0b3020c7-0ff7-4680-b097-4417a9aeb959,c1,c4,27,?,?,surb={'id': '9a66cff8-cf5f-4ed8-9d6f-3fdd69554ce8', 'route': ['p1', 'e2', 'i4', 'x1', 'p1', 'c1']}
1769475602.256781,SENT,5dab8ae3-7dee-46c0-b6c2-90dd3a3c60da,530c74ac-c04b-4975-bee1-c9abd2e9b9d5,c1,c4,3384,?,p1,
1769475602.2568774,CREATED,959846a0-6976-42f1-bdbe-2dd734cc8ba2,0b3020c7-0ff7-4680-b097-4417a9aeb959,c1,c4,27,?,?,surb={'id': '9a66cff8-cf5f-4ed8-9d6f-3fdd69554ce8', 'route': ['p1', 'e2', 'i4', 'x1', 'p1', 'c1']}
1769475602.352694,RECEIVED,e8770d5d-8462-4981-b3af-3a8591eec391,100dfee1-a73f-4475-a646-a8c0a861125d,c4,c1,27,p1,?,surb={'id': '85682228-29e2-4d35-ac4c-81a2018f8763', 'route': ['p1', 'e9', 'i7', 'x9', 'p1', 'c4']}
1769475602.503818,RECEIVED,4794a375-de11-4265-aae7-6f66535dda26,100dfee1-a73f-4475-a646-a8c0a861125d,c4,c1,27,p1,?,surb={'id': '85682228-29e2-4d35-ac4c-81a2018f8763', 'route': ['p1', 'e9', 'i7', 'x9', 'p1', 'c4']}
1769475602.5301878,SENT,e620a453-481b-4c18-a57d-c00dacb8c03f,7abbc2f1-67f8-430f-9072-ecbd92834595,c1,c4,3387,?,p1,
1769475602.5302835,CREATED,550a45ba-d42d-4a51-b356-73a9aaa4aca2,33ff09a8-a6b3-42e3-9288-da7e69d9635f,c1,c4,27,?,?,surb={'id': '4c087a9b-2165-4c27-b7e5-5446928fea27', 'route': ['p1', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769475602.5886638,RECEIVED,1f6ca4ad-26d2-46a0-bdf1-303467b55624,497cdadd-6038-4e49-ada4-1b44e07e9983,c4,c1,27,p1,?,surb={'id': '12c04c76-4b9a-46f6-9c45-fddf384bd43a', 'route': ['p1', 'e6', 'i1', 'x1', 'p1', 'c4']}
1769475602.7260752,SENT,0cdb09f9-9aa0-40de-b1d5-e353fe314fab,c4a5a77e-7b2f-4d99-843e-bc64a935e644,c1,c4,3395,?,p1,
1769475602.7261734,CREATED,3cc506bd-2149-4b54-b644-80d93d50083d,33ff09a8-a6b3-42e3-9288-da7e69d9635f,c1,c4,27,?,?,surb={'id': '4c087a9b-2165-4c27-b7e5-5446928fea27', 'route': ['p1', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769475602.7469964,SENT,7419ba70-7c48-4757-bdd3-cfc25cb808f2,2fd95230-ddbb-4d28-82a6-447e64322db9,c1,c4,3392,?,p1,
1769475602.747108,CREATED,fce1e297-c521-4acc-8f47-b16324504313,484153fa-f762-44e9-b169-5e5502d96880,c1,c4,26,?,?,surb={'id': '392b490e-b255-4f36-a6f8-069ed49bd60d', 'route': ['p1', 'e12', 'i11', 'x9', 'p1', 'c1']}
1769475602.8781083,RECEIVED,5d6f6602-5159-4ff4-89e3-f200a87aa68d,f181899b-4d92-4028-8aee-a29456a5721c,c4,c1,27,p1,?,surb={'id': 'da02240a-09a3-4784-865d-25d2cd72ec2c', 'route': ['p1', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769475603.2294805,SENT,4c1aac61-ee59-46a9-aa8e-df0990937f41,f28ca3cb-843b-474e-95ed-8dbb7aa7e81b,c1,c4,3386,?,p1,
1769475603.22965,CREATED,52cee4d2-43da-4fe9-9e36-c96e1f183a23,484153fa-f762-44e9-b169-5e5502d96880,c1,c4,26,?,?,surb={'id': '392b490e-b255-4f36-a6f8-069ed49bd60d', 'route': ['p1', 'e12', 'i11', 'x9', 'p1', 'c1']}
1769475603.3161135,SENT,4c031e17-cf26-4f6c-a13d-46fe132fa3a6,d5a8e3bb-face-4d70-97f6-fc8ea5dc04cd,c1,c4,3391,?,p1,
1769475603.3162713,CREATED,7c24adb7-a4f9-44e3-a38e-53e02494b2f3,9a47c81a-81b1-4963-b070-22cfaf13adf3,c1,c4,27,?,?,surb={'id': 'ace5697e-37be-4cc5-9bed-79293f8b4513', 'route': ['p1', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769475603.4524941,RECEIVED,966e49b6-8f48-4711-8e2b-03e3d5f7cc4e,bdfde814-dc0c-4c59-9b53-097f9e101059,c4,c1,27,p1,?,surb={'id': '99c037cb-f217-4c1b-863f-c0bb495bb686', 'route': ['p1', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769475603.4872108,SENT,c10275f4-48b0-495b-9e1f-566ca1217f50,1455262b-b577-4a20-be34-7e35d037ccf8,c1,c4,3379,?,p1,
1769475603.4873505,CREATED,f7af931e-c0bc-4a87-855c-3128557e597d,9a47c81a-81b1-4963-b070-22cfaf13adf3,c1,c4,27,?,?,surb={'id': 'ace5697e-37be-4cc5-9bed-79293f8b4513', 'route': ['p1', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769475603.502876,RECEIVED,07a58b80-6965-49d3-8e54-3d9346b7d8eb,a8e8dfad-12ef-4a57-8c41-34a04441b2cb,c4,c1,27,p1,?,surb={'id': 'f320d507-ff54-4f75-99b8-f5ed0ab8474d', 'route': ['p1', 'e6', 'i5', 'x10', 'p1', 'c4']}
1769475603.7583175,SENT,8b64b472-02b0-4ec9-9979-0d103ae6f0a3,d5503726-1018-461b-8b95-ec4ad0c50d62,c1,c4,3396,?,p1,
1769475603.758468,CREATED,cd79d79d-c3fc-42bf-b77e-1fa831d56824,d3e3350b-1cf2-4ad5-98a0-c3eed087c9a3,c1,c4,27,?,?,surb={'id': '553aaa48-3879-494c-a01a-836af53df0b6', 'route': ['p1', 'e4', 'i8', 'x12', 'p1', 'c1']}
1769475603.7912693,RECEIVED,7eae5b1a-819a-47be-be8b-ae89b4822daa,93bbfe4b-3e36-4065-bfc3-bab5c3c55e2d,c4,c1,27,p1,?,surb={'id': 'ae35954e-359b-4aee-b5d4-7889236cb900', 'route': ['p1', 'e10', 'i12', 'x11', 'p1', 'c4']}
1769475603.9434557,RECEIVED,fc4ab743-2440-4640-a837-a3eb83c8bc2e,93bbfe4b-3e36-4065-bfc3-bab5c3c55e2d,c4,c1,27,p1,?,surb={'id': 'ae35954e-359b-4aee-b5d4-7889236cb900', 'route': ['p1', 'e10', 'i12', 'x11', 'p1', 'c4']}
1769475603.9989815,SENT,006dfecf-b77f-4508-8ed7-71ab8bf6eac7,ae6bdbbd-3188-4899-a04e-bdbfcc3cf60d,c1,c4,3392,?,p1,
1769475603.9992027,CREATED,f841b47c-9f64-409c-b6c3-e3e15d9a2f65,d3e3350b-1cf2-4ad5-98a0-c3eed087c9a3,c1,c4,27,?,?,surb={'id': '553aaa48-3879-494c-a01a-836af53df0b6', 'route': ['p1', 'e4', 'i8', 'x12', 'p1', 'c1']}
1769475604.4321485,SENT,cbee5729-4740-44a6-a926-3aaff15b4e0d,a1ccbd8e-fa36-431d-895e-4981824f3ecb,c1,c4,3364,?,p1,
1769475604.432307,CREATED,48312fcc-2a86-4c26-9644-bd2316eb3ab7,26138fcb-5a0a-4f40-b8ba-3c3dca590403,c1,c4,27,?,?,surb={'id': '00c63cb8-2db6-4b51-8754-024b5a7489e4', 'route': ['p1', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769475604.6329937,SENT,41254156-bfbb-458f-96f8-56ba71f711ae,634066eb-91b3-4d35-bf60-20ae89910483,c1,c4,3383,?,p1,
1769475604.6338837,CREATED,ac3fb93e-6051-4ec4-868b-fb7f4806d9b3,26138fcb-5a0a-4f40-b8ba-3c3dca590403,c1,c4,27,?,?,surb={'id': '00c63cb8-2db6-4b51-8754-024b5a7489e4', 'route': ['p1', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769475604.8754559,SENT,033201ed-166d-45a0-85eb-fbe81bdad66f,c10ebf34-cd67-4717-9678-9e254eee9af8,c1,c4,3372,?,p1,
1769475604.8756135,CREATED,7bdea64b-bd41-4802-9e2e-81b66d39b684,d5dd9892-8277-460d-bdf3-d69710bd4904,c1,c4,27,?,?,surb={'id': '99d260b8-0f5d-4376-90f2-f2882d5a4811', 'route': ['p1', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769475604.9114637,RECEIVED,2bc15432-0b71-470f-b96f-0e2ab21efb57,fd8f8c1b-3d28-44a9-bb72-a51ac383242f,c4,c1,27,p1,?,surb={'id': '73e1545c-3fb9-4a00-bca7-07b46fe5ae8b', 'route': ['p1', 'e2', 'i12', 'x10', 'p1', 'c4']}
1769475605.1077325,RECEIVED,7f458009-b440-438d-bd1c-afbd1d7568f6,bdfde814-dc0c-4c59-9b53-097f9e101059,c4,c1,27,p1,?,surb={'id': '99c037cb-f217-4c1b-863f-c0bb495bb686', 'route': ['p1', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769475605.6574442,RECEIVED,b5dbb058-58e6-44de-b24f-12b5e02f8626,a8e8dfad-12ef-4a57-8c41-34a04441b2cb,c4,c1,27,p1,?,surb={'id': 'f320d507-ff54-4f75-99b8-f5ed0ab8474d', 'route': ['p1', 'e6', 'i5', 'x10', 'p1', 'c4']}
1769475605.7592146,RECEIVED,889568b1-6275-48c9-a9c5-e215f56e9a28,c5e299eb-e31a-4b7d-9d34-638ee0accc95,c4,c1,27,p1,?,surb={'id': 'b3bc2a1e-4f79-4d7a-a171-c342bd15f1f8', 'route': ['p1', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769475605.7643254,SENT,c0fce3db-7454-4d23-8bdb-3087cbe08f55,3747d450-011b-4421-a01e-b98eb14b09f3,c1,c4,3396,?,p1,
1769475605.7644212,CREATED,319028e1-61a0-4ca9-981f-23e5714fa111,d5dd9892-8277-460d-bdf3-d69710bd4904,c1,c4,27,?,?,surb={'id': '99d260b8-0f5d-4376-90f2-f2882d5a4811', 'route': ['p1', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769475605.9342482,RECEIVED,b3a90150-41ae-408d-bedc-3fd36e923829,c5e299eb-e31a-4b7d-9d34-638ee0accc95,c4,c1,27,p1,?,surb={'id': 'b3bc2a1e-4f79-4d7a-a171-c342bd15f1f8', 'route': ['p1', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769475606.053178,RECEIVED,79d64f6e-7210-4ec6-a391-588641dc3876,f181899b-4d92-4028-8aee-a29456a5721c,c4,c1,27,p1,?,surb={'id': 'da02240a-09a3-4784-865d-25d2cd72ec2c', 'route': ['p1', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769475606.1808972,SENT,20ed438c-77ff-4c4a-bd27-82241f35375c,e58f92d5-6857-4f1a-a804-d16ea2376e0f,c1,c4,3391,?,p1,
1769475606.1809995,CREATED,d7bc56dd-fad5-45b8-964c-8b4cee52fdbd,1d40a9c6-afea-4165-94b7-2f1d08515730,c1,c4,27,?,?,surb={'id': 'd904eaff-720a-496e-879f-644eebcfef96', 'route': ['p1', 'e10', 'i9', 'x8', 'p1', 'c1']}
1769475606.387994,SENT,488e8c32-eb23-4025-8685-388e9b5ac4f2,933abc19-b693-4ebb-80af-ec78dc0f0f95,c1,c4,3395,?,p1,
1769475606.3881133,CREATED,9e5d6d24-9134-43f8-865f-8cc63821bffa,1d40a9c6-afea-4165-94b7-2f1d08515730,c1,c4,27,?,?,surb={'id': 'd904eaff-720a-496e-879f-644eebcfef96', 'route': ['p1', 'e10', 'i9', 'x8', 'p1', 'c1']}
1769475606.4834754,SENT,c1335548-a645-41b3-8908-8ded1467c719,d4bbe1d6-53d1-4783-92d3-f778319d098a,c1,c4,3371,?,p1,
1769475606.4836144,CREATED,abc00c26-f574-4432-beca-52c393067580,6809c903-af99-4b2c-a0ff-48e58bd4af23,c1,c4,27,?,?,surb={'id': '9a0c0fef-e894-4ced-8070-15587dca30c7', 'route': ['p1', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769475606.5859518,SENT,fddf88e6-8029-4fbc-a3e4-88e09a45927c,7dc5d804-fccc-4789-bae8-6d31d99c552a,c1,c4,3376,?,p1,
1769475606.5861645,CREATED,a9740348-d0c2-47bd-b9f8-4278bb981ff9,6809c903-af99-4b2c-a0ff-48e58bd4af23,c1,c4,27,?,?,surb={'id': '9a0c0fef-e894-4ced-8070-15587dca30c7', 'route': ['p1', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769475607.2158725,RECEIVED,0acc046f-3a78-4142-a307-c7562c0ef0e7,45651731-b114-46c6-bbcf-ac37c839c8b5,c4,c1,27,p1,?,surb={'id': '29d1c054-4193-4139-b466-24e51bdbddb4', 'route': ['p1', 'e9', 'i7', 'x6', 'p1', 'c4']}
1769475607.5267062,SENT,d6f3ac0b-0e3d-4ea4-a659-72e84dc3a6ff,afc3170f-67dd-494e-8225-8dd8af8376b0,c1,c4,3379,?,p1,
