timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475339.6471326,SENT,f7f694a6-2088-4b71-bc89-13773e8a9003,1e17e49b-11ec-400a-8fc5-f4acfa0dbd87,c4,c1,3396,?,p1,
1769475339.6472902,CREATED,76245b9e-fe19-40e4-8d4a-9ca96ed83c0c,e3f6fce0-aa38-4ff4-bee3-c54c0bd71d55,c4,c1,27,?,?,surb={'id': 'a0015d48-97cb-4f91-8113-6c63da7cba88', 'route': ['p1', 'e11', 'i2', 'x5', 'p1', 'c4']}
1769475349.0382276,RECEIVED,524623b8-2674-4163-8772-1579097d5b57,c0e527ae-c2c9-4fa5-bc2f-9a74fa898e06,c1,c4,27,p1,?,surb={'id': '22d9e59f-c700-4eea-8489-9f5ff9ef090d', 'route': ['p1', 'e2', 'i8', 'x4', 'p1', 'c1']}
1769475349.0726783,RECEIVED,8d2b6bef-420a-4ee0-a9b3-415129a3e60a,632b56d8-d300-410a-9294-f865417c1914,c1,c4,27,p1,?,surb={'id': '20584593-e228-4f0c-8e7e-4b932e4b008b', 'route': ['p1', 'e6', 'i12', 'x11', 'p1', 'c1']}
1769475349.0828898,RECEIVED,13c53446-d74c-46eb-aaf8-7bd3e2659a75,bc9154db-e323-40e6-a1a4-fd08082d9646,c1,c4,26,p1,?,surb={'id': '096e89e7-ec51-4f2b-a480-457404e6942e', 'route': ['p1', 'e10', 'i3', 'x11', 'p1', 'c1']}
1769475349.2852602,RECEIVED,effeed33-de57-4228-b4d1-3b884ad03df5,8b582971-c46f-4658-986e-c8a55b440fe0,c5,c4,26,p1,?,surb={'id': '4f6c592a-b705-4603-b2e1-7c284c16295c', 'route': ['p1', 'e12', 'i7', 'x11', 'p2', 'c5']}
1769475349.461515,SENT,e08de59a-5346-4d68-b7db-c6b409c69195,c75284a3-b16b-4884-9be7-2dd9a9171680,c4,c1,3400,?,p1,
1769475349.4616523,CREATED,a9ef7c14-0c8d-4109-bdd4-f7cd989b8f1b,e3f599d2-0002-4281-bc08-ee0341f3ebc8,c4,c1,27,?,?,surb={'id': 'c0cd4aa4-8be4-4ff9-a924-3e985cf1794a', 'route': ['p1', 'e9', 'i9', 'x8', 'p1', 'c4']}
1769475349.4981368,RECEIVED,335470bd-fa71-4dd4-be20-22295149d615,c0e527ae-c2c9-4fa5-bc2f-9a74fa898e06,c1,c4,27,p1,?,surb={'id': '22d9e59f-c700-4eea-8489-9f5ff9ef090d', 'route': ['p1', 'e2', 'i8', 'x4', 'p1', 'c1']}
1769475349.761209,SENT,f62a8af2-d2b4-4578-ad7c-c80cf316eecf,06df5760-8a0f-40c1-8dde-730d154715a2,c4,c1,3391,?,p1,
1769475349.7613087,CREATED,55330473-752b-449d-8939-7cd8cd086e8a,ca02f76f-de89-43fe-aeb1-cbc5efb5687d,c4,c1,25,?,?,surb={'id': '2f6e924a-5700-487e-8a32-0eb21906d23a', 'route': ['p1', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769475349.8909488,RECEIVED,dc590456-bc35-46ca-a5db-33c9bff25369,7b0f85e0-d54f-4bf7-81e0-cdbbfcbe5b80,c5,c4,27,p1,?,surb={'id': '2d962f7b-afee-47c2-8b2d-95fd434be800', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769475349.9804099,RECEIVED,fd9c0f8b-ab51-45fd-bd78-c39ec6c4486e,5c88b46e-98ed-4ecf-947b-a9bb257fd7d0,c1,c4,27,p1,?,surb={'id': '886dd165-ee52-42b0-adc5-4631d9e6921d', 'route': ['p1', 'e9', 'i12', 'x2', 'p1', 'c1']}
1769475350.0749638,RECEIVED,7fbd9444-f45b-41ab-a857-c47bed1533ef,6aa79d0d-0423-4d86-bc01-1ffddf4d08a8,c5,c4,27,p1,?,surb={'id': 'd883bd4a-88bd-44b7-8bae-aa8117b4afce', 'route': ['p1', 'e9', 'i7', 'x8', 'p2', 'c5']}
1769475350.1123345,RECEIVED,d1bf9218-2ad5-43d0-812b-a7ffc01d7a84,6aa79d0d-0423-4d86-bc01-1ffddf4d08a8,c5,c4,27,p1,?,surb={'id': 'd883bd4a-88bd-44b7-8bae-aa8117b4afce', 'route': ['p1', 'e9', 'i7', 'x8', 'p2', 'c5']}
1769475350.2689126,SENT,d38428d7-aac6-49f8-8d35-162d3ca95481,84c73fef-362d-484e-b13d-313a20a318cb,c4,c1,3359,?,p1,
1769475350.2689888,CREATED,b969f1c6-2539-40b4-8916-71478f37bbd0,ca02f76f-de89-43fe-aeb1-cbc5efb5687d,c4,c1,25,?,?,surb={'id': '2f6e924a-5700-487e-8a32-0eb21906d23a', 'route': ['p1', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769475350.286579,SENT,3855c567-2bed-43d3-bc4c-961cf3e6666f,64b54a7a-4827-4ebd-a373-f645fb07e31f,c4,c1,3392,?,p1,
1769475350.2866523,CREATED,6996bc13-95cb-4527-b6c6-69bf1de16a77,52f9407f-bde4-4e44-9d87-4d4e6676dccc,c4,c1,26,?,?,surb={'id': 'f4233c9c-91a8-443d-8a25-04f15058ad15', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769475350.3263838,RECEIVED,436d5324-2618-4960-a65e-03730a9bfc06,46eae740-4cc8-4c5a-af66-37f8a15961d5,c1,c4,27,p1,?,surb={'id': '5600dd06-0d41-4412-b381-42b6f116b562', 'route': ['p1', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769475350.423026,SENT,bc30c684-d13e-482e-b7c7-279aba2d777f,34fcbbf7-f067-44fc-af4f-85e3b1580cfd,c4,c1,3380,?,p1,
1769475350.4232242,CREATED,f2952fe9-1cb8-43c2-911d-ab5262c4898c,52f9407f-bde4-4e44-9d87-4d4e6676dccc,c4,c1,26,?,?,surb={'id': 'f4233c9c-91a8-443d-8a25-04f15058ad15', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769475350.549434,RECEIVED,f2ccb044-6432-4aa8-ae75-783e68b6b3f2,93aa7fcf-ad8e-49e8-9903-29b4468c8b6e,c1,c4,27,p1,?,surb={'id': '97fd7355-3f9f-42d4-964a-8c6e5b92a633', 'route': ['p1', 'e4', 'i11', 'x4', 'p1', 'c1']}
1769475350.661126,RECEIVED,e8023329-ce6d-41cb-9cbb-3c8d58172913,46eae740-4cc8-4c5a-af66-37f8a15961d5,c1,c4,27,p1,?,surb={'id': '5600dd06-0d41-4412-b381-42b6f116b562', 'route': ['p1', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769475350.6804466,RECEIVED,e7eae5a2-2e36-4540-9ba9-a817d5f74c47,f8b90684-5934-4973-aaec-91c6b5e1fc4c,c5,c4,27,p1,?,surb={'id': 'e106dad4-b633-4a10-bf9b-b0bf01a97bad', 'route': ['p1', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769475350.9531608,SENT,e85283cd-df48-4c2f-bf0d-1a20c3719fb7,9d84330c-77cd-4669-b2a0-346de344b76b,c4,c1,3388,?,p1,
1769475350.9533014,CREATED,699c4303-971d-457d-96a9-685a884f4475,55d94798-501e-4245-bcff-71610456747c,c4,c1,27,?,?,surb={'id': '81a01521-f995-4a0f-9592-3a85a9acd73e', 'route': ['p1', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769475351.003625,RECEIVED,82e4c4f6-ee90-4e4b-8867-063405d1f48f,2a509a69-3ca4-4f7c-a5a6-be20117ee86b,c5,c4,27,p1,?,surb={'id': 'f7cec497-2a81-4dee-9b0c-2d11ab1e1944', 'route': ['p1', 'e11', 'i8', 'x10', 'p2', 'c5']}
1769475351.2656238,SENT,19c51b69-e3f5-4428-9c4b-fb7784b68a33,f8039d53-e9c3-46a6-8b0a-511d3460dfa2,c4,c1,3384,?,p1,
1769475351.2657661,CREATED,f0e3494a-5b79-4f1f-8bc2-45d61938c268,55d94798-501e-4245-bcff-71610456747c,c4,c1,27,?,?,surb={'id': '81a01521-f995-4a0f-9592-3a85a9acd73e', 'route': ['p1', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769475351.445346,RECEIVED,11a72e12-fda7-43c1-956f-96cf4b5bf8af,793b0a64-a6c8-45f1-8b81-6e0ef0acee6f,c1,c4,27,p1,?,surb={'id': 'd3f65a9b-6533-403d-9684-0034994eadea', 'route': ['p1', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769475351.567005,SENT,cb0f93ef-d67a-4a6a-9ed9-d98f3f9298e4,47425fc5-9240-4717-bac7-1d209b073186,c4,c1,3373,?,p1,
1769475351.567096,CREATED,1f1cdd43-d381-4386-ac14-6179fe52cd82,625e5ea4-d1f5-410e-839f-fa8668865c0b,c4,c1,27,?,?,surb={'id': '4798d03e-5f97-418c-87e0-394a373e9566', 'route': ['p1', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769475351.6149757,RECEIVED,c4d5d6b1-b8e5-44d1-a420-dbdad0618d3c,2a509a69-3ca4-4f7c-a5a6-be20117ee86b,c5,c4,27,p1,?,surb={'id': 'f7cec497-2a81-4dee-9b0c-2d11ab1e1944', 'route': ['p1', 'e11', 'i8', 'x10', 'p2', 'c5']}
1769475351.6253717,RECEIVED,49b64a82-c3aa-4ccf-9942-b8a44f7f7cc3,7b0f85e0-d54f-4bf7-81e0-cdbbfcbe5b80,c5,c4,27,p1,?,surb={'id': '2d962f7b-afee-47c2-8b2d-95fd434be800', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769475351.7383015,SENT,fda460c1-e5d2-48b7-905b-57cf0d2a3d11,5ed571f2-196d-4e31-9ce4-e5e8d741b72c,c4,c1,3401,?,p1,
1769475351.7383788,CREATED,2949c45c-0c7a-45ff-b505-0a5593f8b19a,625e5ea4-d1f5-410e-839f-fa8668865c0b,c4,c1,27,?,?,surb={'id': '4798d03e-5f97-418c-87e0-394a373e9566', 'route': ['p1', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769475351.7656639,RECEIVED,48ee8ca2-16fd-46cb-8248-fd006b41691f,93aa7fcf-ad8e-49e8-9903-29b4468c8b6e,c1,c4,27,p1,?,surb={'id': '97fd7355-3f9f-42d4-964a-8c6e5b92a633', 'route': ['p1', 'e4', 'i11', 'x4', 'p1', 'c1']}
1769475351.858169,SENT,8118cc2a-e3ce-4d43-87d7-ac56bab34823,4383780d-f840-42be-a1cd-4a46c01e8829,c4,c1,3385,?,p1,
1769475351.85825,CREATED,571e89c3-d32b-445f-a0e7-0b74a203b684,915a9f47-1953-4566-b057-f132ac6e8f4e,c4,c1,27,?,?,surb={'id': '0b71c9bc-ef5a-48ac-aa60-59de0e7a5453', 'route': ['p1', 'e5', 'i7', 'x1', 'p1', 'c4']}
1769475351.8731441,RECEIVED,2aeb35e6-3ce0-40b4-b61a-e6d816176bed,3d765a5f-6d74-4e31-a042-ac0e99791d87,c1,c4,26,p1,?,surb={'id': '2fce8fd2-d5fd-43ed-820c-34e157b63d4d', 'route': ['p1', 'e2', 'i6', 'x2', 'p1', 'c1']}
1769475351.8853428,RECEIVED,7807bfa7-e43c-4d92-8207-c036e19875c0,5c88b46e-98ed-4ecf-947b-a9bb257fd7d0,c1,c4,27,p1,?,surb={'id': '886dd165-ee52-42b0-adc5-4631d9e6921d', 'route': ['p1', 'e9', 'i12', 'x2', 'p1', 'c1']}
1769475351.9015222,RECEIVED,670cd325-2025-42da-a064-2154a8f2f156,ba857bdc-4b1e-471b-b85a-f22ee1996530,c5,c4,27,p1,?,surb={'id': 'ae8ab515-c240-4104-b462-ebe67854145e', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c5']}
1769475351.9979825,RECEIVED,20fefd2e-7dee-4cdb-b70a-6ba07008bb15,ac944e33-f4b0-4177-bafc-b277f861d0a3,c5,c4,26,p1,?,surb={'id': '950ab698-72cd-4522-905a-f31f8f3ced9c', 'route': ['p1', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769475352.086683,SENT,defa11b4-b084-4195-9983-e315fcaca4e0,94ac4be3-a303-4ebf-a92e-bac0e33315bb,c4,c1,3399,?,p1,
1769475352.0868282,CREATED,225b1e9a-821c-4f0d-ba4e-611b4e4cad74,915a9f47-1953-4566-b057-f132ac6e8f4e,c4,c1,27,?,?,surb={'id': '0b71c9bc-ef5a-48ac-aa60-59de0e7a5453', 'route': ['p1', 'e5', 'i7', 'x1', 'p1', 'c4']}
1769475352.1932735,SENT,ce04aeba-fa65-436d-b2f2-bcb72355b686,3a29ea4f-7883-4b83-9b3b-af5a16e20e77,c4,c1,3383,?,p1,
1769475352.1934185,CREATED,e8b6e94b-4435-4e65-80c4-012abc226dc3,5abc3187-0dde-47d7-9b9b-5f1e6c7bdff5,c4,c1,27,?,?,surb={'id': '7eee424d-2a0f-49f9-afb1-4a0f9468d6a5', 'route': ['p1', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769475352.201351,RECEIVED,a70847d4-ccd2-46f2-b415-6d59233c41f8,0433bf35-7403-49fd-9836-d052eda6c22e,c1,c4,27,p1,?,surb={'id': 'e322c6e8-e948-4cce-ae02-9d85c4dfadf1', 'route': ['p1', 'e9', 'i11', 'x7', 'p1', 'c1']}
1769475352.3065088,RECEIVED,783f003c-b53b-4554-8333-ba5e99917f31,ac944e33-f4b0-4177-bafc-b277f861d0a3,c5,c4,26,p1,?,surb={'id': '950ab698-72cd-4522-905a-f31f8f3ced9c', 'route': ['p1', 'e10', 'i2', 'x2', 'p2', 'c5']}
1769475352.4146836,RECEIVED,68147659-0ed2-4cf9-acc2-d79e524c5130,ba857bdc-4b1e-471b-b85a-f22ee1996530,c5,c4,27,p1,?,surb={'id': 'ae8ab515-c240-4104-b462-ebe67854145e', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c5']}
1769475352.504077,RECEIVED,06f4240b-9b1e-40ba-90df-c762c69f1f55,c8f8a068-ae49-433d-ae9a-295fd7616d64,c5,c4,27,p1,?,surb={'id': '1483046a-b6b2-44b4-b98d-d49633aaba00', 'route': ['p1', 'e10', 'i8', 'x6', 'p2', 'c5']}
1769475352.5699375,RECEIVED,d918f28e-1ef7-452f-8dcd-f5fca05bebd1,f8b90684-5934-4973-aaec-91c6b5e1fc4c,c5,c4,27,p1,?,surb={'id': 'e106dad4-b633-4a10-bf9b-b0bf01a97bad', 'route': ['p1', 'e4', 'i2', 'x7', 'p2', 'c5']}
1769475352.6475673,RECEIVED,7d705be5-a8b4-4b67-9739-9d764a4f7f15,c8f8a068-ae49-433d-ae9a-295fd7616d64,c5,c4,27,p1,?,surb={'id': '1483046a-b6b2-44b4-b98d-d49633aaba00', 'route': ['p1', 'e10', 'i8', 'x6', 'p2', 'c5']}
1769475352.8441892,SENT,87af33f9-b329-4932-8066-a41afe64e032,361d9c34-1a51-425c-bcc8-3eb78bdacf01,c4,c1,3379,?,p1,
1769475352.8443491,CREATED,79bf8bca-a93a-4ea3-b7c0-bf13ff98510e,5abc3187-0dde-47d7-9b9b-5f1e6c7bdff5,c4,c1,27,?,?,surb={'id': '7eee424d-2a0f-49f9-afb1-4a0f9468d6a5', 'route': ['p1', 'e12', 'i1', 'x2', 'p1', 'c4']}
1769475353.139247,RECEIVED,332b31bb-34a3-47cb-9523-9ae268a03675,0433bf35-7403-49fd-9836-d052eda6c22e,c1,c4,27,p1,?,surb={'id': 'e322c6e8-e948-4cce-ae02-9d85c4dfadf1', 'route': ['p1', 'e9', 'i11', 'x7', 'p1', 'c1']}
1769475353.1663096,SENT,ca305236-6c9c-435d-ab60-7f2e3d711fa0,de18a610-d8a7-4f41-94d5-8101d408cec7,c4,c1,3379,?,p1,
1769475353.1664622,CREATED,48465104-8c2e-4659-a573-0dc49e0f153a,45cb7800-bc4d-4c59-b2fe-6e65b31480f7,c4,c1,26,?,?,surb={'id': '9400e298-b64b-48eb-9040-504d8777977c', 'route': ['p1', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769475353.169305,RECEIVED,6ecc8183-6e13-4841-bad1-0a47d0302db2,982dc7b7-439d-42ec-999c-ddf781ad57ee,c1,c4,27,p1,?,surb={'id': '3d49a49e-e973-4760-a438-a353cdad6a14', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769475353.6564965,SENT,25bac1a7-7442-4190-b724-105946a3e790,c8921762-5ea1-4d58-867e-ecb5bf6e8402,c4,c1,3374,?,p1,
1769475353.6566448,CREATED,f6be2a64-2a4b-4891-8786-74a1d628e8c1,45cb7800-bc4d-4c59-b2fe-6e65b31480f7,c4,c1,26,?,?,surb={'id': '9400e298-b64b-48eb-9040-504d8777977c', 'route': ['p1', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769475353.663883,SENT,23165940-d2c7-4a7b-a44c-ca1825528ace,41b624f6-2cf3-4a57-9535-a65265c82b19,c4,c1,3394,?,p1,
1769475353.6640296,CREATED,497f6823-814f-4924-a8ff-8dae80b9ca5e,4ee9c141-496d-4068-9a5e-67737c1eec13,c4,c1,27,?,?,surb={'id': '0d4d9f82-024b-436b-858d-fc19a00c1a82', 'route': ['p1', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769475353.7752914,RECEIVED,dfe96065-cf41-4163-8452-c8d62d7dfefa,28508acd-7262-4135-ac15-d8cc97f18324,c5,c4,27,p1,?,surb={'id': '1b52a2aa-f103-4d71-94f3-24512d7cdfe5', 'route': ['p1', 'e4', 'i1', 'x10', 'p2', 'c5']}
1769475354.0343118,RECEIVED,9500337d-6853-479c-9793-973888387346,cbdf3b5a-8578-4042-8708-9b01eb632916,c5,c4,27,p1,?,surb={'id': 'c20ff559-3721-4bf1-81e6-49ad23282440', 'route': ['p1', 'e3', 'i5', 'x11', 'p2', 'c5']}
1769475354.079215,RECEIVED,ba899ee9-6a9d-44c0-ba7c-3ea574c99de2,055a9287-b84c-460d-aad9-2b4d7c92b960,c1,c4,27,p1,?,surb={'id': '35d9607c-82a3-4547-b166-54f3576ec65b', 'route': ['p1', 'e7', 'i7', 'x12', 'p1', 'c1']}
1769475354.1956928,RECEIVED,f1026a76-570c-4bb6-a6e2-5ef61cc97f47,28508acd-7262-4135-ac15-d8cc97f18324,c5,c4,27,p1,?,surb={'id': '1b52a2aa-f103-4d71-94f3-24512d7cdfe5', 'route': ['p1', 'e4', 'i1', 'x10', 'p2', 'c5']}
1769475354.308284,RECEIVED,c90aa592-e021-441e-a425-22aaee5a72b5,793b0a64-a6c8-45f1-8b81-6e0ef0acee6f,c1,c4,27,p1,?,surb={'id': 'd3f65a9b-6533-403d-9684-0034994eadea', 'route': ['p1', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769475354.5244777,SENT,608b5ca2-caf6-4507-b752-0d33d9951f2a,4fb1c486-5f4e-4822-a642-c0a9000e4d4a,c4,c1,3379,?,p1,
1769475354.524624,CREATED,27f6d201-0272-4f05-99bd-3f60c14cc2f2,4ee9c141-496d-4068-9a5e-67737c1eec13,c4,c1,27,?,?,surb={'id': '0d4d9f82-024b-436b-858d-fc19a00c1a82', 'route': ['p1', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769475354.5647194,RECEIVED,a2aef226-ea90-4ea0-96dc-10336c921f8f,8a7f6d04-5d68-4421-be2f-01ed8e995b21,c1,c4,27,p1,?,surb={'id': '94c93140-9530-4f29-96f5-c48982a198e9', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769475354.867936,RECEIVED,934cd03d-008e-4904-9bae-ad9bfc5a64e3,8a7f6d04-5d68-4421-be2f-01ed8e995b21,c1,c4,27,p1,?,surb={'id': '94c93140-9530-4f29-96f5-c48982a198e9', 'route': ['p1', 'e1', 'i7', 'x2', 'p1', 'c1']}
1769475355.1779814,SENT,e9e1feb7-48af-4381-9ba4-18ea192101f8,4818409a-7123-4fba-915d-225f258c0026,c4,c1,3387,?,p1,
1769475355.1781423,CREATED,1eefb4cc-4dfa-47d8-a86c-0f0dc2c02311,c0a19b0f-76d0-4fb9-aab6-59371c6d4e62,c4,c1,27,?,?,surb={'id': 'bb1fbd30-6713-4e7b-b1a0-fc650795c11f', 'route': ['p1', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769475355.2458525,RECEIVED,7dc1d274-58e4-4ea6-9c33-99a628dff122,982dc7b7-439d-42ec-999c-ddf781ad57ee,c1,c4,27,p1,?,surb={'id': '3d49a49e-e973-4760-a438-a353cdad6a14', 'route': ['p1', 'e12', 'i9', 'x10', 'p1', 'c1']}
1769475355.3629122,RECEIVED,59ba166e-8bf5-4039-87cf-7310c75f9e2f,b670e684-04f0-4694-aac8-598ebb948057,c1,c4,27,p1,?,surb={'id': '1e39da20-9317-489b-9baa-be9db8fa9df7', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c1']}
1769475355.3874557,SENT,5797c0b0-05f1-460f-ae29-743ec043b48e,914e6b48-ab85-4e0e-9f3e-d421a693599e,c4,c1,3380,?,p1,
1769475355.3876536,CREATED,c3cd844a-e871-4369-b48b-2baf4f9c6cce,c0a19b0f-76d0-4fb9-aab6-59371c6d4e62,c4,c1,27,?,?,surb={'id': 'bb1fbd30-6713-4e7b-b1a0-fc650795c11f', 'route': ['p1', 'e10', 'i12', 'x1', 'p1', 'c4']}
1769475355.8515928,RECEIVED,befaaa87-0067-4681-9ddb-5fe78f0fab2e,cbdf3b5a-8578-4042-8708-9b01eb632916,c5,c4,27,p1,?,surb={'id': 'c20ff559-3721-4bf1-81e6-49ad23282440', 'route': ['p1', 'e3', 'i5', 'x11', 'p2', 'c5']}
1769475355.8564887,RECEIVED,58285602-2c33-470c-8cca-a8db4ccfb861,3d765a5f-6d74-4e31-a042-ac0e99791d87,c1,c4,26,p1,?,surb={'id': '2fce8fd2-d5fd-43ed-820c-34e157b63d4d', 'route': ['p1', 'e2', 'i6', 'x2', 'p1', 'c1']}
1769475355.895372,RECEIVED,576c8792-0661-46b6-bbf7-29cc1bbd1338,09b77c61-a30b-431f-a6cf-9c992e07f6c1,c5,c4,25,p1,?,surb={'id': '99bf267b-7a70-4503-8daf-4896f3e91acb', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769475356.0856395,SENT,5cc96a25-b79a-43b1-b60f-adda10075713,3715b889-c123-454f-b38c-8775f148f49a,c4,c1,3384,?,p1,
1769475356.0857887,CREATED,e6a02b27-c08c-45da-9255-f32cbc82858e,bbf43a3b-dc11-42bf-86e5-572cb841110b,c4,c1,27,?,?,surb={'id': 'e007acc9-171a-4f49-87d2-694ad3236ba1', 'route': ['p1', 'e3', 'i12', 'x10', 'p1', 'c4']}
1769475356.132967,RECEIVED,51cad5f9-b082-4627-98d4-587c049b9bf8,055a9287-b84c-460d-aad9-2b4d7c92b960,c1,c4,27,p1,?,surb={'id': '35d9607c-82a3-4547-b166-54f3576ec65b', 'route': ['p1', 'e7', 'i7', 'x12', 'p1', 'c1']}
1769475356.3921072,SENT,34bb9534-3631-4387-9e64-ebb1edb71729,23e1390b-2cdc-453b-ae71-260a3152bd5c,c4,c1,3398,?,p1,
1769475356.392259,CREATED,883314e1-5036-45fb-bb35-20a229e99508,bbf43a3b-dc11-42bf-86e5-572cb841110b,c4,c1,27,?,?,surb={'id': 'e007acc9-171a-4f49-87d2-694ad3236ba1', 'route': ['p1', 'e3', 'i12', 'x10', 'p1', 'c4']}
1769475356.4829752,RECEIVED,ee8ad029-3c42-4cd8-bead-d916264547df,d7367898-3297-49ac-87e5-4055c52d549e,c5,c4,27,p1,?,surb={'id': 'ff4b73a9-62bd-4594-ba35-a23d39b86d46', 'route': ['p1', 'e10', 'i10', 'x9', 'p2', 'c5']}
1769475356.7385976,RECEIVED,9ab8e4ec-1e5c-4db2-a148-a01c02c4652f,09b77c61-a30b-431f-a6cf-9c992e07f6c1,c5,c4,25,p1,?,surb={'id': '99bf267b-7a70-4503-8daf-4896f3e91acb', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769475356.7624586,SENT,bad78a2d-ff6d-4da2-9c8d-ab4e22debe41,5e8329db-3382-445c-b2ce-1bc7fea76d5e,c4,c1,3385,?,p1,
1769475356.7626054,CREATED,badea15f-2292-4d2a-adfc-178c833295f8,14f92fe7-fbd0-4228-8aac-6a9be9974dd5,c4,c1,27,?,?,surb={'id': 'd357837a-951d-44f8-92f0-bab0b2cc70e3', 'route': ['p1', 'e2', 'i12', 'x4', 'p1', 'c4']}
1769475357.149166,RECEIVED,eaffab55-7fe3-443d-9aaa-5d2d07827430,02bcadd2-19ed-460a-9c75-79c7c948b278,c5,c4,27,p1,?,surb={'id': '5d3a4391-0d7e-453e-a6ad-432f59c06f10', 'route': ['p1', 'e10', 'i10', 'x12', 'p2', 'c5']}
1769475357.294298,SENT,152a3e53-1367-4ead-9569-ca50e15c8e27,91f7f517-a557-4326-a914-443b89f3d4e9,c4,c1,3383,?,p1,
1769475357.2943864,CREATED,8447be1b-576c-4c27-8cb5-45826def6d66,14f92fe7-fbd0-4228-8aac-6a9be9974dd5,c4,c1,27,?,?,surb={'id': 'd357837a-951d-44f8-92f0-bab0b2cc70e3', 'route': ['p1', 'e2', 'i12', 'x4', 'p1', 'c4']}
1769475357.3726032,RECEIVED,6ca073dc-93fa-4336-8d78-5fe02af2c2a9,b670e684-04f0-4694-aac8-598ebb948057,c1,c4,27,p1,?,surb={'id': '1e39da20-9317-489b-9baa-be9db8fa9df7', 'route': ['p1', 'e6', 'i1', 'x8', 'p1', 'c1']}
1769475357.3784237,SENT,03c21799-4289-4b33-9b3f-5496f568151d,9ffc8460-21dc-4c11-bc18-978ebe926c72,c4,c1,3363,?,p1,
1769475357.3785722,CREATED,60d171bc-b76a-4c62-a8dd-800c78d14b49,c10cdd7c-a17a-499f-a09a-371ffdc2095f,c4,c1,27,?,?,surb={'id': 'e0ddcc99-b67e-4f50-900f-ba0153b920a9', 'route': ['p1', 'e3', 'i8', 'x12', 'p1', 'c4']}
1769475357.5887842,RECEIVED,7022f343-320f-48e8-9d36-8a962a7e9b45,d7367898-3297-49ac-87e5-4055c52d549e,c5,c4,27,p1,?,surb={'id': 'ff4b73a9-62bd-4594-ba35-a23d39b86d46', 'route': ['p1', 'e10', 'i10', 'x9', 'p2', 'c5']}
1769475357.5963218,SENT,d8df85c0-d506-44d3-b7c9-f3281866d171,496bcf7b-4cb3-4247-8fca-3129950e192a,c4,c1,3379,?,p1,
1769475357.5964653,CREATED,691c7155-ce72-46c5-b22a-6c5afb157a09,c10cdd7c-a17a-499f-a09a-371ffdc2095f,c4,c1,27,?,?,surb={'id': 'e0ddcc99-b67e-4f50-900f-ba0153b920a9', 'route': ['p1', 'e3', 'i8', 'x12', 'p1', 'c4']}
1769475357.6744153,RECEIVED,2463e3b9-6d5e-4b6d-b053-581b816d69be,2a815e30-0c93-4232-b19e-980ee7f82502,c1,c4,25,p1,?,surb={'id': '773cb88e-5d19-4464-a95c-5e1a0c11f2d0', 'route': ['p1', 'e5', 'i4', 'x2', 'p1', 'c1']}
1769475357.7457345,RECEIVED,fa158362-76cc-4ff4-9574-10283fb9e238,400487ae-ca54-461d-aa96-177236e309b7,c5,c4,27,p1,?,surb={'id': 'ed2da618-3259-4341-a8db-df06c6e247b2', 'route': ['p1', 'e12', 'i6', 'x2', 'p2', 'c5']}
1769475357.777777,SENT,ed7f699d-d7a0-40ff-b8e6-d91685baf653,f70e7f4d-c06f-4e43-8a10-1ce70513a786,c4,c1,3387,?,p1,
1769475357.7779202,CREATED,6cb6eff1-4a51-47a7-af64-47200365772b,20aeee6d-c360-41c7-a206-df76e446e349,c4,c1,26,?,?,surb={'id': '6af900c5-b0d5-4fdb-82ef-c03245ef4cc3', 'route': ['p1', 'e10', 'i12', 'x2', 'p1', 'c4']}
