timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488377.587556,CREATED,aef381fb-1802-4ab7-a5b6-406f4e42f0d1,11e92919-3307-443b-8e02-c2330a2897d9,c5,c3,27,?,?,surb={'id': '7fc11975-1ba9-4e89-9b30-a6bbfdd0ca76', 'route': ['p3', 'e8', 'i8', 'x1', 'p2', 'c5']}
1769488377.928139,SENT,58491d8f-41c9-4eeb-91ec-2d2f99e9797e,a0e97376-c1b2-411c-8831-a3b50e9026c5,c5,c3,3365,?,p2,
1769488377.9282706,CREATED,d5154847-5a67-430b-bfa2-a8d642171544,6f1ec5c9-8d8d-42fe-9916-07c69f36d4a2,c5,c3,27,?,?,surb={'id': '39916157-b547-4afd-bd30-979d7b9f34f0', 'route': ['p3', 'e7', 'i7', 'x12', 'p2', 'c5']}
1769488378.2992976,RECEIVED,cb70dd58-3801-457c-8523-aa3d58ccaa3f,a5b8a8c7-b7bb-44c1-9b00-d52da9c06847,c1,c5,27,p2,?,surb={'id': '811874af-506f-410b-959b-16edc4418b0c', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c1']}
1769488378.308841,RECEIVED,ced456f8-c088-4498-8f45-e0eb3e59233d,302149cd-8208-4a30-b4ff-85201923999e,c1,c5,27,p2,?,surb={'id': '600cac2b-8987-4ff1-8bd5-93c7675d7e99', 'route': ['p2', 'e3', 'i7', 'x9', 'p1', 'c1']}
1769488378.720789,RECEIVED,9715d4c8-de92-44c4-a8a7-1576e20576ca,98f3d259-73fe-40b6-bf8d-6aaedb65a1de,c1,c5,27,p2,?,surb={'id': '9dd6d7b5-4565-47a9-b86d-ad2151beaa8d', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769488379.0422628,SENT,9f2baca1-0e65-4d37-8fcb-906be512c6f1,05c281f1-81d7-4a2a-9188-51b14884beed,c5,c3,3397,?,p2,
1769488379.0423987,CREATED,1fb2825f-28b9-48dc-ad98-a09d7d2ce78a,2f321bbc-7fab-4e2e-a4ad-554321a19ed7,c5,c3,27,?,?,surb={'id': 'b297ded7-f1fa-4952-88e6-3c6220003fad', 'route': ['p3', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769488379.1169326,SENT,b6157ba5-790a-4d55-bae6-1811e359c96f,2fb1de2e-95cd-4a90-a62a-b314d9f39962,c5,c3,3388,?,p2,
1769488379.1170337,CREATED,b6a8d87b-4458-44d8-988f-f94c07593bf7,98896993-b858-4226-836e-e9e928d104f2,c5,c3,27,?,?,surb={'id': 'da0bbed4-9fc9-40d4-a3fc-d1664c3e158d', 'route': ['p3', 'e11', 'i1', 'x3', 'p2', 'c5']}
1769488379.3688116,RECEIVED,2ae292c1-0ff8-49ca-bcad-27cf1c3f0e0c,e8bc7041-2d4a-40e7-b849-5cb781bd634e,c1,c5,27,p2,?,surb={'id': '5e39b32f-ebf6-4fa0-8494-5cb15cd5b0fe', 'route': ['p2', 'e1', 'i8', 'x12', 'p1', 'c1']}
1769488379.7023969,SENT,5dba8b75-113b-4a4f-81d2-2f39081e5a36,081ce53a-4cae-411a-a171-60e04f7706dc,c5,c3,3391,?,p2,
1769488379.7024977,CREATED,3265ded0-9bf2-40ac-b612-4d1d3d9c7022,6891981d-241a-4dae-ba2b-3e8a7f09ec42,c5,c3,26,?,?,surb={'id': 'e1065214-bdcf-47ca-8d9f-2686ebf67f27', 'route': ['p3', 'e11', 'i11', 'x8', 'p2', 'c5']}
1769488380.260204,SENT,8ef48ff1-8cd5-424c-872e-9403deeda094,74365882-aaa8-447d-8b43-f822c4958fbd,c5,c3,3392,?,p2,
1769488380.2603052,CREATED,fecbd33b-8498-49df-886f-65e57743c705,e74a1b91-6587-4c5d-940b-6a3f8ed5c75a,c5,c3,27,?,?,surb={'id': 'bfc4f117-a375-4017-816d-ddb3f7ee25a2', 'route': ['p3', 'e8', 'i4', 'x9', 'p2', 'c5']}
1769488380.343571,SENT,3a457d5a-8b2a-4d64-97ae-7e0128b1a16a,7599f2fd-5b67-4396-9a83-b5244ed3973b,c5,c3,3384,?,p2,
1769488380.3436966,CREATED,15307468-aad3-485e-ae01-f00abba9c644,46edc787-48ab-4032-800f-c88071fd39e8,c5,c3,27,?,?,surb={'id': '70fa662e-8fc0-4256-a553-1e7414f81e97', 'route': ['p3', 'e11', 'i6', 'x5', 'p2', 'c5']}
1769488380.5950074,RECEIVED,f6fec962-14fc-485e-9eca-ec54e3ab91d7,152bb593-297d-45da-b079-5c9612bb24c3,c1,c5,26,p2,?,surb={'id': 'e14007bb-b8a7-49f0-818e-8ade52573910', 'route': ['p2', 'e2', 'i3', 'x8', 'p1', 'c1']}
1769488380.6066027,SENT,ff8581ec-6f9f-440e-a76f-7071a0ece0a2,9a1a7a33-3284-4081-9df5-d8647a09535c,c5,c3,3392,?,p2,
1769488380.6067746,CREATED,38eddf73-4f35-476c-8c9f-67d7570a010d,2de61e72-050e-4c21-91ad-db989ba9aebb,c5,c3,27,?,?,surb={'id': 'c93f0805-71d3-4d11-98dd-7a455b3ea5e7', 'route': ['p3', 'e1', 'i7', 'x3', 'p2', 'c5']}
1769488380.7414398,RECEIVED,0f1f1d88-0bc3-4287-9084-c0dbf6d44ed4,331c59f0-4b55-4e4a-8a40-ab2f6d413e80,c1,c5,27,p2,?,surb={'id': 'e8ae623d-e209-44b0-bf14-0b609c7cbae8', 'route': ['p2', 'e8', 'i4', 'x1', 'p1', 'c1']}
1769488380.7977102,RECEIVED,59eaeced-ad2c-438b-a601-043ae0b7385e,0d45b4a5-f345-4718-86b1-f15b236bd5d9,c1,c5,26,p2,?,surb={'id': 'cb02b0e9-0a1c-442f-88ac-5a8f2670f187', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769488380.9161277,SENT,6ed5a07a-db97-49a4-bd3c-c56f7494b5ea,0d9c4210-e570-4f29-889e-a472cc56f79c,c5,c3,3402,?,p2,
1769488380.9162772,CREATED,8339ddce-14cd-4ed8-90d6-7f198cfbcc3a,867c946c-11f6-4dd9-b10e-fb6ba20588ee,c5,c3,27,?,?,surb={'id': '61f24d53-6ed8-46b1-a993-d781cfbd0623', 'route': ['p3', 'e11', 'i3', 'x1', 'p2', 'c5']}
1769488381.0048027,SENT,93dff6ce-2aa6-4b05-b640-fa50fa2df3c6,50f43585-d909-4284-9537-cf536f2642a6,c5,c3,3401,?,p2,
1769488381.0049477,CREATED,53ee666e-5338-457b-b05e-543c03486fae,cbc4953f-ce4b-432a-a0cb-4ca0dd8db7b7,c5,c3,27,?,?,surb={'id': 'd6a4f87d-bc0c-4f3c-b917-3b46e0aa6a05', 'route': ['p3', 'e11', 'i11', 'x9', 'p2', 'c5']}
1769488381.414165,SENT,ba2895cb-a3f5-4f0c-99de-c489a05c2450,2dea86bb-c1a2-4a9a-a1e0-05efb175089b,c5,c3,3391,?,p2,
1769488381.4154038,CREATED,eb29893c-2541-4034-bb62-632863ab3a67,1a10cb45-ba5b-45af-bbf3-33e2b864355c,c5,c3,27,?,?,surb={'id': '1132b238-7a86-41d6-9781-7762a0784028', 'route': ['p3', 'e2', 'i5', 'x6', 'p2', 'c5']}
1769488381.6422858,SENT,2fc0b093-efbe-4fd7-88de-697468231d27,aa3ee2fc-befc-4195-b4fe-692959a2b02f,c5,c3,3392,?,p2,
1769488381.6423867,CREATED,c62db335-9a8c-43ae-9a8f-d95fc5f49d57,2fc23d7e-b9a8-4152-bfac-420e3cca7b0a,c5,c3,27,?,?,surb={'id': '1ad4216d-2be4-4f21-bec6-524714dd8a8f', 'route': ['p3', 'e11', 'i12', 'x5', 'p2', 'c5']}
1769488382.2305686,RECEIVED,763f4969-694d-4ba6-aaf1-fe897e208607,259ff27b-cab8-4bdb-bd7f-acf1e05975d4,c1,c5,27,p2,?,surb={'id': 'c182e143-98c1-499b-95f9-2eadede633e9', 'route': ['p2', 'e12', 'i8', 'x9', 'p1', 'c1']}
1769488382.531187,SENT,48973283-54e9-48fd-be78-1ad17a816bcb,a77bab24-a4ed-4a53-8e0c-726a052b6b7a,c5,c3,3385,?,p2,
1769488382.5312564,CREATED,5e851bf0-e59a-4b37-b2ec-75ffdab4ab90,dd2328c1-894f-48af-bfc4-a5f301352e30,c5,c3,26,?,?,surb={'id': '53d42947-d742-4ba0-93e7-508eef6803fe', 'route': ['p3', 'e8', 'i3', 'x11', 'p2', 'c5']}
1769488382.5981183,RECEIVED,f55fdc05-dc47-40ac-8b75-78b092aa733f,ca876865-2d38-4b43-9279-73da50fac39b,c1,c5,26,p2,?,surb={'id': 'c29835a1-2609-4ee4-8114-509708dcdd1d', 'route': ['p2', 'e4', 'i11', 'x7', 'p1', 'c1']}
1769488382.6344423,RECEIVED,22dc9dc0-8e79-443d-9598-378bb25df9f1,74c86d7f-fa08-436f-8dc7-d668fdf094b6,c1,c5,27,p2,?,surb={'id': 'f8fd3e20-81f1-41b5-b761-e39e3169e205', 'route': ['p2', 'e12', 'i4', 'x7', 'p1', 'c1']}
1769488382.8316393,RECEIVED,917ae1f0-148e-4298-afa6-b56535b74479,b41bc6fa-a8fb-43d0-971b-34d1667463b8,c1,c5,26,p2,?,surb={'id': 'e01d95d6-b4f1-4153-b3df-ac218f800e8a', 'route': ['p2', 'e1', 'i6', 'x11', 'p1', 'c1']}
1769488382.903993,RECEIVED,9c69a1bb-4894-4fd6-ba17-e869612c31b9,4a3eefd0-e9a4-4460-970a-f474be333b95,c1,c5,27,p2,?,surb={'id': 'ee520fa5-4c92-4671-b793-32870f14a95c', 'route': ['p2', 'e9', 'i9', 'x11', 'p1', 'c1']}
1769488382.9252923,RECEIVED,7ad44be4-d241-4ef6-b234-480a52869b6c,febf4b42-ab61-4174-a8f9-cdf8152d3872,c1,c5,26,p2,?,surb={'id': '9a8d6e15-21bd-4226-aa6e-c1599f4a9fb1', 'route': ['p2', 'e3', 'i5', 'x6', 'p1', 'c1']}
1769488383.1794257,SENT,cc71ebae-0bd0-4dd8-9f16-97ac6ece1a48,4ed8de52-494c-46da-8896-f71edc76e860,c5,c3,3400,?,p2,
1769488383.1795225,CREATED,efc10a95-92da-489f-ab51-e10d97325820,0c2f9e6d-0cdc-454c-9fcd-0f8067316616,c5,c3,27,?,?,surb={'id': '7b5c8ab4-622e-41f4-a032-adc82c516475', 'route': ['p3', 'e11', 'i11', 'x8', 'p2', 'c5']}
1769488383.1890905,RECEIVED,13bc8cd9-2667-4513-940c-5fef5d11bbca,9c3cc7b4-5aa7-40bb-8c04-498ebe49386f,c1,c5,27,p2,?,surb={'id': 'd14599b4-e4eb-4810-a46e-102606327b70', 'route': ['p2', 'e7', 'i11', 'x11', 'p1', 'c1']}
1769488383.1953373,SENT,b1b1c6ff-74d5-460a-ac9d-b3f5874b69fe,8bfab4f7-d18a-4886-9c74-0bddce68a569,c5,c3,3359,?,p2,
1769488383.1954305,CREATED,5893d533-7f6a-4875-bc29-f07050183489,b0107960-7ff3-4d0f-87ba-803643a4cb31,c5,c3,27,?,?,surb={'id': 'ff572146-4f2f-4be0-b960-f29e73b3a001', 'route': ['p3', 'e3', 'i5', 'x2', 'p2', 'c5']}
1769488383.5144277,SENT,2e1805c8-70e0-42d9-962f-8f1960ebb963,08353fc2-4bf2-4a3f-bc37-138a4ad686fd,c5,c3,3391,?,p2,
1769488383.5145752,CREATED,82cf4d72-b8a9-4d4b-af9a-4d572666be66,bc1b3e9e-08b1-4fbd-9595-275ccf443c73,c5,c3,27,?,?,surb={'id': 'b296df09-9a97-49e9-8a11-c78ddf29887d', 'route': ['p3', 'e7', 'i1', 'x7', 'p2', 'c5']}
1769488383.528397,SENT,2884e250-4aa1-4760-9be1-810d091cf2b0,d3976e87-b404-4989-8f02-e32751aa1a9c,c5,c3,3368,?,p2,
1769488383.5285478,CREATED,c8008e2d-fbab-4fac-b0b3-c4640310bdcf,aea18299-15b5-4e1a-849b-eae3a8959031,c5,c3,27,?,?,surb={'id': '8e2fd1be-d59e-4dd3-ac86-aa4d3b692f39', 'route': ['p3', 'e7', 'i4', 'x5', 'p2', 'c5']}
1769488383.5832844,SENT,81888df4-8056-4330-ab1c-428e9c7403fb,298d2ce2-3ea6-4075-8182-6ad23295228e,c5,DROP,2032,?,p2,
1769488383.5834506,CREATED,7d1e1a48-2658-4082-aaf9-b974c33edaf9,0faa3a94-15d2-482a-801a-e5653fe8502a,c5,DROP,27,?,?,
1769488383.6702092,RECEIVED,e080eae4-16ff-4fd0-b765-6a8331aaac42,276b8e3c-db27-4161-b2f8-5326cbbbbd38,c1,c5,27,p2,?,surb={'id': '84bd4f0f-c7d9-4f86-8316-eb7bcda21f43', 'route': ['p2', 'e10', 'i8', 'x9', 'p1', 'c1']}
1769488384.0012348,SENT,1591f292-82f4-4c27-b3f1-b0b745b0c292,9b567ea8-0265-42c7-b9eb-c639f205e837,c5,c3,3384,?,p2,
1769488384.001408,CREATED,9babffe0-cb79-4113-9c5a-1a77020160a9,9145de95-e114-4f86-b8ef-9c4aabd402b6,c5,c3,25,?,?,surb={'id': '5ebbd307-025f-4a8e-9b82-026a202c9fe6', 'route': ['p3', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769488384.110001,SENT,578a162b-ee1f-4d6d-8d24-a506b20b0f04,cefd5ebd-ca8f-4c28-8dc0-f0b17b1d3c7f,c5,c3,3379,?,p2,
1769488384.1101766,CREATED,1b1bf523-080e-45cb-8df1-77cb8e36d85a,e34e3ea6-8615-4a7d-878c-19991839cc13,c5,c3,27,?,?,surb={'id': '7fbb7409-da60-4b67-94d8-93fdffe8b5a8', 'route': ['p3', 'e4', 'i3', 'x4', 'p2', 'c5']}
1769488384.3475718,SENT,7929cad2-8d93-4c1f-8d6f-529205bb0d18,395d86a0-16be-4c03-ae62-737597d9dfe8,c5,c3,3389,?,p2,
1769488384.3476982,CREATED,6ad37cc4-cfdf-4a8f-9823-3c55d290e3cb,e68e27df-d1fb-4177-b3b0-5e93411e005c,c5,c3,27,?,?,surb={'id': '169af92e-b02c-46e0-a1ee-56fa0059b587', 'route': ['p3', 'e6', 'i7', 'x12', 'p2', 'c5']}
1769488384.3880205,SENT,d31497ca-89bc-4bfe-937d-321a61793249,d1012d10-2ded-44e3-b6e2-3f5a1f8b8307,c5,DROP,2025,?,p2,
1769488384.3881588,CREATED,335f4e71-908e-4015-be59-271a7e7e2844,631e473c-8646-4ea9-a125-7895135137fc,c5,DROP,26,?,?,
1769488384.6268854,RECEIVED,bb641609-0183-4514-961a-3acbe4f5c06c,4cc4901a-6729-4c8b-a601-39af06f0ac91,c1,c5,26,p2,?,surb={'id': 'd45aa643-4b42-488c-a269-a280059d1a9f', 'route': ['p2', 'e8', 'i2', 'x9', 'p1', 'c1']}
1769488384.63464,SENT,97c6574b-2caf-4e55-bcfc-3c577aa9dc2a,a75b1a23-e66f-4c13-88bd-834c3b72f50e,c5,DROP,2014,?,p2,
1769488384.6348,CREATED,2246a954-31db-4d25-9b08-409f6d6b5d14,357b70df-e77f-4db7-9dd3-f9e45170f886,c5,DROP,27,?,?,
1769488384.641679,RECEIVED,93303519-9758-49d1-81a4-3bb0ae68068b,02872071-5926-4396-810f-b4ca055974d4,c1,c5,27,p2,?,surb={'id': '98bbc2b3-7199-43e8-bf8d-d60a5a56ff28', 'route': ['p2', 'e3', 'i12', 'x9', 'p1', 'c1']}
1769488384.6552868,RECEIVED,1f75075d-bd2e-4a3c-929b-c24474e05224,0504b3cb-d7c5-4e0c-b67a-e9b95caf6d29,c1,c5,27,p2,?,surb={'id': 'fee38bc0-02c4-4c6c-bd5d-2db2468b3da7', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c1']}
1769488384.773809,SENT,3f5bf080-77c2-4af1-975b-8eed9867211d,41a7d4fc-4f8d-408b-a273-eb00e17fba0d,c5,c3,3370,?,p2,
1769488384.7739396,CREATED,9ef63e82-b40e-4862-b66c-18a39b64b0a1,8189aee1-8c46-4422-a4e5-c7da10906837,c5,c3,26,?,?,surb={'id': '1e85c566-46cf-4c7c-82db-7a9a68a089fc', 'route': ['p3', 'e6', 'i2', 'x10', 'p2', 'c5']}
1769488384.8713486,SENT,2074e339-9a27-451e-98bc-bb334ced7ace,cd9888d2-bbc8-4e61-9498-02b9308f916d,c5,c3,3383,?,p2,
1769488384.8714194,CREATED,c67ed009-3c54-468c-882b-54e138c86910,0cdcbbe9-5a2e-429b-a850-27f83e641f74,c5,c3,26,?,?,surb={'id': '9d56efc1-7f3a-4be2-96a5-ab445ca51fbf', 'route': ['p3', 'e2', 'i11', 'x3', 'p2', 'c5']}
1769488385.091953,RECEIVED,795db4b0-86f5-4dcf-a9ca-60807602f8e9,65c9ad53-806d-43e1-8f3b-08b00865e967,c1,c5,26,p2,?,surb={'id': '0f18d07d-9762-4b4d-940d-94cac2c994d7', 'route': ['p2', 'e2', 'i5', 'x4', 'p1', 'c1']}
1769488385.0975025,SENT,67a92cd8-53a7-40de-88a1-426deb9b8373,39c59dfd-f94b-4e37-ae24-56adbee11b79,c5,c3,3373,?,p2,
1769488385.0976348,CREATED,cb930bb3-90b1-499f-8179-92d7ee3c802e,9b9da047-5fd5-49e5-9a78-6619eeb4dcab,c5,c3,27,?,?,surb={'id': '1d1b1136-274d-413a-aa12-4f2dd36b692e', 'route': ['p3', 'e2', 'i4', 'x2', 'p2', 'c5']}
1769488385.3450909,SENT,f410962f-9fbf-4ded-9e3a-1a248e1ff7a1,43a35ae1-857b-43d4-871a-06cbc4f85b36,c5,c3,3371,?,p2,
1769488385.3452523,CREATED,51b64d29-3c33-4d29-87ac-2dc625d990ee,748f70d9-b666-4517-a875-9fad03bcd544,c5,c3,26,?,?,surb={'id': 'bf5a6cad-1ff6-4f65-b1d2-baf487678e3a', 'route': ['p3', 'e9', 'i4', 'x2', 'p2', 'c5']}
1769488385.5878935,SENT,f991b7b5-a8d0-41a6-b362-dab4d0de2a9e,aa91c00b-ef5c-4b84-9bb7-cc77d012907d,c5,c3,3359,?,p2,
1769488385.5880454,CREATED,4d703a17-3d15-4b71-bac1-eea5cb5d6053,480123e7-0192-43dd-88fd-f5f5199245e3,c5,c3,27,?,?,surb={'id': 'ef7d783c-f4c2-4aec-afc1-038dd399681e', 'route': ['p3', 'e9', 'i9', 'x9', 'p2', 'c5']}
1769488385.834356,RECEIVED,fe630b54-1054-4aae-8280-4ca77b685513,1360f49a-9890-45de-92cb-17063d8e96b8,c1,c5,27,p2,?,surb={'id': '459cd1ac-5ab9-40da-9c98-87ec6449f739', 'route': ['p2', 'e1', 'i12', 'x8', 'p1', 'c1']}
1769488386.0890782,RECEIVED,b4f8474e-e95d-442a-8be9-29b6b51f7d38,686303a0-10b9-4cd6-b4a9-c1ff8300f567,c1,c5,27,p2,?,surb={'id': '50118120-13c6-4b16-a375-da7ed6ba9547', 'route': ['p2', 'e11', 'i3', 'x6', 'p1', 'c1']}
1769488386.295539,SENT,7a2e8f4b-4feb-40cc-b487-4424341b1be5,8f92f9f4-bbf4-49e4-bebe-a9419e5cb261,c5,c3,3359,?,p2,
1769488386.2956865,CREATED,f87e107a-69eb-4fc0-9739-93099fc0300a,dee284c1-2aad-4a89-814e-2eb53afccbfa,c5,c3,27,?,?,surb={'id': '07d229f8-902c-4aec-8b78-41d562139cd1', 'route': ['p3', 'e9', 'i7', 'x3', 'p2', 'c5']}
1769488386.6011784,RECEIVED,a47e2bf6-f6bc-4651-92b0-02727e54bb35,2c4aa258-0122-445a-b74a-7afe6a6d8268,c1,c5,26,p2,?,surb={'id': 'ccf44b03-2dfd-4922-bdd3-296aaa2f67ec', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c1']}
1769488386.7048478,RECEIVED,e837a7fa-cbf8-4b06-8eeb-92583f82ef1f,403baf1f-8ce3-4062-be9b-50c22841b4bd,c1,c5,27,p2,?,surb={'id': 'c380ab19-2db1-46bb-a033-e4b1b2fc602e', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c1']}
1769488386.8465126,SENT,919d4cef-790a-46a4-aa72-389443cd0bb8,67ed91a4-8914-4c7a-821b-e1c5d319b274,c5,c3,3393,?,p2,
1769488386.8466885,CREATED,34973d8f-20c5-488d-bfeb-898ecde79bd4,c208f3bf-7231-4c6a-8b27-017a1b852aaf,c5,c3,27,?,?,surb={'id': 'b0d7271c-97d2-40c0-bdfa-17fcadc84886', 'route': ['p3', 'e11', 'i11', 'x4', 'p2', 'c5']}
1769488386.9296198,SENT,409ef3e3-300c-4f3b-bb27-969e0dd6eba9,7305d405-1f31-4476-ab1e-a766961239f9,c5,c3,3374,?,p2,
1769488386.9297695,CREATED,9a8f0d65-d0e4-4bcf-b83e-ba92fcfffbb7,b3e56e3c-382e-476d-8e79-72a7f89bda95,c5,c3,27,?,?,surb={'id': 'e4afc2be-8aec-4635-853e-2d5f44b545a7', 'route': ['p3', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769488386.992609,RECEIVED,df95d736-a0af-4bdc-8631-2784a7cff3e7,fa5cad96-d449-4c97-a6e8-46d8be48248b,c1,c5,27,p2,?,surb={'id': '48895841-edd6-4730-b5f3-75c07236eeee', 'route': ['p2', 'e8', 'i12', 'x2', 'p1', 'c1']}
1769488387.0823562,SENT,e669ba9c-26a7-403f-9f7f-30311d60065c,d56f9e8f-c629-4d30-9c89-2b580cd1a05f,c5,c3,3375,?,p2,
1769488387.0824971,CREATED,cbfa1c95-9966-4dfc-8481-d2a4459ad8fe,6a6471bf-b305-47ad-a1f0-06f3c595a6b2,c5,c3,27,?,?,surb={'id': 'e9c4b701-370d-4090-a022-0c9a160de589', 'route': ['p3', 'e3', 'i8', 'x1', 'p2', 'c5']}
1769488387.4211547,SENT,3150670c-38cb-463e-8ab2-b95e6bf7fa3d,3fbf8408-1a7c-45b1-b5a4-0ad0b42cd6a8,c5,c3,3388,?,p2,
1769488387.4212322,CREATED,2e5b4d80-af4f-4264-93c9-fc31bd273021,86089089-45a4-4d97-8280-18639ef129a5,c5,c3,27,?,?,surb={'id': 'faffdf65-8994-4c4f-99af-3d85b30b3c30', 'route': ['p3', 'e7', 'i11', 'x3', 'p2', 'c5']}
1769488387.4273396,RECEIVED,3439e436-8a13-4eb3-a5e6-ab4d2564f542,59841f35-3e72-4d0b-b51a-99a3e785a1fb,c1,c5,26,p2,?,surb={'id': '91b99c75-d8d4-48cf-87b8-8b959cc95ecf', 'route': ['p2', 'e7', 'i8', 'x2', 'p1', 'c1']}
1769488388.001735,SENT,5fef11cb-ae88-4f39-b237-3e6a6c0ffe31,f9486316-6bdd-47a3-9374-f8b8a514e0e1,c5,c3,3372,?,p2,
1769488388.0025978,CREATED,cbbf7507-6630-4549-b881-57300c66e0e3,3f5e2795-7d11-4b14-b1ef-f521e3f2bde5,c5,c3,26,?,?,surb={'id': '8d906427-2ea0-4b61-aa7f-cfd264ae5926', 'route': ['p3', 'e3', 'i4', 'x7', 'p2', 'c5']}
1769488388.2026389,RECEIVED,119e1453-4ad6-461e-b013-d8b94d7cfea2,929953c6-a3b7-4a3a-8d48-77802e4f2712,c1,c5,27,p2,?,surb={'id': 'b3f2a31b-1fdb-4b0a-9a61-eefe455cd0b5', 'route': ['p2', 'e10', 'i12', 'x5', 'p1', 'c1']}
1769488388.2805128,SENT,ad265766-3d75-4527-891e-b80061c1243a,b0f99696-25f4-4101-bd9d-199a066e977a,c5,c3,3360,?,p2,
1769488388.2806668,CREATED,7cbf68f3-0f0e-4a28-bdfc-3131615f542a,8fa516b5-c661-4620-a46c-5f349b5d8b18,c5,c3,27,?,?,surb={'id': 'b998eb94-26ed-4e98-a8bb-3f1cb28d28b5', 'route': ['p3', 'e1', 'i3', 'x4', 'p2', 'c5']}
1769488388.4327824,RECEIVED,5c6d9aae-f04f-49d5-91ce-3cfce71d0f59,d0d90e29-de5a-4825-8d37-9bc1a29844cb,c1,c5,26,p2,?,surb={'id': '73d842bc-f92a-411c-83ed-936a3d5d931b', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769488388.6255336,RECEIVED,c9b1bfcc-2228-440e-8888-97c95fee91ff,b98a3bc0-995c-4562-88c0-3414826334c9,c1,c5,26,p2,?,surb={'id': 'f8d90074-eec6-4abf-bef0-a91bfcf1241a', 'route': ['p2', 'e3', 'i7', 'x8', 'p1', 'c1']}
1769488388.845283,RECEIVED,7c2ccad3-1bec-42b5-9d32-c1e0998e8721,d3fcf25d-db5a-4c4c-9e3f-8d751038dfca,c1,c5,27,p2,?,surb={'id': '2f7f4152-9719-422e-9f3e-8060318eba8e', 'route': ['p2', 'e6', 'i12', 'x3', 'p1', 'c1']}
1769488388.8634126,SENT,bf5996fe-b6e6-46b7-bfb4-a547044680fa,af580469-4bb9-4ff9-bde8-c49e552dbd7d,c5,c3,3372,?,p2,
1769488388.8634882,CREATED,00bca452-e92b-4a86-aaf6-38031dbca3b8,052c7971-2cd8-4a93-acd1-45421bb308b5,c5,c3,27,?,?,surb={'id': '27d7d6e5-b570-4e00-b2fe-ef6cc7b4673f', 'route': ['p3', 'e6', 'i4', 'x2', 'p2', 'c5']}
1769488389.5854726,RECEIVED,f257b705-c860-4a0a-990e-d3b9b36a5745,8ecae094-b805-40b3-8af2-2be9055b6fb5,c1,c5,25,p2,?,surb={'id': '4f694d18-60de-43d8-81dd-a511e1544941', 'route': ['p2', 'e12', 'i10', 'x9', 'p1', 'c1']}
1769488389.96098,SENT,e4dc61ae-7d22-491f-bf13-be80cbb94455,45487a26-2fe8-4861-849b-0b50909ad332,c5,c3,3399,?,p2,
1769488389.961184,CREATED,39b4162a-1850-42bd-b3d0-d592953eb9ca,5f804761-9d9a-4d2e-828b-2d853292974e,c5,c3,27,?,?,surb={'id': 'ff8ab7cb-a362-412e-9400-ad54fcd26763', 'route': ['p3', 'e11', 'i12', 'x10', 'p2', 'c5']}
1769488389.9836533,SENT,312e63f6-4476-409f-acb6-04c09e502d5a,1a97a084-f53b-4126-bae2-37f7f7963213,c5,c3,3373,?,p2,
1769488389.9838004,CREATED,0c4729b1-bfd1-451b-891f-45b925716b66,707fb0d9-89ef-4304-8465-dffde9642efa,c5,c3,27,?,?,surb={'id': '14a56fa7-269b-4f5a-ab2a-1058b03ad34d', 'route': ['p3', 'e9', 'i12', 'x6', 'p2', 'c5']}
1769488390.5082352,SENT,49a72f32-1f27-4ede-b48b-000a33fa14df,c6d87a3b-00cb-4d62-9a2e-d6f02c3ef7d7,c5,c3,3383,?,p2,
1769488390.5083697,CREATED,0ff01468-f1d2-46b6-ac95-19d5ff1205a0,f0eb8614-463e-4f78-a7a6-908004b00697,c5,c3,27,?,?,surb={'id': '44a834ce-81ee-4c08-9941-f4d63ba03309', 'route': ['p3', 'e1', 'i8', 'x10', 'p2', 'c5']}
1769488390.7652779,SENT,aa269890-faaa-4205-a54a-c658bfc78837,4ce031be-b670-4f7d-88a5-54199939b545,c5,c3,3384,?,p2,
1769488390.765414,CREATED,9315065a-b329-411e-92f6-7d863df7b1f1,c6d15d0a-da6c-4c0f-bd80-3cc438f6473e,c5,c3,26,?,?,surb={'id': 'e8dac1c4-6b83-4a94-b6fa-f5ee3ddcc77b', 'route': ['p3', 'e6', 'i5', 'x8', 'p2', 'c5']}
1769488390.7964354,SENT,ecf8bbb5-4720-4e1a-8f16-8cf9e72d51fa,0410488c-a9c4-4d2e-904b-7a75c8293dfd,c5,c3,3389,?,p2,
1769488390.7965991,CREATED,499a2657-4021-4bda-a611-fb38d3692180,f5b62f0c-ee17-4549-ad3b-8d1ac664fb59,c5,c3,27,?,?,surb={'id': '4ab54dc6-97e6-4de9-834d-a0233a5477a0', 'route': ['p3', 'e11', 'i4', 'x4', 'p2', 'c5']}
