timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488602.967024,SENT,d5973cbf-c446-444f-9e3e-0c9185cc49fb,b48d7ccb-8784-4a2b-8c9f-fbe89a8b0715,c5,c3,3379,?,p2,
1769488602.9672182,CREATED,717ae87f-4fc5-4214-b304-462ecf831510,d5a64378-e1b0-4b53-bafa-4e68d459c188,c5,c3,27,?,?,surb={'id': '4578b74e-3e90-4c47-903f-00dd97779aee', 'route': ['p3', 'e9', 'i9', 'x11', 'p2', 'c5']}
1769488603.3199136,SENT,2cd319ef-e233-4d44-a1b1-32abfc315f5a,44a576b1-2a7c-419f-84aa-4e09ed959948,c5,c3,3396,?,p2,
1769488603.3200145,CREATED,4cdc8de3-0a48-4d55-be23-baddf380af3d,a3eeaf6e-7332-499d-8272-1830c01a7770,c5,c3,26,?,?,surb={'id': '6fe5c74e-c591-41bb-b89c-9644117de89c', 'route': ['p3', 'e2', 'i12', 'x8', 'p2', 'c5']}
1769488603.457582,SENT,d19c92e4-8f0a-45a5-ba8c-b78ada44f5b9,3fd3c944-6a49-46e3-a00e-0ec4035c1347,c5,c3,3388,?,p2,
1769488603.4576926,CREATED,68c61313-bb37-4456-affd-0f3915b2ef70,8f1a7632-0ffc-4e68-bda5-a3aee0e2e8c8,c5,c3,27,?,?,surb={'id': '15cc77f0-f490-48e8-a04d-b136f0c63f42', 'route': ['p3', 'e1', 'i4', 'x11', 'p2', 'c5']}
1769488603.5010436,RECEIVED,059a0d22-8e03-4c73-a5c6-58f94796578e,f42fa9c9-6f10-4e9b-a838-1474b5a0aa6e,c1,c5,27,p2,?,surb={'id': '9a317ac3-5b9b-4c18-a60a-4e56cf9f579c', 'route': ['p2', 'e10', 'i1', 'x7', 'p1', 'c1']}
1769488603.8472257,RECEIVED,02829095-0552-4ad5-812b-ea3b25ea5d10,687e0e6a-8dd3-4cd4-8721-ea9e26f4ea5a,c1,c5,26,p2,?,surb={'id': 'f757c1e0-ff4e-4ae0-9d36-76dabe1ef7fd', 'route': ['p2', 'e3', 'i5', 'x8', 'p1', 'c1']}
1769488604.1405327,SENT,9c2c0cc6-dac1-4275-a895-919e915f8dd9,63728463-0554-4dd8-9f65-7c5908210ceb,c5,c3,3383,?,p2,
1769488604.1406293,CREATED,50c789f4-0eb5-4756-aeea-78f9d0178eba,4cb45a53-918e-40b7-be12-e78965a42eb1,c5,c3,27,?,?,surb={'id': '3f4a5f18-6f4d-4823-add5-73f0e55ec216', 'route': ['p3', 'e8', 'i2', 'x12', 'p2', 'c5']}
1769488604.1659732,SENT,083c3119-02c1-4a62-ae4b-f7932a1510fc,9cfa465f-bf84-4e0c-9e04-74c07787c30b,c5,c3,3395,?,p2,
1769488604.1660898,CREATED,62fe4ae8-18ed-4a74-8a74-9af6f691d62d,728a5773-3658-40b8-9ff6-5b625f07fc22,c5,c3,27,?,?,surb={'id': '86c10d1c-b9d6-4bde-9e56-be4788c3b571', 'route': ['p3', 'e11', 'i10', 'x11', 'p2', 'c5']}
1769488604.1861176,RECEIVED,f5d9da3d-4ee8-4d00-b8b0-f83a004819e0,35f6c793-fb02-4702-9fcb-16dd8a5373a1,c1,c5,27,p2,?,surb={'id': '920a447a-d037-4a0f-9dc7-26f168faa8db', 'route': ['p2', 'e7', 'i8', 'x1', 'p1', 'c1']}
1769488604.1987586,SENT,93ae38c1-f956-435a-aeea-96de89864c41,55c5150f-4699-4745-a88f-2e7577dfe324,c5,c3,3399,?,p2,
1769488604.1988564,CREATED,fa39f165-eab6-48b5-a14d-d3ed738d501f,152b8005-9575-49fe-863f-be6f1053fe5a,c5,c3,27,?,?,surb={'id': 'f5257e62-5da5-48cd-8d0b-c1e7818c53fe', 'route': ['p3', 'e8', 'i9', 'x11', 'p2', 'c5']}
1769488604.402145,RECEIVED,6a8e3700-7884-4e3f-9c37-adad21814ca6,5f295739-750f-4712-9c4b-aec205142496,c1,c5,26,p2,?,surb={'id': 'd9202a18-2afd-4979-a3a7-d542cdfed11b', 'route': ['p2', 'e8', 'i11', 'x6', 'p1', 'c1']}
1769488604.4877365,RECEIVED,4d0a1234-9041-4e73-817c-03792d8e2431,3fa4facd-b0ae-4876-9767-4ac8fea46e43,c1,c5,27,p2,?,surb={'id': 'a9bf447e-0d98-49b5-a263-82e5b38266ca', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769488604.5108776,RECEIVED,3d1dc42a-8033-415e-b2e3-227f0723a32d,62cc118b-e710-42cb-90de-78e21a257651,c1,c5,27,p2,?,surb={'id': 'cb09479b-d117-4386-bf40-b018c880ee95', 'route': ['p2', 'e5', 'i7', 'x9', 'p1', 'c1']}
1769488604.5671232,RECEIVED,f8932736-c181-413a-8737-bfa099916946,980104cb-ce7e-4c75-9537-ced04157b4f8,c1,c5,27,p2,?,surb={'id': 'd14bd36e-c783-45af-a5a1-27d9921e5569', 'route': ['p2', 'e3', 'i7', 'x2', 'p1', 'c1']}
1769488604.961803,SENT,f1265a61-1dab-440f-8c6f-d3b00fd52666,831ef5d7-32b5-4b64-b84d-da0bedb2f344,c5,c3,3391,?,p2,
1769488604.9619248,CREATED,f4d43fba-5f8b-446d-9139-af70a884d0a9,da15ddfa-761e-462d-b9ee-f03d4b3ed4a1,c5,c3,27,?,?,surb={'id': '87a87661-d5ab-4524-8f52-ec09a367385e', 'route': ['p3', 'e12', 'i11', 'x6', 'p2', 'c5']}
1769488605.0321958,RECEIVED,ec6c1fb4-17c9-4191-b3c6-eda58c071208,d8eb828c-25f1-491a-bf6a-eb347a9f503f,c1,c5,27,p2,?,surb={'id': '244e8f78-a111-43b7-9950-d31c67ab2545', 'route': ['p2', 'e4', 'i12', 'x8', 'p1', 'c1']}
1769488605.3766763,SENT,c90a80ed-99ab-4961-ac3c-276005f65576,33a9589d-3e3a-409e-b718-e486052d0723,c5,c3,3369,?,p2,
1769488605.376771,CREATED,5bf6311e-9933-43bd-a597-b686a7f09b59,8e0fa488-debe-4909-ad4e-a74c5092489e,c5,c3,27,?,?,surb={'id': 'a9209745-d18a-4cbf-97d1-cc890cbce449', 'route': ['p3', 'e7', 'i2', 'x7', 'p2', 'c5']}
1769488605.381487,RECEIVED,49cd0d53-0312-451f-9fbf-a0d757dc9364,4511b0bc-1159-4376-a9df-aa66435d3976,c1,c5,26,p2,?,surb={'id': '863c0e1c-dd96-4931-8b23-15627e7e3f17', 'route': ['p2', 'e12', 'i1', 'x7', 'p1', 'c1']}
1769488605.4282377,RECEIVED,66be157b-833a-493e-9dd0-f26a85d053fe,8fa7c988-28bd-4cb0-aa6f-cde19d7ff28b,c1,c5,26,p2,?,surb={'id': 'e0273e1c-a704-4d0f-a9d9-cc352c4f3031', 'route': ['p2', 'e2', 'i10', 'x3', 'p1', 'c1']}
1769488605.6589034,SENT,e7c7edd9-45f2-48be-8bfb-0971d4fc1679,d5c977f9-8c39-44cb-b9b7-64f4d50119a7,c5,c3,3376,?,p2,
1769488605.6589944,CREATED,656a895c-da02-4508-bbd0-4385627d4de8,0b39a7a0-2c4a-4911-a9b9-4694fbf18fd4,c5,c3,26,?,?,surb={'id': '24b90045-2be7-4648-b233-5785b1b20ba6', 'route': ['p3', 'e11', 'i2', 'x6', 'p2', 'c5']}
1769488606.0729122,SENT,9be65fe5-e218-4166-a08a-e2fceaed1d42,d46e9b53-5170-473e-9584-b5f6296b6cf3,c5,c3,3375,?,p2,
1769488606.0730426,CREATED,3d7a4c67-c425-4b76-8522-8e48c57c0c27,a66660a4-5723-46a6-9af8-f37d4957e5b9,c5,c3,27,?,?,surb={'id': 'f7120f3c-7340-40af-bf4a-1dac0383e9cb', 'route': ['p3', 'e1', 'i7', 'x2', 'p2', 'c5']}
1769488606.1068056,SENT,9291cae7-b762-4b27-81d9-eb2f6e3a8f5f,238c13bc-7d89-482f-9806-6d19da4bbacc,c5,c3,3388,?,p2,
1769488606.1069345,CREATED,5206f929-b0f1-4564-9319-2a1cf8c6c2b8,fd96d3a0-0699-45a7-aa22-e057a47af294,c5,c3,27,?,?,surb={'id': '9fb13233-7a5f-418c-b40c-5d0b65da0322', 'route': ['p3', 'e2', 'i1', 'x1', 'p2', 'c5']}
1769488606.1616445,SENT,34648abf-1f83-4061-899c-ac6449298966,aecd8ba1-a243-46ad-a06b-c30252f7f5e7,c5,c3,3359,?,p2,
1769488606.1617808,CREATED,b2b96dce-a6d7-4526-9dc9-d8d9db7a10a0,6ddc8782-1527-482c-b884-61ffd88b2793,c5,c3,27,?,?,surb={'id': '56358c39-974b-4abb-902e-65f42d0076ee', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769488606.29041,SENT,5992dabd-7378-4f3a-9fa4-f87c19a52bc2,da19c45b-9e0d-48e4-bd6a-b685adba66b9,c5,c3,3375,?,p2,
1769488606.2904775,CREATED,87b7f7d7-4c0f-4404-a1cb-07f90bd8bd50,e74fa01c-79b7-4774-9c60-b8792f0c1d48,c5,c3,26,?,?,surb={'id': '66652ffd-2170-441e-8482-ca5b54fb5893', 'route': ['p3', 'e11', 'i4', 'x2', 'p2', 'c5']}
1769488606.398745,RECEIVED,40a5a391-f33b-4da8-8645-0588036bf7e3,1aee3cbc-964c-4976-b890-bb69658d1222,c1,c5,27,p2,?,surb={'id': '37c3f2b2-c866-4997-b772-22eaf7d12d36', 'route': ['p2', 'e11', 'i12', 'x11', 'p1', 'c1']}
1769488606.4925182,SENT,bbb1e271-1a7a-4418-98f8-a3176265b4ea,7efb761e-dacb-453c-90b4-58cad0f2db74,c5,c3,3384,?,p2,
1769488606.4925978,CREATED,c396cb90-d3b6-4b92-8420-e75c22b8d702,1afd7782-58ef-4d79-951a-9d4090f0afa5,c5,c3,26,?,?,surb={'id': '9b9024e1-c24d-4530-ba08-6ca1a41ea703', 'route': ['p3', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769488606.6927662,RECEIVED,eea222c7-1c7f-4b40-a960-03fb06c54d51,69dd7fd0-99c4-4968-b8e4-e98ef8f2112a,c1,c5,27,p2,?,surb={'id': 'c4f10bcb-ff6a-42e5-ae83-7c8bf3219d46', 'route': ['p2', 'e12', 'i12', 'x3', 'p1', 'c1']}
1769488606.8525596,SENT,5e18427b-44bb-4b94-a25b-202e41982aeb,2ffe31e7-47ed-4ae8-a0c6-7e32ee5548b6,c5,c3,3380,?,p2,
1769488606.8526378,CREATED,a5e954b6-27db-4701-8019-a6914aad751a,f4d448fd-4fc5-4507-b666-2c0d48107f5b,c5,c3,27,?,?,surb={'id': 'a5c4799b-be67-448c-90ea-86752e38c249', 'route': ['p3', 'e3', 'i11', 'x3', 'p2', 'c5']}
1769488606.9977612,SENT,f74a6ac2-3548-46a2-ac1f-40af90c7a134,9a60c6e1-5213-4941-a51d-4785aa17206a,c5,c3,3392,?,p2,
1769488606.9978347,CREATED,78030c57-d89d-459b-82c1-3ca7000aeb76,7a238072-b0ae-4a73-9b09-58b6de80596d,c5,c3,27,?,?,surb={'id': '97e3132e-f63a-4da9-903e-780c25d09a6e', 'route': ['p3', 'e11', 'i9', 'x7', 'p2', 'c5']}
1769488607.3977995,SENT,cd8479f9-e887-4203-8acb-904a955c7fa6,23f6f0ad-ca8d-4e9e-b35c-68bc0828e10e,c5,c3,3380,?,p2,
1769488607.3979487,CREATED,6834d201-a84d-475b-b55e-2f365005bf1d,d4b3347f-e7db-4996-a23e-c2c5dbab58b0,c5,c3,26,?,?,surb={'id': '8d49d452-87e6-4b07-8db1-924f958e4f21', 'route': ['p3', 'e3', 'i2', 'x10', 'p2', 'c5']}
1769488607.5476272,RECEIVED,3df7b7b4-6ac3-48cc-b0c2-73f1e9a2f8e1,0fd78cec-97b6-48a0-b502-52b4484f0c10,c1,c5,27,p2,?,surb={'id': 'a22552fd-ee63-4533-b0b3-7390c7c3d054', 'route': ['p2', 'e9', 'i6', 'x10', 'p1', 'c1']}
1769488607.5816796,RECEIVED,a4dc660d-90e8-4c3f-9745-ee9074e651c4,00f9282c-4028-44a9-9f1d-575e9f031a51,c1,c5,27,p2,?,surb={'id': '32f2d923-bea5-439a-8f57-aad44d657e2f', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c1']}
1769488607.620266,SENT,2f40643d-a3fe-473d-aef3-ebf43eb6e8a3,c2a1ff33-861c-40e6-b9e8-5afabe1ba882,c5,c3,3361,?,p2,
1769488607.6203663,CREATED,31ced8dc-ae91-436c-b8ca-dc3a059bba07,13b16f03-907d-46dd-8ead-6f2c1fb092d9,c5,c3,27,?,?,surb={'id': 'cbc95585-dfc4-48f7-a109-132b71b0c732', 'route': ['p3', 'e6', 'i7', 'x4', 'p2', 'c5']}
1769488607.65177,SENT,13d43ff1-38a8-45c5-ba2d-4db7becb22a8,3b19f7aa-6422-4e6f-9c7e-02bf37233ea5,c5,c3,3358,?,p2,
1769488607.6518226,CREATED,5c7d09b1-be1a-41ad-8bb8-14f90f9032e8,d4838e61-3683-488b-b5a4-80e6ae337211,c5,c3,27,?,?,surb={'id': '97232e47-6839-4eb6-b323-ab232b33bf63', 'route': ['p3', 'e2', 'i9', 'x9', 'p2', 'c5']}
1769488607.6835954,SENT,122b5494-a2fd-4bf4-90e6-40712b60c713,3893de92-39e7-4371-9ec9-3563b754bcbe,c5,c3,3384,?,p2,
1769488607.6836483,CREATED,4ad96160-8ec4-46f8-a368-29961e78dc0e,f7f03671-d7be-4972-9d32-8c3da4690bd3,c5,c3,26,?,?,surb={'id': '3be7eab4-f47a-44b0-8511-03998f9f1088', 'route': ['p3', 'e3', 'i10', 'x6', 'p2', 'c5']}
1769488607.971422,RECEIVED,91fb9fe3-a95e-44f5-813f-4a3f916e9232,6f3b7819-a3fb-4a83-8243-39a2ef1da254,c1,c5,27,p2,?,surb={'id': 'e8d4491b-2c65-4926-b732-2df99fac6c71', 'route': ['p2', 'e2', 'i6', 'x5', 'p1', 'c1']}
1769488608.0339494,RECEIVED,259d24ce-777b-4fff-b9fd-65d3c502d7a5,6ffb0987-b8ec-4ca3-8a52-94d2d4adbd42,c1,c5,26,p2,?,surb={'id': 'b5ad42a7-a2ab-4848-9718-a14e969e898c', 'route': ['p2', 'e12', 'i4', 'x11', 'p1', 'c1']}
1769488608.0657303,SENT,727ee375-146d-4aad-93c0-cfc370ea4f6a,e13a204c-30e0-450e-8b98-2faa5c46568a,c5,c3,3364,?,p2,
1769488608.065882,CREATED,090ad156-d4b1-4e2a-b7a6-5bf7270d33da,27f58bf7-42ad-4b58-a9ca-c84bc85963ed,c5,c3,26,?,?,surb={'id': '4ecdda7b-62e7-4eab-9ebf-a657c597ee0c', 'route': ['p3', 'e6', 'i4', 'x7', 'p2', 'c5']}
1769488608.1163287,SENT,80a3bf5e-948b-49fd-bc1b-9bfc5201224d,ac55dcf8-74cd-46ce-88b0-35bc694729f5,c5,c3,3387,?,p2,
1769488608.1164343,CREATED,fce69ef0-ed26-4c0c-96f6-4a88dfe78b83,32b1008d-f825-4eec-894d-d25c69998720,c5,c3,27,?,?,surb={'id': 'a4270080-f53c-4567-b2a9-d80ef81f852d', 'route': ['p3', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769488608.1291254,RECEIVED,8ddd3a28-3f94-4126-9dbf-56c33375ee02,d49f6f8c-759e-4684-913d-2521789d2a6d,c1,c5,27,p2,?,surb={'id': '73bff273-916a-477c-aeea-a9c27aaef3d8', 'route': ['p2', 'e4', 'i12', 'x9', 'p1', 'c1']}
1769488608.6446972,SENT,083b6caf-2fe1-4a91-a3d1-a1b0114be91e,350bd425-bcec-4f8f-8780-5c48b15f547b,c5,c3,3380,?,p2,
1769488608.6448057,CREATED,1d27a8ca-6822-4d19-b737-43d4962b64b6,1573063f-6a22-4b6c-a149-3e08a9bb3e3c,c5,c3,26,?,?,surb={'id': '091a04a6-4637-4627-a29a-0f7253e9f1ae', 'route': ['p3', 'e3', 'i2', 'x5', 'p2', 'c5']}
1769488608.8456464,RECEIVED,66b9d0f0-f9cf-4839-bd8b-d6fc690fb934,28395beb-b34e-48a7-87b2-a2881a07ed1d,c1,c5,26,p2,?,surb={'id': 'a0eddd4c-bf74-4a32-91c3-49b85ee71ec2', 'route': ['p2', 'e8', 'i7', 'x4', 'p1', 'c1']}
1769488608.9058418,SENT,4275bbec-8cdf-4f86-9246-60142768d612,b9adf8e2-5ab5-4a6d-bba6-082122d5566b,c5,c3,3392,?,p2,
1769488608.9059618,CREATED,a317cdf1-8818-4b91-8839-8db5b261f065,fe6a7c40-cf0d-456f-a630-fee7fe2bfa53,c5,c3,27,?,?,surb={'id': 'cd691ce1-f7d5-4f94-8603-ce5914c832df', 'route': ['p3', 'e8', 'i5', 'x11', 'p2', 'c5']}
1769488609.4218311,RECEIVED,4518fd1e-bae8-4545-9a98-9d263e5d9b28,d42c3d30-140d-484a-b1d8-5245736b7fe9,c1,c5,26,p2,?,surb={'id': '94724e1a-7f37-45f3-b486-db77f60462c2', 'route': ['p2', 'e4', 'i10', 'x7', 'p1', 'c1']}
1769488609.4692335,SENT,a4c87b2e-089c-4bf7-b7ad-0fe2d697dab6,9e07851d-5595-44b9-9973-b8e53785b120,c5,c3,3360,?,p2,
1769488609.4693527,CREATED,1a886410-d20e-4d3e-825c-b0a540eb5ded,b4114351-e983-4b06-8234-c24c3fa5e124,c5,c3,27,?,?,surb={'id': '48770a49-bad9-419c-a21c-5cbd86a44bf4', 'route': ['p3', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769488609.792889,RECEIVED,d26cdd72-a683-4fd4-8d22-c5fe272ef7ea,127f25e7-a2fa-4075-9886-ab65b8a64ec7,c1,c5,27,p2,?,surb={'id': 'adf5971a-8bca-43c2-af5f-058ed9021ca8', 'route': ['p2', 'e7', 'i8', 'x12', 'p1', 'c1']}
1769488609.9521153,RECEIVED,5a1d726e-ace0-4d50-ab3b-ce99d476d367,a6671fae-ae85-401b-bd3a-d44a65339bdc,c1,c5,27,p2,?,surb={'id': 'bf7bc743-1b12-47aa-9fdf-410b3d055572', 'route': ['p2', 'e9', 'i1', 'x7', 'p1', 'c1']}
1769488610.3864713,SENT,52220038-77a5-42f2-b208-47ee1ea7809c,31fc5a1c-6349-4e21-b0f4-0c3ccb666f9d,c5,c3,3384,?,p2,
1769488610.3865342,CREATED,91c829be-026e-4f5f-a99f-5586a6386ff2,eed66cd9-48aa-4a57-8e66-35bb5b88f37c,c5,c3,27,?,?,surb={'id': '5060dd50-b04e-4f8d-8f95-218e84a88e9e', 'route': ['p3', 'e9', 'i9', 'x2', 'p2', 'c5']}
1769488610.3934612,RECEIVED,27609f1e-9eee-47db-8877-8b15dc576f24,cb6d2d34-1452-4d2e-9ecf-b33073c08a58,c1,c5,26,p2,?,surb={'id': 'b8a51b43-f20a-447b-9db3-97542798e65a', 'route': ['p2', 'e11', 'i6', 'x8', 'p1', 'c1']}
1769488610.5403998,RECEIVED,e1e29aaa-aaf1-403d-9640-39533e70bcdf,89455068-247d-4701-b04e-797bbc7c8c61,c1,c5,27,p2,?,surb={'id': '9136c3f6-06a3-4139-b35c-5183073749a8', 'route': ['p2', 'e5', 'i6', 'x5', 'p1', 'c1']}
1769488610.5792356,SENT,f6866875-9e63-4751-b367-c91ad3a8a840,4f1e208b-594d-47d4-b9c4-29c9d386458a,c5,c3,3369,?,p2,
1769488610.5793247,CREATED,cbd1a213-1cb6-4e80-b2c7-6d10d7762756,22fff605-bd9e-4f1e-bf02-53cccf7bab67,c5,c3,27,?,?,surb={'id': 'e005db2a-a909-42c2-aac3-ec27fa7c0f68', 'route': ['p3', 'e3', 'i2', 'x12', 'p2', 'c5']}
1769488610.606414,SENT,b317e5a4-071e-477a-a2eb-0ed6c08ca445,2faf0a5c-6abf-45d3-a1fc-d2aa442795f6,c5,c3,3371,?,p2,
1769488610.6065104,CREATED,79383830-ba21-4b24-8df2-1d9797f80a12,7cf2615a-3f3c-4fce-bcb5-4751e88f7a49,c5,c3,27,?,?,surb={'id': 'bf552d8b-95b7-4e0a-9e8c-247244d28d6f', 'route': ['p3', 'e12', 'i4', 'x9', 'p2', 'c5']}
1769488611.2841809,RECEIVED,4e2412bc-eb31-426f-993b-5f4d86f2976e,37abcf60-7ca9-48b3-99b8-9a775bb146ea,c1,c5,26,p2,?,surb={'id': '0d56d1e5-3a35-48b1-9e95-2ef7ec128320', 'route': ['p2', 'e10', 'i10', 'x5', 'p1', 'c1']}
1769488611.4838564,RECEIVED,ba6b67c5-7518-41c6-b98b-79fc8b29a6ca,42819c39-6de9-4b14-aed3-ea390500aec7,c1,c5,27,p2,?,surb={'id': '7140df86-e48b-401c-9538-6e3379da0fb5', 'route': ['p2', 'e7', 'i12', 'x1', 'p1', 'c1']}
1769488611.733342,RECEIVED,e97b8508-e4c1-431f-b542-effb039d5ea9,f86e9a0a-b512-489d-ab05-d2d025fd1932,c1,c5,27,p2,?,surb={'id': 'a63f40cb-ba2a-4313-a616-431fbae35e9d', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c1']}
1769488611.8196661,RECEIVED,29c5f7ea-7bf8-469b-a7e4-b53a0b0661da,7b8137ae-e57b-40fe-b0a3-b8be91bc519f,c1,c5,27,p2,?,surb={'id': '1c693a14-be27-473c-86b1-f2b4cf868d7e', 'route': ['p2', 'e12', 'i11', 'x5', 'p1', 'c1']}
1769488611.9075663,RECEIVED,b20d94a5-77c6-4325-93d8-59be98f7ca45,f2da80ae-e001-4194-905b-0a7e4fe97062,c1,c5,26,p2,?,surb={'id': 'a5fb89be-8e9d-43b7-8c79-c5362e72b1cc', 'route': ['p2', 'e6', 'i6', 'x10', 'p1', 'c1']}
1769488611.9216533,RECEIVED,32f43bd9-4bed-446c-817e-738e0cf23b91,23567616-074d-44c7-a2e4-4a0c9da9ee62,c1,c5,27,p2,?,surb={'id': 'ba97839f-f95b-4a03-a5f1-bec6842b5f91', 'route': ['p2', 'e10', 'i2', 'x9', 'p1', 'c1']}
1769488612.0745456,SENT,9dc60f6d-c166-42fb-be97-432dd783b101,dd57516b-cdaf-4650-9732-7874bd776b3a,c5,c3,3380,?,p2,
1769488612.0746453,CREATED,793278c2-f733-4e5a-b84a-d2ce8759b0ea,8757da6a-e726-49af-a30a-eb32af72f58a,c5,c3,27,?,?,surb={'id': '771b886d-b3a9-4482-bd45-c4ba88a92912', 'route': ['p3', 'e5', 'i5', 'x10', 'p2', 'c5']}
1769488612.1209807,RECEIVED,2d21fe1b-bf88-4e5b-98ff-a769c08698b9,51fb931b-8fd3-42e6-bacb-9a930b333a29,c1,c5,27,p2,?,surb={'id': '9e326a82-c7e7-4235-9ab4-8904aad2ff94', 'route': ['p2', 'e8', 'i3', 'x6', 'p1', 'c1']}
1769488612.25036,SENT,f2cb516c-1765-4bae-93ff-bc509f82ddb0,48c37e51-ff13-4531-8a3e-de72519cb633,c5,c3,3395,?,p2,
1769488612.2504606,CREATED,71265620-8e66-4fcb-a2fa-618447a77232,a40bb4e4-1947-474e-9914-7e5919f0d8b9,c5,c3,27,?,?,surb={'id': 'af8ec970-6dfd-4126-8c0c-5868dd8007e1', 'route': ['p3', 'e12', 'i11', 'x3', 'p2', 'c5']}
1769488612.3629463,RECEIVED,6d72d5c8-8ac8-4ccd-841e-8d3e4cf5ed37,305ac5d0-750a-4bc0-bd7c-978b8693aecb,c1,c5,27,p2,?,surb={'id': '037b06db-dec6-468d-ae6d-43133d1fb243', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c1']}
1769488612.4778426,SENT,daa071bb-6d8c-4401-a99f-e4a0f18b0821,2632fe7b-222b-48e4-b83e-ba26df604c26,c5,c3,3376,?,p2,
1769488612.4779031,CREATED,c5da8852-69e3-4366-b1cb-db245d8a3567,59c437d1-00c8-431b-904e-fc8f570560e4,c5,c3,27,?,?,surb={'id': 'b97c0051-abbf-4a8c-be33-ff7039866153', 'route': ['p3', 'e7', 'i9', 'x10', 'p2', 'c5']}
1769488612.5233939,RECEIVED,874f09af-1857-4060-a776-0e85fd10244d,626e2860-7b2d-4545-b28a-d2c1f520f16b,c1,c5,27,p2,?,surb={'id': '19728a84-615b-4d9d-a21f-6a3c88ad64c4', 'route': ['p2', 'e10', 'i4', 'x4', 'p1', 'c1']}
1769488613.1084301,SENT,9f783f39-6e25-43c2-936d-ca0d445146c0,3dfa555d-e16a-4bbc-89fc-8d1388e85cd5,c5,c3,3360,?,p2,
1769488613.108549,CREATED,e2c68992-d053-4bf2-9120-321279b7e689,ddc25fb5-59b3-4ae4-89b7-bf8c365167d0,c5,c3,27,?,?,surb={'id': '28d63931-b821-47e8-860f-4475314d22cb', 'route': ['p3', 'e8', 'i9', 'x2', 'p2', 'c5']}
1769488613.302015,RECEIVED,bdcf9c4b-b621-4f22-818b-0f11c726adef,a3974f94-16a2-425c-941c-dba6249e0f5b,c1,c5,27,p2,?,surb={'id': 'ab79d26b-f01e-4d1f-88d4-7124c4c1a41a', 'route': ['p2', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769488613.3537056,SENT,b653238f-23b2-40d7-8090-9483fa12fa1b,a743d6bb-5909-4d52-8826-3d6354c9d242,c5,c3,3367,?,p2,
1769488613.3538303,CREATED,3cbe5fba-b5d1-44ed-aa1b-334c7c95583c,5bf0b96a-1304-4ac9-8592-82d758897eca,c5,c3,27,?,?,surb={'id': '95ae7b52-29d0-4ce5-b69f-a772174700fb', 'route': ['p3', 'e8', 'i4', 'x3', 'p2', 'c5']}
1769488613.4033456,SENT,2fac4632-038b-49d1-9f8a-eeecc18c5f4b,fa32df9b-9162-456d-bac9-dc9db2440b2f,c5,c3,3391,?,p2,
1769488613.4034688,CREATED,b5c51834-ce00-4a7b-97a8-da6958b00c29,ccbd7b39-94b3-4c38-8358-c5bea6f686bc,c5,c3,27,?,?,surb={'id': '303e8a12-3134-401e-a419-af1459aff184', 'route': ['p3', 'e4', 'i11', 'x1', 'p2', 'c5']}
1769488613.473275,SENT,a8ce15db-7c25-4fec-a103-d5e035d37132,df7080d1-4ce7-4478-b09f-5322a4a69e9d,c5,c3,3361,?,p2,
1769488613.4733932,CREATED,10a818f2-8c97-48fe-83c8-49c9cb3a818b,0805f0aa-44fd-4af3-ac84-42ae89d7e9bc,c5,c3,27,?,?,surb={'id': '59242ad1-169f-40f5-b220-5b6a92fc71ff', 'route': ['p3', 'e1', 'i4', 'x3', 'p2', 'c5']}
1769488613.640576,SENT,c196ed3d-7a02-45ce-a063-ed4604869652,843f9337-2df2-4645-aaec-f4a15aa48f30,c5,c3,3392,?,p2,
1769488613.6407175,CREATED,06ead3f6-f94d-485f-abde-0515b8ced61e,b1eecbca-323c-4926-a499-2cd6531ca73c,c5,c3,27,?,?,surb={'id': '12628752-2742-4c42-8670-571f0c4cf6c3', 'route': ['p3', 'e3', 'i2', 'x7', 'p2', 'c5']}
1769488613.7765074,SENT,467396d2-dbc6-4d5d-86dc-e1182bd1e561,4bdd13da-c909-4508-925f-58def21a80d6,c5,c3,3355,?,p2,
1769488613.7766595,CREATED,75cc5aaa-2c5c-4b29-a228-2450e960f7be,a198e851-ccef-43fa-b20e-24e7ede25687,c5,c3,26,?,?,surb={'id': '5508a8ba-f721-4904-80c5-21997aa1dec7', 'route': ['p3', 'e8', 'i9', 'x6', 'p2', 'c5']}
1769488613.990612,RECEIVED,c0eab1ce-4a4e-485b-8fc9-38a531cc5896,7f6e2df3-239f-4110-81fc-9aa016a81e57,c1,c5,27,p2,?,surb={'id': 'b61bdbe4-3a88-4dc4-9467-db08a34eca6f', 'route': ['p2', 'e2', 'i5', 'x4', 'p1', 'c1']}
1769488614.5513828,SENT,4c43bf9f-50a8-401f-9b87-3067a77c1e80,d1b725e3-6e92-49ac-86e2-ab4acfb84923,c5,c3,3384,?,p2,
