timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769498542.5049698,RECEIVED,e819974b-b62d-486f-b75b-97470239b10b,87a051f7-cb84-479d-9ce0-efd58cf3e0f9,c2,c4,27,p1,?,surb={'id': 'cdefc830-a315-44ae-9a7d-9acf0d2f6aef', 'route': ['p1', 'e11', 'i12', 'x3', 'p2', 'c2']}
1769498542.8491092,SENT,1eec9c28-bbf0-42b5-b662-371ea6a5cea5,4bef237e-48ae-4e13-a182-9abd010c4e9a,c4,c1,3396,?,p1,
1769498542.8491824,CREATED,26d126c0-a5f8-4e0d-9115-18f5b027c084,8f021102-154f-4ece-a8f7-f02b71db2c8f,c4,c1,27,?,?,surb={'id': 'ae380cc6-8569-4f2a-9659-e9e3384644e7', 'route': ['p1', 'e5', 'i7', 'x10', 'p1', 'c4']}
1769498542.898843,SENT,dbe2caad-a831-48e5-8379-3436b680d8d2,63dfe0a5-16ff-4e6c-ae23-200f56771cbe,c4,c1,3377,?,p1,
1769498542.8989186,CREATED,37af422d-ce75-4ae6-a29b-bc857d37840a,1a24bf2f-c995-408c-abcd-eb7c70a38896,c4,c1,27,?,?,surb={'id': '6b920289-84e9-4af3-bf93-6f3902f548cd', 'route': ['p1', 'e9', 'i3', 'x9', 'p1', 'c4']}
1769498542.9230728,RECEIVED,5d54c278-027e-4589-a292-102b2d845f11,893f3a8b-79d1-4763-87bd-a980167e6025,c2,c4,26,p1,?,surb={'id': 'a0870133-61d7-4e9a-9218-002058965fc0', 'route': ['p1', 'e5', 'i10', 'x6', 'p2', 'c2']}
1769498543.0685055,RECEIVED,c004f526-37c1-43d0-9b68-2879d6b91d3d,a5873d2a-a123-4dd5-b0ea-45e3a0422f39,c3,c4,27,p1,?,surb={'id': 'f4edb223-98bd-4bf5-864a-9d9bf2ed8870', 'route': ['p1', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769498543.1076703,RECEIVED,8f2037e5-12d3-4965-bd98-b41f3e564930,e85cd25b-1d08-44dd-b1c1-f7567d7bb6e8,c2,c4,27,p1,?,surb={'id': '41c05c7c-7415-4441-a601-a7ceb679dc39', 'route': ['p1', 'e8', 'i2', 'x11', 'p2', 'c2']}
1769498543.198646,RECEIVED,ac211822-e46f-43ec-8c2e-c35972bf4377,a2f607a6-d6bc-4b81-a888-b892b4bcd390,c2,c4,26,p1,?,surb={'id': 'd582152c-b7dc-4011-bdb6-43126048ea4a', 'route': ['p1', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769498543.2214668,RECEIVED,74ec62b9-1a23-4dab-b6de-1acce4042306,7a3a3065-7402-4650-8381-bb6bfa950e2d,c2,c4,27,p1,?,surb={'id': '276123f9-7bda-48b3-be73-c35e83b0f967', 'route': ['p1', 'e6', 'i6', 'x12', 'p2', 'c2']}
1769498543.6067998,SENT,b4ea49d6-0113-45b8-90da-3f4b0867858a,d769b57e-2dde-4e3c-9d67-75d026aae375,c4,c1,3355,?,p1,
1769498543.6069756,CREATED,33d7b285-b784-405a-8a2d-6f880e4b2bf3,35501876-b99c-486f-b6e2-bddf41a1bc5e,c4,c1,26,?,?,surb={'id': '30f82a0b-29e3-428e-bba7-c9fe47ffc300', 'route': ['p1', 'e2', 'i7', 'x1', 'p1', 'c4']}
1769498543.8252754,SENT,1ea04e4a-a383-4a8c-8941-5418126d362c,c9d15625-17f0-4d55-afcb-0b7e51e07948,c4,c1,3391,?,p1,
1769498543.825429,CREATED,6ebf8f2c-2a26-43b2-9f59-e2e7f1168aa3,b514c2b5-567c-43db-a06c-300f569e3f88,c4,c1,27,?,?,surb={'id': '15824d72-3803-40b2-94e9-057a1d0d6548', 'route': ['p1', 'e8', 'i3', 'x11', 'p1', 'c4']}
1769498543.9971397,RECEIVED,08ee4549-5cd1-4b2f-a142-0e402134701e,2bed22e4-4c87-4bc9-8e30-15539cace25b,c3,c4,27,p1,?,surb={'id': '7955ef88-739d-4094-b6d2-a6027511bb1a', 'route': ['p1', 'e4', 'i9', 'x3', 'p3', 'c3']}
1769498544.0816681,SENT,5f7f117f-98c1-44c2-b43c-8b0bc2c6fd98,a36b1d69-06ea-4a05-a22f-e0dfb6b04cf0,c4,c1,3398,?,p1,
1769498544.081813,CREATED,ff23d1c9-95ba-4644-8dd3-d67e7dd42db3,46cf253e-4885-4589-a33b-cf64d39846c8,c4,c1,27,?,?,surb={'id': '8370f155-aedb-43ed-b264-aed79ae43003', 'route': ['p1', 'e10', 'i12', 'x12', 'p1', 'c4']}
1769498544.0844195,RECEIVED,6eae9e51-4c7f-471d-8fb0-660f40548606,c0fedc4a-d915-4cdd-990b-84ad088dd0f8,c3,c4,27,p1,?,surb={'id': '1da1a2b3-13f2-4890-adc8-a680bc5eba0c', 'route': ['p1', 'e10', 'i10', 'x9', 'p3', 'c3']}
1769498544.152159,RECEIVED,0f7485b5-e9c9-453f-9426-d8e51345ce89,a55e4499-caf2-4abb-9a39-25e806f11307,c2,c4,26,p1,?,surb={'id': '91627e16-360d-4184-a0c3-073499de264f', 'route': ['p1', 'e4', 'i12', 'x8', 'p2', 'c2']}
1769498544.3999119,SENT,28e714d7-88ae-442a-9657-33538c224f59,aea3df05-0c3c-4a4a-a114-41cfae84063d,c4,c1,3385,?,p1,
1769498544.4000416,CREATED,9f78bca6-9201-4497-8f06-f28c1879c045,430107f3-4abd-4482-b768-d2e7cb9ee7d0,c4,c1,27,?,?,surb={'id': '91d1dfd5-50e7-42ec-8ac4-ecef6ccb8198', 'route': ['p1', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769498544.4183862,RECEIVED,f6dc4885-4d4a-4f39-b8ca-432ea8f5cf7f,ea11a9db-0e38-422e-9dc5-48d27d74147e,c3,c4,26,p1,?,surb={'id': 'e71b37b2-1545-40e2-af28-84f6178db8b2', 'route': ['p1', 'e11', 'i7', 'x12', 'p3', 'c3']}
1769498544.4571543,RECEIVED,9495da46-90c2-4390-96fc-282c1939eaaa,70b8be84-c89d-48e7-9eda-2fc6e6ad0e0f,c3,c4,26,p1,?,surb={'id': '804ed352-de21-4251-98b9-4b453f96e530', 'route': ['p1', 'e12', 'i6', 'x10', 'p3', 'c3']}
1769498544.5244882,RECEIVED,a981e6ce-454f-48ab-9c41-087a7774d54b,4c4c0d96-5e4c-4967-81c3-81d8ffcbeba1,c3,c4,27,p1,?,surb={'id': 'ffb13ae0-8104-4c72-be12-00b8e3a98ed1', 'route': ['p1', 'e6', 'i4', 'x6', 'p3', 'c3']}
1769498544.5859954,SENT,ed4b1d3b-0c73-4f6d-893a-89db759a0471,8ba794fa-43b4-4abe-9fbf-a47bb96bcc7d,c4,c1,3382,?,p1,
1769498544.5860784,CREATED,e33815a5-8dc7-46c2-b79a-8abd2b652736,a29944fc-6745-428d-b0b1-0ec7bbdb2abe,c4,c1,27,?,?,surb={'id': 'e228d1d7-d3ae-413e-ad23-81d00db200d5', 'route': ['p1', 'e5', 'i2', 'x2', 'p1', 'c4']}
1769498544.9256918,RECEIVED,d648937c-9231-4bff-a80f-bd62b13a579a,d8b3fc45-a858-42b8-b819-5ff0e727c183,c2,c4,27,p1,?,surb={'id': 'ccb01af0-902b-487f-b3a5-24bccc1d386b', 'route': ['p1', 'e7', 'i10', 'x11', 'p2', 'c2']}
1769498544.9823983,RECEIVED,871169cb-5df6-47a3-bf2f-2f338a1ad89c,9433d78a-a508-429a-868b-388086a53c35,c3,c4,26,p1,?,surb={'id': '2aca369f-3358-48b2-a6c4-85ebf78aaab3', 'route': ['p1', 'e6', 'i6', 'x6', 'p3', 'c3']}
1769498545.281696,RECEIVED,5c680e1d-1d2e-4530-893a-b4fb5d1ec778,1f4ee682-3a4b-401c-882d-ac4fa8545adc,c3,c4,26,p1,?,surb={'id': '171ae2a2-32af-4a20-82da-91962edcf28b', 'route': ['p1', 'e12', 'i9', 'x10', 'p3', 'c3']}
1769498545.2937293,SENT,dcb80a81-712c-4a1e-9521-f2f5bc4f5898,8338aa33-9cdb-44e4-bbf4-4f8168a8ba97,c4,c1,3359,?,p1,
1769498545.2938566,CREATED,8770dad1-d263-43db-87ad-a6137eef8e9c,dc1c95e2-2db5-4a34-8246-3be383b5bdfa,c4,c1,27,?,?,surb={'id': '3d5e36ed-b7de-4ff9-a34b-6f1969a3c405', 'route': ['p1', 'e6', 'i9', 'x3', 'p1', 'c4']}
1769498545.2953067,RECEIVED,0745278b-a971-4d99-96c4-44115c18977b,702ecae0-8011-49cd-939c-59670cd84a05,c2,c4,27,p1,?,surb={'id': 'd5427a42-27db-42ad-b131-773a036d5dd7', 'route': ['p1', 'e4', 'i12', 'x1', 'p2', 'c2']}
1769498545.3968453,RECEIVED,1fd978fb-e153-4470-a28f-fe639cb5b6c6,c486da90-0ba2-4207-81e9-c5bee74b03df,c2,c4,26,p1,?,surb={'id': '9b2b60fa-ef67-45bb-8ec6-472a252589c9', 'route': ['p1', 'e10', 'i12', 'x5', 'p2', 'c2']}
1769498545.41459,RECEIVED,d2bf0e86-b209-4f17-98e8-5fe94d7afb92,70d6b19a-12b9-4300-947f-fcff5092b484,c3,c4,27,p1,?,surb={'id': 'b6347d5f-98d4-4097-b68a-7413025176bf', 'route': ['p1', 'e7', 'i4', 'x1', 'p3', 'c3']}
1769498545.6524925,RECEIVED,a3aaf383-c4da-46d5-bccd-54e76bad5984,074a9f20-ab66-418e-8793-b41baaf198ad,c3,c4,26,p1,?,surb={'id': 'f19390e1-c8a1-43d9-b2c4-d8702ce46ace', 'route': ['p1', 'e5', 'i5', 'x12', 'p3', 'c3']}
1769498545.8333118,RECEIVED,73b2cf9d-88f0-41f8-b2db-ba7669354e47,af952d6c-4d24-4284-b785-811f54bb89fb,c3,c4,27,p1,?,surb={'id': '3cbc3730-9569-4361-b201-6c0094f3708d', 'route': ['p1', 'e10', 'i7', 'x4', 'p3', 'c3']}
1769498545.9604685,RECEIVED,8395dc1d-d150-4da8-9be2-9a2c8c41a783,d144c9e5-73a6-4106-ba87-413637ef1c8c,c2,c4,26,p1,?,surb={'id': '7d87afe4-e9db-4fe9-8d34-8d782702500a', 'route': ['p1', 'e7', 'i6', 'x7', 'p2', 'c2']}
1769498546.1509945,RECEIVED,151586bc-60be-4c68-8f72-3a58134922a1,8d191214-5cac-442c-b2ea-c979e2cc332d,c3,c4,27,p1,?,surb={'id': 'adfc6167-5009-4fca-ba53-65f2cb8b2730', 'route': ['p1', 'e9', 'i6', 'x8', 'p3', 'c3']}
1769498546.2439127,SENT,e08418a3-a99d-4568-8fcf-e1658b890bda,c072d747-3595-4f3c-a345-ee9dc3fcd405,c4,c1,3388,?,p1,
1769498546.2440825,CREATED,2b59c0d1-e09a-4e8e-9da7-d4049a81c35f,d3eff175-8bad-4a6e-969f-f25a35aa7571,c4,c1,25,?,?,surb={'id': '4246b690-b02e-4326-b427-d6c5c8718bf5', 'route': ['p1', 'e5', 'i3', 'x3', 'p1', 'c4']}
1769498546.3074818,SENT,afe6128d-3b57-4389-9f11-1c983eeb05a1,d7a9721b-af84-460c-b8fe-c9b50fbfc282,c4,c1,3380,?,p1,
1769498546.3076348,CREATED,81a2fb1b-f826-41b0-bddf-49a3f18248e1,7f2dedb5-22b6-4221-8e39-3651dc123d1e,c4,c1,26,?,?,surb={'id': 'bce1cfd2-6056-46d5-a435-0cfca2d81863', 'route': ['p1', 'e12', 'i10', 'x2', 'p1', 'c4']}
1769498546.644632,RECEIVED,4f12f1f3-23cc-4724-aa7c-5af678177050,08c8c4ad-d819-43dc-b884-33dd3e01be0d,c2,c4,27,p1,?,surb={'id': 'e38de576-c251-44f9-8e19-a59566cb5857', 'route': ['p1', 'e10', 'i6', 'x10', 'p2', 'c2']}
1769498546.6524737,RECEIVED,6459b5b5-5b0e-4d03-9ca6-e76bf19dd49d,ad672b67-064a-4392-8a4b-3f0cd1778826,c2,c4,26,p1,?,surb={'id': 'dbd679e9-1c3a-418f-9f0a-0f6ffdcfe3be', 'route': ['p1', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769498546.656026,SENT,dc691b39-f645-4533-94db-f828acbbfe85,fa3f6633-9fcf-44ab-9b4b-54d019a6f05e,c4,c1,3379,?,p1,
1769498546.6562107,CREATED,4b301250-0ab7-4167-b206-cb682c17ab3f,4954393c-acf2-4f59-b2fc-031aa9c7dd50,c4,c1,26,?,?,surb={'id': 'd0c9656a-eaee-4f3c-a64f-1e252023dfc6', 'route': ['p1', 'e5', 'i7', 'x2', 'p1', 'c4']}
1769498546.6805277,RECEIVED,ab5090d5-498b-404e-ba1c-5923a7b99f7a,66309a04-eeb6-4552-a687-9942321f6b8c,c3,c4,26,p1,?,surb={'id': 'b427188c-783d-40a7-ae68-a2bae3356cbd', 'route': ['p1', 'e3', 'i9', 'x11', 'p3', 'c3']}
1769498546.9308867,RECEIVED,d40747af-b691-44d0-b6b6-c0e535a83542,8c011e1b-ee9c-4755-8a81-706e689ce639,c2,c4,27,p1,?,surb={'id': '443ebb4a-21ff-4dea-a42b-2d0865141fa3', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769498547.2058725,RECEIVED,848bf52a-6b31-4d8d-b9ca-c3f57dd7e5ab,849e2b7b-28e1-4686-8729-7117fa2dfa05,c3,c4,26,p1,?,surb={'id': 'db6a2fde-935d-426b-8018-88eb2ef35e8e', 'route': ['p1', 'e9', 'i6', 'x7', 'p3', 'c3']}
1769498547.247263,SENT,69ba130f-c48f-45d7-b5b4-59a17ae15f9b,22ad060c-860e-463e-9e5f-aa8c7b4fb2f2,c4,c1,3379,?,p1,
1769498547.2474027,CREATED,576ee6b3-6f44-4e48-b9b5-404b7a011a32,914238de-aacc-4e32-a477-c9aaf956419e,c4,c1,26,?,?,surb={'id': 'def5967e-2007-43b3-b287-30d558f88ef5', 'route': ['p1', 'e4', 'i7', 'x2', 'p1', 'c4']}
1769498547.2550354,RECEIVED,251398c8-1e95-47fe-ae2d-d22c73a43b6c,4567ffcf-7cae-41a9-a94b-3657f13028ab,c3,c4,27,p1,?,surb={'id': 'cf789517-f3f9-4637-866a-09f70586cb72', 'route': ['p1', 'e6', 'i12', 'x4', 'p3', 'c3']}
1769498547.307328,SENT,69e87c57-1564-41e8-b131-c9d9099ae41d,0977b50a-74bd-4f29-8663-272f7ca20119,c4,c1,3363,?,p1,
1769498547.307434,CREATED,d68a26ed-d27e-4564-b9af-f0de873945cb,9ef16f6b-5ca5-43a6-ab75-99c14516c420,c4,c1,26,?,?,surb={'id': 'c377d961-226e-455b-b49d-2c75d05d866f', 'route': ['p1', 'e5', 'i8', 'x8', 'p1', 'c4']}
1769498547.7653708,RECEIVED,aa58086f-5475-407f-acec-8537604ca041,cd48b499-a450-469a-8fdf-9baa0155ebc9,c2,c4,27,p1,?,surb={'id': '7c0803b7-422e-4922-8ed5-12ea17fd59d6', 'route': ['p1', 'e2', 'i7', 'x4', 'p2', 'c2']}
1769498547.7691617,SENT,5a8cd492-4897-4b3e-9c75-082ac2a278c4,14f302b9-c60c-40f5-8913-8dbead7138f1,c4,c1,3389,?,p1,
1769498547.7692964,CREATED,ff64f4d5-86a0-49d0-bf07-d58d25b2a34e,4698be38-03d4-406a-9e06-a8f3b8ef8ab0,c4,c1,27,?,?,surb={'id': 'be1ed0d5-bf44-47f0-aa85-5e2a1d08d48c', 'route': ['p1', 'e7', 'i12', 'x3', 'p1', 'c4']}
1769498547.93862,RECEIVED,548ccd94-5371-4769-b3a0-381d57a804cf,7c8e1dc7-890d-4b0f-816c-fa2fcd2c635f,c3,c4,26,p1,?,surb={'id': '35b26436-078a-41cc-a721-cd58f94b8af6', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769498547.9956217,SENT,8596855d-65da-42fb-bef0-b3a4de0fa445,4b68b2bf-b55c-471e-8932-8c37afc11767,c4,c1,3359,?,p1,
1769498547.9957426,CREATED,8b204280-fb73-4a35-b47b-41fce9d7fd03,041bb17f-1e51-4354-9449-86e12fa6c231,c4,c1,27,?,?,surb={'id': 'e4a07a45-1a84-4989-a343-42e28f50f2bd', 'route': ['p1', 'e5', 'i2', 'x3', 'p1', 'c4']}
1769498548.081669,SENT,397e6b58-c918-48e0-b9f5-5146e526695d,b07a6438-dcf2-4be3-9125-786e898d79d9,c4,c1,3380,?,p1,
1769498548.081754,CREATED,84f4f8da-9f3a-47c3-a67b-6cf34b74dbe3,e31cd399-3354-4480-a62b-c02abbd382d7,c4,c1,27,?,?,surb={'id': '1022a536-4a9c-4d73-ac79-8a9020862576', 'route': ['p1', 'e5', 'i12', 'x4', 'p1', 'c4']}
1769498548.175832,RECEIVED,7fc20040-509b-49f9-8ab6-4cca4d02e6f7,436b44b1-301f-4ea0-895b-cb09fc63a157,c2,c4,27,p1,?,surb={'id': '9caf6b4c-c774-40d9-b0d5-f1b21edd8608', 'route': ['p1', 'e5', 'i2', 'x12', 'p2', 'c2']}
1769498548.2045202,SENT,250a4a51-ab91-460d-b59d-8cdeb14db55d,aba61556-5ac5-42b1-85fa-3411553ab9b5,c4,c1,3396,?,p1,
1769498548.2046056,CREATED,b349d03e-1959-4dbf-9aa2-e0ce2a2fb464,2029b0c6-3e0a-4ae0-9164-66c651642346,c4,c1,27,?,?,surb={'id': 'c8ac4fc1-7039-4f00-afab-2186eaa5e754', 'route': ['p1', 'e10', 'i7', 'x10', 'p1', 'c4']}
1769498548.330219,RECEIVED,065ab8fd-38be-4ea9-a4e7-99e6bff42cd6,b0640a71-1032-453f-b27c-9354a63f1808,c3,c4,27,p1,?,surb={'id': '491e715b-0495-4d14-89e8-08e26fdd4dbe', 'route': ['p1', 'e7', 'i4', 'x1', 'p3', 'c3']}
1769498548.348832,RECEIVED,be39a6db-1925-4820-b88a-3177b7e9bb24,a731f08a-4257-43ae-9477-7c2e5bd99aae,c2,c4,27,p1,?,surb={'id': '7f9fce89-fe71-44bc-b3f9-d9e67f3e9a78', 'route': ['p1', 'e12', 'i4', 'x4', 'p2', 'c2']}
1769498548.5785353,RECEIVED,78164200-d0d4-4da2-8a80-862c0d88ba80,30adcdf3-4db5-409d-8e4d-3f95146487a2,c2,c4,25,p1,?,surb={'id': '8223d5b5-01cb-42c9-9bd6-7830b0e79947', 'route': ['p1', 'e9', 'i10', 'x2', 'p2', 'c2']}
1769498548.596913,RECEIVED,f71dfef7-250f-444a-8a9c-a3a2ca44b2b2,1bc1d6ec-188f-4bf7-90bb-9ed4d6df55c9,c3,c4,26,p1,?,surb={'id': '47a4a0cb-e568-4af4-a777-d15250e67069', 'route': ['p1', 'e6', 'i11', 'x12', 'p3', 'c3']}
1769498548.6079094,SENT,e037d047-4701-4c87-941d-b1163a6923b0,4aba1096-2873-46be-8ea4-d24a4ba625e5,c4,c1,3383,?,p1,
1769498548.6080184,CREATED,660ef39e-f743-4649-99aa-028311019147,d0edcf12-26b7-495c-a9f9-18682f0101fc,c4,c1,27,?,?,surb={'id': '4416577d-b50c-408f-9f9b-c7983a0fd78b', 'route': ['p1', 'e9', 'i4', 'x11', 'p1', 'c4']}
1769498548.8085964,SENT,10c47470-c560-4d8d-8836-3f26fbbd9ce5,35661d2e-b890-4901-9024-232c0007ff59,c4,c1,3374,?,p1,
1769498548.8087447,CREATED,12f293bb-abdd-47e4-8b0e-209bf9f883b2,aa6bc988-eed0-4c69-87ba-049c4bfb82d9,c4,c1,27,?,?,surb={'id': 'cf9f64a0-4ce8-4828-9880-6d16b0954ba9', 'route': ['p1', 'e2', 'i9', 'x12', 'p1', 'c4']}
1769498548.9523685,SENT,4088fcb2-960e-45c3-806c-0853a17082be,a29c25ba-4ce8-4d06-bc7f-7fcfe2d2c2e7,c4,c1,3383,?,p1,
1769498548.9525192,CREATED,1f69dad0-a7b7-4950-9368-2fa9d790eb49,a35c634f-d427-4e5f-b784-27a9cf800693,c4,c1,27,?,?,surb={'id': 'c9843b33-0676-41a4-8453-d2ea6aed3415', 'route': ['p1', 'e8', 'i3', 'x8', 'p1', 'c4']}
1769498549.3039386,SENT,f48c6d13-c898-47b8-bb25-b311058b9bf4,87609053-7bf2-4e67-a43c-aaf55fee1e76,c4,c1,3369,?,p1,
1769498549.304087,CREATED,d4b6785b-5fa3-4c3a-b4f0-8501cf581ace,1266a8f8-58d0-4699-bf79-cb2c24dd976a,c4,c1,27,?,?,surb={'id': 'ffc9213a-7592-4153-856a-328290c89eea', 'route': ['p1', 'e12', 'i2', 'x2', 'p1', 'c4']}
1769498549.3570309,RECEIVED,863b0db3-c760-4411-989e-4307fa52445f,c169c96e-d17c-48d2-a416-107d1b8876ff,c3,c4,26,p1,?,surb={'id': '6259b201-1485-4dad-b337-af3f0cf99f8b', 'route': ['p1', 'e7', 'i12', 'x10', 'p3', 'c3']}
1769498549.5188236,RECEIVED,901749e8-6214-440f-82b9-42021ba8eed8,b9ab90b5-04b4-4c75-bf00-6ad49067f3d9,c2,c4,26,p1,?,surb={'id': '0c4eeb4c-a92a-4306-b463-27d35902f549', 'route': ['p1', 'e5', 'i5', 'x11', 'p2', 'c2']}
1769498549.5795639,SENT,a3ec5f4b-4cc2-45e1-a6fd-b33f8862a746,0054eb3a-56f4-4823-8962-393f84bc4014,c4,c1,3371,?,p1,
1769498549.5796976,CREATED,6f5066c7-10f3-4e48-9126-eab06a267f07,0fe38d92-c35a-4d6a-9096-003bc5cd1204,c4,c1,25,?,?,surb={'id': '51ceea44-6601-4e3d-8be4-07f88bb9d91a', 'route': ['p1', 'e7', 'i10', 'x11', 'p1', 'c4']}
1769498549.8462138,RECEIVED,18c0d7e9-f267-4034-abcc-9abf069791af,246dece1-9eb0-435e-ac83-63e70daf67b4,c2,c4,27,p1,?,surb={'id': '80049f7b-54f2-45f8-87e3-33190ea1a35c', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c2']}
1769498549.8815515,SENT,11b3ad93-30ee-4568-98e8-59e4ccc373a2,f3342768-aa7b-42a8-b473-16ab0ab8e8a8,c4,c1,3363,?,p1,
1769498549.881698,CREATED,31512c38-867d-483b-85f0-0b18c3c50478,e0acd316-2637-4325-a198-d1ad1a1810f7,c4,c1,27,?,?,surb={'id': '3434ba1b-3ac9-4084-957e-33b70a6052e8', 'route': ['p1', 'e1', 'i2', 'x7', 'p1', 'c4']}
1769498549.9026828,SENT,fa40ebf7-0b92-4c15-986e-1b8bd7785f19,c07a1048-8824-4f37-ae10-4d4e68ae3a8d,c4,c1,3392,?,p1,
1769498549.9028366,CREATED,c23ed2d6-46b0-4cb6-8cc0-6806512680cf,b64ccfd1-a132-47fc-aa63-8be5cf331cc6,c4,c1,27,?,?,surb={'id': '2be29619-fa1c-44a4-ae47-52d6bef66b6f', 'route': ['p1', 'e3', 'i9', 'x5', 'p1', 'c4']}
1769498550.2043052,RECEIVED,fdd2c935-3a96-4f76-b074-7c1e41980fe4,21434fa4-533a-4984-9b99-b5f1c348f4a4,c2,c4,27,p1,?,surb={'id': 'b2aa1dba-3292-46e5-8906-0101badb32ab', 'route': ['p1', 'e9', 'i5', 'x8', 'p2', 'c2']}
1769498550.4000773,SENT,6291dd31-fff9-425b-b093-0ca428ea93ab,47cb38b5-41f2-4935-9118-03c7b0eec0da,c4,c1,3396,?,p1,
1769498550.4002292,CREATED,fbcb3437-bbfd-4bdd-8cb2-ea1cc1bef119,47a75963-bdc8-4a18-af73-1ba95562107f,c4,c1,27,?,?,surb={'id': '0d2a8881-c3cb-406d-9fa5-9e9418374077', 'route': ['p1', 'e9', 'i1', 'x11', 'p1', 'c4']}
1769498550.4273226,SENT,639d5ace-e793-4e77-b69b-24cefdefe5c0,001cc8c1-0e0b-454e-a092-7de230cfb35d,c4,c1,3392,?,p1,
1769498550.4274724,CREATED,736162ec-c9aa-4546-98a0-92906e28ec1a,ecc0aa5e-8861-4f0b-b301-95aa2c9e583e,c4,c1,27,?,?,surb={'id': '0a108d4e-1315-47d5-a24a-11ed46ea8802', 'route': ['p1', 'e11', 'i2', 'x12', 'p1', 'c4']}
1769498550.5707815,RECEIVED,7181a94a-cb68-4d53-a425-6e2272a51e66,c7d81204-704f-4334-82e8-dc9801dd63dc,c2,c4,26,p1,?,surb={'id': '2715ba3b-5ef6-4896-a51b-56f3b82dfc58', 'route': ['p1', 'e12', 'i6', 'x5', 'p2', 'c2']}
1769498550.8761632,RECEIVED,2a482b64-9f11-4e42-a25f-7236532b1bcc,04ecc332-b4cc-4b3e-a336-b682e4ea3201,c3,c4,26,p1,?,surb={'id': 'd6f9234a-acd0-44d4-a6b7-b81858f6b587', 'route': ['p1', 'e9', 'i12', 'x8', 'p3', 'c3']}
1769498551.0636983,RECEIVED,fc2957b8-9b1e-4a0d-8de1-c74b80ada9c4,ddc52adc-0fe5-402e-828f-dc4fd9fd924c,c3,c4,27,p1,?,surb={'id': '5723853e-d624-4359-ab70-341d24ffbb6a', 'route': ['p1', 'e1', 'i2', 'x5', 'p3', 'c3']}
1769498551.3133004,SENT,ab77ff4d-85f0-4cef-90ca-bb5e53c95f3b,4cc10e67-9101-4b4e-8213-1975f7bde58c,c4,c1,3388,?,p1,
1769498551.3134322,CREATED,2373ecf4-051f-4450-b002-d2fc0c6e04ed,45e97a81-b084-479c-b249-e871abfe8ef4,c4,c1,27,?,?,surb={'id': '590bef2e-1ac2-4b1a-81b7-c5ce5438d867', 'route': ['p1', 'e12', 'i12', 'x7', 'p1', 'c4']}
1769498551.4137008,SENT,5104ef1d-1070-48f8-b4b1-1d3a5ed39103,5da73592-ea5a-4551-8236-4dfda4a575c3,c4,c1,3372,?,p1,
1769498551.4138274,CREATED,47ddf892-137c-4a53-9e1a-e55ada498419,615d0a15-66db-4ba6-bf6e-8d4fdc00a719,c4,c1,27,?,?,surb={'id': 'd38839d3-25e5-40a5-b874-f9432cb7f98f', 'route': ['p1', 'e4', 'i2', 'x2', 'p1', 'c4']}
1769498551.6151855,RECEIVED,b6f69b70-6611-418b-8faa-44b00cab22e9,f2f15737-8a10-4ca6-87f1-3f066dbf79e6,c3,c4,27,p1,?,surb={'id': 'a2b3075c-2c24-4704-838a-bf1ffdba0be4', 'route': ['p1', 'e6', 'i12', 'x8', 'p3', 'c3']}
1769498551.8477182,RECEIVED,f12c2b48-c393-40c4-981b-631c8c188157,35d28e78-0ede-45ae-b734-e678cd2b125d,c2,c4,27,p1,?,surb={'id': '8c268304-7b03-41ad-b01b-c1d69dc1f783', 'route': ['p1', 'e2', 'i6', 'x11', 'p2', 'c2']}
1769498551.867498,RECEIVED,aa526a25-5490-45fe-8ff7-258e24c5b06f,0c86fe18-d299-43f6-8ec6-748760bd2183,c2,c4,27,p1,?,surb={'id': '9449e3b0-615e-427c-b86e-09f88354b18b', 'route': ['p1', 'e11', 'i5', 'x9', 'p2', 'c2']}
1769498552.0768464,SENT,97d46ac9-5554-4a59-9831-f112f3664e5b,5b58590a-784b-4e31-8ae7-53f46cb6d51d,c4,c1,3401,?,p1,
1769498552.0769684,CREATED,7eda53a2-a8c2-4acf-bdaa-ebee8adc5f39,8af67903-5f8c-4ec3-b807-dfcbc52a4720,c4,c1,27,?,?,surb={'id': '53a35fa8-b3a3-467f-9286-f279489bb62e', 'route': ['p1', 'e12', 'i11', 'x6', 'p1', 'c4']}
1769498552.1959877,RECEIVED,d531df99-3b2b-4a67-b3a1-46734e4d57dc,2298975c-dc95-47a0-bc17-e238999c1863,c3,c4,26,p1,?,surb={'id': '7a1abe04-1d87-4c02-887a-519b7538de76', 'route': ['p1', 'e3', 'i1', 'x4', 'p3', 'c3']}
1769498552.4497218,RECEIVED,a856bb9c-94af-48e1-8e00-d1cc75be4d08,3409c5b6-5b88-49ef-9a66-57a9c33b23c9,c2,c4,27,p1,?,surb={'id': '4227bb24-8634-4d22-a13b-ec688a28d75c', 'route': ['p1', 'e7', 'i11', 'x10', 'p2', 'c2']}
