timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769733113.211325,SENT,e85a67d8-93ca-4464-ab94-a73b299bdb11,f4a35481-c448-461e-8ff8-5e99eb7d71fc,c2,c4,3388,?,p2,
1769733113.211466,CREATED,c605c2b5-4d06-4578-a167-4383dbf52b96,717387e4-7d87-4cbf-abbc-ca83cfa68b6d,c2,c4,26,?,?,surb={'id': '97700c0c-bc79-4b34-baf3-9a3e9c3da6c7', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769733655.4385579,CREATED,c00a1401-162e-413d-b42c-863de87fbe7d,40f58c16-d0bb-4022-b160-40470be613b4,c2,c4,27,?,?,surb={'id': 'd2121875-d013-4d49-be83-0458bad5234b', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c2']}
1769733655.591297,RECEIVED,c4923a5f-ee91-4a2e-9635-e7e98a1551de,fa54266e-b76a-4524-b663-24778cba8f11,c1,c2,27,p2,?,surb={'id': '3e62dda0-29a2-4d06-8d3c-ef1bb0a697dd', 'route': ['p2', 'e3', 'i2', 'x12', 'p1', 'c1']}
1769733655.707938,SENT,ab054bfe-3fa2-424b-9473-6f9285660e89,382468fb-375f-458f-a0e2-27fe5b29af6c,c2,c4,3368,?,p2,
1769733655.7081277,CREATED,390705f8-4cfa-4657-bf83-fb7dfb69ad6b,40f58c16-d0bb-4022-b160-40470be613b4,c2,c4,27,?,?,surb={'id': 'd2121875-d013-4d49-be83-0458bad5234b', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c2']}
1769733655.7775102,RECEIVED,dfc1adb1-96b9-49e6-9d29-ef3b2b8541a6,1a3d0b0c-63fc-4e9b-ae48-f3a8963630b4,c1,c2,27,p2,?,surb={'id': '0cb75479-ad6f-4f14-bbff-4b5c99d6925a', 'route': ['p2', 'e11', 'i3', 'x8', 'p1', 'c1']}
1769733655.8183005,RECEIVED,d606efb5-2920-4ecc-b004-ba5c706eac22,992ff3b9-497b-49e8-b2e1-f67ea2aeace3,c4,c2,27,p2,?,surb={'id': '350cb8f2-246d-4998-a7aa-fa187d1c4731', 'route': ['p2', 'e2', 'i4', 'x8', 'p1', 'c4']}
1769733655.9231014,RECEIVED,50a436e7-ba26-45fa-ac02-f3c6ffb65301,992ff3b9-497b-49e8-b2e1-f67ea2aeace3,c4,c2,27,p2,?,surb={'id': '350cb8f2-246d-4998-a7aa-fa187d1c4731', 'route': ['p2', 'e2', 'i4', 'x8', 'p1', 'c4']}
1769733656.1020308,RECEIVED,28010366-2acf-44a8-b33c-3d6e641c44ef,6c1e95e2-4867-477e-a94e-578f79d3dd7d,c4,c2,27,p2,?,surb={'id': '287f7bc1-5165-4c05-9c2b-398a766a85b6', 'route': ['p2', 'e3', 'i6', 'x3', 'p1', 'c4']}
1769733656.134324,SENT,a419f3bd-cd2c-4429-a77f-61bae8f68449,cbfa0575-00b2-4bb1-bc48-49e9476d30b4,c2,c4,3399,?,p2,
1769733656.1344543,CREATED,7e94491c-d153-45ca-bbb7-8a424bcad5ee,914e4df6-d90d-457b-b3d8-2627f9dbafd2,c2,c4,27,?,?,surb={'id': 'df097f5d-52b2-4da2-87d3-b748a99168c2', 'route': ['p1', 'e7', 'i2', 'x2', 'p2', 'c2']}
1769733656.1560702,SENT,14f6b910-aca3-4852-a976-98b3893bb431,86c7f90f-30c1-4fb4-99d5-dc03639e4689,c2,c4,3381,?,p2,
1769733656.1561818,CREATED,2648b25c-9a81-4143-b5a0-2fd7e0e5585c,914e4df6-d90d-457b-b3d8-2627f9dbafd2,c2,c4,27,?,?,surb={'id': 'df097f5d-52b2-4da2-87d3-b748a99168c2', 'route': ['p1', 'e7', 'i2', 'x2', 'p2', 'c2']}
1769733656.2463963,SENT,ccf78fc3-71c3-421a-ba19-593c9192af29,8b690640-aca5-4cff-a2b1-58deeaaf97f2,c2,c4,3364,?,p2,
1769733656.2465026,CREATED,d2b4ed70-00b3-4f5f-b5ce-8d5bb4a227c3,9452189a-71b1-446a-b089-7f47f9ac7ceb,c2,c4,26,?,?,surb={'id': '971b9aeb-fbcd-46f8-a6ae-6f0e8cc3efde', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c2']}
1769733656.2902129,SENT,0d4ee7b7-854d-42ad-b1db-a09bc5a7bc03,ad9824f5-8fb0-4fae-aa27-cf8be437496f,c2,c4,3384,?,p2,
1769733656.2903214,CREATED,20a2ad3a-aafb-439c-a445-73bde7eefd2d,9452189a-71b1-446a-b089-7f47f9ac7ceb,c2,c4,26,?,?,surb={'id': '971b9aeb-fbcd-46f8-a6ae-6f0e8cc3efde', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c2']}
1769733656.401844,RECEIVED,5647406a-44d9-47e0-8f3d-bdeb2dc44d63,fbb83258-7c40-4d4a-9252-f999b07dff81,c4,c2,27,p2,?,surb={'id': 'abcf2549-c709-46fe-8b4e-524e7cebf6fe', 'route': ['p2', 'e4', 'i2', 'x12', 'p1', 'c4']}
1769733656.4648237,SENT,7b6879f2-f2f6-45d6-bdce-9848e91d8744,5b56f088-476b-4c21-a6bd-5a754b444475,c2,c4,3365,?,p2,
1769733656.4649312,CREATED,5d5b528f-0de4-4a86-8a79-d328f2e1c5df,26fd5098-bcd2-4fd5-a84e-636ae2fd23b8,c2,c4,27,?,?,surb={'id': '74657b30-ae35-4b63-a188-6e6a27d81f70', 'route': ['p1', 'e4', 'i8', 'x5', 'p2', 'c2']}
1769733656.5656857,RECEIVED,339269a1-6be8-441b-af94-bc061cf10b6c,fa54266e-b76a-4524-b663-24778cba8f11,c1,c2,27,p2,?,surb={'id': '3e62dda0-29a2-4d06-8d3c-ef1bb0a697dd', 'route': ['p2', 'e3', 'i2', 'x12', 'p1', 'c1']}
1769733656.6160882,RECEIVED,8552ea95-4811-45c8-a467-9f3d0eda6972,c43a6b8c-8912-484f-afc3-ba8ad3798a0b,c1,c2,27,p2,?,surb={'id': '6ed963f1-3f1d-40b4-a92f-593072794f9e', 'route': ['p2', 'e7', 'i2', 'x6', 'p1', 'c1']}
1769733656.8206556,SENT,27041bcf-ba4e-4a97-ab65-b0faa4359822,cf249d71-3ad6-49e8-9c75-ea7b43b19a29,c2,c4,3381,?,p2,
1769733656.8207371,CREATED,a9a1ded3-d74a-44a0-b9b0-f064bf656289,26fd5098-bcd2-4fd5-a84e-636ae2fd23b8,c2,c4,27,?,?,surb={'id': '74657b30-ae35-4b63-a188-6e6a27d81f70', 'route': ['p1', 'e4', 'i8', 'x5', 'p2', 'c2']}
1769733656.9852955,SENT,15473d90-afe2-4840-8378-06a597ab3e55,c407850d-13f8-45d1-8c59-1fd84de5ec6d,c2,c4,3388,?,p2,
1769733656.985396,CREATED,a1d879a5-fddc-4f5d-8933-5a83d0ca79ef,313aabb2-ccb7-4f22-aa1f-de9e811052f0,c2,c4,27,?,?,surb={'id': '278f1ded-d8d4-4244-8517-c0a5b61e2b5d', 'route': ['p1', 'e6', 'i9', 'x1', 'p2', 'c2']}
1769733657.028575,RECEIVED,67d256cd-ee1d-4f51-a5e8-0fbaea1d0d29,3a4d5aec-4f1d-4b09-babb-00d7d36dbfc4,c4,c2,26,p2,?,surb={'id': '63d868ae-d742-43d1-b971-eccb58a8aa02', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c4']}
1769733657.1085322,SENT,f093cda8-659e-46a9-a15d-6f477fede765,50e1cc98-cee8-40c4-89cb-7e9624b0aa6d,c2,c4,3376,?,p2,
1769733657.1086323,CREATED,eb5cedb9-c0c4-4613-89a4-be175c55ee64,313aabb2-ccb7-4f22-aa1f-de9e811052f0,c2,c4,27,?,?,surb={'id': '278f1ded-d8d4-4244-8517-c0a5b61e2b5d', 'route': ['p1', 'e6', 'i9', 'x1', 'p2', 'c2']}
1769733657.3687773,RECEIVED,fb8659e2-2196-438b-adcf-176288425c67,c43a6b8c-8912-484f-afc3-ba8ad3798a0b,c1,c2,27,p2,?,surb={'id': '6ed963f1-3f1d-40b4-a92f-593072794f9e', 'route': ['p2', 'e7', 'i2', 'x6', 'p1', 'c1']}
1769733657.7514055,RECEIVED,5b0e123f-cfff-4f21-8cf3-cec9eb0e71e1,dff5e019-6275-4f82-b6f8-266b8a57eb80,c4,c2,27,p2,?,surb={'id': '24007e21-bd91-4ee7-b0db-d3968562f93b', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c4']}
1769733657.8968878,SENT,d160726a-04ef-4d3c-a48c-4d19029b32dc,94062424-866e-476c-ad47-4a414493e8aa,c2,c4,3376,?,p2,
1769733657.8970256,CREATED,a57d6b67-2a6f-4eb0-a93f-48a5931bf5da,9583f70e-c1f1-404e-8379-5217b547fdf3,c2,c4,26,?,?,surb={'id': 'c14575d4-75d3-4e32-92d6-a2701bf368cc', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769733657.9462726,RECEIVED,3ca794bb-68eb-41f6-918a-4b59c62ca842,3a4d5aec-4f1d-4b09-babb-00d7d36dbfc4,c4,c2,26,p2,?,surb={'id': '63d868ae-d742-43d1-b971-eccb58a8aa02', 'route': ['p2', 'e12', 'i2', 'x5', 'p1', 'c4']}
1769733657.99135,SENT,1063f0df-43cf-412d-8443-508d65104e4f,027e3b30-bd5f-4b8d-944e-1a875c176ef7,c2,c4,3363,?,p2,
1769733657.9914837,CREATED,4ab8e274-8418-4f91-baba-f89b096a3ab6,9583f70e-c1f1-404e-8379-5217b547fdf3,c2,c4,26,?,?,surb={'id': 'c14575d4-75d3-4e32-92d6-a2701bf368cc', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769733658.0314133,SENT,4ac73377-b391-4193-ac21-0dd578ed2ebb,248f1866-7dba-41ea-8c34-651e24f1c9b9,c2,c4,3387,?,p2,
1769733658.0315495,CREATED,7455ffee-20bc-43ad-b80b-1abc627d9c94,eb4ec17a-7a92-4264-bc60-371cd6ccd39b,c2,c4,26,?,?,surb={'id': '2fc13eeb-8492-4135-be4a-ae3da373d53b', 'route': ['p1', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769733658.10189,RECEIVED,1353e1a5-7772-4dd2-9c27-5b16cbf11991,6203f161-ec89-4a30-8260-0932e505318b,c1,c2,27,p2,?,surb={'id': '0444c483-5c6a-4344-b58f-db5f7b65b3e9', 'route': ['p2', 'e9', 'i3', 'x9', 'p1', 'c1']}
1769733658.365113,SENT,015a0dff-a7f2-42fd-b6b7-7bdba92581e6,a4dcf5ea-0e70-4bd0-8912-4a20354d8525,c2,c4,3395,?,p2,
1769733658.3652499,CREATED,757c0899-8c85-437b-9efd-d7a0613943a6,eb4ec17a-7a92-4264-bc60-371cd6ccd39b,c2,c4,26,?,?,surb={'id': '2fc13eeb-8492-4135-be4a-ae3da373d53b', 'route': ['p1', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769733658.5251262,RECEIVED,d0b70b5a-df9f-4efa-99b5-1fea68f953ac,a1ee3373-cd6e-425d-b69b-c9dde6580332,c4,c2,27,p2,?,surb={'id': 'e293e08f-1a6a-47d5-a23a-8598687c92d8', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c4']}
1769733658.5628207,SENT,861290f9-e51e-473e-829c-8fdf4f54acbd,0165c059-2723-467d-b890-e857c483ddb2,c2,c4,3385,?,p2,
1769733658.5628932,CREATED,0f11f707-7ad5-4329-b70a-036e1dae3441,f623cdb4-2e17-4265-be67-3159c4ff4472,c2,c4,27,?,?,surb={'id': 'fcb6d576-52eb-42af-8bfe-63ca3e9630d2', 'route': ['p1', 'e8', 'i8', 'x7', 'p2', 'c2']}
1769733659.0736413,RECEIVED,137f1098-417b-47bc-a98d-5819c5c9b862,5c909967-8cdf-46ec-8c6c-02b5a4cc1141,c1,c2,27,p2,?,surb={'id': '60a9a28a-cd66-4a50-b7a7-1202ca3fcb7f', 'route': ['p2', 'e1', 'i3', 'x6', 'p1', 'c1']}
1769733659.23542,SENT,702403e9-cdd1-4416-a73a-e7de69831431,29a58791-956c-441c-8856-8a54b67e54a2,c2,c4,3375,?,p2,
1769733659.235562,CREATED,a47414b3-4aae-4008-8bdc-f8680d916aa9,f623cdb4-2e17-4265-be67-3159c4ff4472,c2,c4,27,?,?,surb={'id': 'fcb6d576-52eb-42af-8bfe-63ca3e9630d2', 'route': ['p1', 'e8', 'i8', 'x7', 'p2', 'c2']}
1769733659.3009403,RECEIVED,757fa788-5f77-4bac-85e5-44e6c24633f3,72a57b83-d9a3-492a-adfb-f0e83323df9c,c1,c2,26,p2,?,surb={'id': '6705aca9-8258-4173-9105-6c84c8fa3a74', 'route': ['p2', 'e5', 'i10', 'x12', 'p1', 'c1']}
1769733659.3170033,RECEIVED,ea44dfcb-0b9f-4130-b2af-629ff01a313d,5c909967-8cdf-46ec-8c6c-02b5a4cc1141,c1,c2,27,p2,?,surb={'id': '60a9a28a-cd66-4a50-b7a7-1202ca3fcb7f', 'route': ['p2', 'e1', 'i3', 'x6', 'p1', 'c1']}
1769733659.3911343,SENT,39284f86-7d1f-4c8e-af53-47cfca8fc458,5c9ddb94-9662-4b0e-a3aa-09eb3c41263e,c2,c4,3378,?,p2,
1769733659.3912308,CREATED,3d4ec5e4-9f56-4e5d-9e53-85a262295e77,3a073414-e4e4-47be-98ac-33542c88c890,c2,c4,27,?,?,surb={'id': '27604391-84f6-434b-a65e-d4bbb7461637', 'route': ['p1', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769733659.6158402,RECEIVED,af237505-0584-4728-8a64-e44bbb140822,b8e89e10-2e3c-4d0a-ae9e-a47e28988c8f,c4,c2,27,p2,?,surb={'id': '488fa13c-53fc-4efa-a27b-6f77e8c5dc4e', 'route': ['p2', 'e8', 'i5', 'x3', 'p1', 'c4']}
1769733659.7411294,SENT,46eac60e-4f11-492d-8905-2d9b0477734c,44cc64f3-9864-42d2-a29e-792c87f7ef72,c2,c4,3392,?,p2,
1769733659.741228,CREATED,b461cf84-f52e-4848-8ab1-2232dbfa7aa7,3a073414-e4e4-47be-98ac-33542c88c890,c2,c4,27,?,?,surb={'id': '27604391-84f6-434b-a65e-d4bbb7461637', 'route': ['p1', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769733659.7698164,RECEIVED,f8c3b819-d849-479b-a386-993ba16f5ca4,799332a1-23e8-4a37-9332-c722a8dde151,c4,c2,26,p2,?,surb={'id': '91447494-137f-4f03-bb14-4c93fdd31cef', 'route': ['p2', 'e1', 'i4', 'x10', 'p1', 'c4']}
1769733659.9313674,RECEIVED,5cb28d7f-a3af-4642-9212-db3385b87b50,b8e6ff69-ae57-4ec2-a9fa-3995d8616cce,c4,c2,27,p2,?,surb={'id': '245a1ef8-b8be-4569-8cdb-d3608031072c', 'route': ['p2', 'e9', 'i11', 'x11', 'p1', 'c4']}
1769733660.2329972,SENT,b881719b-58a0-4647-b26e-6442941c0e7d,93a2748d-e648-4deb-acb9-a1216d28f1c6,c2,c4,3370,?,p2,
1769733660.2331564,CREATED,8e2a958b-9e9b-4a74-8e92-7d65c564cc02,ae9ebc80-0057-4f11-a05a-c1f177534942,c2,c4,27,?,?,surb={'id': '5c55977f-28ca-4613-b057-52270316dd94', 'route': ['p1', 'e2', 'i10', 'x6', 'p2', 'c2']}
1769733660.3223016,RECEIVED,c954c2c8-d85b-42cb-9e7b-4ab47e8571ab,a1ee3373-cd6e-425d-b69b-c9dde6580332,c4,c2,27,p2,?,surb={'id': 'e293e08f-1a6a-47d5-a23a-8598687c92d8', 'route': ['p2', 'e1', 'i1', 'x10', 'p1', 'c4']}
1769733660.7660139,SENT,6efacf8a-ad35-472c-ab28-81928ab57f49,4a4c3610-c917-457b-b5e7-851be4aab21f,c2,c4,3383,?,p2,
1769733660.7661834,CREATED,5506c268-dc0d-4ad7-961d-63be71e9d044,ae9ebc80-0057-4f11-a05a-c1f177534942,c2,c4,27,?,?,surb={'id': '5c55977f-28ca-4613-b057-52270316dd94', 'route': ['p1', 'e2', 'i10', 'x6', 'p2', 'c2']}
1769733660.805304,RECEIVED,a8c6965a-5bcb-4105-bfdf-a0f575951010,b8e89e10-2e3c-4d0a-ae9e-a47e28988c8f,c4,c2,27,p2,?,surb={'id': '488fa13c-53fc-4efa-a27b-6f77e8c5dc4e', 'route': ['p2', 'e8', 'i5', 'x3', 'p1', 'c4']}
1769733660.8222454,RECEIVED,a4cd9234-3a2d-4354-b4c7-67c35c114722,00c6710c-4dae-40e3-af59-66a24eb2b5cf,c4,c2,27,p2,?,surb={'id': 'd93ec6cd-7e0a-427b-928e-a586a46a4197', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769733661.0145118,SENT,b6e2b531-cc29-40ed-969d-65290b18fb9a,174b692e-5a11-497c-bd59-5bf487f4df58,c2,c4,3376,?,p2,
1769733661.0150156,CREATED,5ff7b65d-5a2b-44fe-b42e-65bd27d119d4,e5acc571-b012-4b02-91c2-3792a7700ce6,c2,c4,27,?,?,surb={'id': '7f8af4af-1ed3-4ae8-b06c-6fd07c90c8a5', 'route': ['p1', 'e2', 'i9', 'x8', 'p2', 'c2']}
1769733661.4098678,RECEIVED,35691a4e-dfdd-4435-9015-c36d6e40759c,4f7ff362-113c-4ece-bb22-806730f87ba3,c4,c2,27,p2,?,surb={'id': 'b9e9825b-e313-4507-8d5b-73eb2819436e', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c4']}
1769733661.4610906,SENT,3483e82d-afeb-4fcc-a010-a8b1657fd202,e6257055-56ef-4043-bd88-9e32de3d1bff,c2,c4,3363,?,p2,
1769733661.4612443,CREATED,baca9c27-8f8b-4e65-a3ca-9a9a195ae13d,e5acc571-b012-4b02-91c2-3792a7700ce6,c2,c4,27,?,?,surb={'id': '7f8af4af-1ed3-4ae8-b06c-6fd07c90c8a5', 'route': ['p1', 'e2', 'i9', 'x8', 'p2', 'c2']}
1769733661.4972227,RECEIVED,b7a89ffc-f13e-49d2-9b86-8320a9d38888,319a0dfd-d7b1-475b-b23a-31c21e4042fa,c1,c2,27,p2,?,surb={'id': '20efa2ce-593e-41ad-933d-b41fdc76f66f', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769733661.5614767,SENT,f81dc3e6-f6ea-4082-9ef2-9655a3578ef9,65e6eea8-5a3b-4664-b75e-095d82f1b02b,c2,c4,3399,?,p2,
1769733661.5615811,CREATED,1a19aa16-ebc9-4c1b-ac22-a51d6427edff,3006d7f0-36c9-4ddb-8874-2fa8a701d324,c2,c4,26,?,?,surb={'id': '22442c73-614a-4f8a-bfe4-538b0afe0707', 'route': ['p1', 'e11', 'i8', 'x11', 'p2', 'c2']}
1769733661.7165315,SENT,38ff5b92-25fc-4630-8c7f-650f0cde1583,393c14d9-c365-400e-9fe3-62e209412127,c2,c4,3375,?,p2,
1769733661.716632,CREATED,7c59c425-eb1a-4b28-ae69-6d928388c430,3006d7f0-36c9-4ddb-8874-2fa8a701d324,c2,c4,26,?,?,surb={'id': '22442c73-614a-4f8a-bfe4-538b0afe0707', 'route': ['p1', 'e11', 'i8', 'x11', 'p2', 'c2']}
1769733661.9455435,RECEIVED,11579756-9e80-4280-be29-19ff0e36c3f7,ffaffafe-8d33-4c45-a817-caea11867fb2,c1,c2,26,p2,?,surb={'id': '1c2ad071-af91-49c0-b48e-d376103a3df7', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769733662.0722895,RECEIVED,76963bbe-ad3e-429a-b8d2-846247e1759e,b8c798c2-5e3b-46ee-8018-75850af75a54,c4,c2,27,p2,?,surb={'id': 'db47fba8-9bf7-439c-8780-1c6abe399a27', 'route': ['p2', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769733662.3408918,SENT,86f7527f-e31a-4f7c-8a64-4364b4013d38,a262a812-6f3c-429d-b939-acf692b7286d,c2,c4,3387,?,p2,
1769733662.3410845,CREATED,b41aaa3d-ad4d-42e0-b9c6-e4b9f319ff07,e64d3471-2e25-403a-b0c6-b60d6abb9a49,c2,c4,27,?,?,surb={'id': '6bb540a7-56be-4460-a04a-560e69c46df3', 'route': ['p1', 'e11', 'i6', 'x11', 'p2', 'c2']}
1769733662.5022051,RECEIVED,6cffb89a-df86-426e-a888-9547e85eb487,b8c798c2-5e3b-46ee-8018-75850af75a54,c4,c2,27,p2,?,surb={'id': 'db47fba8-9bf7-439c-8780-1c6abe399a27', 'route': ['p2', 'e9', 'i2', 'x10', 'p1', 'c4']}
1769733662.6968348,SENT,ad940f62-7f1a-423b-b894-6071cb94ea9f,eae82588-ea33-42b1-874f-2a5120a674e1,c2,c4,3400,?,p2,
1769733662.6969855,CREATED,8b09be40-c4f6-45f5-8a75-0d1cc98c0fd6,e64d3471-2e25-403a-b0c6-b60d6abb9a49,c2,c4,27,?,?,surb={'id': '6bb540a7-56be-4460-a04a-560e69c46df3', 'route': ['p1', 'e11', 'i6', 'x11', 'p2', 'c2']}
1769733662.783538,RECEIVED,0fdd48ed-b541-4a19-acd8-bc95a184002a,e196a156-23c9-4a04-ab70-f25ed73679d7,c1,c2,27,p2,?,surb={'id': '220de40d-c75d-4eec-8aaf-5a40e39a179a', 'route': ['p2', 'e3', 'i2', 'x6', 'p1', 'c1']}
1769733662.8371618,SENT,389631b4-07cf-4b1c-a3d3-66d7de54c28b,4ec17566-67c2-46e9-8fc3-0e92fdea833d,c2,c4,3359,?,p2,
1769733662.837315,CREATED,f314b424-c53c-4cff-9b9e-e19305e07fc3,642730c2-af95-468a-97f9-97784d4ae377,c2,c4,26,?,?,surb={'id': '843435cd-1d72-49f8-a1ff-95b47cc0ca4e', 'route': ['p1', 'e1', 'i1', 'x5', 'p2', 'c2']}
1769733663.0031214,SENT,50f7661c-898d-474b-a8cd-738733587406,fa8cc878-36de-4484-840f-e4f6462e6028,c2,c4,3393,?,p2,
1769733663.0032713,CREATED,ab61e29d-5af3-42a8-8f3a-521d923ec26a,642730c2-af95-468a-97f9-97784d4ae377,c2,c4,26,?,?,surb={'id': '843435cd-1d72-49f8-a1ff-95b47cc0ca4e', 'route': ['p1', 'e1', 'i1', 'x5', 'p2', 'c2']}
1769733663.306352,SENT,f574f9f0-d644-4327-838e-4ad70824078e,691f284d-8d39-4643-a3e0-98a3f15b7c57,c2,c4,3397,?,p2,
1769733663.306512,CREATED,ebec6b37-d2a3-4279-8b17-e6e839ec3c43,9c5c0d02-f1cc-476e-8b82-61045ce5cd81,c2,c4,27,?,?,surb={'id': 'aa34eba8-6234-4c8d-ae76-1597de77c268', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c2']}
1769733663.5842829,SENT,5b7937c9-562f-44cf-bdd9-8aaf3b2b16d9,9374d827-d177-4963-b91e-ed7a8e5557db,c2,c4,3380,?,p2,
1769733663.5844278,CREATED,6d2d3af1-5b81-4221-a99c-a57eb457b03a,9c5c0d02-f1cc-476e-8b82-61045ce5cd81,c2,c4,27,?,?,surb={'id': 'aa34eba8-6234-4c8d-ae76-1597de77c268', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c2']}
1769733663.6250896,SENT,2dbddf2e-0a22-41b3-9a8c-1856dbfd4a98,0051415f-95e4-4649-a674-f8274a1cfe9d,c2,c4,3400,?,p2,
1769733663.625225,CREATED,81a87f51-9ce7-42ea-98d0-c5648a87bab3,b2620b3d-ea12-4991-81bf-f94a3d2b0ac1,c2,c4,27,?,?,surb={'id': '9381c339-d7ff-4655-b501-e8ad8f52c0b6', 'route': ['p1', 'e1', 'i8', 'x11', 'p2', 'c2']}
1769733663.6473997,RECEIVED,28586cc9-6aa8-4d27-a5fd-6a70540f6273,00c6710c-4dae-40e3-af59-66a24eb2b5cf,c4,c2,27,p2,?,surb={'id': 'd93ec6cd-7e0a-427b-928e-a586a46a4197', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769733663.699457,SENT,85cd818d-f96d-422b-b74e-5fb1ff43be9b,2f0e4234-b40f-4577-b299-19860b8141fd,c2,c4,3355,?,p2,
1769733663.6995904,CREATED,5b6a77b4-a9db-4a2e-9d4b-ecc6f8fcaf5c,b2620b3d-ea12-4991-81bf-f94a3d2b0ac1,c2,c4,27,?,?,surb={'id': '9381c339-d7ff-4655-b501-e8ad8f52c0b6', 'route': ['p1', 'e1', 'i8', 'x11', 'p2', 'c2']}
1769733664.0446768,RECEIVED,c0d6dd42-693e-4bc2-9b83-781413f2537c,875c9b1e-d635-4934-baaf-6762ed983a57,c1,c2,27,p2,?,surb={'id': 'cde76556-9e13-48d0-abce-a6c0215c51ae', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c1']}
1769733664.1286724,RECEIVED,8ba91521-a5de-4a91-975f-bc74beab6f28,7821bf51-095c-4df5-93f6-b51c3d30c6f3,c4,c2,27,p2,?,surb={'id': '55f67398-e9af-473d-8731-d8e24a2b2385', 'route': ['p2', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769733664.2912285,SENT,ef022eef-79ee-4192-be33-09720dd035fc,a1d7b007-1cd1-4165-994c-0b357131520d,c2,c4,3400,?,p2,
1769733664.2913628,CREATED,097a6df5-2ff0-4f2d-8b33-29df0bb40e53,12d8ce54-9b6d-40e6-894e-041fb7d61195,c2,c4,27,?,?,surb={'id': 'c15dc074-6a8d-4604-94b5-77e0f9d0baab', 'route': ['p1', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769733664.3886225,RECEIVED,830e39dc-e01e-424f-8dac-12476412847d,319a0dfd-d7b1-475b-b23a-31c21e4042fa,c1,c2,27,p2,?,surb={'id': '20efa2ce-593e-41ad-933d-b41fdc76f66f', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769733664.419873,SENT,44fb4afd-25ce-4444-b61a-59b8c80a9daa,3b0f6b09-f6e6-4224-95e6-cb413ad2046f,c2,c4,3400,?,p2,
1769733664.4200084,CREATED,cb6efc6c-697f-4078-8c5b-35fe956ef900,12d8ce54-9b6d-40e6-894e-041fb7d61195,c2,c4,27,?,?,surb={'id': 'c15dc074-6a8d-4604-94b5-77e0f9d0baab', 'route': ['p1', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769733664.7269506,RECEIVED,d36c6f22-abb3-406b-8a01-26593f588262,d8b46e2c-e7b9-4ab2-bb59-2980d5cc4b5b,c4,c2,27,p2,?,surb={'id': '408ccf26-268b-4250-933b-840956cbe5f8', 'route': ['p2', 'e3', 'i1', 'x4', 'p1', 'c4']}
1769733664.7467952,RECEIVED,0d7d0d26-7eb6-426c-87dd-3abe8ad1ef40,875c9b1e-d635-4934-baaf-6762ed983a57,c1,c2,27,p2,?,surb={'id': 'cde76556-9e13-48d0-abce-a6c0215c51ae', 'route': ['p2', 'e12', 'i11', 'x12', 'p1', 'c1']}
1769733664.7612867,RECEIVED,33abdca8-207d-4e0b-b64e-17e296eb83ba,ffaffafe-8d33-4c45-a817-caea11867fb2,c1,c2,26,p2,?,surb={'id': '1c2ad071-af91-49c0-b48e-d376103a3df7', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769733664.9358106,SENT,2808cf5f-3806-47cc-8a31-304b232a1f94,7aa004b9-cf7d-41e2-9167-ab1b4872d902,c2,c4,3376,?,p2,
1769733664.9376624,CREATED,978fa366-4c78-497b-9b12-0add1ac40965,4d465f5e-5e5b-4d2a-b48a-53efd0777b7b,c2,c4,27,?,?,surb={'id': '50d9afc1-72d0-471b-9354-9d3c6d950e11', 'route': ['p1', 'e5', 'i1', 'x12', 'p2', 'c2']}
1769733665.0153737,SENT,0b804dfc-e6f0-40f8-898b-18e2a9da505e,84b91f55-2e72-42f7-aae2-24d40882bfd0,c2,c4,3375,?,p2,
