timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769497547.3017447,SENT,07e3b6a2-821d-4ac4-94b8-e136c11d1bb8,03b4fb2c-a8c8-4466-8873-9afe256b9b08,c2,c1,3396,?,p2,
1769497547.3019025,CREATED,b63789b4-c579-4d9d-b7d7-0cc3a8194818,4e024b63-186a-49b2-96ae-21ed68b6f4b2,c2,c1,27,?,?,surb={'id': 'd991c29d-138f-4835-bcad-8268526c462d', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769497642.435535,SENT,442dd0af-8982-44cf-9c1e-f5f3d4cc47bc,a3f3885c-22b5-4971-a4dd-2ea89cfed940,c2,c1,3400,?,p2,
1769497642.4356863,CREATED,7a980c0e-23e2-48bc-98ed-43453f4173f4,0006a81a-6f50-4adf-97c7-c02f6d246feb,c2,c1,27,?,?,surb={'id': '2fa89fee-0225-49b3-90f6-dbda570fb4e5', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769497642.8387034,SENT,2d169091-0e1d-4526-b40e-a7f4d97c1141,20ab470e-8c65-45d5-99e0-e01dabca843a,c2,c1,3384,?,p2,
1769497642.838814,CREATED,6e06ad31-de57-475a-9ce0-515d52114b67,8356b2b3-7b7d-4a7e-b213-b1752e6ff623,c2,c1,27,?,?,surb={'id': '3ec83c04-319f-4357-8d8c-f2930fec9a47', 'route': ['p1', 'e7', 'i1', 'x7', 'p2', 'c2']}
1769497642.8675673,RECEIVED,d12fb4c2-e1af-4769-b756-559b9448c93f,b410272a-f5b6-4b62-9e13-85e2d4b5b45f,c5,c2,27,p2,?,surb={'id': 'f13172ff-1ef6-4751-8acb-a989e9399d26', 'route': ['p2', 'e3', 'i5', 'x2', 'p2', 'c5']}
1769497643.0232885,RECEIVED,41057d10-3f63-4256-8357-7e05cb13ed0c,3112ffc6-51f9-47c4-8f29-086f2678f2c9,c5,c2,26,p2,?,surb={'id': '07894ccf-fcc3-4552-a8c3-c38b159b192f', 'route': ['p2', 'e6', 'i6', 'x12', 'p2', 'c5']}
1769497643.037316,RECEIVED,b1351391-f185-4717-8f7d-50e039d7d8d2,3b6416aa-fd02-42d1-8556-f3ebdb4f69f8,c5,c2,26,p2,?,surb={'id': '65bad487-b7f9-4658-b4b8-a19e9d6009e3', 'route': ['p2', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769497643.1332974,SENT,c5073046-f3f6-4c04-87ee-c2c5a02442af,5482f25f-417c-422d-81a2-a2c3992958c6,c2,c1,3400,?,p2,
1769497643.1334379,CREATED,18018956-1dc1-4120-b559-36d1a5f0b3ed,8356b2b3-7b7d-4a7e-b213-b1752e6ff623,c2,c1,27,?,?,surb={'id': '3ec83c04-319f-4357-8d8c-f2930fec9a47', 'route': ['p1', 'e7', 'i1', 'x7', 'p2', 'c2']}
1769497643.149132,SENT,032ce454-8b88-4d93-a6b3-89e1fb151331,6687d18e-b406-4633-a43d-3ff06a13cf8b,c2,c1,3379,?,p2,
1769497643.1492853,CREATED,f736c68d-a6eb-483b-8221-0d1608f582fd,2e02ee10-1234-4f63-b524-3fd7517b3d75,c2,c1,26,?,?,surb={'id': 'e70bb0b7-74c9-4799-be2c-84cca1ceac57', 'route': ['p1', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769497643.2429833,SENT,d6aa7fb2-9c46-42e5-84b4-94c1818dd95e,d3f441ed-c8c8-4a19-9f8a-33823fa77e2c,c2,c1,3374,?,p2,
1769497643.2431674,CREATED,91fbe068-f96b-4af1-a046-b0ec4f8fd62d,2e02ee10-1234-4f63-b524-3fd7517b3d75,c2,c1,26,?,?,surb={'id': 'e70bb0b7-74c9-4799-be2c-84cca1ceac57', 'route': ['p1', 'e4', 'i1', 'x12', 'p2', 'c2']}
1769497643.7156749,SENT,5930f088-a5b7-4cc6-8fca-a37a820b5834,133493c9-feb2-4aca-86f2-9fbc223ce56a,c2,c1,3387,?,p2,
1769497643.7157485,CREATED,232458bb-20dd-4166-a241-a6eaaf77fd66,0a2d2411-0d06-4f9a-96f1-53e849723f4f,c2,c1,27,?,?,surb={'id': 'ed3fb1c9-f49f-428e-9c48-d708f2a304d7', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769497644.1828313,RECEIVED,a15b5d1b-1b11-4fba-ab4e-665395934324,3112ffc6-51f9-47c4-8f29-086f2678f2c9,c5,c2,26,p2,?,surb={'id': '07894ccf-fcc3-4552-a8c3-c38b159b192f', 'route': ['p2', 'e6', 'i6', 'x12', 'p2', 'c5']}
1769497644.367981,RECEIVED,57f1ee6f-f321-4aaf-ac1e-4ab36cf660df,f7519a2a-47b0-412c-af10-32bee368a597,c5,c2,27,p2,?,surb={'id': '8752ea9c-9b43-4018-bfa3-f3c7ae2f1b76', 'route': ['p2', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769497644.837204,RECEIVED,88f29d53-4076-4cd5-ad70-551c843a471e,3b6416aa-fd02-42d1-8556-f3ebdb4f69f8,c5,c2,26,p2,?,surb={'id': '65bad487-b7f9-4658-b4b8-a19e9d6009e3', 'route': ['p2', 'e7', 'i12', 'x9', 'p2', 'c5']}
1769497644.9045346,RECEIVED,9589fffd-da5d-4ea7-9929-bdbf26b0461e,b6a517c3-e192-4952-b375-689ce00b1d86,c5,c2,27,p2,?,surb={'id': '2c4af768-6eda-4dfa-a11b-6bcbf935d770', 'route': ['p2', 'e12', 'i11', 'x2', 'p2', 'c5']}
1769497645.023445,RECEIVED,1b915a38-1f13-431a-8963-0b822bf5ce08,ed6a60d3-bee8-4224-b24c-9565a8541c59,c5,c2,26,p2,?,surb={'id': 'fb53e0e9-ec9a-420b-a634-7895a3acd3f2', 'route': ['p2', 'e5', 'i11', 'x11', 'p2', 'c5']}
1769497645.4541807,SENT,e9fc41f9-14a0-4dfb-9012-facae517ce63,d2f18a01-26c0-42f3-ad6b-ff1cb1a68206,c2,c1,3396,?,p2,
1769497645.4543314,CREATED,50897bb4-b97a-45db-8848-bfba290ea945,0a2d2411-0d06-4f9a-96f1-53e849723f4f,c2,c1,27,?,?,surb={'id': 'ed3fb1c9-f49f-428e-9c48-d708f2a304d7', 'route': ['p1', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769497645.5039709,SENT,eb855ff4-38fb-4a44-99d4-430a091cc8f8,634126c4-25ce-48b8-b316-ae8d4a950578,c2,c1,3383,?,p2,
1769497645.504156,CREATED,9eb57825-55fa-4833-abb3-85bde6b9c082,bc461ffc-bffd-4acd-b48d-bf4a70d4e0a6,c2,c1,27,?,?,surb={'id': '76dbd57e-2a3d-4c78-8f91-279506420d2b', 'route': ['p1', 'e8', 'i4', 'x3', 'p2', 'c2']}
1769497645.8493059,SENT,a0dda62b-8d80-48c1-bf3b-613cfbe1b07b,5d803f68-5812-4297-be05-6732a328754b,c2,c1,3368,?,p2,
1769497645.8494618,CREATED,ff611661-7c4c-47b0-afdd-a474f8e5b723,bc461ffc-bffd-4acd-b48d-bf4a70d4e0a6,c2,c1,27,?,?,surb={'id': '76dbd57e-2a3d-4c78-8f91-279506420d2b', 'route': ['p1', 'e8', 'i4', 'x3', 'p2', 'c2']}
1769497645.9700356,SENT,e5fd02ea-aa15-4d10-a558-8539153e0c98,907d58d2-d790-4e3b-a799-9c05a0e6e9a2,c2,c1,3386,?,p2,
1769497645.9701605,CREATED,8f4d3ab3-1c55-4149-9afe-dbc02e1a9aa9,d41b3f92-fd58-46c9-aae9-979ed6d9f369,c2,c1,27,?,?,surb={'id': '420f4359-5861-4c3b-81bd-b24df06d6808', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c2']}
1769497646.058448,RECEIVED,91742719-c810-4b0c-9194-bb3f6c6f3055,b6a517c3-e192-4952-b375-689ce00b1d86,c5,c2,27,p2,?,surb={'id': '2c4af768-6eda-4dfa-a11b-6bcbf935d770', 'route': ['p2', 'e12', 'i11', 'x2', 'p2', 'c5']}
1769497646.165777,SENT,e1bc7c5f-1138-4563-898b-cd509f8d9a33,cab82e97-c211-46c6-a4e5-366230f2fb79,c2,c1,3383,?,p2,
1769497646.1658807,CREATED,90b6d053-2bba-4a8e-8195-ef377996bd93,d41b3f92-fd58-46c9-aae9-979ed6d9f369,c2,c1,27,?,?,surb={'id': '420f4359-5861-4c3b-81bd-b24df06d6808', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c2']}
1769497646.2028503,RECEIVED,bfd18235-c24c-4652-8578-1d7409a250b7,d80522cd-9a78-4fa7-ad16-47f625cc8253,c5,c2,27,p2,?,surb={'id': 'df24f0ae-4097-49f1-bc5c-bf402e9a8f35', 'route': ['p2', 'e7', 'i11', 'x10', 'p2', 'c5']}
1769497646.595429,RECEIVED,1f4250a7-16b4-461c-95cf-4187d3a026c5,bad8e3f6-d39d-495c-a364-18405e8f1d2e,c5,c2,27,p2,?,surb={'id': '56553cd4-2452-48b1-8810-05dc35ffaa62', 'route': ['p2', 'e11', 'i12', 'x3', 'p2', 'c5']}
1769497647.0178812,SENT,1cc8bab5-ba6c-4820-b0de-a7338bd1413b,cf55febe-0268-43eb-8ffd-0e7a1cb50c34,c2,c1,3409,?,p2,
1769497647.0185814,CREATED,4b243e26-bc70-4888-b8b4-d3f67ba04677,6df64092-2f0f-427d-a381-9e317e9b7b19,c2,c1,27,?,?,surb={'id': 'd542a2b6-f47c-416f-8903-cb3f207b62f6', 'route': ['p1', 'e12', 'i8', 'x11', 'p2', 'c2']}
1769497647.0288072,SENT,0e28a77a-7553-4d43-94b9-c1e5d87c7829,b62041bf-f9e8-4172-9d97-46aa952f8236,c2,c1,3388,?,p2,
1769497647.028909,CREATED,73cb898b-cf31-4371-af4e-9cb90ae4d5fd,6df64092-2f0f-427d-a381-9e317e9b7b19,c2,c1,27,?,?,surb={'id': 'd542a2b6-f47c-416f-8903-cb3f207b62f6', 'route': ['p1', 'e12', 'i8', 'x11', 'p2', 'c2']}
1769497647.1732275,RECEIVED,3def6d3f-f3d0-4521-b2d9-430b1031c672,8bc357fd-02e1-4379-bcf7-8de01d929786,c5,c2,27,p2,?,surb={'id': '33d4314e-d352-4834-b04b-ce24a9dcfb02', 'route': ['p2', 'e6', 'i3', 'x10', 'p2', 'c5']}
1769497647.2136695,SENT,62c29ca8-c529-4399-841b-e48d7d7cd432,a5f282ac-c1f3-4cf1-abee-57b775cd2bc5,c2,c1,3364,?,p2,
1769497647.2137804,CREATED,961b9f69-9860-439b-a28c-14090865332a,369ba6ab-4f57-42f0-a522-c423d9c60de1,c2,c1,27,?,?,surb={'id': '3425e399-7add-45f5-bd62-53d8effcc518', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769497647.2845035,RECEIVED,f37269fc-e55e-4000-a3b2-71bc326be8a3,f7519a2a-47b0-412c-af10-32bee368a597,c5,c2,27,p2,?,surb={'id': '8752ea9c-9b43-4018-bfa3-f3c7ae2f1b76', 'route': ['p2', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769497648.264331,SENT,01ac3957-10d8-4054-bee1-e711d234ebd2,c66c3289-c4e8-4680-bb07-27ead05ace6e,c2,c1,3391,?,p2,
1769497648.265401,CREATED,a0886410-e175-472a-a32b-826da631a6ba,369ba6ab-4f57-42f0-a522-c423d9c60de1,c2,c1,27,?,?,surb={'id': '3425e399-7add-45f5-bd62-53d8effcc518', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769497648.424919,RECEIVED,e06cf6af-5c46-4957-84a0-621450d32399,8bc357fd-02e1-4379-bcf7-8de01d929786,c5,c2,27,p2,?,surb={'id': '33d4314e-d352-4834-b04b-ce24a9dcfb02', 'route': ['p2', 'e6', 'i3', 'x10', 'p2', 'c5']}
1769497648.9936168,RECEIVED,5c4e6c5e-cf3e-4a51-887e-93931c442c97,37a7d798-0f69-4b36-8771-7051116251d3,c5,c2,27,p2,?,surb={'id': 'e7b5b60e-6240-4048-af93-e804f44471e1', 'route': ['p2', 'e4', 'i5', 'x11', 'p2', 'c5']}
1769497649.122813,SENT,b09d4505-2631-4b0f-949f-7f55502f6dca,6d52bf4d-32c2-4e3e-a419-bc95a4dedce6,c2,c1,3360,?,p2,
1769497649.122962,CREATED,3ea61952-9d73-4f10-b220-c4568a59e675,bf8036a5-cf66-4a99-bf4f-7b42522adcb9,c2,c1,27,?,?,surb={'id': '33d2a95b-fce7-4eda-83ff-d7d364eb2f86', 'route': ['p1', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769497649.3415747,SENT,06a683c7-7caa-4cb3-8a85-bf32984abd2a,39d0ac6f-03c5-4b72-99b8-3fe4c6e6b095,c2,c1,3372,?,p2,
1769497649.3417237,CREATED,ec605dda-bb39-426d-9335-35730c260ba8,bf8036a5-cf66-4a99-bf4f-7b42522adcb9,c2,c1,27,?,?,surb={'id': '33d2a95b-fce7-4eda-83ff-d7d364eb2f86', 'route': ['p1', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769497649.4225445,SENT,00cb282a-7d65-4dbb-a001-fd11ac141746,30bd4e94-05e0-40aa-aba8-8773fb30f590,c2,c1,3384,?,p2,
1769497649.4227016,CREATED,1d60a6d7-9e39-4e5e-b46a-5159ff35f823,f74c82bf-a2ae-427f-8232-38356c040a20,c2,c1,27,?,?,surb={'id': '455cb11f-aaeb-4e54-9a0a-45537bc17768', 'route': ['p1', 'e9', 'i2', 'x5', 'p2', 'c2']}
1769497649.4484122,RECEIVED,cf049407-9bbc-4f64-9720-9ba7ce89a47b,37a7d798-0f69-4b36-8771-7051116251d3,c5,c2,27,p2,?,surb={'id': 'e7b5b60e-6240-4048-af93-e804f44471e1', 'route': ['p2', 'e4', 'i5', 'x11', 'p2', 'c5']}
1769497649.6599445,SENT,126a0a3f-88bc-4d80-bbe9-9152e40ec0e1,b161aa98-7ea3-4570-878c-159a18f2f202,c2,c1,3374,?,p2,
1769497649.6601257,CREATED,a7f486bd-5923-40f9-8add-14d9edc0f661,f74c82bf-a2ae-427f-8232-38356c040a20,c2,c1,27,?,?,surb={'id': '455cb11f-aaeb-4e54-9a0a-45537bc17768', 'route': ['p1', 'e9', 'i2', 'x5', 'p2', 'c2']}
1769497649.8248427,RECEIVED,244278b5-3a66-41ad-950d-4621e7628425,46db8662-565e-4ff7-ab27-1428de4e5075,c5,c2,27,p2,?,surb={'id': '5f617249-ba2b-43a9-8835-63cd10056c57', 'route': ['p2', 'e5', 'i2', 'x9', 'p2', 'c5']}
1769497649.987778,SENT,a3271024-810b-4a25-b2e3-04bcab499297,7237f0ea-57ad-4568-a81d-37986a11ae45,c2,c1,3382,?,p2,
1769497649.9878778,CREATED,87540985-a16e-4db7-bdb8-6ada9979e451,a444d81b-dfab-4ad5-8118-2a0fdbdb892c,c2,c1,27,?,?,surb={'id': '0aab55c5-7dbc-442f-8341-d346245966d3', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c2']}
1769497650.35499,SENT,4ffbf35a-6cf3-4dc9-9235-ade08d2dba89,c0dd9064-7193-41b2-baab-907e9688a238,c2,c1,3387,?,p2,
1769497650.355145,CREATED,45fff611-4fdb-4a5a-97b1-86df9a2b3011,a444d81b-dfab-4ad5-8118-2a0fdbdb892c,c2,c1,27,?,?,surb={'id': '0aab55c5-7dbc-442f-8341-d346245966d3', 'route': ['p1', 'e10', 'i3', 'x8', 'p2', 'c2']}
1769497650.4559782,SENT,6fb0e052-9f20-45a4-a28f-9de226a09079,ad7cf8c6-f6df-45e3-8af5-a7ad9c46e628,c2,c1,3380,?,p2,
1769497650.456184,CREATED,e5389546-2394-4f8c-9768-157211e02a40,e6430161-12a8-4421-bdf4-5878ecdb140a,c2,c1,26,?,?,surb={'id': 'f865d784-7a40-4c12-8f75-a2031583fcad', 'route': ['p1', 'e4', 'i9', 'x6', 'p2', 'c2']}
1769497650.7593734,SENT,0aee78a3-2fdd-4d4c-bd05-adffda3869d0,17aac679-db9e-41f4-8c91-b1ed8937a08a,c2,c1,3373,?,p2,
1769497650.759521,CREATED,4016e403-c87d-494e-849e-e7b9abaa3c62,e6430161-12a8-4421-bdf4-5878ecdb140a,c2,c1,26,?,?,surb={'id': 'f865d784-7a40-4c12-8f75-a2031583fcad', 'route': ['p1', 'e4', 'i9', 'x6', 'p2', 'c2']}
1769497650.9976587,SENT,ebadb9d4-4092-4f50-8c01-a70582a5b4b8,d1400f43-6ef2-493f-a659-d944c991d2b3,c2,c1,3391,?,p2,
1769497650.9978178,CREATED,6842a9b1-85d8-408b-8fa7-4174dd4eb3e8,33204fcf-7f29-4348-a913-657018a84f94,c2,c1,27,?,?,surb={'id': '1686f26b-26fa-4642-ac66-2d1adee3495a', 'route': ['p1', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769497651.5533617,RECEIVED,f383d8f9-d1b7-4f9f-90fb-63990ef9e419,b34da8fc-c97b-4ac4-913f-69d80f4b0855,c5,c2,27,p2,?,surb={'id': 'b2e32403-bd45-4b02-82ad-505d9aa0a564', 'route': ['p2', 'e6', 'i12', 'x10', 'p2', 'c5']}
1769497651.6524096,SENT,48e9d019-f239-4d52-98a8-4d7fe54be31c,2370039b-f819-49ba-a231-e1f8d8415a03,c2,c1,3367,?,p2,
1769497651.6525605,CREATED,38ba16c7-1636-4f5f-ab87-37dc6966fa64,33204fcf-7f29-4348-a913-657018a84f94,c2,c1,27,?,?,surb={'id': '1686f26b-26fa-4642-ac66-2d1adee3495a', 'route': ['p1', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769497651.8049328,RECEIVED,1bc3ec70-0f83-4dbe-93d1-70d32dbe172c,88f43811-918a-4f24-8bb0-4672d3bbaef3,c5,c2,27,p2,?,surb={'id': '57d0b0f1-bd52-474c-ba63-ed4f33946690', 'route': ['p2', 'e4', 'i7', 'x4', 'p2', 'c5']}
1769497651.858502,RECEIVED,38cc4ff6-2c6f-4493-8156-4271be848f71,b34da8fc-c97b-4ac4-913f-69d80f4b0855,c5,c2,27,p2,?,surb={'id': 'b2e32403-bd45-4b02-82ad-505d9aa0a564', 'route': ['p2', 'e6', 'i12', 'x10', 'p2', 'c5']}
1769497652.1721632,RECEIVED,8609b54a-6d7d-4fcb-8467-30beb1b8feac,88f43811-918a-4f24-8bb0-4672d3bbaef3,c5,c2,27,p2,?,surb={'id': '57d0b0f1-bd52-474c-ba63-ed4f33946690', 'route': ['p2', 'e4', 'i7', 'x4', 'p2', 'c5']}
1769497652.251305,SENT,fba59197-7f01-4614-a6b0-854d9b4fbf6e,d81d8722-35d5-43fd-813f-cb8ebaaf3730,c2,c1,3392,?,p2,
1769497652.2514071,CREATED,b71a47c1-8acd-472a-b0af-c51b7994fcc0,05dfc082-b68c-4614-ba03-ef3e391c8b06,c2,c1,27,?,?,surb={'id': '72a6a7bb-8a16-479e-aae0-6f7448070883', 'route': ['p1', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769497652.372619,RECEIVED,cbe0910c-1b72-4991-aace-7c5431c1957c,31d1cc17-5085-4a4f-a340-b14e889716d4,c5,c2,26,p2,?,surb={'id': 'e8db234c-5ecc-4e6e-afc7-db8cea9a0b4a', 'route': ['p2', 'e11', 'i11', 'x3', 'p2', 'c5']}
1769497652.585941,SENT,9b0dc664-a7e9-4a1d-9271-506c975ac058,d6d3512e-f0cd-41e2-8943-073dc44b93de,c2,c1,3375,?,p2,
1769497652.586129,CREATED,6d9a6b71-d756-42c7-8ddc-f7c6e5764714,05dfc082-b68c-4614-ba03-ef3e391c8b06,c2,c1,27,?,?,surb={'id': '72a6a7bb-8a16-479e-aae0-6f7448070883', 'route': ['p1', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769497653.0287716,SENT,47f1acc5-994b-476c-a07f-fa5053af924b,abef184f-46bd-49bd-aa11-da3f4f7c9594,c2,c1,3360,?,p2,
1769497653.0288672,CREATED,bbfc9990-d778-483f-a6d1-b6ee1990cab1,04ff6ce2-84eb-49e9-9df8-624a064b0ad1,c2,c1,27,?,?,surb={'id': 'ecef280d-e0b3-4953-a640-b10c4c99aa0f', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c2']}
1769497653.1293488,SENT,0f5c62ee-1d19-4277-a9c5-4fdcfde561fc,4f0f2249-21cd-4e65-8114-def85fc23b62,c2,c1,3381,?,p2,
1769497653.129465,CREATED,b7620d94-2a89-4a9f-8669-92a20c0a01f8,04ff6ce2-84eb-49e9-9df8-624a064b0ad1,c2,c1,27,?,?,surb={'id': 'ecef280d-e0b3-4953-a640-b10c4c99aa0f', 'route': ['p1', 'e5', 'i1', 'x4', 'p2', 'c2']}
1769497653.2097454,SENT,3ef633fe-ef83-45c1-8c5e-fdbb059df461,a8b64731-2bdb-466a-98a4-354feb7aafef,c2,c1,3359,?,p2,
1769497653.209867,CREATED,1cd556d0-bb80-47f2-bac5-2a1bb4412af2,5561b175-70d5-405e-a90b-e6b3809d2c94,c2,c1,26,?,?,surb={'id': '18c7f0db-1b40-49b9-921a-e5e7bb15df08', 'route': ['p1', 'e3', 'i8', 'x9', 'p2', 'c2']}
1769497653.4593055,RECEIVED,13dbf519-8646-4e2c-b72e-39bba68dee9e,16447991-4d2a-4dc4-ac14-937073cd28d5,c5,c2,26,p2,?,surb={'id': '25f64082-eba6-4eb6-9826-158c9423be75', 'route': ['p2', 'e10', 'i9', 'x10', 'p2', 'c5']}
1769497654.045142,SENT,3dde3556-9cf0-4e8d-9fa7-b43a693b8b48,4c5bedf1-374e-45d5-97bf-48690ee23875,c2,c1,3364,?,p2,
1769497654.0452924,CREATED,51329e7f-4909-4c8c-903d-1b7fd7eea342,5561b175-70d5-405e-a90b-e6b3809d2c94,c2,c1,26,?,?,surb={'id': '18c7f0db-1b40-49b9-921a-e5e7bb15df08', 'route': ['p1', 'e3', 'i8', 'x9', 'p2', 'c2']}
1769497654.111747,RECEIVED,baadc93e-0ef7-462d-848a-96ec37df18bb,ff0d8dd9-52e6-4582-aa49-b415f966193b,c5,c2,27,p2,?,surb={'id': '5fe6f6d9-d70b-4636-9bdd-13feb7b8e593', 'route': ['p2', 'e5', 'i4', 'x6', 'p2', 'c5']}
1769497654.2435727,RECEIVED,363b2761-95b9-43c6-b0ff-ab8930f2f55f,4c8d740a-243b-4097-9bb5-50ba4168a5d9,c5,c2,27,p2,?,surb={'id': '434b95ce-61e3-4073-825b-7a409e463c60', 'route': ['p2', 'e5', 'i1', 'x3', 'p2', 'c5']}
1769497654.2727692,SENT,80518352-dc05-47d6-b457-619b1d2a26ef,11273377-d409-44c0-8bee-ef60ac0d9d4b,c2,c1,3383,?,p2,
1769497654.272841,CREATED,b591defa-38d9-4c3d-b2dc-5bdb5173edb8,1d1e5bde-de1a-4feb-9141-4eb1fedc5238,c2,c1,27,?,?,surb={'id': 'd9daf4a3-5541-48d7-b39f-3dc967242fa6', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c2']}
1769497654.3790393,RECEIVED,97079ceb-69de-4094-a644-d197df4b17be,16447991-4d2a-4dc4-ac14-937073cd28d5,c5,c2,26,p2,?,surb={'id': '25f64082-eba6-4eb6-9826-158c9423be75', 'route': ['p2', 'e10', 'i9', 'x10', 'p2', 'c5']}
1769497654.6894116,SENT,38f4e87c-db9c-4ad7-aaea-68cd570d0d8c,1ef512c9-4be0-4952-b15b-505f292bd77f,c2,c1,3392,?,p2,
1769497654.6895146,CREATED,83d1135b-4aa2-4fc7-95bf-5c003437ccb8,1d1e5bde-de1a-4feb-9141-4eb1fedc5238,c2,c1,27,?,?,surb={'id': 'd9daf4a3-5541-48d7-b39f-3dc967242fa6', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c2']}
1769497654.725171,SENT,fe42690e-2c36-4512-90b2-ea3477c71d30,fa25e9ce-c2ac-4b6d-bb69-fa315cde9ba0,c2,c1,3375,?,p2,
1769497654.7253025,CREATED,7fb712ff-c6a5-49eb-9a1c-d5835ee2e053,3382d6f0-a81c-40c3-82e2-e2d36c9e8f34,c2,c1,27,?,?,surb={'id': '436f0e85-0c44-4f14-9c73-af089061d8d1', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769497654.744392,SENT,41a718bb-4035-4f89-96ac-a3a6c8459903,9210a3b1-109a-4df1-b646-9d824aea1a6b,c2,c1,3367,?,p2,
1769497654.7445242,CREATED,cbb92325-363e-493d-a0e7-fc8234f4d7aa,3382d6f0-a81c-40c3-82e2-e2d36c9e8f34,c2,c1,27,?,?,surb={'id': '436f0e85-0c44-4f14-9c73-af089061d8d1', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769497654.7596028,RECEIVED,79ca0f6d-b0da-47cc-ae5a-e02204e071f1,ce187c55-3a93-486b-a4d9-4f73033ea8d8,c5,c2,27,p2,?,surb={'id': '8ed6eea2-2bc4-4c91-891c-246ed7f33ed7', 'route': ['p2', 'e8', 'i10', 'x9', 'p2', 'c5']}
1769497654.9189827,RECEIVED,2115c88d-0609-4301-9916-7411807fb3f0,ff0d8dd9-52e6-4582-aa49-b415f966193b,c5,c2,27,p2,?,surb={'id': '5fe6f6d9-d70b-4636-9bdd-13feb7b8e593', 'route': ['p2', 'e5', 'i4', 'x6', 'p2', 'c5']}
1769497655.2959397,SENT,58bdf3c4-1737-47c0-bf48-6f3e31384553,c278c74a-948a-4026-8069-82ca99b4afa9,c2,c1,3361,?,p2,
1769497655.2960966,CREATED,4c1b3a70-c64a-437a-80b8-67078e9439d0,ba065e48-311b-4f49-8c04-0c017412bcbb,c2,c1,27,?,?,surb={'id': 'fea75b38-a70e-4fe9-95d5-5193fa0d55d9', 'route': ['p1', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769497655.445608,SENT,257bcf30-d251-41e9-a062-430f487383fb,678c2644-acce-44a9-b327-2a868149d6d9,c2,c1,3372,?,p2,
1769497655.445745,CREATED,ca9bacd1-75ed-4cc5-8a99-68cbfa3dbde9,ba065e48-311b-4f49-8c04-0c017412bcbb,c2,c1,27,?,?,surb={'id': 'fea75b38-a70e-4fe9-95d5-5193fa0d55d9', 'route': ['p1', 'e1', 'i8', 'x5', 'p2', 'c2']}
1769497655.608594,SENT,08e64d83-715d-420b-8ed8-ec1a50edb1ad,864430b4-0f05-479b-b856-27f81c28df90,c2,c1,3383,?,p2,
1769497655.6087637,CREATED,5aa85afc-7d3d-4a31-b9f0-4b60668b5b75,7fafb8f5-e089-4fe4-9f3e-8b32182b720f,c2,c1,27,?,?,surb={'id': '92a6dda2-b5c9-447a-9e26-84bee45cbf7d', 'route': ['p1', 'e1', 'i6', 'x8', 'p2', 'c2']}
1769497655.8109524,SENT,3490c871-fe78-43e0-913e-694063e2b147,e99cca33-23d9-485d-b0a5-f3a6705bc510,c2,c1,3396,?,p2,
1769497655.811547,CREATED,ca38bcd0-4f23-48a0-a348-cd768c01d1bf,7fafb8f5-e089-4fe4-9f3e-8b32182b720f,c2,c1,27,?,?,surb={'id': '92a6dda2-b5c9-447a-9e26-84bee45cbf7d', 'route': ['p1', 'e1', 'i6', 'x8', 'p2', 'c2']}
1769497655.8643017,SENT,9fab3cd9-37b9-4281-bb60-cf04b3886808,0e4746ee-ec04-4372-a836-7896acbbdbcb,c2,c1,3396,?,p2,
1769497655.8644044,CREATED,698e6114-8331-4db3-9f87-7d5276fc29eb,6fa0562f-0d41-4f52-9d34-f5c5c406845b,c2,c1,26,?,?,surb={'id': '8e35dd32-2c7c-46b7-8724-d180af388ff0', 'route': ['p1', 'e12', 'i11', 'x9', 'p2', 'c2']}
1769497655.9424677,SENT,e6e5b883-e775-4e71-9725-f7dfd28072a5,387d657a-763b-441f-932a-9d753028ed3a,c2,c1,3379,?,p2,
