timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769497547.3017447,SENT,07e3b6a2-821d-4ac4-94b8-e136c11d1bb8,03b4fb2c-a8c8-4466-8873-9afe256b9b08,c2,c1,3396,?,p2,
1769497547.3019025,CREATED,b63789b4-c579-4d9d-b7d7-0cc3a8194818,4e024b63-186a-49b2-96ae-21ed68b6f4b2,c2,c1,27,?,?,surb={'id': 'd991c29d-138f-4835-bcad-8268526c462d', 'route': ['p1', 'e3', 'i9', 'x12', 'p2', 'c2']}
1769497559.3650768,SENT,4ab26a32-6526-4830-99bc-7107827aa137,c6255b33-e555-4305-a274-a60851790fd6,c2,c1,3392,?,p2,
1769497559.3652418,CREATED,6ad4b525-94ac-4fa4-b6a2-86206c4c0cc0,b7905d7b-681c-462a-80e8-53914b6f5cc7,c2,c1,27,?,?,surb={'id': '2dcd4dcf-f8c0-421c-aae5-04c4e7cae093', 'route': ['p1', 'e4', 'i3', 'x9', 'p2', 'c2']}
1769497559.5990713,SENT,da558f85-55bd-479f-ab0a-209fc9f2afa1,549b59e4-4385-4da4-85c4-cc5d94d09cff,c2,c1,3390,?,p2,
1769497559.5992293,CREATED,e507aa25-ae7f-4d27-9a7c-2c0dc797a7be,08db9717-4683-4842-9b5a-f37bc193a47d,c2,c1,27,?,?,surb={'id': '97c0a540-235b-4c0b-8d94-4c61d741aec6', 'route': ['p1', 'e7', 'i10', 'x1', 'p2', 'c2']}
1769497559.6057537,RECEIVED,19a180a8-59f5-4280-b391-eaf2b8b675ab,97e6c133-44ed-4a46-9fe6-ca2a60b8f81b,c5,c2,27,p2,?,surb={'id': '3f9a0de7-a588-49b4-80e2-10c625165e97', 'route': ['p2', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769497559.8222084,SENT,4a1012f4-ee8f-4553-9021-89a8fadbb5f6,d67a5e11-8ff3-4947-89c1-6f913712fd53,c2,c1,3380,?,p2,
1769497559.822362,CREATED,5145446f-4982-4a7e-8d62-8ca0dc8be3b1,08db9717-4683-4842-9b5a-f37bc193a47d,c2,c1,27,?,?,surb={'id': '97c0a540-235b-4c0b-8d94-4c61d741aec6', 'route': ['p1', 'e7', 'i10', 'x1', 'p2', 'c2']}
1769497560.1735406,RECEIVED,2e9af129-5e48-4b48-a2e4-fb5da140dabe,97e6c133-44ed-4a46-9fe6-ca2a60b8f81b,c5,c2,27,p2,?,surb={'id': '3f9a0de7-a588-49b4-80e2-10c625165e97', 'route': ['p2', 'e2', 'i12', 'x7', 'p2', 'c5']}
1769497560.23172,SENT,71a798fb-5b0b-4877-8d72-101205d5b3ee,58a74b27-d215-4e90-b02b-69161d02b8e3,c2,c1,3397,?,p2,
1769497560.2318716,CREATED,a3485705-b1a8-4c1c-b253-8e565a81fa01,c3243ddc-a0fb-46dc-9606-50bb29330a04,c2,c1,27,?,?,surb={'id': 'b71da4d8-55e8-4aa9-9917-1dc18652acd1', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769497560.3097923,RECEIVED,3b21082f-8a6d-4540-8661-a7e09cb81e9c,06a9c079-423f-4eef-8bea-84106144e125,c5,c2,27,p2,?,surb={'id': '868495fa-0af5-454d-b539-a0f5f1e088cb', 'route': ['p2', 'e7', 'i10', 'x8', 'p2', 'c5']}
1769497560.4439075,SENT,0ef1d7e2-39df-480b-8ae9-7e1c0987f3bc,014e62bb-f747-4d9a-99bf-3f0365db31ed,c2,c1,3395,?,p2,
1769497560.444008,CREATED,129ae8f7-66bc-4e45-bade-89a57089f717,c3243ddc-a0fb-46dc-9606-50bb29330a04,c2,c1,27,?,?,surb={'id': 'b71da4d8-55e8-4aa9-9917-1dc18652acd1', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769497560.453197,RECEIVED,039af4f9-6f04-4269-9587-4abd461a75e8,06a9c079-423f-4eef-8bea-84106144e125,c5,c2,27,p2,?,surb={'id': '868495fa-0af5-454d-b539-a0f5f1e088cb', 'route': ['p2', 'e7', 'i10', 'x8', 'p2', 'c5']}
1769497560.51002,SENT,0cb4686d-2439-4d99-aaf9-76e35b456156,6f550a60-3983-4c59-abb3-3ab805a93ea5,c2,c1,3382,?,p2,
1769497560.5102146,CREATED,34cc3a0a-47db-4715-83bd-9f686cc0845d,118fd8ca-d92f-43f6-b643-186c32f44fa8,c2,c1,27,?,?,surb={'id': '3fc0ebcc-ce18-451f-ac76-7962e9327856', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c2']}
1769497560.6624455,SENT,7ba2907b-c585-40cc-b7d4-b599bd8ada85,9801e16d-a1b7-43f4-8f85-b24b35321a01,c2,c1,3375,?,p2,
1769497560.6625957,CREATED,8b3f631f-a34d-4bba-bf1f-4d5515ed1ee6,118fd8ca-d92f-43f6-b643-186c32f44fa8,c2,c1,27,?,?,surb={'id': '3fc0ebcc-ce18-451f-ac76-7962e9327856', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c2']}
1769497560.8194282,RECEIVED,806bb2db-cc4b-465d-b812-70d0516b5b85,151a86fc-6b5a-41f8-b867-86a0d2b2d571,c5,c2,27,p2,?,surb={'id': 'e3be1409-1946-40a6-aaa2-761ddc254331', 'route': ['p2', 'e10', 'i7', 'x5', 'p2', 'c5']}
1769497561.1609244,RECEIVED,c3133edc-452f-49ca-8847-aa254cd13508,3fc287f9-4f5d-42b0-a0eb-204ea6cf4481,c5,c2,26,p2,?,surb={'id': 'ec631736-d59d-45c4-bbac-17652ffbd024', 'route': ['p2', 'e1', 'i1', 'x4', 'p2', 'c5']}
1769497561.3839674,SENT,7f5f64a1-252d-46a8-b002-bfb87c296edb,63956f38-0e6a-4694-b0b7-9579a395fcb5,c2,c1,3386,?,p2,
1769497561.384144,CREATED,bdb89325-5e67-4d6c-8c06-00f04c54a518,38b8675e-5299-4779-a3b3-229eaed90e87,c2,c1,26,?,?,surb={'id': '3eeacd04-27cf-4002-8488-15204662f3e9', 'route': ['p1', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769497561.3882098,RECEIVED,82dbe93b-8be0-4e57-a4d5-8acb2b9bf3f2,f1b5458c-a775-4a49-b539-95c66a30df4e,c5,c2,27,p2,?,surb={'id': '54176755-1ccd-400d-ade6-a0fce07b6907', 'route': ['p2', 'e10', 'i7', 'x7', 'p2', 'c5']}
1769497561.5394936,SENT,ddec9e33-6198-4507-a99e-82e8b73ffdb2,64f6f36a-d70d-42d6-93f1-9631506fd021,c2,c1,3388,?,p2,
1769497561.5396407,CREATED,5eeef7dd-2ccc-48e7-bea2-a2304655242a,38b8675e-5299-4779-a3b3-229eaed90e87,c2,c1,26,?,?,surb={'id': '3eeacd04-27cf-4002-8488-15204662f3e9', 'route': ['p1', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769497561.593096,RECEIVED,0611d0ee-99b3-4b41-a41d-2602f3847bcd,151a86fc-6b5a-41f8-b867-86a0d2b2d571,c5,c2,27,p2,?,surb={'id': 'e3be1409-1946-40a6-aaa2-761ddc254331', 'route': ['p2', 'e10', 'i7', 'x5', 'p2', 'c5']}
1769497561.6195998,SENT,5583ec34-d5a1-44d8-a672-79b1028c51ce,d54e7716-2c52-4e79-926b-8224b4e86b81,c2,c1,3386,?,p2,
1769497561.6197445,CREATED,6e6f928c-0d26-4de1-a28f-9c085436cc23,fbc184ab-3e3b-4eaa-833c-51fa4ad44cf9,c2,c1,27,?,?,surb={'id': '4ea4af8b-c8fd-48bb-890e-04895a62d8a3', 'route': ['p1', 'e8', 'i8', 'x8', 'p2', 'c2']}
1769497561.8302085,SENT,2a5f161d-6c4d-4ebb-9a60-d200568622a5,8ac2c8a0-d9b1-493c-a631-d4fad540bbe9,c2,c1,3360,?,p2,
1769497561.8303714,CREATED,bfcd8b34-9475-42c7-9881-bfe4f702f312,fbc184ab-3e3b-4eaa-833c-51fa4ad44cf9,c2,c1,27,?,?,surb={'id': '4ea4af8b-c8fd-48bb-890e-04895a62d8a3', 'route': ['p1', 'e8', 'i8', 'x8', 'p2', 'c2']}
1769497562.2068458,SENT,2a672b16-bc9f-4823-b390-383a74220ab6,22788f86-73d5-45f5-a58a-12b5753d610b,c2,c1,3375,?,p2,
1769497562.2070224,CREATED,0cb8f4b0-93bf-436b-b42b-59f09a59e0c4,c514ff57-41de-4ce9-a081-36d98ef76216,c2,c1,27,?,?,surb={'id': '0fcb870f-46ea-45b9-9f3a-272296495372', 'route': ['p1', 'e12', 'i2', 'x4', 'p2', 'c2']}
1769497562.4741917,SENT,5635765c-0136-4eb4-9d5b-8003bd7ae447,93c39b2e-6a26-4f06-9771-0008800271f7,c2,c1,3379,?,p2,
1769497562.4742684,CREATED,9c6b669d-7d66-4a1c-b45a-2f0a206219ae,c514ff57-41de-4ce9-a081-36d98ef76216,c2,c1,27,?,?,surb={'id': '0fcb870f-46ea-45b9-9f3a-272296495372', 'route': ['p1', 'e12', 'i2', 'x4', 'p2', 'c2']}
1769497562.5100248,SENT,3d5f11db-fd9c-4b2c-ac0d-7fa96eec4a72,7c2d1684-92c7-4ec1-9e2d-d437dbd41f05,c2,c1,3386,?,p2,
1769497562.5104563,CREATED,2030b1dc-2e6c-4e95-b127-8896b63ddead,6c863f96-d44d-4418-ac28-000a32961468,c2,c1,27,?,?,surb={'id': '19a91d57-baca-49b0-8fe1-56b422519171', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c2']}
1769497562.6038792,SENT,ca8d330e-700d-44dd-bcf5-6d7fe08d88a9,d7094aa7-9333-4011-b495-eb8ed9eb8e4f,c2,c1,3375,?,p2,
1769497562.603956,CREATED,102e1694-1068-428d-8a82-49944e6f31dd,6c863f96-d44d-4418-ac28-000a32961468,c2,c1,27,?,?,surb={'id': '19a91d57-baca-49b0-8fe1-56b422519171', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c2']}
1769497562.980463,SENT,bc7f6182-2a08-4896-abc3-0241120cd42c,bf338632-f5ad-42b6-afa2-8c1b968b75e4,c2,c1,3376,?,p2,
1769497562.9806104,CREATED,cc12abae-d7be-4eca-be38-0fa4b944430a,b0115afe-6305-47cd-bf6a-4539b1e8a6fc,c2,c1,27,?,?,surb={'id': '6b8fb2ca-156c-426f-8e19-dc4c65a85241', 'route': ['p1', 'e6', 'i1', 'x11', 'p2', 'c2']}
1769497563.4418476,RECEIVED,e6a4bd68-357a-4816-b778-e14877134c78,f1b5458c-a775-4a49-b539-95c66a30df4e,c5,c2,27,p2,?,surb={'id': '54176755-1ccd-400d-ade6-a0fce07b6907', 'route': ['p2', 'e10', 'i7', 'x7', 'p2', 'c5']}
1769497563.5558658,RECEIVED,114045a9-ec45-4ba7-a889-f7f928353322,6403b212-bd7e-4aae-94ef-adf64449a80b,c5,c2,25,p2,?,surb={'id': '43870c49-551f-4773-aac3-43604d0617d6', 'route': ['p2', 'e4', 'i5', 'x7', 'p2', 'c5']}
1769497563.8722014,SENT,7f1f9b86-c3d0-4301-8c94-8abb4c22da29,3ccf3a2c-ac7c-4b14-b0b3-77d9140db16d,c2,c1,3379,?,p2,
1769497563.8723543,CREATED,55e0b3be-eb29-4d34-b689-f017dbaf3446,b0115afe-6305-47cd-bf6a-4539b1e8a6fc,c2,c1,27,?,?,surb={'id': '6b8fb2ca-156c-426f-8e19-dc4c65a85241', 'route': ['p1', 'e6', 'i1', 'x11', 'p2', 'c2']}
1769497563.9365687,RECEIVED,3d254dbc-fd42-4a71-9474-4eeb833ef1dc,a60799f5-6c5f-4ff3-b7c5-4c716d409812,c5,c2,27,p2,?,surb={'id': '651e652e-de2b-4fe7-a946-e3118b36a32a', 'route': ['p2', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769497564.3921478,SENT,9049a9ce-a723-44d3-b45a-88d7bfb3cb39,5f88dd44-a5cc-464c-8a09-5bbf2d3b0787,c2,c1,3385,?,p2,
1769497564.392298,CREATED,58ed3292-cf08-4d13-8fe2-b8baf28a86d9,9e98c936-5c98-449c-9321-f2f18fc00cdc,c2,c1,27,?,?,surb={'id': '5e49542b-a7d4-479a-ac93-2940ae93029c', 'route': ['p1', 'e1', 'i9', 'x11', 'p2', 'c2']}
1769497564.4261901,RECEIVED,6724c4bf-79ad-450c-a655-060ff8b0b415,888cf2ef-12fc-4829-9a6f-a1829e08923e,c5,c2,25,p2,?,surb={'id': '7d66d07d-07c3-4f9f-92ff-2759aee92be8', 'route': ['p2', 'e5', 'i6', 'x2', 'p2', 'c5']}
1769497564.4416454,RECEIVED,280d36b2-8397-419e-b939-cbff2c84249c,b52b5ace-6662-4415-b1e5-1a67c0067fea,c5,c2,26,p2,?,surb={'id': 'a772064c-1049-4a6c-9256-d542cfd32f5b', 'route': ['p2', 'e11', 'i8', 'x11', 'p2', 'c5']}
1769497564.535717,SENT,35212ca0-2d87-449a-ae0f-e4250f33706d,02ce1fa0-271f-4269-bc5a-29f482ee9e5a,c2,c1,3376,?,p2,
1769497564.535821,CREATED,0515565d-cd97-4a28-b1d0-58dbd4df6b8f,9e98c936-5c98-449c-9321-f2f18fc00cdc,c2,c1,27,?,?,surb={'id': '5e49542b-a7d4-479a-ac93-2940ae93029c', 'route': ['p1', 'e1', 'i9', 'x11', 'p2', 'c2']}
1769497564.5777702,RECEIVED,1a9d7ef8-0ec5-4276-b1ac-23a91e988ac0,6403b212-bd7e-4aae-94ef-adf64449a80b,c5,c2,25,p2,?,surb={'id': '43870c49-551f-4773-aac3-43604d0617d6', 'route': ['p2', 'e4', 'i5', 'x7', 'p2', 'c5']}
1769497564.6613002,RECEIVED,3f5ebabc-b9f9-49b8-a624-be16338af9b5,a60799f5-6c5f-4ff3-b7c5-4c716d409812,c5,c2,27,p2,?,surb={'id': '651e652e-de2b-4fe7-a946-e3118b36a32a', 'route': ['p2', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769497564.7388868,SENT,6776c6fc-cca1-42fd-b27c-dd1599720c9e,e70e63b9-f44e-42bd-ad0d-2c0786d0ee57,c2,c1,3378,?,p2,
1769497564.7390757,CREATED,a3284874-fc07-415f-94fb-5da29bb8604e,cad8309b-7c2b-4491-8fb6-1278e34297a8,c2,c1,26,?,?,surb={'id': '55dd399d-9bea-412e-9c64-d4adcf31f986', 'route': ['p1', 'e6', 'i8', 'x2', 'p2', 'c2']}
1769497564.9499803,RECEIVED,d23c6a63-f3e3-4674-9cdb-d4d01077e6d2,888cf2ef-12fc-4829-9a6f-a1829e08923e,c5,c2,25,p2,?,surb={'id': '7d66d07d-07c3-4f9f-92ff-2759aee92be8', 'route': ['p2', 'e5', 'i6', 'x2', 'p2', 'c5']}
1769497565.0403824,SENT,744bf5fc-8cf3-4251-a983-fbb3a9a06ec9,b2604866-ba3d-452c-9a1a-da28112ce0ed,c2,c1,3383,?,p2,
1769497565.0405283,CREATED,0c52f041-04b4-401e-a5b5-87b784da66cc,cad8309b-7c2b-4491-8fb6-1278e34297a8,c2,c1,26,?,?,surb={'id': '55dd399d-9bea-412e-9c64-d4adcf31f986', 'route': ['p1', 'e6', 'i8', 'x2', 'p2', 'c2']}
1769497565.0785594,RECEIVED,cb1847c4-d202-468a-9606-ee1237158fce,b52b5ace-6662-4415-b1e5-1a67c0067fea,c5,c2,26,p2,?,surb={'id': 'a772064c-1049-4a6c-9256-d542cfd32f5b', 'route': ['p2', 'e11', 'i8', 'x11', 'p2', 'c5']}
1769497565.2547069,RECEIVED,e7c46b3a-c1ed-4720-9873-5dd412c2be75,50c29f5d-c745-40c1-890c-0a163349ddce,c5,c2,27,p2,?,surb={'id': '77bcd4e7-d58d-4ec3-abdb-6c28420c500e', 'route': ['p2', 'e1', 'i8', 'x12', 'p2', 'c5']}
1769497565.5234554,SENT,58a9f3c0-eeac-4d72-afd1-d5e530448954,09abe54c-38ed-4953-b5d6-235f104e02f4,c2,c1,3367,?,p2,
1769497565.5236194,CREATED,7365d8c0-4aca-4e88-beb1-8b74292101a7,9985bd9c-a909-4059-b7fe-d24b156025d1,c2,c1,27,?,?,surb={'id': 'bdd74e09-9277-493a-a7e8-ef30fbcf26e9', 'route': ['p1', 'e1', 'i4', 'x7', 'p2', 'c2']}
1769497565.7805307,RECEIVED,387aab37-6a54-448c-a003-2f6357100bd3,c322cb70-bc6b-4909-a5af-1905f3204e07,c5,c2,27,p2,?,surb={'id': '0303202b-f5e0-4e91-b39b-1b43df40f2b0', 'route': ['p2', 'e8', 'i9', 'x9', 'p2', 'c5']}
1769497565.8934162,RECEIVED,49018138-f660-49d1-b379-bb1198047f7e,c322cb70-bc6b-4909-a5af-1905f3204e07,c5,c2,27,p2,?,surb={'id': '0303202b-f5e0-4e91-b39b-1b43df40f2b0', 'route': ['p2', 'e8', 'i9', 'x9', 'p2', 'c5']}
1769497566.148756,SENT,db8a2da3-26b2-43cf-b0e7-2112aefa6e79,01611cc5-c74c-4aa3-8b04-2e9274019ecf,c2,c1,3380,?,p2,
1769497566.1489193,CREATED,d21f7cb2-03cd-45c0-acd8-ba86786e3bfe,9985bd9c-a909-4059-b7fe-d24b156025d1,c2,c1,27,?,?,surb={'id': 'bdd74e09-9277-493a-a7e8-ef30fbcf26e9', 'route': ['p1', 'e1', 'i4', 'x7', 'p2', 'c2']}
1769497566.5432503,RECEIVED,3d91c48a-2bad-4b31-9b4c-853ad36233e5,473f6d85-b484-40bb-9cdd-9fa4c505142b,c5,c2,27,p2,?,surb={'id': 'd03d09b6-ca5a-4f19-b323-8f9f86414f77', 'route': ['p2', 'e3', 'i2', 'x8', 'p2', 'c5']}
1769497566.830772,RECEIVED,3b5d841d-8e80-4255-ac52-02e87d321eca,ab7aae95-5c93-4a81-b2c8-3a0428ab814d,c5,c2,27,p2,?,surb={'id': 'ce271511-60b7-4347-bf85-afd48f924865', 'route': ['p2', 'e6', 'i9', 'x3', 'p2', 'c5']}
1769497566.9339185,SENT,e9908a21-5e7d-485b-a20c-4cc7e62172e8,8ae1eab2-0b50-4f7f-a9f2-49eac0007bb8,c2,c1,3359,?,p2,
1769497566.9346485,CREATED,a2041aeb-27e1-4aad-bba0-a8b490d0d443,4248f2e3-b4b3-4b8b-8be0-8c3dbd63ea00,c2,c1,27,?,?,surb={'id': 'cbae7eb5-1606-42e3-a672-7ce01cb67e9d', 'route': ['p1', 'e10', 'i8', 'x6', 'p2', 'c2']}
1769497567.4912338,SENT,d3853ee8-9df4-4708-afaa-e5e9d84ae368,a16de541-5e15-4fc3-be3a-afd4b332209c,c2,c1,3375,?,p2,
1769497567.4913893,CREATED,de5b8a0b-67ef-4208-a38e-7ff6df6fd732,4248f2e3-b4b3-4b8b-8be0-8c3dbd63ea00,c2,c1,27,?,?,surb={'id': 'cbae7eb5-1606-42e3-a672-7ce01cb67e9d', 'route': ['p1', 'e10', 'i8', 'x6', 'p2', 'c2']}
1769497567.5942903,RECEIVED,79474dfe-a1a8-4224-b6b7-c85c96b1944b,50c29f5d-c745-40c1-890c-0a163349ddce,c5,c2,27,p2,?,surb={'id': '77bcd4e7-d58d-4ec3-abdb-6c28420c500e', 'route': ['p2', 'e1', 'i8', 'x12', 'p2', 'c5']}
1769497568.137306,RECEIVED,f44c2db9-98c1-4aba-8176-db530a78495f,ab7aae95-5c93-4a81-b2c8-3a0428ab814d,c5,c2,27,p2,?,surb={'id': 'ce271511-60b7-4347-bf85-afd48f924865', 'route': ['p2', 'e6', 'i9', 'x3', 'p2', 'c5']}
1769497568.144875,RECEIVED,5ce02b26-c39d-441c-9124-4591acf4b1b4,f3ed7d04-8c42-4a98-99f7-7d2547d88bc5,c5,c2,27,p2,?,surb={'id': 'f52c1c7f-7346-46e2-9ddd-36f75790608b', 'route': ['p2', 'e5', 'i1', 'x8', 'p2', 'c5']}
1769497568.2257452,SENT,1509986f-64cd-4b75-8157-86ecdd308954,d4e24656-f062-4ce2-a35e-41ed8b7c2444,c2,c1,3397,?,p2,
1769497568.225877,CREATED,2d247376-e0b9-4de5-86fc-045bf664318c,3e408298-0cb8-4f04-9bab-c935eb0c3300,c2,c1,27,?,?,surb={'id': '940717f6-c4f4-4e7a-9ac7-e3669e89285e', 'route': ['p1', 'e10', 'i8', 'x2', 'p2', 'c2']}
1769497568.6248288,RECEIVED,494a9cfc-ee2f-4957-931e-f7620bec2634,2859cd36-bf74-4394-ad69-c27e2c00aee2,c5,c2,27,p2,?,surb={'id': '1b3c7ff2-862f-49af-b9f8-c9a2a933370c', 'route': ['p2', 'e8', 'i3', 'x9', 'p2', 'c5']}
1769497568.9076228,SENT,8f7898a0-db1f-4edb-a817-7691f13a43c9,1f220a53-3c36-4582-a68e-518dbadc629b,c2,c1,3392,?,p2,
1769497568.907802,CREATED,7932b34b-0ca0-4694-9d72-07f6c6e9f02d,3e408298-0cb8-4f04-9bab-c935eb0c3300,c2,c1,27,?,?,surb={'id': '940717f6-c4f4-4e7a-9ac7-e3669e89285e', 'route': ['p1', 'e10', 'i8', 'x2', 'p2', 'c2']}
1769497569.1229227,RECEIVED,ea7fe711-38c9-430d-bd63-08acdbc663d5,2859cd36-bf74-4394-ad69-c27e2c00aee2,c5,c2,27,p2,?,surb={'id': '1b3c7ff2-862f-49af-b9f8-c9a2a933370c', 'route': ['p2', 'e8', 'i3', 'x9', 'p2', 'c5']}
1769497569.2565491,RECEIVED,a3239021-681c-4c13-9797-d87ba42c966e,f3ed7d04-8c42-4a98-99f7-7d2547d88bc5,c5,c2,27,p2,?,surb={'id': 'f52c1c7f-7346-46e2-9ddd-36f75790608b', 'route': ['p2', 'e5', 'i1', 'x8', 'p2', 'c5']}
1769497569.326599,SENT,975831a4-01c9-49f3-90d6-81fc8c247699,940af0f0-4b94-4a57-aa2f-aca1e696ca5d,c2,c1,3379,?,p2,
1769497569.3274367,CREATED,81d508da-7f48-4a10-92e7-2094a1b322ba,17684354-1918-49be-8cd9-0471b2d77e4e,c2,c1,27,?,?,surb={'id': '2bee78cf-287c-4142-8a96-7edfba0df850', 'route': ['p1', 'e10', 'i12', 'x4', 'p2', 'c2']}
1769497570.198896,RECEIVED,e7a6a5e3-a87e-48f6-a2e4-4ba89e3a4c24,473f6d85-b484-40bb-9cdd-9fa4c505142b,c5,c2,27,p2,?,surb={'id': 'd03d09b6-ca5a-4f19-b323-8f9f86414f77', 'route': ['p2', 'e3', 'i2', 'x8', 'p2', 'c5']}
1769497570.968766,SENT,f506dd4f-68ce-41ae-93e5-c487caea1f32,7e0af0a4-94ab-4c6a-a9a4-7ca352019f8e,c2,c1,3392,?,p2,
1769497570.9689145,CREATED,627203d2-1751-415b-ab0c-1654af9a60c7,17684354-1918-49be-8cd9-0471b2d77e4e,c2,c1,27,?,?,surb={'id': '2bee78cf-287c-4142-8a96-7edfba0df850', 'route': ['p1', 'e10', 'i12', 'x4', 'p2', 'c2']}
1769497571.2566369,SENT,362ead12-81b6-44d2-9326-7ba6c3c78e82,b3f64224-2607-4f04-9016-4972998a33e8,c2,c1,3396,?,p2,
1769497571.2567844,CREATED,b4549a7d-7f9b-4439-a4b4-726fd952fcba,bc183399-50a3-490a-84b1-e26b138def18,c2,c1,27,?,?,surb={'id': 'c8444b04-7999-48ad-93a2-cc4122ddf810', 'route': ['p1', 'e11', 'i11', 'x3', 'p2', 'c2']}
1769497571.3165717,SENT,417516ed-35d3-450a-a3d7-d4c198dcd49b,a7e6e8d7-f612-4dfa-847f-0ad4fba9b808,c2,c1,3393,?,p2,
1769497571.3167362,CREATED,b86615b3-6b05-4fc8-9880-eef41a7111c0,bc183399-50a3-490a-84b1-e26b138def18,c2,c1,27,?,?,surb={'id': 'c8444b04-7999-48ad-93a2-cc4122ddf810', 'route': ['p1', 'e11', 'i11', 'x3', 'p2', 'c2']}
1769497571.740909,SENT,85440bf3-b650-4ed0-850f-ba47821f20b7,40d8cc5b-9e30-4ed2-9454-1bbc7cc731dd,c2,c1,3389,?,p2,
1769497571.7410936,CREATED,55c5d87c-fc14-4128-9d15-a2b1e2b7e70c,8f40ee78-2e96-4298-bef2-94178b2ff7d7,c2,c1,27,?,?,surb={'id': 'a8bd1e6d-e805-4c8b-8dd5-f33535e214c1', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769497572.2371213,SENT,15273a11-f464-40db-8489-b3844b011205,7bcdff08-1a68-4b08-a326-e74452b44bbb,c2,c1,3381,?,p2,
1769497572.2372665,CREATED,765d40b5-42c3-4460-ab1d-d65d88517db5,8f40ee78-2e96-4298-bef2-94178b2ff7d7,c2,c1,27,?,?,surb={'id': 'a8bd1e6d-e805-4c8b-8dd5-f33535e214c1', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769497572.5334637,RECEIVED,5134c37a-07ba-4102-94fe-a60a4b8d3d66,fe77a942-e67c-4799-86e0-9845ef0560c6,c5,c2,27,p2,?,surb={'id': '0702e0b1-9dba-47ad-be4a-a578ff391cb1', 'route': ['p2', 'e6', 'i1', 'x11', 'p2', 'c5']}
1769497572.6418107,SENT,80f65de1-20e1-4030-b9d5-94aeee09c4ee,62c79748-3e56-421b-8385-8783583db70d,c2,c1,3360,?,p2,
1769497572.6419616,CREATED,bc81dcac-61c2-4dae-9da6-acf668f4b7db,01f622f8-8391-4ffd-97e6-90f02bd318b9,c2,c1,27,?,?,surb={'id': 'cc56b509-363f-4c0d-9f2d-1254af9a8374', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769497573.0418403,SENT,c06096ae-6f33-4fa0-a799-db20f0f0ec16,9b789fde-e92e-4016-9efe-b9dd1e98a708,c2,c1,3364,?,p2,
1769497573.0419855,CREATED,bdf9bdee-7ff1-4509-a97c-d91da71fb358,01f622f8-8391-4ffd-97e6-90f02bd318b9,c2,c1,27,?,?,surb={'id': 'cc56b509-363f-4c0d-9f2d-1254af9a8374', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769497573.2544045,SENT,36680bf3-970e-4405-b373-ac2e60285099,f97d72bb-c6ec-4cf1-9a34-37f7beb01dfb,c2,c1,3368,?,p2,
1769497573.254556,CREATED,36c7ca80-ef30-4d9d-9d8d-13b5fa08e86d,30cdf13a-0ba8-4bde-9015-ff8250e71a8a,c2,c1,27,?,?,surb={'id': '9b600ac6-6637-4abf-88c8-e6377edbe3c3', 'route': ['p1', 'e11', 'i7', 'x1', 'p2', 'c2']}
1769497573.5105772,RECEIVED,147b1b98-5877-4231-b688-73f70f5ba8cc,fe77a942-e67c-4799-86e0-9845ef0560c6,c5,c2,27,p2,?,surb={'id': '0702e0b1-9dba-47ad-be4a-a578ff391cb1', 'route': ['p2', 'e6', 'i1', 'x11', 'p2', 'c5']}
1769497573.513507,SENT,c05445fd-a585-4985-97e6-279da1b7f3f3,d15a5591-a0f1-49da-941c-28be3671ae89,c2,c1,3382,?,p2,
1769497573.5141628,CREATED,5fb85059-bbea-463d-9725-c9c6f3065e95,30cdf13a-0ba8-4bde-9015-ff8250e71a8a,c2,c1,27,?,?,surb={'id': '9b600ac6-6637-4abf-88c8-e6377edbe3c3', 'route': ['p1', 'e11', 'i7', 'x1', 'p2', 'c2']}
1769497573.5293028,SENT,fae4bfbb-2a04-41ad-851c-d1637aa91377,9da99b42-9f92-4a07-b481-9f0406217b1b,c2,c1,3360,?,p2,
1769497573.5294108,CREATED,0ba2a766-c36d-420e-ac5a-a595bcc2e930,3146920e-6c01-48c4-a27e-a6938ccc039b,c2,c1,27,?,?,surb={'id': '0f37f8d2-a2c8-48c6-a62c-ecdc17336f19', 'route': ['p1', 'e5', 'i8', 'x8', 'p2', 'c2']}
