timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769488051.952637,SENT,7c592fa6-8257-41ba-9776-b599ed41aca7,a523c062-9e01-4ef2-bf5e-2ddf0459558a,c1,c5,3363,?,p1,
1769488051.9527369,CREATED,69daa0f6-8112-48b5-b156-d795bfff40e7,641cd2b2-0350-4961-a83b-bbdafeb2b9d2,c1,c5,27,?,?,surb={'id': '71a96287-42a6-450c-a5f2-7eed2e4004d5', 'route': ['p2', 'e9', 'i9', 'x9', 'p1', 'c1']}
1769488052.0129552,RECEIVED,d7cb635b-8d1a-4fed-afd3-6b5b0862b8ac,1f3594d3-fa5f-4ad3-adf5-ba7f6f9189ce,c2,c1,27,p1,?,surb={'id': '8a709867-e706-4267-8e00-930a007c8cab', 'route': ['p1', 'e11', 'i11', 'x11', 'p2', 'c2']}
1769488052.4418037,SENT,8e582a72-bf71-482c-8550-25a8be57278e,cebf4565-58f9-4cbd-84f2-5189424ee46f,c1,c5,3392,?,p1,
1769488052.4418557,CREATED,a21e4fba-33b5-4cb7-bfc1-9be495ca198f,b8a14e1c-c949-495a-b219-bd5e11bc9f7e,c1,c5,26,?,?,surb={'id': '3ed2ae2b-bb27-4680-9cbf-e85a407de309', 'route': ['p2', 'e12', 'i2', 'x2', 'p1', 'c1']}
1769488052.4647298,SENT,0941307e-2841-4158-ada1-18203159a1c9,54624949-0f0e-4708-9922-c53a472a2e66,c1,c5,3375,?,p1,
1769488052.4647815,CREATED,3eaea0ba-cb73-4f98-bf05-1682d56fc3c0,f2fd28ca-c2b7-4579-a101-ab6cd36b3ecb,c1,c5,27,?,?,surb={'id': '84a127e6-06cb-4e9c-af4c-d95ce5c769fb', 'route': ['p2', 'e4', 'i10', 'x8', 'p1', 'c1']}
1769488052.6493359,RECEIVED,61f5fb7c-b639-4a7d-a186-c66517fd7404,a7439334-647d-490d-b666-9c0561c4083d,c2,c1,27,p1,?,surb={'id': 'a950d9db-68fe-4eb6-9aa3-466245fa6272', 'route': ['p1', 'e5', 'i1', 'x6', 'p2', 'c2']}
1769488052.6745944,RECEIVED,0a5987ad-38d5-4cc8-a9ed-57b4fa464a9b,3762696b-f205-4467-a15d-936d7fd0d5d9,c2,c1,27,p1,?,surb={'id': '2bc48dcc-d63d-4966-a80e-b57e36ba4046', 'route': ['p1', 'e2', 'i3', 'x1', 'p2', 'c2']}
1769488052.789467,RECEIVED,204f4e27-efd0-4d3f-b952-e4afbc9f3138,8e38e758-fe14-4f3b-a803-34aad34f0ec0,c2,c1,27,p1,?,surb={'id': '6cd4a884-0129-45ea-8925-55877c84d708', 'route': ['p1', 'e3', 'i6', 'x8', 'p2', 'c2']}
1769488053.0738041,RECEIVED,3b03ba19-2c68-4347-9436-03e452b1c01a,e9b9b61c-5c21-4bdb-9285-e22e30bf93d5,c2,c1,27,p1,?,surb={'id': '4f35f060-959f-4c9a-bc49-253660fb1b19', 'route': ['p1', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769488053.1507497,SENT,2be8655c-0996-4d9b-92dd-ca69ca6303fc,ddd0cc88-989f-400e-8e6b-9fa273dd5f1d,c1,c5,3360,?,p1,
1769488053.15082,CREATED,f1892d19-885b-4ac4-afe1-d346e39b6b79,79825a5a-7766-4cd4-aa71-bc052e8a93bb,c1,c5,27,?,?,surb={'id': 'b3478c01-d92b-4096-a246-d7e2590aff66', 'route': ['p2', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769488053.3767865,RECEIVED,141238d4-a6f7-448a-9675-70eb0a23c235,acc5eea7-8555-4bf8-8931-4f262ba5efdf,c2,c1,27,p1,?,surb={'id': '61f64913-aab6-4850-87dd-7829e34e70c5', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c2']}
1769488053.413279,RECEIVED,f043a966-6a0f-418e-b993-b5b4cacf1443,cfb2b563-ce1a-4879-ba72-f4f03094e9ae,c2,c1,27,p1,?,surb={'id': '878757ad-50db-4b19-a2bf-f07fbd1e1508', 'route': ['p1', 'e3', 'i11', 'x9', 'p2', 'c2']}
1769488053.790498,SENT,4ce9c0ee-e245-44a6-99c5-bdcd325f7f4a,6c1a821c-0d54-4945-b9f1-c2c5b872541b,c1,c5,3400,?,p1,
1769488053.791248,CREATED,ea2973d9-5a82-42ec-8e70-6b17f031c9ba,c95d47ce-eb0f-4adf-b97e-b3a32ad428c4,c1,c5,27,?,?,surb={'id': '5b7f864d-96f9-4a7b-87d9-9e81b047ef69', 'route': ['p2', 'e11', 'i10', 'x8', 'p1', 'c1']}
1769488054.115942,RECEIVED,4c129617-72f8-4167-a180-302320c971ad,f55cb3e6-240f-49a3-97e4-c6e286dee699,c2,c1,26,p1,?,surb={'id': '63f45b90-b4ec-4588-a9b4-35ef6fba2aa5', 'route': ['p1', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769488054.2062838,SENT,e3974cd0-dee7-4d0d-ad51-010b0671d7e7,91e17517-00ea-4fec-9d34-da142c77a872,c1,c5,3383,?,p1,
1769488054.2064397,CREATED,631efa39-20ba-4191-bd11-e70b6eadf644,327566f3-382c-44bc-9010-20527200c994,c1,c5,26,?,?,surb={'id': '2fc2878a-ad96-4598-b2da-f2cb9c3ef7cd', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c1']}
1769488054.5147707,RECEIVED,677549b1-2770-405c-b958-3afa89be4e02,243f2aed-c248-48ff-96c4-4aca4acbf0bb,c2,c1,27,p1,?,surb={'id': '9517ef5e-2c47-4893-85d0-54993f689f33', 'route': ['p1', 'e3', 'i4', 'x8', 'p2', 'c2']}
1769488054.549757,SENT,73f51aa6-430e-492d-abc7-01339274d29f,aebc8d7e-013c-403e-95ab-8adc8a97124e,c1,c5,3396,?,p1,
1769488054.5498443,CREATED,179eabe3-a4df-476f-a34f-3e63d2cb0f22,1f336ef4-a830-409c-a9c4-cb10d524bd7b,c1,c5,27,?,?,surb={'id': '3252c244-2311-496b-892d-8345794abcec', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c1']}
1769488054.5710006,RECEIVED,1e81f191-8a05-4d56-be44-a0f681a5b3e9,6d6b32ed-db45-447c-b682-31495532bbce,c2,c1,27,p1,?,surb={'id': '24ae72a9-cad6-493e-a88f-04e0c3b80917', 'route': ['p1', 'e10', 'i12', 'x12', 'p2', 'c2']}
1769488054.6407874,SENT,309eb588-b092-4639-8d55-6c1130aa3ef3,287a8fe1-9ef2-4ba7-bf86-4b0987af081f,c1,c5,3359,?,p1,
1769488054.6408737,CREATED,78cdc1b7-dbea-4e4c-847f-b5630ce56eea,293592fc-46e3-4cc9-ac0a-f46f32f009d8,c1,c5,27,?,?,surb={'id': '91940126-b848-4bea-9562-4d3753b793b5', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c1']}
1769488054.9702125,RECEIVED,07b292c1-3bb1-4d6e-8631-19d7a275b984,3749f993-198d-4ca0-bc74-8ec9e53d464a,c2,c1,27,p1,?,surb={'id': 'b972f167-c347-41c0-abdb-11f6aa118d4e', 'route': ['p1', 'e11', 'i10', 'x8', 'p2', 'c2']}
1769488055.1109343,RECEIVED,95147a8b-c0c1-491c-8a2f-45f77acf91c5,57bacbb7-3043-48b6-9017-8682af350aa3,c2,c1,25,p1,?,surb={'id': '3a4077b3-3118-4985-aac7-c38b6d3c625d', 'route': ['p1', 'e9', 'i10', 'x6', 'p2', 'c2']}
1769488055.1665316,RECEIVED,7825e3de-ba15-4a21-ac87-5aa905235e0b,34a7449e-35b2-4aa6-accd-360177739fa2,c2,c1,27,p1,?,surb={'id': '31914513-447f-464f-9a45-44e3e469acef', 'route': ['p1', 'e5', 'i1', 'x2', 'p2', 'c2']}
1769488055.428225,RECEIVED,b57c505b-bfb5-4f53-b00f-b1fc8ac03e83,3af4bd6a-b243-4b87-b981-252825fed8fd,c2,c1,27,p1,?,surb={'id': 'a3b407c6-0201-4da3-8def-8e74eedc62f0', 'route': ['p1', 'e4', 'i9', 'x10', 'p2', 'c2']}
1769488055.4470966,RECEIVED,1f6e1f5d-2a5d-43db-ac09-7a0c8e514f14,1ccd3234-988e-4bbe-8900-36b894709497,c2,c1,27,p1,?,surb={'id': '99f0b5ee-0789-4cf0-a909-7c5d50e380ee', 'route': ['p1', 'e10', 'i9', 'x6', 'p2', 'c2']}
1769488055.5617373,SENT,fda0f641-4964-45c7-8e00-a776feab423d,359f51ce-15e6-4194-8acc-6204a8f568f3,c1,c5,3363,?,p1,
1769488055.5618005,CREATED,28a1d8bf-532d-45aa-834b-9763cb64e347,51a993e5-60e9-4eaf-a57c-d8ec704fef62,c1,c5,26,?,?,surb={'id': 'ec3736c1-a5ef-41c7-86ea-ed24535f6f59', 'route': ['p2', 'e2', 'i10', 'x5', 'p1', 'c1']}
1769488055.6111116,SENT,2c059d05-d075-4d50-828e-b79e6ab96f66,43f8f4e7-949d-4127-ae15-e7feddfd5454,c1,c5,3366,?,p1,
1769488055.6111825,CREATED,14101308-8426-4d26-8d6b-eb62ccfbbf9e,a58bb437-d81c-4c64-83e3-3176274b4ecd,c1,c5,26,?,?,surb={'id': '822a9355-da4c-42b1-a551-79becbde37d3', 'route': ['p2', 'e1', 'i4', 'x11', 'p1', 'c1']}
1769488055.7094753,SENT,50be331c-6b59-447e-84a1-f11faf48e304,c8b114f1-ec0f-44f3-9daa-111730323042,c1,c5,3399,?,p1,
1769488055.7096238,CREATED,2fb0304c-d9fa-4037-8f05-6441f1d00713,d5511bdf-ad58-4b62-91e9-af45e17dfce7,c1,c5,27,?,?,surb={'id': '7a8e4441-5d45-47bd-8004-0c6952c5872b', 'route': ['p2', 'e9', 'i2', 'x12', 'p1', 'c1']}
1769488055.7617555,SENT,696f95b7-4415-4049-9f27-df64ace80cf0,25b767c7-ccc4-409a-a225-1ceb6c91a93e,c1,c5,3379,?,p1,
1769488055.7619102,CREATED,6d842c57-1b65-4158-aef2-79d4e9c90406,27708d4e-eb75-4bb8-9b09-f3ef62dbd1bb,c1,c5,27,?,?,surb={'id': '3cf8718c-d4d4-4199-bc08-84b84d4dcd2f', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769488055.8999734,RECEIVED,d237cc1c-f321-42f7-b298-2bbcd53b5e6b,01a626c9-c204-495e-8d38-2bbf7bd2f96b,c2,c1,27,p1,?,surb={'id': 'aa89ce95-3322-4d57-989f-c45a940b381e', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769488056.0116856,SENT,1f8af297-163c-46d0-ba39-90b072ec5570,81bc47a2-090e-44df-89dc-c05e817825d4,c1,c5,3364,?,p1,
1769488056.0118372,CREATED,6c11efd3-b39e-4c5d-827d-68bd9cf47984,ae577200-99dc-4593-b933-3818f2396d1b,c1,c5,27,?,?,surb={'id': '7d55c802-163e-41b2-bdf0-3368e958584c', 'route': ['p2', 'e6', 'i6', 'x3', 'p1', 'c1']}
1769488056.2639155,SENT,85d2d00d-23a6-4a1c-985d-ef05931a1791,a8511e0a-6ea6-49a1-a5c6-7d723ff711e2,c1,c5,3375,?,p1,
1769488056.264013,CREATED,a9bab0e5-c2e0-4574-832f-525bc0b31549,089ec710-2042-4d16-80ce-bfeb508702c4,c1,c5,27,?,?,surb={'id': '058c39b2-c6c9-4960-a132-b3464961de34', 'route': ['p2', 'e7', 'i7', 'x3', 'p1', 'c1']}
1769488056.4387867,SENT,43115198-5583-4bd9-9ce3-abf97c20f843,dfcaca4c-5de0-496c-94c6-9f6774995104,c1,c5,3396,?,p1,
1769488056.439013,CREATED,8aba0c52-ec5a-4726-9405-3238c2c9acc0,62b9762c-b830-40cf-8b52-91c2c6553fe2,c1,c5,27,?,?,surb={'id': '191b651d-a5a3-4ccf-be99-2ddf2433938a', 'route': ['p2', 'e6', 'i1', 'x6', 'p1', 'c1']}
1769488056.5639317,RECEIVED,d76e051f-87f3-4df9-b922-4ce2127e30f5,8ef2a3b7-9095-4afa-b9b0-ea4480e9a963,c2,c1,27,p1,?,surb={'id': '6ce812ed-8cf2-4209-8448-e77f30b34bd8', 'route': ['p1', 'e2', 'i5', 'x10', 'p2', 'c2']}
1769488056.6555371,RECEIVED,938a8332-b34c-47d2-a95e-45e7c2b7c3ac,40bc6709-7a95-4224-b83d-efbc60e85601,c2,c1,27,p1,?,surb={'id': '7a7c90dc-f078-4552-a0e1-b6811aeb9989', 'route': ['p1', 'e3', 'i12', 'x6', 'p2', 'c2']}
1769488056.7140317,SENT,32484d5f-1969-444b-8a7e-1b7cd53da04e,310d4d5e-f955-41a1-838a-072980b7f274,c1,c5,3384,?,p1,
1769488056.7142444,CREATED,edf36e7b-3fb2-410c-9502-92edbbd3d876,4be965a4-0dc9-43b8-80d6-96266b170a77,c1,c5,25,?,?,surb={'id': '09c7c2b2-42e1-4c91-9c93-4e3c9e1618b8', 'route': ['p2', 'e10', 'i4', 'x1', 'p1', 'c1']}
1769488056.8811395,SENT,370d344f-591a-46aa-a3a9-58601eee1526,97d54d75-81b9-4e54-99eb-67ab8eb40c2d,c1,c5,3364,?,p1,
1769488056.8812408,CREATED,472dd86b-1e56-449f-bb5a-b99da9cce414,d0b3f2ac-2521-48b3-a8b1-587147c888b8,c1,c5,26,?,?,surb={'id': 'd9d77cd0-c866-4b9c-acc6-46a4566c020d', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c1']}
1769488057.07257,SENT,392a6905-ae92-4e4e-b5d9-2029a9b9e0df,3d2332c6-1924-4d1a-b198-5de52beaa9da,c1,c5,3380,?,p1,
1769488057.0726643,CREATED,d9a97c6a-f377-4cf9-ab73-d626933ff16a,364704b3-0609-4321-9280-bc51521ba3f9,c1,c5,27,?,?,surb={'id': '6309bd4a-2a44-48a3-9794-c3589cbd45d8', 'route': ['p2', 'e6', 'i5', 'x5', 'p1', 'c1']}
1769488057.1438713,RECEIVED,51956f42-f610-4b79-973d-0800f98ff953,661e4958-28d8-43cf-a81f-bdd673e7d591,c2,c1,27,p1,?,surb={'id': '1ff15c40-9f29-4dbf-b696-2aad798bff3d', 'route': ['p1', 'e1', 'i6', 'x3', 'p2', 'c2']}
1769488057.2050905,RECEIVED,9465419d-b557-4f70-b19d-1a963baff537,0fbeb6f4-f3b9-4061-b3f6-d27a95c376f6,c2,c1,27,p1,?,surb={'id': '6681f1a8-b6fb-45ae-a9a3-fbb590d3255b', 'route': ['p1', 'e1', 'i5', 'x6', 'p2', 'c2']}
1769488057.6506753,SENT,b39b47a6-e4b6-4773-94cb-f869bff1c97d,9309c04c-261b-4a7c-941b-60092ca1f8d2,c1,c5,3376,?,p1,
1769488057.6508236,CREATED,10a63184-b3c6-416e-a7b9-b1b0d9ec5010,3e1aa8cc-7ac6-4b96-9e64-1889595e599a,c1,c5,27,?,?,surb={'id': 'ab4f57a8-537f-45c2-a1df-a0df75f75532', 'route': ['p2', 'e4', 'i9', 'x11', 'p1', 'c1']}
1769488057.6600425,SENT,29e42560-698d-4305-82f9-b0b96d1b9aee,eb7071fe-8276-48b5-9718-8c31e2e34320,c1,c5,3392,?,p1,
1769488057.6604507,CREATED,ed1cec40-00e1-4306-8273-9a53a6feadf5,1dd746c6-b1f1-4a9b-b33d-6873ad4442c2,c1,c5,27,?,?,surb={'id': '771b5fb1-d26c-4d19-be17-1192b7cffc55', 'route': ['p2', 'e6', 'i1', 'x2', 'p1', 'c1']}
1769488057.7538462,RECEIVED,aee9750a-5341-4f32-a0ab-cdbadddd9d5e,25edc901-796d-4450-a9cf-3cde22d37b5d,c2,c1,27,p1,?,surb={'id': '8ee2c8e5-359c-4a54-a7af-c687705ddb56', 'route': ['p1', 'e3', 'i8', 'x8', 'p2', 'c2']}
1769488057.9962687,RECEIVED,14da1fd4-c67c-48f1-aecd-57b337161ebf,1453b000-831a-482f-9323-f50a8bd29360,c2,c1,27,p1,?,surb={'id': '3e7e16e5-7ca2-431b-807c-6ceba71d55e5', 'route': ['p1', 'e3', 'i3', 'x7', 'p2', 'c2']}
1769488058.0691884,SENT,a669d40b-1ea5-45b5-94aa-9929fd084a40,0ff72c82-47e7-4ae4-ac89-ac01bb50d489,c1,c5,3375,?,p1,
1769488058.0692732,CREATED,383fd8a3-0af3-442c-83ed-545764825c13,753061ca-5734-4068-8343-a6d40bc0190c,c1,c5,27,?,?,surb={'id': 'fd6b3d5c-39b6-4094-a5ff-2a4cd850dd2c', 'route': ['p2', 'e2', 'i9', 'x8', 'p1', 'c1']}
1769488058.0985973,RECEIVED,dca84fee-f0db-4a21-8acb-8ec4a5d5abf4,b1b5f568-f2e3-46bb-98d1-b84ab008ffee,c2,c1,27,p1,?,surb={'id': 'df028e20-b699-4e59-886f-526b56badad9', 'route': ['p1', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769488058.170336,RECEIVED,d17b138c-d0c0-4ecd-9100-b99ea7a6a19d,d177437e-ea59-4c3b-befd-e063db20942d,c2,c1,27,p1,?,surb={'id': 'b94aab6c-33b7-427f-8b12-e8bf18d37e67', 'route': ['p1', 'e9', 'i2', 'x12', 'p2', 'c2']}
1769488058.2096229,RECEIVED,b92cbfa1-a3b4-445d-9128-57d0a089f323,9e5ec850-16ec-4d66-a763-8082f73c862a,c2,c1,27,p1,?,surb={'id': '345bee73-6a06-4406-9cc8-3bf1b063f444', 'route': ['p1', 'e2', 'i12', 'x1', 'p2', 'c2']}
1769488058.2214062,SENT,1dcd1a7b-244e-4a37-95bb-bad11f264935,ba3aeea4-02be-4629-b129-56f17811e566,c1,c5,3388,?,p1,
1769488058.221514,CREATED,4d19ae99-7096-4249-a33b-68323b8f00e1,769ef4ed-d8fe-463b-9362-b40c559caff7,c1,c5,26,?,?,surb={'id': '7cc57aeb-d981-415e-8887-79a66b914c2d', 'route': ['p2', 'e4', 'i12', 'x4', 'p1', 'c1']}
1769488058.256567,RECEIVED,ef442504-0fce-4080-ad22-0b64679d6f64,bfff93b7-b84e-4160-9e59-c1b98bbe9ef5,c2,c1,27,p1,?,surb={'id': 'd812f1c9-0aa1-42cc-9fbd-255c03c234ff', 'route': ['p1', 'e6', 'i12', 'x6', 'p2', 'c2']}
1769488058.2641702,SENT,9f731362-1fdc-4962-afce-987142ed7477,5ef660a6-2d3a-452d-8c7b-954ae7e64661,c1,c5,3398,?,p1,
1769488058.2642891,CREATED,e3884ae3-f553-4d63-aee3-b687c5132f60,7e05ba74-0b2e-44db-8de6-faf083db78a4,c1,c5,27,?,?,surb={'id': '5f917977-97f0-4178-a3f7-33afe56741f8', 'route': ['p2', 'e10', 'i4', 'x1', 'p1', 'c1']}
1769488058.3329413,SENT,60f62646-5211-4e78-9fb8-ceb1c52792d7,e1f57ac0-32a6-4a74-bf47-909c3d53c6bb,c1,c5,3388,?,p1,
1769488058.3330703,CREATED,3ea749cb-ecae-44eb-88db-dcfa4e56f196,ecb3305d-a962-4e66-89e5-68df6f0614fb,c1,c5,27,?,?,surb={'id': '00804171-a3fb-42a3-b40d-0432179b09b2', 'route': ['p2', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769488058.5426443,SENT,92782960-255e-46a1-acf0-8aaa13780940,797fe9d9-d2e0-43bd-a799-e189ab34345b,c1,c5,3384,?,p1,
1769488058.542694,CREATED,0a67fd39-29cd-4363-a82f-b596dc597e07,0217cbcb-acd6-408d-ac25-0e1246dcb150,c1,c5,27,?,?,surb={'id': 'e1e63d1a-d222-4b5d-9bd9-fce1cab8207d', 'route': ['p2', 'e4', 'i9', 'x6', 'p1', 'c1']}
1769488058.617412,SENT,7be4f5ae-b1c2-4f13-a838-69faa0b30798,4417c58f-054e-490d-912f-e8a410e6bf0e,c1,c5,3379,?,p1,
1769488058.6174638,CREATED,ec75e43d-0d94-4974-80bc-dcaa51f809b2,2902e330-c79c-436e-ac2e-c3f1e9be56fd,c1,c5,27,?,?,surb={'id': '7316490f-3804-447d-8fe9-c6dd2ab6740e', 'route': ['p2', 'e9', 'i9', 'x1', 'p1', 'c1']}
1769488058.7855916,SENT,7720ba29-b211-4bc7-96bb-f5c3afb46f77,f3d9b592-235e-4e28-b8af-42013b2e9450,c1,c5,3376,?,p1,
1769488058.7857435,CREATED,07558e24-7b2a-45f1-83b7-364992701953,e1c65b46-9400-44cd-a736-e26819dfcd6d,c1,c5,27,?,?,surb={'id': '2dc63ace-4c1d-41a1-8af2-f0d1d3f9b99f', 'route': ['p2', 'e10', 'i3', 'x1', 'p1', 'c1']}
1769488059.0854266,SENT,27f68370-7601-4a09-a5d2-76670fdc98ca,a130d269-d224-4db5-8d62-53b20271d56a,c1,c5,3371,?,p1,
1769488059.0854974,CREATED,6e7c307a-f641-4aa3-869c-a94dacd75867,3ca068d9-d4ae-4a04-9c17-20ccd372a1eb,c1,c5,25,?,?,surb={'id': '96942720-4f62-4123-95ce-bd3a6983c023', 'route': ['p2', 'e11', 'i3', 'x7', 'p1', 'c1']}
1769488059.2041817,RECEIVED,1732da18-bccd-4334-82f0-4b4ea3a15fe4,f9394ed7-784c-4e89-b4ea-1eecf36c9d3c,c2,c1,26,p1,?,surb={'id': '81726f07-dd16-4906-8603-7cb34266e906', 'route': ['p1', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769488059.224496,RECEIVED,e88f7214-32f1-4758-b377-7f1744a64ea0,2637d45c-2c04-4428-8531-b67e6f9b9255,c2,c1,27,p1,?,surb={'id': '0e1ae7c1-417f-4962-8973-ddb707a07c4e', 'route': ['p1', 'e7', 'i2', 'x7', 'p2', 'c2']}
1769488059.4400887,SENT,758b3d3c-cd3b-4b79-ae1e-7bfa3a730947,e79fbc3e-b06b-4587-8101-5852dc43d871,c1,c5,3376,?,p1,
1769488059.4402454,CREATED,c0689f08-9361-4c60-a06e-a1a93ef4dcff,6060e80d-608d-480c-80d4-103b92f80ade,c1,c5,27,?,?,surb={'id': '3db183db-9230-4082-bef0-dfaa4b2466d0', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c1']}
1769488059.576174,RECEIVED,ae41dc0f-0f13-4272-8a27-fd09fbc0c852,037c73a1-752f-44fe-9ce1-3e34d21a18ad,c2,c1,27,p1,?,surb={'id': '53d6a836-47b0-48b9-bde6-101da77b8436', 'route': ['p1', 'e2', 'i9', 'x8', 'p2', 'c2']}
1769488059.9415886,SENT,ff77fe7a-fccf-4065-ad85-46f6e0b20b21,df848ce9-10f3-4800-b166-a48b72de908b,c1,c5,3397,?,p1,
1769488059.9417436,CREATED,5ef30396-03c4-46c5-9148-97cc7af0b27f,1824e7b4-eabf-4e4a-bf27-bdeb2d69dc78,c1,c5,27,?,?,surb={'id': '83f45ca5-c90c-4adc-b707-c86f403b3e1c', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769488059.9668176,RECEIVED,a0fb1ea7-56e6-401f-ad21-010dc641e3ed,c0e2512f-b31e-4ac1-860d-f337209de9bd,c2,c1,27,p1,?,surb={'id': '0b09b9ff-c95f-4a61-a53f-f319fc468571', 'route': ['p1', 'e9', 'i2', 'x8', 'p2', 'c2']}
1769488060.201478,RECEIVED,3ec40f3f-7355-43cf-82eb-66c6a74944ff,bb96fe24-4e88-4362-9369-65079f2aef0c,c2,c1,26,p1,?,surb={'id': '6922ab12-3dba-4a36-87c1-4c53558b3c11', 'route': ['p1', 'e8', 'i7', 'x4', 'p2', 'c2']}
1769488060.2193687,SENT,07ca64f7-e15f-4b54-ab5b-0dba2f527caf,a167a064-847c-4917-84b2-c7d4b41f7257,c1,c5,3380,?,p1,
1769488060.2194319,CREATED,1b4c7406-34f5-46de-857a-df772c515360,d10894a5-ecd8-492e-9d10-45b387212b4e,c1,c5,27,?,?,surb={'id': 'e7989b4b-5b0e-4292-a02f-27b4d9ecd27b', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769488060.245454,SENT,4d040fcb-5391-4213-bfbb-c2c9b1cd3b45,5d006997-b170-418f-9650-87f88483a4d2,c1,c5,3383,?,p1,
1769488060.245603,CREATED,969f222e-099b-43fa-a0c4-f4a0357fadd2,c4f9c4c7-ea42-42c7-b64d-dee5782a23e2,c1,c5,27,?,?,surb={'id': '0d9d3962-f01a-4f2d-a62c-fade2c05ce4e', 'route': ['p2', 'e11', 'i7', 'x9', 'p1', 'c1']}
1769488060.3742137,RECEIVED,e5e62aac-0e73-4905-8f37-80906f3d6d28,52440cab-2934-46c0-b733-8591b4991bad,c2,c1,27,p1,?,surb={'id': '73dfba95-51b2-4bc8-853a-189ef41a92c8', 'route': ['p1', 'e12', 'i3', 'x1', 'p2', 'c2']}
1769488060.390634,SENT,e1526c51-b462-4ed8-aa40-7a72dd0a5938,c5847e25-3d18-467c-8786-bbb50700dd47,c1,c5,3387,?,p1,
1769488060.3907773,CREATED,cae81f6f-df7f-4d6a-b8a6-dc85d31de6c7,de4482c1-5f99-4cd5-80e3-c5780dc30bb2,c1,c5,27,?,?,surb={'id': '4e3b6e61-07b6-47ff-8fb2-743f8afbb65b', 'route': ['p2', 'e1', 'i5', 'x8', 'p1', 'c1']}
1769488060.4374435,SENT,ba2e6555-29d5-4ef3-8e03-e1a6798dc45f,a4cd6ba7-090c-499d-bbba-ce048684a6c4,c1,c5,3387,?,p1,
1769488060.4375062,CREATED,c43fde68-46dd-4594-8be7-fa8a2d3f9415,703444c1-1493-4afa-b60b-9d5875be77d3,c1,c5,27,?,?,surb={'id': '63b9cb3c-8cb1-44fc-9789-a513c325b0ec', 'route': ['p2', 'e11', 'i7', 'x5', 'p1', 'c1']}
1769488060.4800615,SENT,d61b6d4f-a3ae-49aa-8391-059e350e9ff4,6bbd8066-5adc-4af5-a353-fda97718afcf,c1,c5,3366,?,p1,
1769488060.480125,CREATED,96d95cb4-3584-43e3-b1ad-4226b757c426,378f2684-eea6-40e7-b73c-1dcac9a2d10d,c1,c5,26,?,?,surb={'id': 'afab7b9f-8bb4-491a-8c81-df22193125f1', 'route': ['p2', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769488061.0847921,SENT,86225634-a242-481c-9a99-3df734add61d,029fdb07-96d2-491a-bc61-b3b5c65517c2,c1,c5,3367,?,p1,
1769488061.0848694,CREATED,481cf992-437e-4152-82d3-eb8c8f49cd91,9ca11dce-0bd8-4aac-ace0-358de921d31b,c1,c5,27,?,?,surb={'id': '1f12a75a-836f-481c-b102-4e7a912e13ee', 'route': ['p2', 'e6', 'i8', 'x9', 'p1', 'c1']}
1769488061.11948,SENT,d0300144-f3e1-4702-9631-04ec923f5339,16bdd120-a76f-47fa-9f57-5e2071644af0,c1,c5,3400,?,p1,
1769488061.1195564,CREATED,2edc7954-69f8-48ec-b69a-4bae586d0e15,cc40f51b-2cff-48a3-968d-ff2a0c5d67e6,c1,c5,27,?,?,surb={'id': '70283c05-d3b4-4128-8db5-4877a74cffd2', 'route': ['p2', 'e2', 'i12', 'x6', 'p1', 'c1']}
1769488061.225091,SENT,21032ee0-9712-4e52-aca9-0653fd609ece,6365463a-59cf-43e8-b708-3d0835d17f6b,c1,c5,3379,?,p1,
1769488061.2251709,CREATED,597a87af-d609-4a31-ac0b-0da746de54b9,2c9748b6-fe3b-4fb0-8730-ff0e2e92db29,c1,c5,26,?,?,surb={'id': 'c5a9eaa0-de3b-4c10-ab57-8c08c18683fc', 'route': ['p2', 'e1', 'i4', 'x11', 'p1', 'c1']}
1769488061.2945492,RECEIVED,76a6af95-bf42-4a69-b643-66b4af9020f1,8378913e-f1eb-49a1-a6cd-76558ea8b5cc,c2,c1,27,p1,?,surb={'id': 'b27e329b-2ee7-4800-a0e7-85e0f8eff4a5', 'route': ['p1', 'e3', 'i7', 'x5', 'p2', 'c2']}
