timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446347.1693497,SENT,6ba0913f-5690-410d-a4c2-aaebb2b09f22,9c7d091d-7e0e-448c-ba16-0a55b1cab289,c5,c4,3397,?,p2,
1769446347.169508,CREATED,8ec91f99-e34c-4fb6-9f09-111d2eb987c2,bb13c6ca-e9ea-4264-8ec2-4ef7e8aa6f35,c5,c4,27,?,?,surb={'id': '5a7d9fb4-5d7d-4877-ae1a-42c67b92d975', 'route': ['p1', 'e11', 'i12', 'x9', 'p2', 'c5']}
1769446478.739673,RECEIVED,2971264d-459a-420d-9de3-33a3941459cf,14b4a300-0d5c-42a4-9b2c-f73e330d8698,c4,c5,27,p2,?,surb={'id': '960b2066-e10d-4e6c-a41a-608be7c4b97a', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769446478.7704077,SENT,27141aa8-ada2-4da6-88dd-428b620e74c7,edba8ee4-1858-44e3-83e3-d57ad5dc920d,c5,c4,3381,?,p2,
1769446478.7705529,CREATED,be442a2a-eeb2-4541-acb6-39d570903fd1,824e651b-8e65-4831-b193-d34f5193ddeb,c5,c4,26,?,?,surb={'id': '99cda9f8-862b-40c7-b7a4-0e76e0d16ef8', 'route': ['p1', 'e11', 'i10', 'x6', 'p2', 'c5']}
1769446478.793336,RECEIVED,fe6b1403-826f-4e9a-a54f-3bb960872ace,13157f68-82f5-4bdb-a2b8-36ece181994e,c1,c5,27,p2,?,surb={'id': '880ad7ff-6e9f-45f8-8568-28ed3637e6c4', 'route': ['p2', 'e10', 'i10', 'x8', 'p1', 'c1']}
1769446479.0868363,SENT,1b2f3bfb-abb5-43f2-9332-2c56c4737a47,2d9614a7-ff95-4cba-a38a-1ed02f48e952,c5,c4,3371,?,p2,
1769446479.0869863,CREATED,4cfed4b9-bd2e-4b2a-9928-1f1f7f77dc6f,0684e4bc-08b1-430c-8909-dea7ff8221ef,c5,c4,27,?,?,surb={'id': '2d3f2814-319e-482c-bc40-0d7f5e9a0a8c', 'route': ['p1', 'e7', 'i1', 'x6', 'p2', 'c5']}
1769446479.3788078,RECEIVED,5ea53135-a9ff-4736-b902-e394bdc298f6,d4fc31a2-d882-44c5-8af5-c8939f6f8a18,c4,c5,25,p2,?,surb={'id': '15b6d6ee-0da3-4475-a295-49def6f31fa8', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c4']}
1769446479.6805758,RECEIVED,4c4f8c6e-7bdb-4453-bb19-dfa8a439e159,8785168a-7177-4cdc-877d-67228180e80f,c1,c5,27,p2,?,surb={'id': '0a4376ac-c466-461f-ac0d-8bd38fb624a2', 'route': ['p2', 'e6', 'i10', 'x4', 'p1', 'c1']}
1769446479.721999,SENT,009c0531-2db9-4967-8c18-45e4d2b5f09f,f76ec429-bf6c-4d09-a6a3-68e31112c5d0,c5,c4,3379,?,p2,
1769446479.7221396,CREATED,1874a690-aa12-46d1-94f9-35f607eb5901,494849d2-cdf0-48a9-b2b0-42c1bf4729be,c5,c4,27,?,?,surb={'id': 'a0f21c34-55c0-4d65-945a-8110507a415d', 'route': ['p1', 'e7', 'i3', 'x9', 'p2', 'c5']}
1769446479.8879454,RECEIVED,c13a9e6b-540d-4171-af03-e26edd1b3f44,7b6e0a7f-3040-466a-8d73-b28cbdb94282,c1,c5,27,p2,?,surb={'id': '1616fdbe-7d6a-42b5-af1c-c4b5b8b94ed1', 'route': ['p2', 'e3', 'i11', 'x9', 'p1', 'c1']}
1769446480.06838,RECEIVED,4f207292-ff49-43b3-929a-70381e3dc029,d9e854f2-e27e-4762-bcc2-3a43c8d73f50,c1,c5,27,p2,?,surb={'id': '631c88ce-9932-4931-9624-87a7cf1151b6', 'route': ['p2', 'e10', 'i9', 'x8', 'p1', 'c1']}
1769446480.0934405,RECEIVED,04bf1b6a-6b90-405b-a3f5-ef2541e5a110,3093beb5-9953-4fd5-8f57-05673a56556a,c4,c5,27,p2,?,surb={'id': 'b13dc62d-f908-41a8-8ad6-c85244134c0b', 'route': ['p2', 'e12', 'i7', 'x2', 'p1', 'c4']}
1769446480.2866123,RECEIVED,92460996-bbbd-487e-9ad4-cdf30f60f20d,b07612e5-57d2-4ec1-9b0c-e83e35a70971,c1,c5,27,p2,?,surb={'id': '85679cd5-d727-4d32-a738-5d1fcf62d05f', 'route': ['p2', 'e9', 'i3', 'x2', 'p1', 'c1']}
1769446480.3126984,RECEIVED,5dcda706-64df-4b01-9c7e-7a14d8dbbf96,a4518d3d-a1d9-4503-b659-a0c301c6faaa,c1,c5,26,p2,?,surb={'id': '9a4919c3-de1c-45ab-b93d-427fbdb8124d', 'route': ['p2', 'e10', 'i2', 'x7', 'p1', 'c1']}
1769446480.499466,RECEIVED,7871d5ac-1d31-4821-b975-a51bee08e1e8,54200f6b-63d1-45a1-8c22-67faae151fd9,c4,c5,26,p2,?,surb={'id': '68a5df68-3dbc-42d3-a93e-c21b8425ff34', 'route': ['p2', 'e2', 'i12', 'x9', 'p1', 'c4']}
1769446480.5244124,SENT,120f945f-3ec4-4e91-92f3-63a16b95ceab,47e9025c-466f-41fc-8799-db09ff857a60,c5,c4,3396,?,p2,
1769446480.5246959,CREATED,e73aba00-3dea-4854-86c3-c529160fd91c,e57ea6ed-4892-49f6-bc04-042b39009d2a,c5,c4,26,?,?,surb={'id': 'f76c339c-fe06-48cb-bbcf-a53eddefe9f3', 'route': ['p1', 'e11', 'i12', 'x2', 'p2', 'c5']}
1769446480.6366367,SENT,b29698a2-2337-42f7-85d3-a39089aa2af7,722d1767-b40d-4b35-822d-2136bacc5294,c5,c4,3400,?,p2,
1769446480.6367848,CREATED,a8fc518a-51d2-446f-be4b-105d405ca756,fb6df8eb-ff8d-4f77-8fda-764854c6a4cc,c5,c4,27,?,?,surb={'id': '1e457f70-63cd-47fd-9992-0088d9c6b45e', 'route': ['p1', 'e5', 'i2', 'x12', 'p2', 'c5']}
1769446480.8030958,SENT,3266cd8c-5d49-4ce6-b9ab-418cc6241b8d,5ab65624-3b47-494c-8f97-e4d193c13b90,c5,c4,3379,?,p2,
1769446480.8032556,CREATED,c035199d-f8bf-48fd-9e85-3b266b3256ea,7fed3c24-0300-41b5-aad7-34a9f5c7aa1f,c5,c4,27,?,?,surb={'id': '9ba47303-2cfb-4f2b-8d08-7f13fab0064b', 'route': ['p1', 'e6', 'i1', 'x4', 'p2', 'c5']}
1769446480.8435483,SENT,57ec09ec-0aa0-44ad-83e6-3055efb1fb55,9d5d66b5-6f86-45c1-a9a1-00f4ab424059,c5,c4,3380,?,p2,
1769446480.8437,CREATED,13f0e9a0-fcee-4312-a37c-5289211e6494,7bd8ce09-cbb4-4cff-b9d2-bc01936d1d32,c5,c4,27,?,?,surb={'id': '7c83c935-b328-442c-93fc-53f04c38439f', 'route': ['p1', 'e1', 'i5', 'x7', 'p2', 'c5']}
1769446480.8907175,SENT,e0438716-648c-4cc6-bb17-3c334f287ccf,433f3d87-930f-47f5-bd61-e94f63af9078,c5,c4,3387,?,p2,
1769446480.8908644,CREATED,b68de824-6e4b-4ffe-ae59-b27d91ea50be,25c55488-5808-47d3-9e67-115a17cd38fc,c5,c4,27,?,?,surb={'id': '2eed5445-a52b-42b8-8d5e-de39289a2119', 'route': ['p1', 'e11', 'i5', 'x3', 'p2', 'c5']}
1769446480.9102597,SENT,e880bc07-209b-4672-9743-fdad7a6ac630,56d45195-041c-4102-a7b9-ee3564dbfc26,c5,c4,3394,?,p2,
1769446480.910416,CREATED,10b28b2a-42bb-40eb-b6a0-6b35c2224a59,40602a3a-75df-4d1d-9432-e6a4bb8dbed5,c5,c4,27,?,?,surb={'id': 'adc7bbe6-56de-436b-b39f-e72b1f7f2a6d', 'route': ['p1', 'e7', 'i2', 'x7', 'p2', 'c5']}
1769446481.2587428,SENT,c4b061f8-f59a-436a-af18-0f18c5b40791,70e6d1fe-b1dc-4a72-a1fa-8665d17eb01a,c5,c4,3391,?,p2,
1769446481.2588747,CREATED,d056eb31-c233-4039-9fd4-4bed8b9f540d,22eeaba8-109f-4cfb-8ce0-196888562a7a,c5,c4,27,?,?,surb={'id': 'bb6c7d2e-eb9b-4352-bbac-f1239d551a4a', 'route': ['p1', 'e4', 'i8', 'x6', 'p2', 'c5']}
1769446481.5349722,SENT,4064390e-bf26-46d0-bfdc-03503af060f4,7021f99e-6a01-4cf9-b01b-66f6cceef182,c5,c4,3384,?,p2,
1769446481.5351555,CREATED,f1e099a9-87f4-4368-81bf-52cadc496069,29d64242-5f55-452e-9669-17d323cca6bd,c5,c4,27,?,?,surb={'id': '75ba26e6-fbf6-4768-b1cc-d7e51bc14405', 'route': ['p1', 'e10', 'i9', 'x11', 'p2', 'c5']}
1769446482.1604483,SENT,bd4d3f00-ffbe-430c-a757-58ee1f78eea4,7e296f7c-9ee8-4566-830a-301715a0adc2,c5,c4,3359,?,p2,
1769446482.1605911,CREATED,8eb5919e-78e2-47db-b1eb-c3943cd3873c,95972c45-234a-40f9-9447-932e3d3c004b,c5,c4,27,?,?,surb={'id': '28398178-6f40-4222-a003-b2c56de81d6f', 'route': ['p1', 'e7', 'i11', 'x5', 'p2', 'c5']}
1769446482.4605112,RECEIVED,ff6898ad-4c20-40e3-b7ec-b9119102f079,aa80cdb5-2a45-444f-b790-768909abf84a,c1,c5,27,p2,?,surb={'id': 'fe94bfdc-116e-4bac-b6a0-f2a88275732b', 'route': ['p2', 'e1', 'i4', 'x3', 'p1', 'c1']}
1769446482.889655,RECEIVED,62b9fc40-73cd-42f4-b1ca-e41e492e570c,51f4b8a1-1703-4e46-90f6-0c15a492326b,c1,c5,27,p2,?,surb={'id': '846bf608-4ff3-48c6-bfda-85c54b97bd21', 'route': ['p2', 'e11', 'i8', 'x9', 'p1', 'c1']}
1769446482.9128604,SENT,a5909839-6c29-424f-b5cf-d396146c91bd,04a1eba2-106b-4145-9079-127452561afd,c5,c4,3389,?,p2,
1769446482.9130008,CREATED,253f1d91-d5a0-4cbd-857d-710d6d1e70c2,d1570c5f-c056-4793-9dc9-e2a33bf1b3af,c5,c4,27,?,?,surb={'id': '1f723d9d-3fca-46cc-b8c3-5967449135d4', 'route': ['p1', 'e9', 'i10', 'x8', 'p2', 'c5']}
1769446483.0093036,SENT,e2056fb7-f484-44e7-b361-554c4ac1f84e,482ac5d2-baa0-4fd7-909b-71c4590cb1f9,c5,c4,3382,?,p2,
1769446483.0094032,CREATED,7f03738f-d94c-452d-8fbe-0972feac5994,21223162-7190-4174-9f49-0ba560a1c06f,c5,c4,27,?,?,surb={'id': 'f4984979-3a83-4bfb-a531-a87c51369702', 'route': ['p1', 'e7', 'i1', 'x5', 'p2', 'c5']}
1769446483.045685,RECEIVED,c3c1fb9f-cecb-47ac-be4e-605f48a63e65,27245afa-6736-4ace-b2e1-6712c8b2e9fb,c4,c5,27,p2,?,surb={'id': '011afccf-18b3-4ac0-b42f-4c2801fcd78d', 'route': ['p2', 'e4', 'i8', 'x8', 'p1', 'c4']}
1769446483.0492873,RECEIVED,4e5f79cb-73c7-49c4-9631-d358fb381d5a,4b21c1b3-53ef-485d-a721-e373f6c51674,c4,c5,27,p2,?,surb={'id': 'c6c0f98c-af74-4674-b197-b60726a1038e', 'route': ['p2', 'e11', 'i1', 'x8', 'p1', 'c4']}
1769446483.121187,SENT,c518c047-db04-4daf-985d-5daa53a179b1,99ed2c99-3ee9-4958-870c-79f61b80dd87,c5,c4,3386,?,p2,
1769446483.1212893,CREATED,69d37672-ea8d-45e2-96e8-5286b47a29ef,b7a76938-5e86-46da-a3ca-42f45c1e012b,c5,c4,27,?,?,surb={'id': '42a8e43d-1fa9-45c4-bc3e-92068e136faa', 'route': ['p1', 'e10', 'i11', 'x7', 'p2', 'c5']}
1769446483.1774952,RECEIVED,9f0edda9-d5f5-4839-91a3-ba3659f05e89,0a62feab-c499-4a25-bd24-353ac0417db1,c1,c5,26,p2,?,surb={'id': 'f1bb4237-8983-4aef-a385-786da19f7225', 'route': ['p2', 'e11', 'i12', 'x9', 'p1', 'c1']}
1769446483.2507136,RECEIVED,f1c178ba-7776-4f6f-8343-86ac1e597c55,c35d9746-a413-481d-ae0d-06eaa85cd4ba,c4,c5,27,p2,?,surb={'id': 'b7dc5d19-b542-467e-88e9-e241f81de38e', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c4']}
1769446483.4422183,SENT,aae2ad01-165f-4dd6-a9e4-2d4bd9cd4d81,384e6f36-aa42-45dc-bfc9-1c74bd538538,c5,c4,3380,?,p2,
1769446483.4424577,CREATED,c7d88b28-1fe2-4c82-aeb0-adcc82c5f7ef,d7f58ecd-1eba-46b8-ae05-8efece40510e,c5,c4,27,?,?,surb={'id': '8d59b373-e6d8-4ae1-88fd-82079b54adc0', 'route': ['p1', 'e8', 'i1', 'x9', 'p2', 'c5']}
1769446483.4528742,RECEIVED,afa0b9e6-629f-4a63-b1ff-a93c1b64160d,daf2862a-c95c-4aeb-aefe-806d04c1980b,c1,c5,27,p2,?,surb={'id': '4461a42d-7be1-4ff9-92b9-af6bc5bbe150', 'route': ['p2', 'e5', 'i3', 'x3', 'p1', 'c1']}
1769446483.535387,RECEIVED,89d3e6b3-d3fb-4762-a35f-c7ff970c20c7,c3f8a36e-9301-4ee2-8669-b0542ff5d205,c1,c5,27,p2,?,surb={'id': '3f3b42cd-7c15-4a4e-93c1-208696b5f497', 'route': ['p2', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769446483.6187239,RECEIVED,e8d58490-436a-4a6f-ab8f-db0cfdda6ecb,db90ee51-9e15-4311-bdf4-433bd72aacf9,c4,c5,27,p2,?,surb={'id': '4c7edcf9-84a2-4bb1-b95a-519f785abf9c', 'route': ['p2', 'e10', 'i12', 'x3', 'p1', 'c4']}
1769446483.6416118,SENT,e0623abd-5eb6-4ab4-b5cf-9e3df86d387b,036ddfaa-7308-409d-b3fd-3286f25060f1,c5,c4,3388,?,p2,
1769446483.6417463,CREATED,57e3a63d-dd13-41f1-a69b-0148cff68663,7320d6a8-2077-4d74-b891-6cc499d91678,c5,c4,27,?,?,surb={'id': '8f6cb3eb-efe2-464c-9b41-a601600b6f6c', 'route': ['p1', 'e6', 'i10', 'x2', 'p2', 'c5']}
1769446483.863778,RECEIVED,6b3f66e1-4a69-4005-a6e8-68ae415605bf,2de8edd7-a0e2-473d-ad21-5bef402a31aa,c1,c5,25,p2,?,surb={'id': '8e6c2677-5b96-4459-abb3-15fe3a9a1bea', 'route': ['p2', 'e6', 'i3', 'x11', 'p1', 'c1']}
1769446484.1549294,SENT,a6054105-4b11-4670-ac15-a431199a62e3,f0530ea6-bebc-4098-86ef-148427b7c460,c5,c4,3379,?,p2,
1769446484.1557896,CREATED,aedf2f6f-a7d8-490f-9cda-b31a79731a4d,9eb613fc-1430-4edd-a3f4-2a123b5871a7,c5,c4,27,?,?,surb={'id': 'f7816a5f-0065-4114-a703-170aec29e89e', 'route': ['p1', 'e1', 'i5', 'x2', 'p2', 'c5']}
1769446484.1627,RECEIVED,8d5272a1-cac2-4e33-85ed-31376d1b97bb,f2df4d73-a674-4080-b97b-4889fabf793c,c4,c5,27,p2,?,surb={'id': '80effd36-2abb-4b02-a149-4101877fe020', 'route': ['p2', 'e4', 'i12', 'x5', 'p1', 'c4']}
1769446484.1798315,SENT,5b4a8d12-c9c9-4163-bded-6c22d570275a,2402d84b-5013-4837-9b00-9b9b96652d2a,c5,c4,3380,?,p2,
1769446484.1799822,CREATED,16e90e55-b882-42ca-9761-47c5316ce16d,66d7c2b7-939e-4e53-82ac-9d28d1bd4bff,c5,c4,26,?,?,surb={'id': '9e33bed4-6027-47e7-ba2c-7cd80c79e35c', 'route': ['p1', 'e6', 'i1', 'x1', 'p2', 'c5']}
1769446484.2082763,RECEIVED,a6fa8101-cc66-4e51-8f93-6520d345c7f6,674adaf1-58ef-4137-8132-a9d1dbaf1581,c4,c5,27,p2,?,surb={'id': 'a1683df6-785e-439e-b0ab-45c97be83024', 'route': ['p2', 'e3', 'i12', 'x11', 'p1', 'c4']}
1769446484.2603219,RECEIVED,af605e08-b9b8-405c-90b9-2eb2eee66ed6,8bf9bb73-ef65-4399-96c8-83d32b3a727f,c4,c5,27,p2,?,surb={'id': '336fa6ad-ddd7-4b9b-95ee-9465326817d4', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769446484.3233378,RECEIVED,4ed85433-959b-4f3a-abfb-4c3654a3c262,363c267e-8b26-4c68-b13a-609292866977,c1,c5,27,p2,?,surb={'id': 'c7d7cda1-edd0-4b8f-bd00-324eabdb4c72', 'route': ['p2', 'e4', 'i3', 'x4', 'p1', 'c1']}
1769446484.41607,SENT,9d2ca315-caaf-4cf9-9586-835fdd287df3,d277598d-d6b9-4a1f-b537-2532c31fb999,c5,c4,3388,?,p2,
1769446484.4161508,CREATED,cb87982d-4af3-4804-a2a7-ff89717ea109,3966d378-f5ac-4a58-9e93-09e199757b72,c5,c4,27,?,?,surb={'id': '13f6596c-6fd0-4b3a-b0a3-479f0a6ad4bc', 'route': ['p1', 'e4', 'i10', 'x12', 'p2', 'c5']}
1769446484.51051,SENT,a892aec7-ad5d-4a05-8725-19a895d3d2d2,ced47f1b-325c-4067-85a8-7d1a7a3a4dc2,c5,c4,3400,?,p2,
1769446484.5109472,CREATED,5b0cfe0a-7ccd-43cc-a7cd-f0f475585fd3,91360a2c-ca83-444c-9e80-80b9757c5466,c5,c4,27,?,?,surb={'id': 'a7d8b147-205e-4766-a7fa-2bd59813c31e', 'route': ['p1', 'e4', 'i11', 'x12', 'p2', 'c5']}
1769446484.5475907,SENT,db2ff8ff-3698-49f3-9475-fc73a8d2c393,802ea8f5-2829-4e09-8112-e57f2c20c7c0,c5,c4,3400,?,p2,
1769446484.5477386,CREATED,081c0d7b-81fe-4d37-8e2b-5d37207a4ede,ecfec419-cee4-4cef-bfa4-c1ca860c98bc,c5,c4,26,?,?,surb={'id': '80f9fafe-b9f5-456f-a9d3-9337548f721e', 'route': ['p1', 'e11', 'i10', 'x11', 'p2', 'c5']}
1769446484.5923557,SENT,b0a020a7-74a2-41bb-bf5b-2fa152262187,ea36be71-5e0f-44cd-a3d7-75bbdc7e93b8,c5,c4,3389,?,p2,
1769446484.592505,CREATED,6f4abb1e-b5a5-4275-89b6-ea4b301d1b54,9c6277d9-d73e-43ad-a663-f5181a0954a2,c5,c4,27,?,?,surb={'id': 'a80c475c-07cd-41f0-8b0b-2949670e8208', 'route': ['p1', 'e8', 'i4', 'x12', 'p2', 'c5']}
1769446484.6107712,RECEIVED,766302d9-a599-44cf-bcc4-262a7efdab4c,5960b649-9097-43bc-b1bb-128a45a549b8,c4,c5,27,p2,?,surb={'id': '4d22e183-1bab-4958-a853-ea0ac09ce594', 'route': ['p2', 'e9', 'i11', 'x3', 'p1', 'c4']}
1769446484.6903844,RECEIVED,fef8e548-25e9-4ffd-aef4-6e79782bd9dc,a40d6888-d5a8-4198-b82d-6ba37d19d55c,c4,c5,27,p2,?,surb={'id': '3d29ad99-2a2c-44a7-9e72-e5e06752fe32', 'route': ['p2', 'e1', 'i9', 'x9', 'p1', 'c4']}
1769446484.825668,RECEIVED,e3f29cb4-4ac9-4771-9a51-1d97fa1e96d2,034695c5-3854-4fed-abf7-ef5fc292db7f,c1,c5,26,p2,?,surb={'id': 'fd8dace9-26aa-4d71-a472-8a44ba3461c8', 'route': ['p2', 'e3', 'i8', 'x12', 'p1', 'c1']}
1769446484.8551385,SENT,0dd204af-f713-4976-9268-b338fd2bbeca,54d7e1a6-d2b5-4f11-9a13-065c3b2cddd2,c5,c4,3371,?,p2,
1769446484.8553188,CREATED,76b5d315-ea67-45af-9b43-e6f3831ed384,fecd6e1c-c79e-4319-adb5-bbe093aaabf5,c5,c4,27,?,?,surb={'id': '28fb5fa7-4781-49f2-a562-7b2ac37cf2e4', 'route': ['p1', 'e1', 'i4', 'x8', 'p2', 'c5']}
1769446485.0124085,RECEIVED,c709d570-2f10-4201-afde-7c3557661dc8,e5370882-165b-4762-bc9e-9749e9236684,c4,c5,27,p2,?,surb={'id': '8d397c08-a90a-482f-beff-17cf15a99985', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c4']}
1769446485.0175254,SENT,70515e62-c63e-43f7-afa1-24554dd08dd5,c2d90407-2ca3-4596-a104-1883ba0bbaf1,c5,c4,3360,?,p2,
1769446485.0176806,CREATED,87d40a1d-478b-4b52-984b-bce71826c933,4697b7ac-5bbc-40de-a577-3e6b508abf71,c5,c4,26,?,?,surb={'id': '4febd8ba-5a9b-4da8-8f78-c97a03f076b4', 'route': ['p1', 'e2', 'i6', 'x7', 'p2', 'c5']}
1769446485.1470368,SENT,b5a61787-d005-4156-9e1a-aab5d82e4a57,b5acbd35-233a-4117-8ca6-9c5efa920b05,c5,c4,3388,?,p2,
1769446485.147131,CREATED,fc087457-7ba0-461d-8011-3c8b34ed60b6,ca3a11aa-8607-4ac6-98be-ecadee658303,c5,c4,27,?,?,surb={'id': '9115f40d-7aea-4493-95fb-e4f4f869fb6c', 'route': ['p1', 'e11', 'i6', 'x5', 'p2', 'c5']}
1769446485.39217,SENT,5cb57669-a160-4802-98e3-4fb92d9380cc,f5c11104-9f1b-47c9-9d51-95bb74455a58,c5,c4,3359,?,p2,
1769446485.392271,CREATED,6cd4c8d5-e3d0-4f76-abc2-146f3f4668dd,c7fc405b-1382-4f28-84c6-d263206dbe45,c5,c4,27,?,?,surb={'id': '13b24376-114a-4aed-84fd-66cbd686316f', 'route': ['p1', 'e7', 'i4', 'x3', 'p2', 'c5']}
1769446485.6588838,RECEIVED,c677678e-3123-468a-a3e2-cb3d987a87d6,18dd597d-a744-4458-8eb6-a0aa562e5fc5,c4,c5,27,p2,?,surb={'id': '4a87a73b-20e4-4000-9104-129a5a6d6b66', 'route': ['p2', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769446485.7378347,RECEIVED,1f1b40df-240b-4f40-8e5d-f98aa93f424f,79132fe9-b6fa-4716-98b8-e6a1b32162f4,c4,c5,27,p2,?,surb={'id': '661fb2d6-47f9-4196-99c7-d32d9c2cddc4', 'route': ['p2', 'e3', 'i5', 'x3', 'p1', 'c4']}
1769446485.8221655,RECEIVED,3b029a92-4ca2-46ed-8c7b-fa7fc0c66c2c,b49d40b8-78ec-4b7e-a327-5852e2879bd7,c4,c5,25,p2,?,surb={'id': '3e96d37f-1b0f-400f-828e-cf71e564614a', 'route': ['p2', 'e9', 'i3', 'x10', 'p1', 'c4']}
1769446485.9835806,RECEIVED,d77eb380-3a37-47d3-acd7-f587ca207636,71fdab7b-e0b5-4a06-870d-95e137b6837d,c4,c5,27,p2,?,surb={'id': '0063bb3e-f683-4589-a619-50d89752e0d9', 'route': ['p2', 'e11', 'i4', 'x7', 'p1', 'c4']}
1769446486.2608483,SENT,24c8ee2e-6c14-40d0-8ad7-4eab53b9b91d,4287f1ae-e671-482f-9275-53965e2ff7a3,c5,c4,3376,?,p2,
1769446486.2610288,CREATED,8474647e-fc5a-4471-9125-c5c62ed33062,32664af1-267e-404e-a314-5a47b9636372,c5,c4,27,?,?,surb={'id': 'c972fef5-355b-43e6-ba1c-86bc591f5d9f', 'route': ['p1', 'e4', 'i12', 'x12', 'p2', 'c5']}
1769446486.972847,RECEIVED,1f17bcae-f3da-48bb-ac0e-10eeab6be166,802e015a-b039-4013-859f-da552ed288b5,c4,c5,26,p2,?,surb={'id': '22dac5b2-bc7e-45ba-aa45-41958aaacee5', 'route': ['p2', 'e10', 'i12', 'x7', 'p1', 'c4']}
1769446487.12364,SENT,ad504626-9310-4ecb-8d21-4a9ae9da96ce,a6597286-c7d8-47e7-94d9-0491c2c0f129,c5,c4,3374,?,p2,
1769446487.123776,CREATED,957bbf2b-01f9-457c-bd6b-97605ad459ca,e4a6504d-f934-40cb-98c5-56e705f52239,c5,c4,27,?,?,surb={'id': '0643141e-73cc-494c-81ba-843c0a721d3b', 'route': ['p1', 'e5', 'i9', 'x4', 'p2', 'c5']}
1769446487.1519165,RECEIVED,50c52fde-64ff-4aa4-b37d-1519858a4f6f,6af861df-8012-4fdd-986f-5efc3e1c1325,c1,c5,27,p2,?,surb={'id': 'ae6dedb9-6e66-46b4-b98a-ab7b472ac9ca', 'route': ['p2', 'e3', 'i10', 'x10', 'p1', 'c1']}
1769446487.1672838,SENT,3a180879-8640-484f-9726-956a3fee58ff,cee7b5a4-786c-4488-b244-78c036aee352,c5,c4,3359,?,p2,
1769446487.1673567,CREATED,b241886d-9743-4c26-b136-fa79ed72ef96,1e7124c2-b55d-43f3-924b-7dee257047d9,c5,c4,26,?,?,surb={'id': 'd312961f-6064-4497-b8e9-88081b6fb432', 'route': ['p1', 'e6', 'i6', 'x5', 'p2', 'c5']}
1769446487.2044282,RECEIVED,5412a272-ef4d-410a-8798-f044c7449422,87d0e244-88ed-4b29-a65c-9a9302f49750,c1,c5,27,p2,?,surb={'id': 'f8825b44-e587-4ff6-a4b1-afd23f6a6e39', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769446487.300725,RECEIVED,00c4ab93-44b0-4fcb-aefa-7e778eca1ab4,445851d0-574b-41a8-bb38-85c50a36e02c,c4,c5,26,p2,?,surb={'id': 'bc10e4bb-5cdf-4416-a7cf-ab5020c71397', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769446487.4618378,SENT,5f154b1a-ae83-452b-8fe6-bdb2eb538290,509c4786-1272-4c3d-9b76-b4c03dd4e527,c5,c4,3380,?,p2,
1769446487.4619715,CREATED,5fce8987-83e8-4f3f-997f-7df0299d7263,d4acf06b-6572-4a21-9361-90ef47e090eb,c5,c4,27,?,?,surb={'id': '080a1793-0145-4906-b636-df4bbf5b2be7', 'route': ['p1', 'e7', 'i3', 'x1', 'p2', 'c5']}
1769446487.4826825,SENT,6d2552d2-8da0-4634-9172-463d500a9c9b,3c566831-05f0-4b90-87e6-1b435e05a476,c5,c4,3404,?,p2,
1769446487.4828172,CREATED,c5f8b661-8109-4df6-9651-bda8c71fc475,b844137a-4353-430b-8040-dbb91e5d20be,c5,c4,27,?,?,surb={'id': '129c258d-3f66-41af-80a5-ea9b579ecfd1', 'route': ['p1', 'e10', 'i1', 'x12', 'p2', 'c5']}
1769446487.6885896,SENT,47e6bc94-846a-4dc4-90cc-adc00ad861cd,eae31684-48a0-43f2-aff0-e7a97845a698,c5,c4,3383,?,p2,
1769446487.688729,CREATED,07aabda0-a5b8-4193-99cb-f4f0c1aad91d,4d63408c-e34b-4122-9e6e-186845c8fb41,c5,c4,26,?,?,surb={'id': 'a4e4403e-dc44-43ad-ace8-f1947f50146d', 'route': ['p1', 'e7', 'i9', 'x8', 'p2', 'c5']}
1769446487.9199116,RECEIVED,2b2f3d3c-b4a6-4460-8e1c-6a7cc014dffa,f3229acc-f6a2-4ad0-b2a8-61505138b75b,c4,c5,27,p2,?,surb={'id': 'a35d9ea8-21c1-4f2b-9fa6-96910dd562f6', 'route': ['p2', 'e10', 'i12', 'x5', 'p1', 'c4']}
1769446487.9457471,RECEIVED,5ad24619-fdb1-4355-aa42-65ff510c53e4,7b7fa173-2222-43ed-a6d0-a82283914604,c1,c5,27,p2,?,surb={'id': '14fc3c99-d653-4272-8d1e-15098e25c944', 'route': ['p2', 'e5', 'i12', 'x3', 'p1', 'c1']}
1769446487.9959412,RECEIVED,ecd48191-3051-42bf-8449-7f6b00acdae9,f9cf2e81-2462-45c6-a2e3-76f924e33edd,c4,c5,26,p2,?,surb={'id': '4c7f6c15-2c0a-46e5-a96a-1bb85f663a99', 'route': ['p2', 'e11', 'i3', 'x6', 'p1', 'c4']}
