timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490143.9604251,SENT,d5b94c32-7c1f-4fd2-948c-bc69efe7417c,7cb368e0-ded6-49c3-93d5-c4af234391ee,c5,c4,3372,?,p2,
1769490143.960584,CREATED,fe9e8091-b55c-4861-bb13-8b3ebb4749fa,6aac3a7c-3a50-4b78-b4cf-c5e568f0641c,c5,c4,27,?,?,surb={'id': '25742bea-dc5a-41e3-a7b6-f7b3a55d9fd1', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769490206.669432,RECEIVED,c351458f-7749-41ea-be62-6d8307a8acac,37cf4192-04ba-4f2e-8bac-5d404e750a01,c3,c5,27,p2,?,surb={'id': '719201b8-2ffd-46ab-8efe-2796aaed9e1c', 'route': ['p2', 'e3', 'i12', 'x7', 'p3', 'c3']}
1769490206.9276664,SENT,c7cb5512-68d3-44d2-b958-be778272e872,a41cde79-5293-4ba5-9a7d-689d400374e6,c5,c4,3361,?,p2,
1769490206.927811,CREATED,1e46dd7e-70a6-4b4f-b3c4-7d01dee97a9b,ac844e28-3e59-4819-9eed-2f37a8e31895,c5,c4,27,?,?,surb={'id': '71b4eedc-9be2-4200-b5ab-bceb5464077d', 'route': ['p1', 'e4', 'i5', 'x3', 'p2', 'c5']}
1769490206.9523277,SENT,e1ac272f-a31c-4f9b-9f2b-563116f53536,11993601-dfed-4eb5-86c3-c790d82af78a,c5,c4,3375,?,p2,
1769490206.9524865,CREATED,21c5b554-f3d3-4460-aa0d-bc80e78b6d52,ac844e28-3e59-4819-9eed-2f37a8e31895,c5,c4,27,?,?,surb={'id': '71b4eedc-9be2-4200-b5ab-bceb5464077d', 'route': ['p1', 'e4', 'i5', 'x3', 'p2', 'c5']}
1769490206.969525,SENT,aa69e3ea-b117-4a40-ac55-eba614d761ba,d8b38375-afcb-4521-9804-359db1ee5e08,c5,c4,3371,?,p2,
1769490206.9696734,CREATED,f18fd732-7ef8-43bb-af27-026d7a0bfd8b,d2641b59-97ec-4eab-87ec-d57c632a5c4d,c5,c4,27,?,?,surb={'id': 'aa83033f-0d95-493a-8d57-bb7f65d86ef7', 'route': ['p1', 'e12', 'i6', 'x7', 'p2', 'c5']}
1769490207.110989,SENT,c041cb05-88b3-4d6b-ad21-0c9cb01ecd9b,c62071e3-71f1-46a5-8c2c-0e97215dfdc9,c5,c4,3362,?,p2,
1769490207.1111097,CREATED,39ac2b0a-4597-4cd9-a0c1-e3bc43af108d,d2641b59-97ec-4eab-87ec-d57c632a5c4d,c5,c4,27,?,?,surb={'id': 'aa83033f-0d95-493a-8d57-bb7f65d86ef7', 'route': ['p1', 'e12', 'i6', 'x7', 'p2', 'c5']}
1769490207.1345055,SENT,47ffaf81-b62b-4cbc-921d-5563e46b5c6f,d460f812-9214-4bf4-a897-58653fadaecf,c5,c4,3384,?,p2,
1769490207.1346068,CREATED,bbd87f36-fecd-4482-9939-aca3008eb5ef,8558da81-36e9-42fc-a950-577532a7d7a2,c5,c4,26,?,?,surb={'id': '2a649742-78df-4df6-8b4c-039ced391282', 'route': ['p1', 'e3', 'i8', 'x8', 'p2', 'c5']}
1769490207.1685455,SENT,2f85b324-82af-469d-a637-bc3db5567ffc,b35775e2-3c9f-4aa9-bcac-c65982662aee,c5,c4,3388,?,p2,
1769490207.168605,CREATED,8f29d0ae-8e51-4289-b861-667e9c35198b,8558da81-36e9-42fc-a950-577532a7d7a2,c5,c4,26,?,?,surb={'id': '2a649742-78df-4df6-8b4c-039ced391282', 'route': ['p1', 'e3', 'i8', 'x8', 'p2', 'c5']}
1769490207.1757388,RECEIVED,dde5a22a-1d3e-42e5-bb80-34d85f0d039a,6d5e749b-9d27-47d5-b099-95d0d4dd6807,c3,c5,26,p2,?,surb={'id': 'e7cbb66e-ac69-40a9-bd0f-6a39234910fb', 'route': ['p2', 'e11', 'i6', 'x8', 'p3', 'c3']}
1769490207.2943642,RECEIVED,8b8ba72f-69e0-4b73-a691-0c4cf12e2657,6d5e749b-9d27-47d5-b099-95d0d4dd6807,c3,c5,26,p2,?,surb={'id': 'e7cbb66e-ac69-40a9-bd0f-6a39234910fb', 'route': ['p2', 'e11', 'i6', 'x8', 'p3', 'c3']}
1769490207.437314,SENT,89a3f556-c9fb-4b0e-af28-4b9d5c683168,104e7e99-9ac9-42bf-a776-180cadea2791,c5,c4,3390,?,p2,
1769490207.4374592,CREATED,86d93dcc-e614-4ee8-8b07-059d99c32fca,d36224e4-30dd-4854-91c4-68dea6a47168,c5,c4,27,?,?,surb={'id': 'b852f868-2f85-400c-a03d-7f5aef7cfce5', 'route': ['p1', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769490207.8426266,SENT,843b4d07-0d50-40ac-8657-a4604abae0f6,afdd008d-8b8a-4484-8dc1-5f0d96ac3f69,c5,c4,3388,?,p2,
1769490207.8427022,CREATED,7e0796c6-04d8-4180-9a96-72d786d7492a,d36224e4-30dd-4854-91c4-68dea6a47168,c5,c4,27,?,?,surb={'id': 'b852f868-2f85-400c-a03d-7f5aef7cfce5', 'route': ['p1', 'e6', 'i11', 'x11', 'p2', 'c5']}
1769490207.9651945,RECEIVED,fb4e223c-9c8b-4f37-98b9-3c733f7fed2e,37cf4192-04ba-4f2e-8bac-5d404e750a01,c3,c5,27,p2,?,surb={'id': '719201b8-2ffd-46ab-8efe-2796aaed9e1c', 'route': ['p2', 'e3', 'i12', 'x7', 'p3', 'c3']}
1769490207.97056,SENT,846e19b3-e868-4555-8196-0a1c1d694aa5,94d816bf-aa01-4dd2-b17d-1647c5a2fae7,c5,c4,3364,?,p2,
1769490207.9706342,CREATED,10881cdf-78bd-464e-a184-100a2cc67b31,46c67bfc-9b50-47f0-8a96-fae16efcbd11,c5,c4,25,?,?,surb={'id': '035b99c3-5dc6-4924-b5a2-c788ec3754fa', 'route': ['p1', 'e6', 'i2', 'x12', 'p2', 'c5']}
1769490207.9738755,SENT,b89315b5-a28c-4b2e-9f75-2494a8da06a4,23a6444e-0a0d-4a3f-94b4-3c8ca082abb3,c5,c4,3384,?,p2,
1769490207.9739504,CREATED,6cab6521-dd79-4ded-819a-94439beda07f,46c67bfc-9b50-47f0-8a96-fae16efcbd11,c5,c4,25,?,?,surb={'id': '035b99c3-5dc6-4924-b5a2-c788ec3754fa', 'route': ['p1', 'e6', 'i2', 'x12', 'p2', 'c5']}
1769490208.4002683,RECEIVED,f4597a37-c7c0-429b-b293-dbe7bc9b40c1,e22cd7d0-dfe6-451c-84cf-e3b05d304a66,c3,c5,27,p2,?,surb={'id': 'cfbf07e5-852c-44d3-a2cf-bc53b333e227', 'route': ['p2', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769490208.435172,RECEIVED,ed28f542-d7a6-4c64-aec5-7c4eb4dee76b,dd6a5426-7d20-404c-859e-e3f79fb83a04,c3,c5,26,p2,?,surb={'id': 'd74593fa-42ce-4893-9709-3d63a57f6fd2', 'route': ['p2', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769490208.4953558,SENT,8b9743f6-8870-487d-9cbf-4cdbfe1dd3d6,fec7033e-fe06-4267-b6be-35dde3647661,c5,c4,3372,?,p2,
1769490208.4954762,CREATED,edbb886a-9fba-4ade-9e8c-8466cb535230,6e3ed499-e7d8-4dbd-a6e5-08389ce69419,c5,c4,26,?,?,surb={'id': 'bc88356d-5597-4981-a1a5-74870e7f71cd', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c5']}
1769490208.7014127,RECEIVED,9459da69-61eb-4401-8547-f3a50cae3d20,b0970697-bb3f-440b-8c4a-593e4533747d,c3,c5,27,p2,?,surb={'id': '95218ddb-786e-4bca-9b31-0a418b6c4ea6', 'route': ['p2', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769490208.9623156,RECEIVED,882f51c7-fe5f-4c55-95f1-c63709334627,dd6a5426-7d20-404c-859e-e3f79fb83a04,c3,c5,26,p2,?,surb={'id': 'd74593fa-42ce-4893-9709-3d63a57f6fd2', 'route': ['p2', 'e8', 'i9', 'x7', 'p3', 'c3']}
1769490209.7341065,RECEIVED,7a4250f9-69b8-4200-9a63-25af3ec824e0,215c9c32-f99d-4f96-9565-02c94a3b1437,c3,c5,26,p2,?,surb={'id': 'a719baa8-fe77-4511-8ff5-5951fc0998e3', 'route': ['p2', 'e12', 'i3', 'x10', 'p3', 'c3']}
1769490210.056171,RECEIVED,d1000674-37cd-47a0-88e9-c8bdb113990b,b0970697-bb3f-440b-8c4a-593e4533747d,c3,c5,27,p2,?,surb={'id': '95218ddb-786e-4bca-9b31-0a418b6c4ea6', 'route': ['p2', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769490210.4398067,RECEIVED,8129e365-d48f-4b10-a092-2f5493494003,215c9c32-f99d-4f96-9565-02c94a3b1437,c3,c5,26,p2,?,surb={'id': 'a719baa8-fe77-4511-8ff5-5951fc0998e3', 'route': ['p2', 'e12', 'i3', 'x10', 'p3', 'c3']}
1769490210.7664473,RECEIVED,a855a338-2f9d-4dba-bf47-214650402511,7cddbdf0-9589-446d-8807-aa97cca80625,c3,c5,27,p2,?,surb={'id': '45847881-c89d-4d3c-8640-e888c3c35886', 'route': ['p2', 'e7', 'i1', 'x6', 'p3', 'c3']}
1769490211.1636965,RECEIVED,51393a53-f7e1-475d-b399-5b91002cf744,97e5a328-e6ae-4bd6-a1b0-5b625dd13dc0,c3,c5,27,p2,?,surb={'id': '15f5a87c-2b5d-48a0-ba46-b5368e6d224d', 'route': ['p2', 'e12', 'i11', 'x12', 'p3', 'c3']}
1769490211.2056468,SENT,ecccaf09-99a9-47a9-96cd-b532c0fbf723,e106ed44-130f-4983-8233-ffd95c0a13fe,c5,c4,3383,?,p2,
1769490211.2057564,CREATED,f30e7496-8c31-4cd4-a4fc-787a56742ac4,6e3ed499-e7d8-4dbd-a6e5-08389ce69419,c5,c4,26,?,?,surb={'id': 'bc88356d-5597-4981-a1a5-74870e7f71cd', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c5']}
1769490211.3162606,RECEIVED,c7e90321-d8a0-4eea-99e9-7accd50b90af,97e5a328-e6ae-4bd6-a1b0-5b625dd13dc0,c3,c5,27,p2,?,surb={'id': '15f5a87c-2b5d-48a0-ba46-b5368e6d224d', 'route': ['p2', 'e12', 'i11', 'x12', 'p3', 'c3']}
1769490211.318681,RECEIVED,898f662d-d4e6-4e76-9b56-e63ffc9f3d18,677bd58d-c703-48cb-b6db-9acac3569666,c3,c5,26,p2,?,surb={'id': 'e0a6c9b7-157d-4ffd-881a-2e88529ae29a', 'route': ['p2', 'e11', 'i12', 'x12', 'p3', 'c3']}
1769490211.3801365,RECEIVED,4d8c3bcb-4a2f-4157-a20d-f4d6f7fac19a,677bd58d-c703-48cb-b6db-9acac3569666,c3,c5,26,p2,?,surb={'id': 'e0a6c9b7-157d-4ffd-881a-2e88529ae29a', 'route': ['p2', 'e11', 'i12', 'x12', 'p3', 'c3']}
1769490211.679519,SENT,e31d12b4-89e0-416d-8759-7d0b0bbb5ede,6490075a-5bb3-47a9-90a2-0b730ede4b9d,c5,c4,3384,?,p2,
1769490211.679674,CREATED,b66d60c4-11bd-4805-9813-af01e9303b1b,f68516db-8dcc-4e9a-a1a7-31b1c27fc8db,c5,c4,27,?,?,surb={'id': '6caa061c-3e0c-48ac-acd6-630684d63204', 'route': ['p1', 'e12', 'i9', 'x7', 'p2', 'c5']}
1769490212.0729322,SENT,dce3a910-e5f1-4106-ab28-1ecb5e2f1487,c4391fea-9a9d-4d78-a988-aef74cb8a023,c5,c4,3398,?,p2,
1769490212.0733328,CREATED,24cc501f-e6e5-4023-bbb8-2dd1c5c8239f,f68516db-8dcc-4e9a-a1a7-31b1c27fc8db,c5,c4,27,?,?,surb={'id': '6caa061c-3e0c-48ac-acd6-630684d63204', 'route': ['p1', 'e12', 'i9', 'x7', 'p2', 'c5']}
1769490212.2943325,RECEIVED,64c0dc8e-0ec1-449f-9046-27ff4efdb9b1,a3660eec-3f8b-46b7-bbd2-044c38c875bd,c3,c5,26,p2,?,surb={'id': '6ceb4226-574e-4d45-9e2d-9d15315d4cf1', 'route': ['p2', 'e9', 'i12', 'x9', 'p3', 'c3']}
1769490212.5239363,SENT,2806e6b2-2f4f-40bc-9afe-7d8893317f74,7de501f5-85dd-42c7-b65e-03cbb3fa2bdd,c5,c4,3391,?,p2,
1769490212.524106,CREATED,89b36ec3-daa0-481a-9fa6-c4eb3cc9ee30,9d48c273-46c8-49c3-9b2a-0a325fc19030,c5,c4,26,?,?,surb={'id': '93772860-4dee-4f3a-8e81-56cf6741aa83', 'route': ['p1', 'e12', 'i3', 'x9', 'p2', 'c5']}
1769490212.8808784,RECEIVED,68b05d4b-70bd-46fd-bc76-1f2948db380e,c063e793-4362-4719-8e31-778f5d88f8f9,c3,c5,27,p2,?,surb={'id': 'e597c256-ffd8-438b-9746-4ba2d72d33cd', 'route': ['p2', 'e4', 'i8', 'x2', 'p3', 'c3']}
1769490212.9744513,RECEIVED,13c22074-edea-4eaa-935b-23ee715a44a9,ecc6a965-da9b-4b66-be87-4d07abea076b,c3,c5,26,p2,?,surb={'id': '9e1be253-034b-4d39-b6aa-835feace0604', 'route': ['p2', 'e7', 'i5', 'x1', 'p3', 'c3']}
1769490213.179546,RECEIVED,a1433ce3-6780-4c1e-b318-f58700520916,a3660eec-3f8b-46b7-bbd2-044c38c875bd,c3,c5,26,p2,?,surb={'id': '6ceb4226-574e-4d45-9e2d-9d15315d4cf1', 'route': ['p2', 'e9', 'i12', 'x9', 'p3', 'c3']}
1769490213.4274542,SENT,621ddf01-e0e5-444c-aee4-e099f3045e81,1de3b5f9-94e2-4f38-acbb-b6954487b305,c5,c4,3376,?,p2,
1769490213.4275393,CREATED,750776b2-c229-4470-aac1-5bc2c4fe5a03,9d48c273-46c8-49c3-9b2a-0a325fc19030,c5,c4,26,?,?,surb={'id': '93772860-4dee-4f3a-8e81-56cf6741aa83', 'route': ['p1', 'e12', 'i3', 'x9', 'p2', 'c5']}
1769490213.6944008,RECEIVED,b868651c-b932-44bc-9fc2-0ddbac899d86,118140cf-5056-4913-9cb8-5614753b0c5b,c3,c5,27,p2,?,surb={'id': 'dc2b61a0-400b-489c-b066-8559bdf5a1ed', 'route': ['p2', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769490214.1344967,SENT,f1abb619-3c72-4d4d-a733-3a25272470ac,4abc6629-b9d8-496c-a02f-2fab3bc3b6f5,c5,c4,3364,?,p2,
1769490214.1345685,CREATED,d2a2cff2-c2a7-4db6-bd2d-ee41cd6e8d28,13f63973-bbad-472e-a622-cfdbaa761111,c5,c4,27,?,?,surb={'id': '78e83d9c-197d-4b87-817a-4bc721292aeb', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c5']}
1769490214.1394331,RECEIVED,defe15d5-110f-4dc2-8a8b-ee225fa6fb65,118140cf-5056-4913-9cb8-5614753b0c5b,c3,c5,27,p2,?,surb={'id': 'dc2b61a0-400b-489c-b066-8559bdf5a1ed', 'route': ['p2', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769490214.2648602,SENT,6daf995a-c403-4535-a929-67fe8070b328,1d6667f1-a30c-4211-9daf-5a5e24f1d0f8,c5,c4,3384,?,p2,
1769490214.2649324,CREATED,90f153fe-e654-49af-8275-906b47990b73,13f63973-bbad-472e-a622-cfdbaa761111,c5,c4,27,?,?,surb={'id': '78e83d9c-197d-4b87-817a-4bc721292aeb', 'route': ['p1', 'e3', 'i1', 'x9', 'p2', 'c5']}
1769490214.4379582,RECEIVED,9f9b0133-db8a-4cbc-a0d7-c3376d2bc8ea,c063e793-4362-4719-8e31-778f5d88f8f9,c3,c5,27,p2,?,surb={'id': 'e597c256-ffd8-438b-9746-4ba2d72d33cd', 'route': ['p2', 'e4', 'i8', 'x2', 'p3', 'c3']}
1769490214.4970353,RECEIVED,b475e533-06b6-431b-9a9a-d055bdbc412c,ad32274d-d467-4dc6-8f9b-7b701e7e8bc5,c3,c5,27,p2,?,surb={'id': '8d10b858-0b30-4235-bfb9-fe57a615320f', 'route': ['p2', 'e3', 'i6', 'x11', 'p3', 'c3']}
1769490214.539705,SENT,a0143fb8-5942-4e60-8d23-0baa0153a22e,e22e7da2-b088-4108-856a-5ddb86e3ddf9,c5,c4,3387,?,p2,
1769490214.5398488,CREATED,ee47ad3b-383e-428e-a1a1-98b19e910ad8,cd86360a-7da1-4efb-bfde-c08667653f26,c5,c4,27,?,?,surb={'id': '3a6c752a-f12c-45ce-b396-ae02ad5fb6fa', 'route': ['p1', 'e10', 'i4', 'x9', 'p2', 'c5']}
1769490215.0906863,RECEIVED,bdf33eba-34d0-4157-9b60-d98d7a01ef34,e4a37f98-e7cd-4aa6-a90c-589fdf03a294,c3,c5,27,p2,?,surb={'id': '3eb52255-025d-4bf2-8895-7d72636a5b2e', 'route': ['p2', 'e5', 'i11', 'x3', 'p3', 'c3']}
1769490215.308839,SENT,ce6a3af4-53fa-402e-bc8c-2f14d7d69dc5,b30008b9-7336-437c-be26-c396429daedc,c5,c4,3384,?,p2,
1769490215.3089898,CREATED,54362243-c031-43f6-b5a2-9f0bbe99e607,cd86360a-7da1-4efb-bfde-c08667653f26,c5,c4,27,?,?,surb={'id': '3a6c752a-f12c-45ce-b396-ae02ad5fb6fa', 'route': ['p1', 'e10', 'i4', 'x9', 'p2', 'c5']}
1769490215.6895046,RECEIVED,ed297287-8000-4d92-8010-4d2efbec12ff,b23709af-ebba-496e-bbf2-7ae5e447c08c,c3,c5,25,p2,?,surb={'id': 'b2a954c6-e3ec-43f8-b080-459acd112f09', 'route': ['p2', 'e2', 'i9', 'x1', 'p3', 'c3']}
1769490215.9351513,SENT,2ce500c2-796a-4e05-a6a6-6971b5e829e1,b49a50ca-8cc2-418b-a4be-70091b0cf85c,c5,c4,3387,?,p2,
1769490215.9352999,CREATED,5d931696-088c-4d2b-8a9b-e732b280cc88,78d9ec11-8cc0-4ed8-8895-156ce2426380,c5,c4,27,?,?,surb={'id': '359863bf-8b79-4450-a8fb-dd9aafcae0d0', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c5']}
1769490215.9564326,SENT,95a69fed-f3cc-4a47-84bf-712d2ee77aca,1555dd61-6507-429a-92c3-d150f455ff12,c5,c4,3375,?,p2,
1769490215.956587,CREATED,c40f1654-dccd-4a54-9935-c3be92b0a3fd,78d9ec11-8cc0-4ed8-8895-156ce2426380,c5,c4,27,?,?,surb={'id': '359863bf-8b79-4450-a8fb-dd9aafcae0d0', 'route': ['p1', 'e7', 'i4', 'x12', 'p2', 'c5']}
1769490216.7255857,SENT,b2bb5c90-6981-4b3e-aef7-0fbde6532cb8,3d47698e-4ca4-437d-8f9b-8faa0c2fb4e5,c5,c4,3359,?,p2,
1769490216.7256773,CREATED,3db277e4-5018-43ed-9c2d-c1ac0d77635e,33156160-6310-4bff-8c54-d13c3ae7ef28,c5,c4,26,?,?,surb={'id': 'c2383c8c-1730-4e51-b850-2da673a8a0f5', 'route': ['p1', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769490216.7933354,SENT,4a33c17a-b8f3-4c9c-b508-773d72beaa3c,7b9d6388-42ab-4161-9a07-be6c7a5e167f,c5,c4,3359,?,p2,
1769490216.793433,CREATED,b384c987-c804-46fb-a4ed-c44ec3cabd44,33156160-6310-4bff-8c54-d13c3ae7ef28,c5,c4,26,?,?,surb={'id': 'c2383c8c-1730-4e51-b850-2da673a8a0f5', 'route': ['p1', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769490216.8918977,RECEIVED,ba66242d-6c68-4db1-8b15-6ed143164f8e,1dc6beb5-366a-4fe3-a4ca-c5db803e09ff,c3,c5,27,p2,?,surb={'id': 'f9b15c42-f006-4592-b05d-06ce40e3b892', 'route': ['p2', 'e12', 'i4', 'x7', 'p3', 'c3']}
1769490216.9675558,SENT,fdb4b1c4-5ade-4137-a060-be473ce864c5,c3e228f3-22e2-4d76-9ca9-b823cec88f47,c5,c4,3376,?,p2,
1769490216.967646,CREATED,51c2e51e-0320-4c89-b749-f00153ee0354,3427ed8c-5241-4c66-9d5d-1f77d9737b8d,c5,c4,26,?,?,surb={'id': '7311a173-947f-4ec5-ac9e-082a0c098dab', 'route': ['p1', 'e12', 'i11', 'x12', 'p2', 'c5']}
1769490217.1267865,SENT,07db4403-17ba-4199-b092-df93340d1bdb,c2e55472-b0fe-4c9c-b5e4-0ddb78a88533,c5,c4,3384,?,p2,
1769490217.1269433,CREATED,780c637a-5279-48e8-bc53-a933ce7fd164,3427ed8c-5241-4c66-9d5d-1f77d9737b8d,c5,c4,26,?,?,surb={'id': '7311a173-947f-4ec5-ac9e-082a0c098dab', 'route': ['p1', 'e12', 'i11', 'x12', 'p2', 'c5']}
1769490217.2826312,SENT,770c40a8-4855-4d1f-a34e-554b579bae94,2cd72900-54f0-4ebf-afaa-32f6aaef165c,c5,c4,3383,?,p2,
1769490217.2833898,CREATED,de26062b-9694-4333-aeca-7fdb6dead446,c9e0312e-d6ae-4445-be27-2875778dd20b,c5,c4,27,?,?,surb={'id': '9f5632d4-98fe-483c-8ff1-92d73f240e46', 'route': ['p1', 'e6', 'i8', 'x11', 'p2', 'c5']}
1769490217.5703475,RECEIVED,7e7b1773-c25c-4c1b-bf68-8853f28cd617,b23709af-ebba-496e-bbf2-7ae5e447c08c,c3,c5,25,p2,?,surb={'id': 'b2a954c6-e3ec-43f8-b080-459acd112f09', 'route': ['p2', 'e2', 'i9', 'x1', 'p3', 'c3']}
1769490217.9737008,SENT,165645b8-842c-4e12-bb3b-a4ceb151ba3f,28756caf-9cd4-4e93-a713-8afd045da9cf,c5,c4,3401,?,p2,
1769490217.9738362,CREATED,5def63e2-f623-4f55-8a15-7d661ed4538c,c9e0312e-d6ae-4445-be27-2875778dd20b,c5,c4,27,?,?,surb={'id': '9f5632d4-98fe-483c-8ff1-92d73f240e46', 'route': ['p1', 'e6', 'i8', 'x11', 'p2', 'c5']}
1769490218.3647294,RECEIVED,d84492e6-50ce-4660-9479-75a53c25a702,223c0045-f758-43a5-aa7e-42e9d11b4e17,c3,c5,26,p2,?,surb={'id': '3ec2f40f-e33b-4f3d-ba79-fa42706436fa', 'route': ['p2', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769490218.4384902,RECEIVED,cce5e596-ad85-41da-81a7-08b11cdde3bf,3543605f-fbe6-4310-8cb4-61ae95d468ea,c3,c5,27,p2,?,surb={'id': 'c07ae714-8066-418a-89f1-5aa25435b15f', 'route': ['p2', 'e7', 'i4', 'x10', 'p3', 'c3']}
1769490218.8497698,SENT,73b8af39-3836-4024-a373-4009f8a7dd15,1d52db86-120c-4ff5-b434-2baca1499978,c5,c4,3381,?,p2,
1769490218.8499217,CREATED,908e6233-3f22-4f9a-891c-b1614134ef7b,a244908a-0669-4b68-838a-655fd617bece,c5,c4,26,?,?,surb={'id': '1289b2d5-9e49-4614-8e2e-0d85d1458da1', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c5']}
1769490218.9331584,RECEIVED,9d0f4c5d-448e-4262-9da3-55c1f405cf29,223c0045-f758-43a5-aa7e-42e9d11b4e17,c3,c5,26,p2,?,surb={'id': '3ec2f40f-e33b-4f3d-ba79-fa42706436fa', 'route': ['p2', 'e3', 'i9', 'x6', 'p3', 'c3']}
1769490218.9494712,RECEIVED,95a2ec32-f48f-4f99-8fbb-1972b2362096,b383b708-c9fe-4e2e-821e-58a79ef0c2fa,c3,c5,27,p2,?,surb={'id': '0a4b9927-3603-447c-9b90-08904fdf0135', 'route': ['p2', 'e8', 'i8', 'x1', 'p3', 'c3']}
1769490219.18657,SENT,61f98d92-3311-45f9-8916-d1e69e2e0196,9fda890e-efd7-460b-be98-a60c038be708,c5,c4,3378,?,p2,
1769490219.186706,CREATED,7c365912-f38d-4c39-9b2d-d436c6acb151,a244908a-0669-4b68-838a-655fd617bece,c5,c4,26,?,?,surb={'id': '1289b2d5-9e49-4614-8e2e-0d85d1458da1', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c5']}
1769490219.45933,SENT,b4cf85fd-57dd-47ae-a8ee-e6b8270469f0,53335c7d-699d-4106-a4a5-ef01987a0a7c,c5,c4,3384,?,p2,
1769490219.4595218,CREATED,2ecee4ce-07cd-47b9-9564-d63cb0e08d19,05fd464f-87d0-4cf3-beec-2ce6b9dae3da,c5,c4,27,?,?,surb={'id': 'f4182419-37e5-4d02-a483-14ac26036466', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c5']}
1769490220.0382519,RECEIVED,bfb22537-62d0-4770-af08-7421137d187e,b383b708-c9fe-4e2e-821e-58a79ef0c2fa,c3,c5,27,p2,?,surb={'id': '0a4b9927-3603-447c-9b90-08904fdf0135', 'route': ['p2', 'e8', 'i8', 'x1', 'p3', 'c3']}
1769490220.0731966,SENT,384a2301-4892-4272-9b4e-afc591adf2a5,b8207926-760a-4cc1-a19a-032cd19f0ad4,c5,c4,3377,?,p2,
1769490220.0733314,CREATED,97aff3f3-0ddc-4ea2-8ccf-a06a836d446d,05fd464f-87d0-4cf3-beec-2ce6b9dae3da,c5,c4,27,?,?,surb={'id': 'f4182419-37e5-4d02-a483-14ac26036466', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c5']}
1769490220.5776823,RECEIVED,4b3fc3fe-266f-4fdf-862f-7600ef3e07ee,3543605f-fbe6-4310-8cb4-61ae95d468ea,c3,c5,27,p2,?,surb={'id': 'c07ae714-8066-418a-89f1-5aa25435b15f', 'route': ['p2', 'e7', 'i4', 'x10', 'p3', 'c3']}
1769490220.66684,SENT,a545557a-0122-4174-956d-c2d800eeeed8,d7f26f9b-fffe-4b51-9f06-74737e3b9eb3,c5,c4,3403,?,p2,
1769490220.6669717,CREATED,67d0d8eb-46eb-4bd7-9d81-440d10990d3a,dc01be54-a290-4274-ac8e-3a1bf9662990,c5,c4,27,?,?,surb={'id': '2cf689a2-0c87-473e-992c-4afb1bdee77a', 'route': ['p1', 'e10', 'i7', 'x10', 'p2', 'c5']}
1769490220.7585592,SENT,7c048361-0069-466c-869a-d7e194be5cf8,b401ec0b-ae58-4848-a53c-edd1e9bf95df,c5,c4,3395,?,p2,
1769490220.7586944,CREATED,73d7304b-6046-4082-b4ff-3eb54ffcc1c0,dc01be54-a290-4274-ac8e-3a1bf9662990,c5,c4,27,?,?,surb={'id': '2cf689a2-0c87-473e-992c-4afb1bdee77a', 'route': ['p1', 'e10', 'i7', 'x10', 'p2', 'c5']}
1769490220.8253057,RECEIVED,7a487a51-e9d8-4d09-8795-f4adf6205f35,9a3d61b8-b285-4b03-9fe0-e9e7cb2de02b,c3,c5,26,p2,?,surb={'id': 'dd3113f9-bdfa-4db1-9a80-76f77282a9a0', 'route': ['p2', 'e12', 'i5', 'x2', 'p3', 'c3']}
1769490221.449844,RECEIVED,77067963-a82f-4bf1-bea6-ad65499c9f1d,00e630b2-e2d8-46e1-b47f-8fb46e331cac,c3,c5,27,p2,?,surb={'id': '7b86f5e3-aea7-4150-96b5-5eaf36a2101c', 'route': ['p2', 'e8', 'i11', 'x5', 'p3', 'c3']}
1769490221.6244006,RECEIVED,a8743f3a-f0ea-4ad6-92b1-3bd1bde3cdb0,00e630b2-e2d8-46e1-b47f-8fb46e331cac,c3,c5,27,p2,?,surb={'id': '7b86f5e3-aea7-4150-96b5-5eaf36a2101c', 'route': ['p2', 'e8', 'i11', 'x5', 'p3', 'c3']}
