timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490605.3365662,RECEIVED,668f83a6-8ef6-47e0-85cb-e9f93553609b,22e83724-b2ed-4213-81d4-8c27f2f6fe10,c1,c2,27,p2,?,surb={'id': '67c92c5f-eef4-4976-9755-3ff43a337a1f', 'route': ['p2', 'e8', 'i7', 'x12', 'p1', 'c1']}
1769490605.5069268,SENT,93a60453-2962-45ce-8786-50a543772c80,53827c42-8fba-4f49-97aa-dbd97ad55760,c2,c1,3360,?,p2,
1769490605.507014,CREATED,8751598c-22e2-4d4e-88e6-1d2660dcaaf1,f2e37336-5e30-414c-9c02-107ba137a48a,c2,c1,27,?,?,surb={'id': '9f6df410-7d97-42c7-9b09-5183fd261505', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769490606.1221254,RECEIVED,96b60fc6-1c29-4a1b-a07d-ffabf249dc0f,fd340cb3-b474-4025-a75f-8d16de9c0620,c1,c2,27,p2,?,surb={'id': '06638267-6baa-4415-a0fa-ebe5299b7d4e', 'route': ['p2', 'e3', 'i11', 'x12', 'p1', 'c1']}
1769490606.156546,SENT,94af1d76-9256-4588-86ae-21214afb5b15,cda64fe8-8004-44cf-a441-8143aa042e27,c2,c1,3375,?,p2,
1769490606.1566906,CREATED,9498673c-226d-487d-a9e7-cca9e9a9106e,f2e37336-5e30-414c-9c02-107ba137a48a,c2,c1,27,?,?,surb={'id': '9f6df410-7d97-42c7-9b09-5183fd261505', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769490606.384621,SENT,947c87bd-8115-4e61-bbd6-3329ed5da767,3937779d-1fcc-4838-b24b-9adf10b44a7f,c2,c1,3389,?,p2,
1769490606.3847694,CREATED,ab1d56ae-dc09-4eb7-952d-da99c1240dcd,8565cf2e-f398-404c-861d-4db5a2d7ccc4,c2,c1,27,?,?,surb={'id': '4d18ebb6-febe-42a9-b88c-7ef308ea911c', 'route': ['p1', 'e12', 'i8', 'x7', 'p2', 'c2']}
1769490606.7304003,SENT,e2aa0bee-0053-4c9f-8443-36cc84ce7252,b5a90d0f-783e-4eb7-aaac-8ad89f283cc6,c2,c1,3380,?,p2,
1769490606.7305498,CREATED,73885265-6852-4ebf-ba81-372bce8a4c95,8565cf2e-f398-404c-861d-4db5a2d7ccc4,c2,c1,27,?,?,surb={'id': '4d18ebb6-febe-42a9-b88c-7ef308ea911c', 'route': ['p1', 'e12', 'i8', 'x7', 'p2', 'c2']}
1769490607.171705,RECEIVED,34410ea1-14d3-47d5-8d2c-0821c59b81a9,d06ba74f-1e2a-487c-b604-dfed045fcd57,c1,c2,27,p2,?,surb={'id': '57d5c1ad-ac44-4537-85af-f5e63de977af', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c1']}
1769490607.1854126,RECEIVED,120350ac-28bb-4357-8aaf-1ca8644a766f,60b50b72-90fe-4a78-96b8-c7b84f9dd4a0,c1,c2,26,p2,?,surb={'id': '9c47551d-6cf4-4694-93ba-f80ab5a1e0d4', 'route': ['p2', 'e3', 'i3', 'x9', 'p1', 'c1']}
1769490607.1885133,RECEIVED,31ece0b5-7603-416c-aa33-e8d75b66a717,3c7e843a-dcf6-44f5-a0eb-103c2a48ed02,c1,c2,26,p2,?,surb={'id': '7924f612-7f57-4d28-9464-d172038f0456', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c1']}
1769490607.2837906,SENT,a678eb78-5f93-487e-83fd-d47a1bf83617,5bdc030c-5d55-475b-b8af-c9d43a0cbdc2,c2,c1,3395,?,p2,
1769490607.2838678,CREATED,9c18f372-d664-4be5-9177-9da84ebe84c9,7c6f4d7e-f61b-4830-ba91-ddbf85f736a0,c2,c1,27,?,?,surb={'id': '56cd8b1e-41ad-4494-839f-b30f3e6d66f9', 'route': ['p1', 'e10', 'i4', 'x8', 'p2', 'c2']}
1769490607.4423542,SENT,a10194dd-11e0-4554-b0d5-007593320309,bffd824a-440e-470b-82a9-09523ff77dae,c2,c1,3371,?,p2,
1769490607.4424748,CREATED,3e707a98-84c9-4c72-82fd-973e25feb39d,7c6f4d7e-f61b-4830-ba91-ddbf85f736a0,c2,c1,27,?,?,surb={'id': '56cd8b1e-41ad-4494-839f-b30f3e6d66f9', 'route': ['p1', 'e10', 'i4', 'x8', 'p2', 'c2']}
1769490607.5344076,SENT,0b161096-dcf2-4420-a623-9044c78b0f9a,4ec1e801-7c3b-42d1-9211-54dcdb1650c5,c2,c1,3363,?,p2,
1769490607.5345402,CREATED,d327968b-0e65-4bd5-b27a-edee7cfff03b,6da1c829-423d-4ce7-9f56-fdb2899a3e4b,c2,c1,27,?,?,surb={'id': '578705e9-f166-4293-a824-7cf555cc3b4a', 'route': ['p1', 'e6', 'i7', 'x10', 'p2', 'c2']}
1769490607.760976,RECEIVED,01427d50-dbb9-4e6a-83ed-8da2317f96d5,3c7e843a-dcf6-44f5-a0eb-103c2a48ed02,c1,c2,26,p2,?,surb={'id': '7924f612-7f57-4d28-9464-d172038f0456', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c1']}
1769490608.2912884,SENT,7b21aa06-50d4-4780-be84-41c1810ccadf,037f8b91-6bb8-47d4-a0d6-7b2fe1ac6d3c,c2,c1,3399,?,p2,
1769490608.291377,CREATED,b721d685-1163-4cc2-b60f-3df994bc07f2,6da1c829-423d-4ce7-9f56-fdb2899a3e4b,c2,c1,27,?,?,surb={'id': '578705e9-f166-4293-a824-7cf555cc3b4a', 'route': ['p1', 'e6', 'i7', 'x10', 'p2', 'c2']}
1769490608.4253695,RECEIVED,83bd7aa6-e7dd-4f19-9697-22903ecfdeba,ca73030d-3e64-40fd-b8cb-ecd80c5e03d6,c1,c2,27,p2,?,surb={'id': 'a3ea0894-aedc-4273-bd0d-a1b0e7911084', 'route': ['p2', 'e2', 'i6', 'x10', 'p1', 'c1']}
1769490608.5968225,RECEIVED,1e7d2e2b-c07b-450f-ab71-00b90865fef2,4363258e-ef67-4e32-adf4-d017d16def6d,c1,c2,27,p2,?,surb={'id': '5312c5c4-b55c-4250-ab40-680fdb3ca4b3', 'route': ['p2', 'e2', 'i5', 'x1', 'p1', 'c1']}
1769490608.6793385,SENT,36f5b878-5bab-4f85-8b94-833367b3e957,4fd7351c-b4a6-4521-bff2-2f022c78d646,c2,c1,3383,?,p2,
1769490608.6794271,CREATED,d873e8d0-36d1-48df-85b5-d29bb9c7e043,78daf100-52d4-4e6a-a6bd-1e04ab74ab4f,c2,c1,27,?,?,surb={'id': 'b7094023-7055-4db2-91bd-c89235c13e3c', 'route': ['p1', 'e4', 'i4', 'x2', 'p2', 'c2']}
1769490608.8344965,SENT,acde6a77-4ff5-455d-87c8-06a82139ab15,c18d9e02-40bb-4843-9d6f-f85046dd65a1,c2,c1,3376,?,p2,
1769490608.8345852,CREATED,1623da96-cc8e-42d4-abbb-688301fe2fd9,78daf100-52d4-4e6a-a6bd-1e04ab74ab4f,c2,c1,27,?,?,surb={'id': 'b7094023-7055-4db2-91bd-c89235c13e3c', 'route': ['p1', 'e4', 'i4', 'x2', 'p2', 'c2']}
1769490608.8515718,SENT,e1683a22-b3d2-4e57-8fbf-e3ad46beb584,3e8cbaf1-a86b-4c2f-a7c7-de5800c4a855,c2,c1,3371,?,p2,
1769490608.8516567,CREATED,a34064cf-7851-4093-abb7-a291c30e1dca,094333c6-73d1-40ec-a676-245793911c25,c2,c1,26,?,?,surb={'id': '5f7c7204-ab09-4d07-8f32-489ee6227d0b', 'route': ['p1', 'e6', 'i10', 'x2', 'p2', 'c2']}
1769490608.9682148,SENT,71f55f78-498b-46a2-9087-06a56d0a3823,be407a26-0ad8-4687-9bac-40b4a160432e,c2,c1,3384,?,p2,
1769490608.9683738,CREATED,0adbc104-4829-4eba-a446-93aeebe8325f,094333c6-73d1-40ec-a676-245793911c25,c2,c1,26,?,?,surb={'id': '5f7c7204-ab09-4d07-8f32-489ee6227d0b', 'route': ['p1', 'e6', 'i10', 'x2', 'p2', 'c2']}
1769490609.0371666,SENT,7411dbb9-c999-4b5c-b5b1-241aaf1c764d,88c4271f-4b43-4377-85e9-90bd83b05f8b,c2,c1,3367,?,p2,
1769490609.0373101,CREATED,a0812ac4-d413-4ce5-b10e-0fc95e06f0b3,9ee06946-d228-4608-b739-e2d686847a7f,c2,c1,27,?,?,surb={'id': '5ac78410-7d38-46be-a115-e1d47d379f57', 'route': ['p1', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769490609.0422218,RECEIVED,d968c609-b2ba-4984-b3d1-41b57d4ff13d,ca73030d-3e64-40fd-b8cb-ecd80c5e03d6,c1,c2,27,p2,?,surb={'id': 'a3ea0894-aedc-4273-bd0d-a1b0e7911084', 'route': ['p2', 'e2', 'i6', 'x10', 'p1', 'c1']}
1769490609.1067765,RECEIVED,fa9ee497-e498-4c25-b77d-2924bcba33d1,e19eb1c8-8705-4fcc-a56e-7a6bd81a60a5,c1,c2,27,p2,?,surb={'id': 'e8eec18f-730c-48b7-992c-89b16de2c9dc', 'route': ['p2', 'e7', 'i9', 'x1', 'p1', 'c1']}
1769490609.2717016,RECEIVED,265370e2-9644-44e2-9f1f-09a11f2339fc,8ea54ecc-9656-450a-a7aa-08f08fefdbf9,c1,c2,26,p2,?,surb={'id': '8d522a4f-4457-4439-aa31-08d278ce3fb8', 'route': ['p2', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769490609.6582763,RECEIVED,a2a5b602-b2ad-43ca-99f2-d681c1298b8d,8ea54ecc-9656-450a-a7aa-08f08fefdbf9,c1,c2,26,p2,?,surb={'id': '8d522a4f-4457-4439-aa31-08d278ce3fb8', 'route': ['p2', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769490609.7418826,SENT,8dcb9db5-e86b-4d9f-8133-6f064625dfe2,8aacfa7d-528a-42c4-b948-c06bb41ecb98,c2,c1,3399,?,p2,
1769490609.7420092,CREATED,350a1258-3ff7-42ff-9878-1bbf779882eb,9ee06946-d228-4608-b739-e2d686847a7f,c2,c1,27,?,?,surb={'id': '5ac78410-7d38-46be-a115-e1d47d379f57', 'route': ['p1', 'e6', 'i12', 'x12', 'p2', 'c2']}
1769490609.924298,SENT,7039aaee-f415-43d0-b406-73011e55421d,b5071588-8363-45d4-a8ac-8012aa3336ce,c2,c1,3401,?,p2,
1769490609.9244218,CREATED,f97c166d-df1d-46d6-b1ef-4a97e3e53e45,bb4a3740-f337-4ff9-af68-5b3ca9bb742b,c2,c1,27,?,?,surb={'id': '0f28043c-40a0-442d-ad2f-bcacf52d08b2', 'route': ['p1', 'e2', 'i5', 'x8', 'p2', 'c2']}
1769490610.0677743,SENT,f9e83bb8-1089-4707-97d8-064e8eac9161,1a7a72a6-a646-49b9-91e4-9421e3126334,c2,c1,3389,?,p2,
1769490610.0678856,CREATED,efbbc1a4-024b-4013-822d-42d70b5fe63f,bb4a3740-f337-4ff9-af68-5b3ca9bb742b,c2,c1,27,?,?,surb={'id': '0f28043c-40a0-442d-ad2f-bcacf52d08b2', 'route': ['p1', 'e2', 'i5', 'x8', 'p2', 'c2']}
1769490610.6074684,RECEIVED,481043fd-2e18-457d-9cf4-e63edccab24d,63bdf093-e2c2-4615-82ec-d04f14dba508,c1,c2,27,p2,?,surb={'id': '5d88169a-f5e7-4278-ae86-ba90c5c84082', 'route': ['p2', 'e2', 'i9', 'x11', 'p1', 'c1']}
1769490610.7363014,SENT,7742eaec-f446-484e-9c20-e71ca67d8342,6be242ed-c3b2-4f6e-ab97-864084441d3b,c2,c1,3399,?,p2,
1769490610.736411,CREATED,d8931c22-ca43-46b2-8ec1-d5b41ad92e06,5f7bb25b-d070-4a23-90dd-d5050b57f61d,c2,c1,27,?,?,surb={'id': '20c23ded-4c71-4e4f-8dc8-3d48ca853c42', 'route': ['p1', 'e1', 'i1', 'x12', 'p2', 'c2']}
1769490610.7939894,SENT,c5d350e9-821b-4933-ae6f-6a9d5b9f4b5a,115839a5-ffbe-434e-aff0-68ebb3032d09,c2,c1,3380,?,p2,
1769490610.7942524,CREATED,bf87c941-17ac-4495-ad5c-824205f1fcab,5f7bb25b-d070-4a23-90dd-d5050b57f61d,c2,c1,27,?,?,surb={'id': '20c23ded-4c71-4e4f-8dc8-3d48ca853c42', 'route': ['p1', 'e1', 'i1', 'x12', 'p2', 'c2']}
1769490611.0941594,SENT,1465b32b-15de-4260-8a5c-feb7dbd59560,3e509322-f203-41bd-b864-a11f5a07ef92,c2,c1,3400,?,p2,
1769490611.0942266,CREATED,32533e99-7575-48fe-aedc-bbac69d0fb26,afd62388-f80c-4096-a7f4-da3d3e27bef7,c2,c1,27,?,?,surb={'id': 'afc4fbde-a288-40ca-a302-4ab8ad7e803a', 'route': ['p1', 'e10', 'i9', 'x6', 'p2', 'c2']}
1769490611.145665,RECEIVED,47f2ff65-5456-4e41-b0bc-2b3db383d989,5d84ed92-1b6b-4685-961e-1d445a6aaeac,c1,c2,26,p2,?,surb={'id': 'b1e39927-7d43-457d-91ae-d20c80f25eca', 'route': ['p2', 'e10', 'i8', 'x12', 'p1', 'c1']}
1769490611.315486,RECEIVED,25a5d851-798a-48c8-af5e-a1deff39f3d5,d66434e4-8715-4494-9fda-2cd260b575da,c1,c2,27,p2,?,surb={'id': '9d3a991a-bc9c-4a0b-9a3a-400379da257c', 'route': ['p2', 'e7', 'i12', 'x8', 'p1', 'c1']}
1769490611.7940214,SENT,a0dfbb26-4c5d-49e4-976b-3361888195ee,895ab449-cf9d-4432-9d22-f375cec4f484,c2,c1,3399,?,p2,
1769490611.7942202,CREATED,98629c50-ff4f-4dfc-9ede-182f90b1cb70,afd62388-f80c-4096-a7f4-da3d3e27bef7,c2,c1,27,?,?,surb={'id': 'afc4fbde-a288-40ca-a302-4ab8ad7e803a', 'route': ['p1', 'e10', 'i9', 'x6', 'p2', 'c2']}
1769490612.2841587,SENT,0a976d32-be5a-4e52-8403-0b0167603572,7b218a00-8984-42ab-8afe-f1332a8c6f7e,c2,c1,3372,?,p2,
1769490612.2843127,CREATED,266f54c1-e772-40f9-964e-81409a67d03b,463c9dc1-2644-458b-bdc2-ff6bc48e3f06,c2,c1,27,?,?,surb={'id': '1529fe4f-f8bd-49a8-a6f8-dea95dc75099', 'route': ['p1', 'e11', 'i8', 'x6', 'p2', 'c2']}
1769490612.3841045,SENT,3b3d8095-68ba-44be-8a83-7a46a57df1ef,cf1c127f-ac4c-4898-98d0-35c060328194,c2,c1,3396,?,p2,
1769490612.3842602,CREATED,404fdd6f-c5cc-4da6-8769-37fda841e28a,463c9dc1-2644-458b-bdc2-ff6bc48e3f06,c2,c1,27,?,?,surb={'id': '1529fe4f-f8bd-49a8-a6f8-dea95dc75099', 'route': ['p1', 'e11', 'i8', 'x6', 'p2', 'c2']}
1769490612.7206278,RECEIVED,4e3c50df-7098-46e2-af46-2b7cb421b14a,1a91e75b-55f9-4c12-b463-32710b249a54,c1,c2,27,p2,?,surb={'id': '43ce7c70-a089-4e23-bc67-56cfce29c6f1', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c1']}
1769490612.740876,RECEIVED,87d26593-9610-48ac-9e01-4c541e0beedc,dbca2816-506b-480b-9e27-f9bb3a298a60,c1,c2,27,p2,?,surb={'id': 'e0ca913d-0f6a-422d-82e6-24ecfdf57545', 'route': ['p2', 'e2', 'i5', 'x3', 'p1', 'c1']}
1769490612.8256974,RECEIVED,605cbb5e-f2c8-42b6-b758-8fff2e0b425c,dbca2816-506b-480b-9e27-f9bb3a298a60,c1,c2,27,p2,?,surb={'id': 'e0ca913d-0f6a-422d-82e6-24ecfdf57545', 'route': ['p2', 'e2', 'i5', 'x3', 'p1', 'c1']}
1769490612.889468,SENT,300b4eba-ec2f-4b44-a9d4-22a7b3e83b03,a0f11820-a4bd-4889-ae00-d92a594d4790,c2,c1,3364,?,p2,
1769490612.8895643,CREATED,ac62633d-6fa4-47c9-ba16-b3f26565f4fb,654ac960-48c2-4a7e-962d-3190ef62696c,c2,c1,27,?,?,surb={'id': '42ca5cc2-0cd2-46c9-a794-df0724dbf3e4', 'route': ['p1', 'e5', 'i3', 'x7', 'p2', 'c2']}
1769490613.057034,SENT,7dbc2fbd-5d7c-49f6-952f-6c6f8f66e90e,4b72150e-67c6-46f6-9bc4-a4b2b1ab72ff,c2,c1,3362,?,p2,
1769490613.0571935,CREATED,301ecf6a-ccd2-43e0-873a-18ed194a232a,654ac960-48c2-4a7e-962d-3190ef62696c,c2,c1,27,?,?,surb={'id': '42ca5cc2-0cd2-46c9-a794-df0724dbf3e4', 'route': ['p1', 'e5', 'i3', 'x7', 'p2', 'c2']}
1769490613.3927784,SENT,690264b0-ed09-459d-b0a5-49641ffd236e,408f6f61-4fff-4a18-bee6-56cbf0ed024d,c2,c1,3399,?,p2,
1769490613.3929126,CREATED,d7f5c444-8a7a-46d6-8315-b48e03c7659f,746ff2ee-dc17-4f59-ac38-3c6671496c2d,c2,c1,26,?,?,surb={'id': '25b191cd-b7ef-4c34-ab5f-f7a5f64e755f', 'route': ['p1', 'e10', 'i7', 'x11', 'p2', 'c2']}
1769490613.4227588,RECEIVED,1790d6a5-3c3b-4da6-a741-ccb41172d902,1a91e75b-55f9-4c12-b463-32710b249a54,c1,c2,27,p2,?,surb={'id': '43ce7c70-a089-4e23-bc67-56cfce29c6f1', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c1']}
1769490613.5472195,SENT,9f5a2155-3687-4e3e-8982-a8470f731d6e,fb754e6e-77ce-4e60-af7e-220c1abccb21,c2,c1,3391,?,p2,
1769490613.5474606,CREATED,06416ee9-83fc-476f-b3a3-1004ba40fc8a,746ff2ee-dc17-4f59-ac38-3c6671496c2d,c2,c1,26,?,?,surb={'id': '25b191cd-b7ef-4c34-ab5f-f7a5f64e755f', 'route': ['p1', 'e10', 'i7', 'x11', 'p2', 'c2']}
1769490614.0471828,SENT,cdbedb94-dbf9-43b6-81aa-ade61077d88e,46591299-b8e7-433d-867c-30346b70e2be,c2,c1,3389,?,p2,
1769490614.047324,CREATED,b91bab44-a81a-4b8a-b154-2f5228db77b8,9eaf251d-a3cf-45a0-ba64-d14c788968bf,c2,c1,27,?,?,surb={'id': '5ec7f06d-9609-4441-bf4e-11cdf6cbea03', 'route': ['p1', 'e5', 'i11', 'x11', 'p2', 'c2']}
1769490614.0904765,SENT,550c67a9-dd6e-4c9d-829f-a36ab1d6dc04,98681b49-ea7b-4311-a211-251436af0297,c2,c1,3399,?,p2,
1769490614.0906293,CREATED,ae6fb85d-83c0-46d7-bcbc-999d913092ed,9eaf251d-a3cf-45a0-ba64-d14c788968bf,c2,c1,27,?,?,surb={'id': '5ec7f06d-9609-4441-bf4e-11cdf6cbea03', 'route': ['p1', 'e5', 'i11', 'x11', 'p2', 'c2']}
1769490614.375343,SENT,977fd291-5287-4201-afd1-99a69d082b4c,f796d7bb-904b-48d4-811d-df51aa53a6ca,c2,c1,3387,?,p2,
1769490614.3754385,CREATED,6fd48c4b-2a8c-40b2-a23a-e51f29020732,c547ba99-3a3a-4a19-aac9-4afb719e2938,c2,c1,27,?,?,surb={'id': '99f5bb77-d832-4c01-9ed4-7d87cc37be60', 'route': ['p1', 'e10', 'i9', 'x4', 'p2', 'c2']}
1769490614.546424,SENT,4211ab51-8a78-4354-b9d1-7986b61fbe70,fa567862-baff-4140-8b64-b929444f520c,c2,c1,3381,?,p2,
1769490614.5465307,CREATED,c44e6fa5-ddc7-46ec-aabb-361ccfa73043,c547ba99-3a3a-4a19-aac9-4afb719e2938,c2,c1,27,?,?,surb={'id': '99f5bb77-d832-4c01-9ed4-7d87cc37be60', 'route': ['p1', 'e10', 'i9', 'x4', 'p2', 'c2']}
1769490615.5818193,SENT,c4e91323-7415-4ad8-a47b-5c77521e8fcb,8688fd4d-978d-44e8-8651-afb873810ebf,c2,c1,3375,?,p2,
1769490615.5819197,CREATED,90002524-fe1d-415b-8ab3-8782988374f9,dac3f710-598a-4d9e-853a-bdddee70fb46,c2,c1,25,?,?,surb={'id': 'a6a2d45c-1141-4283-a764-f3cd140e4081', 'route': ['p1', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769490615.7255452,SENT,487971b3-b5b7-4d42-a939-2b43f9da4c12,16c9c89e-c023-4ef9-8a26-2916ffb9fa1f,c2,c1,3383,?,p2,
1769490615.7256942,CREATED,fb1145d4-4e94-41e0-981e-a3c3f7dd0cec,dac3f710-598a-4d9e-853a-bdddee70fb46,c2,c1,25,?,?,surb={'id': 'a6a2d45c-1141-4283-a764-f3cd140e4081', 'route': ['p1', 'e8', 'i12', 'x8', 'p2', 'c2']}
1769490615.8743007,RECEIVED,212333bd-aca9-4ae9-ae8b-5d17451b0ab2,e23b28db-a345-490c-9438-b6590c744a89,c1,c2,27,p2,?,surb={'id': '1ddbcb9d-05fa-45fb-8d30-f93e706264ae', 'route': ['p2', 'e5', 'i3', 'x8', 'p1', 'c1']}
1769490616.0065312,RECEIVED,823ab908-0d76-48ea-9d26-35dbeed0d2e7,c13c90e9-e78b-4a04-b42e-746c8740cee3,c1,c2,27,p2,?,surb={'id': 'ad3a5554-f118-4a7a-8ef2-36bc1932cf3e', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c1']}
1769490616.3732913,RECEIVED,557c3fcb-279c-4080-ab02-3652f6a59af7,a4d822eb-cebe-4d0a-808f-474e6a36f5a9,c1,c2,27,p2,?,surb={'id': '32ebf1da-8ed2-4f5a-b4a8-d0e1ea53c5fd', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c1']}
1769490616.6505194,RECEIVED,982bdaba-14a9-43b7-8064-f7394c42b47f,a4d822eb-cebe-4d0a-808f-474e6a36f5a9,c1,c2,27,p2,?,surb={'id': '32ebf1da-8ed2-4f5a-b4a8-d0e1ea53c5fd', 'route': ['p2', 'e11', 'i7', 'x4', 'p1', 'c1']}
1769490616.9496758,SENT,395f1e15-19eb-4c99-9dab-452d6272c08d,052598ad-6252-44f0-ae2c-442f8b575690,c2,c1,3394,?,p2,
1769490616.9497743,CREATED,24876464-9594-44dc-a1c0-d7b4f5a0bd2a,ee42b856-8d25-4816-a0f4-128e09ec775d,c2,c1,26,?,?,surb={'id': '59520c65-f52e-4787-b7fd-53b83a6e9982', 'route': ['p1', 'e10', 'i11', 'x7', 'p2', 'c2']}
1769490617.4966211,SENT,52f77e47-ea75-4d75-83fd-ecc684f8b59b,d2f3fa54-1d4c-457c-ba30-df26d743b797,c2,c1,3397,?,p2,
1769490617.4967782,CREATED,8dc55970-d9b7-4489-be5d-cf0c9b03c13e,ee42b856-8d25-4816-a0f4-128e09ec775d,c2,c1,26,?,?,surb={'id': '59520c65-f52e-4787-b7fd-53b83a6e9982', 'route': ['p1', 'e10', 'i11', 'x7', 'p2', 'c2']}
1769490617.6794293,SENT,8f698865-8bd9-4adf-a655-7a2d5546ceee,072ed0b7-1c6e-4e29-aad3-c7911be4a846,c2,c1,3384,?,p2,
1769490617.679584,CREATED,e21fa782-48b1-4736-bfb4-2d973311fd91,055ff1ad-c7b0-4d40-b468-62a91667b22d,c2,c1,27,?,?,surb={'id': '77833edb-2751-4fbb-b5b9-e01586bf242e', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769490617.79031,SENT,f56b5f77-bc94-4955-b3a8-29b5be4fd913,fea6d7c8-d90b-443b-b718-cf8f42d1da4f,c2,c1,3377,?,p2,
1769490617.7904747,CREATED,fa0a2070-7f53-45ce-9fe2-156de3ffbd82,055ff1ad-c7b0-4d40-b468-62a91667b22d,c2,c1,27,?,?,surb={'id': '77833edb-2751-4fbb-b5b9-e01586bf242e', 'route': ['p1', 'e9', 'i7', 'x7', 'p2', 'c2']}
1769490617.8397949,SENT,86f4c2f7-09ce-4d05-8c7c-993fde95f46a,ecade35b-e788-490b-96bb-6c38c11d197b,c2,c1,3400,?,p2,
1769490617.839957,CREATED,76a67c53-9e9b-49f3-8659-6ad632fff9b6,7b7835c1-583f-42f8-9e06-78d78cef0a87,c2,c1,26,?,?,surb={'id': '39d033db-d66c-4f5d-ae29-b2dcb426f06d', 'route': ['p1', 'e7', 'i9', 'x12', 'p2', 'c2']}
1769490617.882505,RECEIVED,4c1e079b-9f70-40b9-bd2d-d9422e50accd,c13c90e9-e78b-4a04-b42e-746c8740cee3,c1,c2,27,p2,?,surb={'id': 'ad3a5554-f118-4a7a-8ef2-36bc1932cf3e', 'route': ['p2', 'e12', 'i11', 'x7', 'p1', 'c1']}
1769490617.9316833,SENT,76abfa4d-d5f4-4f1f-96d3-5fefdefa7577,b962d6dc-6510-4c4c-9f4f-939d468400d4,c2,c1,3372,?,p2,
1769490617.9317832,CREATED,60f766c2-5605-45f1-8d16-7a694abea0eb,7b7835c1-583f-42f8-9e06-78d78cef0a87,c2,c1,26,?,?,surb={'id': '39d033db-d66c-4f5d-ae29-b2dcb426f06d', 'route': ['p1', 'e7', 'i9', 'x12', 'p2', 'c2']}
1769490618.9118426,SENT,914705f4-72fc-4a8d-92d4-c3b20cf2c665,12c468c0-cbe2-4fe6-ab74-2ec5fad7e721,c2,c1,3368,?,p2,
1769490618.912007,CREATED,b1186f87-2851-4808-95e3-c1adb76c80ba,05f84e2f-5ad1-494d-962b-0951c4a3c742,c2,c1,27,?,?,surb={'id': '7aabf486-c97e-4c50-80fd-daad3d7112e5', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769490619.1158438,SENT,71292279-0ee1-459b-8727-5901afd1ef42,24471621-655b-439f-9d1d-a3a96865f0a8,c2,c1,3383,?,p2,
1769490619.1159916,CREATED,a4897337-d03e-4595-a7ba-82985d962b8d,05f84e2f-5ad1-494d-962b-0951c4a3c742,c2,c1,27,?,?,surb={'id': '7aabf486-c97e-4c50-80fd-daad3d7112e5', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769490619.1381538,RECEIVED,c34f00e7-5123-4098-bbc7-79efa485e7b7,458053c0-90fd-4def-88f8-7365fef88e7a,c1,c2,27,p2,?,surb={'id': '7c715aa2-380c-4ef3-bc36-4dd9e027155d', 'route': ['p2', 'e8', 'i6', 'x5', 'p1', 'c1']}
1769490619.1538389,RECEIVED,cc3371d8-a51c-4913-8c03-4ec54f6a381a,458053c0-90fd-4def-88f8-7365fef88e7a,c1,c2,27,p2,?,surb={'id': '7c715aa2-380c-4ef3-bc36-4dd9e027155d', 'route': ['p2', 'e8', 'i6', 'x5', 'p1', 'c1']}
1769490619.3628128,SENT,f7aa69a6-35ad-4ac5-a592-5ecbdf11feb2,88d5a5cd-dc40-47f9-8cd5-4c12f022d640,c2,c1,3387,?,p2,
1769490619.3629625,CREATED,484f5ec6-1e51-4117-9c69-2ebbb6fe479a,51e6810e-5af6-4e88-89be-e173ff8fa71e,c2,c1,27,?,?,surb={'id': '5d09fa2d-da7c-403f-aa0e-59505f6ed0a8', 'route': ['p1', 'e1', 'i3', 'x11', 'p2', 'c2']}
1769490619.597135,RECEIVED,c914c86d-26c7-49c0-9791-bc8c18891fd3,6a7e9121-1097-4b79-a8e4-284833d091f0,c1,c2,25,p2,?,surb={'id': '37e1b9b4-395b-4f2f-afda-13a3c32c74a3', 'route': ['p2', 'e8', 'i1', 'x3', 'p1', 'c1']}
1769490619.9955118,RECEIVED,6814a31c-6e9f-44f7-880e-6d674c8e9cca,6c23f043-bd7b-4723-826d-b16db0a516ae,c1,c2,27,p2,?,surb={'id': 'cab9cac7-7a2e-4283-873d-a412b2df337d', 'route': ['p2', 'e6', 'i9', 'x11', 'p1', 'c1']}
