timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769451281.1891384,SENT,086185fe-486a-4acd-a8cc-8d3bb980e112,8ade68a0-4f7a-4ca9-b18e-e0022d5734fe,c1,DROP,2045,?,p1,
1769451281.189281,CREATED,43455955-c90c-4763-8a8e-9afa024cf321,7181c355-268f-4224-a28e-9a5d355db2b9,c1,DROP,27,?,?,
1769451281.672961,SENT,22d08d1c-d7fa-4f43-a553-1fc5018dcb00,ba2ad2b2-736f-4b20-a601-2188dbe58f59,c1,c4,3347,?,p1,
1769451281.6734807,CREATED,e79d6a15-0da4-4e57-b994-01f6afd66efe,bd088ece-810b-460a-b228-30ec4f71d1d5,c1,c4,26,?,?,surb={'id': '8fca6501-2d55-497b-8e20-ea3f07d7cc42', 'route': ['p1', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769451282.7514973,CREATED,da0ad948-7a74-44db-9678-5f532eae1a11,c096bbf2-b022-466f-a61f-85dcd52d4878,c1,DROP,27,?,?,
1769451283.2939532,RECEIVED,2504302e-1fad-4177-878d-604436835aa5,dc3228b5-7a41-4286-bbe4-982c6cb260cb,c5,c1,27,p1,?,surb={'id': '94e59578-1a99-48d8-9112-fbb35e322325', 'route': ['p1', 'e8', 'i3', 'x1', 'p2', 'c5']}
1769451283.6531086,SENT,420b82af-0e4a-4d1d-9341-cd481ab897d4,9b5bbcb6-d5a1-400b-8ae1-feb78d53b469,c1,c4,3387,?,p1,
1769451283.6532621,CREATED,01a911f5-9512-48f9-95da-ec121f2a0489,64b1800a-4045-4cd5-8317-f792a6d5604d,c1,c4,27,?,?,surb={'id': '3a2404b7-51cb-4fa3-bd20-13ff54226f33', 'route': ['p1', 'e12', 'i7', 'x5', 'p1', 'c1']}
1769451283.8641653,SENT,f28d1287-0bf5-4ed2-93c1-c21db2a61f56,1d138809-2113-4aaf-a08a-23eaebc907b6,c1,c4,3363,?,p1,
1769451283.86436,CREATED,820f8e4b-b379-43ff-884b-fd0f5e89c79e,9975fdec-ba8b-42da-bbf0-b68da080446d,c1,c4,26,?,?,surb={'id': '27b61e9e-4d5f-488d-801d-16d34dfaa30d', 'route': ['p1', 'e6', 'i1', 'x5', 'p1', 'c1']}
1769451284.0102773,SENT,e8712384-39c4-477b-9786-c73061e869ed,b6f23514-3e05-4884-a940-bcf7b338d491,c1,c4,3364,?,p1,
1769451284.010422,CREATED,8ca53558-1ae7-485b-88a0-5c15e4d17194,896b4808-9df4-4675-a210-cff3e9079b43,c1,c4,26,?,?,surb={'id': 'f2bcf124-6851-4f62-8c9c-ab618e79cefb', 'route': ['p1', 'e3', 'i6', 'x2', 'p1', 'c1']}
1769451284.016954,SENT,b20798b6-e26a-4774-97c4-f80eee845a8e,78cd357e-d39a-4d54-b2ff-22dc0a14669d,c1,DROP,2015,?,p1,
1769451284.0171056,CREATED,65fd9513-dc6d-4287-b656-6f2271b99333,297c87e1-a9af-47e6-84c8-38ad58d561db,c1,DROP,26,?,?,
1769451284.141169,RECEIVED,0c53733c-9c8f-44e1-aee6-793eedaaff54,9b1f238a-6791-404e-8c0c-2f404be2b19d,c5,c1,27,p1,?,surb={'id': '0f144db9-4ac1-40d3-bdb7-eb76b29a98aa', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c5']}
1769451284.5292208,SENT,5895ef6a-4a45-4154-b059-6d69b456264f,573526ac-5e98-493c-b9ad-cd2f67acd8e6,c1,c4,3359,?,p1,
1769451284.5293684,CREATED,7c5af1ac-7f71-45b9-bcda-c81870a790aa,b11e446b-f10e-462f-8464-9a41cd56a8d1,c1,c4,27,?,?,surb={'id': 'd10931bc-f65b-43f3-986d-8d76f2c3df5a', 'route': ['p1', 'e2', 'i2', 'x11', 'p1', 'c1']}
1769451284.6905851,SENT,605db9a2-110e-4eea-a0c0-318a79e2abbc,b53964a2-d539-47a6-be11-1edcc4e78c67,c1,c4,3379,?,p1,
1769451284.690729,CREATED,3a02e33b-d6dd-4be4-9286-7ccb2bbc9cb8,74db0c69-8ba7-42ac-99df-7e09c345cee6,c1,c4,27,?,?,surb={'id': '6e5b1c15-0ce4-4e5a-af4e-7ab41b206ae2', 'route': ['p1', 'e1', 'i7', 'x8', 'p1', 'c1']}
1769451284.9831893,RECEIVED,b5c0c457-dbda-458b-a143-11ec4588fe2b,1d84b710-6aa0-461f-99da-d276c7604a22,c5,c1,26,p1,?,surb={'id': '7b7064af-044f-484d-9633-ca5b177b333e', 'route': ['p1', 'e9', 'i9', 'x4', 'p2', 'c5']}
1769451285.0567782,RECEIVED,5b608a6a-7c71-496f-b6aa-10630a5addf8,3095b44b-65e2-461d-803e-27242633b041,c5,c1,27,p1,?,surb={'id': '5bd52662-bf88-4a2b-8e88-85d2c06784f5', 'route': ['p1', 'e2', 'i4', 'x3', 'p2', 'c5']}
1769451285.184485,SENT,2741fe6d-4953-4500-b548-45611ae5bec5,65697f68-8ed8-455d-ac2a-9b882b6350ee,c1,c4,3385,?,p1,
1769451285.1846564,CREATED,5d037519-3c8a-41da-b7ed-79d5faccae53,e788f702-58f7-4dc1-88dd-4ffa0d9e1893,c1,c4,25,?,?,surb={'id': '82a859f2-c1f4-43fc-b44f-796d17f4fd13', 'route': ['p1', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769451285.6695476,SENT,ec84df30-aa26-4ce9-b31f-2cd03a90c6f2,b6f91d96-459c-4d16-9920-fab2a1be10ab,c1,c4,3400,?,p1,
1769451285.6696959,CREATED,d7322fd9-a463-47e1-af7b-9670f64b7eb7,93c9b283-d998-41f9-bbe2-99fc3f5bcaba,c1,c4,27,?,?,surb={'id': '491f4f0f-9549-41ac-ad3a-79eeb0231fcc', 'route': ['p1', 'e12', 'i10', 'x11', 'p1', 'c1']}
1769451285.6893778,SENT,0958a69a-b5e0-4314-bea5-2bcc661937b8,7b006144-eccc-4c8e-a6ef-f70e22622eeb,c1,c4,3376,?,p1,
1769451285.6895208,CREATED,dc0e50cf-24a9-48cd-9fc3-36ac478507c1,2c425613-597d-4647-b8b3-5dbe9ff21bbf,c1,c4,27,?,?,surb={'id': 'e419f2c8-6dfe-4980-81f6-5c2bc688bedd', 'route': ['p1', 'e5', 'i7', 'x7', 'p1', 'c1']}
1769451286.256701,SENT,b7132718-4477-4262-b700-eef2c1dd1427,9b3367f9-601d-4c45-b0ef-d6f8959d27d0,c1,c4,3359,?,p1,
1769451286.2568445,CREATED,aa3b5020-6eb6-4fda-97d5-cfc2dfe157cd,10321c1d-fc60-4223-afb7-c4cc8777468f,c1,c4,27,?,?,surb={'id': 'f937d90b-8869-41c2-bb36-6c3e177d32a8', 'route': ['p1', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769451286.307607,RECEIVED,4425dcf3-79c5-4f9d-9a4e-800003e9bf49,54682813-0bc4-4527-99b7-71f91fdd3816,c5,c1,26,p1,?,surb={'id': 'b85d98b9-98da-4773-82c6-ef8ddf85df26', 'route': ['p1', 'e6', 'i8', 'x12', 'p2', 'c5']}
1769451286.3394697,RECEIVED,48214d1d-9880-4ec3-a6de-03035e8e9d15,64b9d76d-1842-4fdf-ba0a-145c7b091af1,c5,c1,27,p1,?,surb={'id': '56290cf6-eb5d-412c-b539-113fc59fb762', 'route': ['p1', 'e4', 'i8', 'x6', 'p2', 'c5']}
1769451286.6584175,SENT,8855e7ca-8d1b-45ad-811a-1445c2792d7e,21fa0e62-fbc8-4f70-9576-5557b410a06c,c1,c4,3379,?,p1,
1769451286.6585631,CREATED,9b31feb8-1e58-485d-8c7f-fd786939fa70,5f03eb3d-dda8-427c-a835-ebd2175f8073,c1,c4,27,?,?,surb={'id': '1298e18f-a253-4182-8e27-1e4f715199ab', 'route': ['p1', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769451286.74595,SENT,7315d87d-def5-47ab-a4e9-6a179f781ad7,e481c805-2bca-47c9-ad4e-da40d0110b8b,c1,c4,3363,?,p1,
1769451286.7461586,CREATED,cdcb504c-c067-407f-abab-1271df1a09ce,02199d06-ecfb-42d4-95df-3ebea772acf2,c1,c4,27,?,?,surb={'id': 'a32cc9c8-38c1-4b8f-ab03-7b592742c948', 'route': ['p1', 'e8', 'i5', 'x5', 'p1', 'c1']}
1769451286.802646,RECEIVED,fcd95ff5-f3cf-49c0-9343-4d547c1d666c,b6e10386-82d4-4a0f-86d0-60826a775c96,c5,c1,27,p1,?,surb={'id': '9b3b883d-0366-48a5-9a04-c27a0bd99936', 'route': ['p1', 'e10', 'i11', 'x2', 'p2', 'c5']}
1769451286.9071107,SENT,758ac6c1-847b-4f48-b59b-43b8f9302649,54ba2a75-2386-4cdc-8712-00d52ebf7784,c1,c4,3377,?,p1,
1769451286.9072576,CREATED,ad8419d2-e383-42e6-8ac0-50051199f16c,dbc74473-6321-4411-bab0-c6d9878abc79,c1,c4,27,?,?,surb={'id': '95aa9f3c-95b6-4b2c-ba0d-49a67844cde9', 'route': ['p1', 'e8', 'i1', 'x4', 'p1', 'c1']}
1769451286.9391816,RECEIVED,f45fbebd-d61f-47ee-b07c-db7313714d30,0ff42431-d3c5-4708-b5b1-1bbe10cfd1d0,c5,c1,27,p1,?,surb={'id': 'b396c3e9-5cfa-448e-846d-fd6d8fdb6478', 'route': ['p1', 'e1', 'i8', 'x9', 'p2', 'c5']}
1769451286.9737597,RECEIVED,216918f0-1cc9-4b3d-9cf3-59a38002d964,bbe8818b-159c-437d-b58b-881be06da8fe,c5,c1,27,p1,?,surb={'id': 'cd023f23-0317-44c3-90c2-47709c2ad350', 'route': ['p1', 'e10', 'i2', 'x7', 'p2', 'c5']}
1769451287.3681636,SENT,4d2867c2-a493-4a92-894a-d14d07be7f55,40a1c44b-d1d2-4b21-8947-b495e57523c8,c1,c4,3378,?,p1,
1769451287.368311,CREATED,ed26e822-9119-406d-af07-c3464b77d467,8ffed4d0-aeb0-49d1-ae7f-f611d041103d,c1,c4,27,?,?,surb={'id': '38af144f-8a47-40b6-b3fa-2c25631afd2d', 'route': ['p1', 'e9', 'i2', 'x8', 'p1', 'c1']}
1769451287.521488,SENT,2702624a-d041-40f5-be7d-08f5d095040b,f722c333-b2cd-47fd-90ab-b82d6b264462,c1,c4,3385,?,p1,
1769451287.5216358,CREATED,6f911848-ff9a-4f61-99fc-086af68d1a65,23efeade-d94d-4da9-abd2-fad28ae687b9,c1,c4,27,?,?,surb={'id': 'bccdc1b7-3dfc-4833-ac14-8c7b826b6da6', 'route': ['p1', 'e7', 'i1', 'x7', 'p1', 'c1']}
1769451288.282483,RECEIVED,ce76766a-b25f-490b-8152-d3d7da330239,16592fc7-0bb9-43f8-b69c-81ed2ad93b53,c5,c1,27,p1,?,surb={'id': '667348f4-7ec7-462b-8c1a-03ed07d1f97a', 'route': ['p1', 'e9', 'i10', 'x12', 'p2', 'c5']}
1769451288.6469324,RECEIVED,7bf61ef8-c96a-4378-b0b5-9dec8413902a,69e1d71b-c690-4a58-8414-2a0324350485,c5,c1,27,p1,?,surb={'id': '64887c46-2202-4f12-b258-07fecbd73d0d', 'route': ['p1', 'e6', 'i6', 'x2', 'p2', 'c5']}
1769451288.7481315,RECEIVED,c2ca2693-0319-4861-888d-f8d01d0f608a,45f34f20-4d83-40f3-b86a-4a75308a8dcd,c5,c1,26,p1,?,surb={'id': 'fb003be1-da84-41f4-8489-155f42ed9d6c', 'route': ['p1', 'e3', 'i2', 'x7', 'p2', 'c5']}
1769451288.989576,RECEIVED,132bec0c-aaa5-4a39-9f02-47028a43c949,0aa45ba0-57a5-4b02-9afc-c0371618ca98,c5,c1,27,p1,?,surb={'id': 'a9145c69-4bb9-4ec4-8ded-ba41540f6f17', 'route': ['p1', 'e10', 'i12', 'x7', 'p2', 'c5']}
1769451289.406453,RECEIVED,adeeb2e0-7a2b-41e1-85fe-e405e73a0968,ad3c6e32-c8c6-4946-8c63-7a74892fa4fa,c5,c1,25,p1,?,surb={'id': '6ad110fa-8fef-44a5-acf8-4b8f0ed49bf8', 'route': ['p1', 'e3', 'i11', 'x10', 'p2', 'c5']}
1769451289.880764,SENT,1045957b-50d2-4e4d-b557-d7cb35712714,8f060921-aea6-428b-b747-5de83d2e0d40,c1,c4,3362,?,p1,
1769451289.8809106,CREATED,be81cb12-a362-4087-b4d5-01f95fa20add,d1732a64-9129-4211-ad79-757392161183,c1,c4,26,?,?,surb={'id': 'c4c99502-2c6b-4e38-82e1-70cb50c292d7', 'route': ['p1', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769451289.9464512,RECEIVED,83711a5f-3f3e-49c6-8a35-7c27e99fe123,bb1d2a9a-0b51-4c04-a7d3-39dc2fb4ffe6,c5,c1,26,p1,?,surb={'id': '11abbdf2-69c7-42a5-9c82-c95889ab15f4', 'route': ['p1', 'e1', 'i9', 'x6', 'p2', 'c5']}
1769451289.9829748,SENT,6c07907e-ec61-45ae-85cc-c6bf7f1249bf,ec80a786-792a-4c6d-94f2-83dea87323b9,c1,c4,3384,?,p1,
1769451289.983443,CREATED,1565ca70-b293-42ac-81c8-549a07990e7f,57f65e18-f6b8-4733-b743-8c6cb7b25238,c1,c4,27,?,?,surb={'id': 'f9de909c-f2ca-4e33-b536-022eb2da3a99', 'route': ['p1', 'e7', 'i5', 'x12', 'p1', 'c1']}
1769451290.0405314,RECEIVED,c4fe6ff2-f967-42a7-86f4-8713995e799b,46a052c6-b4db-4ff1-a0a3-975df20f1657,c5,c1,27,p1,?,surb={'id': 'e9a9ebf9-956c-4afe-b055-ee830a78537a', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c5']}
1769451290.1979156,RECEIVED,95dff29c-28ce-4426-99d0-45eda8ea6f7b,292b52d7-f881-4488-b63f-f6dc61a2535e,c5,c1,27,p1,?,surb={'id': 'cdafe530-50df-4d4d-800e-1a66836282ef', 'route': ['p1', 'e11', 'i11', 'x12', 'p2', 'c5']}
1769451290.2486846,SENT,8ec63b03-65eb-42c4-a66a-68296945e406,ce90e732-976e-4979-964d-94d4b006e59e,c1,c4,3371,?,p1,
1769451290.2488344,CREATED,a2bb8840-1f4a-49d5-bd17-adfbecee5392,9da49d70-7eea-4ee5-a0fd-f7b9845ccbe9,c1,c4,27,?,?,surb={'id': '2f2ce320-e081-4529-83ee-07f410e55c9d', 'route': ['p1', 'e8', 'i2', 'x5', 'p1', 'c1']}
1769451290.3748634,RECEIVED,ae72cdca-e433-44d8-8d76-b812c7f7a0d7,f07f8612-1d51-46e4-9e8e-5eea64040d79,c5,c1,27,p1,?,surb={'id': 'c46051b1-1bb7-4f2d-9f2d-44f6aae658a5', 'route': ['p1', 'e4', 'i10', 'x11', 'p2', 'c5']}
1769451290.448042,RECEIVED,dc2948df-a1cd-4076-8f03-a598b4e11987,bf2a69b9-47f6-424d-8d2b-849cd4ad46dd,c5,c1,27,p1,?,surb={'id': '4fdce442-e969-42a1-bfcc-e492620ef42c', 'route': ['p1', 'e7', 'i10', 'x6', 'p2', 'c5']}
1769451290.5382042,SENT,472d61df-7c17-478c-b7ab-ed5a3b7bbeda,d46eb9e4-d577-4605-9e7c-0fc8c5698ffa,c1,c4,3374,?,p1,
1769451290.5383677,CREATED,49b79363-5f7c-4677-8b21-6a8cce91a32c,642dc87d-1f84-4aa7-b8b1-98c81b7ebf7d,c1,c4,27,?,?,surb={'id': 'f2d32030-c8f4-4b52-9784-111d9dfebba3', 'route': ['p1', 'e6', 'i1', 'x12', 'p1', 'c1']}
1769451290.9463341,RECEIVED,766b396a-3112-41f8-ad50-5514168f1e57,55e3ee63-63a7-4ab4-99ca-d239f0a937dc,c5,c1,27,p1,?,surb={'id': '8626cc89-5fae-408d-a465-09614e2a5bb4', 'route': ['p1', 'e7', 'i6', 'x5', 'p2', 'c5']}
1769451291.3187585,SENT,d3f9ebc9-4a2e-4688-9489-fd22a3866a46,fd83bd1e-e745-47ef-b4dc-c8e413d98cd9,c1,c4,3376,?,p1,
1769451291.3189085,CREATED,25c6f96e-fc57-4f38-9ab5-eecce8577ac7,c3a82bf9-8488-45e3-af9b-3a4db77a89d0,c1,c4,27,?,?,surb={'id': '40fe487e-d86d-4f47-b866-3123b4829fdc', 'route': ['p1', 'e6', 'i12', 'x3', 'p1', 'c1']}
1769451291.3344448,RECEIVED,62961f3e-c1d6-4f0e-97bb-2bbf9cc43d0a,979239bb-b40b-4de5-8eae-31f825216556,c5,c1,27,p1,?,surb={'id': 'eb34b207-da9c-4bbf-8b05-26fac47f14b5', 'route': ['p1', 'e11', 'i7', 'x2', 'p2', 'c5']}
1769451291.4915955,SENT,48f16356-2e41-49b4-993f-3761c66df7b3,7fc940ed-1304-4214-8ecc-387a124d0fa1,c1,c4,3371,?,p1,
1769451291.4917424,CREATED,05a1ba81-0e42-47f7-ae05-f708a4e4ebd8,a88ecab1-e22b-4fdf-91f8-058a07cc10b7,c1,c4,27,?,?,surb={'id': 'a3b193de-4627-499b-a68d-02635af86d9b', 'route': ['p1', 'e7', 'i7', 'x9', 'p1', 'c1']}
1769451291.736947,RECEIVED,9e3dfe22-b9f8-4cad-b854-b9fbbd39ede1,67fbe7e8-5b38-4277-b2c9-ca1532758217,c5,c1,26,p1,?,surb={'id': '2cd2a580-3500-4dae-a6f6-fb6aad909d13', 'route': ['p1', 'e5', 'i11', 'x11', 'p2', 'c5']}
1769451291.767311,RECEIVED,d073ede2-0d60-4c9d-a7bf-f34ed7a1f8a1,377b15d5-ca8a-42fc-9412-60ed3f6c0309,c5,c1,27,p1,?,surb={'id': '5d00e736-d59b-4a57-8457-af0b3d1dc126', 'route': ['p1', 'e11', 'i2', 'x9', 'p2', 'c5']}
1769451292.2658792,RECEIVED,617499a4-b3df-477d-b6ed-e8175cecc11c,b1b72751-e333-4074-b107-62ec59db87c4,c5,c1,27,p1,?,surb={'id': '9aa1bdc1-19e8-4150-b6f6-ca7ecaf90bdd', 'route': ['p1', 'e9', 'i8', 'x10', 'p2', 'c5']}
1769451292.3038118,SENT,ef65570f-1121-431c-8355-69d6e2088bed,50a7ea27-b287-4df2-b8b3-5cc608bf56ab,c1,c4,3358,?,p1,
1769451292.303953,CREATED,d0241d84-0b52-44b9-b70d-3c042367373b,0435f9a7-447b-405e-a5b8-1cd91ca59b9e,c1,c4,27,?,?,surb={'id': 'd36c5ba5-72e1-4323-be2b-e62b2f21a2af', 'route': ['p1', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769451292.4577403,SENT,8812f5aa-83ab-4bd4-bbee-2e88baef3d77,debb4acd-6f33-4f36-90ba-ce443b147fe7,c1,c4,3379,?,p1,
1769451292.457886,CREATED,e8adf111-fb0e-41cc-b191-706be0a9f85c,bf2d1042-0a1d-464d-808d-75232e550188,c1,c4,27,?,?,surb={'id': '9009f886-9514-4c31-8a07-8deb22421bf7', 'route': ['p1', 'e3', 'i7', 'x5', 'p1', 'c1']}
1769451292.4941282,RECEIVED,4fa2f073-7de4-4984-8f67-9a59e97a25fb,e1ce5568-f3e0-467b-ac4c-da128d9f6677,c5,c1,27,p1,?,surb={'id': 'ebf46a96-5a74-414f-bb9a-b211a0263b82', 'route': ['p1', 'e10', 'i11', 'x5', 'p2', 'c5']}
1769451292.5505953,RECEIVED,4f614429-b66a-4678-a101-59b41df5954b,8f64b566-d3fa-4673-95f9-5d043c6942a6,c5,c1,27,p1,?,surb={'id': '69af4595-e8eb-4549-ae5d-12a03e986a4a', 'route': ['p1', 'e8', 'i7', 'x4', 'p2', 'c5']}
1769451292.6825213,SENT,f77e265b-3879-4bf4-90d8-b8d40f4366c3,6c3b5324-e3d9-498e-bcd8-5a177a013d6f,c1,c4,3376,?,p1,
1769451292.682656,CREATED,a18fb4fd-2356-4a86-977d-4dc214363522,faa4c17f-63ee-4a3c-bbb0-ac5ad166a230,c1,c4,26,?,?,surb={'id': '3bb1091b-4432-49dc-b196-2a6a1af581f7', 'route': ['p1', 'e7', 'i12', 'x6', 'p1', 'c1']}
1769451292.8577778,RECEIVED,cef0d2ab-449d-442e-9475-85181818c84a,212e6fd0-bff5-4e48-a614-2ea3c11666a7,c5,c1,27,p1,?,surb={'id': '04623f4e-0bbd-4eb5-bb87-4a5a54d4701f', 'route': ['p1', 'e5', 'i8', 'x9', 'p2', 'c5']}
1769451292.9395726,RECEIVED,df3681dc-387f-4182-a3a9-adcf5973c75c,b9e108dc-9227-4914-953d-201259543666,c5,c1,26,p1,?,surb={'id': '833aa617-57ca-4bdf-8207-8bd85d516da5', 'route': ['p1', 'e11', 'i11', 'x1', 'p2', 'c5']}
1769451292.9945521,SENT,063db099-4ae3-49fc-8fc4-18f457a40b15,bd6e19c9-4c5f-43c6-9883-32a559db3a04,c1,c4,3380,?,p1,
1769451292.9946997,CREATED,c7d742f0-d896-4877-9240-27653d7f68fe,df2a60f4-1769-4446-992a-88b4561b794b,c1,c4,27,?,?,surb={'id': '851797a0-c809-4af2-be86-d62c23a9f897', 'route': ['p1', 'e7', 'i6', 'x11', 'p1', 'c1']}
1769451293.285684,SENT,ebdca6c0-31b2-48e7-b4fe-47516d39dd36,abcfbca6-f013-4107-8962-c4d95f640588,c1,c4,3376,?,p1,
1769451293.2858627,CREATED,a5372830-d2ec-4ac7-a885-b5bdc4619d27,9eb293fa-e294-47f1-b09e-fc7290638112,c1,c4,27,?,?,surb={'id': 'b9ae6447-6096-411d-884c-eca9c0cd7262', 'route': ['p1', 'e11', 'i4', 'x5', 'p1', 'c1']}
1769451293.5620987,RECEIVED,d7f5bb6b-8012-4075-ada1-ab0053c202f0,f7259079-aedd-45a0-85d1-7342b2daddc4,c5,c1,27,p1,?,surb={'id': '6dce9d46-1708-44d4-9a06-6a0698925377', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769451293.8557885,RECEIVED,ae3ef5ac-7692-40fd-9217-5293c41b48d9,73672797-e0ef-47ef-b8dd-feaf5c0eb0db,c5,c1,26,p1,?,surb={'id': '989c3c56-34f8-4d03-8825-ad91dd59642d', 'route': ['p1', 'e11', 'i4', 'x3', 'p2', 'c5']}
1769451293.9378417,RECEIVED,c258f4c0-c78d-492f-b5b4-7067e6265410,1f942d03-e2c7-4f74-88e2-2563cdb410f5,c5,c1,27,p1,?,surb={'id': '3ffc1f74-8664-46e8-8cd6-5d382623d6df', 'route': ['p1', 'e7', 'i9', 'x1', 'p2', 'c5']}
1769451294.0218308,SENT,b5fe630d-9eb1-4004-8d02-60e6b11d9977,883aa9f3-084d-4ee0-9633-d4d5bf9ca36d,c1,c4,3377,?,p1,
1769451294.0219722,CREATED,70930a29-ad65-461f-9376-448da8f64912,a1ae9901-569e-4c6c-9216-c279a591d80d,c1,c4,27,?,?,surb={'id': '3da72852-3cc8-4623-9070-a702cdf4ed1e', 'route': ['p1', 'e8', 'i4', 'x8', 'p1', 'c1']}
1769451294.1723213,SENT,8421acbf-1f8c-4b08-ae3c-3a4b2820d10f,2bb70610-0541-4e46-a481-bb0683d166ea,c1,c4,3404,?,p1,
1769451294.1724741,CREATED,ca7120dc-aa77-4a81-a641-2aaf246fde37,36f3310a-646b-416f-a1b1-4839ef3f06f0,c1,c4,27,?,?,surb={'id': '9d97e1a4-eca5-4e48-b00e-85e5c19230f0', 'route': ['p1', 'e6', 'i9', 'x6', 'p1', 'c1']}
1769451294.268907,RECEIVED,dc4fcb5f-519b-4413-a6e1-307be7849581,35fcd021-6456-40af-87b1-70994c5d8c98,c5,c1,27,p1,?,surb={'id': '616522a9-76cc-42b8-aaae-6f6160c3e922', 'route': ['p1', 'e10', 'i3', 'x11', 'p2', 'c5']}
1769451294.2985115,SENT,0b48eec7-bee6-44ec-921f-28a29a6d2e7b,e70d590b-7512-476d-96a7-10137ff4852b,c1,c4,3359,?,p1,
1769451294.2986598,CREATED,f169ef82-5427-492f-825d-d3f4739323cb,2e587940-c1a2-4ea6-acaa-020a903c3084,c1,c4,27,?,?,surb={'id': '90ce0961-2f78-4323-87e6-4ca63994ebcc', 'route': ['p1', 'e12', 'i7', 'x7', 'p1', 'c1']}
1769451295.2273388,SENT,687bcd64-cd3b-41dd-9b8f-1f93ffbdcf65,c4fcab7c-e2ce-4289-99de-8ed873738707,c1,c4,3372,?,p1,
1769451295.2274144,CREATED,b903017d-018b-4ffa-91f7-b61aeddc165d,b9ef8e53-e80f-4a21-a389-b74b975b13b8,c1,c4,27,?,?,surb={'id': '21ba21ae-9588-4846-af3c-617587b950c6', 'route': ['p1', 'e9', 'i5', 'x6', 'p1', 'c1']}
1769451295.3899248,RECEIVED,963bf72b-81f3-42fb-8b3c-e86ad88bea64,721a6290-42ca-4709-853b-50df3ed4a31b,c5,c1,27,p1,?,surb={'id': 'a9bf70b0-0b67-4e66-af25-8ac69e45802e', 'route': ['p1', 'e9', 'i3', 'x10', 'p2', 'c5']}
1769451295.6349516,SENT,0ead5254-c3d2-4f57-bf8d-acfcd4c76903,e3c642df-3eb1-442d-a215-436c53d15a99,c1,c4,3392,?,p1,
