timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.6598105,SENT,b51e89d7-f3b4-41bd-8a5e-4d2b3d3f74a8,3eb6d21e-9cf0-4f67-b418-7ba6b6c1e1b1,c2,DROP,2032,?,p2,
1769490760.6599844,CREATED,f23d5c7b-4f41-4aee-8ac8-d95968bc7970,a590a613-2611-40ed-bf95-5b2b575dc295,c2,DROP,27,?,?,
1769490760.7520826,SENT,02a5f123-e63d-4c5c-a04f-95b8887e12c8,0c879ca5-56aa-40a0-b3f3-48c158098868,c2,c4,3364,?,p2,
1769490760.752357,CREATED,ab05bca9-706f-4689-9cb9-d2c4b63430be,dd0baa9f-b441-4810-b5bb-da6c39602ab1,c2,c4,27,?,?,surb={'id': '416c97e4-1f93-402b-bf85-bc6b5c7c1ae9', 'route': ['p1', 'e4', 'i2', 'x7', 'p2', 'c2']}
1769491311.406418,SENT,94151ea3-b83e-4809-9c02-15b30c527003,14e8251b-fc45-4458-a78e-8d4102db7266,c2,c4,3375,?,p2,
1769491311.4065108,CREATED,845fb297-dcf6-4d89-b293-54d02d9414b5,c4dd2dc6-2be0-414d-9d25-60fc664a81ee,c2,c4,27,?,?,surb={'id': '43c21201-bec2-4bc1-a48f-f6ad3b2d27cd', 'route': ['p1', 'e10', 'i3', 'x7', 'p2', 'c2']}
1769491311.4113855,RECEIVED,e09633b5-2cba-4b07-a929-9ebb398508bd,d0e10ee7-87e6-4409-83bb-694132c0443b,c3,c2,27,p2,?,surb={'id': '3395a29c-fff0-4e36-a71a-436f590cb1b2', 'route': ['p2', 'e5', 'i11', 'x5', 'p3', 'c3']}
1769491311.443586,RECEIVED,427f9ada-222b-4481-b7c7-4dd7316f09bf,de40aa93-a143-42dd-8e7c-ad9627181bc1,c3,c2,26,p2,?,surb={'id': 'adb6939e-f1e9-4a6b-8608-fc9e3a27482d', 'route': ['p2', 'e3', 'i4', 'x1', 'p3', 'c3']}
1769491311.5214486,RECEIVED,973bd7a6-2772-4d1b-925d-4851d1d96721,e475842a-fd81-4f53-972c-433377217c21,c4,c2,27,p2,?,surb={'id': '1c49a7e0-4e21-4f24-8a72-b584035513aa', 'route': ['p2', 'e7', 'i3', 'x7', 'p1', 'c4']}
1769491311.5538993,SENT,b9ca715e-0d6a-4948-a74c-4242e037bd65,ea6e91ac-9db4-40ff-9555-27aac984fbee,c2,c4,3376,?,p2,
1769491311.5539749,CREATED,1a8b9499-beee-4ac2-a033-443e91d518b5,887764db-1b21-4842-9a0c-1636023a2a8a,c2,c4,27,?,?,surb={'id': '0afb4769-62fc-43e6-89b7-661e0b655e80', 'route': ['p1', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769491311.599944,RECEIVED,368420ab-35af-462f-a3b9-1240f7081bdf,5cd632db-c269-487d-b71e-0efe237b8f86,c5,c2,27,p2,?,surb={'id': '72a02386-bf56-4d52-90f6-559a3d872ed5', 'route': ['p2', 'e12', 'i4', 'x12', 'p2', 'c5']}
1769491311.7804658,RECEIVED,90221747-40b3-449b-962d-8ec12dfc7b76,3ae34b09-365b-4d84-b0e2-23318e2fac65,c4,c2,26,p2,?,surb={'id': '8bda0912-6172-4e3b-a753-23267d6dd52a', 'route': ['p2', 'e6', 'i4', 'x9', 'p1', 'c4']}
1769491311.7849312,RECEIVED,81a24597-da74-432a-bff0-22f5e9e524b9,cd2c5746-8413-423d-a1d0-2920cd01260e,c5,c2,26,p2,?,surb={'id': 'fb7c457e-5746-4e11-9df5-679ffd314cac', 'route': ['p2', 'e2', 'i4', 'x3', 'p2', 'c5']}
1769491311.804201,SENT,0f636dcc-09d7-468d-8c5c-7719c1dfbc7d,f115fd32-ea8a-42a6-876e-932a42e91541,c2,c4,3384,?,p2,
1769491311.8042786,CREATED,0048ecbd-12d9-4371-af7d-b553f2d4ada4,07638000-6892-4ef9-a5d8-d8c1d48468b7,c2,c4,27,?,?,surb={'id': '3b5ab4d4-0e94-4263-9ddb-5a7762a10700', 'route': ['p1', 'e1', 'i1', 'x8', 'p2', 'c2']}
1769491311.8846254,SENT,7e947d89-5c6b-4812-9337-476d0fdce6c4,71cb853a-210e-4bbc-99c8-c8a53dbff44b,c2,c4,3384,?,p2,
1769491311.886573,CREATED,94fdaaf0-a2f8-4f78-a92d-39623deb2f45,8d8f4529-06da-4c4b-9fb3-55b99f94a7f1,c2,c4,27,?,?,surb={'id': 'a9119f10-0c41-48e3-86f5-3e1ab27aba65', 'route': ['p1', 'e3', 'i12', 'x9', 'p2', 'c2']}
1769491311.9818752,RECEIVED,88e864dc-ae7e-4a00-ac7a-20c39fbf9ac3,d409cd9e-db1b-4def-9558-9bdde13e90a8,c5,c2,27,p2,?,surb={'id': 'b51e1de9-d323-48f0-8ab2-38e44f569a8f', 'route': ['p2', 'e6', 'i1', 'x4', 'p2', 'c5']}
1769491312.076425,RECEIVED,1326f1e8-76af-48d9-92b1-18bfe926ab41,56ad971a-ff42-4541-97a0-2a844c355eb0,c3,c2,26,p2,?,surb={'id': '9b630c72-7a7a-4618-8173-f81d4f64bd0e', 'route': ['p2', 'e7', 'i1', 'x2', 'p3', 'c3']}
1769491312.1424146,SENT,c8c5d887-8b23-4891-8fe2-e941fc0d2b13,e3210505-6900-4837-88be-d9ab2edfb885,c2,c4,3373,?,p2,
1769491312.142559,CREATED,c9763f90-9118-4343-ab87-e6a0d341279d,dbc06a81-d96f-4023-afb4-3bb7e0205e72,c2,c4,26,?,?,surb={'id': 'c40ab5a3-8e63-4892-8725-7e29fd1a884c', 'route': ['p1', 'e8', 'i8', 'x7', 'p2', 'c2']}
1769491312.1926749,RECEIVED,182db853-295c-46b7-9671-ef238e324fcd,06a27a7c-4219-44b2-a944-5efc9b40bc42,c3,c2,27,p2,?,surb={'id': '30128038-90df-4a60-b8d2-5a26241b2f05', 'route': ['p2', 'e8', 'i2', 'x12', 'p3', 'c3']}
1769491312.2853813,RECEIVED,90c2f1f8-7662-4fc5-98ef-113c84476d65,57f973b5-26d4-4646-a339-abfe0b630879,c3,c2,27,p2,?,surb={'id': '828d2ab7-3c41-4a70-aa2b-91ce59fd2885', 'route': ['p2', 'e10', 'i12', 'x8', 'p3', 'c3']}
1769491312.2881608,RECEIVED,5230781e-5145-428c-b297-50cc994b2bf8,b619cf93-8c8a-4680-be41-c9b5ad7bfd36,c4,c2,27,p2,?,surb={'id': '41d1b238-f7d3-45dc-bf0c-c32deccd2269', 'route': ['p2', 'e5', 'i4', 'x11', 'p1', 'c4']}
1769491312.3266926,RECEIVED,4e3aa5d3-437b-4dc9-91d9-c322721cb9c1,326c111b-a13e-4425-aea4-b6aaab0a1bb0,c4,c2,27,p2,?,surb={'id': '624bafc5-dc5b-42c3-ae86-4ac7924131b8', 'route': ['p2', 'e2', 'i2', 'x11', 'p1', 'c4']}
1769491312.3480291,SENT,735a1ea0-9756-4ad2-b0b6-4bb8aab7bd78,138ebc7b-56d8-4feb-bb61-7abed4ed664b,c2,c4,3367,?,p2,
1769491312.3481102,CREATED,d3652370-4861-4238-aed0-e8f42739ce16,faa3d96b-b599-497c-bc68-34afffcd1993,c2,c4,27,?,?,surb={'id': '052471ec-49b5-46a7-8c0e-0e531eae1726', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c2']}
1769491312.426558,SENT,7b512616-99ee-4358-8182-b30c8a2f8f11,f333ab95-e7f3-4dfc-9a06-e76cd018bb71,c2,c4,3378,?,p2,
1769491312.4266436,CREATED,296a6fff-3a8c-457d-97d3-616481902f70,8de8fb91-3ccb-48e1-831f-7263f3f86b76,c2,c4,27,?,?,surb={'id': '4f2275c2-7a81-4c7e-be81-5042d4bd6636', 'route': ['p1', 'e4', 'i9', 'x6', 'p2', 'c2']}
1769491312.5118585,RECEIVED,3b33a73e-6d80-48cc-b1ac-59ae87cd16d3,3ced5bec-1dfc-431b-9f88-729fbf635da9,c3,c2,27,p2,?,surb={'id': '95323eb2-3b66-4e4c-bea0-458cc4635ee3', 'route': ['p2', 'e11', 'i6', 'x12', 'p3', 'c3']}
1769491312.5383525,RECEIVED,b8ad121f-a8ad-431a-8113-d581e5673101,c0724213-ab28-416a-8980-13b0f86d442b,c5,c2,27,p2,?,surb={'id': '4c22bda4-6e91-47ef-981f-51e4350c002c', 'route': ['p2', 'e2', 'i3', 'x6', 'p2', 'c5']}
1769491312.629829,RECEIVED,f54b6580-7114-43f4-ae8e-a1c7ffaf34f9,35b72535-a77f-4a23-b543-c721193a3535,c5,c2,27,p2,?,surb={'id': '260b5408-2b61-4aec-bb92-1cc38f9f08ad', 'route': ['p2', 'e9', 'i10', 'x5', 'p2', 'c5']}
1769491312.7164211,SENT,7575a2bc-af2f-436e-a2ca-2a6a7f27ab71,39767c86-5a99-4988-9391-ac529ec027ef,c2,c4,3383,?,p2,
1769491312.716507,CREATED,aa1f884f-69c2-49f5-837d-add423506b76,8a5a783c-63b8-4ff3-b953-240d9d19188e,c2,c4,26,?,?,surb={'id': '863add81-709f-4446-9ee2-2cd3883f15b9', 'route': ['p1', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769491312.7386153,SENT,894b2059-32df-49ed-b505-b6f369f122d9,179efad1-2814-4cb0-8761-3449e9916b43,c2,c4,3396,?,p2,
1769491312.7387025,CREATED,231495a4-8e1c-4096-b3b9-f40d1627b0ae,a8b160f8-3ab5-4fb1-a497-86101e481ffc,c2,c4,27,?,?,surb={'id': 'a7f5d236-f1bf-4dec-b6f7-e68dd177cbce', 'route': ['p1', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769491312.7773921,RECEIVED,da072db9-5aa6-4088-8808-fda3a6e385bf,77bba361-8168-4dfc-973d-7bbe08efe4c3,c4,c2,27,p2,?,surb={'id': 'ce8a511d-9d4c-4f38-9749-513772885b71', 'route': ['p2', 'e9', 'i1', 'x4', 'p1', 'c4']}
1769491312.8294902,RECEIVED,ffdcea13-862a-4ee0-b69a-cbeca0cae441,0f34aaeb-428c-4ddf-939f-4b2ceb9891ee,c4,c2,27,p2,?,surb={'id': '29e24d5e-217d-4ea0-8a27-328847a3ee6a', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c4']}
1769491312.9757915,SENT,aed3bb43-5c86-4b2f-bdb9-383449ceff04,4fb9c524-f491-4786-a601-f30115dfcba1,c2,c4,3379,?,p2,
1769491312.97594,CREATED,72c1d642-1dfb-41db-acad-bd362e615ce8,b325e5a7-dab0-48bc-bf96-2823f50b6381,c2,c4,27,?,?,surb={'id': 'dabe0c12-47a9-46dc-b85d-2dc998d44390', 'route': ['p1', 'e3', 'i12', 'x9', 'p2', 'c2']}
1769491313.0166106,RECEIVED,51be237f-dd13-44b4-a57f-9832eeb81a23,cb61937b-5a8a-46bf-95f1-8f3cdbec3ea3,c3,c2,27,p2,?,surb={'id': 'f9c0e71c-fbd7-43f1-a9c3-c37ffbb44c7c', 'route': ['p2', 'e6', 'i12', 'x8', 'p3', 'c3']}
1769491313.068887,SENT,ad9bab4c-81a3-48ec-84e4-8d8e8f3730e3,fdd8257c-6baf-4a6d-bc87-25d811aa9d4b,c2,c4,3395,?,p2,
1769491313.0690377,CREATED,b872d6a1-feff-42d5-9549-aabefab0abc6,05c3905f-344e-4d60-be60-51eec368a591,c2,c4,27,?,?,surb={'id': '9f4d4896-6bfe-4282-b7a6-d6315a120593', 'route': ['p1', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769491313.0971687,RECEIVED,4bc80533-f119-4e30-ab83-914a37d8c85f,8b4f2923-0604-4f31-801f-83541ae4209e,c5,c2,26,p2,?,surb={'id': 'a481c473-aaca-4a8c-b580-a8f145c25dfb', 'route': ['p2', 'e4', 'i2', 'x3', 'p2', 'c5']}
1769491313.1680403,RECEIVED,67a087a7-3e03-453f-94b2-01cff21c7a58,37a88ee8-03dc-49e4-814a-c06e411cbf29,c4,c2,27,p2,?,surb={'id': '0c0d9e7c-5f81-43a1-82bc-d1ab443bc3c2', 'route': ['p2', 'e9', 'i7', 'x10', 'p1', 'c4']}
1769491313.2133746,RECEIVED,fe2fadda-a680-4065-b79f-f0a6c5ee2731,3d993ef7-dabb-4e79-9197-5d8b192c3718,c4,c2,27,p2,?,surb={'id': '612b2b63-de56-4441-a522-225a1c43a507', 'route': ['p2', 'e6', 'i4', 'x12', 'p1', 'c4']}
1769491313.2280092,RECEIVED,7c040609-ec64-4977-9ed2-dd494e7e92ad,54c5d37e-1fa4-41d9-9cf8-f9cb1214f9d5,c5,c2,27,p2,?,surb={'id': '43043713-fa10-4769-9eb2-74037b3315b7', 'route': ['p2', 'e3', 'i12', 'x1', 'p2', 'c5']}
1769491313.2682345,RECEIVED,b88d2bdc-5360-4c1f-8832-bbd9ac228cb2,69adc6e8-2192-4feb-8576-1617829cb6a9,c5,c2,26,p2,?,surb={'id': '6d668145-0ab1-4799-b86e-047b1332f54e', 'route': ['p2', 'e6', 'i12', 'x4', 'p2', 'c5']}
1769491313.4099028,RECEIVED,60b25e08-6014-48bb-9c7f-e3c110c98ea6,1259e949-ed83-4ef9-9f2e-97fe5e196a77,c5,c2,27,p2,?,surb={'id': '6f5aef5a-3bea-4534-b19d-97815ce8a339', 'route': ['p2', 'e9', 'i6', 'x5', 'p2', 'c5']}
1769491313.453514,RECEIVED,b1ce7386-3ccf-4843-b61e-0d7c182a2b4d,3a53c6a9-5ba8-4810-adf3-dc82d034488a,c3,c2,27,p2,?,surb={'id': 'd103c317-6299-4bff-bdc0-23c5ea6c9494', 'route': ['p2', 'e3', 'i5', 'x1', 'p3', 'c3']}
1769491313.5567453,SENT,e2b78a00-cd7d-46de-8f24-bd1fffaf0bbe,3f47ed4a-3567-43ae-837d-32d113752d89,c2,c4,3400,?,p2,
1769491313.5568404,CREATED,9aa58107-6845-4a2f-9bda-3ec858a454fd,b813ab1d-f97f-4f4f-8c55-ce27b1dbe662,c2,c4,27,?,?,surb={'id': '698e428d-eba7-4418-8312-4abbfac32d06', 'route': ['p1', 'e8', 'i11', 'x10', 'p2', 'c2']}
1769491313.5862138,RECEIVED,33fbb641-8880-4b50-861c-30ca7fa2ed7d,49fa2d57-2733-49ca-bd7b-ff94c2a3141b,c3,c2,27,p2,?,surb={'id': '93bfb053-5335-4836-bb2e-c4d8b6315ea5', 'route': ['p2', 'e12', 'i3', 'x2', 'p3', 'c3']}
1769491313.7395482,RECEIVED,68c99815-fc41-4940-8d42-cac02f7e376d,dfe16a3d-68ed-4039-86ee-5b318097492b,c4,c2,26,p2,?,surb={'id': 'e5363d07-a23a-451e-9b2e-4a493400fd3a', 'route': ['p2', 'e6', 'i1', 'x8', 'p1', 'c4']}
1769491313.7576997,SENT,063a5031-45e4-45ef-b8e3-15c2269ffa57,621a7086-cdc9-4681-b851-ffdc43b02d5b,c2,c4,3380,?,p2,
1769491313.757848,CREATED,c0a0d0e8-f82c-402c-b90b-0e26687fe572,944ef252-6e44-486d-8acd-09a8ab983623,c2,c4,27,?,?,surb={'id': 'a288a270-6928-46c9-aac1-b7fa65c8d3cf', 'route': ['p1', 'e11', 'i1', 'x3', 'p2', 'c2']}
1769491313.855903,RECEIVED,ae9903ef-3224-413a-8ba8-6199599b1711,9e864c8c-8fe6-4426-93e7-8740befd2ba8,c4,c2,26,p2,?,surb={'id': '11f51e3f-edaa-4632-9c35-159dc20301e7', 'route': ['p2', 'e6', 'i6', 'x9', 'p1', 'c4']}
1769491313.912623,RECEIVED,5e91267a-f6c5-4e5e-aa05-c6dbfd937c4e,631310b7-c26e-4e6c-9200-b768ba65a71b,c3,c2,27,p2,?,surb={'id': '0c3e623e-f4be-48ef-a39c-b9512e62b4b6', 'route': ['p2', 'e3', 'i4', 'x9', 'p3', 'c3']}
1769491313.9840121,RECEIVED,ada762ef-1070-437c-b5f0-38791c08dee1,1725873d-2be2-48e1-921c-685fd9fef466,c4,c2,27,p2,?,surb={'id': '9a7658ab-1fbb-42d9-85df-76be80e87363', 'route': ['p2', 'e4', 'i8', 'x8', 'p1', 'c4']}
1769491314.0566063,RECEIVED,2fd6ac8f-2af0-4cc1-b13d-548ce87e8e1a,028dbd0a-8025-4fe7-83b3-c5b0a35f33bb,c5,c2,26,p2,?,surb={'id': 'ea06da60-da61-47a1-8133-8f9431072641', 'route': ['p2', 'e8', 'i6', 'x6', 'p2', 'c5']}
1769491314.1597824,RECEIVED,837ece12-0c10-41af-9816-24efae4514cc,c306ca4f-4850-4e1d-b939-49cd7f71072a,c5,c2,26,p2,?,surb={'id': 'd3aa778c-2432-4e4a-a467-ad0735caba61', 'route': ['p2', 'e8', 'i9', 'x1', 'p2', 'c5']}
1769491314.172612,RECEIVED,64fdfc68-a75c-4327-8665-b11cdf627e78,729fec88-b5bb-4f65-a96b-4709d4a32743,c4,c2,27,p2,?,surb={'id': '1f42c4cd-5f2d-4517-a37d-5c0712aa68ac', 'route': ['p2', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769491314.3927798,RECEIVED,10bc7ac1-98ed-42bc-bcc0-6d6fa93db89b,0323e2f6-5345-4b3a-b084-0e9668eaefcb,c3,c2,26,p2,?,surb={'id': '5b2e5354-7f72-4ae3-b5b9-bfcf0b6159cc', 'route': ['p2', 'e8', 'i12', 'x12', 'p3', 'c3']}
1769491314.4633272,RECEIVED,d8c53554-de55-4fe4-b894-f5456d180038,ba1f8c49-e507-47c4-bbff-5d6f8e200779,c4,c2,27,p2,?,surb={'id': '44ccd682-b5ae-41b2-abf8-3ce5e3a259f2', 'route': ['p2', 'e5', 'i6', 'x3', 'p1', 'c4']}
1769491314.470105,RECEIVED,344dbcaf-d787-44c1-9e00-7ad0d1231b42,25929809-45d4-45b4-9133-11fced52f0af,c5,c2,26,p2,?,surb={'id': 'de986c32-9f2f-4222-bd79-598b43297e2b', 'route': ['p2', 'e10', 'i8', 'x4', 'p2', 'c5']}
1769491314.7413433,RECEIVED,b73dfdf8-3f5b-4425-8b59-c53a92ad2e0f,7549aa9f-cc91-4ae4-8f28-8a692295dddd,c4,c2,27,p2,?,surb={'id': '0facc2c3-5355-4e18-988e-b221f3c53ad1', 'route': ['p2', 'e4', 'i12', 'x10', 'p1', 'c4']}
1769491314.7492032,RECEIVED,90f5ef0a-7345-4730-8b1d-15f4cbffe266,99f7c846-71e2-48f5-ba3d-4baab1b43d4f,c3,c2,27,p2,?,surb={'id': 'b9a1ad3f-1e32-42ea-8972-5b13cdd6d73c', 'route': ['p2', 'e10', 'i1', 'x4', 'p3', 'c3']}
1769491314.785666,RECEIVED,f3d8074b-f2e6-4fe0-8e6c-4bca5c6edd27,70d1e6d4-a672-4330-90ba-d5e7ede973dc,c5,c2,27,p2,?,surb={'id': '12fcf407-39cd-45e5-8b11-4c98fdc7a8de', 'route': ['p2', 'e8', 'i8', 'x5', 'p2', 'c5']}
1769491315.031406,RECEIVED,7c7fe1b2-7c92-4dcd-8a10-07ad051e3258,c2ca39a8-697e-48aa-860d-42f7efa30933,c3,c2,27,p2,?,surb={'id': 'eb5cf439-f358-4563-ad88-e599dd977c91', 'route': ['p2', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769491315.167636,RECEIVED,38ce9def-0e47-410b-9237-0c80d5eabec5,8e8a970c-ee2f-402b-bfbc-d3705d0e28a6,c5,c2,27,p2,?,surb={'id': '7f42fc77-809b-42ea-8c39-c0560d8a89a2', 'route': ['p2', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769491315.5571532,RECEIVED,9e8ab233-5bc2-46bb-b966-17a0ca946b5b,59776c57-f87d-4f68-a900-9146d799bfcf,c4,c2,27,p2,?,surb={'id': '7067d858-edbd-4a87-874d-2b92f658dd21', 'route': ['p2', 'e2', 'i7', 'x6', 'p1', 'c4']}
1769491315.5724268,RECEIVED,c2cb4357-ce56-430c-90b2-69f5fe4f3b53,8c517977-3323-457f-8c5e-e9463c14b2ad,c3,c2,27,p2,?,surb={'id': '8a2745be-22cc-46fc-9ffd-aee0cadefe3f', 'route': ['p2', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769491315.677446,RECEIVED,53d1a5dc-35ea-422d-94db-8ad56c414b89,fb84ad77-8ec2-4ff2-8b0c-e02de43aad59,c4,c2,26,p2,?,surb={'id': 'dfed5c8b-136b-4d8a-93a7-ec0dca8fda2a', 'route': ['p2', 'e9', 'i4', 'x4', 'p1', 'c4']}
1769491315.8696127,SENT,5067906b-0fb5-4caa-bb90-ee4c2c6b39aa,7cf7b3dd-64ff-4343-8437-557bcb39848c,c2,c4,3387,?,p2,
1769491315.869673,CREATED,d2d9d04f-b158-4d04-8bc3-5408a26a86bd,40ed445d-f0f4-40ca-a12a-df98e87d5a56,c2,c4,27,?,?,surb={'id': '084d02b6-6770-4586-9e89-3a3b9cd8d347', 'route': ['p1', 'e3', 'i6', 'x5', 'p2', 'c2']}
1769491316.0302975,RECEIVED,0fc5f652-0ae2-407b-bcf8-209353bd51ff,8010f405-3a47-4074-a62c-7a86ab60a4cd,c5,c2,27,p2,?,surb={'id': 'ff7e8359-7da7-42a5-942c-9064c18e650d', 'route': ['p2', 'e8', 'i10', 'x9', 'p2', 'c5']}
1769491316.040308,RECEIVED,2cee9db2-6322-4e75-9c61-4b2337e1fcde,79ebb2e0-41af-40a5-a868-ecff0ba1f64c,c3,c2,27,p2,?,surb={'id': 'eab02ff1-ef09-43be-be5c-925ed465fe3d', 'route': ['p2', 'e9', 'i4', 'x5', 'p3', 'c3']}
1769491316.191569,RECEIVED,86ec4ece-5875-4ef6-a948-ca962817d768,6ec061e3-faf4-4d2f-ada6-a99f9b80ea84,c4,c2,27,p2,?,surb={'id': 'f21d973b-4681-4899-a57c-b37ee0381ae0', 'route': ['p2', 'e4', 'i9', 'x12', 'p1', 'c4']}
1769491316.366856,SENT,50ed74c2-8de2-4664-abb4-cc94cda721af,691839c0-54a3-4228-afe5-567038f0c726,c2,c4,3383,?,p2,
1769491316.367004,CREATED,d850d4ab-e910-4a51-be06-c241b92e71de,927a6ab8-8110-4076-add6-43d35c3fe391,c2,c4,27,?,?,surb={'id': '469db0f3-8af2-41e3-aa5f-c0dc74f6cd2d', 'route': ['p1', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769491316.4509988,RECEIVED,9ccc73c5-aaae-4f11-8cde-2de4c46b1861,664014e6-0b78-4fd4-ae44-09d4bfd108f2,c5,c2,27,p2,?,surb={'id': '281fd208-0225-46fd-b5b9-0805fb988133', 'route': ['p2', 'e12', 'i11', 'x4', 'p2', 'c5']}
1769491316.503905,RECEIVED,7f6ff3c2-b58f-42eb-81fa-a866e3f6012d,211f21d4-bf26-4daf-af64-52c1d5515325,c3,c2,27,p2,?,surb={'id': '5eb7682f-2613-4ad6-9d1c-94567188989e', 'route': ['p2', 'e5', 'i7', 'x3', 'p3', 'c3']}
1769491316.5512433,SENT,ee95166e-6dda-4d15-9363-771fe52ea286,6bb0a02d-1ea9-4382-8afd-b5df8537ce45,c2,c4,3381,?,p2,
1769491316.551392,CREATED,d5df4824-d00a-4ad5-87b3-8f31e4f68d37,f2fa9ad6-595b-49ee-a295-77c61b350f85,c2,c4,27,?,?,surb={'id': 'ddc4087e-d9e7-438b-9c5f-002177332b7a', 'route': ['p1', 'e9', 'i2', 'x4', 'p2', 'c2']}
1769491316.5713978,RECEIVED,07836273-a060-4dc5-ad3f-33e32e1ae138,52719c0b-8d6f-4e51-946e-a43322a5c7fb,c4,c2,27,p2,?,surb={'id': 'd9585edc-dd14-48c6-a780-4b61410aeb34', 'route': ['p2', 'e4', 'i10', 'x4', 'p1', 'c4']}
1769491317.004253,RECEIVED,870630a8-8269-4ca8-8fe7-1db6f0ae743a,0264bbfd-1b4b-4f69-a9aa-2afa9f52ee80,c4,c2,26,p2,?,surb={'id': 'f2193e90-4d08-4e50-81fc-c62b4b60bca2', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c4']}
1769491317.1318095,SENT,2215f42b-d09e-4eac-a5f0-4d209591c923,a3521337-7cc5-45f7-ae4d-5ccd37c0c573,c2,c4,3386,?,p2,
1769491317.1319554,CREATED,a85d94ea-5356-4632-aa9f-d3edef8537d2,5c134780-a0ef-48e5-b243-cc66c142a22f,c2,c4,27,?,?,surb={'id': '7b77f7e5-a562-429d-af35-6a3f9026bc77', 'route': ['p1', 'e11', 'i7', 'x8', 'p2', 'c2']}
1769491317.2010226,RECEIVED,6685695f-f59f-4c9b-9e37-965685401e76,be8e4fa9-78c8-4a25-a902-c53e1e989682,c5,c2,27,p2,?,surb={'id': '4cf3b3a5-d748-4abb-a21b-9ae17b377178', 'route': ['p2', 'e4', 'i7', 'x2', 'p2', 'c5']}
1769491317.2254775,RECEIVED,3767afd1-d133-40dc-88df-62fa6a054be7,e3c297a2-3cd4-4e7a-bad9-ee80cecb76f9,c5,c2,27,p2,?,surb={'id': '200db69a-8b90-435d-9aaf-4b6168baa6d0', 'route': ['p2', 'e8', 'i7', 'x1', 'p2', 'c5']}
1769491317.5262012,RECEIVED,d505c3a5-10fd-408e-bb4f-1cb4fd35c63a,1b73534c-1f77-46ec-bf79-942167b772fa,c5,c2,27,p2,?,surb={'id': 'daf66c86-0b5f-4f37-abab-bf5028167a56', 'route': ['p2', 'e6', 'i9', 'x10', 'p2', 'c5']}
1769491317.6515672,RECEIVED,07700e12-bb45-4289-801c-22d4aea23f4f,ff218df1-b3d6-43df-a00e-c302db3b358c,c3,c2,25,p2,?,surb={'id': 'cbad3298-8d7f-4fbd-ac8b-41ee94db7e13', 'route': ['p2', 'e6', 'i5', 'x1', 'p3', 'c3']}
1769491317.7802327,RECEIVED,c6dd87aa-db0c-4e37-b933-aaee8933872a,2b5ec3e4-86a7-4bf6-9be1-36dd5ea5aab6,c5,c2,27,p2,?,surb={'id': 'bf1ec327-29bd-4fd0-9971-e03ecdca16e0', 'route': ['p2', 'e7', 'i1', 'x9', 'p2', 'c5']}
1769491317.9804044,SENT,93a6dd64-f7b8-4174-a6af-fd0adac6ea09,5c4bd628-86ca-46b2-8647-8f3dc7476fb3,c2,c4,3388,?,p2,
1769491317.980558,CREATED,c82e5a99-e1ab-423f-b29f-135b4c4d4edf,002f15ad-b135-4527-83c4-25c923a93265,c2,c4,27,?,?,surb={'id': '97f759b1-3dff-484f-b248-4731c904c2d3', 'route': ['p1', 'e10', 'i12', 'x5', 'p2', 'c2']}
1769491317.9917936,RECEIVED,c96141d9-c31f-4a12-82b4-62b45fbbaa95,c3d84269-84c5-440d-ba05-d34214b4fa69,c4,c2,27,p2,?,surb={'id': 'c159a88b-4405-4c1e-b2dc-45efa60ca0f5', 'route': ['p2', 'e2', 'i6', 'x10', 'p1', 'c4']}
1769491318.015319,RECEIVED,4b77c18e-3489-4e02-a025-ce27feb9c37b,105c017c-26f5-4ee2-aff6-2c6b89176ab8,c4,c2,27,p2,?,surb={'id': '419d5ed2-b162-417d-a034-3da4c6f9cc91', 'route': ['p2', 'e4', 'i6', 'x3', 'p1', 'c4']}
1769491318.2614896,SENT,d4851796-e527-4f38-ae4a-783b761dca6c,1854dc92-1456-497d-85b4-b7b6034a93c6,c2,c4,3376,?,p2,
1769491318.2616384,CREATED,9ba5f666-4600-405f-a141-d4fbaf53b804,08ef8b4b-525f-4ba6-8921-0bbcf44d70b6,c2,c4,26,?,?,surb={'id': '73f163d7-f02f-4f47-8ac3-2951c2ff809f', 'route': ['p1', 'e9', 'i2', 'x7', 'p2', 'c2']}
1769491318.4351692,RECEIVED,0ea61765-f73d-415d-81ac-19b5bfbe6adc,53621248-7f46-4186-9e54-8734c39d0024,c3,c2,26,p2,?,surb={'id': '70ce46b6-755d-467e-bcc8-e75a15e9ae8d', 'route': ['p2', 'e4', 'i9', 'x1', 'p3', 'c3']}
