timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769476312.7045684,SENT,f395b9c7-4ee1-4a60-bd28-7b384b60e30d,69d902c6-ab21-4600-8b4b-056842bc6d81,c2,c1,3383,?,p2,
1769476312.704744,CREATED,9973e7d5-b5b2-4e4c-95c8-b850cc9a6fb3,048b0345-c363-415f-a3c5-1cc3c05cdaaa,c2,c1,27,?,?,surb={'id': 'e517d68c-6ade-4553-b9a2-31e35b0f7ef0', 'route': ['p1', 'e1', 'i9', 'x7', 'p2', 'c2']}
1769476312.7192214,RECEIVED,f164e592-5b7d-4a2c-9cb9-ad0f817fc2fb,d6484259-41b9-4ee3-92ae-6785294212f7,c4,c2,27,p2,?,surb={'id': 'd14496b6-a72d-40f4-b2db-53dfaa4a5c18', 'route': ['p2', 'e8', 'i7', 'x4', 'p1', 'c4']}
1769476312.7229536,RECEIVED,68a4a32a-cf58-457e-bba1-3d3d46c675de,f2f2c658-16ca-4df9-b045-c1543784e1d4,c3,c2,27,p2,?,surb={'id': 'e07c0961-785e-4e3e-a632-dc9113441834', 'route': ['p2', 'e7', 'i7', 'x1', 'p3', 'c3']}
1769476312.8496656,RECEIVED,1be10f8e-8dba-415a-a96b-573528201822,f7cc6560-a491-4045-95b8-f5049608e8ea,c3,c2,27,p2,?,surb={'id': 'beb5f399-aadc-45df-a107-fb43753f2c1b', 'route': ['p2', 'e4', 'i4', 'x12', 'p3', 'c3']}
1769476312.8800333,SENT,1426651f-c53c-4c5c-b918-8b239b23d040,212a1662-c874-4b23-89bf-a234a999cf77,c2,c1,3390,?,p2,
1769476312.880228,CREATED,300e715e-a668-4658-b090-6e173fb446af,d3db945a-9123-4990-8624-73d127b1b08d,c2,c1,27,?,?,surb={'id': 'f358fa02-e3bb-44da-9491-c5f6b53ae504', 'route': ['p1', 'e7', 'i8', 'x4', 'p2', 'c2']}
1769476313.0642335,RECEIVED,70e64fbc-660e-4927-9b1a-8998c65811ba,5741acae-942c-44ce-8c1c-3529a9922d6a,c1,c2,27,p2,?,surb={'id': '51a99c02-051c-4828-8089-479967c1998c', 'route': ['p2', 'e12', 'i4', 'x7', 'p1', 'c1']}
1769476313.1240368,SENT,1ebb586b-f107-4d76-aee8-97df37ca9aa6,d4b264c0-fa1b-4c31-8121-98ee25b34dce,c2,c1,3384,?,p2,
1769476313.124394,CREATED,ae1e6e1d-ca80-41d6-9b38-1b8bcf754842,740c2608-469f-481e-9e66-199a1a37f99e,c2,c1,27,?,?,surb={'id': '48d11973-cd13-49be-8908-ae1342fbad1a', 'route': ['p1', 'e8', 'i4', 'x7', 'p2', 'c2']}
1769476313.1908855,RECEIVED,7682a580-9423-4095-b9ab-8d11238bd3bd,969b6a1d-97d6-47b3-8ece-4c2b1b251979,c1,c2,26,p2,?,surb={'id': 'a14d5521-d5cf-42b9-8636-11c49f28018c', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c1']}
1769476313.2984405,RECEIVED,129b13bf-c42e-4d82-8d78-31580f5733a1,3d1ab362-6c0a-424a-bc2a-b739ae733ae7,c3,c2,27,p2,?,surb={'id': '2e13993a-6d9f-4007-b95a-bef333da7f37', 'route': ['p2', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769476313.3202112,RECEIVED,cea554d4-94b6-4811-9f2d-f25bc3e58918,8cbb6486-404b-4efe-9998-abc63e2245ec,c1,c2,27,p2,?,surb={'id': '3704f3da-02a5-492b-aacc-6d6b27a3a209', 'route': ['p2', 'e5', 'i11', 'x4', 'p1', 'c1']}
1769476313.4593284,RECEIVED,0bc374e3-7759-4b7b-bb02-2126b96c8bce,f2a1b3c9-67cc-46de-8ffb-f9c835375417,c1,c2,27,p2,?,surb={'id': '682aff6b-572e-4dde-be5f-9822ca0f30c9', 'route': ['p2', 'e7', 'i8', 'x8', 'p1', 'c1']}
1769476313.6848054,RECEIVED,7f926de7-61f8-40ce-97e6-9fd47807535a,8eaa996b-5ece-4f22-8a23-e129b530d18f,c4,c2,27,p2,?,surb={'id': '5c817610-0c56-481e-85fd-bad3325a5ca4', 'route': ['p2', 'e10', 'i7', 'x10', 'p1', 'c4']}
1769476313.835585,RECEIVED,bdfe1314-c325-4878-8083-dbb45cd2d55d,dcb6eb57-e7d9-48f7-a4f9-b4c97a3bff19,c3,c2,27,p2,?,surb={'id': 'bb6f0d80-9031-4b8c-a128-6a333f261220', 'route': ['p2', 'e3', 'i8', 'x8', 'p3', 'c3']}
1769476313.858863,RECEIVED,43a39a75-d285-4afa-822f-656b3fb029a1,9d98c2d1-551e-4464-b877-d6ddd411ac7a,c1,c2,26,p2,?,surb={'id': '2e3abe4b-fbfe-4484-baf7-7ef15c612525', 'route': ['p2', 'e7', 'i11', 'x3', 'p1', 'c1']}
1769476313.9116423,SENT,58c38432-8fb2-4241-a77a-a6a4d291958d,cf22fd02-de25-4e3d-ba48-2831b66ed12f,c2,c1,3375,?,p2,
1769476313.9117517,CREATED,abcbfe93-6ea2-434c-be3f-7696407e953a,03b3c3a0-49b5-498c-8b2a-7e7f24e7188b,c2,c1,27,?,?,surb={'id': 'e565c87a-5082-4386-98d1-a8be2df5a2cd', 'route': ['p1', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769476313.9662464,RECEIVED,cd1cc73d-e022-4403-961d-fd3f870ecdb7,2cabf6fc-09d3-4b9f-93e1-9481032ba8a6,c4,c2,27,p2,?,surb={'id': 'aeb1a77c-7309-437c-b611-0ddf826ca6f3', 'route': ['p2', 'e8', 'i10', 'x11', 'p1', 'c4']}
1769476313.992094,RECEIVED,d1af97a8-c408-4c57-a72d-cdac640fa0ed,e3248aeb-5725-4b38-bde7-3c741b8a6083,c1,c2,26,p2,?,surb={'id': 'f5902ed7-7cea-4f5f-b28a-24bc7cc4c288', 'route': ['p2', 'e6', 'i9', 'x5', 'p1', 'c1']}
1769476314.0058148,RECEIVED,79ed18b2-258a-4d3f-8d1c-f157759ffaeb,265c27b4-cb2b-4a5b-8936-2a3cb95c9473,c4,c2,26,p2,?,surb={'id': '3a14d943-d967-4d38-a54b-d2a6abe9580d', 'route': ['p2', 'e7', 'i12', 'x5', 'p1', 'c4']}
1769476314.075329,RECEIVED,24dc9393-2dc8-4153-b97d-304cdaec04be,ef44609a-a465-4ce8-97f6-328158f1ab44,c3,c2,27,p2,?,surb={'id': '9e7f9faf-979e-44f2-8f2a-99f7ab1dc405', 'route': ['p2', 'e11', 'i9', 'x8', 'p3', 'c3']}
1769476314.0823798,RECEIVED,bc449450-300e-4e8c-83c2-ae011889bf71,659058d9-38f7-45b7-82d8-d2ea5e00ac76,c4,c2,26,p2,?,surb={'id': '91b28d7c-7ca0-4fdf-957e-d74ae49f3b9c', 'route': ['p2', 'e9', 'i6', 'x6', 'p1', 'c4']}
1769476314.2371113,SENT,5a7bf711-3725-4672-8b12-6d0a048e7e47,d2db6b6d-a4df-4717-b467-a1c98c44baa7,c2,c1,3376,?,p2,
1769476314.2372634,CREATED,75d90de0-3264-4325-996e-d6717427e721,5573dafb-c330-416e-953c-65483ba2fa8b,c2,c1,27,?,?,surb={'id': '3c768c89-42e4-4c93-be98-410bda4bf19d', 'route': ['p1', 'e5', 'i11', 'x7', 'p2', 'c2']}
1769476314.426005,SENT,050f088a-885e-4a38-af46-751d35d35819,4133d584-6ff1-4986-b93d-15894f044388,c2,c1,3378,?,p2,
1769476314.4261951,CREATED,d8958286-4869-4983-8b0e-9bd526f32649,dfdc20ce-7d91-4615-9c2e-011ec189aebc,c2,c1,27,?,?,surb={'id': '0a8a2dd5-c509-44d1-bf7b-285ebc3391b6', 'route': ['p1', 'e4', 'i8', 'x2', 'p2', 'c2']}
1769476314.4288387,RECEIVED,d6262e09-c594-472a-a241-186ad6c124ab,a1dc1b2f-25c5-4716-a5e9-812e9af2c506,c1,c2,27,p2,?,surb={'id': 'd7a31af3-1e74-4648-99ae-9de3970d19c1', 'route': ['p2', 'e5', 'i8', 'x10', 'p1', 'c1']}
1769476314.442372,RECEIVED,d01d0ca1-c64c-4c07-925f-d85844e2e69f,0ed31347-4b44-456a-a702-535ac1e93c6e,c1,c2,27,p2,?,surb={'id': '17b5e6d9-43d0-4788-81c7-b229300743e6', 'route': ['p2', 'e8', 'i10', 'x4', 'p1', 'c1']}
1769476314.497928,SENT,c264ba40-ce06-434b-aea3-f36b742c9a52,e81eaf78-1791-4b3b-b59e-8fbdcb07d9cc,c2,c1,3360,?,p2,
1769476314.4980276,CREATED,0f98cace-e62c-4b78-a96e-2de7aacba3ec,0f5f1c39-411a-4ad2-b7b9-e7ff7b95eaf8,c2,c1,27,?,?,surb={'id': '1fa95f0c-c4ca-49cb-beea-ba377e9c171e', 'route': ['p1', 'e5', 'i11', 'x8', 'p2', 'c2']}
1769476314.5739558,SENT,7dc88bf7-3e60-405f-a2a6-ca93acd46224,f0090fce-fbce-4580-9684-5e77e7b4baee,c2,c1,3368,?,p2,
1769476314.5741014,CREATED,5479c9f3-112b-493e-9a56-6689d14f066b,fde06857-5dae-4eb5-8758-106a2c0c515b,c2,c1,27,?,?,surb={'id': 'e2ebfd56-754b-40f5-b89a-4dba4f840a11', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769476314.5809534,RECEIVED,6a2d7cec-d939-4dfe-9ab5-a1f549cb160c,71049738-7085-4351-9a02-d593944c94df,c3,c2,25,p2,?,surb={'id': 'abf8e26d-361c-4e43-b3ab-f1aa2c2ae087', 'route': ['p2', 'e7', 'i12', 'x9', 'p3', 'c3']}
1769476314.848502,RECEIVED,112aa601-a2ec-483c-a790-b12a688ca433,15dd4e4d-74b4-41dd-9e69-c2a6bceec529,c4,c2,26,p2,?,surb={'id': '2fba23c0-1a3e-4a04-973d-507202359f6a', 'route': ['p2', 'e10', 'i9', 'x3', 'p1', 'c4']}
1769476314.959784,RECEIVED,825522f1-9e60-4b42-8f61-484f0870cea0,3f158d30-ca39-443d-b2a2-50e60b064790,c4,c2,27,p2,?,surb={'id': '1ef0591e-3345-47fd-b8c8-9157578cae02', 'route': ['p2', 'e10', 'i12', 'x2', 'p1', 'c4']}
1769476315.0677838,RECEIVED,c26725fb-c0f2-4d7b-a074-2fd3f86299a9,805829ae-2855-495d-9620-ee0d28995b78,c1,c2,25,p2,?,surb={'id': 'ca52147f-f56a-4334-99a8-3412dd8aa2cc', 'route': ['p2', 'e12', 'i11', 'x6', 'p1', 'c1']}
1769476315.0799258,SENT,d96e8d75-f556-4226-8ca8-fcfccc4fa5b0,58e98201-ca56-4bf6-b5a8-c464d4b3f40e,c2,c1,3372,?,p2,
1769476315.080084,CREATED,7f727ada-61d2-4039-afe6-11d9859d1618,7258fbd1-09a3-470d-bd2f-d53562fe4654,c2,c1,26,?,?,surb={'id': '322650d7-3453-42cd-9808-33b88bf97e43', 'route': ['p1', 'e8', 'i1', 'x4', 'p2', 'c2']}
1769476315.2129107,RECEIVED,82de7678-c81f-4575-b8b1-2c6d0159a79b,97a26882-9ebf-4153-a209-320aa0238878,c3,c2,27,p2,?,surb={'id': '5c4614e3-3104-4f23-b1d1-d9b0d9ba5971', 'route': ['p2', 'e3', 'i6', 'x7', 'p3', 'c3']}
1769476315.2515688,RECEIVED,b0b5cc78-3f9f-45b9-8398-be08d02ba13c,288b8b65-13c2-4e21-a84f-fcd9d4c43dcb,c4,c2,27,p2,?,surb={'id': 'eddc30cd-3ae1-4d7f-a3bc-dea05071be19', 'route': ['p2', 'e2', 'i7', 'x7', 'p1', 'c4']}
1769476315.2939043,SENT,4a7f918b-fa70-4013-a1a2-3ba22496a58b,eea766a9-42e8-457a-a49c-71c31700d502,c2,c1,3393,?,p2,
1769476315.2940853,CREATED,bacd5ef2-27c2-4981-a55a-236db5c9e170,81f26f57-4b44-4878-a795-b195661d59fd,c2,c1,27,?,?,surb={'id': 'c9607f23-33cf-4e3a-8211-5e75b8191c72', 'route': ['p1', 'e3', 'i11', 'x10', 'p2', 'c2']}
1769476315.3574255,RECEIVED,e7ff20d3-4d33-4bbe-a02a-487c5b08b811,cc685126-428e-4151-a099-746d28b56608,c1,c2,27,p2,?,surb={'id': '9664f300-d45e-4ffd-bc93-441f0d7bc5d2', 'route': ['p2', 'e10', 'i10', 'x3', 'p1', 'c1']}
1769476315.3841095,RECEIVED,a8019576-cde6-472b-aa25-ccb6cec21535,faf847d6-4dd9-434f-9281-a676679f57e9,c1,c2,27,p2,?,surb={'id': 'e058481a-dd3f-4027-ac00-4964597927d4', 'route': ['p2', 'e7', 'i1', 'x4', 'p1', 'c1']}
1769476315.4724145,SENT,540dc232-8087-4a65-ba80-42575a2269f7,bf8a0e8e-c16c-42ac-bd4c-ce285b301529,c2,c1,3367,?,p2,
1769476315.472543,CREATED,3c6ae7df-528a-44d0-8a17-fc90d0eee041,3b3db82f-0b46-426f-bd79-ab4c16d8c9bd,c2,c1,26,?,?,surb={'id': 'a5bde236-33ec-459d-84dd-de764d53c9c9', 'route': ['p1', 'e4', 'i7', 'x7', 'p2', 'c2']}
1769476315.4891806,RECEIVED,dd41b18f-2b95-4de0-a665-abc6a45d8617,165f1b57-7265-4f95-8a4b-c5660175068e,c4,c2,27,p2,?,surb={'id': 'a19dbafa-4f67-4c45-a025-aeb74ab857f4', 'route': ['p2', 'e10', 'i3', 'x4', 'p1', 'c4']}
1769476315.517111,RECEIVED,001d8a7f-71e2-4d0e-bb93-be4e5f5d5e7d,aad1b1e5-1073-45b1-b988-ab5cf75bb27b,c4,c2,27,p2,?,surb={'id': '2612f02f-6656-48bc-b4a8-1be429877c3f', 'route': ['p2', 'e8', 'i1', 'x8', 'p1', 'c4']}
1769476315.5649729,RECEIVED,3d5cd106-5655-49f7-9906-803f4470230c,c3810a7a-6c36-44be-9d9e-ac92e69d02b2,c3,c2,27,p2,?,surb={'id': '483d7327-77e2-4a8a-acbc-dc283ad6b0fa', 'route': ['p2', 'e5', 'i12', 'x11', 'p3', 'c3']}
1769476315.6912322,SENT,e2a65d76-0689-420c-a132-7acce766c0f1,f9244f00-18da-45aa-88fb-52c81496e502,c2,c1,3393,?,p2,
1769476315.6913662,CREATED,194fd218-d30f-4726-bd5e-5f21b5888215,353c1d3f-acac-4be9-ac8c-a967c85ebbda,c2,c1,27,?,?,surb={'id': 'eaa76139-1c59-4011-a9ac-8988020dd945', 'route': ['p1', 'e9', 'i8', 'x3', 'p2', 'c2']}
1769476315.755023,RECEIVED,5e192f82-53b7-4043-8616-4ffcc4f0a188,30b11973-06c3-4849-aab8-117d9d82f9bd,c1,c2,27,p2,?,surb={'id': 'd2030f42-507f-4039-a419-918a07ee6881', 'route': ['p2', 'e12', 'i10', 'x10', 'p1', 'c1']}
1769476315.8026059,RECEIVED,327644f4-35de-4e93-9591-2a9784772e73,bdd9aa9e-2bac-4b5a-9a7c-c34b867b6f05,c3,c2,27,p2,?,surb={'id': 'c053b1e3-c320-44a3-867d-f2b8f3f511b5', 'route': ['p2', 'e8', 'i5', 'x10', 'p3', 'c3']}
1769476315.9150915,RECEIVED,85fddc2b-38d0-4fd9-88af-5b56313bf0f2,a098ac9b-e015-4078-ba14-a1919518f7fe,c3,c2,26,p2,?,surb={'id': '25a0cf09-9be1-407f-acd0-5ec2d32a7101', 'route': ['p2', 'e3', 'i1', 'x7', 'p3', 'c3']}
1769476315.9279165,RECEIVED,2408616f-d410-43b5-b264-4cd3b9a955cd,2991b431-dc4b-40ef-94c4-c90aa6f2793f,c1,c2,26,p2,?,surb={'id': '42c67067-da17-4651-ac76-c07cfad2c5ca', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c1']}
1769476316.1259413,SENT,134a4331-adfb-4138-96ac-5662998c6725,75c9755f-fb51-4d66-b1db-e189ee6066e4,c2,c1,3389,?,p2,
1769476316.1260977,CREATED,902b86f9-ed00-4a31-8613-53914b5a4df2,4da2ac3f-ddb0-43a2-a9e5-3044144592dc,c2,c1,27,?,?,surb={'id': '6e59d778-7c18-4695-b759-7428981c8dd9', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c2']}
1769476316.2957506,SENT,5d0b61a9-2ae4-4096-a5ea-289c4671e872,a72f0cf9-3c30-47cc-ba8c-f27d5432fd5a,c2,c1,3367,?,p2,
1769476316.2958825,CREATED,29b5cb3f-2965-4c84-984d-c82bda378630,f3d275a6-f3ce-45a7-b6d1-62dd3fc7fff0,c2,c1,27,?,?,surb={'id': '59293e1b-9912-4fcb-a0c3-f92a1b20f501', 'route': ['p1', 'e11', 'i9', 'x6', 'p2', 'c2']}
1769476316.5750415,RECEIVED,4615d841-c4e2-4361-ae9d-161ab17d4005,af2b407e-f93f-4589-9c9e-aa08aa6f0937,c1,c2,27,p2,?,surb={'id': '61b1a8a6-b382-460f-8295-13f04736b7a7', 'route': ['p2', 'e9', 'i1', 'x7', 'p1', 'c1']}
1769476316.6251965,SENT,582555ae-2194-4b88-93ef-2d425f355a36,5cb4b2f9-e37f-4422-a680-2c204102ed7b,c2,c1,3383,?,p2,
1769476316.6253312,CREATED,6ffb73ee-c6fc-41fa-b1bd-da46c0081f1f,1a6b92f5-4470-4d29-b122-90bbb538e61e,c2,c1,27,?,?,surb={'id': '03a823d4-60e3-4121-8222-450cfbbe7a5f', 'route': ['p1', 'e3', 'i6', 'x1', 'p2', 'c2']}
1769476316.6293025,RECEIVED,2c36c08e-9cd6-4374-8aaa-52d6c9b60c62,f4a1f86a-7a69-43fc-afed-7f89c84f26ee,c3,c2,27,p2,?,surb={'id': '3a12ab0d-8dfc-4d67-856e-d0655114a2b7', 'route': ['p2', 'e5', 'i11', 'x11', 'p3', 'c3']}
1769476316.852949,RECEIVED,6008f904-65ae-49d3-84df-3671c5604816,2c5583b7-5b4d-45c3-90d2-b4ea90216026,c3,c2,27,p2,?,surb={'id': '95989b01-cb8b-4e7f-9823-99d166323eee', 'route': ['p2', 'e5', 'i8', 'x3', 'p3', 'c3']}
1769476316.960225,RECEIVED,a3e6e1f6-2f5a-489e-a4ff-aff4db9f7809,8f6f5765-c935-463c-bb89-ef30a7a11e74,c3,c2,26,p2,?,surb={'id': 'bd2a86ed-4c9c-40d5-bb97-6f3913f22516', 'route': ['p2', 'e12', 'i2', 'x7', 'p3', 'c3']}
1769476316.9739795,SENT,473fefe2-4378-4cde-911a-048cad6468ce,1c89f0d0-f089-40b7-af4f-a79f2cbf97cd,c2,c1,3378,?,p2,
1769476316.9741905,CREATED,969310f3-820c-445b-8533-2c5116cd326d,33825761-4966-4264-9020-141d27eee2fd,c2,c1,26,?,?,surb={'id': 'c8ec38e4-83d1-489d-8c53-9ebb24c86f00', 'route': ['p1', 'e3', 'i6', 'x9', 'p2', 'c2']}
1769476317.086588,RECEIVED,a4a6155e-a9c6-4cd5-9358-04e420f3bb9f,5c133764-be2a-4c09-9626-720630ce5709,c4,c2,26,p2,?,surb={'id': 'dfac84db-8295-4092-b3de-23372d964632', 'route': ['p2', 'e5', 'i1', 'x5', 'p1', 'c4']}
1769476317.0918403,RECEIVED,64cc3c96-160f-4b2d-9391-c856320a30cc,b60c2e54-0de4-454a-b9ec-b8b7dd07ac3d,c1,c2,27,p2,?,surb={'id': 'f18d2bcc-c633-4a0c-9666-e851bc9caa3a', 'route': ['p2', 'e2', 'i4', 'x7', 'p1', 'c1']}
1769476317.485652,RECEIVED,1f8ae5b9-ea80-4fed-8fe4-677de274d808,99df9cfa-b27b-46e8-97f4-b918c20b5647,c3,c2,26,p2,?,surb={'id': '7e6665cf-e1e1-422f-b151-370ff0c31bf0', 'route': ['p2', 'e6', 'i7', 'x8', 'p3', 'c3']}
1769476317.6224287,RECEIVED,787cbf0f-43ad-4316-a094-8348d493c67f,dc583dd5-4ee8-4e16-b1fd-bf685df01f4e,c1,c2,26,p2,?,surb={'id': '90fa1313-12f9-4e35-874c-f128933f9aeb', 'route': ['p2', 'e7', 'i1', 'x3', 'p1', 'c1']}
1769476317.9148617,RECEIVED,83f0aa89-9603-4aab-8d0b-e4f130ee5d4e,c7dcd30c-ef17-4d7a-9dd6-c26b2d36a67a,c1,c2,27,p2,?,surb={'id': '11b2c660-2a4a-46c1-97ad-30b1158ed90c', 'route': ['p2', 'e6', 'i2', 'x4', 'p1', 'c1']}
1769476317.9413345,RECEIVED,02a6d01c-eafc-49ae-a5fd-48b8e0b002a6,a3e9bba6-ddac-4fc6-8a8e-f0aea8cb3b56,c3,c2,26,p2,?,surb={'id': '53fa7c72-95df-4cb5-bdd8-bc05939a96c2', 'route': ['p2', 'e7', 'i2', 'x4', 'p3', 'c3']}
1769476318.0467415,RECEIVED,608eb377-6e88-4fed-b479-2f871333e18b,6d60ff77-9af8-4580-a58a-1fd276daae3a,c4,c2,27,p2,?,surb={'id': 'd8dab1a2-1f3e-45f5-a20f-04ee474c9a9c', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769476318.078976,RECEIVED,d88f7ffd-effd-4a9c-9eaa-9bacb1696f99,19ce5a5b-c8c5-445b-b384-d0f9f5fcf9f9,c3,c2,27,p2,?,surb={'id': '891ccc54-e1d7-4917-8db6-0f3c1e69c002', 'route': ['p2', 'e5', 'i4', 'x2', 'p3', 'c3']}
1769476318.2811944,SENT,bf6725e8-9800-4d11-b88a-6ea60e8033cc,6d3f8134-290d-413b-af96-9236d6fffec5,c2,c1,3401,?,p2,
1769476318.2813466,CREATED,4d3a114a-25da-4bfd-a6a5-afa39669aea1,77c54316-85c0-4554-8e6d-1c8967870e1f,c2,c1,27,?,?,surb={'id': 'f26839cd-d03c-4667-9103-47e29eb24337', 'route': ['p1', 'e3', 'i11', 'x6', 'p2', 'c2']}
1769476318.287091,RECEIVED,e1e30f97-e040-48fc-8950-a0d3e057bd15,03f1b8ac-1a31-4275-b7d5-db4c3956a5ea,c4,c2,27,p2,?,surb={'id': 'f6ee889c-8eda-4bd3-b5ab-cde292ae2a53', 'route': ['p2', 'e5', 'i11', 'x11', 'p1', 'c4']}
1769476318.499565,RECEIVED,c429587b-f43a-4081-ad3e-7ba1f147e7bb,99dcd490-a4ed-43e1-9e47-9d37c1841033,c4,c2,27,p2,?,surb={'id': 'de753584-99df-4da7-aebf-e2177e541dbb', 'route': ['p2', 'e7', 'i6', 'x4', 'p1', 'c4']}
1769476318.5211086,SENT,111c4e5a-cb07-4e29-8c77-cd8845929adc,814853d7-6414-4fb9-ae5a-696600a6fedd,c2,c1,3355,?,p2,
1769476318.5212965,CREATED,4e79449e-9958-4b68-8b18-5cbe3d913c80,11033848-fd38-47ae-9828-7af959fa1e97,c2,c1,27,?,?,surb={'id': '02578836-ba07-45b5-b768-1c1d8b0dac8e', 'route': ['p1', 'e7', 'i8', 'x2', 'p2', 'c2']}
1769476318.6321824,RECEIVED,b6197b43-bf58-4da6-97d1-b073a5329141,f3929075-20a0-4cc7-a15d-9b6ceb5cda36,c1,c2,27,p2,?,surb={'id': '81eb6c08-b25c-4d85-9491-218b6f582a2c', 'route': ['p2', 'e4', 'i12', 'x12', 'p1', 'c1']}
1769476318.737427,RECEIVED,d51bb247-3bde-462d-8ddd-1b53321811ad,685cd3cc-ee3a-48ce-9861-03ab6a266962,c4,c2,27,p2,?,surb={'id': '7459b56d-f655-498f-9513-9ffcd9be3960', 'route': ['p2', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769476319.0264745,RECEIVED,5ab0d3fb-a56f-4ede-8c31-b95e409ef710,6a577c47-3e6f-4774-977d-0f3868214cc6,c1,c2,27,p2,?,surb={'id': '4cf5b5ba-668e-43be-9fdb-7292f665fd75', 'route': ['p2', 'e12', 'i11', 'x6', 'p1', 'c1']}
1769476319.0902839,RECEIVED,3a90d0bc-3dbb-4d31-9682-f057f134972d,cd2095c2-ef20-46d2-b9b0-0695188a3c8d,c1,c2,26,p2,?,surb={'id': 'e42cc3cd-9e33-4719-b318-3d1698e0fce3', 'route': ['p2', 'e9', 'i1', 'x1', 'p1', 'c1']}
1769476319.1645412,SENT,3032b1d9-bde8-46fd-8434-9d1d340130cd,a8390b00-a5ba-4d62-afe5-80d9849d5f96,c2,c1,3388,?,p2,
1769476319.164615,CREATED,da6242bb-47c9-491b-b24b-62fbe6a1cd24,bdff6e90-1e31-4bd8-b24d-54d7bb5d6b03,c2,c1,27,?,?,surb={'id': '0b3db46f-9a5a-4efc-a450-db36c45e7b2b', 'route': ['p1', 'e4', 'i10', 'x9', 'p2', 'c2']}
1769476319.2067273,SENT,a001df89-8619-4275-b433-214bc7ecd5e8,b325683a-de39-440d-9cb2-215ce27aceba,c2,c1,3381,?,p2,
1769476319.2067988,CREATED,31a2c5ee-aff7-462a-b611-35b3d3383756,70c2a4c7-41dd-4d43-bb3c-82099d7eac43,c2,c1,27,?,?,surb={'id': '38a156c1-338f-4d75-a12a-8800b4427769', 'route': ['p1', 'e9', 'i6', 'x3', 'p2', 'c2']}
1769476319.3413308,RECEIVED,3ae250bd-45f9-483c-bbf4-ac8b91cb90d2,e811cc05-f701-4852-9c51-18a1a618473c,c1,c2,27,p2,?,surb={'id': '004421f6-0065-45b2-894f-69e986202513', 'route': ['p2', 'e8', 'i3', 'x9', 'p1', 'c1']}
1769476319.4815562,RECEIVED,33a4459a-574f-4127-8680-667d9aca9aad,aa4272d6-25d4-4ea2-815b-025997d2f576,c3,c2,27,p2,?,surb={'id': 'c21c55ad-15b6-4825-86bf-80a39c23acb7', 'route': ['p2', 'e3', 'i10', 'x7', 'p3', 'c3']}
1769476319.498341,RECEIVED,5f094fd1-2ffd-440f-a833-712af45faf48,91d25e6c-73f7-401d-966a-2933c5324a58,c1,c2,26,p2,?,surb={'id': 'cb4770ae-69d3-4872-991c-12d4cd24a5eb', 'route': ['p2', 'e2', 'i3', 'x2', 'p1', 'c1']}
1769476319.6659818,RECEIVED,b2afe569-10cc-4cc9-88ca-866085ecdbd0,d1782120-5fa9-498d-b578-4a52dea9cb5f,c3,c2,27,p2,?,surb={'id': 'f5399cd5-b411-4a36-96b4-8f2ab786fa3f', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769476319.7379344,RECEIVED,1d527c5f-833f-4ae2-b9b0-942937112601,25f50472-e0f5-4e37-b8fb-e37a8b95d223,c4,c2,26,p2,?,surb={'id': '97bb914f-2c86-410e-9e83-9d96980df981', 'route': ['p2', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769476319.8803551,RECEIVED,f65c9560-7e7a-473d-b86c-4f84de298d7e,25098169-f999-4884-9f95-54a74dcbd2a1,c4,c2,26,p2,?,surb={'id': '8cf504d1-fba8-4754-be56-7d85b51b173e', 'route': ['p2', 'e4', 'i4', 'x9', 'p1', 'c4']}
1769476319.963954,RECEIVED,85619237-d3a8-4c8e-a4d5-1f574ba3ef3b,be657882-9cf4-43b6-991d-4716c9da6175,c1,c2,27,p2,?,surb={'id': '74846289-7ed5-4b54-9dc6-4547a0e80809', 'route': ['p2', 'e1', 'i6', 'x10', 'p1', 'c1']}
1769476319.9660416,SENT,855cba60-cea7-4b6a-bc5e-b4e668abd283,bf254d5d-fb37-4761-b592-298fdfd585b5,c2,c1,3401,?,p2,
1769476319.9662182,CREATED,bbadf5e7-85fb-48fa-8c6b-51b18601590f,f6930b55-e6b3-4143-b3d5-16ef88ab8c73,c2,c1,27,?,?,surb={'id': '61cc4807-b0d3-4620-ad0d-39b9199228a8', 'route': ['p1', 'e10', 'i1', 'x7', 'p2', 'c2']}
1769476319.985667,SENT,458b5026-ec13-42a6-b2cd-2596757ea166,7faf80cb-2905-4817-bb8b-4b70d2af6677,c2,c1,3383,?,p2,
