timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769735491.7481241,SENT,68274b7f-19c3-412a-bb86-f42a38601b0c,ba27c39f-5fa0-47c0-b557-c38e7f2de6ab,c2,c3,3375,?,p2,
1769735491.748225,CREATED,73f0e0a3-a0c0-4af7-a0de-b2fe84e83e44,a16cb957-4bf1-49a3-bd2d-302739d87295,c2,c3,27,?,?,surb={'id': '8ad05236-001a-486b-8f74-4b1a33137db5', 'route': ['p3', 'e5', 'i4', 'x11', 'p2', 'c2']}
1769735491.853499,SENT,486b5c83-362d-4e0c-a739-ef2cfb1ac5d3,0fd0785b-7255-4bd8-99b6-1caf3357604f,c2,c3,3364,?,p2,
1769735491.8535461,CREATED,8f41f5e8-d3fb-42eb-86bd-d81012174448,fcad2d8d-f538-4ba4-8368-e3e5ac21d82b,c2,c3,26,?,?,surb={'id': 'be42937c-06a3-46d1-8f35-72bd5e252e3d', 'route': ['p3', 'e6', 'i7', 'x12', 'p2', 'c2']}
1769735491.912469,RECEIVED,0f626c86-8c2b-41d8-a4d0-647888fb4c1f,4ea56562-8faa-4216-a42a-9d8cd7958b29,c3,c2,25,p2,?,surb={'id': 'caae3efb-698e-4b04-b90e-df2a55739048', 'route': ['p2', 'e1', 'i1', 'x4', 'p3', 'c3']}
1769735492.150134,SENT,73b16976-c45a-4202-b7e9-720f983b977e,8446d31c-3a05-49e8-bbca-bfb5c3e89e87,c2,c3,3361,?,p2,
1769735492.1502147,CREATED,9d94bd99-7fea-4316-a625-9ad72660f122,16e89430-19c4-4c19-be98-748a6205d51a,c2,c3,27,?,?,surb={'id': 'c67381f3-255e-4688-9a74-e3f40e316f2f', 'route': ['p3', 'e4', 'i6', 'x8', 'p2', 'c2']}
1769735492.7298243,RECEIVED,98bbc1ff-7af9-4002-8f46-576f1ff45fce,6df9d12f-70e2-48d0-86a9-c07a3a41d3f8,c3,c2,26,p2,?,surb={'id': 'f08b2d30-fca4-4dc8-916a-43bb2c13a129', 'route': ['p2', 'e5', 'i2', 'x6', 'p3', 'c3']}
1769735493.0437856,RECEIVED,748467ad-4cc1-4d16-a306-3e6461985247,5d8ba871-1d38-4504-930e-98ba33f5e9d5,c3,c2,27,p2,?,surb={'id': '44df1928-8110-4ee5-9acb-40565c693290', 'route': ['p2', 'e10', 'i2', 'x12', 'p3', 'c3']}
1769735493.8115706,RECEIVED,92b9245e-d058-4718-b2d7-7b0944b5e0d2,130416d1-13f3-488e-b3a2-3743eac9a75d,c3,c2,27,p2,?,surb={'id': '89349440-65d7-442a-93b6-35a5852bfd7b', 'route': ['p2', 'e10', 'i6', 'x7', 'p3', 'c3']}
1769735494.1329696,SENT,2b4595c0-b4cd-4f1e-882c-5697e33a838f,9194e796-649c-4979-82df-ff71c325496b,c2,c3,3392,?,p2,
1769735494.1331465,CREATED,9d563112-0144-47af-8337-a8e32e84db2b,5e265f14-0245-4c2f-bd7d-17bebee59d9a,c2,c3,27,?,?,surb={'id': '5136dba6-a056-4806-9af6-9655eae372b7', 'route': ['p3', 'e10', 'i8', 'x11', 'p2', 'c2']}
1769735494.4053154,RECEIVED,b0835467-5e7e-46d2-9032-9a1861ef4523,4de0d512-db13-43b5-9e03-010f00dea03f,c3,c2,27,p2,?,surb={'id': '33b33148-db02-4c1d-9d0c-8a692c85a5be', 'route': ['p2', 'e9', 'i1', 'x4', 'p3', 'c3']}
1769735495.3447068,RECEIVED,eeedee9a-ad47-485f-80ce-646ad81ca337,efaa30c0-3a9a-44bc-aec9-51b400729bf4,c3,c2,26,p2,?,surb={'id': 'd71a116c-c0d1-4809-bdcc-904ca7a61019', 'route': ['p2', 'e4', 'i4', 'x3', 'p3', 'c3']}
1769735495.3969798,SENT,5984586e-31c7-49d5-87a0-648edefa6485,994fe5b7-d054-4aaf-9dda-b8d55f8b9c35,c2,c3,3391,?,p2,
1769735495.3971443,CREATED,4ee643d2-e0c3-4e6a-86f6-d1adc1cd34a1,f81cb931-1fb6-4a2c-8700-9df0f9c0da4a,c2,c3,27,?,?,surb={'id': '0b5b9ca2-a90a-49e0-a2f4-389ffe4a9e26', 'route': ['p3', 'e10', 'i11', 'x8', 'p2', 'c2']}
1769735495.4259663,SENT,099f42f1-99c4-4e23-b3e0-752eb002af6e,fe397c28-37c2-4c31-b50b-fc550bde558e,c2,c3,3379,?,p2,
1769735495.4261253,CREATED,cdf5a486-049e-492f-b920-859ee1f44af1,cbf6a638-ceee-4a0f-873b-a5cbf75766f5,c2,c3,27,?,?,surb={'id': '6ff6bab6-4b6f-437d-8967-719c34d5047b', 'route': ['p3', 'e1', 'i9', 'x11', 'p2', 'c2']}
1769735495.544281,RECEIVED,832aa61b-3ace-417b-af93-02b5320133d5,0eff57f2-55a7-4ec6-959d-e5ca9d169846,c3,c2,26,p2,?,surb={'id': 'e5f6b596-05ee-4eaf-8ca8-5636d9be461b', 'route': ['p2', 'e3', 'i6', 'x12', 'p3', 'c3']}
1769735495.8708148,SENT,3baf8a34-57a6-4f07-9bf4-fbb312726ad9,50431d9b-fb8f-473d-a2c1-b8b977c43268,c2,c3,3401,?,p2,
1769735495.870948,CREATED,c530b6c6-9a97-42a2-8610-bfded1f63978,b6194260-f78c-4b3d-bd10-9b2ca677356c,c2,c3,27,?,?,surb={'id': 'c7cad492-0982-4fe3-a4a6-3887439f70af', 'route': ['p3', 'e10', 'i5', 'x10', 'p2', 'c2']}
1769735495.982642,SENT,afa85766-ff88-406c-adcd-3a9f80cd9549,d7b1ecc4-f894-4934-99a3-c4ef3fc784c7,c2,c3,3364,?,p2,
1769735495.982774,CREATED,34dcdb7c-a7dd-4e3e-b34f-a8fed4a161b5,4ef32dee-9886-4a0b-a4cb-2a0f1649c163,c2,c3,26,?,?,surb={'id': '541be9e5-18d5-4acb-94dc-6bf6507746b3', 'route': ['p3', 'e5', 'i11', 'x2', 'p2', 'c2']}
1769735496.120513,RECEIVED,00594d33-bd40-491b-9b00-2c31bff73036,7a62dd00-ee4f-4d50-94df-28a00f0b8a5e,c3,c2,26,p2,?,surb={'id': 'e0733dc2-dc60-4018-b86a-f61f58ef91e2', 'route': ['p2', 'e9', 'i6', 'x4', 'p3', 'c3']}
1769735496.2946157,SENT,3213c915-97dd-4c2c-95b7-f250f43f2a0f,1d371209-76d3-4324-955c-6a6f7d5cf619,c2,c3,3392,?,p2,
1769735496.294752,CREATED,06f74ba2-c51d-44b3-a875-8d0433e8eaf4,19d105ee-8e7b-4fdc-be63-7cc40cf4c830,c2,c3,27,?,?,surb={'id': 'e1c7fd99-b8d6-41b6-b6d6-4ff1d2aaeb98', 'route': ['p3', 'e7', 'i4', 'x5', 'p2', 'c2']}
1769735496.4286685,RECEIVED,ec6783fa-b02b-4b24-98be-7a12a975080c,1a8b2ce6-4915-42f4-89ae-6f3abb723107,c3,c2,27,p2,?,surb={'id': 'f1a139cf-b212-4846-b02c-e556dd6846f2', 'route': ['p2', 'e3', 'i12', 'x2', 'p3', 'c3']}
1769735496.5948632,SENT,948b8264-1dfa-4a13-877f-78740bfa76ff,36ff54b1-1c04-42b8-bbef-f6bbcd7afe99,c2,c3,3364,?,p2,
1769735496.5949962,CREATED,91c563df-e6b2-455e-82f2-cd65b6586d72,a1e74a24-70c4-4be3-9e35-81935883602f,c2,c3,27,?,?,surb={'id': '7ede6c33-8572-4854-a922-ea6bb2cac800', 'route': ['p3', 'e5', 'i8', 'x5', 'p2', 'c2']}
1769735496.8242588,SENT,eea10beb-af17-463e-885c-8f040385fb11,ceb2a2a5-0c37-4198-990d-d9a04145eb70,c2,c3,3379,?,p2,
1769735496.8243756,CREATED,f5bf4e28-843d-4471-b237-2a9deee1376f,855bf247-efb7-4c7e-a201-be574a265aba,c2,c3,26,?,?,surb={'id': '921fae92-ae86-4e82-ae44-d20aa5d92d40', 'route': ['p3', 'e1', 'i2', 'x7', 'p2', 'c2']}
1769735497.0014331,SENT,4b5f513b-e29b-466a-a19b-63bd4af30d54,fe8cb762-6455-4fbf-b486-4dfa45c78b7e,c2,c3,3380,?,p2,
1769735497.001578,CREATED,918959a5-33e5-4537-9469-c5254d322dc5,1dd4316b-3896-4b8f-8530-1bac79fe9ffd,c2,c3,26,?,?,surb={'id': '358d605f-896b-47c1-8f3b-4d4e2fbfd229', 'route': ['p3', 'e2', 'i9', 'x8', 'p2', 'c2']}
1769735497.0956724,RECEIVED,c21e8980-d67a-4b03-945c-ec22b841d820,55b6deae-26bc-4d48-ae3d-4340c25a4538,c3,c2,27,p2,?,surb={'id': '3eb2baac-10e1-4211-ac70-13763c3c702d', 'route': ['p2', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769735497.113144,RECEIVED,07f3947c-d4a7-4bbb-8ed9-304f4fcc12ae,7bc01f8c-bc40-4386-a73e-e01bfe41df40,c3,c2,27,p2,?,surb={'id': '159900f9-bd49-4e8d-b8a8-53d1855b79a2', 'route': ['p2', 'e3', 'i8', 'x12', 'p3', 'c3']}
1769735497.2633545,RECEIVED,a620823c-8a70-4e8b-af5f-63a90f37fd98,ca427387-5a65-4ccb-b942-08b47589e413,c3,c2,27,p2,?,surb={'id': '059064c7-d97f-46e2-8d63-5c06678e61be', 'route': ['p2', 'e12', 'i4', 'x9', 'p3', 'c3']}
1769735497.3636603,RECEIVED,a7772aeb-3699-4a80-981b-13b847b5d191,8e95711c-eb42-4c3f-9df6-794a122b7f72,c3,c2,27,p2,?,surb={'id': '66feab83-e9e8-4095-bea1-7b8f0500895b', 'route': ['p2', 'e6', 'i1', 'x8', 'p3', 'c3']}
1769735497.7576766,RECEIVED,71f0f600-5d03-4f9d-8762-2b7472c9bae7,897d1346-32b6-4fa0-9645-00d0714ff1fe,c3,c2,27,p2,?,surb={'id': '2e68e05f-7f6d-4fba-9bdd-aabaa460f760', 'route': ['p2', 'e1', 'i2', 'x10', 'p3', 'c3']}
1769735497.913288,RECEIVED,66938ea7-3c42-4938-8c0a-4d1ede984388,e04f5306-29bd-4766-b894-2d6463f94d73,c3,c2,27,p2,?,surb={'id': 'cc62aeae-a0e7-48a6-b0d3-f04a6355cf5b', 'route': ['p2', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769735498.317075,SENT,7b38e0b3-526c-4bee-8f7e-809aacb5b6b3,9e29bd5b-b3e0-419c-b2f2-7b56ba4f489b,c2,c3,3389,?,p2,
1769735498.3171895,CREATED,cb84d777-2e46-4106-9eae-69b2c4a64ffb,996b950d-8f7a-4462-9084-4c1985ddbd51,c2,c3,26,?,?,surb={'id': 'e45d52fc-8042-4162-a98d-205143b0e9b3', 'route': ['p3', 'e4', 'i8', 'x11', 'p2', 'c2']}
1769735498.5266087,RECEIVED,bf92080e-98a9-4d80-9824-edaffa53ad1c,561fbae5-880a-4a0a-b076-b3030ffff96f,c3,c2,27,p2,?,surb={'id': 'a35b5558-a7f2-4dc7-9b1a-e38ada7a412f', 'route': ['p2', 'e8', 'i9', 'x12', 'p3', 'c3']}
1769735498.5586555,RECEIVED,69897c01-0c3a-4881-a0be-6b799e218160,6caa2262-e4c0-4458-844a-a7ac36a5dd30,c3,c2,27,p2,?,surb={'id': 'b22ddbf3-ed9c-4c78-93f9-3753898a3d29', 'route': ['p2', 'e1', 'i4', 'x9', 'p3', 'c3']}
1769735498.6104085,RECEIVED,5c895357-c12c-4b91-af3b-ccdeb3ae47c4,0b4e8dc5-7ff4-4959-a495-33289ce1257f,c3,c2,27,p2,?,surb={'id': '6775622d-e8ae-408b-b105-720972033a10', 'route': ['p2', 'e4', 'i8', 'x6', 'p3', 'c3']}
1769735498.621011,SENT,10ad23f7-d014-4aa2-966f-019caa404094,a24c910d-00b5-408f-9697-966cd6e682a9,c2,c3,3359,?,p2,
1769735498.6211483,CREATED,bf78fbfa-393d-489d-ad89-ae60fdb4d82e,1614568f-cddd-4ea5-b981-27f35dd4d2c9,c2,c3,27,?,?,surb={'id': 'c58a5fb3-a5dc-4ce9-abe9-10a44ce73376', 'route': ['p3', 'e11', 'i8', 'x3', 'p2', 'c2']}
1769735498.8574047,SENT,684fd390-56bb-4e7a-92cf-7d11e034a81b,97402d05-01b1-432e-9d60-8b73cc3a7750,c2,c3,3371,?,p2,
1769735498.8575153,CREATED,dc771673-3844-478f-b3f5-f6dc2c017f0d,30757a72-4dae-4466-bf4e-23548dca8f36,c2,c3,26,?,?,surb={'id': '4d2f4514-b9dc-4aba-a1a8-0cb1fd97047c', 'route': ['p3', 'e12', 'i1', 'x3', 'p2', 'c2']}
1769735499.12431,RECEIVED,d6da5754-3f70-41ce-aff1-89d43cec1a39,97d590ca-b3c3-46f1-a732-f9059c9ef37c,c3,c2,26,p2,?,surb={'id': '4c112c80-a37e-4e40-a85f-079561916955', 'route': ['p2', 'e2', 'i3', 'x11', 'p3', 'c3']}
1769735499.2161436,SENT,e804809a-a292-4bf1-bb5b-ccee76ee252b,9fe2945d-8d24-4565-bd93-8f9ceb422e5e,c2,c3,3399,?,p2,
1769735499.216256,CREATED,98672a07-d42f-4800-83f5-91576a6bedf6,194c041c-c2c0-48ee-a5bd-89ead49e1e2a,c2,c3,27,?,?,surb={'id': 'c16ab887-305d-4810-b579-b32f8a52daf9', 'route': ['p3', 'e5', 'i12', 'x11', 'p2', 'c2']}
1769735499.2562394,SENT,ac0d78e1-a185-4b95-82be-a9b58d82cd9f,f0f608d5-90d1-4a2a-b3ef-0b8b29625801,c2,c3,3371,?,p2,
1769735499.2563481,CREATED,09d183d7-ffd7-4277-88a0-416b317bd17e,21a44abc-2511-4e31-b4e2-6a082455238c,c2,c3,27,?,?,surb={'id': '7a12e39b-b18b-42a3-87d8-c1ecd0af69ec', 'route': ['p3', 'e7', 'i12', 'x12', 'p2', 'c2']}
1769735499.2808886,SENT,040673b1-8136-4e4b-b4e4-8886a4ce022b,05ed6925-ab17-436c-9200-4545e6ec767d,c2,c3,3386,?,p2,
1769735499.281108,CREATED,4c1cf60d-933e-4e80-96b4-a0cb1dc79ee8,4da73970-9d4e-4633-a7ba-506312e07511,c2,c3,27,?,?,surb={'id': '7da188ac-204d-4a48-8430-fe8e541ae923', 'route': ['p3', 'e8', 'i8', 'x4', 'p2', 'c2']}
1769735499.4910657,RECEIVED,799366a0-71ab-4d28-ae78-312bbc8316f3,994223fc-58e9-41f9-aafc-6e90a1581088,c3,c2,25,p2,?,surb={'id': '5336c1ae-81a0-4168-a279-eb21a37e10f7', 'route': ['p2', 'e7', 'i10', 'x5', 'p3', 'c3']}
1769735499.5254433,SENT,59fe9399-710c-478e-8d26-3d44e7f87bb4,cf1d13b5-9533-489a-b6bb-8e776118820b,c2,c3,3383,?,p2,
1769735499.525766,CREATED,19557f91-43c7-4d2c-9bbe-6c2d68e3b6eb,6e8cce0c-05a5-4c4d-9a8d-c352e70c132e,c2,c3,27,?,?,surb={'id': 'e274d658-a928-4b8c-9aeb-6ebaecafae56', 'route': ['p3', 'e6', 'i11', 'x9', 'p2', 'c2']}
1769735499.5440679,SENT,bbf10af1-36a7-450f-9869-63a398bfcbca,e2daeec1-4795-4658-a090-0d23316e3e44,c2,c3,3376,?,p2,
1769735499.5441806,CREATED,bbb96979-f649-4a98-a7f1-0e3c67cf0e52,e975ce1e-cab0-4355-8905-36e7ea6bae75,c2,c3,27,?,?,surb={'id': '28ba6a77-2e72-4033-9212-ef4dfb5fe746', 'route': ['p3', 'e7', 'i11', 'x9', 'p2', 'c2']}
1769735499.758751,SENT,d5fd0ea8-edc9-44a2-b68f-7a50dd173d6b,01623ca8-5a10-4390-8cb2-27cdb856c6fe,c2,c3,3401,?,p2,
1769735499.7588441,CREATED,2de2daa4-ff67-4c0a-a773-67fc8f9617bb,75267399-8f97-4b49-a2c5-9a5587dd034b,c2,c3,27,?,?,surb={'id': 'e84201cc-2709-4500-ad66-aea4a12e5ef8', 'route': ['p3', 'e5', 'i12', 'x9', 'p2', 'c2']}
1769735499.8037415,RECEIVED,f8212f93-52e4-4ba1-bf1c-ec72082dad1b,abdfc172-4a9b-45e9-980c-b40999b3610f,c3,c2,27,p2,?,surb={'id': 'beb1d064-5b3b-4845-ade0-23be08da6700', 'route': ['p2', 'e11', 'i4', 'x5', 'p3', 'c3']}
1769735500.4078572,RECEIVED,cf698954-ff33-4c4a-b85d-215624b9247e,fe44ddfb-1d16-48f7-b729-f52c0f5d8b11,c3,c2,27,p2,?,surb={'id': '208a9a91-5771-4d3f-b5f2-0b4ff1996f90', 'route': ['p2', 'e4', 'i8', 'x12', 'p3', 'c3']}
1769735500.6250968,SENT,369b8fec-568a-4df0-8222-3f23c2aabf9e,2c35dd33-c047-457e-81b4-539188b378f0,c2,c3,3388,?,p2,
1769735500.6252341,CREATED,07625e5e-ab64-4e3b-a864-b1fcda3a390f,b0e4b5d9-65d1-4b64-8596-fd3b2b9876f8,c2,c3,27,?,?,surb={'id': '4e5b1736-4383-4459-a6e5-fa472537546d', 'route': ['p3', 'e10', 'i7', 'x10', 'p2', 'c2']}
1769735500.8239517,RECEIVED,b374343f-39db-4fdb-b5f9-56c0ba89741c,b3216d56-f9c7-4383-a70b-ac1d6080872f,c3,c2,27,p2,?,surb={'id': 'ce4705ad-b8c6-49c4-8c55-278fce93dfea', 'route': ['p2', 'e9', 'i11', 'x4', 'p3', 'c3']}
1769735500.934612,RECEIVED,fb07ec42-6b6c-4ee8-b86f-6fd3a5903a96,8b53b0cf-c0b7-425c-ae05-29529e13aa2f,c3,c2,27,p2,?,surb={'id': '8ad99231-605f-4461-988e-295233427945', 'route': ['p2', 'e5', 'i3', 'x8', 'p3', 'c3']}
1769735500.941639,RECEIVED,1ffeecc7-819d-43e3-af6a-13382db5e205,b0f2ab3f-b63b-4cb0-a2d4-b63e0bf964af,c3,c2,27,p2,?,surb={'id': '52b87822-dbfa-439c-90d1-524efd4a4dd8', 'route': ['p2', 'e3', 'i8', 'x9', 'p3', 'c3']}
1769735501.046938,RECEIVED,30528cfc-d147-4ed0-bf67-e2752ae33252,d95324cb-0cdc-4c5a-8f72-5203e6a0554e,c3,c2,26,p2,?,surb={'id': '8411107d-23b7-43a5-9658-86d38cfd1bd9', 'route': ['p2', 'e5', 'i10', 'x12', 'p3', 'c3']}
1769735501.107139,RECEIVED,47b5d0d7-b1e3-48fd-9c37-db5e9d014a42,b957268f-e60f-4173-b3b1-188c2644d2d5,c3,c2,27,p2,?,surb={'id': '77ab2335-7798-4cdd-9b4c-9a099f110fb0', 'route': ['p2', 'e7', 'i6', 'x3', 'p3', 'c3']}
1769735501.2384593,RECEIVED,029a830f-80b2-4d5a-87be-4247df874f87,5f494ef7-d3b8-4099-a075-d130109b3dcd,c3,c2,27,p2,?,surb={'id': '859a4620-85ac-4118-b142-49bdff67d60a', 'route': ['p2', 'e3', 'i11', 'x4', 'p3', 'c3']}
1769735501.253061,RECEIVED,7f437673-22dc-4b15-abd5-a10670284e80,3ae5eccf-6e0f-4379-b1dc-d048248fd05e,c3,c2,27,p2,?,surb={'id': 'af7c1f03-cc4e-46ac-a2fe-f5aba97bac39', 'route': ['p2', 'e10', 'i11', 'x8', 'p3', 'c3']}
1769735501.305298,SENT,0ce3baee-df3b-4771-8a46-4e85dbc91f16,8763e444-b551-4fc3-b760-2f73b80146f6,c2,c3,3393,?,p2,
1769735501.3053453,CREATED,eea9b01c-ca5b-4aaf-87d4-42ccb6fe1352,09461881-7a44-41d3-b15b-b321775d6d7d,c2,c3,27,?,?,surb={'id': 'de755fbf-5be7-4478-9053-36b73bcd4eae', 'route': ['p3', 'e11', 'i5', 'x12', 'p2', 'c2']}
1769735501.3394156,SENT,63f2b5ce-7b29-4ac2-b8ee-21a5dd01ce30,a2b5929e-e47e-4241-ad4e-c0830d7ceb2f,c2,c3,3389,?,p2,
1769735501.3394618,CREATED,3b2b5a34-e44b-4127-bad5-81fc5ab7922a,603fa3fe-4674-482e-af6b-003e3e1c3260,c2,c3,27,?,?,surb={'id': '58bf6d7d-545d-4788-b19e-c0fba235ccbb', 'route': ['p3', 'e1', 'i12', 'x2', 'p2', 'c2']}
1769735501.5612075,RECEIVED,79aedde9-22b5-42f5-8ede-0ebb1d51fc60,afe96b57-3608-4705-8a0e-3a76a557dcc7,c3,c2,27,p2,?,surb={'id': 'a130e1de-2956-47ff-83e8-f1b9d576db1f', 'route': ['p2', 'e12', 'i7', 'x6', 'p3', 'c3']}
1769735502.4043791,SENT,45324cc5-8d82-4f2a-a3eb-3a5a07f5df34,504f7070-1068-4e57-82ea-08c487f1337a,c2,c3,3380,?,p2,
1769735502.4045246,CREATED,8abef41c-4b23-4860-82fb-4593ee47186f,983fa661-25f7-4edc-beb1-2cd698e32545,c2,c3,27,?,?,surb={'id': '721b68ea-d9b4-4be5-b990-e4c294811433', 'route': ['p3', 'e8', 'i2', 'x7', 'p2', 'c2']}
1769735502.510765,SENT,6fb5f150-d9bb-42c5-ae9a-714527a7a937,d1956e83-9848-4ede-b87b-6b17e0b8103f,c2,c3,3376,?,p2,
1769735502.5109813,CREATED,075e9d9a-628f-4931-9fa0-e1b325c4d269,50e7af4b-5961-41fc-8701-06a07fe7ce77,c2,c3,27,?,?,surb={'id': '0240ea85-f3b5-4d4f-9f54-e78f51e49c34', 'route': ['p3', 'e10', 'i3', 'x1', 'p2', 'c2']}
1769735502.5443702,SENT,c6ad05bc-1f72-4d42-b6aa-35578faad0f5,476eafe8-0f7b-43df-be24-509be1f7144e,c2,c3,3375,?,p2,
1769735502.5445166,CREATED,2adecd41-874e-4835-8762-edc05fe8518d,94a12dca-f2bc-4ddc-b6fe-b4c39401b30e,c2,c3,27,?,?,surb={'id': 'cd3eaa76-ea0a-4621-8d51-c4931fce1d1b', 'route': ['p3', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769735502.9196153,SENT,a2f8ca3b-19d5-486b-9f86-f72c2ffe98d0,097c5fb9-c6ec-441e-9f6a-a0ebe351d902,c2,c3,3379,?,p2,
1769735502.9197626,CREATED,5b2d61f6-96f1-4e11-9aca-82f1e74d1b7b,a8eacb0a-aa94-4479-9571-abedb55050a8,c2,c3,27,?,?,surb={'id': '1f841b98-5910-42f0-bcbf-fcb49cf2868e', 'route': ['p3', 'e12', 'i3', 'x7', 'p2', 'c2']}
1769735502.9617028,SENT,e7989080-b080-4e8a-8d7f-1edaecd4725e,5a4c155a-5483-4510-8226-b8e170788c90,c2,c3,3413,?,p2,
1769735502.961851,CREATED,5bae5e23-0b45-4911-8144-a4e2d7a5314a,bbf56d5d-29b4-4d22-8f3f-9eee23351bcc,c2,c3,27,?,?,surb={'id': '13950d14-a645-4105-b383-d1469b0fc62a', 'route': ['p3', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769735503.3033488,RECEIVED,5f02e812-8bb0-4f78-b630-20272d703fe4,3576e484-07bd-4834-ad00-553f2e176b0c,c3,c2,26,p2,?,surb={'id': '1645ebc1-d048-4b9a-9349-62b360b7554d', 'route': ['p2', 'e8', 'i11', 'x5', 'p3', 'c3']}
1769735503.3831458,SENT,09f99835-777d-4c05-a000-521be5505ce5,f855a4e2-3dbb-4ff3-9ae8-0f1c8ae887a0,c2,c3,3394,?,p2,
1769735503.3833027,CREATED,195f926e-2e32-4010-b111-7a01742af8cd,a28b6725-4cce-4d30-90e4-d3c4e2759656,c2,c3,27,?,?,surb={'id': 'b1d93c16-504e-4fd2-95c0-7afdf7be289a', 'route': ['p3', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769735503.4125454,SENT,d73d317a-2741-42c8-886a-355423fe47d6,6e5dba4d-cb73-4aae-a3b8-f4dd783ad39e,c2,c3,3381,?,p2,
1769735503.4127047,CREATED,7a6f11e0-54b6-4ff7-8db7-285f3a89a019,01de4796-baab-4217-830f-bd68c2631370,c2,c3,27,?,?,surb={'id': '2067249a-f13d-4245-8f01-0180bb336fe8', 'route': ['p3', 'e9', 'i2', 'x2', 'p2', 'c2']}
1769735503.8740847,SENT,c174e82d-0de8-46b2-8229-5f4628b6f39b,5db5cb57-24e4-4268-b902-6ddc1ffe13cd,c2,c3,3376,?,p2,
1769735503.874754,CREATED,22f8770d-58fd-49a0-a88f-59daf15b2644,e87ccef0-5a2f-4e37-8494-abd3c42211af,c2,c3,26,?,?,surb={'id': '1a8d3a6e-cc02-4354-8f35-2b6a28d0cb4b', 'route': ['p3', 'e11', 'i7', 'x10', 'p2', 'c2']}
1769735504.4195466,RECEIVED,a7b91797-37f3-4ac7-a1be-3796bc27f0ef,019f66df-9426-4eb1-8369-9ea953f47e95,c3,c2,27,p2,?,surb={'id': '5e788fac-32c9-4e16-86a3-2b618bdab7b8', 'route': ['p2', 'e9', 'i3', 'x9', 'p3', 'c3']}
1769735504.5169733,SENT,13d42971-1a9d-4b55-a0a5-0a1469442d9f,571062c5-28da-49c2-9f44-4dd0df89af20,c2,c3,3391,?,p2,
1769735504.5170934,CREATED,63283763-ad2f-4f81-a31d-2f5351eaa2da,6856c34c-aa25-447f-86b4-b335110906b7,c2,c3,27,?,?,surb={'id': 'fa96d96c-d67e-463e-81e5-f3879064daf2', 'route': ['p3', 'e6', 'i10', 'x7', 'p2', 'c2']}
1769735504.6390924,RECEIVED,f21c18e6-9811-4d7d-8b1d-ebcd1bb4f815,501704d1-75cf-4e96-acaa-5893fd06cd43,c3,c2,27,p2,?,surb={'id': '82176a71-8988-4193-9375-c0278846efec', 'route': ['p2', 'e10', 'i2', 'x3', 'p3', 'c3']}
1769735504.651263,RECEIVED,344261d7-6bc1-48fc-9d11-1bc277186fb5,8c20cc6e-dbdb-4699-91f9-5a339a1a7ab3,c3,c2,27,p2,?,surb={'id': 'edf53d98-b05b-4845-b9fd-90cf7926efb5', 'route': ['p2', 'e11', 'i8', 'x4', 'p3', 'c3']}
1769735504.7396889,SENT,1f7d94d4-3567-4185-98f8-dd863341d60b,28c04efd-b204-43a3-b3de-b5c95c3ace77,c2,c3,3380,?,p2,
1769735504.7398233,CREATED,fa4e9524-5868-4cb9-9a37-620d262d5292,6127fc23-d9e4-4337-8881-b321fa99aa06,c2,c3,27,?,?,surb={'id': '4ba23cbc-de2c-490c-9a0b-b09af5edbbd2', 'route': ['p3', 'e11', 'i4', 'x5', 'p2', 'c2']}
1769735505.12047,SENT,a7af6c1b-ed49-4f97-abb3-9ea29d972e51,caa1d117-48f9-4e81-8256-cc3da52a6f85,c2,c3,3356,?,p2,
1769735505.1206012,CREATED,39e2b36b-d31c-4581-b9cb-ea4c7da6c1f8,71a57715-0d0a-4cfd-a8f9-6036436bb2d5,c2,c3,26,?,?,surb={'id': 'e7ea0eae-f065-4ef0-a884-322d39bf4a97', 'route': ['p3', 'e11', 'i8', 'x1', 'p2', 'c2']}
1769735505.1633022,SENT,7c36695f-a206-4b76-82c9-5e57d78b1141,55c6b218-8e4a-46f1-b615-f2b68ef619c6,c2,c3,3388,?,p2,
1769735505.1634426,CREATED,cad59338-99de-4d13-89f8-358764674f3b,6721ffc5-1f9a-459c-a631-13fd46be00ce,c2,c3,27,?,?,surb={'id': '7f9b431d-ab6b-4671-a175-47cb1825bb24', 'route': ['p3', 'e10', 'i4', 'x8', 'p2', 'c2']}
1769735505.2110078,RECEIVED,ac6a75d0-6027-41b4-9c08-b48a6b583655,75b2d8c8-d871-4e5d-ba91-dfcd29453ba4,c3,c2,26,p2,?,surb={'id': 'e0963df4-68cd-4ab3-8432-fb11b0e1a38a', 'route': ['p2', 'e5', 'i11', 'x2', 'p3', 'c3']}
1769735505.2204697,SENT,ddb20b24-319f-4010-8b39-3795c5bf4a50,3918dff3-7d60-4751-a593-bc6900f6b3be,c2,c3,3363,?,p2,
