timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760870.0039496,SENT,1993adda-8462-41c0-8739-e389d0bccae1,d05dfdd2-2166-4666-9fb4-aafbe19b31ea,c2,DROP,2020,?,p2,
1769760870.00432,CREATED,e5d71fd9-9694-4e3d-8bf3-bf89ffce36a2,a787b9f8-7b55-45fe-9a53-4c10de56e5ac,c2,DROP,27,?,?,
1769760870.0487351,SENT,cbe585a2-f7be-4a57-9a47-a4e3377c1824,5417fbb0-e04d-4d3b-ab5e-4fba9c6aa7b3,c2,DROP,2029,?,p2,
1769760870.0488546,CREATED,203522a3-d316-4347-baae-5ff3e5921014,17f81809-6ea0-4cb3-a307-6f7a2e5c7fd6,c2,DROP,27,?,?,
1769760870.089672,SENT,ad9cb1c4-2150-4ce1-b40b-533eb3405a68,09036a0b-3f82-471c-a072-9f8ac7e179de,c2,DROP,2032,?,p2,
1769760870.089788,CREATED,24222296-3adf-4d7c-b6e5-e10dfe46ef21,166df0f1-b206-4a03-9bd1-2aea2c576e98,c2,DROP,27,?,?,
1769760870.4645228,SENT,19c3da1e-6ed8-43c4-abae-493c33b429e2,b0574549-f906-4b24-b678-b84a7eaeadb3,c2,DROP,2017,?,p2,
1769760870.4646418,CREATED,34859c43-b543-4ca0-99b3-084107b51dbe,406e8eeb-f3bd-46be-8e8c-fa034f1a3b2d,c2,DROP,27,?,?,
1769760870.632484,SENT,408e53dc-501b-4ced-ad9b-08d487e648a7,425b1e77-cdc4-4771-b5f5-e380bc8a0c0b,c2,DROP,2032,?,p2,
1769760870.6327238,CREATED,05d8008d-a42f-4dce-8de0-c1fbe0fb32a1,dae9e878-545c-4738-a09d-786335cf6a48,c2,DROP,27,?,?,
1769760870.6729302,SENT,620b2288-a327-4e3c-9df6-a89673cde0be,ec5d7ad5-ff5b-4e75-8d87-a62f00edc796,c2,DROP,2014,?,p2,
1769760870.6730728,CREATED,725658ce-ee60-4da7-bd22-15f0942e6f20,0153056b-a795-4458-897f-038e80ca85fd,c2,DROP,27,?,?,
1769760870.720939,SENT,16c1a82a-4681-4c0c-8a06-c677c81492e1,89b473f3-0b6b-4bcc-8fe6-e32c0166b7b9,c2,DROP,2026,?,p2,
1769760870.721079,CREATED,c98e233c-84e5-47ec-abe9-22220f7b2d1f,144ca4c6-4330-4f63-a6ab-535d06f66695,c2,DROP,27,?,?,
1769760872.12042,SENT,2f50d243-386b-4723-a357-0b6da52b6ab6,bb71b777-f1a0-49d0-b91a-a5dec68793d0,c2,c5,3377,?,p2,
1769760872.1205552,CREATED,1af44f5a-fb46-4f76-aa99-68fe16f42392,1180dd9a-e7f5-495b-ad0f-22e71e05c218,c2,c5,26,?,?,surb={'id': '8d9065d8-2e03-4b34-a1a5-d70b0c289087', 'route': ['p2', 'e6', 'i9', 'x3', 'p2', 'c2']}
1769760877.20449,SENT,fe4ea72e-0c6f-4058-8974-65db28f0da2a,c1cfaf04-cf23-4829-8895-3ef614b69257,c2,c5,3395,?,p2,
1769760877.2046068,CREATED,1b664bbc-6583-4d7b-b77a-b08a7e900697,c03e3e09-5e3f-4dde-864b-6bdd76c6306b,c2,c5,27,?,?,surb={'id': '028b4397-8172-46a7-bc07-25960908f847', 'route': ['p2', 'e10', 'i1', 'x5', 'p2', 'c2']}
1769760877.3488038,SENT,37892509-deb7-4bf1-b5cb-1b3967561012,bc0822bf-4097-48cc-82e3-c7f9ad83af0c,c2,c5,3379,?,p2,
1769760877.348951,CREATED,046f0a9b-fea2-420e-9c69-3e5a54af9297,b04d4565-48e2-475a-8df0-5c0d06dea899,c2,c5,26,?,?,surb={'id': '32a60620-6443-404e-b51e-7fb64b9fc049', 'route': ['p2', 'e4', 'i12', 'x8', 'p2', 'c2']}
1769760877.427527,SENT,efabd432-3a91-460b-aa9d-d11c9f676a89,9f648d24-dc12-4fe5-9c2b-ef7924cebfa9,c2,c5,3377,?,p2,
1769760877.4276745,CREATED,f202cdf9-6dbc-462f-adb5-cb9794285f08,286737dd-9d29-405b-bd0b-c7b0b19fa2b1,c2,c5,27,?,?,surb={'id': 'd50db900-064f-4874-aa0e-a96340f9accb', 'route': ['p2', 'e7', 'i5', 'x9', 'p2', 'c2']}
1769760877.7523296,RECEIVED,f561e066-dc5b-4954-9395-ef30b65c0149,1d93a22a-01fe-4408-a643-0942cda1ff2f,c4,c2,26,p2,?,surb={'id': '6bbb32dc-b87e-41a5-a5f9-dcfea76e8e59', 'route': ['p2', 'e4', 'i8', 'x1', 'p1', 'c4']}
1769760877.7697575,RECEIVED,656c5bad-b63e-45de-8108-687d064bc816,bf65f6c6-1d63-42f5-bebf-8f5d83263aaa,c4,c2,27,p2,?,surb={'id': '300e4971-ce25-4434-b855-e9a88ac5451b', 'route': ['p2', 'e10', 'i7', 'x9', 'p1', 'c4']}
1769760877.8976705,RECEIVED,8f7bffe8-7c1a-4400-a68f-cb9067bd5091,c1f1a12a-2a20-4019-bb6d-16735b452edd,c4,c2,27,p2,?,surb={'id': '54ee2183-1568-492e-a4f0-c13301dc84c7', 'route': ['p2', 'e7', 'i8', 'x3', 'p1', 'c4']}
1769760878.0334706,RECEIVED,8ed13600-caf6-45b9-aa89-f23571234f39,957efff2-a0b3-4197-bef1-e5bcae43d5c1,c4,c2,27,p2,?,surb={'id': '0906cbb3-2b63-4c18-86fb-3c382e9b33ca', 'route': ['p2', 'e11', 'i1', 'x11', 'p1', 'c4']}
1769760878.3686106,RECEIVED,fffa1b57-82de-465f-a307-9aaf31c58ccf,e512c30a-b6a1-4747-80c1-c0aa5273bb04,c4,c2,27,p2,?,surb={'id': '23b835a8-5077-47bb-ad2c-55d1000d3759', 'route': ['p2', 'e2', 'i6', 'x7', 'p1', 'c4']}
1769760878.4138868,SENT,3524956f-d0f3-42fd-acf7-729958e60f2c,7f3fd62e-cc94-479b-be47-df38f117e8ea,c2,c5,3379,?,p2,
1769760878.4140344,CREATED,5f268153-6b6f-41e3-8f0e-d38229740d5b,8fcfcee6-f502-4274-beb6-128599b29b34,c2,c5,26,?,?,surb={'id': 'a4e05b6d-a918-4633-8c1e-f9b9711cc286', 'route': ['p2', 'e4', 'i3', 'x7', 'p2', 'c2']}
1769760878.6922486,SENT,ec6b9fea-73b4-4740-ab35-584e409c303d,f94a1c02-2af3-4629-b982-032b96c53bfe,c2,c5,3359,?,p2,
1769760878.692397,CREATED,2643071b-3e35-42bf-b8db-6977f3a08b6f,c7d37378-50b8-483b-a096-74462fd134f4,c2,c5,27,?,?,surb={'id': 'cdbe3cb7-402c-479f-baac-85fc1cce20fa', 'route': ['p2', 'e6', 'i12', 'x3', 'p2', 'c2']}
1769760878.872443,SENT,1bc4d0c5-de8a-410f-b268-e6d3764c1acd,ea1194be-c788-480c-bb81-1606e9ec17f6,c2,c5,3359,?,p2,
1769760878.872592,CREATED,a08471a9-64d0-4b67-b0b2-dca1921cd825,c84ea255-c28e-4b4d-b341-9409dd1f26d2,c2,c5,26,?,?,surb={'id': 'a41a58d8-c416-44c3-a28f-2ab19f993e67', 'route': ['p2', 'e3', 'i6', 'x9', 'p2', 'c2']}
1769760879.1563642,SENT,3124d580-4b12-4268-84ea-57a9c4caa0b6,02f2343e-9f93-4cb4-a38e-d209b6b49cdf,c2,c5,3384,?,p2,
1769760879.15651,CREATED,6b00b22e-f79e-4ef3-9463-7d713fc44097,8eec379a-8e80-474e-b288-4db24d8914ca,c2,c5,27,?,?,surb={'id': 'f054217f-a138-453e-b0a0-ff684ffba707', 'route': ['p2', 'e9', 'i11', 'x1', 'p2', 'c2']}
1769760879.4670222,SENT,bc02a4d8-815d-4ba2-b51b-af513738a37e,9d420ac6-53ad-4f88-9850-f6da8f233c15,c2,c5,3359,?,p2,
1769760879.4672103,CREATED,aefdab7c-2bf0-4efc-9a25-6b36b89b95ee,eade2d90-e76c-40a5-aa5d-89e9291b45cd,c2,c5,26,?,?,surb={'id': '9f9dfce6-5d95-4ddc-81f5-1fdb2a32139c', 'route': ['p2', 'e7', 'i6', 'x2', 'p2', 'c2']}
1769760879.591593,RECEIVED,d99eca58-62b8-4b6b-935d-0c5ef2777f45,511b6dc1-762e-4c7a-b431-3333797c77e2,c4,c2,27,p2,?,surb={'id': 'deaaf72c-40d9-40e5-9dd6-e010f701ba68', 'route': ['p2', 'e3', 'i1', 'x3', 'p1', 'c4']}
1769760879.6471996,SENT,7cddff1d-96ac-4213-a649-46ff909fa66d,f043f524-cfbb-4ee2-b9d0-81e45e550d9a,c2,c5,3378,?,p2,
1769760879.6477084,CREATED,4f7f74be-3c36-4241-bb43-c1bd892d6bfa,2756d7d5-80be-4f9d-b884-e6a4bfca642f,c2,c5,27,?,?,surb={'id': '841dcb88-f695-4b01-a1d7-d80b0ad6aca6', 'route': ['p2', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769760879.9016814,SENT,cafc1ea1-ce3d-470c-be2e-c19c24a44ac3,1d4ec6b2-8584-431e-bedd-4fda61da32a1,c2,c5,3381,?,p2,
1769760879.9018295,CREATED,29f78ba6-ce02-4a08-95b3-6906753e20b9,eaca95d3-8704-427d-a707-6afdcb93bc3b,c2,c5,27,?,?,surb={'id': '6c1e3697-8a0b-4b68-89a6-7e260d75c9a0', 'route': ['p2', 'e1', 'i6', 'x12', 'p2', 'c2']}
1769760880.5156422,RECEIVED,61c619ae-43f6-4d39-aa21-005ac79ceda1,134d88af-fe5b-4feb-8da8-18fa56974f96,c4,c2,26,p2,?,surb={'id': 'a619829d-bf05-469f-b1cf-fc62c028b3c4', 'route': ['p2', 'e11', 'i1', 'x3', 'p1', 'c4']}
1769760880.593274,RECEIVED,c6a65cc7-4a48-4c5b-aea2-72154a23207a,dcde5ef9-a206-4ea5-a142-d1b253c1d9a4,c4,c2,26,p2,?,surb={'id': '3b97e2b2-1cfe-4ec1-904d-8e3e0e05cde4', 'route': ['p2', 'e2', 'i1', 'x6', 'p1', 'c4']}
1769760880.645814,SENT,19e5442a-4aa8-4a04-be89-deea89410e45,5e2dc5f7-9467-42a4-be17-5594bbdd1e2e,c2,c5,3367,?,p2,
1769760880.6459947,CREATED,c613be2f-3695-4dcc-8066-486b06ef74ec,efec4d16-ef5c-42e0-85ce-d3abbb9eac10,c2,c5,25,?,?,surb={'id': 'edebf6ea-4d55-4fa7-8ad2-aef586f4f910', 'route': ['p2', 'e2', 'i5', 'x1', 'p2', 'c2']}
1769760880.646865,RECEIVED,d179e70e-81b2-400e-b37a-1c955071d717,680282e8-48fb-41e7-a909-37e025d71736,c4,c2,27,p2,?,surb={'id': 'c4e208e3-9502-40e7-82c5-74ff202aedf6', 'route': ['p2', 'e1', 'i11', 'x12', 'p1', 'c4']}
1769760880.893514,SENT,5fcea63d-0abc-4d68-bb5e-bb1c2e3de616,b6f9eb70-aaa8-4f45-b193-4d14b8d1bce4,c2,c5,3395,?,p2,
1769760880.8936448,CREATED,7a54245a-2393-49fe-8936-c3451daad883,62bed6de-78fc-433d-a2a3-c824c794473e,c2,c5,27,?,?,surb={'id': '2d80b746-2c90-4b63-928a-e0ec4c88b266', 'route': ['p2', 'e9', 'i10', 'x12', 'p2', 'c2']}
1769760881.048505,SENT,7db65b70-b7a6-4e74-b6cf-0ce14cfc48c9,6ce98173-78da-4077-be17-3027cc7e6ebf,c2,c5,3400,?,p2,
1769760881.048656,CREATED,132cc20a-0820-4302-b256-38f33fd2d206,7a59a885-956e-471a-8b42-22cf7de35999,c2,c5,27,?,?,surb={'id': 'b8dc05c0-7563-4122-883b-447d21ba88d6', 'route': ['p2', 'e7', 'i1', 'x3', 'p2', 'c2']}
1769760881.0536506,RECEIVED,f548e976-c2f2-44af-87de-bc68496ecc5f,999c0aa6-0819-49f3-85a4-5e950405e51d,c4,c2,25,p2,?,surb={'id': 'fb4bf41c-b9d9-4abe-824f-5946dc162b66', 'route': ['p2', 'e1', 'i11', 'x9', 'p1', 'c4']}
1769760881.3294413,SENT,5265a4d5-4a2a-4ee4-a755-790c74279893,4e42de3a-d01c-4859-8827-2bd8e1bb5f04,c2,c5,3370,?,p2,
1769760881.3308816,CREATED,23d47cff-3ec3-4d95-8b30-b43678c35ff4,c0416850-871f-425c-9f12-8512f0a494ea,c2,c5,27,?,?,surb={'id': '1b00411d-58e2-4046-a373-eff25531ec06', 'route': ['p2', 'e5', 'i4', 'x9', 'p2', 'c2']}
1769760881.4305785,RECEIVED,bf1f3e4e-03b6-4294-8b06-96b6f49e4bca,bb47efb2-6ccd-4ee6-833e-1504bbf7fb43,c4,c2,27,p2,?,surb={'id': 'a8ae98aa-29b2-4bfd-b4f1-5a67c262a935', 'route': ['p2', 'e12', 'i2', 'x2', 'p1', 'c4']}
1769760881.5298133,RECEIVED,51730a63-470d-44fb-ab3d-f22cc3abbef1,ac65c632-9eb4-497e-86f4-a4c2d7a1e27a,c4,c2,27,p2,?,surb={'id': 'a6fa30f3-7c13-4dda-8ad6-85d1a13e2106', 'route': ['p2', 'e7', 'i3', 'x8', 'p1', 'c4']}
1769760881.9645274,RECEIVED,80a9c6c3-ceaa-4d2a-b589-974b9c78dd8d,371d27ca-8dd2-431f-a591-a968b311ef2a,c4,c2,27,p2,?,surb={'id': '17b3ff5d-cf11-40b3-8277-6c37e774004f', 'route': ['p2', 'e8', 'i1', 'x5', 'p1', 'c4']}
1769760882.076733,SENT,9e6a5500-890b-4760-8bfd-a02b54c70853,96f3ee92-5dd1-4c0c-a54c-f8e15da3ace6,c2,c5,3380,?,p2,
1769760882.076865,CREATED,be67f378-82dc-4ce6-a533-deb0c7142882,6f2a0e07-46ba-4cce-907c-149d55b887ee,c2,c5,27,?,?,surb={'id': 'da67c484-c825-4f12-b282-3bbc766f665a', 'route': ['p2', 'e6', 'i10', 'x8', 'p2', 'c2']}
1769760882.276357,RECEIVED,2e82ed67-b777-4dde-9b26-00036cc4d864,2907537c-fae0-44f2-8d07-32add0c38f6f,c4,c2,27,p2,?,surb={'id': 'de2ed3e4-94db-41cb-8c82-979f13a1caa4', 'route': ['p2', 'e4', 'i4', 'x5', 'p1', 'c4']}
1769760882.4501817,RECEIVED,2d5fd636-1da8-421c-92d4-5a5737c67d70,d7b720b3-98f9-43db-8496-75af76d1ac0f,c4,c2,27,p2,?,surb={'id': '520981ec-3638-4204-a1b8-bc6cba58a459', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c4']}
1769760882.4921489,RECEIVED,488c95d7-4428-4266-b66a-cf161e90507a,64d7957d-b7a1-46f5-abf2-a6a036e49a26,c4,c2,27,p2,?,surb={'id': 'd46311c4-9329-4acd-af2e-8384e54f0893', 'route': ['p2', 'e10', 'i3', 'x1', 'p1', 'c4']}
1769760883.0139155,SENT,df09e65e-6ac9-48ea-9c9c-97f1145df0fa,e221ef45-7d2a-4119-b256-438d04738f2e,c2,c5,3393,?,p2,
1769760883.0140002,CREATED,e63d8638-5389-4d06-9baf-39fa34ed1f4a,dc0a97af-d7f6-452d-87f5-c6b819e430b0,c2,c5,27,?,?,surb={'id': '31e64b67-591f-4ce9-9334-05b23a5021ee', 'route': ['p2', 'e6', 'i7', 'x6', 'p2', 'c2']}
1769760883.1298847,SENT,f52037c7-e8ac-4ea0-9976-dbfbdd567803,f8e68471-4260-4110-8637-175841efcc6b,c2,c5,3388,?,p2,
1769760883.1299925,CREATED,11fac4af-2799-43dc-bb52-20c0b44223a5,14d99841-dd1d-4689-9134-b4ebd4784e37,c2,c5,27,?,?,surb={'id': '2ab04af8-5bd6-4b09-9c8a-5ab174c84cca', 'route': ['p2', 'e11', 'i8', 'x12', 'p2', 'c2']}
1769760883.1392958,SENT,461fffda-9f87-4a9b-91cf-6c59cda7c1ed,ba7f91b6-b6f7-459b-afa9-63aad79d0470,c2,c5,3379,?,p2,
