timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748533.3388345,SENT,9122eae7-e716-4bcf-842b-80d17dac04d7,4cc34346-ead1-483f-872e-a9c767688619,c5,DROP,2040,?,p2,
1769748533.3389602,CREATED,cdd41605-b27f-48d4-a24b-95742fd0b589,baff62e8-24f0-4b25-a662-f433adf3f7f4,c5,DROP,27,?,?,
1769748533.629176,SENT,42824b3d-d7e9-4f58-9da2-7e83e9defce3,f61f3e0b-bf40-4a10-b1c6-30f22e6d53ff,c5,DROP,2021,?,p2,
1769748533.6293113,CREATED,6406ebc5-1312-48e7-b8f6-81f3c22dc976,c89f7961-4ed8-440a-8027-7657ce37e281,c5,DROP,26,?,?,
1769748533.6775281,SENT,ba87871c-346e-4862-8372-264f222c4acf,821d9162-ee2f-4f4d-8b9d-9eb80d18348a,c5,DROP,2041,?,p2,
1769748533.6777034,CREATED,d2823b00-4d39-4bb7-97a0-6ee915c45669,386a3409-f052-4a67-a977-a97d9f994032,c5,DROP,27,?,?,
1769748533.9389954,SENT,d644f173-1751-4fd3-a638-3b316361c360,a6794c43-eca5-45d3-a2a7-849ac308f320,c5,c3,3386,?,p2,
1769748533.939158,CREATED,299df2dc-26dc-4c60-aa70-629252893763,c1fb8fd0-6b7e-4536-8a9a-c42185a614f8,c5,c3,27,?,?,surb={'id': 'bebc4c76-36e3-4f08-8fe2-3f1f7fa42da1', 'route': ['p3', 'e12', 'i5', 'x9', 'p2', 'c5']}
1769748537.59555,RECEIVED,4c6f32fb-89f5-4de3-9cc6-260700d0e85a,962d39ae-1ea5-4ee6-87a3-834f1eceb39d,c2,c5,27,p2,?,surb={'id': '53060204-674d-463e-9636-92dff00607d3', 'route': ['p2', 'e7', 'i5', 'x5', 'p2', 'c2']}
1769748537.668354,SENT,141be874-eb53-4ba2-a28c-fd826be5c4a0,81f7a832-7b48-4bf1-9a83-cc5baeba666b,c5,c3,3389,?,p2,
1769748537.6684864,CREATED,5e45b802-5021-49df-b50c-530f61214dd5,dc5e6d53-7d14-41d1-8b5e-010dde7ccd56,c5,c3,26,?,?,surb={'id': '587c748e-65d8-4eac-8488-9ce0b4179aa7', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769748537.6946557,RECEIVED,061e186e-d6dd-4c13-b19e-f64c0c096975,982e7f53-a3f7-475c-af34-5e79ec16108a,c2,c5,27,p2,?,surb={'id': '86cc254d-9742-4e40-baa3-00378929d259', 'route': ['p2', 'e2', 'i12', 'x11', 'p2', 'c2']}
1769748538.2158668,SENT,75f7aa17-bcd8-42c4-85d5-962c047eee93,56bd15cb-b856-4bba-8857-6f7841a43df9,c5,c3,3403,?,p2,
1769748538.216015,CREATED,27e06f30-68ea-4c73-b49d-d83008676942,4bd58c42-4731-46de-81ac-2174fe9faa44,c5,c3,27,?,?,surb={'id': '1d3dfd11-82a6-4a9e-836e-8883b50372a6', 'route': ['p3', 'e4', 'i12', 'x8', 'p2', 'c5']}
1769748538.3113775,SENT,0cdcce64-0b2b-4ba5-8ee5-dfe308d2aaed,0f291c6e-b0de-4b8a-9ba3-03cca66af93b,c5,c3,3361,?,p2,
1769748538.3115146,CREATED,ff429a44-58bc-4a20-8968-a28375a0a14b,f6d999bb-3c35-4066-8bc3-d15360595c24,c5,c3,27,?,?,surb={'id': '98dcd3c0-b7c9-4c3e-87fb-183179fd2c40', 'route': ['p3', 'e1', 'i4', 'x2', 'p2', 'c5']}
1769748538.3145046,RECEIVED,d4bd84a9-b0d9-4200-afc9-11ab9acfab2b,13c79574-9bad-4012-8186-466d04ad2996,c2,c5,27,p2,?,surb={'id': '23e06f9c-0a69-41f4-8b47-fbc126203c79', 'route': ['p2', 'e10', 'i10', 'x12', 'p2', 'c2']}
1769748538.4131331,RECEIVED,4af32e9b-bfd8-42e2-848e-4a5bb23d6d21,06e8e4a2-9473-41d7-a856-91207b99d2eb,c1,c5,27,p2,?,surb={'id': '89b6c5b4-ce2a-4429-a6ee-fd1214c15931', 'route': ['p2', 'e9', 'i11', 'x12', 'p1', 'c1']}
1769748538.515272,RECEIVED,41873e59-2dda-4213-969c-8cb6a1bf9487,b7616070-4035-4f3e-9c7f-8eb97c037f03,c1,c5,26,p2,?,surb={'id': '1daa933d-72f0-467f-8244-2b5492db0a94', 'route': ['p2', 'e7', 'i5', 'x8', 'p1', 'c1']}
1769748538.531755,SENT,1288032f-3a91-4a8c-9fbc-8e0f377ec643,a227a690-1fc8-427e-8e74-f11b10ea49e0,c5,c3,3368,?,p2,
1769748538.5318868,CREATED,e2bdf34b-7eec-4cff-9eb1-ff8a05b238ec,ba3f01ce-4a90-4264-8bd4-e878759ed376,c5,c3,27,?,?,surb={'id': 'eac3ba4d-963e-4602-871a-712c539922cc', 'route': ['p3', 'e4', 'i2', 'x9', 'p2', 'c5']}
1769748538.7082853,SENT,6a086345-e8ad-48e2-8b78-760ad09d1a18,109aa8df-2849-4579-b2d0-29b918356091,c5,c3,3359,?,p2,
1769748538.7084193,CREATED,ad3e5977-d260-4bcc-adb9-9e177e7407d0,5494b533-b282-4e3b-bae6-9e0343dbb60e,c5,c3,26,?,?,surb={'id': '97cff76f-aa43-45b6-9d14-376d88f3f1e0', 'route': ['p3', 'e11', 'i5', 'x9', 'p2', 'c5']}
1769748538.8915014,SENT,0a94fb9d-07db-47ff-8df3-c25f198d0ff0,d59fc49e-6c28-4b3b-9eef-cb8258e122ce,c5,c3,3383,?,p2,
1769748538.891636,CREATED,f31c2b26-ee47-4448-9509-79ea4ed08437,bffe5152-3e85-4ccb-856c-2f86e75daffe,c5,c3,27,?,?,surb={'id': '7c21fc2e-1fae-4105-90d2-54f26484dbc6', 'route': ['p3', 'e4', 'i7', 'x12', 'p2', 'c5']}
1769748539.036669,SENT,8a2cd47c-e177-4f39-bcb9-21289a92bba7,338e569a-cae2-4be1-9602-46c62d4971a0,c5,DROP,2031,?,p2,
1769748539.0368025,CREATED,912b7b7b-6a1a-4a68-8eff-be0ffdbf793d,4cbe0eb3-02c6-4e03-8277-cc62f49bc4fd,c5,DROP,26,?,?,
1769748539.1719878,SENT,97e00453-24f0-4beb-86c2-1041cfd5ca66,31673662-41f0-478b-b6ae-ed4781ba6f2c,c5,DROP,2017,?,p2,
1769748539.172144,CREATED,8807d05f-105d-407a-979f-c4f04becc83d,180fda9f-e213-402f-9fc2-bcd9164ce94f,c5,DROP,27,?,?,
1769748539.620975,RECEIVED,292bcecc-f22c-4a4f-91ed-1a02049c0e97,9920e28a-865f-4d4d-9552-a0b708f56890,c1,c5,27,p2,?,surb={'id': '8f581df3-956b-40c3-b8ad-caa2d779c8cb', 'route': ['p2', 'e6', 'i2', 'x1', 'p1', 'c1']}
1769748539.7079382,SENT,434676c4-013b-48de-8292-4b98a1b75538,9132d647-10a1-48ec-afdf-c27c0911e260,c5,c3,3395,?,p2,
1769748539.7080786,CREATED,35e9201a-a8e0-4f0e-8e68-ee75a8ceb732,0537dd42-215e-4cec-9951-8d0d9891bfa7,c5,c3,27,?,?,surb={'id': '17d30e98-336f-4e8a-8e05-704945952b7f', 'route': ['p3', 'e1', 'i9', 'x2', 'p2', 'c5']}
1769748539.7669463,SENT,595513ff-39cf-444a-b03f-7bc287b12d12,1f92e8a3-7858-4d75-b814-9e12d03d7560,c5,c3,3376,?,p2,
1769748539.7671077,CREATED,6c439fad-0e99-4c78-8632-df5c60e96111,c37d73cf-899d-4b67-874d-f0fe765fecd4,c5,c3,27,?,?,surb={'id': '66b5229b-6508-4bd1-952d-47e4bbe96d24', 'route': ['p3', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769748539.9436367,RECEIVED,ca0231a9-df5b-4159-9401-19834f6b9f27,3af74bf5-7f03-4fb9-8475-03577e4e357b,c2,c5,27,p2,?,surb={'id': '56a20ebb-9133-4fd8-a50c-236e43015f29', 'route': ['p2', 'e1', 'i11', 'x4', 'p2', 'c2']}
1769748539.9714131,RECEIVED,cdd4fc80-6e01-4adc-9a49-21a11fa82125,86863bf9-3557-47b2-a735-6e6e0b44fdfe,c2,c5,27,p2,?,surb={'id': '0b99137c-be4a-456c-b2ea-f2c9f11f0733', 'route': ['p2', 'e9', 'i9', 'x11', 'p2', 'c2']}
1769748540.1195655,RECEIVED,af0ed623-3434-4a6b-8ede-4fe2e9fd37e0,9c2242a4-9684-424c-b653-9313c2cfb243,c2,c5,27,p2,?,surb={'id': 'c25fd9e5-4691-470b-856f-26d985c2a733', 'route': ['p2', 'e9', 'i4', 'x1', 'p2', 'c2']}
1769748540.328518,RECEIVED,245feaaa-089f-4b6e-89b9-dad32e630158,9c788bcb-693c-45f3-8569-10388b3a91a1,c2,c5,27,p2,?,surb={'id': 'cbfc8b4d-ecfd-4d6b-b0c3-17e2da8cb21c', 'route': ['p2', 'e7', 'i2', 'x11', 'p2', 'c2']}
1769748540.4482784,RECEIVED,975b14a2-10df-4ec9-8f66-9df467539bfc,f3735fe5-249c-41ae-ab8a-9c6338fa47c2,c2,c5,27,p2,?,surb={'id': '040af69f-4c58-4b89-ac31-45b7daccd27e', 'route': ['p2', 'e12', 'i6', 'x1', 'p2', 'c2']}
1769748540.577368,RECEIVED,279edf24-3c59-4018-90bb-ef84b71c55b6,c0ddf64e-248a-43e5-bfd6-028ce52c586a,c2,c5,26,p2,?,surb={'id': '8c6ba24d-4f21-4f9a-afa4-15935ac90b11', 'route': ['p2', 'e4', 'i12', 'x12', 'p2', 'c2']}
1769748540.6809897,RECEIVED,a6e73546-4220-46a4-85aa-5aa9f6d0872b,f9939e48-83a4-4a23-b4de-09d6522c9092,c2,c5,26,p2,?,surb={'id': '7966a90e-f7e9-47a2-8d6a-ea92bbbf18fb', 'route': ['p2', 'e10', 'i4', 'x3', 'p2', 'c2']}
1769748540.891876,RECEIVED,27494ad7-96cb-41a5-a33b-c43afed4da99,d32c62be-a7e8-434c-aa26-669087857053,c2,c5,27,p2,?,surb={'id': '515bb432-3993-4a42-bf4c-e3c91393195f', 'route': ['p2', 'e9', 'i5', 'x7', 'p2', 'c2']}
1769748540.9068031,RECEIVED,c7853abc-d840-4f8c-8fa5-388518843bc3,11e7330c-3b4d-45b4-85f4-ce3f5af85a6a,c2,c5,27,p2,?,surb={'id': 'c8c20643-0d48-4ade-a79a-98bb4702a590', 'route': ['p2', 'e3', 'i8', 'x3', 'p2', 'c2']}
1769748541.1256683,RECEIVED,12d4fbe8-f126-450c-9fc3-fe8447c25dba,585199b7-3b15-4f38-86b1-465740029146,c2,c5,27,p2,?,surb={'id': 'd09ad174-58e3-4d42-9bd2-3fd26ecd39b4', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769748541.13744,RECEIVED,cb9e5067-1cbc-40f8-8a46-167e4aa6f53a,af520c27-4f42-45b6-a306-a7c4ae12a9d1,c1,c5,26,p2,?,surb={'id': '4a07073f-8886-4003-8639-7a31c4375ea1', 'route': ['p2', 'e12', 'i11', 'x1', 'p1', 'c1']}
1769748541.3345633,RECEIVED,0966f3ce-edf6-43b6-b3cb-2959d3f1fc00,1a17b9a6-269a-44b8-bd7c-98dd298dc603,c2,c5,27,p2,?,surb={'id': '3a4f78e6-bc44-45ea-8f6b-a5a256031f3c', 'route': ['p2', 'e5', 'i6', 'x3', 'p2', 'c2']}
1769748541.586869,SENT,29ad4b0a-c1ee-4b20-a122-52952242bc2b,0a9799ee-1da1-491e-9104-5e88fdb7a17d,c5,c3,3382,?,p2,
1769748541.5870955,CREATED,93a7ab6e-3b89-4d84-a79a-41734f66282f,ea9bc283-3de3-4a6f-984e-a9c1c9a2cca8,c5,c3,27,?,?,surb={'id': 'cad01dcc-c544-4a2c-9b26-5b021a5e2536', 'route': ['p3', 'e6', 'i3', 'x12', 'p2', 'c5']}
1769748541.5987086,SENT,5b3d5497-920d-4102-9fd7-baa2c46a076c,78dd84f6-60c8-4c37-a74c-e3b14989317c,c5,c3,3368,?,p2,
1769748541.5988593,CREATED,2b9e4b05-7ca6-4af6-b72a-529121f4ccca,fe519076-c40e-4968-adca-6cec6961e738,c5,c3,27,?,?,surb={'id': '747c5b14-5ebb-48f4-8f14-42d104624874', 'route': ['p3', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769748541.7433898,RECEIVED,1422aecf-d566-49f2-be70-3e503215a501,258f8904-174a-4cb5-a632-d8bef9e67e7c,c1,c5,26,p2,?,surb={'id': '0607be39-1be4-4d83-9713-e162cc6dd8b8', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c1']}
1769748541.8026168,RECEIVED,c211a85b-48e4-48f2-8482-a41ce8738b92,d14eb62a-9b5a-45f0-bf0c-c0150d822d9b,c1,c5,27,p2,?,surb={'id': '39be0b56-2598-4357-ae74-5fa9b73d926b', 'route': ['p2', 'e7', 'i11', 'x1', 'p1', 'c1']}
1769748541.9296308,RECEIVED,923ae427-e84d-4bc9-8ce3-5de9bbfa3b83,a118e593-9b53-484b-ac2a-67e6a2acab9a,c1,c5,27,p2,?,surb={'id': 'ab413b01-7d3e-4a38-bec5-9d755fa758db', 'route': ['p2', 'e6', 'i4', 'x5', 'p1', 'c1']}
1769748542.0141025,SENT,0cf6b446-80a8-4a22-b708-c7aa95221f28,40362f5c-8ce9-4b55-bb21-651dad90c009,c5,c3,3377,?,p2,
1769748542.0150833,CREATED,e8ba2927-c99e-43e0-b84f-b9cb32702c2f,33b81244-22f3-4365-a1f9-de4007ad15ca,c5,c3,27,?,?,surb={'id': '429216e1-9ec2-4430-8451-e490cb58992d', 'route': ['p3', 'e3', 'i2', 'x7', 'p2', 'c5']}
1769748542.4219139,RECEIVED,27befb01-3de1-4f24-b032-7accda4f1d78,bb429947-83f9-44d4-9646-f52ea10d2745,c2,c5,26,p2,?,surb={'id': '4d4d1edd-e38e-483a-ba42-e640d8f668e5', 'route': ['p2', 'e3', 'i6', 'x11', 'p2', 'c2']}
1769748542.969353,SENT,edcea332-adec-4ec8-9a10-5ad3346932a4,7f5cd58c-079e-4415-9bb0-01864039fac0,c5,c3,3376,?,p2,
1769748542.969504,CREATED,d868c3e6-7cf5-43c1-94fd-9a4f27ca0ebb,f3257983-6cef-46b7-8296-7c7027ec25a4,c5,c3,26,?,?,surb={'id': 'dccf0b01-3370-475c-b58f-5d4e4451ec35', 'route': ['p3', 'e10', 'i6', 'x5', 'p2', 'c5']}
1769748543.0373504,SENT,99082246-6bfb-4c4b-a86c-2a891096f864,5f2d63bd-ff51-411b-a78b-ff9c7cdae6d3,c5,c3,3384,?,p2,
1769748543.0374856,CREATED,53713b10-e6c8-4883-b146-274ed0a311b3,590aab08-8007-4d09-90f7-c8c4e0a69fe9,c5,c3,26,?,?,surb={'id': 'cbf8f27b-c921-4f5f-85a0-5877d84e23fa', 'route': ['p3', 'e5', 'i3', 'x4', 'p2', 'c5']}
1769748543.1503394,SENT,cf6f895f-9123-47d0-bf2e-69db442ad10d,5c6851a5-c08e-437d-8484-9d9374eede71,c5,c3,3393,?,p2,
1769748543.1504722,CREATED,12a655a4-8731-4349-9188-026073179e0b,4b938e76-932f-4861-b04e-c4b8ba9fa3e2,c5,c3,27,?,?,surb={'id': '64f784af-9a19-41ab-9fb5-14a8e02060a0', 'route': ['p3', 'e3', 'i5', 'x11', 'p2', 'c5']}
1769748543.1647866,SENT,31c3dce9-eb4a-4603-b588-195a038db129,340d39ac-adb1-4ed9-956f-c5352a08294a,c5,c3,3390,?,p2,
1769748543.1649263,CREATED,560cf7c4-36c1-44d6-803f-4c802f67dc30,da6c49c8-8972-4ebb-808e-22cbe228e42d,c5,c3,27,?,?,surb={'id': 'edb32cfb-8081-47ee-9ddc-37c7f601cc59', 'route': ['p3', 'e4', 'i10', 'x7', 'p2', 'c5']}
1769748543.1905103,RECEIVED,da56701d-f6e1-4a1f-b004-a02f1b15162e,6774d8a4-a6d0-4233-9b4d-cf853db73091,c2,c5,26,p2,?,surb={'id': '3d6626c4-b44f-49ee-b505-188383ba830a', 'route': ['p2', 'e9', 'i11', 'x9', 'p2', 'c2']}
1769748543.3679636,SENT,cc339289-7f07-4382-b896-d43c875d51a6,a03b5c67-e4e3-4782-a160-fda927fa5589,c5,c3,3404,?,p2,
1769748543.3681226,CREATED,540b9c49-eb1e-45b4-b902-4bca4c454e1e,1a0d49b5-e38b-45bc-b75f-2afa05781a5e,c5,c3,27,?,?,surb={'id': '18abed11-5d78-4e1e-ab8e-0fe05dc7be2b', 'route': ['p3', 'e8', 'i1', 'x4', 'p2', 'c5']}
1769748543.8854291,SENT,b7b85b45-e2f4-4586-a176-fe70f6a610c5,1f3a1aba-efca-4559-8982-658b8141251d,c5,c3,3400,?,p2,
1769748543.8855774,CREATED,8854115c-78eb-43d2-b6fe-f7753ed26f7b,4e646b9d-8e76-4549-b072-18873e219c62,c5,c3,27,?,?,surb={'id': '4e5b8660-a52d-471f-95e8-fdcff41aeb4f', 'route': ['p3', 'e11', 'i8', 'x1', 'p2', 'c5']}
1769748543.971239,RECEIVED,27e4b95d-e773-4099-9a1c-6a4e0ce10b69,faf1d321-b313-4997-93d4-cc373c8ee751,c1,c5,26,p2,?,surb={'id': 'c15d9167-b025-40d7-99ee-a526c3755161', 'route': ['p2', 'e1', 'i10', 'x10', 'p1', 'c1']}
1769748544.030902,RECEIVED,ea7e6b32-5067-4271-91a4-63d7fb5d9dbf,961bcfa7-50f1-426c-b011-a263e6c0367e,c1,c5,26,p2,?,surb={'id': '5e85c58e-dc92-4141-8511-369b347dc68e', 'route': ['p2', 'e9', 'i11', 'x11', 'p1', 'c1']}
1769748544.3207529,RECEIVED,7ebcd648-3e43-4d0e-97be-6a511d8b6c2a,e0c7f760-d6c5-463b-a184-19549e0306b8,c1,c5,26,p2,?,surb={'id': '375b5df1-0931-43c8-b28b-9599b618f111', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c1']}
1769748544.3524384,RECEIVED,a1afce4f-a932-4ca4-831d-3c85a7ba9f6d,2495c2bf-c5fb-4362-ac77-b5f284c5f474,c1,c5,26,p2,?,surb={'id': 'a26a8553-ac17-4952-a222-d7c8458fcf51', 'route': ['p2', 'e8', 'i9', 'x10', 'p1', 'c1']}
1769748544.4258387,RECEIVED,19ca7e29-9b33-45ee-a5de-fc7960629821,da5a6b77-c1c6-4c83-8a83-ad0b3d18a852,c2,c5,27,p2,?,surb={'id': '67c61e23-8b0a-40f7-93ce-82da43d99595', 'route': ['p2', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769748544.4791555,SENT,af7400f7-310b-4d5a-8115-4bb26f4d1f93,0555201e-04b1-4740-9a69-d883a7bea4e2,c5,c3,3400,?,p2,
1769748544.4792805,CREATED,6aa2af11-0e55-4e06-a3bf-9e963bae6eee,1183c211-3b34-4cec-80dd-4d0ccee02f96,c5,c3,27,?,?,surb={'id': 'ba7cfaca-3ca7-4c13-9a30-c257bd0914e2', 'route': ['p3', 'e12', 'i4', 'x4', 'p2', 'c5']}
1769748544.6535616,SENT,b257c5f3-2073-46d9-91f4-dc6610c67236,b11d80d5-50c5-43a9-ad5a-19fb076a2877,c5,c3,3376,?,p2,
1769748544.6536949,CREATED,1d370a6d-1f51-4a6c-b133-f15e3f301bf2,a87dda11-1a1d-4e89-9e4b-6cae6146e93e,c5,c3,26,?,?,surb={'id': 'be02d2e6-39da-4df4-a646-88d1a43073f6', 'route': ['p3', 'e9', 'i3', 'x1', 'p2', 'c5']}
1769748544.6777837,RECEIVED,49434438-3ddb-4806-9437-ec1027733506,971e9fa4-9208-4131-bc78-b974573e1662,c2,c5,26,p2,?,surb={'id': '35df7187-114b-4236-86e9-b91f23a720cf', 'route': ['p2', 'e6', 'i4', 'x2', 'p2', 'c2']}
1769748544.6902585,RECEIVED,77844ed3-b5c1-4fe0-b105-506fd96d90ba,bf63ae50-1c7d-46b9-8b35-d75d95e31c7e,c2,c5,26,p2,?,surb={'id': '16120832-eb33-488b-8dbc-04e3d310f4c7', 'route': ['p2', 'e12', 'i11', 'x1', 'p2', 'c2']}
1769748544.7408564,SENT,b7dac2ed-5c5c-47b0-986e-a0f58f0d6ec2,afa50503-1bbe-457c-b8d5-9eb0346bb9b7,c5,c3,3358,?,p2,
