timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748533.4161255,SENT,797ed7a5-12f4-42b8-87c8-92dc918d600c,e1aecf99-e357-46bb-ad20-88b1b11871df,c3,c4,3388,?,p3,
1769748533.4162688,CREATED,7a5c0ecc-1236-4307-b448-1b3fe81155c9,ed5909dd-a79f-4af9-95ce-be3f58dd03c8,c3,c4,27,?,?,surb={'id': '65572540-345d-4d42-9b69-2167413366b3', 'route': ['p1', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769748536.7313335,RECEIVED,7ca0ad44-536a-41f2-8081-085f2c0e32e9,d9f15679-6b06-4581-92eb-224746997d38,c4,c3,27,p3,?,surb={'id': '58893974-9324-4189-bb27-b9d7eac6de8c', 'route': ['p3', 'e9', 'i7', 'x8', 'p1', 'c4']}
1769748536.758957,RECEIVED,a0ef2f60-daa0-411f-824e-4b8cddb9b202,7d21d146-1a1a-4e3f-b229-0fdda6e446c0,c5,c3,26,p3,?,surb={'id': 'db0c5898-37fd-4bfc-8115-d5b504a05989', 'route': ['p3', 'e12', 'i12', 'x2', 'p2', 'c5']}
1769748537.031457,SENT,8ad6f0ab-3779-47e4-bee8-8719be519f28,8b5d65c8-2468-4cce-be4e-feacb86d114e,c3,DROP,2016,?,p3,
1769748537.0315754,CREATED,7687a61b-0a93-481f-85af-ee232875219b,e5947325-5b22-44d1-9534-c3716dfed25f,c3,DROP,27,?,?,
1769748537.162373,RECEIVED,563cf90b-8943-4ce9-a245-656ea893dc7b,95eadec6-b618-45b7-9bf2-b4887d82af54,c4,c3,27,p3,?,surb={'id': 'bc6dc191-73c5-47b7-ba85-eb1c77c08615', 'route': ['p3', 'e11', 'i10', 'x11', 'p1', 'c4']}
1769748537.3905313,SENT,37bf8c5e-0e8d-438e-8152-2958b10152da,c305ac17-fd32-4cd4-8451-58ad310b7bd4,c3,DROP,2031,?,p3,
1769748537.390651,CREATED,f61f0cab-062d-4d0e-a5c8-ec5c2fc0f61e,eb6f7c60-d0f1-499f-8371-ca36e3111b86,c3,DROP,27,?,?,
1769748537.4109275,RECEIVED,bf10b5f5-4661-439b-9cf6-40b5de3a8a09,3d9af415-2671-453f-b281-c30474195ed3,c4,c3,27,p3,?,surb={'id': '3e3dbfc9-7c56-436a-b6a8-13fb17d0e0d1', 'route': ['p3', 'e3', 'i1', 'x11', 'p1', 'c4']}
1769748537.4637945,SENT,307a39d8-d9e4-42c3-bde3-34449bd247fb,356114f8-7dbf-40c6-932a-c3a9c61223c7,c3,c4,3397,?,p3,
1769748537.4640179,CREATED,079fe644-9b5e-4520-b8d9-0dba5993ba93,e146ca94-87c2-47ea-8d74-951d598f9b3d,c3,c4,27,?,?,surb={'id': 'd9c1ac46-4cd2-45cf-8e16-c745bf86680e', 'route': ['p1', 'e7', 'i12', 'x12', 'p3', 'c3']}
1769748537.487808,SENT,136690bb-bc0c-4749-8e49-760cf1aa7b0b,da186f1b-01b5-4ad5-a458-f2fde839526e,c3,DROP,2035,?,p3,
1769748537.4879348,CREATED,3368fb16-418a-42da-8637-67df1e0d2620,ed17c073-e8fb-41a7-a256-4faab0d7ac87,c3,DROP,27,?,?,
1769748537.5657737,SENT,86f19685-cde0-4e3f-b50b-c3bd73054ab9,0c1eeb8f-1896-42a4-8d53-51c6ed578b98,c3,DROP,2035,?,p3,
1769748537.5658913,CREATED,e25b8b29-293e-4336-ba3f-c8ad630042fe,873582a2-877c-44ae-abf9-9d4feb0265d9,c3,DROP,27,?,?,
1769748537.7993755,RECEIVED,bcbb2dcd-4597-4442-bdfd-90eb4c669cd3,32024cab-b597-4cd4-9067-046869c884af,c4,c3,26,p3,?,surb={'id': 'd8239fa8-9f54-4809-9e6d-8162648f46ff', 'route': ['p3', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769748537.844768,RECEIVED,a7ade1c1-2b83-4561-bde2-030b641c78cf,bc313b93-38f2-4a22-bd52-0976da2d70c8,c4,c3,27,p3,?,surb={'id': 'cdcf8904-19b4-4cb8-8df1-e59482bf4bbc', 'route': ['p3', 'e1', 'i8', 'x2', 'p1', 'c4']}
1769748537.8533115,RECEIVED,a2d2a760-4965-46d3-a2ea-52c8c5089fd6,572264e2-40af-43ba-bf8f-90f7d701bcd2,c4,c3,27,p3,?,surb={'id': '365acfd5-d0b1-4ded-b946-5d2fc7b540d5', 'route': ['p3', 'e8', 'i10', 'x6', 'p1', 'c4']}
1769748537.9911482,RECEIVED,c213506e-67d8-4aae-a2d5-5d663fea3d7d,63801cfa-8c14-47b3-b865-a8c0e7371b15,c5,c3,27,p3,?,surb={'id': '51db80e2-192e-4199-93e2-209e12ed4809', 'route': ['p3', 'e5', 'i3', 'x9', 'p2', 'c5']}
1769748538.4391136,RECEIVED,5e45b802-5021-49df-b50c-530f61214dd5,dc5e6d53-7d14-41d1-8b5e-010dde7ccd56,c5,c3,26,p3,?,surb={'id': '587c748e-65d8-4eac-8488-9ce0b4179aa7', 'route': ['p3', 'e9', 'i5', 'x7', 'p2', 'c5']}
1769748538.5267172,RECEIVED,0f701082-a793-4b68-bfe8-349df452798c,4897f061-e486-49c5-a18c-de23b0b79b8b,c4,c3,27,p3,?,surb={'id': 'a1dd8ac4-41a3-4022-9832-16903a601d2d', 'route': ['p3', 'e1', 'i1', 'x9', 'p1', 'c4']}
1769748538.8425233,RECEIVED,725783b5-564e-48df-a158-e852ef523348,687beedb-0b55-4a5c-8caf-50ab3e473062,c5,c3,27,p3,?,surb={'id': '9bd7af3f-0825-440a-8a50-61f57f8253f6', 'route': ['p3', 'e10', 'i12', 'x2', 'p2', 'c5']}
1769748539.0846162,SENT,76461974-384d-420e-8925-58e700343620,b7d30e5d-5790-45b2-b931-572844f754af,c3,c4,3361,?,p3,
1769748539.0847507,CREATED,d95dc7c6-fd30-4511-a155-394ac7c7afa0,83e50c09-5bc0-428c-bdd4-8d9e1e41dac8,c3,c4,27,?,?,surb={'id': 'd300b26e-0a6a-487b-84c4-7fd81933c648', 'route': ['p1', 'e4', 'i5', 'x2', 'p3', 'c3']}
1769748539.2787762,SENT,2892d3dc-2e44-42ef-b5fc-a68f2ff8abb1,5eb395ce-4750-4791-b476-dc99c2363d15,c3,c4,3368,?,p3,
1769748539.2789288,CREATED,1d2c1b85-50a9-4e6f-8965-bda877a66484,d9af1ff7-c41a-4c3d-a14f-2fb0ecd01638,c3,c4,27,?,?,surb={'id': '87c07e6a-3950-4040-a18e-2b07f3664cd4', 'route': ['p1', 'e6', 'i6', 'x5', 'p3', 'c3']}
1769748539.4679444,RECEIVED,17065966-c9b3-4579-ad0d-175c538844f0,cc3ed06a-5a92-46eb-a5f6-bb59bc6e7fab,c5,c3,27,p3,?,surb={'id': 'bb0d4776-c764-4ea7-ae6d-a9090c657c1d', 'route': ['p3', 'e1', 'i9', 'x10', 'p2', 'c5']}
1769748539.6486156,RECEIVED,a92fed75-7eae-4efb-941e-2d7eefe6dbcc,004edba5-fe78-4f6c-b17d-0b3432a7cef0,c5,c3,26,p3,?,surb={'id': '5332fab2-52f1-464b-8e3e-05acd8ddf562', 'route': ['p3', 'e6', 'i8', 'x7', 'p2', 'c5']}
1769748539.7256796,RECEIVED,a90759fa-b664-4c51-af5d-b6c74dc30d63,3119ae59-2a79-4f30-b0f1-8356852982dd,c4,c3,26,p3,?,surb={'id': '70e6fbc7-4e0b-4e56-9063-44e38e963469', 'route': ['p3', 'e12', 'i4', 'x12', 'p1', 'c4']}
1769748539.7973778,SENT,6539eb1c-1bbe-4314-81a5-b88de655081d,8f5ccdc3-4f45-4c62-bf8b-79f95dcb4904,c3,c4,3386,?,p3,
1769748539.798159,CREATED,64edfcd8-1da5-4a0d-8520-08dca41157c9,19874f6d-fd43-4d7e-8806-de5fbcb8245e,c3,c4,26,?,?,surb={'id': 'e3010138-46b8-4978-b4be-9294afc92375', 'route': ['p1', 'e2', 'i6', 'x7', 'p3', 'c3']}
1769748539.878002,RECEIVED,cd0cf7ed-6ce0-4573-a6f4-b19bf4e061da,8c85f063-7940-4130-9cc2-dd27ce92c1c3,c4,c3,27,p3,?,surb={'id': '7d9e64cb-9014-439d-b3f5-51f577af150d', 'route': ['p3', 'e11', 'i3', 'x12', 'p1', 'c4']}
1769748539.8848264,SENT,ab82d1e1-27ef-432d-b937-0623e1fc99ae,3504c7bf-af50-4a3a-9884-51137eab60ba,c3,c4,3400,?,p3,
1769748539.8849623,CREATED,25c06d3e-9fe0-45f0-8915-051b9e7174ef,f261f2f3-98c5-453a-98e3-c4781468e338,c3,c4,27,?,?,surb={'id': '8c1393d4-a3fc-433e-a9f9-f4a990fecac7', 'route': ['p1', 'e4', 'i6', 'x8', 'p3', 'c3']}
1769748540.0852363,RECEIVED,27e06f30-68ea-4c73-b49d-d83008676942,4bd58c42-4731-46de-81ac-2174fe9faa44,c5,c3,27,p3,?,surb={'id': '1d3dfd11-82a6-4a9e-836e-8883b50372a6', 'route': ['p3', 'e4', 'i12', 'x8', 'p2', 'c5']}
1769748540.3643858,RECEIVED,9f20cf0f-4b2c-4212-bef2-83538ec13a7e,ceaee83c-631c-49e9-84f2-8fce8aec17ed,c5,c3,27,p3,?,surb={'id': 'a914b5d1-7dc4-4cc8-bbff-29af6ad7636c', 'route': ['p3', 'e7', 'i10', 'x2', 'p2', 'c5']}
1769748540.3978443,RECEIVED,e2bdf34b-7eec-4cff-9eb1-ff8a05b238ec,ba3f01ce-4a90-4264-8bd4-e878759ed376,c5,c3,27,p3,?,surb={'id': 'eac3ba4d-963e-4602-871a-712c539922cc', 'route': ['p3', 'e4', 'i2', 'x9', 'p2', 'c5']}
1769748540.476675,RECEIVED,a3d8905a-38d9-4217-baf2-a8c62351bfb2,e5e387ca-08c1-4628-86a8-ce66eb23f1c4,c4,c3,27,p3,?,surb={'id': '5a075c27-e183-4db4-9760-3a59d2270b9e', 'route': ['p3', 'e7', 'i8', 'x3', 'p1', 'c4']}
1769748540.5491285,RECEIVED,9811660b-f4af-4d94-91d2-0794d2c627b5,6a6b8694-90f0-4264-a70b-6a7a3620b038,c4,c3,27,p3,?,surb={'id': '174433bc-212f-481d-af80-6155587682d8', 'route': ['p3', 'e10', 'i12', 'x4', 'p1', 'c4']}
1769748540.5535824,RECEIVED,d8d68df2-0824-4bc9-a591-4d0096b1a2ed,eb51c54d-fcc1-4011-aae0-e98d1f3863b4,c5,c3,27,p3,?,surb={'id': '92f4b37a-1604-48bf-a593-cb6c7de3b527', 'route': ['p3', 'e9', 'i2', 'x4', 'p2', 'c5']}
1769748540.5728946,RECEIVED,04a9d7e7-a876-4c64-8b7e-7baa86e17792,31d751d4-f4b9-4421-a348-43caa6ca43aa,c4,c3,27,p3,?,surb={'id': '261b3d12-2993-46ac-9592-03c6b8976f93', 'route': ['p3', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769748540.653139,SENT,140286b1-6364-441d-9d36-94bdba655696,99321d74-1f57-4a93-8349-d9ca431d53d5,c3,c4,3359,?,p3,
1769748540.6533031,CREATED,4cf9296b-e937-4939-b379-ac77dfb9dbba,a4098436-ea6f-49ac-9ec4-d49ee67b5422,c3,c4,27,?,?,surb={'id': '36ef773f-6b23-4046-9d44-ba72f4b92b69', 'route': ['p1', 'e3', 'i12', 'x1', 'p3', 'c3']}
1769748540.849514,SENT,11a404f6-00da-4022-b979-05254290aa97,5a930dd4-5f64-4e20-b7e6-a5cf3215788c,c3,c4,3376,?,p3,
1769748540.849662,CREATED,40b682a7-92c3-4fd2-97c8-f874a4008a37,3c7e4eb6-3180-4e29-ab83-f446852582bc,c3,c4,27,?,?,surb={'id': 'ea1c3c1c-e7d2-4a68-bda4-cf40c950a922', 'route': ['p1', 'e4', 'i1', 'x2', 'p3', 'c3']}
1769748541.0759401,RECEIVED,4d52b7d5-d940-4d8c-b9b9-49232d412067,93d5a9aa-85c1-434b-b06f-395b449d837c,c4,c3,26,p3,?,surb={'id': '5e932538-3acd-4d85-b31e-0edf47428f5a', 'route': ['p3', 'e11', 'i9', 'x5', 'p1', 'c4']}
1769748541.3012905,SENT,4cc22f2f-ac96-4349-84ee-6d61a709d44d,803743e2-7c6b-47d0-ba33-8e8478bda78d,c3,c4,3383,?,p3,
1769748541.3014548,CREATED,bbc0b312-96dd-4550-bf87-49bae1031c67,090e833c-1efa-43c4-b721-025c9fa51ed4,c3,c4,26,?,?,surb={'id': 'fb02c98e-4d10-43c9-a102-538d7761c03a', 'route': ['p1', 'e6', 'i5', 'x6', 'p3', 'c3']}
1769748541.5968246,SENT,4ec525eb-93cc-4b4d-b7d9-857d7d77d5da,89188eb8-ad89-40ca-9339-b4e6c1450fb5,c3,c4,3379,?,p3,
1769748541.5969748,CREATED,98a6c722-b806-4261-943a-a3de1b7ce158,a49a518b-45c5-423e-9dbc-7426a1ea1588,c3,c4,27,?,?,surb={'id': '4faa38ea-567b-40f5-9757-db3898c5dfa3', 'route': ['p1', 'e1', 'i6', 'x4', 'p3', 'c3']}
1769748541.6355476,RECEIVED,ad3e5977-d260-4bcc-adb9-9e177e7407d0,5494b533-b282-4e3b-bae6-9e0343dbb60e,c5,c3,26,p3,?,surb={'id': '97cff76f-aa43-45b6-9d14-376d88f3f1e0', 'route': ['p3', 'e11', 'i5', 'x9', 'p2', 'c5']}
1769748541.692335,RECEIVED,ff429a44-58bc-4a20-8968-a28375a0a14b,f6d999bb-3c35-4066-8bc3-d15360595c24,c5,c3,27,p3,?,surb={'id': '98dcd3c0-b7c9-4c3e-87fb-183179fd2c40', 'route': ['p3', 'e1', 'i4', 'x2', 'p2', 'c5']}
1769748541.880437,RECEIVED,3e44c137-02b2-46e0-967f-25db31a6a987,918c460b-11b0-4c63-9042-d25c77d18880,c4,c3,26,p3,?,surb={'id': '710bcaa4-2a25-4dd1-ae7c-ed00048a3d16', 'route': ['p3', 'e8', 'i2', 'x12', 'p1', 'c4']}
1769748542.0282087,RECEIVED,6c439fad-0e99-4c78-8632-df5c60e96111,c37d73cf-899d-4b67-874d-f0fe765fecd4,c5,c3,27,p3,?,surb={'id': '66b5229b-6508-4bd1-952d-47e4bbe96d24', 'route': ['p3', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769748542.0819097,RECEIVED,6e7c03d2-73b8-4ec3-a006-effe73856242,0670e01b-db89-4493-8a8b-114fb9c550b2,c4,c3,27,p3,?,surb={'id': '7e44e43e-985f-4d60-8c80-daeb24e7a35b', 'route': ['p3', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769748542.1055925,SENT,212a0743-fccc-46ae-8526-587e21fb03c4,9d338b0f-e2a7-492b-9e4f-549de9410b76,c3,c4,3383,?,p3,
1769748542.1057158,CREATED,c563d4db-9336-435b-a36f-0fcb30a525b6,597a15bb-b999-4ec6-9aa2-11e5d25d5b01,c3,c4,27,?,?,surb={'id': '337027c9-2c87-4a23-b152-1b561ec269b1', 'route': ['p1', 'e3', 'i9', 'x5', 'p3', 'c3']}
1769748542.256293,RECEIVED,35e9201a-a8e0-4f0e-8e68-ee75a8ceb732,0537dd42-215e-4cec-9951-8d0d9891bfa7,c5,c3,27,p3,?,surb={'id': '17d30e98-336f-4e8a-8e05-704945952b7f', 'route': ['p3', 'e1', 'i9', 'x2', 'p2', 'c5']}
1769748542.2641506,RECEIVED,141a2613-c164-420d-9db1-284f73891530,28e9423e-3f72-4bfc-8490-3b53674f72fa,c4,c3,26,p3,?,surb={'id': '3889ef84-96ff-4556-a310-335fe9038e61', 'route': ['p3', 'e12', 'i6', 'x12', 'p1', 'c4']}
1769748542.3359172,RECEIVED,f31c2b26-ee47-4448-9509-79ea4ed08437,bffe5152-3e85-4ccb-856c-2f86e75daffe,c5,c3,27,p3,?,surb={'id': '7c21fc2e-1fae-4105-90d2-54f26484dbc6', 'route': ['p3', 'e4', 'i7', 'x12', 'p2', 'c5']}
1769748542.9526198,RECEIVED,e46dcc0e-cdab-4856-a62e-e21a8a79b2b7,64ba5b1d-6eaa-4df2-a47d-a756741f2274,c4,c3,27,p3,?,surb={'id': '3f3506e1-d685-4cad-9ae3-a4e6446ac83b', 'route': ['p3', 'e2', 'i12', 'x9', 'p1', 'c4']}
1769748542.988727,RECEIVED,5494b433-25fd-452c-84d3-7206eda68ad9,2e232cea-2896-4135-8337-7dae1fcc9581,c4,c3,26,p3,?,surb={'id': '53e907b8-20f3-4a2c-a04c-4781b05c2786', 'route': ['p3', 'e5', 'i9', 'x2', 'p1', 'c4']}
1769748543.3049123,RECEIVED,d0b40348-a4d8-4b55-b9e5-802cd8eed0b1,7adcf3c2-a103-47c1-bfa2-42cd7bfebaf8,c4,c3,27,p3,?,surb={'id': '7d1b3570-9944-4d53-8b83-929569b519b7', 'route': ['p3', 'e12', 'i6', 'x3', 'p1', 'c4']}
1769748543.3318295,RECEIVED,93a7ab6e-3b89-4d84-a79a-41734f66282f,ea9bc283-3de3-4a6f-984e-a9c1c9a2cca8,c5,c3,27,p3,?,surb={'id': 'cad01dcc-c544-4a2c-9b26-5b021a5e2536', 'route': ['p3', 'e6', 'i3', 'x12', 'p2', 'c5']}
1769748543.5021317,RECEIVED,41c45e9f-81fd-4c61-a109-04ec887bafd2,7ef595cd-22b1-4eec-a3ef-b4e77addb229,c4,c3,27,p3,?,surb={'id': 'af985363-eefb-47a0-b588-cf33bfd97e6d', 'route': ['p3', 'e7', 'i2', 'x11', 'p1', 'c4']}
1769748543.5213096,RECEIVED,e8ba2927-c99e-43e0-b84f-b9cb32702c2f,33b81244-22f3-4365-a1f9-de4007ad15ca,c5,c3,27,p3,?,surb={'id': '429216e1-9ec2-4430-8451-e490cb58992d', 'route': ['p3', 'e3', 'i2', 'x7', 'p2', 'c5']}
1769748543.5672026,SENT,9af6daac-3887-4c79-86b4-4758aefcce13,4d71f07e-c75b-48a9-84d9-607547670938,c3,c4,3379,?,p3,
1769748543.567347,CREATED,67d3b3e0-e0b7-4af5-956d-86a3ba94d6a5,c46fd69a-25f4-4b3d-8989-83f2ffd0d362,c3,c4,27,?,?,surb={'id': 'd5a12004-da71-41df-af0d-833981ecb4cb', 'route': ['p1', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769748543.675935,RECEIVED,43d89660-bb39-4fc3-a4a5-49cf1d9dca2b,9b53567b-5713-4383-9166-d7e2e027eb2a,c4,c3,27,p3,?,surb={'id': '8a5f3a21-f80f-4315-924f-c83bbcec26a7', 'route': ['p3', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769748543.7458532,SENT,6ad830e3-fa5d-4910-b386-6af3607652c1,c149fc4c-00c8-4538-a499-f8a8e5b1eb23,c3,c4,3391,?,p3,
1769748543.74599,CREATED,8a4ba5e5-7fea-4596-85f6-2c9af41fd545,8b98b08b-2f7c-4bcb-9cab-8d65c0ac58d1,c3,c4,27,?,?,surb={'id': '8aa76e69-6ea3-43e6-a4fe-5356e975abfe', 'route': ['p1', 'e8', 'i10', 'x11', 'p3', 'c3']}
1769748543.821499,RECEIVED,595cd202-84fd-4792-8267-268bf49eaa47,84051733-44c9-4200-a475-fcc947037934,c4,c3,25,p3,?,surb={'id': 'cdc00ff9-2243-4c3c-b6d1-d3b6ac236a5a', 'route': ['p3', 'e12', 'i1', 'x7', 'p1', 'c4']}
1769748544.093761,SENT,fe46c3d6-d358-46a9-baf4-f3d91ccb1f66,a982610d-82a7-4f0c-8d9b-098e1fd83f8a,c3,c4,3372,?,p3,
1769748544.0939074,CREATED,bd353dc8-2a4e-477b-a547-4279475b1ef0,2711ac82-6c38-44ca-9bc5-e13c96bad2f8,c3,c4,26,?,?,surb={'id': '4a2586b1-3128-434b-8f89-63797fe6552e', 'route': ['p1', 'e5', 'i3', 'x12', 'p3', 'c3']}
1769748544.2191975,RECEIVED,20dc30ae-6b36-4a47-91d8-08ddef3911ba,455e043f-5a62-4103-b836-ca1e2002f70a,c4,c3,26,p3,?,surb={'id': '36a9def4-2fdc-41e3-8945-c93cd195f81e', 'route': ['p3', 'e12', 'i11', 'x4', 'p1', 'c4']}
1769748544.35459,SENT,42d2f9d4-11a7-4423-a124-8f03ec35ccef,b0e93fec-4935-4806-be66-f216263d7e62,c3,c4,3406,?,p3,
1769748544.3547242,CREATED,cce1f734-9958-4070-84b2-8efd1fe41721,f667a3da-ccb4-4bd8-a463-5b3193a3bd09,c3,c4,27,?,?,surb={'id': 'bc030c65-824b-453b-a334-74f857583abb', 'route': ['p1', 'e4', 'i5', 'x1', 'p3', 'c3']}
1769748544.4461267,RECEIVED,d868c3e6-7cf5-43c1-94fd-9a4f27ca0ebb,f3257983-6cef-46b7-8296-7c7027ec25a4,c5,c3,26,p3,?,surb={'id': 'dccf0b01-3370-475c-b58f-5d4e4451ec35', 'route': ['p3', 'e10', 'i6', 'x5', 'p2', 'c5']}
1769748544.7566576,RECEIVED,12a655a4-8731-4349-9188-026073179e0b,4b938e76-932f-4861-b04e-c4b8ba9fa3e2,c5,c3,27,p3,?,surb={'id': '64f784af-9a19-41ab-9fb5-14a8e02060a0', 'route': ['p3', 'e3', 'i5', 'x11', 'p2', 'c5']}
1769748545.0956604,RECEIVED,8854115c-78eb-43d2-b6fe-f7753ed26f7b,4e646b9d-8e76-4549-b072-18873e219c62,c5,c3,27,p3,?,surb={'id': '4e5b8660-a52d-471f-95e8-fdcff41aeb4f', 'route': ['p3', 'e11', 'i8', 'x1', 'p2', 'c5']}
1769748545.230357,RECEIVED,8ff1982e-606b-43d4-aeaa-a1894cbe4914,b7fae1ed-19ab-4733-b577-9d9c5eda34d2,c4,c3,27,p3,?,surb={'id': 'a108e7a5-d4b6-42f8-84c6-84a633eec5c8', 'route': ['p3', 'e9', 'i9', 'x12', 'p1', 'c4']}
1769748545.2414234,RECEIVED,2b9e4b05-7ca6-4af6-b72a-529121f4ccca,fe519076-c40e-4968-adca-6cec6961e738,c5,c3,27,p3,?,surb={'id': '747c5b14-5ebb-48f4-8f14-42d104624874', 'route': ['p3', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769748545.3251355,SENT,9481384e-35ba-40bb-a090-f479be0a0fea,b5a9a364-126d-4db5-9e2d-50df1cb426fa,c3,c4,3384,?,p3,
1769748545.3252733,CREATED,38100126-f4f6-48dd-8cae-9ab34289ac9c,cd24d44b-de53-42ad-84d2-5c14d77f8aae,c3,c4,27,?,?,surb={'id': '8ab9a53c-0c9c-40b2-b2fd-33401c6b662b', 'route': ['p1', 'e5', 'i7', 'x3', 'p3', 'c3']}
1769748545.541466,SENT,62fbb006-2286-4c2c-9db9-4371cdb7d626,92ae3029-89bc-47e7-8d46-6993080083a8,c3,c4,3388,?,p3,
1769748545.5415988,CREATED,57b401ac-97ee-45fa-a3f6-6f86a0efecaf,eae29c0a-be59-4eb0-90a8-801ad90ff265,c3,c4,27,?,?,surb={'id': 'abc251ea-ffbb-4132-87f0-09b1d1df9905', 'route': ['p1', 'e4', 'i2', 'x11', 'p3', 'c3']}
1769748545.7938733,RECEIVED,6aa2af11-0e55-4e06-a3bf-9e963bae6eee,1183c211-3b34-4cec-80dd-4d0ccee02f96,c5,c3,27,p3,?,surb={'id': 'ba7cfaca-3ca7-4c13-9a30-c257bd0914e2', 'route': ['p3', 'e12', 'i4', 'x4', 'p2', 'c5']}
