timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769472872.7532868,SENT,56fbb9b5-e2f9-46b1-94cb-7acf07a2976b,7274ca5b-e80d-419b-8447-02a6ce58925d,c4,DROP,2016,?,p1,
1769472872.753428,CREATED,cf8d97f9-bd58-4bba-95cb-0cfb9db47757,91928d3f-2170-4f76-9e32-015b649a4243,c4,DROP,26,?,?,
1769472873.3740196,SENT,567b20a3-7b49-42ba-af39-f2ac3aa5747a,77031b37-b58d-4b51-9c6a-bdd53f264440,c4,c3,3376,?,p1,
1769472873.3741903,CREATED,009b393f-53a5-4dc5-bcac-9e9da0d4e325,0b8e7b6a-a909-4552-b69b-ce52f5a523ce,c4,c3,27,?,?,surb={'id': 'f2832fc0-1ac1-4a6d-b914-e4cf28a9c19a', 'route': ['p3', 'e1', 'i12', 'x6', 'p1', 'c4']}
1769472877.5220237,SENT,0fea09af-e0d4-41fb-9f11-00a3cc5ae1c9,e9d4445d-777a-43bc-b739-dbec017d0641,c4,c3,3375,?,p1,
1769472877.5222158,CREATED,d98db03b-8972-4ab5-80bf-b83c759509fa,ceb61a77-34ca-4d17-9bfa-c674afff7d41,c4,c3,27,?,?,surb={'id': '007cfc47-da59-454d-9a3b-4995fc3b3108', 'route': ['p3', 'e7', 'i11', 'x9', 'p1', 'c4']}
1769472877.7186186,SENT,3b9d3e80-4de7-4f9e-b637-02c0b49a558e,f1367a22-2440-42eb-8ec4-04b6bc090b01,c4,c3,3391,?,p1,
1769472877.7187715,CREATED,992e9bb6-4e08-435e-8599-b1fef00fe4ac,a83ef0f9-6a8b-44af-a9f0-7138c7f98cd8,c4,c3,27,?,?,surb={'id': 'fe3e5e65-5a0e-4c45-ba8e-571a4bc02ff3', 'route': ['p3', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769472878.0439856,RECEIVED,7f7c8bb5-974e-4eea-a84d-90a7ea9971fd,2d8efb63-3d28-42c9-a110-4651b53add82,c3,c4,27,p1,?,surb={'id': '80e34745-48e6-46a5-ad3a-ba447f01521c', 'route': ['p1', 'e6', 'i8', 'x10', 'p3', 'c3']}
1769472878.3700745,RECEIVED,0afcb669-7830-4f25-8711-a7096ab13f8a,ad217d6d-e7d5-4732-80d5-188973c040d3,c3,c4,27,p1,?,surb={'id': 'ffdd7563-65de-4ac5-8e1e-a770d57f2f49', 'route': ['p1', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769472878.5814776,RECEIVED,ca5bcfd3-3d48-42de-a989-d0298c56284a,ececf7cd-d673-4b09-937a-1077fb3fe2c3,c3,c4,26,p1,?,surb={'id': '1bce15f9-674a-4c01-a6be-c8006e69453c', 'route': ['p1', 'e9', 'i9', 'x3', 'p3', 'c3']}
1769472878.6680152,RECEIVED,9c936467-ff74-4105-94a8-50fce55482b0,84ed836c-7b85-4f80-b21d-1d25a5f1fe9e,c3,c4,26,p1,?,surb={'id': '242314dd-4f9f-4063-a55b-a7fc2bc9ef30', 'route': ['p1', 'e6', 'i7', 'x10', 'p3', 'c3']}
1769472879.268143,SENT,daafca65-3781-4a69-9171-a2e18a4a778c,3c6bf3d6-df03-4bc0-b3a9-04731497c2eb,c4,c3,3358,?,p1,
1769472879.2683156,CREATED,bd7d6559-9e58-43cf-a487-2d341307c6b6,8785177a-bf94-4972-87ec-8585c5e42927,c4,c3,26,?,?,surb={'id': '0d37b40b-56de-4cb2-8458-d5ea9627c010', 'route': ['p3', 'e8', 'i11', 'x12', 'p1', 'c4']}
1769472879.5122306,RECEIVED,78e1d54c-9217-4bc3-87a5-8f9782b098ad,695a0243-a1c5-44a0-b684-3df05f52e1a5,c3,c4,26,p1,?,surb={'id': 'dbf6dff1-9ca9-4c54-9dd0-d74059cb7644', 'route': ['p1', 'e10', 'i9', 'x4', 'p3', 'c3']}
1769472879.7200947,SENT,b3c353f1-86ce-4d00-ba9a-6260eea707fd,d407a590-1b42-4ade-acda-73fcec568cbb,c4,c3,3392,?,p1,
1769472879.7202492,CREATED,d0f41279-907b-4f8e-b171-f3e2fa786125,5d79a125-33e9-41bc-956d-cdb985e08a97,c4,c3,27,?,?,surb={'id': '6889e6a6-45eb-4872-9f50-9c557f2c26f0', 'route': ['p3', 'e8', 'i1', 'x8', 'p1', 'c4']}
1769472879.7483077,RECEIVED,f8189e2f-50b5-4077-ad65-80fff4e87bc4,3699680b-fbea-437a-aad7-6acc194e3707,c3,c4,27,p1,?,surb={'id': '5de851a5-487d-433c-b2b2-f962162a9249', 'route': ['p1', 'e5', 'i3', 'x9', 'p3', 'c3']}
1769472879.919363,SENT,b3ec619e-13e2-46ab-b275-3c6a5487142f,2a447db2-a1e2-4bb3-92fd-116df6b39a74,c4,c3,3364,?,p1,
1769472879.9195037,CREATED,21c1f6b9-a7b5-4d28-a9ff-730400cdd0b5,0dc60c15-3954-41b2-af01-5e07b1c53787,c4,c3,27,?,?,surb={'id': '077bc4ef-d4fc-4961-9a94-b46fc89ce030', 'route': ['p3', 'e8', 'i7', 'x12', 'p1', 'c4']}
1769472880.0394938,SENT,4f868678-5963-4419-a84d-a4eaef9db4a9,af4d8443-b2e0-4c30-a784-540c80f5076d,c4,c3,3388,?,p1,
1769472880.0396686,CREATED,cb0dfc70-4426-4868-a5bc-12e331026855,274117a5-a939-45b2-ae27-898c4981fb5e,c4,c3,27,?,?,surb={'id': '3cb9acda-f246-40ad-b49a-88a00f238316', 'route': ['p3', 'e6', 'i9', 'x12', 'p1', 'c4']}
1769472880.3565962,SENT,c71672df-5f65-47f8-8eaa-7cb4fdbd114d,b9576182-c714-411b-949e-2dfe7cd4634a,c4,c3,3376,?,p1,
1769472880.3567421,CREATED,eacdc656-1cdc-4bb8-a49c-52c74aa65c70,5f5b0ea9-5868-4d60-ab1a-7bcd16f718c8,c4,c3,27,?,?,surb={'id': '373a193f-09f4-446c-a946-5ed0f3299cb2', 'route': ['p3', 'e5', 'i8', 'x8', 'p1', 'c4']}
1769472880.719365,RECEIVED,7cce5d25-47d3-411d-86c7-2a0f7bce8525,52f8184e-3505-4e98-a630-e8a3011f11b5,c3,c4,27,p1,?,surb={'id': 'a8d7b04d-d4e6-4526-b45d-5166aa3ee0a2', 'route': ['p1', 'e6', 'i6', 'x8', 'p3', 'c3']}
1769472880.7666676,SENT,b20a556b-1ca5-4f97-9de5-77af988708e7,6fcffa69-5e78-4686-8fd6-b3c8b072d536,c4,c3,3401,?,p1,
1769472880.7668161,CREATED,b473de6c-dac0-4a68-adab-8cbece8b0df2,57dfbf07-6e9e-477c-a607-e8acae085dac,c4,c3,27,?,?,surb={'id': '8f63e835-2369-4fc9-9561-17bf39851013', 'route': ['p3', 'e4', 'i9', 'x8', 'p1', 'c4']}
1769472881.0822601,SENT,169d6325-4858-489c-a57d-cae2a91e17c2,b0016743-2647-46b5-b351-502567b1b714,c4,c3,3375,?,p1,
1769472881.08242,CREATED,df9f4429-d22d-4e54-ba86-60bdd0c0f525,1f8391fc-8c9c-4004-b954-50a608e9f93a,c4,c3,27,?,?,surb={'id': '6b3d9c74-314f-49a0-8261-adb5b5595121', 'route': ['p3', 'e8', 'i8', 'x4', 'p1', 'c4']}
1769472881.3815422,SENT,a385bf1c-b19c-4e28-abc9-bfbeb02848fc,7a3ecaf3-8b11-47cc-92c5-10b05058ad5f,c4,c3,3379,?,p1,
1769472881.3817616,CREATED,c99e53c8-e55b-40ff-afd0-731b56132b87,7a74c681-1dfc-4ff1-9494-c472662ae42a,c4,c3,27,?,?,surb={'id': 'a83dda1d-52da-4944-b7ca-862610eab302', 'route': ['p3', 'e5', 'i5', 'x3', 'p1', 'c4']}
1769472881.490556,RECEIVED,9d7d410a-5d7f-4cd0-b097-fd0ad12dcbca,a2114326-0150-418f-9925-54fd69c040af,c3,c4,27,p1,?,surb={'id': '0e10f6ab-33c5-4752-92de-733b37d8ddc5', 'route': ['p1', 'e2', 'i3', 'x3', 'p3', 'c3']}
1769472881.5729096,RECEIVED,6d95ac5c-e55c-4ef6-8ac2-7a3114ca4175,f0f33437-a440-480b-851e-62c753e0dfc3,c3,c4,27,p1,?,surb={'id': 'e4de1702-1bf5-47e3-9303-92a4fdc277d6', 'route': ['p1', 'e7', 'i5', 'x9', 'p3', 'c3']}
1769472881.652631,SENT,d2b956ec-ab0b-44c6-ae4c-f7c5b88ceeff,614a867a-391b-4c38-b17a-15edf826e336,c4,c3,3387,?,p1,
1769472881.6527739,CREATED,faf3f4e1-a91c-48bf-a01b-f3d5b6b52459,674857d7-479a-4ace-b897-9063e67ea7a6,c4,c3,27,?,?,surb={'id': '68916b9d-1ba4-4444-b3e8-418d78d20121', 'route': ['p3', 'e9', 'i9', 'x5', 'p1', 'c4']}
1769472882.0116415,RECEIVED,9cacc4eb-e017-4bdd-af1a-a790eee978b7,68f195a2-e2cf-43b6-af6d-6311908c2264,c3,c4,27,p1,?,surb={'id': '97441611-280d-4bc8-b166-45e47b456106', 'route': ['p1', 'e3', 'i5', 'x10', 'p3', 'c3']}
1769472882.1655705,RECEIVED,12df5bc4-b341-4b5b-9ae7-4596bd597503,762802bc-357e-4505-8bc5-ee6b67d280ba,c3,c4,27,p1,?,surb={'id': '4257c514-b6f9-45bc-b1ac-09db515d2e58', 'route': ['p1', 'e12', 'i4', 'x4', 'p3', 'c3']}
1769472882.2764983,SENT,38cce3d7-38d0-4dbe-9012-60b902c3db5f,eb98e5bc-1045-446d-8638-1850fbc8c46f,c4,c3,3380,?,p1,
1769472882.2766466,CREATED,116a5334-8e9a-4a03-ac3e-c54a4fa7f2e2,9d837b88-0586-4918-9ae1-319bdee87793,c4,c3,27,?,?,surb={'id': '96ac515a-b8b2-45b6-b458-dbde5422d2e9', 'route': ['p3', 'e4', 'i1', 'x5', 'p1', 'c4']}
1769472882.3504312,RECEIVED,a284649e-422f-4c02-896c-d766033c5984,590b8ffa-c8cc-49dd-bc52-3fa870c31176,c3,c4,27,p1,?,surb={'id': '484352c6-7685-4db4-9b73-ce3eceeae9fa', 'route': ['p1', 'e7', 'i10', 'x1', 'p3', 'c3']}
1769472882.508386,SENT,d7fce859-4782-412b-8b7f-fed8c54b21ea,e48d2dfe-2a0b-402a-a439-e65216bcc443,c4,c3,3362,?,p1,
1769472882.5085375,CREATED,61d40f92-04dc-4f1b-8fd3-59395b324bf2,cddeed32-1a4e-445f-819c-79177af0247e,c4,c3,27,?,?,surb={'id': '40994e22-9b0e-4981-9da5-1a0843a77244', 'route': ['p3', 'e9', 'i6', 'x6', 'p1', 'c4']}
1769472882.8055253,RECEIVED,95860344-f87a-4831-8d69-93ad824efabf,35b66164-23ea-4d46-ab3b-3f822c98ed9a,c3,c4,27,p1,?,surb={'id': 'fa3c74a8-80a9-4bba-a1db-8e6f60c40b56', 'route': ['p1', 'e5', 'i1', 'x7', 'p3', 'c3']}
1769472883.11512,SENT,839b336e-5e16-434b-9e31-0623b10c24ed,11e20629-7fe8-4fce-96c5-f4d0e910c448,c4,c3,3360,?,p1,
1769472883.1154187,CREATED,25e42819-74c7-4024-860c-af978e88a355,2b10d785-d329-4fa7-bfe2-a5a4be388f86,c4,c3,26,?,?,surb={'id': '306b9390-eca3-4bf0-808b-0b7e00e58ae4', 'route': ['p3', 'e1', 'i7', 'x8', 'p1', 'c4']}
1769472883.554614,SENT,409ce701-81a0-49ff-a061-df4e092f34b4,81b7376b-eb3d-4f7c-99a0-dea6f732c707,c4,c3,3371,?,p1,
1769472883.5547493,CREATED,dce14f56-0f17-496d-830d-5e9a1089badc,356274ce-d475-4e62-bb2b-ad8c339c19e0,c4,c3,27,?,?,surb={'id': '2d772647-3bb1-4fb5-ac20-6b6167eb5575', 'route': ['p3', 'e3', 'i1', 'x9', 'p1', 'c4']}
1769472883.5645916,RECEIVED,acd97951-cdc4-454e-9315-dabb6ad29245,3874e13a-4ce1-439d-b8bc-e47cbc707ca8,c3,c4,27,p1,?,surb={'id': '2b3f4601-39bd-482c-8d8c-ede7ce39d4b7', 'route': ['p1', 'e3', 'i10', 'x8', 'p3', 'c3']}
1769472883.908251,RECEIVED,3eb4ba29-fb3f-4f7d-8266-fcb9088ba46d,645a2484-6b72-4eeb-9807-33be715fda69,c3,c4,27,p1,?,surb={'id': 'c5a94fa6-a283-4a6a-972d-5d6291809fe0', 'route': ['p1', 'e6', 'i6', 'x12', 'p3', 'c3']}
1769472884.1029787,SENT,3b1c3777-3b2e-49ea-8395-313c665d8f61,1c8a2400-8b80-4264-9eea-4bfd20606797,c4,c3,3380,?,p1,
1769472884.1031668,CREATED,04b8de0b-8f3f-4259-8a4a-1d26041f00ad,ae84f523-c955-4213-888e-d4fd9c3d1380,c4,c3,27,?,?,surb={'id': 'c919e2e2-1c40-4b5b-84f1-0c17ce07febc', 'route': ['p3', 'e2', 'i7', 'x2', 'p1', 'c4']}
1769472884.2530906,SENT,3b673b3e-ac54-4119-8828-36e8e8c58e2c,ecb9428a-4054-4ae0-9afa-316ee7e5ef28,c4,c3,3391,?,p1,
1769472884.253248,CREATED,dc497228-a0d5-47d1-8020-31a6fd4a8cb2,5462302d-e360-49af-9f6b-b74a21223428,c4,c3,27,?,?,surb={'id': '1e545b11-a49c-404d-80e0-ea6e11d85fce', 'route': ['p3', 'e3', 'i7', 'x7', 'p1', 'c4']}
1769472884.3459086,SENT,31c56259-4c58-4954-9323-fce3eb9b6b2f,7aa2cb2a-44e1-461c-8ffb-c6109cbb356b,c4,c3,3348,?,p1,
1769472884.3460934,CREATED,b56b8994-9802-4686-944d-25936a9e57e2,ede51ef0-9330-46dc-8f62-2ffd27041dc6,c4,c3,27,?,?,surb={'id': '3cb66784-30c0-4aa6-8c78-2be8c0656545', 'route': ['p3', 'e2', 'i4', 'x1', 'p1', 'c4']}
1769472884.3986375,SENT,c1067163-54a6-45c3-a1e7-76d18b1a4d56,921bde4a-d28c-45b5-a3a6-63b78641614d,c4,c3,3366,?,p1,
1769472884.398784,CREATED,8e172ad6-04bc-4aac-99b4-44416953ae27,606b7204-56c2-482a-b245-3299838d8201,c4,c3,26,?,?,surb={'id': '0dca074f-741f-4f6e-a1f2-3aac39df3bfd', 'route': ['p3', 'e5', 'i10', 'x7', 'p1', 'c4']}
1769472884.6453924,RECEIVED,2f1e3824-df42-4212-bea6-d9a199759530,219785a9-587e-43dd-83ac-b975243cd70f,c3,c4,27,p1,?,surb={'id': '937f4fb8-7730-4f4b-888a-1cb2dc34a6eb', 'route': ['p1', 'e4', 'i10', 'x10', 'p3', 'c3']}
1769472885.2598228,RECEIVED,154d898d-ccd2-4916-8fb8-5d6f7d28b6f3,47916d1a-2035-4f5d-a263-6a3e92e73e0e,c3,c4,27,p1,?,surb={'id': '913afc19-1d5d-41d8-840b-4aa552b6c423', 'route': ['p1', 'e10', 'i3', 'x12', 'p3', 'c3']}
1769472885.5335634,SENT,c347881e-8c62-4f77-908a-480873509765,a4d0978e-1175-418e-b4a9-922615ce6892,c4,c3,3371,?,p1,
1769472885.533705,CREATED,a2255003-cb37-4d6a-97dc-76b05b7cc5d5,6187d211-e6a3-48b5-ba2a-d92743f9b702,c4,c3,27,?,?,surb={'id': 'fcc0b246-c049-4670-ace5-8e6d6deddd8f', 'route': ['p3', 'e3', 'i1', 'x5', 'p1', 'c4']}
1769472885.631309,RECEIVED,b84c4d20-ce34-4e63-b242-ad816b17c62c,1ab6aef9-d2d2-4b90-9d6c-dd1632b1e1b9,c3,c4,27,p1,?,surb={'id': '0048682b-1011-4036-ac56-7d41e39ea86c', 'route': ['p1', 'e1', 'i5', 'x5', 'p3', 'c3']}
1769472886.1401632,SENT,23ba01ad-b229-4f64-8bad-4153e06b32f0,6424fd0e-7493-43e0-97cc-ddb31f7f4ba4,c4,c3,3378,?,p1,
1769472886.140308,CREATED,abc814fd-0dab-4b11-a090-148d0ac26133,55f275c6-00e3-4752-9e5a-6b695f0dd3a4,c4,c3,27,?,?,surb={'id': 'b432f9a0-19aa-42b5-8311-c786edc68e50', 'route': ['p3', 'e2', 'i5', 'x6', 'p1', 'c4']}
1769472886.4273183,SENT,bd3f0e89-b2e3-4598-8e60-b359d62bb9d2,7fbbd8f5-e546-47e0-a911-f9daceab970e,c4,c3,3400,?,p1,
1769472886.4274688,CREATED,6e6c0b55-3c94-4292-91f8-b68e6e147e06,97f94d46-c569-409b-aa89-5190fc07abf4,c4,c3,27,?,?,surb={'id': 'd1f1785a-6827-4334-8b54-ba7fb9bae33d', 'route': ['p3', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769472886.4306805,RECEIVED,4d2d9ff0-a4b9-41b3-b63c-ed5dc12d0887,7d9f2748-75d4-4bee-aaee-14104c660ff1,c3,c4,26,p1,?,surb={'id': 'fb742fc1-cbb8-46d3-9450-7736492f17eb', 'route': ['p1', 'e3', 'i1', 'x2', 'p3', 'c3']}
1769472886.4380813,RECEIVED,14212bb7-b83f-490a-b188-727b19dc4212,b4023c42-4b47-4f6c-83c3-e74a680893df,c3,c4,27,p1,?,surb={'id': 'd97bd242-c421-49fa-9ce3-02b2d61e0b8e', 'route': ['p1', 'e10', 'i10', 'x11', 'p3', 'c3']}
1769472886.5479195,SENT,be6a4026-0a2c-4062-803d-71d839ce9189,11027e0d-9b2a-469d-bc49-d78116ce0c4e,c4,c3,3383,?,p1,
1769472886.5480883,CREATED,7ff87c9f-7bbc-4cf6-84ca-717a81fbf0ed,761e1c04-f331-48c8-9439-f28fe485ceb4,c4,c3,27,?,?,surb={'id': 'e7b9f6e7-ff97-4dc3-9e6b-e94aa27326f6', 'route': ['p3', 'e12', 'i11', 'x2', 'p1', 'c4']}
1769472886.8772645,SENT,c43f044e-73e1-43c6-94e3-82bcdfe33e56,095813b4-a544-41cb-ad83-681cd0cf81c3,c4,c3,3375,?,p1,
1769472886.8774154,CREATED,fe2cd724-520b-494a-b92b-2666e21d3e1a,7cf50d6f-a265-4f5e-a15b-563d24770215,c4,c3,27,?,?,surb={'id': '7f46e7ab-867a-4c7c-82be-7b602b895a2e', 'route': ['p3', 'e7', 'i2', 'x8', 'p1', 'c4']}
1769472886.9651232,RECEIVED,8bd57bc3-0cb5-4c23-8e1b-523cbcc038bc,b86b85ef-7d9a-497b-84f9-6d89733bddde,c3,c4,27,p1,?,surb={'id': '688d6599-748a-470a-830a-e514ebf1a20e', 'route': ['p1', 'e1', 'i6', 'x9', 'p3', 'c3']}
1769472886.9706647,SENT,43e8eff0-84ad-4d85-81fe-e703986624f8,852069c5-cca0-424b-b3af-6ca15e8a2a97,c4,c3,3371,?,p1,
1769472886.970809,CREATED,734cc94f-7cb7-4ac4-8e9e-bc4617429182,f58cd26e-292b-45cb-bc79-eaaf1fccaed3,c4,c3,27,?,?,surb={'id': '1e5bd3fa-e9d4-46f7-b38f-e91287d697e3', 'route': ['p3', 'e5', 'i2', 'x6', 'p1', 'c4']}
1769472887.0427942,RECEIVED,3ea1d9d5-0c8f-4d46-80d0-73042eeec668,f9ec0dec-5f52-4e56-8ced-1a1fdac6ef33,c3,c4,27,p1,?,surb={'id': 'a33b841d-6524-426a-9b15-5b9862ceab79', 'route': ['p1', 'e12', 'i5', 'x11', 'p3', 'c3']}
1769472887.209453,SENT,b415602d-7f52-4a78-865a-0869b303072c,b00c4a40-9cdb-4a3a-a242-d9796e2469b6,c4,c3,3382,?,p1,
1769472887.209605,CREATED,8dcbcd0e-8f19-487e-bdb6-b63938904be7,47d427ed-ee8a-475b-9b27-fb18cefdd4d8,c4,c3,26,?,?,surb={'id': '78334a4b-5d7d-4700-8204-a3c133872201', 'route': ['p3', 'e3', 'i2', 'x11', 'p1', 'c4']}
1769472887.536622,RECEIVED,8f9fb7d4-e9aa-4897-b8cb-db9ec0b476c1,fed8733b-2b7f-4b1c-b0d5-56f189d32599,c3,c4,27,p1,?,surb={'id': 'f97fe473-e6f7-4810-8837-5f7a6843c604', 'route': ['p1', 'e5', 'i1', 'x10', 'p3', 'c3']}
1769472887.5511951,RECEIVED,39cecbe2-8b17-44ee-a280-48c8ed2caee2,d5fb6789-fc52-414e-b60e-8a6758d88549,c3,c4,26,p1,?,surb={'id': '5e4922f8-00d1-4626-bdc1-f508bccc3dce', 'route': ['p1', 'e11', 'i3', 'x5', 'p3', 'c3']}
1769472887.766838,RECEIVED,a474f19e-31e2-4584-9558-99b9055d760a,9b97e0fa-bb7a-413c-bf8a-770b5c390048,c3,c4,27,p1,?,surb={'id': '7f9dd01e-d4f2-43e4-9516-259fad99d62f', 'route': ['p1', 'e1', 'i9', 'x7', 'p3', 'c3']}
