timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769473177.8455434,CREATED,8b1b4c46-7965-4a82-b706-5e670791bf27,7d1d8ad0-a25d-4da9-a4a9-c2fcdbad2bef,c5,c3,27,?,?,surb={'id': 'bbce90d5-7c7f-4043-8b85-8942e7b42460', 'route': ['p3', 'e2', 'i2', 'x6', 'p2', 'c5']}
1769473177.8500726,RECEIVED,1a76b34a-9fee-443d-a761-e1e4b8fc5cf5,6adc2780-2279-4d18-8560-6cd787a47af2,c1,c5,27,p2,?,surb={'id': '1ff5133a-10b7-44e5-a5b8-3109e78281de', 'route': ['p2', 'e8', 'i7', 'x3', 'p1', 'c1']}
1769473177.9132674,SENT,d500b052-3038-4e08-b9b5-5c4d94fa65dd,9ce373e9-8e6c-41b5-8b9e-46edf786e819,c5,c3,3375,?,p2,
1769473177.913341,CREATED,d7cee66a-692e-403b-b683-5264faf89073,1884136e-0b8c-4526-91c0-1d6376cbde7b,c5,c3,27,?,?,surb={'id': 'c1948028-1689-4f9a-b272-11cf6bae293f', 'route': ['p3', 'e3', 'i7', 'x3', 'p2', 'c5']}
1769473177.980164,SENT,605f1b82-9882-4d5c-8840-9b0fd96344ed,b2c3f656-4e37-4e22-8837-c5b93db142da,c5,c3,3379,?,p2,
1769473177.98023,CREATED,97b1da96-96d5-4969-8a57-eb066f96f96e,fc9adce4-0d37-4fc2-99d4-c82a4963436c,c5,c3,27,?,?,surb={'id': '5e72fb93-67ce-4e67-a187-12a61a62961d', 'route': ['p3', 'e11', 'i1', 'x8', 'p2', 'c5']}
1769473178.2081273,RECEIVED,3283ac28-2e70-4fdd-8765-a360143f6dfe,7878e9c4-59ea-4315-b8c4-7964244e67ef,c1,c5,27,p2,?,surb={'id': '72735078-ad63-449e-95ec-7aa474241ee7', 'route': ['p2', 'e2', 'i9', 'x4', 'p1', 'c1']}
1769473178.4604971,RECEIVED,82a5a76b-db8b-4124-aed2-6600ca1356c9,acbcfe05-5ee3-4312-981f-60239670f20c,c1,c5,27,p2,?,surb={'id': '3ad9950e-144e-49ba-86a8-ef93c01cdc8b', 'route': ['p2', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769473178.6604548,RECEIVED,692fb989-c62f-4346-8edc-fc63c6976a82,16c91da9-5057-43dc-84c6-1d850f22b9df,c1,c5,27,p2,?,surb={'id': 'ae61159c-8439-4683-89de-fb5bf6c149a0', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c1']}
1769473178.825045,RECEIVED,93264023-6d13-46a9-9ce9-d3cb4aaad4ff,5d89ddc9-533a-4370-8824-65e525ccb778,c1,c5,26,p2,?,surb={'id': 'b2ad95ea-709f-4e72-8a26-8aa0cd42ead5', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769473179.0785606,RECEIVED,c6aa2a2b-d6c8-4c29-b5ef-4f03e13c0aed,dfd35ff1-277c-4525-8ec3-4f18ff975803,c1,c5,27,p2,?,surb={'id': '7e6dc074-0e82-497c-a86c-f69a5f5d6ccf', 'route': ['p2', 'e10', 'i3', 'x1', 'p1', 'c1']}
1769473179.4707212,RECEIVED,6cc4a557-6a6c-4a34-8afc-1dc733d4824c,29b0fcc8-190c-44a3-957a-e2fd9890a020,c1,c5,27,p2,?,surb={'id': '7111790b-e063-4176-a9b4-7ee7951548e2', 'route': ['p2', 'e6', 'i9', 'x8', 'p1', 'c1']}
1769473179.5067656,RECEIVED,d8ffee6e-ab9a-4a3f-b297-f9f97055dec6,a21c8fe3-3b34-4892-8233-2efff6e67e82,c1,c5,26,p2,?,surb={'id': '9cbbbf53-9915-4129-9dbf-5d4e4ed18ed8', 'route': ['p2', 'e2', 'i3', 'x2', 'p1', 'c1']}
1769473179.538865,RECEIVED,eb70c5d6-2dc1-4cfd-b4d2-eb7ceb5abe1b,0eea0d23-8fb8-4e2b-972d-7bb97b02e492,c1,c5,27,p2,?,surb={'id': 'd9ef1649-3e54-44e8-b26a-7b85bf5ec09f', 'route': ['p2', 'e11', 'i11', 'x3', 'p1', 'c1']}
1769473179.5601385,RECEIVED,52fffb9f-28c8-4d7c-aa29-e55bf3871702,f3b17b1f-15ad-416f-969f-1d6177a15df6,c1,c5,26,p2,?,surb={'id': 'd4660d46-a07d-4d4f-aca9-86b4ef134a3a', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769473180.0210066,RECEIVED,5f85c276-784b-4a5c-bbba-4687daf61956,96c67931-716a-4df1-b58a-bcefe4b19445,c1,c5,27,p2,?,surb={'id': '1037c255-5a25-49f0-97e4-49485533291b', 'route': ['p2', 'e4', 'i4', 'x1', 'p1', 'c1']}
1769473180.3562295,SENT,87d6ccec-39a2-4158-a0f3-4e9ae797cbaf,379dec21-e084-4274-a14c-9b6ee569c388,c5,c3,3361,?,p2,
1769473180.356366,CREATED,d194959e-3182-4f59-8b03-ba7ab70a9b75,79ace603-a0fe-4183-ad38-a9c243bd38c8,c5,c3,27,?,?,surb={'id': 'a025396c-25b3-43ed-b888-2f8205e5151a', 'route': ['p3', 'e1', 'i4', 'x8', 'p2', 'c5']}
1769473180.5249074,SENT,da564998-8371-41b4-9c56-273de9d1cdc6,a797c52a-ee70-4ea4-bad5-b04fa30329b6,c5,c3,3404,?,p2,
1769473180.525041,CREATED,d9d99629-525d-4e83-9944-ca6be67fe697,b97514ba-2c12-4ab9-9108-e7d2d043be5d,c5,c3,27,?,?,surb={'id': 'f2e01956-fa55-42f4-8314-e00cd46288a2', 'route': ['p3', 'e6', 'i12', 'x12', 'p2', 'c5']}
1769473180.973985,SENT,f524a60b-fd64-4a5e-89fb-5961e549720c,3e01af15-06dd-4c95-b834-19007f1d7003,c5,c3,3392,?,p2,
1769473180.974141,CREATED,b1b19da9-8c4c-401d-96fd-19a5049676af,1acd7a49-8856-4573-9bbd-f2eaa9c30bff,c5,c3,27,?,?,surb={'id': '48efa839-95a6-4d84-b8f7-69c5f9f75772', 'route': ['p3', 'e3', 'i8', 'x11', 'p2', 'c5']}
1769473181.266716,RECEIVED,acde8c21-c0a7-4f70-9b31-3292774d5939,b133cb2a-f5fd-49d7-b8d2-38aadb39e314,c1,c5,27,p2,?,surb={'id': '02cb1216-dbff-45a2-995f-10c9155f1fb6', 'route': ['p2', 'e7', 'i6', 'x3', 'p1', 'c1']}
1769473181.3707073,SENT,02bd6566-a54b-42eb-a77b-b0936842436c,45d5a5d4-9c7d-4f69-a726-cfb879d97497,c5,c3,3377,?,p2,
1769473181.3708396,CREATED,8941ca88-8df1-4457-a50c-39e9973459db,dd8c974a-b083-4881-b581-9c15d542a264,c5,c3,26,?,?,surb={'id': 'a97b6ba1-d8ef-4925-9ca3-f2649e6e1087', 'route': ['p3', 'e3', 'i9', 'x11', 'p2', 'c5']}
1769473181.7124112,SENT,753fea7e-e004-48de-96e2-78eb72004475,a10a39e7-39e5-464a-8e1a-d9e041790f98,c5,c3,3396,?,p2,
1769473181.7125413,CREATED,5b972a6c-1a60-40c4-9a8c-25105bbb2756,96f70dfc-3f77-40df-8fa3-ebef64cd6c62,c5,c3,27,?,?,surb={'id': '20abae25-ebd7-4e38-b707-64a97b6a98de', 'route': ['p3', 'e5', 'i2', 'x7', 'p2', 'c5']}
1769473181.8265433,SENT,9b9387a6-d5ca-46c5-8fad-d46e66abf9fb,87b96ff3-812f-4300-9202-edce0701fe1d,c5,c3,3384,?,p2,
1769473181.8266745,CREATED,e6e62f4f-22b8-4601-b31b-c343e1033dfd,3064e960-9174-44fa-bce0-b4efcd65f4eb,c5,c3,27,?,?,surb={'id': 'cafca15b-35a4-492d-bc53-cc070bc58498', 'route': ['p3', 'e12', 'i7', 'x3', 'p2', 'c5']}
1769473181.869857,SENT,973e25ba-48a1-4440-8590-a9ac257e2cc6,b18989ca-c118-481e-a40e-9f4e2f03fc35,c5,c3,3376,?,p2,
1769473181.86999,CREATED,6433539a-f2d6-43e6-842a-49dba74a3b5f,634fed3a-e2ba-4e7e-aa15-5c4062f8ce6d,c5,c3,27,?,?,surb={'id': '8d2a23b2-ed81-4fbc-a608-19b29b11948d', 'route': ['p3', 'e7', 'i2', 'x11', 'p2', 'c5']}
1769473181.8998837,SENT,b5290bff-2337-41f1-8cbe-122b1b71f9ce,ce653c7a-52b4-4af9-bfc8-750b86d1ef3e,c5,c3,3364,?,p2,
1769473181.9000444,CREATED,985466e5-a0ef-42a8-a394-ec97c482c6ab,296142be-153a-4702-8f1d-913e7efd1c28,c5,c3,27,?,?,surb={'id': 'd294e288-4b43-4099-9093-0c5edf5b30b9', 'route': ['p3', 'e9', 'i9', 'x8', 'p2', 'c5']}
1769473181.9839158,SENT,b219c847-ee54-4b92-a15b-9d0a78598ee3,66f87d16-6e63-4dfd-a14b-b9df1e9ca4fa,c5,c3,3363,?,p2,
1769473181.9846509,CREATED,129eb89b-5005-4d08-969a-9dc8024197a1,eb33235d-7fe7-4de1-b058-bf1def7d8454,c5,c3,26,?,?,surb={'id': '8e144763-5dc7-4095-bf0c-2002f661a4eb', 'route': ['p3', 'e12', 'i9', 'x7', 'p2', 'c5']}
1769473182.379835,RECEIVED,03079bb7-6dcb-4ff2-88e3-6edf470a39da,3712310a-af33-4039-a403-572ce0c32e7d,c1,c5,27,p2,?,surb={'id': '5dd00356-eaa1-420d-903d-cdd62e4f7666', 'route': ['p2', 'e12', 'i8', 'x8', 'p1', 'c1']}
1769473182.883745,RECEIVED,4ce9c694-1e71-4510-825b-94700f6da0c6,9d0ba0a6-eee4-473b-9075-6185c1bed2c2,c1,c5,27,p2,?,surb={'id': 'c9c2d790-efcf-40f5-bae8-3076ec750aa8', 'route': ['p2', 'e1', 'i11', 'x8', 'p1', 'c1']}
1769473182.914903,SENT,92322e96-6fde-4d51-9a52-a8a5027514db,a52dd60c-ea9d-4c3d-8a4c-1392585dcb64,c5,c3,3397,?,p2,
1769473182.9150248,CREATED,1910b19e-2a41-4cd1-a1c6-6ee58bcfc3f1,56808795-c933-42b7-8592-78114b4924f0,c5,c3,27,?,?,surb={'id': '1fbecf7a-ee06-4cb1-b2db-e890bb546c1d', 'route': ['p3', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769473183.284682,RECEIVED,25ace40c-7fc3-44c8-8725-626b810152fd,15b45565-cbc7-4a7b-ad26-9a0fe7f00b59,c1,c5,27,p2,?,surb={'id': '06d53947-fb8b-4c06-9645-0307485e30d9', 'route': ['p2', 'e2', 'i11', 'x2', 'p1', 'c1']}
1769473183.425131,RECEIVED,02463237-0bd2-449f-8483-1ea00798977a,61fad5ce-684c-440a-bb9b-b3847814e3fb,c1,c5,27,p2,?,surb={'id': 'f4853199-a570-4baf-9b67-bcf843c7becc', 'route': ['p2', 'e2', 'i10', 'x4', 'p1', 'c1']}
1769473183.4464438,RECEIVED,570443a8-966b-42ef-b431-3cd6c77beccb,49a92314-931c-42b8-a0f6-efca24743c4b,c1,c5,27,p2,?,surb={'id': '3dd2ccf7-5b04-4aa3-927f-66a9cbf69453', 'route': ['p2', 'e6', 'i12', 'x12', 'p1', 'c1']}
1769473183.7677813,SENT,3c03d6e9-2fa5-4426-ab63-e573928a47a0,a0ff4c00-77c2-4f45-805e-1b1d2ad92323,c5,c3,3385,?,p2,
1769473183.7679126,CREATED,9e0b7627-5f2d-44dd-885c-3157e434178e,968e1082-f3ee-4134-b494-6bf8308cefed,c5,c3,27,?,?,surb={'id': 'cb9026b6-1f83-4d44-a610-55c5347f6582', 'route': ['p3', 'e8', 'i12', 'x3', 'p2', 'c5']}
1769473183.8537703,RECEIVED,3eb0f13a-44a2-487d-9f5b-885e0e4c6d84,efca0f2c-c3bd-4bd8-a70f-b0406235f328,c1,c5,27,p2,?,surb={'id': 'cff01ea2-8ba8-496f-8ef7-b966d5eeda11', 'route': ['p2', 'e1', 'i12', 'x12', 'p1', 'c1']}
1769473184.22967,SENT,ce7776c2-a910-4d87-bd3a-9723fdf6a8eb,26758dbf-28a2-4f6f-962b-ac4a79066688,c5,c3,3363,?,p2,
1769473184.2297876,CREATED,80b24ca0-5d05-408f-948e-5ab6db8ef2c5,8ac1229b-50c3-480c-954c-55179d190546,c5,c3,26,?,?,surb={'id': '6cae73f2-ad8d-427f-a735-b8fcf6525691', 'route': ['p3', 'e9', 'i6', 'x2', 'p2', 'c5']}
1769473184.3526475,RECEIVED,2d3c258f-db8b-422a-9c5e-1307610cb2ff,974627cc-4e58-41cb-97bd-9885d278cfb4,c1,c5,27,p2,?,surb={'id': '65e9712f-79df-4c61-81c1-d1f376f6133f', 'route': ['p2', 'e5', 'i7', 'x7', 'p1', 'c1']}
1769473184.613916,RECEIVED,1186ae58-599b-4dc3-aec6-6fe8e4044d80,793e78ac-050e-433f-8535-30976742b4b7,c1,c5,27,p2,?,surb={'id': '883c9170-0b57-40a3-a0d3-23d2a583b57f', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
1769473184.620961,SENT,951ab353-88b7-4893-97c9-97065ce48bb0,8eaa22ea-e697-45cb-9b3c-7b74593ecae3,c5,c3,3395,?,p2,
1769473184.621163,CREATED,5de082b5-d20a-4455-a06b-18d29b8adfe8,9d1d799b-bc26-43c7-93a5-122c3a80f52c,c5,c3,27,?,?,surb={'id': 'd2727b4d-6db4-4440-8e84-9ab9eac33ef2', 'route': ['p3', 'e12', 'i3', 'x9', 'p2', 'c5']}
1769473184.8103812,SENT,4a7f3da5-efe4-4e93-b183-94bd9b256909,b322cee1-e071-40a1-b7f8-35bf8ce197fa,c5,c3,3361,?,p2,
1769473184.8105133,CREATED,3c6af3bd-9725-4104-90b9-f25a35df6c1b,55818dd9-cc88-4c13-a4ca-9501122db512,c5,c3,27,?,?,surb={'id': '312d9944-0bf5-4e18-8390-a741286ecc10', 'route': ['p3', 'e10', 'i7', 'x5', 'p2', 'c5']}
1769473184.8614483,RECEIVED,7c3e65b0-0cb0-4196-80f2-d66781afed9e,302e4208-30ca-47bd-be6a-9a504da9f900,c1,c5,26,p2,?,surb={'id': '9e033a46-3651-40a5-9799-77601fd8b6d6', 'route': ['p2', 'e7', 'i9', 'x4', 'p1', 'c1']}
1769473185.020285,RECEIVED,0b0be3a7-6f39-48e3-aa57-b8f95d9d9655,3043316f-dd30-4527-8584-ddd8c94ada23,c1,c5,27,p2,?,surb={'id': 'deeb1082-9ecd-418c-b3d0-a10e33d9116b', 'route': ['p2', 'e4', 'i11', 'x2', 'p1', 'c1']}
1769473185.3405774,SENT,4ea8dcdd-f9b1-4cd8-aa7f-2f1671cba96f,3aeb0ccb-733d-4226-9624-13e56dc8a2c1,c5,c3,3387,?,p2,
1769473185.3406892,CREATED,bd68371b-79da-4ab9-a0b9-08b73e552abd,d4fd0e48-aaf2-49a5-8937-0e53c0b04e50,c5,c3,27,?,?,surb={'id': '581d5faf-cf19-470c-b89d-c738f8795ea9', 'route': ['p3', 'e1', 'i11', 'x4', 'p2', 'c5']}
1769473185.5205178,RECEIVED,f1df882c-893a-45d8-b7d2-767229a10077,5171115a-65cc-4ce3-8f18-67d21d9507c0,c1,c5,27,p2,?,surb={'id': 'd5fdfe3b-046a-41dd-8ae3-2f92b18e11e0', 'route': ['p2', 'e10', 'i8', 'x4', 'p1', 'c1']}
1769473185.574385,SENT,a5710166-8e5a-40d0-b948-16e133cad5e1,0c27fee2-146d-4ae8-8aaa-9a2bcf49b400,c5,c3,3372,?,p2,
1769473185.5744941,CREATED,a9f366fb-5a56-4d2d-9212-116826a9d58d,8b25c1b9-6b99-49ac-941e-2b21bbe27dcc,c5,c3,27,?,?,surb={'id': '6267da87-49c2-4e17-bc99-06b427ec4085', 'route': ['p3', 'e7', 'i8', 'x5', 'p2', 'c5']}
1769473185.817541,RECEIVED,59033bff-2a3d-4144-9864-a4e22c4ea319,9fb51cc6-b6f7-4880-b94a-d6bf7993923d,c1,c5,26,p2,?,surb={'id': 'e41bc4aa-8f91-49c0-bee1-53d65fa105b3', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c1']}
1769473185.991587,RECEIVED,54e671df-69dd-41f1-9279-106a47fcba2b,850892fb-f70a-4cff-8138-4a45b50291e2,c1,c5,27,p2,?,surb={'id': 'ab1e2b73-8053-45c4-8a5c-7edb360afbb4', 'route': ['p2', 'e10', 'i8', 'x3', 'p1', 'c1']}
1769473186.1817355,SENT,ab56d89a-8571-42a9-95de-189d70726847,66d248a8-8d23-4321-ba0e-497586684900,c5,c3,3382,?,p2,
1769473186.181844,CREATED,cfc8e3d7-258c-4550-a734-40f93db94ce4,19d6cb9d-c457-417d-9321-f9372ce667eb,c5,c3,27,?,?,surb={'id': '7f16f4af-d1b8-469a-9fc6-cedb4c3f9452', 'route': ['p3', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769473186.3598032,RECEIVED,5e08024d-a19b-46cc-8ed1-98243b7a9f64,8234a411-37ac-4de4-9b5b-9afe2bfdf5fe,c1,c5,27,p2,?,surb={'id': '6a4dfa3e-9bc5-404a-bb58-bab29ac90192', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c1']}
1769473186.4664953,SENT,e6ed0809-2c47-4fa1-9dd3-6eff9ffb9519,dfad5d96-3695-4127-b7a0-997b692098c4,c5,c3,3376,?,p2,
1769473186.4666414,CREATED,ff8fed3b-6811-485e-bb8c-b15e581fa17a,e33504b9-b338-4915-9c4c-71db85eab4f0,c5,c3,26,?,?,surb={'id': 'd61217b5-7460-4c58-9ed3-23614a1021c7', 'route': ['p3', 'e11', 'i7', 'x6', 'p2', 'c5']}
1769473186.6259317,SENT,5d9f59f1-a155-4848-8780-8e67b74c4613,0f479c38-c6f9-4765-973d-b1fd46b47718,c5,c3,3367,?,p2,
1769473186.6259942,CREATED,7618f0f5-24a1-4038-911e-10c987319627,c781ec73-9a5c-41c3-99ae-3c03c9031939,c5,c3,26,?,?,surb={'id': '84b9c570-da9c-46fb-b7d1-39684ebb7a6c', 'route': ['p3', 'e4', 'i10', 'x9', 'p2', 'c5']}
1769473186.7283258,SENT,d9159deb-ce43-46d9-be4f-e976193efb78,e29de2b4-0dd4-4c2c-95ab-779652153f0e,c5,c3,3389,?,p2,
1769473186.7283869,CREATED,efcfdf3f-4f05-4ae7-9987-bb0f8ecf883e,a7ad458c-5089-4dfa-937a-31e1094e2241,c5,c3,27,?,?,surb={'id': 'b40bf53f-828b-417f-b0e1-31de1dc143c1', 'route': ['p3', 'e9', 'i9', 'x5', 'p2', 'c5']}
1769473186.820253,SENT,418512d5-ab96-418b-9703-3bac45e74e3a,8bcf694a-ec9c-4fed-b589-ce5ec8875189,c5,c3,3391,?,p2,
1769473186.820314,CREATED,d0dcba38-31aa-4627-9a91-1e6e0a6bec15,b3fac226-2e5a-4e3a-b6f0-543718ae7a80,c5,c3,27,?,?,surb={'id': '3a34af5f-6e7a-44c7-ad7a-2faaa6b26612', 'route': ['p3', 'e12', 'i10', 'x2', 'p2', 'c5']}
1769473186.837181,RECEIVED,f23c25c1-37d7-4b2c-872f-b4a8ee56fc1a,92673331-adb8-4098-a3bb-91cefa34807f,c1,c5,26,p2,?,surb={'id': 'ed6ce24b-4af1-44c3-9ac7-1dcc503fe4ef', 'route': ['p2', 'e8', 'i7', 'x7', 'p1', 'c1']}
1769473187.2964466,RECEIVED,05b98a3f-2f56-426a-af26-ef9761d25164,ed674ec8-7508-4aee-8b0a-9a5056688ba9,c1,c5,27,p2,?,surb={'id': '5538b591-1dd8-4d00-9b4f-a26a05cf5595', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c1']}
1769473187.3861182,SENT,9aabcddf-b56b-415c-8ccb-34a2e8de0c5d,87bf51c2-242a-445e-82b4-174283741c80,c5,c3,3359,?,p2,
1769473187.3862178,CREATED,161ff9b5-0bc2-4071-85df-86883d4e2fa8,127bd82f-4745-4526-9cac-2813cf5ea01c,c5,c3,27,?,?,surb={'id': 'fdf8ce19-23a6-4eb2-bfdf-8aa724759459', 'route': ['p3', 'e9', 'i1', 'x12', 'p2', 'c5']}
1769473187.575245,RECEIVED,1fdb3245-8f2b-48cf-acf8-17bce6a81fbd,23941953-dcd2-46ac-a264-0da111a825ad,c1,c5,27,p2,?,surb={'id': '66f38a65-51ba-438f-8334-d77c36f5e48a', 'route': ['p2', 'e1', 'i3', 'x2', 'p1', 'c1']}
1769473188.2374902,RECEIVED,2793c818-8730-4991-a391-33908357ab6e,2dd98806-2003-4088-8936-25a79d219ac0,c1,c5,27,p2,?,surb={'id': '65d1312a-2e5b-4c0a-a479-aad5aac0c6b2', 'route': ['p2', 'e9', 'i6', 'x6', 'p1', 'c1']}
1769473188.2515192,RECEIVED,d57576f5-9bf4-4806-86b9-99737e9da016,c2674608-0893-4454-9940-240457115b9f,c1,c5,27,p2,?,surb={'id': '003514ec-a72c-4e6d-83a5-83efc1d9d7f2', 'route': ['p2', 'e5', 'i5', 'x6', 'p1', 'c1']}
1769473188.4045286,RECEIVED,5ccb847d-404f-4f30-a013-582decaddda3,3e451012-79f9-469c-9164-bad6a549e39b,c1,c5,27,p2,?,surb={'id': '3e5756a3-ffca-4422-bff7-2f8eb5f6d24b', 'route': ['p2', 'e9', 'i7', 'x8', 'p1', 'c1']}
1769473188.6879218,RECEIVED,c7378e5b-c039-499a-bbe2-bbc2da2ba99d,a8d3ef3f-63e8-4673-9edc-648fbbeeb63c,c1,c5,27,p2,?,surb={'id': '98e903fe-4d73-417c-a2a1-fe2932f66400', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769473188.7145905,RECEIVED,a1d74171-81c0-49b9-b035-02a86e9af4e4,451297d8-80ea-4f14-972f-f873501e3424,c1,c5,27,p2,?,surb={'id': 'a7817f0c-3a63-4f31-a97f-c518c423bd18', 'route': ['p2', 'e5', 'i11', 'x8', 'p1', 'c1']}
1769473188.7369604,SENT,ee44eb3f-b5c4-4596-8dee-a330e9669aca,c31d1499-71cb-4ce7-83da-a3296fef7863,c5,c3,3372,?,p2,
1769473188.7371042,CREATED,1d6e3817-6f07-4518-8df4-93a4201f6605,a5f8cafc-c706-40fb-b1fe-f7277d502b21,c5,c3,27,?,?,surb={'id': 'daf2f15c-5a76-4246-898a-2e860c2df270', 'route': ['p3', 'e5', 'i1', 'x4', 'p2', 'c5']}
1769473189.0076163,RECEIVED,ed0ae32c-f059-437a-b685-23de35d75cb2,9d15fbb6-a2e8-45fa-99b4-c04cc30fc7e3,c1,c5,27,p2,?,surb={'id': '735acc39-4044-47db-aa1b-f68aa46c457e', 'route': ['p2', 'e1', 'i8', 'x2', 'p1', 'c1']}
1769473189.3448522,RECEIVED,acc8630a-6894-48d6-9b40-82c56f06d51a,d0b801de-9969-46be-827b-c24b1a89ea82,c1,c5,27,p2,?,surb={'id': '9d7c48e3-8883-4004-a01a-94d2f817c2a5', 'route': ['p2', 'e4', 'i3', 'x8', 'p1', 'c1']}
1769473189.3875456,SENT,564f713c-ee9a-431b-b72f-bb8b41d8fc8d,816de901-7cae-4738-a6b2-b571eb95f453,c5,c3,3407,?,p2,
1769473189.3876643,CREATED,c34a3d67-5b01-4499-9a74-41184787cdbb,4ef75b66-112c-4a2d-8a89-f149c9ed6662,c5,c3,27,?,?,surb={'id': 'd3a10d86-2f38-4d20-bbbd-1d61cfb26e0e', 'route': ['p3', 'e5', 'i11', 'x5', 'p2', 'c5']}
1769473189.5116546,SENT,f307f329-5183-44c7-bec1-d2bfb25c42dd,2f22fce7-ccda-41c5-8f53-031c8b182bbf,c5,c3,3380,?,p2,
1769473189.5117674,CREATED,d6471cea-db16-47d7-b1cf-4d7828e8fd48,f71ab469-3a6e-42d5-ae5b-ad6dc61f70d7,c5,c3,26,?,?,surb={'id': 'ee46d63a-50c9-4590-8369-44e560706ffc', 'route': ['p3', 'e3', 'i1', 'x5', 'p2', 'c5']}
1769473189.5448174,RECEIVED,c0626d2d-35d6-4cc9-8975-8b7274d7d031,4816576e-70a2-49aa-84b8-f91375cb5e99,c1,c5,26,p2,?,surb={'id': 'fb1f8f36-b827-4f80-93bf-d3fa2960bc97', 'route': ['p2', 'e2', 'i8', 'x1', 'p1', 'c1']}
1769473189.9398923,RECEIVED,62b0cfe3-24df-4517-8b26-7e7d31147d15,f33b6bfb-4647-4cec-81ab-fc8f1d9d4aef,c1,c5,27,p2,?,surb={'id': '57654783-5998-41aa-9ac1-914d65cf1851', 'route': ['p2', 'e12', 'i6', 'x1', 'p1', 'c1']}
1769473189.9995532,RECEIVED,13d75a40-9405-4f42-9322-d748ab50304e,f24bee35-4770-4a08-a76e-c71f81d53dc3,c1,c5,26,p2,?,surb={'id': '5c203cc5-9b55-41f6-be64-5e36aec5050b', 'route': ['p2', 'e10', 'i10', 'x1', 'p1', 'c1']}
1769473190.0332448,SENT,35477739-3d12-4ffc-b9e2-6780e90fa07e,3e31c26f-6247-4c74-9d10-f3e73ee12e15,c5,c3,3386,?,p2,
1769473190.03344,CREATED,c48acf10-be81-44c3-ad6c-d9cee1efb6b3,a8062de9-a509-4658-9c2f-a6ff7f4f8807,c5,c3,27,?,?,surb={'id': 'b0fd6221-51e4-4eb2-b01f-a6366941152c', 'route': ['p3', 'e9', 'i9', 'x9', 'p2', 'c5']}
1769473190.262721,SENT,ff744477-a5d2-4589-803f-2b54daec1b97,f6064e16-5dd9-4623-9f70-4a41ae903571,c5,c3,3388,?,p2,
1769473190.2628224,CREATED,aae6beba-65e3-4d8a-b54d-3de280ad4e70,428ecd1d-4dcc-4218-b027-59f257ed767f,c5,c3,26,?,?,surb={'id': '398004b7-9359-4a0d-a566-afb0e3c61316', 'route': ['p3', 'e5', 'i10', 'x11', 'p2', 'c5']}
1769473190.28873,RECEIVED,72b58614-904f-43f1-96d7-3fbfa573f391,cd04fa4e-4b13-4721-a7c3-1356d878f3fc,c1,c5,27,p2,?,surb={'id': '38ff6dde-452d-466d-a557-7c69c9d42bc0', 'route': ['p2', 'e5', 'i4', 'x3', 'p1', 'c1']}
1769473190.7609754,RECEIVED,3004ca6e-b496-4657-9f82-04c7d75a87df,480365f4-4640-45b6-9a91-a1be778a3f38,c1,c5,27,p2,?,surb={'id': '8043e7fe-eba0-48a1-aa3b-ddf65e8ee770', 'route': ['p2', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769473191.0846984,SENT,854bbfe5-67ee-4b6a-8b7b-8e26f8b76c64,277e8f5e-13cc-4030-a4c4-9b8a40afa88a,c5,c3,3356,?,p2,
1769473191.0848484,CREATED,f5278767-4057-4fb3-ac12-01e59b3f9a3d,b5815533-f2a5-480f-9775-55c2a4a13e74,c5,c3,25,?,?,surb={'id': '2e87910e-3e1f-447a-9b68-f1f98b1ce68f', 'route': ['p3', 'e4', 'i5', 'x2', 'p2', 'c5']}
1769473191.3219876,RECEIVED,8c10ec50-0596-486e-b96d-94f17efa5d6b,73e2da70-1be4-40ad-83b9-794552ea53c8,c1,c5,26,p2,?,surb={'id': '582b0587-ce0a-4c5c-ab5b-772fbfa7e368', 'route': ['p2', 'e6', 'i12', 'x12', 'p1', 'c1']}
1769473191.3326764,RECEIVED,0542c220-fbc4-4516-a7f9-955f9004e5a7,e63605bc-0cc3-4de1-92d4-53b457822408,c1,c5,26,p2,?,surb={'id': '76652b72-0eb3-4fab-8361-b3c64c171ccc', 'route': ['p2', 'e12', 'i12', 'x5', 'p1', 'c1']}
1769473191.729972,SENT,2de84aa4-01f3-4985-99f6-fbef410638db,d2322ba5-aa02-43da-a300-fa9aaf55c25b,c5,c3,3389,?,p2,
1769473191.7304404,CREATED,65fea68c-2009-4f0b-a866-e14afd188adb,0b1a6c13-47d5-4c94-92ef-bea05d04996c,c5,c3,26,?,?,surb={'id': 'f39e90a7-756d-4c49-ab32-46ba4fa2d910', 'route': ['p3', 'e9', 'i5', 'x1', 'p2', 'c5']}
