timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748376.923555,SENT,da0e26df-29ac-43aa-b770-bb549a2105c6,30e011e1-98c3-4f90-8307-e3639654c436,c3,c1,3413,?,p3,
1769748376.923703,CREATED,e9ec2682-5ab9-478d-8ee0-465333131ba8,21dd96f9-9b7e-4ecc-aef6-67fb74acee9d,c3,c1,27,?,?,surb={'id': '828bead3-5597-401b-9196-f9f6317529d6', 'route': ['p1', 'e10', 'i11', 'x11', 'p3', 'c3']}
1769748377.2714028,RECEIVED,5d1a82a3-8f75-4e35-9ac4-ada31dde0a57,5aabe266-fea6-44c1-8d37-6acd75a7b1de,c4,c3,27,p3,?,surb={'id': '9c6812d2-b24c-4635-8738-532cd2e3921e', 'route': ['p3', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769748377.604349,SENT,0f97695b-1223-4d24-83c0-55c9d9e8f4c8,3a20fa6d-5275-4460-a883-3c52272b1e59,c3,c1,3400,?,p3,
1769748377.6045005,CREATED,98e251f9-497f-49e6-a3a2-9b05e81a791e,4611df5e-0035-4d1b-8c15-f968c9f1f51a,c3,c1,27,?,?,surb={'id': 'de010b65-d7f0-4e6e-b851-da1242cddb48', 'route': ['p1', 'e12', 'i6', 'x11', 'p3', 'c3']}
1769748377.6166525,SENT,e9b55752-3635-4cb0-a0ba-6f1045f3d1d3,bdce2a58-fa4c-4f0f-84d4-5683eb15ef68,c3,c1,3379,?,p3,
1769748377.6168032,CREATED,5ce1cc7b-452c-4718-b304-2d3fcf8661cd,4611df5e-0035-4d1b-8c15-f968c9f1f51a,c3,c1,27,?,?,surb={'id': 'de010b65-d7f0-4e6e-b851-da1242cddb48', 'route': ['p1', 'e12', 'i6', 'x11', 'p3', 'c3']}
1769748378.0202987,RECEIVED,36f5e900-5e4f-4771-9e2a-e0404a656efb,5aabe266-fea6-44c1-8d37-6acd75a7b1de,c4,c3,27,p3,?,surb={'id': '9c6812d2-b24c-4635-8738-532cd2e3921e', 'route': ['p3', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769748378.1114557,SENT,e4ed8be7-b824-4ce7-bec6-897a9f8c722a,70e133ce-46e8-4beb-87e9-354e2073dfaa,c3,c1,3388,?,p3,
1769748378.1116118,CREATED,9014d58e-2b0a-4bbb-88fe-3b262038ff0d,85fcd314-f806-48ff-a81b-57ffe9cdf5f3,c3,c1,27,?,?,surb={'id': '10394c7a-21d7-40ea-aeb5-572fab19612f', 'route': ['p1', 'e4', 'i6', 'x9', 'p3', 'c3']}
1769748378.1168787,RECEIVED,02d8cfb4-26c1-4be1-af9a-19aa59322f66,456be6fe-bd88-4160-ae73-c3f97a97b343,c4,c3,26,p3,?,surb={'id': 'cc8cf175-2a6f-4768-a034-ea7b969e761a', 'route': ['p3', 'e1', 'i7', 'x4', 'p1', 'c4']}
1769748378.1321251,SENT,ba8fda24-f206-49f2-a459-d57b37c7da8a,8811b7ca-5006-48b0-a19b-304252bfbeb8,c3,c1,3380,?,p3,
1769748378.1322773,CREATED,833d2dd4-5077-479f-9385-e32402944b08,85fcd314-f806-48ff-a81b-57ffe9cdf5f3,c3,c1,27,?,?,surb={'id': '10394c7a-21d7-40ea-aeb5-572fab19612f', 'route': ['p1', 'e4', 'i6', 'x9', 'p3', 'c3']}
1769748378.1889384,RECEIVED,db78bb92-16b9-4df8-8a5b-0b0625ee2400,456be6fe-bd88-4160-ae73-c3f97a97b343,c4,c3,26,p3,?,surb={'id': 'cc8cf175-2a6f-4768-a034-ea7b969e761a', 'route': ['p3', 'e1', 'i7', 'x4', 'p1', 'c4']}
1769748378.2513268,SENT,17abfd8a-368b-4b12-8784-1eb26ed11cc5,6fa6fa8f-62f3-4a29-bc66-ee28a4385903,c3,c1,3361,?,p3,
1769748378.251402,CREATED,97e41398-f8d7-4461-98ba-eb5a36381a55,21676386-db87-4151-b930-98f752c63560,c3,c1,26,?,?,surb={'id': '0f65bfdc-8e64-4095-82a9-b62e6afb1c44', 'route': ['p1', 'e8', 'i7', 'x10', 'p3', 'c3']}
1769748378.5195348,SENT,9507585e-63a2-4297-b894-ae100221395c,abfde7fa-f71f-4c03-8bc2-2c8982bf87ed,c3,c1,3377,?,p3,
1769748378.5196872,CREATED,c4b0b0f6-da66-46f1-9c89-c278afdb862e,21676386-db87-4151-b930-98f752c63560,c3,c1,26,?,?,surb={'id': '0f65bfdc-8e64-4095-82a9-b62e6afb1c44', 'route': ['p1', 'e8', 'i7', 'x10', 'p3', 'c3']}
1769748378.7668293,SENT,1594780f-294b-408e-8a64-7d99d64ee52f,62fe8d60-d20c-44c1-a7b8-9221178069c4,c3,c1,3388,?,p3,
1769748378.7669775,CREATED,1f651d36-e273-42ed-bcc6-853b451d19e0,df4f5ee8-d6f1-4820-a7e8-0643f9045f3c,c3,c1,27,?,?,surb={'id': '449622a9-e765-4231-8ad3-b55c104713f7', 'route': ['p1', 'e1', 'i11', 'x12', 'p3', 'c3']}
1769748378.8847375,RECEIVED,710a1fe5-5905-4f9c-87f9-db87cb9a9bef,41486bd3-db4e-462f-a741-cc2aef0ef04c,c4,c3,27,p3,?,surb={'id': '7c09b258-7610-4e52-8d2c-972a51cc258a', 'route': ['p3', 'e2', 'i8', 'x8', 'p1', 'c4']}
1769748379.2896566,SENT,4ce621c8-d75f-4630-9c35-2b1217fb2e00,ee9d22f2-569c-43aa-8088-52deb0459e58,c3,c1,3391,?,p3,
1769748379.2898092,CREATED,91022692-86e1-40c1-96e8-4bc017c593dd,df4f5ee8-d6f1-4820-a7e8-0643f9045f3c,c3,c1,27,?,?,surb={'id': '449622a9-e765-4231-8ad3-b55c104713f7', 'route': ['p1', 'e1', 'i11', 'x12', 'p3', 'c3']}
1769748379.5428276,SENT,1cffb777-d5b5-48ad-8b77-45454ce1eebb,419f6040-6b64-4c42-bc0f-0a284b352895,c3,c1,3396,?,p3,
1769748379.5429657,CREATED,444c8e42-1203-4a2e-a1b2-83200f5040e3,7bfdbce8-7d49-4c07-bba0-80db999e1db8,c3,c1,27,?,?,surb={'id': '59004a5d-2c75-4f05-8482-c33dbd9a30f3', 'route': ['p1', 'e1', 'i12', 'x10', 'p3', 'c3']}
1769748379.7677882,SENT,d5320edc-947e-4ada-9561-9bf87a9b0d22,a1d08126-1e4a-4395-a21b-6a20219bc78b,c3,c1,3398,?,p3,
1769748379.767938,CREATED,81492a4d-bb18-4943-8dd5-0fcacd8f58c5,7bfdbce8-7d49-4c07-bba0-80db999e1db8,c3,c1,27,?,?,surb={'id': '59004a5d-2c75-4f05-8482-c33dbd9a30f3', 'route': ['p1', 'e1', 'i12', 'x10', 'p3', 'c3']}
1769748379.847802,SENT,2ac7b387-15f8-4df5-88bf-fa5bb0b18f30,b825ffea-0fcb-4e71-8bb7-1479d8a4bd97,c3,c1,3360,?,p3,
1769748379.8479533,CREATED,15ac6b84-4c9b-4f0f-b146-34014a6b8048,cb32fc68-e317-4675-b975-cdf56042f396,c3,c1,27,?,?,surb={'id': '7967d8ea-bf56-4f63-87b3-133c2c702b95', 'route': ['p1', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769748379.9736466,RECEIVED,ad6437c1-95dc-406a-88a6-10c27db3d158,08adff30-d17f-49bf-a3f7-a391e46de7c4,c4,c3,27,p3,?,surb={'id': '451f941a-e05d-4aa1-985f-ab7996d9fe5b', 'route': ['p3', 'e12', 'i10', 'x6', 'p1', 'c4']}
1769748380.0186937,SENT,40feca42-faca-4837-bddf-4a8e32888377,bece8ea7-a15d-4093-88b9-af6b5ddc33d7,c3,c1,3364,?,p3,
1769748380.0188448,CREATED,bebdbb99-669f-4d76-aa1a-60559976cca0,cb32fc68-e317-4675-b975-cdf56042f396,c3,c1,27,?,?,surb={'id': '7967d8ea-bf56-4f63-87b3-133c2c702b95', 'route': ['p1', 'e3', 'i11', 'x7', 'p3', 'c3']}
1769748380.1882968,SENT,25ce60f6-4e6c-43f9-9448-ca3763d6f9f7,75ba1ace-dbd9-4487-96e3-4cef39d4e47c,c3,c1,3375,?,p3,
1769748380.188447,CREATED,87ea9be9-3211-4b2a-bb15-fe5667ba9d6c,64b02460-e153-4e89-a178-25b6225da293,c3,c1,26,?,?,surb={'id': '001d8c2c-a7a9-4567-9b41-9d6d76834f0f', 'route': ['p1', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769748380.4165642,SENT,d85a0ec8-466b-4a9c-87b3-70d9fa10d0fb,ef190afc-16c4-4f80-b064-33aff6ec2958,c3,c1,3379,?,p3,
1769748380.4167087,CREATED,25f7c3b7-ce79-4d40-b979-92c4c6a960d3,64b02460-e153-4e89-a178-25b6225da293,c3,c1,26,?,?,surb={'id': '001d8c2c-a7a9-4567-9b41-9d6d76834f0f', 'route': ['p1', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769748380.8636057,SENT,057302b8-72e0-4868-a447-e90085ad5e09,a82a33a1-0572-443f-bb23-60028d3cba4e,c3,c1,3395,?,p3,
1769748380.86371,CREATED,56718483-395d-4e5a-aeaa-8f0bb0c58e3b,d5bb73a0-2338-475a-9f3d-ee71964c033b,c3,c1,27,?,?,surb={'id': 'aa9f56f1-1586-483a-a8e4-2481a43965c4', 'route': ['p1', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769748381.3556314,RECEIVED,7b6d25d0-54f9-4cf3-a3ef-37a103892906,5cd8184e-137c-43a5-9074-f274264ccf86,c4,c3,27,p3,?,surb={'id': 'fd6f8191-15a3-4bf2-a444-7e255e07ecec', 'route': ['p3', 'e7', 'i2', 'x1', 'p1', 'c4']}
1769748381.4614677,RECEIVED,15e148a5-7fbe-44b6-8b60-5bf908588452,e64ad470-08ca-4d0d-b425-aa6eec246bfe,c4,c3,26,p3,?,surb={'id': 'd24e6b96-2ce3-416b-91b5-1d67f7215ab2', 'route': ['p3', 'e10', 'i11', 'x6', 'p1', 'c4']}
1769748381.6894925,RECEIVED,e7fb3beb-2e74-4650-b79b-948763c59e46,e64ad470-08ca-4d0d-b425-aa6eec246bfe,c4,c3,26,p3,?,surb={'id': 'd24e6b96-2ce3-416b-91b5-1d67f7215ab2', 'route': ['p3', 'e10', 'i11', 'x6', 'p1', 'c4']}
1769748381.7852788,SENT,75cc877a-28d6-4141-bd01-a43035a6a90a,7900a75e-c39c-400a-9738-f3837ebe3c3d,c3,c1,3371,?,p3,
1769748381.7854285,CREATED,13401606-ff3b-42dd-8e4c-d6476a95a6bc,d5bb73a0-2338-475a-9f3d-ee71964c033b,c3,c1,27,?,?,surb={'id': 'aa9f56f1-1586-483a-a8e4-2481a43965c4', 'route': ['p1', 'e1', 'i12', 'x11', 'p3', 'c3']}
1769748382.1808438,RECEIVED,fdaf6ee5-cdcc-49cf-876c-dcaaef7fd1a7,d60fac83-317b-43e2-bcb6-04b750da1055,c4,c3,27,p3,?,surb={'id': '7bcd93e7-6c5f-43cd-aa4c-df104898bcb1', 'route': ['p3', 'e3', 'i3', 'x6', 'p1', 'c4']}
1769748382.269952,SENT,1203928d-095f-4dca-8b10-2227f8abb397,e14254d6-ca2f-49e6-b978-5c51503d5862,c3,c1,3396,?,p3,
1769748382.2700706,CREATED,68331ef2-7832-4ae5-b996-69fee20e9272,a6d84b32-7498-4e5c-9ac6-5fd964aea622,c3,c1,27,?,?,surb={'id': 'b0ee10ec-2f14-4af5-96bc-46160cce6cc6', 'route': ['p1', 'e5', 'i2', 'x12', 'p3', 'c3']}
1769748382.3450341,SENT,ac980ac8-b1b3-4a8e-b11f-e44ca4e470e7,85f11ea7-77f2-4149-ad3b-b1938ca4b407,c3,c1,3379,?,p3,
1769748382.345176,CREATED,d5ab07c0-9c88-42c5-8eae-e6f1fe00d28a,a6d84b32-7498-4e5c-9ac6-5fd964aea622,c3,c1,27,?,?,surb={'id': 'b0ee10ec-2f14-4af5-96bc-46160cce6cc6', 'route': ['p1', 'e5', 'i2', 'x12', 'p3', 'c3']}
1769748382.610268,RECEIVED,227f9971-7cb4-4126-b47e-6a49af449f87,5cd8184e-137c-43a5-9074-f274264ccf86,c4,c3,27,p3,?,surb={'id': 'fd6f8191-15a3-4bf2-a444-7e255e07ecec', 'route': ['p3', 'e7', 'i2', 'x1', 'p1', 'c4']}
1769748382.954976,RECEIVED,63d39dce-0f01-4d08-82e3-8fee0e88d892,b444d3bd-0e72-4ec9-94c4-9b41895d9c1e,c4,c3,26,p3,?,surb={'id': '6abf2bc3-6aae-45a9-b4bb-3d0271cb7fd7', 'route': ['p3', 'e11', 'i4', 'x12', 'p1', 'c4']}
1769748383.0613146,RECEIVED,e7d6da67-1e83-49a7-9474-94062473ef00,74857253-62dd-401e-955b-f97dcb42cdd5,c4,c3,27,p3,?,surb={'id': '93d306df-9982-412c-88ad-00ea5ce00ae4', 'route': ['p3', 'e12', 'i2', 'x9', 'p1', 'c4']}
1769748383.3328915,SENT,f4e8b758-3af7-47f6-b3b9-1393be3a16dd,e3beb6bf-9883-4629-8ff7-e225a9baaafd,c3,c1,3372,?,p3,
1769748383.3329632,CREATED,8053a742-8833-431e-b33a-091f06f6bd9c,3995a9e7-a337-493c-9539-60af4c6ed864,c3,c1,27,?,?,surb={'id': '1e4ddfca-8eaf-49ee-b786-5c7d4ac506be', 'route': ['p1', 'e9', 'i4', 'x9', 'p3', 'c3']}
1769748383.614378,SENT,bd030f41-4569-4c25-a92f-2b338ed5094c,c01ae351-b6b9-4c96-a74c-a011d767e761,c3,c1,3367,?,p3,
1769748383.6145544,CREATED,b96d0132-ea88-475f-b063-0ec6c825cf49,3995a9e7-a337-493c-9539-60af4c6ed864,c3,c1,27,?,?,surb={'id': '1e4ddfca-8eaf-49ee-b786-5c7d4ac506be', 'route': ['p1', 'e9', 'i4', 'x9', 'p3', 'c3']}
1769748383.6399949,RECEIVED,9e62c584-f2a2-4316-b95d-f7ec04ecfcc8,bd5a5f30-0a39-4e50-850f-b332e9a0f2ea,c4,c3,27,p3,?,surb={'id': '3a591bac-15ad-46d4-9a0c-0e4aae6fdd9d', 'route': ['p3', 'e1', 'i3', 'x2', 'p1', 'c4']}
1769748383.6496027,RECEIVED,bed9671e-a1b2-40f2-828a-c128663ff963,b145df50-aed5-4752-b349-46929f24717b,c4,c3,27,p3,?,surb={'id': '057b8e4d-fe41-4074-bdf1-d67e0fabb2eb', 'route': ['p3', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769748384.1764941,RECEIVED,30814cb8-8622-407b-bb12-ce6de3a6579d,548ab1d9-62f8-4bf1-b1ee-0052ba0d0b0c,c4,c3,26,p3,?,surb={'id': '58ab0ce6-64ef-4c01-949b-13aa24273602', 'route': ['p3', 'e9', 'i1', 'x8', 'p1', 'c4']}
1769748384.220895,RECEIVED,9a72b26c-8a41-47f1-92de-a3f71d847562,61c224b4-67cf-4892-a152-d9456d24b80e,c4,c3,27,p3,?,surb={'id': 'b4992661-0234-461e-867e-b9ea096b9468', 'route': ['p3', 'e12', 'i7', 'x8', 'p1', 'c4']}
1769748384.2618842,RECEIVED,64b54f2f-4e9f-4a59-a278-51bf7f20bd95,6e557b83-4df5-4983-ade6-2bc2c68ffd7b,c4,c3,27,p3,?,surb={'id': 'c564b70d-aa9e-4b80-8a78-0cb410d63ee8', 'route': ['p3', 'e6', 'i5', 'x12', 'p1', 'c4']}
1769748384.348105,SENT,1c286e5c-cd58-42e4-86e2-0f25564e03f2,7835fc4a-5839-489c-8300-e18dbed8a945,c3,c1,3383,?,p3,
1769748384.3482823,CREATED,4ca82458-917d-416e-84d8-f523ef96344a,ecb38c6c-0963-4ad5-966a-59b792df5e3e,c3,c1,27,?,?,surb={'id': '387f20b7-e011-4b8f-9cd2-81b115b3ff8d', 'route': ['p1', 'e12', 'i12', 'x5', 'p3', 'c3']}
1769748384.4459507,SENT,329b9e50-3c1e-4ca4-9d82-35ac3a0e408c,7eac64d7-d7d1-435f-ad0e-f23f9342b42f,c3,c1,3399,?,p3,
1769748384.446163,CREATED,d13768e3-fd5d-45f3-9bab-a3195ef16f55,ecb38c6c-0963-4ad5-966a-59b792df5e3e,c3,c1,27,?,?,surb={'id': '387f20b7-e011-4b8f-9cd2-81b115b3ff8d', 'route': ['p1', 'e12', 'i12', 'x5', 'p3', 'c3']}
1769748384.5830553,RECEIVED,ed5590f7-d600-46b2-8c37-40bb4b52fcec,b145df50-aed5-4752-b349-46929f24717b,c4,c3,27,p3,?,surb={'id': '057b8e4d-fe41-4074-bdf1-d67e0fabb2eb', 'route': ['p3', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769748384.8256273,RECEIVED,eb32a1c8-35e7-44ed-b02e-e06283644cac,61c224b4-67cf-4892-a152-d9456d24b80e,c4,c3,27,p3,?,surb={'id': 'b4992661-0234-461e-867e-b9ea096b9468', 'route': ['p3', 'e12', 'i7', 'x8', 'p1', 'c4']}
1769748384.8302186,SENT,2cb7c119-54ee-4f84-99c9-b422a4db0cb4,04e9e6a2-0cee-4e2d-a7a0-a8a193cf3131,c3,c1,3396,?,p3,
1769748384.8303657,CREATED,7eec44b7-14ac-46e6-a14e-a2a6ed3b85ec,f9bc5d2a-3f1b-475a-bf95-9519b2135070,c3,c1,27,?,?,surb={'id': '033ee8dc-48e9-45b2-97ee-ea437fffb1f2', 'route': ['p1', 'e2', 'i5', 'x2', 'p3', 'c3']}
1769748385.3207037,RECEIVED,18ec5a5e-45b7-487a-b840-6b0dff62dc05,5721ffe8-ee1a-46af-b910-c76532b37919,c4,c3,27,p3,?,surb={'id': 'e05d83ba-1bd0-4747-a216-6b42283c7769', 'route': ['p3', 'e5', 'i1', 'x12', 'p1', 'c4']}
1769748385.8830295,SENT,57e71dff-6c23-4356-ad75-ba6815d3084e,926a836a-b59e-4ab4-bf0f-9af9029c7b1b,c3,c1,3399,?,p3,
1769748385.883193,CREATED,0c97b2d7-ca04-40a0-87c8-716ae1e4720c,f9bc5d2a-3f1b-475a-bf95-9519b2135070,c3,c1,27,?,?,surb={'id': '033ee8dc-48e9-45b2-97ee-ea437fffb1f2', 'route': ['p1', 'e2', 'i5', 'x2', 'p3', 'c3']}
1769748385.911903,SENT,5e70540c-f8cc-49d3-abba-cb916d542c48,81403fed-c4f5-429b-8a7b-385b0a27a87e,c3,c1,3383,?,p3,
1769748385.9120688,CREATED,6ddb7dd0-3477-4113-bbb7-87fe9f4b469e,26a8a5a6-f434-4dcf-befa-434a1aa6094d,c3,c1,26,?,?,surb={'id': '9423a8fc-33c9-46a8-97a4-7b4814933507', 'route': ['p1', 'e11', 'i1', 'x6', 'p3', 'c3']}
1769748386.3823311,RECEIVED,fdbaf81a-2840-4616-8025-2c157cdae6bc,706ee7f0-9ece-4d56-9fdf-c758eae1956a,c4,c3,26,p3,?,surb={'id': '10b0d45c-612e-4717-833b-a0fb12e6a6b4', 'route': ['p3', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769748386.419374,SENT,eee81afd-2425-49bd-83da-dd72b1595aed,bc149522-6428-4c7b-8f67-25fda538292d,c3,c1,3372,?,p3,
1769748386.4195065,CREATED,6e54f896-5da2-45a7-8410-fc4ad64e9538,26a8a5a6-f434-4dcf-befa-434a1aa6094d,c3,c1,26,?,?,surb={'id': '9423a8fc-33c9-46a8-97a4-7b4814933507', 'route': ['p1', 'e11', 'i1', 'x6', 'p3', 'c3']}
1769748386.8481057,SENT,acbae742-4f31-4fca-bbd1-60bd67d65905,74444d87-2017-4e1c-825d-a50e16e37f1f,c3,c1,3377,?,p3,
1769748386.848251,CREATED,261d27a8-9f77-4ae3-ab92-f2c1e7e5e601,25809d08-68ce-4f7b-b120-bc1986428c49,c3,c1,27,?,?,surb={'id': '62865148-d57d-4403-9e1d-63187c428f9e', 'route': ['p1', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769748387.052798,RECEIVED,a5917cf9-e8fd-4856-bac0-e99b4f3b289f,223f6f76-4cc5-4916-b126-51a06c869974,c4,c3,27,p3,?,surb={'id': '5b69e4e9-236b-46bd-8603-0f16d1046e2c', 'route': ['p3', 'e11', 'i6', 'x8', 'p1', 'c4']}
1769748387.1389785,RECEIVED,68992771-1bb1-4d56-b769-70adf8b7a900,1bdb1ce1-1606-45a8-bb5a-093ef026d5b9,c4,c3,27,p3,?,surb={'id': '65af9fab-9ad9-4aeb-ab2b-2b8f408c619b', 'route': ['p3', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769748387.2831676,SENT,3820a959-8caf-4756-95be-3ac644cb5b5b,e2030509-8f71-41ea-9892-7d6a24536633,c3,c1,3400,?,p3,
1769748387.283298,CREATED,35845a9a-c426-471d-a46e-4eb65199ac2e,25809d08-68ce-4f7b-b120-bc1986428c49,c3,c1,27,?,?,surb={'id': '62865148-d57d-4403-9e1d-63187c428f9e', 'route': ['p1', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769748387.3533762,SENT,c8cb57ff-5d7f-4e6a-a74b-9a8881792a86,44bd6b1f-7893-4577-a6a7-c8f8f3ba6baa,c3,c1,3376,?,p3,
1769748387.3535123,CREATED,a2714c96-7029-4462-905d-eaf1fcd7663b,ff607920-d01e-41a4-8f7e-d9a2e2960b7b,c3,c1,27,?,?,surb={'id': '7bcdcd6a-9626-4d20-b076-faa824f52c80', 'route': ['p1', 'e9', 'i6', 'x2', 'p3', 'c3']}
1769748387.4181416,RECEIVED,7c4616ce-2610-4399-8134-b63465419df8,91741103-d287-4983-884b-5aa9f0aaec57,c4,c3,26,p3,?,surb={'id': 'c4ee3849-302d-4851-83e8-b5af966b5688', 'route': ['p3', 'e9', 'i3', 'x9', 'p1', 'c4']}
1769748387.721871,SENT,14798135-940d-4295-8501-25b6c297128c,6fd88b5a-e939-44ea-8d44-2ce99a1d2a28,c3,c1,3409,?,p3,
1769748387.7220309,CREATED,d3782181-c9ae-4c2d-9189-803fde504605,ff607920-d01e-41a4-8f7e-d9a2e2960b7b,c3,c1,27,?,?,surb={'id': '7bcdcd6a-9626-4d20-b076-faa824f52c80', 'route': ['p1', 'e9', 'i6', 'x2', 'p3', 'c3']}
1769748387.7541535,SENT,2bc2cb8a-d40c-47e7-aadd-bfa15505ad81,2f73116a-a1e4-40f1-acbc-10984d9fa371,c3,c1,3377,?,p3,
1769748387.7542272,CREATED,8893160e-3e95-4bfd-ad14-304939dab1ab,d8da4a6b-618a-46ea-beec-5ebc976323d0,c3,c1,27,?,?,surb={'id': '998f1490-f13e-45d1-8897-466b73fe9a38', 'route': ['p1', 'e7', 'i3', 'x9', 'p3', 'c3']}
1769748387.7571049,RECEIVED,8def9d7e-14e2-487d-969a-1961b5ed2f39,1bdb1ce1-1606-45a8-bb5a-093ef026d5b9,c4,c3,27,p3,?,surb={'id': '65af9fab-9ad9-4aeb-ab2b-2b8f408c619b', 'route': ['p3', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769748387.8500276,RECEIVED,0493e34a-5139-4fac-9b30-adccd68057ce,548ab1d9-62f8-4bf1-b1ee-0052ba0d0b0c,c4,c3,26,p3,?,surb={'id': '58ab0ce6-64ef-4c01-949b-13aa24273602', 'route': ['p3', 'e9', 'i1', 'x8', 'p1', 'c4']}
1769748387.9954188,SENT,0398efeb-d122-4e7d-9b24-2859e755204b,c1818476-d635-45ad-96c1-91e489b887ce,c3,c1,3376,?,p3,
1769748387.9955072,CREATED,c5573be3-e613-4c27-8373-537f535c2307,d8da4a6b-618a-46ea-beec-5ebc976323d0,c3,c1,27,?,?,surb={'id': '998f1490-f13e-45d1-8897-466b73fe9a38', 'route': ['p1', 'e7', 'i3', 'x9', 'p3', 'c3']}
1769748388.0251763,RECEIVED,5f38a8c4-296f-404a-ae3f-aebfa0400287,f4ff1a42-5798-4e5a-8df1-a6b79c5b295a,c4,c3,27,p3,?,surb={'id': '5efa0951-a847-4519-b9b1-8bc44254ff0c', 'route': ['p3', 'e6', 'i3', 'x3', 'p1', 'c4']}
1769748388.0424201,RECEIVED,03f74bc1-7102-4c64-a7ee-9b43f790b736,223f6f76-4cc5-4916-b126-51a06c869974,c4,c3,27,p3,?,surb={'id': '5b69e4e9-236b-46bd-8603-0f16d1046e2c', 'route': ['p3', 'e11', 'i6', 'x8', 'p1', 'c4']}
1769748388.1660872,RECEIVED,aecc1eab-8b93-4abf-8f3a-40f8df510e24,1820db6d-a3d5-46b5-8080-780efbe06eb2,c4,c3,26,p3,?,surb={'id': 'be560ce8-0b5b-47ad-80f9-7fa82d7f0ba5', 'route': ['p3', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769748388.5058863,SENT,29f31980-a7aa-4dd2-ba0c-ceaf5d085e75,13a7ad46-a97c-4061-9b15-c8deb6bedf1f,c3,c1,3383,?,p3,
1769748388.5063038,CREATED,5bcde8d4-f32a-43b2-96dd-4f107d09bec6,2036d4f2-bb3f-4fe5-ae51-c50bccf0d341,c3,c1,27,?,?,surb={'id': 'f9b732d4-c1a6-497a-81a7-73381efd480a', 'route': ['p1', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769748388.5284576,SENT,1c41bf67-a426-4307-8855-12cf7d91d5b7,5339b9b8-3a4e-448a-9f80-d8b2fcbc6138,c3,c1,3396,?,p3,
1769748388.5285697,CREATED,8e5f80b7-50ca-466f-829d-2922ab966745,2036d4f2-bb3f-4fe5-ae51-c50bccf0d341,c3,c1,27,?,?,surb={'id': 'f9b732d4-c1a6-497a-81a7-73381efd480a', 'route': ['p1', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769748388.8138442,SENT,ef672b39-0f1c-48db-9895-f496ade6c4ca,b0ed9a27-8811-404d-bbc4-bde021d16a62,c3,c1,3392,?,p3,
1769748388.813994,CREATED,8875b642-d791-42fb-b61c-9aba2e30393a,12a07e2a-7cba-438b-8038-56383ccf54f9,c3,c1,27,?,?,surb={'id': '35230a96-7590-423a-9bed-fd812a2884cc', 'route': ['p1', 'e12', 'i3', 'x1', 'p3', 'c3']}
1769748389.2852383,SENT,5cca5f3f-c8c9-4114-96e1-33b8ccd9e77f,8108f24a-f228-4fee-bd1e-0ceda1283728,c3,c1,3391,?,p3,
1769748389.2854116,CREATED,42c8335a-b3be-4cfb-a3ad-3990bfa913a3,12a07e2a-7cba-438b-8038-56383ccf54f9,c3,c1,27,?,?,surb={'id': '35230a96-7590-423a-9bed-fd812a2884cc', 'route': ['p1', 'e12', 'i3', 'x1', 'p3', 'c3']}
1769748389.495658,RECEIVED,462d7e33-4495-4995-aef1-b7423b03b887,1820db6d-a3d5-46b5-8080-780efbe06eb2,c4,c3,26,p3,?,surb={'id': 'be560ce8-0b5b-47ad-80f9-7fa82d7f0ba5', 'route': ['p3', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769748389.7603667,RECEIVED,29f0af02-d24c-4eff-9339-e7cb3a22abf9,a658cd59-f5c7-41fb-be32-c0555cdbf41e,c4,c3,27,p3,?,surb={'id': 'f76d44c6-4364-4105-8ec3-fe9b8dc3dd50', 'route': ['p3', 'e8', 'i10', 'x10', 'p1', 'c4']}
1769748389.9284775,RECEIVED,2bf10f91-87f9-4e2c-b787-d93b67bc76e3,13d6a4c7-0036-407f-9b52-675c543f26eb,c4,c3,27,p3,?,surb={'id': '00355482-2faf-4bdd-a5fc-1317e41ba5d8', 'route': ['p3', 'e12', 'i11', 'x1', 'p1', 'c4']}
1769748389.9510288,SENT,cd156b0a-7162-4765-8067-3ffc5d66c694,df3873d2-722a-417f-b6bf-6862d392dc4b,c3,c1,3395,?,p3,
1769748389.9512107,CREATED,e1532a82-71b9-426c-9b76-47841e9a46b0,eb52a4c3-165d-4e7a-bdd9-8aa4bf8279c5,c3,c1,27,?,?,surb={'id': '5e349d61-6e2f-45d5-9563-cfd4be7bacd7', 'route': ['p1', 'e4', 'i2', 'x3', 'p3', 'c3']}
