timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769469114.2703426,RECEIVED,c0b9070b-a4c8-4101-9047-51c29365e9e5,459d76fd-7142-4b2d-bce5-1be86384f623,c3,c1,27,p1,?,surb={'id': 'eb647180-1b81-4446-be04-e845e6901795', 'route': ['p1', 'e1', 'i7', 'x1', 'p3', 'c3']}
1769469114.6132522,RECEIVED,b5a57365-daa3-473a-8452-869e8feac03f,980271f3-1107-4301-80b3-68a2d44fe6a9,c3,c1,27,p1,?,surb={'id': '2fb28969-ab14-468f-9bc8-4ab6efb31806', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769469115.1208649,RECEIVED,76c7dd2a-283b-4b38-b99c-f6d45a27ca6e,75bce71b-25e1-4230-82dc-4ed3a8ccc327,c3,c1,27,p1,?,surb={'id': '4f657d56-a233-48b7-8277-b0bc50f24f96', 'route': ['p1', 'e7', 'i3', 'x7', 'p3', 'c3']}
1769469115.1581857,RECEIVED,3b70cac9-bd82-44bb-bcff-baa9546b77a0,9efc9afb-93f8-4671-ba5b-9b4405c33447,c3,c1,27,p1,?,surb={'id': '6326ad0f-8b05-4318-80b7-e48e13ef4afe', 'route': ['p1', 'e9', 'i4', 'x7', 'p3', 'c3']}
1769469115.2334101,RECEIVED,ab63bde0-645b-4b49-8c24-dc5ed6055d85,29badf88-4298-44f3-b56c-826392ce63b1,c3,c1,27,p1,?,surb={'id': 'fda5ce93-249e-4f78-b3f5-e45c4874b00f', 'route': ['p1', 'e3', 'i4', 'x6', 'p3', 'c3']}
1769469115.2888637,RECEIVED,67bbdf1c-f9d5-4626-9ace-9bae26874daa,753dc688-0f70-4541-97fa-730984a4dea9,c3,c1,27,p1,?,surb={'id': '829207a5-32b6-429a-8dea-3575298d82da', 'route': ['p1', 'e9', 'i7', 'x5', 'p3', 'c3']}
1769469115.4318507,RECEIVED,dd77840a-3897-425f-ab97-3804131dbd71,193fdfdd-9477-4c7e-9b6b-f5a308ffc47f,c3,c1,27,p1,?,surb={'id': 'fadc514e-01e9-4490-b186-a4daf97e57e5', 'route': ['p1', 'e7', 'i7', 'x4', 'p3', 'c3']}
1769469115.4747567,RECEIVED,ce952664-5379-4bc0-a374-def6ef990fa5,31880c30-db0c-4ee5-8e87-48bd12dbd1c1,c3,c1,27,p1,?,surb={'id': '66c1865e-9bf0-4e7f-bb3f-75235cd1a5c6', 'route': ['p1', 'e10', 'i1', 'x4', 'p3', 'c3']}
1769469116.42001,SENT,255cce0f-c474-490f-aa73-dc83e2faa281,edb8050f-412e-41b1-afe2-fcfc5dccdf10,c1,c4,3396,?,p1,
1769469116.4201448,CREATED,fe6485c9-45eb-495a-bade-cfd9fc9af704,b4dc57d9-1f3e-4555-ab55-8d5629e02df5,c1,c4,27,?,?,surb={'id': '380911a5-37ea-4dc6-82b0-76cf9b89fba1', 'route': ['p1', 'e3', 'i12', 'x1', 'p1', 'c1']}
1769469116.4369833,SENT,a5a70121-7beb-41ab-bc96-cc4810ecd178,fadf1668-667c-4a59-88a0-63e8e245639e,c1,c4,3388,?,p1,
1769469116.4371018,CREATED,f3a37f22-ad5e-4209-98f8-958d65888052,7c8581d2-1b2a-4bff-8d4f-fe36981f8310,c1,c4,27,?,?,surb={'id': '7a2e9d63-a321-4dd8-ab11-76b53a102f3b', 'route': ['p1', 'e3', 'i11', 'x12', 'p1', 'c1']}
1769469116.5087378,SENT,f811ad85-4d0c-492e-86ae-a8df1bc06843,00c49ecd-77d3-4115-8fcd-eec2b19966bf,c1,c4,3381,?,p1,
1769469116.5088866,CREATED,9b07f8fd-6190-4ef6-b14e-cf1b857ae45b,7dacd6d1-a2ac-493b-b923-8d7fe50a0634,c1,c4,26,?,?,surb={'id': 'a9a97e84-cb68-4d2a-9717-ebabcad881e8', 'route': ['p1', 'e10', 'i7', 'x8', 'p1', 'c1']}
1769469116.788736,RECEIVED,8aa56ec8-223e-4600-b7ce-e5cf0560c856,02666969-cd9e-40ba-981e-9115577dd524,c3,c1,26,p1,?,surb={'id': '32fef3bd-2304-4e4c-8291-23168ec0630b', 'route': ['p1', 'e1', 'i5', 'x3', 'p3', 'c3']}
1769469116.859469,SENT,e4a3e73f-7f9e-4605-93d8-cc16440838f9,f0614e7e-ddae-4051-826b-b6a1ed23f5b8,c1,c4,3400,?,p1,
1769469116.8595438,CREATED,e9cb8d08-5abe-4f5e-aec3-c27283cec0bf,af99d876-fe54-4b3f-aeb3-4b3dce76fa76,c1,c4,27,?,?,surb={'id': '008af8fc-deda-47e3-b6e7-7940c877cbae', 'route': ['p1', 'e2', 'i1', 'x8', 'p1', 'c1']}
1769469116.9138381,RECEIVED,e2d2dbf8-19c2-40ac-ad00-2b01f62708ad,e1916797-d484-4e2c-b457-ced75e82729a,c3,c1,27,p1,?,surb={'id': 'd525c5b0-ab19-48bf-b18f-a16b350d69d0', 'route': ['p1', 'e8', 'i7', 'x8', 'p3', 'c3']}
1769469117.111112,RECEIVED,ede536c9-17b4-4766-ad55-c34d8badcc99,265498d5-1d9a-4f91-af7b-7061ba7a32bd,c3,c1,27,p1,?,surb={'id': 'a5f78ef8-9118-4fd9-84c5-64ed3f8f4a96', 'route': ['p1', 'e6', 'i3', 'x2', 'p3', 'c3']}
1769469117.3726883,RECEIVED,a51d9d76-3e06-41e4-af04-54e406d0fde1,5b2bf455-4564-4fe9-ab0c-6535459cd57b,c3,c1,26,p1,?,surb={'id': 'ee3bc682-da78-46a5-b7ef-2df32a182c5a', 'route': ['p1', 'e5', 'i2', 'x4', 'p3', 'c3']}
1769469117.3792334,SENT,996682d5-8a34-4294-affa-ad95f4577592,4245f7c9-b02e-4198-bf9d-5c2b9133e335,c1,c4,3379,?,p1,
1769469117.379335,CREATED,20ef1601-0277-4150-b791-c184c0a2c054,296d21dd-4619-4b46-b0f1-94deccf6d219,c1,c4,27,?,?,surb={'id': '96dcee71-d177-4b0a-a896-72301ad5ca44', 'route': ['p1', 'e6', 'i9', 'x8', 'p1', 'c1']}
1769469117.5319061,SENT,88e17c1d-b09e-439b-b71b-23d7946165f0,693dfa34-0d74-4aa1-b766-0cab941c10af,c1,c4,3383,?,p1,
1769469117.5319796,CREATED,93086dac-0a67-4a56-8620-b7761c9a26c1,de4d6d57-f88d-4a40-878b-203081d4ddcc,c1,c4,27,?,?,surb={'id': '842e7889-59c2-4dc0-836b-ac61ad9ef64a', 'route': ['p1', 'e3', 'i9', 'x10', 'p1', 'c1']}
1769469117.7604325,RECEIVED,a1eac979-db4c-4e19-a6fd-5ac5d49068bb,d3c6d433-9659-4145-9322-7b1ae95bf9f4,c3,c1,26,p1,?,surb={'id': '1d4a4a0f-b4c6-42e2-8281-c0b318e7b3ad', 'route': ['p1', 'e12', 'i11', 'x12', 'p3', 'c3']}
1769469117.7948937,RECEIVED,0ddb3007-65a4-4234-8723-ef07a2e8a166,4d1f3cb9-69d9-4bb7-80c0-9eb84d853af1,c3,c1,27,p1,?,surb={'id': 'cac0b8dd-7a10-4fe2-8763-2a6964f86620', 'route': ['p1', 'e6', 'i10', 'x4', 'p3', 'c3']}
1769469118.1752436,RECEIVED,3785fb98-ea4e-4f79-8af1-1adbffd9e961,3f176894-cbab-4de5-9cb2-a3a248b93311,c3,c1,27,p1,?,surb={'id': '3b11d3ce-7e25-4291-af5c-98544bfb460a', 'route': ['p1', 'e8', 'i12', 'x2', 'p3', 'c3']}
1769469118.865039,RECEIVED,3e2b753a-6cd8-4b4d-b0d9-d3fe1e402bb9,7e61a4dd-f57f-43cc-8782-d40b7ccd5ada,c3,c1,27,p1,?,surb={'id': '895d8818-6b0f-4265-b2eb-6d603c7edfa2', 'route': ['p1', 'e11', 'i8', 'x2', 'p3', 'c3']}
1769469118.9546752,SENT,38d20f18-bc56-4e76-9713-7d40c27e4ee8,60fc093e-e553-4f59-88de-9556c108c187,c1,c4,3376,?,p1,
1769469118.9547913,CREATED,987e1437-c026-4f46-b93a-688c248cd3ee,c416f765-e67c-4345-b907-a82821cbbe29,c1,c4,26,?,?,surb={'id': 'b375a9af-5bb6-419e-9b28-ca8aa7397a26', 'route': ['p1', 'e4', 'i12', 'x8', 'p1', 'c1']}
1769469119.1288593,RECEIVED,875ab704-cb2d-4c93-a4f9-162981a44996,f7315809-1f3d-4275-8ee0-2b44a391cdd4,c3,c1,27,p1,?,surb={'id': 'd427b900-46e7-404e-989b-804bf600a1b4', 'route': ['p1', 'e4', 'i7', 'x10', 'p3', 'c3']}
1769469119.2724192,SENT,740740d0-9906-49a7-904d-3a83c176a113,a76c79e0-e14f-46f9-81a4-55587b91bc47,c1,c4,3387,?,p1,
1769469119.2724862,CREATED,a83f8361-4cba-4c34-96fa-4b18d22bfe9c,a17c2354-5486-4214-becd-2b8ff48ebd2c,c1,c4,27,?,?,surb={'id': '400fd9ab-76c0-4428-87c2-7fcdde678dbc', 'route': ['p1', 'e9', 'i6', 'x5', 'p1', 'c1']}
1769469119.3682163,SENT,8bc3f0ee-33e6-4bc7-8c6e-e521418acaae,003dd0eb-8db0-41d7-b75b-d3ba97dfc964,c1,c4,3358,?,p1,
1769469119.3683205,CREATED,3bb07e5f-e27a-45d7-8a73-61bc99136977,ddb40957-714d-40e4-9165-56c51571b862,c1,c4,27,?,?,surb={'id': 'a483d17e-150c-4f68-a1c1-b77392710581', 'route': ['p1', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769469119.420926,RECEIVED,f1455573-6ae4-48e7-8072-102ecfaa7eeb,216e49ca-962e-4b09-a564-15eec228135b,c3,c1,26,p1,?,surb={'id': 'de36de9a-bfe9-40ed-a936-f10522b54cd3', 'route': ['p1', 'e7', 'i9', 'x11', 'p3', 'c3']}
1769469119.9218972,RECEIVED,f6d7f88d-96de-4034-bd1c-0ae3d83c54af,122beef1-9138-4f4a-9759-c09dd2b355fe,c3,c1,27,p1,?,surb={'id': '780f9b98-35a0-4b58-90e7-158aa6d20766', 'route': ['p1', 'e10', 'i8', 'x7', 'p3', 'c3']}
1769469119.9845288,SENT,9b7b05f2-dadc-4eab-9e6b-da6b941bdae8,0797ff1f-8307-4bdd-9dbd-f7a73aab226c,c1,c4,3395,?,p1,
1769469119.9846318,CREATED,3e919b6a-99c8-4449-b902-0764a0d74a67,fbded0d3-d195-4c7d-af5f-f64d625d1274,c1,c4,27,?,?,surb={'id': 'd27bfec5-3cbc-4fed-bcdd-8fe1d0f38fa4', 'route': ['p1', 'e11', 'i12', 'x7', 'p1', 'c1']}
1769469120.0821893,RECEIVED,3e1c67f0-a783-430c-be28-4667e3c51d67,dbdf87b4-cfa8-4a8e-a8a0-fc0240633284,c3,c1,26,p1,?,surb={'id': '41de9fdc-2070-4760-b4ac-821b161a6bc0', 'route': ['p1', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769469120.08373,RECEIVED,349363be-39cf-4b3b-a29e-fc58ae80c7b4,35f9033f-e5ff-4657-89c2-f2dbc8cf0faa,c3,c1,27,p1,?,surb={'id': '00f75171-966a-4cde-aa83-8dc0ff02d04d', 'route': ['p1', 'e6', 'i7', 'x12', 'p3', 'c3']}
1769469120.4643943,RECEIVED,0a87a738-2d3c-4c52-b5a1-daf08aa21530,c171aff5-2be8-412c-ba83-2df8069bc5c2,c3,c1,27,p1,?,surb={'id': 'c5e6bd8a-9b61-46b6-919d-71b7411f7a82', 'route': ['p1', 'e10', 'i9', 'x12', 'p3', 'c3']}
1769469120.615808,SENT,e044dfa1-ebe3-46ff-83cc-7fbdbf0b3896,c854ffa8-5196-495f-82c6-4fada68f488a,c1,c4,3363,?,p1,
1769469120.6159406,CREATED,5c7994d4-f261-4c34-84c1-6eb74f2f8d2e,62557de0-064d-4b99-aecc-e136b1b563ad,c1,c4,26,?,?,surb={'id': 'd0326ee7-2a20-40b8-9d76-081be4d71ad9', 'route': ['p1', 'e11', 'i7', 'x6', 'p1', 'c1']}
1769469120.700141,RECEIVED,179601f7-b6b2-493e-920c-6fc12dd89322,4b207e5b-7c97-4e9e-9bf9-d4e636b67c63,c3,c1,27,p1,?,surb={'id': '03ae0710-ce26-4387-a77c-26d37b589bc7', 'route': ['p1', 'e12', 'i6', 'x7', 'p3', 'c3']}
1769469120.749994,RECEIVED,92ee00b6-bae2-44ac-a458-a5bf7664e1e8,9e94b365-5505-49ab-8763-3f43d2d6e5eb,c3,c1,26,p1,?,surb={'id': '3982c5e2-3d14-4e05-95cb-1638e06810f6', 'route': ['p1', 'e12', 'i3', 'x2', 'p3', 'c3']}
1769469120.9542418,RECEIVED,c1b049c6-cf8f-4841-80d2-24d58368e286,819e25cf-206a-43b9-9af1-ac95f4df9979,c3,c1,27,p1,?,surb={'id': 'ecda01d3-3b08-43e2-81ca-5823a51a5fb8', 'route': ['p1', 'e6', 'i11', 'x1', 'p3', 'c3']}
1769469121.1890328,RECEIVED,79429d31-f146-4e69-999a-4632ab61f71a,75457b8d-faf2-4aea-9126-ae83cb620f57,c3,c1,26,p1,?,surb={'id': '80fba613-0812-4091-be0a-f8a59a01fb7a', 'route': ['p1', 'e1', 'i7', 'x7', 'p3', 'c3']}
1769469121.2985816,SENT,40e2c0c4-e1c8-4ef9-921e-350a57ef315d,5ea9b79e-e6d9-43e7-94b1-046f08a17500,c1,c4,3385,?,p1,
1769469121.2986739,CREATED,a62b540a-eba4-4d8a-81c2-056409900024,34306f43-fd6d-44b5-bd7f-2bc8b62f7b5e,c1,c4,26,?,?,surb={'id': 'fc45560e-137b-4cca-80c2-122387d97d8f', 'route': ['p1', 'e3', 'i3', 'x3', 'p1', 'c1']}
1769469121.34234,SENT,7d9c9d66-6794-420f-9a09-39e071c02bdf,e12c4297-a8f6-4330-845b-aff03910af6c,c1,c4,3359,?,p1,
1769469121.3424363,CREATED,ab003549-0512-41a1-939d-37be0157b5d6,e749ebed-c904-45c7-ac7a-2783a314fdcf,c1,c4,27,?,?,surb={'id': 'ecccb28b-e338-46a4-873f-053659229462', 'route': ['p1', 'e2', 'i2', 'x8', 'p1', 'c1']}
1769469121.4536157,RECEIVED,ce9e65f3-5e64-43e7-8b68-69ba80edb7b9,4024aa45-fb39-4007-b7be-198001fb2df4,c3,c1,26,p1,?,surb={'id': '489cd0ba-61d2-4dd9-8bd0-143c88445ef5', 'route': ['p1', 'e6', 'i8', 'x7', 'p3', 'c3']}
1769469121.5668707,SENT,d7ead98f-e224-4369-a519-560f43a01833,d374ee78-631a-4036-8bb2-3b0f47ea331b,c1,c4,3363,?,p1,
1769469121.566963,CREATED,ce62da0a-4ecf-4c16-a6bb-a1eec4afdbf9,144267c1-bebe-49cc-83da-c21b3f846d08,c1,c4,26,?,?,surb={'id': '1133b1be-f47c-4a66-ba49-feb16afe2999', 'route': ['p1', 'e1', 'i11', 'x8', 'p1', 'c1']}
1769469122.0558712,SENT,e1ecad3f-cb66-4c3b-be85-8a7c5c2dd4fd,6939cc01-7a9c-4d1b-8e1f-b0c282aeadd3,c1,c4,3366,?,p1,
1769469122.055969,CREATED,6d1ba90a-c6f3-4550-900e-89f81ca56642,16155cb9-2ba6-466b-a4de-ca253b639980,c1,c4,27,?,?,surb={'id': '4602b70f-9ee6-4384-95f7-34f3d6912479', 'route': ['p1', 'e2', 'i11', 'x7', 'p1', 'c1']}
1769469122.4535236,RECEIVED,99f97e96-fbca-4412-be97-497db299d943,ff0a37fd-9511-4592-91c6-6df644382b19,c3,c1,27,p1,?,surb={'id': '2d4293db-f699-412e-bdf8-5bf889d7c53a', 'route': ['p1', 'e2', 'i7', 'x10', 'p3', 'c3']}
1769469122.7285929,SENT,64a875bf-107e-4ce7-84c2-80815c9b1a7e,e8cf542c-7e14-4507-9f6a-aeabbedd0e7b,c1,c4,3381,?,p1,
1769469122.7286553,CREATED,3a59e2e9-5094-4641-b5b0-eecdc6501582,e40366be-b71f-4de8-9f6e-8aa72e407aac,c1,c4,27,?,?,surb={'id': 'd48a6180-bf4b-44cb-b1da-bb9f955ada7e', 'route': ['p1', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769469122.8393521,RECEIVED,2211d6bb-bf3f-41c1-9012-387477770d6b,bfe6ab36-2768-4da4-8e45-be670f1a416f,c3,c1,27,p1,?,surb={'id': '454c4c28-ae6e-447e-af4f-815a8a28e460', 'route': ['p1', 'e5', 'i5', 'x12', 'p3', 'c3']}
1769469123.1395862,SENT,560614b4-31b9-4c63-a2a9-280554391207,b6e94b80-461f-429d-b17a-1c75d4faf01c,c1,c4,3376,?,p1,
1769469123.1397035,CREATED,a829a7f2-3334-46a7-b5a8-bdfc45257012,e424cd52-5251-4d6c-98c2-40afd10888ba,c1,c4,27,?,?,surb={'id': '4825272b-72a4-4681-8d40-de1b461d0726', 'route': ['p1', 'e8', 'i7', 'x12', 'p1', 'c1']}
1769469123.491711,SENT,bdc2b80c-9913-4e40-9505-39980a2f870c,4b747044-6b7f-4a4f-ab7d-016794e3e12e,c1,c4,3360,?,p1,
1769469123.491818,CREATED,8a3a338b-519f-45e2-95ca-7328522d96e4,6bf1e860-0ce9-4a80-adb3-e0843a00f07f,c1,c4,26,?,?,surb={'id': '405c2d3b-386b-4fd8-9048-8a66cf7be98b', 'route': ['p1', 'e5', 'i4', 'x9', 'p1', 'c1']}
1769469123.50661,RECEIVED,8c8350ee-e731-4288-835e-1cb1cd4a2873,7e3e09aa-0ca7-47e7-acde-efa07a931b88,c3,c1,27,p1,?,surb={'id': 'ab74931c-e7e5-441f-876d-adff1ce7e7e5', 'route': ['p1', 'e8', 'i5', 'x12', 'p3', 'c3']}
1769469123.8892944,SENT,6b192acf-7ac9-471e-9573-7c9680f48714,e3282c5b-f78a-471f-a234-00940ec67625,c1,c4,3387,?,p1,
1769469123.8894067,CREATED,8059932a-e25d-49e5-90bf-1135e03a6a15,1a115555-19a2-41c2-a1ac-07d9a60792cc,c1,c4,26,?,?,surb={'id': '9bff7de3-250f-4428-87d9-c4ef730fd3f2', 'route': ['p1', 'e7', 'i1', 'x11', 'p1', 'c1']}
1769469123.9623327,RECEIVED,e78fa3a6-16cd-46d7-82a1-0bfdf1ad2a5f,8c7c7ec7-3cec-45bc-b00a-5abd4e37706a,c3,c1,27,p1,?,surb={'id': 'ac2fcb10-e3c3-4ab6-b27f-867d4b43f989', 'route': ['p1', 'e6', 'i7', 'x1', 'p3', 'c3']}
1769469124.2123325,RECEIVED,83acaf77-4263-4116-89c5-58f29894e4b7,c867e1a7-04d3-474e-b247-531c2f36eb2f,c3,c1,26,p1,?,surb={'id': '70ce540d-a4bb-4fae-add3-20fe6b10940a', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769469124.3613954,RECEIVED,cfbd1641-1135-40b4-805d-f764147cc484,c19c03a6-fa4d-4366-831a-55dd0cb9aa64,c3,c1,26,p1,?,surb={'id': '219a65bf-b7c8-4952-b752-c912449a9620', 'route': ['p1', 'e7', 'i3', 'x4', 'p3', 'c3']}
1769469124.4077017,SENT,342f445d-6609-40f5-adf7-8a34b0a83ccd,c31b8b2f-6157-405d-a455-1d439c40c04a,c1,c4,3376,?,p1,
1769469124.407825,CREATED,01fc0b76-f296-4ba8-bc0b-1e04066d7314,f87fe5d5-b0f5-4888-af68-d3c26ba3e8ba,c1,c4,27,?,?,surb={'id': '87d46584-a794-420b-9877-f1e34e6ef526', 'route': ['p1', 'e1', 'i1', 'x4', 'p1', 'c1']}
1769469124.493641,SENT,7ccf03b7-9fac-4702-9838-143f7da209d4,724e0c58-b652-4a81-b2ed-f1528423dd5b,c1,c4,3352,?,p1,
1769469124.493772,CREATED,f5fd97f6-7286-47f1-818c-f453452c7223,afb47650-3f36-48b4-9a26-12d55674050d,c1,c4,26,?,?,surb={'id': '0e301251-bf1d-4935-bc28-1fa0c1842ca6', 'route': ['p1', 'e5', 'i4', 'x3', 'p1', 'c1']}
1769469124.806071,RECEIVED,d0edfa26-b9ef-484a-b710-3a70183618a5,0530762e-3dad-47de-951a-a2b984a5a6f0,c3,c1,27,p1,?,surb={'id': '9b279f7f-468b-48c4-aab5-44ade140ba07', 'route': ['p1', 'e5', 'i4', 'x5', 'p3', 'c3']}
1769469124.8117785,SENT,6fa81e6a-f511-4a11-b412-df27864fc951,06a1a0bb-f71f-4f35-ac66-26293494ff7f,c1,c4,3377,?,p1,
1769469124.8118708,CREATED,dd364b59-efad-49ec-93a3-d08641c82ff0,02001125-fa8c-4b58-bdff-036f1a64bd8c,c1,c4,27,?,?,surb={'id': '1f1a147e-0d28-43bf-9c89-5b1f7625484f', 'route': ['p1', 'e7', 'i3', 'x12', 'p1', 'c1']}
1769469124.8243556,RECEIVED,da473076-1947-4b24-b913-2d5cd9ef2a53,6d2b8792-6749-4716-9450-d580aaf4bbdb,c3,c1,27,p1,?,surb={'id': '6c321ccd-7436-42ed-bffd-999ac3a850fa', 'route': ['p1', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769469124.9199648,RECEIVED,fe9598cc-21d4-4e87-821b-9cc8138ac1cb,c358628e-3bdf-41b0-8b0b-cd03a1e45d9a,c3,c1,26,p1,?,surb={'id': '9b0d3902-ee13-4c61-b6fd-bee1329cd0a6', 'route': ['p1', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769469124.9436429,RECEIVED,249846e7-89f3-44a5-b0ad-fad69bafc245,2dd87d87-6bad-407f-b48a-31a4481270f9,c3,c1,27,p1,?,surb={'id': '60c3d526-8632-4cac-83dd-042fdd02e128', 'route': ['p1', 'e12', 'i9', 'x1', 'p3', 'c3']}
1769469125.3442087,SENT,54b6b3b8-c882-430b-9c29-38a259b1ff3b,d0531cf6-4cb5-44a3-929c-4c0676dfd021,c1,c4,3383,?,p1,
1769469125.3443859,CREATED,e82c65d7-9293-4cae-bd3c-0c2cbb3af29f,79a9faee-733b-4105-96ee-2f44a67c0dc4,c1,c4,27,?,?,surb={'id': 'fc4199a8-333d-4845-8640-d0f3e831626d', 'route': ['p1', 'e7', 'i5', 'x2', 'p1', 'c1']}
1769469125.435092,SENT,2a46104b-d927-4230-b96d-d78a8cf21d04,f180d76c-25b6-4c1a-89c7-f9dec8b2e094,c1,c4,3359,?,p1,
1769469125.4352317,CREATED,90936650-904c-4251-b3f7-e394ee6bb4ec,65893889-2e9a-4216-b838-932881ca6a65,c1,c4,27,?,?,surb={'id': 'a9288e8c-d9b7-41ed-b125-f5fb8949667b', 'route': ['p1', 'e2', 'i6', 'x5', 'p1', 'c1']}
1769469125.6516185,RECEIVED,57fb7068-8361-478b-9bdc-a49197f42222,a641f57b-7a0e-405c-9aa7-2be99e2e7013,c3,c1,27,p1,?,surb={'id': '49ff3e30-7135-4403-b36a-a1b8091e2ee5', 'route': ['p1', 'e6', 'i12', 'x1', 'p3', 'c3']}
1769469126.031352,SENT,b3d6da53-05ee-4814-8bda-34bf2c336f8b,fc814c88-4880-4c75-91ec-1b340330c351,c1,c4,3363,?,p1,
1769469126.0314827,CREATED,c9122dad-a6b8-40c2-a26e-3ef1320a47c8,218f114b-f94d-431d-9d93-2f13c4d07c3c,c1,c4,27,?,?,surb={'id': 'de422888-a6c0-40a3-a6ee-56d33ee8b96e', 'route': ['p1', 'e3', 'i10', 'x11', 'p1', 'c1']}
1769469126.047505,RECEIVED,0ed2eade-004a-4c49-8c9f-6f3f0d7dedca,7756f3c1-31bd-4792-9943-0315401da608,c3,c1,27,p1,?,surb={'id': '2c9c3b00-6d12-4d1f-abf1-89f2a361c061', 'route': ['p1', 'e11', 'i3', 'x3', 'p3', 'c3']}
1769469126.4165752,SENT,1fbc2564-effb-40c1-bd50-08566c6a7ff1,e7bd7fb0-cf92-41ba-8549-38046bb34445,c1,c4,3371,?,p1,
1769469126.4167073,CREATED,6a8174f6-9d8b-4322-8728-3ab9ea9d62f7,ae07174c-ecd4-41f9-98d6-55e7ed475532,c1,c4,27,?,?,surb={'id': '72e8668c-de36-4f59-9545-a8fff6f7d759', 'route': ['p1', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769469126.6395025,RECEIVED,c85f7590-3314-4f55-b9a0-365a0177db76,e98e7bdc-48f0-4dd9-9944-ca022321ec09,c3,c1,27,p1,?,surb={'id': '0354b102-6fa7-454b-b6c9-718c7a8f1b89', 'route': ['p1', 'e9', 'i12', 'x3', 'p3', 'c3']}
1769469126.7122207,SENT,256ddc18-e778-41cc-a821-11150797549f,c4f655e1-a796-45e5-a533-c5dbdb560322,c1,c4,3379,?,p1,
1769469126.7122736,CREATED,2985ad9d-7d2b-4b56-9730-49cd4ac7fb85,e65a2d64-035a-4fda-84e4-311e288d0a41,c1,c4,27,?,?,surb={'id': '645deb7c-0ebc-4c32-a4e1-1f5fe71553d2', 'route': ['p1', 'e9', 'i6', 'x5', 'p1', 'c1']}
1769469126.8818898,RECEIVED,c8bac254-81bd-4350-8749-9de94924941e,289f2723-791b-48c0-907e-2e6f0da23074,c3,c1,27,p1,?,surb={'id': '574f6964-97f9-4c5e-8dab-bfc707d20f48', 'route': ['p1', 'e5', 'i2', 'x7', 'p3', 'c3']}
1769469127.021504,SENT,718162c6-42bc-471f-9e35-a0429db58314,93932e55-195b-4682-a49f-e6c19cb55ef5,c1,c4,3359,?,p1,
1769469127.021617,CREATED,efa985e3-53fa-4413-a354-8f33605c5625,ab3b87ca-a87c-4094-a6ca-549f69093d00,c1,c4,27,?,?,surb={'id': 'ca0dcbe9-30b0-4cd5-a465-9b3130cb04cc', 'route': ['p1', 'e2', 'i2', 'x4', 'p1', 'c1']}
1769469127.044463,RECEIVED,c4a11205-7853-49d2-9d4c-b906a52f0b32,e8bce644-3ecb-4d96-9b9c-61ae65b99306,c3,c1,27,p1,?,surb={'id': '0ec4d802-7f56-4b41-903a-e1996cb957db', 'route': ['p1', 'e6', 'i2', 'x4', 'p3', 'c3']}
1769469127.092716,SENT,2f2efd75-c028-4618-8286-cd44869b2ef9,4e0fb47e-346e-44cb-b967-47f3774ed07a,c1,c4,3392,?,p1,
1769469127.0928562,CREATED,e29f8ea4-3498-4bb8-aa2e-ce357e8f6c75,4a94ee21-5895-4bfd-b1d6-fbf82ab44f3b,c1,c4,26,?,?,surb={'id': '68113b6a-d10b-41cc-9dea-ad59dbba2593', 'route': ['p1', 'e9', 'i3', 'x11', 'p1', 'c1']}
1769469127.3342843,RECEIVED,bc59ff59-ec50-4414-82a4-0d81cc8e0e41,711edaf8-2ed4-42db-8fbb-5f22659ad50f,c3,c1,27,p1,?,surb={'id': '9db1f477-d37d-41cc-96bc-07d3c198c824', 'route': ['p1', 'e12', 'i12', 'x5', 'p3', 'c3']}
1769469127.4217656,SENT,6c696521-8180-4b34-99f1-ee0532e522dc,7b2c7dd7-dd78-4524-a06d-bad6a9eb06b1,c1,c4,3359,?,p1,
1769469127.421915,CREATED,db357ac0-4c88-48d8-bf86-3b0e2c8f223e,cb403813-0135-485f-bdb4-3a54c801839d,c1,c4,27,?,?,surb={'id': 'af75e269-f665-4126-a586-6fde7b2005ef', 'route': ['p1', 'e8', 'i7', 'x6', 'p1', 'c1']}
1769469127.5156248,RECEIVED,a437204f-611b-4718-8774-7eebad2f69dd,92a59a7e-772b-4678-962d-dcacddba4119,c3,c1,27,p1,?,surb={'id': '654440e1-aeb1-4874-b889-a60ea1199b76', 'route': ['p1', 'e1', 'i4', 'x1', 'p3', 'c3']}
1769469127.6876032,SENT,867de139-af02-432f-87b5-9ce33bffbfd9,22cf2136-cebb-4c85-ae3f-c508a2ee82b2,c1,c4,3363,?,p1,
1769469127.6877275,CREATED,444123c5-2d42-4a5a-a05e-1a977b51f395,aec95764-d8cb-44b8-8b96-7df1a97dd465,c1,c4,27,?,?,surb={'id': '1c39c0f6-4702-4a72-b306-8ef1be3382ab', 'route': ['p1', 'e3', 'i3', 'x5', 'p1', 'c1']}
