timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453986.4382777,SENT,92a5bf50-b8f4-48d8-9cf6-390f5ed0613f,c50758e0-857a-4b17-a87f-df4b9ad33fd5,c2,c4,3379,?,p2,
1769453986.4384282,CREATED,8adc23d5-87be-482a-b84a-988487dd1608,2b6b2457-eac5-4287-a459-9f7998388f2b,c2,c4,26,?,?,surb={'id': '80e060ba-8ae8-46b9-9dc8-86dca685b89c', 'route': ['p1', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769453986.4645174,RECEIVED,e4729e61-5dfa-43e0-9721-07bd311ace18,0d01b0c8-e2e1-48ba-a726-fc35816b496a,c1,c2,26,p2,?,surb={'id': 'cab257ec-3b43-493e-8171-6515e81f4e60', 'route': ['p2', 'e10', 'i6', 'x1', 'p1', 'c1']}
1769453986.6171443,RECEIVED,b77587c3-2229-4806-935e-501f79f23c00,3444ccda-eb46-47c7-a9a4-d97e3477df16,c1,c2,27,p2,?,surb={'id': 'afbfe6b2-5cab-4da0-ac81-410cbd86092f', 'route': ['p2', 'e9', 'i11', 'x6', 'p1', 'c1']}
1769453986.7663188,SENT,1122eadd-79e6-4712-a1dc-ee35cc7e620c,2256c15c-6e5c-44b4-a2be-ed11ff7d3101,c2,c4,3359,?,p2,
1769453986.7664695,CREATED,ad7f9f18-b1c3-4a38-912e-d088cdc21728,589cdf1a-6e75-474a-8603-ca5631d4d538,c2,c4,27,?,?,surb={'id': 'a7e45c1a-9a98-4a51-8a32-8a0cc8a7e899', 'route': ['p1', 'e4', 'i2', 'x8', 'p2', 'c2']}
1769453986.8226457,RECEIVED,8c310aa2-c8b6-470f-ab41-127e1ed11640,a963f65c-0226-460b-96d1-8864213b620e,c1,c2,27,p2,?,surb={'id': 'ea64de18-531b-41ea-87cd-7e7e5c06ce3e', 'route': ['p2', 'e1', 'i6', 'x6', 'p1', 'c1']}
1769453986.8573558,SENT,8bfcd065-b706-41f9-986a-b1ce42fa364f,f7a9e8f2-2e5c-4de0-994a-5edd8ae9a2b0,c2,c4,3392,?,p2,
1769453986.8575058,CREATED,09a56978-2c44-43e4-8198-5f6ced62f753,be6ae480-e949-47ef-9197-a97f8b5c6d1d,c2,c4,27,?,?,surb={'id': '4641c731-141d-4359-b733-9397594ee562', 'route': ['p1', 'e10', 'i11', 'x11', 'p2', 'c2']}
1769453986.9768407,RECEIVED,91a459ff-55f0-4691-a455-fed85b40ee68,d09f6848-ce44-46f0-9137-ff6d0d4745b7,c3,c2,27,p2,?,surb={'id': '146370db-0329-48c8-8f4c-35305c5c0c1a', 'route': ['p2', 'e12', 'i8', 'x10', 'p3', 'c3']}
1769453986.9844368,RECEIVED,e0fd8651-743d-4061-9094-05d3bf4fab35,19e24317-c525-4cf4-a5f9-019c5f88972f,c5,c2,27,p2,?,surb={'id': 'f4d5304c-9983-4327-8f6f-245b15435cf2', 'route': ['p2', 'e12', 'i10', 'x4', 'p2', 'c5']}
1769453987.0723245,SENT,2a866170-9817-44ec-8a5d-d0230bbc8677,9f58a6c0-f088-41b3-bd1d-f0c416f5a284,c2,c4,3359,?,p2,
1769453987.0723953,CREATED,13077cf5-ea76-4f95-8829-7290fcd33529,f1033baf-cd3e-4b81-a3ce-61e3c82a6a4f,c2,c4,27,?,?,surb={'id': 'c050391b-bda8-4987-81ab-2488e2fe5d0d', 'route': ['p1', 'e11', 'i5', 'x1', 'p2', 'c2']}
1769453987.1688473,SENT,bb695123-11fe-40dc-8417-564298a7703f,6c02cfb7-0084-4ff8-96c3-38423f555ddd,c2,c4,3379,?,p2,
1769453987.1689951,CREATED,006152dd-bec3-4a27-9eae-7f3e65a0a49c,fde192ea-d38b-4b60-a573-345cdb4139a6,c2,c4,27,?,?,surb={'id': 'a5cf8e7c-b7aa-4af1-a251-095f68fce2dc', 'route': ['p1', 'e10', 'i6', 'x5', 'p2', 'c2']}
1769453987.2343593,RECEIVED,a4ea2a7f-b34d-4efa-8183-c83214dec755,a21ca96a-9ecb-472a-a5a4-0e8d8e2393ec,c3,c2,27,p2,?,surb={'id': '495ac421-0a41-4809-9d5d-add20086a8df', 'route': ['p2', 'e6', 'i11', 'x9', 'p3', 'c3']}
1769453987.3649895,SENT,413f6d13-f36d-4dbb-951c-56e039f1d938,e4c84b2f-2507-4d21-973a-227f241f36cc,c2,c4,3386,?,p2,
1769453987.365085,CREATED,70336912-aa1c-43da-b0b2-c87c80cde801,ff2735ba-fc51-43d0-a097-53c1348a57f9,c2,c4,26,?,?,surb={'id': 'be111c2b-b68b-4cbd-ae4d-7ae1817c4095', 'route': ['p1', 'e6', 'i12', 'x4', 'p2', 'c2']}
1769453987.536515,RECEIVED,35f2bf6c-3248-44bb-9050-490a4b202da0,513be3d3-3b7c-4a5c-b810-965c00adf2de,c1,c2,27,p2,?,surb={'id': '83a6d0e8-fe34-4b64-aaf7-152542158f40', 'route': ['p2', 'e10', 'i12', 'x5', 'p1', 'c1']}
1769453987.7233682,RECEIVED,14c2e421-0736-4f0b-93a3-cfd35dcbc486,d941280d-6c8e-4de8-afd1-e170f5bf18b4,c3,c2,26,p2,?,surb={'id': '8f3bd20d-91b2-421f-a0f1-b192c41e1938', 'route': ['p2', 'e4', 'i11', 'x2', 'p3', 'c3']}
1769453987.7773762,RECEIVED,4d0aadd8-8aee-4b4e-b1f7-008c57507ba9,e9e0047f-76f3-4a32-b760-affbd553b59b,c5,c2,27,p2,?,surb={'id': '96fac3f4-6f4c-4e6c-a834-4c66782fd758', 'route': ['p2', 'e8', 'i9', 'x9', 'p2', 'c5']}
1769453987.8482883,RECEIVED,a568d2f3-5433-49b9-87ec-b0a8969a3e31,466b9d1b-7a82-46af-8c19-1eb6d0ac7845,c3,c2,27,p2,?,surb={'id': '3b37867d-5e10-41a5-9b25-9d68df9c5d4c', 'route': ['p2', 'e8', 'i8', 'x1', 'p3', 'c3']}
1769453987.8814836,SENT,e518d6c8-d8fb-4a21-ad33-806bb0446663,2fe3d84f-dccc-44a8-9466-ef13da9454de,c2,c4,3399,?,p2,
1769453987.8816323,CREATED,b457aa63-52c5-4a5d-abf6-6198a74b9ced,825e7195-3bdc-4046-9189-6def87af902f,c2,c4,27,?,?,surb={'id': 'a3f7157c-9ab0-4075-af2c-7a696dd9c7d8', 'route': ['p1', 'e6', 'i10', 'x9', 'p2', 'c2']}
1769453987.9873388,RECEIVED,ac89d4e2-b28d-4aa7-8b5d-f1dd5804d6d1,4b45b2f7-b6ca-4d63-8d51-e02e8fb0b969,c1,c2,27,p2,?,surb={'id': 'abb5bdd9-edcc-4515-9594-97fd9185fd5d', 'route': ['p2', 'e3', 'i11', 'x10', 'p1', 'c1']}
1769453988.0175388,SENT,c24f8082-ee11-43f5-9baf-31fa106f5b51,128408a7-9eae-4e2f-89d6-246ccb722a38,c2,c4,3384,?,p2,
1769453988.0176413,CREATED,766fe7d3-0db1-4aa3-8c5e-c1b656315279,ae0ce77c-c6d6-484f-9624-31f4c1dcea71,c2,c4,27,?,?,surb={'id': '1ce12987-3592-40ce-bc1f-97667f119355', 'route': ['p1', 'e2', 'i9', 'x4', 'p2', 'c2']}
1769453988.1076775,RECEIVED,b9fc5d27-4fce-44a8-882b-f4421cdccdac,fe04890b-1038-4d5f-b9f3-ecf17588a0bc,c1,c2,27,p2,?,surb={'id': 'c9c1a8ea-6d15-428d-899e-867c018f99b9', 'route': ['p2', 'e3', 'i3', 'x3', 'p1', 'c1']}
1769453988.126253,RECEIVED,ccd4b555-0805-492d-beeb-3c5bb3924819,aec05c02-1d23-4511-bd6d-a73ea7aaec48,c1,c2,27,p2,?,surb={'id': 'eaa55c5a-2ce6-4c9d-8337-e3fe11dc8a61', 'route': ['p2', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769453988.4121974,RECEIVED,cfd551f3-823b-4fed-ba0a-17568f526601,db9c9f99-a47e-4dd2-b43e-6809064fc520,c5,c2,27,p2,?,surb={'id': '17b294e0-388a-4454-bccc-7a8f804ec953', 'route': ['p2', 'e11', 'i7', 'x12', 'p2', 'c5']}
1769453988.6080797,RECEIVED,fec7a14c-8c34-42cd-9b12-91c5a4813697,18853d26-5ff4-481c-a4af-db34157f294f,c5,c2,26,p2,?,surb={'id': 'd4f82764-c727-48be-b7e4-e7bc9455e79c', 'route': ['p2', 'e11', 'i11', 'x4', 'p2', 'c5']}
1769453988.6150036,RECEIVED,e31ba89d-bd37-4ee3-874c-135cdc9f785a,26724154-7b43-4b76-9435-299fa1be93b4,c5,c2,26,p2,?,surb={'id': '9b14cfa0-3182-446e-9061-f3b05c29cf59', 'route': ['p2', 'e6', 'i11', 'x5', 'p2', 'c5']}
1769453988.6631112,RECEIVED,0c8c3325-943e-4b04-b784-75989a358711,d196bb93-1fc8-4962-8330-806afa27766f,c5,c2,26,p2,?,surb={'id': 'ed7a9b9e-aeb5-4284-b3b3-a781b44edcc5', 'route': ['p2', 'e1', 'i8', 'x3', 'p2', 'c5']}
1769453988.8036711,RECEIVED,2d640a56-a1ce-4c11-8eae-db6d13517b69,ab50336d-57d7-482a-a318-344aaed4c127,c3,c2,27,p2,?,surb={'id': '5e14583c-19c8-423a-86ec-9b40c8d5756d', 'route': ['p2', 'e4', 'i7', 'x3', 'p3', 'c3']}
1769453988.8115375,SENT,3454e46a-1d14-45f0-b2ad-3999572921c6,11e1a7e0-7bb1-4a65-afd8-f839482a6898,c2,c4,3399,?,p2,
1769453988.8116574,CREATED,d95b92de-a850-4240-9d7a-9e3d767d8eac,bd611351-62e0-4f5b-8143-e7f10767f130,c2,c4,27,?,?,surb={'id': 'b1d4a417-a17d-4d3b-a066-99df4de96349', 'route': ['p1', 'e10', 'i7', 'x10', 'p2', 'c2']}
1769453989.0135484,RECEIVED,440f31bf-11e3-4cb0-9cb6-e902b807759b,70a87009-0025-4c57-8433-511004121bab,c5,c2,27,p2,?,surb={'id': '23dc7c86-add6-478e-8916-4d2b99749e18', 'route': ['p2', 'e9', 'i6', 'x5', 'p2', 'c5']}
1769453989.223183,RECEIVED,0ddb8a0f-ecce-43d4-865d-1bcba8f49a1f,6856e859-8f90-41af-ac67-e4d00f6cf64f,c1,c2,27,p2,?,surb={'id': 'b08817b2-f0e1-4ee3-af3a-7f0ff1cf45a7', 'route': ['p2', 'e4', 'i1', 'x7', 'p1', 'c1']}
1769453989.2608118,RECEIVED,4812ef3c-5edc-4348-bef9-b65c29905d24,9dd81b10-d9ea-4979-b205-10a7043e4378,c5,c2,26,p2,?,surb={'id': '12e8c289-e21d-4972-80fd-2c0c2d5afa5d', 'route': ['p2', 'e9', 'i8', 'x7', 'p2', 'c5']}
1769453989.3716416,RECEIVED,fe3f1fda-6924-4087-a0e3-d75e91f866e7,0395a8aa-ed78-48ae-874d-58bb1d74a98c,c1,c2,27,p2,?,surb={'id': 'df1c22a6-9500-48d3-b07b-4db05c8e2c43', 'route': ['p2', 'e8', 'i9', 'x5', 'p1', 'c1']}
1769453989.4094038,RECEIVED,0b16bdc6-3220-421a-83f0-9738a1dc93bd,9c8d5db7-a79e-4079-8046-73bba54e2df2,c5,c2,26,p2,?,surb={'id': 'a3c125d4-6985-497b-9727-2d71dee80e3c', 'route': ['p2', 'e2', 'i12', 'x10', 'p2', 'c5']}
1769453989.535236,RECEIVED,82a6b706-d20a-4cbb-8140-ff450540fb36,cba7db83-0dd4-416d-9d10-71df69c41aa8,c1,c2,27,p2,?,surb={'id': '4972ac73-e4cf-45a5-9453-cbdd5c23baa4', 'route': ['p2', 'e11', 'i2', 'x4', 'p1', 'c1']}
1769453989.5484967,RECEIVED,51e1aeee-d14a-423b-8120-dce5e75696ce,de8958e0-95e0-4530-8812-b17ea03ffd08,c1,c2,27,p2,?,surb={'id': '79a37e3c-a9c0-4669-981c-46a475f82c65', 'route': ['p2', 'e8', 'i2', 'x2', 'p1', 'c1']}
1769453989.7385302,SENT,b60ea92e-2a43-4ad3-a44d-842d44efb22b,09b93dea-f536-4f1f-b2e2-01c375ec86dd,c2,c4,3404,?,p2,
1769453989.7386065,CREATED,5e31b810-68d6-4174-b087-5336d71b42f4,c5484dd4-27f5-49d9-b953-e150de389c51,c2,c4,27,?,?,surb={'id': 'c1a35bce-e1ac-46ef-b0fd-c93db6b814db', 'route': ['p1', 'e4', 'i8', 'x10', 'p2', 'c2']}
1769453989.8292603,RECEIVED,4e87a633-efbe-496c-8991-a9a01b2c8dbf,0a97b8ec-acf4-47f2-88d9-f42de0e3663b,c5,c2,27,p2,?,surb={'id': '37a102ce-50d7-41c2-9b92-b7587549f228', 'route': ['p2', 'e11', 'i6', 'x11', 'p2', 'c5']}
1769453989.8644762,RECEIVED,75e18b47-48bf-413b-85f7-4e95125b756a,484f2cfa-bc3f-446b-b1bb-bf37329077e8,c5,c2,27,p2,?,surb={'id': 'ab7cb976-7916-46aa-9eda-b24dbe4405b7', 'route': ['p2', 'e12', 'i5', 'x12', 'p2', 'c5']}
1769453989.8693116,RECEIVED,19fea7e1-5ad8-459d-9d46-d31a89ce3e30,753cdad0-1ec2-414e-901c-6c22f685231c,c1,c2,27,p2,?,surb={'id': '497dab87-3922-442a-bece-ae5c8fbbfd38', 'route': ['p2', 'e11', 'i2', 'x5', 'p1', 'c1']}
1769453989.888454,RECEIVED,1f347f8c-ca7f-4567-bbf7-53a000f865b1,9a9d4e56-658b-48d0-a359-7e40e93041dc,c3,c2,27,p2,?,surb={'id': '4118b7a3-fb09-42ca-9eee-644581ea45c7', 'route': ['p2', 'e1', 'i11', 'x9', 'p3', 'c3']}
1769453989.9919202,RECEIVED,26a963eb-cac6-4a8b-a798-489a726d58b4,76b02658-524a-4cb0-a60d-183777010f26,c3,c2,27,p2,?,surb={'id': 'd411869f-5f0a-411b-8919-38d0564f1675', 'route': ['p2', 'e12', 'i12', 'x6', 'p3', 'c3']}
1769453990.0417383,RECEIVED,80b79b68-a89a-4c44-a9e6-d471a562286c,e5ef521a-fc2d-47f0-b1b7-3e5f199a3485,c1,c2,27,p2,?,surb={'id': 'f454f07d-3326-42a2-98f7-11908fc1218f', 'route': ['p2', 'e10', 'i7', 'x12', 'p1', 'c1']}
1769453990.1911724,RECEIVED,ae83dc54-e088-484c-945a-3e3d65c2b4f0,56dfe091-3683-4db9-bbc7-dd93e6f77976,c3,c2,27,p2,?,surb={'id': '709c68b5-4e54-43f4-b1ce-4921ecadf39b', 'route': ['p2', 'e1', 'i3', 'x2', 'p3', 'c3']}
1769453990.2643483,RECEIVED,6a29b812-b064-46b2-ad2a-40fc1747a791,c8b0853c-e885-4b91-8274-f5272a011b7b,c5,c2,27,p2,?,surb={'id': 'cac11502-1645-4f36-9f95-13b878a7b26a', 'route': ['p2', 'e3', 'i12', 'x8', 'p2', 'c5']}
1769453990.3740418,RECEIVED,839a4632-ddfd-4f04-a4b6-f0bb0e33deab,588afcf8-6a43-444c-8f4d-428e1a5d5555,c5,c2,27,p2,?,surb={'id': '8028caeb-45f9-4763-bfff-7745a19d8e9d', 'route': ['p2', 'e3', 'i10', 'x7', 'p2', 'c5']}
1769453990.4463012,RECEIVED,eda898df-9b7e-45df-ab66-78130b4d588f,c71be81c-79b4-4794-b0f0-bda91fb5aa21,c3,c2,27,p2,?,surb={'id': '3c305d58-be50-4b9e-b273-27fed4e49b9f', 'route': ['p2', 'e8', 'i1', 'x12', 'p3', 'c3']}
1769453990.4650443,SENT,82a1eb1a-de78-4391-ac8e-3c25e2590e7a,b9a6e4cc-6684-4b8c-9447-ea6c628efef4,c2,c4,3375,?,p2,
1769453990.4651482,CREATED,1c9450fc-4420-484b-b9df-37c347d53cf8,12bf3747-9a36-41dd-ac80-610358bba936,c2,c4,27,?,?,surb={'id': '3b8c637f-e11d-485e-8f6f-87e1f50ca263', 'route': ['p1', 'e3', 'i2', 'x10', 'p2', 'c2']}
1769453990.507466,SENT,6d57414a-35d6-4aa6-ab31-a530ce15909a,0143d3cc-5e4a-4476-95d7-50cc972c3329,c2,c4,3387,?,p2,
1769453990.5075371,CREATED,70b76937-bc13-4ec4-830d-b59c815d53d8,4734456b-f61e-49ba-bba0-c8368b341619,c2,c4,27,?,?,surb={'id': '6452caf7-b408-4537-a2a2-442d4ef528d1', 'route': ['p1', 'e3', 'i2', 'x11', 'p2', 'c2']}
1769453990.547294,RECEIVED,0c8e0f8c-43e2-4808-8987-f2d2218adeeb,c5ac7067-c19e-4db9-b743-96162955c506,c5,c2,27,p2,?,surb={'id': '37653834-2e35-4e5f-a215-8f473134c73f', 'route': ['p2', 'e4', 'i12', 'x10', 'p2', 'c5']}
1769453990.572304,RECEIVED,4084815f-2538-423e-9af1-e62378d33e43,905f80a0-5b03-47a5-97db-9f4ecf0e2093,c1,c2,27,p2,?,surb={'id': '128681e4-5fc7-4523-9b34-3b70e9798b88', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769453990.9882145,RECEIVED,66bc4f14-6164-4dea-bcd3-5fe5e5f16eb0,3ef3b52b-5934-4b7b-9e82-4d648e9c76b1,c5,c2,26,p2,?,surb={'id': 'b4beebb0-d5a8-4f6c-87e6-3e33e1b55cae', 'route': ['p2', 'e8', 'i9', 'x8', 'p2', 'c5']}
1769453991.0285316,RECEIVED,56542a08-572a-4249-a06d-c1a221047c6b,5b535e5a-5c23-48b8-8566-1edd6117f965,c1,c2,27,p2,?,surb={'id': 'd05895bc-fcb7-478b-affb-fb7444e748aa', 'route': ['p2', 'e2', 'i1', 'x5', 'p1', 'c1']}
1769453991.1558492,RECEIVED,2b326aa3-fb99-4f86-866a-2fc5a38272eb,f0c10bc0-0bb6-442b-8297-d7c0b2020ffa,c1,c2,26,p2,?,surb={'id': 'a40b8015-4ce9-4aa0-9c79-7e59c8af69df', 'route': ['p2', 'e1', 'i11', 'x12', 'p1', 'c1']}
1769453991.1757455,RECEIVED,8691855c-698b-42ea-bc82-43c1917e3e6f,7ac21211-7022-4633-b175-e360d09346e3,c1,c2,27,p2,?,surb={'id': 'dac1bf3a-54ed-4bd4-95d6-e286db943eac', 'route': ['p2', 'e11', 'i5', 'x5', 'p1', 'c1']}
1769453991.209804,SENT,5e82694d-4548-4da5-a55f-7fb888f5c51b,0b052d33-8e00-46e7-9bf4-babc38a144bc,c2,c4,3375,?,p2,
1769453991.2099216,CREATED,4e7142cc-bc8a-4bcc-a623-4b3717912252,d2a019bb-ffc3-4e31-a4ab-7c76d44e20b4,c2,c4,27,?,?,surb={'id': 'b89efffb-7a25-4161-868d-250715303674', 'route': ['p1', 'e9', 'i8', 'x3', 'p2', 'c2']}
1769453991.3036327,RECEIVED,1a43b108-0d15-4a3a-af0b-f993aae38e3f,d2228b91-fed2-4831-a1b5-8b4491acfdeb,c5,c2,27,p2,?,surb={'id': '242151f6-c92a-4272-9693-0cac6d8af07e', 'route': ['p2', 'e3', 'i1', 'x12', 'p2', 'c5']}
1769453991.323317,RECEIVED,5840d565-d03b-46c4-a3f8-19568adf4e5b,6d9a46e1-1c4f-4c30-b8d2-1f7d0c4a0444,c5,c2,27,p2,?,surb={'id': 'afd169b4-539a-4eda-add9-3fdbdba5222d', 'route': ['p2', 'e12', 'i3', 'x12', 'p2', 'c5']}
1769453991.4976397,SENT,1f67bd39-4a53-457a-8c3c-7cd5efb4cb8e,668a491d-6d9e-4c8e-8386-ec4358644f07,c2,c4,3379,?,p2,
1769453991.4977663,CREATED,a6a48b9f-56c8-4e42-a4e0-e879be48e70e,e33d67a6-093a-461a-97bd-db45c324bfa2,c2,c4,26,?,?,surb={'id': '3ac28785-7171-47a1-87cc-5740ddc4f89c', 'route': ['p1', 'e9', 'i6', 'x1', 'p2', 'c2']}
1769453991.5057297,RECEIVED,8d07c0d5-c8c3-4933-85be-a4d3a99fd3c6,f2dfc2a5-decb-43d9-a56d-0fc1daf4185f,c5,c2,27,p2,?,surb={'id': '5eb974f5-ffb4-4384-a40f-082a3ff12e13', 'route': ['p2', 'e7', 'i3', 'x1', 'p2', 'c5']}
1769453991.5206354,RECEIVED,f99e4de3-1dbc-471a-a872-2ed17e687ec2,1534571f-1e2b-4afb-b45b-a4aea9f260da,c1,c2,27,p2,?,surb={'id': '69705d08-096b-4b7b-9420-9ee860a29408', 'route': ['p2', 'e6', 'i6', 'x8', 'p1', 'c1']}
1769453991.5384836,SENT,d2b99590-d369-42c2-9a67-e877cb461848,ed497b9a-0189-49ff-849d-3e5fb63036f4,c2,c4,3380,?,p2,
1769453991.5386012,CREATED,0d8004d3-1108-46e8-9b56-2413a94fbc42,8e4b1dfb-0ff2-4e14-932e-fda586a69685,c2,c4,27,?,?,surb={'id': 'b924eabb-1218-4d90-ada7-703c2226c61a', 'route': ['p1', 'e1', 'i6', 'x5', 'p2', 'c2']}
1769453991.5960984,RECEIVED,ef2ce8d4-8c04-4add-9886-ac887a3f64b4,ff767462-e457-4cbe-8432-43fb7a0a5a00,c1,c2,27,p2,?,surb={'id': '1c479a05-f2d0-475b-96d2-eb8431bdb5b2', 'route': ['p2', 'e2', 'i4', 'x6', 'p1', 'c1']}
1769453991.7248414,RECEIVED,84556c39-d5f2-4442-b49e-e9b67fd7d4b0,b8a2570a-b6e9-48a9-ad40-13c6ad6a667f,c5,c2,26,p2,?,surb={'id': '589f9837-eced-4e2a-9fbc-1701a35a1e75', 'route': ['p2', 'e3', 'i7', 'x12', 'p2', 'c5']}
1769453991.8135772,SENT,5e414f39-1daa-48b2-858c-e353d4b0979b,ab2c6ca3-a91a-44c1-84a3-c31b3c21c8d5,c2,c4,3403,?,p2,
1769453991.813699,CREATED,0c9105e7-b7b4-41dc-982d-31f2aac2856b,0c732ca9-a825-4da1-bbb2-8f1e16202e09,c2,c4,27,?,?,surb={'id': 'a3e5dfa7-2c83-4e14-8242-ded890d0a61d', 'route': ['p1', 'e7', 'i1', 'x2', 'p2', 'c2']}
1769453991.8233426,SENT,34eb5588-00c0-4266-a586-d01b5d4e9907,2c6b558f-2ea5-4821-a588-fb4cee929162,c2,c4,3375,?,p2,
1769453991.8234606,CREATED,38ea39b4-8ae5-4def-a795-99459102bb58,c47b88fb-8979-4c8a-931d-4aa29c13d8e0,c2,c4,27,?,?,surb={'id': 'b17290f7-6ce1-45ba-8326-e6e062bc294f', 'route': ['p1', 'e4', 'i11', 'x7', 'p2', 'c2']}
1769453992.0803401,RECEIVED,8bc8c3bf-ae77-4c1d-9583-b4fef97c85b0,5dd64d4a-10b3-4484-baca-62090cf8c48b,c1,c2,26,p2,?,surb={'id': 'ed7ff7a0-f536-4a60-a3b8-41dc2201c871', 'route': ['p2', 'e5', 'i8', 'x11', 'p1', 'c1']}
1769453992.2993648,RECEIVED,eeb895df-041e-4a1a-be75-0f2fe62c99ca,9e250cba-04bf-4acc-9e32-c2898b25bfa5,c3,c2,27,p2,?,surb={'id': 'dc85cf45-914b-4ff4-bc71-7ead91fb5095', 'route': ['p2', 'e2', 'i2', 'x4', 'p3', 'c3']}
1769453992.39151,SENT,86eeb587-e5ff-4926-b2cc-07fc96caff76,4f0233a6-7b4b-4224-939d-ee555456caba,c2,c4,3360,?,p2,
1769453992.391632,CREATED,5ca93994-2d7e-4d65-a28e-b791066b0c28,4786a162-b0f4-45bb-9f1e-657b2ce96d37,c2,c4,24,?,?,surb={'id': 'a567504e-8fec-4bef-b174-5d31b17b9ae2', 'route': ['p1', 'e5', 'i9', 'x6', 'p2', 'c2']}
1769453992.430118,SENT,0ebc9f3c-2158-4903-b06d-d19b3a34dab8,74bb2f28-6fcd-4b81-aeed-05d1f1229823,c2,c4,3395,?,p2,
1769453992.430242,CREATED,b60cd9c3-4c56-41d7-9131-9b14b8a8db36,5ba25b6d-f289-41e3-bea6-e9dafbfcae30,c2,c4,27,?,?,surb={'id': '35929a03-a15b-491b-8cf8-6028dd2990ac', 'route': ['p1', 'e10', 'i5', 'x11', 'p2', 'c2']}
1769453992.4823427,RECEIVED,f9645880-9061-4c95-9046-5fc7fb2f99d2,1873cafc-1b32-4fa6-84e0-1c4075fb4cea,c5,c2,27,p2,?,surb={'id': 'b7da10d4-cd62-4581-ab28-0df9cf042994', 'route': ['p2', 'e8', 'i5', 'x7', 'p2', 'c5']}
1769453992.6715174,RECEIVED,a7a41954-19f5-44cb-89fe-cf979e626ffe,9296f9ec-2f00-426c-9c67-2772dcf410a5,c1,c2,27,p2,?,surb={'id': '76f9e783-d98a-4b08-bd9e-e07bf0807cdb', 'route': ['p2', 'e6', 'i1', 'x2', 'p1', 'c1']}
1769453992.757755,RECEIVED,297d11df-7193-427e-9cce-731803f3c1ad,cff49240-06f8-422d-ad93-9dc1c92110c9,c5,c2,27,p2,?,surb={'id': 'ce45bb24-4adf-428e-94d9-e62f7af5bce0', 'route': ['p2', 'e6', 'i2', 'x7', 'p2', 'c5']}
1769453992.8043823,RECEIVED,b5aef8ef-508c-43c1-b25c-f2b434f3a03c,c9a07581-04e8-46a9-b18a-eff6fdb1ce4f,c3,c2,27,p2,?,surb={'id': 'f5d8c187-f383-4e1a-b178-c9e5f7348b8c', 'route': ['p2', 'e5', 'i3', 'x11', 'p3', 'c3']}
1769453992.8200092,RECEIVED,6012307f-a867-4037-9ec0-1e188db8ae2f,31a2fa1e-5f1c-4c2c-8c56-1de22ee93223,c5,c2,26,p2,?,surb={'id': '5e0a4a43-081c-4f28-8b15-29f857b5494c', 'route': ['p2', 'e4', 'i2', 'x5', 'p2', 'c5']}
1769453992.8427532,RECEIVED,599bc0ad-7ef8-4f64-bdd1-2a61bff648ef,6e13be3f-87a7-44df-ab24-b5c03f890c42,c3,c2,27,p2,?,surb={'id': '6458cf36-69e3-4626-a0bd-22354c01fc03', 'route': ['p2', 'e11', 'i8', 'x9', 'p3', 'c3']}
1769453992.8722875,RECEIVED,b12f1294-e5e7-4466-b884-059ff70182ab,8e0cbe4a-5e18-4046-bba9-cd0622fa5b36,c5,c2,26,p2,?,surb={'id': '4040ebe6-b425-42cb-8d09-564996c98ba2', 'route': ['p2', 'e1', 'i7', 'x11', 'p2', 'c5']}
1769453993.0232863,RECEIVED,15030b32-5659-4fb6-a729-d6a0d3cd6b08,f0ab8825-a755-4a04-a505-32c0650c29e5,c1,c2,27,p2,?,surb={'id': '797fefc2-3de9-43dd-b212-7090731fdad4', 'route': ['p2', 'e5', 'i6', 'x10', 'p1', 'c1']}
1769453993.032748,RECEIVED,8a5bacaf-2ee1-4cdd-8f2d-30362422db3c,3b7d4e58-9a0d-41ce-abd9-722e7abe85c0,c5,c2,27,p2,?,surb={'id': '79fa9e82-d8f7-4411-84f4-b9b2adaddef8', 'route': ['p2', 'e1', 'i7', 'x5', 'p2', 'c5']}
1769453993.1307049,RECEIVED,232cb2b6-a258-43bb-a25b-7314b71dd469,02183932-0d57-4dc0-b4fc-3297ee4d27c5,c3,c2,27,p2,?,surb={'id': 'f7a9c4b8-c939-46fb-9fe1-f7cf280f0c3b', 'route': ['p2', 'e11', 'i8', 'x11', 'p3', 'c3']}
1769453993.5035768,RECEIVED,cf8c405a-99f1-4a34-8985-2e081fe3ee89,7552add1-7240-46ff-b257-9867cab06915,c5,c2,27,p2,?,surb={'id': 'dc02a3cb-a772-446e-91c5-e4ad36e21a2e', 'route': ['p2', 'e4', 'i9', 'x9', 'p2', 'c5']}
1769453993.5551453,RECEIVED,b22806e3-9388-4553-b31c-c78435e1d515,5ff014a1-4cd8-4345-904c-ce7477ddbda9,c1,c2,27,p2,?,surb={'id': 'f4aa2033-68d7-4970-b728-9d78d22f958a', 'route': ['p2', 'e11', 'i11', 'x10', 'p1', 'c1']}
