timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453749.0925543,SENT,5bd315cb-10a1-4da8-b2e1-7f5deb2ddb6c,02e25c0b-dd58-47f3-bb18-82198f020487,c1,c2,3392,?,p1,
1769453749.092715,CREATED,1901e35b-7cc0-4582-8d96-2dc9401a7ee2,0224350b-3777-47c4-ba44-24b140549830,c1,c2,27,?,?,surb={'id': '373c2b9c-fa85-4bed-b1f8-c4baabdf967d', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769453950.592287,RECEIVED,da707517-d7c4-4540-91b8-eec791cae697,99bbbc86-6f51-4cdf-8553-8533e1a132f7,c4,c1,27,p1,?,surb={'id': '7835a945-4be6-40d0-837b-5e27efd14b2d', 'route': ['p1', 'e9', 'i8', 'x1', 'p1', 'c4']}
1769453950.9473135,RECEIVED,573226a0-713a-47d7-9b48-955ca0f02592,e9bfc65b-3029-4404-9783-379cd4bfb230,c4,c1,26,p1,?,surb={'id': '59906222-7fd1-4e79-964c-9e80a41601ce', 'route': ['p1', 'e6', 'i4', 'x9', 'p1', 'c4']}
1769453951.2215898,SENT,ea062743-4039-4899-8bfa-43ca0bed5c4f,fed8a2de-3f1a-4f2e-81b1-4b6bd46c7c8e,c1,c2,3367,?,p1,
1769453951.2222128,CREATED,19744221-3129-4773-a266-78ae64b335ac,ef9c2ea6-c3a7-4a45-8c80-6f55abbb3959,c1,c2,27,?,?,surb={'id': '30df2527-d717-4b65-bcd3-e43ae06736d1', 'route': ['p2', 'e4', 'i6', 'x5', 'p1', 'c1']}
1769453951.2566912,SENT,b84d1d55-60c7-4631-b247-0118c372604a,320763a2-e18c-436e-a5f4-0896a2097b28,c1,c2,3380,?,p1,
1769453951.256837,CREATED,ca12c0ee-f0a9-4a06-9eff-71d10e6e2703,e48521b0-4513-46cf-ba68-ea07f32ed999,c1,c2,27,?,?,surb={'id': '87d32600-71b4-4966-b2e7-e0a56a1f38bb', 'route': ['p2', 'e3', 'i1', 'x3', 'p1', 'c1']}
1769453951.5047896,RECEIVED,87484a04-a86f-447b-9012-1109012e3a7f,241595f6-9b9a-4b4d-9ae5-651ac27fc0e0,c4,c1,27,p1,?,surb={'id': '635cdfb6-3c7a-443b-9e45-6c8bcef627e0', 'route': ['p1', 'e9', 'i7', 'x5', 'p1', 'c4']}
1769453951.5321424,RECEIVED,5326fe59-f0bf-4b1e-a2a3-7ae80d331018,1bc61315-bd2b-4b1b-b26e-2043fd0386ea,c4,c1,26,p1,?,surb={'id': 'ec182aed-7a6e-43c6-b47d-c8b948c4b931', 'route': ['p1', 'e1', 'i11', 'x9', 'p1', 'c4']}
1769453951.8189685,RECEIVED,62f11c82-ad9a-4eaf-ab6d-00bec072a331,deff12a3-0b40-4e19-826c-d20acf3f7bd3,c4,c1,26,p1,?,surb={'id': '402a9c7e-c12f-4ebd-ae9f-268f06e54322', 'route': ['p1', 'e11', 'i5', 'x9', 'p1', 'c4']}
1769453952.1796913,SENT,e085f7d3-9a25-4b1b-a657-19316a14142e,fdc9be1c-3f86-47a6-9e4e-a3c4407a79cb,c1,c2,3399,?,p1,
1769453952.1797633,CREATED,1d90f5c0-6a04-420b-b517-8a8201822fdd,6473a444-3712-45fd-93c3-14bf4911cd85,c1,c2,27,?,?,surb={'id': 'e551b625-2167-4589-bb35-666f4e75ba00', 'route': ['p2', 'e12', 'i12', 'x4', 'p1', 'c1']}
1769453952.3317308,SENT,70814d3c-956f-46f6-b36c-667c0be83a22,67154e79-ffc2-4d14-914a-551f11a20639,c1,c2,3367,?,p1,
1769453952.3318775,CREATED,1449e485-63b3-4ea7-b4e6-e74649899265,9d8488ac-e5e0-47e3-9b61-2998729fd2cd,c1,c2,27,?,?,surb={'id': '40b23d0c-0e0f-44df-a884-473dcdde1198', 'route': ['p2', 'e12', 'i2', 'x3', 'p1', 'c1']}
1769453952.742563,RECEIVED,4ed59d01-218d-4119-8a63-a30400068a0b,81b75668-237c-4e0a-aa92-4aaa42e79d0b,c4,c1,27,p1,?,surb={'id': '09c59813-6657-42f5-a5b0-586fdad973b3', 'route': ['p1', 'e10', 'i8', 'x5', 'p1', 'c4']}
1769453953.2979484,SENT,0962ad5d-6529-48fe-828e-5847b3817154,48e7db64-0f05-4da1-b716-11b92ee62cc4,c1,c2,3371,?,p1,
1769453953.2981284,CREATED,f5061b17-cca8-4e92-97fe-76c23f0a4070,5d6c6ac5-4a1d-4b9a-8df7-35c5652ac0a5,c1,c2,26,?,?,surb={'id': '8cf4ae06-9af6-4f3b-812f-817e378d9022', 'route': ['p2', 'e2', 'i12', 'x1', 'p1', 'c1']}
1769453953.3313386,SENT,c3cbe7b6-31e2-4175-a334-c9dabe647812,387c868e-2cd4-4721-bc5b-a238ce084a8f,c1,c2,3371,?,p1,
1769453953.3314886,CREATED,85060264-249e-455f-9e19-ae56d16857a9,f1c0da78-d380-4780-8b5b-f64cdf5ac90e,c1,c2,27,?,?,surb={'id': 'b571e907-f516-4414-b227-adb2c52a51d0', 'route': ['p2', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769453953.4337215,SENT,b8a55d32-82bb-4e1e-a529-2c3a5b0bca28,7f5f841c-0462-4644-8e34-fd3889668b49,c1,c2,3387,?,p1,
1769453953.4338698,CREATED,6f5f27e1-8a59-4963-afb9-5de57d0cf67b,3487ada7-0271-4223-9042-59e2827d6988,c1,c2,27,?,?,surb={'id': 'aa45bbd5-5729-4452-a019-a02533d927b2', 'route': ['p2', 'e7', 'i9', 'x2', 'p1', 'c1']}
1769453953.446683,SENT,5201e085-69bc-49b4-88f1-87899f2e0e5a,890816ee-2de2-4b5c-b0cf-701e51c6091d,c1,c2,3379,?,p1,
1769453953.4468348,CREATED,db9c2a83-62a9-4110-8fe8-6bd7c2a81911,a0926559-4079-4923-a0de-4af774e3404c,c1,c2,27,?,?,surb={'id': 'a48f3a8c-06af-46b8-9efa-685de419996f', 'route': ['p2', 'e8', 'i6', 'x2', 'p1', 'c1']}
1769453953.6791508,SENT,9fe345d4-e8fb-4060-99b3-fb4b9c1075f1,ece3b3ff-1a4a-40d0-b2e6-78ad2f6346d9,c1,c2,3379,?,p1,
1769453953.6792967,CREATED,d8a5b83b-9ced-4470-a76e-26bef3fc1475,1b487a18-419c-425c-8ca0-5ee8d08e767a,c1,c2,26,?,?,surb={'id': '4ace9edc-794d-46a6-8962-5ce8d32e4cf6', 'route': ['p2', 'e7', 'i1', 'x6', 'p1', 'c1']}
1769453953.881902,SENT,9ae3d4e6-c25a-4e13-ba92-d866f6665b3c,45f16a60-26cc-48cd-8fb4-18767e066f3f,c1,c2,3359,?,p1,
1769453953.8820035,CREATED,eb33a421-2b25-487e-abdf-903d122a1ecf,f70823d7-816f-4cad-9735-865dcd09386b,c1,c2,27,?,?,surb={'id': '79ea18b5-42b7-46fa-b961-5a4f3789f7fb', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c1']}
1769453953.907291,RECEIVED,acaca5cc-2f0e-4a6f-aa26-ea24a78c2755,4e7d57cc-75fa-4f3e-8f2a-30633276c97a,c4,c1,27,p1,?,surb={'id': 'beb5b261-ac17-4aa3-a759-0d98bd045729', 'route': ['p1', 'e3', 'i6', 'x12', 'p1', 'c4']}
1769453953.9471152,RECEIVED,4659b4a0-c6d0-4140-96e0-aefbf96ce9f2,bdb45d2b-7eac-4497-b246-def313a51bd9,c4,c1,27,p1,?,surb={'id': 'f4767a83-6779-45a0-86e0-45cb43a25e69', 'route': ['p1', 'e6', 'i9', 'x12', 'p1', 'c4']}
1769453954.365367,RECEIVED,171c81ef-30e1-436d-af0f-702eca765bba,c5f79ed6-2c22-4189-8679-9afce5e77838,c4,c1,27,p1,?,surb={'id': '885059db-103c-4c90-97f8-081ea4095d53', 'route': ['p1', 'e5', 'i3', 'x2', 'p1', 'c4']}
1769453954.6091654,SENT,3144b103-0054-4f1b-8dbe-4d7f57fe9254,cb898bcb-fbdc-41ee-9251-c014040400ad,c1,c2,3383,?,p1,
1769453954.6093082,CREATED,928eccd1-5e31-4855-b53c-534949018fdc,716e615c-d836-452a-8615-99096a367382,c1,c2,27,?,?,surb={'id': '05edceea-eb4a-4965-bbbb-0251a3e0967b', 'route': ['p2', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769453954.9091868,RECEIVED,0c04af16-821e-4e60-ab4a-3cd09aef7579,d6f207d2-9697-4937-ac9a-565156413200,c4,c1,27,p1,?,surb={'id': 'ba6deca7-063e-4749-90c1-90527d32c35f', 'route': ['p1', 'e10', 'i6', 'x12', 'p1', 'c4']}
1769453954.9383497,RECEIVED,a4497a18-a79e-4761-86fd-a8438fed4428,d1b9da73-6a9f-4317-9ca4-1fa68d489a92,c4,c1,27,p1,?,surb={'id': 'd6809d4f-6610-4146-99e4-a2b268731cad', 'route': ['p1', 'e3', 'i10', 'x7', 'p1', 'c4']}
1769453955.027897,SENT,cc69cf0f-a189-4bc2-9fe0-b3f2bdaf6355,406758cc-131f-4765-acb2-4c703c627f68,c1,c2,3388,?,p1,
1769453955.0280437,CREATED,2b0da996-eb91-4fec-bf43-7b0bd719d796,a32f079a-5539-4bf7-a450-bf6d4e2b5e63,c1,c2,27,?,?,surb={'id': '1e781e7b-a5ae-4089-bc95-ed31a6111fe9', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769453955.1349013,RECEIVED,21ec7e30-a0cf-446b-a896-2b17e1dfb044,275322e5-a3cf-4126-99d7-4afcd4f1409a,c4,c1,27,p1,?,surb={'id': '0ef85341-a730-4611-b18f-ff98a5ec2aa8', 'route': ['p1', 'e3', 'i1', 'x2', 'p1', 'c4']}
1769453955.4692135,RECEIVED,eb3eea6f-dff8-4ebc-aec0-0cc59cacea7d,d21da8ef-4549-488e-ab22-2a9fb00b1bfc,c4,c1,27,p1,?,surb={'id': '305f60f0-05bb-451a-b573-f18dc5d6b1a5', 'route': ['p1', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769453955.7296765,RECEIVED,d9c05a29-95f6-4b35-835f-ec9415a60521,179475cd-07bc-4ff0-9c4f-6ccc1a3efd7a,c4,c1,26,p1,?,surb={'id': 'c24099c3-54d3-437a-bee8-a7cff40d71e3', 'route': ['p1', 'e7', 'i9', 'x12', 'p1', 'c4']}
1769453955.7815363,RECEIVED,44b26dfb-c438-43ae-a856-c0abb5f74ccc,65de729a-5db3-4e8a-b04c-262de556c95d,c4,c1,27,p1,?,surb={'id': 'aacdde60-2454-431b-9b9a-58d076f80661', 'route': ['p1', 'e7', 'i6', 'x10', 'p1', 'c4']}
1769453956.0839372,SENT,6581362e-ec68-40c7-b21d-8638a6063432,44583c7b-d8bb-46c9-8630-34632b471fe3,c1,c2,3379,?,p1,
1769453956.0841513,CREATED,1f24df82-6dbd-4ee4-8438-24a9dc2f0844,843fca99-bcfa-49f1-974f-52a90afbdc37,c1,c2,27,?,?,surb={'id': '3fb754de-5207-406a-bae3-7a92579ec39b', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
1769453956.2685235,SENT,3baff3e4-c9d8-4374-b50d-5b2ec0104634,020cf913-5f35-4a7d-9504-833b4dd7063c,c1,c2,3359,?,p1,
1769453956.2686725,CREATED,070a172b-201f-4277-80a0-5ecc88ffaec5,0c67fe28-a36f-46ba-9c91-fc3dd707a962,c1,c2,27,?,?,surb={'id': '1238bb4d-b9b4-4ef0-844e-ef64dc08995d', 'route': ['p2', 'e6', 'i8', 'x6', 'p1', 'c1']}
1769453956.5105045,RECEIVED,f4a52f6a-2603-45eb-aad4-9bbf7a8b7e7f,3081ae94-a35b-44f8-addb-54e538c91c46,c4,c1,27,p1,?,surb={'id': '9debe953-c58f-4071-8baa-42f11a2a4f33', 'route': ['p1', 'e10', 'i2', 'x3', 'p1', 'c4']}
1769453957.46824,SENT,1371d71d-7080-469a-beb6-d4b96820c44a,c1f34a7e-5bbb-4034-9147-918dee7ea79b,c1,c2,3384,?,p1,
1769453957.468385,CREATED,5808a8be-3dc0-432f-9982-1b72c1454c04,7aaa7fb0-0ee4-405e-ad50-1d48b97e651d,c1,c2,27,?,?,surb={'id': '42e29d8b-fd36-46f1-8df8-41bd4af0a278', 'route': ['p2', 'e6', 'i10', 'x10', 'p1', 'c1']}
1769453957.538403,SENT,cc653510-50de-4f22-99db-1a789881a033,a149f5bd-c373-4b5e-a3b4-b1caf37744b9,c1,c2,3385,?,p1,
1769453957.5385509,CREATED,d7231fb8-1753-4059-8c7a-52c6676a0e8d,c2887e26-ae2f-4c0d-9af5-ed16e32991e6,c1,c2,26,?,?,surb={'id': '9634446c-f691-4316-a35f-d49762f84fdd', 'route': ['p2', 'e6', 'i6', 'x2', 'p1', 'c1']}
1769453957.7965076,SENT,e4b9fc86-5724-4f0d-804a-f31503ced897,87785adc-449f-41ee-a438-05a2e25c3c75,c1,c2,3392,?,p1,
1769453957.7966566,CREATED,b2873396-fb02-4654-a342-c9283907e9fb,d533f57d-a4a1-47fc-a2c8-da91f762813c,c1,c2,27,?,?,surb={'id': '4cb4c650-6fbd-40f9-9632-7a7027773b5e', 'route': ['p2', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769453957.9441628,SENT,42df543a-c482-4d53-8226-75695ba3e334,22cc8a4d-97f6-4ed5-a87d-e4b4fe74a202,c1,c2,3387,?,p1,
1769453957.9443166,CREATED,2655709d-ce34-4713-92cb-3a29d9484050,0503eec9-d281-441f-abb8-274b1c81184b,c1,c2,27,?,?,surb={'id': '5b0a6774-d987-4a4b-ac9d-e4f17076ab4f', 'route': ['p2', 'e8', 'i11', 'x7', 'p1', 'c1']}
1769453957.9800272,SENT,615fbc1e-c465-4891-956e-ee2ffaa7bbc4,68ee5432-f053-46e4-9d7d-d4fe57461728,c1,c2,3382,?,p1,
1769453957.9802122,CREATED,ae16597b-d125-49ca-80a1-005dd2d35f38,7429617f-abd8-47ab-915d-cb2f93b2b51b,c1,c2,26,?,?,surb={'id': 'ad64a820-10cf-4343-9b8c-b2411e02a833', 'route': ['p2', 'e5', 'i1', 'x1', 'p1', 'c1']}
1769453958.2687583,SENT,fe39ed5c-bdc7-493f-b864-044151f1adb4,c07275ea-827e-4571-aabe-9437b52197f5,c1,c2,3367,?,p1,
1769453958.2689,CREATED,c77a11d2-a3d9-4015-bf56-cdce9b8cb033,73a00f76-3396-4682-be10-15607e06adef,c1,c2,27,?,?,surb={'id': 'fcfa75b1-3f65-40b2-8b88-2a2457a03b5f', 'route': ['p2', 'e7', 'i7', 'x12', 'p1', 'c1']}
1769453958.5571804,SENT,d3f71b42-a806-406a-bc79-3c664053c51b,77152994-b719-44fc-a00f-16c4df4790d3,c1,c2,3391,?,p1,
1769453958.557315,CREATED,5501fee7-f85c-412b-9eaf-315389e2edf7,5bcc4a20-d6af-4b8a-8c6e-adadfabf1291,c1,c2,27,?,?,surb={'id': 'c337e89d-1694-479d-89ee-cacee796738d', 'route': ['p2', 'e9', 'i4', 'x3', 'p1', 'c1']}
1769453958.6150217,SENT,15746d2f-8baa-4157-af94-21fd974f59b5,a0e3498b-1e7a-4fe9-8670-4ad7787e1f0c,c1,c2,3394,?,p1,
1769453958.615207,CREATED,1e5c8ad8-0ddc-436f-8e12-55c156365271,5c0b9bcd-9b30-424b-9747-addba6c1d93c,c1,c2,27,?,?,surb={'id': 'c793f678-9be3-4656-8db6-97f2382ef184', 'route': ['p2', 'e9', 'i1', 'x11', 'p1', 'c1']}
1769453958.959012,RECEIVED,180241cc-ca27-4685-bff0-6e30c4e3f174,e05291dc-6286-420a-9d71-235ce5e715df,c4,c1,27,p1,?,surb={'id': 'eec2e169-a2ac-489d-b022-b2f57d180694', 'route': ['p1', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769453958.9842696,SENT,30536cf2-3ad2-4bde-9fb0-cd89d92d474c,ad64029f-2464-43b3-ba92-765afd0a8a7f,c1,c2,3400,?,p1,
1769453958.9844375,CREATED,e0f6eec5-aaee-46f6-8f7d-2322d0dc5952,65edfbae-e536-431b-9d6b-7a7b5762f6bb,c1,c2,26,?,?,surb={'id': '1c0c684a-f1d1-4784-b67e-144f5be14fbc', 'route': ['p2', 'e7', 'i1', 'x8', 'p1', 'c1']}
1769453959.06661,RECEIVED,1d6e35d3-517f-4d2e-bb06-88192ed9516e,946d99a3-b8d9-4cbc-9b31-931744e5943d,c4,c1,27,p1,?,surb={'id': 'd945d980-3462-4a18-894c-85bbf5fc56c5', 'route': ['p1', 'e10', 'i5', 'x4', 'p1', 'c4']}
1769453959.1699414,RECEIVED,44b940c3-c0da-430b-bd13-e44094832298,f949e0af-4e3b-4a29-8a75-bbbc12ac0740,c4,c1,26,p1,?,surb={'id': '859578d6-3b5b-469f-ae24-b73b927367da', 'route': ['p1', 'e9', 'i11', 'x9', 'p1', 'c4']}
1769453959.186342,RECEIVED,a4f2df49-bac0-4159-a189-8536216e849c,1b4446af-8077-4f22-af2d-b3c67525830a,c4,c1,27,p1,?,surb={'id': '8c33b6a7-1b07-4dae-9de8-a11919ed2316', 'route': ['p1', 'e2', 'i7', 'x4', 'p1', 'c4']}
1769453959.2147322,RECEIVED,c136f8b1-f02d-4154-9c2d-92dde840f42a,310587f3-e22a-4b00-844d-752bb72eb7dd,c4,c1,27,p1,?,surb={'id': '03705f95-3627-4761-bfb0-d4d9f7414e54', 'route': ['p1', 'e7', 'i12', 'x1', 'p1', 'c4']}
1769453959.416557,RECEIVED,9f92aa22-0f00-4055-8352-218e45726a04,5b0bae6d-6496-44bc-8a0a-785df2a99c87,c4,c1,27,p1,?,surb={'id': 'b2d1ea30-7bd7-43c4-8dda-79ff7accfde6', 'route': ['p1', 'e9', 'i5', 'x1', 'p1', 'c4']}
1769453959.682521,SENT,6862309b-2f87-4f2b-9c7f-96bb5cb432d9,375ae4fe-6e70-4d76-b144-24f2bcc8c017,c1,c2,3392,?,p1,
1769453959.6826475,CREATED,0a7fdd3c-9ca5-439d-99ad-fed3b13eb36f,a8d9b582-3e06-4508-a551-0ea34274a7de,c1,c2,27,?,?,surb={'id': '37f240ef-8885-4c6c-9e4c-aec718f6d8f4', 'route': ['p2', 'e9', 'i11', 'x8', 'p1', 'c1']}
1769453959.834146,RECEIVED,c96a8e5f-dfc4-4ac7-b05f-4e0b93ff6b70,a7e10382-b807-4d7c-ade6-bd66dae9b7b4,c4,c1,27,p1,?,surb={'id': '82908ee1-6d34-46cd-a45f-946b399c7a98', 'route': ['p1', 'e4', 'i4', 'x1', 'p1', 'c4']}
1769453959.8714414,SENT,a4e8dfed-a6e0-432b-8799-192f43a0173a,4118bb3b-2c29-41f5-a932-3b8cd40691d0,c1,c2,3384,?,p1,
1769453959.8715746,CREATED,b2475159-1219-4aad-a153-249a40c3f671,8ac13f49-c998-4f24-9744-5b300b5da7ee,c1,c2,27,?,?,surb={'id': '06b4c1c3-5884-45b8-8212-cc2f90ff96c0', 'route': ['p2', 'e5', 'i5', 'x2', 'p1', 'c1']}
1769453960.2498083,RECEIVED,f1369469-db80-43fb-b6f0-895ddc6f7e01,afef9c26-2d62-4bc5-af3a-7d21c9034c14,c4,c1,27,p1,?,surb={'id': 'ce94fc20-4e9c-4c9b-bf0a-197062f8b295', 'route': ['p1', 'e4', 'i11', 'x8', 'p1', 'c4']}
1769453960.4528644,SENT,7976bbe3-3aff-4dd2-a2f6-da8ab0347f78,0e19e72a-e9bb-4c2a-9f27-4fccdf5664f8,c1,c2,3376,?,p1,
1769453960.4529638,CREATED,d7c5f14c-8f21-4ea4-a46b-18ba8630ec88,d29fbb79-d899-4c35-979e-b264b19c6a39,c1,c2,25,?,?,surb={'id': '7fd543d4-981b-43b4-9e0f-c25683f53a67', 'route': ['p2', 'e2', 'i5', 'x7', 'p1', 'c1']}
1769453960.88914,RECEIVED,031fe41e-0efd-41a7-8472-c0b39f32fc70,13948d6d-641f-4d14-8ccc-7586911cd336,c4,c1,25,p1,?,surb={'id': '9aace615-a456-483c-95a3-88c8fb361b1f', 'route': ['p1', 'e9', 'i10', 'x9', 'p1', 'c4']}
1769453961.3542318,RECEIVED,9815ca34-302e-4266-952e-614aacebda7c,2c81a9a2-a556-4578-9b17-5c789d8dedf9,c4,c1,27,p1,?,surb={'id': '6698be87-2e98-41af-87d8-508d4888837c', 'route': ['p1', 'e1', 'i5', 'x3', 'p1', 'c4']}
1769453961.5813544,SENT,a22ac902-60c7-4233-a392-4592286875de,4333ad00-6f76-44e7-b7e4-696fce0a2b7a,c1,c2,3371,?,p1,
1769453961.5815225,CREATED,ee079d45-e318-4aa5-af1d-7aa6acc9bc8c,b9126c98-8893-4510-96a5-0720d4a72233,c1,c2,27,?,?,surb={'id': '88ba5ba2-4406-4d4f-985f-c16682857ea2', 'route': ['p2', 'e5', 'i4', 'x10', 'p1', 'c1']}
1769453961.7615132,SENT,bdf8230b-0a21-4671-a1be-c15e0976e7a5,b075141f-8b6f-4c57-ab5f-fde47caff0ac,c1,c2,3394,?,p1,
1769453961.761667,CREATED,7f425796-54da-47c8-a703-903878ce29cd,81f18b44-1dea-408a-9a90-9aba6811ca5d,c1,c2,26,?,?,surb={'id': '73b95a0d-0a7a-442d-a303-c2ca78dd24f4', 'route': ['p2', 'e11', 'i12', 'x12', 'p1', 'c1']}
1769453961.8925538,RECEIVED,864e43f6-2369-4ff3-9a9f-afda0b9e7207,eecacb75-8c7c-4e6e-8f8f-c504985a80c9,c4,c1,27,p1,?,surb={'id': '7c3cbc50-67e9-4ac5-8f08-a6dd00bc8cca', 'route': ['p1', 'e12', 'i3', 'x2', 'p1', 'c4']}
1769453962.0622616,SENT,002756f8-d2b6-48a4-b29e-43bb7a1d8927,6d008303-54c2-474a-b5de-fb45f97b042a,c1,c2,3387,?,p1,
1769453962.0624104,CREATED,d5d51d55-0b9c-4628-ac39-02af65949308,93512511-a66b-4fcc-aca7-6a59ab970339,c1,c2,27,?,?,surb={'id': '75b4d201-72e8-4776-ab47-12b0d94204d5', 'route': ['p2', 'e12', 'i11', 'x5', 'p1', 'c1']}
1769453962.0632126,RECEIVED,946730a2-40ce-4243-87f6-8457592883f1,6ad4e9b4-b0c8-472c-80b6-47687e6ac859,c4,c1,27,p1,?,surb={'id': '099a0ed0-5ce3-476e-b7eb-9843d85f2034', 'route': ['p1', 'e12', 'i1', 'x3', 'p1', 'c4']}
1769453962.086185,SENT,47b5a5fd-f583-42dc-93cd-11f251dc3d0b,ccdd133a-f5fe-4c81-8479-a26c0257bb2a,c1,c2,3361,?,p1,
1769453962.0862875,CREATED,a1b71be3-23e9-4aa7-993a-76f1248a7fc0,83554d08-86e2-466a-9a04-967f74472ca4,c1,c2,26,?,?,surb={'id': '31631f98-f801-4566-a6f0-827f57f4f8ba', 'route': ['p2', 'e6', 'i4', 'x8', 'p1', 'c1']}
1769453962.3601282,SENT,6e77625d-1cc2-4a05-9508-e993bc6a2a4c,69c952b3-99a0-4021-9aad-e33662f2fa54,c1,c2,3398,?,p1,
1769453962.360287,CREATED,d3f584d7-0b68-40fe-b761-ab924aab914f,702dca2b-7c19-4d1f-85d3-47ec32af7247,c1,c2,27,?,?,surb={'id': '5f3e63de-1a59-497f-a7ac-f95fbe92cd9b', 'route': ['p2', 'e5', 'i3', 'x12', 'p1', 'c1']}
1769453962.4533248,RECEIVED,7fce6db4-f217-4538-8f22-de99f7e0fa93,bf35d4e5-1fb3-48d5-a423-f61fb0e2d208,c4,c1,26,p1,?,surb={'id': '1ed122ea-bcac-41d9-ac74-d4adeaa26174', 'route': ['p1', 'e8', 'i1', 'x12', 'p1', 'c4']}
1769453962.511111,RECEIVED,7eecd715-d37c-48eb-897e-28c3097e7533,c7801a12-9218-4b5d-85af-3a2ae181540a,c4,c1,27,p1,?,surb={'id': 'a5b023c8-a74f-4a75-bc17-e883de868aa4', 'route': ['p1', 'e4', 'i11', 'x8', 'p1', 'c4']}
1769453963.0584817,SENT,41b53629-b741-4adc-9411-215f990c1a40,0990f9f1-a771-4d66-8f77-dac3b40f5b27,c1,c2,3379,?,p1,
1769453963.058578,CREATED,379fefb5-24d4-43f9-8800-9d13e60132ba,3944b07f-d9a1-4b48-85f5-d581327a10fb,c1,c2,27,?,?,surb={'id': '936b7a7a-3365-4003-991d-681e343197c0', 'route': ['p2', 'e6', 'i6', 'x2', 'p1', 'c1']}
1769453963.5384154,SENT,fdb0656f-bb10-41a2-9a4f-f38676680bc9,e7f4ff6b-eecc-41e9-bdab-642695d7f60a,c1,c2,3366,?,p1,
1769453963.538515,CREATED,1d06ab6d-c7b3-42d9-9b57-c6da5c36f27f,93a3b814-ce18-411a-a6c1-e4bb2f16f65c,c1,c2,26,?,?,surb={'id': '5750d17a-4630-409d-87eb-5c87cc1f1510', 'route': ['p2', 'e12', 'i7', 'x6', 'p1', 'c1']}
1769453963.6148126,RECEIVED,ead0efcc-3c75-4226-af15-edbb7f0e783d,e495d535-280b-43f1-b087-58b0d01d52d6,c4,c1,25,p1,?,surb={'id': '74397252-aee9-4047-8709-0dbeffbb7030', 'route': ['p1', 'e7', 'i8', 'x10', 'p1', 'c4']}
1769453964.0632792,SENT,b4e37d71-67ee-4105-86ee-0369b9196ba1,ce82ccde-b27f-411b-96d9-ca1111f5111d,c1,c2,3405,?,p1,
1769453964.0634336,CREATED,4ad2bd10-d3fd-40aa-b021-060adfa2f8e8,baf5984f-7676-4e5c-a96d-e2d97343026c,c1,c2,27,?,?,surb={'id': 'e960690e-2d43-4146-b044-e8d402dd06c0', 'route': ['p2', 'e12', 'i5', 'x7', 'p1', 'c1']}
1769453964.1986272,SENT,d01a3d81-378d-4256-9363-2ad887363404,f90123e5-edc8-4a04-b98d-6ed9949b08a8,c1,c2,3375,?,p1,
1769453964.1986904,CREATED,af06b2d1-f0fd-4a41-8219-7786c699b2ad,316a1d42-e6c7-4ea8-8f86-b13dcccda1ea,c1,c2,27,?,?,surb={'id': '0a2547d3-f6de-4010-9576-fa0b54a915f9', 'route': ['p2', 'e10', 'i6', 'x4', 'p1', 'c1']}
1769453964.2618032,SENT,c86111f1-85dd-46c6-a0f1-7d4ee1ce8aaa,40aaca08-503a-483d-8eac-37f08b13d2a9,c1,c2,3392,?,p1,
1769453964.2618642,CREATED,f3326aa6-c642-42aa-90fd-f24ae567ba6c,6a73699b-02c3-448f-859d-585628a006ac,c1,c2,27,?,?,surb={'id': '110e9cbb-5620-4463-a004-16fc7de1bfd5', 'route': ['p2', 'e1', 'i9', 'x11', 'p1', 'c1']}
1769453964.3667169,SENT,961ac7b1-59b4-416f-954a-2077132585f5,84cd73d2-8c63-4e37-af8b-5292bd69789c,c1,c2,3385,?,p1,
1769453964.3668847,CREATED,23160dd0-70d6-4c3a-af8e-b0f21eb1a1ee,9a50cf90-0788-4617-8e14-5654881d3b92,c1,c2,26,?,?,surb={'id': '3b8f99ce-3a8b-4423-aeeb-7be302413baf', 'route': ['p2', 'e8', 'i12', 'x1', 'p1', 'c1']}
1769453964.6244302,SENT,05a166f3-4596-494d-b335-1e0e2d76f395,1cd1d91b-28b3-45b9-b964-dd6dff927983,c1,c2,3380,?,p1,
1769453964.6245074,CREATED,0b62d29d-cc0c-43d5-9659-52f181c39e42,92b9ae6d-e1e2-4451-ae3b-08f5fa53a20c,c1,c2,27,?,?,surb={'id': '2389259e-faa4-40ac-9cdd-be6e7785987f', 'route': ['p2', 'e6', 'i4', 'x12', 'p1', 'c1']}
1769453964.7314782,RECEIVED,08217145-a15c-4133-b78f-411d3cd6aa63,e711da07-8007-42c6-bab2-224d559bd3d8,c4,c1,26,p1,?,surb={'id': 'dd1ae889-9ba2-42fe-b1c6-24c0d04489b9', 'route': ['p1', 'e1', 'i2', 'x12', 'p1', 'c4']}
