timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394779.771718,RECEIVED,3681c0e9-2e82-48be-a95a-4b2fcba00a92,62b18176-77b3-4eff-bfda-8e5060872805,c5,c4,27,p1,?,surb={'id': 'b2a9c625-d877-4f08-88a0-ae25e6a304de', 'route': ['p1', 'e8', 'i11', 'x7', 'p2', 'c5']}
1769394779.803699,SENT,debe7803-c401-4a42-9d59-d322875a62b7,9381e42a-9770-4f58-bdbe-ae09763fcbb4,c4,c2,3375,?,p1,
1769394779.8038447,CREATED,5aba2da9-c09f-477a-9fbc-bab39815f74b,24a548aa-1c8d-4aea-86d5-5cffc1bc5965,c4,c2,26,?,?,surb={'id': '695490fb-a4f9-4c77-ad10-9ddb872cd90b', 'route': ['p2', 'e4', 'i2', 'x8', 'p1', 'c4']}
1769394779.8255613,SENT,40e80a40-7748-46bc-92d7-f0776bb6e9e6,f8a0fd79-2a3a-478e-9f51-14614c4138d3,c4,c2,3383,?,p1,
1769394779.8257053,CREATED,82144ad2-251e-4286-b498-8786a806db5e,253b306e-158c-44b2-9c00-164f0ed4f12b,c4,c2,27,?,?,surb={'id': 'c60d24a1-2e35-4de5-a76a-b3dea7c68893', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c4']}
1769394779.9092214,RECEIVED,58ac67bb-d5ad-4219-9a3e-dce41d209065,8e83941a-5bcd-43be-b16f-1212425746ec,c5,c4,26,p1,?,surb={'id': '2078ce41-a13b-4076-8721-e77c0d96d640', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c5']}
1769394780.0782807,SENT,f2bd68c7-34fc-468b-8e82-7d6d16b270f0,6c99a202-69f6-44ee-a058-dda90559922e,c4,c2,3387,?,p1,
1769394780.0783615,CREATED,b6f24907-c12d-4f95-8c2e-3095c9b83955,3f793a02-dfd3-40af-868f-5584d1783c60,c4,c2,27,?,?,surb={'id': '49298dd1-c6e8-4db4-bf5a-e847752a86f2', 'route': ['p2', 'e3', 'i12', 'x4', 'p1', 'c4']}
1769394780.1820352,SENT,92612af8-ac63-43cd-870d-5f93b619f608,01fd6bd6-93ab-473f-b73c-fc6e7bbae4da,c4,c2,3375,?,p1,
1769394780.1821284,CREATED,f9ddae4d-9e86-4c66-b8c7-b84d5bd0df04,0ee1464b-1397-4e76-8808-f5d13e96b487,c4,c2,27,?,?,surb={'id': 'b89bb21f-c7d7-468a-acd3-98bcb1271aa5', 'route': ['p2', 'e7', 'i11', 'x9', 'p1', 'c4']}
1769394780.5410383,RECEIVED,2bd521fd-c354-43ca-91c1-207bc284c02d,ee5ed72d-2805-40b1-bf05-d1a224707339,c5,c4,27,p1,?,surb={'id': 'a8383e54-5fb6-47c8-b4d9-d0023bfb5a9c', 'route': ['p1', 'e6', 'i12', 'x1', 'p2', 'c5']}
1769394780.6070316,RECEIVED,48b0fc08-ee38-48fa-91d0-2ed4f16ecbf9,ce90102b-8f7a-4cac-b1b4-1258c070fd95,c5,c4,26,p1,?,surb={'id': 'ee36ce0e-1eb3-4084-bc59-6fa9615cae9d', 'route': ['p1', 'e2', 'i5', 'x7', 'p2', 'c5']}
1769394780.7613075,SENT,c65b8d97-33a8-46a2-97e0-c30d01ef8ec2,9723657d-cadf-424f-8d3c-46aac6373e39,c4,c2,3359,?,p1,
1769394780.7613823,CREATED,f742b9d7-3703-491e-a29b-a5ce97168639,3875ef5a-6a96-475a-a714-941311348e35,c4,c2,27,?,?,surb={'id': 'dc89241b-3a1e-47d9-9e38-d2186342ab57', 'route': ['p2', 'e5', 'i4', 'x7', 'p1', 'c4']}
1769394780.8319929,SENT,46c37698-ba1c-418e-bb40-ce03b934b79f,9f97cbdf-802a-4b41-af7d-c107f66607f1,c4,c2,3391,?,p1,
1769394780.8320844,CREATED,27fb2a79-ac12-4991-93f9-befdb96bcef8,d74d7628-0e97-45d8-96ff-9337731ca9b1,c4,c2,27,?,?,surb={'id': '941f3018-5508-49f1-8225-a7fda88a7441', 'route': ['p2', 'e2', 'i9', 'x10', 'p1', 'c4']}
1769394780.8699915,SENT,04efe953-4c3c-4e13-897f-edb1cf8f4d7c,87ee9545-2ba3-4dd7-821c-30f37748045d,c4,c2,3367,?,p1,
1769394780.870243,CREATED,e2e96d0e-5ed0-4af4-b39c-55c28219467b,1d5453f4-6452-4c39-950f-16eb4deb1c07,c4,c2,27,?,?,surb={'id': '1145e45f-b581-44d6-8519-c95e531a2f3b', 'route': ['p2', 'e4', 'i4', 'x8', 'p1', 'c4']}
1769394780.9802227,RECEIVED,461adbb1-e881-4a2b-8bd7-d603362c9368,860d0b15-fac1-4da0-b653-a36b0138b8b7,c5,c4,27,p1,?,surb={'id': '97da76b4-a9e3-41e7-9d81-58235627fae0', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c5']}
1769394781.2342527,SENT,8ef0aab6-f5bd-4596-a8d4-507fc8998ea6,9aa2f106-e6be-48c4-9176-271f09e0be3c,c4,c2,3383,?,p1,
1769394781.2343283,CREATED,93500897-a754-4f51-8df7-587655c6d20d,dfc9f16d-72a7-45f9-9fec-aecca0b41d1e,c4,c2,26,?,?,surb={'id': 'b2c89a3f-bec7-413a-9096-ec4f09ff7a8a', 'route': ['p2', 'e6', 'i1', 'x12', 'p1', 'c4']}
1769394781.3374867,RECEIVED,c875c13d-418c-4000-aa33-0ca1a39e6d41,17083363-93a2-405d-96f3-aadf281be197,c5,c4,27,p1,?,surb={'id': '9bd300a8-400d-4e98-af66-71cccce28879', 'route': ['p1', 'e8', 'i3', 'x9', 'p2', 'c5']}
1769394781.3406343,RECEIVED,02957c74-7bc0-4beb-b8e4-051416c940df,08f0a440-5b60-43eb-b4c1-8f12749b7d55,c5,c4,27,p1,?,surb={'id': '947993d5-3509-402e-9f8e-c052950b216b', 'route': ['p1', 'e12', 'i2', 'x3', 'p2', 'c5']}
1769394781.3468351,SENT,bfa3c7b3-0676-46f4-91f6-f308538af909,0a9e82bd-50a3-4c29-9384-b2304d5e946f,c4,c2,3360,?,p1,
1769394781.3469133,CREATED,fcaf02cb-42d3-452f-acf3-62316337f2b2,899f6f46-abc0-4001-98e0-32130bd36db0,c4,c2,27,?,?,surb={'id': 'e74163c8-4f94-48b9-871d-dac4991061b7', 'route': ['p2', 'e7', 'i8', 'x11', 'p1', 'c4']}
1769394781.8829796,SENT,262aa033-494b-48c8-8f53-eae362509956,cae66f33-a4f2-4568-8f80-9974bcaca4f2,c4,c2,3375,?,p1,
1769394781.8836424,CREATED,5fa85275-9faf-4645-8ec2-a93206bd644c,0d5dcd00-0a08-4791-8818-ba56aa762f84,c4,c2,27,?,?,surb={'id': 'b2b711a6-0afc-4791-839b-130f13196175', 'route': ['p2', 'e8', 'i6', 'x10', 'p1', 'c4']}
1769394782.023743,SENT,83b64622-2065-4d6d-a28a-f4b500fa1dde,0fa70940-482a-40db-9eb7-b8267849e730,c4,c2,3380,?,p1,
1769394782.0238888,CREATED,3b023355-6391-440e-bd15-cc6b9152ba0f,8af98801-0721-4cf1-b009-7416d69ea016,c4,c2,27,?,?,surb={'id': '9091e81d-151b-4874-987f-26890bca12f8', 'route': ['p2', 'e1', 'i10', 'x2', 'p1', 'c4']}
1769394782.7793987,RECEIVED,2b6b3a90-14eb-4636-aae0-f384991fc3b6,92ce8908-f5f4-4ddd-bbad-ad48dffc7760,c5,c4,27,p1,?,surb={'id': 'ba7d68f1-0e01-4991-9127-37004d8f0759', 'route': ['p1', 'e12', 'i4', 'x4', 'p2', 'c5']}
1769394782.842502,RECEIVED,0d9d97bc-867e-4646-b680-e0b661121328,abbd5d1d-0726-436d-922c-73b1b8a66f66,c5,c4,27,p1,?,surb={'id': 'c105016f-0b75-4899-ab54-1470227377e5', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c5']}
1769394783.0360918,SENT,d53fa444-8e45-48c5-bac3-6dd38db5aa42,aff9d898-22af-437e-80d3-3c6e2d2620d4,c4,c2,3387,?,p1,
1769394783.0361903,CREATED,df40b2d1-2b6e-45a8-9f64-5e37dbf02159,7f41dade-223a-4bef-bc9b-7bb13d0d6b62,c4,c2,27,?,?,surb={'id': '09206d87-7790-4859-b58d-8829d0bc8b74', 'route': ['p2', 'e10', 'i12', 'x8', 'p1', 'c4']}
1769394783.1943002,RECEIVED,4a036a9f-4ffb-4ed4-b6af-0ce2cbe6bd6a,de7b1000-1ca9-4807-960f-68c8235bc1dd,c5,c4,26,p1,?,surb={'id': 'a098b904-2118-47b9-bfb6-dc45a4485e7b', 'route': ['p1', 'e6', 'i2', 'x7', 'p2', 'c5']}
1769394783.29481,SENT,146a104a-1082-4033-b2b7-eb617d70fee1,fad9871d-86d2-4e06-ab74-b098b187d0b7,c4,c2,3384,?,p1,
1769394783.2949295,CREATED,31042b53-74de-49cf-a99e-9b0cbeeb3b2f,527e2880-53d3-415b-b7c6-568e4f8c7b3e,c4,c2,27,?,?,surb={'id': '8c6b2ebd-e29e-49d6-93b5-ea77a9753074', 'route': ['p2', 'e6', 'i12', 'x4', 'p1', 'c4']}
1769394783.2962415,RECEIVED,a9d48266-7ee9-42cd-8af2-d91f67cdfe5f,96b74604-f838-4cfb-9634-f9e7177d7a5f,c5,c4,26,p1,?,surb={'id': '584c53af-242c-40c3-abe3-a531c2e28fc3', 'route': ['p1', 'e11', 'i12', 'x1', 'p2', 'c5']}
1769394783.4777138,RECEIVED,616db18e-3539-4d51-99b0-1e498ca4f919,98cb59b7-947a-424f-a4b2-5082c5f71aea,c5,c4,27,p1,?,surb={'id': 'f5874000-9093-4ce3-84a1-f93c5de0612e', 'route': ['p1', 'e7', 'i3', 'x7', 'p2', 'c5']}
1769394783.6089256,RECEIVED,d237a212-6641-494b-a013-8bd4c241dacc,99553b3b-84f1-434b-916c-09648c67c707,c5,c4,27,p1,?,surb={'id': '0eac8c23-d565-4926-af8f-e1b02ff7b6dc', 'route': ['p1', 'e8', 'i6', 'x9', 'p2', 'c5']}
1769394783.817394,SENT,ca79512a-a923-4e3e-8d26-1f62dd376ff7,5edcea1c-555a-4c5f-9cad-726b04edbbf0,c4,c2,3378,?,p1,
1769394783.817543,CREATED,fa2a6ec1-8e9f-42f3-8a63-5b1574e543be,2ddad184-53b9-496b-bf09-b8944a268062,c4,c2,27,?,?,surb={'id': 'e10416dd-1061-439e-a51c-6332ec4fe343', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c4']}
1769394783.9523365,SENT,f599260a-fc55-4746-9784-4b66b9e99d13,6eeeeb9d-9154-44ef-8881-6e76689e4399,c4,c2,3376,?,p1,
1769394783.9525857,CREATED,a0d2699f-8655-413f-bd3c-a901ae6e4ecf,f0f9c80a-0fc3-4b13-a59e-c4db24722cd6,c4,c2,27,?,?,surb={'id': '80c224fd-9460-4156-902a-33e972d49edc', 'route': ['p2', 'e11', 'i2', 'x2', 'p1', 'c4']}
1769394784.296603,SENT,54584999-66a5-41ec-bdc1-f7defeee4df9,a2da1ea0-4df1-4f36-8ee3-7c16d1b2239d,c4,c2,3403,?,p1,
1769394784.2966905,CREATED,3b555330-3ab0-451f-8e39-b36f23af0164,977f0c15-0b40-44bd-9fb2-e1d944c0743e,c4,c2,27,?,?,surb={'id': '4a79b6ce-c8cb-47d3-a853-1517fa47d8a1', 'route': ['p2', 'e8', 'i11', 'x11', 'p1', 'c4']}
1769394784.3338423,RECEIVED,83e5f0d7-2c63-4c1e-82cd-553e7a2165dd,fee005e8-611b-45ed-990a-25d7e23be2bc,c5,c4,27,p1,?,surb={'id': '68f72783-bae0-43c9-9112-6e9e23b0d559', 'route': ['p1', 'e8', 'i12', 'x12', 'p2', 'c5']}
1769394784.37016,SENT,78c9193a-eb05-423a-972e-04630c850c66,1c73fc73-8fc1-4453-9618-72518de0bea9,c4,c2,3391,?,p1,
1769394784.3702486,CREATED,ab85f42b-befb-4b18-a63d-e1b0de646a93,a2c6216e-1b21-4511-8cb0-c4b5c39067be,c4,c2,27,?,?,surb={'id': 'b63e5bcc-df89-4da5-b79d-030290f3b82f', 'route': ['p2', 'e9', 'i9', 'x12', 'p1', 'c4']}
1769394784.4961095,SENT,478bd361-3983-4004-b646-267759cb6a55,397861f3-a057-4d47-96d1-ed48e2a07b83,c4,c2,3387,?,p1,
1769394784.4961994,CREATED,b1e1b0ee-8bee-403e-86e3-46995d69369c,5f924fb9-2db3-40af-82ec-f8500f9e2f6f,c4,c2,27,?,?,surb={'id': '4724242d-b4ee-4b2e-b56f-8a4f34c5282e', 'route': ['p2', 'e6', 'i12', 'x9', 'p1', 'c4']}
1769394784.784062,SENT,39ed79d1-ec27-491f-9198-78fc097b2455,d1da5c1e-ff7b-403d-bbed-b2a934caeb9c,c4,c2,3375,?,p1,
1769394784.7841756,CREATED,12c32198-465f-496a-b241-fcb44c82efc3,098e2313-f878-4f38-87ff-d75a5990b6a2,c4,c2,27,?,?,surb={'id': 'ba275e3d-8794-412b-8b73-eb1b12bc9986', 'route': ['p2', 'e1', 'i5', 'x4', 'p1', 'c4']}
1769394784.8754897,RECEIVED,4872d596-2169-4369-913b-67cbf7b62faf,a53a039d-b88d-4c61-b2de-144a5722d9d0,c5,c4,27,p1,?,surb={'id': 'a52ab916-54bd-4437-8184-2ee92ce8a51f', 'route': ['p1', 'e9', 'i3', 'x12', 'p2', 'c5']}
1769394784.9562147,RECEIVED,c970ec30-0263-47aa-9b89-af284fe9b926,f252c453-372d-417e-a08e-22c00be90d0a,c5,c4,27,p1,?,surb={'id': '91a42163-0886-40fb-ada9-ee84f1519a7a', 'route': ['p1', 'e10', 'i9', 'x8', 'p2', 'c5']}
1769394785.02045,SENT,618f8426-d602-4ea0-852e-a8c16f10f939,b4b774fd-eae4-48a8-b793-c53f5925ed59,c4,c2,3388,?,p1,
1769394785.0205364,CREATED,42d8ed60-206d-412a-88cb-a6b89e8ec638,d58ae118-d04e-45dd-8141-f7dda96f93ed,c4,c2,27,?,?,surb={'id': 'f62f1111-2126-4c80-a142-83cbcd469b2f', 'route': ['p2', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769394785.214611,SENT,ba8e6c59-b668-49b6-a49f-c34b56a7d871,ad241a82-09c7-41e6-abf2-f456e42b4633,c4,c2,3365,?,p1,
1769394785.214697,CREATED,d4c70a10-09d7-4a1c-af83-872f22be338b,e23ab2c2-c099-4aad-b6e6-cb8cae4c488b,c4,c2,27,?,?,surb={'id': '1cf33c45-4f25-45d1-bad7-eab05dcb62d9', 'route': ['p2', 'e9', 'i4', 'x9', 'p1', 'c4']}
1769394785.3985322,RECEIVED,39d17b9d-f10d-4379-a8fc-95b022340de1,3f654c60-60d9-4e74-bc41-612fe1f2c20b,c5,c4,27,p1,?,surb={'id': '98cec33c-2e9c-46b9-bba1-4b5679cdc172', 'route': ['p1', 'e3', 'i12', 'x6', 'p2', 'c5']}
1769394785.4607618,SENT,22a2a1aa-2d97-4e0d-91b0-0a1bab41087b,eea0cbd7-2ccb-4061-9411-f1a2ad6ca39d,c4,c2,3385,?,p1,
1769394785.4608486,CREATED,f38c9192-9e35-45e2-9b54-b926e22c67e4,03a2c557-7e64-4a29-b464-701014a5667c,c4,c2,27,?,?,surb={'id': '41d3ca8a-ad6e-4e20-9aef-9ab3adb2562e', 'route': ['p2', 'e3', 'i3', 'x2', 'p1', 'c4']}
1769394785.7578056,SENT,1b06c247-36fe-4951-8c1d-1a84bc4dd1f6,9ec56b8f-a7b5-4fb9-b50f-d592f6f86077,c4,c2,3363,?,p1,
1769394785.7578907,CREATED,314bf2c1-c038-472d-bc74-5bca766f0229,640c0f98-df02-41cf-adbf-f98a3e80296f,c4,c2,27,?,?,surb={'id': 'b68fc7c9-3917-4c76-8ab7-90892306d39b', 'route': ['p2', 'e4', 'i7', 'x8', 'p1', 'c4']}
1769394785.8138065,SENT,cd6d1ff9-2b5b-4161-a205-782e48bad8e4,f0296fa7-04be-47ff-a0df-f3f06f1543e6,c4,c2,3395,?,p1,
1769394785.8138936,CREATED,7e743d18-63ad-4edc-947f-864dc7218c3a,dbbe7ae6-eb57-4cb4-a9e8-5c139248759a,c4,c2,27,?,?,surb={'id': '856dff2f-3e7c-463c-a0b0-93ef1445f4a6', 'route': ['p2', 'e6', 'i7', 'x12', 'p1', 'c4']}
1769394785.9052093,RECEIVED,15769f19-400f-4838-9e8c-62f38ab6d32a,4e277881-98f6-421a-b736-ad7587359d33,c5,c4,27,p1,?,surb={'id': '55b4e571-2ec9-4a94-9332-3b2dd934d6e2', 'route': ['p1', 'e6', 'i5', 'x9', 'p2', 'c5']}
1769394785.992204,SENT,ba25e824-2dd3-4b60-9362-9cf6d2f03c20,abe36026-88dc-4c29-908e-fa125c4594b5,c4,c2,3365,?,p1,
1769394785.9922924,CREATED,b1930aa6-7492-49af-b0a2-6694152c6597,eca3caab-6b7d-4178-aa50-1362dc8680fa,c4,c2,27,?,?,surb={'id': 'c6b66a64-e981-4646-a7fb-50481975bf39', 'route': ['p2', 'e2', 'i8', 'x1', 'p1', 'c4']}
1769394786.6542873,SENT,fc02935f-61cd-4b9a-8881-734755cd975d,1108630f-3dbd-41fa-a3af-87cc2edd9c14,c4,c2,3391,?,p1,
1769394786.654387,CREATED,14421af1-d004-4c20-8e6b-48ddd2efe711,8d9f8fdd-7759-4c6e-835d-bc5cd62ccb41,c4,c2,27,?,?,surb={'id': '41fd8cce-20ef-4f4e-ba3a-62770347ed66', 'route': ['p2', 'e10', 'i10', 'x11', 'p1', 'c4']}
1769394786.8323886,RECEIVED,c8519b70-8090-47cf-8e58-c3a020e121ab,d61c0354-db5a-4923-956f-66435e11501a,c5,c4,27,p1,?,surb={'id': '0a2fabaa-e869-4cdc-823a-4742c1354fcc', 'route': ['p1', 'e9', 'i11', 'x7', 'p2', 'c5']}
1769394787.0698342,SENT,5803d2ec-7eb3-4ce1-9b4e-f9efa227d36b,8b338248-04a4-4236-96b1-fea1698bdf93,c4,c2,3396,?,p1,
1769394787.0699368,CREATED,cb19324a-460e-4668-9ea3-da4f638eb07c,fe9c839d-70bf-46f5-814c-0c14c5feab21,c4,c2,27,?,?,surb={'id': 'a4523535-bb6d-4d28-933e-d223356c14e1', 'route': ['p2', 'e4', 'i11', 'x1', 'p1', 'c4']}
1769394787.1514797,RECEIVED,d8f24b4f-ad88-414b-8960-0fafe274a423,2288eeca-ac50-4993-871a-61a6d20cfb02,c5,c4,26,p1,?,surb={'id': 'c718ed3a-2ae7-48c7-8423-e2414d14ae64', 'route': ['p1', 'e3', 'i3', 'x8', 'p2', 'c5']}
1769394787.3174334,SENT,d596219a-ab6d-4878-8d8d-53468e271520,b62febf2-91ac-41ab-bf7b-94a2460da405,c4,c2,3371,?,p1,
1769394787.317534,CREATED,3f6218f0-7cec-4959-96d2-3358f2523bae,f97b6ff5-9e16-43ce-ba2a-574db3f88130,c4,c2,26,?,?,surb={'id': 'ba57d725-d497-499b-875e-5ad22189d3b3', 'route': ['p2', 'e7', 'i12', 'x10', 'p1', 'c4']}
1769394787.3323994,SENT,fcb37a8a-207d-43e5-a898-a20bd671ff3c,3be78a76-7d33-427d-9f55-a0492bcf71d8,c4,c2,3385,?,p1,
1769394787.3325016,CREATED,132741ec-216a-4256-8a64-6009dd7b86ae,416f94d8-7f5d-4336-8c01-e703566fcde1,c4,c2,27,?,?,surb={'id': '50930cb8-d129-412d-b478-810c85653f87', 'route': ['p2', 'e10', 'i1', 'x6', 'p1', 'c4']}
1769394787.4066868,SENT,62b15ad8-cbee-42fb-9536-8c4d71d4c8b4,26183248-4e77-4610-b11e-243908450dff,c4,c2,3375,?,p1,
1769394787.4067905,CREATED,2e3c3680-3dbd-44aa-8f3e-70791653e353,0ee0749c-5945-4ade-b033-adb2f351317c,c4,c2,27,?,?,surb={'id': 'ab19c99f-a72f-4716-9ad4-2a6bb5640f80', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c4']}
1769394787.4990864,RECEIVED,93afb4cd-18ed-478c-bae1-abe5584020c7,34f9a514-597e-4e25-95cf-1ce0101d657d,c5,c4,27,p1,?,surb={'id': '2972dfd2-db2d-4280-813b-24f58eba4725', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c5']}
1769394787.5113513,RECEIVED,04573c4b-7400-44dc-a186-9967425acc15,7e990f3b-304c-44fb-b895-54cde6524b67,c5,c4,27,p1,?,surb={'id': '8184cc0e-95ca-4428-baa4-95f0dbe8b452', 'route': ['p1', 'e2', 'i5', 'x1', 'p2', 'c5']}
1769394787.5192401,SENT,5976a266-7ba1-489e-96a0-785dde15533b,d42d6faf-fee9-47c9-b253-0a0eae8db3a9,c4,c2,3389,?,p1,
1769394787.519303,CREATED,95f1e11a-0c78-4c5f-a593-4279b9852467,04351cb9-6102-4bdf-a821-32556f462c83,c4,c2,27,?,?,surb={'id': 'd63ac19a-f218-4a74-9e64-2a9dda584c08', 'route': ['p2', 'e5', 'i11', 'x10', 'p1', 'c4']}
1769394787.9849484,RECEIVED,31b429fd-5598-4fbd-8dd3-2334ab5b4e18,e2307bf0-1005-4500-a22c-2b14c7eaf723,c5,c4,26,p1,?,surb={'id': 'ef6798ca-8c53-418a-9974-8215d35f4e5a', 'route': ['p1', 'e4', 'i6', 'x11', 'p2', 'c5']}
1769394788.0140767,RECEIVED,d3eda4da-2f1b-467e-b429-0802ca5cecbe,0c7e9767-2219-4a99-9b34-0aff9fb3bf18,c5,c4,27,p1,?,surb={'id': '03cc5ace-3a9b-4fa7-80b3-eb6f3b37586e', 'route': ['p1', 'e12', 'i8', 'x12', 'p2', 'c5']}
1769394788.4044533,SENT,38b4310a-f5ae-4422-bb77-e9dd058a71a3,3f256035-a9af-414e-a66f-ddd2d1995ac3,c4,c2,3399,?,p1,
1769394788.4045498,CREATED,f9d18d3b-c7cf-4189-a77d-b8618062c1bb,c0062569-f0ad-482a-a895-d0f9fe3c7a4f,c4,c2,27,?,?,surb={'id': 'f84d4e78-62a0-42fa-9542-9623fb30a397', 'route': ['p2', 'e12', 'i8', 'x10', 'p1', 'c4']}
1769394788.5143907,SENT,a7be1de2-369b-468b-9bd0-f2ed832f2c90,30ec6270-80c5-4158-984c-371f7dca4e6e,c4,c2,3368,?,p1,
1769394788.5145087,CREATED,389223af-1b13-4262-9bd0-7876e0b8da67,699a5663-1d41-43ef-9f76-e348887ebd7a,c4,c2,27,?,?,surb={'id': 'cdb94b08-0938-4f4f-9ca6-08e1efcf7152', 'route': ['p2', 'e7', 'i5', 'x8', 'p1', 'c4']}
1769394788.7118068,SENT,39889b51-78fa-4c1c-9e8a-a452e518df81,7b6580dd-ef1f-48ff-89f1-36f09da7e3f2,c4,c2,3375,?,p1,
1769394788.7119284,CREATED,d34cf945-da92-4637-8d67-4126487ef51f,df687f47-6937-44eb-aaed-1585580d3b83,c4,c2,27,?,?,surb={'id': '865ca6cb-b2ae-4661-9d72-dc7e2c5e6c29', 'route': ['p2', 'e11', 'i3', 'x1', 'p1', 'c4']}
1769394788.7227392,SENT,d7c82900-f6cb-457c-bd21-c8aff9c9a8cb,19a493f8-abbd-48b7-b088-979721177e79,c4,c2,3394,?,p1,
1769394788.722858,CREATED,4d06d3f7-9d42-4f25-9275-1967585added,2667c084-8fb1-4a63-bfae-726a1c745049,c4,c2,27,?,?,surb={'id': '61e650ca-67b8-481a-8f8f-bb4784ebfeb1', 'route': ['p2', 'e10', 'i3', 'x9', 'p1', 'c4']}
1769394788.919104,RECEIVED,3864b1e7-14a2-452a-b555-16df0bfd5341,7f87cc11-fcbd-48c5-98d5-34f123178cdc,c5,c4,27,p1,?,surb={'id': '398b0ff0-682b-4542-bbc2-130ed79543d3', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c5']}
1769394789.175819,RECEIVED,ad9914d0-f3ac-4b50-a260-e51ff722b9c9,561b5f33-3cbf-455a-8086-fd00bb15c19e,c5,c4,27,p1,?,surb={'id': 'e2017058-1d0b-4c8c-bc5b-9251925672eb', 'route': ['p1', 'e9', 'i8', 'x10', 'p2', 'c5']}
1769394789.4165974,RECEIVED,a7dc18bf-1f65-4ae7-ae33-f77ac3be76b4,a49cb322-cacf-459a-bd53-00ad9e0200a2,c5,c4,27,p1,?,surb={'id': '0e606ff3-ac70-4af9-a104-b51b04e6c9f6', 'route': ['p1', 'e6', 'i7', 'x5', 'p2', 'c5']}
1769394789.4334798,RECEIVED,10679c2a-5002-4e6d-baaf-70cdd31e4419,25f778be-a2e2-4ec9-98af-ae1c98366625,c5,c4,26,p1,?,surb={'id': 'f0311be2-381c-4e17-a69e-000113006142', 'route': ['p1', 'e10', 'i8', 'x9', 'p2', 'c5']}
1769394789.7581947,RECEIVED,11c30690-0e7e-4e5b-8343-faab4755cbe5,dc46375b-7fb3-40f9-9591-2d6e0e64bf66,c5,c4,27,p1,?,surb={'id': '0314c1ca-a45f-4f4d-bbe4-0d1ce5afcf53', 'route': ['p1', 'e9', 'i8', 'x4', 'p2', 'c5']}
1769394789.976949,RECEIVED,0edf969d-5d28-4a15-8470-789fac977daf,dc5db6e5-fafb-4590-9930-b13877d633f2,c5,c4,27,p1,?,surb={'id': '44312f40-f9dd-439f-8449-313002f94dc9', 'route': ['p1', 'e8', 'i5', 'x4', 'p2', 'c5']}
1769394789.9915638,SENT,df447871-ec23-4773-aa51-710a4edd3046,6519a825-7c9d-4ef5-a8ff-6d45616f8e6f,c4,c2,3383,?,p1,
1769394789.991637,CREATED,e1045728-0a58-45cc-a625-92c5b023e8f1,0379e1d6-23ab-432f-8c1b-c95ebc249a79,c4,c2,27,?,?,surb={'id': 'eaa257bd-83e4-440e-9e74-7912d905d981', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c4']}
1769394790.1971366,RECEIVED,e46f0e8c-0ba9-4008-bdb0-1b5bd7a9c825,1871b23e-4589-40b3-9438-ae6ef832aa6a,c5,c4,26,p1,?,surb={'id': 'e274d74c-c099-4b13-b031-3ab4997fb501', 'route': ['p1', 'e11', 'i6', 'x3', 'p2', 'c5']}
1769394790.5674138,RECEIVED,aff3bee9-1232-4eab-b019-22319c420232,d8fc6f1f-889b-4ba7-8fe7-d603ddfe2383,c5,c4,26,p1,?,surb={'id': '299e2c8d-7976-45b6-9c09-e2a23b3e8d62', 'route': ['p1', 'e11', 'i8', 'x2', 'p2', 'c5']}
1769394790.7329683,RECEIVED,55b97eff-9163-4883-ac49-5d24fb1ce78e,242ab430-21ef-4f96-9687-3206c9a8ab44,c5,c4,27,p1,?,surb={'id': '600951f0-83b2-41bc-9560-1702f62a6f04', 'route': ['p1', 'e7', 'i8', 'x8', 'p2', 'c5']}
1769394791.122821,SENT,b4e40ae8-fa9b-4acc-88d0-3dad61b6646c,8ef7c566-7a38-42f9-bd24-5a12925bb111,c4,c2,3360,?,p1,
1769394791.123104,CREATED,f441a485-0092-49d0-a060-0449ae347e00,5d91574c-c80a-4303-875c-177df7cc3d38,c4,c2,27,?,?,surb={'id': 'c5eda1d6-8970-49ff-9d03-d4b69945305c', 'route': ['p2', 'e10', 'i9', 'x6', 'p1', 'c4']}
1769394791.1417384,SENT,9bb3fcce-1f2c-493d-88b2-97dee7dd9a8d,1592de55-a259-48d2-8449-3bd8d4045446,c4,c2,3400,?,p1,
1769394791.1419208,CREATED,7d632c15-1c75-43f0-b334-8d68c8b832d6,19519f5b-c8be-401e-8831-58fa39f93d6c,c4,c2,27,?,?,surb={'id': '4fde7800-c03f-49c5-b69d-2deb810ec792', 'route': ['p2', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769394791.1425428,RECEIVED,7368c503-ee5c-4f73-963e-ac326c795f1f,568d8a15-03a3-496f-84b4-bba42184fb89,c5,c4,27,p1,?,surb={'id': '3ded3033-fd97-41c8-80ce-c4729a23c934', 'route': ['p1', 'e5', 'i4', 'x9', 'p2', 'c5']}
