timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495231.5438864,RECEIVED,0789b407-c637-474c-b39c-1c7a1d65e4aa,c540f3d1-1089-4c21-979c-6aedee43541f,c2,c3,26,p3,?,surb={'id': 'f892087f-2c5c-4ada-9d9c-74e879649199', 'route': ['p3', 'e7', 'i7', 'x8', 'p2', 'c2']}
1769495231.6115549,RECEIVED,4105cd2f-f956-4153-8544-8b428bbc8000,ddd57859-9289-45b2-90a4-d54b810ad7d0,c2,c3,26,p3,?,surb={'id': 'ae9d7b1e-f20e-4b23-9c72-b2d1c55d297e', 'route': ['p3', 'e4', 'i12', 'x11', 'p2', 'c2']}
1769495231.7290697,SENT,2a3e0d3d-352c-4f5a-993d-ff33cfcc48a7,62d447db-7c8d-4489-9dc4-0ed9884cd761,c3,c4,3405,?,p3,
1769495231.7291703,CREATED,321d0190-1b3e-483b-8cc3-11ce68e06996,30b19c30-70c1-411b-ac2d-9d3d91e01635,c3,c4,27,?,?,surb={'id': '4c63281a-fa61-4e81-953c-198363f4305e', 'route': ['p1', 'e5', 'i9', 'x11', 'p3', 'c3']}
1769495231.7745943,RECEIVED,55230724-9bfa-4fb5-8701-4f66d9104a9c,97751fbd-3f6a-4f1b-904a-e24bb92cfae3,c4,c3,27,p3,?,surb={'id': '76f3e5a5-1470-4d78-aa73-f79b0478228a', 'route': ['p3', 'e5', 'i10', 'x5', 'p1', 'c4']}
1769495232.101708,RECEIVED,c22e9401-87e4-4402-9125-9a86fde5c62f,b5881ba4-b060-447e-ab35-5ed5b394097b,c2,c3,27,p3,?,surb={'id': '041f2f20-d794-4312-a028-8f5a8ebdf2d8', 'route': ['p3', 'e4', 'i4', 'x4', 'p2', 'c2']}
1769495232.1232274,RECEIVED,2e67f92b-a052-4420-94df-2dc1c3c538c5,d3f6891d-6f61-4759-9e31-9372b33be40a,c4,c3,27,p3,?,surb={'id': '79b0312b-fe15-44ce-adf1-f2cdb8fbd25c', 'route': ['p3', 'e12', 'i5', 'x6', 'p1', 'c4']}
1769495232.3485234,RECEIVED,f27df136-2903-4196-99f3-621acfe88726,bbb65fe7-86d1-4a42-a9c0-a20b7ce1231e,c2,c3,27,p3,?,surb={'id': 'e0c6f740-5944-4515-b3bf-5c6dc65c3c2f', 'route': ['p3', 'e4', 'i1', 'x3', 'p2', 'c2']}
1769495232.486015,RECEIVED,67f47c2b-e52a-4c09-a19c-e9f06d7a76ac,c52ef4d8-4b41-4cf8-bfc6-ff23f6464569,c4,c3,27,p3,?,surb={'id': '2e1fec76-7e56-46b3-8dd3-eaacaff3eec0', 'route': ['p3', 'e5', 'i8', 'x1', 'p1', 'c4']}
1769495232.557775,SENT,914a85fa-f608-4240-8dc2-c794400a5d1e,283b0730-1a37-4aa3-9344-95c894bc2cb1,c3,c4,3387,?,p3,
1769495232.557888,CREATED,21ae9249-d75d-4831-9d62-06d792ab8aea,2e06076b-3594-43e2-ae26-887352ad235d,c3,c4,27,?,?,surb={'id': '75bb0fb4-284d-4fee-800b-ab010221aea6', 'route': ['p1', 'e11', 'i4', 'x10', 'p3', 'c3']}
1769495232.6703377,RECEIVED,283b80e2-cf51-4aa9-825b-b55fdffaccd5,86b9c831-1a41-4af8-a9b9-c69c4eb7d84d,c2,c3,26,p3,?,surb={'id': '2b53c91f-1db8-499e-add7-1302a670f53d', 'route': ['p3', 'e7', 'i3', 'x12', 'p2', 'c2']}
1769495232.7211285,RECEIVED,23868b68-afdb-43c0-beab-4992055fdbcc,d2178d6d-3425-4bab-abee-5d8408f8f1aa,c4,c3,27,p3,?,surb={'id': 'd4665171-cb7f-4a7a-ae12-aa8efa6553b9', 'route': ['p3', 'e9', 'i2', 'x7', 'p1', 'c4']}
1769495232.9222968,SENT,72b7daee-0afc-4397-8508-2dbe956d7889,67c20d2e-c9bb-47d9-9d41-4c601a07d99c,c3,c4,3375,?,p3,
1769495232.92243,CREATED,0fa5a198-122e-40ff-81c9-90e442ff4ef0,3e686ee3-2bfa-4ece-9607-898755b935c5,c3,c4,27,?,?,surb={'id': '6aef6c50-6058-4b07-9573-c669cb143f89', 'route': ['p1', 'e1', 'i9', 'x8', 'p3', 'c3']}
1769495232.9854746,RECEIVED,0f52cdc9-4d1e-48fd-a930-e63514c773a1,769844bf-84a9-4f7f-9e0f-b4709f1f53fc,c2,c3,27,p3,?,surb={'id': 'bcc2a210-de4d-4150-af3a-d6e1bd9ebd2e', 'route': ['p3', 'e9', 'i6', 'x4', 'p2', 'c2']}
1769495233.0382872,SENT,58c3b8f1-38af-4ad7-92ae-86b84e4739b3,e01d7de5-869d-4e3c-abb4-5f4c3cd382bc,c3,c4,3393,?,p3,
1769495233.0383787,CREATED,bd2b9cbf-73da-47df-b0b9-22c2295e895a,dd5f179e-d358-44bc-8814-f26665b0eeb3,c3,c4,27,?,?,surb={'id': '86161612-75e3-435e-8ae2-1c9023f21baf', 'route': ['p1', 'e1', 'i2', 'x11', 'p3', 'c3']}
1769495233.087162,RECEIVED,08b34765-af9d-4a75-af2b-718b70d7fae0,729036ef-1c65-4ba9-9065-8e731ce68c9c,c2,c3,27,p3,?,surb={'id': 'd92bdb38-0517-429e-8959-5524811fed0b', 'route': ['p3', 'e11', 'i2', 'x8', 'p2', 'c2']}
1769495233.1821191,RECEIVED,6b599f67-7b89-4816-a3da-877ba3037f19,b0908040-56cc-4ad3-bd1f-eca49896f666,c2,c3,27,p3,?,surb={'id': '4695cdf2-fd31-40f6-a305-6ae6ce9ae4bd', 'route': ['p3', 'e12', 'i9', 'x9', 'p2', 'c2']}
1769495233.3300657,SENT,8396dada-5ba2-4e26-aa36-d9680e5824bd,7f8e4638-bfc0-4dd9-92b3-1c4bfcc6ceb8,c3,c4,3391,?,p3,
1769495233.330164,CREATED,d5e0a03d-005d-4d06-980a-2f9ea05e2d46,7b8b9e41-9148-4031-9e9e-e2262946b125,c3,c4,27,?,?,surb={'id': 'c9af652c-91d5-4182-ae1b-e550e6d12774', 'route': ['p1', 'e7', 'i7', 'x12', 'p3', 'c3']}
1769495233.3482816,SENT,70aca069-bb78-4f8a-b482-7b874827686a,ce388c4f-f488-4c4f-919e-92b9ce81304e,c3,c4,3388,?,p3,
1769495233.348466,CREATED,56ee1d8d-2fee-4229-97fb-8a1ad2435981,ccd4551c-ed7f-4855-be80-e1c9e593cf1a,c3,c4,27,?,?,surb={'id': 'be78bb50-3bb3-4162-af22-26728b49fbef', 'route': ['p1', 'e3', 'i7', 'x10', 'p3', 'c3']}
1769495233.3633778,RECEIVED,d6944d74-143a-412d-9114-ec1e4d966a7f,d1fba234-1b16-4c62-af40-1e8549818658,c2,c3,26,p3,?,surb={'id': '43b9b405-f14d-4109-91a8-e28146040eb6', 'route': ['p3', 'e7', 'i9', 'x6', 'p2', 'c2']}
1769495233.588939,RECEIVED,6ee8e001-c848-487f-9d20-360d60b20290,ecfc1479-beff-43b8-9cd9-3e40b1e3c69c,c4,c3,25,p3,?,surb={'id': '3b5b5c4a-0b2c-4edd-a082-02d5043cc852', 'route': ['p3', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769495233.6841784,RECEIVED,c2535441-248e-4aa7-af9b-640d9afd0d31,5c8612af-cef0-4485-b292-c97387457df9,c2,c3,27,p3,?,surb={'id': '0cb44a80-5d40-470f-844c-f87d885c7f6d', 'route': ['p3', 'e10', 'i1', 'x10', 'p2', 'c2']}
1769495233.7358346,RECEIVED,d1f99e73-0732-44bc-acf9-c84e7c331960,1206a4e9-1b3b-4d6e-9afd-e3e59fb9634d,c2,c3,27,p3,?,surb={'id': '7df376b6-bb44-4a52-a187-870a2d85e2fe', 'route': ['p3', 'e11', 'i4', 'x6', 'p2', 'c2']}
1769495233.8022034,SENT,a7eb7215-70a3-4580-a06f-042cf7255874,91e8ede8-3f01-4c2d-aa3d-6078756dc04c,c3,c4,3401,?,p3,
1769495233.802298,CREATED,f08df1ee-cf0f-46f7-b348-f0d2357e9935,c1add39b-23de-49f1-a299-cddaaa424ce7,c3,c4,27,?,?,surb={'id': 'ceaa6a5e-da60-4df3-8fb4-0eeaf7b5a094', 'route': ['p1', 'e3', 'i8', 'x11', 'p3', 'c3']}
1769495233.819527,SENT,f371fb6a-27e8-4465-b554-a41a4f89baf8,80071d51-bb62-4acc-a54d-fbafc1a08b96,c3,c4,3386,?,p3,
1769495233.8196907,CREATED,2c4e9116-8e40-486f-9b8e-f0231531eeb9,8450ab31-f767-4753-8758-27d6d284c222,c3,c4,27,?,?,surb={'id': '50abd842-14a2-4605-90c9-d2d9f5fe7212', 'route': ['p1', 'e11', 'i4', 'x1', 'p3', 'c3']}
1769495233.8818297,RECEIVED,6021c629-e32d-453b-9ef6-7a7bfc0c0458,4942c868-e724-4c62-9ae4-1a7351ec1334,c2,c3,27,p3,?,surb={'id': '155badcf-59d2-49ba-9afa-c4bca39440ba', 'route': ['p3', 'e2', 'i11', 'x3', 'p2', 'c2']}
1769495233.9138174,RECEIVED,dcce5e73-8d13-4dce-bdf3-a7afd7d08208,1288d07d-3d70-46fb-9c90-03f22f17f7d5,c4,c3,27,p3,?,surb={'id': '8049882b-7168-4b8b-9d6d-6d7fd52a7dbe', 'route': ['p3', 'e1', 'i10', 'x9', 'p1', 'c4']}
1769495233.9736207,RECEIVED,c9919324-511d-4561-8f7f-689807a2592d,466e9469-21c1-418a-ae9d-8219a86f1938,c2,c3,27,p3,?,surb={'id': '2872f0e0-8daa-44ad-bc60-5b6fe31d00f2', 'route': ['p3', 'e5', 'i6', 'x5', 'p2', 'c2']}
1769495234.0791214,SENT,6fea926b-8d68-4d27-b1a4-e4566b8cd12d,3a993b3a-4a59-46a3-b9ea-9dee5338850b,c3,c4,3376,?,p3,
1769495234.0793996,CREATED,ec87c18b-09c9-4b22-8452-732bca32a613,67c6d60b-579c-444a-9ab1-0af22d02f535,c3,c4,26,?,?,surb={'id': 'fbb0d4b9-a51a-4be6-8d51-6b8c60ba8f4a', 'route': ['p1', 'e11', 'i9', 'x7', 'p3', 'c3']}
1769495234.1220844,RECEIVED,99165584-a9b2-4318-9f1a-7d7e71364389,94053806-4c65-4e5d-af7b-eefa8f8513f3,c2,c3,27,p3,?,surb={'id': '04a65a7c-a7c4-4fda-bc3a-456dbbd3cf82', 'route': ['p3', 'e8', 'i3', 'x12', 'p2', 'c2']}
1769495234.2164142,RECEIVED,062871ec-aa46-47dc-8135-96c6b331ccdd,11c3e08a-646c-4eff-9d1a-dc679e27397d,c4,c3,27,p3,?,surb={'id': '8518b597-cbb7-4026-8b85-e705971171a3', 'route': ['p3', 'e10', 'i2', 'x7', 'p1', 'c4']}
1769495234.2629251,SENT,d5bbc77c-749b-4567-9f0b-1ec8d0245acd,5963a2fa-5999-4ede-a630-328b271fae3a,c3,c4,3372,?,p3,
1769495234.2630208,CREATED,0dd8febe-66c4-4832-ae39-fcb08cb3c5d4,6695a525-d5c6-4920-b5a6-c80392fb5a0c,c3,c4,26,?,?,surb={'id': 'ff4e1d2e-08af-4569-ae13-7ebf273eddaf', 'route': ['p1', 'e12', 'i8', 'x9', 'p3', 'c3']}
1769495234.3616016,RECEIVED,7046e30c-c4f0-405c-9772-eba69b514afa,0e8b983e-a4c2-40a1-9a4c-f7505e30653c,c2,c3,26,p3,?,surb={'id': '7fbf9fd8-a4bf-471b-9acc-9da85095c594', 'route': ['p3', 'e1', 'i3', 'x2', 'p2', 'c2']}
1769495234.4809697,SENT,6a51d19f-c190-4a2d-b0f2-6cd08295fb96,f6f2c5b3-d5f3-421b-82e9-59fbdc88a339,c3,c4,3380,?,p3,
1769495234.481118,CREATED,5efcdfcb-af40-4213-b1d9-011a8c576ddf,7835b52e-d69f-4d5f-88c3-80b898e20c09,c3,c4,26,?,?,surb={'id': '2f8a9ca2-1bd9-4bb5-84d1-dee0dd8aa9d8', 'route': ['p1', 'e11', 'i4', 'x3', 'p3', 'c3']}
1769495234.9002037,RECEIVED,da930994-1d51-4845-ac18-c2877f62ad87,6c04cb1a-eedc-4619-b41e-e1f3787fd925,c4,c3,26,p3,?,surb={'id': '86c4a237-19cd-44a4-92dc-f5d0f4c30300', 'route': ['p3', 'e6', 'i6', 'x12', 'p1', 'c4']}
1769495235.013117,SENT,58c7eb50-22cd-4bc8-9742-eb02af0d9393,9be7caa7-314b-4782-8c1c-e6fd88b5d25d,c3,c4,3379,?,p3,
1769495235.0132208,CREATED,a92c3120-21e8-45a4-8653-25d671059c1d,e0dd84a2-859a-4a4e-ab39-f54c20369627,c3,c4,27,?,?,surb={'id': '7072aadd-c8b0-4b25-8435-c5dbace943b5', 'route': ['p1', 'e10', 'i7', 'x4', 'p3', 'c3']}
1769495235.159012,RECEIVED,ac0f433c-eaad-4318-972c-5b7adfe411e1,9c985bc1-8214-4a48-a409-b5196a7007bd,c2,c3,27,p3,?,surb={'id': '33237c3d-7299-4a0b-b1b8-62e3c79243d7', 'route': ['p3', 'e12', 'i1', 'x1', 'p2', 'c2']}
1769495235.4563732,RECEIVED,9a4c020d-c3a3-444e-b409-715b2dbba66a,92cff175-a1b9-4295-8879-93b4c576c987,c4,c3,27,p3,?,surb={'id': '8deddc4d-b147-45eb-a7eb-6d43d23b4dad', 'route': ['p3', 'e4', 'i10', 'x2', 'p1', 'c4']}
1769495235.5564091,SENT,fdfe882d-d4dc-4a51-b3b6-701d9072f35b,a85a314f-4f51-45a1-a420-80c3a966ae93,c3,c4,3395,?,p3,
1769495235.5565567,CREATED,93b64426-2b97-4b8c-b305-bdd5111a0364,7632ea21-a514-4f76-9bb0-30458f4eca21,c3,c4,27,?,?,surb={'id': 'd79ca90b-1d8f-4c90-a45d-dec0f03f84eb', 'route': ['p1', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769495235.6902633,RECEIVED,02dbe6df-4465-4bac-b879-4f224d32a62a,fe1f0066-f267-4b97-b5c4-05de88c22402,c2,c3,26,p3,?,surb={'id': '8a755953-a7eb-4e56-85cf-012f92130714', 'route': ['p3', 'e5', 'i12', 'x7', 'p2', 'c2']}
1769495235.7162743,RECEIVED,c3336366-6a1e-482c-8c94-eaadb71d2f28,8a7e5ce3-2560-4319-a3a9-a4e3dee5fba2,c2,c3,27,p3,?,surb={'id': '6d6c6890-ec57-412e-8080-4075af43b212', 'route': ['p3', 'e4', 'i7', 'x6', 'p2', 'c2']}
1769495235.7490392,RECEIVED,c18ead21-f229-4e4e-8b69-26b4243ad518,359182b8-ad93-4ea3-8341-0cac17586ad2,c2,c3,27,p3,?,surb={'id': '0392dacf-5dc9-4431-9167-cdd0f9dc260e', 'route': ['p3', 'e4', 'i3', 'x10', 'p2', 'c2']}
1769495236.0118284,RECEIVED,9cc942cd-ace6-41a0-a056-67a41ff866d3,561fc59c-9502-4a2b-93d2-29abb1efaaee,c4,c3,27,p3,?,surb={'id': '33114768-017c-47f7-91d4-c77e07df88e1', 'route': ['p3', 'e5', 'i8', 'x10', 'p1', 'c4']}
1769495236.1499212,RECEIVED,9320d024-756a-4ee4-b292-725f8cab3850,a362c8b1-0435-41f7-918a-48c511351c55,c2,c3,27,p3,?,surb={'id': '1233ee57-b167-476f-b10e-394c47930eba', 'route': ['p3', 'e8', 'i8', 'x8', 'p2', 'c2']}
1769495236.1557007,SENT,51b9561c-a00b-47ba-9354-61f8084713ef,59cda8ee-f75b-4943-ab35-03074a6831cf,c3,c4,3393,?,p3,
1769495236.1558535,CREATED,67ec1603-be6f-425c-8e3a-e2ef8d6dfa79,58983938-acd6-4db1-bd9d-b7ccdf51221e,c3,c4,27,?,?,surb={'id': '79c7b9f9-03b5-4280-a394-2326e4cc58e4', 'route': ['p1', 'e2', 'i1', 'x2', 'p3', 'c3']}
1769495236.368416,RECEIVED,6f7ad65d-1779-4aad-8d58-ce65f645a497,7088406a-50da-4059-9ded-011f89e747df,c4,c3,26,p3,?,surb={'id': 'f53d6e35-b84f-40b3-b081-644b18f9978e', 'route': ['p3', 'e10', 'i11', 'x8', 'p1', 'c4']}
1769495236.5336642,SENT,b8c3ee1f-dbe6-40ae-90ea-65a5623a80fa,37d9644e-f3a6-41b8-9765-2cafe555befe,c3,c4,3393,?,p3,
1769495236.533813,CREATED,2c233276-cc28-4b57-85ad-8246c6f4b024,7072f7f3-e993-43d1-9813-97b245bdd7c8,c3,c4,27,?,?,surb={'id': '92231b4b-60fa-4f2f-8225-2cada4a62370', 'route': ['p1', 'e1', 'i2', 'x1', 'p3', 'c3']}
1769495237.1142964,SENT,f164afb6-1e9a-4f7f-9a11-ef268112974c,d30cf53f-ace8-496b-b73e-24376aba0d43,c3,c4,3409,?,p3,
1769495237.1144445,CREATED,3d5a8cf3-7e9d-4fd6-9dc8-4b271a6643c1,aab3da88-1440-43a6-a8ee-24eb6296ddfe,c3,c4,27,?,?,surb={'id': '15aa29be-d4f1-4a42-b01e-1373250cf19f', 'route': ['p1', 'e12', 'i11', 'x11', 'p3', 'c3']}
1769495237.2503293,RECEIVED,c52670eb-edd2-466a-aaee-880606646f7a,14abfe50-e02c-4d37-8857-f0f94b1fa303,c2,c3,27,p3,?,surb={'id': '65e63d25-1359-47ca-ba86-6b2e77e0f5d6', 'route': ['p3', 'e5', 'i7', 'x7', 'p2', 'c2']}
1769495237.271904,RECEIVED,21e1d403-c758-4c0e-a273-47118fe19825,a16104d2-024d-4df9-9a98-d7af134181bc,c2,c3,27,p3,?,surb={'id': '5d301199-5bc1-4da1-9ce4-9192e1c8f5e1', 'route': ['p3', 'e6', 'i10', 'x9', 'p2', 'c2']}
1769495237.3063638,SENT,4c8e6c23-9fe1-453d-9f3f-4d3f2d0b67f7,62383943-0c4f-4dd8-bb1c-064984184aa7,c3,c4,3399,?,p3,
1769495237.3065112,CREATED,b35adc1a-eabe-4c0d-86a3-3d342f3827bc,8f8ca1b6-0993-4f46-a8ec-0d9846f72731,c3,c4,27,?,?,surb={'id': '89f5c59c-23bf-4a1f-9cf6-c5d436ab3a55', 'route': ['p1', 'e5', 'i7', 'x11', 'p3', 'c3']}
1769495237.3174093,RECEIVED,ac91bf90-d98d-4dfe-8c4c-1cf339b7e95b,c5b2a863-1a0b-414a-b7a7-8dcb9475c396,c4,c3,27,p3,?,surb={'id': 'fd1ae309-c55c-4da7-a489-7864d4cc3470', 'route': ['p3', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769495237.3900833,SENT,946bfb82-ac95-44bc-8200-c7330a094588,c789aa03-dfe0-4941-94a9-36b1f16e9526,c3,c4,3392,?,p3,
1769495237.390235,CREATED,8fecc154-3560-422f-a930-d1140910bd38,8d298504-b515-447b-a6bc-b8326c616251,c3,c4,27,?,?,surb={'id': '48145c49-9dea-44f7-b340-4ed22a74cb32', 'route': ['p1', 'e7', 'i12', 'x8', 'p3', 'c3']}
1769495237.5875475,RECEIVED,c47d2f08-b2f6-4d73-9ee8-61e8e0a1308b,aa117afd-da43-4cd7-a85a-85389d9eb019,c4,c3,26,p3,?,surb={'id': 'c053cf26-0b86-4c26-bce5-4fd38132eb60', 'route': ['p3', 'e3', 'i3', 'x9', 'p1', 'c4']}
1769495237.7245347,RECEIVED,5b7af55e-d5f6-4be2-9e0c-cfada88f6ede,2808275f-d936-42c3-9e5c-affed02745fb,c2,c3,27,p3,?,surb={'id': 'e79877ed-db39-4490-9588-81e90762230b', 'route': ['p3', 'e7', 'i11', 'x11', 'p2', 'c2']}
1769495237.9302459,RECEIVED,46d1e30f-92d0-4bf3-98fd-545a8c7daeb7,deb744d2-6024-4348-99c0-37bc2755cd70,c4,c3,26,p3,?,surb={'id': 'ab6409b7-3455-4e99-85b4-46fb9a649d6b', 'route': ['p3', 'e2', 'i2', 'x5', 'p1', 'c4']}
1769495237.9417472,SENT,038535d6-bc21-4f25-a053-1f40c103d66a,894b29d9-6b65-4a2c-b226-c0343586d24f,c3,c4,3388,?,p3,
1769495237.9418955,CREATED,1e036924-e619-4d1c-83bc-c7c494509725,fd0dda6c-63a7-4ccb-8197-03580dabaa92,c3,c4,27,?,?,surb={'id': '27f17016-8a9f-49cd-9dad-3bf4e072dd6f', 'route': ['p1', 'e7', 'i2', 'x7', 'p3', 'c3']}
1769495237.9826539,RECEIVED,66ddaa21-7699-4244-b1dc-7ab8ab1c919a,592cf16b-615e-4eb0-95d7-ef1b154faae5,c2,c3,27,p3,?,surb={'id': '02adcd12-6675-418c-8be8-8460718bcfac', 'route': ['p3', 'e6', 'i6', 'x12', 'p2', 'c2']}
1769495237.9952505,RECEIVED,952cb88f-00d4-45a5-ae18-af66a022c4a7,dd9bc19c-69b3-40cf-b27f-d55b58d7af70,c4,c3,27,p3,?,surb={'id': 'a6df0d1b-929f-466d-8cb4-ff9a9f4225e8', 'route': ['p3', 'e3', 'i7', 'x6', 'p1', 'c4']}
1769495238.0411932,RECEIVED,487d922b-e9af-4186-b420-dde4c9477ace,43b5e381-7418-4d99-a553-a3af22e2ed28,c4,c3,27,p3,?,surb={'id': 'fc6ad2c4-d786-4384-aa77-0c6a18bdf42e', 'route': ['p3', 'e6', 'i6', 'x3', 'p1', 'c4']}
1769495238.1323621,RECEIVED,0f00dba8-1e20-4100-b507-fc202ef97fcf,846a5a72-ab80-4b9c-bbf2-57d1ca3aeaa9,c4,c3,27,p3,?,surb={'id': '27d00afd-a326-4280-b7e4-96681df669c4', 'route': ['p3', 'e6', 'i11', 'x4', 'p1', 'c4']}
1769495238.4846008,RECEIVED,90bbdbb6-a9b2-4d57-aa4f-70eb512e754e,5e78e40a-8c42-4dc3-a45d-00a11154e397,c4,c3,27,p3,?,surb={'id': '3dc6e1c4-6787-415b-876c-9c4442007573', 'route': ['p3', 'e6', 'i9', 'x12', 'p1', 'c4']}
1769495238.5148084,RECEIVED,e74d6dd8-0335-47cd-9cf1-8142c6ce2a13,ec942421-1b0e-4eb5-b6ea-c5a3c1b2b153,c4,c3,27,p3,?,surb={'id': '52620143-88b3-4cf6-877c-b4c249add6da', 'route': ['p3', 'e1', 'i10', 'x3', 'p1', 'c4']}
1769495238.7742643,RECEIVED,da744279-97a7-40b8-af9c-218d2e4bb7f5,596ca44a-8587-4aa9-b4af-8778afad8a57,c4,c3,27,p3,?,surb={'id': '4b91b628-6911-4e51-bbf8-2407b4a447f7', 'route': ['p3', 'e9', 'i5', 'x12', 'p1', 'c4']}
1769495238.8984222,SENT,48e94df5-5dd6-40dc-9fa8-bbe2aa12dfc1,3ed07d69-d7ea-4c53-85d7-2a1eaf077e97,c3,c4,3372,?,p3,
1769495238.8985405,CREATED,f79a0b64-7262-4196-ba81-3c4c182872d1,c34f8e24-274c-4d53-ae27-4bf9aa77c1ee,c3,c4,26,?,?,surb={'id': 'b37c1928-c942-4a1d-968e-b0c43311d97e', 'route': ['p1', 'e5', 'i1', 'x6', 'p3', 'c3']}
1769495238.925004,RECEIVED,0ed4c300-35d0-49f8-b305-c630af5f9f34,0598b866-1734-4371-bd14-5444c9b41e08,c4,c3,27,p3,?,surb={'id': '765ac664-bca1-4167-bc09-e2d32a76ff94', 'route': ['p3', 'e10', 'i2', 'x8', 'p1', 'c4']}
1769495239.12985,RECEIVED,2d4d59c8-3cc0-4f16-99b6-e27cf39354ed,beb81812-03a4-4193-bc87-ae77c35c366a,c4,c3,27,p3,?,surb={'id': '01d960cd-728f-4ba7-b96b-1e08dfe7d8fd', 'route': ['p3', 'e2', 'i11', 'x6', 'p1', 'c4']}
1769495239.1304092,SENT,c9fb2430-5dd3-4cca-bd41-32e80761ef1b,6d29c6e8-3d50-4477-89dd-4936ce501860,c3,c4,3400,?,p3,
1769495239.1306932,CREATED,7499e2c6-3803-4ed2-a3b5-4ed07a4aae37,87cbfee4-1501-45d1-8a9e-30e32c976903,c3,c4,27,?,?,surb={'id': '67a5b04f-fb05-4b51-9e6a-395da5f8595b', 'route': ['p1', 'e12', 'i7', 'x2', 'p3', 'c3']}
1769495239.1357596,RECEIVED,320ade5d-c79f-4b53-9270-41e260345ee4,434bff56-fe67-4949-8f4d-a881c8a43672,c2,c3,27,p3,?,surb={'id': 'b235a6b6-b88c-4884-a74c-2e0b18123ced', 'route': ['p3', 'e1', 'i2', 'x10', 'p2', 'c2']}
1769495239.1649446,SENT,224c2d5e-7dfb-46d9-b818-d6223b879126,0c934d87-19cb-403c-9a66-f74130e6febf,c3,c4,3382,?,p3,
1769495239.1651082,CREATED,8d0d5047-6087-40fd-93b5-7c0de681f564,cd3a064f-861b-4b60-8794-8498aece4917,c3,c4,27,?,?,surb={'id': '431c0e42-58ed-4a68-b4d8-0899c8a6e10c', 'route': ['p1', 'e1', 'i6', 'x8', 'p3', 'c3']}
1769495239.2546065,RECEIVED,984d71b8-a332-4279-94c2-54abe80ffedc,7316b230-51fc-4d02-baab-89bec630d50c,c4,c3,27,p3,?,surb={'id': 'aaa7971f-ed30-4d35-8e16-0897c43caccf', 'route': ['p3', 'e1', 'i8', 'x4', 'p1', 'c4']}
1769495239.2995849,RECEIVED,3e1e177b-1a1e-4fae-8dc3-d5a6cc060143,dfad572b-cb89-4545-96d5-c551ce0d3852,c2,c3,27,p3,?,surb={'id': '59c0c3b8-3c46-417b-a650-dc1facef8f1d', 'route': ['p3', 'e8', 'i3', 'x1', 'p2', 'c2']}
1769495239.3255303,SENT,d4e999b2-92d6-4ee9-aa23-23a499bdb14f,e672839f-f78b-4a3a-bfc1-30c50d1bbf02,c3,c4,3380,?,p3,
1769495239.3256497,CREATED,1e84463d-8dde-42b6-a0c6-45e1e23b62e1,bc9e0c23-e1a2-4726-891f-66dc47c40f50,c3,c4,27,?,?,surb={'id': 'c1e47878-83c1-4436-81a6-77081b2d7b98', 'route': ['p1', 'e6', 'i10', 'x2', 'p3', 'c3']}
1769495239.4015088,RECEIVED,e9b5979c-0312-4a13-926d-868296e5cf59,eb93dcb1-9ec6-41d1-896f-eb16dfa5a3f8,c4,c3,26,p3,?,surb={'id': '62cdc490-689a-4ad5-b110-ee2b087cd3ff', 'route': ['p3', 'e1', 'i11', 'x3', 'p1', 'c4']}
1769495239.4708924,SENT,97db776b-81e9-4e41-838c-4e9f53ea45a4,6273150c-69c2-40fe-9c7c-6a9bf75e2f08,c3,c4,3384,?,p3,
1769495239.4710171,CREATED,278cc2a9-e8bf-4c34-a94a-b8bc8023dadf,00ed6986-df8c-4ea2-be36-5933485a2140,c3,c4,27,?,?,surb={'id': '80bb9041-9741-4812-b22b-2825f86dbf85', 'route': ['p1', 'e8', 'i7', 'x6', 'p3', 'c3']}
1769495239.4921355,RECEIVED,191eb193-c894-48a6-b4bb-8b7da4c5d6a0,d9e8703a-ad75-4fea-8bc1-2b533589c4e4,c2,c3,27,p3,?,surb={'id': 'a3ed02c5-12cc-41a7-a823-6b9c99a2a339', 'route': ['p3', 'e12', 'i8', 'x11', 'p2', 'c2']}
1769495239.5113454,RECEIVED,0d2af57f-8eba-4174-b511-84fe9951fc8d,e14b5084-b4c4-4b9e-9062-5764f2ce99f2,c4,c3,26,p3,?,surb={'id': '5ac9e406-6e41-48a2-a82a-702951cf386a', 'route': ['p3', 'e1', 'i11', 'x12', 'p1', 'c4']}
1769495239.5287683,RECEIVED,82447593-19ec-444c-9487-2239321ec85f,05278acb-6d76-4e71-90c9-befed096441b,c4,c3,27,p3,?,surb={'id': '5876a377-43c4-4d85-b139-ff2d58ec23df', 'route': ['p3', 'e8', 'i9', 'x12', 'p1', 'c4']}
1769495239.582703,RECEIVED,784ee471-786e-4310-a899-61086209091a,8c735df8-8378-4a81-949b-a7245bfa33a7,c2,c3,27,p3,?,surb={'id': 'e0b9a0fa-430f-42c9-89ce-a038bda5318f', 'route': ['p3', 'e6', 'i10', 'x4', 'p2', 'c2']}
1769495239.769143,SENT,79b5b3cf-d33f-4a59-b83b-e3ed3e610a86,1e5fb50c-a210-4e4c-b17e-29e65c078abc,c3,c4,3369,?,p3,
