timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495408.9495058,RECEIVED,dcc0a2bd-4c68-405a-ad4f-08ece15cb3a5,94720646-123f-4ac5-9a36-84a6f9803c54,c4,c3,27,p3,?,surb={'id': '555d7af3-94d3-4486-89ea-6de4433b59be', 'route': ['p3', 'e3', 'i6', 'x11', 'p1', 'c4']}
1769495409.0923805,RECEIVED,649ff3e7-98ae-4968-9c37-a8269f0803df,3240ab4c-f141-4166-ba87-c4783f3ba931,c2,c3,27,p3,?,surb={'id': '207d27ef-7ce4-45af-8603-b128a20de501', 'route': ['p3', 'e12', 'i10', 'x12', 'p2', 'c2']}
1769495409.3575943,RECEIVED,d0e26a0d-818b-4ee8-8488-89b5fd4a9daa,9ecc90fd-cc6b-422f-b6d3-a1e0015af334,c4,c3,27,p3,?,surb={'id': 'ec76876d-dee7-4304-b05f-5cc6431b30f5', 'route': ['p3', 'e2', 'i2', 'x8', 'p1', 'c4']}
1769495409.5436106,SENT,2922549d-6f92-4147-a778-aab3db840efa,5c71d5d0-2569-47b9-a4c2-4947024c8d91,c3,c4,3400,?,p3,
1769495409.543712,CREATED,c71191d3-af70-4047-af07-9a2ed8e6a342,749fb076-f576-4731-8d3f-db3f202ba31b,c3,c4,27,?,?,surb={'id': 'd53435bf-ee6b-47f5-8282-59bbbc2eff96', 'route': ['p1', 'e10', 'i6', 'x7', 'p3', 'c3']}
1769495409.6218963,SENT,ae2a5d16-ea8e-4f4e-a1b4-ac123c97302d,d6f17424-7ed7-4e28-a725-33b5581aa76f,c3,c4,3377,?,p3,
1769495409.6219838,CREATED,056326a5-d79f-4c25-b6be-d140081ac0ab,ec255799-33c5-453c-92a4-0e982c1ce452,c3,c4,27,?,?,surb={'id': '0dd7bded-aead-472f-96b8-37ea2cdfec4c', 'route': ['p1', 'e7', 'i12', 'x8', 'p3', 'c3']}
1769495409.6706643,RECEIVED,a96b30bf-ea72-4933-ae6c-4c80b2d372ad,ddcd29a2-445e-4131-a6c6-131197b7d7fe,c4,c3,24,p3,?,surb={'id': 'ad35907d-1c1c-4c77-be61-8dc93dc24ed4', 'route': ['p3', 'e8', 'i1', 'x2', 'p1', 'c4']}
1769495409.9766963,RECEIVED,a19a3368-4c61-4104-b986-7342eff52058,4f87da72-a5d7-42b0-82c0-695ae5899d6c,c4,c3,27,p3,?,surb={'id': '1baf4e34-e9a6-43d2-9e62-6a814c31d56b', 'route': ['p3', 'e7', 'i8', 'x7', 'p1', 'c4']}
1769495410.2776647,RECEIVED,192ce3f1-3583-40ad-a394-38b850651665,96ac8c9c-a76c-4907-8d7a-c8015617e119,c2,c3,26,p3,?,surb={'id': 'de2375db-921d-458f-9573-be7695d59ee1', 'route': ['p3', 'e3', 'i1', 'x2', 'p2', 'c2']}
1769495410.3288045,RECEIVED,ca1e6d25-8b55-46be-b4a1-afcbe8d658f5,86b94647-eb75-4090-906e-7c2fa1ef2f60,c4,c3,27,p3,?,surb={'id': '2c2a7ca4-e879-459d-a016-c10b87fd77ac', 'route': ['p3', 'e8', 'i8', 'x3', 'p1', 'c4']}
1769495410.4220047,RECEIVED,046f5b0d-7891-46d8-b325-3fe1fab3f929,44bd842e-482c-4de4-bbab-c2aeefd5d7bb,c4,c3,26,p3,?,surb={'id': '49e87290-e09e-4dcc-90ef-6d86eb501f3c', 'route': ['p3', 'e7', 'i12', 'x10', 'p1', 'c4']}
1769495410.4241252,RECEIVED,d35f6071-6f8e-4638-8dec-02deb429b180,0852bc74-3d23-4c26-a33c-53d6e4d045de,c2,c3,26,p3,?,surb={'id': 'db0d2e46-aeab-4511-8b1e-e1922967282e', 'route': ['p3', 'e6', 'i8', 'x5', 'p2', 'c2']}
1769495410.4465404,RECEIVED,d958709f-b2f4-4247-b183-e83835a4e84b,f9506395-e39f-4b10-9251-b8ec1df4dffc,c2,c3,27,p3,?,surb={'id': 'f2160c55-3a66-4932-82d9-f2bbbc8e9907', 'route': ['p3', 'e10', 'i7', 'x12', 'p2', 'c2']}
1769495410.6061573,SENT,ee947de8-d18d-4a4c-a085-81fe1b87f388,0315587a-1918-413f-a0ad-1ce4c90d5df8,c3,c4,3380,?,p3,
1769495410.6062522,CREATED,7addcb04-be74-406c-9b84-4d22d4eda407,38a4d5c4-bdf5-45d6-8117-4f232efb812c,c3,c4,25,?,?,surb={'id': 'fb1b0929-575e-4d1c-84f4-e1a95f2b0016', 'route': ['p1', 'e4', 'i5', 'x11', 'p3', 'c3']}
1769495411.2585251,RECEIVED,d6908775-a694-4c71-abc6-f43d231e1ab1,e9b02044-696d-4281-a3b6-f92d78f80158,c2,c3,27,p3,?,surb={'id': '8d8a94ce-42f9-4baf-8cc4-a905e79bfb78', 'route': ['p3', 'e2', 'i7', 'x6', 'p2', 'c2']}
1769495411.2944617,RECEIVED,fff06a2f-b1a6-42a3-a33a-44164bebe97b,6185e3af-5f4d-474d-92a4-53fa48d3cec9,c2,c3,27,p3,?,surb={'id': 'cb396e85-b5c4-4b75-a6ff-7bb4845c768f', 'route': ['p3', 'e2', 'i9', 'x11', 'p2', 'c2']}
1769495411.3835137,RECEIVED,12bf3adf-dd84-4d05-90fd-33d352f679ad,8dea78a3-d870-4ef1-8dba-92a21f7e4582,c4,c3,27,p3,?,surb={'id': '972ee797-1151-42b2-9e2c-752be3e2523f', 'route': ['p3', 'e6', 'i6', 'x5', 'p1', 'c4']}
1769495411.40531,RECEIVED,f362b832-53ac-429f-801f-ccaace6e11a7,0af43086-b119-4b53-8b7b-22c18a101af3,c2,c3,27,p3,?,surb={'id': '6ff6c402-632a-4238-abb6-039f00238f59', 'route': ['p3', 'e5', 'i1', 'x2', 'p2', 'c2']}
1769495411.4513702,RECEIVED,6b54e3a0-7e34-4d4b-8164-40f3444566df,d32813d7-3808-4154-9d88-800074efc23b,c2,c3,27,p3,?,surb={'id': '4c508bf5-9210-4c4c-b623-dab464e95bf8', 'route': ['p3', 'e11', 'i12', 'x11', 'p2', 'c2']}
1769495411.5284142,RECEIVED,3895cfd4-d284-4941-b9c2-330e6d93d45a,6aca5264-7aff-4954-8de6-915f47ca8d17,c4,c3,26,p3,?,surb={'id': 'a8297877-2180-4dfe-80fd-c0ccbaf5a7d0', 'route': ['p3', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769495411.56424,SENT,88232979-a95f-4061-aded-02e660b107e8,f3d14551-9783-4539-ac6d-99217993ac05,c3,c4,3392,?,p3,
1769495411.5654664,CREATED,77af5d57-02e1-4270-a1df-c5a62d3f7439,0b497849-3995-4b21-81ec-6191b1a6c097,c3,c4,27,?,?,surb={'id': 'fdd31ab6-fdb4-47b3-9854-81b30e6011d4', 'route': ['p1', 'e9', 'i5', 'x10', 'p3', 'c3']}
1769495411.73532,SENT,69f489f1-b8bc-487b-9a02-ed7d311eff97,24e00908-be0d-4586-983e-f97069dd32ce,c3,c4,3388,?,p3,
1769495411.7354999,CREATED,1d343fa8-7dd6-4414-9ad3-44378d5305c4,635a9fb4-ed59-4c5b-b169-71ebdb2f68c0,c3,c4,27,?,?,surb={'id': 'e6c81487-1a67-453e-b745-0163e42b0740', 'route': ['p1', 'e9', 'i12', 'x12', 'p3', 'c3']}
1769495411.788235,RECEIVED,15f90616-11b3-478d-a668-ff16e7b95cba,16472eda-141a-446e-91e0-6a600276ac5e,c4,c3,27,p3,?,surb={'id': 'cf00fdc5-60de-482c-88d7-f5b37af9dd53', 'route': ['p3', 'e6', 'i3', 'x6', 'p1', 'c4']}
1769495411.868848,RECEIVED,b8df09d8-93ab-4cd3-98e4-512f473b189f,de0c6308-ff02-4394-a94d-bd2b7bddbb8f,c4,c3,26,p3,?,surb={'id': '78848ff6-b726-40e1-a58e-a58fea5d4355', 'route': ['p3', 'e3', 'i7', 'x9', 'p1', 'c4']}
1769495411.9693105,RECEIVED,4e9355a8-0b9d-497d-8f6d-4486041ddc66,bf3e262b-69b6-4c72-a7b0-a277d8805dd1,c4,c3,27,p3,?,surb={'id': 'eea3b295-171c-429e-80a2-946980c075e8', 'route': ['p3', 'e3', 'i10', 'x8', 'p1', 'c4']}
1769495411.980293,SENT,7be6343f-efa3-4534-97eb-d718ca6d72a7,6b679768-0389-47d6-acee-d5229682546f,c3,c4,3383,?,p3,
1769495411.9803605,CREATED,b34759c7-3136-43aa-b3b3-3493efef7ff2,c2b9b7bb-8433-499b-b3da-a24e2877edd6,c3,c4,26,?,?,surb={'id': '8c64ed23-3458-4e17-b3ee-878a8492efde', 'route': ['p1', 'e10', 'i9', 'x5', 'p3', 'c3']}
1769495412.2043784,SENT,9a3c52b2-d046-4fba-87b8-743d7af18837,a0e63579-0be1-4eea-88fb-740f20a41007,c3,c4,3391,?,p3,
1769495412.204463,CREATED,4d37b42b-5ed6-48d5-8238-439b1bc9d89a,18d5d0d2-70e4-46fa-9c07-9e8b0f069219,c3,c4,27,?,?,surb={'id': '0b512281-9e72-4c6a-8ad7-c57eb7db6a9c', 'route': ['p1', 'e11', 'i2', 'x8', 'p3', 'c3']}
1769495412.4502413,RECEIVED,bf2a563f-1723-4005-b143-949b8ef17192,991c8e3f-8cc0-4f0a-89da-c30924b4b19d,c4,c3,27,p3,?,surb={'id': '6b7e3930-35d0-4367-81bb-4206d46ce811', 'route': ['p3', 'e2', 'i2', 'x10', 'p1', 'c4']}
1769495412.5372195,RECEIVED,b4b2a185-8bee-4d73-bcbe-57dee9e025ca,8f72719a-55a0-41b2-b2b7-5ce951252ebf,c2,c3,27,p3,?,surb={'id': '391e9b98-2eec-484b-93bc-06a7471bf5f4', 'route': ['p3', 'e7', 'i4', 'x2', 'p2', 'c2']}
1769495412.5687535,RECEIVED,2744b3a6-a300-4449-b2ff-1382886b7640,c5ba2398-9a3d-422b-95c0-9ffac317be4c,c4,c3,27,p3,?,surb={'id': '83de67b5-86f6-4bd8-87ed-17fe8ca620dd', 'route': ['p3', 'e9', 'i12', 'x10', 'p1', 'c4']}
1769495412.8465893,RECEIVED,854f29ab-6e0c-4436-adf3-5d52832c93b2,ef9e99ee-7aeb-43f5-a21e-114408266746,c2,c3,27,p3,?,surb={'id': 'e9d90a6b-a528-4a8e-b4ec-03ee1dcc6436', 'route': ['p3', 'e4', 'i2', 'x9', 'p2', 'c2']}
1769495413.2358127,RECEIVED,382172b4-a18e-4c6e-b0b4-9618bf7a0c33,d87e0ee7-9e25-468d-b8dc-4933eaecbb10,c2,c3,27,p3,?,surb={'id': 'd21834f1-27f7-4820-a72b-5c3253a3e706', 'route': ['p3', 'e6', 'i12', 'x8', 'p2', 'c2']}
1769495413.2578497,RECEIVED,d2b209a6-92dd-4ac7-9110-54800193ca23,08e58088-f8e8-4b26-8a5c-df0e147edea3,c2,c3,27,p3,?,surb={'id': 'a4d2e80f-caae-44b7-aeea-d700d0980343', 'route': ['p3', 'e7', 'i12', 'x4', 'p2', 'c2']}
1769495413.3436847,RECEIVED,6ce1949a-673e-4573-bf7e-044b0d434dee,bb9be816-4e11-4c4c-baae-43c95375f043,c2,c3,26,p3,?,surb={'id': '1c622f87-301a-4667-b43f-51a79504f482', 'route': ['p3', 'e8', 'i7', 'x10', 'p2', 'c2']}
1769495413.4133108,SENT,2e642b90-e512-4516-8255-f0892c1fee07,5c139924-cbf3-4e6b-859e-2c1c23a3aa89,c3,c4,3363,?,p3,
1769495413.4133892,CREATED,554067b0-8b55-437a-8ccf-18ea2ad3faad,9fb3f433-5d78-49cb-8db8-191ac119e2cf,c3,c4,26,?,?,surb={'id': 'acc6a449-1a60-4cf2-abbb-8f1bd1d71e3d', 'route': ['p1', 'e11', 'i6', 'x12', 'p3', 'c3']}
1769495413.5996985,SENT,70f50ef4-f1b8-419e-b1dc-556a3b63ef13,6e487010-849c-4a99-b3bc-85feaef80815,c3,c4,3371,?,p3,
1769495413.5997856,CREATED,43e689e0-1a26-45f2-b61d-2ce01d826f3f,1beb4134-465e-4ad9-a17f-8f74adc22c38,c3,c4,27,?,?,surb={'id': '3cc09273-ac53-4dbf-8b58-6969bd696482', 'route': ['p1', 'e8', 'i11', 'x9', 'p3', 'c3']}
1769495413.6449647,RECEIVED,994d6812-8f2b-4133-8e4a-bac3e7ce9bd9,1c468a0c-28f4-41af-8f89-8c85b4f5a872,c4,c3,27,p3,?,surb={'id': '1be0960c-3bb3-4ebd-8429-d19f34d72edd', 'route': ['p3', 'e1', 'i12', 'x5', 'p1', 'c4']}
1769495413.6733325,RECEIVED,24dac699-fa28-4f4d-8396-7a710530b8a4,f805ed76-1c40-4cb8-8d70-18adb0cd886e,c2,c3,27,p3,?,surb={'id': '3a55eb29-e5a0-4fef-97b2-9eae237284be', 'route': ['p3', 'e9', 'i1', 'x8', 'p2', 'c2']}
1769495413.7847514,RECEIVED,d3c238df-2828-40e5-ba57-e3727d986531,6623313e-2f55-46d4-872b-663052689c82,c2,c3,27,p3,?,surb={'id': 'cf069ea6-b845-4b5b-85e6-5db79fb60d64', 'route': ['p3', 'e6', 'i10', 'x12', 'p2', 'c2']}
1769495413.8129818,SENT,ce16e10f-3e58-4534-a0eb-9045eed074a1,b5ce9505-b2dc-488b-b58f-77ef3803a4a4,c3,c4,3380,?,p3,
1769495413.8130937,CREATED,c7645bb0-08d9-4698-a777-af9aa2b0938c,2742084b-0466-4e0a-b0f1-6552193de1cc,c3,c4,26,?,?,surb={'id': '5561f57d-eb57-4c94-a70b-f1026b49deb2', 'route': ['p1', 'e8', 'i9', 'x12', 'p3', 'c3']}
1769495414.1830373,RECEIVED,d47a8c7e-d591-45ea-9e4a-01d15a4bc39f,9de61558-2e81-4abd-a7ef-f21a7e611472,c4,c3,27,p3,?,surb={'id': 'c94d7fd6-8fea-4c55-a1e4-96e09889ba61', 'route': ['p3', 'e10', 'i10', 'x7', 'p1', 'c4']}
1769495414.562326,RECEIVED,dff820d7-9b14-4ec8-a473-03fd1bc4bc3b,59097054-c037-44c0-899a-b6b0fcecc546,c2,c3,27,p3,?,surb={'id': '09f1b6c3-f0b9-4d74-86c8-23824bc419a5', 'route': ['p3', 'e1', 'i5', 'x1', 'p2', 'c2']}
1769495414.740531,RECEIVED,0e74da1c-4dd9-4ac9-b151-d643347b10e7,f4cf1e14-fdc9-45e4-8860-b06372b6d60b,c2,c3,27,p3,?,surb={'id': '3318fff3-a9b2-4bf3-9e8b-56f9bacf5299', 'route': ['p3', 'e3', 'i7', 'x2', 'p2', 'c2']}
1769495414.758026,RECEIVED,1ef0f178-e052-4c01-abfd-4e9f4066c561,87e1c046-baa2-46b3-be17-dfc0c13c6ff8,c2,c3,27,p3,?,surb={'id': '925292f9-49f4-4a86-beaa-66688c516099', 'route': ['p3', 'e3', 'i5', 'x3', 'p2', 'c2']}
1769495414.9617748,RECEIVED,06c643fc-6e8a-4378-bb05-c51fd5b89ded,73ac0114-9b5f-47ce-a177-9e68f10acc78,c4,c3,27,p3,?,surb={'id': 'c49f4f31-bccb-4cb6-8edb-e0b555888e4b', 'route': ['p3', 'e8', 'i6', 'x3', 'p1', 'c4']}
1769495414.9913778,RECEIVED,28e9198f-57f1-4add-b927-30922ca29f98,967f7fac-4774-497d-a17c-0afa4d856ab6,c4,c3,27,p3,?,surb={'id': '5e7b9aac-6a8e-42ab-a95f-dff37bb0409d', 'route': ['p3', 'e9', 'i9', 'x6', 'p1', 'c4']}
1769495415.1335518,SENT,75435899-7eeb-4942-830a-d47a3830ce62,91f070b4-0cf8-4b5a-b0dd-889fce5ff39e,c3,c4,3380,?,p3,
1769495415.133727,CREATED,54f39013-cfc4-45b3-9a71-5a8bec710781,c3f5ac87-e47d-4bbf-862e-4ddd6d480724,c3,c4,26,?,?,surb={'id': 'd6980921-b809-4df9-8a10-15a461d84164', 'route': ['p1', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769495415.2001262,RECEIVED,e5d0f83e-bf15-47de-9142-b6a3f0142c8b,371e9cc3-a603-4838-a354-a6845a5900f8,c4,c3,27,p3,?,surb={'id': '98afbc4e-1e1a-4c02-ae8c-98bed129d7f0', 'route': ['p3', 'e10', 'i5', 'x6', 'p1', 'c4']}
1769495415.2057526,RECEIVED,d0e28176-0adb-4f24-b6b9-22a68f463ca4,9973f596-db34-4853-8fca-54e7380d4ea1,c4,c3,27,p3,?,surb={'id': '89b9d120-76ab-4cc2-a89e-2801821e8de5', 'route': ['p3', 'e12', 'i5', 'x8', 'p1', 'c4']}
1769495415.2912583,SENT,e168aa9f-d847-4732-b9c4-3ee4775b6591,13c56fc7-ae32-4cb8-8bd8-fb39fef5e1c8,c3,c4,3389,?,p3,
1769495415.2913618,CREATED,b41719cb-2df5-48e0-a71c-b0fe1945091e,26cfaee2-66d5-42cb-a7ea-e6a72c3d8818,c3,c4,27,?,?,surb={'id': '6c16698e-9af4-4ba0-925d-6a5bc9281383', 'route': ['p1', 'e8', 'i3', 'x1', 'p3', 'c3']}
1769495415.396803,SENT,ba8f856e-0232-4d66-9088-7c120f6f5024,13785b95-0c07-4fc9-b268-46dcb567e3d0,c3,c4,3380,?,p3,
1769495415.3969574,CREATED,217e0515-95af-495b-87e1-f4c917dd6e58,02ef89e1-b215-4e8f-9110-2a9fcb594edf,c3,c4,26,?,?,surb={'id': '2dd8e5ac-0fec-4ef6-b745-74103139669b', 'route': ['p1', 'e7', 'i11', 'x4', 'p3', 'c3']}
1769495415.445374,RECEIVED,b3d144f9-2c1e-4461-b023-66f1fa567b36,3469f38a-8270-4e24-aa12-b87c8c5d27ad,c2,c3,27,p3,?,surb={'id': 'f9a995b8-3087-4a73-a942-f49fb5b9e149', 'route': ['p3', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769495415.4887214,SENT,1a211401-2e15-4309-8c11-7fac7b1710c5,d0b45566-03ae-449a-af21-79287892d4b3,c3,c4,3375,?,p3,
1769495415.4888735,CREATED,f1b95fca-035a-41a3-ba30-69c5efd1af03,6e124809-bee2-4db1-a58c-fb5849bd14c9,c3,c4,27,?,?,surb={'id': '7bbddc95-1a11-4c28-b038-f986fd5ceae9', 'route': ['p1', 'e10', 'i5', 'x6', 'p3', 'c3']}
1769495415.583146,RECEIVED,5360a70e-8847-469a-89aa-33ab3624788d,abc76cc0-bf34-40d1-8efe-72484188a49e,c2,c3,26,p3,?,surb={'id': '0d5feecb-166c-4690-9af7-475127cd6560', 'route': ['p3', 'e2', 'i1', 'x11', 'p2', 'c2']}
1769495415.7766225,RECEIVED,09e1be46-b00d-4639-8839-b08367406b99,7f30edd2-1b63-4801-8c0f-82cb866423c1,c2,c3,27,p3,?,surb={'id': '8b1c2e37-cb2e-4099-9ffe-5a0eb2cffa05', 'route': ['p3', 'e11', 'i4', 'x4', 'p2', 'c2']}
1769495415.8795068,RECEIVED,b2ea407a-6646-4e18-8117-e5b9787f49a7,66772636-f56d-4d5d-ae29-20e37800a8d3,c2,c3,27,p3,?,surb={'id': '686b49fb-f496-4e38-96e5-b74bea0a46ab', 'route': ['p3', 'e3', 'i9', 'x1', 'p2', 'c2']}
1769495416.0758839,SENT,109656e2-658f-41b3-9f40-b05f6596a13e,cb930dcb-dac3-4e4e-b3e9-cd5f50710cc5,c3,c4,3364,?,p3,
1769495416.075993,CREATED,73c118e9-57c7-4575-a348-bdb9201e6268,f00f9008-9847-49d2-a94e-9e800a95db69,c3,c4,26,?,?,surb={'id': '0981809c-9884-44f1-9c91-ed6118d96447', 'route': ['p1', 'e11', 'i2', 'x3', 'p3', 'c3']}
1769495416.548629,RECEIVED,5a532bd2-bae2-4317-9dd7-618c9e3136f2,c0b98ac4-bd09-4741-a1cf-1a915348d44d,c2,c3,27,p3,?,surb={'id': '311b6258-2bda-435b-8a79-47966cc53996', 'route': ['p3', 'e8', 'i7', 'x9', 'p2', 'c2']}
1769495416.8149617,SENT,9f42793a-3f11-45d9-8523-0f182c5978e1,aa28825c-57df-40e9-80e3-d06ad0eb5072,c3,c4,3372,?,p3,
1769495416.8151252,CREATED,69d17a58-866b-4f44-8638-4939a93e5eb6,02d0bcf6-7e93-47dc-ba9c-a98a5e1deb5d,c3,c4,26,?,?,surb={'id': '70d98662-e9fd-496c-a892-b9c892984642', 'route': ['p1', 'e2', 'i10', 'x4', 'p3', 'c3']}
1769495416.82276,RECEIVED,efbe2e0c-2507-4df6-9425-91d005c2c3ef,d09b575f-a123-4e99-886e-dfedb81fdd9f,c2,c3,27,p3,?,surb={'id': '1db02700-561f-43d6-9cbd-fbda6d64ff48', 'route': ['p3', 'e3', 'i4', 'x1', 'p2', 'c2']}
1769495416.9218078,RECEIVED,8e01cc47-cf1c-41da-80e2-faf8e361f9f8,73e1fcac-e411-48da-9071-e5f2b9c36732,c2,c3,27,p3,?,surb={'id': '919159f9-ce72-4814-8bfb-525f45abe861', 'route': ['p3', 'e2', 'i9', 'x6', 'p2', 'c2']}
1769495417.0787055,RECEIVED,eb1baa02-c271-490c-962d-906e57c68f25,ef2c95bf-5a19-4498-96b7-c94c77d34f42,c4,c3,27,p3,?,surb={'id': 'a8bca1a8-85ca-4559-8f14-4684ba037122', 'route': ['p3', 'e4', 'i6', 'x5', 'p1', 'c4']}
1769495417.1366613,SENT,436913ca-fc67-49b1-be9c-bbc03596edec,14fe29fc-7a97-4494-9811-ec7cfad3d321,c3,c4,3375,?,p3,
1769495417.1367953,CREATED,89f8c4aa-a0a8-4b00-ae1b-dc9b38c9e8ea,0bb07b83-bf00-4bc2-8841-3cb9469b4fa7,c3,c4,27,?,?,surb={'id': '4c3f6eec-4a34-40c4-b384-ec80fc3594dd', 'route': ['p1', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769495417.185101,RECEIVED,4fcd7101-74f0-4cb7-b7f2-45304215f38e,4ed6bb8a-b955-47ab-b6ac-a6d0cd112dd1,c2,c3,27,p3,?,surb={'id': '09d6a160-b65f-4f9b-a855-c560540b4057', 'route': ['p3', 'e9', 'i8', 'x5', 'p2', 'c2']}
1769495417.1920187,RECEIVED,b7381a8e-083e-40c1-b541-901a275f2520,cf60665e-4867-4bd2-bcaa-c30993d9635a,c2,c3,27,p3,?,surb={'id': '749b5b90-9380-4bab-a442-85ba2dc3149d', 'route': ['p3', 'e5', 'i8', 'x12', 'p2', 'c2']}
1769495417.194797,SENT,5b8b6d44-e34a-4959-8e87-e595c7753c4c,9e7ddf96-699b-49b2-a336-593922e6ecd8,c3,c4,3387,?,p3,
1769495417.1949317,CREATED,c653761e-c2f4-4bd5-afed-92354ead49ff,bd9f2b57-1933-48e3-9b85-c057d620a5c5,c3,c4,27,?,?,surb={'id': '63344c1c-6a4b-4fd6-983b-550bfafcd7e5', 'route': ['p1', 'e8', 'i5', 'x4', 'p3', 'c3']}
1769495417.2543476,SENT,31a3c880-1c77-434a-9a30-6dd477cf19cc,96519bcc-0d08-482f-a6c6-f1ce033fb37a,c3,c4,3391,?,p3,
1769495417.2544806,CREATED,e69f9cb0-795c-430e-aa39-4482b1eca0d8,b8380fe4-3513-4922-864c-97dc41f2e08b,c3,c4,27,?,?,surb={'id': '4664fc46-941f-40e7-b0c5-0543cb5969b7', 'route': ['p1', 'e10', 'i4', 'x10', 'p3', 'c3']}
1769495417.7180185,SENT,de7c0548-3c35-403c-a86b-2e98868c1302,0b3bf673-5e67-4a15-9687-3a29ff69898d,c3,c4,3359,?,p3,
1769495417.7181778,CREATED,bcf08995-7e5b-475e-84d8-aef419355205,cb07d2b4-44e9-487b-869b-2f5a45ab5d1d,c3,c4,27,?,?,surb={'id': 'a5009b0a-131c-47d9-8056-e9b9a36bb461', 'route': ['p1', 'e11', 'i3', 'x6', 'p3', 'c3']}
1769495417.7756186,RECEIVED,036faab9-36e4-4991-a5f0-90fcf3aaeee9,b28242ce-32dd-4949-af63-2c3de9330e51,c2,c3,27,p3,?,surb={'id': '967bbd0d-2df7-40d9-8668-f08d9dbe00cc', 'route': ['p3', 'e12', 'i2', 'x7', 'p2', 'c2']}
1769495417.9855845,RECEIVED,59dc9cb2-5af3-4751-aee8-0d5ed219cf8a,d8f8dc65-5d3c-4256-99ff-b59eb67e6596,c2,c3,27,p3,?,surb={'id': '5af7b445-72c2-4961-9b58-1ec3e7e8d869', 'route': ['p3', 'e3', 'i5', 'x10', 'p2', 'c2']}
1769495418.0341778,RECEIVED,c18b08a8-d621-44c8-ae4b-9bfe42b854f8,194ed53a-422a-43d6-97cb-f0d1650f1af0,c4,c3,27,p3,?,surb={'id': 'ca0e9276-a976-42df-b254-ba079177763f', 'route': ['p3', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769495418.07151,SENT,01109b37-e141-49d5-a845-9216e046effb,27ac3376-1d60-47a9-b52f-ac555ff4d016,c3,c4,3380,?,p3,
1769495418.0715864,CREATED,71cc0d91-42b0-440f-ae19-3d9c0056c635,bdd985d3-bb45-4984-9675-4a6348c22716,c3,c4,27,?,?,surb={'id': '6507a090-072f-4275-a53f-c1d07b0f944e', 'route': ['p1', 'e10', 'i2', 'x10', 'p3', 'c3']}
1769495418.2836266,SENT,32d08edc-fc0e-44b1-b7dc-e0bc676541d5,0e87f7cc-c242-4d8a-9748-fcadc5ec2cca,c3,c4,3370,?,p3,
1769495418.2838187,CREATED,c5cd090c-cf7a-4152-bfea-8c3da8bbe126,88446279-9cdb-4a6d-836d-01de3c42dc15,c3,c4,26,?,?,surb={'id': 'cf3e6a85-af4e-4372-b72c-a62367579b1e', 'route': ['p1', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769495418.5372431,RECEIVED,607454d6-b5a7-4d58-8f87-f8d6cae96981,154d5bac-0823-4436-8353-7a51d41ac918,c2,c3,27,p3,?,surb={'id': '0967d4c8-3f4b-407f-9cc6-7b722291445a', 'route': ['p3', 'e1', 'i6', 'x3', 'p2', 'c2']}
1769495418.655873,SENT,4ecee87c-4528-448c-b235-434967ca2b23,92409139-1a5c-4e10-b844-1e0fddcfaaf1,c3,c4,3388,?,p3,
1769495418.656016,CREATED,79e1d3ed-06eb-464e-9240-2597b154cc63,7e08d0fb-cb68-4500-baec-b36f02e3b4ce,c3,c4,27,?,?,surb={'id': '59a4f5b9-088e-4fc8-831f-58eec786f4dd', 'route': ['p1', 'e12', 'i9', 'x12', 'p3', 'c3']}
1769495418.775671,SENT,1521db99-8235-4292-92ab-af6f7461f9dc,45a13ccc-9e24-4b9e-b957-dee375f13231,c3,c4,3381,?,p3,
1769495418.7757564,CREATED,f5f28c35-30a3-41d5-aea8-6ac10fc0e9f5,8be67ab2-640f-49eb-a868-81627ebf19f6,c3,c4,27,?,?,surb={'id': '5c1114f5-447f-4486-b59b-cee73d670f46', 'route': ['p1', 'e4', 'i4', 'x1', 'p3', 'c3']}
1769495418.946624,RECEIVED,0b7ca07d-e228-480d-b692-f678c163e1c6,16c5dabb-1595-435b-b420-863371807fa3,c4,c3,26,p3,?,surb={'id': 'ecb38aaf-fa38-4a45-9d36-37dacf940558', 'route': ['p3', 'e4', 'i12', 'x1', 'p1', 'c4']}
1769495419.0132759,RECEIVED,18b36431-1da0-49eb-b12f-a1ef31ca31e6,eeb8e1cd-48b6-43d5-96a3-48ea11b649f3,c2,c3,27,p3,?,surb={'id': 'adde2f33-57e8-4ad8-817b-e2da57d3066f', 'route': ['p3', 'e9', 'i6', 'x12', 'p2', 'c2']}
1769495419.0747533,RECEIVED,eac8b97c-ac14-430d-9951-6413d233d905,43e4a4e9-624b-422f-a9c1-f859295d1c64,c4,c3,27,p3,?,surb={'id': 'b03bd523-f4f4-4f6e-893b-7750cb6dc3c2', 'route': ['p3', 'e4', 'i6', 'x12', 'p1', 'c4']}
