timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769730646.1883523,SENT,d514305b-533a-42df-b950-f56f38e06f42,b7c7844f-dc1f-42d1-8af0-89daf4af9b6c,c3,c5,3380,?,p3,
1769730646.1885107,CREATED,48f2bdf1-a37b-4e1b-9cdc-3a6c4fe218eb,29c5ea5d-f152-45d6-a04f-ef740ade50a7,c3,c5,27,?,?,surb={'id': '54dcba75-0884-49a4-8fe5-d35865f68bbd', 'route': ['p2', 'e12', 'i10', 'x9', 'p3', 'c3']}
1769730648.7940347,SENT,4fd81126-6c99-4039-b15e-58b967ed076f,d5e5d869-c87d-4a31-b63f-7832bee93f13,c3,c5,3361,?,p3,
1769730648.7942455,CREATED,92d7245a-5143-42d5-baa4-8afe2202151a,0fcf5756-8840-440b-af54-45b644ef95f9,c3,c5,27,?,?,surb={'id': '067905c4-af51-4a21-b50e-41050a5ff5ec', 'route': ['p2', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769730649.0027568,RECEIVED,9f9d4fa9-c203-4c97-8774-5137a50b32f1,16d67f8f-3874-4215-980e-ee256a223bf9,c5,c3,27,p3,?,surb={'id': 'ced7e7bc-406f-404f-9ae3-ce32069c1e30', 'route': ['p3', 'e2', 'i10', 'x9', 'p2', 'c5']}
1769730649.2131212,RECEIVED,a3b163b1-363f-49e8-8b4f-0dc5ed43708f,151fa14f-9085-479a-abdd-5efa4a906c81,c4,c3,27,p3,?,surb={'id': '3166afcf-2d38-4eae-917c-f9712d2cb9c9', 'route': ['p3', 'e7', 'i9', 'x4', 'p1', 'c4']}
1769730649.2333524,SENT,552cd7fd-f90a-4e9b-a7f3-4308f9eae221,e2b50811-285d-48bd-ba04-93a8042ee4cd,c3,c5,3389,?,p3,
1769730649.2334855,CREATED,0c385152-adc9-4aef-9a53-949c15ac3401,f0459132-cc26-4e26-9da8-61c6925e64d5,c3,c5,27,?,?,surb={'id': '8af553b7-e4de-4050-a96e-7c357e1141d1', 'route': ['p2', 'e2', 'i1', 'x9', 'p3', 'c3']}
1769730649.4758217,RECEIVED,985d7603-8c6b-47e3-8b27-5410b6c3c575,2674712c-72f3-4be3-922f-01b0987deba5,c4,c3,27,p3,?,surb={'id': '546f9826-2db4-4ffa-a38e-37ea0c950336', 'route': ['p3', 'e3', 'i9', 'x10', 'p1', 'c4']}
1769730649.5013814,SENT,9654c6fb-8aae-4fb7-946c-7fdf73f2ceff,db4ec500-e352-4d0e-afb0-55d56af8be98,c3,c5,3391,?,p3,
1769730649.501513,CREATED,67024b0a-a1d4-4d3c-97ce-fbcf58d950c7,499fee59-40d0-492f-b785-d6635e2a5631,c3,c5,27,?,?,surb={'id': 'b9deebd9-a4a1-4791-b11a-6669ef142dba', 'route': ['p2', 'e1', 'i11', 'x12', 'p3', 'c3']}
1769730649.5216396,SENT,2d754791-9412-4ec5-a41d-d1ec2c11e794,d9c601ec-3453-4eb6-a55c-3f90e821f8c5,c3,c5,3367,?,p3,
1769730649.5217693,CREATED,096c9cf6-4c2d-4b3b-9ed9-c11475f627ed,87ec2c22-7177-4df8-bbb9-a9bcd828e13a,c3,c5,25,?,?,surb={'id': 'b200bd5e-aed5-4042-82cb-8f05fe19a073', 'route': ['p2', 'e1', 'i3', 'x8', 'p3', 'c3']}
1769730649.6439145,RECEIVED,9a1a5dad-077c-462b-8a8a-0f70658cea87,8e9a9e44-c5ad-4b1c-a078-4322c274d18f,c4,c3,27,p3,?,surb={'id': '5846a45b-cd5e-46b4-bd8a-02a76d9ea272', 'route': ['p3', 'e9', 'i3', 'x4', 'p1', 'c4']}
1769730649.8494217,RECEIVED,6453bc03-0079-41db-8c95-99aa58baab8f,f11c7545-7ab4-492b-a604-044743e71fba,c4,c3,27,p3,?,surb={'id': 'dc2cf7dc-ec3c-4bb3-a79a-d7c3761459b6', 'route': ['p3', 'e2', 'i11', 'x8', 'p1', 'c4']}
1769730649.8530772,RECEIVED,f561e46b-66c5-4c09-86b7-f3f38a5ac1b7,60fb2e42-1cc6-4e0d-9769-f22242af1f19,c4,c3,27,p3,?,surb={'id': '9479b4f8-c668-4cb8-97fe-0fa643067d08', 'route': ['p3', 'e9', 'i8', 'x1', 'p1', 'c4']}
1769730649.8565314,SENT,38a18346-be39-4279-a59a-e6a8f908b21e,b6843a5e-be9a-4492-ae9f-93b321169d52,c3,DROP,2032,?,p3,
1769730649.8566535,CREATED,463152fe-737e-4022-a7ac-5ca1089351d9,7dacf6c7-5439-44bd-8a8d-d4a60566e64c,c3,DROP,27,?,?,
1769730650.211463,SENT,11bd0a63-8b0b-48cb-9318-5311c2afc6f1,d24557a1-5c60-4a86-b57b-e058a99c321b,c3,c5,3394,?,p3,
1769730650.2116096,CREATED,434476ae-f172-4489-94f7-93714bffde7e,ed9454e4-619d-4e33-a338-e99dd3fb177a,c3,c5,26,?,?,surb={'id': 'a3b31bd1-d94e-44d0-9904-4d1cf50b3a09', 'route': ['p2', 'e8', 'i2', 'x9', 'p3', 'c3']}
1769730650.3753402,SENT,3ae07724-3310-4be5-990f-f87b0709cf33,febfd739-6906-4046-88b9-477543d4b7dd,c3,c5,3389,?,p3,
1769730650.375474,CREATED,edf77c2e-f9dc-4e26-9427-c349177b46c4,9e36f59b-5171-4cc3-a441-f6c62b2517ab,c3,c5,26,?,?,surb={'id': 'c1fc639c-5a15-4291-b084-4c5f3efcf06d', 'route': ['p2', 'e6', 'i1', 'x3', 'p3', 'c3']}
1769730650.5538683,SENT,fd360477-3fe6-4611-bf8a-297dbd2432b8,0752cd7e-59a7-4108-8cb8-2c9dbf1d89df,c3,DROP,2012,?,p3,
1769730650.5539968,CREATED,07edd729-4c9f-4336-9c53-90bbc197c74a,c1d320ad-f4fd-45f5-a1d0-f27b23b427d8,c3,DROP,26,?,?,
1769730650.6319754,RECEIVED,9961a11b-9cf4-4505-b4f9-11e7cebfd8bc,169d4b2b-09f7-413c-b085-f7939557b208,c4,c3,27,p3,?,surb={'id': 'd6200e04-f3ab-482d-81cd-36050a7af4a2', 'route': ['p3', 'e5', 'i7', 'x6', 'p1', 'c4']}
1769730650.685593,SENT,9bc2409c-9130-41bf-978a-c60de58e0535,5f43b1de-e8af-4f29-be50-e010d55ad7fe,c3,c5,3356,?,p3,
1769730650.685744,CREATED,3e2343e8-c935-407c-8cb6-ad7e3cb15784,07c38f4b-029e-476d-aec6-b4fdeca169ae,c3,c5,26,?,?,surb={'id': 'b49033c8-96c4-46db-9a61-5a8f9e24afaf', 'route': ['p2', 'e9', 'i6', 'x7', 'p3', 'c3']}
1769730650.8773694,RECEIVED,b5636e29-9e33-4442-aea7-06eb37e07170,436a7f9e-10cc-45b2-bac9-8818c179c1cb,c5,c3,27,p3,?,surb={'id': '8360f9e2-81a5-4010-88e7-20e70bcd8262', 'route': ['p3', 'e5', 'i4', 'x5', 'p2', 'c5']}
1769730650.9506357,RECEIVED,4bfe4227-a7fa-4c0e-b672-fbcc92a814dd,886bf33e-f02e-4d53-ab5e-8fdeebb63a18,c5,c3,27,p3,?,surb={'id': '62babc8b-3aaa-420a-b9c2-75f4c0c188a4', 'route': ['p3', 'e12', 'i7', 'x2', 'p2', 'c5']}
1769730651.1544814,SENT,3a4c556c-4c4d-41ac-9ff9-45f9c9a4e791,71f56fe0-104f-4a2e-88ad-f7a17a6c0487,c3,c5,3401,?,p3,
1769730651.1546304,CREATED,4498a162-20a2-41ca-b2c1-f23bf3d22bca,e663cc4a-7e6b-4c71-914f-78dc69ef8b04,c3,c5,27,?,?,surb={'id': 'eb3bf07b-e34f-42da-ae38-74f3b8e93fbc', 'route': ['p2', 'e2', 'i11', 'x10', 'p3', 'c3']}
1769730651.2434697,SENT,ca8f1cb0-8789-4967-b366-78a6a93534ef,f0020599-e2b9-4ebb-b869-5b4cb1f25710,c3,c5,3379,?,p3,
1769730651.2435994,CREATED,48928e26-6b64-4558-91e9-18402fe76047,07cba292-9727-41dc-83bd-2589b2ff8b2f,c3,c5,27,?,?,surb={'id': 'b167fc17-89b2-4860-8913-4d01cd3f2077', 'route': ['p2', 'e10', 'i7', 'x10', 'p3', 'c3']}
1769730651.4881866,RECEIVED,76436efb-7e02-49a8-8d9a-d10c5edeb25d,8d1a1c21-f51e-4b87-a150-13c8dd9c972d,c4,c3,27,p3,?,surb={'id': 'dde9d1ae-ab07-4372-86bb-adedbd45cb6e', 'route': ['p3', 'e9', 'i5', 'x5', 'p1', 'c4']}
1769730651.525554,SENT,dbf60ca6-41c4-47d3-9ee2-c8a91a0101eb,aff9eb71-81c0-46de-9342-95ea23236b65,c3,c5,3379,?,p3,
1769730651.525705,CREATED,c320a932-296d-4c87-9bee-2ac6ad7574e1,5f4cafed-effa-4eff-b35a-6cb8b7dc1294,c3,c5,27,?,?,surb={'id': '361fe345-c3ab-4dd3-aeea-0d2b3fa8c04b', 'route': ['p2', 'e3', 'i3', 'x1', 'p3', 'c3']}
1769730651.6822305,SENT,42425a4c-00de-4d22-a921-c03d8ba17fc5,17b21ca7-99b7-4e75-b729-d53441c19761,c3,c5,3388,?,p3,
1769730651.6823711,CREATED,3f414745-dabf-4ded-b525-ed9ad2f132f1,b9cfcd23-9baa-4c51-9757-669098998db3,c3,c5,26,?,?,surb={'id': '2ee6251f-f74c-4ac9-8ace-201f878fa628', 'route': ['p2', 'e7', 'i8', 'x8', 'p3', 'c3']}
1769730652.119144,RECEIVED,3607e398-95cf-4169-9118-342b16eb48f2,ce252cef-7320-4034-877f-15176702a809,c4,c3,27,p3,?,surb={'id': '374b7ec6-f14b-46a9-8e92-c26c5697e5c3', 'route': ['p3', 'e10', 'i10', 'x12', 'p1', 'c4']}
1769730652.3724055,RECEIVED,f19c0e21-2bb3-44fc-b385-f17d61b50a0c,fa2fd14c-2946-474b-8f01-066bb29395a4,c4,c3,27,p3,?,surb={'id': '09d9a04e-5d35-4a5a-ae8d-5dff1606bffc', 'route': ['p3', 'e9', 'i12', 'x8', 'p1', 'c4']}
1769730652.4787507,SENT,04cc7883-6a86-48cb-a288-fd92d563535c,a52ec406-4c0c-4c40-ad83-7f848b530362,c3,c5,3357,?,p3,
1769730652.4788785,CREATED,bf99eb3f-7b4f-403c-8665-0b63cda2179f,538f1577-3325-4dd6-9e2e-71ec68e127e6,c3,c5,25,?,?,surb={'id': '59e349a4-f5c9-43a9-a0aa-d429f52c31c5', 'route': ['p2', 'e3', 'i1', 'x7', 'p3', 'c3']}
1769730652.7328641,RECEIVED,86cdd716-6ebe-4e1e-afd5-b36cc320f008,fbbc22a4-ef13-48f2-bb17-23d5642fca1a,c5,c3,26,p3,?,surb={'id': '927076ed-5057-42c9-b366-d55704ee0022', 'route': ['p3', 'e6', 'i11', 'x6', 'p2', 'c5']}
1769730652.945957,RECEIVED,adb0cc25-ae1f-4232-b289-8638df6c889d,f64cbfce-7fa9-49d3-b621-7e583474e2b5,c5,c3,27,p3,?,surb={'id': 'e7f866aa-096a-4fb0-b589-d896fc06fe42', 'route': ['p3', 'e11', 'i7', 'x12', 'p2', 'c5']}
1769730653.1514394,SENT,bc3211db-4ddd-4ae8-8fb4-85a98f54e46e,05d67bc1-74a8-48c9-9fc2-2ea9e52d76a6,c3,c5,3405,?,p3,
1769730653.151586,CREATED,4cca5c75-5c7b-4762-9d1a-1f3a9ec6f843,284eb171-5c9d-4537-9950-05727729a3a4,c3,c5,26,?,?,surb={'id': '6025d602-2201-492b-ac0c-d6a889209a89', 'route': ['p2', 'e3', 'i6', 'x11', 'p3', 'c3']}
1769730653.4437385,RECEIVED,f6ce3f7f-e07f-4ff1-8f74-196a6fa2c513,0fa648e0-b8e9-4e19-8e32-8d1df829cb1c,c5,c3,27,p3,?,surb={'id': '29e78fee-baeb-4b59-a69f-fdd17dec8dcb', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c5']}
1769730653.4782953,RECEIVED,f756a45e-4f27-4ae8-b91b-15ac330f1b8e,05934b2f-b68e-4eca-a0f4-bc83c4cff5bd,c5,c3,27,p3,?,surb={'id': '0b15b27b-f841-479e-842e-e4dca1b1f49b', 'route': ['p3', 'e9', 'i8', 'x3', 'p2', 'c5']}
1769730653.6143014,SENT,9343bd7a-8e64-4f6a-a4ed-70fb27d3ee34,6016544b-8c4d-4512-8882-6b130fc8e927,c3,c5,3404,?,p3,
1769730653.6144795,CREATED,17b558e5-4228-4e96-8c56-2f1f4b4f9e5d,d55a54de-5b10-4e13-801c-2248372b021f,c3,c5,27,?,?,surb={'id': '6771a4bb-24b6-40f5-a479-6e667fbd42e8', 'route': ['p2', 'e11', 'i1', 'x12', 'p3', 'c3']}
1769730653.7935119,RECEIVED,0b0ee863-d83b-40ef-9d58-01fca50701b4,1e8a29b5-87f1-4954-b19a-e597f337529a,c5,c3,27,p3,?,surb={'id': 'f32a38c2-f6cb-48b4-a7bc-100e96f11fbf', 'route': ['p3', 'e8', 'i10', 'x9', 'p2', 'c5']}
1769730653.9908848,RECEIVED,fee57710-3449-4f63-900a-0569acf84d76,9b25bc77-a168-4741-bb86-7b78db82c27c,c4,c3,27,p3,?,surb={'id': '9bd238d1-9778-47fa-ac74-8efd68e46c07', 'route': ['p3', 'e2', 'i5', 'x4', 'p1', 'c4']}
1769730654.2988677,RECEIVED,6dbc5791-0884-4c99-8a31-eb0d4cb69231,2c2947c8-d563-46ec-9652-340b68957cc0,c4,c3,27,p3,?,surb={'id': 'b37fad04-353f-4567-a18a-498491914a65', 'route': ['p3', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769730654.3578176,RECEIVED,9c076662-62d2-479a-9637-0c71f32e1c87,7d72b8ea-f230-43b2-8884-24d866f601da,c4,c3,27,p3,?,surb={'id': '90979d57-6698-408e-9737-4c7155585528', 'route': ['p3', 'e11', 'i7', 'x1', 'p1', 'c4']}
1769730654.559596,RECEIVED,2e6c9fa6-16c6-4b4c-a62b-328b7700d0be,893c85f6-e0ae-416e-8c83-7cede063ec79,c4,c3,27,p3,?,surb={'id': '79fb2a06-3988-4a1b-b37d-8ffba32a0e05', 'route': ['p3', 'e12', 'i10', 'x8', 'p1', 'c4']}
1769730654.7924166,RECEIVED,50718964-2f19-4880-8358-51d974bfc3f2,bdcabc7f-2f11-4191-8980-613f62cd7cfa,c5,c3,27,p3,?,surb={'id': 'c58b5264-453d-46e0-881a-666160f8e1d2', 'route': ['p3', 'e3', 'i6', 'x5', 'p2', 'c5']}
1769730654.904753,SENT,a23be1c5-051e-4898-89f7-302678d627a2,694bec1a-f122-4ce5-b030-fd297a25fac4,c3,c5,3359,?,p3,
1769730654.9049046,CREATED,27ec09c8-c5a5-46dd-bd47-5c2873bb169e,1ef537b7-d1aa-4dce-aa3e-75066569ccdc,c3,c5,27,?,?,surb={'id': '59068bb5-5f24-4550-9a48-cfb7c73320c1', 'route': ['p2', 'e4', 'i11', 'x4', 'p3', 'c3']}
1769730655.2448106,RECEIVED,972c0601-5f85-48e4-9fc0-f9174f562adf,20f2e9ff-8439-4e5f-9cde-76db0758c03f,c5,c3,27,p3,?,surb={'id': '6b152078-64d2-42ac-b46c-31237d37dd02', 'route': ['p3', 'e6', 'i5', 'x9', 'p2', 'c5']}
1769730655.2599175,RECEIVED,60e9e038-8230-47d1-a366-76ded07b361c,1fba73f1-0eca-4250-aaeb-985716001129,c5,c3,26,p3,?,surb={'id': '9befd56d-6748-4adf-a8fa-cae47ee2cc08', 'route': ['p3', 'e7', 'i12', 'x10', 'p2', 'c5']}
1769730655.2765658,SENT,2d2c4588-0d48-4df7-82bd-5b394b8d6ade,6892439e-0209-4b0d-afaf-287337dd9c6b,c3,c5,3392,?,p3,
1769730655.2766995,CREATED,e10ec98c-0c83-4506-be27-081a385e26d0,7a5ee720-17bb-49d2-b660-0c88c9fcfd54,c3,c5,26,?,?,surb={'id': '9cdcdca3-34f1-4db6-b88e-e3685974f31e', 'route': ['p2', 'e3', 'i1', 'x12', 'p3', 'c3']}
1769730655.467315,RECEIVED,9b69516f-3d83-4503-8817-71ea1ea3b52c,ced9e6a5-414b-453b-a8c2-9ac3ee9cbc81,c4,c3,27,p3,?,surb={'id': '551bd2be-a157-40f8-88fa-19d2ada77380', 'route': ['p3', 'e7', 'i10', 'x10', 'p1', 'c4']}
1769730655.5288277,RECEIVED,2e10ce98-580f-4744-bcd4-8922ca5c7008,b2207f9a-e7f7-48af-8309-f7b2da733a15,c4,c3,25,p3,?,surb={'id': '5a74a96f-faea-473f-ab2a-3a3946653704', 'route': ['p3', 'e1', 'i10', 'x2', 'p1', 'c4']}
1769730655.5449276,RECEIVED,2bc92830-3cda-4470-a8b3-3108704190ac,5ebc8077-d90d-4035-8e21-7eb158c67c5f,c4,c3,26,p3,?,surb={'id': '89517504-f80e-43ae-a35d-2e7fc65d32c6', 'route': ['p3', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769730655.5882587,RECEIVED,e483162e-033e-43ac-abec-18fa554b8506,e61f9513-f376-45a3-b040-ad8cdf216522,c4,c3,27,p3,?,surb={'id': '8d619144-c51b-4543-9778-ffd1dbe10693', 'route': ['p3', 'e1', 'i12', 'x9', 'p1', 'c4']}
1769730655.6282146,RECEIVED,58130dba-0064-4938-a1d4-620379451b13,8de61faa-39ad-43f6-abae-2bac54dfbe6a,c5,c3,27,p3,?,surb={'id': 'a918573d-bf50-49d5-b10e-8c060ff20689', 'route': ['p3', 'e9', 'i8', 'x2', 'p2', 'c5']}
1769730655.699857,RECEIVED,237a0f35-d2ca-4dff-9d3d-d4cd6d16c838,3b1d158f-6f7c-4c41-8125-04a99d9b5284,c4,c3,26,p3,?,surb={'id': '11e44239-68f7-4329-b707-78860a7a0617', 'route': ['p3', 'e9', 'i6', 'x3', 'p1', 'c4']}
1769730655.9510987,SENT,dbeab7ce-fbb3-47d8-9657-36fc93c08f03,3476b6cb-81b4-4fd9-8d4f-963acb3662b6,c3,c5,3391,?,p3,
1769730655.951251,CREATED,b28df437-c4c4-4fe4-b1d0-7f341419f32f,61d76642-8dc0-4555-91a2-01a1244da4c9,c3,c5,27,?,?,surb={'id': '750e7747-4410-4893-a66e-c023837fc8d1', 'route': ['p2', 'e3', 'i9', 'x12', 'p3', 'c3']}
1769730656.0379744,RECEIVED,2188ac30-c2bd-4913-9cea-8d8002da8533,46486229-0062-49c7-9cd7-5576c294870b,c4,c3,27,p3,?,surb={'id': '908a43c8-5c35-4fec-9c90-84f5626d9db0', 'route': ['p3', 'e1', 'i4', 'x4', 'p1', 'c4']}
1769730656.1336565,SENT,b3eb8be9-bce5-4814-906f-b24e67a079d4,8732d59a-17cd-4934-8c86-79318e58ccc6,c3,c5,3384,?,p3,
1769730656.1337883,CREATED,6e3922c1-1be3-4ca0-9782-68496590796b,09e6a3af-2d8d-4ec4-b5ad-ebb99e48b6d0,c3,c5,27,?,?,surb={'id': '5ff5d4ed-1d9a-4f62-98ea-d4f67f12dd51', 'route': ['p2', 'e9', 'i1', 'x1', 'p3', 'c3']}
1769730656.1441514,SENT,7ce5a113-1383-4cdd-a98a-0c1587b200db,1df43d1c-51d6-4c71-bcf3-147b948d7554,c3,c5,3380,?,p3,
1769730656.1442833,CREATED,60d6bc1f-b9ed-41cc-b0cf-6528dec8a4e0,fd0f53cc-b27f-4f94-910d-df1f4c280381,c3,c5,27,?,?,surb={'id': '79bd2418-ea50-41ef-bab6-7618fb11ccd4', 'route': ['p2', 'e6', 'i6', 'x4', 'p3', 'c3']}
1769730656.2555761,RECEIVED,2a7f0a8b-e289-4cfd-81a0-d6cfcf82434c,e21c9c28-3461-4520-9fa1-e900a1de8994,c4,c3,27,p3,?,surb={'id': '3b5dd8bc-64d9-4398-aa7f-04b0a8fe837d', 'route': ['p3', 'e3', 'i10', 'x3', 'p1', 'c4']}
1769730656.265661,SENT,a2f57c57-0148-452c-bff4-dca1bc505682,7137b7a1-1b20-414b-ba29-6906f3db3f1e,c3,c5,3372,?,p3,
1769730656.265789,CREATED,9872aede-75b6-4971-ba1b-8b3b0752a970,c0ea7aff-c8ca-4d9d-a9ba-a672036ef1d0,c3,c5,26,?,?,surb={'id': 'c63ccc51-55fb-4f56-9616-1f2512b9245b', 'route': ['p2', 'e3', 'i2', 'x9', 'p3', 'c3']}
1769730656.5793922,SENT,33bc154a-e408-4456-857d-bf2f5b0930b7,6fe4916e-e8a7-4536-ace9-6efaf3d2ed87,c3,c5,3381,?,p3,
1769730656.5795395,CREATED,702b330e-ca59-4bf2-9da7-e4366bc490d0,6b9cf5a0-87a1-49ba-ae7b-8737bf9cab76,c3,c5,27,?,?,surb={'id': '0767400b-c20c-42b8-a43f-758b1cd1099b', 'route': ['p2', 'e8', 'i4', 'x4', 'p3', 'c3']}
1769730656.681157,SENT,f804f66d-021c-4286-be64-351d48fdc1e5,565ebc3c-3c24-4716-af72-0cc23f754001,c3,c5,3383,?,p3,
1769730656.6812932,CREATED,03c0f4c9-a095-4df2-9dd9-4dd5bb916889,2cc4a18d-e32b-458d-adda-e1601ded283a,c3,c5,27,?,?,surb={'id': 'f6dcaabc-3a2b-4fcf-9130-22c0d1f1499e', 'route': ['p2', 'e12', 'i11', 'x12', 'p3', 'c3']}
1769730656.738323,RECEIVED,8616a75d-49d9-4cc1-be41-2a77ec8c4fe3,3ae2ba09-b631-4705-942d-f51d71152f1e,c4,c3,27,p3,?,surb={'id': 'aaae5cae-9fbd-499f-a15a-69094490cea3', 'route': ['p3', 'e2', 'i9', 'x2', 'p1', 'c4']}
1769730656.9074388,SENT,80585bf4-a2b6-4f28-889d-62286246c1c9,7b2fa215-3efa-46a3-88fa-ee09fae42906,c3,c5,3381,?,p3,
1769730656.9075696,CREATED,bcfe3562-3093-473d-977a-6bae6ca8689b,c42fc362-fb9e-422b-9bb7-ebbfa635c436,c3,c5,26,?,?,surb={'id': '409d0e72-79ee-481d-af4b-5115f3a7201d', 'route': ['p2', 'e12', 'i2', 'x3', 'p3', 'c3']}
1769730657.0066285,SENT,4c4cc3c2-bb1b-4da9-b2af-017217521fe9,a3fe347a-9fb7-4ab1-a783-07eba969509d,c3,DROP,2015,?,p3,
