timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769742366.026073,SENT,16b11fc3-263c-4a94-bd46-dfeea1199462,cc99d465-fb90-4204-aca7-ec4dd506a608,c1,c5,3371,?,p1,
1769742366.026235,CREATED,d27b052d-5257-4e79-ad72-bd44989e1fc5,c3ce421c-fe40-47ab-8300-c365cbee1f6d,c1,c5,27,?,?,surb={'id': '5ce93d2d-d574-4172-8a13-6f0921fa5672', 'route': ['p2', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769742368.5028887,CREATED,7c8a31ec-534d-457d-a6b0-6f7f2fcb941e,b9585812-bfa1-4b17-8aac-55f67015626d,c1,c5,27,?,?,surb={'id': '5bf60b36-efce-433f-bfa6-f42740bab57b', 'route': ['p2', 'e11', 'i11', 'x1', 'p1', 'c1']}
1769742368.586508,SENT,05264011-65db-4dfe-b3cb-10099e5d24d1,68c50f46-302c-40c5-af12-8f9d1822c3a1,c1,c5,3375,?,p1,
1769742368.5866797,CREATED,08444f54-a474-4f2d-86ab-62efbb0c9d4e,5b12e8d8-1f2f-4d75-ab0a-898423a4157b,c1,c5,27,?,?,surb={'id': '7b522617-29db-43db-b9f8-20eb4415546e', 'route': ['p2', 'e7', 'i10', 'x5', 'p1', 'c1']}
1769742368.7932885,RECEIVED,8b2b2fc0-5a52-4662-8854-b976aafeeae0,667309c3-dab5-412e-8490-64964b457be0,c3,c1,27,p1,?,surb={'id': 'ea78baf7-829c-412d-a099-6e8cb2f9853f', 'route': ['p1', 'e6', 'i7', 'x2', 'p3', 'c3']}
1769742369.8037324,SENT,96cfc8e4-7f2b-4386-9641-d5bcbbc95188,5c5118f5-a54c-4917-87b0-8c1cf0c4459d,c1,c5,3389,?,p1,
1769742369.8038666,CREATED,dd2c2424-085a-46a2-9ef0-1bd1e45c38f2,36660a32-4ab1-4a9b-b7a3-420276949b75,c1,c5,26,?,?,surb={'id': 'fe44d5fb-edbe-4c5c-b7a5-7ab347c72ea4', 'route': ['p2', 'e8', 'i11', 'x5', 'p1', 'c1']}
1769742370.512143,RECEIVED,d8c113e5-fb51-4036-9aa4-37641671f6c3,203b8f0e-8b4b-4854-90a0-2eebf91f4e28,c3,c1,27,p1,?,surb={'id': '7f4bd43a-2597-463a-9046-7ddccd6ad90a', 'route': ['p1', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769742370.5357687,RECEIVED,e83d1f97-0ec6-48f5-9254-8afcc74b69fb,cd8be4a1-5be7-48fb-9d31-0706776b7b8e,c3,c1,26,p1,?,surb={'id': '1f3198b1-e65b-402d-afa4-3831617b92ee', 'route': ['p1', 'e8', 'i12', 'x8', 'p3', 'c3']}
1769742370.6475072,SENT,9c436a1d-8913-4dce-b2ac-64417db8653d,61d78152-ee5d-4925-b100-4953d5df21f6,c1,c5,3371,?,p1,
1769742370.64765,CREATED,b16acbd6-dc3a-486c-b406-501768175b55,085ee28b-0047-482a-b818-f2e38b1aefd1,c1,c5,27,?,?,surb={'id': '4dc11818-6234-42fd-a22d-6197a6db6f3c', 'route': ['p2', 'e2', 'i8', 'x2', 'p1', 'c1']}
1769742371.212545,RECEIVED,eb25ef72-8518-4e86-969d-49a8d6951d7b,761d8e09-1650-4d64-a2de-185dd06c20b9,c3,c1,27,p1,?,surb={'id': 'fac63f96-77ef-4e36-ba1f-bf798b9b4efc', 'route': ['p1', 'e10', 'i7', 'x8', 'p3', 'c3']}
1769742371.4837017,RECEIVED,d80c8a34-0bd0-4a0b-9205-1bc9586eca4c,b98e90e1-5aba-4a03-9800-aa85852679df,c3,c1,27,p1,?,surb={'id': 'bbfc4c4f-502a-415e-bdad-6ae9dd4b1024', 'route': ['p1', 'e12', 'i12', 'x9', 'p3', 'c3']}
1769742371.673549,SENT,a7527e12-3c6c-4b3a-b948-ad71d02f2e5d,f842d37e-2a5c-46d8-83a5-f536c0caac6a,c1,c5,3381,?,p1,
1769742371.6736982,CREATED,b4f90e79-a49b-43a6-9543-e5a51a66fbac,50051924-ce3b-4b3a-a146-e1ad8d5600c1,c1,c5,27,?,?,surb={'id': '44b1d134-8fa0-4e0a-8828-491be018980b', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c1']}
1769742371.7600334,SENT,559e0691-7a58-4f81-9f61-f9b139f79f12,c3200e09-46f4-4043-b25f-d7d71669a82a,c1,c5,3371,?,p1,
1769742371.760229,CREATED,b3f98623-8184-47a5-89a2-dc62a9c352ad,88918a44-3c11-4b85-9d68-a84e2620e543,c1,c5,27,?,?,surb={'id': '92600b09-ccfa-47fe-b27f-59759af33bf9', 'route': ['p2', 'e9', 'i7', 'x11', 'p1', 'c1']}
1769742371.9206727,SENT,7526e48a-4c1e-4291-8862-c5447653ddb8,811baa79-598c-406d-8c5a-67259a25ab2a,c1,c5,3382,?,p1,
1769742371.9208236,CREATED,080ab330-2597-4f51-8299-122e28454d3b,394d608c-eaca-4b33-af63-7bfecc1c83bf,c1,c5,27,?,?,surb={'id': '26cef530-d5e0-48f6-b611-0eed55e96d3f', 'route': ['p2', 'e4', 'i9', 'x7', 'p1', 'c1']}
1769742372.331257,RECEIVED,2bcddc0c-c3d2-4e95-931b-a483340fa524,7a8e6734-dd84-4b40-aa27-a101534abf62,c3,c1,27,p1,?,surb={'id': 'c0763215-5843-4422-b81d-14a2b45ae33f', 'route': ['p1', 'e4', 'i9', 'x8', 'p3', 'c3']}
1769742372.4666238,SENT,85945f6a-1428-4eed-be80-01e913a67518,ff74c6e4-7bc9-4bcb-8cb2-2328c95b0290,c1,c5,3371,?,p1,
1769742372.466776,CREATED,10e77c8e-36b4-4c36-a97f-6be4477cd5d2,2ee24520-73f6-4d79-bae2-3cb05e2dcf59,c1,c5,27,?,?,surb={'id': '92b68edb-9afb-432c-a8d1-4bc9ae08e36f', 'route': ['p2', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769742372.7795322,RECEIVED,1dd042f2-6b76-4811-9749-874d88eb4df8,a2353f3b-260b-44ab-86ec-d19c34043233,c3,c1,27,p1,?,surb={'id': 'f7bf889e-cf72-45b3-bfee-9793bd9f919b', 'route': ['p1', 'e9', 'i9', 'x4', 'p3', 'c3']}
1769742372.8425953,SENT,d18653a5-ba67-43e8-8a47-0b22d8418986,8791eda9-e5b3-44e6-8590-badebdfbc0c9,c1,c5,3399,?,p1,
1769742372.8427463,CREATED,091d395a-482a-4ba9-ba87-97775e820a9c,be7c9e53-9b62-4220-8ce4-dd8facb26b1b,c1,c5,27,?,?,surb={'id': 'c10c1581-967f-429d-afdb-ef627ab6b5f0', 'route': ['p2', 'e3', 'i10', 'x10', 'p1', 'c1']}
1769742372.905677,SENT,3eedfbc1-e367-4697-82b3-173f9c399557,c105299c-34cb-4805-b62b-bdc5e8ef8974,c1,c5,3383,?,p1,
1769742372.905833,CREATED,ba661fe9-f7c2-47e7-b91f-9da1300df3b2,74d1dcae-56bb-483c-8d74-a72463c1afd4,c1,c5,27,?,?,surb={'id': 'a95feec9-cab8-4a50-b3a4-de6d1826e14c', 'route': ['p2', 'e2', 'i7', 'x11', 'p1', 'c1']}
1769742372.960688,SENT,88a13fb6-0ef8-4cee-ab9a-2df52db8fcd4,bd114c5e-812f-4a59-bb92-834b09be2333,c1,c5,3376,?,p1,
1769742372.96109,CREATED,df806f0e-eada-41b1-bb23-b0b30ca9e753,34aec748-524b-4170-bfa7-0a91ac96f1dc,c1,c5,27,?,?,surb={'id': '780a4eab-8eb3-454d-abc9-70c89b430960', 'route': ['p2', 'e12', 'i5', 'x1', 'p1', 'c1']}
1769742373.1705804,SENT,de50ecfd-f3f0-43cb-b507-8e7ae57c483c,d4a513f0-82d0-4013-9c35-5a8444a083d8,c1,c5,3388,?,p1,
1769742373.1707149,CREATED,ccc41fe7-dea8-4638-96ac-f86bf1a8de96,5775575e-3c08-4f63-b457-0f199bb7c2c6,c1,c5,27,?,?,surb={'id': '84053e07-f32c-41fa-9dea-83230d567921', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c1']}
1769742373.2449305,SENT,c7f5d637-1314-4418-b0a5-aee29c397b85,b43f8291-239b-4f96-9951-37450fcd148f,c1,c5,3384,?,p1,
1769742373.2450955,CREATED,a72209a7-d439-402f-af33-d2c3972eff3f,7b979a52-709e-446e-9270-74ad9c7519e3,c1,c5,27,?,?,surb={'id': 'cc988519-f1a3-4fee-8203-b02ecc5ac63a', 'route': ['p2', 'e1', 'i5', 'x1', 'p1', 'c1']}
1769742373.6715944,SENT,c1ccea3a-8752-4e5d-9ece-a797689b043d,3052f9b6-3efa-4ad3-bcad-a07cb8d30b4e,c1,c5,3376,?,p1,
1769742373.6717257,CREATED,85fc020a-89f1-4f10-bd68-563861469937,25d82c8a-4ab7-4d40-9a72-b11eef35134b,c1,c5,27,?,?,surb={'id': 'a25101d7-07fa-4c5c-8a31-2a7602ed992c', 'route': ['p2', 'e6', 'i6', 'x11', 'p1', 'c1']}
1769742373.7523515,RECEIVED,c0944a37-f0ca-4652-ba01-541c4c0ecfb5,ddce9495-a3db-4bff-861c-bec7b013fb6a,c3,c1,26,p1,?,surb={'id': '975cc3e6-b15b-456d-89e2-ca9a13acc0e5', 'route': ['p1', 'e2', 'i11', 'x3', 'p3', 'c3']}
1769742373.7655516,SENT,301e0db6-5586-4585-b4ea-f64e6279a2e9,98fa1326-33ca-45ff-9e4c-34451c89bcfa,c1,c5,3360,?,p1,
1769742373.7656865,CREATED,4a556525-da3f-4de4-b00f-dd14395a8f2d,c70cd02b-45df-4760-86da-bc4edd22a0ae,c1,c5,26,?,?,surb={'id': '840e570c-a95c-4841-8c2f-bf19ca671713', 'route': ['p2', 'e8', 'i11', 'x4', 'p1', 'c1']}
1769742373.7946596,RECEIVED,fff8010b-62d2-47a2-a254-7059c2c3d72a,b04e2f8a-832a-4070-bd99-21f882afd408,c3,c1,27,p1,?,surb={'id': 'af33147b-26a1-445f-92d5-bfd0aecb3eee', 'route': ['p1', 'e12', 'i12', 'x7', 'p3', 'c3']}
1769742374.2039523,RECEIVED,8a37dc7a-68fa-427b-adc7-bc9a792b55d1,9a4aa2e4-357a-4081-a8ca-f68313e1915a,c3,c1,27,p1,?,surb={'id': 'fcea115b-b33b-43f9-a984-c24c51d210fe', 'route': ['p1', 'e4', 'i9', 'x4', 'p3', 'c3']}
1769742374.2775338,RECEIVED,436274fd-f555-4a14-b1d7-096e6f9eacce,5c1c0da3-058a-4824-8781-db48963963a8,c3,c1,26,p1,?,surb={'id': '06b899f5-3d94-430e-b122-848428dfaafe', 'route': ['p1', 'e4', 'i9', 'x10', 'p3', 'c3']}
1769742374.3567114,RECEIVED,1b2c49f1-fb7f-46db-90a7-91c0ddcc41db,0c4e6178-df73-4315-b661-14fe0ce67fdd,c3,c1,26,p1,?,surb={'id': 'c051e0ec-a33e-44ed-a9c2-45323442f5a0', 'route': ['p1', 'e3', 'i3', 'x6', 'p3', 'c3']}
1769742374.5514007,SENT,607a3ab5-654a-4ed7-aff9-5afbbdc47f1e,79285000-dc1a-424a-9040-227095633a1f,c1,c5,3413,?,p1,
1769742374.551871,CREATED,81c3ddae-09f6-4007-8316-a6b5b2f0c2d0,3559c005-958f-4721-8408-a79708ea14a4,c1,c5,27,?,?,surb={'id': '639315ca-9d6c-4742-934a-dbac9c84d8ad', 'route': ['p2', 'e10', 'i11', 'x12', 'p1', 'c1']}
1769742374.5967114,RECEIVED,4664b12b-7f6b-44e8-bdf2-6265862ed1be,abbace5f-2da7-4238-8b69-a02e737e2fa9,c3,c1,27,p1,?,surb={'id': '20f1cb33-ecfa-4a1d-9e77-a0ae7e583c2a', 'route': ['p1', 'e8', 'i9', 'x2', 'p3', 'c3']}
1769742374.695087,RECEIVED,dc5aef8e-067d-4d40-8aba-e31768e1ea22,28fa199a-4bb4-46cb-9996-1c01844c92f5,c3,c1,27,p1,?,surb={'id': '966c24ca-ae04-4d5e-9539-6f9f80c85023', 'route': ['p1', 'e9', 'i9', 'x2', 'p3', 'c3']}
1769742374.7083569,RECEIVED,e4618e23-9f60-4346-bf27-9262544ce6bb,d2bef559-5199-41a2-8313-4855c6a1a17e,c3,c1,27,p1,?,surb={'id': '3d1e8ae8-7fc2-4857-8d3b-736fa5786250', 'route': ['p1', 'e4', 'i1', 'x1', 'p3', 'c3']}
1769742374.9570217,RECEIVED,c37b72df-5161-48fe-ba40-ac0ab41c941f,9127def4-d1e0-4456-87b7-cd8467f2ae9d,c3,c1,27,p1,?,surb={'id': 'cae7da2f-5896-4c7b-a1c4-b78e6d63c2e0', 'route': ['p1', 'e9', 'i3', 'x6', 'p3', 'c3']}
1769742375.037228,RECEIVED,afea54f4-5c8f-4bce-bea6-5a8333b25107,2f834caf-c5f7-457f-8794-ec4ae9178cb2,c3,c1,26,p1,?,surb={'id': 'e524a840-7ea5-4d18-b227-2b26d0db8c3e', 'route': ['p1', 'e2', 'i7', 'x7', 'p3', 'c3']}
1769742375.219542,RECEIVED,92fef874-13fd-4660-91fb-de110c952f61,0b362d59-7359-4363-b328-50473793f336,c3,c1,27,p1,?,surb={'id': '79935b70-bef3-4461-96c2-a4b4046522be', 'route': ['p1', 'e1', 'i4', 'x7', 'p3', 'c3']}
1769742375.2625315,RECEIVED,064f8c2e-94ee-4ef1-b61c-78136d6f2614,e5ca00a0-b800-4a1c-96c0-f89524e346cb,c3,c1,27,p1,?,surb={'id': 'bc93dbc0-65d5-4ff1-a2db-53c5b949d609', 'route': ['p1', 'e8', 'i9', 'x4', 'p3', 'c3']}
1769742375.3981326,SENT,b3ab740d-bc32-4a17-8f2d-f4a02d780687,b8319ee1-2126-4810-a64e-aaa3e1c44d86,c1,c5,3396,?,p1,
1769742375.3982747,CREATED,d7248243-3655-455d-9b9f-c1e2a7849230,619a5e4f-8a26-4dbf-b7e3-8e013190b198,c1,c5,27,?,?,surb={'id': '82ba3866-56bf-4520-b759-6d5720e929eb', 'route': ['p2', 'e1', 'i6', 'x9', 'p1', 'c1']}
1769742375.7540846,RECEIVED,ce9e9b1d-ff94-44a9-8459-9bab90eb57d2,2d77f333-0983-4f46-90a5-9790c71cc375,c3,c1,27,p1,?,surb={'id': 'a283f145-d227-4f2a-b148-d65adcb703d7', 'route': ['p1', 'e12', 'i8', 'x2', 'p3', 'c3']}
1769742375.8721523,SENT,e12d723d-5371-455c-ac08-15f364c45e34,63902336-4fd3-4251-bb88-c36b3d1d8f46,c1,c5,3383,?,p1,
1769742375.8722885,CREATED,7fb434a4-9629-4494-aa57-d74b99f11508,f72be328-40b0-4a44-8a91-a9c29e9a7d8b,c1,c5,27,?,?,surb={'id': '401d2212-9131-4c79-a761-e7bb69cd6883', 'route': ['p2', 'e4', 'i6', 'x1', 'p1', 'c1']}
1769742375.9016843,RECEIVED,925c5648-5d7c-4ab9-8ae0-39406b5c200f,2a1038e7-b3e6-4a81-8d20-60dd869dc0f9,c3,c1,27,p1,?,surb={'id': '5699b71e-b8f3-4cba-b39b-0f775327db0c', 'route': ['p1', 'e4', 'i7', 'x12', 'p3', 'c3']}
1769742375.9320202,SENT,a8305df7-bd9b-4cab-b61e-cae8ebc65226,e449043a-c2e9-4ef1-9c8d-e0e9128626ef,c1,c5,3397,?,p1,
1769742375.9321315,CREATED,fb409e88-e1f0-42a0-8d63-58f7135061fb,681586cd-3b30-4ac5-b482-13cc3072ef8b,c1,c5,27,?,?,surb={'id': '9e863c00-402e-47ab-8375-ffc9b253aa31', 'route': ['p2', 'e12', 'i1', 'x7', 'p1', 'c1']}
1769742376.6207573,SENT,4169ad8d-101e-4bd5-84e5-ecb6d8fdd95b,7369d90a-2444-4fe1-8b4a-020b7aa9a93a,c1,c5,3388,?,p1,
1769742376.6209068,CREATED,725d8b14-486b-4a95-a8a1-f0962574586e,6263cbc3-a7ae-4e96-9828-ff10f0e5db93,c1,c5,27,?,?,surb={'id': '4b24b11d-c180-4532-bff2-866d51db14a9', 'route': ['p2', 'e12', 'i3', 'x7', 'p1', 'c1']}
1769742376.86583,SENT,e3981402-55fd-43f5-a13f-5c29aa72b9b8,1c505261-8c3c-44f7-9f85-ae9a93195783,c1,c5,3379,?,p1,
1769742376.8659828,CREATED,e2ce476c-dbfc-4f52-9663-b371da6ae453,7bacae91-ddd4-4157-9067-4a3fbf002b9e,c1,c5,27,?,?,surb={'id': '1db48828-98d0-4189-9d59-fec7d1c2e262', 'route': ['p2', 'e4', 'i6', 'x7', 'p1', 'c1']}
1769742377.1007195,SENT,67e41988-e5fa-4ceb-9da1-f9eaecbe00fc,4ba9add8-3ee1-413a-98a6-9f390d2261d9,c1,c5,3403,?,p1,
1769742377.1007848,CREATED,04d015ce-2234-4541-980d-2a0c3219c9f9,ef5337ac-39eb-458a-a568-c246bcb931ef,c1,c5,27,?,?,surb={'id': '153afcb7-3d2e-486e-abff-20a12b9f4ccc', 'route': ['p2', 'e2', 'i5', 'x1', 'p1', 'c1']}
1769742377.1121163,RECEIVED,93aeff6e-71e2-471a-a25f-6669a7a244cc,c74660fb-d93e-499d-b89e-b08273a9c70b,c3,c1,27,p1,?,surb={'id': '65c94bc8-102a-4052-92da-cfac712b5b15', 'route': ['p1', 'e1', 'i3', 'x1', 'p3', 'c3']}
1769742377.1249247,RECEIVED,e5965537-7e93-4bf0-b658-0592d8a7c5b1,636515d4-7b9e-40c2-8c9c-eda7e5462958,c3,c1,27,p1,?,surb={'id': '47f4dde1-abe8-4839-8107-e4068b46c216', 'route': ['p1', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769742377.1358817,RECEIVED,a2554a4c-b30a-46fc-aa65-69dadb14b2aa,026c2d5d-afb4-4e9a-b02e-6e867445879f,c3,c1,27,p1,?,surb={'id': 'b1701b95-539f-4c06-9962-f59ee726dfc1', 'route': ['p1', 'e12', 'i4', 'x11', 'p3', 'c3']}
1769742377.210154,RECEIVED,16399b51-a6c9-471a-ad0b-1b89fb216f97,3e8d5b52-a7aa-4fe6-9806-e7dee3b672dd,c3,c1,27,p1,?,surb={'id': '84901ba4-e1a3-4d82-a5d2-75d1052dd682', 'route': ['p1', 'e9', 'i4', 'x8', 'p3', 'c3']}
1769742377.2247846,SENT,e571083b-92b9-4aa0-a3e1-57b71917ffa5,052975e4-5052-4691-9b0e-efab4a89990d,c1,c5,3396,?,p1,
1769742377.2248611,CREATED,a8037257-7037-4c4e-bd44-2c4e4a3278c9,70ef9736-26f8-4173-a6dd-25a9a806ea59,c1,c5,27,?,?,surb={'id': '7e9ed519-c952-4f53-9a17-a226cc5b70dc', 'route': ['p2', 'e10', 'i5', 'x10', 'p1', 'c1']}
1769742377.3248544,SENT,db88c000-37d5-4def-bcc2-f78bdf8f9b44,44470886-1e5b-4b98-be96-3f223d05370c,c1,c5,3358,?,p1,
1769742377.3250155,CREATED,f25aefec-57a3-4f43-87d3-7b2cbdfb4498,b8d0dfb0-193b-40a6-b59b-63f53b5cce51,c1,c5,26,?,?,surb={'id': '6d7647ab-563d-4b5b-b164-63790dac9ecb', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c1']}
1769742377.541382,RECEIVED,a61c20aa-96e2-40bb-ba59-05f115508e7f,c14e0dd6-b3ef-496e-899e-a88ddf9ceb8b,c3,c1,27,p1,?,surb={'id': '7a80bb64-22e4-4b58-8b47-4f412f0a7d9f', 'route': ['p1', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769742377.5795817,RECEIVED,122d4e17-b6f0-4878-93b9-7e5009ca7c46,213996b7-9e31-4d90-9fae-1f24fe25716f,c3,c1,27,p1,?,surb={'id': 'c024706b-7fed-4657-b0e7-8b487ec8d405', 'route': ['p1', 'e9', 'i7', 'x11', 'p3', 'c3']}
1769742377.5937204,RECEIVED,82c7f108-d1d7-4582-bded-cfd4c6312053,357c25c6-a1f5-4918-9bb8-622e58e3cfb8,c3,c1,26,p1,?,surb={'id': '01f0acf8-383e-4d43-ba42-6e8506939dee', 'route': ['p1', 'e2', 'i6', 'x10', 'p3', 'c3']}
1769742377.958996,SENT,da708bd4-9531-444e-b010-0d764a4d8906,13ec5d59-0295-4d5b-96a2-041de58e77fa,c1,c5,3365,?,p1,
1769742377.9599202,CREATED,5a1515d7-8249-40de-a121-8b7c1de8de06,190da3ba-cafa-46ae-883d-5c70102592a3,c1,c5,26,?,?,surb={'id': '113cd260-5142-4839-b288-ee124ca737b6', 'route': ['p2', 'e9', 'i3', 'x8', 'p1', 'c1']}
1769742378.0031219,RECEIVED,4416b603-8288-4fa4-9f64-520f748765e3,ce7604b6-8a5c-41a8-baa9-860d39d90bb5,c3,c1,27,p1,?,surb={'id': 'ab7944d9-bffa-4ee3-8e6c-7a260652ec1a', 'route': ['p1', 'e5', 'i9', 'x11', 'p3', 'c3']}
1769742378.305374,SENT,8cb11ec2-33a8-4d18-b6e5-05f6b03faee3,b32cf170-b6a1-4ed9-95b8-5d13adf4b340,c1,c5,3376,?,p1,
1769742378.305509,CREATED,4b22a7ea-985a-47ac-afe2-bac3592d37af,6363a348-2f33-46b9-9f58-1b47e612fa4d,c1,c5,27,?,?,surb={'id': 'b0c2033f-ec54-4acf-834d-3b4446cc55df', 'route': ['p2', 'e6', 'i9', 'x7', 'p1', 'c1']}
1769742378.5839207,RECEIVED,1b531788-14d1-414b-b659-5ef870239aa4,b60e0ab0-71a5-4289-93c4-3588970c8ed3,c3,c1,27,p1,?,surb={'id': '2aaf18b9-ebb5-4d9d-91ce-ba391fd5a7d2', 'route': ['p1', 'e5', 'i1', 'x1', 'p3', 'c3']}
1769742378.6211333,RECEIVED,2bfa25a1-a154-4bc3-8951-d7a60c143903,c3fae418-7ba3-4b89-98a7-1244c7ff97cc,c3,c1,25,p1,?,surb={'id': '4e97053b-cb7c-4abe-bab1-f9ae9c67e485', 'route': ['p1', 'e5', 'i5', 'x1', 'p3', 'c3']}
1769742378.7678595,SENT,04f5200b-5f1e-4fe3-a886-1d1f21474fb5,d72c6880-bdae-4ef8-9bf6-e9e3c707e5ed,c1,c5,3378,?,p1,
1769742378.7680125,CREATED,40c6856f-9f1c-4b56-8614-5db8335025d8,1e5ac4ac-c68f-443a-887d-8b8768bad8a5,c1,c5,27,?,?,surb={'id': '69d11ea3-75be-4cea-8ef7-28ff19ad5432', 'route': ['p2', 'e3', 'i8', 'x9', 'p1', 'c1']}
1769742378.8889234,SENT,19e1c6a2-13e1-44af-94a9-311825cc17c8,8064a494-b1ad-4bbb-9926-3bafe432d0c3,c1,c5,3395,?,p1,
1769742378.8889863,CREATED,b20759db-871a-4feb-876b-da9ccfcbdacf,817f44b4-ab52-4271-aa81-13bea39de4f7,c1,c5,27,?,?,surb={'id': '3d0462c2-a11a-465b-b547-29a80270c8c3', 'route': ['p2', 'e10', 'i6', 'x9', 'p1', 'c1']}
1769742378.8928504,RECEIVED,0d359827-b828-47d1-9e38-03bfa11222fe,113878d9-56b5-4364-ae49-1bd39b52c927,c3,c1,26,p1,?,surb={'id': 'd6b275c0-8167-4a58-abfc-4129464dad07', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769742378.9031506,SENT,6915fb23-f841-4c42-aa68-48c6da2235e2,5b34fc81-b6f5-4ee1-94a2-a2ae9618ac34,c1,c5,3395,?,p1,
1769742378.903213,CREATED,9c5163a8-77bb-4564-b13c-f68dad30554e,23bcc8fd-3684-4f94-a930-0061741eb4c6,c1,c5,27,?,?,surb={'id': '14f2693e-ce55-43b6-a792-1a6e9af71a2b', 'route': ['p2', 'e7', 'i8', 'x4', 'p1', 'c1']}
1769742378.9361324,SENT,c1da00a0-dce8-4df7-ae8a-d461e16877e3,052b97a9-34ff-46b9-a60d-b8eabcdad3f7,c1,c5,3373,?,p1,
1769742378.9361947,CREATED,f470b036-cf3a-478b-8cd9-7f760a468705,9633261b-3881-4bf4-903d-190a0503e15d,c1,c5,27,?,?,surb={'id': '17f3c126-628d-44e8-b388-9497e8055c6b', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c1']}
