timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755934.7804935,SENT,65779e10-b0d9-4138-9c37-7923fd8eb4de,a4bd098c-68bd-472a-8dae-c14461984141,c4,DROP,2031,?,p1,
1769755934.7806175,CREATED,02bb5168-f054-44d9-b4ee-9d786b41cf97,15da2494-6d7e-427e-a0ab-084a3835a9b4,c4,DROP,26,?,?,
1769755935.875011,SENT,016e2d7b-4897-440d-971f-232373d07a0e,4ffa9242-2481-47b8-8054-9ba875c526f5,c4,DROP,2045,?,p1,
1769755935.8751543,CREATED,73b71af6-a419-4e15-982c-d3f8d5642722,5ba042d6-1083-476c-a75e-e90f227ab752,c4,DROP,27,?,?,
1769755936.0424588,SENT,ad514949-e992-46cd-9751-96844a0cdb17,b1be1607-1d90-474b-8203-a68961681978,c4,DROP,2015,?,p1,
1769755936.0425794,CREATED,57b7c443-670a-4908-8a64-5fb2bbe9b347,e3c40691-0c2f-4c9d-8fb3-9f4e4c1bdd6a,c4,DROP,26,?,?,
1769755936.1078382,SENT,7dd0012e-1feb-44ba-bf89-e71482c09ecb,ad2a6982-63d8-4561-a51c-b3c03cee9af0,c4,c2,3379,?,p1,
1769755936.1079886,CREATED,ade3c26d-0c99-4eb7-8490-805a5dc0e3d0,ac5cbee5-1016-49d1-bf82-f2f45e22b389,c4,c2,25,?,?,surb={'id': '9730544b-c729-4424-8cbf-a8e521de2c6b', 'route': ['p2', 'e1', 'i10', 'x2', 'p1', 'c4']}
1769755937.7003965,RECEIVED,b9a3bf73-cbe3-458f-bc70-18aa980cded1,8d79ab25-b82f-40f7-b8c8-99fabbe8aa9a,c1,c4,26,p1,?,surb={'id': 'd902c1a5-bfce-4966-b836-ff0dae696671', 'route': ['p1', 'e8', 'i11', 'x9', 'p1', 'c1']}
1769755937.838706,SENT,9089d71f-1587-4b2d-9e43-bbdd7aa36f13,a88eeff4-32b2-43cd-beec-e244f78f3ae4,c4,c2,3376,?,p1,
1769755937.8388374,CREATED,2bed486b-2a9d-4c24-add8-b5a8dae70847,9b900f87-4760-43b2-a318-d8fefb3d99a9,c4,c2,26,?,?,surb={'id': 'f3403fa5-29a0-41c1-befb-b1dcfc44b6e7', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769755938.5918303,RECEIVED,0056b84b-e18c-423f-bceb-cd9a01f66404,3dc1d035-1f47-40ab-a00c-af1f068b948f,c2,c4,27,p1,?,surb={'id': 'cc45b292-2efc-4f95-970d-aea73a737e92', 'route': ['p1', 'e1', 'i3', 'x6', 'p2', 'c2']}
1769755938.619015,RECEIVED,6d97f5c1-3f62-4487-b96d-8950519ae268,879d2b86-9dd9-4951-9b0a-38ae00331b6c,c2,c4,27,p1,?,surb={'id': '3bd82da5-4bb8-4c23-9e94-aa6a773abffb', 'route': ['p1', 'e5', 'i1', 'x10', 'p2', 'c2']}
1769755938.6563168,SENT,68151965-f434-4308-a221-3771fc3a61b4,86fcb919-f53d-44f4-b37c-e319d969f2dd,c4,c2,3397,?,p1,
1769755938.656448,CREATED,7b8ed4d0-32e6-4fb4-a860-f3bb23d59c45,84038c48-2048-4678-bf20-42a6f7bceebc,c4,c2,27,?,?,surb={'id': 'a5d05f6d-09a8-4aac-9c2e-07f52bc34c37', 'route': ['p2', 'e11', 'i2', 'x9', 'p1', 'c4']}
1769755938.896015,RECEIVED,e8d4131d-5547-4f5e-a715-e802432a177c,c0663a19-a20f-474d-8871-cbaf6234c16d,c1,c4,26,p1,?,surb={'id': '5db70fa4-7f6d-4143-b842-b67c2dbf48e6', 'route': ['p1', 'e7', 'i12', 'x6', 'p1', 'c1']}
1769755939.0218027,RECEIVED,676277e9-6a81-47b4-8a79-91a717b2e810,6b688152-3d3b-497f-a3ca-d0d8dfab4100,c2,c4,27,p1,?,surb={'id': '93a1da75-bd88-40e4-aa1a-4e599600091b', 'route': ['p1', 'e7', 'i10', 'x8', 'p2', 'c2']}
1769755939.1512315,RECEIVED,db70f62c-8fbf-440d-a900-9561a0590909,ca2f55de-f0c9-4efb-9061-cfa14f159927,c2,c4,27,p1,?,surb={'id': 'b3ed1937-607f-4a52-a90c-8c5c7972eb41', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769755939.2625506,RECEIVED,12b1e944-2620-45ac-b8d4-cb33cabd539a,e73e1f42-520c-43d7-99d5-3adf6b2df355,c1,c4,27,p1,?,surb={'id': 'aecb3218-1237-400a-9a61-9d75d9da24dd', 'route': ['p1', 'e12', 'i8', 'x2', 'p1', 'c1']}
1769755939.4036164,SENT,f8429ce3-a5f7-4dc3-8db3-686feb6cdf9f,070ee77d-5993-4b8e-863c-72cc8023fcd3,c4,c2,3379,?,p1,
1769755939.4037874,CREATED,d49ea1d0-fdc5-4a4f-b1ba-3296de9b6b57,47927faa-c129-408b-8788-0398113654c2,c4,c2,27,?,?,surb={'id': '3f4b4940-eb36-4242-b47c-d6bb36884184', 'route': ['p2', 'e4', 'i5', 'x9', 'p1', 'c4']}
1769755939.4957564,RECEIVED,452da94e-885a-41e7-a2cb-e04d0279766b,bb630976-14fd-4e1f-85f5-f83c1c3c6ff9,c1,c4,27,p1,?,surb={'id': '9d696320-e8e3-4e87-bb86-faf0e7ec4739', 'route': ['p1', 'e6', 'i10', 'x10', 'p1', 'c1']}
1769755939.7662926,RECEIVED,826c9031-3a28-4cee-8e72-b56094b6fc14,b60a5d73-94f8-4857-ba0a-6975c1ff2b8f,c1,c4,26,p1,?,surb={'id': '90982874-ce51-4d53-b3de-2c831f0f8d23', 'route': ['p1', 'e10', 'i4', 'x2', 'p1', 'c1']}
1769755939.7818236,RECEIVED,288b1132-a5e1-490c-88fc-9ec6c2589aa6,a21f6ea6-7307-449c-a8b4-8ab2505cedc5,c2,c4,27,p1,?,surb={'id': '623c7117-6e7b-4239-bf52-dd1fb184bbcc', 'route': ['p1', 'e12', 'i3', 'x1', 'p2', 'c2']}
1769755939.9357119,RECEIVED,07608b6b-c597-41a7-b0dc-bb1b102a0b79,5de82eae-5c47-4deb-bf78-a57906ea50b7,c2,c4,26,p1,?,surb={'id': '50e150dc-4818-4269-93e6-b716c6f893b5', 'route': ['p1', 'e5', 'i7', 'x10', 'p2', 'c2']}
1769755940.1334822,SENT,9c45bd64-6124-4e34-b050-76fe4cb7be6b,393dab25-e575-42a7-8034-5852a44fec2e,c4,c2,3387,?,p1,
1769755940.1336317,CREATED,e1697065-c9d5-4478-9121-05d936e25474,7b26fd39-2f14-4ce4-9ad5-152a5333b715,c4,c2,27,?,?,surb={'id': 'e5251815-aa15-459e-ac58-080c2ada0a41', 'route': ['p2', 'e9', 'i9', 'x8', 'p1', 'c4']}
1769755940.2801566,RECEIVED,77f51f24-c20c-49fc-a663-286d9d35e889,30ffbbf7-e650-4946-8958-cfae999de5b2,c2,c4,27,p1,?,surb={'id': 'ff54de2f-7ab5-4d05-9729-2fb4b94a177e', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769755940.2944162,RECEIVED,7fccb7a5-2fbc-4782-b8e2-714aaadc246b,be7f65a0-38e7-4509-acbc-123650f476c0,c2,c4,27,p1,?,surb={'id': 'd136c12d-d925-46cd-b2be-e8d787743b21', 'route': ['p1', 'e10', 'i2', 'x9', 'p2', 'c2']}
1769755940.307738,RECEIVED,0fa06304-612f-4f4e-ac16-ed3a09fb5369,0e2c1752-820e-433f-a865-e36f3284f6e3,c2,c4,27,p1,?,surb={'id': 'b7c79f3b-de9a-43de-a526-cb0273d5e7d1', 'route': ['p1', 'e11', 'i1', 'x2', 'p2', 'c2']}
1769755940.697716,SENT,60323be5-9cba-41f2-ba0d-7adf1c341199,b2636cf5-17d6-4a08-9489-82e9f7ab96d4,c4,c2,3380,?,p1,
1769755940.6978402,CREATED,25cc287f-2c52-43e1-95ce-ccff4095c26e,6da151ae-0d66-46f4-98f8-b1dfdce52859,c4,c2,27,?,?,surb={'id': 'd7d7d46b-3c67-4818-b944-b0c70d13065e', 'route': ['p2', 'e11', 'i12', 'x1', 'p1', 'c4']}
1769755940.8086426,RECEIVED,3abdeb04-7a70-4dd8-8637-1430ba6394df,af8f4b26-2648-4287-821a-b57f0aa50a6a,c1,c4,27,p1,?,surb={'id': '97723e0c-9a4c-4500-981c-0569305cfb69', 'route': ['p1', 'e5', 'i9', 'x8', 'p1', 'c1']}
1769755940.8565516,SENT,668871ef-7f22-4eab-930a-fde61acf35cb,2640accb-6562-4533-90f7-f5be44453507,c4,c2,3391,?,p1,
1769755940.856686,CREATED,f73f5ebf-b4ab-4d6c-aba6-ba4ec3ef792a,0ef42b87-e224-4714-86c4-fe4b6d96f025,c4,c2,27,?,?,surb={'id': 'd3c482ac-dc21-494d-8421-80be811c54de', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769755940.9622111,RECEIVED,86c066a7-f315-41aa-abe9-895e0fad68db,87e3bb1b-4419-46bd-8ee8-0c1dae71e10e,c1,c4,27,p1,?,surb={'id': '54714ed0-3f67-45d2-8ad1-20e7a039d784', 'route': ['p1', 'e1', 'i9', 'x7', 'p1', 'c1']}
1769755941.0193326,RECEIVED,4c131522-0d1d-4024-bd68-a7553e24ab36,e053ea35-38f2-4996-929c-03d2dc8a33c6,c1,c4,27,p1,?,surb={'id': '2c69bcb7-8348-4452-a049-ea1903f37d90', 'route': ['p1', 'e9', 'i11', 'x3', 'p1', 'c1']}
1769755941.0781388,RECEIVED,c1a7b32a-b40e-40da-bcc6-01d9efb0dc0c,7e19ef2f-ade1-41cf-8355-84d3377beed0,c2,c4,27,p1,?,surb={'id': '09166bd3-2f09-4da6-936e-312019a5d197', 'route': ['p1', 'e9', 'i2', 'x10', 'p2', 'c2']}
1769755941.163921,RECEIVED,4cae5a49-6ca4-4339-9fad-41e599a20009,888d0b5c-35e8-462f-a7aa-a9f9d1295e78,c2,c4,27,p1,?,surb={'id': 'e7fd2e72-1b98-49c4-a208-7768e70c2b1f', 'route': ['p1', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769755941.452914,RECEIVED,54db2517-1533-47d9-bc32-58685f99711a,fcccab1e-42ab-4576-9512-9c84949c9de1,c1,c4,26,p1,?,surb={'id': 'e5fa23d8-691b-4b88-a7a2-d6ea88ad88dd', 'route': ['p1', 'e5', 'i7', 'x4', 'p1', 'c1']}
1769755941.5311613,RECEIVED,bff1eb3d-e4d2-4931-b469-838fca983eb4,a669f5ca-bff6-478b-9fa0-ce6924547547,c1,c4,26,p1,?,surb={'id': '084ac1cb-137b-4ae4-8995-2ce3ebbfa0d9', 'route': ['p1', 'e2', 'i10', 'x11', 'p1', 'c1']}
1769755941.5448155,RECEIVED,fdbafbfb-3628-4a6e-91d6-b74858d6d208,2fd3b890-bdbf-4cc1-9ac7-0b254014b13c,c2,c4,27,p1,?,surb={'id': 'f2552655-45b6-4e68-8dce-76c2be7e528e', 'route': ['p1', 'e6', 'i6', 'x7', 'p2', 'c2']}
1769755941.5907125,RECEIVED,1f8a5e61-59a2-4fb0-a4bd-c6ec9c1f931b,bee6efad-3021-4dd7-a87d-ec707a7610e9,c2,c4,27,p1,?,surb={'id': '0021a43c-8c36-431d-8507-04f7e9fabb1f', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769755941.6284206,SENT,51a517fa-f267-4678-b803-4d2ce9c21ce6,197f2cbb-5a50-412e-ab14-58951ae4eead,c4,c2,3374,?,p1,
1769755941.628556,CREATED,516716ba-5a0f-4b25-8ad1-ec5659a11ea3,9a77fb7b-fcf7-4e6c-892c-574fb53ef1a9,c4,c2,27,?,?,surb={'id': 'dcd6129f-2a25-47cd-a57c-4d1c7e4894f7', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769755941.8947146,SENT,3062da6e-e239-40b4-8953-0f9b5133c322,35a7b113-d3fa-4873-9695-8d2625f6c920,c4,c2,3383,?,p1,
1769755941.8948474,CREATED,b00149f5-fec0-43e3-8392-f81aeba0302f,1f171889-da8e-4407-b6cf-53394a24b234,c4,c2,27,?,?,surb={'id': '1dcc016b-65ca-4637-9632-8e9eba8c0e3d', 'route': ['p2', 'e3', 'i2', 'x1', 'p1', 'c4']}
1769755941.9172995,RECEIVED,df4698c1-4c01-4550-a2da-2070fff95f4a,749f5f00-1251-421f-9706-c3be802ed1f0,c1,c4,27,p1,?,surb={'id': 'ada9dabd-8d72-4d5d-8d43-30ded0c75e94', 'route': ['p1', 'e5', 'i11', 'x11', 'p1', 'c1']}
1769755942.0194604,RECEIVED,7a773176-2283-47b2-8832-873341aad0ab,b65f942a-dc44-4c61-b271-af75b2cd15cc,c2,c4,27,p1,?,surb={'id': 'd29cc9df-6fdf-45b0-9048-71e7ebc17edb', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c2']}
1769755942.2342372,RECEIVED,4da435e9-f9ef-4666-b5cf-1d71d0076bb7,5def2990-cbcd-4461-a1d7-a3e582f572c8,c1,c4,26,p1,?,surb={'id': '34dfdc0d-efe2-4085-84dc-d6bf47c92de5', 'route': ['p1', 'e2', 'i10', 'x5', 'p1', 'c1']}
1769755942.2740946,SENT,be035c45-85e8-47bf-99f3-c06586c2f67f,8ebfdd96-d6e2-4ca8-91fa-ab6517240176,c4,c2,3364,?,p1,
1769755942.2742457,CREATED,5c63432e-6040-4745-a71e-27b030bf8796,08342183-5841-4791-8482-2c84619000ab,c4,c2,27,?,?,surb={'id': 'c249a480-bd3f-4124-a50a-ea97fb8b21dc', 'route': ['p2', 'e12', 'i3', 'x2', 'p1', 'c4']}
1769755942.3637834,RECEIVED,5d8e06df-106f-4fb2-ad5c-98c034d77dd1,463df625-c0ef-4fb1-b0a3-26956e18e378,c1,c4,26,p1,?,surb={'id': '90ac834f-24aa-4eb0-ba18-2071219b2901', 'route': ['p1', 'e10', 'i12', 'x4', 'p1', 'c1']}
1769755942.529612,RECEIVED,7e5b493e-0c89-4a4b-82b5-ccc9c42e37e4,229f0db4-a994-41b7-9427-6be9d8170a42,c2,c4,27,p1,?,surb={'id': '1cc8a60e-317a-491d-b754-ee5541816522', 'route': ['p1', 'e2', 'i9', 'x7', 'p2', 'c2']}
1769755942.5685136,RECEIVED,77b845ab-be3c-4798-8396-7fb2e9e75570,6782d93f-ceb2-40b4-9414-bb1b6420ff2f,c1,c4,27,p1,?,surb={'id': 'c2c4e23f-6585-4a50-b37f-e179279475dc', 'route': ['p1', 'e12', 'i1', 'x4', 'p1', 'c1']}
1769755942.5830271,RECEIVED,599eb9f6-045a-415b-b32b-6b3a76bc444c,de0781c6-89c5-419b-8106-7c54283472bb,c1,c4,27,p1,?,surb={'id': 'c08ca56e-fbac-4027-a5b5-27686b7f79ae', 'route': ['p1', 'e2', 'i6', 'x8', 'p1', 'c1']}
1769755942.8092043,RECEIVED,2343689e-53ba-4d83-9e58-524561943b4b,6e0c2f2a-ca41-43fc-8f00-2ad4b7e3fe78,c1,c4,26,p1,?,surb={'id': '364594f7-a308-4211-afcf-0070efcfdeb1', 'route': ['p1', 'e2', 'i11', 'x8', 'p1', 'c1']}
1769755943.1527452,RECEIVED,ff910006-cdef-4a09-a7b7-4ab1107f2c0a,8657e0e4-8292-4f40-90da-23e317a96f9f,c1,c4,26,p1,?,surb={'id': 'a7718bf3-b878-40f5-847c-9c32df8ca639', 'route': ['p1', 'e1', 'i12', 'x1', 'p1', 'c1']}
1769755943.23215,SENT,134bd464-d017-4637-bd66-4be1e8f748be,80738d62-b709-48cb-b3c6-288cbd4215c1,c4,c2,3376,?,p1,
1769755943.2322814,CREATED,a1df9a27-3c3e-4f2d-aec2-71d5ba490080,5f9eb264-5d20-4e69-8a77-4e67d0002f0a,c4,c2,27,?,?,surb={'id': '6ef49546-ad8b-4095-8926-645389d8fac7', 'route': ['p2', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769755943.407698,SENT,99fa0c8e-03f9-4792-bbdd-093a4bf5ad2e,ad613c99-4dd6-43f7-96be-e348a459bf39,c4,c2,3381,?,p1,
1769755943.4078312,CREATED,4639e13c-f976-4dd4-a5a9-59f679a40bbc,565ffe19-e147-4611-9a6a-156e22aa5965,c4,c2,27,?,?,surb={'id': '5651a7d7-9d00-489e-bd4b-77f08c296830', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769755943.4472773,SENT,6ce64e33-8128-46bc-b96f-5d8039dee445,5d8633ea-2367-4236-904b-9547d46554f0,c4,c2,3383,?,p1,
1769755943.4474182,CREATED,56d62e92-7b2b-4382-9822-81c4f12ac9eb,d7c7e44f-ea92-45fc-82c7-f64b9a5c744b,c4,c2,27,?,?,surb={'id': 'e644ea93-c6a7-49a6-86d2-127f2939c35a', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c4']}
1769755943.8098016,RECEIVED,993cac4e-ffea-47b5-960b-1397a47b4853,7cc06bc8-eeab-4104-9291-f74548baa6b1,c1,c4,27,p1,?,surb={'id': '1af4cad8-2f0b-4d68-9894-b00c8e2cd23c', 'route': ['p1', 'e10', 'i12', 'x4', 'p1', 'c1']}
1769755943.8891323,RECEIVED,c2af8e37-1a4e-47b3-b19f-f522927fca7b,b1431cc0-df19-4ee0-8cd0-dfe85e737b6f,c1,c4,27,p1,?,surb={'id': '3633028a-097e-4334-bed6-8168d53c975c', 'route': ['p1', 'e8', 'i12', 'x8', 'p1', 'c1']}
1769755943.8930285,RECEIVED,e64916ef-40a4-47b0-b6d6-1bf126f37f42,0053eccf-30d9-4b39-ae5d-188be8055972,c2,c4,27,p1,?,surb={'id': 'b37663f9-54a2-409a-84ff-0afabfd59000', 'route': ['p1', 'e7', 'i12', 'x6', 'p2', 'c2']}
1769755943.9525952,SENT,377bc465-49fe-4f22-a16d-f6fda5ad4eb2,c44ffb69-dfec-4d9d-a30b-7e23b44907ef,c4,c2,3380,?,p1,
1769755943.9527283,CREATED,7f15e1dd-8f56-4ef7-9505-f61537a0b92d,3fc67817-48f1-4b30-bdde-cc8538eb9fba,c4,c2,27,?,?,surb={'id': '906bcc77-b49a-4597-b958-c9777123c839', 'route': ['p2', 'e2', 'i5', 'x3', 'p1', 'c4']}
1769755944.1770008,RECEIVED,dce3500c-8913-4e6b-a251-9c1dac432e91,87ad5866-91fd-411e-aed0-a6a8b7cdc557,c2,c4,27,p1,?,surb={'id': 'e217afc9-e313-4348-a34b-c3773fd868f2', 'route': ['p1', 'e8', 'i3', 'x7', 'p2', 'c2']}
1769755944.2822726,RECEIVED,5f5d220a-5ba2-4e85-b196-b2e639b2c4de,5b7014b8-1936-44d0-a823-bc792a479472,c1,c4,27,p1,?,surb={'id': '8d5a89ac-a200-4b5e-a7b5-a6f572f03e53', 'route': ['p1', 'e7', 'i9', 'x6', 'p1', 'c1']}
1769755944.3079975,RECEIVED,a8e0d2b8-9e42-4b25-aed0-d0683b2fb174,98e2a03d-c66a-4208-b871-4e15c8e89dc1,c1,c4,26,p1,?,surb={'id': 'a2d95e41-2b11-43a4-9bef-f901a94f8043', 'route': ['p1', 'e2', 'i3', 'x8', 'p1', 'c1']}
1769755944.3224287,RECEIVED,51c8210b-3ced-4418-94a4-692cd078ce15,0eba84db-5aa6-431e-8e96-7fe20a876561,c2,c4,27,p1,?,surb={'id': 'f14349ca-24f5-46a6-803b-dd2499eb2a99', 'route': ['p1', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769755944.3552167,RECEIVED,b4adef2b-c73a-4ffe-bd90-26928db2bc51,e88862da-9573-4bb2-a4a9-df2f8a59278d,c2,c4,27,p1,?,surb={'id': 'd17c5d41-36ae-4d0f-ae1f-1dbf3dd80fe9', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c2']}
1769755944.4403038,RECEIVED,6a91ab20-8470-45ab-8936-5792537fb357,d7a5b056-6fc6-4e10-9c2d-9f6911c88c35,c1,c4,26,p1,?,surb={'id': 'ae41cb34-d6e3-4115-b96f-e48791f57e53', 'route': ['p1', 'e7', 'i10', 'x6', 'p1', 'c1']}
1769755944.4746182,SENT,88b85c21-c466-4453-88fd-d2f992c7a2b0,26af9669-da82-4db2-814f-05680c2c4db0,c4,c2,3389,?,p1,
1769755944.4746866,CREATED,d995b7ea-efae-48fe-aff7-55053268ed64,0e99eb9a-8978-41d0-95a0-23310fcaea83,c4,c2,27,?,?,surb={'id': '6ec14902-4742-499f-bf58-4d676f282604', 'route': ['p2', 'e5', 'i1', 'x9', 'p1', 'c4']}
1769755944.4879608,RECEIVED,d199a601-6447-4c7b-a88b-4ca855577dca,279fc0fe-58ea-4011-ba34-1fb6935cadca,c1,c4,27,p1,?,surb={'id': '41ffaa97-57e3-4882-b4fa-81ee88ab5ff3', 'route': ['p1', 'e5', 'i9', 'x5', 'p1', 'c1']}
1769755944.574128,RECEIVED,48bbec21-d560-48e9-8a2c-b40b3d5b6c9c,acb0d925-cae6-4eae-85cd-7e7700ea0ea9,c2,c4,26,p1,?,surb={'id': '5a6d81d1-c01a-436a-a973-184c2a8a526b', 'route': ['p1', 'e10', 'i4', 'x5', 'p2', 'c2']}
1769755944.604028,RECEIVED,76fe1a68-5f70-4adf-8b44-c5460b0c45eb,1727be80-b964-4b60-b511-0bbf583482db,c1,c4,27,p1,?,surb={'id': 'd77fe2d9-b7a4-4ca5-91a7-dab6bdf47f15', 'route': ['p1', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769755944.6202366,SENT,917b4213-5a51-4bd2-83bb-015248f348a6,d48cf7f6-4536-4bd3-a96e-820eb717d6e2,c4,c2,3371,?,p1,
1769755944.6204119,CREATED,1cb7183b-3f04-4626-8000-522a7f011590,e3a1e761-c274-4b06-856e-b635e26d7ede,c4,c2,26,?,?,surb={'id': 'd1ab0ca1-136b-4578-9c36-f7a930be6298', 'route': ['p2', 'e7', 'i2', 'x7', 'p1', 'c4']}
1769755944.821435,RECEIVED,59b26396-2628-4eb4-9b93-4b81d2f4b2ca,61571381-b875-4a4c-848d-827378f57c9b,c1,c4,27,p1,?,surb={'id': '32fddcd4-3693-4bfc-9543-fd29edc83c64', 'route': ['p1', 'e3', 'i10', 'x12', 'p1', 'c1']}
1769755944.8296082,SENT,bab51047-7c1b-4108-a3f6-d822e603319f,8986a3fd-5756-4e8e-ac9e-492aa581d0c9,c4,c2,3393,?,p1,
1769755944.829758,CREATED,95cf3983-ccc7-426c-afcc-09fa4be17ac7,3c4b2ee0-ab05-40aa-8d95-e3a09692ee86,c4,c2,27,?,?,surb={'id': '6f98aae0-4a61-4301-86b4-d3d0f79ac08f', 'route': ['p2', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769755945.084964,RECEIVED,7f9c6d0d-a624-4008-afca-b91a67c19128,d3a6f8e1-bb18-400a-8e83-f5424bf411e4,c2,c4,27,p1,?,surb={'id': '3f6b6534-7aca-497d-b244-0da11459b34e', 'route': ['p1', 'e1', 'i7', 'x11', 'p2', 'c2']}
1769755945.2525353,SENT,3bf43d87-54e6-465a-a961-959f7126c14c,5ed4181b-3b52-446b-a0af-065204533e47,c4,c2,3368,?,p1,
1769755945.2526827,CREATED,b615ab59-71d6-467a-a196-045b793653cd,64438a58-8637-467f-b9b1-69ca22fc61f2,c4,c2,27,?,?,surb={'id': '6d5f3805-e435-41e8-8d48-13883f1664f1', 'route': ['p2', 'e6', 'i9', 'x8', 'p1', 'c4']}
1769755945.3538818,SENT,e3c65670-31a5-44fc-9769-da2d9c4eba31,b1a8abcf-20a8-4f8a-a614-4b798ee64570,c4,c2,3387,?,p1,
