timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755945.0797188,RECEIVED,08640e91-ecdc-4294-aeb1-542ed38e3fb0,a9ed32a8-a2ef-4c8f-92d4-2b9df6624fd8,c3,c2,27,p2,?,surb={'id': '10305634-368e-4727-a41a-6a57203e767e', 'route': ['p2', 'e8', 'i9', 'x11', 'p3', 'c3']}
1769755945.168782,SENT,47ee34ed-d9c0-423f-b279-291a7a05e958,f5be072a-7ffd-4ed5-b2e2-612a120331d3,c2,c4,3360,?,p2,
1769755945.1689131,CREATED,d16f4102-c200-4205-800a-d1d057d52151,64218c04-1882-4798-b42c-cbca4e0a8811,c2,c4,27,?,?,surb={'id': '756869cd-b016-4f96-a36b-b7a81cf4dcf4', 'route': ['p1', 'e10', 'i3', 'x4', 'p2', 'c2']}
1769755945.5172431,SENT,f399069c-0d04-41df-976c-a97fcfdbf84f,9027ab57-e1eb-4449-9bf3-4f5416d31e1b,c2,c4,3375,?,p2,
1769755945.51743,CREATED,849f1b8b-fdad-4171-aa04-9f64f678f926,de285153-9a01-4912-b89e-6c0928236e06,c2,c4,27,?,?,surb={'id': '413deab9-4bf1-41fd-b198-2411029cfe07', 'route': ['p1', 'e5', 'i8', 'x2', 'p2', 'c2']}
1769755945.6534462,SENT,d8c39449-2c5d-4e68-988c-1d469b2017d5,9bea7a39-0e48-4f7d-bf5e-9f02637e17c1,c2,c4,3395,?,p2,
1769755945.6535976,CREATED,1fe7ae75-8fab-4502-a510-f755a8b73b1d,46fe3169-fb6d-40f8-b568-2b5377746add,c2,c4,27,?,?,surb={'id': '4264fa12-11e6-4861-b441-1890a9f7bf22', 'route': ['p1', 'e11', 'i10', 'x6', 'p2', 'c2']}
1769755945.7766085,SENT,7c5d9f0f-2f22-4a97-b33e-408992626b48,5ef3c7ba-acbb-4a74-b937-82972bd3270a,c2,c4,3384,?,p2,
1769755945.7767391,CREATED,333ff046-0d07-4cc1-9445-36f256708239,2aba3b00-516d-441a-9306-c5de9bffa614,c2,c4,26,?,?,surb={'id': '080c3345-8b2b-4818-ab80-2c7f714ba966', 'route': ['p1', 'e2', 'i2', 'x9', 'p2', 'c2']}
1769755946.1024077,RECEIVED,4639e13c-f976-4dd4-a5a9-59f679a40bbc,565ffe19-e147-4611-9a6a-156e22aa5965,c4,c2,27,p2,?,surb={'id': '5651a7d7-9d00-489e-bd4b-77f08c296830', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769755946.1525736,SENT,f7cf3339-aeb6-456a-a621-322f842e4f9b,121d566d-ea9d-4403-bd92-c071e8a48ca3,c2,c4,3387,?,p2,
