timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760253.6458883,SENT,3c54627c-c57f-4b4d-a84d-5e6ef5e88b5b,c4cb2d1e-dd4d-4830-8580-4feecbbfdc2b,c3,c1,3388,?,p3,
1769760253.6460335,CREATED,1d42aa48-2be2-4dbb-a694-d41be7ad6755,9c5de8ab-1672-4668-be98-bfc9ec1c257f,c3,c1,27,?,?,surb={'id': '2cefa61c-1327-46de-8484-b2371f7a0a4d', 'route': ['p1', 'e11', 'i10', 'x3', 'p3', 'c3']}
1769760255.4945083,SENT,6ba732e6-97c8-40ec-8c48-b99e1d84b7f1,2bb3823d-91c8-40ac-a5e3-bfb77da4c6e5,c3,c1,3389,?,p3,
1769760255.4946587,CREATED,aba5680d-977f-4bec-9a8f-1ad48b8c3019,d9ad4803-2551-40a2-a9ac-7e1429202b3c,c3,c1,27,?,?,surb={'id': '39eb534b-f6df-440e-852d-8cab8ae829d7', 'route': ['p1', 'e1', 'i5', 'x12', 'p3', 'c3']}
1769760255.6537647,SENT,94a91c83-9e88-4151-9916-aae630097f13,13014cfa-69f9-4d9c-aa39-9f77c1aacd41,c3,c1,3360,?,p3,
1769760255.6538994,CREATED,640f9a6e-abf0-47ef-b21a-bc54d36443db,464cafa9-a616-480f-8fc3-98ac1356246f,c3,c1,27,?,?,surb={'id': '406bb7fc-d01c-4dbe-8a8a-8b008015abbc', 'route': ['p1', 'e3', 'i8', 'x12', 'p3', 'c3']}
1769760255.6907697,SENT,58be45b6-fbef-4459-9692-489be27e4c31,258b0a34-4c4b-4638-8388-97cb1cf80d5f,c3,DROP,2031,?,p3,
1769760255.6908882,CREATED,c378e9c6-1526-4a67-b83e-f44f347cf4a9,45bab120-1ed1-4b12-ac98-df8d40f26f6b,c3,DROP,27,?,?,
1769760255.9298754,RECEIVED,82f0ea81-106e-4796-8f36-fda7acf9543d,e12d3355-7d63-4251-a0a2-9d838198576d,c2,c3,26,p3,?,surb={'id': '3ebe6323-db37-4009-a660-79a640cbe62f', 'route': ['p3', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769760256.3429134,RECEIVED,841e7452-e29c-4cba-a67e-8bafd6c5b368,f23ed316-ba19-48cf-855c-416a0d78d77e,c2,c3,27,p3,?,surb={'id': '4cb370d1-d4b0-4c96-9268-03ab4460e817', 'route': ['p3', 'e4', 'i4', 'x4', 'p2', 'c2']}
1769760256.4829447,RECEIVED,8d6135ca-1f40-4993-abf1-9874839046fe,4630976b-c845-4781-9100-c8a30df7924c,c2,c3,25,p3,?,surb={'id': '56349e4b-25ee-406c-964b-468123e0429f', 'route': ['p3', 'e2', 'i7', 'x11', 'p2', 'c2']}
1769760256.6474288,SENT,9c0c2bbc-cefb-443a-928d-83fed7d96a3f,f494fa2d-a38f-4082-b623-02534bc8b42b,c3,c1,3388,?,p3,
1769760256.64756,CREATED,c9e7c167-91c2-44b3-937e-27e363c57e73,a2a9a289-0af0-4203-9536-002ab994e835,c3,c1,27,?,?,surb={'id': '35e335fa-3a19-4217-b8e5-763473ffc2aa', 'route': ['p1', 'e1', 'i12', 'x2', 'p3', 'c3']}
1769760256.98754,RECEIVED,bd8ef659-b81f-47c0-8684-df68ed423ef8,ba4bcc24-30bf-443d-96ab-fc65576cb371,c2,c3,27,p3,?,surb={'id': '96f742e0-a850-4cdb-af8b-7b059190e30d', 'route': ['p3', 'e5', 'i10', 'x12', 'p2', 'c2']}
1769760257.1068273,RECEIVED,c030c467-b95d-4f8d-9b2b-4609bafdc3d5,d442c4a6-1de0-4927-b390-2305408bc6ab,c2,c3,27,p3,?,surb={'id': '5e6c3c32-b930-413b-a4db-98922f872b5f', 'route': ['p3', 'e5', 'i12', 'x8', 'p2', 'c2']}
1769760257.3118606,RECEIVED,0f4615a2-c354-4061-a632-6ac760dfc546,caa7d0b6-f888-4056-ac98-b521d0c5dfff,c2,c3,27,p3,?,surb={'id': '16864abf-853c-45f7-8b1a-2cee2c263f50', 'route': ['p3', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769760257.4938297,SENT,4307fcd1-cfaa-404c-abe5-2c0103dbb3a4,73f7b2e0-f359-4e6a-94b9-42e284f92947,c3,c1,3385,?,p3,
1769760257.493979,CREATED,ea7cd0aa-0ee8-4da6-85ac-a9613e7e342d,d22e3f7c-0650-4b51-82b4-5e20fd70576b,c3,c1,27,?,?,surb={'id': '13a625b3-38a5-4a53-bd3b-404c7ed96634', 'route': ['p1', 'e1', 'i4', 'x2', 'p3', 'c3']}
1769760257.6654732,RECEIVED,8cbb4ce6-02f2-46aa-bf8d-1923a7cf466e,9579d092-cca7-4aeb-aefd-0deda71904a7,c2,c3,27,p3,?,surb={'id': '6e1c1853-ff91-418c-9543-6ce0153614b9', 'route': ['p3', 'e12', 'i12', 'x10', 'p2', 'c2']}
1769760257.7413173,RECEIVED,3c1bc698-d438-44ae-a01d-775bf9fed52f,b04e1faa-0d7a-4273-852e-164f3a569b12,c2,c3,27,p3,?,surb={'id': '1d5bf221-e2ef-4403-9786-8c5222bb5c55', 'route': ['p3', 'e10', 'i3', 'x5', 'p2', 'c2']}
1769760257.904639,RECEIVED,a152d8da-8e72-48ca-b64d-eba1c4d016a9,fbd6e957-62a6-4f04-ae31-dc2f4b6ce27d,c2,c3,27,p3,?,surb={'id': '16e61ed1-174f-4874-919d-73d92085f950', 'route': ['p3', 'e4', 'i5', 'x11', 'p2', 'c2']}
1769760257.9590049,SENT,38424e9c-33e0-445c-93a9-adde8754e0e8,03ce436e-7932-4a68-9d85-2ce7231f4a92,c3,c1,3388,?,p3,
1769760257.9591644,CREATED,c855ae30-83cd-47bc-913c-d6f7c46b3eed,cdf97f7b-fbd4-480b-a3ca-cb09ca46cbe5,c3,c1,27,?,?,surb={'id': '085e460d-9571-49ee-8b61-8146645ae1ed', 'route': ['p1', 'e6', 'i9', 'x8', 'p3', 'c3']}
1769760258.1536353,RECEIVED,80577fd2-9e2b-42c2-b6b6-89de1afd3c13,cc617145-9f10-4896-8391-b47adced6c39,c2,c3,26,p3,?,surb={'id': '9b4af51e-3beb-4d51-9aa5-b6b06437f709', 'route': ['p3', 'e2', 'i11', 'x10', 'p2', 'c2']}
1769760258.3104398,RECEIVED,ef66a43f-6cc8-4338-8c67-8f144b960b90,bfa488f2-8561-4e96-8e98-0923ceb7262e,c2,c3,27,p3,?,surb={'id': '4ec44af2-ddee-4734-8e8e-d686f9e605e3', 'route': ['p3', 'e6', 'i5', 'x2', 'p2', 'c2']}
1769760258.3135905,SENT,50c5e0f6-b1ac-4681-8c3f-8982ae731f47,28ad876f-0b69-4424-90bd-29b1093a68a5,c3,c1,3400,?,p3,
1769760258.313733,CREATED,12db21d0-709e-4507-9e07-f1437bf21fd2,9469bb71-f2f1-4d86-a290-573b8a21375a,c3,c1,26,?,?,surb={'id': '96892671-dd48-4e24-aa34-0f042594a82c', 'route': ['p1', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769760258.405574,SENT,69faa277-a956-4b99-b3b5-c134511782ee,2f5107f9-d566-4dd5-b507-415dcf0daef2,c3,c1,3384,?,p3,
1769760258.405709,CREATED,ada91291-ab2f-41cc-a0d6-6653982e4a21,15a31e58-c1a2-47dd-bc31-ad912c7ea2af,c3,c1,27,?,?,surb={'id': '85700b5d-9c77-4d52-91e3-ae979b289a8f', 'route': ['p1', 'e11', 'i3', 'x3', 'p3', 'c3']}
1769760258.7036052,SENT,6cc33d2d-4741-43a2-b134-5c80c61633e7,4ae42985-2556-4c19-99ba-5ec4b5e6af54,c3,c1,3380,?,p3,
1769760258.7037454,CREATED,a141f148-7da7-4c6e-b5c4-8095d8dd6378,ad72a318-5cc3-4ce5-99c8-5e7d01a28b71,c3,c1,27,?,?,surb={'id': '994fe293-1d2b-4c14-ad7f-f86a3ac3610a', 'route': ['p1', 'e2', 'i3', 'x11', 'p3', 'c3']}
1769760258.7919588,SENT,463182b0-9114-4b66-96f3-9a06c2ad5057,6875b287-d6d2-4822-99b9-40a9c9d5cdcc,c3,c1,3372,?,p3,
1769760258.7921398,CREATED,b7f34370-f959-4c13-a367-775c487a64f0,b47c32af-e4ae-4807-824e-5a917db58558,c3,c1,27,?,?,surb={'id': '671891ca-1441-4d0f-b7da-4fe4a0b802fd', 'route': ['p1', 'e6', 'i1', 'x11', 'p3', 'c3']}
1769760258.9230802,RECEIVED,a1a96bf0-9cde-4db5-9d72-a83cd4a37820,3ac51937-8241-44d3-9aba-104d65e276cb,c2,c3,26,p3,?,surb={'id': '76c6d831-af1c-4d8e-8cf3-37258089fe25', 'route': ['p3', 'e1', 'i9', 'x6', 'p2', 'c2']}
1769760259.259633,RECEIVED,f1c83ebc-9264-4560-b12a-d853651d1844,45f6e0dc-d408-4082-ae10-397e03db7504,c2,c3,27,p3,?,surb={'id': '3e5f2220-55ae-4b2b-a9fc-b4a29290a4bf', 'route': ['p3', 'e5', 'i8', 'x3', 'p2', 'c2']}
1769760259.6305897,SENT,e17e80b6-c74a-41d0-b1c2-8e26fd800875,d0a59d57-f0a9-43a7-822d-3ed26c2d533b,c3,c1,3361,?,p3,
1769760259.6307669,CREATED,1dc715c8-4ec6-4736-9ca5-e3d77a740a62,c6be2f43-887e-485d-81b4-578ae9855a50,c3,c1,27,?,?,surb={'id': '1942f536-b968-4c54-aa65-6ddf5b14cbbf', 'route': ['p1', 'e5', 'i4', 'x8', 'p3', 'c3']}
1769760259.765348,RECEIVED,7cdf827c-bb5b-478d-b5b7-54fac2c0ced5,5581735c-ae33-437e-a59e-1ba775bce656,c2,c3,27,p3,?,surb={'id': '6abd043a-2712-4562-9739-b23eed536e9c', 'route': ['p3', 'e6', 'i9', 'x3', 'p2', 'c2']}
1769760260.005713,SENT,649c241e-0292-458e-8c0f-51dc570917b5,5d324bab-05c2-48de-981c-db629f453be1,c3,c1,3374,?,p3,
1769760260.0058463,CREATED,4da2cbf1-40a5-42af-beab-51e754224b5f,e2d6ba4b-54db-4253-99ef-0cf2afe3b20d,c3,c1,27,?,?,surb={'id': '6840399f-64b2-4405-9149-bdb5d4483d1f', 'route': ['p1', 'e5', 'i1', 'x10', 'p3', 'c3']}
1769760260.3229158,RECEIVED,1ab8bc41-f12e-4f6b-8b08-ec7d15c87bcd,7da03f20-0cfb-4ba4-bebc-d72dbaae7470,c2,c3,26,p3,?,surb={'id': '889479f7-945c-4e05-8fdb-b6c6abdfb563', 'route': ['p3', 'e8', 'i10', 'x11', 'p2', 'c2']}
1769760260.4404683,RECEIVED,d1e0aa3e-887b-4ede-81f4-e838a5fdfac5,912b5d0d-e7f3-4b2e-8e77-1496d1e28050,c2,c3,27,p3,?,surb={'id': 'd2c8bc47-05f3-429a-8903-acf1194e2962', 'route': ['p3', 'e3', 'i10', 'x5', 'p2', 'c2']}
1769760260.7450066,RECEIVED,26dc0c01-7fce-4a97-a954-43cd23396d0b,d914a4e5-3942-46e4-8491-3fda7ec3f15e,c2,c3,27,p3,?,surb={'id': '3ae357cd-b299-4c6b-bee7-88a564f5a39c', 'route': ['p3', 'e2', 'i8', 'x9', 'p2', 'c2']}
1769760260.9088726,SENT,4acb3f03-0092-4af2-859b-1c210f7e7b6d,d154076f-1f07-4852-95db-b80fc50bea2b,c3,c1,3401,?,p3,
1769760260.9090593,CREATED,157495aa-7f5b-4854-8b09-038526c454d7,3f592c5b-a4e7-459c-8368-2cf84d9ee459,c3,c1,27,?,?,surb={'id': '2a3143a2-9ac2-4ea2-b393-aa4f4ab0b2f8', 'route': ['p1', 'e1', 'i10', 'x1', 'p3', 'c3']}
1769760261.029429,SENT,20a981ec-3e9d-47a4-8a9b-d355541e91cf,00cfaafd-0152-4b59-921e-948d3342955f,c3,c1,3396,?,p3,
1769760261.029558,CREATED,ed774526-85ca-44b3-a992-525ee2b6b3c3,713b9b2c-9bee-4ad2-9267-9c9a6a088f9d,c3,c1,27,?,?,surb={'id': 'cec9b877-aa20-4a35-9cbb-ef6da8fc6e32', 'route': ['p1', 'e6', 'i9', 'x4', 'p3', 'c3']}
1769760261.1439426,RECEIVED,7f3407c5-2c02-4c41-906e-e38a95e79582,e413d600-c923-4561-a516-428336567986,c2,c3,25,p3,?,surb={'id': '39a7bd02-548e-4ab4-b4bd-3c4513d41196', 'route': ['p3', 'e4', 'i10', 'x5', 'p2', 'c2']}
1769760261.6713068,SENT,2eaf1637-009f-42cd-8117-10b8cd6f27bb,fa873de9-634f-45b4-bd62-f6212c92d41a,c3,c1,3399,?,p3,
1769760261.6714442,CREATED,0959d316-67c5-4ee9-8ee3-0f44dcf7a234,e9ef0a31-ca76-4bb5-82b6-893ce5ed5d16,c3,c1,27,?,?,surb={'id': '5f28c709-ed3a-40b9-897e-9bc4c3dcb41a', 'route': ['p1', 'e10', 'i6', 'x7', 'p3', 'c3']}
1769760261.7523997,SENT,fb1daf5f-ecc2-4aca-bffe-3fd67066506c,79a8f28f-6f1b-42b1-8062-6e8bf818192f,c3,c1,3392,?,p3,
1769760261.7525344,CREATED,e6ba4d8e-d279-4369-8bb6-358505a46d3b,c0b977d8-de9d-46da-924c-f166da34c743,c3,c1,27,?,?,surb={'id': '7de805fd-0017-449d-a6c1-b92600544ddd', 'route': ['p1', 'e3', 'i5', 'x11', 'p3', 'c3']}
1769760261.9173162,RECEIVED,414c3339-f175-40c2-b5e3-ae3dadc44fae,29e047b5-1fbc-4b40-895b-a9d8d51a15d1,c2,c3,27,p3,?,surb={'id': '4a70b005-af0e-4651-bd48-d45899224115', 'route': ['p3', 'e8', 'i6', 'x1', 'p2', 'c2']}
1769760262.1204665,RECEIVED,7d23f6a9-a6f3-48e8-9987-d86e6ddde719,65ae318e-e6be-4e73-bdee-2a3b0e41acdb,c2,c3,27,p3,?,surb={'id': '5f5d6ecc-d7d6-466b-b5c7-4eecb6fa77c7', 'route': ['p3', 'e5', 'i12', 'x8', 'p2', 'c2']}
1769760262.710866,RECEIVED,f475572b-3edc-4094-864b-f099e9c2827f,89dee9b8-e8a9-4175-8f77-1baf9eab8b2d,c2,c3,26,p3,?,surb={'id': '99bab266-6ed7-49fb-8bc5-2778b1eea437', 'route': ['p3', 'e5', 'i12', 'x11', 'p2', 'c2']}
1769760262.7624552,SENT,c03bb455-4f3d-4969-b2ea-a9e1c8c611cb,abb373c3-ba80-40c5-9590-fb2d5e28eb7d,c3,c1,3396,?,p3,
1769760262.7625854,CREATED,69e30737-ee33-4e98-908a-dec291908705,df1cdd16-86a0-4fed-9e3f-ab20dacfe6b6,c3,c1,27,?,?,surb={'id': '07c2605f-9766-4e10-94d6-617ccdfcd592', 'route': ['p1', 'e12', 'i1', 'x8', 'p3', 'c3']}
1769760262.7925599,SENT,ddf814e1-4deb-4029-b19a-5066f22894b2,11f57d9c-e998-49b0-bfc6-864c4d52e5e6,c3,c1,3379,?,p3,
1769760262.7926927,CREATED,86bdf6e4-767c-4933-a5ac-9bfd584db0fc,fdaa3aa2-bfd0-46e9-a0fc-1ba764ac28ad,c3,c1,27,?,?,surb={'id': 'fc3c5bfd-ef47-47b9-a83e-9a91af9814c3', 'route': ['p1', 'e1', 'i2', 'x3', 'p3', 'c3']}
1769760263.1089633,SENT,e84e8857-563f-4a44-8234-bd3f1e566c55,81f2d2cd-ac94-4c69-9a4c-59eb16d17662,c3,c1,3360,?,p3,
1769760263.1091409,CREATED,d2346f93-60cb-41a4-a888-0307d2e2e303,290a53af-2f1c-4d03-a233-571ffae47deb,c3,c1,27,?,?,surb={'id': '404e388a-cd0b-48f4-821d-3bc9decf671b', 'route': ['p1', 'e6', 'i1', 'x5', 'p3', 'c3']}
1769760263.1381457,RECEIVED,2f170443-4b96-47a6-8aa5-488e1864b8cc,93c41adc-9318-429f-b9a7-dbc3468d0d8d,c2,c3,27,p3,?,surb={'id': 'c6559279-defa-4222-99b8-8d35b20c15ed', 'route': ['p3', 'e11', 'i4', 'x4', 'p2', 'c2']}
1769760263.1583397,RECEIVED,1e5efee7-5497-4c4f-af50-01492e9faaae,ac04569e-9460-459c-a33a-cea1a75e872f,c2,c3,26,p3,?,surb={'id': 'f87bbbba-7079-4ac5-b712-505c299cd95c', 'route': ['p3', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769760263.2671812,SENT,9878affc-f6ce-4b2a-83ab-94b5181bfb5d,747ca68c-420d-439f-84d9-f5db27bffc72,c3,c1,3389,?,p3,
1769760263.2673173,CREATED,784b9b47-395f-4ea6-8c08-27e2eb77f40e,665c30bb-6ebe-4c83-80af-a52bbe81e43d,c3,c1,27,?,?,surb={'id': '5a4d6dbb-baa0-4c3a-ba7b-c669aeb326d6', 'route': ['p1', 'e11', 'i7', 'x11', 'p3', 'c3']}
1769760263.4844158,SENT,19f3095a-ec01-4435-a106-0da23389888e,831ad5b4-75c8-4390-8e1f-2592e46c1b6a,c3,c1,3359,?,p3,
1769760263.48455,CREATED,793d867b-0ea3-43f1-b98f-e7ce0404e316,cc4111c1-d5e2-4720-b2c0-b8b03d53b622,c3,c1,27,?,?,surb={'id': 'a857c112-c69b-4ae4-be45-2f74ecdb3670', 'route': ['p1', 'e8', 'i7', 'x9', 'p3', 'c3']}
1769760263.9579258,SENT,46e6dc0c-0f5f-47e0-9d4c-66f52bb5d5de,9357e705-4cc3-4e93-816f-8b3fafdbad03,c3,c1,3387,?,p3,
1769760263.9580822,CREATED,ea11dc87-9f11-43e3-8a05-2690f8a4e14d,7a11987f-21dc-4f42-b8c3-18898ea899ea,c3,c1,26,?,?,surb={'id': 'd0aed36b-35f5-4908-af35-5f33195ff3d0', 'route': ['p1', 'e7', 'i7', 'x11', 'p3', 'c3']}
1769760264.097399,RECEIVED,c768c11d-91d6-4530-bffb-910bc799989a,83337294-7e96-468e-9585-ec4e3dc8eef8,c2,c3,26,p3,?,surb={'id': '61263508-c36b-44b6-9471-2677bc402aee', 'route': ['p3', 'e4', 'i3', 'x7', 'p2', 'c2']}
1769760265.446023,RECEIVED,93268c3b-b26f-4883-9c10-373cb2e76929,6e1e5c2b-46c3-4a97-b993-7b49c8a5e469,c2,c3,27,p3,?,surb={'id': '5210cc91-7c65-4907-9b41-ca17f7c3ae6e', 'route': ['p3', 'e5', 'i4', 'x2', 'p2', 'c2']}
1769760265.5626357,SENT,a69df6ac-650f-49f2-b78a-dea78e963165,62d6b267-e441-4e9f-9996-babe0ca13d56,c3,c1,3401,?,p3,
1769760265.5627704,CREATED,893dd14f-60f5-4eb2-bafb-257c3dbfcdbe,38031c29-e18b-46cf-8dff-9d6379710169,c3,c1,27,?,?,surb={'id': '1b5d9485-1631-4f53-a110-d6fc099dd9b3', 'route': ['p1', 'e8', 'i11', 'x8', 'p3', 'c3']}
1769760266.0592742,RECEIVED,daae1fd8-9881-4a72-9445-d434a9667629,4683ee96-8345-497e-b38e-5e063780aa6e,c2,c3,27,p3,?,surb={'id': 'c81c7c97-d824-4dd6-a03b-f2c2e5242ff7', 'route': ['p3', 'e4', 'i8', 'x3', 'p2', 'c2']}
1769760266.111885,SENT,2ff09f0e-13fe-4212-a778-ac6f9d62ecf6,895733f6-9008-441c-bd71-7d5b3f2b7dc8,c3,c1,3401,?,p3,
1769760266.1120327,CREATED,496ddaad-eb57-44e1-a0ee-89c64cbdb6c1,eaa1765a-fe13-4e72-9a01-e4869abf0bce,c3,c1,27,?,?,surb={'id': '84d5a8b5-8e39-42ec-bcfe-aa88740f78a0', 'route': ['p1', 'e3', 'i2', 'x2', 'p3', 'c3']}
1769760266.1457675,SENT,a5ffc15f-df22-4e8b-9789-22f6837a1259,0185ed11-3f66-4ff3-913b-37052a45eafc,c3,c1,3392,?,p3,
1769760266.1459172,CREATED,67eb0024-9d14-4c73-88d7-51a81a1709f7,3894a0dc-a487-438f-a63f-16dff6dcf537,c3,c1,27,?,?,surb={'id': '98ed8e55-a4dd-45d0-af9b-e22219605a73', 'route': ['p1', 'e6', 'i12', 'x1', 'p3', 'c3']}
1769760266.181562,SENT,9bb7fd1c-5f7c-4d13-a51d-178d5f6b3f2a,870c0c46-f22c-4be6-9aee-509a2c86cd6e,c3,c1,3371,?,p3,
1769760266.181694,CREATED,c183726c-ed03-43fc-8ca5-8972762212ff,bca8de2e-4b05-4630-93e4-08da60d33fbc,c3,c1,27,?,?,surb={'id': 'c396127d-55d4-4808-adf8-5b012b26fa49', 'route': ['p1', 'e7', 'i6', 'x4', 'p3', 'c3']}
1769760266.30025,SENT,de27d7c2-76eb-4ae5-b9d6-4c8680fcc5f3,9fea81e7-8784-4569-96cd-adf45a47e63e,c3,c1,3403,?,p3,
1769760266.3003862,CREATED,d5c75d3b-1ed9-447b-8020-dddba1c4c95e,262d2a8b-8430-4cd5-babb-7f7615ae0b6f,c3,c1,27,?,?,surb={'id': '3041c034-4f3b-47f5-93b7-6bfba25ccd29', 'route': ['p1', 'e11', 'i10', 'x10', 'p3', 'c3']}
1769760266.5677204,RECEIVED,d71dbed6-2641-4dec-a725-8ce19efbeab7,0826938a-1e4c-4026-8b63-9ecb5a6d479f,c2,c3,27,p3,?,surb={'id': 'd192e7fd-020a-4ceb-ad56-92ed182562f3', 'route': ['p3', 'e9', 'i7', 'x1', 'p2', 'c2']}
1769760266.6867497,SENT,d0610097-a0f9-48bf-ad5f-c54a95f09c4e,825ac651-0389-451f-a06c-2bcbbfc6e8c2,c3,c1,3391,?,p3,
1769760266.686905,CREATED,71a49ff8-bdda-4a90-aba1-04837f634867,6e5b4c6f-d673-4645-87ec-f196e698e663,c3,c1,27,?,?,surb={'id': '5b645571-5a24-4f8e-93c8-d80369bc9175', 'route': ['p1', 'e9', 'i5', 'x11', 'p3', 'c3']}
1769760266.872886,RECEIVED,e31138cd-4f4c-4d15-bb93-e7a29e767eee,5ae5e0d1-6225-4df2-b234-128478feb1bc,c2,c3,26,p3,?,surb={'id': 'c5924e79-9aab-4850-a5bd-a5ecc15c6cd5', 'route': ['p3', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769760267.3525393,SENT,b0f614c7-ad18-492a-8899-4fc9ec330cb6,24e49dcb-79d1-4c5e-b143-bf8304bb8cbc,c3,c1,3372,?,p3,
1769760267.3526495,CREATED,b6088741-4031-4b19-97a9-00c1e006b5d0,363414c8-7593-4119-a4d3-f7834ca0c8d8,c3,c1,27,?,?,surb={'id': 'b4c26d57-4eb7-4907-a2f3-b1bfeb98498f', 'route': ['p1', 'e3', 'i8', 'x11', 'p3', 'c3']}
1769760267.4381638,RECEIVED,3e84235d-f8c6-41c8-af43-52092d9f8213,414d700c-4ff1-46aa-8e1d-6318e06e2d3f,c2,c3,27,p3,?,surb={'id': 'fad3958d-b0a6-4a06-a19d-c331cd48f056', 'route': ['p3', 'e2', 'i11', 'x8', 'p2', 'c2']}
1769760267.474204,RECEIVED,0219d6a2-0783-4371-9ad9-c2972ffeb667,d6322a86-5abc-4747-a511-90ef6dfbcc36,c2,c3,26,p3,?,surb={'id': 'b90d79f8-d512-4773-8203-61a57fd81df2', 'route': ['p3', 'e10', 'i6', 'x9', 'p2', 'c2']}
1769760267.5405934,RECEIVED,9c5bcc71-f0e3-413f-89c1-6dd728dbbd79,e4ca99fd-7d74-4cb3-94e3-7c0097ac05a0,c2,c3,27,p3,?,surb={'id': '763f777b-6e76-4bc9-b801-b12639f158e9', 'route': ['p3', 'e5', 'i5', 'x8', 'p2', 'c2']}
