timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443602.2849402,RECEIVED,61800c1d-f421-4c02-aaa3-c970eb1d0ca9,14177df7-d4fb-41e1-be83-252ee6ca0bb9,c2,c5,27,p2,?,surb={'id': '18bbfc63-fefb-4657-aa8b-1c169686a737', 'route': ['p2', 'e3', 'i1', 'x8', 'p2', 'c2']}
1769443602.300595,SENT,8aeb39ab-8134-46da-a68e-7edb3274d8c7,3c4fd93d-2090-47d0-b0b5-5fa5d4b9fbef,c5,c4,3391,?,p2,
1769443602.3006856,CREATED,fd4f6099-77b9-4f1e-8dee-78ac0a5875fb,1be186f9-b547-4a0e-b397-0b1a1db9ae2e,c5,c4,27,?,?,surb={'id': '38725f64-7ddf-40ee-948b-5f497d33fc31', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c5']}
1769443602.5833302,RECEIVED,0b23a07f-f9b9-4b36-825a-a7fae27400c5,5c5f624a-2c08-4116-bd52-06f8b6648540,c2,c5,27,p2,?,surb={'id': '69f96576-d87e-4cdf-a9c7-92fcc83bcf82', 'route': ['p2', 'e3', 'i4', 'x12', 'p2', 'c2']}
1769443602.6324582,RECEIVED,bc8310a1-3684-4f4c-b4f1-cd8e7581f895,92fd19f2-fa89-4bfb-a458-fac8dcd66ae7,c4,c5,27,p2,?,surb={'id': 'a430144f-7c9d-4151-bb6f-96398da4d5e1', 'route': ['p2', 'e6', 'i1', 'x2', 'p1', 'c4']}
1769443602.6446695,RECEIVED,03aaffcd-2151-42c2-b7cd-3dd2aee8dcdf,ca1efca6-10df-4c9a-b0f9-0e4edfef0aa9,c4,c5,27,p2,?,surb={'id': 'a4b4abe8-4578-4710-a28c-124a1c6b5450', 'route': ['p2', 'e8', 'i7', 'x4', 'p1', 'c4']}
1769443603.0481188,SENT,d9ec916c-d741-435c-ab72-12695b2ef587,2bba3ad2-ca4d-4d7d-a98d-7fdc1d8a3fcc,c5,c4,3359,?,p2,
1769443603.0481884,CREATED,d92d9147-f097-4221-9513-77706744b9b3,9520c736-c71f-4d06-a2b1-c2dbe3e2617c,c5,c4,27,?,?,surb={'id': '0d4c3a42-2d62-4dde-bd20-246fca8e2c05', 'route': ['p1', 'e11', 'i1', 'x9', 'p2', 'c5']}
1769443603.0512314,RECEIVED,6c9b9a68-5f80-4a8b-b831-f80bfad3f289,0bfc3bde-22ee-4af3-a30e-01ec317e89e0,c2,c5,27,p2,?,surb={'id': 'bcfb18ca-afd1-4870-9c09-03c96981e400', 'route': ['p2', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769443603.1037142,RECEIVED,79380ea5-2f65-4d68-a237-9b6fd0125d9e,93b8dc67-1eb7-45f9-9d38-bb25092e8ef3,c4,c5,26,p2,?,surb={'id': '12fe1cd5-28f1-45c1-b128-84ab5f98b511', 'route': ['p2', 'e2', 'i7', 'x5', 'p1', 'c4']}
1769443603.1375673,SENT,48130762-f644-4c79-9aff-6e9d69047d71,b3652e45-ef18-44b7-8691-62dbc3fea56b,c5,c4,3401,?,p2,
1769443603.13772,CREATED,4c96cda0-d742-4221-8f69-7e0b110ffad4,7d3bab27-8004-49f4-98f5-c3485ac16c12,c5,c4,27,?,?,surb={'id': '6d1cabda-3299-4cbd-a1d8-f86b7edb85ab', 'route': ['p1', 'e7', 'i11', 'x11', 'p2', 'c5']}
1769443603.1535337,SENT,d73fe111-c796-4778-a05e-cbdb500dbd76,42054efe-b7a3-4369-93d4-e2da124de853,c5,c4,3376,?,p2,
1769443603.1536832,CREATED,69be148f-cbd5-4d1c-844f-e2a2388264f6,fd8a86bf-9c80-4f7b-97c9-f3548af8cdb1,c5,c4,26,?,?,surb={'id': '276ba03c-8e22-4702-b138-2855589c8fd3', 'route': ['p1', 'e3', 'i10', 'x7', 'p2', 'c5']}
1769443603.2244086,RECEIVED,61fc51eb-d388-4679-a55c-1d2cda174a87,d9d17823-0a4c-4dc8-9cce-205e533981e8,c1,c5,27,p2,?,surb={'id': 'f86019d3-ce5d-4a1e-ba3c-47b84d65c4b4', 'route': ['p2', 'e3', 'i6', 'x3', 'p1', 'c1']}
1769443603.3245192,SENT,65ef22d1-626d-470d-8695-56a2f2df55c0,c259b87b-361e-402d-8727-ea56efc4db1f,c5,c4,3371,?,p2,
1769443603.3246698,CREATED,d1e787bd-466a-47bc-982b-0157f9fb313a,1e458ee6-8c3d-45f1-9387-8534b0efe8cc,c5,c4,26,?,?,surb={'id': '85a4d15e-afe2-40b6-b8d0-7809b0bc955f', 'route': ['p1', 'e6', 'i7', 'x7', 'p2', 'c5']}
1769443603.3444462,RECEIVED,264ec4ac-531e-4b13-8f1d-e8d2db9a1f24,0924692d-6ae8-46d0-9f35-216f196f369d,c2,c5,27,p2,?,surb={'id': '97643087-8628-45da-ad3c-568babb1519a', 'route': ['p2', 'e12', 'i8', 'x2', 'p2', 'c2']}
1769443603.4037101,RECEIVED,f9629748-a8c0-4a25-bf7e-2f12b42a9c20,09aa8fe1-c57e-4e88-93aa-b6db1dea53d8,c2,c5,27,p2,?,surb={'id': '92b48ac3-ba74-4d57-9a38-d21ebab151cb', 'route': ['p2', 'e4', 'i2', 'x11', 'p2', 'c2']}
1769443603.409205,SENT,44c56e06-339a-4474-8ba3-ee394c01d73f,4b5a6cb0-ec96-4634-9ec7-3973a06d7c4b,c5,c4,3383,?,p2,
1769443603.4093032,CREATED,dcb8ce5e-0293-4b74-9d4d-777d686f80bb,c23e6b6a-9a21-4a2b-b959-370d6a050274,c5,c4,27,?,?,surb={'id': 'c2da915a-ebdb-40d7-84bd-75d9b083358e', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c5']}
1769443603.4711068,SENT,c8e14a04-4d95-4c93-a5fc-f302fef412de,dc69a970-9963-4c14-9981-e8d56e6635c6,c5,c4,3391,?,p2,
1769443603.4711685,CREATED,39a357eb-753d-4b44-a42b-87423e8517d7,25d24eb6-c6fe-4018-8252-494f1f62876b,c5,c4,27,?,?,surb={'id': '20bd85e4-cd61-4fe1-978e-175839b6fbdc', 'route': ['p1', 'e9', 'i12', 'x7', 'p2', 'c5']}
1769443603.5022666,RECEIVED,23d7ee7a-b457-4db4-9d3c-6e47fe8aa8b8,de40f08e-4023-43e5-a6b6-54ab2452e42d,c4,c5,26,p2,?,surb={'id': '53d29801-04f1-4683-99f7-0e9f5828f212', 'route': ['p2', 'e1', 'i10', 'x5', 'p1', 'c4']}
1769443603.514813,RECEIVED,bea7d7fc-970c-4803-9fd1-ff8c18862f4d,5d1e874d-5b99-49fe-a894-0fd1954ef6c0,c4,c5,26,p2,?,surb={'id': '1ab0f02c-1dac-4f37-8d89-ad686115b409', 'route': ['p2', 'e10', 'i12', 'x5', 'p1', 'c4']}
1769443603.593199,RECEIVED,740914cd-2d5c-41ad-b1fb-13a28bec6049,e5334996-7586-45bd-9f01-9868de0f4d25,c2,c5,27,p2,?,surb={'id': '83932ede-a301-4fee-bc8a-fad526b2f314', 'route': ['p2', 'e11', 'i6', 'x3', 'p2', 'c2']}
1769443603.6254997,SENT,4146bfcb-34b1-4f83-b1a9-15455ff9fc48,73833434-9d6d-4424-a97a-c0b360a6aed9,c5,c4,3376,?,p2,
1769443603.6256502,CREATED,dfb3e4e5-fcc3-4fc4-a14b-6e44a0ca4148,2066fd66-904d-403e-accd-3c127521fa78,c5,c4,27,?,?,surb={'id': 'd8022fed-7ee4-4b21-b5b0-750296344eb2', 'route': ['p1', 'e4', 'i3', 'x12', 'p2', 'c5']}
1769443604.2492354,SENT,59efb789-60a0-406f-b4ce-2836ec2b3100,5c79e964-913a-4a86-9a9d-837677789ca2,c5,c4,3392,?,p2,
1769443604.2493865,CREATED,bbf2706e-1222-47f2-b762-4c16bdbda9f2,8cef4c1a-d990-4e29-850a-a654d07c3e9b,c5,c4,27,?,?,surb={'id': 'a53d2cb4-c7a1-4aa2-a877-e60c92acdc3e', 'route': ['p1', 'e3', 'i10', 'x10', 'p2', 'c5']}
1769443604.6290631,SENT,3757e187-24b6-4ba6-bc07-6b6e8a6a8b1b,786ac1ed-fce5-406f-88b1-1e8f66ff691e,c5,c4,3393,?,p2,
1769443604.629143,CREATED,64bd4fb2-f555-4717-acb0-32b6908fc4f8,8a0ef4a8-0b04-40e0-87e9-41da374af5f4,c5,c4,27,?,?,surb={'id': '47d7aac3-f930-4b99-9e41-1d7e377553b5', 'route': ['p1', 'e10', 'i12', 'x11', 'p2', 'c5']}
1769443604.905412,RECEIVED,6148a2b3-e8cf-4d33-b34e-e4096d0aad0d,d3bc1ea3-461d-43f8-9c65-1ec2eb585082,c1,c5,26,p2,?,surb={'id': 'b6f600c5-39dd-4d66-be9a-f8cd60a1797a', 'route': ['p2', 'e6', 'i1', 'x9', 'p1', 'c1']}
1769443604.911197,SENT,12aad73c-fd89-462b-a870-32943b37dd92,94c28016-0c22-4d12-aa8c-e713a380a553,c5,c4,3380,?,p2,
1769443604.911323,CREATED,1ac269d4-0fd7-4ef3-bbde-13b5deb5e22d,3f130b33-0e7c-4e04-8a74-768a8049d241,c5,c4,27,?,?,surb={'id': '1b8920b0-164d-4b6e-bc28-a71e8dab7079', 'route': ['p1', 'e4', 'i2', 'x4', 'p2', 'c5']}
1769443604.9428644,SENT,19b4fcb8-d2b4-430c-a20d-7d77b7ddcabb,67a267de-2bda-46de-8c18-4e63ad282800,c5,c4,3384,?,p2,
1769443604.9429178,CREATED,d5c1cb00-42d9-41f7-bf9a-9ca53923a10b,b413f4fa-ad46-48e1-bf0e-aeff56913203,c5,c4,27,?,?,surb={'id': '9960f5cd-1272-46cd-9134-414d7ecf3cbf', 'route': ['p1', 'e8', 'i4', 'x6', 'p2', 'c5']}
1769443605.0619986,RECEIVED,ef53e3dd-f8e9-4f81-b217-1b30a7a87f43,e546172b-8183-4247-901b-5745eef43ef0,c1,c5,27,p2,?,surb={'id': '355d5ecf-753b-468e-9e72-5dfa1eb3db49', 'route': ['p2', 'e8', 'i8', 'x11', 'p1', 'c1']}
1769443605.2507555,RECEIVED,567385d2-5475-46ab-8b3a-2938e5d99743,80e8dd88-7163-4f9c-9ae2-e372485f8860,c2,c5,27,p2,?,surb={'id': 'a63cf627-560c-48aa-9551-9e8ce1f12917', 'route': ['p2', 'e2', 'i11', 'x10', 'p2', 'c2']}
1769443605.3573058,RECEIVED,838ece1e-afca-40b2-b75f-73b9f966b2a8,7f89d90a-0413-42e0-b64f-70ca19ef5b13,c2,c5,27,p2,?,surb={'id': '79a3719c-2db5-4e2e-b487-9d44161b3466', 'route': ['p2', 'e9', 'i6', 'x10', 'p2', 'c2']}
1769443605.4463289,RECEIVED,6e8598d5-17f0-4609-b1ac-58d81dfcc49e,10f672cc-7041-49bc-9393-6d5f739f34ef,c1,c5,27,p2,?,surb={'id': 'dd26184f-df4a-444f-ac80-c232d0a40aa5', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c1']}
1769443605.457429,RECEIVED,664a3584-e354-401c-8cb2-b6034e7935a1,e8cd3c9e-8f28-466c-af4e-a1f0c05f7a55,c1,c5,27,p2,?,surb={'id': '6c1d68b6-d657-4fd8-a5a2-1385abb7ed68', 'route': ['p2', 'e9', 'i8', 'x4', 'p1', 'c1']}
1769443605.672362,RECEIVED,47db9212-74ec-4061-a1bd-d51fa3a8ae57,0c11d16e-5757-42c8-b8cf-4806f8ba2033,c1,c5,26,p2,?,surb={'id': 'be2fc99e-b311-47c2-8b63-01d2c6a2b12a', 'route': ['p2', 'e6', 'i2', 'x6', 'p1', 'c1']}
1769443605.8378892,RECEIVED,db3076a4-dfc6-48d8-ba93-939381715c72,df5aa96d-02c1-40c9-8ae9-46a03e1f2ac7,c4,c5,27,p2,?,surb={'id': '68be3536-bafd-41a7-b9a2-1d6e804a3da3', 'route': ['p2', 'e5', 'i11', 'x6', 'p1', 'c4']}
1769443605.8643734,RECEIVED,515698d9-2468-4e65-b1e9-d910a8f9fa31,7886e8c6-b6fe-4dca-9275-82779cb27911,c4,c5,26,p2,?,surb={'id': '6e031a38-b121-4f19-baef-a1217e940259', 'route': ['p2', 'e4', 'i12', 'x10', 'p1', 'c4']}
1769443605.8727884,RECEIVED,424e4d7a-0ebb-4e87-a706-c88cdd690dc9,6812cc0a-a49b-4b55-9978-0d0194e9bc92,c1,c5,26,p2,?,surb={'id': 'a2ff359d-6811-4700-8975-622aeeb3c6c2', 'route': ['p2', 'e3', 'i1', 'x6', 'p1', 'c1']}
1769443605.9037387,RECEIVED,3acaa4f6-b4ed-4dcf-98f9-7e54d942f233,c41ffce5-c91c-4781-9c0f-3012c3bbcd28,c1,c5,26,p2,?,surb={'id': '1577fce8-97cb-48da-be0a-e663f1d1a046', 'route': ['p2', 'e5', 'i4', 'x1', 'p1', 'c1']}
1769443605.96141,RECEIVED,f16e77f1-696b-4778-b52a-94d2fce2b3a6,f96e603e-261a-4fce-94ac-619fcc14b5d2,c4,c5,26,p2,?,surb={'id': 'e56c1ced-ca5a-4e40-b118-223bb0fa100e', 'route': ['p2', 'e6', 'i4', 'x1', 'p1', 'c4']}
1769443606.1475558,RECEIVED,5de7aa85-3d98-4be7-93ac-d72038384717,29a3e9be-2e4f-4ab6-aca9-8ee9a82c5233,c4,c5,27,p2,?,surb={'id': 'f7bd3188-42be-408e-9571-17d85e6b15e5', 'route': ['p2', 'e12', 'i8', 'x12', 'p1', 'c4']}
1769443606.2142842,RECEIVED,cce7e7b7-a5fa-482b-a013-39f720550866,6355b695-154f-4c9f-8e34-acea9dfcb8dc,c1,c5,27,p2,?,surb={'id': '7b515ae6-dd75-48cb-9cdd-1deb0d968616', 'route': ['p2', 'e10', 'i12', 'x12', 'p1', 'c1']}
1769443606.274987,RECEIVED,f8d68659-0fb1-49a2-bd9a-be05d69a0d87,6b143a09-6875-4321-a256-7aab17c280a1,c1,c5,26,p2,?,surb={'id': 'b1df2cf0-dbc3-4370-bb6d-6746ff953240', 'route': ['p2', 'e3', 'i10', 'x3', 'p1', 'c1']}
1769443606.3126872,RECEIVED,ef64b49f-b258-4b5a-93f1-97540c7e4b38,f7898214-af2b-4e45-ab30-ca4778cfcdef,c1,c5,27,p2,?,surb={'id': '457668d6-c2eb-41f0-b689-a8d9446ecd57', 'route': ['p2', 'e5', 'i5', 'x4', 'p1', 'c1']}
1769443606.4949615,SENT,fa8e853d-6aed-4302-a9f8-4f861f928cb0,69fca09b-688d-432e-8222-44113033f484,c5,c4,3379,?,p2,
1769443606.4951515,CREATED,90cf0ba7-df3f-45fd-9307-8c945af8aa52,c69ded61-6211-4236-8614-de72786d5bf0,c5,c4,25,?,?,surb={'id': 'eb916694-a89b-44b2-a144-5ea777250463', 'route': ['p1', 'e5', 'i11', 'x2', 'p2', 'c5']}
1769443606.6053762,SENT,554ebdfa-c758-42ba-b8d3-2d13ec2836d5,6119604a-00c6-482a-8656-4308740e0a92,c5,c4,3384,?,p2,
1769443606.6055298,CREATED,12aba44e-c9f8-46d7-b5ac-aff10e234859,4ab37eeb-7f5c-410c-9cd3-20d1d07ebfec,c5,c4,26,?,?,surb={'id': '6be5e956-2a78-4ead-bd33-9eab69f7bd84', 'route': ['p1', 'e12', 'i10', 'x5', 'p2', 'c5']}
1769443606.6288998,SENT,abc734ab-0b19-4083-95e3-9180b85b4e91,96d7c058-2cff-4d7f-9e1e-cd1c2ab6389d,c5,c4,3359,?,p2,
1769443606.6291451,CREATED,7b1f998e-222f-438d-9cb0-1d2957ae485b,5838a6ab-cd3d-4ae9-88e3-05a534be318f,c5,c4,27,?,?,surb={'id': 'f6ed3863-dfbb-4a24-87e4-654aa7cb5a9d', 'route': ['p1', 'e1', 'i2', 'x12', 'p2', 'c5']}
1769443606.7766435,RECEIVED,4b818c55-6b40-40b7-8b35-ec42aee1ad79,a248cb7c-ae24-490e-863f-9656885c3083,c4,c5,26,p2,?,surb={'id': '81cd153b-8acd-4027-8c35-34769f1f2fab', 'route': ['p2', 'e5', 'i4', 'x6', 'p1', 'c4']}
1769443606.8021028,RECEIVED,3ab65d30-5436-451f-a946-f500cc10ee66,6441faa2-e2c5-4375-bf88-2b20eb43336a,c1,c5,27,p2,?,surb={'id': '0de05698-247d-47ee-b867-6e4435c149e0', 'route': ['p2', 'e12', 'i5', 'x10', 'p1', 'c1']}
1769443606.814239,RECEIVED,d4efcf37-06c8-4e2d-97a2-c1cd333ff081,bc3f558e-ed8e-4df1-ae09-9f2b462e3eae,c1,c5,26,p2,?,surb={'id': '67f5cf06-1951-4b0d-91df-3fc8f2946fb5', 'route': ['p2', 'e6', 'i3', 'x11', 'p1', 'c1']}
1769443606.8247197,RECEIVED,4c9b345c-2e4f-44ff-966a-18ffe33e1149,05f2b4d1-7f18-44c6-8670-fd32bb4e9227,c4,c5,27,p2,?,surb={'id': 'bd3efdf6-f0cb-4993-9d85-360968d96b48', 'route': ['p2', 'e4', 'i12', 'x12', 'p1', 'c4']}
1769443606.8957877,SENT,9e6b657a-181a-4ac0-aee8-9c63589b600d,dfe7d0b5-c3bb-4b0c-9e88-49766573baba,c5,c4,3375,?,p2,
1769443606.895934,CREATED,754fe008-219f-4d49-af49-050998ab96b1,c91ce2aa-039e-4f5e-8d7f-ee40539c9a17,c5,c4,27,?,?,surb={'id': '23403851-2962-43cd-9d51-cec55de52a5c', 'route': ['p1', 'e9', 'i4', 'x12', 'p2', 'c5']}
1769443606.8982522,RECEIVED,9fa44b7b-66c8-4b09-a8a5-4dc68fac26ec,832125ef-5f80-42fc-91f0-40a1a8c578c6,c2,c5,27,p2,?,surb={'id': 'd71eb1c1-e8c5-48fc-8e38-f0ac57c06b94', 'route': ['p2', 'e7', 'i3', 'x12', 'p2', 'c2']}
1769443607.087139,RECEIVED,43aa4529-2627-4a2b-aa02-aece6dfadfd4,eafaf588-07f1-44c7-a10c-128a0b65052a,c2,c5,27,p2,?,surb={'id': '1ac1f2b0-257f-4c9f-8b51-4b13976e15d3', 'route': ['p2', 'e8', 'i10', 'x1', 'p2', 'c2']}
1769443607.2292197,RECEIVED,a019154c-b82d-4dc2-a35a-a4e3b4839c86,2b2e6767-8438-4f91-a222-e7671e96585e,c4,c5,26,p2,?,surb={'id': '530caf53-82ab-4b31-af5a-529141cd9da4', 'route': ['p2', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769443607.275539,RECEIVED,e950d5c4-f95f-437e-9d1d-3a728129822b,0aeec4dc-3eb0-4b03-8f16-d5017217ae89,c2,c5,26,p2,?,surb={'id': 'b1f89d32-537f-44ff-9e43-c24756b6618b', 'route': ['p2', 'e4', 'i8', 'x9', 'p2', 'c2']}
1769443607.395867,RECEIVED,95f809c4-52f1-40e2-940f-acaad49fb61f,6d186622-3ea2-44cf-8227-7c842867ad35,c1,c5,27,p2,?,surb={'id': 'a3bc5847-bf68-4278-ab4e-e2d7aba5b301', 'route': ['p2', 'e2', 'i4', 'x11', 'p1', 'c1']}
1769443607.542073,RECEIVED,5895d2ac-8c74-467e-a05d-fd8971300f9d,96c9c0fc-b57d-4970-8a08-c5c642dfa951,c4,c5,26,p2,?,surb={'id': 'eb2bcfd6-2b96-423b-90ce-908d84c2fc3d', 'route': ['p2', 'e8', 'i3', 'x11', 'p1', 'c4']}
1769443607.598515,RECEIVED,f6caa5b6-7289-4210-be3d-848ef192b6a0,4a44befd-d5c1-4bae-80b6-e029cb895883,c4,c5,27,p2,?,surb={'id': '235c79bd-9856-4690-baa9-9a3d9c4252e7', 'route': ['p2', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769443607.7908053,RECEIVED,a1ee9ce1-cfcd-4e9d-9eb1-cfa3e4efa64e,c9aa4a6b-eb03-45f0-93d1-1c37407072a2,c2,c5,26,p2,?,surb={'id': '6181d24e-bb0d-4fb9-9647-a2ddb59255a2', 'route': ['p2', 'e4', 'i8', 'x6', 'p2', 'c2']}
1769443608.0214598,RECEIVED,93225e96-66c9-4719-929d-d9b7011731fd,6595a7a0-b8e6-4e38-9c2e-6b70a438ab90,c1,c5,27,p2,?,surb={'id': '10f847c8-2afd-44aa-ba06-fa70b4ea0e03', 'route': ['p2', 'e1', 'i10', 'x4', 'p1', 'c1']}
1769443608.1669488,RECEIVED,d34d2fa3-6f20-4cab-84a7-59ef3c5eff37,7fc39980-5020-433c-956e-7ef5e7deacad,c2,c5,27,p2,?,surb={'id': '7b8ae659-8885-49d0-b89c-7251018175f6', 'route': ['p2', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769443608.177218,SENT,234896c1-55bd-4b9a-8e2e-a1fb8a59ec31,302ac75d-2513-4105-8529-1173e18d3871,c5,c4,3379,?,p2,
1769443608.1773398,CREATED,8b741f65-a907-409e-8eec-d9bacbda0545,dddcb743-c7f6-4026-94cb-c53296ceab6f,c5,c4,27,?,?,surb={'id': '17f799cb-c016-4411-bd97-d94e6901ce32', 'route': ['p1', 'e7', 'i6', 'x1', 'p2', 'c5']}
1769443608.226666,SENT,77be358b-50b7-4225-937d-f05106b71de8,a8f45ff9-c845-40f7-abcb-66ce6bca57d7,c5,c4,3384,?,p2,
1769443608.2267864,CREATED,46f5c39a-07ae-423b-83b8-da52147b3005,7f3d5e7b-4ac0-4a65-8358-3cb5f81fae32,c5,c4,27,?,?,surb={'id': '0358fcd8-5c32-4587-9b6c-21dfbf40d8b2', 'route': ['p1', 'e2', 'i5', 'x11', 'p2', 'c5']}
1769443608.325859,RECEIVED,33080ac9-c106-4bdc-b3bd-4ab4ed68c1cb,fbff78bc-edbe-489f-8cca-4b2a45a11f5a,c1,c5,27,p2,?,surb={'id': '01cbd492-161c-4a6c-9e8e-9c57251f0101', 'route': ['p2', 'e3', 'i11', 'x5', 'p1', 'c1']}
1769443608.3415816,SENT,56b00f5e-d7d4-4a6e-8724-fc6fcecd835e,2fe966ab-8334-417b-a25f-9ffc6f975696,c5,c4,3396,?,p2,
1769443608.341703,CREATED,d1686b22-33eb-42e7-bf4f-4a0b0219acfe,f889c8ea-db00-4bac-98f2-dd64a441c040,c5,c4,27,?,?,surb={'id': '6c9ca5f0-131e-498f-bac8-fddcc8bc3181', 'route': ['p1', 'e12', 'i11', 'x5', 'p2', 'c5']}
1769443608.382896,RECEIVED,fc171fde-6efb-426a-a87e-6b7f82d3b913,967ed98b-4767-4892-b3ae-b0671fde94ec,c2,c5,27,p2,?,surb={'id': '2fa1cc71-d77a-41c7-a292-1b62bce7d0ed', 'route': ['p2', 'e6', 'i3', 'x9', 'p2', 'c2']}
1769443608.4234402,RECEIVED,28494f55-09dd-42dc-9c37-5e545996ec7c,044b3bbf-76f7-48dd-a930-fad59e0ad1ca,c1,c5,27,p2,?,surb={'id': 'd608649e-cee5-4bba-98ca-15aea4b41ecf', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c1']}
1769443608.4678206,RECEIVED,676202a8-ee67-4880-93ed-559d6bcbd9a1,87c97ade-dc0d-45a9-b851-2756dc3bf476,c4,c5,26,p2,?,surb={'id': '4a9a18a2-303a-4308-9bbb-83267d383d11', 'route': ['p2', 'e1', 'i1', 'x5', 'p1', 'c4']}
1769443608.5375173,RECEIVED,6de99a43-52e3-4d30-a417-4789518a896f,50c59962-3508-4d92-bde9-c51fad2e32e5,c1,c5,27,p2,?,surb={'id': '2b84d766-a731-4b59-8f0c-a7f61e07c7c4', 'route': ['p2', 'e2', 'i11', 'x5', 'p1', 'c1']}
1769443608.5509539,RECEIVED,a40bad96-7bb0-40dc-acce-850e8d4e4e77,a50d01a5-42cd-4d38-9716-cfb58b9e1457,c1,c5,27,p2,?,surb={'id': 'a177dda5-23e5-431b-846a-10416c803253', 'route': ['p2', 'e3', 'i1', 'x12', 'p1', 'c1']}
1769443608.6105835,RECEIVED,04aa7895-f852-4346-b2e8-892946b01a9c,33224850-6dbb-4442-9792-ea50a4c2bc8b,c4,c5,27,p2,?,surb={'id': '2eedcd22-e03c-4b8e-89e7-9acddfa71942', 'route': ['p2', 'e8', 'i5', 'x5', 'p1', 'c4']}
1769443608.740455,RECEIVED,d6e547db-41ba-4a96-9ecd-7b165d28b627,c3cfa13e-96db-42de-af68-59ed54806add,c2,c5,27,p2,?,surb={'id': 'eb52db16-acc6-4ff2-a69f-6a06f37939c8', 'route': ['p2', 'e8', 'i6', 'x10', 'p2', 'c2']}
1769443608.9826963,RECEIVED,0823a36b-04e4-40e5-b907-552d0b52d4d8,5039a641-af5a-4059-a6e7-95ba3697149f,c2,c5,26,p2,?,surb={'id': '55eb8500-c33d-48f7-ab95-4325beb31ea1', 'route': ['p2', 'e4', 'i2', 'x4', 'p2', 'c2']}
1769443609.1674664,RECEIVED,becda1e9-8ac4-468d-aa6c-28231fab664b,8069ac3d-e942-4ced-9ed8-7b12db9ce5da,c1,c5,27,p2,?,surb={'id': '16b9973d-0f69-4b67-926d-eaf29b6445a2', 'route': ['p2', 'e5', 'i10', 'x12', 'p1', 'c1']}
1769443609.172778,SENT,5234a679-82aa-4431-988f-fef2728261fa,021047ae-61fb-4c38-ab8d-59d703689fe5,c5,c4,3400,?,p2,
1769443609.1728811,CREATED,4e09a270-e572-4219-a03f-f6b78b77f23a,4dd86827-5f7a-49ba-819c-eaf88d8456d0,c5,c4,27,?,?,surb={'id': '136ac758-e444-4ab7-9b7a-1e1079c17160', 'route': ['p1', 'e2', 'i4', 'x10', 'p2', 'c5']}
1769443609.3612022,SENT,21fd6f6e-7e3f-498e-b280-ef897c42de6e,0a5213ab-3142-4fad-b898-728dc43f9758,c5,c4,3396,?,p2,
1769443609.3613026,CREATED,b7ba7c5d-f923-4a44-a890-bd5b28a92c6c,0824d83e-040c-40f7-a5f5-95388107c0a3,c5,c4,27,?,?,surb={'id': '12b7e346-c671-4a85-9d87-9a4cb336ca91', 'route': ['p1', 'e6', 'i7', 'x11', 'p2', 'c5']}
1769443609.429875,RECEIVED,51d83a13-73c4-4ca2-85b0-d225acbcd55c,6078dbbe-48e7-4947-b296-47c2b7b73de2,c2,c5,26,p2,?,surb={'id': '86ea413d-8c98-42e4-b0e7-048fd2ab4013', 'route': ['p2', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769443609.4542806,RECEIVED,ab53c75a-175c-4eb4-81a9-768daba0d332,3fdcfc04-bf23-41f6-aa42-b33d6f26519e,c1,c5,27,p2,?,surb={'id': '24fe9738-2d45-4c3b-835e-bbff1a3b1d63', 'route': ['p2', 'e9', 'i7', 'x10', 'p1', 'c1']}
1769443609.6456463,SENT,13932fc1-9c2b-4fb3-ab70-4eaf39c5859e,80d53c6f-0efa-423d-8e13-ebfa6ab58d71,c5,c4,3372,?,p2,
1769443609.6457477,CREATED,3c2a73a2-9e51-4acf-8cea-ce51b27fae55,4fca761c-e2de-407b-93b1-44c87d031023,c5,c4,27,?,?,surb={'id': '337ea3e3-1f38-4c6c-b78a-5b579df789da', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c5']}
1769443609.65176,RECEIVED,912d383f-d4cb-4b50-84c4-197750c854ff,b71f18e6-36fd-4bb2-ac54-786af09462c0,c1,c5,27,p2,?,surb={'id': 'e851c5f3-3a06-489e-bc19-2ca399ff1c52', 'route': ['p2', 'e7', 'i8', 'x7', 'p1', 'c1']}
1769443609.7498314,RECEIVED,973926bd-674d-4079-a3b1-baba0d7b4a6b,8eab2e20-eddf-43ac-907b-8e1c6ce8abd4,c1,c5,27,p2,?,surb={'id': '8fcc245d-7dd7-4766-b5d2-5a286eeae3b5', 'route': ['p2', 'e5', 'i12', 'x11', 'p1', 'c1']}
1769443609.8433814,RECEIVED,a72ec2b3-ad36-4b90-b7dd-cfea6a094f7e,cb0293cd-2e8d-45de-88b9-902e3101f987,c2,c5,27,p2,?,surb={'id': 'b6fdbc17-ce80-4d6b-a5c3-320ce01190d5', 'route': ['p2', 'e4', 'i7', 'x7', 'p2', 'c2']}
