timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443271.8810942,RECEIVED,c642f65c-1f87-498a-90c1-56c43fb0f61a,42b08e1f-160f-43ac-b36f-fef1111315bb,c4,c5,26,p2,?,surb={'id': '3cb07e30-5e0f-420d-a5aa-0b8e18b182d3', 'route': ['p2', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769443271.984881,RECEIVED,0650d915-e34d-4922-b32a-310391ff5e58,f00b3bf2-6268-42ab-9c21-c7a371d2474b,c2,c5,25,p2,?,surb={'id': '6cfe631c-ae36-4f63-b247-7d88468dcf16', 'route': ['p2', 'e12', 'i4', 'x6', 'p2', 'c2']}
1769443272.0447953,RECEIVED,2f3b62a2-c7b4-46fd-b3f7-e5e1f24cc312,15da238d-4a4e-4419-8ec4-4fd64e20ce0a,c2,c5,27,p2,?,surb={'id': '9fea7e4e-3967-457e-b3e6-104204b62e8d', 'route': ['p2', 'e6', 'i7', 'x4', 'p2', 'c2']}
1769443272.133082,SENT,6cb8eecd-3d1b-4c43-9cad-167b81d33b41,c95f71d6-caf5-48f7-89bd-602abaf388aa,c5,c4,3398,?,p2,
1769443272.1332176,CREATED,c61ab3d1-bb25-495e-91a2-74786dc9dcbf,bd0aa435-a8e9-4de2-b035-ed1c685c04e6,c5,c4,27,?,?,surb={'id': '90b17f00-e4c3-4eb5-a319-56fbd0aba76b', 'route': ['p1', 'e3', 'i11', 'x12', 'p2', 'c5']}
1769443272.2519882,RECEIVED,d0dc220a-e8c7-4dfe-8d0d-25ba03e1bad2,0c380be8-35d9-49cb-bd08-4723d849d969,c2,c5,27,p2,?,surb={'id': '8dac52c0-f662-437f-9127-3b651394b9ce', 'route': ['p2', 'e7', 'i12', 'x2', 'p2', 'c2']}
1769443272.2808664,RECEIVED,7f4993ab-e418-42cb-acff-7ac18722a559,98952d49-63a4-4983-b776-62df35b23f6f,c2,c5,27,p2,?,surb={'id': 'cfe4f946-7d8d-46d5-883a-470afe9d9c46', 'route': ['p2', 'e3', 'i2', 'x9', 'p2', 'c2']}
1769443272.2911668,SENT,097188d0-22d2-414b-a872-62f18cce9a68,8293c776-edc9-496f-a936-a55eb88adbf9,c5,c4,3389,?,p2,
1769443272.291303,CREATED,46b21228-b666-4dee-b5e1-e29213db6838,3b4eda01-40e5-4d90-9363-610da743bfec,c5,c4,27,?,?,surb={'id': '34aeb244-7402-4ef8-9200-6aca12fa72f9', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769443272.3303607,RECEIVED,7483059a-675a-4cfd-a3d8-e5cd13e7c9f8,4a8093d3-1206-4b64-b506-6a0d2507ef68,c4,c5,27,p2,?,surb={'id': '233e14ba-bc59-4c81-80f5-dc450b37f869', 'route': ['p2', 'e12', 'i2', 'x9', 'p1', 'c4']}
1769443272.451915,RECEIVED,aa0b01aa-36b9-4ecf-89bc-968642b3f8ed,0e64eeb7-186a-48d6-96f1-dffee2f51628,c2,c5,26,p2,?,surb={'id': 'b14d99bd-4ef1-4ac7-b3cc-6f39fa7d1b3a', 'route': ['p2', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769443272.6202855,RECEIVED,4be1a83f-db1c-4706-91f3-5e24dee15e15,2967abc9-5816-4a3a-80dc-b1e42430d322,c1,c5,27,p2,?,surb={'id': 'c74a1d1b-5056-48e6-8026-d17c2217dcc2', 'route': ['p2', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769443272.7794044,RECEIVED,33617485-0203-43e2-ba7e-0291498a8364,51935d7c-2205-4388-a85b-d75e92843706,c4,c5,27,p2,?,surb={'id': 'f328c8cd-27f4-49d2-8709-e343101daf3e', 'route': ['p2', 'e5', 'i1', 'x3', 'p1', 'c4']}
1769443272.8984025,RECEIVED,c82c00af-71a3-4f33-9f6e-7d26c300adb5,c5eca01b-a507-4f6d-b4ca-9c112cce1c71,c2,c5,27,p2,?,surb={'id': 'dee43455-a449-420b-89e4-53365f4a27f1', 'route': ['p2', 'e11', 'i8', 'x9', 'p2', 'c2']}
1769443272.9148068,RECEIVED,989396c4-04c2-4478-8415-03cea13bc898,53c2c06d-9f73-4887-9c99-9264b8a6a96d,c1,c5,27,p2,?,surb={'id': 'f7b136db-665f-41b0-8cd7-05b9a86fb460', 'route': ['p2', 'e10', 'i7', 'x9', 'p1', 'c1']}
1769443273.0176656,RECEIVED,37704ce3-d021-4d5f-9c2b-cc854208a7c5,c04bc7d8-fb4e-4da1-bf65-66fac6813a75,c2,c5,27,p2,?,surb={'id': '7d341b20-d196-4140-a94f-f1a0fc7a177c', 'route': ['p2', 'e12', 'i3', 'x7', 'p2', 'c2']}
1769443273.0473812,RECEIVED,3d53d83c-a641-4326-bb39-80e08893b5dd,372ff43c-2090-4fcd-b8f9-15d82107d492,c1,c5,27,p2,?,surb={'id': '9dd8ebaa-1dd1-48f6-b32d-bbf9c9938087', 'route': ['p2', 'e9', 'i8', 'x5', 'p1', 'c1']}
1769443273.2095733,RECEIVED,118e38c8-ba3a-473d-8aef-098e00fd724e,a9732e18-5acd-4716-a1e3-03a8b8cd1d70,c1,c5,27,p2,?,surb={'id': 'd8e6bd39-ad5a-443a-afe3-76638f6da60a', 'route': ['p2', 'e2', 'i7', 'x10', 'p1', 'c1']}
1769443273.2246091,RECEIVED,6279c510-3dc5-4744-98af-e2b83f68cffd,6bcd3995-e501-47c5-aea8-b15c2cfcb512,c4,c5,26,p2,?,surb={'id': 'e238d2e5-a4b9-4b58-95df-b3ecb35c2280', 'route': ['p2', 'e6', 'i12', 'x6', 'p1', 'c4']}
1769443273.2534206,RECEIVED,46174f4f-7884-44f4-8558-a087a73e3b1b,7b455619-f005-40c2-a1de-5c9895877513,c4,c5,27,p2,?,surb={'id': '91affd0a-7990-4a04-9f0e-c8217fa0fc57', 'route': ['p2', 'e3', 'i2', 'x12', 'p1', 'c4']}
1769443273.2685413,RECEIVED,670b0bcd-e738-4554-b560-97df8aacb5cd,d6d78629-9816-407c-89e3-e97a658b6db1,c4,c5,27,p2,?,surb={'id': 'ccb84173-2050-4fd5-a5fc-feea486e0ffd', 'route': ['p2', 'e3', 'i10', 'x1', 'p1', 'c4']}
1769443273.503693,RECEIVED,118c52fa-e340-42f4-b0f0-ce3ea472a44c,bceae004-71fc-4d9d-a8b9-5fc246a8039d,c2,c5,27,p2,?,surb={'id': '8e18a402-c057-4988-a8cd-f563edd1234a', 'route': ['p2', 'e6', 'i2', 'x7', 'p2', 'c2']}
1769443273.6328604,SENT,8e59335d-cf5c-4912-bc69-1c4283697a07,29032e6f-7d6a-402d-b21d-47f0e00ffecb,c5,c4,3387,?,p2,
1769443273.6330812,CREATED,c4b1bf81-7d1a-4052-9d09-06f201dbbcf9,46517a3f-becc-40e0-a227-4aab6288c13c,c5,c4,27,?,?,surb={'id': '29d50154-a13f-4b51-acf6-8228394e4768', 'route': ['p1', 'e3', 'i5', 'x2', 'p2', 'c5']}
1769443273.6544645,SENT,adaccb5b-71ae-44b0-aa35-a4a337cda105,67ff9cc0-68ed-4acb-8ac8-3480f4ccd439,c5,c4,3395,?,p2,
1769443273.6546023,CREATED,fba1b230-2633-477e-ac41-12844bc88be6,770caae7-afdd-4959-84b0-6f38e37c8ccc,c5,c4,27,?,?,surb={'id': '947c3458-8ea1-45d7-95ee-ed0a66434e36', 'route': ['p1', 'e5', 'i1', 'x11', 'p2', 'c5']}
1769443273.756395,RECEIVED,f0fffd3c-94d7-47f7-8e4a-dd10f26755d0,1e1231c7-975e-47b4-8629-7e04954aafe1,c4,c5,26,p2,?,surb={'id': '4bccba98-b940-4b2b-83d2-789318eae1a1', 'route': ['p2', 'e3', 'i5', 'x11', 'p1', 'c4']}
1769443273.759838,RECEIVED,7835962a-ac83-41e4-a8f0-3de888865880,ccd56c76-078e-45bb-83d4-3408da2ac0bc,c2,c5,27,p2,?,surb={'id': '17b757a3-665b-4190-9d87-de30fb5e4f1c', 'route': ['p2', 'e11', 'i1', 'x10', 'p2', 'c2']}
1769443273.8229687,SENT,3c2eeb25-27ac-430c-8eaa-57156c3068b4,ead9fe6f-0219-4f77-9e7a-238db77c21b6,c5,c4,3379,?,p2,
1769443273.8231456,CREATED,690c5b38-583e-48b6-9502-732b7fa90f44,10f99b32-6a0c-4e93-bcac-ad35fa1fb118,c5,c4,27,?,?,surb={'id': '70ad5d8a-7a78-40b9-80b5-311db35f364a', 'route': ['p1', 'e5', 'i8', 'x2', 'p2', 'c5']}
1769443273.9404378,RECEIVED,651da73d-d7b6-4fe1-ad93-efdb76f8b4ef,4e64c2e6-28c4-434f-a3ad-e4a47b9732ae,c2,c5,27,p2,?,surb={'id': '8304ab3f-14ff-4aea-85e1-d4176fddcab7', 'route': ['p2', 'e11', 'i4', 'x10', 'p2', 'c2']}
1769443274.2448318,RECEIVED,284ecf73-c0e9-46d0-86db-45d5ce6c264f,d1ad81f7-eaa9-4853-9694-64867da0738d,c2,c5,27,p2,?,surb={'id': '6c965ca5-806b-496b-b948-06d44aeaa5c2', 'route': ['p2', 'e10', 'i11', 'x9', 'p2', 'c2']}
1769443274.2544816,RECEIVED,15d15d89-fa52-4e54-bd6e-e333d431aa01,a65a0e00-2056-4141-b310-a8691d4e6bff,c4,c5,27,p2,?,surb={'id': 'b72fbd6a-33e1-4384-8082-f7cd4801e894', 'route': ['p2', 'e8', 'i3', 'x6', 'p1', 'c4']}
1769443274.492617,RECEIVED,c670f6e2-2a0e-4137-832c-5168e6c1901d,be9f7e90-0627-44b8-8f0a-6b700de50562,c2,c5,27,p2,?,surb={'id': '0180f0b4-1790-4739-bbdc-53be63e9f169', 'route': ['p2', 'e6', 'i2', 'x3', 'p2', 'c2']}
1769443274.5304909,SENT,2515c48a-b682-4637-8c71-5acbf252642c,bd88a30f-e577-4981-bb77-2f78fa9d53d3,c5,c4,3368,?,p2,
1769443274.5306635,CREATED,ea6a69c2-48bf-4136-bba4-9360dc7791fe,8d46ee6c-d05c-4cea-935d-018e6bf0d75e,c5,c4,27,?,?,surb={'id': '6d47d179-9e4b-4642-ae7d-66ec07fb9575', 'route': ['p1', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769443274.5578804,RECEIVED,061d5f6c-51ac-474b-bd70-a2e51bf1df32,9fc4b22d-46bb-4017-9e85-c037a701a274,c4,c5,27,p2,?,surb={'id': '76f77b5f-dd07-4f5e-bd71-3220b589d671', 'route': ['p2', 'e8', 'i11', 'x9', 'p1', 'c4']}
1769443274.5993993,RECEIVED,04016399-3ea7-4e16-ba30-d87cf3bc0753,bac161d3-095c-44ca-8e37-490ba8809f42,c1,c5,27,p2,?,surb={'id': '655d496f-6fc0-4d06-aec4-a2daf9d5bdb9', 'route': ['p2', 'e4', 'i2', 'x11', 'p1', 'c1']}
1769443274.6211424,RECEIVED,8c6e7d81-ab2f-4dd5-b8a1-1af7a8f7f2f2,30c228cb-6b64-498f-af1c-1fcd32806dc9,c2,c5,27,p2,?,surb={'id': '3ebfb3b8-6063-417e-9474-73d91280d210', 'route': ['p2', 'e5', 'i9', 'x5', 'p2', 'c2']}
1769443274.797803,RECEIVED,66ba0403-fab9-4b5e-9e04-0fd22917bf6f,71cac104-ccef-4cf2-878a-ce6f22a2813f,c1,c5,27,p2,?,surb={'id': '08fb8ab9-d56b-4e52-ba70-1ccbf95ae6f5', 'route': ['p2', 'e3', 'i12', 'x12', 'p1', 'c1']}
1769443274.8906846,SENT,20d3226c-45fc-4bb8-b836-fcc2c3b11db7,4a6a1688-8c08-4e1b-89a0-835eae0b14fe,c5,c4,3381,?,p2,
1769443274.8908498,CREATED,fabc2a37-ce6a-45e4-84d6-ffc4b3777aa7,af27fb16-3f7c-4abf-a0f7-49782e2c2757,c5,c4,27,?,?,surb={'id': '767f7331-fd50-4024-a0a8-a2c3ac65d7df', 'route': ['p1', 'e12', 'i1', 'x10', 'p2', 'c5']}
1769443274.946554,RECEIVED,a6250175-694c-412f-b2a2-4621ec678366,cebaa307-b98d-4843-be7f-bb14848238cc,c2,c5,27,p2,?,surb={'id': '2711aaf5-b1e7-485c-a030-4f239a611a14', 'route': ['p2', 'e5', 'i6', 'x4', 'p2', 'c2']}
1769443275.1596124,RECEIVED,c3648c72-a87d-4a5c-992f-f0117b3af72a,7df0889b-7915-4173-9ca4-200e2b45d40f,c4,c5,27,p2,?,surb={'id': '5f87915f-d507-48c1-8879-7baa7be1e80b', 'route': ['p2', 'e10', 'i6', 'x9', 'p1', 'c4']}
1769443275.3253977,RECEIVED,f2a0d731-ab53-4875-845d-0f1772567284,65a76283-b723-4b63-b2bc-66ae7e47260b,c4,c5,27,p2,?,surb={'id': '1340d47a-5957-4b71-ba87-fe2beec01b38', 'route': ['p2', 'e2', 'i11', 'x10', 'p1', 'c4']}
1769443275.4624434,RECEIVED,e5d48cba-9efd-4eb1-9500-cfe8497f6130,d7c9b9e1-7432-4841-abcf-bd387b9ce130,c2,c5,27,p2,?,surb={'id': 'a792449d-19c7-4eed-a7d2-b93b704670b9', 'route': ['p2', 'e6', 'i11', 'x8', 'p2', 'c2']}
1769443275.55287,RECEIVED,f0de13e4-7f79-4714-afda-d5edf8b8c8ee,3a49fb24-e02a-40be-954b-ff89c655aeca,c2,c5,27,p2,?,surb={'id': 'c2ebf509-ef64-432e-9ef1-c2264ad53d41', 'route': ['p2', 'e5', 'i2', 'x11', 'p2', 'c2']}
1769443275.6002402,RECEIVED,8de26f0a-a0b6-4552-bd11-4cbf1e0d9ec1,9e456630-1063-45a9-af2e-2f231eb088c5,c1,c5,27,p2,?,surb={'id': 'fd0bd2f7-7bfd-453d-aec8-5dad0126fa42', 'route': ['p2', 'e2', 'i3', 'x9', 'p1', 'c1']}
1769443275.6478338,RECEIVED,7adecafe-4d96-4538-97e3-a06de9737471,fdee1266-9fa2-44fb-b856-5e8b63de27e2,c2,c5,27,p2,?,surb={'id': '98366ea5-8309-46b3-a4c7-f84f448055ed', 'route': ['p2', 'e6', 'i4', 'x10', 'p2', 'c2']}
1769443275.9464595,RECEIVED,d71c1f02-b108-40f2-a25e-21cba0231646,1a9341ab-f94f-4dfd-8027-d5f06cfcb82b,c2,c5,27,p2,?,surb={'id': '5cefe344-b0fa-497a-ac92-cc0b41170c80', 'route': ['p2', 'e12', 'i6', 'x7', 'p2', 'c2']}
1769443276.0259368,RECEIVED,d03ce247-7254-46e6-92e0-c434780b9d3d,ccb521d9-20f0-4993-a381-5ff0dc19dcc7,c1,c5,26,p2,?,surb={'id': '055cd85a-c70c-4b00-87d9-700c2b12d068', 'route': ['p2', 'e8', 'i12', 'x12', 'p1', 'c1']}
1769443276.1077876,RECEIVED,c6725c4c-a464-4fa4-9beb-ee489b74fb5c,bea3c809-0541-400a-89d3-d7d196ac5883,c4,c5,27,p2,?,surb={'id': 'e5918cbc-5180-4c7f-84c5-d5589d67e03e', 'route': ['p2', 'e7', 'i3', 'x10', 'p1', 'c4']}
1769443276.1183424,RECEIVED,a9e2af72-da02-4abb-a1ea-f27bd97a7a17,c0e0f2d5-34a0-4cba-a593-2ae749352f70,c2,c5,27,p2,?,surb={'id': '75769f01-3676-40fd-ae3d-6cc2ffd1db16', 'route': ['p2', 'e5', 'i10', 'x1', 'p2', 'c2']}
1769443276.1649072,RECEIVED,6afbb450-2019-4a50-9a20-9d734c12501b,0639bc28-f820-489e-9c5c-f37e2ebd64de,c4,c5,27,p2,?,surb={'id': 'f7dac4a2-1a47-4d73-a324-4d12fcb89c08', 'route': ['p2', 'e7', 'i9', 'x7', 'p1', 'c4']}
1769443276.2293994,RECEIVED,488989dc-3ee2-4133-abe7-a55cce99cfa6,f724d02e-9162-44c9-a279-8dd10c160336,c1,c5,26,p2,?,surb={'id': 'e5587c80-bcfd-4684-98ca-bdfcaf03e20c', 'route': ['p2', 'e8', 'i2', 'x4', 'p1', 'c1']}
1769443276.4417195,RECEIVED,289fbfe1-dfb9-4a39-b859-21f5c259ca50,c6517392-cba4-43c3-912b-207ec5ef15fd,c1,c5,26,p2,?,surb={'id': 'afa54484-30df-4484-b73b-50937822b950', 'route': ['p2', 'e9', 'i1', 'x3', 'p1', 'c1']}
1769443276.8079586,SENT,716a0d60-cac4-45ec-80c7-f7ee7f6a8cb1,d819fac5-92a1-4b40-86c4-5dd3c3dc6bc7,c5,c4,3383,?,p2,
1769443276.8081353,CREATED,0f15e333-dffd-4ae4-84b8-9fd6e5a9f24d,c254ac6c-0e0f-45f5-b85b-e0371bd3b743,c5,c4,27,?,?,surb={'id': '404a500f-b44d-4dba-99c5-702ab9347daa', 'route': ['p1', 'e2', 'i2', 'x5', 'p2', 'c5']}
1769443276.9392638,RECEIVED,0c81348c-32da-4df0-94b9-e22bd1647a5f,2db4d043-8f05-4c80-8ecb-74091ecd6df7,c1,c5,27,p2,?,surb={'id': '453a5abe-61cd-44c2-9671-54e3909b98b7', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c1']}
1769443276.9608996,RECEIVED,63fbc643-7be5-4fb3-866d-202244881849,f19e10c2-8363-4d88-983a-29e9b2a54039,c4,c5,27,p2,?,surb={'id': '3d71876e-7029-4242-ab14-77e52b98f599', 'route': ['p2', 'e1', 'i6', 'x9', 'p1', 'c4']}
1769443276.9684725,SENT,2ea6fa10-6758-40c1-8697-906567c1cfe8,e1a39b07-2d85-42d4-9e05-480ec7c83ab0,c5,c4,3374,?,p2,
1769443276.9686248,CREATED,e08d741e-e937-4e2c-9293-63b322cee988,f910b510-813b-46e4-a973-480bf25a6658,c5,c4,26,?,?,surb={'id': 'adb48635-9daf-46ca-a4d0-7f7c7afd54a5', 'route': ['p1', 'e9', 'i5', 'x6', 'p2', 'c5']}
1769443276.9766405,RECEIVED,bec5dbc0-3182-4e1a-b9b3-714e9508dc52,9aeb3803-c163-4a13-8219-27fabea48937,c4,c5,27,p2,?,surb={'id': 'bcf0ec39-d0c3-4902-b0fa-c5322abd7c0c', 'route': ['p2', 'e3', 'i5', 'x10', 'p1', 'c4']}
1769443277.0077443,RECEIVED,51f05219-f11c-41cc-834b-2dd28ac136ea,4fade348-38e9-4c43-9a4d-c6b2aa2cf0d8,c2,c5,27,p2,?,surb={'id': '62195e7f-5f53-4b8e-8263-4ab2abbb4df1', 'route': ['p2', 'e10', 'i12', 'x9', 'p2', 'c2']}
1769443277.0175197,RECEIVED,ab11b0e8-ee25-4466-8820-1e83d725bb82,a4b6f136-e4ef-4a93-99d4-f8d3e25099fb,c4,c5,26,p2,?,surb={'id': '65b4b5df-4169-41af-9389-3e6e1cadb213', 'route': ['p2', 'e2', 'i9', 'x6', 'p1', 'c4']}
1769443277.040454,SENT,919d8f04-7d23-4776-8a84-b6b535ab78c6,8ad9e2f8-2082-496e-ad98-23498bc071a8,c5,c4,3395,?,p2,
1769443277.040607,CREATED,3bc610a0-da03-430f-8d3b-63134ed82956,c005916f-904e-4f17-bd4c-55308f86f2a2,c5,c4,27,?,?,surb={'id': '1b2f5ae1-1d5c-4fb0-9a83-b35a9badb8f7', 'route': ['p1', 'e1', 'i11', 'x7', 'p2', 'c5']}
1769443277.08019,SENT,c3686fd4-a3ad-40f8-b3b0-a4682f3233ac,15c2f7b4-3482-4108-b5a5-5fb5db0d283b,c5,c4,3412,?,p2,
1769443277.08046,CREATED,16860450-6f4c-403d-a8f7-3ed894bb5489,59995e9e-4e91-46f7-a3e4-7cfa588d892d,c5,c4,27,?,?,surb={'id': '1586b647-2afd-40b4-bb63-c4f040c8db7a', 'route': ['p1', 'e7', 'i10', 'x8', 'p2', 'c5']}
1769443277.0827706,RECEIVED,c5b01191-7b5e-4bdc-a87d-1a795e154c5e,98997fdf-9644-4f77-9c2c-6e1511b2b8d7,c4,c5,26,p2,?,surb={'id': '9c3eb715-6519-4db5-a406-8ff59dd61502', 'route': ['p2', 'e8', 'i10', 'x10', 'p1', 'c4']}
1769443277.1095867,RECEIVED,eeb4f5d6-2ad9-4107-9857-93c4fcd73b80,f544f928-5b3e-4d95-8b5c-e1d327733b7e,c4,c5,27,p2,?,surb={'id': '77032ed7-05dd-4d67-b152-eaea6a1e53c7', 'route': ['p2', 'e4', 'i10', 'x1', 'p1', 'c4']}
1769443277.4251223,RECEIVED,0d3d6a13-14e7-4e38-962a-f9c4f2f7b190,0f497706-228d-4033-ad45-c5ec739f218a,c4,c5,26,p2,?,surb={'id': '4dc64428-e63c-4a8b-8081-b19689957f93', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769443277.7276676,SENT,c397c7b8-a15a-49b6-bcc2-9882ccea41b3,62be6bc8-bf3b-4a0f-aa74-8ec738677ed1,c5,c4,3389,?,p2,
1769443277.7278078,CREATED,193b89fd-96e2-4dc2-89ca-f0bffa44cf63,d9356166-c132-4eda-80d5-fc114282e8a7,c5,c4,26,?,?,surb={'id': 'f4bab075-6df9-41ce-9c94-a95c33f5bc32', 'route': ['p1', 'e11', 'i2', 'x2', 'p2', 'c5']}
1769443277.7405057,RECEIVED,603127f6-3180-46ff-8585-d7c24c602b8a,be64df9a-3a77-4be6-9c20-0c9471ec96dd,c1,c5,27,p2,?,surb={'id': '126c503a-8726-41bc-b5cd-99efbf8694ec', 'route': ['p2', 'e8', 'i4', 'x7', 'p1', 'c1']}
1769443277.7755747,RECEIVED,267739bb-a320-4386-b63e-03a25fbafa41,aa8f27ac-6722-4ef3-b0dc-4321e4008ebd,c2,c5,27,p2,?,surb={'id': '448320e4-b66e-4761-ae9e-e05d4caaa326', 'route': ['p2', 'e1', 'i10', 'x8', 'p2', 'c2']}
1769443277.8415217,RECEIVED,24f46eb5-8e97-47a4-b693-3e1b41da56c8,566ee152-6c8d-4444-898f-551e39aee99f,c4,c5,27,p2,?,surb={'id': 'b02b618d-b98d-4df4-9d20-3f060772f89e', 'route': ['p2', 'e12', 'i6', 'x11', 'p1', 'c4']}
1769443277.876422,RECEIVED,e58aed3d-064c-45a2-8608-279a6696c0c4,e325a8c3-37c6-4a81-84ce-d9cde2cab749,c4,c5,26,p2,?,surb={'id': '1955ee76-b4c8-4ecc-bc54-f45f931903c2', 'route': ['p2', 'e6', 'i8', 'x8', 'p1', 'c4']}
1769443277.8994484,RECEIVED,087b5457-fef8-43f3-bb65-3957297701e7,3a9f1397-4939-4553-bec1-58121a8ecc2d,c1,c5,26,p2,?,surb={'id': 'f9edf389-e0f7-496d-b107-15de3aca32e1', 'route': ['p2', 'e11', 'i2', 'x7', 'p1', 'c1']}
1769443278.1181853,RECEIVED,862dafcd-ce3f-49a8-be09-b09a8c26ca7a,ef5fc42d-88aa-4986-a3b8-eb83675bd83b,c2,c5,27,p2,?,surb={'id': '98f463b4-49b7-4553-a3e4-f85239718569', 'route': ['p2', 'e12', 'i12', 'x5', 'p2', 'c2']}
1769443278.1334705,RECEIVED,58e7c273-c64c-4188-8e5d-7f94a1006aad,607cbde2-7239-4a3d-afc1-61133b8470cd,c1,c5,27,p2,?,surb={'id': 'bc335428-1fdc-43c7-8103-1ca21b598301', 'route': ['p2', 'e1', 'i5', 'x2', 'p1', 'c1']}
1769443278.2797265,RECEIVED,67af629d-76e6-44ad-8df1-ec792af913ac,c046dda3-3466-4c25-8837-69882f830223,c2,c5,27,p2,?,surb={'id': '90f9aef6-33b9-4f9c-b7b1-63841d05a452', 'route': ['p2', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769443278.309109,RECEIVED,a0b14f24-6612-4423-9f9d-fa6b255577ea,24899c6d-2854-4072-a4a0-789fedb43dbb,c1,c5,27,p2,?,surb={'id': '9453cd6e-015e-4b8f-bb39-8a10e86beb2e', 'route': ['p2', 'e11', 'i12', 'x6', 'p1', 'c1']}
1769443278.3617053,RECEIVED,0d9abce2-36b7-4c4d-a256-5727bcb6d5c1,b8535dc9-d8aa-458b-b332-6afaf8c9f414,c2,c5,26,p2,?,surb={'id': '34db3be6-bb57-46e7-b9ca-13528c2e3410', 'route': ['p2', 'e9', 'i8', 'x8', 'p2', 'c2']}
1769443278.513855,RECEIVED,550623b9-92db-4a97-8e4f-f7627be9f24c,52eb4647-fde8-48bf-9074-06f15ac587e9,c2,c5,27,p2,?,surb={'id': 'bf13b650-1efb-4a9c-b0fd-524855a64874', 'route': ['p2', 'e4', 'i5', 'x3', 'p2', 'c2']}
1769443278.6199224,RECEIVED,5f4cf92d-b2bd-49e4-afe2-e782a9aa76f1,93a57e1f-8d98-4eca-890e-5a5c878a7288,c2,c5,27,p2,?,surb={'id': '3bdda067-955f-41c4-9ef9-9afda536e231', 'route': ['p2', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769443278.7960298,RECEIVED,ad6c9ee5-d009-42be-9bfa-eb2251b0483c,2fcc1d84-5008-4653-ae92-d85f9192f02e,c1,c5,27,p2,?,surb={'id': '36c5324c-bbba-460e-ad48-ff6594d4e4ed', 'route': ['p2', 'e4', 'i1', 'x8', 'p1', 'c1']}
1769443278.9407675,RECEIVED,b1b061b5-d62b-4c6a-8a6c-1c821fc79111,bc715970-4f2c-4257-815e-0686c4d4a72f,c4,c5,27,p2,?,surb={'id': '061c655a-6707-4d28-bf93-9f9e14d8f151', 'route': ['p2', 'e3', 'i7', 'x9', 'p1', 'c4']}
1769443278.9712923,RECEIVED,28eb6698-5005-4b02-9a58-aca81f36eb08,db5fc6c7-e307-4d9c-9974-05812e8633b1,c2,c5,27,p2,?,surb={'id': '7dbcb27c-8118-49e3-aba6-75aa693dbef3', 'route': ['p2', 'e3', 'i2', 'x4', 'p2', 'c2']}
1769443279.1482873,SENT,6f1b05b9-fc22-47dd-be42-11b1751d2a6a,03b69d80-fc78-4abb-93c1-d49dce0dfcf8,c5,c4,3400,?,p2,
1769443279.1484332,CREATED,4278d2e1-b483-41a4-b83e-edf3b9317eee,27720f2c-d60b-4604-a8dc-0c97e0f4994a,c5,c4,27,?,?,surb={'id': '334012d4-f011-42ee-b4a7-a7b7fac23782', 'route': ['p1', 'e8', 'i2', 'x12', 'p2', 'c5']}
1769443279.246368,RECEIVED,8401dabd-77fb-4abf-a9c6-0e368fcb557c,5c2b84be-b36a-413a-823e-c9576de3fb3e,c1,c5,27,p2,?,surb={'id': '01668065-098a-4a62-baa1-2f9eb55d33c4', 'route': ['p2', 'e12', 'i9', 'x5', 'p1', 'c1']}
1769443279.3238304,RECEIVED,3169b265-762b-453f-918a-c8218cb8a1e8,ebb87e26-631c-435d-b4b0-73332b0515fd,c2,c5,27,p2,?,surb={'id': 'fbcceaef-711d-48c0-a55a-551d91a1e0eb', 'route': ['p2', 'e11', 'i3', 'x6', 'p2', 'c2']}
1769443279.3385468,RECEIVED,ebef819e-87a5-4a9f-88dd-530d4e6c8599,28e1fbc8-cb4b-4e4f-a9ee-102d43c9607d,c4,c5,26,p2,?,surb={'id': 'b10b4421-8993-4255-bb9e-180b4ef6d56f', 'route': ['p2', 'e7', 'i2', 'x6', 'p1', 'c4']}
1769443279.5896578,RECEIVED,041cdd42-56ff-4a85-aa1a-7ca439580d18,fb0bea5c-c3e8-42b0-9849-b8c7c68e3617,c4,c5,27,p2,?,surb={'id': '1661d4bf-717b-4925-bfc5-b728e66a32a6', 'route': ['p2', 'e8', 'i8', 'x5', 'p1', 'c4']}
1769443279.7246602,RECEIVED,78ebe3da-292f-465a-ad0e-a0d611767dae,786019af-5653-4db0-b14b-5290d96ea98b,c1,c5,27,p2,?,surb={'id': '53effc36-5360-4600-a4e8-f3713da384ad', 'route': ['p2', 'e4', 'i8', 'x6', 'p1', 'c1']}
1769443279.7869318,RECEIVED,f4f8e392-337d-4770-a8a9-bc782ca5ffc0,6a8439ec-d7bc-4d3f-8667-60a613794a19,c2,c5,27,p2,?,surb={'id': '6f2dbe43-eab0-438d-b4c7-0d39d9c454ca', 'route': ['p2', 'e1', 'i10', 'x7', 'p2', 'c2']}
