timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769443600.4564567,SENT,e971649b-c028-4d41-a4fd-0b05b020e0f2,4b521fd3-61a5-4916-bdd4-9100305f2e7d,c2,c5,3391,?,p2,
1769443600.4565558,CREATED,567385d2-5475-46ab-8b3a-2938e5d99743,80e8dd88-7163-4f9c-9ae2-e372485f8860,c2,c5,27,?,?,surb={'id': 'a63cf627-560c-48aa-9551-9e8ce1f12917', 'route': ['p2', 'e2', 'i11', 'x10', 'p2', 'c2']}
1769443600.585493,RECEIVED,f742f4f4-bcc7-49b0-8743-083168484388,513e5159-e344-4adb-a065-c3a0dc6f51e9,c3,c2,26,p2,?,surb={'id': '30c9cb2a-a8cb-4b61-8faa-c1884a4e9d0a', 'route': ['p2', 'e11', 'i3', 'x8', 'p3', 'c3']}
1769443600.6921663,SENT,84f563f6-ebbe-4972-9b8f-1d71cd5ca137,af4a7ef0-62ae-43fb-80a0-6065e5756241,c2,c5,3387,?,p2,
1769443600.6922808,CREATED,264ec4ac-531e-4b13-8f1d-e8d2db9a1f24,0924692d-6ae8-46d0-9f35-216f196f369d,c2,c5,27,?,?,surb={'id': '97643087-8628-45da-ad3c-568babb1519a', 'route': ['p2', 'e12', 'i8', 'x2', 'p2', 'c2']}
1769443600.8622336,SENT,6a3bc175-fbc1-4b00-b92b-90396f5ac9a8,8e333092-182b-4b38-8894-c44f0b0e0a52,c2,c5,3371,?,p2,
1769443600.8623836,CREATED,f9629748-a8c0-4a25-bf7e-2f12b42a9c20,09aa8fe1-c57e-4e88-93aa-b6db1dea53d8,c2,c5,27,?,?,surb={'id': '92b48ac3-ba74-4d57-9a38-d21ebab151cb', 'route': ['p2', 'e4', 'i2', 'x11', 'p2', 'c2']}
1769443601.0451086,RECEIVED,2884a647-f1fb-4903-bd35-d2be3657d3bf,033ec047-c0d8-4a33-a85a-8a8b2e2a6683,c3,c2,27,p2,?,surb={'id': 'a5b09452-8691-49b1-bd2c-c8b3c2984ead', 'route': ['p2', 'e2', 'i9', 'x3', 'p3', 'c3']}
1769443601.272503,RECEIVED,8bdc843b-09f0-43ad-b56f-ecbd237604f1,0b04513d-a9e8-4781-bc10-1cddae5e4baa,c3,c2,27,p2,?,surb={'id': '4c7cd08e-1446-4456-826b-97abc3ce79e8', 'route': ['p2', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769443601.5285861,RECEIVED,917d3629-5c7c-44de-ac51-054882489c72,4ddd925b-9525-421e-bae2-3c27997a02e7,c3,c2,26,p2,?,surb={'id': 'f7152a74-3f29-47fa-a98c-1dfd3ac0717c', 'route': ['p2', 'e12', 'i8', 'x5', 'p3', 'c3']}
1769443601.5475001,RECEIVED,ad373be0-cb64-43ae-94da-88ce35e78ac9,1b9d0fed-1167-4165-8f3e-e2b034fbe45e,c3,c2,27,p2,?,surb={'id': '7f90cc71-9c46-4991-8c30-d28dac2db607', 'route': ['p2', 'e7', 'i8', 'x4', 'p3', 'c3']}
1769443601.5619714,SENT,503545d7-061f-4a6d-907e-921ffa83b9a3,e065e1de-577a-4086-958f-a308d610293f,c2,c5,3366,?,p2,
1769443601.5620887,CREATED,838ece1e-afca-40b2-b75f-73b9f966b2a8,7f89d90a-0413-42e0-b64f-70ca19ef5b13,c2,c5,27,?,?,surb={'id': '79a3719c-2db5-4e2e-b487-9d44161b3466', 'route': ['p2', 'e9', 'i6', 'x10', 'p2', 'c2']}
1769443601.6345816,SENT,a013a315-5180-4a84-bfcf-72300a1b4127,ad1b3365-5dae-4a1c-b81a-05f200127879,c2,c5,3392,?,p2,
1769443601.634672,CREATED,6c9b9a68-5f80-4a8b-b831-f80bfad3f289,0bfc3bde-22ee-4af3-a30e-01ec317e89e0,c2,c5,27,?,?,surb={'id': 'bcfb18ca-afd1-4870-9c09-03c96981e400', 'route': ['p2', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769443602.29527,RECEIVED,695689fd-b6ea-49c4-bf89-95df41122df7,a47517e0-c118-451d-9c83-397bc4ed1ed2,c3,c2,27,p2,?,surb={'id': 'cf5b3305-151b-48f0-b14f-9e480194f454', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769443602.3033257,RECEIVED,04650037-fd13-466e-ba4d-0dec9523a5d4,53bb99a3-f0c7-4e9a-80a4-660af0638e9f,c3,c2,25,p2,?,surb={'id': '0fa27b24-71e3-4d16-b37b-045e65016c37', 'route': ['p2', 'e6', 'i12', 'x6', 'p3', 'c3']}
1769443602.3808682,RECEIVED,9e79c31c-d1c7-4290-9b29-4671c98aab43,3e0815ea-673d-4059-b774-884b22070bd5,c3,c2,27,p2,?,surb={'id': 'b51cd7ef-3d23-4d60-a38b-98b392569585', 'route': ['p2', 'e2', 'i1', 'x11', 'p3', 'c3']}
1769443602.7476172,RECEIVED,3c581188-44ac-47ed-89f0-08c6a012ff87,f36eae5e-f5fa-47c9-a7ae-61578c51817e,c3,c2,27,p2,?,surb={'id': '8da7ff98-2cea-4205-b2f7-2dc62ec55aa8', 'route': ['p2', 'e4', 'i1', 'x4', 'p3', 'c3']}
1769443602.8634427,SENT,1543f001-3106-4212-b1e3-838fca2aa30a,66d9c3e8-33e1-4910-8485-f5ac0be98aff,c2,c5,3400,?,p2,
1769443602.863559,CREATED,740914cd-2d5c-41ad-b1fb-13a28bec6049,e5334996-7586-45bd-9f01-9868de0f4d25,c2,c5,27,?,?,surb={'id': '83932ede-a301-4fee-bc8a-fad526b2f314', 'route': ['p2', 'e11', 'i6', 'x3', 'p2', 'c2']}
1769443603.3060145,RECEIVED,715243c5-0dce-41da-9b9b-274764264fe5,062f3a4a-3549-4a16-85d3-20358e2931e3,c3,c2,27,p2,?,surb={'id': 'b5255b3b-f695-4d7c-9e92-b4853b50896e', 'route': ['p2', 'e6', 'i10', 'x11', 'p3', 'c3']}
1769443603.6174805,SENT,a8c46337-ddf8-4b0e-b4bd-2a91e2977345,406425df-953c-4eb0-8d0a-a4f07e1c5fbc,c2,c5,3371,?,p2,
1769443603.617589,CREATED,a1ee9ce1-cfcd-4e9d-9eb1-cfa3e4efa64e,c9aa4a6b-eb03-45f0-93d1-1c37407072a2,c2,c5,26,?,?,surb={'id': '6181d24e-bb0d-4fb9-9647-a2ddb59255a2', 'route': ['p2', 'e4', 'i8', 'x6', 'p2', 'c2']}
1769443603.7453358,RECEIVED,bdb11db0-7408-4300-9b09-856058f10c44,54166961-734a-49c7-9570-769ccc7597de,c3,c2,27,p2,?,surb={'id': '845f94f7-5c5d-493d-b497-3c720962042f', 'route': ['p2', 'e5', 'i3', 'x5', 'p3', 'c3']}
1769443603.8940144,RECEIVED,e2f8d9eb-4659-438a-9444-49d29fa8add7,5e6bcdfe-5af1-4dbf-aa04-532eef20b872,c3,c2,27,p2,?,surb={'id': '9410d0e1-16f9-454b-bf4e-023c9c175911', 'route': ['p2', 'e3', 'i11', 'x10', 'p3', 'c3']}
1769443604.1252496,RECEIVED,060e7ba2-a222-4033-90b0-429cbf795738,84c4bd3d-fa77-4893-8461-0b56d83a709a,c3,c2,27,p2,?,surb={'id': '78301551-4913-4941-8070-f7100016e57f', 'route': ['p2', 'e6', 'i6', 'x5', 'p3', 'c3']}
1769443604.3351884,RECEIVED,f1757664-bae1-42b2-a973-4895f6eb97c6,aab1a0b7-ea22-46ca-874e-f3d9cbb8a5bf,c3,c2,27,p2,?,surb={'id': 'd362c728-0677-42ce-8fd2-2f797a65a767', 'route': ['p2', 'e7', 'i6', 'x2', 'p3', 'c3']}
1769443604.4404016,RECEIVED,90386ab7-ae28-4329-929b-14956c83f94f,31ab7d2c-cc30-4656-8994-70a29008bd98,c3,c2,27,p2,?,surb={'id': '61bef387-58ec-42b7-bc3a-ca637eda94f1', 'route': ['p2', 'e10', 'i10', 'x1', 'p3', 'c3']}
1769443604.6793897,RECEIVED,d4dffc3b-b5e0-4ce3-8fcd-653cb89684b5,8954bea1-c39a-48ef-9fb6-69c152f61a3c,c3,c2,27,p2,?,surb={'id': '223be5c5-43c5-4e9c-9fc6-86bb1e569ffb', 'route': ['p2', 'e9', 'i2', 'x12', 'p3', 'c3']}
1769443605.1372497,SENT,28d31ed2-efa6-4636-bb4a-293bb84bb20b,a587b7f3-93b7-4559-9605-2f8a91bbca24,c2,c5,3396,?,p2,
1769443605.1372962,CREATED,d6e547db-41ba-4a96-9ecd-7b165d28b627,c3cfa13e-96db-42de-af68-59ed54806add,c2,c5,27,?,?,surb={'id': 'eb52db16-acc6-4ff2-a69f-6a06f37939c8', 'route': ['p2', 'e8', 'i6', 'x10', 'p2', 'c2']}
1769443605.148536,RECEIVED,e13309e2-1721-4c55-a968-c88451f2698d,54cc3174-42f7-4c13-9aa9-2c583d72102a,c3,c2,27,p2,?,surb={'id': '432f314e-4968-42c8-a728-7c28553d7923', 'route': ['p2', 'e2', 'i1', 'x3', 'p3', 'c3']}
1769443605.2942781,SENT,29286ad1-ad8e-4b42-bacf-94da18af7ad6,82790e96-e98f-4d38-a4ae-71183ade19bb,c2,c5,3384,?,p2,
1769443605.2943318,CREATED,9fa44b7b-66c8-4b09-a8a5-4dc68fac26ec,832125ef-5f80-42fc-91f0-40a1a8c578c6,c2,c5,27,?,?,surb={'id': 'd71eb1c1-e8c5-48fc-8e38-f0ac57c06b94', 'route': ['p2', 'e7', 'i3', 'x12', 'p2', 'c2']}
1769443605.3190188,SENT,22b93786-36ea-4a8a-af93-ba1838398818,ed8c76b7-b1aa-4f4e-b41a-8793f51550cd,c2,c5,3388,?,p2,
1769443605.3190858,CREATED,43aa4529-2627-4a2b-aa02-aece6dfadfd4,eafaf588-07f1-44c7-a10c-128a0b65052a,c2,c5,27,?,?,surb={'id': '1ac1f2b0-257f-4c9f-8b51-4b13976e15d3', 'route': ['p2', 'e8', 'i10', 'x1', 'p2', 'c2']}
1769443605.5976152,RECEIVED,27bdc65d-7f8d-4071-ae75-e8f2e2e5288f,edde3674-42cf-4171-a27b-fae6a76b3244,c3,c2,26,p2,?,surb={'id': '2ea3ff5f-d478-4617-b55b-3298c0860997', 'route': ['p2', 'e7', 'i8', 'x4', 'p3', 'c3']}
1769443605.8787024,RECEIVED,4790ff63-89cd-4757-8ba2-a714438ffd1a,a972b7e1-6731-4cfb-a12f-45ed367ac270,c3,c2,27,p2,?,surb={'id': '0afab21b-c327-4f35-8da7-3189d669aef2', 'route': ['p2', 'e5', 'i1', 'x11', 'p3', 'c3']}
1769443605.9514594,RECEIVED,6a691fd6-4349-4618-92bb-595a03e803e5,3907350c-cd64-4e69-ae6b-a562d21fdef8,c3,c2,27,p2,?,surb={'id': 'e6dad74c-e878-4174-8666-4c95447f75d4', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769443605.9828691,SENT,43e112b3-6343-428e-bc9a-67457a7b6781,3ad4f30c-23e7-4d6d-bec7-cae3a044160b,c2,c5,3383,?,p2,
1769443605.982969,CREATED,0823a36b-04e4-40e5-b907-552d0b52d4d8,5039a641-af5a-4059-a6e7-95ba3697149f,c2,c5,26,?,?,surb={'id': '55eb8500-c33d-48f7-ab95-4325beb31ea1', 'route': ['p2', 'e4', 'i2', 'x4', 'p2', 'c2']}
1769443605.992084,RECEIVED,9510eb2f-14c3-4134-b90a-685cd0e2049d,3ed2424e-e02e-4c2d-a653-bf9d6fabf7c9,c3,c2,27,p2,?,surb={'id': 'dde2fba7-6e99-4b09-a254-219302cf7471', 'route': ['p2', 'e10', 'i6', 'x6', 'p3', 'c3']}
1769443606.2397106,SENT,2d9650f0-adb2-418e-9624-2ca8c95914f5,0f8c36d7-e006-4b2f-89f6-e00f32715def,c2,c5,3374,?,p2,
1769443606.2398825,CREATED,c4c68be8-9461-459e-87ba-c7c5eb6002a2,f78db34c-0256-4c8e-83f9-9604d633c188,c2,c5,27,?,?,surb={'id': '9d185fb1-54d2-4536-9e7c-d98e91750d76', 'route': ['p2', 'e8', 'i7', 'x8', 'p2', 'c2']}
1769443606.242794,RECEIVED,723aabe9-4259-4349-974a-85f1adf90332,89fda9ea-9071-4762-9ffc-fd516259e792,c3,c2,27,p2,?,surb={'id': '8a92c79a-bb01-460a-aff8-6c91841e980d', 'route': ['p2', 'e1', 'i3', 'x11', 'p3', 'c3']}
1769443606.3825495,RECEIVED,c4992a19-bf74-449a-9191-1b0b9ac1baea,ba8f3ad9-9563-406f-8d43-daa70fb5370d,c3,c2,27,p2,?,surb={'id': '4ef5e124-5102-40ec-ae2b-edd9917bc702', 'route': ['p2', 'e10', 'i1', 'x2', 'p3', 'c3']}
1769443606.4714763,SENT,5a96e05c-067d-48da-951b-f48c3ce812b3,152a9474-32b4-4007-bc22-f0d3c17df349,c2,c5,3367,?,p2,
1769443606.4716265,CREATED,e950d5c4-f95f-437e-9d1d-3a728129822b,0aeec4dc-3eb0-4b03-8f16-d5017217ae89,c2,c5,26,?,?,surb={'id': 'b1f89d32-537f-44ff-9e43-c24756b6618b', 'route': ['p2', 'e4', 'i8', 'x9', 'p2', 'c2']}
1769443606.5534532,SENT,2883678a-35b0-446e-9c2b-4d08c59d802a,0fa23401-fff6-444e-a64b-288afc843b57,c2,c5,3384,?,p2,
1769443606.553605,CREATED,d34d2fa3-6f20-4cab-84a7-59ef3c5eff37,7fc39980-5020-433c-956e-7ef5e7deacad,c2,c5,27,?,?,surb={'id': '7b8ae659-8885-49d0-b89c-7251018175f6', 'route': ['p2', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769443606.6413145,RECEIVED,b1ebe401-ae53-47ea-9101-60b07e749dac,2fbe0cec-07c1-44a2-a522-47555d53bfa0,c3,c2,27,p2,?,surb={'id': '4a65a7c2-52bd-43a3-b33e-c5e1cb10af32', 'route': ['p2', 'e6', 'i8', 'x3', 'p3', 'c3']}
1769443607.0463185,SENT,f1b69b8c-427e-4fc9-aeef-2076261bae66,43050011-1ed7-4e3b-8afa-24127e96412a,c2,c5,3376,?,p2,
1769443607.046397,CREATED,a72ec2b3-ad36-4b90-b7dd-cfea6a094f7e,cb0293cd-2e8d-45de-88b9-902e3101f987,c2,c5,27,?,?,surb={'id': 'b6fdbc17-ce80-4d6b-a5c3-320ce01190d5', 'route': ['p2', 'e4', 'i7', 'x7', 'p2', 'c2']}
1769443607.199811,RECEIVED,61866df7-55c4-4974-aa2d-74b951adbb41,3e4f2a1d-768a-4ecf-99fd-1c67f804107b,c3,c2,25,p2,?,surb={'id': '19b66a97-1f01-40ad-95c0-77fbee9f455f', 'route': ['p2', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769443607.793712,SENT,cfa82727-5251-45d9-96a4-250aa1300ba9,42cc11dc-0179-4f6d-8637-6f5ff3cdb1dc,c2,c5,3384,?,p2,
1769443607.7937882,CREATED,fc171fde-6efb-426a-a87e-6b7f82d3b913,967ed98b-4767-4892-b3ae-b0671fde94ec,c2,c5,27,?,?,surb={'id': '2fa1cc71-d77a-41c7-a292-1b62bce7d0ed', 'route': ['p2', 'e6', 'i3', 'x9', 'p2', 'c2']}
1769443608.3962603,SENT,d544ba9b-41a0-49c5-bead-a97f616a7a3b,91d86db7-e33c-4f16-972a-51b70bb852a4,c2,c5,3358,?,p2,
1769443608.396409,CREATED,e5fdc77b-f63d-4f32-8113-3ad8bb5db518,af3e3149-c94c-4fc5-9600-19bceca75ff9,c2,c5,26,?,?,surb={'id': '88d59133-b9ae-4454-890a-b8ec0b3b790c', 'route': ['p2', 'e2', 'i1', 'x8', 'p2', 'c2']}
1769443608.413885,SENT,af6d63f4-2ea2-4f3e-a4b8-fe1fe745c66e,e8b159f8-cc5f-4c92-af3e-f715da6ad5d0,c2,c5,3385,?,p2,
1769443608.4140053,CREATED,51d83a13-73c4-4ca2-85b0-d225acbcd55c,6078dbbe-48e7-4947-b296-47c2b7b73de2,c2,c5,26,?,?,surb={'id': '86ea413d-8c98-42e4-b0e7-048fd2ab4013', 'route': ['p2', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769443608.5797608,SENT,5310dbb2-08bb-47e7-9577-5e587b8d85a4,55c570b6-2acb-411e-8a93-bfc83e690863,c2,c5,3380,?,p2,
1769443608.5798264,CREATED,1746de21-21b1-4688-8afe-e41513ae33b0,0e74e803-20d8-4005-97fc-f7691c31cd11,c2,c5,27,?,?,surb={'id': '1021c726-0ce9-44ca-98c3-2f97b38632c8', 'route': ['p2', 'e8', 'i1', 'x8', 'p2', 'c2']}
1769443608.6766555,RECEIVED,cd902ad3-f9a1-44e9-be83-0257a69b657a,f144c1ac-f5c8-4e88-8a9f-d1c27a6ba72f,c3,c2,27,p2,?,surb={'id': 'ff4c612f-fd62-4c50-908b-d8ba1e5209b8', 'route': ['p2', 'e4', 'i12', 'x8', 'p3', 'c3']}
1769443609.1297061,SENT,7dbf0634-9123-423b-802f-dac44d0325dc,123f20c5-b135-4f47-af54-05796f27fc6d,c2,c5,3376,?,p2,
1769443609.1298532,CREATED,1bdea7e8-498c-43aa-b761-3a5f26e8a14b,514ee21f-94c5-4539-8226-3a0497453dc2,c2,c5,27,?,?,surb={'id': '2d92c518-23a6-4e32-b6e9-fc5febae68cd', 'route': ['p2', 'e9', 'i1', 'x12', 'p2', 'c2']}
1769443609.1443486,SENT,93c8564d-7563-4505-97f0-ba3b92e483b8,6548e2e0-b253-4560-acbf-1a3c1e14807c,c2,c5,3380,?,p2,
1769443609.1444938,CREATED,8cea3464-7b27-4fb2-8bad-0c87e47e9ccd,0aeeb524-8821-4e93-8e28-90a89cdcf735,c2,c5,26,?,?,surb={'id': '28f8af8e-2a0d-4716-a759-bbbbbae422f8', 'route': ['p2', 'e11', 'i4', 'x2', 'p2', 'c2']}
1769443609.2479513,RECEIVED,faee0102-2720-40c6-8814-2476595c5fe8,f556e833-819c-44bb-9719-c99ef0f477e3,c3,c2,27,p2,?,surb={'id': 'dbbabf8a-3574-44a0-856d-0d12f4433ad4', 'route': ['p2', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769443609.4723492,RECEIVED,544db597-fb21-46b2-b325-3ee2c7b61054,dfdf3ac6-7bbc-4265-8bd3-fe7e40f06d9c,c3,c2,26,p2,?,surb={'id': '37d43870-d061-4219-8705-c90b9def9ad3', 'route': ['p2', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769443609.4918919,SENT,2a69a994-1be0-40c5-826c-e5421ed481b4,6553cb64-0c9c-4403-b30e-14bd683f628a,c2,c5,3385,?,p2,
1769443609.4919884,CREATED,e4599e85-3263-4e16-9b72-d38b65370ac8,700689a2-585e-41b7-9641-8d6e06b87792,c2,c5,27,?,?,surb={'id': '4e8d447c-d60f-40b3-93de-23354a6033bd', 'route': ['p2', 'e8', 'i7', 'x12', 'p2', 'c2']}
1769443609.5866024,RECEIVED,bccd6c64-9abb-4c75-8f1c-16909b91b632,6cf4e3d3-d6ef-4105-9326-a6cc23e0a38b,c3,c2,27,p2,?,surb={'id': 'e1e6c140-215b-45af-91f6-df68bc53b2fd', 'route': ['p2', 'e6', 'i6', 'x4', 'p3', 'c3']}
1769443609.6068108,RECEIVED,9dc10001-f71c-4637-adde-e25cd41bd1a8,56b83244-b8d0-43c5-876e-738e9f1a9bf1,c3,c2,27,p2,?,surb={'id': '0ed5d137-8fc7-4f6d-acf0-3c78fac4f78a', 'route': ['p2', 'e3', 'i7', 'x1', 'p3', 'c3']}
1769443609.6145802,RECEIVED,9b342606-22ae-4b4c-ae08-bc53cc25fd4c,8f2c1ee9-7fea-482c-8ddc-dddcdfe401d4,c3,c2,27,p2,?,surb={'id': '78883abd-4c62-4d8e-ad6a-6f55aad33e2f', 'route': ['p2', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769443609.6585894,RECEIVED,571c843c-07df-492f-b4e7-9f8d2e142820,c69d3db5-3de4-43aa-8e81-bc1fcc864f27,c3,c2,27,p2,?,surb={'id': 'cbe8d29a-87db-486c-98c6-395b486c8453', 'route': ['p2', 'e8', 'i1', 'x5', 'p3', 'c3']}
1769443609.8129027,RECEIVED,f67b41f0-c22c-424f-b35d-157d97ad9261,5db5a74c-3920-4a66-b663-7e80ed40eac2,c3,c2,27,p2,?,surb={'id': '76c2b2dd-c9d0-41a7-a662-57a1aa57071e', 'route': ['p2', 'e2', 'i6', 'x2', 'p3', 'c3']}
1769443609.9395018,SENT,4a40ebeb-1670-4d87-ad2a-e585ef22cf5d,c6435451-ef6f-42fc-9153-fcace92bd342,c2,c5,3401,?,p2,
1769443609.9396055,CREATED,6bf6e712-95d5-416c-8e95-80476aa23553,ceac0316-11dc-41c7-96f2-339240e84fe9,c2,c5,27,?,?,surb={'id': '696c3400-8e46-4423-90cd-94c0751a4b8f', 'route': ['p2', 'e10', 'i1', 'x9', 'p2', 'c2']}
1769443609.9892337,SENT,147b40a7-f004-47cd-b9a5-38e8bc4404ee,55f5f700-4726-4451-a967-c327ac769f5f,c2,c5,3395,?,p2,
1769443609.989336,CREATED,4a8e9d7f-3b56-4991-8a98-19736761567d,2edd6ded-02e4-418a-96f3-90aa6f2c464e,c2,c5,27,?,?,surb={'id': '26dcbfc5-b09b-4fe4-a5e7-c51b103892af', 'route': ['p2', 'e12', 'i6', 'x12', 'p2', 'c2']}
1769443610.0320318,RECEIVED,89f7229a-b82f-499b-b436-cc578ff02d86,3bde7006-514d-4c67-9473-12d141798414,c3,c2,27,p2,?,surb={'id': '708a14e0-c4e8-4c3e-853a-f9f40e654d9b', 'route': ['p2', 'e4', 'i2', 'x4', 'p3', 'c3']}
1769443610.12262,SENT,f43d9826-38a6-410a-bed3-c6ce6cc74a63,b0cfd63a-818a-4c50-bb59-b994f551cbdc,c2,c5,3377,?,p2,
1769443610.1227198,CREATED,334c405a-f9ce-40f9-bd83-9570477bbb07,112e7fc3-1ee8-4d2d-8d34-ba6a51621102,c2,c5,27,?,?,surb={'id': 'eca83235-675c-4e74-8a04-05f6432ff866', 'route': ['p2', 'e1', 'i8', 'x3', 'p2', 'c2']}
1769443610.144931,SENT,237a7ec7-820c-4a2f-8f14-85f8512a07d5,32400a5b-292c-4ef5-985d-6eb5459e2b7c,c2,c5,3387,?,p2,
1769443610.1450684,CREATED,3abf10cf-74d3-4c3f-880e-7dc07cb228d5,5ab832d2-f30e-452b-b755-caa9d09325ce,c2,c5,27,?,?,surb={'id': 'f1dafdac-78c9-4429-926f-f64e0c22855d', 'route': ['p2', 'e3', 'i9', 'x8', 'p2', 'c2']}
1769443610.2979338,SENT,0d631e9f-818b-4da2-8c2a-be315ad4220e,b8dbaf8d-f29e-4657-8e45-18ee63f69a93,c2,c5,3376,?,p2,
1769443610.2980332,CREATED,a029509c-15f9-42c6-96fc-1fcf74eefe19,5141da23-69a8-464b-95da-59e068c002d3,c2,c5,27,?,?,surb={'id': '0adf6817-f76c-4320-90ca-4d53d96caf6f', 'route': ['p2', 'e3', 'i8', 'x2', 'p2', 'c2']}
1769443610.3665595,RECEIVED,66e6f79a-3522-47ed-b444-894702c28f89,e014f3c4-a9b4-4b55-bfe5-3fe39ef9d1fb,c3,c2,27,p2,?,surb={'id': 'c763dc64-8bc5-4bdf-8655-e49f87963c81', 'route': ['p2', 'e7', 'i5', 'x2', 'p3', 'c3']}
1769443610.4825866,RECEIVED,443e6ab5-67a4-4610-9fae-e3e8e679e8a9,3fedd6fa-d0a5-4503-929f-887f3b1805dc,c3,c2,27,p2,?,surb={'id': '65d41b9d-1657-422f-8ded-0b60f3fcedf6', 'route': ['p2', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769443610.6117299,SENT,4b912b2b-594d-476e-9e5d-71c617782a8b,b3673b29-6f70-447d-ad2f-6205e88736b6,c2,c5,3383,?,p2,
1769443610.6118271,CREATED,3b4dcaee-bf1f-46d3-a72f-cf6ed89473fe,dcd5573a-ef1c-4873-99f2-59402799a336,c2,c5,27,?,?,surb={'id': '7c00f737-9511-4d7b-b362-27b7b121f224', 'route': ['p2', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769443610.85284,RECEIVED,0887bb58-b736-4118-92c0-bf9250180bdd,014ab9a7-eda6-49c5-af96-1d2969ade69d,c3,c2,27,p2,?,surb={'id': '61b284c0-b7a4-4c8b-a0ec-1fb645b1554d', 'route': ['p2', 'e12', 'i8', 'x2', 'p3', 'c3']}
1769443610.8752313,RECEIVED,d4b952fc-609d-448d-8072-355a4c3bc8a6,71422bc4-ef27-4b84-bbb5-8a0950488a68,c3,c2,27,p2,?,surb={'id': 'b3fed09c-8373-4d18-b5f4-ca2ca36faa23', 'route': ['p2', 'e4', 'i3', 'x12', 'p3', 'c3']}
1769443610.9466538,RECEIVED,33e6909c-43ec-4c18-bd75-7788248bd975,589d9d7d-4005-4c8e-a04e-9392c6203e57,c3,c2,27,p2,?,surb={'id': 'befdfcea-ffc7-4740-a966-f5870796b6fb', 'route': ['p2', 'e9', 'i1', 'x3', 'p3', 'c3']}
1769443610.9825497,RECEIVED,57f391cd-73bf-4a15-8425-a75b44499f6b,8fb42cc2-a0b8-41f0-8769-5a651ce77291,c3,c2,27,p2,?,surb={'id': 'ca946ccd-9d76-4781-8017-fd96588b9678', 'route': ['p2', 'e5', 'i7', 'x5', 'p3', 'c3']}
1769443611.0780592,RECEIVED,90bdb048-6435-41d7-a16f-d4207bf50ae4,93594d5c-2241-4e0e-a08c-e69fb6c4a30f,c3,c2,27,p2,?,surb={'id': '2d5d597b-b7c4-479e-981b-782af987a61d', 'route': ['p2', 'e1', 'i10', 'x1', 'p3', 'c3']}
1769443611.0966725,RECEIVED,e7202636-1cbc-4c4f-adf6-eed0bb615470,ff443a65-193f-4ca1-9b10-3e3d52cc2d24,c3,c2,27,p2,?,surb={'id': '4c02137d-150b-4e9c-99d6-c228f6d15551', 'route': ['p2', 'e9', 'i12', 'x6', 'p3', 'c3']}
1769443611.3207288,SENT,08dcf5a3-c9a3-4a66-8b10-c800920dc5e5,f75cac36-52ea-4901-bcae-c3efae15a89f,c2,c5,3387,?,p2,
1769443611.3208284,CREATED,aab233e7-be00-490c-ba3e-c4ea8f13c6c1,6530e727-27b0-40ae-98a1-148b9123ce34,c2,c5,27,?,?,surb={'id': '97ef8dec-e142-4f7a-a1cf-d31c767f32b6', 'route': ['p2', 'e2', 'i3', 'x7', 'p2', 'c2']}
1769443611.6928763,SENT,8697ce94-8865-4068-9649-472c1c30f718,f8eb5060-9b76-4c27-8673-d2db49b62265,c2,c5,3376,?,p2,
1769443611.6930082,CREATED,1fba36b9-ae10-468c-ae8e-99bd36ecb31a,4949d10d-8f61-4d0a-a3c2-91f53583a8cd,c2,c5,27,?,?,surb={'id': '47188c69-dcfd-4a93-8b32-87a02e16845c', 'route': ['p2', 'e4', 'i8', 'x3', 'p2', 'c2']}
1769443611.8868372,SENT,32f09957-d631-41d1-8ba7-e31d6697e2de,2c48b82f-4343-4680-bbb5-8e1439d46d80,c2,c5,3380,?,p2,
1769443611.886973,CREATED,493a8c4d-c495-4cf6-b3b5-346a6beb9060,437d1a17-c97f-41b9-b5ed-38aa1f4b6c5d,c2,c5,26,?,?,surb={'id': '15dde1d5-414a-44fa-95f2-8b310ac850b8', 'route': ['p2', 'e8', 'i5', 'x5', 'p2', 'c2']}
1769443611.9594264,SENT,8db339cc-dae9-4b99-85db-f696897d83f5,3d3cc808-8529-45c6-9c1e-1c9fc470d8dc,c2,c5,3376,?,p2,
1769443611.9596636,CREATED,f279bbea-34bc-4d08-aa9d-1434d58262fc,c6373681-a5f0-4683-a051-5ad1b2ef5b84,c2,c5,27,?,?,surb={'id': 'ea52afcb-4d65-4ae3-85d6-647f67eae6c8', 'route': ['p2', 'e9', 'i11', 'x7', 'p2', 'c2']}
1769443612.0489137,SENT,6038e216-2fd0-434e-aabf-363b94a16549,775b0d9d-5459-4b90-a69b-0ae9a1577233,c2,c5,3376,?,p2,
