timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394025.2680266,RECEIVED,16dfefd9-b273-469b-a795-80e3ed2269e9,b1115628-d986-4969-b3d2-b4c90982dd54,c2,c5,27,p2,?,surb={'id': '786c5dd9-7249-4c06-964c-9cbb1de62e21', 'route': ['p2', 'e2', 'i11', 'x3', 'p2', 'c2']}
1769394025.3014324,RECEIVED,aefe3b93-c4e8-4ea4-829e-5667148c38cd,273902a3-2585-4f18-99cc-61e46badd9ea,c2,c5,27,p2,?,surb={'id': 'c7fea0ae-11b3-48d3-8647-d337b279168a', 'route': ['p2', 'e1', 'i4', 'x9', 'p2', 'c2']}
1769394025.4019127,SENT,91ce6c04-7888-4612-8111-e44d0a09648f,a5b9615e-cdd2-4e4e-9d50-181e505b63bb,c5,c2,3355,?,p2,
1769394025.4020834,CREATED,87428345-ae48-4049-8b98-175c4ff431a2,b99ca948-1aa2-4972-b044-10b7d08d52ff,c5,c2,25,?,?,surb={'id': 'afa8a35b-9608-445b-b4d5-a0f3bd5ccd1d', 'route': ['p2', 'e5', 'i7', 'x2', 'p2', 'c5']}
1769394025.432996,SENT,b967dcbb-9e21-4f53-9143-fdfc5effbfa7,b6dbb366-d04d-4a42-ae9a-c99e3be56f51,c5,c2,3379,?,p2,
1769394025.4331505,CREATED,72060074-1f62-4937-8fc3-61b8ec48685e,2ffcfc5c-10fc-433c-8b41-38c1a16984ba,c5,c2,27,?,?,surb={'id': 'c98c2340-5999-4614-940c-727c894d4dc5', 'route': ['p2', 'e6', 'i3', 'x6', 'p2', 'c5']}
1769394025.5701618,SENT,12aec9bd-cb02-4208-ad03-130895678891,a214f9ef-c699-41cf-b321-48c3c0755d37,c5,c2,3396,?,p2,
1769394025.5703137,CREATED,2558fa40-3584-445c-9b75-05496b3d0beb,2ffcfc5c-10fc-433c-8b41-38c1a16984ba,c5,c2,27,?,?,surb={'id': 'c98c2340-5999-4614-940c-727c894d4dc5', 'route': ['p2', 'e6', 'i3', 'x6', 'p2', 'c5']}
1769394025.9304893,SENT,c3a20309-ab41-4aea-9a3c-800bfea81472,934b4dbb-35f5-4bc7-b00a-e567b1d91451,c5,c2,3387,?,p2,
1769394025.9308658,CREATED,4838e02d-060a-4dbc-960d-ef034efd70a0,af86d0ef-075d-40e6-993a-db8355b346d9,c5,c2,27,?,?,surb={'id': 'c6d7e583-8ddc-4fab-b2b5-99fc47a4cdff', 'route': ['p2', 'e12', 'i7', 'x1', 'p2', 'c5']}
1769394026.7252576,RECEIVED,7e815255-d11d-4ce5-8da3-0a3d4b3162a6,430c5bbc-4b47-4881-9faf-a05a0408357f,c2,c5,27,p2,?,surb={'id': '34d35f27-fb14-44e4-ba9a-e11bc0a49824', 'route': ['p2', 'e1', 'i11', 'x4', 'p2', 'c2']}
1769394026.8517296,SENT,65d69911-bacc-470e-aa87-291e78b25962,4b539707-7e91-4bb9-875e-e94d81b311e0,c5,c2,3391,?,p2,
1769394026.851837,CREATED,5b2b0b41-7dee-4b2e-8f92-5a5b9107c64e,af86d0ef-075d-40e6-993a-db8355b346d9,c5,c2,27,?,?,surb={'id': 'c6d7e583-8ddc-4fab-b2b5-99fc47a4cdff', 'route': ['p2', 'e12', 'i7', 'x1', 'p2', 'c5']}
1769394027.0026016,SENT,1fc54b2a-23a0-4b01-8021-36c80b12376e,e17ddba6-3fc4-4252-bf26-41433830f222,c5,c2,3383,?,p2,
1769394027.0027034,CREATED,b09fb20c-6add-4c02-b726-05de0d5a9020,a4ee85bd-0a3a-4314-b6e0-f8a50417e51c,c5,c2,27,?,?,surb={'id': 'e97e52b0-9463-4af3-9518-433cdbeea0e5', 'route': ['p2', 'e1', 'i3', 'x12', 'p2', 'c5']}
1769394027.2546132,SENT,ed821320-ed73-4ce5-816d-5a058ca96b3e,c60b1d5c-7419-4f8c-940e-60e46a56a0d0,c5,c2,3387,?,p2,
1769394027.2547169,CREATED,0037f0e9-ae54-4c0d-a4e1-a2059bc74fac,a4ee85bd-0a3a-4314-b6e0-f8a50417e51c,c5,c2,27,?,?,surb={'id': 'e97e52b0-9463-4af3-9518-433cdbeea0e5', 'route': ['p2', 'e1', 'i3', 'x12', 'p2', 'c5']}
1769394027.2806587,RECEIVED,08c2ef5d-09fb-47d5-9afa-8b349d4325ad,1ea40bfe-f0c5-4759-8484-30821948ed69,c2,c5,27,p2,?,surb={'id': '80e90791-ae90-42ed-86ff-8524899bd43f', 'route': ['p2', 'e6', 'i7', 'x1', 'p2', 'c2']}
1769394027.5355885,RECEIVED,dee36149-63f1-4637-82b0-ba2d4ecb6677,1ea40bfe-f0c5-4759-8484-30821948ed69,c2,c5,27,p2,?,surb={'id': '80e90791-ae90-42ed-86ff-8524899bd43f', 'route': ['p2', 'e6', 'i7', 'x1', 'p2', 'c2']}
1769394027.726901,SENT,dfb8ed16-e878-4be5-9db9-3e15fd1263b7,2f4c844b-40ce-4109-a974-99122554c1dd,c5,c2,3376,?,p2,
1769394027.7270036,CREATED,2ccd9174-bb70-47d6-a765-20aa37813435,71a5d689-6762-44d0-a310-735b8b4fd66d,c5,c2,27,?,?,surb={'id': '0ec10f1e-206c-4ca5-88b0-97aeb9593098', 'route': ['p2', 'e2', 'i12', 'x10', 'p2', 'c5']}
1769394027.7393985,SENT,21e51e34-7c07-4274-8d55-705e750be69b,28c184ce-b606-4082-8f09-48a55d563094,c5,c2,3383,?,p2,
1769394027.7395067,CREATED,a28e084b-c22a-4f0d-85c1-897777cff361,71a5d689-6762-44d0-a310-735b8b4fd66d,c5,c2,27,?,?,surb={'id': '0ec10f1e-206c-4ca5-88b0-97aeb9593098', 'route': ['p2', 'e2', 'i12', 'x10', 'p2', 'c5']}
1769394027.905196,SENT,4209dfc0-47be-4875-8ce8-be912f9cfba4,28bc11f8-eac8-4ef1-8d28-a98835bcfe2b,c5,c2,3373,?,p2,
1769394027.9052954,CREATED,feca7e18-d6a4-4afd-a5af-e96d10c2c662,6746e4b3-904a-409c-aae1-1414318efdc9,c5,c2,27,?,?,surb={'id': 'a26234a0-c86a-4a44-9634-2c5828b1df81', 'route': ['p2', 'e12', 'i1', 'x6', 'p2', 'c5']}
1769394027.964201,RECEIVED,19ae2bc4-ef5c-4c8d-9e3e-59b2ce8a309a,84a0a1ea-a32c-41a4-b628-d6ba20b7c2f3,c2,c5,27,p2,?,surb={'id': 'b20e89fe-61fb-4f53-ac96-6a2d7a90c1a4', 'route': ['p2', 'e1', 'i2', 'x1', 'p2', 'c2']}
1769394028.0046275,SENT,c11120eb-60b7-4641-adff-199922cb3290,268a7d21-3904-4f68-b593-edb05db3e399,c5,c2,3410,?,p2,
1769394028.00474,CREATED,5f2e4da0-2353-40fc-b578-acf037b5a071,6746e4b3-904a-409c-aae1-1414318efdc9,c5,c2,27,?,?,surb={'id': 'a26234a0-c86a-4a44-9634-2c5828b1df81', 'route': ['p2', 'e12', 'i1', 'x6', 'p2', 'c5']}
1769394028.1885786,SENT,d2ef25ec-b477-4841-a390-f0f40cb10601,a9af6f2e-3c3f-4d49-a8fa-5b3dc219cd20,c5,c2,3380,?,p2,
1769394028.1886828,CREATED,7c18e2b8-182b-48ce-a5b4-206b10b0f269,3fe71f0d-886b-43d0-8db3-65ddcb304a4f,c5,c2,27,?,?,surb={'id': 'fa5bbbe0-17dd-4a50-9fb6-7da110c73c33', 'route': ['p2', 'e4', 'i1', 'x12', 'p2', 'c5']}
1769394028.217401,RECEIVED,d5c48669-3bd5-46f1-be14-cc761ab5fb5f,b1115628-d986-4969-b3d2-b4c90982dd54,c2,c5,27,p2,?,surb={'id': '786c5dd9-7249-4c06-964c-9cbb1de62e21', 'route': ['p2', 'e2', 'i11', 'x3', 'p2', 'c2']}
1769394028.377919,SENT,5a940b69-8c3d-4bb1-b104-da333ab24f26,63df013a-dc17-4e4e-80b4-485a528b1d47,c5,c2,3374,?,p2,
1769394028.378045,CREATED,f647e8d7-f269-4abd-aea7-d5e2ff643fb3,3fe71f0d-886b-43d0-8db3-65ddcb304a4f,c5,c2,27,?,?,surb={'id': 'fa5bbbe0-17dd-4a50-9fb6-7da110c73c33', 'route': ['p2', 'e4', 'i1', 'x12', 'p2', 'c5']}
1769394028.3800805,RECEIVED,67fae86c-44c5-43a3-a5ed-fe92146067c3,430c5bbc-4b47-4881-9faf-a05a0408357f,c2,c5,27,p2,?,surb={'id': '34d35f27-fb14-44e4-ba9a-e11bc0a49824', 'route': ['p2', 'e1', 'i11', 'x4', 'p2', 'c2']}
1769394028.394352,RECEIVED,4deb0d8d-45af-41cb-9db1-ee84663f5d92,57c023c8-16a9-43ee-9acd-7f32230f47fa,c2,c5,27,p2,?,surb={'id': 'f8b04cac-e26a-4356-b9f7-d93c59c24461', 'route': ['p2', 'e10', 'i12', 'x1', 'p2', 'c2']}
1769394028.496528,SENT,d9ea363a-4d9f-4cb9-bbbd-56ef8ae4b4ba,cd4c2529-80aa-4437-9676-3c2d995b5ce4,c5,c2,3383,?,p2,
1769394028.49666,CREATED,c9335708-186f-4b5a-bc60-23e91a056a1f,f2fe5b6a-4d67-4b72-993d-f2f18bb5d3ed,c5,c2,27,?,?,surb={'id': '1e53bc93-ab81-48af-ac8f-f45abf9d5bc4', 'route': ['p2', 'e7', 'i4', 'x11', 'p2', 'c5']}
1769394028.5758698,RECEIVED,042f11b1-2c27-49e6-9fde-cec5c97a2945,84a0a1ea-a32c-41a4-b628-d6ba20b7c2f3,c2,c5,27,p2,?,surb={'id': 'b20e89fe-61fb-4f53-ac96-6a2d7a90c1a4', 'route': ['p2', 'e1', 'i2', 'x1', 'p2', 'c2']}
1769394028.6205914,SENT,1ad5c0e2-73ed-4ef3-b00f-f430bc8a055c,faff3c01-a520-4dff-94c5-688468a323bc,c5,c2,3379,?,p2,
1769394028.6207266,CREATED,eee06200-d1b1-4453-a9e7-b3ae583b8ae8,f2fe5b6a-4d67-4b72-993d-f2f18bb5d3ed,c5,c2,27,?,?,surb={'id': '1e53bc93-ab81-48af-ac8f-f45abf9d5bc4', 'route': ['p2', 'e7', 'i4', 'x11', 'p2', 'c5']}
1769394028.6251292,RECEIVED,fa84c924-b0a4-428e-bc9f-ecb607c9ff5d,57c023c8-16a9-43ee-9acd-7f32230f47fa,c2,c5,27,p2,?,surb={'id': 'f8b04cac-e26a-4356-b9f7-d93c59c24461', 'route': ['p2', 'e10', 'i12', 'x1', 'p2', 'c2']}
1769394028.873805,SENT,7d0bdae0-353f-4ee5-ba13-166d2310d1a8,110be06c-9954-447e-b444-aa14734b68e9,c5,c2,3378,?,p2,
1769394028.8739085,CREATED,3a01e675-942f-42e7-bc96-ae7233075c4d,b06c0488-01a1-42e2-955e-890828a3b7ba,c5,c2,27,?,?,surb={'id': 'b69bffae-09d2-46d7-9a43-496216307a9f', 'route': ['p2', 'e8', 'i4', 'x7', 'p2', 'c5']}
1769394029.0385451,RECEIVED,3ba42a60-041e-43ac-88a2-a6ba0556c478,69ca8482-69bf-4434-b345-8b54ec5d3077,c2,c5,27,p2,?,surb={'id': '2ccffd2c-bf9f-4a1a-8f6e-6603bd255799', 'route': ['p2', 'e6', 'i12', 'x3', 'p2', 'c2']}
1769394029.6290336,RECEIVED,da48dad9-e486-487b-9bb9-09c618a88000,b7d672e3-3e8a-4893-9d1a-86f33424798c,c2,c5,26,p2,?,surb={'id': '7ca68d81-26f8-4386-8f73-c1d9ed522e83', 'route': ['p2', 'e5', 'i11', 'x3', 'p2', 'c2']}
1769394029.7677824,SENT,412b1af4-b2c0-41ed-9e99-082e9b4e7d0b,da00da54-2670-4253-805d-1e65cc84137e,c5,c2,3385,?,p2,
1769394029.767929,CREATED,45552553-64bd-4d43-862d-d2601923a624,b06c0488-01a1-42e2-955e-890828a3b7ba,c5,c2,27,?,?,surb={'id': 'b69bffae-09d2-46d7-9a43-496216307a9f', 'route': ['p2', 'e8', 'i4', 'x7', 'p2', 'c5']}
1769394030.1224482,SENT,f032f742-2282-45eb-a40e-a5e4b6911c63,efa5ee96-0329-461d-b017-87cde8e81eb6,c5,c2,3376,?,p2,
1769394030.1225464,CREATED,d7816ec8-b498-4201-83d6-97193fac9b51,1ff34d45-9711-4a73-a7fb-a8e4decf2731,c5,c2,26,?,?,surb={'id': '236f7498-5dc1-4cca-befb-25bb5a735d2c', 'route': ['p2', 'e10', 'i8', 'x4', 'p2', 'c5']}
1769394030.2577128,SENT,36127b96-1ed5-4286-b681-79c8da6e7b01,49862385-126f-4e5a-9244-ffcf00c9bf61,c5,c2,3371,?,p2,
1769394030.2578444,CREATED,10662d41-cbf2-4d56-b0fb-a022446d9301,1ff34d45-9711-4a73-a7fb-a8e4decf2731,c5,c2,26,?,?,surb={'id': '236f7498-5dc1-4cca-befb-25bb5a735d2c', 'route': ['p2', 'e10', 'i8', 'x4', 'p2', 'c5']}
1769394030.3643963,SENT,a082c842-8071-444d-b174-7c6068cde712,7474e44e-5027-45d9-a460-49264e17dabc,c5,c2,3376,?,p2,
1769394030.3645506,CREATED,46207e3d-724d-4fbc-96bb-19f8f27dae4f,a1e8df14-9108-449a-9b00-5059bbd2658c,c5,c2,27,?,?,surb={'id': '562e9914-57cf-421a-a62a-7b1db2e510c7', 'route': ['p2', 'e1', 'i4', 'x2', 'p2', 'c5']}
1769394030.382869,SENT,e858543c-4c73-439c-9263-519ae06bda24,6e62c54d-b5d8-4dcd-b7c5-367f637ceea7,c5,c2,3376,?,p2,
1769394030.3830183,CREATED,c184bc27-3077-4710-a01a-2d4c7f3f27ad,a1e8df14-9108-449a-9b00-5059bbd2658c,c5,c2,27,?,?,surb={'id': '562e9914-57cf-421a-a62a-7b1db2e510c7', 'route': ['p2', 'e1', 'i4', 'x2', 'p2', 'c5']}
1769394030.39835,RECEIVED,1c5ec7d0-8730-49b2-bd8b-0eb8928e5479,813d3e6a-9c9b-4ab4-848b-0ce0c9b0df94,c2,c5,27,p2,?,surb={'id': '48214133-ca11-44cb-b23f-1a91a0c5f216', 'route': ['p2', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769394031.0410595,RECEIVED,35bdc036-c11f-4b18-b2da-25b8d44c78b9,89ee7980-d0b0-4f13-9cc2-516df9b7dbd1,c2,c5,27,p2,?,surb={'id': '0e74cee9-3f56-4b9f-a038-7e19005e22df', 'route': ['p2', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769394031.2132733,SENT,7e7b352d-145a-4bf5-96fb-05e9604dd140,49d229f9-5b89-46dc-a5e8-7d7a91ccb98f,c5,c2,3376,?,p2,
1769394031.2134209,CREATED,108dc280-cdca-4b51-b1ae-5c46aa07abb1,30c3c238-d627-4ab9-b163-f332f91155e3,c5,c2,27,?,?,surb={'id': '9a1c5d5e-3b4d-4177-8ba7-3296ae4e5625', 'route': ['p2', 'e7', 'i7', 'x1', 'p2', 'c5']}
1769394032.019515,RECEIVED,b318bb19-f5fd-4e0c-a151-87a578579993,89ee7980-d0b0-4f13-9cc2-516df9b7dbd1,c2,c5,27,p2,?,surb={'id': '0e74cee9-3f56-4b9f-a038-7e19005e22df', 'route': ['p2', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769394032.3102958,RECEIVED,ab867c9c-4fd5-4ac3-a200-a3cdc1d1a93b,813d3e6a-9c9b-4ab4-848b-0ce0c9b0df94,c2,c5,27,p2,?,surb={'id': '48214133-ca11-44cb-b23f-1a91a0c5f216', 'route': ['p2', 'e2', 'i4', 'x5', 'p2', 'c2']}
1769394032.355169,SENT,d8662596-b111-4f5d-8c3b-a71938240bbd,8b32341f-4169-4810-a504-51b408da9527,c5,c2,3376,?,p2,
1769394032.3552334,CREATED,ac0db95c-fd96-4896-8841-b34b78029869,30c3c238-d627-4ab9-b163-f332f91155e3,c5,c2,27,?,?,surb={'id': '9a1c5d5e-3b4d-4177-8ba7-3296ae4e5625', 'route': ['p2', 'e7', 'i7', 'x1', 'p2', 'c5']}
1769394032.4255798,SENT,46a05e2a-2ebb-4301-a938-947d7efdaa5b,d64bae95-1050-4ede-9593-7244556f7825,c5,c2,3376,?,p2,
1769394032.4257562,CREATED,7c3fca22-5993-4640-b305-ce61b8dd8dce,3ab7f3cb-cf3a-41af-9408-bec94e90c4a0,c5,c2,27,?,?,surb={'id': 'f466b349-ac37-4f4a-926f-56b653a8e429', 'route': ['p2', 'e2', 'i2', 'x1', 'p2', 'c5']}
1769394032.5114398,SENT,bbee265e-2048-4e3f-bb59-eccd4d92a2ab,4efb419d-bd55-4aae-bafd-8c08e9267ff8,c5,c2,3384,?,p2,
1769394032.5115907,CREATED,b2387ecd-f89b-4d01-ac8a-4df9b21ea58b,3ab7f3cb-cf3a-41af-9408-bec94e90c4a0,c5,c2,27,?,?,surb={'id': 'f466b349-ac37-4f4a-926f-56b653a8e429', 'route': ['p2', 'e2', 'i2', 'x1', 'p2', 'c5']}
1769394032.8665993,RECEIVED,c71af7ec-3416-4146-97c9-9eecd0353512,3ced6497-de40-47a9-97a6-32dde2b6ce98,c2,c5,27,p2,?,surb={'id': '00310091-1100-4479-95b8-507494d13939', 'route': ['p2', 'e8', 'i12', 'x5', 'p2', 'c2']}
1769394032.980034,SENT,a1b062fa-9407-457b-aa7e-32916b523c62,c1c44edc-772f-4cb9-ad2b-b727fe93cc17,c5,c2,3360,?,p2,
1769394032.9801517,CREATED,d69dc24c-66f3-475b-8446-f016942fc07d,8d06ad56-3340-47d4-9cba-984631e1ea22,c5,c2,27,?,?,surb={'id': 'e97c0c45-260e-4df2-851a-30b68f852e75', 'route': ['p2', 'e8', 'i8', 'x6', 'p2', 'c5']}
1769394033.0000906,RECEIVED,957ef86d-4452-48db-84ae-788a7d7d9dbb,b6c6a92a-a24b-4210-ab4d-a9a9d6fad738,c2,c5,27,p2,?,surb={'id': '326f9f6b-b80d-4c98-be36-747f308ea102', 'route': ['p2', 'e4', 'i7', 'x12', 'p2', 'c2']}
1769394033.1214874,RECEIVED,e5f2725d-5ef5-4c20-a713-3878bc50c886,9c72e433-f797-4677-b864-1e339c21e238,c2,c5,27,p2,?,surb={'id': '567cbe58-3c49-443f-b7c3-4e404065abd3', 'route': ['p2', 'e10', 'i11', 'x8', 'p2', 'c2']}
1769394033.1992383,SENT,b145443c-dfe7-4c70-bb32-8f3e23516546,c4821ab3-a309-400a-a615-15b3a9e175ab,c5,c2,3388,?,p2,
1769394033.1993868,CREATED,4c11b1bd-bd84-415b-9da5-0f2c2862e3da,8d06ad56-3340-47d4-9cba-984631e1ea22,c5,c2,27,?,?,surb={'id': 'e97c0c45-260e-4df2-851a-30b68f852e75', 'route': ['p2', 'e8', 'i8', 'x6', 'p2', 'c5']}
1769394033.4419684,SENT,cdad0cf6-7a3b-40eb-8df9-1aba95978cb8,9948daf0-6d95-458e-9b2f-550a2c959401,c5,c2,3369,?,p2,
1769394033.4421785,CREATED,394a410a-43bc-42a1-9578-bd8a64eb37ad,9169e59d-72b1-40fe-a2f5-dc3247c4a55f,c5,c2,27,?,?,surb={'id': '4535f572-5d6f-4f41-b6c4-785ae310681e', 'route': ['p2', 'e3', 'i12', 'x9', 'p2', 'c5']}
1769394033.7851093,SENT,e599cba2-6140-4b24-8d20-cb9e89cb32da,c28b89ba-fb8d-4c0b-9846-f0de77ad51b1,c5,c2,3379,?,p2,
1769394033.7852104,CREATED,3db5ca80-1863-41aa-9ba8-b9a50ee2b09a,9169e59d-72b1-40fe-a2f5-dc3247c4a55f,c5,c2,27,?,?,surb={'id': '4535f572-5d6f-4f41-b6c4-785ae310681e', 'route': ['p2', 'e3', 'i12', 'x9', 'p2', 'c5']}
1769394033.8809903,SENT,ac51b40a-cb06-47da-8006-07d04085249b,c721d496-c1c2-4309-8838-011403e58e85,c5,c2,3359,?,p2,
1769394033.8811166,CREATED,f287bb35-f526-429c-b73c-935719ebd77e,9086b50f-c850-437d-9d6a-84d709eefbf0,c5,c2,27,?,?,surb={'id': '5fe6553f-0b3b-48ab-8ae6-9ee2e6a6c941', 'route': ['p2', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769394033.9302568,SENT,e5cc16ea-b71f-4157-8796-39647a18faf3,f8dd1fe1-fa7b-4cf7-ad95-db5dcba4d451,c5,c2,3388,?,p2,
1769394033.930358,CREATED,e9b7740b-3668-461a-a1e0-418483e0bfb9,9086b50f-c850-437d-9d6a-84d709eefbf0,c5,c2,27,?,?,surb={'id': '5fe6553f-0b3b-48ab-8ae6-9ee2e6a6c941', 'route': ['p2', 'e6', 'i11', 'x2', 'p2', 'c5']}
1769394033.9956574,RECEIVED,be97426f-b72f-43da-9749-3fdaacc87263,b6c6a92a-a24b-4210-ab4d-a9a9d6fad738,c2,c5,27,p2,?,surb={'id': '326f9f6b-b80d-4c98-be36-747f308ea102', 'route': ['p2', 'e4', 'i7', 'x12', 'p2', 'c2']}
1769394034.1884706,SENT,7e7be24c-2da9-4a1b-b6d6-ed05df0fdbe3,b92e1b2c-46f7-4860-b8c4-f88d01a9f76c,c5,c2,3397,?,p2,
1769394034.1886315,CREATED,43b80c77-a637-43bd-901c-0ef9c53824a6,e72c71a8-c38c-4e07-877a-80e75d45b95b,c5,c2,27,?,?,surb={'id': '9efc0c7e-9e92-4dc5-9c0a-774bd2c4959a', 'route': ['p2', 'e12', 'i1', 'x11', 'p2', 'c5']}
1769394034.7467933,RECEIVED,048f19d1-4f18-49ef-8f12-3d8b9a3125d7,63e100b5-b6e6-4912-aaad-537a793222c7,c2,c5,27,p2,?,surb={'id': '2fb9fc00-4bde-42b7-8511-5bc5ddc0e473', 'route': ['p2', 'e6', 'i10', 'x7', 'p2', 'c2']}
1769394034.909089,RECEIVED,6f9d1758-d292-4bc8-b159-803aab304ed1,ff764f7d-5fb7-49bb-bcc4-27274b221e3d,c2,c5,27,p2,?,surb={'id': 'f086b14d-f2e8-41dc-b43f-fe8c58e47d6d', 'route': ['p2', 'e8', 'i9', 'x12', 'p2', 'c2']}
1769394034.9607432,SENT,543d0b6c-eed2-4ef0-bb3d-7a71d23b1c4f,f6e2af6f-723b-4f60-adcc-d6f9e2378ea2,c5,c2,3401,?,p2,
1769394034.9608924,CREATED,01c5bcd2-7372-45f1-b2e5-b7377a90da14,e72c71a8-c38c-4e07-877a-80e75d45b95b,c5,c2,27,?,?,surb={'id': '9efc0c7e-9e92-4dc5-9c0a-774bd2c4959a', 'route': ['p2', 'e12', 'i1', 'x11', 'p2', 'c5']}
1769394035.0381627,RECEIVED,2f0884eb-329c-45aa-a5a4-645716446673,9c72e433-f797-4677-b864-1e339c21e238,c2,c5,27,p2,?,surb={'id': '567cbe58-3c49-443f-b7c3-4e404065abd3', 'route': ['p2', 'e10', 'i11', 'x8', 'p2', 'c2']}
1769394035.4014485,SENT,5649bbae-356b-4133-8428-6b3a3d1e0047,2b044450-b7f6-4901-84fc-2184cca577e6,c5,c2,3388,?,p2,
1769394035.4015985,CREATED,0d41b354-1ed7-452b-95d6-a5ca2411f5ee,b7b8893e-346a-4e0d-a906-203785511644,c5,c2,27,?,?,surb={'id': 'f9c0e640-4f50-4911-ab1f-d63c68997a5d', 'route': ['p2', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769394036.3975737,SENT,ee9dfd38-20f7-486e-8747-7ea16f6776b7,f4d3c71b-3066-4724-be18-80b2ec042abc,c5,c2,3401,?,p2,
1769394036.3977103,CREATED,11a72bb6-502f-4b19-8102-56bb709a7398,b7b8893e-346a-4e0d-a906-203785511644,c5,c2,27,?,?,surb={'id': 'f9c0e640-4f50-4911-ab1f-d63c68997a5d', 'route': ['p2', 'e1', 'i1', 'x10', 'p2', 'c5']}
1769394036.4053948,RECEIVED,7ceba9ef-3e76-493c-81a1-9aeab95d6061,5ffa7a88-3349-4801-88ab-b7be6ee965ff,c2,c5,27,p2,?,surb={'id': '0d683eff-2acb-4b14-862c-02afcd4275e5', 'route': ['p2', 'e5', 'i4', 'x4', 'p2', 'c2']}
1769394036.4073656,SENT,b86fbfd3-3ae1-4710-a2f4-24aa1f529c20,3d330eb2-8cbb-4573-be29-f3e03679e527,c5,c2,3396,?,p2,
1769394036.407516,CREATED,b33fe395-f5d8-4aaa-b40a-3dc710016a2c,db0bab5d-74ea-4285-a4f0-57177bd31398,c5,c2,27,?,?,surb={'id': 'b83cdb9d-21c2-46eb-85b3-3d2ea5270e1d', 'route': ['p2', 'e10', 'i6', 'x10', 'p2', 'c5']}
1769394036.4578874,RECEIVED,3bd494c8-9df9-4ca0-9877-bb9ec08e8924,63e100b5-b6e6-4912-aaad-537a793222c7,c2,c5,27,p2,?,surb={'id': '2fb9fc00-4bde-42b7-8511-5bc5ddc0e473', 'route': ['p2', 'e6', 'i10', 'x7', 'p2', 'c2']}
1769394036.7367723,RECEIVED,35d9a73a-0306-4fbc-abeb-7f40ac4f4dd4,3e09d1a6-aec3-459d-916e-d24ac9610779,c2,c5,27,p2,?,surb={'id': '3928f40b-d930-42e7-9dba-981501ded661', 'route': ['p2', 'e4', 'i6', 'x8', 'p2', 'c2']}
1769394036.9363458,SENT,c644b5b4-6952-4887-83de-add088b0fe84,c4799b36-4555-400c-837f-987b286c818f,c5,c2,3392,?,p2,
1769394036.9367325,CREATED,ac5c0cc8-9e63-4365-88f8-ead90a725f94,db0bab5d-74ea-4285-a4f0-57177bd31398,c5,c2,27,?,?,surb={'id': 'b83cdb9d-21c2-46eb-85b3-3d2ea5270e1d', 'route': ['p2', 'e10', 'i6', 'x10', 'p2', 'c5']}
1769394036.9637675,SENT,b331319c-ccf9-47d8-b908-47fa61e33c45,bb3cb700-c499-4107-bb84-51154ed57070,c5,c2,3401,?,p2,
1769394036.9639215,CREATED,ca8059b0-a0f0-43df-a10f-76220f6d7210,b134cf19-5d6d-4f11-b93b-1d5bfc8299e0,c5,c2,27,?,?,surb={'id': 'cff11886-8ff8-4733-95ba-738e9af28736', 'route': ['p2', 'e7', 'i11', 'x7', 'p2', 'c5']}
1769394037.170908,RECEIVED,083c26b0-e34c-418b-b2bd-8cf7200fd748,ff764f7d-5fb7-49bb-bcc4-27274b221e3d,c2,c5,27,p2,?,surb={'id': 'f086b14d-f2e8-41dc-b43f-fe8c58e47d6d', 'route': ['p2', 'e8', 'i9', 'x12', 'p2', 'c2']}
1769394037.2287354,SENT,207b978f-ae18-4d14-a5ad-fc35cf0081ca,43d870b5-94b8-4d43-81f7-7fc3ceaa7c3d,c5,c2,3392,?,p2,
1769394037.2288394,CREATED,67d70b8c-48bb-42e3-9b51-bf93d29c5ead,b134cf19-5d6d-4f11-b93b-1d5bfc8299e0,c5,c2,27,?,?,surb={'id': 'cff11886-8ff8-4733-95ba-738e9af28736', 'route': ['p2', 'e7', 'i11', 'x7', 'p2', 'c5']}
1769394037.2927208,RECEIVED,47866ce1-f036-4ae4-a1d9-6c8ca3e81d0e,5dd2027a-e8e8-41f3-b17b-09c267129fe0,c2,c5,27,p2,?,surb={'id': 'a5f8ebae-4229-48a6-8d72-f85bebd04786', 'route': ['p2', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769394037.3690314,SENT,4a302c22-4e4a-4c32-bd55-c21ab0f1ca4b,790017cf-a214-4e3f-bc7e-497d43c61f48,c5,c2,3385,?,p2,
1769394037.3692255,CREATED,901ca4f0-bf85-4db2-8ff6-72f47da76fb6,f4e3e27b-79f6-4bb4-b20f-2e61db4f69d0,c5,c2,27,?,?,surb={'id': '525504ba-f900-40b4-9026-d965589f29bb', 'route': ['p2', 'e3', 'i5', 'x1', 'p2', 'c5']}
1769394037.6061263,SENT,03ea9355-54e7-4a62-9182-f209a45287dd,a4280e31-1d23-4810-9deb-f8ec7914ffa7,c5,c2,3383,?,p2,
