timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394089.885288,CREATED,b486f937-7748-4835-a63a-f81b4d5546b4,6bf0e34a-7d88-48c7-9fa6-6398ce254e24,c3,c1,27,?,?,surb={'id': '5a7fea8f-ae92-4da2-a6ec-fe10003914da', 'route': ['p1', 'e4', 'i6', 'x1', 'p3', 'c3']}
1769394090.064213,SENT,abbdb8d8-c7dc-4e65-8b13-fdb5b8bd9f68,d60d1731-d8a2-4d53-b22d-9ba97fcae1e0,c3,c1,3383,?,p3,
1769394090.064364,CREATED,90d75ac7-1a1b-4b4e-829f-b33574acebe3,6bf0e34a-7d88-48c7-9fa6-6398ce254e24,c3,c1,27,?,?,surb={'id': '5a7fea8f-ae92-4da2-a6ec-fe10003914da', 'route': ['p1', 'e4', 'i6', 'x1', 'p3', 'c3']}
1769394090.1887467,SENT,08d18596-6708-4c1d-9e2f-63d99e8d65e3,8798c2ff-3abd-474d-8f3a-5645089a4b9f,c3,c1,3400,?,p3,
1769394090.1888456,CREATED,2dd55b3d-3d79-4611-88ec-b437aca7a1db,5bba6bd6-2306-4ae6-ac35-39e32ce019ea,c3,c1,27,?,?,surb={'id': '15790ed4-04f3-4c37-8990-95614b917fc5', 'route': ['p1', 'e6', 'i2', 'x11', 'p3', 'c3']}
1769394090.4886537,SENT,882ef904-b087-4bed-a83e-e1bee7fd495b,869ad47c-423d-4a36-aa0f-f20570285b99,c3,c1,3384,?,p3,
1769394090.4887347,CREATED,2c895097-639f-4b38-943b-6ce74fb596e4,5bba6bd6-2306-4ae6-ac35-39e32ce019ea,c3,c1,27,?,?,surb={'id': '15790ed4-04f3-4c37-8990-95614b917fc5', 'route': ['p1', 'e6', 'i2', 'x11', 'p3', 'c3']}
1769394090.722343,RECEIVED,7b7e3dc8-9ded-44fd-be5d-c7a7500e395e,3e901749-c2d3-46ee-bc30-1bf244747611,c1,c3,26,p3,?,surb={'id': '6a632385-ebb7-49cb-9418-58964efca57a', 'route': ['p3', 'e8', 'i8', 'x8', 'p1', 'c1']}
1769394090.962823,SENT,765eaa5a-f6a8-432f-99bd-d2d75ba74d21,ad40abe7-360a-476b-9af0-abc1fd514fd8,c3,c1,3391,?,p3,
1769394090.9629183,CREATED,17e67e06-ac69-4f33-bc22-ec74a96a7037,79771b27-a65e-49e6-84a2-7c60f5632d21,c3,c1,27,?,?,surb={'id': '21aad027-056f-4907-a709-786b4fb4bede', 'route': ['p1', 'e11', 'i10', 'x3', 'p3', 'c3']}
1769394091.0295713,RECEIVED,1e9ae66e-21da-4acf-89bc-e2e87f7e1414,3529a9b2-a2a8-4632-8b7f-a09a2602afe2,c1,c3,27,p3,?,surb={'id': '38ae2a1e-df8c-4f5c-bea8-9d96807f68d1', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769394091.1381574,RECEIVED,c5c02e4e-23df-4caf-8df5-4746495a1001,570ace78-e96c-4ba8-bbf0-af5aa2752ceb,c1,c3,26,p3,?,surb={'id': '1a082528-ae55-46c9-b854-65decb1c5c6f', 'route': ['p3', 'e10', 'i10', 'x9', 'p1', 'c1']}
1769394091.8627644,RECEIVED,d62c7871-dc62-4a49-b739-d0123ea1782e,32d88fcd-231a-4cd5-aab3-69b524cebbd5,c1,c3,27,p3,?,surb={'id': '3a02dd70-88bb-42ab-8317-7c7fa230ab59', 'route': ['p3', 'e11', 'i2', 'x5', 'p1', 'c1']}
1769394091.9207668,SENT,caa2b143-ed05-41a0-b601-9d28ed35d68d,29a76972-df16-4de6-b17b-f7f078b71840,c3,c1,3395,?,p3,
1769394091.9213305,CREATED,2612809d-9ae2-4069-bf5d-a3e69f84800f,79771b27-a65e-49e6-84a2-7c60f5632d21,c3,c1,27,?,?,surb={'id': '21aad027-056f-4907-a709-786b4fb4bede', 'route': ['p1', 'e11', 'i10', 'x3', 'p3', 'c3']}
1769394091.9900854,RECEIVED,0d4e11dc-3405-4cbd-906c-6938c3b26cd2,32d88fcd-231a-4cd5-aab3-69b524cebbd5,c1,c3,27,p3,?,surb={'id': '3a02dd70-88bb-42ab-8317-7c7fa230ab59', 'route': ['p3', 'e11', 'i2', 'x5', 'p1', 'c1']}
1769394092.172966,SENT,b900ef5a-40fa-4a38-9e2b-7bc642230e93,d22c6fc3-9c74-4bc8-9b53-668d7e219805,c3,c1,3394,?,p3,
1769394092.1731384,CREATED,f703329b-4c3f-44fb-a9a0-911d95a6027e,ded813de-072b-4265-8630-d1dda9f33d59,c3,c1,27,?,?,surb={'id': '525e6c4e-d7d3-4f01-a36d-729250d7ae58', 'route': ['p1', 'e12', 'i8', 'x9', 'p3', 'c3']}
1769394092.4075968,RECEIVED,b3653d2c-7e78-4443-b5fa-9a276a919481,69870be2-6a40-4181-bdcf-ca72aa6e7c85,c1,c3,25,p3,?,surb={'id': '85665b73-a2fd-43a6-8bd7-ecc4dbe01755', 'route': ['p3', 'e6', 'i7', 'x3', 'p1', 'c1']}
1769394092.49247,SENT,3489092e-8565-4aca-8fde-5ea93b109dcf,4e0bf2b9-200e-43a5-8ff4-b86d8e58ec9d,c3,c1,3379,?,p3,
1769394092.492614,CREATED,e187f373-9871-4ef0-ae51-293a9bfb1451,ded813de-072b-4265-8630-d1dda9f33d59,c3,c1,27,?,?,surb={'id': '525e6c4e-d7d3-4f01-a36d-729250d7ae58', 'route': ['p1', 'e12', 'i8', 'x9', 'p3', 'c3']}
1769394092.4966455,RECEIVED,9f4e2c4e-4345-4040-9602-f34df6aa79d3,69870be2-6a40-4181-bdcf-ca72aa6e7c85,c1,c3,25,p3,?,surb={'id': '85665b73-a2fd-43a6-8bd7-ecc4dbe01755', 'route': ['p3', 'e6', 'i7', 'x3', 'p1', 'c1']}
1769394092.509189,SENT,6abbe9c1-203b-4a41-ae5d-019382437a7c,6e8de56a-ee7a-4aa3-8a2a-b4a2dc91c90c,c3,c1,3392,?,p3,
1769394092.509342,CREATED,c27e9f7c-fb5f-4ece-9492-e21938bc3b95,256de40b-6bb7-4d47-93ee-362bfa5ac60a,c3,c1,27,?,?,surb={'id': 'af303a6f-e444-4edf-884f-86c42537c69c', 'route': ['p1', 'e10', 'i2', 'x12', 'p3', 'c3']}
1769394092.9122047,RECEIVED,9e7e2896-6ac5-4011-af7a-2104c2e20930,3529a9b2-a2a8-4632-8b7f-a09a2602afe2,c1,c3,27,p3,?,surb={'id': '38ae2a1e-df8c-4f5c-bea8-9d96807f68d1', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c1']}
1769394092.9823785,SENT,037c727f-fe4d-41eb-bd48-37e0c2f4a169,77a5c41c-d780-460b-b935-326d7be3ee28,c3,c1,3404,?,p3,
1769394092.9825234,CREATED,4bbd7bea-e9f6-4084-8764-445d9782081c,256de40b-6bb7-4d47-93ee-362bfa5ac60a,c3,c1,27,?,?,surb={'id': 'af303a6f-e444-4edf-884f-86c42537c69c', 'route': ['p1', 'e10', 'i2', 'x12', 'p3', 'c3']}
1769394093.0051854,RECEIVED,4c3d531c-116e-46c9-8c0b-cd10d40561de,bda88976-2689-42a0-9bae-3b15cdc409c1,c1,c3,26,p3,?,surb={'id': 'f6d64cea-b1e3-40f0-95a2-b49d3aa35362', 'route': ['p3', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769394093.0673048,RECEIVED,364245a4-5dab-427c-ae11-99488223f629,2f21c237-bc55-431a-8e1f-eb7431d33203,c1,c3,27,p3,?,surb={'id': '02af93a3-d72e-40ca-8fbd-95eb62e1a3d6', 'route': ['p3', 'e5', 'i4', 'x12', 'p1', 'c1']}
1769394093.2193437,SENT,a4d7429d-7967-4d63-821e-f38526e01930,9286820f-4a0f-4a4e-9123-9f9af8a14677,c3,c1,3380,?,p3,
1769394093.2194686,CREATED,6be43932-383c-4c6b-b4d4-160e46d03cff,cabc5f9c-e08b-40e2-bdbd-46648f322bcd,c3,c1,27,?,?,surb={'id': '3d03ea1d-8044-4512-a5d6-654db151373f', 'route': ['p1', 'e9', 'i9', 'x2', 'p3', 'c3']}
1769394093.2416894,SENT,2f47c31e-40c7-4251-b877-3e699e0f24db,e16828a7-3c8b-451b-af39-d3f7e970d612,c3,c1,3388,?,p3,
1769394093.2418227,CREATED,667fa45f-f019-4323-a95a-e7ad846fe011,cabc5f9c-e08b-40e2-bdbd-46648f322bcd,c3,c1,27,?,?,surb={'id': '3d03ea1d-8044-4512-a5d6-654db151373f', 'route': ['p1', 'e9', 'i9', 'x2', 'p3', 'c3']}
1769394093.399283,SENT,a8aef4cf-cc99-43ac-b026-7e789b2e7201,8692cb5b-603f-436d-badb-5c91f57635b4,c3,c1,3375,?,p3,
1769394093.399418,CREATED,20ca62a4-82d2-4b9d-ac44-909e6e714f64,2a03a0e2-8427-4726-a6a4-9711f515b1d7,c3,c1,27,?,?,surb={'id': 'ca989f7d-e8bc-4702-bf61-c302cec3b9f1', 'route': ['p1', 'e8', 'i6', 'x9', 'p3', 'c3']}
1769394093.724897,SENT,44b8cc0d-938a-4f8f-9ff7-91b3a69120ff,49a8fcca-d2f7-4d3e-b785-1d074f87a15d,c3,c1,3377,?,p3,
1769394093.7250319,CREATED,4d21dd01-528f-4734-9619-22bea1704d4a,2a03a0e2-8427-4726-a6a4-9711f515b1d7,c3,c1,27,?,?,surb={'id': 'ca989f7d-e8bc-4702-bf61-c302cec3b9f1', 'route': ['p1', 'e8', 'i6', 'x9', 'p3', 'c3']}
1769394094.234447,SENT,1bb2355c-c3da-44f1-be0f-842f369b3595,fdbd5003-654b-4d66-99d3-35cb30a6c2c4,c3,c1,3373,?,p3,
1769394094.2345386,CREATED,700582ab-6cf3-4e23-844d-c3c667126d03,f171922f-b8e2-4075-9775-b3b23b6f081f,c3,c1,27,?,?,surb={'id': '9e382339-2781-48cf-a9ff-55ed3b2098dd', 'route': ['p1', 'e2', 'i10', 'x10', 'p3', 'c3']}
1769394094.2991705,RECEIVED,b78c9de1-d7ef-4c93-991e-75363eb23a29,90700937-dcc2-4f49-8176-b61297fdd521,c1,c3,27,p3,?,surb={'id': 'd3e01f90-4f4f-4c64-9532-f8c82904222f', 'route': ['p3', 'e8', 'i3', 'x11', 'p1', 'c1']}
1769394094.5986445,RECEIVED,cdfe6db0-75e2-494d-ab80-f51f96f18685,2f21c237-bc55-431a-8e1f-eb7431d33203,c1,c3,27,p3,?,surb={'id': '02af93a3-d72e-40ca-8fbd-95eb62e1a3d6', 'route': ['p3', 'e5', 'i4', 'x12', 'p1', 'c1']}
1769394095.0907965,SENT,91a332cd-5898-4b1a-82cb-045e31ac4a20,aa2f5c38-dc02-4e8e-8668-2837e78e583b,c3,c1,3374,?,p3,
1769394095.090947,CREATED,1a1295ce-7507-4a01-94da-3cb52f7f38fa,f171922f-b8e2-4075-9775-b3b23b6f081f,c3,c1,27,?,?,surb={'id': '9e382339-2781-48cf-a9ff-55ed3b2098dd', 'route': ['p1', 'e2', 'i10', 'x10', 'p3', 'c3']}
1769394095.1890004,SENT,0aae84fd-4d4f-4004-b9d6-0d1fe6b39c6a,34cc7c10-6e42-45b3-8076-fb1f26c54f97,c3,c1,3384,?,p3,
1769394095.1897907,CREATED,c1d126e7-7729-4976-b27a-0723314b61cf,9ddabb27-e726-42a2-8224-cadcd85c833a,c3,c1,27,?,?,surb={'id': '07277864-41a5-4690-955c-6f46db38c638', 'route': ['p1', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769394095.2182195,SENT,d0727b66-47ad-4355-86cb-28dd43eaa6fa,5dadf5c2-178a-43ef-a12e-a31be555e72d,c3,c1,3388,?,p3,
1769394095.218348,CREATED,c5af9c9d-14d0-4caf-b240-e5f6b1bab00d,9ddabb27-e726-42a2-8224-cadcd85c833a,c3,c1,27,?,?,surb={'id': '07277864-41a5-4690-955c-6f46db38c638', 'route': ['p1', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769394095.2501864,RECEIVED,e68bff1d-aa58-47fd-a9a6-9d429cfd4bf7,01f0c7a5-4c58-4abe-b749-a72eaf4b135d,c1,c3,26,p3,?,surb={'id': 'ab6c4e62-b0df-4a91-a6ed-e0b85717d107', 'route': ['p3', 'e5', 'i9', 'x5', 'p1', 'c1']}
1769394095.4938438,SENT,085f5098-13f2-4b76-aebe-25611381e163,5c483c9f-44a4-4867-a93c-da0be2b2ec42,c3,c1,3375,?,p3,
1769394095.4939814,CREATED,170fa6f4-fdfa-47c5-b74e-6544b5126c03,ca6bfc9b-51e9-47c7-9570-14a055196800,c3,c1,27,?,?,surb={'id': '0ca605c6-dc23-4a4f-8631-044e33ef2893', 'route': ['p1', 'e10', 'i8', 'x2', 'p3', 'c3']}
1769394095.7849317,RECEIVED,9ae935fa-db3b-408a-896d-cd09a99709b3,cf95b2f4-4b5f-407d-8a96-d7928e2896b4,c1,c3,27,p3,?,surb={'id': '62165341-550b-4989-a593-9a0b545edfdc', 'route': ['p3', 'e6', 'i6', 'x6', 'p1', 'c1']}
1769394096.0685515,SENT,6e93002d-6673-4f38-a39f-d93f5acd2f16,788372c9-9d20-4ed3-ba77-d18553d98437,c3,c1,3376,?,p3,
1769394096.0686855,CREATED,5967bf9c-1e06-497b-94ff-ff9e84fa2f05,ca6bfc9b-51e9-47c7-9570-14a055196800,c3,c1,27,?,?,surb={'id': '0ca605c6-dc23-4a4f-8631-044e33ef2893', 'route': ['p1', 'e10', 'i8', 'x2', 'p3', 'c3']}
1769394096.1136417,SENT,458ef540-0cc1-455f-b7e4-86751a02d922,0a82264f-752d-4062-9975-b6e53a982c79,c3,c1,3400,?,p3,
1769394096.113777,CREATED,981ee1ce-1e63-49e4-a0ab-65d0be127ef2,bddf6ec1-d687-4692-ae22-d6a586a7f87a,c3,c1,26,?,?,surb={'id': '9ffea70d-2ae0-4f10-a072-4ba504ee445d', 'route': ['p1', 'e12', 'i9', 'x12', 'p3', 'c3']}
1769394096.1640322,SENT,453ad6fe-df42-46ee-ac19-0fef8fe0e071,63aa857f-48d1-465f-9b2a-3b87fe7ef6dc,c3,c1,3396,?,p3,
1769394096.164519,CREATED,ba009aed-7586-454e-9e5c-ffa4ea51f261,bddf6ec1-d687-4692-ae22-d6a586a7f87a,c3,c1,26,?,?,surb={'id': '9ffea70d-2ae0-4f10-a072-4ba504ee445d', 'route': ['p1', 'e12', 'i9', 'x12', 'p3', 'c3']}
1769394096.1791499,SENT,add64e32-9699-46c8-b3bd-7242a0d13f9c,5aae4e23-0b33-4276-9c4b-04439338953c,c3,c1,3391,?,p3,
1769394096.1792815,CREATED,08955b37-3349-4f97-bdb5-381be8d69813,c4522b27-142f-4181-8064-bda9ba91abe1,c3,c1,27,?,?,surb={'id': 'b9d34333-ab87-4c6a-90ae-e15fb1e80243', 'route': ['p1', 'e10', 'i8', 'x11', 'p3', 'c3']}
1769394096.7750158,SENT,cbb7262b-3ca4-4df5-95b6-ae3db37dc46a,1dbe0028-b942-4037-a9b5-c5537365aea6,c3,c1,3388,?,p3,
1769394096.7751749,CREATED,4d964650-1031-4b47-8481-09f98268f1ac,c4522b27-142f-4181-8064-bda9ba91abe1,c3,c1,27,?,?,surb={'id': 'b9d34333-ab87-4c6a-90ae-e15fb1e80243', 'route': ['p1', 'e10', 'i8', 'x11', 'p3', 'c3']}
1769394096.9489474,SENT,a57fea44-a9e7-4537-9c12-3093ca25bc40,d2212279-b903-45f0-ae8c-2e74dcd751e9,c3,c1,3376,?,p3,
1769394096.9492776,CREATED,6d268370-fc13-4cdb-8518-918deb769526,9233eb87-1d88-4fc8-b853-ce13771079c6,c3,c1,27,?,?,surb={'id': 'f8022875-55be-41ea-b128-959376c05d2e', 'route': ['p1', 'e12', 'i5', 'x11', 'p3', 'c3']}
1769394097.0463052,RECEIVED,b56ee87a-0ccd-4306-bb02-cb30e9180ba7,90700937-dcc2-4f49-8176-b61297fdd521,c1,c3,27,p3,?,surb={'id': 'd3e01f90-4f4f-4c64-9532-f8c82904222f', 'route': ['p3', 'e8', 'i3', 'x11', 'p1', 'c1']}
1769394097.112374,RECEIVED,9b6370b8-d815-4532-bf14-8dd170c56c08,160c0387-9e51-4a7e-a232-f264a46dbc15,c1,c3,25,p3,?,surb={'id': '8f9c236a-31f8-4e9a-a39e-412d7c4ea57f', 'route': ['p3', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769394097.2451336,RECEIVED,5b8d1dd0-0fe4-4c49-aadc-74d3231a55e5,3bf2a4d8-44db-4afc-835e-cdad255b8550,c1,c3,27,p3,?,surb={'id': 'e998a268-0b2b-4d3f-8ec0-10e660353d11', 'route': ['p3', 'e12', 'i9', 'x3', 'p1', 'c1']}
1769394097.3018534,SENT,f56666fb-f136-411d-bf2d-1bb2c92d3a91,479d2c5c-0222-4e87-8a34-3df597aacb96,c3,c1,3397,?,p3,
1769394097.3019876,CREATED,744fc4ce-80ce-4df3-8a10-87507ed84be9,9233eb87-1d88-4fc8-b853-ce13771079c6,c3,c1,27,?,?,surb={'id': 'f8022875-55be-41ea-b128-959376c05d2e', 'route': ['p1', 'e12', 'i5', 'x11', 'p3', 'c3']}
1769394097.713439,RECEIVED,2f1c9592-9cfc-481b-a63f-41be86850208,47574491-57a0-4bae-a96b-afef4e85624b,c1,c3,26,p3,?,surb={'id': 'b08846d2-9609-4c45-b2e7-bb2d69564a77', 'route': ['p3', 'e1', 'i1', 'x12', 'p1', 'c1']}
1769394098.0536852,SENT,3d1b397e-1f26-4bff-8247-8fb906afe812,a906c080-ab75-4f32-9d9e-726cc0b314ef,c3,c1,3381,?,p3,
1769394098.0537922,CREATED,4bb57d9f-2915-4fdb-ae47-63cfa6fffb06,e64109e0-bd42-498e-b783-24907ee797c3,c3,c1,26,?,?,surb={'id': 'a0e03620-54ec-4577-b3ab-e0cdeb205fc7', 'route': ['p1', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769394098.2152088,SENT,e42b3ffb-430c-448e-b224-fdd3573468bb,60ec3512-97eb-407e-b154-c23c69b87a44,c3,c1,3401,?,p3,
1769394098.2154737,CREATED,3b42056a-e19c-4c0b-a117-58bfce9dab7a,e64109e0-bd42-498e-b783-24907ee797c3,c3,c1,26,?,?,surb={'id': 'a0e03620-54ec-4577-b3ab-e0cdeb205fc7', 'route': ['p1', 'e1', 'i4', 'x12', 'p3', 'c3']}
1769394098.297093,SENT,35700ede-6695-458a-89f9-5fb66c054478,b7655ec4-e854-4d9d-a31d-add68bb91d77,c3,c1,3380,?,p3,
1769394098.297245,CREATED,d35145c6-5760-4915-afee-8530ad451c98,b7266f70-2096-44b0-99bc-7fd4b6d58516,c3,c1,26,?,?,surb={'id': '515ba8bd-80ad-4b66-8883-2ff2bde50a37', 'route': ['p1', 'e3', 'i2', 'x2', 'p3', 'c3']}
1769394098.4081967,SENT,22923c79-4259-4332-b2d7-8e58f5584b1c,1bdd5e57-9774-4243-8c6a-05f10c1e87ac,c3,c1,3360,?,p3,
1769394098.408343,CREATED,0b3ece19-c0c3-4079-96b5-cf93981954b1,b7266f70-2096-44b0-99bc-7fd4b6d58516,c3,c1,26,?,?,surb={'id': '515ba8bd-80ad-4b66-8883-2ff2bde50a37', 'route': ['p1', 'e3', 'i2', 'x2', 'p3', 'c3']}
1769394098.4097352,RECEIVED,cd4b57f8-889e-40e9-97fd-e6dc67e6fe2a,47574491-57a0-4bae-a96b-afef4e85624b,c1,c3,26,p3,?,surb={'id': 'b08846d2-9609-4c45-b2e7-bb2d69564a77', 'route': ['p3', 'e1', 'i1', 'x12', 'p1', 'c1']}
1769394098.545515,SENT,cd10f10e-18e5-4869-b675-d639011a9568,d01c623b-419c-42d8-a1d3-c1f72ffae78b,c3,c1,3403,?,p3,
1769394098.5456607,CREATED,d28b6443-cc5a-406b-ac19-223ed31a6e52,6616df1d-f615-4e90-aa08-6ac5a8739ddc,c3,c1,27,?,?,surb={'id': 'bef1488d-7d6a-4324-8f19-6cfce68ebf36', 'route': ['p1', 'e10', 'i4', 'x11', 'p3', 'c3']}
1769394098.8204782,RECEIVED,6c8c9497-4782-461a-9dd7-35b938a43797,b49af9d4-0403-462c-9360-16638cc79537,c1,c3,27,p3,?,surb={'id': '0c2940e9-65cb-48a1-b44e-bac6bf894309', 'route': ['p3', 'e9', 'i9', 'x2', 'p1', 'c1']}
1769394099.116292,RECEIVED,381f398c-a488-457c-a9c5-69272e15e15b,160c0387-9e51-4a7e-a232-f264a46dbc15,c1,c3,25,p3,?,surb={'id': '8f9c236a-31f8-4e9a-a39e-412d7c4ea57f', 'route': ['p3', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769394100.4195397,SENT,419a4ac3-c24a-4d3f-ad14-46ae28f3dec2,4c6d92f1-4879-4786-a24a-42257be569b0,c3,c1,3391,?,p3,
1769394100.4196882,CREATED,4b04f203-877c-4125-a452-c8c18e2e9e3f,6616df1d-f615-4e90-aa08-6ac5a8739ddc,c3,c1,27,?,?,surb={'id': 'bef1488d-7d6a-4324-8f19-6cfce68ebf36', 'route': ['p1', 'e10', 'i4', 'x11', 'p3', 'c3']}
1769394100.722383,SENT,aad39e6c-531a-4212-b54e-c76293d81ee4,febf02ae-9209-4bb9-9865-8d608321114e,c3,c1,3360,?,p3,
1769394100.722484,CREATED,d004b412-5c44-4578-bb92-32b312a020f6,3970e5ce-5004-410f-b711-043fd736f8b7,c3,c1,27,?,?,surb={'id': '4bd73245-f59b-4c88-ab61-872a9691e19d', 'route': ['p1', 'e9', 'i4', 'x2', 'p3', 'c3']}
1769394100.8691106,SENT,6cb73b7b-f152-4a77-8311-b04f18ff0b01,66bd1d5b-c963-417f-8675-45dbdd245383,c3,c1,3384,?,p3,
1769394100.8692198,CREATED,5880ef55-16b5-4db8-8452-8f5501cfd4c7,3970e5ce-5004-410f-b711-043fd736f8b7,c3,c1,27,?,?,surb={'id': '4bd73245-f59b-4c88-ab61-872a9691e19d', 'route': ['p1', 'e9', 'i4', 'x2', 'p3', 'c3']}
1769394101.0233948,RECEIVED,94526e4f-22c8-47a3-ae92-cf9b1c03031a,b49af9d4-0403-462c-9360-16638cc79537,c1,c3,27,p3,?,surb={'id': '0c2940e9-65cb-48a1-b44e-bac6bf894309', 'route': ['p3', 'e9', 'i9', 'x2', 'p1', 'c1']}
1769394101.0515933,SENT,f7beed6c-f25b-469e-8f0c-80f8c00429e9,5c8c2a45-0f44-4722-9086-a8607dcb6c2d,c3,c1,3372,?,p3,
1769394101.0517297,CREATED,66b07eaf-1814-4cbd-8e6b-d17b833d41b8,e6cb183b-d864-4730-8fc6-a3c68a0f4a99,c3,c1,27,?,?,surb={'id': '6087effa-7cf9-48ba-ae11-da0554b35553', 'route': ['p1', 'e9', 'i2', 'x10', 'p3', 'c3']}
1769394101.3299987,RECEIVED,88aab01f-b773-43a7-ad4c-093fd77fcc32,69b7cf1f-5f76-452d-97b3-2847745e1045,c1,c3,27,p3,?,surb={'id': 'd1df40e9-0734-4597-915e-d4fc6b452dda', 'route': ['p3', 'e11', 'i12', 'x10', 'p1', 'c1']}
1769394101.4642303,SENT,fb28939b-6652-4e36-b599-440d3653533d,67674768-4caf-43f4-b6ee-1332f3c8ff6e,c3,c1,3393,?,p3,
1769394101.464338,CREATED,73442689-7d37-414a-ab95-09f8933599fc,e6cb183b-d864-4730-8fc6-a3c68a0f4a99,c3,c1,27,?,?,surb={'id': '6087effa-7cf9-48ba-ae11-da0554b35553', 'route': ['p1', 'e9', 'i2', 'x10', 'p3', 'c3']}
1769394101.79879,SENT,58381726-bd5b-497f-a325-feb3b68a0229,98cb67d3-971f-4130-a910-94fc1ccc16b8,c3,c1,3379,?,p3,
1769394101.7988505,CREATED,312678bd-4c0e-49ff-ace1-6c3ae619510d,439416e9-2ff6-495f-94a8-044a8a23ddf3,c3,c1,27,?,?,surb={'id': '6c9e3024-8e61-464b-b6d1-d11a4b287eaa', 'route': ['p1', 'e6', 'i11', 'x2', 'p3', 'c3']}
1769394102.0248508,RECEIVED,49d463fb-020b-492e-9c0c-380bdb95429b,404dd1f2-9c2a-46d2-93c1-5365e4846baa,c1,c3,27,p3,?,surb={'id': '4b817118-1a84-468c-9046-60c7a452ae53', 'route': ['p3', 'e9', 'i12', 'x8', 'p1', 'c1']}
1769394102.3317976,SENT,2ceeb72a-f05c-4149-b48b-bd8d62d76ea6,b096e34c-1448-4197-b15c-ae222f591585,c3,c1,3389,?,p3,
1769394102.331967,CREATED,6b7db0f8-ef03-4f04-8e9f-2e3cc3a054c0,439416e9-2ff6-495f-94a8-044a8a23ddf3,c3,c1,27,?,?,surb={'id': '6c9e3024-8e61-464b-b6d1-d11a4b287eaa', 'route': ['p1', 'e6', 'i11', 'x2', 'p3', 'c3']}
1769394102.3733015,RECEIVED,a1eae1de-cb08-494b-ad02-6b3b09e19fb9,404dd1f2-9c2a-46d2-93c1-5365e4846baa,c1,c3,27,p3,?,surb={'id': '4b817118-1a84-468c-9046-60c7a452ae53', 'route': ['p3', 'e9', 'i12', 'x8', 'p1', 'c1']}
1769394102.387483,RECEIVED,c4e08f0e-8491-477d-8dc8-7b6c584e58da,69b7cf1f-5f76-452d-97b3-2847745e1045,c1,c3,27,p3,?,surb={'id': 'd1df40e9-0734-4597-915e-d4fc6b452dda', 'route': ['p3', 'e11', 'i12', 'x10', 'p1', 'c1']}
1769394102.4423952,SENT,04e5d5cf-8df9-493d-b751-5ceabfe26a13,3d5bafbc-5157-4416-9933-0274da84368e,c3,c1,3384,?,p3,
1769394102.4424741,CREATED,3744a704-6066-48c9-9b9a-82ef8ac8dabe,4ce2100e-6294-4fd3-8c67-95ed5555be94,c3,c1,26,?,?,surb={'id': '1e5afec6-a4ef-44e0-8802-f7e3835ded64', 'route': ['p1', 'e10', 'i7', 'x9', 'p3', 'c3']}
1769394102.531295,SENT,a5115c5a-e9ca-4eff-b0e7-1bfc070b6a15,92ad771c-06cf-43d5-be07-9bfe08fb9cae,c3,c1,3372,?,p3,
1769394102.531371,CREATED,426d0ec4-6939-4523-8e3d-e9c552cf4b07,4ce2100e-6294-4fd3-8c67-95ed5555be94,c3,c1,26,?,?,surb={'id': '1e5afec6-a4ef-44e0-8802-f7e3835ded64', 'route': ['p1', 'e10', 'i7', 'x9', 'p3', 'c3']}
1769394102.6943023,RECEIVED,082a2877-a660-40ac-a11b-0103c09d51d4,49fc33c2-a0c5-4408-a9bc-ad22960d8f14,c1,c3,27,p3,?,surb={'id': 'd3a9b9c9-f117-4053-aa9d-2607d960767c', 'route': ['p3', 'e7', 'i11', 'x6', 'p1', 'c1']}
1769394102.7637482,SENT,602d49fa-2f9a-4238-86ae-93a5c6a827b4,1c85bed8-ffd0-4491-b1a4-7eaa457efae6,c3,c1,3380,?,p3,
1769394102.7638247,CREATED,a50972e7-b8c5-44bc-a927-92da1bfe17a5,0c043be2-8f09-4a58-ba4c-58f02b63f8b3,c3,c1,26,?,?,surb={'id': '4dd1bee6-0321-4e18-a324-54710f645f59', 'route': ['p1', 'e10', 'i6', 'x10', 'p3', 'c3']}
1769394103.2737327,SENT,63f0f25c-2c16-4309-9973-6a3e219fc3ba,677b260f-3168-4283-8fe8-486c49c30c08,c3,c1,3388,?,p3,
1769394103.2738242,CREATED,d46cd3fd-e49b-4de0-bc93-24a872d4958c,0c043be2-8f09-4a58-ba4c-58f02b63f8b3,c3,c1,26,?,?,surb={'id': '4dd1bee6-0321-4e18-a324-54710f645f59', 'route': ['p1', 'e10', 'i6', 'x10', 'p3', 'c3']}
1769394103.420744,SENT,bda3b7bc-7411-4bd3-bdda-5c692bb7ec22,858e19e2-e5c5-4579-a929-382cd5db732f,c3,c1,3380,?,p3,
