timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394097.8906426,RECEIVED,430486b6-e3c3-47e0-b08b-3f438b8c8e80,72330c60-63e0-4ec0-92ca-fa4bae9c409b,c4,c2,27,p2,?,surb={'id': '2ecee837-47f6-446e-ae06-d753b2295247', 'route': ['p2', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769394097.9691536,RECEIVED,8bb02385-5c8e-491c-9e2f-b32019d76e2f,e84a35c1-fbe4-43b2-b7c8-294fdb79d86c,c5,c2,27,p2,?,surb={'id': '5e4a434f-e11d-47c2-b7fc-1013c5a191c1', 'route': ['p2', 'e3', 'i2', 'x8', 'p2', 'c5']}
1769394098.0510864,SENT,c48d72ee-8163-4339-892d-78d03b0752bb,e128ab4a-267b-4cfc-8dce-46f5d09c9a68,c2,c5,3384,?,p2,
1769394098.051181,CREATED,ce78df71-712c-4cc7-82bd-b197706c5c74,ea41cfde-8686-478a-86f8-b100ff702f42,c2,c5,26,?,?,surb={'id': 'ca4d3a3d-abe6-4d1e-ad02-112c0355e034', 'route': ['p2', 'e5', 'i4', 'x5', 'p2', 'c2']}
1769394098.0569682,RECEIVED,c3f6562c-53f9-4781-8eb2-c5484908c29f,f6bc0120-1659-448b-833e-fda9c630248a,c5,c2,27,p2,?,surb={'id': 'd53b9de2-f4b4-448a-aa94-b9ee053aad21', 'route': ['p2', 'e4', 'i6', 'x6', 'p2', 'c5']}
1769394098.1850874,SENT,dd1f6d7b-9afd-4d73-bd96-5c5330d60934,e5bb52a3-cf44-4a17-ab95-c73082bb5d3f,c2,c5,3392,?,p2,
1769394098.18526,CREATED,98fe0db2-c603-4686-9f39-1588ed9e7f92,e4a15071-d01a-485f-8045-f260daf76ac2,c2,c5,27,?,?,surb={'id': '41549ae5-099b-428b-b0cc-41c450ea42e8', 'route': ['p2', 'e12', 'i4', 'x5', 'p2', 'c2']}
1769394098.260855,RECEIVED,a0b67c9e-c1c3-4e5c-abfc-3e5d9c315dd7,6789a6f2-6375-4029-a4c7-86a7752f4d0e,c5,c2,26,p2,?,surb={'id': '572d35f1-4c9a-407f-892d-468ddbd0d656', 'route': ['p2', 'e12', 'i10', 'x6', 'p2', 'c5']}
1769394098.2846928,SENT,6dc3472c-35d6-425a-98fb-613ab3123b65,c2a96f55-5a79-4959-924b-6970fc7f7e02,c2,c5,3359,?,p2,
1769394098.2848427,CREATED,b9826244-ee65-4e36-b17e-ceffabb8fcf4,e4a15071-d01a-485f-8045-f260daf76ac2,c2,c5,27,?,?,surb={'id': '41549ae5-099b-428b-b0cc-41c450ea42e8', 'route': ['p2', 'e12', 'i4', 'x5', 'p2', 'c2']}
1769394098.302345,RECEIVED,cb8e241f-2c85-417f-908b-a629a7c80db8,df746e8b-1f40-45d6-acae-fb9fb473e32d,c5,c2,26,p2,?,surb={'id': 'bfb93357-827a-4bc4-a9ac-727bf62c2972', 'route': ['p2', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769394098.4045339,RECEIVED,d9b97452-83fc-4df5-b922-cf56001f63c1,07ef8878-9866-4aae-8f83-0b6c5306f41f,c4,c2,27,p2,?,surb={'id': 'e940af47-132f-4ec7-948c-254d494e7a7f', 'route': ['p2', 'e8', 'i12', 'x4', 'p1', 'c4']}
1769394098.8595493,SENT,0e091c92-b961-489a-821a-75c309a7a3d6,d2b3fa42-3264-489e-9226-196cb8d349bb,c2,c5,3388,?,p2,
1769394098.8596852,CREATED,9b7c1077-faa4-43ad-a5d2-1fa624ca2300,81293b33-c31b-4510-b977-1dbc1049a74a,c2,c5,27,?,?,surb={'id': 'e73dadd5-e3ff-49a6-842a-fed30bbce13e', 'route': ['p2', 'e12', 'i10', 'x1', 'p2', 'c2']}
1769394098.9662325,SENT,723e1a1c-409b-480c-a4a1-0fc54853835a,6f6445db-39d3-41dd-b467-a17b767e206d,c2,c5,3399,?,p2,
1769394098.9663787,CREATED,8bc08f00-0222-4a22-86d2-de30ba734b6b,81293b33-c31b-4510-b977-1dbc1049a74a,c2,c5,27,?,?,surb={'id': 'e73dadd5-e3ff-49a6-842a-fed30bbce13e', 'route': ['p2', 'e12', 'i10', 'x1', 'p2', 'c2']}
1769394099.0583599,SENT,8029a519-8b67-4287-9a69-cdadf7706d76,2e0f9366-2cd3-42ba-a271-7118ceb69876,c2,c5,3381,?,p2,
1769394099.058434,CREATED,4304de33-1e4c-4e79-b441-308482310401,01d6d79f-b57e-4405-8f98-d1c1dba1f8d5,c2,c5,27,?,?,surb={'id': '8581736f-0858-4e1b-8ae3-3b8613fb3e37', 'route': ['p2', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769394099.1675863,SENT,fb8e4b7a-8ab7-45b7-9268-e3f1447fd8db,1dcc474f-a693-4da3-8f81-cb93cc745c1d,c2,c5,3379,?,p2,
1769394099.1676583,CREATED,822255c6-8393-417b-8ef1-99d0f9b496b1,01d6d79f-b57e-4405-8f98-d1c1dba1f8d5,c2,c5,27,?,?,surb={'id': '8581736f-0858-4e1b-8ae3-3b8613fb3e37', 'route': ['p2', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769394099.2823174,RECEIVED,81455586-9a28-44a8-a3af-5fa25f5a136e,72330c60-63e0-4ec0-92ca-fa4bae9c409b,c4,c2,27,p2,?,surb={'id': '2ecee837-47f6-446e-ae06-d753b2295247', 'route': ['p2', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769394099.3832018,RECEIVED,d0d18133-088b-4250-b575-9de972b48d26,ce784bd9-9c37-495c-b294-1207dfa76af6,c4,c2,26,p2,?,surb={'id': 'a03a0521-6840-4267-af99-b25f156550a4', 'route': ['p2', 'e7', 'i9', 'x9', 'p1', 'c4']}
1769394099.3877256,RECEIVED,835ba49b-1292-4000-9266-23c812eedb4a,07ef8878-9866-4aae-8f83-0b6c5306f41f,c4,c2,27,p2,?,surb={'id': 'e940af47-132f-4ec7-948c-254d494e7a7f', 'route': ['p2', 'e8', 'i12', 'x4', 'p1', 'c4']}
1769394099.549517,RECEIVED,5ad914bc-6736-4161-91c3-8fa20d60d7e4,3d0907c8-d081-4280-b590-f67fd296ed57,c5,c2,26,p2,?,surb={'id': '9173bb49-6508-4dc6-b174-f6cc34e6dafe', 'route': ['p2', 'e3', 'i4', 'x12', 'p2', 'c5']}
1769394099.6676857,SENT,dfaf29e6-af75-4940-b365-34e959049ad4,a034c6a6-a89c-46ac-9143-42c464bd638b,c2,c5,3395,?,p2,
1769394099.667822,CREATED,50ea04d6-950c-4e36-8207-6cbbc724b5d9,368afd52-6d42-449d-8dac-6916bb0e78e3,c2,c5,27,?,?,surb={'id': '43cf3c5c-5c70-410b-b95f-ee6113ac5f44', 'route': ['p2', 'e12', 'i9', 'x11', 'p2', 'c2']}
1769394099.680081,SENT,37669142-a238-45ec-81c5-37cd5ed01622,35458872-b3bf-4e3f-8e93-6c7d35f0f989,c2,c5,3396,?,p2,
1769394099.6802442,CREATED,4064ae93-9f0d-41dd-a13f-66368be24c8b,368afd52-6d42-449d-8dac-6916bb0e78e3,c2,c5,27,?,?,surb={'id': '43cf3c5c-5c70-410b-b95f-ee6113ac5f44', 'route': ['p2', 'e12', 'i9', 'x11', 'p2', 'c2']}
1769394099.7289922,RECEIVED,229d5f16-e073-4eca-ae1f-b8861db71574,ce784bd9-9c37-495c-b294-1207dfa76af6,c4,c2,26,p2,?,surb={'id': 'a03a0521-6840-4267-af99-b25f156550a4', 'route': ['p2', 'e7', 'i9', 'x9', 'p1', 'c4']}
1769394099.9299953,RECEIVED,b5519e61-9035-4e21-a607-d29dc87e6bcd,9bea2ac8-acb6-48b5-a3aa-3da5b38a42bb,c5,c2,27,p2,?,surb={'id': 'a336207c-9682-4e89-9e19-a2a5d923b300', 'route': ['p2', 'e10', 'i1', 'x6', 'p2', 'c5']}
1769394100.012079,SENT,647b2b9f-7ed1-4f3f-84ec-ab8b77ba1538,5c78dab3-62a9-484c-a4b0-efdca76e640b,c2,c5,3390,?,p2,
1769394100.012148,CREATED,017dbcae-f526-46fc-b43b-4ceb3cffb478,c72f96a9-ab58-49a1-9bdc-c7cee16b6d7e,c2,c5,27,?,?,surb={'id': 'ed096a8f-f937-4c44-9ff8-632a9fc62c08', 'route': ['p2', 'e2', 'i11', 'x3', 'p2', 'c2']}
1769394100.2373896,SENT,420ecc66-2cb6-4ede-83fa-648e6d147dc0,5f8d4762-33db-4c70-b9bf-8e2ce16cbe21,c2,c5,3390,?,p2,
1769394100.2375388,CREATED,631a4208-fb19-4439-b464-31c571ec8454,c72f96a9-ab58-49a1-9bdc-c7cee16b6d7e,c2,c5,27,?,?,surb={'id': 'ed096a8f-f937-4c44-9ff8-632a9fc62c08', 'route': ['p2', 'e2', 'i11', 'x3', 'p2', 'c2']}
1769394100.4483495,RECEIVED,22c5e398-2aed-4c4c-8a6f-891a957d5e8d,eea986a2-d112-4a14-9ccc-ff931c3a55d3,c5,c2,27,p2,?,surb={'id': '149b3c5d-8749-4815-b818-13c38ff78fa4', 'route': ['p2', 'e6', 'i1', 'x10', 'p2', 'c5']}
1769394100.4785204,RECEIVED,c6ee91b3-3390-4034-9846-2f55ad6eb78b,eeba1b5e-d0e3-4583-b07e-15b3a58007d7,c4,c2,25,p2,?,surb={'id': '48643db2-ff02-4771-82a0-9655d259fe2a', 'route': ['p2', 'e11', 'i4', 'x5', 'p1', 'c4']}
1769394100.5301335,SENT,1f976b7b-f857-4f2f-b513-f360c4c44f91,15afa8a0-a910-49a8-acbb-6decc15c7ec3,c2,c5,3383,?,p2,
1769394100.5302954,CREATED,a274e871-bf20-42cf-8a8e-4d44b3db0728,03fea02c-8bc4-4315-95d4-b0e56ae72941,c2,c5,27,?,?,surb={'id': '7856e4cc-6881-424e-8e95-5ca172eee914', 'route': ['p2', 'e3', 'i3', 'x9', 'p2', 'c2']}
1769394100.6415894,RECEIVED,3bb99114-947f-419c-9bd4-a030e1f0e65b,15db331a-e1a4-414a-9fbb-287146544837,c4,c2,26,p2,?,surb={'id': 'a7a6ba17-a38c-487e-9b7d-ee8ecb570560', 'route': ['p2', 'e9', 'i6', 'x12', 'p1', 'c4']}
1769394100.812209,RECEIVED,76330bd9-bb78-48d7-b103-a160b8577b1e,df746e8b-1f40-45d6-acae-fb9fb473e32d,c5,c2,26,p2,?,surb={'id': 'bfb93357-827a-4bc4-a9ac-727bf62c2972', 'route': ['p2', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769394101.1009748,RECEIVED,51dab7db-cf4c-46ca-bd31-6b911e40d726,45ec8426-d14e-4346-95df-dc6ecdbce2d0,c5,c2,27,p2,?,surb={'id': 'bbd0074d-c259-4a33-91f2-7324cc800d72', 'route': ['p2', 'e11', 'i1', 'x10', 'p2', 'c5']}
1769394101.137747,SENT,0837b199-5553-4ee2-8764-dd6594b2d9a2,0afaec76-2996-4682-9adb-ff832267eca9,c2,c5,3378,?,p2,
1769394101.1378813,CREATED,597be15d-ddce-4c25-976d-f5f917fee611,03fea02c-8bc4-4315-95d4-b0e56ae72941,c2,c5,27,?,?,surb={'id': '7856e4cc-6881-424e-8e95-5ca172eee914', 'route': ['p2', 'e3', 'i3', 'x9', 'p2', 'c2']}
1769394101.210366,RECEIVED,365ca896-112f-492d-8a74-4ba720a2118d,45ec8426-d14e-4346-95df-dc6ecdbce2d0,c5,c2,27,p2,?,surb={'id': 'bbd0074d-c259-4a33-91f2-7324cc800d72', 'route': ['p2', 'e11', 'i1', 'x10', 'p2', 'c5']}
1769394101.7634888,RECEIVED,7cfd1cdc-74a8-473d-a14d-250947c134c7,3d0907c8-d081-4280-b590-f67fd296ed57,c5,c2,26,p2,?,surb={'id': '9173bb49-6508-4dc6-b174-f6cc34e6dafe', 'route': ['p2', 'e3', 'i4', 'x12', 'p2', 'c5']}
1769394101.7752495,RECEIVED,eb783639-b4da-484f-9f3e-af98d435b684,b29d9639-ae57-4119-b6f2-fa3e923a0371,c4,c2,26,p2,?,surb={'id': 'f6d321ee-1520-4390-8344-f393c667e86b', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c4']}
1769394101.9494114,SENT,3e47cc8a-8d28-4ac9-8239-917b34cd78e1,0f5e5d84-1bbc-412d-9ea8-607708c3eccc,c2,c5,3384,?,p2,
1769394101.9495628,CREATED,4956a719-3296-4daf-bb3c-31e081484902,3c6e7595-01a7-4ad6-a4b1-707f8ce5b4a2,c2,c5,26,?,?,surb={'id': 'dbbc4ed6-e8c1-4a85-9011-4e09d7b80021', 'route': ['p2', 'e11', 'i4', 'x8', 'p2', 'c2']}
1769394101.9698892,RECEIVED,bffd66d7-f260-474f-afb8-25a83ab464ef,bf39a3c1-35e0-49fd-a55e-e320b267d9c0,c5,c2,27,p2,?,surb={'id': '154c629a-da8b-4511-9ce6-0f384a09fa3e', 'route': ['p2', 'e3', 'i10', 'x7', 'p2', 'c5']}
1769394102.3591735,RECEIVED,0b9cecd5-47ad-451d-abf0-e090e8c47b83,2525bb48-c753-4620-918e-21980679e5df,c5,c2,27,p2,?,surb={'id': '8d2043b8-bdc9-408f-9f8a-303cf307eb3c', 'route': ['p2', 'e11', 'i1', 'x10', 'p2', 'c5']}
1769394102.5137868,SENT,66d5ff72-6373-4c12-b5a9-3ade568ebbd1,c9e0193c-bdfa-4248-9312-e38687b39e01,c2,c5,3395,?,p2,
1769394102.513863,CREATED,e61cf6d3-7bcf-4a34-9638-6297b70d8088,3c6e7595-01a7-4ad6-a4b1-707f8ce5b4a2,c2,c5,26,?,?,surb={'id': 'dbbc4ed6-e8c1-4a85-9011-4e09d7b80021', 'route': ['p2', 'e11', 'i4', 'x8', 'p2', 'c2']}
1769394102.5585077,SENT,15120302-689a-47ef-a7f3-a666422c4d3a,e6cdf1de-3f81-4b86-b4f2-d3bb9280e31a,c2,c5,3376,?,p2,
1769394102.558582,CREATED,1346d857-6e55-477f-8f89-f788c8f8463d,a1ad1869-e733-4cfc-89fc-def1db2ea834,c2,c5,27,?,?,surb={'id': '86ec579a-101d-4cfe-8fb1-2f07bc9f95d6', 'route': ['p2', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769394102.5749614,RECEIVED,c273243e-c998-4540-a5a0-f2d3b60c5bf0,07e313b0-cc08-4390-9966-716a73565ba5,c5,c2,27,p2,?,surb={'id': 'ba636e8d-329c-4d10-9e1c-fc3492a72567', 'route': ['p2', 'e10', 'i11', 'x12', 'p2', 'c5']}
1769394102.6913002,RECEIVED,b1b90507-ba62-48fb-8026-600e6ca1e46e,a1537a95-f8c9-4ba5-9724-bb25a2ac31de,c4,c2,25,p2,?,surb={'id': '154a623c-e89b-4d84-b13a-03a06b0c4b87', 'route': ['p2', 'e1', 'i5', 'x6', 'p1', 'c4']}
1769394102.8007345,RECEIVED,0d36f28f-f9ab-4f2b-967f-b43876eaf9ce,1c9505fc-caaa-42b0-ac8e-4ac06172f1fa,c4,c2,26,p2,?,surb={'id': '52778f48-7e72-42d7-b6e3-19985a9d9a84', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c4']}
1769394102.8442614,RECEIVED,05c08e0c-d92b-4b74-81e9-9a1964b15f43,15db331a-e1a4-414a-9fbb-287146544837,c4,c2,26,p2,?,surb={'id': 'a7a6ba17-a38c-487e-9b7d-ee8ecb570560', 'route': ['p2', 'e9', 'i6', 'x12', 'p1', 'c4']}
1769394103.0462842,SENT,57bbaef4-e43e-4a22-9796-48b80a556cf5,590fb2ab-1752-41d8-a19d-c8a30e67954b,c2,c5,3384,?,p2,
1769394103.0463827,CREATED,09966471-eded-4479-8db0-4b6d4fb15d59,a1ad1869-e733-4cfc-89fc-def1db2ea834,c2,c5,27,?,?,surb={'id': '86ec579a-101d-4cfe-8fb1-2f07bc9f95d6', 'route': ['p2', 'e4', 'i9', 'x1', 'p2', 'c2']}
1769394103.1312952,RECEIVED,8ea092fd-8841-4b01-9e02-2d3c5f7d7451,c9041036-80b0-454d-962a-31a7f09be4a5,c5,c2,27,p2,?,surb={'id': 'c70e720f-2675-4793-82b5-58bb2dc1b203', 'route': ['p2', 'e1', 'i5', 'x3', 'p2', 'c5']}
1769394103.1967337,RECEIVED,6ca1d6c4-0496-450e-a7c6-295672d30df8,a1537a95-f8c9-4ba5-9724-bb25a2ac31de,c4,c2,25,p2,?,surb={'id': '154a623c-e89b-4d84-b13a-03a06b0c4b87', 'route': ['p2', 'e1', 'i5', 'x6', 'p1', 'c4']}
1769394103.218366,RECEIVED,d2dba0aa-449b-4cd5-a036-9620d8002b74,65cf8226-d71b-4efe-8953-d541ddbc49fa,c5,c2,26,p2,?,surb={'id': '6aa073db-2ea9-4381-939f-07636b38b986', 'route': ['p2', 'e8', 'i4', 'x2', 'p2', 'c5']}
1769394103.277461,RECEIVED,11cd0bdd-6554-4f25-9a54-638de05f6dcb,1c9505fc-caaa-42b0-ac8e-4ac06172f1fa,c4,c2,26,p2,?,surb={'id': '52778f48-7e72-42d7-b6e3-19985a9d9a84', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c4']}
1769394103.2833993,SENT,7ff6fef0-109a-4b6b-91b3-e0d8aa9698ec,528bef02-0768-47f4-ac43-8005c6106d02,c2,c5,3401,?,p2,
1769394103.2834682,CREATED,240023ea-0d73-48c9-9e5b-2eedb2146d4b,2b7a09fb-2d2b-4a16-ae49-b6c4c844c3e8,c2,c5,27,?,?,surb={'id': 'd0f02bf4-d3ca-484d-a743-d36c20918c14', 'route': ['p2', 'e3', 'i5', 'x4', 'p2', 'c2']}
1769394103.3170185,RECEIVED,ca0c2c03-a769-4c9c-a66a-c3374059043b,07e313b0-cc08-4390-9966-716a73565ba5,c5,c2,27,p2,?,surb={'id': 'ba636e8d-329c-4d10-9e1c-fc3492a72567', 'route': ['p2', 'e10', 'i11', 'x12', 'p2', 'c5']}
1769394103.433886,SENT,3506a9dd-bcc0-4faa-a19c-545f7b75fb9b,fec3acdc-1270-4d66-a366-1f5a85528040,c2,c5,3375,?,p2,
1769394103.4340196,CREATED,e2070e31-96cb-4acf-9431-10ce5af5abbb,2b7a09fb-2d2b-4a16-ae49-b6c4c844c3e8,c2,c5,27,?,?,surb={'id': 'd0f02bf4-d3ca-484d-a743-d36c20918c14', 'route': ['p2', 'e3', 'i5', 'x4', 'p2', 'c2']}
1769394103.4610922,RECEIVED,5e3d5527-0dff-4a7a-81f8-65f35f78f941,83b7dba1-6644-4080-b5ba-f44c1198215d,c4,c2,26,p2,?,surb={'id': '07806fba-1108-4aa2-a912-f3ee8db1b92a', 'route': ['p2', 'e11', 'i3', 'x7', 'p1', 'c4']}
1769394103.668468,RECEIVED,03fa1155-37ac-499e-abba-c8d419d1f506,7a7c4aa0-3890-4069-9b61-886a59020fff,c4,c2,27,p2,?,surb={'id': '3d34074b-5b4e-4770-a0d7-62209aafe9de', 'route': ['p2', 'e5', 'i5', 'x10', 'p1', 'c4']}
1769394103.669536,SENT,2122ca78-55cb-422d-860d-b84a78819510,38cfebb5-73ba-4fee-937a-e07e9497e30e,c2,c5,3400,?,p2,
1769394103.6696842,CREATED,a1ccfd7c-c9e9-49a5-89a9-52430d253933,d140cfeb-4a37-4fc0-b0f6-c77640d019c9,c2,c5,27,?,?,surb={'id': '3f755b9d-745f-4e5d-a8ae-76587df2a31c', 'route': ['p2', 'e1', 'i11', 'x5', 'p2', 'c2']}
1769394103.7633038,RECEIVED,0879862c-ad91-4c1a-b952-6763b17c0375,3a6d3295-28f9-4217-be17-604d4a74f139,c4,c2,27,p2,?,surb={'id': '4957987d-fad8-42cd-b184-9ccf35f74619', 'route': ['p2', 'e9', 'i7', 'x4', 'p1', 'c4']}
1769394103.7855814,RECEIVED,0ab615fd-0e33-4be8-b2f4-768eeaf757f1,1ab42e9d-6864-41d4-acd4-010946c21335,c4,c2,27,p2,?,surb={'id': 'ea13a5a8-ae03-43d6-843e-a2e9eafe0320', 'route': ['p2', 'e9', 'i12', 'x11', 'p1', 'c4']}
1769394103.9071186,RECEIVED,9bc60b25-7540-4fe4-890c-7b3fb77179f2,2525bb48-c753-4620-918e-21980679e5df,c5,c2,27,p2,?,surb={'id': '8d2043b8-bdc9-408f-9f8a-303cf307eb3c', 'route': ['p2', 'e11', 'i1', 'x10', 'p2', 'c5']}
1769394103.9527133,RECEIVED,bd896160-b817-48c7-a6cd-e422f80b8dc4,65cf8226-d71b-4efe-8953-d541ddbc49fa,c5,c2,26,p2,?,surb={'id': '6aa073db-2ea9-4381-939f-07636b38b986', 'route': ['p2', 'e8', 'i4', 'x2', 'p2', 'c5']}
1769394104.0962224,RECEIVED,38987ed7-0a7b-4182-9db3-a74870f8ff54,8e7e2fad-cb07-42e0-b296-f9ee64219d38,c5,c2,27,p2,?,surb={'id': '3a8ad52d-220e-466f-abb3-193ffdf9fcab', 'route': ['p2', 'e2', 'i4', 'x10', 'p2', 'c5']}
1769394104.2405405,SENT,d19c0d52-2ec4-4315-8000-41b2d433f5a0,5b8aaf78-6ce6-43f4-98ef-77f08bfda2ab,c2,c5,3380,?,p2,
1769394104.240602,CREATED,52b24995-8530-4fa4-a59a-7155620c59a3,d140cfeb-4a37-4fc0-b0f6-c77640d019c9,c2,c5,27,?,?,surb={'id': '3f755b9d-745f-4e5d-a8ae-76587df2a31c', 'route': ['p2', 'e1', 'i11', 'x5', 'p2', 'c2']}
1769394104.3844883,SENT,7d7a047b-0802-4516-b1ac-165420f3eac5,4ed29385-12aa-448c-9db0-3fbe36bddfe7,c2,c5,3388,?,p2,
1769394104.3845725,CREATED,3663a46b-6692-4faf-84ee-e1221aff2988,f73ce3ef-ddff-4588-8094-67cb06335bff,c2,c5,25,?,?,surb={'id': '0a8712c4-5473-4c51-8bf2-63e92b178f3d', 'route': ['p2', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769394104.402099,SENT,228200eb-5272-480b-8b96-9b3c675a4df4,a940a2b9-0b43-463d-9fb1-049e28056f34,c2,c5,3385,?,p2,
1769394104.402209,CREATED,764cae1a-7d5c-4499-9e3d-24d3c15fac49,f73ce3ef-ddff-4588-8094-67cb06335bff,c2,c5,25,?,?,surb={'id': '0a8712c4-5473-4c51-8bf2-63e92b178f3d', 'route': ['p2', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769394104.4370987,SENT,a1e6a37e-b28c-49e7-badb-4244cf529a28,2bcc1d10-d95c-4c54-8812-b47e367c41c6,c2,c5,3359,?,p2,
1769394104.4372087,CREATED,5d6c842a-073d-4e71-adaa-0624153142f5,09db70c0-53d0-47c7-abe7-831feb4c8e73,c2,c5,26,?,?,surb={'id': '3600a6b3-f921-4193-8beb-9b10255fe9df', 'route': ['p2', 'e9', 'i3', 'x8', 'p2', 'c2']}
1769394104.5567315,RECEIVED,2c6e59a5-52d3-45f6-bd3f-04bb83750de8,c9041036-80b0-454d-962a-31a7f09be4a5,c5,c2,27,p2,?,surb={'id': 'c70e720f-2675-4793-82b5-58bb2dc1b203', 'route': ['p2', 'e1', 'i5', 'x3', 'p2', 'c5']}
1769394104.700288,RECEIVED,b4cbbe8f-db48-4efa-810a-04fa01fc302b,9ae6d37c-be09-4241-b1ea-ea5fbef3a86a,c4,c2,27,p2,?,surb={'id': 'a882baa0-1cf1-43f5-b3cf-e06eb271131e', 'route': ['p2', 'e2', 'i6', 'x8', 'p1', 'c4']}
1769394104.7383745,SENT,c924cf3f-32a2-4240-a6a9-4d8ab4332ae5,afd3fdd7-dcb3-41a9-819d-70148d610eaa,c2,c5,3343,?,p2,
1769394104.738487,CREATED,65f2a4b3-2cdc-4e8f-9dd5-3381b483fa8e,09db70c0-53d0-47c7-abe7-831feb4c8e73,c2,c5,26,?,?,surb={'id': '3600a6b3-f921-4193-8beb-9b10255fe9df', 'route': ['p2', 'e9', 'i3', 'x8', 'p2', 'c2']}
1769394104.9817348,RECEIVED,0e3b2a05-eca9-441e-828f-b6e70c7c4064,610092ec-4862-4987-8e92-663147311fc1,c4,c2,27,p2,?,surb={'id': '11aef788-5594-4cfa-8694-f779587d6029', 'route': ['p2', 'e7', 'i10', 'x2', 'p1', 'c4']}
1769394105.3136492,RECEIVED,66e18867-9930-4e9f-b804-b0d13c06bc26,ed29b802-190f-4905-8d81-bacbab2ae1fe,c4,c2,27,p2,?,surb={'id': '9b074241-2317-4685-bff2-1b7ca0a9439c', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c4']}
1769394105.3816535,SENT,c0f15267-8f8c-449d-8765-2dba8a7a2fdc,6054a5df-797b-4c88-ba4f-6cd24b770023,c2,c5,3358,?,p2,
1769394105.3817177,CREATED,54ee5057-fab0-4513-9dd5-ece1b5b2b533,7ef9e47a-febb-4ecc-9d83-2bfc1e0abe8b,c2,c5,27,?,?,surb={'id': '537abb07-1488-4018-920f-430a6a19bb03', 'route': ['p2', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769394105.5296776,SENT,6996dbbe-f684-476b-b4fe-ccfbfc09f897,906d0b01-600b-4aaa-8baf-d7ecf6779a57,c2,c5,3377,?,p2,
1769394105.5299141,CREATED,8c40459e-5ede-496f-ae80-215529b76f01,7ef9e47a-febb-4ecc-9d83-2bfc1e0abe8b,c2,c5,27,?,?,surb={'id': '537abb07-1488-4018-920f-430a6a19bb03', 'route': ['p2', 'e9', 'i6', 'x11', 'p2', 'c2']}
1769394105.651135,RECEIVED,ca98861b-2102-4926-ad7f-49a3cac30b1b,460394cb-d445-471e-84b2-8d709de93d7c,c5,c2,27,p2,?,surb={'id': '7979a18e-936d-4a10-9fc6-35524d8d9bb4', 'route': ['p2', 'e1', 'i4', 'x8', 'p2', 'c5']}
1769394105.6696703,RECEIVED,366f3d94-b60e-425e-a857-784ed41e5e13,610092ec-4862-4987-8e92-663147311fc1,c4,c2,27,p2,?,surb={'id': '11aef788-5594-4cfa-8694-f779587d6029', 'route': ['p2', 'e7', 'i10', 'x2', 'p1', 'c4']}
1769394105.6901588,SENT,2fd5e894-7b8c-40ef-86a5-e9b7424ed84c,8142204f-c787-43f8-8ccf-88377a6712e2,c2,c5,3396,?,p2,
1769394105.6902568,CREATED,8f92e591-e7bf-4d4e-ba66-bd5298e270c0,e4cf58e2-5cd6-44a8-b811-04b39a19b7c0,c2,c5,27,?,?,surb={'id': 'de02bfed-6a4f-405b-b0c2-1c751e09f5a0', 'route': ['p2', 'e10', 'i10', 'x3', 'p2', 'c2']}
1769394105.7693777,RECEIVED,cd02567e-acdb-4011-82dc-0ac78762b66f,04885145-c3dc-4cf7-8a2d-9a1ca2b20ca1,c4,c2,27,p2,?,surb={'id': '4f3381dd-42a3-4f71-a7d4-fa08e9c1b06e', 'route': ['p2', 'e1', 'i12', 'x4', 'p1', 'c4']}
1769394106.0422838,SENT,cbb2569a-81ea-42c2-b6b9-c58d8cc7da11,9fdaf2cb-9311-453a-8b61-328f924561c1,c2,c5,3400,?,p2,
1769394106.0424304,CREATED,365e56f9-f7fb-4e29-aa7a-3b7f10a2e0ff,e4cf58e2-5cd6-44a8-b811-04b39a19b7c0,c2,c5,27,?,?,surb={'id': 'de02bfed-6a4f-405b-b0c2-1c751e09f5a0', 'route': ['p2', 'e10', 'i10', 'x3', 'p2', 'c2']}
1769394106.106527,RECEIVED,fc8252b7-6fbb-47b5-b4e5-c636f57e1cbc,ed29b802-190f-4905-8d81-bacbab2ae1fe,c4,c2,27,p2,?,surb={'id': '9b074241-2317-4685-bff2-1b7ca0a9439c', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c4']}
1769394106.113406,SENT,dfc24e38-f53f-4d82-9d02-c4908b84a6f5,a4f49db4-f157-4c92-9dd8-916d0b067f4d,c2,c5,3384,?,p2,
