timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394316.7204635,RECEIVED,f3af9e2f-1b3f-492b-9522-49cd8a5dfbc4,d26c3986-13c7-4499-b852-081308d36068,c4,c2,27,p2,?,surb={'id': '12b7e10d-7acd-4e08-9dfe-f9db6e0604f9', 'route': ['p2', 'e5', 'i2', 'x11', 'p1', 'c4']}
1769394316.7303634,SENT,56d3b50e-b4df-4387-93d1-b03751b8e996,90d0d8bb-21d8-4785-8615-8e97a39f9312,c2,c5,3380,?,p2,
1769394316.7304637,CREATED,56b00de1-ea0b-48b9-b91f-3ffc9e6f590d,62b5aa3c-f9c6-488e-ae4a-b2e763cb6148,c2,c5,27,?,?,surb={'id': '633a02c9-e4e0-42ea-8339-f10f3f2e728a', 'route': ['p2', 'e12', 'i6', 'x3', 'p2', 'c2']}
1769394316.8628654,RECEIVED,98ae2e29-833a-462b-ac4d-d9008fba14f6,1421d61a-1642-4d84-aec5-6c4a5e2117ac,c5,c2,27,p2,?,surb={'id': '9227be67-a021-48ff-bcdc-ad581132b0fe', 'route': ['p2', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769394316.9038162,SENT,feb94821-84aa-43b5-b38d-ccee803595e9,db067551-530b-4ee5-ae20-bc2de13cb449,c2,c5,3404,?,p2,
1769394316.9039142,CREATED,d7f4ad82-4fc0-4862-8019-cb7664b61888,fdcf837a-ecc5-4396-9c22-5ec0aec1b177,c2,c5,26,?,?,surb={'id': 'ebc693d0-a146-4b65-bf08-41cd8ba88f78', 'route': ['p2', 'e1', 'i6', 'x11', 'p2', 'c2']}
1769394317.3656332,SENT,587b102d-1349-4355-b015-b892842278f4,1adcabe2-e8ba-4164-96ed-94aa8fced1d9,c2,c5,3391,?,p2,
1769394317.3657968,CREATED,2e865aae-2be1-4c00-bf7f-c1ca7bf1a401,fdcf837a-ecc5-4396-9c22-5ec0aec1b177,c2,c5,26,?,?,surb={'id': 'ebc693d0-a146-4b65-bf08-41cd8ba88f78', 'route': ['p2', 'e1', 'i6', 'x11', 'p2', 'c2']}
1769394317.3844903,RECEIVED,6987b8c1-07f7-4969-bea5-a83b59769b1d,5eed661f-5270-4315-aa3a-c90798ffb243,c5,c2,27,p2,?,surb={'id': '1c2527f6-a82c-4551-b27b-a24a23ae340d', 'route': ['p2', 'e6', 'i10', 'x12', 'p2', 'c5']}
1769394317.4771774,SENT,a697efc5-d850-4a1c-a6c4-da31f9192fa1,acba2953-df34-470f-8b50-02c2cef1a9b1,c2,c5,3381,?,p2,
1769394317.477253,CREATED,a1bf9ec8-ee0c-4c74-b5e5-eec7810f48c3,6be4a854-2dc4-41d2-bdbf-bcbcaf16e4eb,c2,c5,27,?,?,surb={'id': '042cb0be-d76e-4e1a-abe6-342853465ec2', 'route': ['p2', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769394317.516438,RECEIVED,04e48579-f04e-4892-a1d9-dbf28c4e6231,87dbb3c5-1e2a-47df-b146-c2c64dabc528,c4,c2,27,p2,?,surb={'id': '29f7f449-63bb-4550-86d0-0b131251881b', 'route': ['p2', 'e2', 'i2', 'x4', 'p1', 'c4']}
1769394317.6200256,RECEIVED,85ea31df-7d23-4a11-8522-14a0e20a6de1,dc91aab7-b900-4f51-8ad6-f05ae6c68cba,c5,c2,27,p2,?,surb={'id': 'efbec6e4-0519-400c-ab16-e74cbef7ef97', 'route': ['p2', 'e7', 'i6', 'x9', 'p2', 'c5']}
1769394317.6552987,RECEIVED,404ad31d-ceed-4b0b-a161-f3e64e952c68,bab972c7-3484-41b4-bec8-8564311a09af,c4,c2,26,p2,?,surb={'id': '81a0a6b9-34cc-44ef-92be-c23ae9ca5966', 'route': ['p2', 'e7', 'i7', 'x11', 'p1', 'c4']}
1769394317.747979,RECEIVED,ce7ff3b3-79e3-4707-b3a2-d3101736033d,f6479529-f1f0-4f76-b499-e28d676836af,c4,c2,27,p2,?,surb={'id': '66efd428-505e-46eb-8ad4-1e917b7ec56a', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c4']}
1769394317.905282,SENT,122fcd74-2d7d-489b-8e15-82bb605a203a,8b4976dc-0576-4c80-b17b-b2c308aa0d63,c2,c5,3400,?,p2,
1769394317.9054568,CREATED,6854ad2e-fb0e-4ff6-a948-14f7c2ea01d9,6be4a854-2dc4-41d2-bdbf-bcbcaf16e4eb,c2,c5,27,?,?,surb={'id': '042cb0be-d76e-4e1a-abe6-342853465ec2', 'route': ['p2', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769394317.945636,SENT,40594768-f3bf-458d-8777-9ea93ffc26db,9dd86040-3cb2-48ae-a61b-8bc8fdfd2073,c2,c5,3367,?,p2,
1769394317.945799,CREATED,1a869cd1-8e50-4afe-9a68-bb6e6b452a9e,4b0d65f6-d07b-4a5d-86c6-dc635637cf23,c2,c5,27,?,?,surb={'id': '7c2b9679-bbbd-483e-b211-1089beff6824', 'route': ['p2', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769394318.0648777,SENT,03255f7e-b176-46ca-a37e-3d11b9f68974,028c9977-6c7d-40e4-8ca8-f8a27e7d3000,c2,c5,3379,?,p2,
1769394318.065031,CREATED,083a446e-cfa4-46a2-b20c-99acf23e2546,4b0d65f6-d07b-4a5d-86c6-dc635637cf23,c2,c5,27,?,?,surb={'id': '7c2b9679-bbbd-483e-b211-1089beff6824', 'route': ['p2', 'e3', 'i4', 'x11', 'p2', 'c2']}
1769394318.2386322,RECEIVED,a5c1cc40-0e24-41ae-9615-dc0141d7bd74,d26c3986-13c7-4499-b852-081308d36068,c4,c2,27,p2,?,surb={'id': '12b7e10d-7acd-4e08-9dfe-f9db6e0604f9', 'route': ['p2', 'e5', 'i2', 'x11', 'p1', 'c4']}
1769394318.3034816,SENT,d6e078c3-c9d6-4ed0-bb23-a08af1f638dd,996504cc-ffe7-4fa6-8e9e-c19659e7adda,c2,c5,3397,?,p2,
1769394318.3036351,CREATED,3e9dc69b-12da-47a0-85c9-6307d7ef2637,386c07a8-a3d4-4dd7-99af-854aab7d9263,c2,c5,27,?,?,surb={'id': '3380a39f-bbf1-4078-9b53-4e894bdb784f', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769394318.4214826,RECEIVED,43ded24a-2004-48cb-b84c-ad8a8273884d,957fd75b-1098-445c-89f9-06d6bf7b775b,c5,c2,27,p2,?,surb={'id': '78ceb39d-396f-4922-b7df-80f7cc4a9b5b', 'route': ['p2', 'e10', 'i7', 'x6', 'p2', 'c5']}
1769394318.5560424,RECEIVED,91663606-2540-4bfc-bae3-0a887fb4f2b0,8b6cecf8-7fc2-43aa-97d3-01247501e94d,c4,c2,27,p2,?,surb={'id': '61aa7fae-3c2b-4047-8f6c-97f19646b84b', 'route': ['p2', 'e6', 'i8', 'x11', 'p1', 'c4']}
1769394318.588328,RECEIVED,e9f3405e-0bde-4d78-a000-828d6ca535be,87dbb3c5-1e2a-47df-b146-c2c64dabc528,c4,c2,27,p2,?,surb={'id': '29f7f449-63bb-4550-86d0-0b131251881b', 'route': ['p2', 'e2', 'i2', 'x4', 'p1', 'c4']}
1769394318.7935545,RECEIVED,a4881fd5-edcb-4d73-8239-d75c1804a3a7,6a9b76bf-c33d-4c02-bf3f-c998b89aebcb,c5,c2,27,p2,?,surb={'id': 'f51f4f52-124e-4e6a-a7e9-d3e8179a3cb9', 'route': ['p2', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769394318.8369174,RECEIVED,dfca3142-87a8-4f0f-97f7-7937925492b9,957fd75b-1098-445c-89f9-06d6bf7b775b,c5,c2,27,p2,?,surb={'id': '78ceb39d-396f-4922-b7df-80f7cc4a9b5b', 'route': ['p2', 'e10', 'i7', 'x6', 'p2', 'c5']}
1769394319.0437856,RECEIVED,b6e953a9-7043-433a-af52-cf35d9d642b5,5eed661f-5270-4315-aa3a-c90798ffb243,c5,c2,27,p2,?,surb={'id': '1c2527f6-a82c-4551-b27b-a24a23ae340d', 'route': ['p2', 'e6', 'i10', 'x12', 'p2', 'c5']}
1769394319.0497968,SENT,f103a7cf-8e7a-405a-91c4-c4222e3affc4,f5ac02e7-980f-46ae-96fd-769fa4cd3f2f,c2,c5,3374,?,p2,
1769394319.0499003,CREATED,2063f39d-e9bd-4466-ba43-9d49e2139c47,386c07a8-a3d4-4dd7-99af-854aab7d9263,c2,c5,27,?,?,surb={'id': '3380a39f-bbf1-4078-9b53-4e894bdb784f', 'route': ['p2', 'e10', 'i12', 'x10', 'p2', 'c2']}
1769394319.3488054,RECEIVED,40f87c11-c78f-4046-b4bd-f56323d20c3a,ccb75bd6-4e4e-4d13-a72b-b4e7e1da4429,c4,c2,27,p2,?,surb={'id': '98d9d830-7f48-4ac0-8815-4028eef2ff87', 'route': ['p2', 'e2', 'i1', 'x7', 'p1', 'c4']}
1769394319.3968256,RECEIVED,f9ea534a-dc93-498f-91e9-e50df4839303,8b6cecf8-7fc2-43aa-97d3-01247501e94d,c4,c2,27,p2,?,surb={'id': '61aa7fae-3c2b-4047-8f6c-97f19646b84b', 'route': ['p2', 'e6', 'i8', 'x11', 'p1', 'c4']}
1769394319.4735475,RECEIVED,2d79f0d1-82aa-4f06-bc11-cc5f028f7732,3d633fca-7e5c-4b03-915d-5f4a586356e6,c5,c2,26,p2,?,surb={'id': '11a5b400-4ee1-4716-9c86-0de67b80d136', 'route': ['p2', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769394319.499701,SENT,3d3a115f-4acd-466d-89c6-dbd7ebdd97f8,afbe5720-5ff1-41aa-8807-192fe1483c19,c2,c5,3384,?,p2,
1769394319.4998338,CREATED,a97b5a1f-6806-42eb-9653-35b3f2e7f51c,c703c947-d7d4-4e92-90ef-c41144057204,c2,c5,27,?,?,surb={'id': '0a5f5cd7-f032-455b-9e4f-ac5b1434c6ba', 'route': ['p2', 'e3', 'i2', 'x5', 'p2', 'c2']}
1769394319.5494134,RECEIVED,6b5e5813-7d0f-423d-b65d-501f39863fa2,b98dc70f-a3a7-45ec-92f5-051f885f9cfb,c5,c2,27,p2,?,surb={'id': '541672ad-2aa6-4b08-b152-6351ce9e1399', 'route': ['p2', 'e1', 'i10', 'x6', 'p2', 'c5']}
1769394319.851804,RECEIVED,bb96201e-e79c-4b2a-a2de-adc59d3521fb,eba8fdf3-61ed-414b-8683-d63a490129b9,c4,c2,27,p2,?,surb={'id': 'a2cffe99-f536-4712-aae7-d455f9565ccb', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c4']}
1769394319.8696132,SENT,f7dff19c-a18a-4fa7-aeaa-531d218913cf,8f2493bc-4736-440b-9b53-f9c2948ab1c0,c2,c5,3364,?,p2,
1769394319.8697486,CREATED,ab1b1f68-ac9c-4f7b-949f-828846595f69,c703c947-d7d4-4e92-90ef-c41144057204,c2,c5,27,?,?,surb={'id': '0a5f5cd7-f032-455b-9e4f-ac5b1434c6ba', 'route': ['p2', 'e3', 'i2', 'x5', 'p2', 'c2']}
1769394319.8918293,RECEIVED,667bb2f7-c858-4cae-8ba6-d456b64366cc,eba8fdf3-61ed-414b-8683-d63a490129b9,c4,c2,27,p2,?,surb={'id': 'a2cffe99-f536-4712-aae7-d455f9565ccb', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c4']}
1769394320.0124788,SENT,f82fa2e0-273d-49b8-8db0-d11a28b592ec,9cbfd445-3e91-4a5d-b9e3-5837b6532c2d,c2,c5,3383,?,p2,
1769394320.0126107,CREATED,4cf8d5f9-8ca1-4b16-acc6-b22d524f39bb,15feedac-b5aa-45c2-8cdc-394c12db5d7b,c2,c5,27,?,?,surb={'id': '5f66e8db-c6ec-4174-9fe1-84584c250a32', 'route': ['p2', 'e12', 'i2', 'x6', 'p2', 'c2']}
1769394320.2585127,SENT,8157ae6f-ea32-423f-bb3a-aad362c51cf6,8f8e2481-22da-4d34-a968-a68c127820cc,c2,c5,3384,?,p2,
1769394320.2586474,CREATED,43e3b88c-f75c-4a32-8791-94621eedefd6,15feedac-b5aa-45c2-8cdc-394c12db5d7b,c2,c5,27,?,?,surb={'id': '5f66e8db-c6ec-4174-9fe1-84584c250a32', 'route': ['p2', 'e12', 'i2', 'x6', 'p2', 'c2']}
1769394320.415353,RECEIVED,52b0e77c-6694-49fd-958c-a0c80fe6a92b,733b1cf7-7a5e-4107-9ec8-b0cfb40cf9da,c5,c2,27,p2,?,surb={'id': '7ac0a7b0-2ae6-4802-b147-8966bc0ccec8', 'route': ['p2', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769394320.4418778,SENT,c28d6882-c7a5-4fcd-b1b8-78bf2e2f9e73,b979e729-2e7a-4f61-9708-2e7749b28842,c2,c5,3395,?,p2,
1769394320.4420152,CREATED,0d73cb6a-211a-4fd8-87c5-5ab10c91459d,2f9e8a61-8a66-4804-b058-34a8686d2bd8,c2,c5,27,?,?,surb={'id': 'c4890536-bca2-463d-badf-b3185d6df939', 'route': ['p2', 'e12', 'i8', 'x8', 'p2', 'c2']}
1769394320.6034632,RECEIVED,edc4bdb9-edae-48c7-ab6d-9a80cabd1686,ccb75bd6-4e4e-4d13-a72b-b4e7e1da4429,c4,c2,27,p2,?,surb={'id': '98d9d830-7f48-4ac0-8815-4028eef2ff87', 'route': ['p2', 'e2', 'i1', 'x7', 'p1', 'c4']}
1769394320.9762106,SENT,6c132ea5-f9d9-4f7b-989c-06077c9b14ec,cdce8bbb-6145-4f3b-8c20-ea2f561a0db7,c2,c5,3372,?,p2,
1769394320.976269,CREATED,eb7d469e-f534-4acc-9298-886cab893a4c,2f9e8a61-8a66-4804-b058-34a8686d2bd8,c2,c5,27,?,?,surb={'id': 'c4890536-bca2-463d-badf-b3185d6df939', 'route': ['p2', 'e12', 'i8', 'x8', 'p2', 'c2']}
1769394321.05069,RECEIVED,fe46200c-da89-4265-b0b9-be9120a336bb,89853898-769c-449c-885f-bf41d8890f22,c5,c2,27,p2,?,surb={'id': '89f34cfe-7816-4ad0-9926-157fccb791f2', 'route': ['p2', 'e7', 'i12', 'x5', 'p2', 'c5']}
1769394321.1208248,RECEIVED,bcedd0fe-f33f-4b29-b216-8c58a6cbef2b,252ae108-7899-4ac3-9ea9-e4f98bbefe00,c4,c2,26,p2,?,surb={'id': '50d63cb5-093c-4988-9eb0-f2b54ead2da7', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c4']}
1769394321.2845752,SENT,a3cf6618-e8ce-499a-8185-a122f44b5847,ebb4c56d-62e4-4001-8bbd-1160e513db9b,c2,c5,3406,?,p2,
1769394321.2853591,CREATED,193a65a9-c6a1-4971-8e59-de4b550c67b8,50364d76-2070-4d63-925c-555039daefea,c2,c5,27,?,?,surb={'id': 'b03a9da4-698c-45aa-b0c6-9a7f594111d8', 'route': ['p2', 'e12', 'i4', 'x12', 'p2', 'c2']}
1769394321.2880337,RECEIVED,85509dad-21bb-4e57-a0a2-9c11d5ba1fa9,5f300479-895e-43ec-b0a8-168c1a0c970b,c5,c2,27,p2,?,surb={'id': 'd0f23313-e0dd-4dbe-ae78-823e7bcd0f25', 'route': ['p2', 'e12', 'i8', 'x3', 'p2', 'c5']}
1769394321.3813274,RECEIVED,d36bfa64-ee7c-4e74-9a76-7f16109ec3ab,b99257d7-574d-40d2-a468-e23d053182b5,c5,c2,27,p2,?,surb={'id': '051bb53b-feda-49fb-8ecf-a83baba21dcb', 'route': ['p2', 'e1', 'i12', 'x6', 'p2', 'c5']}
1769394321.4948158,RECEIVED,28fbc785-f6a6-4ca9-af11-712d8ecaa5fb,3d633fca-7e5c-4b03-915d-5f4a586356e6,c5,c2,26,p2,?,surb={'id': '11a5b400-4ee1-4716-9c86-0de67b80d136', 'route': ['p2', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769394321.5351253,RECEIVED,2718851c-8dd7-4e3a-b2bc-d7bad66011c0,551b25ff-29a4-4213-8997-ea1d5835c71e,c4,c2,27,p2,?,surb={'id': 'db48f745-0b14-4d69-96fc-73dfd0e944c8', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769394321.5874383,RECEIVED,5d159796-7bf7-43d4-9209-3b703af985c4,89853898-769c-449c-885f-bf41d8890f22,c5,c2,27,p2,?,surb={'id': '89f34cfe-7816-4ad0-9926-157fccb791f2', 'route': ['p2', 'e7', 'i12', 'x5', 'p2', 'c5']}
1769394321.8631368,SENT,56e42ae6-d80a-44c6-80c0-b0268f8d09d8,dd855de6-5274-4d67-ae0e-6ca0ed354944,c2,c5,3391,?,p2,
1769394321.8632874,CREATED,5123e7bb-ca1e-400d-9652-2fd03e077621,50364d76-2070-4d63-925c-555039daefea,c2,c5,27,?,?,surb={'id': 'b03a9da4-698c-45aa-b0c6-9a7f594111d8', 'route': ['p2', 'e12', 'i4', 'x12', 'p2', 'c2']}
1769394322.3161411,RECEIVED,1aaf6d25-8ba6-4f86-9217-5a1b64658e30,733b1cf7-7a5e-4107-9ec8-b0cfb40cf9da,c5,c2,27,p2,?,surb={'id': '7ac0a7b0-2ae6-4802-b147-8966bc0ccec8', 'route': ['p2', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769394322.3444598,RECEIVED,31a86414-be94-466e-b616-f3a4782310b6,25de8cf4-3958-4e9f-a295-b9260c863656,c4,c2,26,p2,?,surb={'id': 'ceaaa0e3-e077-4bf4-b9ea-d6817f7a1298', 'route': ['p2', 'e9', 'i10', 'x11', 'p1', 'c4']}
1769394322.3615222,RECEIVED,413c8f48-e8ad-4370-9f62-4d8b2b0f5e1f,252ae108-7899-4ac3-9ea9-e4f98bbefe00,c4,c2,26,p2,?,surb={'id': '50d63cb5-093c-4988-9eb0-f2b54ead2da7', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c4']}
1769394322.3685315,RECEIVED,13ee138f-fdc1-4a8b-82d1-25389f9340cf,5f300479-895e-43ec-b0a8-168c1a0c970b,c5,c2,27,p2,?,surb={'id': 'd0f23313-e0dd-4dbe-ae78-823e7bcd0f25', 'route': ['p2', 'e12', 'i8', 'x3', 'p2', 'c5']}
1769394322.511191,RECEIVED,b3e08b4d-4056-47f4-9d41-5915dfad7710,4983f9de-5dd6-4350-adf9-134013cf1dca,c4,c2,27,p2,?,surb={'id': '9aa6ea56-df86-46f0-b5a0-5fcebdcf880e', 'route': ['p2', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769394322.582375,RECEIVED,dd707f92-d9d6-44d0-a14f-33d09fe6faad,4983f9de-5dd6-4350-adf9-134013cf1dca,c4,c2,27,p2,?,surb={'id': '9aa6ea56-df86-46f0-b5a0-5fcebdcf880e', 'route': ['p2', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769394322.7101004,SENT,784f70a2-8566-44a2-98ba-c0dcc4e541db,5c5d0567-c384-4bbb-9b18-130364934bd2,c2,c5,3376,?,p2,
1769394322.7102509,CREATED,36750214-195b-47af-94f2-c9d8b8b0cd0f,0ac13320-344b-4d18-9429-51b5767e5a30,c2,c5,27,?,?,surb={'id': '0f4cac16-1f82-442b-8571-65c8d2df9c4f', 'route': ['p2', 'e6', 'i6', 'x1', 'p2', 'c2']}
1769394322.8523638,SENT,d86af9b6-b7f9-4b06-b82a-399c10fb64f1,a7786e3e-df20-491a-b173-50094ba7e2f7,c2,c5,3383,?,p2,
1769394322.8524618,CREATED,9876598f-139f-4b2b-b0e6-c32b725ff065,0ac13320-344b-4d18-9429-51b5767e5a30,c2,c5,27,?,?,surb={'id': '0f4cac16-1f82-442b-8571-65c8d2df9c4f', 'route': ['p2', 'e6', 'i6', 'x1', 'p2', 'c2']}
1769394322.905608,SENT,9c47f733-d3e4-4daa-afe1-6c15f4daf5cc,f614bef0-28f6-4d5c-a5c0-9aa64570b73d,c2,c5,3376,?,p2,
1769394322.9057016,CREATED,d1f68eea-e11d-4d09-be48-8d813e1db07c,39d459fc-99e2-4e57-966a-592a8dbb8742,c2,c5,27,?,?,surb={'id': '64ca5570-2c89-4fd2-82a6-5a60ec338f72', 'route': ['p2', 'e3', 'i6', 'x11', 'p2', 'c2']}
1769394323.0078185,RECEIVED,0c772be1-c22d-473a-ba71-0eb59a111d89,284092c5-e042-4447-b988-ae80e7c1a4e3,c4,c2,27,p2,?,surb={'id': '45082325-c97c-4401-92a1-73b5d49adb4e', 'route': ['p2', 'e11', 'i8', 'x5', 'p1', 'c4']}
1769394323.1965022,SENT,011406bc-dbf2-4331-8d60-979fba4d8153,7cc994f3-7137-44fa-b8ca-cc8b4ef33ccb,c2,c5,3391,?,p2,
1769394323.1966577,CREATED,8f980f11-6588-45fd-a408-bc755813164f,39d459fc-99e2-4e57-966a-592a8dbb8742,c2,c5,27,?,?,surb={'id': '64ca5570-2c89-4fd2-82a6-5a60ec338f72', 'route': ['p2', 'e3', 'i6', 'x11', 'p2', 'c2']}
1769394323.2370133,SENT,aabd235a-baed-42fa-9d53-cc86c306c0f2,59b1a9cf-d44a-41d2-af2e-9283c0acbe1a,c2,c5,3393,?,p2,
1769394323.2373888,CREATED,3dc568ee-86af-4999-b6e5-06f54c1cba1b,421900eb-d7b6-4399-8027-a805b3620bab,c2,c5,26,?,?,surb={'id': 'a44911cd-8bb1-4ef5-957f-1051011b4b8e', 'route': ['p2', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769394323.2490277,SENT,112073d4-cc01-4fc0-aa85-02656ab85732,78006259-a441-4215-929e-d6f638e6868a,c2,c5,3380,?,p2,
1769394323.2492197,CREATED,ffbe4cf8-bdb2-4452-b2fd-88340999c6eb,421900eb-d7b6-4399-8027-a805b3620bab,c2,c5,26,?,?,surb={'id': 'a44911cd-8bb1-4ef5-957f-1051011b4b8e', 'route': ['p2', 'e2', 'i6', 'x12', 'p2', 'c2']}
1769394323.3421774,SENT,9d481d1d-1cdd-4d58-9139-1a413bc63f9c,51b5f583-0244-4f47-842d-62a04a39bf67,c2,c5,3376,?,p2,
1769394323.3423307,CREATED,cc49c10f-9cf6-44c7-b32a-df74cc9cc18d,6c9d6ab2-0ceb-469b-8133-ae7d3d4e56a6,c2,c5,27,?,?,surb={'id': '8a4978b8-bece-49c9-a5dc-1f7255fd518e', 'route': ['p2', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769394323.5065277,RECEIVED,9bd28c57-1e84-4282-8f59-2a7a9f683ee6,6986e270-4494-46a2-a031-56e8e5954cbf,c4,c2,26,p2,?,surb={'id': '915ad233-1c1a-4e16-bbfd-b3aa3cd21b36', 'route': ['p2', 'e2', 'i11', 'x9', 'p1', 'c4']}
1769394323.689387,RECEIVED,0d60a160-2e63-40dc-91fc-9041842d889f,f58f4802-01fd-4808-a73b-acd7c6b564b2,c5,c2,26,p2,?,surb={'id': 'd0adb76e-88cc-497e-ab41-ac5cb0ecab75', 'route': ['p2', 'e1', 'i10', 'x10', 'p2', 'c5']}
1769394323.8084948,SENT,900e332f-70d6-4532-a4a5-7232f1cd4afa,45ac55f7-932b-4b15-932a-a17e70aec42f,c2,c5,3363,?,p2,
1769394323.808573,CREATED,c6fef373-0d74-4e52-9539-6c7f3d73b156,6c9d6ab2-0ceb-469b-8133-ae7d3d4e56a6,c2,c5,27,?,?,surb={'id': '8a4978b8-bece-49c9-a5dc-1f7255fd518e', 'route': ['p2', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769394323.8522654,RECEIVED,39f592a3-280d-4d02-ae4c-aa9608f1e132,551b25ff-29a4-4213-8997-ea1d5835c71e,c4,c2,27,p2,?,surb={'id': 'db48f745-0b14-4d69-96fc-73dfd0e944c8', 'route': ['p2', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769394324.135804,RECEIVED,dc85e7d9-3892-49c7-b7ae-d30c9c908b42,b99257d7-574d-40d2-a468-e23d053182b5,c5,c2,27,p2,?,surb={'id': '051bb53b-feda-49fb-8ecf-a83baba21dcb', 'route': ['p2', 'e1', 'i12', 'x6', 'p2', 'c5']}
1769394324.4567478,RECEIVED,bc929572-9ac3-4697-b963-aab3cce2b026,284092c5-e042-4447-b988-ae80e7c1a4e3,c4,c2,27,p2,?,surb={'id': '45082325-c97c-4401-92a1-73b5d49adb4e', 'route': ['p2', 'e11', 'i8', 'x5', 'p1', 'c4']}
1769394324.5134807,RECEIVED,65e6658e-80fb-4ede-aabe-3df79d83d2c2,05f0823c-3abc-4810-8e2a-58308d677117,c5,c2,27,p2,?,surb={'id': 'b64ae832-6e26-4f53-b843-d00d730886bd', 'route': ['p2', 'e9', 'i6', 'x7', 'p2', 'c5']}
1769394324.5607216,RECEIVED,00dc57f8-5cca-4374-a140-eaf983451fe4,84fc94e6-45a2-441e-a989-4e3298971e08,c4,c2,26,p2,?,surb={'id': 'fe29cd98-b99e-486e-a437-8322f15f8981', 'route': ['p2', 'e12', 'i6', 'x10', 'p1', 'c4']}
1769394324.5943482,RECEIVED,af431cba-f5ed-4b07-879c-3392450005d7,da0abcb5-f779-4764-b5ef-d3e9ff1b248f,c5,c2,26,p2,?,surb={'id': '88c69134-a565-40d2-b478-c2191de1109d', 'route': ['p2', 'e12', 'i3', 'x3', 'p2', 'c5']}
1769394324.6327522,RECEIVED,9ccef615-f84e-4da7-9fd9-05dcafea1fda,05f0823c-3abc-4810-8e2a-58308d677117,c5,c2,27,p2,?,surb={'id': 'b64ae832-6e26-4f53-b843-d00d730886bd', 'route': ['p2', 'e9', 'i6', 'x7', 'p2', 'c5']}
1769394324.7285478,RECEIVED,42966359-460d-446a-9e2f-d61c0c53e6f3,84fc94e6-45a2-441e-a989-4e3298971e08,c4,c2,26,p2,?,surb={'id': 'fe29cd98-b99e-486e-a437-8322f15f8981', 'route': ['p2', 'e12', 'i6', 'x10', 'p1', 'c4']}
1769394324.8997798,RECEIVED,7823e5ff-ffbc-4c89-8141-65e20dc04192,38eacff1-f253-4a3f-86a9-5dffcd8c238b,c5,c2,27,p2,?,surb={'id': '9c74bed1-907f-4efb-a6cc-7da838ce54f9', 'route': ['p2', 'e3', 'i11', 'x7', 'p2', 'c5']}
1769394324.957745,RECEIVED,a7c612ad-f5ad-46ad-8095-966750b0edba,6986e270-4494-46a2-a031-56e8e5954cbf,c4,c2,26,p2,?,surb={'id': '915ad233-1c1a-4e16-bbfd-b3aa3cd21b36', 'route': ['p2', 'e2', 'i11', 'x9', 'p1', 'c4']}
1769394325.2278068,SENT,45779f4c-967f-4684-a294-11bbaa025bfa,63eafd2f-7a0c-4050-9cc2-86d9277cefd0,c2,c5,3376,?,p2,
1769394325.2279599,CREATED,ec034638-f702-46f1-a8fb-dffa0a87699a,24489e07-1b30-4dea-b4b5-153e2ee94937,c2,c5,27,?,?,surb={'id': '33038ab4-59d6-4327-999e-a6319c809478', 'route': ['p2', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769394325.269521,RECEIVED,52becbdb-585d-4411-bf59-39c6ef6bc59c,6d8215bd-e018-4a86-8630-923d75afd54a,c5,c2,26,p2,?,surb={'id': '4ef73c40-1118-47af-899c-cd6c9649e660', 'route': ['p2', 'e10', 'i8', 'x2', 'p2', 'c5']}
1769394325.4474638,RECEIVED,d3f0ae1e-8a74-4385-bb2e-4f6f3ee0fb60,a3e2a279-d22f-4b34-a0d6-6610b73c7c0b,c4,c2,26,p2,?,surb={'id': '70e38dbc-6ab0-4c4e-bf5d-7f8392a10bd5', 'route': ['p2', 'e3', 'i8', 'x9', 'p1', 'c4']}
1769394325.5774298,RECEIVED,d1d47bd0-2a7f-4c61-a502-2bc23f9876ee,6d8215bd-e018-4a86-8630-923d75afd54a,c5,c2,26,p2,?,surb={'id': '4ef73c40-1118-47af-899c-cd6c9649e660', 'route': ['p2', 'e10', 'i8', 'x2', 'p2', 'c5']}
