timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453145.8362193,CREATED,d5a0e3a9-3a9c-4013-ac01-8301d9da3a68,9e18ee81-d75e-4548-b10e-372f03533c76,c1,c3,27,?,?,surb={'id': 'bdc7f1cf-ac5d-4c3b-9428-523c61668d73', 'route': ['p3', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769453145.8609023,SENT,6e12f4f0-e7bf-4959-a6fb-3b07f2af8691,95797d2b-4d93-48eb-86e9-037d78cff6bb,c1,c3,3393,?,p1,
1769453145.8613725,CREATED,e8c7d7d6-ef19-4132-bd0f-a7a8aa27bd0a,9e18ee81-d75e-4548-b10e-372f03533c76,c1,c3,27,?,?,surb={'id': 'bdc7f1cf-ac5d-4c3b-9428-523c61668d73', 'route': ['p3', 'e9', 'i7', 'x7', 'p1', 'c1']}
1769453145.921348,SENT,53f3ea52-0fe9-4c2a-a0c6-8d4bb9b00308,24cad6de-c860-4439-9d01-6f766771010e,c1,c3,3375,?,p1,
1769453145.9214242,CREATED,a4214075-e089-49a0-888e-d7edd4f8e122,a52e574d-d617-4451-a5c1-fb3cb976e1d0,c1,c3,27,?,?,surb={'id': 'eb8943ee-1cdf-43e4-8c44-bdaba6700834', 'route': ['p3', 'e3', 'i11', 'x1', 'p1', 'c1']}
1769453146.3996778,SENT,279909b2-adbb-42ae-a5d6-94d1ac906e9a,94c942a3-da74-4b89-a168-e0f1416f6af2,c1,c3,3376,?,p1,
1769453146.399819,CREATED,9578f16c-264c-4563-ae3b-84b9ba0bdf02,a52e574d-d617-4451-a5c1-fb3cb976e1d0,c1,c3,27,?,?,surb={'id': 'eb8943ee-1cdf-43e4-8c44-bdaba6700834', 'route': ['p3', 'e3', 'i11', 'x1', 'p1', 'c1']}
1769453146.5572746,RECEIVED,6c43ba41-7d12-476f-92d5-efed57d3453d,25314db1-eff4-4954-92fd-9ef2b5428003,c3,c1,27,p1,?,surb={'id': '6ba8d291-a34e-47d6-ad84-7a476ea1c32b', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769453146.8549616,RECEIVED,a3f2a513-3f88-4839-944a-84c2b98c0224,5706aaa9-a82b-450d-8596-6cb64933a188,c3,c1,26,p1,?,surb={'id': '33ea04da-fc4d-40e8-aff4-6cf17fc4cf40', 'route': ['p1', 'e10', 'i8', 'x10', 'p3', 'c3']}
1769453146.9918485,RECEIVED,42bdb535-0d2c-4f0b-a91a-cf35bbd1073f,489ec20b-e017-4d09-a15e-908c4055e0dd,c3,c1,27,p1,?,surb={'id': '08358668-a7ba-40e7-8673-8812c3b5aa00', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769453147.1045601,SENT,d7d34255-7886-4866-81b4-f7c35b278b4b,0583a9f4-9bab-46fc-9ffa-307edde829cc,c1,c3,3395,?,p1,
1769453147.1047084,CREATED,9b0d9e63-19cd-44ca-82c0-47479efcba34,bbe6661e-9920-4fb6-a8ff-6ee1f5e633e5,c1,c3,27,?,?,surb={'id': 'cad4940a-3c37-498e-9c7e-056d243178df', 'route': ['p3', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769453147.3369803,SENT,58c9b290-03c3-45c7-9eb1-20d0c0027810,a6a9ffed-0afd-46c1-871a-8ce6530b266b,c1,c3,3396,?,p1,
1769453147.3371687,CREATED,1cdc2abe-0554-4cba-80ac-1cad90c28660,bbe6661e-9920-4fb6-a8ff-6ee1f5e633e5,c1,c3,27,?,?,surb={'id': 'cad4940a-3c37-498e-9c7e-056d243178df', 'route': ['p3', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769453147.3507037,RECEIVED,58ce426d-9e1f-473e-acf4-ddaaf2f66f1d,25314db1-eff4-4954-92fd-9ef2b5428003,c3,c1,27,p1,?,surb={'id': '6ba8d291-a34e-47d6-ad84-7a476ea1c32b', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769453147.466639,RECEIVED,cf477cfd-4d87-4a8b-97e8-0f53ce80d4e9,5706aaa9-a82b-450d-8596-6cb64933a188,c3,c1,26,p1,?,surb={'id': '33ea04da-fc4d-40e8-aff4-6cf17fc4cf40', 'route': ['p1', 'e10', 'i8', 'x10', 'p3', 'c3']}
1769453147.5753062,RECEIVED,bdf05dab-f94e-4a95-9165-cd291443e527,66dffed0-3f6b-424a-ae21-6a9d0316e318,c3,c1,26,p1,?,surb={'id': '7f391439-e93d-4a00-b2bf-3a884a90fe62', 'route': ['p1', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769453147.6091754,RECEIVED,1850f790-7611-4879-950c-1fb44e8655a6,38a129f9-1a67-4f68-b5ab-4c13246a5051,c3,c1,27,p1,?,surb={'id': 'c32b3651-a032-42ea-8f53-d35fe9224209', 'route': ['p1', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769453148.0046134,SENT,8b2a8088-fbab-47cf-8e22-0e1213b605ee,b09d4693-412b-4355-896e-018f15c94470,c1,c3,3380,?,p1,
1769453148.004761,CREATED,19cbbd0d-ceeb-4e07-b48a-8ae59d19e40a,3230dcff-3121-4f49-bfcf-6cf218c61759,c1,c3,27,?,?,surb={'id': '9f0b2dce-2d2f-44b2-bca9-cdf5ae1c6a33', 'route': ['p3', 'e6', 'i10', 'x5', 'p1', 'c1']}
1769453148.0548644,SENT,5e924156-c491-42ce-bd58-63bd174f4f70,fcb2f656-4f03-4139-afee-4d31f6600441,c1,c3,3375,?,p1,
1769453148.0550168,CREATED,02c040dc-6108-4260-a84c-c60b627d1a93,3230dcff-3121-4f49-bfcf-6cf218c61759,c1,c3,27,?,?,surb={'id': '9f0b2dce-2d2f-44b2-bca9-cdf5ae1c6a33', 'route': ['p3', 'e6', 'i10', 'x5', 'p1', 'c1']}
1769453148.084652,RECEIVED,712f9754-2ed1-4237-8b09-e4a1a5b9708f,489ec20b-e017-4d09-a15e-908c4055e0dd,c3,c1,27,p1,?,surb={'id': '08358668-a7ba-40e7-8673-8812c3b5aa00', 'route': ['p1', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769453148.2862885,SENT,96abda9e-a826-46d5-b182-f408c549c44a,aff454a0-9240-449c-afcc-8a99beb562b8,c1,c3,3360,?,p1,
1769453148.2864337,CREATED,27ac100a-ee38-4d8c-841b-829b8fe585b6,72c83042-07b3-401e-ad4c-b3680aa5738e,c1,c3,27,?,?,surb={'id': '7fd03fae-d8c4-4f76-80d3-fed334531746', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769453148.6815972,SENT,27851887-fa52-4e32-b785-318a505a065c,457f1cdb-b2f7-43cc-933a-17246449d78b,c1,c3,3376,?,p1,
1769453148.681747,CREATED,942742af-7137-4cb0-a4a3-93facea55351,72c83042-07b3-401e-ad4c-b3680aa5738e,c1,c3,27,?,?,surb={'id': '7fd03fae-d8c4-4f76-80d3-fed334531746', 'route': ['p3', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769453148.8451638,RECEIVED,29659bcb-3bdf-4b17-8e99-ff02493eb2b0,97c2b3b7-6b5a-498c-8da8-1996de42d900,c3,c1,27,p1,?,surb={'id': '63d69377-15e3-475c-8c96-f66b9e4703e9', 'route': ['p1', 'e4', 'i4', 'x6', 'p3', 'c3']}
1769453149.5496666,RECEIVED,806a9a4d-2618-4586-8235-18b72284887a,4823cbf9-21eb-49f6-9581-261708eb555d,c3,c1,27,p1,?,surb={'id': '71c34d95-721b-43d2-95a2-e3fd3ee9f14b', 'route': ['p1', 'e6', 'i1', 'x2', 'p3', 'c3']}
1769453149.857803,SENT,b8bd0e3a-5627-48ef-be76-0a1ce439b639,579bdbf9-c196-416a-a34d-25cdb510f7d6,c1,c3,3391,?,p1,
1769453149.857951,CREATED,3de1999f-e858-45c1-b80d-a486b9fd129e,1a9c0c20-de53-4a69-954b-7a97a5672f47,c1,c3,27,?,?,surb={'id': 'e5685548-eb35-4bba-8903-ee212a0b3cb7', 'route': ['p3', 'e12', 'i10', 'x11', 'p1', 'c1']}
1769453150.034732,SENT,277a354b-7692-40fc-adc1-f39748029005,4e424327-72e1-491c-a9a1-f5d2467033f3,c1,c3,3399,?,p1,
1769453150.034874,CREATED,c2b60c92-96f0-4d38-90a8-45c9677640cb,1a9c0c20-de53-4a69-954b-7a97a5672f47,c1,c3,27,?,?,surb={'id': 'e5685548-eb35-4bba-8903-ee212a0b3cb7', 'route': ['p3', 'e12', 'i10', 'x11', 'p1', 'c1']}
1769453150.1582685,SENT,f91af53d-9faf-4292-a9e3-269c5494467a,c85df9b9-7893-4ed3-ba58-9a0cf82c7ae0,c1,c3,3376,?,p1,
1769453150.1583545,CREATED,90af907d-6686-4a60-a9a3-39c71054377e,f3ba4073-8efd-462a-9669-1e68b8376666,c1,c3,27,?,?,surb={'id': 'e3e7b04a-8a61-450f-b9c3-6d3351c9c963', 'route': ['p3', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769453150.2611816,RECEIVED,149e5d34-a752-484d-ba4c-30d056e8b8f9,38a129f9-1a67-4f68-b5ab-4c13246a5051,c3,c1,27,p1,?,surb={'id': 'c32b3651-a032-42ea-8f53-d35fe9224209', 'route': ['p1', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769453150.3872998,RECEIVED,0ca47f41-87d3-4594-8065-2860ad40c953,97c2b3b7-6b5a-498c-8da8-1996de42d900,c3,c1,27,p1,?,surb={'id': '63d69377-15e3-475c-8c96-f66b9e4703e9', 'route': ['p1', 'e4', 'i4', 'x6', 'p3', 'c3']}
1769453150.4553206,SENT,1b6fb68f-e449-4998-a798-657d71caea87,e33d3770-26a3-4d13-b4df-976cd4d0fe19,c1,c3,3371,?,p1,
1769453150.4554245,CREATED,547fa775-cf09-4ad1-adb8-20002185aa4b,f3ba4073-8efd-462a-9669-1e68b8376666,c1,c3,27,?,?,surb={'id': 'e3e7b04a-8a61-450f-b9c3-6d3351c9c963', 'route': ['p3', 'e1', 'i4', 'x2', 'p1', 'c1']}
1769453150.4981468,SENT,f331617b-28f9-4bd5-93b7-302cd850ac61,a0f93677-260b-4b5c-b287-df0e26ba72d6,c1,c3,3400,?,p1,
1769453150.4982562,CREATED,8db56255-1374-4396-9b55-dc21f86e6b9e,c8e6ec6f-3e3f-474f-9a94-574e55530831,c1,c3,27,?,?,surb={'id': '65542ddf-361d-4596-bc4d-7808daf2f5bc', 'route': ['p3', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769453150.7466702,SENT,649d9525-2982-429b-9d33-7494141faa38,7a11c96c-8109-4198-8027-96ccfa05b3a5,c1,c3,3392,?,p1,
1769453150.7468176,CREATED,ab30e90a-2303-42e3-ad4d-fcede49cf660,c8e6ec6f-3e3f-474f-9a94-574e55530831,c1,c3,27,?,?,surb={'id': '65542ddf-361d-4596-bc4d-7808daf2f5bc', 'route': ['p3', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769453150.98568,SENT,5e186e04-284a-4dcf-aadd-271348f246ab,f63657fb-9117-45fb-81a7-684bf0202088,c1,c3,3363,?,p1,
1769453150.9858255,CREATED,9c32542d-0de3-4972-a887-a9377aa41e58,e8c5a98b-39d0-46aa-adfb-583c1f712eaa,c1,c3,26,?,?,surb={'id': '9cde54ed-6622-4982-a6b9-c7b1c0975d7b', 'route': ['p3', 'e3', 'i7', 'x6', 'p1', 'c1']}
1769453151.0229814,SENT,1385e5b2-c20a-4e10-b030-b72c0487a322,0ddaeea4-c95c-46bb-96f9-28e0b5d30804,c1,c3,3383,?,p1,
1769453151.0231614,CREATED,1f396292-f03b-469a-8bb8-e6d515d277bf,e8c5a98b-39d0-46aa-adfb-583c1f712eaa,c1,c3,26,?,?,surb={'id': '9cde54ed-6622-4982-a6b9-c7b1c0975d7b', 'route': ['p3', 'e3', 'i7', 'x6', 'p1', 'c1']}
1769453151.046654,SENT,f0f7e584-bbc1-4913-8539-14621736f3de,f01c050e-4942-49b5-b717-74f71316875d,c1,c3,3402,?,p1,
1769453151.0468013,CREATED,81d882a9-47cf-4c71-b86d-44acc98cb01c,d794626f-1905-4f5f-bcde-2519444fea7e,c1,c3,27,?,?,surb={'id': 'cef2d8ac-7dd7-4604-95bb-0edf4393282b', 'route': ['p3', 'e12', 'i7', 'x9', 'p1', 'c1']}
1769453151.232907,RECEIVED,d6d32bb5-4114-4410-adaf-eac7a8a15f22,95d6f6b8-cb56-4eb2-a171-ae7d9dd9c099,c3,c1,27,p1,?,surb={'id': '24f18be3-1530-40c4-8cc1-c09eff4b87c8', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769453151.4088817,SENT,fa8812b6-0128-4bc6-8c48-c2a721917ca2,383fe6b6-b224-4e98-a2ea-0164310c231a,c1,c3,3371,?,p1,
1769453151.4090383,CREATED,575f4b82-2831-4bd4-8fa7-8ab3946505b7,d794626f-1905-4f5f-bcde-2519444fea7e,c1,c3,27,?,?,surb={'id': 'cef2d8ac-7dd7-4604-95bb-0edf4393282b', 'route': ['p3', 'e12', 'i7', 'x9', 'p1', 'c1']}
1769453151.4246511,SENT,46749253-616f-4999-b85b-06e34f8b21a9,f64fa0bf-ed73-424d-be6c-b0dfc2f15b81,c1,c3,3383,?,p1,
1769453151.4248009,CREATED,d4eae3e4-10cf-4c4d-a7ef-6ea2536f3fb8,87e29594-e46e-458a-bfcb-02344ad8f041,c1,c3,27,?,?,surb={'id': '98f34baa-f18c-4600-80e8-a0f96618a218', 'route': ['p3', 'e11', 'i1', 'x8', 'p1', 'c1']}
1769453151.5428905,RECEIVED,9f97481f-e5e5-428a-892f-a2735615b3c3,95d6f6b8-cb56-4eb2-a171-ae7d9dd9c099,c3,c1,27,p1,?,surb={'id': '24f18be3-1530-40c4-8cc1-c09eff4b87c8', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769453151.6204844,SENT,5c19cc6e-d0e5-4c36-ad70-5aeceecb357d,bce055f6-6e28-43e0-b59e-594c12730474,c1,c3,3389,?,p1,
1769453151.6206355,CREATED,4b03b51d-12c3-462c-b639-3130474bb8df,87e29594-e46e-458a-bfcb-02344ad8f041,c1,c3,27,?,?,surb={'id': '98f34baa-f18c-4600-80e8-a0f96618a218', 'route': ['p3', 'e11', 'i1', 'x8', 'p1', 'c1']}
1769453152.0782876,RECEIVED,f8e9ba8b-e0ad-4d51-afc1-db8a11c7b8a7,18f523a5-894e-4292-9a3d-57cffc7abba8,c3,c1,27,p1,?,surb={'id': '5d0ea8a4-f291-456b-99e8-101ae7d29ba7', 'route': ['p1', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769453152.1483114,RECEIVED,8e69dafa-fc13-4180-8562-00e6dcb800ef,ecf06ed6-46e0-4627-a457-e63766014687,c3,c1,27,p1,?,surb={'id': 'e7524917-9e7a-4874-9b67-e6abfb4e127c', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769453152.174427,RECEIVED,d4250175-30b2-40d6-a9a3-a4e69a91a26e,13df7915-fe0f-4c19-9cbf-246f7d13b262,c3,c1,27,p1,?,surb={'id': '77cfd305-4fc3-49d0-b301-a5c1d38ac905', 'route': ['p1', 'e5', 'i11', 'x2', 'p3', 'c3']}
1769453152.44988,SENT,32655068-4a58-4d14-b1e1-18a14f59111b,eb47ef63-a5cd-45bf-8794-250e729f677e,c1,c3,3395,?,p1,
1769453152.4500191,CREATED,33ba3929-bed5-48d4-83ce-4bcf8573a6ea,65189c99-fccb-41ad-a2fb-8ae6459c5ba4,c1,c3,27,?,?,surb={'id': '3efa9769-b756-4ff3-bec2-4799a67c6716', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769453152.5005844,SENT,66a5865c-0bc8-49c0-828f-87a4f70db739,173fad11-0cb5-4812-83f6-d4964fc2c29c,c1,c3,3399,?,p1,
1769453152.5007339,CREATED,b7fe441c-d5af-49c3-83eb-cefd2d8db8bc,65189c99-fccb-41ad-a2fb-8ae6459c5ba4,c1,c3,27,?,?,surb={'id': '3efa9769-b756-4ff3-bec2-4799a67c6716', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769453152.7246566,RECEIVED,5f3a4688-0b33-4616-a786-73a1a5826bda,13df7915-fe0f-4c19-9cbf-246f7d13b262,c3,c1,27,p1,?,surb={'id': '77cfd305-4fc3-49d0-b301-a5c1d38ac905', 'route': ['p1', 'e5', 'i11', 'x2', 'p3', 'c3']}
1769453153.1506,SENT,8a34519d-6d67-49cd-b3a7-5f0726e391f9,86d660dc-de87-4bc3-a6d4-07484c2dd871,c1,c3,3389,?,p1,
1769453153.1507487,CREATED,9171b8bf-d208-4903-a835-5d70cad08b54,2dbfc368-8369-4fd2-b16c-68c39fa851ed,c1,c3,27,?,?,surb={'id': '649e4d4b-38d6-4648-811c-0cfca7e1f8b9', 'route': ['p3', 'e6', 'i1', 'x12', 'p1', 'c1']}
1769453153.2232044,SENT,d2bc0b93-9a51-43a8-9d98-7bd7cc582519,828aabf6-8e49-4859-a50d-5d112cf3fe30,c1,c3,3380,?,p1,
1769453153.2233582,CREATED,d8815c4e-af00-49c4-8e5e-5dfe95ef090a,2dbfc368-8369-4fd2-b16c-68c39fa851ed,c1,c3,27,?,?,surb={'id': '649e4d4b-38d6-4648-811c-0cfca7e1f8b9', 'route': ['p3', 'e6', 'i1', 'x12', 'p1', 'c1']}
1769453153.3202257,SENT,2d1d7897-e10d-4531-8dea-53f9809cf492,6b2b6992-5a26-4278-bf87-100f7c279f67,c1,c3,3383,?,p1,
1769453153.3203754,CREATED,5e6cc962-80f7-4a1a-b45c-223bb4b1e06b,12abb953-978d-45e4-b905-2f005f996624,c1,c3,27,?,?,surb={'id': '443c14e7-1c86-4b19-8fcc-c6f2e5ea2556', 'route': ['p3', 'e7', 'i2', 'x9', 'p1', 'c1']}
1769453153.323292,RECEIVED,5f1f9939-4591-464d-915e-1c66140874fa,4823cbf9-21eb-49f6-9581-261708eb555d,c3,c1,27,p1,?,surb={'id': '71c34d95-721b-43d2-95a2-e3fd3ee9f14b', 'route': ['p1', 'e6', 'i1', 'x2', 'p3', 'c3']}
1769453153.371526,SENT,db0c1b73-3a99-436d-8548-e16341eae8df,da103cd0-26b7-4258-ac29-c828d221b244,c1,c3,3360,?,p1,
1769453153.3715892,CREATED,f8961215-596c-4791-a1d0-77d73aa77a8f,12abb953-978d-45e4-b905-2f005f996624,c1,c3,27,?,?,surb={'id': '443c14e7-1c86-4b19-8fcc-c6f2e5ea2556', 'route': ['p3', 'e7', 'i2', 'x9', 'p1', 'c1']}
1769453153.463038,RECEIVED,c43dd351-9b62-464f-bcca-6b78c9323538,18f523a5-894e-4292-9a3d-57cffc7abba8,c3,c1,27,p1,?,surb={'id': '5d0ea8a4-f291-456b-99e8-101ae7d29ba7', 'route': ['p1', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769453153.9301145,RECEIVED,770cccb1-2a0b-45c3-88ae-611a1a9c35ea,e698ddce-9286-4826-b08a-7daf34a5f632,c3,c1,27,p1,?,surb={'id': 'a5730934-abe4-49bc-9cb2-cfa6febe5a0f', 'route': ['p1', 'e3', 'i12', 'x11', 'p3', 'c3']}
1769453154.1299987,RECEIVED,1fdd0af5-8544-4153-936c-cd48f72ecd3f,ecf06ed6-46e0-4627-a457-e63766014687,c3,c1,27,p1,?,surb={'id': 'e7524917-9e7a-4874-9b67-e6abfb4e127c', 'route': ['p1', 'e1', 'i7', 'x12', 'p3', 'c3']}
1769453154.2823496,SENT,2da52dbe-a3a6-4fd7-86f1-e6fb244288ae,695c25e6-7696-40a9-8798-04d6ae128712,c1,c3,3395,?,p1,
1769453154.2824996,CREATED,96c87000-0cb7-4a3a-af3d-c1909c9c25ba,a44feac5-e7f3-45b1-851f-4340e687a606,c1,c3,27,?,?,surb={'id': '4ee932e3-b19c-4b02-8f92-b287bdcf876b', 'route': ['p3', 'e12', 'i5', 'x11', 'p1', 'c1']}
1769453154.3049276,RECEIVED,619348f0-7530-4dba-abcf-d4992d27d643,eef54137-a847-46f7-ba6d-7890a5c39ca3,c3,c1,27,p1,?,surb={'id': '17728b30-2104-4fdd-ba30-2e63a9020f32', 'route': ['p1', 'e6', 'i11', 'x4', 'p3', 'c3']}
1769453154.3507233,RECEIVED,cef3eae3-613d-49c1-9416-9d57f109e87a,eef54137-a847-46f7-ba6d-7890a5c39ca3,c3,c1,27,p1,?,surb={'id': '17728b30-2104-4fdd-ba30-2e63a9020f32', 'route': ['p1', 'e6', 'i11', 'x4', 'p3', 'c3']}
1769453154.360617,SENT,d97acdd6-d94d-4975-aa55-419bc1602792,7415bcf6-015b-40a3-9911-ca9bb6cdb996,c1,c3,3397,?,p1,
1769453154.3607175,CREATED,7b0ed7fc-5dbe-478a-b484-bef10928de50,a44feac5-e7f3-45b1-851f-4340e687a606,c1,c3,27,?,?,surb={'id': '4ee932e3-b19c-4b02-8f92-b287bdcf876b', 'route': ['p3', 'e12', 'i5', 'x11', 'p1', 'c1']}
1769453154.8932629,RECEIVED,bc1346d4-7b1e-4db1-a1df-288f9b9396a4,e698ddce-9286-4826-b08a-7daf34a5f632,c3,c1,27,p1,?,surb={'id': 'a5730934-abe4-49bc-9cb2-cfa6febe5a0f', 'route': ['p1', 'e3', 'i12', 'x11', 'p3', 'c3']}
1769453154.8983085,SENT,58b5d4d5-1528-49c7-9ce9-d6ae4c1f763a,70e3d4fc-72bc-4d10-8360-55af222f7db8,c1,c3,3380,?,p1,
1769453154.8984094,CREATED,a07116cb-6637-447f-8d03-eb588d249e54,05e768f4-2a6d-4eaf-950d-d5f48bdd6801,c1,c3,27,?,?,surb={'id': 'c5cf7132-22df-4e14-a5fa-a8bf6aae6268', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769453155.403955,SENT,2adf3567-4887-4f01-ba43-391d817ea808,d621c2b4-f120-45b8-865b-f3b307c9f3fe,c1,c3,3401,?,p1,
1769453155.4041429,CREATED,0b5cef5f-31c9-4140-adc9-1ff645c68e6f,05e768f4-2a6d-4eaf-950d-d5f48bdd6801,c1,c3,27,?,?,surb={'id': 'c5cf7132-22df-4e14-a5fa-a8bf6aae6268', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769453155.6907763,RECEIVED,9c900dfe-8cde-4f01-9dea-a65adf2db8b2,5099f2ef-3966-45b7-ad1a-ce0021eccda5,c3,c1,26,p1,?,surb={'id': 'ef81cdb0-1a7e-4361-a67c-fa43151ff59f', 'route': ['p1', 'e9', 'i8', 'x7', 'p3', 'c3']}
1769453155.695835,RECEIVED,ce1f8f1d-0238-43f6-9ab7-d72baa430bdd,5099f2ef-3966-45b7-ad1a-ce0021eccda5,c3,c1,26,p1,?,surb={'id': 'ef81cdb0-1a7e-4361-a67c-fa43151ff59f', 'route': ['p1', 'e9', 'i8', 'x7', 'p3', 'c3']}
1769453155.7974362,RECEIVED,dd160506-7817-42da-8a77-3810b1041fd8,51f6dd65-bf86-4a35-aa99-312d932fc747,c3,c1,27,p1,?,surb={'id': 'a510ddc9-f98c-4789-ae75-ef52b919646f', 'route': ['p1', 'e6', 'i7', 'x3', 'p3', 'c3']}
1769453156.2621682,SENT,56147271-656d-4f6a-ba55-35df5fc07a83,0b92691f-7d80-44c0-add2-7880b45d12e2,c1,c3,3391,?,p1,
1769453156.262318,CREATED,8fed5fcd-1589-4378-b999-b35a9b6de233,e326bddb-148a-4a18-8ec0-66c4f7a02ced,c1,c3,27,?,?,surb={'id': '73f48f39-5731-4299-bd3c-bba118c23d49', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c1']}
1769453156.5898325,SENT,69b4bb8a-fc19-48ae-aa52-89e0f543a2ee,36e05eb1-9f3c-43d6-ab9b-ca10812b53b3,c1,c3,3395,?,p1,
1769453156.5899796,CREATED,e631ed45-e112-4828-8002-fa031624cf55,e326bddb-148a-4a18-8ec0-66c4f7a02ced,c1,c3,27,?,?,surb={'id': '73f48f39-5731-4299-bd3c-bba118c23d49', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c1']}
1769453157.0492117,SENT,0b66c611-45f2-47b2-a687-6aea8e794b6a,220b0a1a-b5be-48e1-9620-68b2b8c81a08,c1,c3,3360,?,p1,
1769453157.0493643,CREATED,75e6ad1e-50e4-438c-8a0c-2424eb780d5f,c044361b-4fc2-4995-ba84-2f7d61d62031,c1,c3,27,?,?,surb={'id': '407d95ee-00f1-4880-8666-422f430502bd', 'route': ['p3', 'e10', 'i6', 'x6', 'p1', 'c1']}
1769453157.0693142,SENT,1e07ae28-f653-4bf4-9d1c-4037464bf1b4,ae193a0b-c4fe-4713-b9cf-9d7e9deceab0,c1,c3,3405,?,p1,
1769453157.069462,CREATED,862e33cc-743b-4a92-b3c8-5f3eaa107c01,c044361b-4fc2-4995-ba84-2f7d61d62031,c1,c3,27,?,?,surb={'id': '407d95ee-00f1-4880-8666-422f430502bd', 'route': ['p3', 'e10', 'i6', 'x6', 'p1', 'c1']}
1769453157.2263718,SENT,43436ac3-bc7d-4317-bc0b-ae9675e9c2cc,4b620f65-91d5-4915-b337-b157a8db0e2e,c1,c3,3380,?,p1,
1769453157.2265198,CREATED,13807741-a60d-43e4-b14e-89b638eb545c,8a477161-2229-4c6a-a32b-8d41f6d52a81,c1,c3,27,?,?,surb={'id': '421b3f36-d571-4605-8eab-fa8bbf8b049d', 'route': ['p3', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769453157.2458477,RECEIVED,cfd5f17f-4339-4bc8-ba61-e57877505e6d,e8dd1f97-21a4-43e7-8297-c1efc22503bc,c3,c1,27,p1,?,surb={'id': '33728322-eae1-494d-b8ff-2eb29b2934d8', 'route': ['p1', 'e10', 'i7', 'x5', 'p3', 'c3']}
1769453157.312445,SENT,d20a325a-6b61-458f-8eff-b7e13cd562a0,e7041ee3-d65b-450e-abd8-3bc8f5b43e01,c1,c3,3364,?,p1,
1769453157.312596,CREATED,bb4f9bc6-88c6-4529-a513-84cdcb2a1048,8a477161-2229-4c6a-a32b-8d41f6d52a81,c1,c3,27,?,?,surb={'id': '421b3f36-d571-4605-8eab-fa8bbf8b049d', 'route': ['p3', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769453157.321911,RECEIVED,5c40387b-9ad2-4bb3-8a04-23edfe19e546,26ecc928-2d35-4a7c-8904-058b2e563da8,c3,c1,27,p1,?,surb={'id': 'eae3c30c-d71d-4abb-a6e7-37338440ce66', 'route': ['p1', 'e4', 'i5', 'x12', 'p3', 'c3']}
1769453157.52319,SENT,222a2118-7f24-4d4d-b9d0-c42bd30635a2,1d98f78b-0cf9-4116-a905-7311a1d5dc8b,c1,c3,3399,?,p1,
1769453157.5233388,CREATED,3d0f40b3-0baf-4b15-ba27-56a9cf03df3c,c4da29ed-e0f7-4795-aa79-c8c20a2380e6,c1,c3,27,?,?,surb={'id': '906ee6db-9666-4b1c-88a4-11d3cdb51757', 'route': ['p3', 'e3', 'i10', 'x11', 'p1', 'c1']}
1769453157.5485163,SENT,e79d8073-ebcb-4108-8ec1-f0862fb1430f,8d0f6fd2-19bf-442f-9266-c62824d9e0c8,c1,c3,3359,?,p1,
1769453157.54961,CREATED,8273a390-6e81-4717-967e-6c39f052d584,c4da29ed-e0f7-4795-aa79-c8c20a2380e6,c1,c3,27,?,?,surb={'id': '906ee6db-9666-4b1c-88a4-11d3cdb51757', 'route': ['p3', 'e3', 'i10', 'x11', 'p1', 'c1']}
1769453157.5532827,RECEIVED,b87694ee-631f-47b4-a961-1dc08271b78e,26ecc928-2d35-4a7c-8904-058b2e563da8,c3,c1,27,p1,?,surb={'id': 'eae3c30c-d71d-4abb-a6e7-37338440ce66', 'route': ['p1', 'e4', 'i5', 'x12', 'p3', 'c3']}
