timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453434.6212018,SENT,52522c91-e26c-4892-b345-bb0a9546d62f,333bfb41-d99d-459e-9a4a-3e52210f6427,c1,c3,3360,?,p1,
1769453434.6213353,CREATED,5012ecd6-fdbb-4f74-81ba-22d0fe2e0d8e,98c123c6-d0ee-4620-900d-2ba407d88920,c1,c3,27,?,?,surb={'id': '8a126cea-f6ea-4d80-9175-87acd03d737a', 'route': ['p3', 'e5', 'i2', 'x7', 'p1', 'c1']}
1769453435.1592402,RECEIVED,db9090c8-8c02-47c2-a957-e64a8019a4f0,82e19e10-a86a-4b48-9bac-2678a5c598d2,c3,c1,26,p1,?,surb={'id': 'a363944b-457c-45df-b885-56b3abfff562', 'route': ['p1', 'e4', 'i7', 'x3', 'p3', 'c3']}
1769453435.1804142,RECEIVED,244f4b6f-d7c5-4a81-a6bf-f764ba2b8a8b,de43e3d5-efc8-4292-bcd1-4ff74512acb0,c3,c1,27,p1,?,surb={'id': 'dcd73afb-fc73-4169-b156-4ec240a4926d', 'route': ['p1', 'e10', 'i7', 'x6', 'p3', 'c3']}
1769453435.369037,SENT,fa332768-c823-4143-9b06-fc2605723321,b49aa353-2012-45f7-9ac0-c1360712fdda,c1,c3,3392,?,p1,
1769453435.369221,CREATED,7cab77f6-7386-4a14-a23d-2acad7d61aad,98c123c6-d0ee-4620-900d-2ba407d88920,c1,c3,27,?,?,surb={'id': '8a126cea-f6ea-4d80-9175-87acd03d737a', 'route': ['p3', 'e5', 'i2', 'x7', 'p1', 'c1']}
1769453436.044577,SENT,e8099363-673f-4a1f-97da-15681ca53e2e,b09b4942-3861-4721-b7eb-c958ac257970,c1,c3,3363,?,p1,
1769453436.0447285,CREATED,5d8bd0aa-4317-4cac-87f3-519fd20274ba,d0e81977-d933-4d66-b431-5659c77b1a92,c1,c3,26,?,?,surb={'id': '48e04c3e-36fd-4e0c-acec-d09bd7db07a5', 'route': ['p3', 'e11', 'i6', 'x4', 'p1', 'c1']}
1769453436.617915,SENT,b61551f2-47de-4eaa-b58d-0ee12a59023a,d0c978c8-fc09-4a04-888d-bf9d8eb643d9,c1,c3,3371,?,p1,
1769453436.6183288,CREATED,9b8f3e8e-da8d-4521-9ed6-f5159747e9d3,d0e81977-d933-4d66-b431-5659c77b1a92,c1,c3,26,?,?,surb={'id': '48e04c3e-36fd-4e0c-acec-d09bd7db07a5', 'route': ['p3', 'e11', 'i6', 'x4', 'p1', 'c1']}
1769453436.6961565,SENT,b7be34d0-c9d7-423f-bd6b-55e361d86e68,2051bd03-9d6d-4872-ae9d-5dd5eadb3825,c1,c3,3383,?,p1,
1769453436.6962364,CREATED,56ee194f-7c19-43a3-95db-296a86eb2aab,2185549b-9be0-4637-b21b-ca5c16bd01ee,c1,c3,27,?,?,surb={'id': '5db8e879-783b-4acd-b42a-d67895e4fe9e', 'route': ['p3', 'e7', 'i9', 'x9', 'p1', 'c1']}
1769453436.7838898,RECEIVED,3b771eac-8711-4082-aa9b-5cc9d94a0d4e,60de5f44-9736-4f87-ab22-d5a9c8332aed,c3,c1,27,p1,?,surb={'id': '174470be-6a32-4a90-a9b0-c465d60b6ea4', 'route': ['p1', 'e3', 'i3', 'x9', 'p3', 'c3']}
1769453436.8762474,SENT,9f7d7c95-6590-4ebe-8e08-17f0f65b04e4,c131d143-cccc-4875-863b-f760645ff4d5,c1,c3,3383,?,p1,
1769453436.8763993,CREATED,2c273115-53cd-41c4-9d86-25f4750a4672,2185549b-9be0-4637-b21b-ca5c16bd01ee,c1,c3,27,?,?,surb={'id': '5db8e879-783b-4acd-b42a-d67895e4fe9e', 'route': ['p3', 'e7', 'i9', 'x9', 'p1', 'c1']}
1769453436.9170349,SENT,566f7cf7-2a7b-4460-ab01-faed0f6ddef4,b2faa55a-8e61-496b-b807-bf43862f9602,c1,c3,3371,?,p1,
1769453436.9172225,CREATED,7b24743d-71ef-46e0-9ad5-a3e4ba0e2cdf,39f27177-1631-4be0-aabb-7fbb3183bb5a,c1,c3,27,?,?,surb={'id': '63039904-1586-4b6c-bb9a-6c008935afb8', 'route': ['p3', 'e3', 'i2', 'x5', 'p1', 'c1']}
1769453437.0030124,RECEIVED,b430d338-4b7a-455d-868e-e9e3b4bf88c2,428c962c-4ebf-44f6-b618-a88627c6a117,c3,c1,27,p1,?,surb={'id': '8d1cee76-de4e-4ea2-a257-cb2940241bd8', 'route': ['p1', 'e5', 'i10', 'x3', 'p3', 'c3']}
1769453437.268612,SENT,2ee18f96-2f40-4ada-8924-3d2a2a8caa87,cc9697fa-ad0d-47ac-ba00-cfc0d9227fae,c1,c3,3376,?,p1,
1769453437.2687852,CREATED,90c1f671-5221-41c8-9635-ea4df94e08bc,39f27177-1631-4be0-aabb-7fbb3183bb5a,c1,c3,27,?,?,surb={'id': '63039904-1586-4b6c-bb9a-6c008935afb8', 'route': ['p3', 'e3', 'i2', 'x5', 'p1', 'c1']}
1769453437.2915602,SENT,d2c86bde-92ee-40cb-b840-0615163f448b,4a2918b0-755d-4e04-b0ed-15c6352906f3,c1,c3,3398,?,p1,
1769453437.2917275,CREATED,56bbc972-d2bb-4766-bca1-ec1ec6bf457a,9efc5900-b782-4df2-a6a6-68215fc4fdbb,c1,c3,27,?,?,surb={'id': '98996688-8a50-470e-b501-8fef423ffcba', 'route': ['p3', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769453437.496038,RECEIVED,2e4ee841-92eb-4614-bbf3-870482966f8d,428c962c-4ebf-44f6-b618-a88627c6a117,c3,c1,27,p1,?,surb={'id': '8d1cee76-de4e-4ea2-a257-cb2940241bd8', 'route': ['p1', 'e5', 'i10', 'x3', 'p3', 'c3']}
1769453437.5165603,SENT,f38edb1d-7209-480c-b9a4-2f21ecc3ba73,d07f1bad-6aa0-41f5-93db-5deb2073d49e,c1,c3,3385,?,p1,
1769453437.5167322,CREATED,82f27b76-8dab-460d-91c4-5b996fb85b4e,9efc5900-b782-4df2-a6a6-68215fc4fdbb,c1,c3,27,?,?,surb={'id': '98996688-8a50-470e-b501-8fef423ffcba', 'route': ['p3', 'e8', 'i2', 'x11', 'p1', 'c1']}
1769453437.539694,SENT,12608a0a-3382-4009-a5bf-8a9590de88fb,9e02e1e5-db60-4afd-b83d-6d2954e1ce68,c1,c3,3360,?,p1,
1769453437.539844,CREATED,66d02a53-fe2d-46c5-8b7b-03187db71ce8,022d4235-3858-4691-8873-b3c4ff94b5f9,c1,c3,27,?,?,surb={'id': '2d272e25-f5b3-4347-abb5-8bac19d9d3c3', 'route': ['p3', 'e1', 'i2', 'x8', 'p1', 'c1']}
1769453437.5698261,RECEIVED,29ebd86b-ccb0-404f-ad76-0bdb99082638,2c16ec10-8d15-4f3c-8e1f-5a9c219fa66b,c3,c1,27,p1,?,surb={'id': 'ea09a015-781b-4a21-9c7a-e1bf5a66d560', 'route': ['p1', 'e6', 'i11', 'x10', 'p3', 'c3']}
1769453438.0636969,SENT,59a674cd-6d66-4b30-8d0c-f50deec9f41c,00ba0d23-ed10-4b89-9b94-6648078163cc,c1,c3,3367,?,p1,
1769453438.063791,CREATED,1c168bf5-9a0d-4c4e-a713-561f552d0b41,022d4235-3858-4691-8873-b3c4ff94b5f9,c1,c3,27,?,?,surb={'id': '2d272e25-f5b3-4347-abb5-8bac19d9d3c3', 'route': ['p3', 'e1', 'i2', 'x8', 'p1', 'c1']}
1769453438.3232105,SENT,4f19e3ce-46b5-42e9-95d2-429601f9c636,1ba0e93a-872a-400a-bb42-57f65e3f2a21,c1,c3,3392,?,p1,
1769453438.323363,CREATED,05ab208a-d2eb-4d3b-8fbc-cd04a1a3f5e3,0655ab3f-5c8e-4278-8022-577f0de2d252,c1,c3,27,?,?,surb={'id': 'b1952227-e9f2-4c43-a0de-e1015726b313', 'route': ['p3', 'e3', 'i7', 'x10', 'p1', 'c1']}
1769453438.4364805,RECEIVED,a2d3f67f-0c80-4a14-a10a-9c455ba8f012,82e19e10-a86a-4b48-9bac-2678a5c598d2,c3,c1,26,p1,?,surb={'id': 'a363944b-457c-45df-b885-56b3abfff562', 'route': ['p1', 'e4', 'i7', 'x3', 'p3', 'c3']}
1769453438.9489548,SENT,6cbe0012-2de2-4783-ae4c-aef8e9527d74,02e6d53a-4368-4726-b95a-4a9abc559c82,c1,c3,3383,?,p1,
1769453438.9491184,CREATED,0797ac3a-a640-44cc-84ae-bb7eaaa1f7c9,0655ab3f-5c8e-4278-8022-577f0de2d252,c1,c3,27,?,?,surb={'id': 'b1952227-e9f2-4c43-a0de-e1015726b313', 'route': ['p3', 'e3', 'i7', 'x10', 'p1', 'c1']}
1769453439.1930676,RECEIVED,1834b02c-9bf9-4023-821c-3db6036e42f3,2c16ec10-8d15-4f3c-8e1f-5a9c219fa66b,c3,c1,27,p1,?,surb={'id': 'ea09a015-781b-4a21-9c7a-e1bf5a66d560', 'route': ['p1', 'e6', 'i11', 'x10', 'p3', 'c3']}
1769453439.3737497,SENT,ce619037-3399-49de-b394-3293febb7154,2d8bb8a8-e1a2-486e-88d0-691bfc943969,c1,c3,3396,?,p1,
1769453439.373893,CREATED,628d7116-bf49-4188-aac5-f70890d5cf56,08e1930c-521b-4171-b620-58c2a4472c61,c1,c3,27,?,?,surb={'id': 'a33eaf20-07b6-469e-91e3-a0481380a662', 'route': ['p3', 'e11', 'i11', 'x5', 'p1', 'c1']}
1769453439.407658,RECEIVED,bc15b3b8-5440-491a-92c3-a6ce9da11556,297a101b-4459-493e-8d13-417a6afa8f97,c3,c1,26,p1,?,surb={'id': 'c482f09d-7cee-415d-8e7e-1d256c3785ca', 'route': ['p1', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769453439.5256383,SENT,04128de5-5ad4-4b3c-af11-34ca6927bdc9,1c06f0b6-93dc-415e-a6f5-c81318fef693,c1,c3,3391,?,p1,
1769453439.5257905,CREATED,2f063cb1-93bb-4052-817c-7568b1e4b094,08e1930c-521b-4171-b620-58c2a4472c61,c1,c3,27,?,?,surb={'id': 'a33eaf20-07b6-469e-91e3-a0481380a662', 'route': ['p3', 'e11', 'i11', 'x5', 'p1', 'c1']}
1769453439.7950215,RECEIVED,4f7b4bce-08c3-4e66-9317-43be0a5f6671,297a101b-4459-493e-8d13-417a6afa8f97,c3,c1,26,p1,?,surb={'id': 'c482f09d-7cee-415d-8e7e-1d256c3785ca', 'route': ['p1', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769453439.9505913,RECEIVED,818fe0df-6af1-474d-aa57-77eceea16c35,64e94114-519d-433c-ae28-d53c77b69638,c3,c1,26,p1,?,surb={'id': '54798e9d-0c80-47b7-b436-6ee7bbcf4402', 'route': ['p1', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769453440.4672432,RECEIVED,7a6df326-e017-4973-92e4-e192d6e4d78a,77cf527a-2226-4c48-968f-2939ac192e4d,c3,c1,27,p1,?,surb={'id': '4cdc109b-b9fd-4ea3-a612-7afb19f7cb5e', 'route': ['p1', 'e6', 'i2', 'x2', 'p3', 'c3']}
1769453440.8157027,SENT,7649a040-4ae9-4c6f-9809-643e4c0a1b84,c61873fa-c103-48c2-a366-6d5f0d47b418,c1,c3,3384,?,p1,
1769453440.8158476,CREATED,67f52268-aa56-43cd-93c2-37d4ed0f37d4,207a5148-d2dc-47e4-9ccf-8149781373ac,c1,c3,26,?,?,surb={'id': '74a327ea-1ee9-4467-9c9a-a0e99fb324d5', 'route': ['p3', 'e10', 'i9', 'x7', 'p1', 'c1']}
1769453441.1423147,RECEIVED,3a2368ea-880c-403c-b5de-33eab2b852fb,cb677ae5-4195-4f1b-be27-6874e72a875d,c3,c1,26,p1,?,surb={'id': '0d5cc9ba-e0d8-4e74-bc8a-e200e9afd7c1', 'route': ['p1', 'e3', 'i1', 'x7', 'p3', 'c3']}
1769453441.3886137,SENT,017043f8-761e-4b6c-b533-4ca1b5fbf87a,a5306f8a-9b4e-4046-9b20-4ecbebd0dfba,c1,c3,3361,?,p1,
1769453441.3887687,CREATED,2cb69938-669a-4cc0-8c3c-3437fe7af52e,207a5148-d2dc-47e4-9ccf-8149781373ac,c1,c3,26,?,?,surb={'id': '74a327ea-1ee9-4467-9c9a-a0e99fb324d5', 'route': ['p3', 'e10', 'i9', 'x7', 'p1', 'c1']}
1769453441.440021,RECEIVED,72a00e72-b13a-4aaa-84ba-d6ff0a2295d6,cb677ae5-4195-4f1b-be27-6874e72a875d,c3,c1,26,p1,?,surb={'id': '0d5cc9ba-e0d8-4e74-bc8a-e200e9afd7c1', 'route': ['p1', 'e3', 'i1', 'x7', 'p3', 'c3']}
1769453441.625357,SENT,343e43c2-3f73-4aef-adb6-818584027f9b,a868302e-d391-46a0-b55e-597aee7faffc,c1,c3,3389,?,p1,
1769453441.6254585,CREATED,bf443309-c115-4464-aabd-14712e08419b,0b456d1a-8a93-4a29-9e82-334a7d790ed4,c1,c3,27,?,?,surb={'id': 'a802c4e0-09a8-4e50-951c-9c92d7ed293b', 'route': ['p3', 'e4', 'i12', 'x7', 'p1', 'c1']}
1769453441.7266612,SENT,53215fd9-cf43-461e-ad03-939fbb0fdf39,5b95f7a6-e89b-4e7e-8428-fcdc36c536b1,c1,c3,3392,?,p1,
1769453441.7268085,CREATED,02698f0f-8d24-4863-b7cb-8d53c598cca9,0b456d1a-8a93-4a29-9e82-334a7d790ed4,c1,c3,27,?,?,surb={'id': 'a802c4e0-09a8-4e50-951c-9c92d7ed293b', 'route': ['p3', 'e4', 'i12', 'x7', 'p1', 'c1']}
1769453441.8572593,RECEIVED,26d70045-8176-4f34-81ad-5c52a89e92c2,77cf527a-2226-4c48-968f-2939ac192e4d,c3,c1,27,p1,?,surb={'id': '4cdc109b-b9fd-4ea3-a612-7afb19f7cb5e', 'route': ['p1', 'e6', 'i2', 'x2', 'p3', 'c3']}
1769453442.3428538,SENT,46b2a542-bbe5-41ef-acfc-3259f9da319b,db4b1282-7193-4e5f-a169-0f53ff487e89,c1,c3,3379,?,p1,
1769453442.3430197,CREATED,dc737441-4897-41ed-86fc-661757ac411f,2d7f2943-a07f-4264-97b0-115ace50720d,c1,c3,27,?,?,surb={'id': '26f6cc75-9b77-4219-a833-808cf527d139', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c1']}
1769453442.4043512,SENT,92d125b9-f510-4baa-8c13-a2c728a93837,1363e0fc-e6bb-4749-bc45-e19ab6de4101,c1,c3,3379,?,p1,
1769453442.40449,CREATED,08e6e212-c832-4140-9039-3460bdece032,2d7f2943-a07f-4264-97b0-115ace50720d,c1,c3,27,?,?,surb={'id': '26f6cc75-9b77-4219-a833-808cf527d139', 'route': ['p3', 'e2', 'i10', 'x8', 'p1', 'c1']}
1769453442.538528,SENT,540d275e-194b-4ef2-abb7-5566891e47cb,31c523d4-01b0-456b-9ece-72fdc00c78f7,c1,c3,3373,?,p1,
1769453442.538677,CREATED,7e4f1d99-50d8-4394-8f50-589fae6816ba,9b90fbb5-7e4f-4923-9661-69191577c4d7,c1,c3,27,?,?,surb={'id': 'a1af8b5c-6b62-4af0-af10-64434340e74a', 'route': ['p3', 'e2', 'i1', 'x8', 'p1', 'c1']}
1769453442.5669582,SENT,d040ab88-de05-4764-bf7a-0d9f20c393bf,0b7bdfb4-0528-4c45-90b1-6521326ad362,c1,c3,3364,?,p1,
1769453442.5671382,CREATED,437a32ba-0d73-4510-b52a-eeacb8159503,9b90fbb5-7e4f-4923-9661-69191577c4d7,c1,c3,27,?,?,surb={'id': 'a1af8b5c-6b62-4af0-af10-64434340e74a', 'route': ['p3', 'e2', 'i1', 'x8', 'p1', 'c1']}
1769453442.6275427,SENT,29da918f-c8ea-4e36-a2a8-7d6f21a2fd20,43b24339-678c-410c-80ff-0c097b1cb4cb,c1,c3,3396,?,p1,
1769453442.6286807,CREATED,300ef108-cd03-4084-a306-a37c9a82df23,513a6225-02f2-4f90-b388-3a58d417fc5d,c1,c3,27,?,?,surb={'id': 'deb93e32-8e49-4e05-b94d-d88534fd84f3', 'route': ['p3', 'e10', 'i7', 'x9', 'p1', 'c1']}
1769453442.8359923,RECEIVED,500fcec6-cda7-424f-b7af-e2c058ac6e6e,af44faa4-b8e1-49d5-be6b-7e0de9841c86,c3,c1,27,p1,?,surb={'id': '166afa05-be69-4926-b965-d83f39c1ab78', 'route': ['p1', 'e5', 'i9', 'x3', 'p3', 'c3']}
1769453442.8635154,RECEIVED,1c57bbc7-5a6b-4e02-bff5-eec034cfb548,64e94114-519d-433c-ae28-d53c77b69638,c3,c1,26,p1,?,surb={'id': '54798e9d-0c80-47b7-b436-6ee7bbcf4402', 'route': ['p1', 'e5', 'i9', 'x7', 'p3', 'c3']}
1769453442.9352393,RECEIVED,ea7fe28d-42ae-445f-adda-dd03b64f126e,9b2104d7-9a2a-4c4c-82e0-86d6a1874a39,c3,c1,27,p1,?,surb={'id': '2803822f-31b7-4f4a-bfa3-56c5aeda0948', 'route': ['p1', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769453443.1350248,SENT,1d0fb40d-516b-4a32-a5db-3b3f7a99a262,a49a6e71-d582-4374-95a2-db60d28c66a1,c1,c3,3367,?,p1,
1769453443.135203,CREATED,69415c79-4195-4b04-bb43-3474fd3ca6f3,513a6225-02f2-4f90-b388-3a58d417fc5d,c1,c3,27,?,?,surb={'id': 'deb93e32-8e49-4e05-b94d-d88534fd84f3', 'route': ['p3', 'e10', 'i7', 'x9', 'p1', 'c1']}
1769453443.2214308,SENT,c83e6ffc-2bd7-4388-a73b-f9023ad99067,0ddd9a98-b9f3-4a40-a39a-c5d98614d3d5,c1,c3,3387,?,p1,
1769453443.2216084,CREATED,02eee8a0-43b9-4009-b9e3-6452119e9927,2fa5428a-4943-44e8-a033-f6cbadcaa144,c1,c3,27,?,?,surb={'id': 'eef1506c-2b05-4e86-999f-0a8974083699', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769453443.483563,RECEIVED,eba2da6e-e81d-4b19-bc51-663c81e42dfb,9b2104d7-9a2a-4c4c-82e0-86d6a1874a39,c3,c1,27,p1,?,surb={'id': '2803822f-31b7-4f4a-bfa3-56c5aeda0948', 'route': ['p1', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769453443.522195,SENT,5050d799-92a8-46e2-b6b5-485ecba10bd4,e36fedc8-b032-4f6f-8781-26bf23812ac4,c1,c3,3364,?,p1,
1769453443.522345,CREATED,78ec960c-24ef-4fbd-8314-ad4b83b7e0ea,2fa5428a-4943-44e8-a033-f6cbadcaa144,c1,c3,27,?,?,surb={'id': 'eef1506c-2b05-4e86-999f-0a8974083699', 'route': ['p3', 'e10', 'i8', 'x6', 'p1', 'c1']}
1769453444.0695708,RECEIVED,851f2147-b1d4-4ff4-b0a2-c8d9b5abdd6e,015336b0-b7d1-4920-a3a6-ae90d97aa17d,c3,c1,27,p1,?,surb={'id': 'a4467dbb-4ab1-4469-8b5d-d50b8b2e9dfa', 'route': ['p1', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769453444.1472523,RECEIVED,9c112502-1d1e-46ae-8cd6-1a045b5f7829,015336b0-b7d1-4920-a3a6-ae90d97aa17d,c3,c1,27,p1,?,surb={'id': 'a4467dbb-4ab1-4469-8b5d-d50b8b2e9dfa', 'route': ['p1', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769453444.1814475,RECEIVED,4381a8ba-78cd-4cbd-86db-d8636ae5a340,374b0d46-b256-4a1f-87b2-2fdce9e90ed9,c3,c1,27,p1,?,surb={'id': 'c1c32815-7cc6-4ad6-86ed-80498b54798b', 'route': ['p1', 'e12', 'i3', 'x9', 'p3', 'c3']}
1769453444.1918395,RECEIVED,2d23b30c-7a2c-44c9-8ade-1be0fc7748d4,374b0d46-b256-4a1f-87b2-2fdce9e90ed9,c3,c1,27,p1,?,surb={'id': 'c1c32815-7cc6-4ad6-86ed-80498b54798b', 'route': ['p1', 'e12', 'i3', 'x9', 'p3', 'c3']}
1769453444.5044944,RECEIVED,be422c06-3145-4caf-9207-84ba1b63f83f,af44faa4-b8e1-49d5-be6b-7e0de9841c86,c3,c1,27,p1,?,surb={'id': '166afa05-be69-4926-b965-d83f39c1ab78', 'route': ['p1', 'e5', 'i9', 'x3', 'p3', 'c3']}
1769453444.6478956,SENT,85a68c2f-c766-4354-a8fe-02855c149ef5,11047e67-73e8-4680-b340-3ebe722063b8,c1,c3,3389,?,p1,
1769453444.6480443,CREATED,4bb115ac-6082-4f58-9bf5-c5ea2e03a0c0,42a73913-214b-4fe6-b311-9749792f8da7,c1,c3,27,?,?,surb={'id': 'b1d8e769-a257-480c-910a-58b862eb4aa7', 'route': ['p3', 'e2', 'i6', 'x8', 'p1', 'c1']}
1769453445.1975048,SENT,e72d0343-8194-477f-815a-f87e5dfd404c,9c397d93-9b01-4d16-8573-618d078c7908,c1,c3,3362,?,p1,
1769453445.1976085,CREATED,9de3bbd0-eaa9-4b5d-8acb-31a3e4554349,42a73913-214b-4fe6-b311-9749792f8da7,c1,c3,27,?,?,surb={'id': 'b1d8e769-a257-480c-910a-58b862eb4aa7', 'route': ['p3', 'e2', 'i6', 'x8', 'p1', 'c1']}
1769453445.5537148,RECEIVED,5e16a24d-e43f-476a-befd-9a8e8a8e1776,9110fddd-cbcf-4b30-85e4-66a3ede35889,c3,c1,27,p1,?,surb={'id': 'd422e29b-ee89-48e3-bcd8-3ffef57812ac', 'route': ['p1', 'e3', 'i4', 'x2', 'p3', 'c3']}
1769453445.8595707,SENT,c98a3b26-e22f-4969-ae88-ce9414772207,1446379d-b67c-403f-be8f-460c807d32e1,c1,c3,3381,?,p1,
1769453445.8596575,CREATED,ce256c7b-ba50-49c7-836a-65a7f066a8d4,2cc66254-482f-4213-ae78-07ba83cadc34,c1,c3,26,?,?,surb={'id': '956bc0a8-d8f4-420d-abb8-f207b101860e', 'route': ['p3', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769453446.0097072,SENT,ebfa0d69-36c9-495b-a27b-c6418db1b8dd,8f197e54-e084-470e-b0cf-010e644c05bd,c1,c3,3380,?,p1,
1769453446.0098593,CREATED,484a0521-3217-427a-9202-5a5e5f0adbd5,2cc66254-482f-4213-ae78-07ba83cadc34,c1,c3,26,?,?,surb={'id': '956bc0a8-d8f4-420d-abb8-f207b101860e', 'route': ['p3', 'e3', 'i8', 'x3', 'p1', 'c1']}
1769453446.2065535,RECEIVED,c23380ba-8c51-4d91-9fe3-106dc99df441,9e1500c7-41e3-4c46-ba4c-527cca05ed11,c3,c1,27,p1,?,surb={'id': '51e6d372-aeb2-4d0b-96e9-e30099b1916e', 'route': ['p1', 'e5', 'i2', 'x1', 'p3', 'c3']}
1769453446.4315374,SENT,98fe308e-58f1-43a9-8b55-19c31c765d13,b6ce3c19-c302-414c-9be1-45c2a9c9c8e8,c1,c3,3383,?,p1,
1769453446.4316888,CREATED,bf45c7d6-ffb6-4775-8e64-4d84f6e7c848,42d47259-91c6-4084-9661-dc6a29366b52,c1,c3,26,?,?,surb={'id': '85721884-538a-40b7-91ce-a9003265f610', 'route': ['p3', 'e2', 'i3', 'x11', 'p1', 'c1']}
1769453446.787813,RECEIVED,ae5f82a8-ec5b-4895-bd4e-4af76f38e042,71cba71b-010c-41f8-9f96-880d33d62c49,c3,c1,27,p1,?,surb={'id': '0958dffa-b9b4-4f46-943e-f0908785bdf0', 'route': ['p1', 'e1', 'i8', 'x5', 'p3', 'c3']}
1769453446.9206905,SENT,5955b893-5474-439e-90a0-707184284202,9a8b7ab2-6bbb-4ef5-931d-a36244047b76,c1,c3,3384,?,p1,
1769453446.9207752,CREATED,88693ab2-2f8e-45f3-bab8-1480b0c851b0,42d47259-91c6-4084-9661-dc6a29366b52,c1,c3,26,?,?,surb={'id': '85721884-538a-40b7-91ce-a9003265f610', 'route': ['p3', 'e2', 'i3', 'x11', 'p1', 'c1']}
1769453446.9751945,RECEIVED,354097d8-ba3b-4397-807b-ae952646b213,7e843abd-16eb-4330-819d-4b4c89c17e2b,c3,c1,26,p1,?,surb={'id': '24cf6c76-d480-4dff-afc3-5f9ffe0949ec', 'route': ['p1', 'e11', 'i2', 'x5', 'p3', 'c3']}
1769453447.1427164,RECEIVED,a4cc8c9e-958f-4e21-b4ac-37e9707bb9f3,9e1500c7-41e3-4c46-ba4c-527cca05ed11,c3,c1,27,p1,?,surb={'id': '51e6d372-aeb2-4d0b-96e9-e30099b1916e', 'route': ['p1', 'e5', 'i2', 'x1', 'p3', 'c3']}
1769453447.2564983,SENT,356d719f-70b6-4703-aef5-6deddebf2245,61fb431c-cea8-4716-b857-6049d8275f49,c1,c3,3380,?,p1,
1769453447.2566206,CREATED,39445c10-94f3-4b4c-98ae-0e9b508bbcca,f21db641-a51e-4187-90b7-b14d4168e727,c1,c3,26,?,?,surb={'id': 'f32cff1b-aae2-4392-b7f1-fdd8db86c2a1', 'route': ['p3', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769453447.3954825,RECEIVED,89f9369d-e3a1-4990-be96-f0cb3e03c4ec,71cba71b-010c-41f8-9f96-880d33d62c49,c3,c1,27,p1,?,surb={'id': '0958dffa-b9b4-4f46-943e-f0908785bdf0', 'route': ['p1', 'e1', 'i8', 'x5', 'p3', 'c3']}
1769453447.5522642,SENT,99d72aae-e0c1-4e7e-a263-91d2f2d74446,e86aae50-13f0-41eb-bc4b-a8ee6839e66d,c1,c3,3375,?,p1,
1769453447.5523477,CREATED,cf0d6d17-a54f-428b-93f2-4e9d9f9dceb4,f21db641-a51e-4187-90b7-b14d4168e727,c1,c3,26,?,?,surb={'id': 'f32cff1b-aae2-4392-b7f1-fdd8db86c2a1', 'route': ['p3', 'e7', 'i7', 'x6', 'p1', 'c1']}
1769453447.7307768,RECEIVED,cca31b5d-3b9f-4d42-a1c9-29b9a29d1713,7e843abd-16eb-4330-819d-4b4c89c17e2b,c3,c1,26,p1,?,surb={'id': '24cf6c76-d480-4dff-afc3-5f9ffe0949ec', 'route': ['p1', 'e11', 'i2', 'x5', 'p3', 'c3']}
1769453447.7613535,SENT,1da344b1-0c4c-475b-a3b6-7699a3d0d0ab,b059762d-48fa-4406-8ff5-511206573c23,c1,c3,3359,?,p1,
1769453447.7615006,CREATED,35210ec1-9bd6-4fda-8546-c12719701f7b,84f2c14e-295c-4f1b-9414-bca7531e542e,c1,c3,27,?,?,surb={'id': '1fee415a-58a8-4a0f-a626-aca4b30f4ea7', 'route': ['p3', 'e5', 'i4', 'x7', 'p1', 'c1']}
1769453448.2280128,SENT,c6fb89d5-8d82-4eba-82ee-9b5339c0cc87,8dce59f2-0964-4e8b-a154-f6dfc3574a86,c1,c3,3375,?,p1,
1769453448.2281928,CREATED,f7d3d09e-5ec7-4c1e-b910-8ae9c18be32e,84f2c14e-295c-4f1b-9414-bca7531e542e,c1,c3,27,?,?,surb={'id': '1fee415a-58a8-4a0f-a626-aca4b30f4ea7', 'route': ['p3', 'e5', 'i4', 'x7', 'p1', 'c1']}
1769453448.8150332,RECEIVED,47671d23-4075-4066-99e7-c8ecaf2e1fb1,5bf2cfe5-772d-4f70-a6d9-22357163f712,c3,c1,27,p1,?,surb={'id': '71b2987e-028f-4f64-957f-05bc04177aa7', 'route': ['p1', 'e2', 'i6', 'x6', 'p3', 'c3']}
1769453449.13616,RECEIVED,c9112db4-a54e-4eeb-9860-cada9917b862,a5a6961d-0d5c-4cfa-b7cb-8b2fb580430b,c3,c1,26,p1,?,surb={'id': '65c5447a-01cc-433c-bf66-5284e6477d14', 'route': ['p1', 'e6', 'i4', 'x6', 'p3', 'c3']}
