timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453359.5639892,RECEIVED,79fc804c-8e89-49cf-9aef-0ba4a1b899eb,13d60318-00cd-4c62-a207-2b6f0b8d4c2f,c2,c3,26,p3,?,surb={'id': '5873aa17-cdc2-477f-a905-53bc3823077c', 'route': ['p3', 'e2', 'i9', 'x7', 'p2', 'c2']}
1769453359.6719863,RECEIVED,c90b99b7-c210-425d-ac49-5df23b6f9fa9,a0f0ca0f-7914-45a9-9a39-fc24db100edd,c2,c3,26,p3,?,surb={'id': 'c9f3dd8e-15eb-4ca8-a3b5-dc606ef19218', 'route': ['p3', 'e9', 'i3', 'x7', 'p2', 'c2']}
1769453359.8426728,RECEIVED,ac7c4045-1c3a-4d32-b15a-d89f49f247fd,23614db8-af36-4d41-a935-9f9fed5ded91,c2,c3,26,p3,?,surb={'id': '7a4408d6-0198-4980-bf43-80f6ea01305c', 'route': ['p3', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769453359.8594606,RECEIVED,b1cc69ac-f3e9-48cd-9930-2ecc737edaab,5b9907a3-1420-498d-8d53-136d548ac07b,c2,c3,27,p3,?,surb={'id': 'c5739884-4b47-4231-a961-772958402c81', 'route': ['p3', 'e7', 'i3', 'x10', 'p2', 'c2']}
1769453359.88079,SENT,6e935483-0b0d-4771-bd03-bb5e62db1f19,a29d7ea3-c6b7-4ce8-ab87-6676fb0ef4cc,c3,c1,3383,?,p3,
1769453359.8809404,CREATED,33580ccb-637c-4114-9707-01c529878112,8a1720f0-0563-442b-848c-dd967e6b3926,c3,c1,26,?,?,surb={'id': 'c5363418-eb6e-4a23-b804-f7c197a6447c', 'route': ['p1', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769453359.8908274,RECEIVED,e3ae6004-1d1e-4353-bd9f-c4ce327d9b48,9d2f87a7-c3bd-4469-8985-8a7d1d3a8585,c2,c3,27,p3,?,surb={'id': 'af5e6b08-a4c3-411e-8edb-b93390913f32', 'route': ['p3', 'e8', 'i5', 'x11', 'p2', 'c2']}
1769453359.943216,SENT,50030777-f433-45bb-b8db-32e6082e1db0,42479cbb-6e74-4122-b6ec-1c07f1fd2c37,c3,c1,3394,?,p3,
1769453359.9433675,CREATED,9d8d59f8-fd50-40cb-b394-6d9303881b64,8a1720f0-0563-442b-848c-dd967e6b3926,c3,c1,26,?,?,surb={'id': 'c5363418-eb6e-4a23-b804-f7c197a6447c', 'route': ['p1', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769453360.0607169,RECEIVED,ef726122-2870-4563-8a6f-0464216005a6,0c566424-4c3e-45e3-bfdd-ebd8e2f71f5c,c2,c3,26,p3,?,surb={'id': 'a4c8db7b-5464-4320-a476-4215cb6db51b', 'route': ['p3', 'e9', 'i7', 'x4', 'p2', 'c2']}
1769453360.1095283,RECEIVED,1026d20b-269e-4694-b88a-662e86f1431a,13d60318-00cd-4c62-a207-2b6f0b8d4c2f,c2,c3,26,p3,?,surb={'id': '5873aa17-cdc2-477f-a905-53bc3823077c', 'route': ['p3', 'e2', 'i9', 'x7', 'p2', 'c2']}
1769453360.1251678,RECEIVED,fdcf527d-6687-4abc-9f95-9e447c4bca26,9d2f87a7-c3bd-4469-8985-8a7d1d3a8585,c2,c3,27,p3,?,surb={'id': 'af5e6b08-a4c3-411e-8edb-b93390913f32', 'route': ['p3', 'e8', 'i5', 'x11', 'p2', 'c2']}
1769453360.139556,RECEIVED,642eb44a-0fba-49b0-8343-ebc738e4dcd8,23614db8-af36-4d41-a935-9f9fed5ded91,c2,c3,26,p3,?,surb={'id': '7a4408d6-0198-4980-bf43-80f6ea01305c', 'route': ['p3', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769453360.1802886,RECEIVED,59521121-77ea-413f-98b6-cd49043e2566,4104e8d8-07b8-49da-b566-79cf40b77269,c1,c3,27,p3,?,surb={'id': '49a53bb3-5339-4d50-93ba-47563784bc57', 'route': ['p3', 'e8', 'i10', 'x9', 'p1', 'c1']}
1769453360.2073457,RECEIVED,0195bd46-aa40-415f-9e30-08806f81c338,9ef9ca23-bda6-4b2d-aa0a-99ee753fa112,c1,c3,27,p3,?,surb={'id': '4484cc20-2b02-46b1-8162-7a33e863e661', 'route': ['p3', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769453360.300766,SENT,5ac28a46-15fb-4962-b8da-cfd6509e209e,3910ad71-e2ba-4c0a-bb83-61e7729bc31f,c3,c1,3379,?,p3,
1769453360.3008385,CREATED,23b51262-eefc-49fc-948d-9b8a1e712228,199bea94-a8af-4590-8c75-ef34024147e9,c3,c1,27,?,?,surb={'id': '65eeddb1-e6e2-4b6c-97cb-7c184722c9d8', 'route': ['p1', 'e12', 'i6', 'x5', 'p3', 'c3']}
1769453360.3770452,SENT,5254ab63-06ba-49d4-b86e-a518ff9922a9,370d46e0-13e8-41f4-955c-5d26af9b75c9,c3,c1,3375,?,p3,
1769453360.3771303,CREATED,d213eec0-8390-4b1a-b86e-8aa3c4dca69d,199bea94-a8af-4590-8c75-ef34024147e9,c3,c1,27,?,?,surb={'id': '65eeddb1-e6e2-4b6c-97cb-7c184722c9d8', 'route': ['p1', 'e12', 'i6', 'x5', 'p3', 'c3']}
1769453360.7289011,RECEIVED,d952c07d-aa2f-4f2b-b154-6d8a9fc96f0a,8065bf79-74ed-4751-9bed-13daeb1ca763,c1,c3,27,p3,?,surb={'id': '83e0ab05-308e-4c52-8e7e-260da7480b25', 'route': ['p3', 'e9', 'i7', 'x6', 'p1', 'c1']}
1769453360.878746,SENT,4a78b79b-8d42-432b-93ed-a57509e6c586,8fe53647-b197-4a9a-b94f-6fa47b2d2f71,c3,c1,3367,?,p3,
1769453360.8788316,CREATED,04712105-a610-40e5-b4fb-feccd0e61964,1836278f-efa0-4c6e-8ee2-6a1097ed2625,c3,c1,26,?,?,surb={'id': 'bb7bed12-2710-4c4a-87c2-0aec1ba8c73b', 'route': ['p1', 'e9', 'i1', 'x9', 'p3', 'c3']}
1769453360.9880865,SENT,9b953ba2-17b9-45ae-984f-21526d2d77ed,a9e7eac9-16b6-4100-83d3-a315362f75b4,c3,c1,3379,?,p3,
1769453360.9881735,CREATED,7845c6ca-4ce3-418c-b145-814058188a83,1836278f-efa0-4c6e-8ee2-6a1097ed2625,c3,c1,26,?,?,surb={'id': 'bb7bed12-2710-4c4a-87c2-0aec1ba8c73b', 'route': ['p1', 'e9', 'i1', 'x9', 'p3', 'c3']}
1769453361.0656893,SENT,d41f490a-c9ff-48d1-9bc5-b9a02716205a,0ceabcfe-70fd-44c3-8b17-6809d8d52a52,c3,c1,3375,?,p3,
1769453361.0658338,CREATED,d0fa9941-0b16-48d9-ae73-dde507df7013,5928c417-f1aa-4e5a-a8bf-7c64d8ab1dbd,c3,c1,26,?,?,surb={'id': '20ee0f2e-5182-4437-94d4-fe0fea3a959f', 'route': ['p1', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769453361.1012135,SENT,45f79187-170b-4465-9d48-84feabaacb6f,595656cc-5911-48b5-b9bb-8b90df0ddc26,c3,c1,3379,?,p3,
1769453361.1013505,CREATED,68916c81-6590-4196-a8b5-fc0e995042d8,5928c417-f1aa-4e5a-a8bf-7c64d8ab1dbd,c3,c1,26,?,?,surb={'id': '20ee0f2e-5182-4437-94d4-fe0fea3a959f', 'route': ['p1', 'e9', 'i11', 'x9', 'p3', 'c3']}
1769453361.2175837,SENT,799d3030-c804-4cf8-851e-9698af66595e,b7a9827c-40b3-45ff-926f-8d6648ad6749,c3,c1,3383,?,p3,
1769453361.2176914,CREATED,0c350ca2-34b1-4ac9-899a-3bdaf9e8d167,c1a21891-1f77-40b1-9796-45fcb61e2a43,c3,c1,27,?,?,surb={'id': '051b2d1b-428c-4be7-96c5-2c67411253b4', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769453361.3861418,RECEIVED,7e86d507-3018-46e2-a37a-e056029ded1d,58d4b6d7-b979-4fc9-b933-196de2833212,c2,c3,27,p3,?,surb={'id': '6d9971c2-21fd-49c3-a59c-2cd90a5af0c6', 'route': ['p3', 'e8', 'i2', 'x3', 'p2', 'c2']}
1769453361.651768,SENT,e82afe95-8616-46f3-9e1c-cee02ce5bd98,eafca5cf-77c2-4313-bb54-f23436b2783b,c3,c1,3395,?,p3,
1769453361.6518798,CREATED,32cde36f-7c24-44af-a2ef-72def1d099b5,c1a21891-1f77-40b1-9796-45fcb61e2a43,c3,c1,27,?,?,surb={'id': '051b2d1b-428c-4be7-96c5-2c67411253b4', 'route': ['p1', 'e4', 'i6', 'x10', 'p3', 'c3']}
1769453361.7502353,SENT,ccbca01c-42d2-48dd-b5ee-c652a53bc55d,4f415b63-d32c-4090-9d75-6e8696920fb8,c3,c1,3359,?,p3,
1769453361.7503686,CREATED,17e0b8c2-4b2e-4ab4-8a06-189a86116373,616033a3-4e41-40c6-9290-5cd831ebce29,c3,c1,26,?,?,surb={'id': '19a55108-ab57-4ab6-b323-26924ba543c3', 'route': ['p1', 'e5', 'i7', 'x8', 'p3', 'c3']}
1769453361.7567866,RECEIVED,70b6048f-1983-4397-a6aa-99238a4f32c2,d909df98-30fa-4370-bdc6-76d75c8f6830,c1,c3,27,p3,?,surb={'id': '78f65eb4-0f3e-4178-bd85-2ea99aef7f2a', 'route': ['p3', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769453362.160915,RECEIVED,b9578063-ca00-4b82-857a-0635d2e62baf,e7eb3ece-c59d-4e5b-97b8-bc95f2b11c53,c1,c3,27,p3,?,surb={'id': '2df307e2-6336-4d63-9635-3710b9e6055a', 'route': ['p3', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769453362.2359686,RECEIVED,eba5ee5c-e32a-41a5-bd44-12692dd1095d,1cf528ab-fde9-4d29-81e7-d46913fa0855,c1,c3,27,p3,?,surb={'id': 'a0ffe323-15a2-4d8f-810a-e3941067c6ea', 'route': ['p3', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769453362.3101676,RECEIVED,747398f6-dcbd-4684-b39c-ba1795a43481,fddcafed-c938-40c7-aa56-f9d83edc1208,c2,c3,27,p3,?,surb={'id': 'ed879053-b05a-4b8c-823f-ba108a24672b', 'route': ['p3', 'e9', 'i11', 'x2', 'p2', 'c2']}
1769453362.3228464,SENT,fe1d41ee-4220-48a8-a2cc-ea3cac4bb845,0598a619-bb0e-4b1c-ad38-ba240098759e,c3,c1,3360,?,p3,
1769453362.322939,CREATED,c12bee84-b7b2-4428-a0e7-436e5752a936,616033a3-4e41-40c6-9290-5cd831ebce29,c3,c1,26,?,?,surb={'id': '19a55108-ab57-4ab6-b323-26924ba543c3', 'route': ['p1', 'e5', 'i7', 'x8', 'p3', 'c3']}
1769453362.3852544,RECEIVED,1844f2f4-19e6-4642-80cf-3f4e2d2a13b5,58d4b6d7-b979-4fc9-b933-196de2833212,c2,c3,27,p3,?,surb={'id': '6d9971c2-21fd-49c3-a59c-2cd90a5af0c6', 'route': ['p3', 'e8', 'i2', 'x3', 'p2', 'c2']}
1769453362.4200451,RECEIVED,3249855c-8e8a-4e35-8bb7-90885a00e319,6bd5e7ba-81ae-4e25-ade2-46fed7aaf491,c1,c3,24,p3,?,surb={'id': 'c7784b68-f22d-4016-93f1-145ec5ae67c0', 'route': ['p3', 'e12', 'i6', 'x3', 'p1', 'c1']}
1769453362.8242087,RECEIVED,ea0c9b62-fb88-43b8-a0b0-46746672cdff,1141f79f-9ef3-43bc-9e86-3ee22579c5cb,c2,c3,27,p3,?,surb={'id': 'd9e87fcb-0925-4863-b895-dce60c43e9b3', 'route': ['p3', 'e12', 'i2', 'x9', 'p2', 'c2']}
1769453362.8366256,RECEIVED,9a6ddb6a-8550-4ce0-bd36-cff566f8e5ae,3acaacfe-d353-4694-815b-aa9840ccbf95,c2,c3,27,p3,?,surb={'id': 'a664fabf-a61a-479e-b740-dffc685ddf5c', 'route': ['p3', 'e2', 'i11', 'x10', 'p2', 'c2']}
1769453362.8541474,SENT,6245e021-f8c5-470f-b840-c9d5e071fd46,52b88e43-d188-4599-993f-498a5e431e5d,c3,c1,3368,?,p3,
1769453362.8542812,CREATED,ebdb639b-2ef4-484e-8f62-f99dd7c7ce36,c4eb74df-134d-444e-98f6-cd5054d4a012,c3,c1,27,?,?,surb={'id': 'f911edc2-fe36-4717-8163-483020326b27', 'route': ['p1', 'e8', 'i2', 'x6', 'p3', 'c3']}
1769453363.0678856,SENT,b3a463ae-2fe7-4f51-abcb-2017403fa2b1,6ed4d9f4-0fa5-4579-8f74-d93b22780113,c3,c1,3372,?,p3,
1769453363.0680196,CREATED,6483a506-985d-4b5a-a81b-6e1fc9d6a0cf,c4eb74df-134d-444e-98f6-cd5054d4a012,c3,c1,27,?,?,surb={'id': 'f911edc2-fe36-4717-8163-483020326b27', 'route': ['p1', 'e8', 'i2', 'x6', 'p3', 'c3']}
1769453363.1411326,SENT,dee5ea31-cff8-4eba-a429-294e6f5778b1,7e526fd2-473c-4d81-a8cf-fb54db3f3ca4,c3,c1,3393,?,p3,
1769453363.141435,CREATED,1d03df49-bd98-443e-a6d7-d754bb51e4ff,257655af-f167-4bb9-b1af-eab3a4ceb24a,c3,c1,27,?,?,surb={'id': '465ef781-761f-4149-a2a4-393e65f7891a', 'route': ['p1', 'e11', 'i9', 'x4', 'p3', 'c3']}
1769453363.186868,SENT,75fac52c-871e-4b37-ada7-35910d94c2d9,4a7f1a81-4638-479e-9bc5-4acf9772b859,c3,c1,3401,?,p3,
1769453363.187001,CREATED,0b60bcb7-caae-401f-8e4b-c8fc3aec50a6,257655af-f167-4bb9-b1af-eab3a4ceb24a,c3,c1,27,?,?,surb={'id': '465ef781-761f-4149-a2a4-393e65f7891a', 'route': ['p1', 'e11', 'i9', 'x4', 'p3', 'c3']}
1769453363.360842,RECEIVED,484fbc57-cfd3-40a2-9984-4581d32d60c1,64946333-9955-48d4-b24b-0e456e6fb7c3,c2,c3,26,p3,?,surb={'id': '1f150946-f8be-41f9-8ed7-4184edb1c01f', 'route': ['p3', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769453363.3794994,SENT,95729023-ba37-4407-947f-a0ca1e3aed73,7ff96609-16a9-48c8-b0db-f42ce352c99e,c3,c1,3400,?,p3,
1769453363.3795948,CREATED,41017149-396c-451d-82fd-316bd42827ec,b6d1aa9d-987b-49d0-bbdd-24f8696a0786,c3,c1,25,?,?,surb={'id': 'a4da846c-d195-4342-a8b0-a61aba147188', 'route': ['p1', 'e9', 'i4', 'x6', 'p3', 'c3']}
1769453363.3909516,RECEIVED,8481fd87-b62c-48bd-9278-bcc249d390e9,64946333-9955-48d4-b24b-0e456e6fb7c3,c2,c3,26,p3,?,surb={'id': '1f150946-f8be-41f9-8ed7-4184edb1c01f', 'route': ['p3', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769453363.5722964,RECEIVED,ac50cee4-e07a-4747-8311-203a44bd10d0,5245e185-168b-4aa8-801e-f6b471617300,c1,c3,27,p3,?,surb={'id': 'ec6f1fca-7fa6-4795-8daa-4268f3b05491', 'route': ['p3', 'e1', 'i11', 'x7', 'p1', 'c1']}
1769453363.592992,RECEIVED,e3e21e20-4136-4991-a4d1-b5366587191c,1cf528ab-fde9-4d29-81e7-d46913fa0855,c1,c3,27,p3,?,surb={'id': 'a0ffe323-15a2-4d8f-810a-e3941067c6ea', 'route': ['p3', 'e7', 'i3', 'x8', 'p1', 'c1']}
1769453363.746719,SENT,6f133122-d53a-49ad-9fef-b407f6f69303,f201bf0a-f60e-4cf0-957d-ecd6e334b992,c3,c1,3391,?,p3,
1769453363.7468522,CREATED,4a5f813a-4ba7-40ed-a553-0fa5285245d6,b6d1aa9d-987b-49d0-bbdd-24f8696a0786,c3,c1,25,?,?,surb={'id': 'a4da846c-d195-4342-a8b0-a61aba147188', 'route': ['p1', 'e9', 'i4', 'x6', 'p3', 'c3']}
1769453363.7491267,RECEIVED,c2f750d2-05c6-4624-823e-610729ba4974,9ef9ca23-bda6-4b2d-aa0a-99ee753fa112,c1,c3,27,p3,?,surb={'id': '4484cc20-2b02-46b1-8162-7a33e863e661', 'route': ['p3', 'e7', 'i6', 'x9', 'p1', 'c1']}
1769453363.8552904,RECEIVED,7ea1f300-323b-4feb-ad52-393db98fcd7d,5245e185-168b-4aa8-801e-f6b471617300,c1,c3,27,p3,?,surb={'id': 'ec6f1fca-7fa6-4795-8daa-4268f3b05491', 'route': ['p3', 'e1', 'i11', 'x7', 'p1', 'c1']}
1769453363.8791094,RECEIVED,f524a5d2-9c03-4b5b-95d5-af0d192099a5,8174624f-b5b7-43d5-adb1-f2806dabaf3d,c1,c3,27,p3,?,surb={'id': 'bf7cd3dd-b94c-4cba-9083-18ef533fdbe3', 'route': ['p3', 'e11', 'i8', 'x8', 'p1', 'c1']}
1769453363.9423122,RECEIVED,dcc1ae9d-8c4b-47aa-b88d-f1ae504bd3a0,fddcafed-c938-40c7-aa56-f9d83edc1208,c2,c3,27,p3,?,surb={'id': 'ed879053-b05a-4b8c-823f-ba108a24672b', 'route': ['p3', 'e9', 'i11', 'x2', 'p2', 'c2']}
1769453364.0662735,RECEIVED,84ad40d8-e04d-4b3c-bacb-9022692e5af4,d0fcbe61-0f9a-4430-b61c-1030401bc26c,c2,c3,27,p3,?,surb={'id': '5d9ad940-01a5-4d9f-bd4d-a8f1240b6bc1', 'route': ['p3', 'e12', 'i9', 'x1', 'p2', 'c2']}
1769453364.0816076,RECEIVED,2475df32-6193-4c3c-8070-73db36fec972,bbb114fd-0cc8-480d-b511-e0088e74e22b,c2,c3,26,p3,?,surb={'id': '738dbc88-21de-4fea-837b-8f464e206ac7', 'route': ['p3', 'e12', 'i4', 'x12', 'p2', 'c2']}
1769453364.108478,RECEIVED,7b69a8a4-b876-432f-9f4d-49bf1b238cf1,1141f79f-9ef3-43bc-9e86-3ee22579c5cb,c2,c3,27,p3,?,surb={'id': 'd9e87fcb-0925-4863-b895-dce60c43e9b3', 'route': ['p3', 'e12', 'i2', 'x9', 'p2', 'c2']}
1769453364.2411659,RECEIVED,631427dc-a2e9-4609-b5f9-0140e2a3e32e,431da956-14f5-41e0-8a56-ad5ceb9d7fd0,c2,c3,26,p3,?,surb={'id': 'c80633d9-0e2d-413d-a9ba-68d227dc5f2a', 'route': ['p3', 'e9', 'i5', 'x5', 'p2', 'c2']}
1769453364.2679229,RECEIVED,689603a2-e45a-4921-9b4b-489ac9567e1c,bbb114fd-0cc8-480d-b511-e0088e74e22b,c2,c3,26,p3,?,surb={'id': '738dbc88-21de-4fea-837b-8f464e206ac7', 'route': ['p3', 'e12', 'i4', 'x12', 'p2', 'c2']}
1769453364.612124,RECEIVED,267b0ba3-0b22-4a2d-b6b5-71953028acd9,e7eb3ece-c59d-4e5b-97b8-bc95f2b11c53,c1,c3,27,p3,?,surb={'id': '2df307e2-6336-4d63-9635-3710b9e6055a', 'route': ['p3', 'e5', 'i2', 'x8', 'p1', 'c1']}
1769453364.809408,RECEIVED,de2a0f8c-6c0a-4244-a31c-15dfb7936552,9e469a0a-ff60-46e8-b36e-11e20f24c890,c1,c3,27,p3,?,surb={'id': '03b768bc-7d8a-419a-b913-d219892103a4', 'route': ['p3', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769453364.9928668,RECEIVED,6d1b4a34-c559-4f42-acc1-433b3a6b3d23,b8ff465b-ba26-4a0f-94ec-892e5a535c78,c2,c3,27,p3,?,surb={'id': '4ec2ea1a-3d97-4744-a961-3bb4a1209ab9', 'route': ['p3', 'e7', 'i6', 'x9', 'p2', 'c2']}
1769453365.1956453,RECEIVED,52e79583-217b-448d-a053-a7f0fa8331e9,7e39bbf2-3376-45dd-a9d2-29177282cf23,c2,c3,26,p3,?,surb={'id': '99521ec0-61f0-4ca3-8c5f-f1dcb1fcfce9', 'route': ['p3', 'e7', 'i2', 'x3', 'p2', 'c2']}
1769453365.3309367,RECEIVED,01e2dd31-c3da-4310-b8af-6f1d1097697f,6bd5e7ba-81ae-4e25-ade2-46fed7aaf491,c1,c3,24,p3,?,surb={'id': 'c7784b68-f22d-4016-93f1-145ec5ae67c0', 'route': ['p3', 'e12', 'i6', 'x3', 'p1', 'c1']}
1769453365.3668587,RECEIVED,a0cc9865-1d85-4e08-bad5-0ef4dbf2cd7d,ef1c08c6-e569-455a-be2a-d424cea4e385,c1,c3,27,p3,?,surb={'id': '06ff9b92-4e1b-42a0-af86-ba670a29a17b', 'route': ['p3', 'e1', 'i3', 'x10', 'p1', 'c1']}
1769453365.5884311,RECEIVED,ced0cc77-d6bc-4c86-9208-cabde85d180f,589ebf1b-f43a-4541-9434-26cf75e1eadd,c2,c3,27,p3,?,surb={'id': 'ffe1a0dc-ae55-414e-b342-e87824d60b5f', 'route': ['p3', 'e6', 'i5', 'x6', 'p2', 'c2']}
1769453365.772514,SENT,8a791c10-24e6-406c-93c4-c92369c6cd82,1c6c6ec9-2ffe-4a2e-92d4-1089c15fd7a8,c3,c1,3375,?,p3,
1769453365.7726464,CREATED,1f5524b2-aa2b-417e-bb57-c9bc37f4d684,5b47df73-f33b-4ad7-8f35-54d87f94c59a,c3,c1,27,?,?,surb={'id': 'ec2dac00-a9c2-45d3-b199-4a61ca8101d1', 'route': ['p1', 'e12', 'i11', 'x7', 'p3', 'c3']}
1769453365.7961943,RECEIVED,c4bccf5c-294b-44b6-a79a-f2fff3841eab,ef1c08c6-e569-455a-be2a-d424cea4e385,c1,c3,27,p3,?,surb={'id': '06ff9b92-4e1b-42a0-af86-ba670a29a17b', 'route': ['p3', 'e1', 'i3', 'x10', 'p1', 'c1']}
1769453365.92283,RECEIVED,2cc1a94e-f794-46c1-b7c8-1599977982ad,7e39bbf2-3376-45dd-a9d2-29177282cf23,c2,c3,26,p3,?,surb={'id': '99521ec0-61f0-4ca3-8c5f-f1dcb1fcfce9', 'route': ['p3', 'e7', 'i2', 'x3', 'p2', 'c2']}
1769453365.9480784,RECEIVED,fe2b15ed-86e3-4b71-afe5-8fd6bdde29b0,f09cb1d2-67e6-4ff8-8898-55ba07978fe6,c1,c3,27,p3,?,surb={'id': 'b2496f1e-3d4f-476e-824a-7db23cd3e9fa', 'route': ['p3', 'e3', 'i8', 'x1', 'p1', 'c1']}
1769453365.970423,RECEIVED,a6971914-6e2c-4ab6-8c3b-4ff9bdb0ae88,431da956-14f5-41e0-8a56-ad5ceb9d7fd0,c2,c3,26,p3,?,surb={'id': 'c80633d9-0e2d-413d-a9ba-68d227dc5f2a', 'route': ['p3', 'e9', 'i5', 'x5', 'p2', 'c2']}
1769453365.9801416,RECEIVED,6ca17da9-f869-47f0-a652-d85bdf036eff,8ffcd5f0-9e2f-4bcb-a8f6-a4e4d49f5224,c2,c3,27,p3,?,surb={'id': '7e01864b-6ec1-485a-9852-3b0b55e05f6e', 'route': ['p3', 'e8', 'i8', 'x11', 'p2', 'c2']}
1769453366.1742744,SENT,230d53f7-552a-4a55-8683-2bf07fee9fb4,e4cefd72-681b-4c08-860b-036c7bed2945,c3,c1,3391,?,p3,
1769453366.1744602,CREATED,3d67a778-0361-43e2-a824-52ff1c47e908,5b47df73-f33b-4ad7-8f35-54d87f94c59a,c3,c1,27,?,?,surb={'id': 'ec2dac00-a9c2-45d3-b199-4a61ca8101d1', 'route': ['p1', 'e12', 'i11', 'x7', 'p3', 'c3']}
1769453366.2866087,RECEIVED,f007d568-9573-444d-b725-5f38e1765801,9e469a0a-ff60-46e8-b36e-11e20f24c890,c1,c3,27,p3,?,surb={'id': '03b768bc-7d8a-419a-b913-d219892103a4', 'route': ['p3', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769453366.4007473,RECEIVED,07923897-9f15-4dbc-9b84-95ea0a37799e,ff4377a0-e974-4ed4-ab36-79c4609d8cc2,c1,c3,27,p3,?,surb={'id': '1e4f1e0c-0de0-4987-947e-38c1f74136bb', 'route': ['p3', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769453366.650303,SENT,6635af48-a78d-4b6f-a9fc-6624453500c2,6d8a6b46-3b56-4f4b-bb18-d8664f295991,c3,c1,3367,?,p3,
1769453366.6504507,CREATED,556648a4-5936-4879-8085-4b7ca9793d97,a317a73a-308b-4764-ab9d-42aa1d6c63b4,c3,c1,25,?,?,surb={'id': '860296df-2ed1-4fd9-83c2-3f144118bdef', 'route': ['p1', 'e12', 'i3', 'x8', 'p3', 'c3']}
1769453366.690854,RECEIVED,3a3ed53a-4ff2-44ba-88a5-9e14c4f45daa,ff4377a0-e974-4ed4-ab36-79c4609d8cc2,c1,c3,27,p3,?,surb={'id': '1e4f1e0c-0de0-4987-947e-38c1f74136bb', 'route': ['p3', 'e1', 'i1', 'x5', 'p1', 'c1']}
1769453366.7331088,RECEIVED,82163c7b-173f-46a8-96f6-6aa94f344e8d,8174624f-b5b7-43d5-adb1-f2806dabaf3d,c1,c3,27,p3,?,surb={'id': 'bf7cd3dd-b94c-4cba-9083-18ef533fdbe3', 'route': ['p3', 'e11', 'i8', 'x8', 'p1', 'c1']}
1769453366.823036,SENT,6b359849-2123-49ec-a110-aacaf0f16681,a38bd7ad-8e31-4a75-8339-a0c739d13bc0,c3,c1,3385,?,p3,
1769453366.8233058,CREATED,0cd2f503-29c3-4b4c-9f10-3381c9d4acbc,a317a73a-308b-4764-ab9d-42aa1d6c63b4,c3,c1,25,?,?,surb={'id': '860296df-2ed1-4fd9-83c2-3f144118bdef', 'route': ['p1', 'e12', 'i3', 'x8', 'p3', 'c3']}
1769453367.195984,SENT,22197ccc-2df0-430b-93b8-c666ca3b352e,58dccbde-77e3-416b-bb1f-69c2f9ce451f,c3,c1,3380,?,p3,
1769453367.1961725,CREATED,26266e9c-067b-454d-ac7c-e0860f3798ee,39e3cfbc-b30c-44bb-be55-95d230660fc7,c3,c1,27,?,?,surb={'id': 'f12c7801-d0a7-48de-b89c-0ecbb1ac8695', 'route': ['p1', 'e8', 'i7', 'x4', 'p3', 'c3']}
1769453367.4167461,SENT,f9185419-af0c-4b9c-9e15-0b745b1930ac,626e2a3f-6076-4a71-8a56-c99f5cddc0b6,c3,c1,3389,?,p3,
1769453367.4169056,CREATED,6b9c6377-1f8b-4e00-93f2-dc60d1f20f79,39e3cfbc-b30c-44bb-be55-95d230660fc7,c3,c1,27,?,?,surb={'id': 'f12c7801-d0a7-48de-b89c-0ecbb1ac8695', 'route': ['p1', 'e8', 'i7', 'x4', 'p3', 'c3']}
1769453367.4434297,SENT,679fa188-d84b-4193-b919-61cd02246613,dc88ce51-d671-47d1-aac5-62c129829f0e,c3,c1,3392,?,p3,
1769453367.4435809,CREATED,4f8f182d-8212-4f81-9125-6bc5757d27ad,39317778-769e-46c7-bee3-e87d956515d0,c3,c1,27,?,?,surb={'id': '8790d751-33bc-46dd-b4b3-883b83744305', 'route': ['p1', 'e12', 'i10', 'x3', 'p3', 'c3']}
1769453367.5244527,SENT,8ad08fc6-c390-4eaa-9cfa-972d3b254258,0a6f5d55-991d-4ed5-8ff9-d49c8f8e6d35,c3,c1,3384,?,p3,
1769453367.524582,CREATED,85e47849-3618-46aa-be62-a9dcbbdf64f2,39317778-769e-46c7-bee3-e87d956515d0,c3,c1,27,?,?,surb={'id': '8790d751-33bc-46dd-b4b3-883b83744305', 'route': ['p1', 'e12', 'i10', 'x3', 'p3', 'c3']}
1769453367.5506613,RECEIVED,d06f013c-1b1f-4e62-a3c8-e08e5dee7c7d,f09cb1d2-67e6-4ff8-8898-55ba07978fe6,c1,c3,27,p3,?,surb={'id': 'b2496f1e-3d4f-476e-824a-7db23cd3e9fa', 'route': ['p3', 'e3', 'i8', 'x1', 'p1', 'c1']}
