timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391336.3126204,SENT,f39abda1-3eed-4dc5-b67c-f14542666279,b49ecc81-917f-47f3-a7d5-be047509c30a,c5,DROP,2015,?,p2,
1769391336.312747,CREATED,a399d6ca-a2eb-4b94-858d-287068795caf,8a9fd1f9-46c1-48c5-a258-3487e65a0e24,c5,DROP,26,?,?,
1769391336.6883175,SENT,d9a00fa6-5ffb-476b-891c-42796a762065,42d59e90-23d4-4de4-bd27-820600e64c09,c5,c4,3359,?,p2,
1769391336.6884902,CREATED,e902639d-af16-420d-9f31-266d91e41bb4,b9a3c598-b267-4dd3-9131-eece246bc1fe,c5,c4,26,?,?,surb={'id': '0eb50027-0dd5-4c77-83f1-162010eabdad', 'route': ['p1', 'e4', 'i12', 'x5', 'p2', 'c5']}
1769391338.0096173,RECEIVED,14e463fe-fbff-4374-ae40-d920b27648e6,8f89acce-a17d-4f3e-9676-6988c6cbbf91,c3,c5,27,p2,?,surb={'id': '9f6cb0ac-556b-41f3-9885-56e6498fe980', 'route': ['p2', 'e6', 'i7', 'x7', 'p3', 'c3']}
1769391338.2833943,SENT,aaf994c2-f1b7-42d2-b886-fbb8da6a8c11,7ddab963-8ad0-4a81-a197-9c8d8d83fe80,c5,DROP,2031,?,p2,
1769391338.2835126,CREATED,8836cdd5-7b18-47ff-9260-8fdff1e15ca0,53a4841d-d0ae-4f0b-a750-d889c0f53a42,c5,DROP,27,?,?,
1769391338.6788697,SENT,e7ef4c67-efd6-41a5-82a4-1894bb941614,adf80346-ca02-4632-913f-d20ad132ee76,c5,c4,3384,?,p2,
1769391338.6790075,CREATED,b5f12a09-a7df-4d22-b095-38ee0bfc60ed,2512e109-1dc4-45d4-b7e4-4f5657f91e40,c5,c4,27,?,?,surb={'id': '704a0567-cf33-4d0c-9eee-651486d906d1', 'route': ['p1', 'e2', 'i1', 'x8', 'p2', 'c5']}
1769391338.8899965,SENT,fa76e2c3-82de-4178-9fdf-c1deff2fdc0e,d20b632a-6489-433f-b284-fc7049c9ace9,c5,c4,3377,?,p2,
1769391338.8901756,CREATED,236b70d1-2adb-4473-9834-db92ce1f7d24,99e00b28-bc46-4277-b4d7-e4c26983067a,c5,c4,26,?,?,surb={'id': '5848d8aa-1cd5-4b03-b92f-70dee4032a25', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c5']}
1769391339.007611,RECEIVED,03f3e304-653d-4538-849a-467f41f2f444,f090b057-dd48-462b-bcf0-a1374bcec11c,c1,c5,27,p2,?,surb={'id': '7388841b-1333-4359-a7e0-a1b1a5c9acdf', 'route': ['p2', 'e9', 'i11', 'x4', 'p1', 'c1']}
1769391339.184191,SENT,638391ac-1702-485d-9e5d-a4f4a9a8f6f2,0a0e7a88-a21c-4d18-a160-18dc95cfe9a9,c5,c4,3380,?,p2,
1769391339.1843426,CREATED,e3b8a413-2182-44d4-96ab-592482a790f3,5ad6a887-bbb8-4ac6-8257-970e7626f7d3,c5,c4,26,?,?,surb={'id': '02aff2e2-1e61-418c-81fd-f8954f79a262', 'route': ['p1', 'e4', 'i8', 'x1', 'p2', 'c5']}
1769391339.5499113,SENT,3944446f-72dc-4304-a38e-1070a56b150f,83d2d4b4-3850-4c27-a776-769c7c5d6c8f,c5,DROP,2024,?,p2,
1769391339.5500243,CREATED,cf84c69a-241c-4a08-90a0-c770e24f1f0c,28004efe-38f8-462e-aa75-17f5c71f5e82,c5,DROP,26,?,?,
1769391339.6061046,RECEIVED,d66148d7-9b43-48ab-af31-26eea9149049,017099e5-c46b-4af7-adb6-bd90aff58e5d,c4,c5,27,p2,?,surb={'id': 'cc1bb766-7d53-4f34-932d-05cf4fb53130', 'route': ['p2', 'e11', 'i2', 'x11', 'p1', 'c4']}
1769391339.6177514,RECEIVED,5ec7112a-662e-495c-bb17-d4f7e3191be3,814aec8f-8ffa-45d4-851e-874954bd4bfe,c3,c5,27,p2,?,surb={'id': '4fbeccd9-8dec-4c54-9615-f8a6badfbdd8', 'route': ['p2', 'e12', 'i1', 'x6', 'p3', 'c3']}
1769391339.734043,RECEIVED,f25be6d2-c080-48ab-a7d5-733460f315aa,dd364670-fbc2-453a-82c7-d916969eb42b,c4,c5,27,p2,?,surb={'id': 'b805b28b-7002-471c-98d9-783f73f53965', 'route': ['p2', 'e10', 'i3', 'x5', 'p1', 'c4']}
1769391339.7965505,SENT,cf7f7b1c-445f-4513-94f6-1408e39648a5,4ea71e06-7f03-4b4b-9a80-9601f33fe138,c5,DROP,2034,?,p2,
1769391339.7966883,CREATED,f1ca35fb-8bf4-45e4-b15b-b7456bb41164,0e46038d-a851-4efd-94fa-013c208d126d,c5,DROP,27,?,?,
1769391339.9920957,SENT,e3ff1259-e1af-4fce-9730-be19d986970d,df7bcac9-a11e-4222-a9f8-147482a9a079,c5,c4,3375,?,p2,
1769391339.9922683,CREATED,43dc1012-bfa2-4a72-a527-f15aa925f249,45a685eb-c5ec-4d85-a527-26f36442db8b,c5,c4,27,?,?,surb={'id': 'a379d591-3ffa-4108-a833-e76b63235381', 'route': ['p1', 'e8', 'i5', 'x4', 'p2', 'c5']}
1769391340.0120451,RECEIVED,3c63ff78-e466-42e5-95ef-2428e3f7ecb3,4428c7aa-2821-455c-8101-0db4d82f9183,c1,c5,27,p2,?,surb={'id': '32ada5e3-61ef-432b-a969-8b93f6906f02', 'route': ['p2', 'e12', 'i8', 'x1', 'p1', 'c1']}
1769391340.078167,RECEIVED,b149c277-12be-48a5-ae5f-49e60d2921fb,6707197c-27d9-452c-8d3d-1771079528c1,c4,c5,27,p2,?,surb={'id': '6ddefba8-7aaf-4aef-87ce-775ee21bd368', 'route': ['p2', 'e2', 'i8', 'x12', 'p1', 'c4']}
1769391340.1602407,RECEIVED,0bc26145-9c4c-4466-9ed0-2c57484baffb,07e98c90-be56-425d-8bb3-92946f99a2cf,c4,c5,27,p2,?,surb={'id': 'a3827eab-2598-4c88-96dd-7c63b39ffa37', 'route': ['p2', 'e6', 'i9', 'x11', 'p1', 'c4']}
1769391340.2905,RECEIVED,f4d29b95-8564-4525-a42f-63520793f200,103f07b1-6565-49fe-beb4-2439a3da912b,c3,c5,27,p2,?,surb={'id': '77b544c3-d2cc-4307-978b-444779189640', 'route': ['p2', 'e4', 'i9', 'x5', 'p3', 'c3']}
1769391340.3655596,RECEIVED,eab84999-80af-416b-9f83-3224c6e77d9c,db12eb36-c870-4993-9ffe-49cc8057f415,c4,c5,27,p2,?,surb={'id': '926daa0f-e24d-4ca6-96f3-60a75bfddaab', 'route': ['p2', 'e2', 'i7', 'x11', 'p1', 'c4']}
1769391340.5002446,RECEIVED,a899a898-33ee-40c5-b9ae-a7f5a8badbe1,1f175708-666d-4323-81d9-faaf52e65404,c3,c5,27,p2,?,surb={'id': 'a9458de1-d089-4e90-a7fb-65e19be61c0a', 'route': ['p2', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769391340.513428,RECEIVED,d2f2ce70-d7a4-419d-a4b4-4cbaa51876ac,d01ff936-4bce-44e7-86c6-eb77f128e0ba,c4,c5,27,p2,?,surb={'id': 'f5e48247-4df0-4a8b-ac3a-3dabd8044fef', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769391340.7034373,RECEIVED,a3889413-98d0-467f-a9f6-3736e200e711,45a44b9c-72b4-46f8-908c-d6fc556a3c7d,c4,c5,27,p2,?,surb={'id': '29251c44-0531-4e73-a725-ea4371a3750a', 'route': ['p2', 'e8', 'i2', 'x5', 'p1', 'c4']}
1769391340.7463462,RECEIVED,79f77cf6-f03d-41de-ad40-e75eab2b0245,a296bf3a-f55d-40dd-bc5d-cb377a494825,c4,c5,27,p2,?,surb={'id': 'fa072027-7f9c-4267-b4ec-5d4d4c1c0ef3', 'route': ['p2', 'e5', 'i4', 'x7', 'p1', 'c4']}
1769391340.8201284,RECEIVED,085e8508-6bbe-4ae1-be35-f4cfe49b71c9,ce2a4e21-1547-47d7-ab51-474293f423ad,c1,c5,27,p2,?,surb={'id': '25d53c13-eb93-4f71-9811-ecdae8e4cf6c', 'route': ['p2', 'e12', 'i1', 'x6', 'p1', 'c1']}
1769391340.8328495,SENT,068e3c20-5eb0-45a2-889e-2410526c0fa3,e9c81416-ee54-4b21-afbc-dc6a8b153f8f,c5,c4,3400,?,p2,
1769391340.8329995,CREATED,8bc78f59-c5af-4a3e-9cec-e2f91730c473,3d304fb0-95c1-4b0f-a2fc-997cbe070e9a,c5,c4,27,?,?,surb={'id': 'b7d52041-6d2d-456c-82ca-561c1e578670', 'route': ['p1', 'e8', 'i3', 'x1', 'p2', 'c5']}
1769391341.0085652,RECEIVED,cc844e99-4db4-4fa9-9062-45489299f57c,76092683-ffcc-4f16-bc7e-c1eaa53c9447,c1,c5,27,p2,?,surb={'id': '6dbffa1b-55cc-4b11-82e1-52cfba84b33a', 'route': ['p2', 'e3', 'i11', 'x10', 'p1', 'c1']}
1769391341.1208532,RECEIVED,05f59623-41d5-4363-982a-29a9007f0054,689f4790-2c42-408e-af18-ceab2a0c3886,c1,c5,26,p2,?,surb={'id': '7bc66ff1-6ce8-4a82-bcf1-9495ab7b559f', 'route': ['p2', 'e10', 'i12', 'x12', 'p1', 'c1']}
1769391341.164567,RECEIVED,1453c1e4-4565-4239-a578-1a6f7d81bd9a,440231f4-050d-4a14-9835-620be287dc4f,c3,c5,27,p2,?,surb={'id': 'db6ba471-d9e5-4aa3-9b3c-7b46c8659dbc', 'route': ['p2', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769391341.3073833,SENT,6b377349-30ef-4393-9f4a-d2c81151588f,84e23217-02eb-4ca0-b4d0-93204c38c71b,c5,c4,3379,?,p2,
1769391341.3075287,CREATED,d5e3584f-efe0-4032-a7cd-1c387c6781e2,39b9c2f9-b8e8-4e65-9727-aa1c217c9ef7,c5,c4,27,?,?,surb={'id': '14601684-2e20-4204-a79f-b62f0c7551aa', 'route': ['p1', 'e4', 'i4', 'x6', 'p2', 'c5']}
1769391341.4624658,SENT,171c7cfd-6ad7-497f-a761-1c74efa4e6d0,e49b6d89-bb7a-4df6-8feb-20861d8f0a9a,c5,c4,3368,?,p2,
1769391341.4626184,CREATED,94b59650-1817-4a19-ba30-7d21998104f3,2107817b-3909-4438-b289-fd4ca69cfc9f,c5,c4,26,?,?,surb={'id': '8569b786-1b0c-4d4e-a292-839671f6dd7c', 'route': ['p1', 'e6', 'i10', 'x4', 'p2', 'c5']}
1769391341.488782,RECEIVED,e78dbb99-8ddd-482b-a89c-0fe3ca4a90f9,8ddffea0-ee2f-40b5-afd2-fc571efe23c6,c4,c5,27,p2,?,surb={'id': '75383b74-c56b-4698-80d4-f2d1139cb858', 'route': ['p2', 'e3', 'i6', 'x9', 'p1', 'c4']}
1769391341.5107155,RECEIVED,72dc200e-b89a-4a45-8901-c419a3cc1cf3,abe2cf09-18f4-4f18-8eea-8efe59f11932,c1,c5,27,p2,?,surb={'id': '1ca12b09-3d09-4646-909d-0db4dad26d23', 'route': ['p2', 'e11', 'i1', 'x10', 'p1', 'c1']}
1769391341.6371672,RECEIVED,f63816a1-f6dd-4e6b-a18e-8019051e9d3e,8577e527-236e-48ae-8711-48d805ec7538,c4,c5,27,p2,?,surb={'id': '85365e8e-dedf-420d-ad5c-36daf7c7d8a2', 'route': ['p2', 'e5', 'i4', 'x5', 'p1', 'c4']}
1769391341.761024,SENT,e8aa7151-9e16-4e74-ba1f-4799cba0aac4,3b34ac53-3294-497e-be36-41faca0cf19a,c5,c4,3379,?,p2,
1769391341.761205,CREATED,c97a2f89-69cf-4201-9d2c-f58b1f180e05,88090005-1433-4553-81f8-f3daae742b41,c5,c4,27,?,?,surb={'id': 'bbab8ea0-b57e-4d83-8f43-db08d19ce256', 'route': ['p1', 'e10', 'i1', 'x11', 'p2', 'c5']}
1769391341.9252956,RECEIVED,9cc805d2-122a-4741-a66a-47f5bc6d1c22,638046b0-ff01-4e6f-95d3-ab86aa71ce28,c1,c5,27,p2,?,surb={'id': 'eb85c714-5115-4b61-8b70-9c694b3f4572', 'route': ['p2', 'e10', 'i7', 'x1', 'p1', 'c1']}
1769391342.1190362,RECEIVED,ec5c15e3-19d4-49f5-850c-f93b02e7ae5d,47ab0a0d-f6fb-4065-83e6-2fec72211061,c1,c5,27,p2,?,surb={'id': 'aecc1071-063a-4ada-a343-8dcd7e32961f', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c1']}
1769391342.16456,RECEIVED,568cbac8-0813-400d-8e53-c8be58b3bc48,4c999885-ce0b-4e1e-b721-c931d3ef8272,c3,c5,27,p2,?,surb={'id': '43dca346-73f9-4e8a-8ef2-c5eec18e824c', 'route': ['p2', 'e5', 'i3', 'x10', 'p3', 'c3']}
1769391342.3062284,RECEIVED,4d47e943-2386-4f53-8db7-bb8c8423d49a,e4fac77d-612f-4d30-b59c-7bbc8ac61ea6,c4,c5,27,p2,?,surb={'id': 'eed89495-349b-46ea-b9f4-f1345ebbd393', 'route': ['p2', 'e11', 'i6', 'x3', 'p1', 'c4']}
1769391342.63946,RECEIVED,c200b1d7-668e-43de-ba56-f15d154eaa6b,57e08727-32d8-4c52-9112-3240b779d53a,c1,c5,27,p2,?,surb={'id': 'b2625e07-c385-4d93-9c49-44e536bcd979', 'route': ['p2', 'e11', 'i1', 'x12', 'p1', 'c1']}
1769391342.8049254,RECEIVED,ba206e34-a264-4c85-b144-4584b7b2ed38,3e87be3c-3b47-423a-b142-4b4aeb8e2091,c1,c5,27,p2,?,surb={'id': '7db26164-3630-4e01-b050-e71bc86ae6f8', 'route': ['p2', 'e7', 'i10', 'x8', 'p1', 'c1']}
1769391342.8678284,SENT,a38027be-45c9-4ca2-8d17-93d51e4a424e,02cef785-9192-42d9-ba45-312df969d1e1,c5,c4,3384,?,p2,
1769391342.8679738,CREATED,fba764b8-3503-428e-b0a0-162d02634a55,454ae289-4b28-4b9b-9e38-e3b35e5a5bf8,c5,c4,25,?,?,surb={'id': '8127d9c8-36f5-4ac0-9dc5-2f58dad060b6', 'route': ['p1', 'e6', 'i5', 'x11', 'p2', 'c5']}
1769391342.925244,SENT,1686388d-b2b6-477b-9995-b23ec008400d,75fd50fa-c1c3-4a0b-a5ca-4bb42b83a3c0,c5,c4,3401,?,p2,
1769391342.9253898,CREATED,e6ec7ecb-d053-4ffc-9596-29f66f0271b3,678fe638-fb99-4870-884c-17e1deede8d7,c5,c4,27,?,?,surb={'id': '0ad7155c-7ca8-4efe-96d9-347cb5311f9a', 'route': ['p1', 'e9', 'i11', 'x9', 'p2', 'c5']}
1769391343.001171,RECEIVED,3cae9cfc-1280-4ba5-89aa-afa4a874e994,1e183d1d-6945-4442-8846-2aae265902d2,c3,c5,27,p2,?,surb={'id': '2a552142-c5a7-48c5-9a4a-49673778abcc', 'route': ['p2', 'e12', 'i11', 'x11', 'p3', 'c3']}
1769391343.2838898,SENT,aad1845e-a7b6-4397-9edb-8b5518d707e8,f9a2c8f9-3f28-4387-80dc-1bd0edf88f90,c5,c4,3380,?,p2,
1769391343.2840848,CREATED,4661d418-b48e-48f0-9623-835a1181d190,bb52f33c-3f28-4066-83c5-ec89227a126f,c5,c4,25,?,?,surb={'id': '88d3fd4b-7d56-4667-81d0-5cbc49b83570', 'route': ['p1', 'e8', 'i10', 'x5', 'p2', 'c5']}
1769391343.2936046,RECEIVED,d86dcf34-4156-4cbd-b65b-2d5238194f61,a82c0be2-d81e-4143-96f6-c2157e328b8f,c4,c5,27,p2,?,surb={'id': 'f12710eb-3c82-496e-9693-fca9bdf206e9', 'route': ['p2', 'e3', 'i9', 'x5', 'p1', 'c4']}
1769391343.468037,RECEIVED,03e3dddc-5a3a-49ab-8256-4dc8542c2fb1,985ce5d7-8d99-4239-9ff3-dd1b4acf06df,c3,c5,27,p2,?,surb={'id': '0edfcff7-0e2b-4926-ac1c-f21dd295eb73', 'route': ['p2', 'e2', 'i1', 'x7', 'p3', 'c3']}
1769391343.4941282,SENT,c77176bb-c284-4631-a109-e7bbaa223dd2,ac8d4fe4-9091-4fcd-bc73-ba181ce8398a,c5,c4,3376,?,p2,
1769391343.4942627,CREATED,315f3f93-2db7-41e1-b34e-f50cf79f834f,ab6f2608-439a-4ee0-84a4-f0e8a6bb9595,c5,c4,27,?,?,surb={'id': '32b66c81-c69a-4436-bba5-e54ac4731195', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c5']}
1769391343.5076828,RECEIVED,6bf55e15-0500-4595-92ce-f306fb0073d1,64ae68fc-a702-47ec-9a8b-ac14540b9168,c4,c5,26,p2,?,surb={'id': '921a3502-d87f-4a79-9d4c-f86f009f6ecd', 'route': ['p2', 'e9', 'i5', 'x3', 'p1', 'c4']}
1769391343.6336858,RECEIVED,51af3942-5d49-4428-9192-86e64afdecd6,5a039df4-b41f-4c02-8f74-ba65a349e2dd,c1,c5,27,p2,?,surb={'id': '7a949d5c-b3a3-4fe5-8b6f-e9c68f185608', 'route': ['p2', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769391343.6626468,RECEIVED,13e6cfa3-f711-4a66-a6f3-0fd09713fbcb,a4bd8d31-72f9-401b-b695-b03b48adb20f,c4,c5,27,p2,?,surb={'id': '1aae81b7-bb65-42bd-bb3c-df49d24bc9ef', 'route': ['p2', 'e4', 'i2', 'x11', 'p1', 'c4']}
1769391343.6755075,RECEIVED,cee7a6cd-0009-474c-9185-c060cac7975c,7c608ed3-9ba2-470e-adbc-928c4a0a01b7,c3,c5,26,p2,?,surb={'id': '4e0c531d-7e5d-4255-9ae9-78dc1a6b78ae', 'route': ['p2', 'e9', 'i8', 'x7', 'p3', 'c3']}
1769391343.6917632,SENT,46181a33-0095-4346-b7b2-da1afc4d90d3,aab8d022-082d-4639-8228-b5e7b9c4f9f7,c5,c4,3396,?,p2,
1769391343.6920185,CREATED,0a47b417-971a-4fad-a2b1-4de185ab4730,79e920c1-1005-433e-91e9-c828c2a67145,c5,c4,27,?,?,surb={'id': '5edf17d6-e0a5-400f-913c-f8fba76308bf', 'route': ['p1', 'e9', 'i8', 'x10', 'p2', 'c5']}
1769391343.9407463,RECEIVED,afccd0ca-6024-4521-aad1-dd5707f8d3a0,94376bec-fc7e-450a-b136-a9238a75290d,c1,c5,27,p2,?,surb={'id': 'dd899acc-ed06-4e3c-bb73-c0021befec9b', 'route': ['p2', 'e8', 'i10', 'x11', 'p1', 'c1']}
1769391343.9536312,RECEIVED,6a5294af-1f30-4138-867e-cd121f676808,0c066c97-fb40-48ec-83b1-df31b2440e79,c3,c5,27,p2,?,surb={'id': '44c33bec-7a38-4218-95d3-24955e84c7ab', 'route': ['p2', 'e8', 'i1', 'x12', 'p3', 'c3']}
1769391344.0112596,RECEIVED,3ec1d5e5-b3aa-4419-8f6b-1ed7d3d5ed8d,05b21841-d8bc-425d-b5fa-ef8cf443d335,c3,c5,26,p2,?,surb={'id': '2fb2159f-c977-4072-bcd9-c3ba4a1363cd', 'route': ['p2', 'e10', 'i8', 'x7', 'p3', 'c3']}
1769391344.225182,RECEIVED,5b27738d-448b-4d16-952f-e81586d73184,48c3db1e-e978-4e21-8d4b-0cb76c0568a4,c3,c5,26,p2,?,surb={'id': 'd1b6bdb6-012b-476a-8216-ce2ec1f7a9d7', 'route': ['p2', 'e11', 'i4', 'x9', 'p3', 'c3']}
1769391344.2786329,RECEIVED,d43b94ef-35db-4bbe-b957-ffbce223acf8,7e70163c-b245-45d1-a266-65de5f787b23,c1,c5,27,p2,?,surb={'id': '88b24c13-6ac5-4d17-b667-16bafd059485', 'route': ['p2', 'e10', 'i7', 'x8', 'p1', 'c1']}
1769391344.3520327,RECEIVED,376e1440-51fa-4fb7-b310-68306ecf06ce,74093e25-7631-43b4-a04a-a3c749b9d24c,c3,c5,27,p2,?,surb={'id': '09946959-705d-49b8-8075-b4b2c8c23d0a', 'route': ['p2', 'e1', 'i11', 'x11', 'p3', 'c3']}
1769391344.3599856,SENT,0cad05ec-f5e9-432d-a215-1316e31836a6,65eb233b-8011-4863-af78-c80a28bf5b56,c5,c4,3389,?,p2,
1769391344.3601615,CREATED,a82fd823-054c-4e93-b654-50c2d7b667b9,0337d699-d808-40c9-89e4-2bef3c2bab3b,c5,c4,27,?,?,surb={'id': '8777a1b6-7a39-4d76-aebb-e52362c77bfa', 'route': ['p1', 'e5', 'i11', 'x6', 'p2', 'c5']}
1769391344.3925781,RECEIVED,fccc023e-7143-4fed-b930-e2311df692e5,d611de2f-2e1d-4521-b8d4-c3d6210c59e9,c3,c5,27,p2,?,surb={'id': '4200b2eb-9e02-4726-a4be-7f64cecedc97', 'route': ['p2', 'e6', 'i10', 'x11', 'p3', 'c3']}
1769391344.758691,SENT,44f707c3-b659-4ac1-b090-53f6c57f76f3,fee12fa6-1f9a-44ff-af0a-2e6ad7105d11,c5,c4,3376,?,p2,
1769391344.7589018,CREATED,37e4d0a8-ae31-43c3-a09d-e5f241c61abc,fec98249-e053-4dfc-9536-fca21dbafc6a,c5,c4,26,?,?,surb={'id': '1f2d4d72-e92d-4cd8-9a45-282867e95ab7', 'route': ['p1', 'e6', 'i9', 'x6', 'p2', 'c5']}
1769391344.7682517,RECEIVED,56f810aa-372e-4865-8382-1fc80e6555af,df6a9d81-1c21-40b3-b8e4-7cbbe6eb09f5,c3,c5,27,p2,?,surb={'id': 'f068d4aa-6f35-4516-9632-37cc19ae96db', 'route': ['p2', 'e8', 'i6', 'x4', 'p3', 'c3']}
1769391344.7824295,RECEIVED,3cad7fc3-d4d6-4380-97be-f14a2d6fcd3c,d9690f41-a2b3-4e62-8c69-4d73091712f3,c4,c5,26,p2,?,surb={'id': '233e272d-d7a8-4906-a038-f506ec444372', 'route': ['p2', 'e6', 'i9', 'x4', 'p1', 'c4']}
1769391344.7979474,RECEIVED,98cb1488-7f9f-41a1-8676-03a36462edef,6d18fa59-0685-4ae9-9df0-bc66c2acf708,c4,c5,27,p2,?,surb={'id': '7ec13a67-3baf-4ce4-a2ae-93be05e255d0', 'route': ['p2', 'e4', 'i1', 'x9', 'p1', 'c4']}
1769391344.8481808,SENT,0d8e7a8c-f799-4184-8db2-953d65831bc3,20e2c4be-608d-42c3-b4ad-02ea2f004b1f,c5,c4,3400,?,p2,
1769391344.848332,CREATED,c9923507-a47b-4d24-98b9-27d14347eab0,68e5ded8-20c5-4300-afd7-3280807f7ef3,c5,c4,27,?,?,surb={'id': 'ba44b5e6-2b33-4c40-b272-c44b5e5bfa2b', 'route': ['p1', 'e5', 'i1', 'x2', 'p2', 'c5']}
1769391344.9673753,SENT,9b7e4b35-cd58-40fc-a525-b460ebf7f321,97b55717-5704-43c1-9455-0dae5e1324d4,c5,c4,3406,?,p2,
1769391344.967526,CREATED,541b0595-8abf-457a-b4a5-2ed289d9f075,22a198f4-9a08-40b9-ae46-7e75af7ec9c2,c5,c4,27,?,?,surb={'id': 'c51699bc-aa96-4c50-9d4d-5fffb14ccefe', 'route': ['p1', 'e3', 'i3', 'x4', 'p2', 'c5']}
1769391345.1727948,RECEIVED,3ebad8d0-3331-459f-8498-d2ef75248d44,5e3fb77a-906b-4b2c-80b8-145778de7c6a,c4,c5,27,p2,?,surb={'id': '522a7ba7-224c-42fc-bdf1-beec1a849bea', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769391345.2103457,RECEIVED,8da1768a-7484-4002-bfbc-0ee96b075f4b,812bc2ec-c78b-411a-9ee6-65d770dfc609,c1,c5,27,p2,?,surb={'id': '9f6abd34-f963-4163-bbf4-21a92e8cf0ad', 'route': ['p2', 'e6', 'i6', 'x3', 'p1', 'c1']}
1769391345.2125397,RECEIVED,8ddf593e-1c4d-46bd-a9a2-7e076ba57016,461a8f12-8e81-4333-ad40-f7cb262a027a,c4,c5,26,p2,?,surb={'id': '4b32f24a-6c1c-4de5-892a-b143c286db3e', 'route': ['p2', 'e12', 'i12', 'x11', 'p1', 'c4']}
1769391345.2324276,RECEIVED,917d8372-7aa0-4c42-a748-be10d6877203,4c9c2f31-41d3-4bdd-a614-b7d104d20c53,c4,c5,27,p2,?,surb={'id': 'b5bfb226-43bd-40cf-91f0-56927bd56a23', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c4']}
1769391345.3177745,RECEIVED,243ee70e-bdba-444a-b0b0-9d0f689fedd0,e7c29490-238d-4065-a15a-33b71227a6c0,c1,c5,27,p2,?,surb={'id': 'a2f302ba-2e64-4b90-8082-1473a3b28848', 'route': ['p2', 'e2', 'i9', 'x1', 'p1', 'c1']}
1769391345.4942896,SENT,184393eb-3aef-4375-80d5-60db84d2edd6,15652a19-f9e9-43cb-9b53-cbb53460b715,c5,c4,3397,?,p2,
