timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391599.5588272,RECEIVED,c803ef8a-da47-47d4-b9d2-5f7761801ba1,d3437bc0-2757-4523-a5c2-21cf526fcaf3,c2,c4,27,p1,?,surb={'id': '8b950c9c-3659-4449-a0c9-1b0c8f10a85a', 'route': ['p1', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769391599.6267138,RECEIVED,6823685f-ee21-4285-bf67-5e61cbcb8d93,479d3ca6-0b24-4cf9-bf7c-1d7642fcfd3f,c2,c4,27,p1,?,surb={'id': 'e91fc1b2-03b9-4d8f-818d-19fb0e8edcc4', 'route': ['p1', 'e10', 'i12', 'x11', 'p2', 'c2']}
1769391599.8095293,RECEIVED,aeac9075-a9e6-4512-a935-7929cabb8a67,2a9ace1c-f00d-439e-857f-8683b7cf826e,c2,c4,27,p1,?,surb={'id': 'dcd02648-af69-4f95-bc1d-e0e148d64fbd', 'route': ['p1', 'e8', 'i10', 'x12', 'p2', 'c2']}
1769391600.2345598,SENT,616b97e1-0a6a-4a28-bb34-1fd41217c8d3,ade194f6-5203-4d8c-9272-7d0e17e3849f,c4,c5,3376,?,p1,
1769391600.2346573,CREATED,0a9dd860-b89b-4a09-9aa2-be42f83eb6d7,96d2b5b2-fa50-4d30-8e23-5652b73de972,c4,c5,26,?,?,surb={'id': '64bb0eb1-1a35-4543-82a1-9d5502b094e4', 'route': ['p2', 'e7', 'i3', 'x1', 'p1', 'c4']}
1769391600.4633908,RECEIVED,1e62f069-5173-4183-9921-0efa3e505452,b58c791e-26ad-4d84-b539-fd86a2fd3c9f,c5,c4,27,p1,?,surb={'id': 'd83d2e66-7556-4d49-b14e-a7334348049d', 'route': ['p1', 'e2', 'i7', 'x11', 'p2', 'c5']}
1769391600.5667317,RECEIVED,2f5be436-778c-4244-b523-742087027ea7,7fd17062-6615-4240-9bd8-dcf06b0e0ab1,c2,c4,27,p1,?,surb={'id': '4ea0b2ab-a446-4654-8f9f-b93772978c9b', 'route': ['p1', 'e5', 'i5', 'x10', 'p2', 'c2']}
1769391600.5697389,RECEIVED,ce42d295-7d96-44b9-806b-42bff6aad2e0,ba834a13-a3a5-44da-9ccd-0dd58438f5be,c5,c4,27,p1,?,surb={'id': '463dbcf4-43c2-400b-a864-d2a162e8cbd2', 'route': ['p1', 'e4', 'i4', 'x12', 'p2', 'c5']}
1769391600.614242,RECEIVED,f1a74f68-1197-4425-9e2b-2ca48b478b5f,ca0c43bf-9efa-4230-84b1-c2eac3e1e780,c2,c4,27,p1,?,surb={'id': '5082c450-615c-4156-8151-f752510266ca', 'route': ['p1', 'e11', 'i1', 'x7', 'p2', 'c2']}
1769391600.6487098,RECEIVED,bb9c65ae-c8bd-42ff-a6f4-3a8a917cebfd,8dbafb26-c5a8-419a-926f-366af2e32feb,c5,c4,27,p1,?,surb={'id': '2f0b01f3-484a-472c-9083-a5e07a2724c4', 'route': ['p1', 'e6', 'i10', 'x8', 'p2', 'c5']}
1769391600.6974666,RECEIVED,a743f447-b0cd-48fb-b279-923a2f88666c,a9a21533-86de-467e-b27c-898fe716a3c8,c2,c4,26,p1,?,surb={'id': '853ee349-4d27-47fb-a885-0b05d563db23', 'route': ['p1', 'e4', 'i7', 'x2', 'p2', 'c2']}
1769391600.745514,SENT,6182d314-8159-4e16-822e-b1fb88fe93ae,d7c185c6-6f20-4450-a968-ec860fd7cb57,c4,c5,3383,?,p1,
1769391600.745614,CREATED,cb758641-14e8-49bb-8467-09dc37b2208c,ba4ba694-83ff-472e-b16c-9d549f6d5229,c4,c5,26,?,?,surb={'id': 'c92c6a8d-4fe8-4682-8089-8eb7936b9b1d', 'route': ['p2', 'e1', 'i5', 'x5', 'p1', 'c4']}
1769391600.9464061,RECEIVED,9be83e6c-deed-4fc3-b5e7-257c50ce28b4,7c85bcb0-558e-4128-8e89-2b5f578f2574,c2,c4,27,p1,?,surb={'id': 'bf4bcb0c-c48a-4f25-94d6-d5d00a45b32f', 'route': ['p1', 'e9', 'i11', 'x2', 'p2', 'c2']}
1769391600.9925966,RECEIVED,9c9af08f-8380-465f-85f0-048ac2352117,e528aa54-e837-436c-82a5-c1ad8cbf3406,c5,c4,27,p1,?,surb={'id': '0ea5bce1-a23c-468e-b394-a7ecade94725', 'route': ['p1', 'e11', 'i1', 'x5', 'p2', 'c5']}
1769391601.0558534,SENT,bf2a262e-2181-4b56-9c9c-dd8185ee2a90,2bd52b3c-6db6-4e51-b84c-481168e84403,c4,c5,3381,?,p1,
1769391601.0559545,CREATED,be7476b3-73d5-4db3-ac21-625b3314153e,b4b43677-a2d3-46fa-bbf6-69ab896a826a,c4,c5,27,?,?,surb={'id': 'e6342347-594b-48cc-8a8d-fd42efc88af0', 'route': ['p2', 'e2', 'i8', 'x6', 'p1', 'c4']}
1769391601.130618,SENT,18ce556e-435d-4965-ada8-5caf8fba9260,89be05ad-9e3c-4845-9d73-306f3f85936a,c4,c5,3379,?,p1,
1769391601.1307414,CREATED,d7856128-cfe0-4f0c-8135-d2cb03228d0d,5eecd5a3-0328-4a22-a87d-ad847e1a5da0,c4,c5,27,?,?,surb={'id': 'fc462df9-a47b-449c-84d4-c24a3fc1761d', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c4']}
1769391601.1565535,RECEIVED,378b59ce-3ffb-4ec2-9825-0b33eb1e7f96,6187230f-ed70-4e3d-b7fc-22e2b38fddba,c2,c4,27,p1,?,surb={'id': 'b6340b03-18b9-4cb0-9d3e-b8d812708559', 'route': ['p1', 'e4', 'i4', 'x11', 'p2', 'c2']}
1769391601.186451,SENT,da86c7fc-880f-4664-91fb-e1b35df9f461,ad297854-ae59-4218-9e2a-fb0edde421bb,c4,c5,3374,?,p1,
1769391601.1870801,CREATED,4dfbd23d-ba3c-412d-96bd-6ce7c8396228,d8f27307-e4c3-47db-b149-977e024f54c2,c4,c5,27,?,?,surb={'id': 'ed51df12-76f0-4d26-ad20-6dfdb2ac8a57', 'route': ['p2', 'e10', 'i7', 'x8', 'p1', 'c4']}
1769391601.2049081,RECEIVED,f4e8a996-54b1-4b24-8fb5-de77061d2139,757f1fd7-e909-4b13-ba27-7330cdbf0111,c5,c4,27,p1,?,surb={'id': '465dd9d2-6827-455a-8b11-3d1878cb0613', 'route': ['p1', 'e8', 'i7', 'x6', 'p2', 'c5']}
1769391601.282893,SENT,84f0e3f8-a1c0-49a2-8d21-3e4e78457f69,cb196127-bf0d-4d6e-8225-ab9764e691c4,c4,c5,3379,?,p1,
1769391601.2829924,CREATED,6ebd8a5c-0f4b-463d-9623-d1eb5fb91471,2fd35e97-7c94-46dc-93f1-96b61ccfbf5e,c4,c5,27,?,?,surb={'id': '82de5b81-0f41-486d-aad7-d6ece3e4c3ca', 'route': ['p2', 'e10', 'i6', 'x1', 'p1', 'c4']}
1769391601.3470263,RECEIVED,33cdc8bb-37b0-4c62-8a83-64414ed3ccc2,085b99a8-cfe1-4632-b62a-d49f371a677d,c2,c4,26,p1,?,surb={'id': '650105e9-c394-4655-bcab-ad193becf540', 'route': ['p1', 'e3', 'i8', 'x8', 'p2', 'c2']}
1769391601.5434258,RECEIVED,adb8e1a0-cc4d-4bb3-874b-1c0a8006ae50,2171cb5a-1f2f-4955-8589-4272966a2679,c2,c4,27,p1,?,surb={'id': '933a506b-838d-4050-986a-b60702c8ff21', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c2']}
1769391601.7093368,RECEIVED,2aee8a50-92f8-4045-b243-2752409a88f3,76c39790-40a0-4e47-b445-b25bcdadf8fe,c2,c4,26,p1,?,surb={'id': '7af39a3a-21b0-467a-a87d-1d7c172d2bd1', 'route': ['p1', 'e10', 'i12', 'x11', 'p2', 'c2']}
1769391601.7565374,RECEIVED,5b375c76-d8cb-46cc-86c1-96179c31ea80,3a18c0cb-a304-4dfc-9a45-fe54ca273bd0,c2,c4,24,p1,?,surb={'id': '5bfd42aa-7dd3-439e-8a5d-dbba0055712f', 'route': ['p1', 'e9', 'i8', 'x2', 'p2', 'c2']}
1769391601.8285503,RECEIVED,902fc57b-2712-45a7-b052-a98dc9bd6a0e,61cceb73-6521-4b9b-99dc-2d9c8564c9ed,c2,c4,27,p1,?,surb={'id': 'b92cbb08-023a-42ee-9f52-208c423e7ef6', 'route': ['p1', 'e7', 'i2', 'x10', 'p2', 'c2']}
1769391601.838245,SENT,e031c124-1c15-48dd-9718-96aa33426abf,20dc3a4e-4da6-498f-b348-3c61bf789a92,c4,c5,3376,?,p1,
1769391601.8383477,CREATED,b5673c22-c7d1-4701-a65b-4f11435db011,72e3fae0-a776-4e71-b517-fd29c0b8a9f2,c4,c5,26,?,?,surb={'id': 'e57deadc-3562-4d11-997d-28ea4c3503cb', 'route': ['p2', 'e1', 'i2', 'x9', 'p1', 'c4']}
1769391601.9237432,SENT,1ec8edae-fdc6-4809-862e-2f1be9bd83ae,9d83b835-00be-4ab8-a560-3096d90fea01,c4,c5,3379,?,p1,
1769391601.9238746,CREATED,9e756de2-58c0-457f-bf27-42b934daa4b7,5dceb642-08b4-4d68-bf62-397af43b4274,c4,c5,27,?,?,surb={'id': '6bacbabd-d11d-46d4-8048-752cd7b4bc2d', 'route': ['p2', 'e8', 'i5', 'x6', 'p1', 'c4']}
1769391602.2104273,SENT,0efcab53-1a8b-4a6d-b52c-144a41ff355d,931a3b53-24f8-4324-ad72-a689888cd3b8,c4,c5,3376,?,p1,
1769391602.2105021,CREATED,58875ae8-00bb-40ea-9e7d-f1d0a6148109,cf1f73a9-5698-40bb-b4d6-0a2fcd1406c5,c4,c5,27,?,?,surb={'id': 'aebe5965-e1d7-4ce6-9de4-5965362859a7', 'route': ['p2', 'e2', 'i3', 'x8', 'p1', 'c4']}
1769391602.2916315,SENT,a9175afc-4ff3-4e50-9d03-2a4b0148505c,e3cfbe4a-3690-4f57-b52b-26c5bf393688,c4,c5,3379,?,p1,
1769391602.2917035,CREATED,d4dd7f08-a521-41e7-a45b-d29b0e8eab14,beb3a69d-4e9f-4129-ac5e-e205e5fc23b0,c4,c5,26,?,?,surb={'id': '8e4d9d30-ae39-4a82-ae25-d7f099723524', 'route': ['p2', 'e6', 'i7', 'x8', 'p1', 'c4']}
1769391602.3273547,SENT,a8aab21b-b51a-46e8-ad11-90ca02b57852,e1cc7cbf-e4d6-4cd6-b21f-5458a6151667,c4,c5,3376,?,p1,
1769391602.3274276,CREATED,ace1f17a-1645-48ca-83db-08dd5836bf71,36a88e4c-3caa-4bdc-a2a7-39df375f1df3,c4,c5,27,?,?,surb={'id': '1a86bc1c-60ee-4fe1-bf14-0c6610354ea6', 'route': ['p2', 'e5', 'i11', 'x9', 'p1', 'c4']}
1769391602.5679066,RECEIVED,4a89b8ed-7f36-49f1-b3e9-2dbf2b88567d,28360dc0-d1b7-433e-a68e-9ed224d8ebe1,c5,c4,25,p1,?,surb={'id': '66910369-7612-4550-8e99-9a6db8cdc91b', 'route': ['p1', 'e1', 'i6', 'x9', 'p2', 'c5']}
1769391602.7473612,SENT,97c2486d-307a-4d4e-b595-7dc9d75ecb77,7368a6bb-4fca-4349-bb69-6410aef2f746,c4,c5,3400,?,p1,
1769391602.747434,CREATED,6234de75-96ab-4a9b-9446-d1f2368b3892,eb42ba98-0ea3-422e-bf1d-73df2b2fa275,c4,c5,26,?,?,surb={'id': '1a6c82d3-56f8-4de8-b94f-69f536162e68', 'route': ['p2', 'e9', 'i10', 'x4', 'p1', 'c4']}
1769391602.794789,SENT,0c7df5c8-b347-48db-9bf3-79bca0507ca1,658c162b-1e51-4323-a398-5229b2c2f70d,c4,c5,3360,?,p1,
1769391602.79486,CREATED,6769672d-7cad-4905-93ed-b7dd9372f608,76a3c08c-7d1e-46ef-8614-efca1af2d48a,c4,c5,27,?,?,surb={'id': '32a0e5e0-b8c9-4314-95b9-c04e8f8ace8f', 'route': ['p2', 'e1', 'i7', 'x7', 'p1', 'c4']}
1769391602.8265321,RECEIVED,7b288dec-3070-4f78-942e-790e9b145737,66a59ff0-ff9c-4ce2-a8d4-ad52c357e7df,c5,c4,27,p1,?,surb={'id': '000651c6-9641-47b3-a449-dc19c54ff345', 'route': ['p1', 'e7', 'i6', 'x9', 'p2', 'c5']}
1769391603.073571,RECEIVED,d43278d4-db08-4a89-9570-db4f005e0807,da68b05e-5cb5-4f01-b27b-aa0ee5fa0f0d,c5,c4,27,p1,?,surb={'id': '05ca69db-eefe-4168-aaf7-e7c6dc0a2fec', 'route': ['p1', 'e2', 'i6', 'x3', 'p2', 'c5']}
1769391603.0851707,RECEIVED,052818bb-646b-4d7a-bcdf-e0688b41e769,20fb3800-392d-4d5d-9358-de1f8b4f9897,c5,c4,27,p1,?,surb={'id': '3ff9f8c7-7369-4ce7-a766-60fc06fd3172', 'route': ['p1', 'e3', 'i9', 'x6', 'p2', 'c5']}
1769391603.103508,RECEIVED,87df5acf-6e04-4af4-a2ff-fb8752887070,bae46fba-b447-429c-82df-161e6967c5bb,c2,c4,27,p1,?,surb={'id': '6707e8cd-2b3e-4ca9-a2d2-d67bdf51ddc8', 'route': ['p1', 'e7', 'i6', 'x7', 'p2', 'c2']}
1769391603.1675406,RECEIVED,8f73fb95-4b25-414f-b4ef-4f0edf35b489,6f92b72d-374b-46fd-b7f5-50f7f101bdff,c2,c4,27,p1,?,surb={'id': '92fb40fe-c71d-404e-b63c-703128796d07', 'route': ['p1', 'e10', 'i8', 'x11', 'p2', 'c2']}
1769391603.1697712,RECEIVED,070ccaa8-418c-43c4-a2de-893894251efc,37ffc2fb-fd2e-41c5-8dab-00520efafa12,c5,c4,27,p1,?,surb={'id': '6f770045-5877-4dff-8124-7901e17fa80b', 'route': ['p1', 'e12', 'i3', 'x2', 'p2', 'c5']}
1769391603.2686741,RECEIVED,158d3833-542d-4f73-916f-7f1b51c5fbce,b8aad281-8462-4720-b341-98e89555cedd,c2,c4,27,p1,?,surb={'id': '93fe1916-c969-49fb-99a7-e4d5c74b144d', 'route': ['p1', 'e12', 'i7', 'x10', 'p2', 'c2']}
1769391603.3401663,RECEIVED,77012e49-c0c7-436d-86f8-3c964b51ac12,c0afb9b6-730b-435e-97ae-5d70aebe6d7a,c5,c4,27,p1,?,surb={'id': '817d9a1b-2c3a-4718-94ed-c7a53d15f795', 'route': ['p1', 'e6', 'i9', 'x5', 'p2', 'c5']}
1769391603.3562803,RECEIVED,6a927521-cb30-4d1d-b8c4-5ccd9ea7e313,bdcece66-966a-4f34-b7d9-9b73ab0b238e,c5,c4,26,p1,?,surb={'id': '324d2b06-2cf4-4ff8-9e8a-4e707e9cbaee', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c5']}
1769391603.5277843,RECEIVED,19fb9314-4d3a-477a-85e1-4212ec708440,af43f853-804a-4831-ae27-a80c7530f2bd,c5,c4,27,p1,?,surb={'id': '59370c20-f0c6-4bd2-8552-c7e3c14e6f3f', 'route': ['p1', 'e10', 'i3', 'x9', 'p2', 'c5']}
1769391603.5298731,SENT,eed30ca7-fe21-4e36-a3bb-f480e89ef372,ed9f8748-ed11-42d4-a97c-3cf6265e9e61,c4,c5,3375,?,p1,
1769391603.5299454,CREATED,645927b6-d788-48ba-814f-9fba980e5e58,775ae343-3773-4e19-a2d4-73672ecd479a,c4,c5,26,?,?,surb={'id': 'c7208910-ba78-4619-960d-2b01084c1624', 'route': ['p2', 'e4', 'i10', 'x8', 'p1', 'c4']}
1769391604.0326958,RECEIVED,9872647e-8cf2-4793-8060-8d388c18f589,72a71e03-f588-46db-9621-3320ecbd2f72,c2,c4,27,p1,?,surb={'id': 'b7a6c90b-9314-4985-ab45-c4ca0d01a157', 'route': ['p1', 'e2', 'i1', 'x1', 'p2', 'c2']}
1769391604.1018713,SENT,69c97e03-a769-46a5-882a-74daf7899c85,39aaf902-13b1-48fd-ab57-df3b3900ccae,c4,c5,3379,?,p1,
1769391604.1019342,CREATED,a674d417-ddcf-4d44-b535-87ba219b1a85,35cec0c9-f8da-4104-abb6-7c08fb2cd078,c4,c5,27,?,?,surb={'id': '0c2c36b3-abb5-4abd-adaa-7944f3b01da8', 'route': ['p2', 'e1', 'i12', 'x4', 'p1', 'c4']}
1769391604.1755428,RECEIVED,fcce5393-b1da-4276-975d-80793d4d7827,3d7c0263-fef4-4145-add4-3ddf2a9e530e,c2,c4,27,p1,?,surb={'id': 'b54f8cdd-4c22-45d3-a8be-20e9285d6dec', 'route': ['p1', 'e3', 'i7', 'x8', 'p2', 'c2']}
1769391604.7025163,RECEIVED,f0a1168f-1bfc-4fa6-b0c1-fa7ea1f46831,63480d89-ba66-411f-8e27-cc5ecf00f2ec,c5,c4,27,p1,?,surb={'id': '8af3df19-2fb3-452e-a6e2-9ad3e1cabb10', 'route': ['p1', 'e5', 'i1', 'x9', 'p2', 'c5']}
1769391604.743552,SENT,3c1ced60-0bbf-4c98-8e7f-f45eadec03f8,30d96f5d-bf12-41a2-b9b9-b1c0c52afd17,c4,c5,3375,?,p1,
1769391604.7437127,CREATED,7b4ffb42-e01f-4d43-a3b9-ee65d99fa036,aaeee4db-3654-4ee3-9282-d264a51e55c1,c4,c5,27,?,?,surb={'id': '0c6ab150-2935-411b-b060-9c20dd7198cb', 'route': ['p2', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769391604.8330216,SENT,c91763fb-74f0-4905-977f-ef3f96d72c96,6d7d3a3f-c255-4ab2-8ca4-8ad58cec429a,c4,c5,3395,?,p1,
1769391604.8332891,CREATED,76d573cb-7d05-4730-b3b6-e3e7f51188c5,6e9476f7-49f3-4fd0-801f-8b2dfb1a084b,c4,c5,27,?,?,surb={'id': 'dd680a68-f306-4e32-9598-b523889b118b', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c4']}
1769391604.8437486,RECEIVED,8b5784dd-63a4-499c-87d4-0dd164f2e406,51986a73-e9bc-4bc6-8e0d-9941ddd197db,c5,c4,27,p1,?,surb={'id': '8ba95808-055e-4708-8ad9-5b8222a7c9c8', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c5']}
1769391604.951619,RECEIVED,ad0529c3-6c6a-45ef-9bcf-ff2cf5f63ceb,78ea8f5c-a073-4a3c-8c35-74c764a268eb,c2,c4,27,p1,?,surb={'id': 'c99c23fe-0040-4c98-afa6-f5896832dce8', 'route': ['p1', 'e9', 'i5', 'x10', 'p2', 'c2']}
1769391605.023874,SENT,3074439a-cf0c-406a-81da-892966928edc,a2e76dda-6efd-4e89-89c9-20b5458ac4d1,c4,c5,3396,?,p1,
1769391605.0241008,CREATED,bcdba5de-4d1e-43ca-a136-bbbb91ad8e0c,32d139af-2e0c-41b6-bb98-a98c5cdfe44c,c4,c5,27,?,?,surb={'id': '12b790ae-63e9-44b6-a373-e891e254e8c2', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769391605.1426094,RECEIVED,490464a9-e4be-4faf-ab0a-1295fe6b26ea,9e79f2e5-73e8-4523-bf40-90774b747a55,c2,c4,27,p1,?,surb={'id': '36e037cd-a314-4363-9b9f-8914ce76ea9a', 'route': ['p1', 'e1', 'i9', 'x10', 'p2', 'c2']}
1769391605.2556462,SENT,afc9abd1-0079-4d37-ae6f-18d0c0e45280,d97b5e7c-4bc7-4593-85d2-62140229f718,c4,c5,3392,?,p1,
1769391605.25597,CREATED,80b82d4f-7964-43dd-8f49-8c30429ca0ba,831b3aa8-b89a-495b-a0e3-471925cb3988,c4,c5,27,?,?,surb={'id': '6661ac22-a875-4d40-8778-e1edf672786d', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c4']}
1769391605.4195428,RECEIVED,1e7573fe-8709-4f21-9c7a-fe92c5a25d93,c2c486a7-1192-434f-a017-41a2466b823b,c5,c4,26,p1,?,surb={'id': '95293f10-a776-488c-8188-8eb37148835f', 'route': ['p1', 'e5', 'i11', 'x3', 'p2', 'c5']}
1769391605.7451615,SENT,c5a2358d-6b15-4c02-bb4a-ef14af703365,0ac5b40b-9d46-4572-b80d-14c63ed38e59,c4,c5,3393,?,p1,
1769391605.745288,CREATED,ffd7aff6-7b80-43d8-bcea-924d17ff96c9,00b0ff62-1e2d-4d07-8c26-7ef46a41b806,c4,c5,27,?,?,surb={'id': '269635df-56df-438f-b0bc-358b4abb09de', 'route': ['p2', 'e10', 'i9', 'x10', 'p1', 'c4']}
1769391605.8355188,RECEIVED,22f9525d-906e-4fae-99f2-062962e2eb27,c229ee2a-d7f8-4159-9d59-d9260eeebe65,c5,c4,27,p1,?,surb={'id': '91911d1b-f65d-42be-948c-ca0361094530', 'route': ['p1', 'e4', 'i5', 'x4', 'p2', 'c5']}
1769391605.8517523,RECEIVED,0147fec5-ca99-4a1e-a8cb-52f466d200e9,bfe78969-937c-4209-9509-6e23c48fdcc9,c5,c4,26,p1,?,surb={'id': '90885eaf-89a6-4689-9965-3789eaaaa380', 'route': ['p1', 'e4', 'i7', 'x3', 'p2', 'c5']}
1769391605.8993785,RECEIVED,a7f8a868-ce21-47e6-98bb-0fefb7d7b379,c832bfb6-c0af-46c2-9a08-95f29075110a,c2,c4,27,p1,?,surb={'id': '04584aae-e31c-4cab-899c-2d8aa17c939e', 'route': ['p1', 'e1', 'i6', 'x5', 'p2', 'c2']}
1769391606.2745457,SENT,c3c223c3-83c3-4d28-a81b-d4c99f51afd3,087da0fc-7b56-41ad-93ae-b5c39168a740,c4,c5,3383,?,p1,
1769391606.2746456,CREATED,f107d6c9-3aa5-4b5c-a2bc-d7993bb02d5e,d36647e7-234e-4068-9f80-04fba508c1d1,c4,c5,27,?,?,surb={'id': '82352861-a90b-4bb7-9cda-c0ec1ec1d960', 'route': ['p2', 'e3', 'i8', 'x8', 'p1', 'c4']}
1769391606.4605782,SENT,a14b952a-3011-43cf-904e-7d3d29e9739a,cdf84683-8389-43f5-8dc7-3cd4ffd6c2cb,c4,c5,3392,?,p1,
1769391606.4606798,CREATED,f0b87da2-80c1-4021-a981-448f7163f975,621efd5a-be32-4ac5-a7d1-8f9d727c476f,c4,c5,27,?,?,surb={'id': 'cd291c8c-ec9f-4c5a-8e3c-d398ff338a80', 'route': ['p2', 'e11', 'i11', 'x3', 'p1', 'c4']}
1769391606.5536385,SENT,608cddef-35e6-49a4-aa2e-16d1084206a2,cf137f21-8548-4640-9c8e-8ab8908adf59,c4,c5,3384,?,p1,
1769391606.5537539,CREATED,970cc89c-7f47-4bfa-8485-eb5cf6960079,9d16247f-2ee8-41c5-8c54-dae1caab2a94,c4,c5,27,?,?,surb={'id': '1da0b84f-de0c-4a58-b525-a5ddaef5eac3', 'route': ['p2', 'e9', 'i6', 'x12', 'p1', 'c4']}
1769391606.6504507,SENT,58f5b596-64ad-46bc-9eb5-4388d187a0af,f93467d0-0125-4bf4-b8ad-29838c506c53,c4,c5,3375,?,p1,
1769391606.6505501,CREATED,a491d15f-1204-4e8a-a7fa-128945be13bb,3bb2fc97-084a-4839-8767-8300b542cba6,c4,c5,27,?,?,surb={'id': '23fee507-0a6e-4948-9375-bc70991b8f48', 'route': ['p2', 'e1', 'i7', 'x6', 'p1', 'c4']}
1769391606.765219,SENT,4f334aee-cb2c-467b-9c85-e50a6c3a7afc,bd56483c-ab0b-4911-ad82-36b74d7d2f26,c4,c5,3392,?,p1,
1769391606.7653658,CREATED,1f909048-85f3-4395-b141-7a21ab1b5edd,e8a4adfc-0174-4390-8725-24414b8ed363,c4,c5,27,?,?,surb={'id': '981d1783-90fc-4538-bd67-0df2a4df9a41', 'route': ['p2', 'e4', 'i9', 'x11', 'p1', 'c4']}
1769391606.7859886,RECEIVED,f11e55fe-04e4-47f2-97d9-eccb7a7743e1,ca54205c-66c5-4f4c-a7d1-d4ff85c15913,c2,c4,27,p1,?,surb={'id': 'af3b276e-2637-4c7e-8d49-f0277701be82', 'route': ['p1', 'e10', 'i9', 'x5', 'p2', 'c2']}
1769391606.8349166,SENT,ce72c4a8-25a2-4b94-a014-72197b65396c,adbab8e0-11a5-4586-a10f-ea7e91b98bfe,c4,c5,3405,?,p1,
1769391606.8350906,CREATED,b4a4f1c4-4f0f-4213-ab8b-b6074f7756b1,66b8a427-8dae-4129-b48a-29953a3eeb6f,c4,c5,27,?,?,surb={'id': '1b585bfc-2bec-46e1-8cdc-d75b60c15182', 'route': ['p2', 'e3', 'i4', 'x2', 'p1', 'c4']}
1769391606.902539,RECEIVED,3f5f2945-e0dd-4b1d-ba76-bda187365561,825af789-73d3-40ea-9383-a09abe710ad6,c2,c4,27,p1,?,surb={'id': '17b4317c-6203-4be6-959e-cbc08e99ec4d', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769391607.1908784,RECEIVED,4540c83f-0e6c-4b3d-ab46-37d7a03d0ad0,fea482aa-76a1-4e14-99b2-ac7e84f14ca4,c2,c4,27,p1,?,surb={'id': '8ee02991-1bb8-4afb-b386-39854d490efe', 'route': ['p1', 'e4', 'i6', 'x5', 'p2', 'c2']}
1769391607.2562475,SENT,9b036f25-e67a-41db-b140-031aaa55a875,c46dbd13-2ea3-435f-9784-cfbf7d14d61e,c4,c5,3372,?,p1,
1769391607.256344,CREATED,7219f2a0-01c4-45d4-8c30-ff03f527ecf3,5bb55875-4d85-44b9-afe5-85f44de3ca72,c4,c5,27,?,?,surb={'id': 'de28d995-dba1-49bd-97cf-d29002a44b36', 'route': ['p2', 'e1', 'i4', 'x7', 'p1', 'c4']}
1769391607.2770119,RECEIVED,200349bd-1d7c-4266-b5af-59da29fa34bc,295cdf9a-2e56-4b9d-a5ab-9b7e4320c934,c2,c4,26,p1,?,surb={'id': '54384a6f-694a-42a8-ae56-17891ed41e85', 'route': ['p1', 'e8', 'i12', 'x1', 'p2', 'c2']}
1769391607.336896,RECEIVED,0b0ebaba-87a8-4900-8da4-e4743ff21ca7,15e4aa3b-e524-439c-b200-ddde4eaac88a,c5,c4,26,p1,?,surb={'id': '6d02cdfd-d6ce-41e1-a107-90b223fb3dc5', 'route': ['p1', 'e10', 'i9', 'x5', 'p2', 'c5']}
1769391607.6363885,SENT,a0f9a88f-d1ad-4cb0-b11f-587bd7a33fd6,f5151a29-7900-4221-9b16-167129b5b6cd,c4,c5,3379,?,p1,
1769391607.6364877,CREATED,ccc4e961-dea6-4390-9b25-80ff730b701f,d52c5d7c-11a9-425f-bd32-4c09b489d4f7,c4,c5,26,?,?,surb={'id': '9873d284-3f17-48dc-923e-d53d2ebc5368', 'route': ['p2', 'e9', 'i9', 'x5', 'p1', 'c4']}
1769391607.652917,RECEIVED,f08c6ad2-04c5-457b-922c-0c232c07e596,3a18efdd-6b53-4e5d-a39a-6be8144fdcc7,c5,c4,27,p1,?,surb={'id': '448c29e7-2ace-4fd1-8a43-113cbfe05ae8', 'route': ['p1', 'e4', 'i12', 'x10', 'p2', 'c5']}
1769391607.7344728,RECEIVED,35a79e71-3006-4fb6-bb89-8ef8464a94a7,e560ac6f-1ea3-4dfd-bdde-706fc623f217,c2,c4,27,p1,?,surb={'id': 'bcd042ec-a500-4d1c-ade9-b2b9f4146f1c', 'route': ['p1', 'e1', 'i5', 'x6', 'p2', 'c2']}
1769391607.9129705,RECEIVED,ebf2a08d-4463-4c69-b025-d22ef139ac51,112f6c71-9c4c-4d80-947a-2c60d8e22657,c5,c4,26,p1,?,surb={'id': '3ff095ec-77ff-4f3e-83dc-3ac72517f39c', 'route': ['p1', 'e7', 'i3', 'x12', 'p2', 'c5']}
1769391608.0063076,RECEIVED,9dba9068-ec20-44cc-a463-2aec49e8f143,9a6c4a4b-f74a-49b2-a75e-9fcdc6cff906,c2,c4,27,p1,?,surb={'id': '31b52155-077c-409b-a092-860d599ac390', 'route': ['p1', 'e9', 'i12', 'x1', 'p2', 'c2']}
