timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769391608.1498997,RECEIVED,6dba219a-5904-40c8-98a5-f2c518dccfe9,32e084c1-86f3-4497-a1bc-68dc33cac517,c2,c4,27,p1,?,surb={'id': 'fee2a38e-dcbf-4c40-9ffd-72b5f5c3ab6a', 'route': ['p1', 'e10', 'i7', 'x6', 'p2', 'c2']}
1769391608.3535914,RECEIVED,31b1c658-ffaa-4698-965c-1d7414840631,85a3592d-cc49-4e3a-b36f-4b77b1c101ff,c5,c4,27,p1,?,surb={'id': '87775fc5-75a8-47c8-a87d-bbccb0923ff2', 'route': ['p1', 'e3', 'i5', 'x9', 'p2', 'c5']}
1769391608.375159,RECEIVED,867d1e9f-c2ad-4796-9fce-311faeff4eef,d0277297-0107-4ec2-85d7-da9168b68a1a,c5,c4,27,p1,?,surb={'id': '67ce9930-b5eb-4e7a-9a5d-cd2b11f7a42b', 'route': ['p1', 'e12', 'i10', 'x2', 'p2', 'c5']}
1769391608.3874319,RECEIVED,c7fb72d6-e589-4094-bd2e-93385d0a7784,37e426ea-4e71-4d91-b368-9249b3ce930a,c5,c4,26,p1,?,surb={'id': 'ac4a52d6-b93f-47e2-aec8-5b13e71876d4', 'route': ['p1', 'e11', 'i2', 'x11', 'p2', 'c5']}
1769391608.7382514,RECEIVED,1d662d5f-dcff-4551-89c1-a0a912754ec2,fbb16001-87c2-43f2-ad32-f7f2094cd34e,c5,c4,26,p1,?,surb={'id': '8cf22fc7-6880-4ad8-ad4d-96704e7d0daa', 'route': ['p1', 'e11', 'i10', 'x5', 'p2', 'c5']}
1769391609.0447152,RECEIVED,c1b4e0c0-d6d7-445e-8984-25406a0b69c5,15789a6f-09f5-4031-9a3a-ba000a50c1f4,c2,c4,26,p1,?,surb={'id': '6853092b-11ee-43e9-a51f-62260fcd3b43', 'route': ['p1', 'e2', 'i10', 'x6', 'p2', 'c2']}
1769391609.067342,RECEIVED,7a72af44-7416-468d-88ec-18cbb71c751a,31892f0a-af8e-47c5-b204-c1c48c1001fd,c5,c4,27,p1,?,surb={'id': '3e030427-d96b-475d-b255-f20a65685b0a', 'route': ['p1', 'e7', 'i4', 'x4', 'p2', 'c5']}
1769391609.2338672,SENT,2312827c-c828-4d7a-9484-fc349b69d31d,02d14692-7669-4e36-8dc2-3fbb9e950eab,c4,c5,3384,?,p1,
1769391609.233968,CREATED,2999e56b-5d33-45fa-9167-e463cd1587be,e5d7705e-ee28-4300-adb8-7cac36cd14e6,c4,c5,27,?,?,surb={'id': 'b095a86e-51a1-4aaa-968f-b3bfc1f8427f', 'route': ['p2', 'e5', 'i10', 'x9', 'p1', 'c4']}
1769391609.2775102,RECEIVED,416b228c-0acf-4aa7-905f-c110f71cc5d1,b0f41142-90a7-401b-a748-33082d5da938,c2,c4,27,p1,?,surb={'id': '8b7dd330-ea35-46a5-9575-2ee7f3f0047b', 'route': ['p1', 'e5', 'i4', 'x11', 'p2', 'c2']}
1769391609.6243682,SENT,14270e1f-080f-4fa2-b292-067a86e025f4,68a49aa7-729c-4dfd-bb31-ead2ca82751a,c4,c5,3360,?,p1,
1769391609.6244721,CREATED,3cdf5db0-7e52-44b8-952b-cb766253b6d4,7692b377-31f4-47eb-a055-a80a17a8874f,c4,c5,27,?,?,surb={'id': 'd3829d3c-f14a-4c5a-b847-6251b703682f', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769391609.8397877,RECEIVED,0e2a9fe2-f09a-4a6c-a2b5-a75b32239ffd,f01abeed-989d-46dc-b348-b194416b25ff,c2,c4,26,p1,?,surb={'id': '6bcf6aaf-b4de-4aa0-9177-f604d9b48bf6', 'route': ['p1', 'e8', 'i6', 'x10', 'p2', 'c2']}
1769391610.0846891,RECEIVED,2950daec-8019-46f6-8a3d-cc335601a72c,51f2db72-e8b9-4dbb-b610-515fee6d61c4,c2,c4,27,p1,?,surb={'id': 'ff9459f5-4d57-488e-96a1-8bd77b74d525', 'route': ['p1', 'e4', 'i9', 'x8', 'p2', 'c2']}
1769391610.1943305,RECEIVED,ab4f719b-dbf8-4497-99b7-7839bd6a7ac7,c376cbe5-1b20-47cf-acc5-b1fe112bfa71,c2,c4,27,p1,?,surb={'id': 'fc57e560-f724-439a-a955-0459e0f413aa', 'route': ['p1', 'e8', 'i9', 'x10', 'p2', 'c2']}
1769391610.4154043,RECEIVED,e0d43fb6-68e8-4f28-9ceb-0e90a4ed6ce0,7476691b-758e-40be-bf95-5444df594f5a,c2,c4,27,p1,?,surb={'id': 'd8cfde44-4523-4696-bb4e-642721dbd101', 'route': ['p1', 'e3', 'i10', 'x1', 'p2', 'c2']}
1769391610.6271873,RECEIVED,1ccb189d-c884-4f3c-8e3a-1ee16fc0f1b4,2df3f22f-1eb8-4130-9b59-0b090199777b,c2,c4,26,p1,?,surb={'id': 'a3a8e34a-8160-4380-a7dc-5f652345c81b', 'route': ['p1', 'e8', 'i6', 'x12', 'p2', 'c2']}
1769391610.6437244,RECEIVED,33effc64-646b-4685-8cdb-a862e8fdf49f,439a3670-e495-49ca-99fc-cc8e0e0c85e7,c5,c4,27,p1,?,surb={'id': '49f5c808-ddb9-4c94-8801-a1f25e5ff4ed', 'route': ['p1', 'e2', 'i8', 'x11', 'p2', 'c5']}
1769391610.7257133,RECEIVED,f071bafe-4727-452b-b553-11a922086862,e00ddc9d-6ee1-46e9-b174-d914ccf28390,c5,c4,27,p1,?,surb={'id': 'dc102126-8043-42ef-b312-084a75134757', 'route': ['p1', 'e6', 'i3', 'x8', 'p2', 'c5']}
1769391610.8154216,RECEIVED,bfd287f5-2f0e-4db3-8770-74908824217c,52659efd-76e1-4431-8134-3edc46a8a18d,c5,c4,27,p1,?,surb={'id': '26111cc2-3371-42e2-9df7-c845db67f929', 'route': ['p1', 'e3', 'i11', 'x3', 'p2', 'c5']}
1769391611.0438416,SENT,871d7149-dac7-4916-b085-195fbbd08c80,8bfd8921-74ba-49b3-af70-602368e1413a,c4,c5,3360,?,p1,
1769391611.0440161,CREATED,42a5ab6a-851b-4345-bcba-c5911b315089,2ef3aa8f-14ba-4a2a-b1f7-981613cd29e7,c4,c5,27,?,?,surb={'id': 'b3a4e41f-d9a3-4809-8282-5f71c1df7357', 'route': ['p2', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769391611.119618,RECEIVED,2c8e962f-85fc-4646-9c82-5d0e95990eac,e19b70ab-31b6-4296-b420-d7df7c723b2f,c5,c4,26,p1,?,surb={'id': '05968627-295e-45e8-a409-a9509b67cfdc', 'route': ['p1', 'e7', 'i7', 'x6', 'p2', 'c5']}
1769391611.2031336,RECEIVED,d39b1a7f-c887-45f4-b885-e8c462b66e62,a9bd6ae0-6973-4a31-837b-d0925130a8a0,c5,c4,27,p1,?,surb={'id': 'a1cca61e-d112-4f79-b9d0-38b1a914b81b', 'route': ['p1', 'e10', 'i3', 'x10', 'p2', 'c5']}
1769391611.2405753,RECEIVED,086971b2-9e5a-4579-aee8-71f52873441f,0fa753e5-5720-42c7-8d1d-22ee6f0b39bd,c2,c4,27,p1,?,surb={'id': 'ecabb983-04fe-44d1-bad3-2b692f4f460c', 'route': ['p1', 'e5', 'i10', 'x8', 'p2', 'c2']}
1769391611.3236434,RECEIVED,8a703f8d-3b9f-4456-8b1e-b108a36d5abf,8ef1ed7b-d96c-4ab9-9ec7-2d717be85330,c2,c4,27,p1,?,surb={'id': '34c45423-10ad-478a-aac9-45170e8dfd5c', 'route': ['p1', 'e4', 'i6', 'x7', 'p2', 'c2']}
1769391611.325381,SENT,6e3578b2-46c5-4079-9927-85e34f6e7068,290dbc53-90e5-4ee8-829d-ca1082285684,c4,c5,3379,?,p1,
1769391611.3254771,CREATED,470f2aa8-e3f2-4dcf-9a56-247f9f0da0f9,da729360-0b38-42a6-8d6f-077f436d096c,c4,c5,27,?,?,surb={'id': 'cd541a52-02b6-4742-83f9-a094478f1478', 'route': ['p2', 'e12', 'i2', 'x1', 'p1', 'c4']}
1769391611.356935,RECEIVED,ff91f495-3772-4a2b-9605-285da777ef7c,a316e1ab-c5e9-4b3b-a5cf-0fb669e1df17,c5,c4,27,p1,?,surb={'id': '217d8095-d800-4576-aae8-c0b98dc0c700', 'route': ['p1', 'e10', 'i3', 'x12', 'p2', 'c5']}
1769391611.3669257,RECEIVED,e0cd7d55-e1eb-4ca7-bab5-c8afb3f5bee9,a06dd447-fb2c-475c-af82-11169d2b11d0,c5,c4,27,p1,?,surb={'id': 'bfa137a7-4e51-4b93-9a21-44bfd6c65e21', 'route': ['p1', 'e3', 'i3', 'x9', 'p2', 'c5']}
1769391611.3879738,RECEIVED,a4fb35e1-4654-458d-97ad-2bf49b83b23a,c31bd8b7-0dfe-4f45-be9b-3f2ea315175c,c5,c4,27,p1,?,surb={'id': 'b10a1a60-2dcf-4821-9976-70d85da07326', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c5']}
1769391611.445196,SENT,3a185029-01c5-4963-8e14-c9b66794a063,8ea2d912-fa7e-45af-9dc7-f97902255fab,c4,c5,3375,?,p1,
1769391611.4452581,CREATED,f8649207-bf67-427e-aee3-40e98f0ad395,fb8d27ec-af39-416a-ba72-2ece61d77206,c4,c5,24,?,?,surb={'id': '7c51409d-50f6-4365-8842-395408d71211', 'route': ['p2', 'e8', 'i1', 'x7', 'p1', 'c4']}
1769391611.5068886,RECEIVED,b404002d-250e-42a1-984f-93ea6e53cc2e,3852d87d-6a4a-4b24-ae82-badfcc63f74e,c5,c4,27,p1,?,surb={'id': '14ce0ed4-1df4-4ecd-beca-a91ceb630617', 'route': ['p1', 'e1', 'i2', 'x9', 'p2', 'c5']}
1769391611.6655097,RECEIVED,bcc6b539-d6d9-42a2-b0ef-24c6d297a80e,332f7fe3-b9bf-43c6-85b4-cc60030692f1,c5,c4,27,p1,?,surb={'id': '1011cc7f-42d3-474d-a6b6-0707554c1ede', 'route': ['p1', 'e3', 'i1', 'x5', 'p2', 'c5']}
1769391611.793437,SENT,392c7c83-7a5e-43de-8d23-53ad73f29374,8e24a140-5832-459e-a453-4c3f21dab392,c4,c5,3388,?,p1,
1769391611.7936041,CREATED,a83b11a0-1384-4ecf-aad8-38256550b577,8eb84494-c0c7-4998-b7f2-4b441d10b791,c4,c5,27,?,?,surb={'id': 'a8df611e-3544-4ea1-a8c2-1b8073e3bc62', 'route': ['p2', 'e12', 'i3', 'x5', 'p1', 'c4']}
1769391611.8406467,RECEIVED,79072a28-2790-4715-90a0-2dada43653e1,ec1227a5-8d75-4413-91b3-d1be988e2855,c5,c4,26,p1,?,surb={'id': '5d8c6454-a328-4e65-bf8c-ae9398fc7d95', 'route': ['p1', 'e3', 'i12', 'x5', 'p2', 'c5']}
1769391611.841413,SENT,93091e8f-4f10-4d4d-b531-3b9679d85486,854f4956-7080-43a9-952e-a8e369763dd3,c4,c5,3380,?,p1,
1769391611.844257,CREATED,4f27cbee-3558-4471-90cb-0f79921e26a6,ca0f4813-6655-4823-b3cc-ec389ab9db76,c4,c5,26,?,?,surb={'id': '65c412ee-ded6-450c-97b0-5877a0941d35', 'route': ['p2', 'e4', 'i3', 'x10', 'p1', 'c4']}
1769391611.8974102,RECEIVED,c3c24a65-5eb6-485d-9d37-ceed67a0a021,d1cd6e07-96db-4422-aa2d-0e22acde152f,c2,c4,26,p1,?,surb={'id': '16d432d0-4ece-4d92-a05d-608832c27d55', 'route': ['p1', 'e6', 'i4', 'x3', 'p2', 'c2']}
1769391612.0534365,SENT,1fd0e3c8-7a3f-4643-8887-92c81398be60,1458185d-4c3e-441d-bac9-8932418e3979,c4,c5,3376,?,p1,
1769391612.053586,CREATED,3f460e9b-f201-4cc5-9519-ee12b295426f,74052903-5797-465e-b908-806fe8da1932,c4,c5,27,?,?,surb={'id': 'd433eca3-dd47-4855-8e4a-bac7e7e65dc1', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c4']}
1769391612.1098676,RECEIVED,267b39cc-5067-477f-974f-cd0d9ce1b3cf,1d5c36ea-e02c-46df-bfd1-1d519f368c9e,c2,c4,26,p1,?,surb={'id': '9f4778fb-c5d9-4668-b6e9-f057131c0570', 'route': ['p1', 'e6', 'i10', 'x1', 'p2', 'c2']}
1769391612.5408816,RECEIVED,a195106a-c764-4527-b690-932aeb8ae5dc,e380f038-7ebe-4a5a-951d-3f3dcf13a094,c5,c4,27,p1,?,surb={'id': '3b9072a2-a353-448b-ad50-cac3f2638a8a', 'route': ['p1', 'e11', 'i3', 'x2', 'p2', 'c5']}
1769391612.7029006,RECEIVED,d7371c77-e07b-424f-8e27-4030d441efc4,23b135a7-da7e-476d-9314-7f722457b367,c5,c4,27,p1,?,surb={'id': 'd3671fef-090a-46ce-8944-521ce7cb9a6c', 'route': ['p1', 'e8', 'i6', 'x9', 'p2', 'c5']}
1769391612.8810337,RECEIVED,09bb37fb-68d5-4c75-81a8-c0bded039410,2aad7853-8795-4289-917b-925522981673,c5,c4,27,p1,?,surb={'id': '8fdc5a76-518a-4812-9aa8-085c626d931c', 'route': ['p1', 'e2', 'i10', 'x7', 'p2', 'c5']}
1769391613.089513,SENT,8edb1c02-f22e-4279-8309-981e0c359665,f529c199-ea2b-4557-b3f5-63f4499dbbd1,c4,c5,3391,?,p1,
1769391613.0896106,CREATED,ea761679-5d50-478b-b607-cc67d8fb0b1a,0da09b5e-50bc-4944-b75f-082da552c323,c4,c5,27,?,?,surb={'id': 'd1d11d7e-c65f-44fd-888c-5a8f8dcd0320', 'route': ['p2', 'e9', 'i11', 'x2', 'p1', 'c4']}
1769391613.463926,SENT,a533543a-5505-49d7-ae49-80a416ca9ae0,08c4ced4-11f4-4778-b6f5-8b559f95496d,c4,c5,3383,?,p1,
1769391613.4640417,CREATED,50129655-08ce-4c89-b1b3-38e20a46e150,3959ed54-0fd4-4883-8b15-c8b46a1ada0a,c4,c5,27,?,?,surb={'id': 'd2fe39f0-82eb-4162-bd7b-dc710af68e99', 'route': ['p2', 'e1', 'i4', 'x4', 'p1', 'c4']}
1769391613.4819648,SENT,1afad3fa-59a5-4e44-8eb0-c4f6d6d4322e,9410692e-ecc3-48e8-8368-ee300f04b39b,c4,c5,3388,?,p1,
1769391613.4820797,CREATED,c431aab4-9aff-483a-b10e-92cd09b08af8,72214a64-3de0-4d9c-a1cb-47c0e79d20d4,c4,c5,26,?,?,surb={'id': '2ff4950e-b99a-4a3c-b0ff-6894f05c6f04', 'route': ['p2', 'e3', 'i5', 'x5', 'p1', 'c4']}
1769391613.575845,RECEIVED,b211ddbf-df25-47c5-946e-c43e9e2ba215,759de607-ca17-4e97-a0f1-b007e2e2f4dd,c2,c4,27,p1,?,surb={'id': '718371be-abe8-4662-a0e7-617d4f3b855b', 'route': ['p1', 'e2', 'i7', 'x4', 'p2', 'c2']}
1769391613.8608294,RECEIVED,2f4c43b7-73df-4866-8513-70925d0285ed,48274f6f-45c9-49cb-88b2-bd7b4e632008,c2,c4,26,p1,?,surb={'id': 'f1a29b24-abea-4ad4-a513-6210fbb10782', 'route': ['p1', 'e11', 'i12', 'x7', 'p2', 'c2']}
1769391613.8975003,RECEIVED,c2200d69-28b0-4668-ac8a-b445f4959224,3ee4f901-cdf2-4ee5-b9ab-6b6dafe18f16,c2,c4,27,p1,?,surb={'id': 'cbc25a98-d1ad-464a-be31-247eb254687d', 'route': ['p1', 'e10', 'i6', 'x2', 'p2', 'c2']}
1769391613.9082553,RECEIVED,b4fa914b-eec8-4619-aa6f-ea77aa5a297d,cbe4545f-707d-4b88-bd12-c4a5379736e4,c2,c4,26,p1,?,surb={'id': '6fe7382a-409e-45cc-becd-1168e52a786f', 'route': ['p1', 'e4', 'i11', 'x11', 'p2', 'c2']}
1769391613.9887822,SENT,cebf9f66-acb4-44ec-b8ba-f01511db4ef9,cf739189-480f-4abd-b6db-c5189e36673d,c4,c5,3402,?,p1,
1769391613.98893,CREATED,bbd37588-c702-4e09-97c1-0ad13516835f,3561cd66-1a9b-4c81-9687-02afe98a524a,c4,c5,27,?,?,surb={'id': '315b65d7-98c4-49f5-b9a3-2e02f91272ac', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c4']}
1769391614.2812803,SENT,276f8149-6a87-4476-8d52-77f7c164f872,68e77ef4-a187-4413-a584-d32795d33d7e,c4,c5,3380,?,p1,
1769391614.281381,CREATED,3f1c68e2-5271-49bb-9723-1cc79a51e23b,7acd0d92-af91-403b-8b09-c1f4ca4f574b,c4,c5,27,?,?,surb={'id': '172a6d3b-9148-47a1-a39c-a914231ba536', 'route': ['p2', 'e5', 'i9', 'x11', 'p1', 'c4']}
1769391614.2966022,SENT,676e62da-c06d-4ac5-8c11-ef09843582fd,f31a0e9a-fafb-42d5-969c-ca219634d81d,c4,c5,3379,?,p1,
1769391614.2967012,CREATED,c2ee56f7-40e4-4979-9fc6-ac546667fbfd,c6868e7d-9d5e-49a4-819b-09db2c4d0e5f,c4,c5,27,?,?,surb={'id': '4fcd24b0-06e2-47bb-8140-1f0e5013cc2a', 'route': ['p2', 'e3', 'i4', 'x9', 'p1', 'c4']}
1769391614.4207418,RECEIVED,6b2a29e7-50e6-4c9d-873e-0f3add307abf,d59828c0-6ba5-4558-a6ec-32567177bb75,c2,c4,26,p1,?,surb={'id': 'bb0dbd56-c94a-4745-ac8f-3f44d119efc8', 'route': ['p1', 'e3', 'i8', 'x10', 'p2', 'c2']}
1769391614.4488046,SENT,f0086060-8685-47a5-9154-eefc927d7f97,93aaac5e-4112-41d3-8f3c-9968f9f8842f,c4,c5,3383,?,p1,
1769391614.448904,CREATED,0ed1a8c6-e865-41ba-a579-726bf4edec51,25c2a681-08bd-47d0-a7dd-446d4db5dd26,c4,c5,27,?,?,surb={'id': '3a4cc4d0-0d71-4484-bf49-0c6aa58206d3', 'route': ['p2', 'e5', 'i3', 'x11', 'p1', 'c4']}
1769391614.4558983,SENT,353ffba2-f637-49db-9b86-054f3e3642a9,3cfefe73-f84e-4637-b890-66ce2024592c,c4,c5,3383,?,p1,
1769391614.455995,CREATED,3314c86b-565d-4967-a855-135e7050cc60,187e4cc2-e45a-4aed-87cc-ad0962eaa5e1,c4,c5,27,?,?,surb={'id': '8fa69b0c-fdb0-44f2-aa78-118c4c87a998', 'route': ['p2', 'e3', 'i3', 'x1', 'p1', 'c4']}
1769391614.5460017,SENT,8c97c6f6-7c3d-436a-963e-4b3fbf1d200e,6ebdc944-6336-45fd-9aa9-a1b7bc79f33f,c4,c5,3395,?,p1,
1769391614.5462322,CREATED,293970a2-2c6d-4308-80c5-a74feecd6b5e,fa5f08f2-2d8f-49da-a2e6-a76b64a898a1,c4,c5,26,?,?,surb={'id': '64702ea7-2f34-40f2-b7f3-4ed8e6c79db7', 'route': ['p2', 'e4', 'i11', 'x4', 'p1', 'c4']}
1769391614.6321118,RECEIVED,56c6d53e-7c43-4dd5-8232-204bf6a11239,31fddb29-ad7b-455e-94b7-80ddc0387bc7,c5,c4,27,p1,?,surb={'id': '7732e1aa-8be9-4aca-b675-7f2bd7d03fc6', 'route': ['p1', 'e6', 'i5', 'x5', 'p2', 'c5']}
1769391614.6333578,SENT,8a21e257-db43-4874-9f07-770db3326631,1c89ada3-dcc6-4fdb-bbcd-c9ae997a6222,c4,c5,3398,?,p1,
1769391614.6334558,CREATED,a838a31b-191b-4dca-b877-d5cabc07ec46,f0b94752-c022-42d3-985a-e8572c475f67,c4,c5,27,?,?,surb={'id': '59837937-719b-4104-bb00-2e2ae37310fe', 'route': ['p2', 'e4', 'i5', 'x1', 'p1', 'c4']}
1769391614.7476525,RECEIVED,e24b999e-ab62-4bf7-80a5-bce52fe4cda2,2444949e-07f9-4eb1-9025-9fb922a69821,c2,c4,27,p1,?,surb={'id': '3be79dd6-cb0a-4d68-9d02-8530952d7e45', 'route': ['p1', 'e9', 'i6', 'x1', 'p2', 'c2']}
1769391614.9688525,RECEIVED,98a17bb8-7d5a-4ee3-a09c-d06f3ea1aa4a,1be86ba7-9d35-4090-bf50-7d6e33da3276,c2,c4,26,p1,?,surb={'id': '7ef9cb51-53dc-4650-ba65-b066ecea8c3d', 'route': ['p1', 'e7', 'i12', 'x1', 'p2', 'c2']}
1769391614.9860234,SENT,b3999abf-e2fc-4679-839c-7b2173f56b4c,55d14650-9190-4dd8-88c0-7c464ad55cc1,c4,c5,3383,?,p1,
1769391614.9861436,CREATED,a1eefa28-8aea-4f1a-88d1-73749016830b,32290071-33a1-4dca-acd9-8d94607a9789,c4,c5,26,?,?,surb={'id': 'cbe444b2-c5a0-488a-bafd-6aae109f9e72', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c4']}
1769391615.046081,RECEIVED,2dbccb03-984a-445a-9a23-3e4d70648c51,fdb59efa-f273-48a4-b1ed-25ac79ee6a26,c2,c4,27,p1,?,surb={'id': '0f8c9188-6a07-4f0a-a02c-64c934af639e', 'route': ['p1', 'e9', 'i4', 'x4', 'p2', 'c2']}
1769391615.1054776,RECEIVED,2828b8be-682e-4731-946d-66a6251230fa,2043dc7d-ee7e-4c3c-a79a-6d4f499de797,c5,c4,26,p1,?,surb={'id': '89a15207-ea6f-408f-a4d3-dd0f29a72fb7', 'route': ['p1', 'e2', 'i1', 'x10', 'p2', 'c5']}
1769391615.1851904,SENT,5282c84b-cbc8-4016-b07c-9335cb9deb1f,0f50b7f9-904a-4b77-a88f-b2bbba662656,c4,c5,3379,?,p1,
1769391615.1852837,CREATED,4fa93436-0fbf-4b4b-b96e-faae85ec6d58,bef40288-6b03-4016-a8fd-9be0ad6c9719,c4,c5,25,?,?,surb={'id': '3e3c95b6-c97d-4a61-bebf-37506d3aa3bf', 'route': ['p2', 'e3', 'i11', 'x12', 'p1', 'c4']}
1769391615.2029262,RECEIVED,919cbf23-ab7f-43b3-bc1d-1ca670fab8cc,f7fa4903-f0eb-43b8-beba-0b6c3d0b88f5,c2,c4,27,p1,?,surb={'id': '1b5e94f3-5662-47be-8f88-6e845e67dd36', 'route': ['p1', 'e9', 'i10', 'x5', 'p2', 'c2']}
1769391615.2297068,RECEIVED,33ec6b21-8254-47b0-830e-246fa7979da3,b83e12dd-dfa7-4f90-8d3c-d38c4ba83084,c2,c4,26,p1,?,surb={'id': 'a5135a21-6c06-4746-bf45-d3467ec4eabb', 'route': ['p1', 'e9', 'i12', 'x4', 'p2', 'c2']}
1769391615.234822,RECEIVED,aecd1d97-9769-4546-8d1d-c8c59902ee5e,b8e107e3-09d1-4d98-ad31-8990c2a12fe1,c5,c4,27,p1,?,surb={'id': '672bf4a7-8022-419f-9ff9-21f0d12edc1c', 'route': ['p1', 'e12', 'i5', 'x10', 'p2', 'c5']}
1769391615.2646055,RECEIVED,3d19ed79-5c24-44f2-8d1a-6ab640a306b3,c6f3108e-ddc1-4f68-a9fc-37466d8d720d,c5,c4,27,p1,?,surb={'id': 'db809a8a-e653-4240-bbc4-8c35c6301241', 'route': ['p1', 'e8', 'i11', 'x4', 'p2', 'c5']}
1769391615.289715,RECEIVED,d6426640-c698-4366-ab1d-df43bd016f85,9e657b9b-d843-492e-bda8-ce93baaf30c5,c2,c4,27,p1,?,surb={'id': 'a689bd17-0a6b-415f-914e-99f4880cc3f7', 'route': ['p1', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769391615.7256093,RECEIVED,a4a1e5f9-91f6-4e98-8f0b-179f85c44209,b93d6140-5879-4e3c-8219-f22b07fb821b,c5,c4,27,p1,?,surb={'id': '6ee2581c-266a-42d3-9d85-8cf21aaad9dd', 'route': ['p1', 'e10', 'i3', 'x4', 'p2', 'c5']}
1769391615.7646523,SENT,dbe8a9bc-05cf-4b8a-9e7e-8b7a9de1e4a4,87e320a8-6566-4c06-95bb-38190d329314,c4,c5,3401,?,p1,
1769391615.764771,CREATED,fb09dc59-0441-48d4-b740-3faf6c384f27,e4a39442-d7dd-45ed-ae89-f2a695639881,c4,c5,26,?,?,surb={'id': '3382e406-92e0-4792-a693-6b76e6b46294', 'route': ['p2', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769391615.8597193,RECEIVED,8352176f-b7fa-4507-8f8e-9cc418fc7c97,c05ee853-9e2f-47e7-8aef-e7dcc27b70ea,c2,c4,24,p1,?,surb={'id': '5c07e8bc-f1be-4f31-b714-a4eef8422085', 'route': ['p1', 'e11', 'i9', 'x2', 'p2', 'c2']}
1769391615.877713,RECEIVED,aac27d55-9493-4c0c-9795-69499ea6db2e,d4b7ab31-ad98-4a94-b3f7-9368420d30fe,c5,c4,27,p1,?,surb={'id': '912854aa-d2d1-41a3-aff1-838ee3f488c9', 'route': ['p1', 'e1', 'i4', 'x1', 'p2', 'c5']}
1769391615.9391696,SENT,4bf05441-fb9c-4e5b-b9d9-5f075d6e2a49,f286d9e6-ff8e-4ffd-b7cd-0d525686a00f,c4,c5,3391,?,p1,
1769391615.939302,CREATED,f99e79df-00a1-4cd6-8bda-0f0082407a37,d937f873-c67b-4e05-b875-8b101babe354,c4,c5,27,?,?,surb={'id': 'd01f658f-1879-4436-ace1-8c9a11c3d51e', 'route': ['p2', 'e9', 'i8', 'x11', 'p1', 'c4']}
1769391616.0334985,SENT,94b4d913-fe35-42bc-a4d5-bbec9b168778,93a7a7d3-fe76-4c49-a085-d52fa4942901,c4,c5,3374,?,p1,
1769391616.033983,CREATED,e02235e4-47b2-4b17-833e-e585b5fb2d02,bd388753-bd22-4028-bb24-014d0bb9e3cb,c4,c5,27,?,?,surb={'id': '47300505-b272-42b1-b8c8-595952ce2bda', 'route': ['p2', 'e8', 'i11', 'x4', 'p1', 'c4']}
1769391616.1405509,RECEIVED,dfdbeb34-b598-46ed-9304-892291453d45,be363c17-4869-497b-b831-ed9bc24c0925,c5,c4,27,p1,?,surb={'id': '2106e100-a3d1-4745-92c7-961cab7de662', 'route': ['p1', 'e11', 'i5', 'x5', 'p2', 'c5']}
1769391616.2642865,SENT,a3f4977d-ad8b-4c4f-a670-d0fac234bb70,4750c5c3-25b7-4360-b423-93762939e290,c4,c5,3385,?,p1,
1769391616.2643495,CREATED,0420420a-b18c-4d96-bf7d-ae84785cf510,b42bd3d9-58a5-4f44-912a-e74dd8e49fa2,c4,c5,27,?,?,surb={'id': '338a3a54-06b8-4652-8aa8-f4c0fdad3751', 'route': ['p2', 'e4', 'i9', 'x4', 'p1', 'c4']}
1769391616.3918107,RECEIVED,ef518142-9e39-4cd5-a301-91ea58fdd687,80d6cdef-6ea0-45d7-9fc5-dcdd71c27a78,c2,c4,27,p1,?,surb={'id': 'd52a3d93-e969-45ab-906a-bcf14cdd2694', 'route': ['p1', 'e1', 'i1', 'x2', 'p2', 'c2']}
1769391616.4552922,SENT,d6d87ea4-bec1-44e4-83aa-e12a0de38466,77ca9b4f-8a4b-41f5-90fb-5ffeb4fffc71,c4,c5,3385,?,p1,
1769391616.455379,CREATED,b91289b5-6194-4a94-bfc3-e12dd4f7c20d,582a4fb0-7d63-4786-86c7-a41a91339f8b,c4,c5,27,?,?,surb={'id': 'e2b17826-c233-4fcb-8d21-85110ae04e02', 'route': ['p2', 'e4', 'i6', 'x8', 'p1', 'c4']}
1769391617.3703237,RECEIVED,9723c335-24d4-4334-8125-26375dbbaaa2,3264e290-9f6d-40fd-92f4-8f1044dc8f9d,c2,c4,27,p1,?,surb={'id': '796b6d47-9a76-4b9f-892e-388468de429d', 'route': ['p1', 'e12', 'i5', 'x10', 'p2', 'c2']}
1769391617.6852381,RECEIVED,d9e45985-d63d-49ac-aea5-4bcaf393b813,94a69774-031d-4ba8-91bb-33cfa9d4f42c,c5,c4,27,p1,?,surb={'id': 'a3c8dc7b-942c-4d84-8ea7-69c12682b7e2', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c5']}
