timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.8216293,SENT,d3a8f162-6cde-42a6-b273-8c65b5cac35c,8418aabd-cf6b-4dd4-8a8a-52494bce095d,c1,DROP,2012,?,p1,
1769741748.8217554,CREATED,04da5b25-c5e4-4ce5-a90f-efb25218bf2b,7ea172be-46c4-4632-aa05-c7b1c13779b1,c1,DROP,27,?,?,
1769741749.8557415,SENT,19293c41-87ac-4903-bdd1-4f8da765ef8f,608df9c5-9f24-4067-884c-dfefeaa71418,c1,c2,3405,?,p1,
1769741749.8561485,CREATED,66a1df90-c847-45d4-a119-87f1a8e0861d,2c12d6ff-6074-456c-8fc7-3d80378f74b7,c1,c2,27,?,?,surb={'id': '5b3ff4ac-8319-40d7-91d2-a70061fa0e35', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c1']}
1769741760.854538,RECEIVED,1ee3c1ee-054e-437b-a711-39331a5a174b,63c902b1-cf28-497f-9dac-f040addb501f,c5,c1,27,p1,?,surb={'id': '8041d878-7d56-4649-987e-5a0ae4214714', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c5']}
1769741760.950131,RECEIVED,44170313-bc64-45eb-b584-adf13163b043,0c0fa95d-8058-4f1a-a3c8-aadb49d239df,c3,c1,27,p1,?,surb={'id': '0427251f-33bc-4e80-a2b4-5f4ebf472187', 'route': ['p1', 'e5', 'i2', 'x7', 'p3', 'c3']}
1769741760.9602554,RECEIVED,291b4cd9-8d2a-4f1b-934f-ec0d907964fc,bd658297-0931-4a60-8cf6-1db3a55ac9ae,c3,c1,27,p1,?,surb={'id': 'ce22e8ea-a708-4d55-97f6-25819e4a508b', 'route': ['p1', 'e6', 'i10', 'x11', 'p3', 'c3']}
1769741761.008326,RECEIVED,639789ad-5ead-4ec0-a435-c6dbcd9ed608,684d78e6-f304-4c9c-8664-f7412beab1d1,c3,c1,27,p1,?,surb={'id': '9829b90b-293f-4046-9597-92f653ea77d2', 'route': ['p1', 'e5', 'i11', 'x1', 'p3', 'c3']}
1769741761.017666,RECEIVED,169af53d-ad44-40de-b31b-cbfcb4f8c592,e7010801-9ea7-44fe-87ba-cdc46c0b7747,c5,c1,27,p1,?,surb={'id': '01b664bf-782d-46d8-87bb-277b827e2232', 'route': ['p1', 'e9', 'i11', 'x8', 'p2', 'c5']}
1769741761.0279179,RECEIVED,52c19e36-210c-4138-bc34-90309b715217,fd014a39-0eaf-4dc8-ab82-ad089c867d02,c3,c1,27,p1,?,surb={'id': '38f8f0b8-4ad1-4dfa-8385-bc38122e5dc0', 'route': ['p1', 'e3', 'i7', 'x4', 'p3', 'c3']}
1769741761.1898153,RECEIVED,a0575972-c69b-4279-87ea-b26d8482cd42,9fc5d9e9-7a3c-402a-a0a8-07d6fa2101eb,c3,c1,27,p1,?,surb={'id': 'fae39294-2df6-4de2-aab9-416085553366', 'route': ['p1', 'e3', 'i7', 'x3', 'p3', 'c3']}
1769741761.218261,RECEIVED,d6dbf6f9-7a73-4b70-bd23-a98a33f50bcd,2cbde6e3-7c78-4008-8aa6-7724bf986300,c5,c1,27,p1,?,surb={'id': '46700a18-f07b-493a-8a5c-222f5f7c277a', 'route': ['p1', 'e3', 'i7', 'x8', 'p2', 'c5']}
1769741761.431838,RECEIVED,9b57eca4-4a72-41bc-a611-b609b51f93f5,e7d2cfda-7d7b-4da7-8150-e304835a0231,c5,c1,27,p1,?,surb={'id': '1574267a-abdd-42c8-b171-3391048be18b', 'route': ['p1', 'e2', 'i6', 'x3', 'p2', 'c5']}
1769741761.470652,SENT,133d735c-baee-4a62-bb0c-6c03aaf4eee7,6d93c8ca-ee4f-4dd7-bd78-89b01309f0e1,c1,c2,3375,?,p1,
1769741761.4708078,CREATED,6af5baaa-49d2-4fb9-84ad-511cc8c9cd64,b37ee364-dca8-4de8-965f-4dd2bc480bac,c1,c2,27,?,?,surb={'id': '61283818-0acb-49a0-aafa-5b776b6064c2', 'route': ['p2', 'e3', 'i9', 'x2', 'p1', 'c1']}
1769741761.5286884,RECEIVED,d2379855-1f5f-4445-a899-01b6f36fca42,e5f86808-4d3d-4f7a-a986-8caafa8fe4bb,c5,c1,26,p1,?,surb={'id': 'f26df66c-1573-4c29-a5c0-978cb2cd0050', 'route': ['p1', 'e10', 'i4', 'x11', 'p2', 'c5']}
1769741761.5825865,RECEIVED,16aa6cc4-e2e7-4292-8605-fe6130ef2a4d,66e65bcd-3e17-4dfc-9598-a76f0be02c58,c3,c1,27,p1,?,surb={'id': '880e6431-c2d1-451c-a8e9-da0f0e2825cd', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769741761.8383832,RECEIVED,141177a8-3e7e-4806-95f9-216d91c1723f,00027fec-fddb-43b5-80ae-49f7e33c4c2d,c3,c1,25,p1,?,surb={'id': '1bbf6561-17f7-4a0e-9bcf-db8e31e4f1f3', 'route': ['p1', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769741762.398671,RECEIVED,4a7c2b18-a748-4bd7-8d0c-473db02b961b,67cb1306-761d-4031-8464-7752bdccaa2c,c5,c1,26,p1,?,surb={'id': 'abcd53d7-12d9-43c8-99c3-ad962153ad07', 'route': ['p1', 'e2', 'i5', 'x3', 'p2', 'c5']}
1769741762.515873,RECEIVED,a2ee8206-1ae2-4701-ae42-e96953eae334,ba68597b-26fc-4cb4-a5d6-d19307473533,c5,c1,27,p1,?,surb={'id': '8b8eb587-01ac-4e1d-8ef6-00fb6add00b9', 'route': ['p1', 'e3', 'i8', 'x7', 'p2', 'c5']}
1769741762.7879088,RECEIVED,37f64252-9ea9-4b56-a010-a6c9c6b54172,e19d0b90-771c-445d-aa81-403c72a1a2ca,c5,c1,27,p1,?,surb={'id': '7ece92de-d062-475b-be43-1d76348f7281', 'route': ['p1', 'e8', 'i5', 'x7', 'p2', 'c5']}
1769741762.8218105,RECEIVED,0fa0f09b-33b3-4fb0-b73c-7e5b03973483,9420f4b2-9269-413a-9bb7-42d93d3a029c,c5,c1,27,p1,?,surb={'id': 'c488ff4d-b956-4960-8987-41be0e2a1e18', 'route': ['p1', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769741762.9058769,RECEIVED,f4c2b756-d3b3-4e7b-9a9d-8dceb34ccfd0,25cda34f-e3a9-4a18-a049-f99432e8ab3a,c3,c1,27,p1,?,surb={'id': '657d94b5-1b15-4b14-a1e9-5c6ad1cea86d', 'route': ['p1', 'e12', 'i9', 'x9', 'p3', 'c3']}
1769741763.032535,RECEIVED,60297443-0425-477b-87d1-2ed632040345,ae670caf-7632-4fcc-9334-df08fc409cbe,c5,c1,27,p1,?,surb={'id': '1db98633-95ae-4166-bc63-3adc689028e3', 'route': ['p1', 'e4', 'i2', 'x3', 'p2', 'c5']}
1769741763.1258655,SENT,33908bb4-3833-4984-93ff-c11912cf7957,b760b124-a75d-40b2-8523-95c68c5a5b9c,c1,c2,3391,?,p1,
1769741763.125998,CREATED,672d3e9c-a18e-4f93-a263-a14e2545075b,cb21b393-d0e4-445d-b17f-afd30324f650,c1,c2,27,?,?,surb={'id': 'e3f81c46-4238-407a-93c2-f12540ce9514', 'route': ['p2', 'e7', 'i11', 'x8', 'p1', 'c1']}
1769741763.1752481,SENT,ac320140-ef06-4fc2-8d31-d1977fdaa288,38edd8cc-6772-4913-893e-d9de6dd62815,c1,c2,3380,?,p1,
1769741763.1753788,CREATED,4f478671-3577-4bc2-85ff-94523dff6cb7,c3e28472-0103-41b4-a585-5b2e76607675,c1,c2,27,?,?,surb={'id': 'ced50f62-8a40-4876-8890-7e42796aebcb', 'route': ['p2', 'e12', 'i4', 'x8', 'p1', 'c1']}
1769741763.1852143,RECEIVED,6754ac98-02f2-4b41-937b-ed78b6d2b860,9bb0a226-7866-4c74-8294-b785aecd3f87,c3,c1,27,p1,?,surb={'id': '4d66cea3-75a0-44c5-a5ca-627ec6c0470f', 'route': ['p1', 'e1', 'i1', 'x11', 'p3', 'c3']}
1769741763.3601625,RECEIVED,21547fca-3da1-4e75-b516-3d82f0a8ec4e,813d53b7-62d1-4dd9-ba33-11a73fa303d4,c3,c1,26,p1,?,surb={'id': '2a5fdda5-d40b-4f29-9446-9418cb08918e', 'route': ['p1', 'e4', 'i10', 'x6', 'p3', 'c3']}
1769741763.5115445,RECEIVED,a3f633a0-f565-41b9-b556-4b9362527060,9d3d093b-7096-4069-8dd0-9ea12b63bde7,c3,c1,25,p1,?,surb={'id': 'df6d6c56-1363-487a-abc0-ea46f5d8a843', 'route': ['p1', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769741763.6509552,SENT,8a11c824-a1ed-4d53-b5b5-afe3498890b5,13726b4a-ee04-42e9-8af4-bafcd2dddc89,c1,c2,3367,?,p1,
1769741763.6511137,CREATED,4fea8cb2-df26-4507-b53c-c47ea2862ad5,179c5a05-2068-4e7e-a389-3e6839d1854b,c1,c2,27,?,?,surb={'id': 'eb022e4f-4f45-4bec-acf8-5f3ee21bdfc1', 'route': ['p2', 'e5', 'i2', 'x9', 'p1', 'c1']}
1769741763.7789996,SENT,818c64e9-ce09-4c34-aca7-e394bd0e48b1,2200f2ed-388b-4328-94fd-5f097a931ad0,c1,c2,3405,?,p1,
1769741763.7791953,CREATED,32f43052-4994-4f55-babe-aff1a0d01cb9,68278e3b-90a4-4b0d-b1b5-dbb1944dbe12,c1,c2,26,?,?,surb={'id': '2b9c0f3b-68aa-480d-8ebb-254fba89e9f3', 'route': ['p2', 'e10', 'i6', 'x12', 'p1', 'c1']}
1769741763.896279,SENT,94950ba6-af28-4760-9603-8b19ad5a56f0,33356409-025a-45cf-83c7-a6f50e40d852,c1,c2,3383,?,p1,
1769741763.8964305,CREATED,625d819a-8e30-4118-8591-2adda742d653,0b89798a-c0b0-43e9-bcbd-a313624e4a55,c1,c2,27,?,?,surb={'id': '55b3f535-a0e9-40cc-a004-ec45a3245073', 'route': ['p2', 'e4', 'i1', 'x3', 'p1', 'c1']}
1769741763.9226093,RECEIVED,7258f4f2-6b46-48d0-8b61-fee8ab052dab,50dcd57b-0f81-4b03-a0c9-3ca6cfada0c6,c5,c1,27,p1,?,surb={'id': '0fdbe7b1-0353-4df7-84bc-558011eb73c3', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c5']}
1769741763.9821012,SENT,ae79f809-017e-4bc8-982e-fb4547049121,5dc2fec3-c1c8-47f5-8624-1ffc2db7ef7c,c1,c2,3391,?,p1,
1769741763.9822512,CREATED,3b6c0a22-b763-4c6a-b418-64e81d2eee9c,d44eecd8-8138-45db-a02e-0c59b442c9b8,c1,c2,27,?,?,surb={'id': 'c32a5238-c4ab-4c77-9c8b-dc21cf610c4a', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c1']}
1769741763.998372,RECEIVED,f5e52b12-ab96-41b3-8555-b75bf875e8d8,27f3ce49-f8c7-430b-82a0-12d2ac7a63a8,c5,c1,27,p1,?,surb={'id': 'f9e7859f-634a-435d-af27-c32b11f0c754', 'route': ['p1', 'e7', 'i4', 'x8', 'p2', 'c5']}
1769741764.051241,RECEIVED,073f8ca1-152c-4160-af1b-f8710392be31,99c18631-36fb-4e7e-90f9-6141d242e145,c5,c1,27,p1,?,surb={'id': '7d1cf037-40da-4651-a4f5-e8e794694dec', 'route': ['p1', 'e4', 'i11', 'x10', 'p2', 'c5']}
1769741764.064994,RECEIVED,b2ee7f49-6f63-4c62-9d92-28babfa6460e,0ec11cdc-a596-4efd-9425-3dadc93fa8fa,c5,c1,27,p1,?,surb={'id': '2486b51b-5e86-414f-b8c4-fbd0c040d22e', 'route': ['p1', 'e3', 'i2', 'x7', 'p2', 'c5']}
1769741764.1305864,RECEIVED,929248d0-966c-4601-8154-c676c270aacd,bc087d24-2a23-47b0-aa74-51b4afa82c89,c3,c1,27,p1,?,surb={'id': 'f1ca99ee-0592-40f7-b4cf-c70abc1456db', 'route': ['p1', 'e4', 'i10', 'x11', 'p3', 'c3']}
1769741764.143644,RECEIVED,10fcf493-d877-46fa-a18a-93fa5158bc99,ea756b8d-fd76-4f01-aa72-036afe8a467e,c5,c1,27,p1,?,surb={'id': 'aa95e99d-1707-433e-a8ba-e3f09eb0c8fc', 'route': ['p1', 'e7', 'i9', 'x2', 'p2', 'c5']}
1769741764.1834254,SENT,34282522-d58d-48ee-b07c-340f79ac62ef,13bd4be0-5d1d-4e3d-983e-25c0ec1aff0f,c1,c2,3393,?,p1,
1769741764.183576,CREATED,a4ac378a-4ee8-4eff-90fa-facf1395a24a,a74f752c-fe43-49e4-8bde-c54870b29ae3,c1,c2,27,?,?,surb={'id': '95ee087d-3954-46c5-8f82-c3cce8a930b2', 'route': ['p2', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769741764.1925943,RECEIVED,a6298f4c-df1c-45c5-a07e-4881c76f2551,4056d9c1-0c42-42e6-94b1-13ad0b3ed0ae,c5,c1,27,p1,?,surb={'id': 'e0c0a2b4-beb2-42d3-b1b8-1f285cb4020d', 'route': ['p1', 'e3', 'i2', 'x3', 'p2', 'c5']}
1769741764.3638492,RECEIVED,408bb2f5-b918-4a4e-b91f-ee4b77964057,f797c5f3-1ad1-476a-9f89-cd7bca670cc7,c5,c1,25,p1,?,surb={'id': '3a129d94-8471-4ea7-823b-a9d0b17f2d63', 'route': ['p1', 'e7', 'i11', 'x2', 'p2', 'c5']}
1769741764.6838467,RECEIVED,11420953-1d56-4578-afeb-c5254b7900bb,862203c6-8c49-4a6c-b005-9625f522ea48,c5,c1,27,p1,?,surb={'id': '66dbaa30-ec75-4a34-a821-69b5f7ffac61', 'route': ['p1', 'e11', 'i3', 'x5', 'p2', 'c5']}
1769741764.8897796,RECEIVED,5f4fe56f-70d8-4d33-8f13-a835010b1d1c,ed66d565-acb6-4d17-9acc-18b4cdb6a116,c3,c1,27,p1,?,surb={'id': '6f3f90a1-eeef-43d7-af3f-65a05488330c', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769741764.8929725,SENT,d1cd55d0-415b-4ac4-a40a-0a0523359c34,de6f43f7-cacd-44e6-8fdf-90f89b637cf0,c1,c2,3359,?,p1,
1769741764.893151,CREATED,2298bbd0-ad56-4c53-b466-f50524ece403,c91c57e4-facd-4435-848a-942fcd8a9722,c1,c2,27,?,?,surb={'id': '90a24df4-8db4-4ee0-a572-cfc1a6eeb6e7', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c1']}
1769741765.002563,SENT,870250f5-5504-4735-84e5-0854ec999d7e,a9e6ccab-d71d-4d2e-bae0-1f3c26581d57,c1,c2,3375,?,p1,
1769741765.0027137,CREATED,f2fed062-9086-44d5-b0ab-97ebf28604f9,765ef044-4bae-4ae2-b966-2551b6836b65,c1,c2,27,?,?,surb={'id': '2a15a5f4-6e6d-49f3-87bd-b7941b2b9f7c', 'route': ['p2', 'e5', 'i5', 'x10', 'p1', 'c1']}
1769741765.2106526,RECEIVED,e3c397d7-b82b-43d4-970e-86181f4bfd0d,663365d8-6a7a-42ee-91a7-625d068e9b2f,c3,c1,26,p1,?,surb={'id': 'eb8e2d40-bb11-44e7-a1de-e71db6fd95a8', 'route': ['p1', 'e2', 'i12', 'x12', 'p3', 'c3']}
1769741765.2771287,SENT,3914d357-ca03-4a1f-9b44-1e456137e5af,43b1f976-0b8a-4f91-a33e-4cee1ea38c29,c1,c2,3372,?,p1,
1769741765.277282,CREATED,5e15e3fb-bc40-4b5b-8a01-454d744f397f,ec2cd0c5-8758-4872-b2d8-0176fe3b2a5d,c1,c2,26,?,?,surb={'id': '5247ed2d-198f-4c14-a59c-6ab0ea3e546b', 'route': ['p2', 'e6', 'i2', 'x9', 'p1', 'c1']}
1769741765.340749,SENT,c739dec4-86df-4924-90b3-71b02672b02f,8b201955-a6c5-4ac7-81a2-09d511615727,c1,c2,3367,?,p1,
1769741765.340901,CREATED,dbaba27f-368a-4186-a198-ee7f361dbfa2,0337cf49-f2f0-47b3-8297-ef1ed356b112,c1,c2,26,?,?,surb={'id': 'c166ce05-468e-4e35-af83-1f0d6880b24b', 'route': ['p2', 'e3', 'i8', 'x7', 'p1', 'c1']}
1769741765.5608203,RECEIVED,b5bdfab1-c621-49d8-969c-77aec050f21f,4393e0c8-0a31-483e-ac77-d697836c546f,c3,c1,26,p1,?,surb={'id': '49f50424-94d3-4647-8663-cb807a26743e', 'route': ['p1', 'e12', 'i7', 'x5', 'p3', 'c3']}
1769741765.5657918,RECEIVED,bad7deb6-e4cc-467b-9771-114718ee365a,292af0f4-4573-449a-a46a-0dd321cede9d,c3,c1,27,p1,?,surb={'id': '0ed68200-be11-4e9f-8b5d-12abe5564ac1', 'route': ['p1', 'e9', 'i4', 'x5', 'p3', 'c3']}
1769741765.7558415,SENT,a607dc16-f15d-4f28-ac08-674d1c34e934,a8099eda-c6f1-438d-8913-66158f82faf6,c1,c2,3381,?,p1,
1769741765.7559743,CREATED,42c8196a-de43-4c5a-9b2a-85bfcf04d060,7fc6bc05-eea3-4ca6-a4d7-adcbbb624977,c1,c2,26,?,?,surb={'id': '42380d41-01f1-46c2-b3fa-4a31933af699', 'route': ['p2', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769741765.7898588,RECEIVED,5eaedad8-b96a-44e7-985e-a241546fe7ab,2a0b4e7d-4514-4777-9c30-690684c77776,c3,c1,26,p1,?,surb={'id': '853e213c-9854-483b-a969-45cb05b5e316', 'route': ['p1', 'e9', 'i9', 'x6', 'p3', 'c3']}
1769741765.9042068,RECEIVED,7ef89198-44f8-4fdc-ad99-529611e41de2,251403e7-b8bd-42cc-8024-cabe8328856f,c3,c1,27,p1,?,surb={'id': '324301e8-ed81-4bf3-a0c3-6ba435d1a8eb', 'route': ['p1', 'e6', 'i7', 'x10', 'p3', 'c3']}
1769741765.9786408,RECEIVED,014b9d91-c45d-41f3-a4ca-2f3cf65b821a,e6d1e977-56a9-41a1-91bf-eeb1f2cfb813,c5,c1,27,p1,?,surb={'id': '9ec0d85f-c667-46dd-b1e4-7fc927fcd711', 'route': ['p1', 'e4', 'i5', 'x11', 'p2', 'c5']}
1769741766.0065603,SENT,633034f0-9cb3-4cbc-b0a8-28db233f0269,a3c0a1f8-943d-46a8-b2e0-a7c34b5cd194,c1,c2,3399,?,p1,
1769741766.006696,CREATED,bf7295a7-0e95-491a-a383-90ae787d53b3,4c102c15-3931-4e87-be33-3cbb0c76c627,c1,c2,26,?,?,surb={'id': 'fe473968-b994-4a3a-96e4-ffb92ddc7dac', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c1']}
1769741766.0147722,RECEIVED,961f1af9-2b7e-42e0-ae59-577bcefcf458,33ed3cec-a3c7-4a76-8c8e-411a07612a61,c5,c1,27,p1,?,surb={'id': 'a37791c4-8d52-417b-94e2-3aedefdd54b3', 'route': ['p1', 'e4', 'i6', 'x5', 'p2', 'c5']}
1769741766.2965715,RECEIVED,007cf6f5-ad1b-46b3-895d-e142eaba5526,ad045939-1910-4da0-8a81-65552d30e201,c3,c1,27,p1,?,surb={'id': '9d1836aa-6870-419d-a45f-f47a3cac6bcf', 'route': ['p1', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769741766.7142656,SENT,3e9896dd-d208-43ea-937c-46d9896f94e6,316195ae-bffb-41d3-800e-4b0dacf774ee,c1,c2,3385,?,p1,
1769741766.7144172,CREATED,9dfd22e2-eb2a-4713-a56a-26f8e057372f,9c5f978a-a39b-4d0e-8d92-780e92e422ce,c1,c2,27,?,?,surb={'id': '43f1a529-e803-429a-9881-7987c271313f', 'route': ['p2', 'e6', 'i12', 'x1', 'p1', 'c1']}
1769741766.880879,RECEIVED,b58667fb-616c-4094-a32e-b036ac4c3dd2,0bfdd323-5dab-48e3-b6a6-064179fef17d,c5,c1,27,p1,?,surb={'id': '784d69cb-2b97-406c-a8a2-a296f99f1829', 'route': ['p1', 'e6', 'i4', 'x12', 'p2', 'c5']}
1769741766.927106,RECEIVED,c389d039-995f-4dbd-94d1-fc047acee78f,7b408f1a-2d2b-4afc-8603-1cbc351cc051,c5,c1,27,p1,?,surb={'id': 'c60a5932-cbbe-475b-9dfc-7c280db50332', 'route': ['p1', 'e3', 'i12', 'x2', 'p2', 'c5']}
1769741767.1419172,RECEIVED,770f3432-4389-45ef-bacd-e554b6fc8a39,bb4c71e8-e9c0-4bba-9dce-cae18471c551,c3,c1,26,p1,?,surb={'id': '3fdaf619-a211-4d94-bf7e-44936490cce9', 'route': ['p1', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769741767.205574,RECEIVED,e7a1f660-e072-4566-bb37-f3217cf44a94,41f47bd3-82c4-4465-b725-f4d8f84eef9c,c3,c1,27,p1,?,surb={'id': 'e7d094de-3f2d-4dad-8bff-ea159c023fff', 'route': ['p1', 'e4', 'i12', 'x5', 'p3', 'c3']}
1769741767.7028627,RECEIVED,cb5a169c-3f15-4a54-b422-401ca94d5f7b,9727d975-5ac8-450d-ab9f-5490fc5bd944,c3,c1,27,p1,?,surb={'id': 'dcdaa4dc-705c-4b5b-ab56-f72c7972c4c2', 'route': ['p1', 'e4', 'i9', 'x6', 'p3', 'c3']}
1769741767.896592,RECEIVED,c00144cf-dfc6-49a1-9e5e-ec451639c53a,2f2275bb-e3c8-4911-8bef-f9ffd7bc0ba4,c3,c1,27,p1,?,surb={'id': '3dfaafbe-1404-4124-a5cc-169e59649054', 'route': ['p1', 'e5', 'i9', 'x12', 'p3', 'c3']}
1769741767.9373984,RECEIVED,12c5284e-a278-4e71-b035-dd17e9f17fe5,9081003f-b11f-4e3d-989d-317a70fff195,c3,c1,27,p1,?,surb={'id': '784d282f-86c7-4bd6-b95c-09ef1c5d3c27', 'route': ['p1', 'e10', 'i7', 'x2', 'p3', 'c3']}
1769741768.0414042,RECEIVED,602622ef-8b30-45e4-b734-02fb429817b2,2cf16aeb-470f-4946-8196-b968b533f0fd,c5,c1,27,p1,?,surb={'id': 'd9ba030b-ccde-425e-9a4d-b4c2bd3d9fe6', 'route': ['p1', 'e5', 'i2', 'x7', 'p2', 'c5']}
1769741768.160368,RECEIVED,f5ab644c-ae67-4573-8389-856843f492f4,8833713e-4faa-4bca-8750-7ee971f07bf9,c5,c1,27,p1,?,surb={'id': 'abac86b7-f941-4813-85d9-ed7b52ac370e', 'route': ['p1', 'e1', 'i7', 'x7', 'p2', 'c5']}
1769741768.2887032,SENT,5524860a-ae2f-4b83-9b17-552d23faff5c,8ecf7699-bd09-4f5d-86a6-373eb53c5285,c1,c2,3396,?,p1,
1769741768.2888494,CREATED,107c664c-e05a-472b-a772-d1eda4cb0aec,0d7d0dea-339f-4fcc-af55-829c6490d1f8,c1,c2,27,?,?,surb={'id': '1804d6fe-a9c2-4ed4-b55c-83f333345918', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769741768.3599086,RECEIVED,a4768204-e4b5-48c8-bcbf-01ebca8bb56d,d30e4e6c-47f5-483e-8ef1-4288afb2da71,c5,c1,27,p1,?,surb={'id': 'e1b571eb-5243-49ac-ae7f-e352e0a18b62', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c5']}
1769741768.3650854,RECEIVED,6900ca79-8df7-4111-ad4d-8e91682cb6ed,9a9c9b22-009f-45a3-8f49-98b12336c14f,c3,c1,26,p1,?,surb={'id': 'de514afb-c120-45d7-88b4-a4c6eb359d95', 'route': ['p1', 'e3', 'i3', 'x12', 'p3', 'c3']}
1769741768.505485,RECEIVED,33545660-955c-40bc-8b82-9be0b8c8e663,18260042-84c1-444c-97c7-3f68c2d44002,c5,c1,27,p1,?,surb={'id': '78200d23-9392-4d29-8437-f714c52e7d25', 'route': ['p1', 'e4', 'i10', 'x9', 'p2', 'c5']}
1769741768.7460885,RECEIVED,50653501-a666-4d64-ac75-31ab24e0374c,ef7f176e-bd87-470c-b5d9-170aaa88593b,c3,c1,27,p1,?,surb={'id': '803277c7-87d5-43dc-9947-19ba3d0883c5', 'route': ['p1', 'e12', 'i2', 'x7', 'p3', 'c3']}
1769741768.7522452,RECEIVED,a4fcc91d-f353-4060-b987-54872ba5af78,00c2696c-5c9d-40af-b607-3d605ab4f699,c5,c1,27,p1,?,surb={'id': '3d135f91-e25c-42a1-8b6a-7afea3b5d3dc', 'route': ['p1', 'e6', 'i5', 'x4', 'p2', 'c5']}
1769741768.8949993,SENT,bdec2df4-f3a5-4f3a-8ac4-c02b63de20aa,f8959666-922f-4ae1-b238-e8bbd0eee839,c1,c2,3374,?,p1,
1769741768.8951926,CREATED,b92618d6-1c2a-4b14-967c-2c4d84bf0e05,4561261c-600c-48ae-9726-755bd6bdaa31,c1,c2,27,?,?,surb={'id': '15c48e33-f69b-4305-a9e9-4db0ae0a02b0', 'route': ['p2', 'e10', 'i8', 'x2', 'p1', 'c1']}
1769741768.9749691,SENT,935c5718-acc4-4fda-a3d1-15ad26d02cb7,954002e9-aafa-4527-903e-f3dd5a80ee31,c1,c2,3393,?,p1,
1769741768.9754987,CREATED,c83dafa1-efe2-4db2-8b60-52628bbc1481,7b9ba20c-ca89-4eb4-9026-27c9bac9b7de,c1,c2,27,?,?,surb={'id': 'ba409076-6b1c-4c00-a9e1-b80f8bdf2abc', 'route': ['p2', 'e3', 'i11', 'x7', 'p1', 'c1']}
1769741769.1815538,SENT,3bafb753-08fa-4ca4-a23c-263a15724250,15800fca-234e-452a-931f-90f01623c586,c1,c2,3398,?,p1,
1769741769.1817067,CREATED,af6df275-062b-4dc8-9eb9-a15fb8d4f2f4,e9dfc7b6-a99e-4be7-bf1e-538691c2dffb,c1,c2,27,?,?,surb={'id': '013fdcb2-d312-4bd6-b384-9b3af028b796', 'route': ['p2', 'e9', 'i11', 'x7', 'p1', 'c1']}
1769741769.2395024,RECEIVED,99529203-e84a-4700-9cfa-0dc808f18322,8d46686a-2a7f-4230-8ace-afc673a8f015,c3,c1,27,p1,?,surb={'id': '22829ca1-ffee-4d06-b9b4-d84fc0058f34', 'route': ['p1', 'e6', 'i4', 'x3', 'p3', 'c3']}
1769741769.3315434,SENT,650158b3-cfeb-4723-b7ab-9881a14cb462,fa353c20-9560-4068-8239-67d84d0ff2ac,c1,c2,3380,?,p1,
1769741769.3316963,CREATED,aa9983ba-dd53-425e-8d5f-a1dab08a1052,ef804264-0f7d-4495-a52b-a5b404cd8a39,c1,c2,27,?,?,surb={'id': '8b713024-05e4-4f05-8781-441c977d4184', 'route': ['p2', 'e4', 'i3', 'x7', 'p1', 'c1']}
1769741769.6695175,RECEIVED,72a4a40d-f9e4-4f15-badd-2bbd0d24b651,229ae977-11c2-43a9-9ae2-f5da34a79f64,c3,c1,27,p1,?,surb={'id': '1d78af97-9bb3-4bc1-8324-7ba69ee2fd44', 'route': ['p1', 'e8', 'i11', 'x7', 'p3', 'c3']}
1769741769.7333007,RECEIVED,38f6ae42-55a3-4589-8a70-0a2cd49c4636,7a6f7c37-4ba2-4084-8f66-f34356348e26,c3,c1,26,p1,?,surb={'id': 'f6bad210-ad0d-4db9-aee5-7958c6f2871a', 'route': ['p1', 'e8', 'i5', 'x6', 'p3', 'c3']}
1769741769.9337533,RECEIVED,373e093e-dc9f-4658-8850-44a26357ff0e,050ff3f8-9f42-4496-a597-264a0b124b2f,c5,c1,27,p1,?,surb={'id': 'b71b8818-6e34-4e4b-af55-e69f08be5db0', 'route': ['p1', 'e12', 'i12', 'x8', 'p2', 'c5']}
1769741770.0553913,SENT,7e59bba2-802f-4455-8b02-36e690414378,38bdc53d-8d9d-489b-a341-129c5f7d1d74,c1,c2,3368,?,p1,
