timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769741748.6634455,SENT,2121f219-761a-479d-9947-aacf76d0a135,cb1a3395-9f80-4239-9ee6-327685bf2900,c4,c5,3397,?,p1,
1769741748.6635988,CREATED,76a14c21-85df-4dc2-b2e6-ec8a0fa882a5,b24de779-f5c6-4664-904e-fa81fd8479f5,c4,c5,27,?,?,surb={'id': '6c69a9ee-f20a-4770-8b59-ee03ddacdac8', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c4']}
1769742267.8844185,RECEIVED,a6a32e41-06d9-4e15-b5b5-f643ea11ee13,531bde91-03f5-4aa5-b575-dbc266cd29ee,c2,c4,26,p1,?,surb={'id': '4a827e5a-c207-4488-a638-23cbc9cac104', 'route': ['p1', 'e10', 'i6', 'x12', 'p2', 'c2']}
1769742268.2028124,SENT,64544b89-f70e-4551-bce6-d56058e5b84a,b5ab8604-4afe-4a98-aed1-0f943c3ee2c4,c4,c5,3372,?,p1,
1769742268.2028856,CREATED,b5da7598-725d-426f-9163-8d95ac4407ec,9bc96996-bf45-4daa-97d5-fa5a1f14c555,c4,c5,27,?,?,surb={'id': 'db52856a-3f92-4c8d-9dd1-18143a704322', 'route': ['p2', 'e4', 'i3', 'x11', 'p1', 'c4']}
1769742268.3354747,RECEIVED,b1325742-bce2-4826-85f1-8b655f1c8192,6e976de5-c0f0-4ea8-b0c7-92acec0860f3,c2,c4,26,p1,?,surb={'id': 'dba30f63-6b8e-430b-8719-db1dfb29e8e6', 'route': ['p1', 'e3', 'i4', 'x9', 'p2', 'c2']}
1769742268.618734,RECEIVED,73281543-ce12-42ad-934e-f1ba673afe55,5a504ab6-3543-4f94-bd03-e24a39fd2b4b,c2,c4,27,p1,?,surb={'id': 'f6fb66c5-ae01-44a2-9cb3-31bb119f7c85', 'route': ['p1', 'e9', 'i4', 'x2', 'p2', 'c2']}
1769742269.414715,RECEIVED,66873f5b-1137-49d6-bc5e-800dbd50af00,d01aff63-36f1-4638-a784-d328abd6a6ed,c2,c4,27,p1,?,surb={'id': '36fa5b9b-7188-4ec9-9396-db3c5c8ea165', 'route': ['p1', 'e10', 'i4', 'x10', 'p2', 'c2']}
1769742269.555108,RECEIVED,14ed92ba-7c4d-43b6-bbe0-e20faf936f67,f46aea53-5ad4-47ac-9ef2-3959ed30d85d,c2,c4,26,p1,?,surb={'id': '81b4bf18-6731-4755-854b-ef911575030d', 'route': ['p1', 'e10', 'i3', 'x6', 'p2', 'c2']}
1769742269.5732288,RECEIVED,fa2b614e-9240-4336-810b-73d7e64431c2,4dfe045e-1364-417d-844f-b90d9d34c97e,c2,c4,26,p1,?,surb={'id': '0119f079-24ba-413c-8c78-5197b1d606eb', 'route': ['p1', 'e9', 'i9', 'x4', 'p2', 'c2']}
1769742269.7045355,SENT,63a5dfc8-c011-42a7-abe3-cf1427d2f930,e1ca7400-a607-4791-9433-b2e5b25e5582,c4,c5,3372,?,p1,
1769742269.7046144,CREATED,61cfc0bb-0b52-4569-8642-613c251b23c6,f6114307-9777-428e-87a5-5f21ff93953a,c4,c5,27,?,?,surb={'id': 'dda466ba-68a9-41cd-a931-6a6023e3712d', 'route': ['p2', 'e1', 'i2', 'x10', 'p1', 'c4']}
1769742269.8843179,SENT,fb4eeb72-07a3-4205-a67e-853f61ac9cfa,5df3791c-a33c-4862-9948-373b05c4ff9d,c4,c5,3362,?,p1,
1769742269.8844657,CREATED,871ce2ff-7104-441b-89ca-81014d944fe3,5be43293-36de-4ae9-98a0-dd2b5218dcab,c4,c5,27,?,?,surb={'id': '2c931469-f37d-4a5e-a4ea-075850e47c56', 'route': ['p2', 'e8', 'i5', 'x6', 'p1', 'c4']}
1769742270.2263007,SENT,bba1dec2-cfec-4c0e-b50a-486c0c40f04c,81178c41-6be2-4402-bad8-e839451b3b9d,c4,c5,3389,?,p1,
1769742270.2264507,CREATED,28fee5b4-cc64-4484-9b0a-503833810ab4,b5de0e3c-029c-492d-9366-dc65cb20d469,c4,c5,26,?,?,surb={'id': 'e50aed5f-7134-43b8-851d-9a5bad46a755', 'route': ['p2', 'e6', 'i6', 'x1', 'p1', 'c4']}
1769742270.2705975,SENT,07ea746a-331d-4eda-8d98-4b13724d4177,588510f5-1697-4e51-a4d0-0418e60d2e7e,c4,c5,3383,?,p1,
1769742270.2707477,CREATED,4acebf15-326c-422b-98ef-262d6494b69d,2882233f-2e87-4fdc-a68e-6bca6b35e639,c4,c5,27,?,?,surb={'id': '6d87763f-ad68-4448-8b38-577a50817b71', 'route': ['p2', 'e2', 'i4', 'x9', 'p1', 'c4']}
1769742270.4989617,SENT,09551a50-3a85-4a77-9f4d-2a8fb1d35da7,4ba9e423-2f3a-4f89-8481-35fab77d13a5,c4,c5,3389,?,p1,
1769742270.4990816,CREATED,7d67cc8a-30df-4dc1-93bd-def342c86d71,d98eb7a6-958c-40a3-818c-7c4043eb2762,c4,c5,27,?,?,surb={'id': '65fdbe4f-5155-4468-be4b-046cdaaa5d01', 'route': ['p2', 'e12', 'i12', 'x4', 'p1', 'c4']}
1769742270.6256812,SENT,fa257fbb-b19e-4f12-a21c-da25fd499a72,d6377af2-84ae-40dc-949a-bfb0349fbb17,c4,c5,3369,?,p1,
1769742270.625783,CREATED,ef049954-0a00-4d7c-879e-f882d60dd7ee,3f16c0e5-2189-494e-a840-0bcea4f90093,c4,c5,27,?,?,surb={'id': 'a674b9a2-d431-4052-a9ae-e09d7fc95a11', 'route': ['p2', 'e1', 'i8', 'x4', 'p1', 'c4']}
1769742270.8650036,SENT,049703cf-ae4d-4885-86ae-34bf530bb53d,a5d16df0-235a-45bc-965b-07f7c7e4b488,c4,c5,3361,?,p1,
1769742270.865178,CREATED,fe079509-5b1d-4077-81be-e54d4f1028c4,fd5b3b34-f822-498d-bd03-93bd74bd6535,c4,c5,27,?,?,surb={'id': '90826c03-1c26-47ee-989a-07dc4ff0cf63', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769742271.178826,SENT,5f119855-d995-49b1-9741-3bb0b81bf550,966d7a85-10ac-4702-b9e9-5f215e1ec4f2,c4,c5,3373,?,p1,
1769742271.1788979,CREATED,491e097b-a542-433e-a38a-403f12826922,7a860216-d4df-4323-904e-2448398809f2,c4,c5,27,?,?,surb={'id': '4ab81c87-f4ba-4e1a-8a81-660094efed5b', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c4']}
1769742271.2036085,SENT,5b5b903e-a8a3-4b26-b1dd-e912f68f40b0,d9715032-dc51-4ee6-a1e4-9ea4d1da4315,c4,c5,3385,?,p1,
1769742271.2036824,CREATED,d0918fed-fa2d-4324-94da-70d0389dbb12,c9b4eb99-978b-4167-aa69-ebbc1c30c361,c4,c5,27,?,?,surb={'id': 'eb82ef77-3a16-4038-a638-3c01cd6d2640', 'route': ['p2', 'e6', 'i8', 'x2', 'p1', 'c4']}
1769742272.0261037,SENT,f82abb78-846d-4070-8988-bf8df6e324cf,7e75b1d1-924d-4dc6-8812-ec7a3e26dbad,c4,c5,3384,?,p1,
1769742272.026219,CREATED,d6bbf617-4f33-4d08-9dc1-5666fc368b9a,aca9ecf7-0832-4515-9037-39ccdda25587,c4,c5,26,?,?,surb={'id': '391cf4d1-3efb-4007-86b7-9d8fc1b1bfdb', 'route': ['p2', 'e1', 'i7', 'x1', 'p1', 'c4']}
1769742272.1556108,SENT,776cf53d-08e8-4487-a650-ca7d261989cd,635e9ec4-8bac-422d-a3a1-5c4a254a6971,c4,c5,3374,?,p1,
1769742272.1557236,CREATED,20506185-e0e1-4496-942f-92494ca702ae,159dfaaa-b6f2-4977-8520-402a8f17c7d2,c4,c5,26,?,?,surb={'id': '1fff6a8e-a91c-444e-a956-8d53c72d318e', 'route': ['p2', 'e11', 'i2', 'x10', 'p1', 'c4']}
1769742272.256465,RECEIVED,427cf696-ceb3-496d-a7a4-fb03bfdd4ef5,a2d82b9c-98a7-4e3c-b14e-4a0f9c2b9fca,c2,c4,27,p1,?,surb={'id': '324cab1f-e3be-4eac-9d9e-c3178ad1d797', 'route': ['p1', 'e10', 'i8', 'x9', 'p2', 'c2']}
1769742272.6136723,SENT,75aeb651-7201-4553-ac1f-b0c8c3683aa8,cb5bb697-2bbd-47c0-ba17-fbe772fc2904,c4,c5,3363,?,p1,
1769742272.613823,CREATED,ea6ee544-1e09-4855-bae7-91a276f65075,f79ea17c-422e-461d-ab96-b4ac7bad11ba,c4,c5,26,?,?,surb={'id': '94f76398-571e-4316-8174-668dde4652fb', 'route': ['p2', 'e3', 'i2', 'x5', 'p1', 'c4']}
1769742272.629952,SENT,0eed9d72-b626-45df-a46b-0b0cad937d63,875bdf0e-156f-4744-b8e9-eeb74f37dbee,c4,c5,3384,?,p1,
1769742272.630066,CREATED,7352ec62-7e68-4e4e-b494-cc74c48e5119,0f1d38a8-87d6-4587-b07a-be4930e25a7d,c4,c5,27,?,?,surb={'id': '3b2975cd-4021-4c30-970a-fdb7ca264ded', 'route': ['p2', 'e6', 'i7', 'x6', 'p1', 'c4']}
1769742272.7235103,RECEIVED,85a63d51-cbca-4f92-b20b-802689fa19a7,d70ff9f0-aab9-47d6-9af8-7dda739952cc,c2,c4,27,p1,?,surb={'id': 'ebd6e6ff-9e48-4e61-b26d-cbeba3f94a88', 'route': ['p1', 'e5', 'i8', 'x10', 'p2', 'c2']}
1769742272.9144688,SENT,c3c63d76-b8b3-4dbc-8d36-f32de8b76bb4,8ee4400f-9bc4-4015-a12d-26cf4df58e35,c4,c5,3404,?,p1,
1769742272.914561,CREATED,51b3b524-95c5-48e6-9de2-439c534d7dd2,5afd7c04-e151-427a-9c0c-31a94c0530bd,c4,c5,26,?,?,surb={'id': '44ab6e08-b9bf-4c75-9c43-75e14f7b4c7c', 'route': ['p2', 'e6', 'i9', 'x11', 'p1', 'c4']}
1769742273.117184,RECEIVED,e47dab0c-8168-445b-89a5-ddbdae274616,86da713d-42b4-4d66-9924-51f94fed27a8,c2,c4,27,p1,?,surb={'id': '0a60d6df-fa0a-46ce-83cf-e743f41f2f39', 'route': ['p1', 'e4', 'i10', 'x9', 'p2', 'c2']}
1769742273.382218,RECEIVED,9b41cba5-fdb8-4a2a-9ffb-169800f28edb,9e324bc2-9159-4e52-805d-1c9d488b3715,c2,c4,26,p1,?,surb={'id': 'a488c6c9-f38b-4ebf-939c-8e98396827f9', 'route': ['p1', 'e10', 'i5', 'x12', 'p2', 'c2']}
1769742273.49475,SENT,b36338ba-8e1b-40f5-ba64-260272d36658,32fd1201-d10f-4138-8f77-f69f1b77997f,c4,c5,3387,?,p1,
1769742273.4948123,CREATED,e6da1e3e-5074-482a-a4d7-df9de68b6c90,f8f7e9f2-3f1f-42e9-bced-1b9af347118a,c4,c5,27,?,?,surb={'id': 'b8d252f1-ebef-4589-b0b3-fdaf1ae09487', 'route': ['p2', 'e11', 'i8', 'x9', 'p1', 'c4']}
1769742273.5618944,RECEIVED,21392606-1c28-4961-a572-63d5d4c337cd,b3af605c-7065-43cd-b044-21111667f3f2,c2,c4,25,p1,?,surb={'id': 'f9bf8b9f-0902-42c7-ab80-17e575954ed1', 'route': ['p1', 'e7', 'i5', 'x12', 'p2', 'c2']}
1769742273.8093235,SENT,8b806e36-c581-4ea3-bec4-80510fa13fcf,fe31256d-8a38-4123-8bf4-110f81595c10,c4,c5,3405,?,p1,
1769742273.8095016,CREATED,11e111f0-dfbc-41b2-bdd7-85fbc02a3ca5,be23e86e-0e46-4034-b9f0-0ccf1ee38511,c4,c5,27,?,?,surb={'id': '892fdce2-4940-4f93-929b-481739ca6922', 'route': ['p2', 'e7', 'i10', 'x9', 'p1', 'c4']}
1769742273.8700993,RECEIVED,fb998cfc-de04-4f80-a5ac-f4815862475f,4637bf31-76f4-4702-b345-8ae99b2adbb1,c2,c4,27,p1,?,surb={'id': 'ba2d62ae-9b48-429a-ad8d-903d18753c00', 'route': ['p1', 'e9', 'i11', 'x7', 'p2', 'c2']}
1769742273.8742986,SENT,db30dbee-0f11-442a-a434-0c9d784f4850,af14843d-9b57-4134-ae05-39a93ebab451,c4,c5,3375,?,p1,
1769742273.874444,CREATED,3729ce30-3010-456c-b297-8408bf57c95f,903121fa-b20d-4d86-a649-03ba516c0492,c4,c5,26,?,?,surb={'id': '64f0a254-ec41-4b4f-9401-25fbc39ebf0e', 'route': ['p2', 'e5', 'i3', 'x8', 'p1', 'c4']}
1769742273.918617,SENT,94317bae-aedd-4d7f-9669-5b8740afba98,ddd54332-bfe3-43c6-95e0-51ec6916b437,c4,c5,3397,?,p1,
1769742273.9187658,CREATED,486507e8-67d9-427e-bcb1-3db71e85b5d9,8fbaed04-37e4-4ab6-9fc0-cb3016a6c58c,c4,c5,27,?,?,surb={'id': 'f5c64302-e11b-424e-9695-48d589ca6a8b', 'route': ['p2', 'e10', 'i6', 'x7', 'p1', 'c4']}
1769742274.15244,SENT,fb38ee29-81a6-4e39-b8c2-e2ea528e11f9,da3bdef6-725b-450f-a880-d00aa99103db,c4,c5,3400,?,p1,
1769742274.152585,CREATED,db3573f7-0b74-4977-975e-bf8f5c3bd154,423c9c66-bb5a-432d-81cd-d727d0cbf27d,c4,c5,27,?,?,surb={'id': 'bfe95506-619e-48dd-b97a-62c769356146', 'route': ['p2', 'e3', 'i5', 'x9', 'p1', 'c4']}
1769742274.2631822,RECEIVED,09367138-bc44-4ebf-854c-43fe856e4e55,0ce9e390-ba91-4973-a515-a366d420e582,c2,c4,27,p1,?,surb={'id': '3adf9598-47f1-40f2-a277-43cd540962ea', 'route': ['p1', 'e9', 'i4', 'x9', 'p2', 'c2']}
1769742274.367815,SENT,ec3ec947-8bf7-43d8-8ec9-47418c98bff3,da602598-f067-4083-96ba-146380dea083,c4,c5,3360,?,p1,
1769742274.3679245,CREATED,5ee74843-6251-46bf-8d5c-5ece91f9d8f5,28df4a13-b0c6-498f-bb02-e28a32d6f4ee,c4,c5,26,?,?,surb={'id': '1b81d57d-1e92-4c91-9ca5-69584cdbc9a4', 'route': ['p2', 'e8', 'i4', 'x5', 'p1', 'c4']}
1769742274.4045436,SENT,6e5a99a8-12cb-4813-aaf4-9e6ab5a4944d,e99d9927-a7bd-4389-bbdc-6ee618c9d6f0,c4,c5,3379,?,p1,
1769742274.4046772,CREATED,eb05eecd-9e30-402e-b39e-7cd3ba22fa44,5fd4717e-dbfe-40df-b814-8ad27ec62270,c4,c5,27,?,?,surb={'id': '6717c2b5-43d9-42c6-af30-96f1bcfbd691', 'route': ['p2', 'e6', 'i7', 'x2', 'p1', 'c4']}
1769742274.737177,RECEIVED,53e60298-bde3-4e1c-bea1-c3eb4e2470b0,2d3ba1cc-020c-46a8-a8a3-602272862373,c2,c4,27,p1,?,surb={'id': '7ae75327-040f-4af7-8f75-1a4c3692d3fb', 'route': ['p1', 'e4', 'i5', 'x11', 'p2', 'c2']}
1769742274.8805778,SENT,8ce1448d-92dc-430d-a62b-22f63a1b5018,77454c03-59f9-4d7f-b40a-77f16f891cac,c4,c5,3393,?,p1,
1769742274.8807092,CREATED,622ad6e4-8197-4eb4-9c2f-237cb9c811ad,ce3bd3c4-30eb-4657-a632-6a0a68dd711d,c4,c5,27,?,?,surb={'id': 'ecb3e095-7dd3-4fef-afe5-f3525d1c0ca1', 'route': ['p2', 'e7', 'i7', 'x3', 'p1', 'c4']}
1769742274.941626,SENT,68889df9-aabd-4861-9e84-b178833e93e0,640e4bb2-f544-48b1-b471-703fc17554fc,c4,c5,3395,?,p1,
1769742274.9417536,CREATED,de0c2210-c070-48f3-ba6d-9a6aa79c1251,0065fc68-09a3-4fa0-b994-f648ab0caad3,c4,c5,27,?,?,surb={'id': 'f3ccab2f-95ab-462b-909b-8681e678c2b1', 'route': ['p2', 'e8', 'i2', 'x1', 'p1', 'c4']}
1769742274.953738,RECEIVED,f6a4efdc-123b-45ae-a858-648f673de2b0,e826be52-c65e-48c0-93af-773c92ce9806,c2,c4,27,p1,?,surb={'id': '3f488d5a-3343-4b69-a9f0-de640e82f5bd', 'route': ['p1', 'e6', 'i3', 'x12', 'p2', 'c2']}
1769742275.0556457,RECEIVED,8b6947ab-83f8-4062-8e6a-8aa15a60eabb,24619286-45e6-417c-9ad3-953ac4a4717d,c2,c4,27,p1,?,surb={'id': 'edbde77b-29c3-4539-8c79-1bce0dc79581', 'route': ['p1', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769742275.2457263,SENT,1cfad98f-6d60-41a7-a3cf-371fc8adef1e,9f3300ef-253b-4d13-8018-bd37b0d9616c,c4,c5,3371,?,p1,
1769742275.2458754,CREATED,25d989ac-1b64-47cd-9a1e-0987ca5be83d,54cd147f-7a05-4306-a5a9-e7e64c83c978,c4,c5,26,?,?,surb={'id': '6a501676-b508-4391-8339-d69ca5ac0874', 'route': ['p2', 'e11', 'i5', 'x6', 'p1', 'c4']}
1769742275.2666492,RECEIVED,de9f53e0-9024-4f42-b941-c65e91531f69,2517dff7-f333-43a1-883e-8ac1d1f32341,c2,c4,27,p1,?,surb={'id': '7947d334-cd5d-4428-afab-b2315e2e5314', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c2']}
1769742275.383678,SENT,de8fdb01-7f14-4c7c-815a-38eda68b2d83,8d9dc06b-d37e-4556-9b8a-1e759c54dfd2,c4,c5,3393,?,p1,
1769742275.383811,CREATED,50c5d53e-53f0-4cee-a659-e0d89f0d561c,3923db6c-f3ad-4553-9d3f-0d0c708b6646,c4,c5,27,?,?,surb={'id': 'aabfe222-74da-4bae-a304-92b7dbd0297c', 'route': ['p2', 'e11', 'i2', 'x9', 'p1', 'c4']}
1769742275.5323176,SENT,fb3bffe7-c83f-4638-84f3-bb582180d5ae,42899100-b034-43c7-9f30-c9380b69da9f,c4,c5,3376,?,p1,
1769742275.5324519,CREATED,9d48c79a-61c7-4188-af2b-32e21bde2eba,63d774fb-1d8b-41bd-b27b-b62577a0604a,c4,c5,27,?,?,surb={'id': '26de7bbd-24de-48f1-9880-c3c5d4ed7d3a', 'route': ['p2', 'e4', 'i3', 'x3', 'p1', 'c4']}
1769742275.5439715,SENT,c28ae867-33b0-4c96-887e-a51d28c14cc7,6a7e769c-8ae5-47ff-8b71-b088710f76b4,c4,c5,3399,?,p1,
1769742275.5444162,CREATED,7bb1bb87-0a76-4dc5-b00d-49cc16ad0ac1,31c86efc-5ecf-44f9-a1cb-b8559ae83920,c4,c5,27,?,?,surb={'id': 'b5acbc04-7d3c-4c05-b7fd-72be55159618', 'route': ['p2', 'e12', 'i6', 'x12', 'p1', 'c4']}
1769742275.8322334,RECEIVED,67ed9583-9be3-4476-a96c-374b4705ba02,d17dd1ce-bca0-4110-9055-756fba848905,c2,c4,24,p1,?,surb={'id': '6955ed8f-9cae-4a2a-8c24-ec020d3803b1', 'route': ['p1', 'e6', 'i9', 'x6', 'p2', 'c2']}
1769742275.8615856,SENT,db4e4b08-0a87-4cd9-83d4-a74936d82398,68401899-6b20-41a7-a4c8-c9bd9c768b42,c4,c5,3403,?,p1,
1769742275.861659,CREATED,dfd50277-9bbd-4c4c-a94c-7899a77fea83,9ee08895-1c73-434c-bb18-3560bd7322a2,c4,c5,27,?,?,surb={'id': '432c235b-3971-4ad9-9bb6-2a09a249ded7', 'route': ['p2', 'e10', 'i11', 'x11', 'p1', 'c4']}
1769742275.953131,SENT,9b96edbf-ceaf-4c65-9716-fe0de63b9d66,8355548c-c361-4789-adb3-15043c64ce7f,c4,c5,3371,?,p1,
1769742275.9532042,CREATED,18449306-6e33-4942-b248-831b20319f28,b07bc230-0ef3-46b5-b00e-b1a558e774e2,c4,c5,27,?,?,surb={'id': '057b4c57-e14f-464a-94cc-3f7446fc2827', 'route': ['p2', 'e12', 'i6', 'x3', 'p1', 'c4']}
1769742276.1544633,SENT,09e0c90b-0984-4b86-8249-6f9189af4eb7,8fc74462-cb61-48c2-9a3e-3e608274149d,c4,c5,3358,?,p1,
1769742276.1545362,CREATED,f0ef6257-ced9-4baa-b0e4-7c10c8d48cfe,3d8f2ea0-7965-48f2-886a-96a3b8938344,c4,c5,27,?,?,surb={'id': '37575dbf-9653-4cae-9bdd-b3001604800b', 'route': ['p2', 'e10', 'i8', 'x3', 'p1', 'c4']}
1769742276.1725893,SENT,d9e29a67-c0aa-422e-a802-c4a0078d2d84,f462f96c-8704-47fc-b863-8b49582abb96,c4,c5,3358,?,p1,
1769742276.1726613,CREATED,5cb1eeeb-a3da-425d-b971-710e2dedabb3,c4734eb5-c722-4ff3-9564-4bc869e57888,c4,c5,27,?,?,surb={'id': '99ccf734-2a33-451d-a522-f61a89062aed', 'route': ['p2', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769742276.5983567,SENT,425668e9-bdaf-4f70-9044-f5f2550c1cf7,74d4e899-90ac-4cac-9f64-cb14852e90fa,c4,c5,3384,?,p1,
1769742276.5984426,CREATED,a65e6bae-4706-4807-bb47-2c0371f0402d,b4409861-5305-4450-a348-ab80b9b676fb,c4,c5,27,?,?,surb={'id': '11e82ee1-0301-4bf3-998c-b45b58a57fa2', 'route': ['p2', 'e12', 'i10', 'x7', 'p1', 'c4']}
1769742276.6415722,SENT,f44a0dda-009f-4210-a015-17ce92b14866,9466047e-cb37-44e3-8c37-cb1637ac45b5,c4,c5,3384,?,p1,
1769742276.641659,CREATED,b8995882-4998-478b-b737-ac0e89eb3b2b,2c602543-14c1-4973-9401-2d431fe12a06,c4,c5,27,?,?,surb={'id': '1010a247-5273-45d8-9f53-cc4bd850a2f9', 'route': ['p2', 'e6', 'i6', 'x9', 'p1', 'c4']}
1769742276.8912187,SENT,3e61eb80-69c2-457d-b3db-8821c54fb46b,7dc86162-249f-4f26-92c7-0b809df91a1c,c4,c5,3401,?,p1,
1769742276.8913047,CREATED,eff2cef4-eeb1-4501-80ea-d602b7eb4753,62cfe55c-2353-4dd7-8b6a-9586b71cb0a9,c4,c5,27,?,?,surb={'id': '9ff8c448-9df7-41f0-8513-2e8487268065', 'route': ['p2', 'e10', 'i2', 'x9', 'p1', 'c4']}
1769742276.9583986,SENT,db4deee9-9ad0-4f87-b14f-35a27dd9eaf8,6409b8b4-6cd9-4560-a861-b53787106607,c4,c5,3385,?,p1,
1769742276.9584844,CREATED,4d6fc450-7f3f-41de-8769-6f031d21864c,1f35d66f-1be1-43f2-add6-29e9b5facbe5,c4,c5,27,?,?,surb={'id': '5753715a-a635-4543-9c0f-f5983387b211', 'route': ['p2', 'e9', 'i3', 'x11', 'p1', 'c4']}
1769742276.974888,RECEIVED,2864ab8e-afb4-420d-9713-74c2b35325a2,f34e522c-311e-41f1-af3c-c13fe086a2ca,c2,c4,27,p1,?,surb={'id': 'b4898a8c-05e8-4e91-babe-25a3b6667ded', 'route': ['p1', 'e6', 'i5', 'x8', 'p2', 'c2']}
1769742277.2117345,SENT,11a0c368-8701-4028-bba9-b7490f10b765,a1517a18-2a9b-4e41-84e9-a564de5c853c,c4,c5,3376,?,p1,
1769742277.2118993,CREATED,e7dee118-3c19-43e8-91ca-ab464bccd93b,fd5b0771-ab16-417e-bdd9-c5ea314b24de,c4,c5,26,?,?,surb={'id': '70325117-a1c0-4292-9dba-c4231c49b790', 'route': ['p2', 'e7', 'i9', 'x11', 'p1', 'c4']}
1769742277.2847884,RECEIVED,2d3694b9-9f48-4871-852e-0521eeee8271,11c12627-e056-4eb4-847d-e6a998dee84f,c2,c4,27,p1,?,surb={'id': '06f4754f-08e9-4185-a2d4-478b87367de1', 'route': ['p1', 'e6', 'i1', 'x10', 'p2', 'c2']}
1769742277.3291168,RECEIVED,87723eac-2931-461b-8f55-079f99470c24,4f6e3980-71b4-4f36-978a-adc014954a8c,c2,c4,26,p1,?,surb={'id': '8309786a-2561-48a3-b29e-9cea29fd4884', 'route': ['p1', 'e6', 'i8', 'x8', 'p2', 'c2']}
1769742277.3473234,RECEIVED,0e4fc16c-abff-4b9a-aa92-8a7f4137ab79,269e12cf-fad9-4cfb-8f09-eba12d8fc7d4,c2,c4,26,p1,?,surb={'id': '62996c4f-f035-4609-acc8-dd5cb7a9794b', 'route': ['p1', 'e12', 'i12', 'x7', 'p2', 'c2']}
1769742277.5254285,RECEIVED,6887e645-2434-4e94-a365-f7f59d0a7ae9,34898a34-9261-42aa-abcf-c44bce61003a,c2,c4,27,p1,?,surb={'id': '24f1aa2c-22c8-4dfb-8727-bc93fb98f42a', 'route': ['p1', 'e1', 'i4', 'x1', 'p2', 'c2']}
1769742277.594367,RECEIVED,fdc44ad5-81b2-4751-a688-473e6dee59d0,f06311ed-9cc0-427a-a3fb-d44587b72ba6,c2,c4,26,p1,?,surb={'id': '0ffb86bf-7021-4b44-af06-5173e8723010', 'route': ['p1', 'e6', 'i12', 'x11', 'p2', 'c2']}
1769742277.9889743,RECEIVED,16c201aa-e8d0-46fa-94e1-0885c9d58bd2,6b958d42-8092-47e8-b176-b6c17ee5a347,c2,c4,27,p1,?,surb={'id': 'dc2d29d8-8eba-4160-b790-54459439a946', 'route': ['p1', 'e1', 'i1', 'x5', 'p2', 'c2']}
1769742278.0311534,SENT,3f36fbc9-8dc2-4f1a-b5c6-5f1452fa060b,b4061e44-0637-4923-833b-7eea526daa42,c4,c5,3375,?,p1,
1769742278.031243,CREATED,965a8da4-d799-457a-8ccd-82756edb7949,41c5d7bb-b3b2-4a48-b98e-0a63cddaaa2d,c4,c5,26,?,?,surb={'id': '4ee266b7-8adf-4e01-b912-c81cf61abc3a', 'route': ['p2', 'e12', 'i2', 'x4', 'p1', 'c4']}
1769742278.1040502,SENT,4e84b463-841e-48e9-8896-40f288f85e79,f492c202-11e0-46ad-95fe-e8712f4dea9e,c4,c5,3400,?,p1,
1769742278.1041412,CREATED,c15048ba-a6fb-42de-b7c5-436b102a9e89,7291e7f5-c8e8-4c3a-8e16-ead34e1acc35,c4,c5,27,?,?,surb={'id': 'c15c8fdb-10b2-422c-89af-a0c719dd4f80', 'route': ['p2', 'e2', 'i6', 'x11', 'p1', 'c4']}
1769742278.2058067,RECEIVED,af02e47a-753e-486b-a054-56f58e67f6ca,abbfcfaa-430e-4793-b324-c2b5bc248689,c2,c4,27,p1,?,surb={'id': '850b9831-cced-4a8a-92e3-4f6cb9e5f887', 'route': ['p1', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769742278.3098521,RECEIVED,68e308f5-8c41-431a-9bb5-67892c854c37,41cc2275-1e05-491d-99a5-ff4cf5f69e40,c2,c4,27,p1,?,surb={'id': '06cc8bea-cb65-4b46-b9a3-e3dd7b0f3119', 'route': ['p1', 'e2', 'i1', 'x9', 'p2', 'c2']}
1769742278.5401037,RECEIVED,7fcc0848-3c2b-4b66-9c01-f3e6d20ff0dd,fdc84823-92d1-4720-8efa-3f9b889466a5,c2,c4,27,p1,?,surb={'id': '132933bd-10b4-4406-839b-ee42aeb7867e', 'route': ['p1', 'e2', 'i8', 'x4', 'p2', 'c2']}
1769742278.834634,SENT,1d8362e3-f291-49e2-aba8-e254f55eddf8,5752bc29-4a5b-4538-a65a-5dbe4d21b866,c4,c5,3396,?,p1,
1769742278.8347683,CREATED,077540e8-1dd6-4362-a0ab-843fd6d2341a,a36bd8ac-5b92-4353-bb5e-7f43f6462ff8,c4,c5,26,?,?,surb={'id': 'c057fb04-c44c-4a9c-9ed0-5d57729da556', 'route': ['p2', 'e12', 'i10', 'x5', 'p1', 'c4']}
1769742278.9778163,SENT,c0503aa0-7022-4a71-8698-14b9ece43956,6b1198e0-298e-479a-9e62-4e51176528e7,c4,c5,3400,?,p1,
