timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760096.1912072,CREATED,f89ccf3c-18bc-4d6c-a08d-1bf063c8b426,c7c7f59b-d22f-4394-b0ed-43d4590abd41,c1,c5,26,?,?,surb={'id': '043fcbba-672f-4e17-9bf8-6ee4ff820387', 'route': ['p2', 'e12', 'i10', 'x6', 'p1', 'c1']}
1769760096.332144,RECEIVED,c8804c48-eb5c-4c46-b9a1-c62dd457149e,9716ab4f-2e89-4acf-9087-7d3f7d65c69b,c5,c1,27,p1,?,surb={'id': '5541aef1-46fa-43e8-bcc1-fb8951c6e22e', 'route': ['p1', 'e4', 'i9', 'x12', 'p2', 'c5']}
1769760096.377156,SENT,46f9b80b-50fd-473f-9e49-3e5bfbfba8d2,fd0b03bd-b29f-4ad5-8305-5238f2948074,c1,c5,3396,?,p1,
1769760096.3772914,CREATED,01bc4bc0-5c5d-4e21-a047-ba80953ef94b,f3179c83-843a-402b-b8e5-f2110bfa71bf,c1,c5,27,?,?,surb={'id': '1fcb305b-a161-46c6-96b8-090f5c47a911', 'route': ['p2', 'e9', 'i11', 'x11', 'p1', 'c1']}
1769760096.4714937,RECEIVED,689c089d-dee3-4730-bc0c-de510332a9db,2d03960b-9979-4647-8043-3ef86454d2cf,c5,c1,27,p1,?,surb={'id': '78cba2fb-2434-42a7-930d-3352ff0dd45c', 'route': ['p1', 'e4', 'i8', 'x8', 'p2', 'c5']}
1769760096.789303,RECEIVED,20faaeb4-021d-45c1-9d44-00674b119742,b2e425f5-bdda-4e9c-982b-14782306d90f,c5,c1,27,p1,?,surb={'id': '8be94c6d-67c0-4fee-aa48-a41718dd8ed5', 'route': ['p1', 'e1', 'i12', 'x12', 'p2', 'c5']}
1769760096.7955892,RECEIVED,cca7bd3c-c127-469e-beb2-929797e904c4,27dee690-7932-4811-8adb-7b55055140b2,c5,c1,26,p1,?,surb={'id': '2138f21a-1e9c-49b6-899c-dacef182b0d2', 'route': ['p1', 'e7', 'i7', 'x6', 'p2', 'c5']}
1769760096.8313262,RECEIVED,041a15d9-e382-4739-b4f3-fd37d0e6e87a,de91b48d-6dff-4e49-8205-6ddad6e7d5fd,c5,c1,26,p1,?,surb={'id': 'd6cc1376-1375-4447-baeb-9c29a3a3bf60', 'route': ['p1', 'e2', 'i10', 'x8', 'p2', 'c5']}
1769760097.6107895,RECEIVED,a6ccaf04-4b8a-409c-8d56-ab8da21a5f51,f4c03e52-558c-488f-9d4a-8ddcab2e2f8e,c5,c1,27,p1,?,surb={'id': '0bb799c2-2443-4eb4-bd1a-3810f571b5ed', 'route': ['p1', 'e4', 'i4', 'x8', 'p2', 'c5']}
1769760097.8353949,RECEIVED,7e24f471-cdd3-4d1b-b81b-b6735d702464,88e73a2e-d47c-4e3e-bdb4-bdf853253eaa,c5,c1,26,p1,?,surb={'id': 'f447dde9-3c3f-4b8f-83b2-db8147f24bdd', 'route': ['p1', 'e10', 'i5', 'x9', 'p2', 'c5']}
1769760098.2464406,RECEIVED,e04601c5-dcfa-4f09-8fd8-fd5d062c4a64,dd2fd36a-6ce7-42e7-b790-a8206122640a,c5,c1,26,p1,?,surb={'id': 'd7631e03-0350-4021-97e3-2179c64e0b52', 'route': ['p1', 'e9', 'i12', 'x1', 'p2', 'c5']}
1769760098.4777582,SENT,497b51be-299d-4420-9be7-35d118d0f07a,2eea2bfc-5c9e-4d19-9710-e78e5c6710b2,c1,c5,3393,?,p1,
1769760098.4779084,CREATED,5646b190-731f-4ca2-9e58-38d3f35d4f9a,65e4197c-b16c-4ba8-840e-bf7ea25e56c9,c1,c5,27,?,?,surb={'id': '8af8b989-eff1-43e6-a720-a29266759214', 'route': ['p2', 'e7', 'i5', 'x5', 'p1', 'c1']}
1769760098.742241,RECEIVED,928a910b-7d26-4407-9e09-5ea61cff9735,f41fb36c-0281-48c1-8ffb-5975ac20f5cf,c5,c1,27,p1,?,surb={'id': '47c0b169-3ae3-4aeb-a2d9-66d1beac8678', 'route': ['p1', 'e9', 'i9', 'x9', 'p2', 'c5']}
1769760098.7833233,RECEIVED,694469bb-8d62-4acb-88e2-0820eac7395c,7bf60a16-9d8c-436c-be12-6fb1cd07f68f,c5,c1,27,p1,?,surb={'id': '691d18e1-138b-4825-8d64-c0755bd08ee4', 'route': ['p1', 'e12', 'i3', 'x12', 'p2', 'c5']}
1769760098.8049607,SENT,a026166b-c0b3-4092-b10f-532abc543b0d,110ca504-8647-4044-88ab-817a9ca211a6,c1,c5,3384,?,p1,
1769760098.8050513,CREATED,8ad716be-2031-4d45-90cd-0e03021c0389,e3c05141-8f87-4389-b25e-92b58953e004,c1,c5,27,?,?,surb={'id': 'b87b4892-4d80-4917-a087-5eb1bad2cb26', 'route': ['p2', 'e10', 'i7', 'x7', 'p1', 'c1']}
1769760099.1661248,SENT,15bf5b5a-3ff4-49dd-869c-6101eb1b1658,daeb54de-4d95-47b1-a374-63b03350c46d,c1,c5,3364,?,p1,
1769760099.1661777,CREATED,c87319b6-ecaf-4cd8-bee5-04ac8b2b5239,29d70efb-8e72-4fd0-8dfd-f41932369287,c1,c5,27,?,?,surb={'id': '42f6e53f-38c5-4493-8c89-9558b5917c46', 'route': ['p2', 'e5', 'i5', 'x9', 'p1', 'c1']}
1769760099.2051287,SENT,9d022465-2900-4259-a35e-ce0d4ebcca08,1d2f38fe-dfe0-43a4-973c-ee366d49fbf3,c1,c5,3378,?,p1,
1769760099.2052135,CREATED,7383f12a-c7d2-431a-b205-8cfda5dfbce3,47e633e5-2d8b-44c3-b6a6-65548aa26c72,c1,c5,27,?,?,surb={'id': '8b582fad-e28f-4207-a9a0-e85b3a47e065', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769760099.5951066,RECEIVED,20df4c63-2977-4a33-a08d-31be8de3e8be,f739c24e-6ceb-4a13-815e-1ac9472dbea2,c5,c1,26,p1,?,surb={'id': '31d65996-f3c2-4fa3-a862-8435731283e7', 'route': ['p1', 'e4', 'i2', 'x9', 'p2', 'c5']}
1769760099.7309163,RECEIVED,217b244b-2ec7-471d-8a0d-018148371760,a83b750a-9c0f-451e-a076-fb335e29fd91,c5,c1,27,p1,?,surb={'id': '17e0b414-b196-481d-ab93-ebbcb0e86afe', 'route': ['p1', 'e7', 'i3', 'x9', 'p2', 'c5']}
1769760099.8446114,SENT,66c06745-8ad7-40a8-b91d-37c830e0859f,3e30fb5a-fcb2-409d-8b9e-726deba0cd70,c1,c5,3383,?,p1,
1769760099.844912,CREATED,adcb985b-ea9d-4fdd-9f4c-ead45d9a1243,b6009da8-199d-453c-bee2-d0bbbd6d5aaa,c1,c5,27,?,?,surb={'id': 'a5357a1a-6afc-411c-88da-09972ec7d1c9', 'route': ['p2', 'e7', 'i5', 'x9', 'p1', 'c1']}
1769760100.4358685,RECEIVED,21d420cb-824b-43a2-9f8c-8a9cb1484ca9,8457dfda-c9b2-46b1-9504-b71f1e02df55,c5,c1,27,p1,?,surb={'id': '5e85081f-4a19-4112-a472-6c4fb5e61a96', 'route': ['p1', 'e1', 'i8', 'x11', 'p2', 'c5']}
1769760100.4995475,RECEIVED,fafb8e16-e7c8-4812-9939-6b1202f67dd2,283a3d33-e78e-4c1d-9e53-2e74b8b97843,c5,c1,27,p1,?,surb={'id': '7e357b8e-4ba4-4f90-94ea-36e4837bb62d', 'route': ['p1', 'e10', 'i5', 'x3', 'p2', 'c5']}
1769760100.5497649,RECEIVED,09908587-db6b-4ebc-95ad-1193dca8bbaa,c1adb871-7993-4d46-be6f-16fb2fc6af82,c5,c1,27,p1,?,surb={'id': 'f559d640-655e-4d14-a03f-fec284e05152', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c5']}
1769760100.7137005,SENT,a70d2930-b1be-4422-8c47-aa4ba9487ad5,064c3f88-0fc3-4ba2-94d4-32f55708a549,c1,c5,3380,?,p1,
1769760100.7142138,CREATED,c5c28df9-c36d-4955-b78d-6998642912f1,7fb93ce6-bd44-48ff-9437-f3adc9216897,c1,c5,26,?,?,surb={'id': 'e340bacf-bf1b-4ac2-b88c-4c0620b5561b', 'route': ['p2', 'e6', 'i8', 'x5', 'p1', 'c1']}
1769760100.7427897,SENT,b6d4ae6a-a1b9-46a0-bdf2-eec7e711dc73,bdc21a28-8c92-4b53-ae16-0509a6dacb19,c1,c5,3376,?,p1,
1769760100.7429047,CREATED,3224b1bd-5744-427f-adf1-34c5aa084943,4d15dd7b-9462-4174-8878-15abf789020f,c1,c5,27,?,?,surb={'id': '648c1896-a54b-43a1-94d7-ea016a7da509', 'route': ['p2', 'e6', 'i2', 'x6', 'p1', 'c1']}
1769760100.9313173,SENT,fcf83e5b-7876-4c36-b5a2-88a0388dd6df,7a07add3-d729-4ab8-942b-4382b9f3d16b,c1,c5,3392,?,p1,
1769760100.9314816,CREATED,38300cfd-d321-46b0-b317-205b8b74a1af,8c5979f8-00cb-451c-aa17-297104ef921e,c1,c5,27,?,?,surb={'id': '8be4d612-cfcf-46e6-b8c5-2df6ce1f7721', 'route': ['p2', 'e2', 'i5', 'x8', 'p1', 'c1']}
1769760101.1568735,SENT,ee835af2-e378-4b61-b813-c1a345a6c69c,568af502-9fbe-43d1-9c02-885531a5daf5,c1,c5,3360,?,p1,
1769760101.157006,CREATED,bc568dab-55ed-494a-a78e-f07390b263a6,d861b203-9f48-45a6-af3b-453234a8ca0a,c1,c5,27,?,?,surb={'id': 'b8f3e318-b306-4e53-b583-1ff0ed1b1601', 'route': ['p2', 'e1', 'i7', 'x9', 'p1', 'c1']}
1769760101.3975024,RECEIVED,487ca846-1ab8-47e3-9de0-557d6cf6f4dd,bd43a5e1-1902-4bd2-897b-803363fc4dc9,c5,c1,27,p1,?,surb={'id': 'e1e5d968-064d-45be-9d5d-f111c10ee753', 'route': ['p1', 'e8', 'i3', 'x1', 'p2', 'c5']}
1769760101.5261524,RECEIVED,56c1162f-04ba-4e6e-a96d-b0e12ec7d303,5a542376-2087-4fa1-91a1-62734f3f86e5,c5,c1,27,p1,?,surb={'id': '5fbc6658-6779-42d1-9e2c-c2ed4976a93e', 'route': ['p1', 'e1', 'i3', 'x7', 'p2', 'c5']}
1769760101.594192,SENT,de56a085-5ca9-41ff-94ab-2f568e901ebd,d3d29402-6341-4c1f-9deb-dec321691b42,c1,c5,3373,?,p1,
1769760101.5942683,CREATED,55ac0190-2980-4d7e-aa8c-8fe64e5bdd2b,cebec614-b374-4efe-bc1f-ddb84d4d6c52,c1,c5,25,?,?,surb={'id': '41236d3f-09c8-4b21-9172-c09a4dcfbe8e', 'route': ['p2', 'e1', 'i2', 'x4', 'p1', 'c1']}
1769760101.6096768,SENT,b2cea9a4-e25e-460c-b3e9-384333fc8bc0,9d2832a2-a527-4bd0-b357-304b546e7d52,c1,c5,3391,?,p1,
1769760101.6097534,CREATED,25ad8c92-1a28-4644-aeaa-4fc0bdea18bf,5e8cc5f4-bf7e-4a06-8f36-3011d931c5ad,c1,c5,27,?,?,surb={'id': '04b6f2af-ad60-49d2-8880-b0deb71d72e3', 'route': ['p2', 'e12', 'i1', 'x1', 'p1', 'c1']}
1769760101.8450966,RECEIVED,60c09b7e-3fef-4032-97e2-5e080e0da0d0,383f8051-aac0-45eb-a7cb-25b5c53de7ed,c5,c1,27,p1,?,surb={'id': 'e1f6e42c-733a-4a65-900b-5c8b38484722', 'route': ['p1', 'e6', 'i6', 'x3', 'p2', 'c5']}
1769760102.0138812,SENT,b69a10d6-f023-4f54-8905-e27565e08b65,51b28195-bf6d-4bdc-8884-f66f62e0efef,c1,c5,3380,?,p1,
1769760102.0139573,CREATED,839150a2-ab96-4bf1-b3a0-2d45bda42f81,b1fc6c4d-2f88-4758-9df3-d08556071061,c1,c5,27,?,?,surb={'id': '0e5242a0-d3fd-4f73-be3d-0c6398247c15', 'route': ['p2', 'e4', 'i6', 'x5', 'p1', 'c1']}
1769760102.3833287,RECEIVED,ea15dbbe-0983-4ae1-8333-078c7b1be63f,7ad66a47-c9bc-462b-bf12-a479b5a10680,c5,c1,26,p1,?,surb={'id': 'bec3807a-6436-4a9d-813b-f2a4f332819b', 'route': ['p1', 'e9', 'i3', 'x7', 'p2', 'c5']}
1769760102.5531042,SENT,1a2f8c9c-dcd6-4e1d-9943-973289f60e96,e9c0d609-bf85-424b-9803-6942b6a84aff,c1,c5,3380,?,p1,
1769760102.5531905,CREATED,7f046f41-a194-45c8-9b87-e59f3fa06e75,0472fc85-ada4-4ce4-a1f2-4f5923d49a58,c1,c5,27,?,?,surb={'id': '4d536129-6fb6-4531-9c8c-092a69abd0d0', 'route': ['p2', 'e6', 'i3', 'x2', 'p1', 'c1']}
1769760102.6459117,RECEIVED,ea6fac44-f25a-443f-a9d6-19102f4e16f5,4881b4c0-e183-4256-a5a5-8f8b4ad03254,c5,c1,26,p1,?,surb={'id': 'ca002fc5-7ec1-4587-a7d2-92ddc4957522', 'route': ['p1', 'e8', 'i10', 'x2', 'p2', 'c5']}
1769760102.7187643,SENT,a57c9e63-6d2b-4c1f-a3f7-999df8e89ff4,f08776cb-ae87-4686-a8af-f655517e1b36,c1,c5,3379,?,p1,
1769760102.7189152,CREATED,47bfdf2d-79cc-4bb3-ab99-4539b3a3d711,077a7e9c-b933-452f-8e1a-6f7ef540191f,c1,c5,26,?,?,surb={'id': '9d0ab1e2-819f-4edb-aa01-b911ee30b8b8', 'route': ['p2', 'e9', 'i2', 'x10', 'p1', 'c1']}
1769760102.9046798,SENT,fd5cf550-fe32-4ca9-aac7-2ba50f3abda1,7d3baeb6-1029-4311-a0b6-96ec980a364d,c1,c5,3376,?,p1,
1769760102.9048133,CREATED,bf93b5eb-c543-40e0-a5f3-35d842d6badf,42464df0-b343-4ec1-ae28-ac230118dc65,c1,c5,27,?,?,surb={'id': 'bcd70a6f-1bc2-4d71-a703-fb25523f1c53', 'route': ['p2', 'e8', 'i7', 'x3', 'p1', 'c1']}
1769760103.0162017,RECEIVED,f6a19298-7c8d-4abd-aa5f-9f62f5f99b2f,55c682e4-c4b9-4b31-8859-6b4a8c339f7f,c5,c1,26,p1,?,surb={'id': 'b7b6ce63-1472-4969-97da-47bc3090fdf6', 'route': ['p1', 'e5', 'i1', 'x9', 'p2', 'c5']}
1769760103.0353062,SENT,3c8670a0-3357-475b-8c16-6253fb5a31f7,f0981c68-b042-4002-b73d-5318d268b225,c1,c5,3384,?,p1,
1769760103.0354536,CREATED,7c71667e-ea0b-4137-8b79-f70cc27cdb4f,b3b6b504-a7c8-4991-9da9-586f80a02609,c1,c5,27,?,?,surb={'id': '76d12885-d155-4c6e-9d71-4a25861a6f01', 'route': ['p2', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769760103.2661138,RECEIVED,49cecf62-5b84-4d95-8c9e-934052471b89,e800e55d-c9d4-480d-a338-cf164f36aaab,c5,c1,27,p1,?,surb={'id': 'd2178163-3e1b-4265-a991-fca5552fec8a', 'route': ['p1', 'e10', 'i8', 'x5', 'p2', 'c5']}
1769760103.2928681,RECEIVED,d75b777c-f47c-40d7-bff3-60a548039dfc,9bb40ed3-a762-44e0-afdc-08f6f89e7a38,c5,c1,26,p1,?,surb={'id': '6180b36b-ae36-4e8d-acf3-3f8cb3e120df', 'route': ['p1', 'e1', 'i8', 'x9', 'p2', 'c5']}
1769760103.3540115,SENT,172af196-f740-44a9-a653-535aa3a53ff5,3d27a3cd-5aec-4f23-a46a-11af5c11cc93,c1,c5,3376,?,p1,
1769760103.354185,CREATED,05b8d2fc-beb3-48f0-bab3-c1becbc7b4af,2d1f053a-842d-45bb-8fd4-dfadb8ac338d,c1,c5,27,?,?,surb={'id': '58e2ee20-3e1c-4870-904f-14b4bc3087ac', 'route': ['p2', 'e7', 'i4', 'x2', 'p1', 'c1']}
1769760103.4578183,RECEIVED,4850a4ca-4656-428b-ae5f-48f3aa1e60a2,ddd5bcb6-ec4f-43f6-93bf-781eda18de56,c5,c1,27,p1,?,surb={'id': '028a2021-acf0-4564-b946-7f19344ca1b4', 'route': ['p1', 'e11', 'i8', 'x8', 'p2', 'c5']}
1769760103.7532172,SENT,0ddb1d75-933e-40af-859c-18276807317a,4984b47b-78b3-4fc1-8cb5-a736160175b6,c1,c5,3394,?,p1,
1769760103.7533374,CREATED,65e232e9-9cf6-4e8c-a530-59ac36edf002,7c6806ec-7607-4d5d-b2ee-e8a9f01891fe,c1,c5,27,?,?,surb={'id': 'd641ebad-b847-4887-930c-dc10ba0961a1', 'route': ['p2', 'e3', 'i8', 'x11', 'p1', 'c1']}
1769760103.9343917,RECEIVED,fcb92127-487d-4f51-9122-55d3fc100da0,812d5a27-ceaf-4389-9709-c0b2443f17e2,c5,c1,27,p1,?,surb={'id': 'b4f62508-2e45-4445-8c90-c579f614878f', 'route': ['p1', 'e4', 'i1', 'x10', 'p2', 'c5']}
1769760103.956108,SENT,4accad90-cb26-4d9c-a4db-7d3b2263d1cc,eda1bd60-2872-4f1d-9afa-b0827bbcbf49,c1,c5,3392,?,p1,
1769760103.9562325,CREATED,db428288-a82d-452f-b505-440213f1bc5f,99b2b6d8-8f39-4e40-94a1-49cd84b33bac,c1,c5,27,?,?,surb={'id': 'cd88402b-1cb8-47cd-90d4-7a8ff8d87b6b', 'route': ['p2', 'e11', 'i3', 'x2', 'p1', 'c1']}
1769760104.4515305,SENT,c2061590-cfb8-4953-bec5-9625afb51bea,2073d823-3a11-43fb-a8a9-07771fbb5fa0,c1,c5,3373,?,p1,
1769760104.4516711,CREATED,028b48fc-5b74-430e-a805-551e699baa79,9c67d1d4-7af0-4371-b0e1-a0e002b5bd0b,c1,c5,27,?,?,surb={'id': '3844baf6-557a-472b-8df7-ed9edec02067', 'route': ['p2', 'e6', 'i9', 'x4', 'p1', 'c1']}
1769760104.459818,RECEIVED,c087e997-35bf-4379-b7c8-612f104f1ab5,c4d14134-2751-40e5-8864-868b2fda35ab,c5,c1,25,p1,?,surb={'id': '987c6ce1-eb23-4ce8-af4e-f0131bed3275', 'route': ['p1', 'e6', 'i10', 'x5', 'p2', 'c5']}
1769760104.4923882,RECEIVED,3787163e-32a0-407c-ad7f-8796df76aaea,538b71a0-3cc9-4215-a5a6-38c015995089,c5,c1,27,p1,?,surb={'id': 'b73464e6-4fb6-407f-837c-373a9134a5df', 'route': ['p1', 'e8', 'i8', 'x12', 'p2', 'c5']}
1769760104.6220741,RECEIVED,fb06213f-72bf-4b7c-8acc-d89eeb854e73,759b6a9d-34b5-4550-89b5-fbb7bd4fa817,c5,c1,27,p1,?,surb={'id': '8ccf7493-aff1-4b56-afe2-60a3d44f5a05', 'route': ['p1', 'e3', 'i7', 'x3', 'p2', 'c5']}
1769760104.7587357,RECEIVED,60ebd068-211c-47e4-a26d-83423b5b19f2,eef03cb2-e3d8-47eb-b08f-bf373f123398,c5,c1,26,p1,?,surb={'id': '20a691dd-3a94-4a21-bda0-32252f96d6c6', 'route': ['p1', 'e2', 'i10', 'x9', 'p2', 'c5']}
1769760104.776931,SENT,2ef48166-d571-495d-a425-3917263b1183,43c844e1-cb60-44e6-a724-f0f92da01982,c1,c5,3401,?,p1,
1769760104.7769833,CREATED,7d6ac1b0-4a5e-4ef7-9b6f-462c8cbff36a,f5e030cf-71c8-42c0-a8ad-fe83960d6252,c1,c5,27,?,?,surb={'id': 'be7b5a3b-c8b7-490a-a8c2-e25542e9f456', 'route': ['p2', 'e10', 'i5', 'x7', 'p1', 'c1']}
1769760105.0583143,SENT,c683ab1f-7054-4d90-83a1-7fdaec504164,cd0ba7b1-dc95-42ba-a90a-d099356e68b1,c1,c5,3375,?,p1,
1769760105.058464,CREATED,996cfa19-cf3b-4af5-b460-95f11ec8e544,cdcf8f2c-c101-474f-92f1-3ce5a9cb3b43,c1,c5,27,?,?,surb={'id': '2a20786c-4f51-44e3-a1f5-46c970c9ac4d', 'route': ['p2', 'e3', 'i4', 'x6', 'p1', 'c1']}
1769760105.1739938,RECEIVED,7fd9f321-f790-465c-b20b-e4d204183286,f8db787e-6706-4d77-942c-b0e7070cccad,c5,c1,27,p1,?,surb={'id': '8ad35e9e-daa0-4a62-aaa1-cc7167926e6f', 'route': ['p1', 'e8', 'i7', 'x5', 'p2', 'c5']}
1769760105.2318978,SENT,349cb060-3d5d-475d-9592-cb5ab1020947,5dc545ca-c0eb-4976-a70b-c43969b4f336,c1,c5,3393,?,p1,
1769760105.2319498,CREATED,df411b68-2082-4fc3-8c99-f6ae87da2064,223fa867-7781-4c7a-96b5-19a70f88443f,c1,c5,27,?,?,surb={'id': '7633b295-3ab3-4a2e-ac46-de98734e87c7', 'route': ['p2', 'e12', 'i8', 'x2', 'p1', 'c1']}
1769760105.2402747,SENT,72911d72-7a44-424b-85b9-a8adeee06742,eb455c4c-3ea2-468c-8b90-743ed3c35fe9,c1,c5,3383,?,p1,
1769760105.2403262,CREATED,2e15af34-1a1b-44e5-b529-37d50c78af86,0477f991-4129-4ec8-93c3-9eae9aed7ba1,c1,c5,27,?,?,surb={'id': 'ca6d6dcd-c22e-4c95-bff3-f0f1a322d331', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c1']}
1769760105.6570606,RECEIVED,65e32d14-470b-45ef-b84f-a7ba2d18cbcf,40074000-68bc-4d0a-86f5-111128dbb94d,c5,c1,27,p1,?,surb={'id': '6cba7cfc-8d49-42aa-876b-a63243de0c1a', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c5']}
1769760105.9786043,RECEIVED,fa19e32e-fa44-413b-8d81-574db8a31e5f,d4245b53-86cc-4ec0-b4ac-e16e5334d28e,c5,c1,27,p1,?,surb={'id': '5ccabea5-f17a-4232-b6be-e890dc53404f', 'route': ['p1', 'e10', 'i3', 'x2', 'p2', 'c5']}
1769760106.1184661,RECEIVED,c14afea8-5d4b-4b59-a524-a674a67d87ca,31436c1d-680a-4645-9097-9c47d0b91a4d,c5,c1,27,p1,?,surb={'id': '54c340d7-012c-44b6-8b98-cf16a7cea2fd', 'route': ['p1', 'e5', 'i5', 'x12', 'p2', 'c5']}
1769760106.3737109,SENT,40e56eb8-139b-414e-bce4-2302c66eb094,c910e20b-bd64-4cb3-9a88-53154bf8f3c6,c1,c5,3361,?,p1,
1769760106.3738115,CREATED,629b47f4-928d-4868-bcc6-903e858280db,4b47d148-d598-49c0-913d-af966d876ac1,c1,c5,26,?,?,surb={'id': 'eaa6bbde-ca5f-4f84-a409-fb190d90b95e', 'route': ['p2', 'e7', 'i10', 'x2', 'p1', 'c1']}
1769760106.744606,RECEIVED,5be04b7b-db0c-4e87-b9f6-e4d687531bfa,2053e7da-a26b-42fc-bd16-3a47f60411c0,c5,c1,27,p1,?,surb={'id': 'ea981ff4-d385-47f8-ae07-2c98fccfd22d', 'route': ['p1', 'e2', 'i11', 'x4', 'p2', 'c5']}
1769760107.4171934,RECEIVED,9ce2a1f4-1b67-4f64-8b34-b012fc438f59,203a3d40-3e83-4ca7-ab50-906288d4e6b5,c5,c1,27,p1,?,surb={'id': '940d3c95-b704-403e-8088-8e0a13e12fc4', 'route': ['p1', 'e5', 'i3', 'x2', 'p2', 'c5']}
1769760107.685367,RECEIVED,10e602d1-f33d-4e8f-a8b3-4fb603f515e1,04f5f1ec-37ce-454d-b25c-186be00c8b65,c5,c1,26,p1,?,surb={'id': 'e15e9bf4-b0dd-48fb-bf0c-05323afb67a8', 'route': ['p1', 'e10', 'i10', 'x5', 'p2', 'c5']}
1769760107.8481095,RECEIVED,6f2f9dbd-097b-4a91-9812-7be36e2d581d,d099e7a6-29b8-41e7-9228-53e380d1b3e2,c5,c1,27,p1,?,surb={'id': 'ebb25740-ad4c-4393-b147-085606622827', 'route': ['p1', 'e3', 'i6', 'x2', 'p2', 'c5']}
1769760107.977011,SENT,ed0e1315-778e-49f9-a1c4-595a8dd09600,03adc8e3-7f11-43a6-af55-152e6dc97b20,c1,c5,3407,?,p1,
1769760107.9772234,CREATED,5b679cbd-0794-4641-bbb5-cc87ee6463dd,6a969042-7db8-447b-9481-6958ad99eee0,c1,c5,26,?,?,surb={'id': 'e5c166cb-5132-4ae7-8a6c-1176467ed92f', 'route': ['p2', 'e3', 'i10', 'x10', 'p1', 'c1']}
1769760108.105569,SENT,c3f4be65-cd45-4a01-babe-cbb7345c0991,5629c1f2-6994-4016-b058-c69520f46679,c1,c5,3359,?,p1,
1769760108.1057217,CREATED,9fc80f82-61f3-445d-b579-2e2432deb428,373f32df-342d-4f8e-a089-3cdd2b5f4c4d,c1,c5,26,?,?,surb={'id': '46cdf0e4-1b70-4e95-9110-a06467e4eef0', 'route': ['p2', 'e12', 'i9', 'x6', 'p1', 'c1']}
1769760108.1952572,SENT,99ec108c-c8fe-4ffc-82d5-f374cde22082,244fbd91-2ce2-4ca0-9eeb-0796425f89d5,c1,c5,3357,?,p1,
1769760108.1954203,CREATED,38af5bc4-cda4-4004-baa3-a24049b91d2d,19608940-5d72-4e56-a20d-9b118e479b36,c1,c5,25,?,?,surb={'id': 'cc4e209d-9e27-4023-9b33-c02905127ef0', 'route': ['p2', 'e3', 'i7', 'x7', 'p1', 'c1']}
1769760108.3898258,RECEIVED,3d24d3a6-1ade-4500-bad4-5da7337a0bf5,84f2897d-a179-4578-92d6-fcb6095fc196,c5,c1,26,p1,?,surb={'id': 'a4b1229e-2379-4328-908d-8b8bf6e2e3c9', 'route': ['p1', 'e10', 'i8', 'x1', 'p2', 'c5']}
1769760108.42016,SENT,e12b8660-2632-4a0e-9a8e-df1dd58536d4,b30cc170-1256-4d43-8a42-2c8b6c10c3ff,c1,c5,3367,?,p1,
1769760108.4203248,CREATED,0891e5b8-63ba-4565-9748-b62938d0512c,4c295c0a-8bb3-4fe7-8962-43e98febaf47,c1,c5,26,?,?,surb={'id': '76efae98-1933-481f-a394-c2e0c7c5b1b9', 'route': ['p2', 'e1', 'i12', 'x4', 'p1', 'c1']}
1769760108.6421397,SENT,4f2b30c9-0de5-4f2d-be41-0db12fae7d98,cf078fb7-d221-4c75-8f79-1e44aded2bc7,c1,c5,3375,?,p1,
1769760108.6422026,CREATED,11f0fd81-b5f3-4a04-8a6d-15a186050982,e508d1d2-d02e-461a-9f10-9646bd4d0d19,c1,c5,26,?,?,surb={'id': 'd063d05d-7fa4-47a8-8551-d6a4ff811961', 'route': ['p2', 'e8', 'i5', 'x10', 'p1', 'c1']}
1769760109.0353038,SENT,12f62f34-9c4b-4164-b9a0-5f7e3767b532,06684e23-e485-452e-900a-af28517e6f10,c1,c5,3384,?,p1,
1769760109.0354536,CREATED,41a668b0-d0dd-40f9-ba8a-ef90efbbd0e7,89ba2565-c30e-4aed-b0c6-ea05bf16ad29,c1,c5,27,?,?,surb={'id': 'c89b9ece-19b6-4f52-92f1-2f62391d4ad8', 'route': ['p2', 'e12', 'i6', 'x6', 'p1', 'c1']}
1769760109.2106726,RECEIVED,a2dd5bbc-f934-4dfe-b15d-8040fe5c9810,5b2cda32-6dbf-4827-b4f3-0d5fb968c0fe,c5,c1,26,p1,?,surb={'id': '4c163a31-e23e-49b8-832b-da0959e1db71', 'route': ['p1', 'e8', 'i1', 'x4', 'p2', 'c5']}
1769760109.386809,SENT,bbe29545-9e17-4f25-bbca-cb6582b56e91,3b6ecee2-7b4b-47ff-a0f0-2e902cca8313,c1,c5,3377,?,p1,
1769760109.3868868,CREATED,3046a94c-3c9e-4b18-a48b-9a32e3e8a842,93623b57-f9b0-40ea-b9f9-9493393e2e9e,c1,c5,27,?,?,surb={'id': '2c5a0a52-7fd2-45b8-97ff-7102dcd98ea8', 'route': ['p2', 'e2', 'i1', 'x2', 'p1', 'c1']}
